molecula|NaaNH|n9FaRing|SssssC|NaasN|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|Mor01p|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
8m_a46|0|0|0.2148468989999999|1|1|1.160371261|2.126524943|-0.00517896|-0.085284636|1|0.047345679|-0.134230003|-0.248590088|0.0063680119999999|10.94650201|-0.064176245|1|0.015631887|1|0.7699708959999999|-0.090247845|0.8142050040000001|0.77612204|0|-0.0911455|-0.085204935|-48.32436573|166.8508795|0.123789645|-0.032188531|-23.9511632|0.0|-1.448483903|-25.62105988|-17.06601365|52.0671834|0.425802465|2045.330306|-767.9706141|1913.813025|-9.04821721|0.114510313|9.899611044|0.7415609409999999|4439.758321|60.71213839999999|-407.1697745|19.27296714|463.1469765|0.0|1.0|3.24|2.92|17.0|4.21|50.94|2.62|1.0|0.0|0.0|-4.48|3.0|-5.61|319.4|0.0|1.0|1.0|-4.56|3.3e-05|0.0088799999999999|3.72|0.0|3.5e-07|5.3062|4.2881|-1014.126693|970.82|289.14|0.43001|0.6997800000000001|-1013.91158|0.1441|-0.17897|-0.19715|0.03472717|-1013.962913|3.1675|229.0|6.6402|6.6402
6_a27|1|0|0.0|1|0|1.404458667|1.7996617540000002|-0.007874167|-0.072298665|2|0.042942943|-0.237047381|-0.330715016|0.00526746|10.93737136|0.081320966|1|-0.179319226|2|0.787663648|0.1272522519999999|0.849515128|0.650575651|1|-0.0786267609999999|-0.090025109|-38.92545695|125.8234721|0.214952384|-0.034625042|-22.06430895|61.10118428|-1.35037664|-19.27068071|-17.14169035|49.10012093|0.47262982|2196.1151210000003|-668.5259238|1193.992326|-8.486272674|0.2251796019999999|9.500048379|0.896201262|4761.820508|111.4788253|-330.96463430000006|22.12343713|373.9912084|0.0|0.0|3.0|2.49|21.0|2.79|76.46|2.42|0.0|0.0|0.0|-3.62|4.0|-6.55|317.34|0.0|1.0|1.0|-3.82|0.000242|0.0485|2.37|0.0|2.16e-07|5.5447|4.1391|-1043.831559|896.68|299.55|0.3366099999999999|0.61083|-1043.678244|163.0|-0.17007|-218.0|0.02494141|-1043.728133|4.0597|1.0|9.0|9.0
11_a47|0|0|0.0|0|0|1.381898438|0.0|-0.007767503|-0.156077888|3|0.033931624|-0.0586047379999999|-0.427212659|-0.007419345|10.93671007|0.046339015|0|-0.079543257|3|0.715054643|0.07716247|0.770028429|0.686454722|1|-0.08164597|-0.096486559|-50.01659041|119.4035378|0.203136607|-0.035945973|-36.20974614|1.882633323|-1.833244617|-30.64032829|-22.02062158|55.20085753|0.4686568239999999|2842.168734|-1123.0517|2201.328597|-13.48990542|0.183391205|11.22841564|0.8820228529999999|6736.717611|112.34605729999998|-687.9851765999999|26.96593732|670.2339441|0.0|1.0|3.28|3.15|28.0|6.68|70.93|3.0|2.0|0.0|0.0|-6.29|5.0|-5.28|422.45|1.0|0.0|1.0|-6.03|5.110000000000001e-07|0.000394|5.06|0.0|2.81e-11|3.7253|3.7253|-1396.184699|1146.42|332.82|0.6915399999999999|0.6915399999999999|-1395.922861|0.2321|-0.1546|-0.20554|0.03959805|-1395.980918|4.6111|0.04|7.4|7.4
5b_a50|0|1|0.0|2|1|1.397278957|4.190114953|-0.00141071|-0.003549558|1|0.034845679|-0.052494624|-0.062071259|0.012641727|10.9325725|-0.113846154|2|-0.175158017|1|0.791163321|-0.1866330389999999|0.855527513|0.6642694929999999|1|-0.041157676|-0.061164973|-20.90908698|6.656963127999999|0.041393519|-0.02140774|-15.78596849|60.5565203|-0.8563096170000001|-10.62231784|-10.87564575|27.10933752|0.4462435279999999|2183.545404|-435.0258302|1452.442728|-5.525088972000001|0.411250953|10.01036188|0.8058479690000001|4577.809819|208.925351|-221.0035589|18.47246431|409.0289917|0.0|1.0|3.37|2.91|20.0|4.02|35.64|2.4|0.0|0.0|0.0|-3.48|2.0|-6.03|312.37|0.0|1.0|1.0|-4.19|0.000335|0.0202|3.06|0.0|1.37e-06|5.6332|4.0222|-990.6114185|922.49|308.25|0.4270899999999999|0.66968|-990.43875|0.1094|-0.16683|-0.19252|0.02651535|-990.487545|6.1284|12.23|4.9126|4.9126
21c _a23|0|1|0.0|2|0|1.197962776|3.311482916|-0.009944003|-0.135572353|2|0.043130342|0.0645437059999999|-0.576752175|0.003456487|10.3132171|-0.039311241|2|-0.036896213|2|0.782543953|-0.060079444|0.838980345|0.7301130229999999|1|-0.08365474|-0.098699133|-59.46209153|323.3651097|0.209403563|-0.040210758|-49.86692499|94.32302529|-2.171380929|-42.26586935|-28.58195193|69.43902929|0.468609427|3161.1237530000003|-1543.4254039999998|2628.628799|-20.31615463|0.165442725|16.83467928|0.881854988|7227.157398|117.597286|-1097.07235|34.24804117|762.0576580000001|1.0|1.0|3.68|3.11|26.0|3.42|148.11|2.49|1.0|1.0|1.0|-5.63|5.0|-7.13|468.53|1.0|0.0|0.0|-4.72|2.35e-06|9.0|2.86|0.0|4.69e-08|3.6649|3.6649|-1837.964768|1275.12|338.3|0.5885699999999999|0.5885699999999999|-1837.67081|0.3329999999999999|-0.15089|-0.22981|0.03257532|-1837.736174|8.3979|67.0|7.1752|7.1752
27a_a34|0|0|0.0|1|1|0.300206665|1.963136117|-0.012620846|-0.456594848|1|0.0408037829999999|-0.082271189|-0.7320090459999999|-0.012495918|10.319282|-0.008138446|1|-0.264978526|1|0.779284547|-0.012251785|0.832753533|0.749941528|0|-0.106669294|-0.123191967|-74.78290605|176.4623026|0.3990357329999999|-0.043345322|-60.54917431|22.69787432|-2.340647376|-52.42823715|-30.38821209|93.41277507|0.436895447|3394.470264|-1640.9634529999998|2252.433058|-21.30433911|0.235078289|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|39.72721867|718.5861133999999|1.0|1.0|3.66|2.58|23.0|3.97|129.74|1.06|1.0|0.0|0.0|-4.96|7.0|-7.29|463.51|0.0|0.0|0.0|-4.47|1.09e-05|0.0159|2.59|0.0|2.44e-08|5.0012|4.1228|-1861.741982|1247.85|300.73|0.40378|0.69818|-1861.468024|0.0203|-0.16691|-0.20615|0.04629882|-1861.534743|13.9023|0.24|6.6198|6.6198
18c_a25|0|0|0.0|1|0|1.193723817|1.959418462|-0.002704524|-0.008080236|2|0.043274232|0.007241543|-0.162271435|0.007804726|10.31285373|0.006360768|1|-0.064145547|2|0.748718056|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|-0.048636087|-0.0719340379999999|-31.96445203|26.54367263|0.05198276|-0.026975264|-31.07074762|0.0|-1.510614788|-21.00757374|-17.72859578|38.26446885|0.484730247|2917.369488|-992.8013635|2095.730631|-11.65153036|0.2520795489999999|14.65844196|0.940731034|6736.25597|165.67090530000002|-652.4856999|23.70385212|831.3429628|1.0|1.0|3.58|3.89|27.0|6.11|87.72|3.08|2.0|1.0|0.0|-6.05|3.0|-5.85|449.57|1.0|0.0|1.0|-5.6|8.86e-07|0.00113|4.49|0.0|6.79e-11|5.4858|3.3396|-1714.597797|1243.76|371.26|0.31993|0.70516|-1714.280779|0.0041|-0.13312|-0.19532|0.02003004|-1714.342386|7.9283|88.0|7.0555|7.0555
14w_a23|0|1|0.0|2|0|1.197963556|3.132012648|-0.006481882|-0.109136569|2|0.046678487|0.045196333|-0.330575965|0.003379755|10.31321817|-0.031435038|2|-0.206574435|2|0.802520527|-0.049318182|0.8668730109999999|0.558482531|1|-0.070714528|-0.088508061|-46.76570273|43.30287556|0.211928134|-0.035779855|-38.70975831|90.15900589|-1.681653166|-30.92760432|-23.66232347|61.60607046|0.4972095239999999|3071.908367|-1112.129203|2283.383402|-15.648625699999998|0.256548212|15.58053709|0.988900044|6998.078982999999|169.6632599|-735.4854078|31.82765022|597.2903597999999|1.0|0.0|3.42|3.35|26.0|5.14|105.02|3.78|2.0|1.0|0.0|-5.68|6.0|-6.35|447.46|0.0|0.0|0.0|-5.27|2.09e-06|0.00242|3.78|0.0|1.17e-08|3.6632|3.6632|-1828.385903|1150.31|338.46|0.6219399999999999|0.6219399999999999|-1828.161957|0.3855|-0.14844|-0.22824|0.02204118|-1828.222578|9.8981|2.0|8.6737|8.6737
8e_a12|0|1|0.0|1|1|1.283834633|1.873617728|-0.006350143|-0.049397555|2|0.037430556|0.0661362779999999|-0.330207456|0.005196034|10.94458094|-0.0309579439999999|1|-0.136145064|1|0.761892879|-0.051240735|0.815412281|0.797199175|1|-0.05202522|-0.087795345|-29.79080011|51.38557748|0.060372083|-0.031094185|-28.78776717|0.0|-1.492520871|-17.05887601|-17.80522313|38.67488258|0.45384745|2548.979738|-854.6507103|2112.908299|-10.19566754|0.2887421289999999|11.80358346|0.830990262|5490.975165|165.34017769999997|-489.392042|25.03342862|561.9859171|1.0|1.0|4.11|3.01|21.0|2.68|55.1|3.05|2.0|0.0|0.0|-4.37|4.0|-6.03|366.42|0.0|1.0|1.0|-4.69|4.25e-05|0.00744|3.53|0.0|1.19e-08|5.247999999999999|3.3044|-1177.619013|1048.44|375.21|0.38889|0.6954899999999999|-1177.380602|0.2252|-0.13599|-0.19338|0.02580783|-1177.436953|1.9327|588.0|6.2306|6.2306
16h_a32|1|1|0.0|0|0|0.609420754|0.0|-0.015656019|-0.098975084|0|0.039958333|-0.069213021|-0.7828009570000001|-0.0048042729999999|10.31100268|-0.022634676|3|-0.219947482|0|0.832040698|-0.03617945|0.881181048|0.7619492790000001|1|-0.081151869|-0.121464999|-51.56009529|70.02855767|0.200808492|-0.038765425|-49.03221545|35.90298920000001|-1.821974989|-32.75886858|-24.62973479|64.87717961|0.459750275|2709.44587|-1157.597535|3282.554439|-15.6485794|0.2640948939999999|12.42028916|0.850995852|6151.056721|167.7935207|-735.4832318|33.46862873|573.3529948|1.0|1.0|3.61|3.45|19.0|4.6|149.27|1.12|2.0|0.0|1.0|-6.48|5.0|-6.22|413.52|1.0|0.0|1.0|-4.75|3.28e-07|0.0073599999999999|3.66|0.0|9.89e-08|3.6182|3.6182|-1955.99895|1130.4|342.67|0.70219|0.70219|-1955.772465|0.2914|-0.14972|-0.2|0.02818755|-1955.832545|4.2275|9.0|8.0655|8.0655
3b_a32|1|1|0.0|0|0|0.609420808|0.0|-0.007388108|-0.064476472|0|0.042528736|-0.0411430079999999|-0.265971895|-0.001282231|10.31100281|0.10614163|3|-0.151445075|0|0.800396027|0.167519182|0.866250192|0.7725667079999999|1|-0.073068133|-0.100355499|-35.8437493|74.63320519|0.159260619|-0.033451833|-24.14971513|0.0|-1.103910485|-17.58323784|-16.40987746|43.023961|0.460751087|2092.213643|-541.5259561|1084.520517|-8.049905042|0.2358716619999999|10.69254007|0.854431185|4448.251276|115.707414|-265.6468664|21.47528975|323.0421997|1.0|1.0|3.11|2.57|19.0|4.43|110.94|1.45|1.0|0.0|0.0|-5.73|3.0|-5.57|312.41|0.0|0.0|1.0|-4.65|1.86e-06|0.00697|3.71|0.0|3.19e-07|3.5545|3.5545|-1594.121087|857.0|348.81|0.70257|0.70257|-1594.0008779999998|0.2905|-0.1474099999999999|-0.20137|0.02589511|-1594.049677|5.7777|6.0|8.2366|8.2366
20a_a10|0|0|0.0|1|1|1.343837243|2.113798134|-0.0034618129999999|0.049376168|2|0.036415094|-0.035536682|-0.197323337|0.008214031|10.9296614|0.011011878|1|-0.081587712|2|0.755429696|0.019448804|0.817646497|0.63495222|1|-0.066386563|-0.072821454|-43.19189039|66.52185003|0.086318664|-0.028008251|-30.82502228|47.01787447|-1.456429076|-28.10115947|-18.22250274|52.05222074|0.452402751|2998.608651|-947.5701424|2021.669282|-11.8557778|0.266548108|15.37476788|0.826159649|6729.996773999999|173.41938059999998|-616.5004457|24.84485067|719.5272609|1.0|1.0|3.48|3.63|27.0|5.77|76.62|2.53|2.0|0.0|0.0|-5.68|5.0|-5.82|429.47|0.0|0.0|1.0|-5.59|2.07e-06|0.0011|4.36|0.0|3.61e-10|4.7841|3.8312|-1389.164302|1200.92|323.62|0.50193|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|-0.2274199999999999|0.03217287|-1388.957848|3.2116|1.2|5.9208|5.9208
IN1233_a59|1|0|0.0|0|0|1.400923654|0.0|-0.008841844|-0.12050413|2|0.0396875|0.163548857|-0.5039851160000001|-0.005614194|10.93301779|-0.054458882|1|0.003282792|2|0.74801464|-0.090732503|0.80310139|0.778639593|1|-0.092761756|-0.095213818|-61.73167061|318.5587088|0.238675351|-0.035929742|-42.16752524|83.1557517|-1.904276352|-41.08157616|-23.91074854|68.94000009|0.483639625|2809.840422|-1267.269673|1822.396842|-15.91227368|0.1892041019999999|15.51626497|0.936631949|6206.818668|125.91272279999998|-843.3505049|29.49046561|712.1606951|1.0|1.0|3.48|2.76|27.0|4.69|97.55|2.06|2.0|0.0|0.0|-5.59|4.0|-6.13|419.48|0.0|0.0|1.0|-5.16|2.54e-06|0.0029|3.85|0.0|9.93e-11|5.2194|3.5355|-1352.351584|1204.16|350.69|0.51285|0.6953699999999999|-1352.073755|0.2011|-0.14684|-0.20289|0.02473496|-1352.135303|7.6059|34.0|7.4685|7.4685
27c_a34|0|0|0.0|1|1|1.4335249819999998|1.996958431|-0.014036512|-0.1450543259999999|1|0.041728395|-0.08157574|-0.80008116|-0.008017781|10.95447877|-0.014364543|1|-0.2077985889999999|1|0.783333463|-0.0239323839999999|0.8353837409999999|0.804740647|0|-0.114233896|-0.12597014|-76.84420762|176.7076265|0.368934647|-0.042782312|-57.00328784|119.8660257|-2.26746252|-51.69246989|-28.77931113|97.35782216|0.424716257|2921.328444|-1525.30349|2477.818875|-19.35960719|0.261802571|15.31184469|0.738272657|6308.331369|176.1124482|-1026.059181|38.98592708|673.8038326000001|1.0|1.0|3.55|3.11|23.0|3.34|104.29|1.71|1.0|0.0|0.0|-4.75|5.0|-6.85|427.46|0.0|0.0|1.0|-4.45|1.7800000000000002e-05|0.0151|2.9|0.0|2.13e-08|4277.0|3.9186|-1426.521813|1203.69|316.4|0.68683|0.70336|-1426.246896|0.0093|-0.1589|-0.19682|0.03913684|-1426.31053|9.6148|0.8|6.0969|6.0969
14aa_a23|0|1|0.0|2|0|1.19796312|3.4143268310000003|-0.005050361|-0.026892547|2|0.046678487|0.031136154|-0.287870566|0.013012022|10.313217300000002|-0.044957534|2|-0.13397874|2|0.75434493|-0.070471939|0.8072028240000001|0.693959193|1|-0.052155763|-0.076107469|-35.51947393|40.49537336|0.075891958|-0.03159178|-35.2984572|83.27171526|-1.6743643259999998|-24.18971469|-21.51484958|47.78906871|0.4930525229999999|2941.302235|-1140.287028|2263.821505|-14.65218978|0.203340553|15.78173785|0.972590939|6651.23042|138.4803717|-776.5660584|27.00633206|733.3886349999999|1.0|1.0|3.63|3.68|26.0|4.63|105.02|3.45|2.0|1.0|0.0|-6.23|4.0|-5.92|439.54|0.0|0.0|0.0|-5.55|5.9e-07|0.00123|4.31|0.0|6.9799999999999995e-09|3.5934|3.5934|-1708.5626|1231.11|345.03|0.6805899999999999|0.6805899999999999|-1708.276011|0.4157|-0.1449|-0.21573|0.02033777|-1708.338059|8.3532|4.0|8451.0|8451.0
33_a20|0|0|0.0|1|0|1.4175014119999998|1.915285809|-0.00145476|0.023539095|2|0.0388043479999999|0.148855442|-0.078557022|0.009265667|10.93244905|-0.062750442|1|-0.060582944|2|0.74131936|-0.10978034|0.802353442|0.607038752|1|-0.058927252|-0.069838312|-38.58254635|8.680600701|0.0506104|-0.0265385579999999|-29.9394021|64.93395624|-1.326927921|-25.26187502|-17.37608867|46.92331405|0.465855239|2737.8873550000003|-868.8044333999999|2274.654579|-11.3769728|0.240643818|15.094865900000002|0.8721516570000001|5916.443448|157.56124519999997|-568.84864|22.88265911|664.4562602999999|1.0|1.0|3.39|3.59|27.0|5.39|67.39|2.61|2.0|0.0|0.0|-5.6|4.0|-5.58|401.46|0.0|0.0|1.0|-5.53|2.48e-06|0.0012|4.47|0.0|2.04e-10|5443.0|3.8867|-1275.852801|1174.95|318.99|0.27375|0.6129|-1275.602977|0.0463|-0.15959|-0.21788|0.02957286|-1275.662457|5.0369|34.0|7.4685|7.4685
19h_a38|1|0|0.0|0|2|1.297044177|0.0|-0.007781653|-0.082283951|2|0.042622739|0.14165187|-0.420209249|-0.002526241|10.96083376|-0.070688288|1|-0.217394466|1|0.819222745|-0.121374121|0.8741648479999999|0.698414933|0|-0.082211319|-0.109986804|-48.43313101|136.81322659999998|0.225371198|-0.03959525|-38.17354026|0.0|-1.979762478|-28.533396600000003|-23.32673803|60.94327866|0.47459722|2774.611523|-1166.336902|1839.424968|-13.74247449|0.24620669|12.98143834|0.903301693|6253.901215|145.047677|-687.1237247|30.94580137|595.8790650000001|1.0|1.0|4.8|2.43|17.0|2.55|81.23|2.4|1.0|0.0|0.0|-4.14|4.0|-6.77|401.44|0.0|0.0|1.0|-4.17|7.209999999999999e-05|0.0272|2.78|0.0|1.4e-07|3.7384|3.5358|-1332.187847|1092.17|350.65|0.68472|0.69012|-1331.941646|88.0|-0.1467099999999999|-0.20379|0.03396934|-1331.999352|9.0777|9.0|8.0348|8.0348
4d_a46|0|0|0.173086735|1|1|1.134637067|2.146507937|-0.001749881|-0.017469934|2|0.047736111|-0.131948546|-0.085744171|0.0116902869999999|10.96333164|-0.076521434|1|-0.1271933999999999|2|0.764741337|-0.103199079|0.8075680409999999|0.623144956|0|-0.056384895|-0.070772596|-30.95621863|8.241078584|0.063942042|-0.024616555|-21.33218735|74.62074724|-1.132361533|-16.99546444|-13.51488667|35.70643728|0.441136013|2181.291783|-621.6847867|2233.65548|-7.419891252999999|0.186572035|10.30138878|0.7893441379999999|4993.774007|102.4310631|-341.3149976|16.6147308|509.0572545|1.0|1.0|3.78|3.5|17.0|5.11|43.6|2.84|2.0|1.0|0.0|-4.93|3.0|-5.4|352.86|0.0|1.0|1.0|-5.11|1.18e-05|0.00275|4.3|0.0|3.88e-08|4.4265|4.4265|-1453.840712|1009.78|280.09|0.69884|0.69884|-1453.635434|0.1313|-0.18639|-0.22603|0.02292966|-1453.688943|3.7104|517.0|6.2865|6.2865
GW6604_a52|1|0|0.0|0|0|1.427583999|0.0|-0.002149879|-0.005328809|2|0.021346801|-0.0778992459999999|-0.085995143|0.007746755|10.94914378|-0.028376521|1|0.067497086|2|0.693399445|-0.057466653|0.7550228990000001|0.689009112|0|-0.071850787|-0.072069252|-35.51891876|157.2481263|0.12653545|-0.029217264|-17.61190876|0.2386028039999999|-1.081038779|-17.55852148|-14.44334401|39.97842884|0.4597869779999999|2044.612273|-534.4037285|799.8313017999999|-7.13996301|0.26470494|11.6571716|0.851121611|4168.525878|130.8549791|-264.17863140000003|19.64292268|359.1060668|0.0|1.0|2.68|1.76|23.0|4.2|54.46|1.91|0.0|0.0|0.0|-3.87|3.0|-5.95|298.34|0.0|1.0|1.0|-4.16|0.000135|0.0207|3.06|0.0|9.31e-09|||||||||||||||107.0|6.9706|6.9706
28_a34|0|0|0.0|1|1|1.454781307|1.767685185|-0.016942875|-0.206909349|1|0.04515873|-0.201047053|-0.6946578940000001|-0.012039484|10.9595763|-0.0500053959999999|1|-0.311884247|1|0.798057295|-0.078146961|0.8582665429999999|0.7829667309999999|0|-0.1306693569999999|-0.140864841|-66.89539627|144.3404619|0.4540644379999999|-0.048190604|-36.91879876|88.32197602|-1.831242935|-34.24669822|-24.6708914|86.18702382|0.454339954|2252.098123|-937.4938731|1689.357471|-12.63011537|0.270129894|10.28760365|0.832642882|4803.256974|138.2913845|-479.9443839|33.80175623|344.69029950000004|1.0|1.0|3.02|2.55|17.0|2.07|92.26|0.88|0.0|0.0|0.0|-3.27|5.0|-7.04|322.32|0.0|0.0|1.0|-3.25|0.000533|182.0|1.72|0.0|1.66e-05|4.2857|4.2857|-1100.797628|896.02|289.3|0.69263|0.69263|-1100.6525880000002|0.2043|-0.17802|-0.21698|0.03680411|-1100.704833|8.5886|3.82|5.4179|5.4179
12av_a36|1|0|0.0|0|2|1.297042752|0.0|-0.009925128|-0.081537769|2|0.04250591|0.06882889|-0.605432791|-0.00233752|10.96037173|-0.039627578|1|-0.213993335|1|0.8076780109999999|-0.067408377|0.8571025990000001|0.817582774|0|-0.082283524|-0.105593135|-57.31621925|99.2415672|0.247552267|-0.035197712|-51.2347934|124.9387725|-2.006269572|-39.92474833|-24.51766365|72.40871507|0.491188387|3011.024457|-1397.506828|2354.591519|-17.07826447|0.328083083|17.64042914|0.965363947|6460.1184140000005|228.5327731|-973.4610746|36.48912989|757.7532208|0.0|0.0|4.96|0.0|17.0|1.65|98.3|1.49|1.0|0.0|0.0|-3.54|5.0|-7.66|438.48|0.0|0.0|0.0|-3.64|0.000292|0.0997|1.85|0.0|1.1800000000000001e-07|4.8408|3.4402|-1440.988179|1247.28|360.39|0.43212|0.70455|-1440.67411|0.0027|-0.14122|-0.19429|0.04308001|-1440.738332|6.1075|39.0|7.4089|7.4089
9h_a24|1|0|0.0|1|0|1.428198245|1.726213624|-0.002864393|2.01e-05|2|0.023854167|0.078066659|-0.105982525|0.013595277|10.96661419|-0.002471577|2|-0.047269812|2|0.78742035|-0.004960317|0.859720539|0.656172477|0|-0.060337884|-0.0687348109999999|-28.52000725|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|1.773520599|-0.8935525440000001|-13.48059881|-12.42226332|37.24443236|0.477589721|2062.34011|-422.3569529|768.1954692|-5.871651668999999|0.427628742|11.11300329|0.914204295|4170.098082|202.1279819|-199.6361567|21.70315707|295.8603625|0.0|1.0|2.84|1.96|22.0|2.72|72.28|1.07|0.0|0.0|0.0|-2.83|4.0|-6.85|288.31|0.0|1.0|1.0|-3.24|0.00147|166.0|1.7|0.0|8.95e-07|5.1739|4.3437|-945.2642633|831.92|285.43|0.54606|0.61928|-945.153352|0.0073|-0.18239|-0.22593|0.0305020989999999|-945.200628|7.7741|77.0|7.1135|7.1135
14ac_a23|0|1|-9.994971573|2|0|1.1979507740000002|2.7104403130000003|-0.011656739|-0.4422550999999999|2|0.048351548|0.016532702|-0.66443411|-0.0066006519999999|10.3132169|0.043387326|2|-0.287952039|2|0.7797862459999999|0.054652466|0.834426845|0.537271445|1|-0.0883661019999999|-0.097100967|-66.72452104|57.45545019|0.068856366|-0.043970249|-55.36344264|0.327656318|-2.330423202|-50.3831402|-33.20157553|79.43449928|0.489147172|3695.344378|-1759.6835030000002|3417.45156|-25.07023818|0.192217908|15.90074614|0.95751094|9203.543798|145.1421706|-1328.722623|41.10214358|718.3324686000001|1.0|1.0|3.69|3.34|26.0|8.36|105.02|4.6|2.0|1.0|0.0|-7.31|10.0|-5.84|547.48|1.0|0.0|0.0|-6.65|4.92e-08|0.000123|5.35|2.0|9.25e-10|4.0014|3.6325|-2304.001319|1285.58|341.32|0.6408|0.69962|-2303.749331|0.2391|-0.15055|-0.23868|0.02262555|-2303.819891|8.6341|4.0|8.3851|8.3851
14o_a23|0|1|-4.758526534|2|0|1.197958066|3.133942289|-0.014680137|-0.301504331|2|0.046090147|0.135737344|-0.807407518|-0.002390707|10.3132174|-0.049105045|2|-0.2952674819999999|2|0.802854174|-0.072078004|0.861597051|0.575188253|1|-0.072435569|-0.094138958|-51.49843925|110.3941788|0.0959220569999999|-0.042454824|-47.58321438|0.8929505459999999|-2.165196042|-36.61307972|-30.18347529|64.33441296|0.48945652|3399.6213840000005|-1539.35724|2297.392496|-21.45909668|0.199698446|17.66041891|0.958697036|7967.617129|141.97663490000002|-1094.413931|37.71512766|676.4530574|1.0|1.0|3.55|3.62|26.0|6.18|114.25|3.04|2.0|1.0|0.0|-6.89|8.0|-5.94|495.48|1.0|0.0|0.0|-6.0|1.29e-07|0.0004969999999999|4.76|0.0|1.12e-08|3.6989|3.6989|-2042.184285|1236.72|335.19|0.58581|0.58581|-2041.934645|385.0|-0.1517|-0.23229|0.02299729|-2042.000938|8.3591|3.0|8.4815|8.4815
8a_a32|1|1|0.0|0|0|0.609420757|0.0|-0.010151321|-0.056633919|0|0.04008547|-0.0281981579999999|-0.497414715|-0.003484915|10.31100269|-0.128684642|3|-0.1534110109999999|0|0.845443342|-0.2166242669999999|0.8966299409999999|0.7507116140000001|1|-0.083474428|-0.109412858|-52.34893512|73.64907732|0.185446274|-0.035678106|-43.03057598|66.81560596|-1.641192863|-32.82934751|-22.37464674|63.83886888|0.480024324|2574.085885|-1029.23375|3312.822051|-14.03170956|0.250915471|14.26997798|0.923166883|5659.295213|157.3554684|-645.4586397|29.86932167|557.1050635|1.0|1.0|3.48|3.67|19.0|4.65|140.04|1.37|2.0|0.0|1.0|-6.82|4.0|-5.76|397.52|1.0|0.0|1.0|-4.99|1.5199999999999998e-07|0.00406|4.17|0.0|2.23e-08|3562.0|3562.0|-1880.767206|1110.23|348.07|0.70316|0.70316|-1880.536478|0.4315|-0.1445|-0.2061599999999999|0.03498398|-1880.595748|7.6703|45.0|7.3468|7.3468
36_a18|0|0|0.0|0|2|1.25117638|0.0|-0.006407141|-0.020339784|1|0.036625514|-0.05224259|-0.442092758|-0.000451777|10.94702093|0.003321395|0|-0.12139648|0|0.741135729|0.0059061|0.780206307|0.721836103|0|-0.07777765|-0.079805761|-55.38202488|110.8288932|0.195706133|-0.031922305|-40.46339026|83.34177364|-2.074949798|-39.43509046|-22.73046122|62.10402945|0.4751830729999999|2979.013751|-1477.479979|1547.485543|-16.1853561|0.187943933|18.21710397|0.905426346|6799.65027|133.8265619|-1052.048147|27.99124609|975.4099618|0.0|1.0|4.19|0.0|18.0|2.96|85.29|3.13|2.0|1.0|0.0|-5.68|3.0|-6.18|466.57|0.0|0.0|1.0|-5.28|2.09e-06|0.00242|4.18|0.0|6.87e-10|3.1908|3.1908|-1493.686737|1350.57|388.57|0.69372|0.69372|-1493.266344|0.4674|-0.13133|-0.18124|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
