molecula|NaaNH|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|WPSA3|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
13p_a6|1|6.842683282|0|1.424099253|0.024837222|-0.1144898999999999|0.042959184|0.072850973|1.633493259|-0.634109842|-0.008008339|-0.014153926|10.95053423|-0.072853186|1|1|-0.005708558|-0.068532678|-0.116250572|-0.573014008|2|0.865935935|-0.059663359|0.837659336|0.8244206940000001|-0.099405155|-0.107371897|0.196002517|-70.52421289|12.27472016|80.30786544|8.708451561|0.76005742|-2.14743793|89.17529231|82.79893305|0.412828992|3016.078786|-1523.526317|3833.042283|-18.9628865|0.23994258|0.703081362|6590.216479|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|2004.488446|794.5462391|1.0|1.0|1.0|1.0|3.0|3.64|-10.06|4.58|4.01|122.47|1.01|0.0|7.0|-5.09|34.0|-7.01|449.51|0.0|0.0|2.96|-4.55|8.11e-06|0.00365|2.79e-05|2.86|0.0|4.7973|2.9837|-1463.08132|1283.98|0.4132|573.39|0.7056600000000001|0.0029|-0.1971099999999999|0.03807447|-1462.804694|12163.0|92.0|7.0362|7.0362
12h_a30|0|7.412764017000001|2|0.604984682|0.046965756|-0.06631353|0.043848238|-0.074988669|0.0|-0.391119352|0.001139238|0.001698966|10.31162898|-0.072247675|1|1|0.002064369|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.669561738|0.008644634|0.888213143|0.64876559|-0.083127678|-0.09907575|0.353607682|-52.88851758|11.06352871|89.66095835|7.038974807000001|0.7979748729999999|-1.882439244|73.14241438|63.95204629|0.468446216|2848.98238|-1197.668733|2268.811589|-15.55093031|0.202025127|0.881277172|6252.192213|-761.9955851|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|0.0|1.0|1.0|0.0|1.0|4.63|-6.9|4.25|3.18|81.65|3.2|0.0|5.0|-5.39|30.0|-6.02|416.47|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|5.0289|3.5101|-1675.011389|1132.06|0.1878|518.06|0.68543|155.0|-0.2023599999999999|0.03372393|-1674.838376|3.4138|9.0|8065.0|8065.0
12bg_a36|1|7.412764017000001|2|1.29692796|-0.040957653|-0.044573523|0.044197531|0.057879142|0.0|-0.414822602|-0.001012333|-0.060117593|10.95885259|-0.0206090089999999|1|1|-0.00097037|-0.101451485|-0.1716508239999999|-0.4459167329999999|1|0.884841888|-0.023460562|0.892249657|0.771220556|-0.075439837|-0.102664465|0.543472602|-51.74990566|13.44952052|107.3347739|9.22604612|0.747867728|-1.847960372|83.78068847|65.19942617|0.46245521|2925.402039|-1267.656166|2915.548359|-17.39163005|0.252132272|0.860310096|6753.439903|-869.5815023|33.900544700000005|0.01946912|-340.0625449|1695.0272350000002|661.6709012|0.0|1.0|1.0|0.0|2.0|4.75|-7.76|3.99|3.19|69.2|2.99|0.0|5.0|-5.08|31.0|-6.26|450.32|0.0|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|3.8944|3.8944|-2152.13793|1186.75|0.4409|554.7|0.69395|0.4409|-0.21166|0.03334656|-2151.975577|9.3601|15.0|7.8239|7.8239
12ab_a30|0|7.412764017000001|2|0.604983638|-0.026189286|-0.030346359|0.043854875|0.018023992|0.0|-0.520212725|0.003529389|0.038312857|10.31162784|0.01563558|1|1|0.005111479|-0.12254489|-0.207153446|-0.384942092|1|0.8397577820000001|0.078325164|0.855880335|0.794193541|-0.082740301|-0.1008879709999999|0.4605456229999999|-58.23149599999999|22.23130678|119.79740259999998|15.64609074|0.603952976|-1.815983471|92.49334877|80.46280277|0.461207954|3118.431712|-1278.064418|2618.234172|-15.78042667|0.3960470239999999|0.856003642|6918.884105|-899.4843201|37.1257096|0.030534507|-146.321375|2116.165447|792.3440337000001|0.0|1.0|1.0|1.0|1.0|4.87|-6.83|3.94|2.63|100.11|2.2|0.0|7.0|-5.61|33.0|-6.39|458.54|0.0|0.0|2.52|-5.0|2.47e-06|0.00113|9.94e-06|3.81|0.0|4.8018|3.4919|-1804.824495|1275.19|0.1957|613.7|0.68324|0.1511|-0.19672|0.03368522|-1804.589076|7.4968|17.0|7.7825|7.7825
4a_a46|0|7.825245291|1|1.13463711|-0.214093513|-0.008364558|0.0473245609999999|-0.137420119|0.0|-0.051075084|0.012632881|-0.11172225|10.96352058|-0.0466186959999999|1|1|0.0120924389999999|-0.082000707|-0.129430244|-0.143806973|2|0.679741138|-0.215877982|0.8075680409999999|0.683616517|-0.05488948|-0.067863141|0.264863483|-28.50561609|4.858713991|6.579492736000001|2.523263761|0.742626378|-1.017947119|41.15334508|33.36433008|0.4289963579999999|2042.529911|-528.6479264|1427.844961|-5.968291366|0.2573736219999999|0.751302315|4481.754309|-274.5414028|15.47527339|0.011380391|-252.0050978|711.8625758999999|480.9500663|1.0|0.0|1.0|1.0|0.0|3.76|-6.82|4.18|4.46|43.6|2.35|0.0|2.0|-3.93|24.0|-5.87|318.42|0.0|1.0|3.43|-4.31|0.000117|0.0372|4.89e-05|3.34|0.0|4.5454|4.5454|-994.237445|967.0|0.1694|467.4|0.6893600000000001|0.1694|-0.21988|0.022810825|-994.079365|3.7138|181.0|6.7423|6.7423
19l_a38|1|7.412764017000001|2|1.297043246|-0.086107169|-0.10490608|0.04391253|0.103904811|0.0|-0.426895387|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|1|0.000347207|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|-0.032569307|0.89459881|0.700181525|-0.079681862|-0.100870929|0.51306986|-51.6277901|14.19254029|133.9992534|9.195687319|0.7374102309999999|-2.017418574|79.04689476|65.82033039|0.430111845|2921.048554|-1307.13389|2934.313773|-15.68376675|0.262589769|0.754730276|6705.993411|-846.9234048000001|32.82593886|0.021129331|-307.64756780000005|1772.6006989999998|696.3887025|0.0|1.0|1.0|1.0|3.0|4.94|-7.28|4.03|3.09|81.23|2.75|0.0|6.0|-4.94|32.0|-6.39|427.48|0.0|0.0|3.22|-4.72|1.15e-05|0.0049|1.89e-05|3.55|0.0|3.6709|3354.0|-1409.5865199999998|1164.34|0.2883|502.31|0.7044|0.0233|-0.2001|0.02856649|-1409.37001|9026.0|14.0|7.8633|7.8633
9a_a36|1|7.412764017000001|2|1.297044807|-0.109305298|-0.046964839|0.040166667|0.095192109|0.0|-0.41624054|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|1|1|0.00484375|-0.12019672|-0.202876718|-0.398235589|1|0.839235677|-0.019008343|0.842671963|0.79302567|-0.073689118|-0.10869601|0.204819754|-45.04449811|14.47407729|49.52042402|8.847677483|0.7638345870000001|-1.956528182|78.37175688|59.5185754|0.453098452|2682.572663|-1195.981615|2167.77208|-14.91993116|0.236165413|0.828482664|5693.562367|-731.0766269999999|31.95428497|0.019513779|-322.5522826|1565.759963|578.2841135|0.0|0.0|1.0|0.0|1.0|4.69|-6.28|3.04|2.04|66.4|2.02|0.0|5.0|-3.71|29.0|-6.74|382.42|0.0|1.0|1.95|-3.99|0.000197|0.0753|0.000102|2.66|0.0|3.8677|3.8677|-1252.802159|1092.66|0.4811|495.18|0.68682|0.4811|-0.20969|0.02701893|-1252.636005|7.4992|13.0|7.8861|7.8861
12e_a30|0|7.412764017000001|2|0.604984231|-0.0026669809999999|-0.029595542|0.041767677|-0.010682095|0.0|-0.444243861|0.0043261129999999|0.005418617|10.31162844|-0.055954785|1|1|0.0053380919999999|-0.089279071|-0.154412059|-0.417089226|1|0.838579475|0.002248768|0.876441789|0.7933543279999999|-0.07914783|-0.098059338|0.407218612|-52.50202674|16.08914569|106.2790684|10.6725953|0.7071208529999999|-1.863127413|80.10232244|68.59117243|0.46715936|2920.484542|-1235.889416|2392.685958|-15.46823639|0.292879147|0.8767337279999999|6421.289402|-819.8165288|32.97692061|0.022696477|-274.7836441|1747.776792|704.0353382000001|0.0|1.0|1.0|1.0|1.0|4.72|-6.74|3.89|2.63|90.88|2.51|0.0|6.0|-5.44|31.0|-6.19|428.51|0.0|0.0|2.57|-4.93|3.59e-06|0.00154|1.19e-05|3.84|0.0|5.0412|3.4747|-1690.3021629999998|1201.05|0.2055|562.76|0.68605|151.0|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431|7.9431
12b_a32|1|7.765993078999999|0|0.609420757|0.115940697|-0.055500132|0.0388738739999999|-0.044307211|2.153718992|-0.462201267|-0.003484915|-0.031446256|10.31100269|-0.053480599|3|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.584995111|0|0.788133615|-0.0533240309999999|0.8887585240000001|0.7507116140000001|-0.081450418|-0.097525366|0.2996018789999999|-50.88975159|10.17310723|90.57560878|6.356098747000001|0.60420609|-1.267829764|76.65746734|61.06285882|0.430631506|2573.006963|-792.1327267000001|3148.185476|-10.75912958|0.39579391|0.756331814|5653.268811|-494.9199607|28.50066715|0.025166975|-130.2147289|1311.0306890000002|557.1050635|1.0|1.0|1.0|1.0|2.0|3.47|-7.65|6.49|4.19|140.04|1.1|1.0|7.0|-5.9|27.0|-6.4|397.52|1.0|0.0|3.59|-4.43|1.27e-06|0.000505|3.72e-05|3.28|0.0|3.5703|3.5703|-1880.770588|1109.93|0.2865|541.49|0.70258|0.2865|-0.19976|0.0385132|-1880.599158|4.1080000000000005|26.0|7585.0|7585.0
5f_a40|0|8.149890544|0|0.60491326|-0.004886759|-0.0468504759999999|0.042936508|-0.085493191|0.769837491|-0.293556526|0.000663516|0.166865076|10.31198329|0.062183277|2|2|0.000706205|0.100535344|0.18254908|-0.4644854879999999|0|0.7039183109999999|-0.465573352|875.0|0.680674762|-0.113521559|-0.10969397|0.0528268609999999|-52.44868801|9.349692674|222.1847349|4.319700326|0.814393685|-1.316327637|57.61052946|61.79838068|0.484099946|1932.388838|-608.163404|599.1117195|-8.780648419|0.185606315|0.938359946|3963.475837|-280.9807494|23.33651|0.015000038|-290.5093357|746.7683199|269.0442248|0.0|0.0|1.0|1.0|1.0|3.08|-3.69|2.94|2.68|101.52|1.29|0.0|3.0|-3.97|20.0|-6.47|284.34|0.0|0.0|2.23|-3.31|0.000108|0.0307|0.000491|2.2|0.0|3.8036|3.0611|-1232.983157|793.54|0.2747|361.03|0.69727|0.0415|-0.19284|0.02389588|-1232.898044|7.6183|112.0|6.9508|6.9508
8m_a46|0|7.727094485|1|1.160371261|-0.044830187|-0.085284636|0.047345679|-0.134230003|0.0|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|-0.064176245|1|1|0.005865049|0.010184776|0.015631887|-0.380393836|1|0.783187801|-0.084989948|0.8142050040000001|0.77612204|-0.0911455|-0.085204935|0.280198209|-48.32436573|3.742817678|166.8508795|1.984401749|0.8854896870000001|-1.448483903|48.72163155|52.0671834|0.425802465|2045.330306|-767.9706141|1913.813025|-9.04821721|0.114510313|0.7415609409999999|4439.758321|-407.1697745|19.27296714|0.006689855|-408.7649869|867.2835213999999|463.1469765|1.0|0.0|1.0|1.0|1.0|3.24|-6.46|4.16|4.21|50.94|2.62|0.0|2.0|-4.48|24.0|-5.61|319.4|0.0|1.0|3.53|-4.56|3.3e-05|0.0105|2.78e-05|3.72|0.0|5.3062|4.2881|-1014.126693|970.82|0.3905|489.57|0.6997800000000001|0.1441|-0.19715|0.03472717|-1013.962913|3.1675|229.0|6.6402|6.6402
7_a4|0|7.535296702|1|1.343865525|-0.237954652|-0.003297033|0.037694444|-0.07290303|2.048170299|-0.076100699|0.008409909|-0.125778587|10.92992954|0.04206117|1|1|0.008242591|-0.042220092|-0.094000778|-0.174410426|2|0.527072036|0.022270259|0.87010589|0.518356619|-0.0650223009999999|-0.071288428|0.470973822|-32.72992462|7.402610584|14.01468959|3.726212114|0.7179916670000001|-1.06932642|44.34066533|40.13253521|0.437317462|2286.169166|-538.2610657|1915.566579|-6.773539148999999|0.282008333|0.7772010559999999|5022.496714|-270.9415659|18.74189807|0.016800137|-219.4585767|749.6759227000001|407.1471338|1.0|0.0|1.0|1.0|0.0|3.05|-7.46|4.42|4.67|43.6|2.82|0.0|2.0|-3.81|25.0|-6.03|330.36|0.0|1.0|3.56|-4.41|0.000156|0.0514|3.92e-05|3.22|0.0|4.0379|4.0379|-1089.870249|915.46|0.0697|365.73|0.59702|0.0697|-0.2219199999999999|0.02317758|-1089.753885|4926.0|151.0|6821.0|6821.0
12ay_a36|1|7.412764017000001|2|1.2970434|-0.05976542|-0.043778345|0.043383838|0.1012005419999999|0.0|-0.404030255|0.003676818|0.012286423|10.9463292|-0.06756661|1|1|0.0045625|-0.101854847|-0.169994208|-0.438622276|1|0.902377067|-0.109624825|0.833398429|0.857993338|-0.074251203|-0.098945129|0.419950383|-48.12939044|11.67851857|126.7858133|7.569978132|0.778164805|-1.978902589|74.29343346|59.80790901|0.4530143439999999|2766.899844|-1282.718286|3238.138932|-14.84739041|0.221835195|0.828201506|6204.216872999999|-831.4538627999999|29.43551742|0.015670425|-360.6110621|1648.388976|729.1873176|0.0|0.0|1.0|0.0|2.0|4.96|-7.34|3.76|2.5|69.2|2.45|0.0|5.0|-4.54|31.0|-6.38|409.49|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|3.9348|3.6561|-1311.576473|1184.45|0.2939|532.22|0.6914|0.1464|-0.2031599999999999|0.02880431|-1311.343228|9.1844|18.0|7.7447|7.7447
8b_a32|1|7.765993078999999|0|0.609420757|0.113639567|-0.057200812|0.03995614|-0.008128765|2.123714284|-0.458752924|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.577864293|0|0.788133615|0.060636167|0.8966299409999999|0.7507116140000001|-0.0850068559999999|-0.108971309|0.253018806|-53.36442734|10.49093175|102.4297669|6.585851946|0.669149204|-1.4166270230000002|81.73293254|63.85535908|0.458155153|2573.703546|-889.3105078|2275.886421|-12.13650094|0.330850796|0.845546757|5619.400983|-558.2790432999999|28.89166873|0.021225152|-212.3722924|1329.016762|557.1050635|1.0|1.0|1.0|1.0|2.0|3.46|-7.65|6.49|4.19|140.04|1.1|1.0|7.0|-5.83|27.0|-6.44|397.52|1.0|0.0|3.61|-4.39|1.47e-06|0.000583|4.06e-05|3.22|0.0|3.5442|3.5442|-1880.77142|1114.24|0.2943|558.16|0.70285|0.2943|-0.20121|0.03602276|-1880.602014|1.2797|12.0|7.9208|7.9208
12b_a50|0|7.927685046000001|1|1.397986833|-0.19841119|-0.0016330379999999|0.034845679|-0.08032584|2.112397566|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|2|0.011790103|-0.168032508|-0.291865836|-0.246831987|1|0.699597776|0.009081884|0.8718949979999999|0.660148928|-0.045602469|-0.066155918|0.24516882|-22.92589265|10.80329197|8.07905572|5.43117764|0.5731907470000001|-0.926182858|47.12729492|33.72918462|0.430791247|2224.116359|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|0.756824707|4672.843578|-234.0844297|20.82911679|0.027586169|-73.59089223|812.3355548|388.171611|1.0|0.0|1.0|1.0|0.0|3.31|-5.49|2.59|3.42|48.53|2.02|0.0|2.0|-3.16|24.0|-6.44|313.36|0.0|1.0|2.59|-3.84|0.000685|215.0|0.000144|2.5|0.0|4.7089|3.9305|-1006.664619|909.8|0.2425|401.64|0.6581|0.0777|-0.19425|0.02307802|-1006.550688|5.6617|4.74|5.3242|5.3242
12at_a36|1|7.412764017000001|2|1.297042863|-0.04229234|-0.073048351|0.039952719|0.054794728|0.0|-0.653190113|-0.001148437|-0.076129505|10.95446888|-0.037590959|1|1|0.000906224|-0.136151085|-0.227404687|-0.48127276|1|0.817851296|-0.08859337|0.890810337|0.7767870459999999|-0.084721769|-0.110637955|0.301423347|-58.66704838|20.43891035|95.16663336|14.1532755|0.6744421970000001|-2.102121151|95.60375457|79.10595873|0.49342323|3041.832389|-1455.649997|2388.600265|-17.99981985|0.325557803|0.974034457|6537.399158|-1007.989912|38.54110857|0.027424543|-241.591008|2158.30208|735.3783268|0.0|0.0|1.0|0.0|2.0|4.9|-6.62|2.7|1.67|95.5|1.89|0.0|7.0|-4.18|33.0|-7.18|439.47|0.0|0.0|1.76|-4.08|6.579999999999999e-05|0.0289|8.36e-05|2.53|0.0|4.7133|3.8408|-1460.833958|1238.61|0.4765|589.75|0.6802600000000001|0.2076|-0.2131|0.03651452|-1460.61293|8.9532|78.0|7.1079|7.1079
12_a4|0|7.535296702|1|0.295190368|-0.1494133309999999|-0.271149771|0.0381179139999999|-0.0334644329999999|1.587386096|-0.113938738|0.005795666|-0.093414896|10.31168324|0.028152112|1|1|0.009024784|-0.051501982|-0.085553511|-0.220286906|2|0.5687812560000001|-0.036425699|0.8749408470000001|0.531333552|-0.070256284|-0.074699711|0.636722126|-41.69390404|6.936764267999999|15.80191019|4.116653575|0.717772573|-1.269895089|53.59101661|48.6306683|0.470780296|2927.48584|-753.6248824|1962.933988|-9.127388465|0.282227427|0.889574393|6390.233612|-447.2420348|21.42753878|0.015603795|-258.476202|1049.9494|608.4548423|0.0|1.0|1.0|1.0|0.0|3.41|-7.84|3.69|4.98|86.12|2.17|0.0|4.0|-4.18|29.0|-6.84|404.48|0.0|0.0|3.3|-4.33|6.57e-05|0.0266|4.64e-05|2.72|0.0|4.8592|3.8083|-1617.861623|1101.33|0.1194|503.28|0.68825|0.0464|-0.2312199999999999|0.03555871|-1617.634733|10.1971|9.29|5032.0|5032.0
43_a18|0|7.03438793|2|1.251175234|0.032999679|-0.01369899|0.033734062|-0.05314954|0.0|-0.397752066|0.002712865|0.031746165|10.94702053|-0.032429984|0|0|0.003801459|-0.140532044|-0.2093696189999999|-0.460675034|0|0.718255592|-0.023109314|0.7458234990000001|0.712848727|-0.070166168|-0.0822489459999999|0.3439906129999999|-54.49271386|5.35147222|0.66443384|4.156080507|0.8743733490000001|-2.302970476|69.46280937|59.84418608|0.481954273|3172.923606|-1788.541603|1579.614523|-18.77059344|0.125626651|0.930331529|7428.282915000001|-1389.023915|27.64206062|0.007193089|-581.4944803999999|2045.512486|1228.492038|1.0|0.0|1.0|1.0|2.0|4.54|-9.6|4.5|4.08|76.5|3.7|0.0|9.0|-6.45|38.0|-5.78|508.65|0.0|0.0|3.48|-5.96|3.55e-07|0.00018|1.09e-06|5.1|0.0|3.2233|3.2233|-1611.621186|1493.25|0.5429|702.4|0.6926800000000001|0.5429|-0.18145|0.02315412|-1611.198355|3.6943|625.0|6.2041|6.2041
4b_a46|0|7.825245291|1|1.1346370890000002|-0.155670183|-0.022119857|0.047736111|-0.082722572|0.0|-0.058945144|0.012332859|-0.135121207|10.96200942|-0.111103941|1|1|0.011806162|-0.079238184|-0.123416853|-0.16915334|2|0.6901151990000001|-0.263387881|0.768651645|0.69830739|-0.0524080009999999|-0.070236212|0.27128814|-28.58477842|4.127907383|7.986637869|2.251475261|0.8104680259999999|-1.123779397|42.65239101|32.7126858|0.428987199|2105.172229|-612.9404746|1750.333702|-6.822749952000001|0.189531974|0.751274223|4681.895329999999|-334.31474760000003|15.43427855|0.007963679|-338.6757579|756.2796491|538.4165208|0.0|0.0|1.0|1.0|0.0|3.9|-7.2|4.69|4.77|43.6|2.58|0.0|2.0|-4.35|25.0|-5.67|332.44|0.0|1.0|3.76|-4.63|4.49e-05|0.0149|2.35e-05|3.74|0.0|4.5515|4.5515|-1033.556797|1020.9|0.1784|508.79|0.68682|0.1784|-0.21811|0.02176759|-1033.378455|3.7571|548.0|6.2612|6.2612
3t_a32|1|7.765993078999999|0|0.609420752|0.028840888|-0.0338714389999999|0.03995614|0.028527045|2.141978747|-0.304466646|9.83e-05|0.012069208|10.31100267|-0.086478322|3|3|0.00139283|-0.070331512|-0.122301673|-0.496165036|0|0.710773544|0.0466380209999999|0.870628579|0.687253845|-0.080203824|-0.0974995|0.217914628|-50.65701113|8.995863948|97.01046154|5.681818647999999|0.684474482|-1.267493496|72.43498782|59.65287508|0.481726305|2530.60497|-800.5532571|2241.507646|-10.75813179|0.315525518|0.929482453|5525.861115|-505.632194|24.88485469|0.017184783|-233.0294362|1169.58817|582.0730423|1.0|1.0|1.0|1.0|1.0|3.58|-8.01|7.65|5.42|128.01|1.74|0.0|7.0|-6.48|27.0|-5.81|396.53|0.0|0.0|4.46|-4.93|3.28e-07|0.00013|1.16e-05|4.09|0.0|3.5487|3.5487|-1864.708995|1129.24|0.2906|575.45|0.70286|0.2906|-0.20246|0.03020622|-1864.534478|2.7003|9.0|8.0458|8.0458
12bc_a36|1|7.412764017000001|2|1.284647662|-0.058020733|-0.042515909|0.04625323|0.068351685|0.0|-0.413738077|-0.001012333|-0.079009683|10.95883416|-0.027636036|1|1|-0.00097037|-0.101451485|-0.1716508239999999|-0.442519304|1|0.884841888|0.006621918|0.892249657|0.771220556|-0.077192869|-0.107107992|0.326764696|-51.87437401|12.2593899|83.35308244|8.238431664|0.77146807|-1.927943855|83.97121855|64.13376391|0.467645467|2927.476132|-1295.597402|2623.395239|-17.41308622|0.22853193|0.878447423|6587.689277|-870.6543108999999|33.5878425|0.017847333|-364.8584744|1679.392125|661.6709012|0.0|1.0|1.0|0.0|2.0|4.73|-7.76|3.99|3.19|69.2|2.99|0.0|5.0|-5.08|31.0|-6.26|450.32|0.0|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|5.2189|3.8696|-2152.134749|1188.37|0.7456|563.76|0.69094|0.3478|-0.21499|0.03419831|-2151.971485|9.2445|8.0|8.0969|8.0969
7b_a10|0|7.535296702|2|1.186434511|-0.170920618|0.037541178|0.037804233|-0.060829392|2.079721225|-0.07459988|0.011041815|-0.01808249|10.93274506|0.039221939|0|0|0.010068964|-0.051052176|-0.082499103|-0.1874708719999999|2|0.624866343|-0.108464916|0.8200487120000001|0.586354126|-0.0590666679999999|-0.0720417159999999|0.5113525529999999|-30.71062112|5.061217187|13.37827368|2.6314862480000003|0.781045839|-1.152667458|43.9185573|35.77183831|0.446575367|2290.380138|-599.3081212000001|2150.375871|-7.419027879|0.218954161|0.8069307729999999|5212.568172|-311.5991709|18.26940272|0.012428175|-292.2491701|767.3149142000001|459.0250226|0.0|1.0|1.0|0.0|0.0|3.9|-6.99|4.34|3.03|41.38|3.04|0.0|2.0|-5.28|25.0|-5.09|346.81|0.0|1.0|3.02|-5.28|5.29e-06|0.00183|5.25e-06|4.68|0.0|6.0231|3.6426|-1450.09312|951.55|0.1488|400.65|0.66228|0.0899|-0.21225|0.02946054|-1450.124551|5.6147|19.8|4.7033|4.7033
4f_a46|0|7.825245291|1|1.134637108|-0.2265364489999999|-0.001868546|0.045958333|-0.099507167|0.0|-0.053860324|0.012332859|-0.056114865|10.96352592|-0.115631645|1|1|0.011806162|-0.079238184|-0.123416853|-0.150189733|2|0.6901151990000001|-0.2076648489999999|0.7796270059999999|0.69830739|-0.055836642|-0.0674830959999999|0.296072934|-30.29079362|4.738551282|7.730129301|2.570614463|0.759842275|-1.079729539|42.21890747|35.0293449|0.424708366|2103.214727|-585.7419712999999|1563.375755|-6.484875252999999|0.240157725|0.7382488140000001|4661.569032|-317.7588874|15.73210412|0.010341277|-281.9234274|770.8731021000001|538.4165208|1.0|1.0|1.0|1.0|0.0|3.88|-7.21|4.56|4.71|43.6|2.58|0.0|3.0|-4.38|25.0|-5.65|332.44|0.0|1.0|3.76|-4.58|4.18e-05|0.0139|2.62e-05|3.77|0.0|4548.0|4548.0|-1033.550809|1020.33|0.1719|493.53|0.69208|0.1719|-0.2202599999999999|0.02238723|-1033.36869|3.7419|183.0|6.7375|6.7375
16_a31|1|7.758333467000001|1|0.61013894|0.152128735|-0.186617888|0.042528736|-0.050076586|0.0|-0.726543099|-0.017017891|-0.00795845|10.31170095|0.06214876|2|2|-0.0125582419999999|-0.053194463|-0.09530799|-0.60894688|0|0.951830892|-0.038841601|0.8948140790000001|0.8944757390000001|-0.142079397|-0.150315165|0.29485045|-66.9420327|17.63615984|130.369865|8.309441139|0.73080436|-1.653466811|83.86629191|84.57819254|0.427771627|2071.962924|-779.0463041|1212.615438|-11.12287666|0.26919564|0.747554032|4387.049328|-367.0549296|32.30339751|0.027684692|-217.4912527|1066.012118|280.39844320000003|1.0|0.0|1.0|1.0|2.0|3.2|-4.94|3.8|2.83|114.29|0.78|0.0|2.0|-4.36|21.0|-6.48|300.34|0.0|0.0|2.33|-3.6|4.38e-05|0.0131|0.000254|2.32|0.0|3.6596|3.6596|-1308.242314|818.1|0.2534|369.73|0.70108|0.2534|-0.1842|0.03948619|-1308.161433|5.5943|0.09|7.0458|7.0458
4a_a49|0|7.535296702|1|1.343847746|-0.076526919|-0.074495823|0.036555556|-0.080255074|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.037142108|-0.060391347|-0.403194204|2|0.7541604690000001|0.0063958109999999|0.856023531|0.731643066|-0.094228246|-0.087863033|0.433367368|-57.79201133|10.51443916|313.22432680000003|6.448709504|0.650301539|-1.4936715669999998|68.37721704|68.30645049|0.4716382|2675.628678|-916.0977468|1647.61849|-11.01687292|0.349698461|0.8926425020000001|5950.370212|-561.8605190000001|27.62211044|0.023624093|-184.3656985|1408.727632|620.5697596|1.0|1.0|1.0|1.0|2.0|3.35|-7.36|3.4|2.83|92.93|1.25|0.0|6.0|-3.28|30.0|-7.52|399.45|0.0|0.0|2.42|-3.52|0.000528|211.0|0.000305|1.71|0.0|4.7259|3.7876|-1313.19945|1128.22|0.1935|504.63|0.68042|0.0789|-0.2231199999999999|0.04133192|-1312.98289|4.8706|32.0|7.4949|7.4949
