molecula|NaaNH|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1s|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|WPSA3|FNSA1|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
21_a10|0|7.535296702|1|1.343837211|0.036507898|-0.085463279|0.035818182|-0.032405474|1.817620533|-0.549176498|0.001533145|-0.023060773|10.92966143|-0.003554514|1|1|0.002099681|-0.0236638829999999|-0.03765494|-0.4636733179999999|2|0.7135035209999999|0.057775125|0.81962595|0.68876002|-0.091053776|-0.084654798|0.8663152820000001|-64.32920271|13.34776629|240.7558768|9.430154402|0.704106635|-1.777750751|75.80259699|77.676969|0.391384102|3104.255496|-1255.975247|2701.142106|-16.4322688|0.295893365|0.643072426|7048.414464|-887.342515|33.03306591|0.022638817|-288.401376|1783.785559|746.5727327999999|1.0|1.0|1.0|0.0|1.0|3.5|-8.71|4.47|5.6|90.13|2.81|0.0|5.0|-5.77|34.0|-6.07|448.47|0.0|0.0|4.04|-5.51|1.69e-06|0.0007599999999999|3.12e-06|4.17|0.0|5.9596|3.8599|-1485.499561|1225.01|0.2574|517.44|0.68165|0.1489|-0.2226|0.03802869|-1485.278495|1.1872|4.8|5.3188|5.3188
32_a47|0|6.842683282|1|1.216307925|-0.1746026239999999|0.000921003|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|10.95005715|-0.044598914|1|1|0.002350172|-0.077485193|-0.157688306|-0.2749014|2|0.6636125860000001|-0.0094137619999999|0.858292442|0.634406338|-0.05770007|-0.0726950079999999|0.266433793|-41.57905445|13.90468487|28.55112477|10.01980854|0.64116122|-1.381205148|68.76811937|55.48373932|0.44289006|2808.210157|-995.3056298|2255.632049|-13.53252578|0.35883878|0.794977846|6235.398576|-717.2238666000001|29.28959351|0.022735861|-203.4434306|1552.348456|682.9868225|1.0|0.0|1.0|1.0|2.0|3.35|-8.82|4.18|5.07|67.66|3.11|0.0|5.0|-4.81|31.0|-6.34|436.91|0.0|0.0|3.94|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|3.7|0.0|4.9046|3.6829|-1778.127634|1184.76|0.2969|548.86|0.68986|0.2839|-0.20778|0.03062031|-1777.90286|6.3139|0.1|7.0|7.0
1_a15|0|0.0|0|1.419940974|-0.22215316|-0.043374667|0.0381893|0.06459652|0.0|-0.541427319|0.001244652|-0.068297833|10.95880609|-0.000905902|0|0|0.003816011|-0.1816819589999999|-0.270248221|-0.34192045|2|0.836466114|0.101406325|0.74357498|0.795437721|-0.068077117|-0.1117462069999999|0.7100707390000001|-44.01415991|16.94887506|121.3844816|10.95802135|0.605927517|-1.899685524|90.40184737|60.96303497|0.437969049|3000.975833|-1228.210985|2855.495631|-13.01770443|0.394072483|0.77926144|7284.337537|-794.0799704|33.22939752|0.0280791829999999|-136.9714493|2026.993248|851.7423982|1.0|1.0|1.0|1.0|1.0|3.91|-10.02|5.46|6.32|74.73|2.2|0.0|8.0|-6.55|34.0|-5.38|457.52|1.0|0.0|4.68|-5.97|2.830000000000001e-07|0.00013|1.08e-06|5.23|0.0|4.3834|3.2188|-1510.136281|1271.06|0.2464|598.34|0.70553|0.0061|-0.17792|0.01894559|-1509.851127|2.3261|44.0|7.3565|7.3565
4i_a46|0|7.825245291|1|1.1346370959999998|-0.167244168|-0.018872727|0.049498645|-0.088884176|0.0|-0.127450387|0.012211602|-0.160741899|10.94638684|-0.125773054|1|1|0.011931187|-0.060809732|-0.091288438|-0.22302552|1|0.7204791309999999|-0.0656636|0.786754478|0.7172344890000001|-0.058565229|-0.075208437|0.263514985|-33.08099617|8.847405392999999|67.51603424|4.997521397|0.763831778|-1.278543436|49.04951810000001|41.92840157|0.406629719|2200.19132|-722.1945751000001|2253.484644|-7.998762108999999|0.2361682219999999|0.685288314|4893.587424|-407.9368676|18.53900079|0.011626803|-298.0546045|945.4890404|579.2365607|0.0|1.0|1.0|1.0|0.0|3.88|-7.3|4.79|5.07|39.94|3.06|0.0|3.0|-4.94|26.0|-5.31|347.45|0.0|1.0|4.16|-5.04|1.16e-05|0.00403|9.13e-06|4.38|0.0|5.3987|4.4232|-1092.730494|1058.5|0.2805|546.24|0.69035|0.1421|-0.20084|0.02614355|-1092.528145|3.8696|612.0|6.2132|6.2132
12v_a36|1|7.412764017000001|2|1.297043692|-0.077763989|-0.04314418|0.041767677|0.073329354|0.0|-0.487854327|0.00127667|-0.086194201|10.96020642|-0.023932402|1|1|0.003077071|-0.1430106119999999|-0.239932418|-0.401336708|1|0.8913597320000001|0.024751559|0.8792981679999999|0.84179881|-0.078158778|-0.105200486|0.334379501|-51.4172081|17.85767346|113.7463918|11.74777471|0.6276553979999999|-1.788408258|88.07013157|69.27488156|0.461799225|2846.057239|-1176.51481|2328.221818|-14.33290989|0.372344602|0.8580426609999999|6065.593390999999|-773.9771341000001|34.71221847|0.02867403|-167.9576969|1874.459798|679.7230552999999|0.0|0.0|1.0|0.0|2.0|4.82|-6.69|2.77|1.89|78.43|1.72|0.0|6.0|-3.95|31.0|-6.93|411.46|0.0|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|0.0|3.8847|3.7035|-1347.475543|1150.38|0.4247|502.83|0.7016100000000001|0.0223|-0.20404|0.03275089|-1347.260743|7.9237|14.0|7.8539|7.8539
8g_a12|1|6.580639137|1|1.28383574|0.10205033|-0.029907264|0.038347953|-0.038463841|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|1|0.005405355|0.068559367|0.122649613|-0.532504083|1|0.804158158|-0.04981165|0.80546986|0.7714487940000001|-0.076856227|-0.1045061519999999|0.274352085|-42.39297373|4.915102972|84.95000993|2.7111119089999995|0.90166696|-1.881110729|61.99654413|47.30807670000001|0.463772637|2506.427441|-1037.59814|1356.883205|-13.00742505|0.09833304|0.864880588|5327.736626|-572.326702|26.15353224|0.007890315|-443.109365|1150.7554189999998|480.0590283|1.0|1.0|1.0|1.0|2.0|4.07|-8.0|3.31|2.07|78.85|2.89|0.0|3.0|-4.38|27.0|-6.28|353.38|0.0|0.0|2.77|-4.34|4.15e-05|0.0146|4.61e-05|3.06|0.0|4.2057|3731.0|-1154.321531|989.66|0.3786|418.41|0.55027|0.1601|-0.21633|0.03954539|-1154.173831|4.2131|3715.0|5.43|5.43
4_a18 (SD-208)|0|0.0|2|1.304335262|0.055002235|-0.113324634|0.040864198|-0.020226647|0.0|-0.498304229|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|0|-0.015153358|-0.15379315|-0.3630339729999999|-0.564165402|1|0.773173718|-0.058455902|0.904723479|0.721664823|-0.077885485|-0.099573708|0.115284206|-40.10670787|10.90456851|103.6318511|5.615248385|0.602029021|-1.2944582059999998|69.63488061|51.01127638|0.454067432|2395.526727|-666.5742296|1822.914738|-9.276994128|0.397970979|0.831728055|5348.394288|-343.2487827|29.9246699|0.035654206|-105.0785813|1107.212786|363.2306414|1.0|1.0|1.0|1.0|1.0|2.77|-8.15|3.54|4.44|76.48|2.02|0.0|3.0|-4.29|25.0|-6.31|352.75|0.0|0.0|3.11|-4.38|5.12e-05|18.0|4.14e-05|3.02|0.0|5.1755|3.2777|-1542.296276|895.83|0.2761|396.17|0.69028|0.2316|-0.2358|0.0199445|-1542.207472|5.2085|0.08|7.0969|7.0969
19b_a38|1|7.412764017000001|2|1.297044256|-0.122009545|-0.115864198|0.044392765|0.013765516|0.0|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|-0.0697981979999999|1|1|-0.004358975|-0.098027247|-0.250781298|-0.443325632|1|0.653741315|0.019437461|0.8851623040000001|0.632625562|-0.086013549|-0.11557289|0.336505882|-53.38447032|13.92699891|120.3048789|8.643817972|0.7596369590000001|-2.0803120280000003|84.49751102|67.31146923|0.478948837|2897.652112|-1291.149559|2436.66785|-16.02708787|0.240363041|0.91919733|6518.872269|-801.3543933999999|33.99385836|0.020570275|-322.28833010000005|1699.692918|593.6088758|0.0|1.0|1.0|0.0|3.0|4.82|-7.12|3.55|3.11|81.23|2.78|0.0|5.0|-4.25|31.0|-6.81|419.43|0.0|0.0|2.94|-4.33|5.68e-05|0.0238|4.67e-05|2.88|0.0|5363.0|3.7509|-1431.414099|1111.29|0.4634|485.64|0.69411|0.1945|-0.20445|0.03336932|-1431.2418630000002|6.3396|12.0|7.9172|7.9172
14h_a23|0|7.423568444|0|1.197963488|0.043538466|0.006191846|0.04255787|0.0316908439999999|0.7290938920000001|-0.307907256|0.009895793|-0.024318144|10.31321773|-0.034313725|2|2|0.009266617|-0.0686282459999999|-0.131709531|-0.4460845129999999|2|0.708395022|0.143102066|0.860920386|0.669357479|-0.063825076|-0.081058742|0.223157991|-43.02851162|14.81983413|41.34207782|9.990985411|0.753100584|-1.621174834|67.44368679|57.84834575|0.48032488|3010.418229|-1092.936262|2371.16134|-15.35036053|0.246899416|0.924279155|6722.809649|-736.8173055999999|30.23434844|0.018981866|-341.2621515|1451.248725|646.2584547|0.0|1.0|1.0|1.0|1.0|3.47|-7.47|3.4|3.89|128.81|2.39|0.0|5.0|-5.68|32.0|-6.62|436.49|0.0|0.0|3.23|-4.9|2.09e-06|0.0009109999999999|1.27e-05|3.3|0.0|4.0506|3.6689|-1722.1762399999998|1190.62|0.3424|569.53|0.69933|0.2727|-0.2374099999999999|0.02796857|-1721.99264|13.4823|5.0|8.3468|8.3468
12t_a30|0|7.412764017000001|2|0.60498454|0.073057637|-0.097216874|0.044197531|-0.0596036729999999|0.0|-0.411045472|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|1|-0.001131023|-0.0546637159999999|-0.145315868|-0.464720444|1|0.609043558|-0.003937967|0.889479916|0.591758164|-0.090535776|-0.1011561919999999|0.408290036|-58.89093185|12.26965165|88.42093081|7.981057356|0.745705883|-1.82081145|78.8278828|71.1605835|0.445760296|2976.648597|-1184.385754|2479.787504|-15.72263361|0.254294117|0.804273481|6617.834146|-770.409047|32.41376848|0.020029588|-319.6492937|1588.274656|616.2856203|0.0|1.0|1.0|0.0|1.0|4.63|-7.16|4.67|3.74|81.65|3.58|0.0|5.0|-5.49|31.0|-6.06|434.46|0.0|0.0|3.21|-5.17|3.24e-06|0.00141|6.71e-06|4.07|0.0|5.0693|3.5457|-1774.2421780000002|1139.2|0.2094|527.87|0.6842600000000001|0.1561|-0.20571|0.0337599|-1774.077985|3.2145|9.0|8.0496|8.0496
11_a3|0|6.823286122000001|0|0.605020608|0.119431379|-0.127546771|0.042795699|-0.101436441|1.710245969|-0.363112913|-0.008037672|0.044912659|10.31163053|-0.023103765|1|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|-0.577616902|3|0.8947911009999999|0.132535663|0.793311683|0.834020779|-0.0955396769999999|-0.099420732|0.175996916|-45.19136777|6.800350988|253.1353625|3.216644354|0.752484736|-1.292469516|57.08178682|51.99171876|0.4680759679999999|2097.896727|-611.3529698|1105.41974|-8.76293931|0.2475152639999999|0.8799677029999999|4487.967272999999|-289.1769972|24.61956593|0.021256639|-238.8563772|812.4456757999999|311.6695405|1.0|1.0|1.0|1.0|1.0|3.19|-6.51|3.79|3.41|105.82|0.8|0.0|2.0|-4.08|22.0|-6.59|305.36|0.0|0.0|2.46|-3.71|8.37e-05|0.0256|0.000197|2.22|0.0|3.2232|3.2232|-1288.195105|834.82|0.4441|346.18|0.6966600000000001|0.4441|-0.20018|0.02994326|-1288.10577|4.4522|0.04|7.3979|7.3979
12f_a30|0|7.412764017000001|2|0.60498366|0.156569208|-0.274237737|0.041555556|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.008663584|10.31162828|-0.046588557|1|1|-0.004395528|-0.077457998|-0.226973911|-0.6394697460000001|1|0.613786308|-0.043091382|0.876441789|0.593245722|-0.090450992|-0.108935062|0.56363596|-63.81176255|11.07796031|101.2862703|7.815328055|0.815175332|-2.396571368|89.21786458|74.88972286|0.472521727|3305.792133|-1690.743686|2712.844784|-22.5055335|0.184824668|0.8958126809999999|7634.176316|-1192.793275|39.1336968|0.01752821|-444.7025522|2074.08593|696.6414817000001|0.0|1.0|1.0|0.0|1.0|4.73|-7.18|4.43|4.78|90.88|2.82|0.0|7.0|-6.7|34.0|-5.66|482.48|0.0|0.0|3.42|-5.92|1.99e-07|9.63e-05|1.2e-06|5.05|0.0|5.0587|3.5298|-1988.032639|1225.63|0.2166|574.31|0.68471|0.1596|-0.20422|0.03400408|-1987.848015|4.6865|19.0|7.7144|7.7144
9h_a24|1|7.153833802|0|1.428198245|-0.203768024|2.01e-05|0.023854167|0.078066659|0.0|-0.105982525|0.013595277|-0.209618231|10.96661419|-0.002471577|2|2|0.012380829|-0.02551563|-0.047269812|-0.207206943|2|0.687815726|0.183289617|0.859720539|0.656172477|-0.060337884|-0.0687348109999999|0.4016070679999999|-28.52000725|8.724425117000001|167.2085719|4.123788393|0.572371258|-0.8935525440000001|47.51520531|37.24443236|0.477589721|2062.34011|-422.3569529|768.1954692|-5.871651668999999|0.427628742|0.914204295|4170.098082|-199.6361567|21.70315707|0.031789952|-68.41568372|737.9073405|295.8603625|0.0|0.0|1.0|1.0|1.0|2.84|-6.05|2.42|2.72|72.28|1.07|0.0|3.0|-2.83|22.0|-6.85|288.31|0.0|1.0|1.97|-3.24|0.00147|423.0|0.000575|1.7|0.0|5.1739|4.3437|-945.2642633|831.92|0.3844|363.48|0.61928|0.0073|-0.22593|0.0305020989999999|-945.200628|7.7741|77.0|7.1135|7.1135
17c_a50|0|7.934155233999999|2|1.347835869|-0.212075666|0.024219848|0.031870748|0.021572081|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|-0.120904775|2|2|0.012222674|-0.233451925|-0.373205592|-0.2256811219999999|1|0.762883243|-0.139943634|0.816442883|0.728169863|-0.051905615|-0.073693343|0.446454378|-35.70979598|14.91199042|133.46240020000002|10.25908547|0.569750429|-1.32648017|66.7258111|50.6217864|0.49503436|2951.495914|-912.5859825|2014.72331|-10.29240792|0.430249571|0.98033276|6438.380804|-627.8368834|26.25785813|0.0232952879999999|-95.97318605|1601.729346|849.1345426000001|1.0|1.0|1.0|1.0|0.0|4.12|-6.79|3.59|3.53|61.0|1.91|0.0|6.0|-3.8|33.0|-6.96|440.54|0.0|1.0|3.1|-4.43|0.000158|0.0698|3.75e-05|2.86|0.0|4.2397|4.0432|-1411.187392|1289.05|0.1814|596.23|0.66213|0.1801|-0.19818|0.02957871|-1410.902767|8.5146|69.0|7.1612|7.1612
1b_a5|1|6.605297921|0|1.4258024619999998|-0.250420203|-0.061874543|0.0248765429999999|-0.095857885|0.0|-0.111923619|0.003886035|0.001241264|10.94890233|-0.028797464|1|1|0.003708988|0.019611905|0.045204303|-0.231956531|2|0.567806811|0.122747292|0.827319059|0.558485747|-0.07823203|-0.077221824|0.341795323|-39.38248661|5.438378717999999|168.30518769999998|2.737713392|0.7324812509999999|-1.158327367|48.55415504|44.82086533|0.474445758|2171.716467|-583.1091414|919.9167129|-7.933533473|0.267518749|0.90275317|4577.125071|-293.5407385|21.51550842|0.019229427|-234.0649914|796.0738116|357.34245360000006|1.0|0.0|1.0|1.0|1.0|2.75|-8.3|4.88|4.76|54.46|2.29|0.0|3.0|-3.97|24.0|-5.99|316.33|0.0|1.0|3.38|-4.3|0.000106|0.0336|4.970000000000001e-05|3.16|0.0|4789.0|4.6481|-1050.538976|892.61|0.3101|388.58|0.43728|87.0|-0.23055|0.03246637|-1050.462425|4.3687|59.0|7.2291|7.2291
4d_a46|0|7.825245291|1|1.134637067|-0.1397563859999999|-0.017469934|0.047736111|-0.131948546|0.0|-0.085744171|0.0116902869999999|-0.111025108|10.96333164|-0.076521434|1|1|0.010756749|-0.0814707009999999|-0.1271933999999999|-0.240143042|2|0.6535171|-0.213089038|0.8075680409999999|0.623144956|-0.056384895|-0.070772596|0.290035518|-30.95621863|4.750218646|8.241078584|2.607946825|0.813427965|-1.132361533|43.60839351|35.70643728|0.441136013|2181.291783|-621.6847867|2233.65548|-7.419891252999999|0.186572035|0.7893441379999999|4993.774007|-341.3149976|16.6147308|0.0086574759999999|-344.15403910000003|764.2776167999999|509.0572545|0.0|1.0|1.0|1.0|0.0|3.78|-7.41|4.81|5.11|43.6|2.84|0.0|2.0|-4.93|25.0|-5.4|352.86|0.0|1.0|4.11|-5.11|1.18e-05|0.00416|7.8e-06|4.3|0.0|4.4265|4.4265|-1453.840712|1009.78|0.1313|503.76|0.69884|0.1313|-0.22603|0.02292966|-1453.688943|3.7104|517.0|6.2865|6.2865
13j_a6|1|7.412764017000001|1|1.430640326|0.0353600779999999|-0.154502515|0.041728395|0.07522656|0.0|-0.855284356|-0.011017781|-0.0951246069999999|10.95129557|-0.047513534|1|1|-0.007703306|-0.045418125|-0.073507141|-0.562698347|1|0.8744720490000001|-0.063948098|0.8353837409999999|0.830577798|-0.120219472|-0.129511589|0.205764388|-80.33128667|20.78979124|180.6709018|13.89184843|0.7841668409999999|-2.460720196|99.85109065|101.1210779|0.433600896|2907.3053210000003|-1644.266245|2634.320708|-20.73032827|0.215833159|0.765539515|6276.316063|-1098.707398|39.56287079|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|1.0|1.0|1.0|1.0|3.0|3.56|-8.5|4.16|3.54|115.15|1.18|0.0|6.0|-5.03|32.0|-6.81|427.46|0.0|0.0|2.82|-4.48|9.32e-06|0.00398|3.28e-05|2.95|0.0|3.6504|3.5599|-1426.5532050000002|1196.6|0.2857|555.0|0.7045100000000001|0.0259|-0.19491|0.03242949|-1426.335207|10.9731|262.0|6.5817|6.5817
13_a10|0|7.535296702|1|1.343837907|-0.059862024|-0.055497169|0.038726287|-0.093280469|1.794073077|-0.259721373|0.00384732|-0.002128014|10.9296146|-0.001592366|1|1|0.003791547|-0.017015286|-0.02811323|-0.345108701|2|0.761923976|0.00746881|0.84680169|0.736686715|-0.094726989|-0.082327045|0.4676169839999999|-47.88975806|6.168030793|174.7319717|3.118282386|0.7144943490000001|-1.234905671|51.21590298|54.05778885|0.449563457|2261.82488|-624.3134531000001|1630.880014|-7.698174391|0.285505651|0.816739845|4941.066161|-315.62515|21.31179541|0.018979132|-216.8776303|873.7836118999999|422.96706330000006|1.0|0.0|1.0|1.0|1.0|3.02|-6.6|3.52|3.81|63.83|1.88|0.0|2.0|-3.76|25.0|-6.34|328.37|0.0|1.0|2.91|-4.1|0.000176|0.0576|7.87e-05|2.76|0.0|5.8308|3.8419|-1065.874094|926.41|0.3905|376.77|0.68386|0.1514|-0.20959|0.0346535|-1065.732389|5.3726|0.16|6.7959|6.7959
8_a27|1|6.605297921|0|1.406757715|0.188762686|-0.077396262|0.039673203|-0.14212377|1.21499748|-0.329319041|0.0040883959999999|0.093450172|10.93783465|0.067074515|1|1|0.004801929|-0.106814855|-0.187486926|-0.535352745|2|0.6812785379999999|0.141900468|0.8688656459999999|0.64927069|-0.078709803|-0.092265073|0.3608031339999999|-37.50265703|10.41179748|122.0597403|4.960882344|0.751701834|-1.291711016|53.20197882|47.91445451|0.479730655|2132.9321670000004|-615.4582227000001|989.0070768|-8.145716531|0.248298166|0.92208134|4522.989286999999|-293.2457951|22.74314225|0.019394143|-239.8554499|818.753121|326.3351007|0.0|0.0|0.0|0.0|1.0|2.79|-6.28|2.98|2.48|76.46|2.19|0.0|2.0|-3.23|23.0|-6.73|303.32|0.0|1.0|2.38|-3.52|0.000586|178.0|0.000299|2.0|0.0|4.1276|4.1276|-1004.515654|848.58|0.2336|374.88|0.64893|0.2336|-0.21973|0.02665292|-1004.432889|4.2899|6.0|8.2218|8.2218
9g_a24|1|7.273092596000001|0|1.427608366|-0.318471716|0.001126633|0.0279797979999999|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|-0.02471184|2|2|0.013119312|-0.0273623029999999|-0.049325609|-0.079421802|2|0.683676657|0.13372961|0.859302479|0.657503038|-0.064835725|-0.065668047|0.383340003|-32.080056199999994|9.283063574|174.88817269999998|4.593165278|0.4819264479999999|-0.788016565|49.25777584|41.36311977|0.427531635|2123.257348|-389.9025677|1196.910121|-5.214049137|0.518073552|0.746821416|4355.725609|-192.9198181|21.8662148|0.033884884|17.88521849|809.0499476|341.3207334|1.0|0.0|1.0|1.0|1.0|2.8|-6.43|2.91|2.93|72.28|0.64|0.0|3.0|-2.49|23.0|-7.17|302.33|0.0|1.0|1.93|-3.09|0.00323|977.0|0.0008179999999999|1.37|0.0|5.2521|4.2802|-984.5891383|879.99|0.2444|400.47|0.64993|0.1023|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675|7.1675
47i_a18|0|7.03438793|1|1.251177255|0.053794607|-0.066917145|0.037484277|-0.037689885|0.0|-0.440488042|-0.000919158|0.073977454|10.94702091|-0.040514277|0|0|0.000427479|-0.106018078|-0.162274487|-0.499939719|0|0.742536498|-0.064085904|0.7842882870000001|0.727767462|-0.0780255879999999|-0.089609068|0.279553995|-54.34379065|6.787641686000001|72.81110823|4.727502734|0.8608685909999999|-2.150617629|68.954317|61.13143233|0.487446923|2795.907966|-1497.876758|1333.332089|-17.10248143|0.139131409|0.951017454|6353.6617320000005|-1043.251367|28.52393145|0.009393984|-502.6804099|1739.959818|855.7438937000001|1.0|0.0|1.0|1.0|3.0|4.05|-8.98|3.28|2.8|85.29|2.74|0.0|8.0|-5.18|33.0|-6.36|440.54|0.0|0.0|2.5|-4.78|6.58e-06|0.0029|1.67e-05|3.7|0.0|3.2321|3.2321|-1416.260696|1297.7|0.5085|664.78|0.69175|0.5085|-0.18299|0.02671774|-1415.944522|3.5235|19.0|7.7212|7.7212
4_a47|0|0.0|0|1.304464196|0.004633887|-0.121159855|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0.011775922|0|0|-0.006506051|-0.017555555|-0.027355932|-0.462831711|2|0.893350891|-0.095209424|0.84420422|0.8124901999999999|-0.07804769|-0.092556319|0.444849947|-42.46254967|4.22896799|96.20929041|2.300808176|0.806604393|-1.48090111|57.78603076|46.69151766|0.402148382|2306.463316|-805.6976052|1528.797085|-10.43683449|0.193395607|0.67265584|5254.939281|-438.3470487|23.78275706|0.013656479|-333.62177030000004|998.8757964|471.7712484|1.0|0.0|1.0|1.0|2.0|2.75|-8.79|4.83|5.71|58.04|3.1|0.0|3.0|-5.92|26.0|-4.99|361.82|0.0|0.0|4.32|-5.64|1.21e-06|0.0004379999999999|2.31e-06|4.96|0.0|5.7708|3.73|-1509.453558|988.42|0.2304|432.89|0.69157|0.2221|-0.21076|0.03342033|-1509.3147789999998|5.4892|32.0|7.5|7.5
14v_a23|0|7.423568444|0|1.1979575059999998|0.135774541|-0.299484129|0.047323232|0.055572317|0.636416435|-0.8122700340000001|-0.002390707|0.017156562|10.3132174|-0.015149431|2|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.650246427|2|0.598213287|0.132882353|0.845160857|0.575188253|-0.067342061|-0.09479984|0.31419322|-44.4776373|13.08518422|78.86310829|8.64241561|0.788328659|-2.180396311|76.42257099|57.56282152|0.457213347|3399.4261450000004|-1440.093681|2679.111279|-18.64987284|0.211671341|0.84234449|8458.789829000001|-951.143515|35.81898321|0.020908947|-380.8667976|1826.768144|676.4530574|0.0|1.0|0.0|1.0|1.0|3.62|-7.95|3.97|6.18|114.25|3.04|0.0|7.0|-6.89|35.0|-5.94|495.48|1.0|0.0|4.28|-6.0|1.29e-07|6.38e-05|1e-06|4.76|0.0|3694.0|3694.0|-2042.182282|1206.02|348.0|533.44|0.6017100000000001|348.0|-0.2308599999999999|0.02053833|-2041.998955|6.3758|4.0|8.4001|8.4001
2_a20 (SB-505124)|1|7.434257382|1|1.183764955|-0.006955944|-0.076310057|0.05042042|0.013612077|0.0|-0.498602014|0.001622309|-0.177905025|10.95129567|-0.137383329|1|1|0.003789399|-0.150708132|-0.229461916|-0.520284161|1|0.827730504|0.082053195|0.765632979|0.790275077|-0.083565835|-0.117328885|0.214264156|-45.98170774|15.71798823|122.8758934|8.648749117000001|0.831919306|-1.759933279|70.87109323|61.69969596|0.475937029|2195.369524|-968.3950117|1709.9571620000002|-11.58380004|0.1680806939999999|0.908167636|4762.83693|-532.854802|25.30541763|0.011470204|-365.2740749|1164.049211|477.95809620000006|1.0|1.0|1.0|1.0|1.0|3.4|-7.22|5.16|4.47|60.03|2.06|0.0|3.0|-5.24|25.0|-5.31|335.4|0.0|1.0|3.81|-4.91|5.72e-06|0.0019199999999999|1.22e-05|4.27|0.0|3.6404|3.6404|-1089.371784|995.68|0.3267|505.82|0.69947|0.3267|-0.18645|0.01305739|-1089.201587|3.9392|169.0|6.7721|6.7721
12y_a36|1|7.412764017000001|2|1.29704385|-0.061103469|-0.065314765|0.041767677|0.036174187|0.0|-0.410155116|0.002782748|-0.049845887|10.94917392|-0.028440975|1|1|0.003724542|-0.095253274|-0.1619981409999999|-0.434990282|1|0.90500247|0.046673879|0.873588247|0.856135378|-0.076585128|-0.098532865|0.424572485|-51.48548385|13.04507243|114.430624|8.769742642|0.755735734|-1.970657299|78.8341402|64.53055627|0.487285656|2793.629988|-1324.80348|2304.463084|-16.49293906|0.244264266|0.950403792|6082.16777|-890.6187094000001|32.46293206|0.01873364|-343.8442493|1752.9983309999998|698.847203|0.0|0.0|1.0|0.0|2.0|4.88|-7.01|3.62|2.42|69.2|2.38|0.0|6.0|-4.58|31.0|-6.34|407.47|0.0|1.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|3.45|0.0|3.8794|3.8794|-1310.350902|1183.75|0.4358|532.91|0.66796|0.4358|-0.20673|0.03583863|-1310.137888|8249.0|12.0|7.9208|7.9208
