molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nARing|MATS2c|SRW07|JGI4|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
11c_a31|0.0|1|0|3.336985072|0.0|0|1|0.069254998|5.733341277|0.037731481|-0.011679927|10.31169916|-0.085216451|2|2|-0.008375297|-0.0512371409999999|-0.572548808|0.825336018|0.839810365|0.8906705429999999|0|-0.138002689|-0.14043574|0.3608415239999999|0.034256743|-80.82023592|20.06220362|264.7428792|0.435856737|-0.042457317|-48.16624372|70.98337779|0.676089232|-1.825664624|-47.33176279|-24.864808|2470.585429|-1069.186744|-14.56188764|0.323910768|13.95917988|0.922968238|0.029155542|449.7512005|17.07472346|1.0|0.0|1.0|1.0|3.51|2.66|16.0|-5.84|5.04|3.64|1.03|1.0|97.32|6.0|26.0|6.0|371.41|3.04|-3.98|7.68e-06|0.00285|39.0|1.45e-06|-0.03532|4.47|-1559.353434|622.22|1022.77|321.61|512.9|0.7005899999999999|0.7005899999999999|-1559.194237|0.2627|5289.0|-0.19526|0.04465349|7.5091|6.8861|6.8861
12e_a36|0.0|1|0|3.490984269|0.0|0|2|-0.064019914|5.351858133|0.040899471|0.002951176|10.95346131|-0.084051264|1|1|0.003962098|0.244642918|-0.43688276|0.90414347|0.7975411790000001|0.847602953|0|-0.07049439|-0.100988761|0.4347714629999999|0.019063245|-44.83739063|12.12502373|65.27404529|0.161913613|-0.036203518|-40.85494129999999|5.735288795|0.7610764190000001|-1.918786459|-28.51846223|-23.02695694|2709.877204|-1220.428718|-14.64611103|0.238923581|12.69013737|0.875194483|0.017716522|662.0530478999999|11.26845175|1.0|0.0|0.0|0.0|4.85|0.0|17.0|-6.97|3.24|2.19|2.24|1.0|128.72|5.0|30.0|4.0|395.46|2.14|-4.3|6.929999999999999e-05|0.0274|0.02|1.08e-07|-0.04962|3.48|-1272.23645|673.57|1142.19|323.18|507.03|0.6814600000000001|0.70007|-1271.999945|0.0006|6.5974|-0.20151|0.03037051|8735.0|7.8539|7.8539
17e_a50|0.0|0|1|0.0|0.0|2|2|-0.153175103|5.82008293|0.031870748|0.012036705|10.94500663|-0.114420412|2|2|0.012372059|-0.017965698|-0.229030473|0.7596299459999999|0.7409645029999999|0.7791604190000001|1|-0.046347299|-0.073011385|0.4239465089999999|0.012865274|-32.24487658|8.950665784|10.68364489|0.069891795|-0.02665495|-35.33972521|86.98647608|0.803671114|-1.67926185|-22.43349867|-18.5444588|2883.936138|-1168.300905|-12.90180444|0.196328886|16.70124474|0.960006062|0.010255676|904.3172644|7.135108233|0.0|1.0|1.0|1.0|4.18|4.23|20.0|-7.33|4.23|4.68|2.91|2.0|138.0|6.0|33.0|4.0|438.57|4.03|-5.18|1.34e-05|0.00589|0.00288|4.63e-08|-0.03156|3.8|-1375.268259|757.34|1312.91|292.6|602.89|0.6322800000000001|0.66478|-1374.927998|0.1785|6.7175|-0.19805|0.02761851|8.8326|6.8097|6.8097
12j_a36|0.0|1|0|3.502198129|0.0|0|2|-0.084183025|5.351858133|0.039061728|0.00285431|10.33556498|-0.051080247|1|1|0.003710345|0.161289379|-0.436310965|0.906423012|0.820041835|0.87043328|0|-0.069970795|-0.105480639|0.362692602|0.018160631|-46.2113679|11.99396966|26.39145693|0.147413708|-0.037113558|-46.00836307|2.098786266|0.7758129420000001|-2.004132137|-30.5197407|-24.51120192|2881.20453|-1323.6049039999998|-16.18812775|0.224187058|13.78874575|0.8425708820000001|0.016546717|725.9470896|10.92807939|1.0|0.0|1.0|1.0|4.86|0.0|17.0|-7.05|3.33|2.61|2.51|1.0|135.47|6.0|31.0|4.0|427.52|2.33|-4.51|1.4300000000000002e-05|0.0061|0.0132|8.95e-08|-0.05098|3.37|-1670.420129|694.28|1198.96|238.1|536.01|0.37116|0.69967|-1670.184251|98.0|6.4451|-0.20593|0.02793415|8.5953|8.0|8.0
12ao_a36|0.0|1|0|3.477902101|0.0|0|2|-0.058597382|5.351858133|0.042739018|0.002782748|10.94919858|-0.033032344|1|1|0.003724542|0.1523047569999999|-0.435820128|0.90500247|0.82626942|0.8800240009999999|0|-0.077866573|-0.1019516769999999|0.264688501|0.017784426|-51.52001456|11.76697353|85.17634667|0.167417241|-0.03775988|-44.63177966|0.0|0.7820981779999999|-2.039033535|-34.08795068|-24.98362913|2794.663089|-1349.115973|-16.53028876|0.217901822|16.33039817|0.8620895909999999|0.016708791|698.847203|11.05528527|1.0|0.0|0.0|0.0|4.87|0.0|17.0|-7.01|3.62|2.42|2.38|1.0|133.84|6.0|31.0|4.0|407.47|2.37|-4.55|2.6e-05|0.0106|0.0115|9.66e-08|-0.05455|3.83|-1310.328652|701.9|1190.17|266.08|548.59|0.4962|0.7045|-1310.077853|0.0033|5.4691|-0.19662|0.03244719|7.447999999999999|7.5229|7.5229
8g_a8|0.0|1|0|3.073183107|0.0|1|1|-0.000475415|5.4161004020000005|0.0438779959999999|-0.009140059|10.94318883|-0.03728368|1|1|-0.007047583|0.001970629|-0.508072694|0.6784762320000001|0.734188081|0.790058057|0|-0.136742629|-0.129695841|0.298992226|0.031118325|-83.78686741|19.06725815|171.26571059999998|0.466064505|-0.052430233|-48.6934008|67.54104396|0.8330608209999999|-2.464220973|-51.33906829|-32.12579035|2889.141422|-1509.912147|-19.68456628|0.166939179|14.28792131|0.920192814|0.017636126|551.1746801|10.80625499|0.0|0.0|1.0|0.0|3.31|2.96|23.0|-7.4|4.11|3.89|3.01|2.0|111.38|4.0|31.0|5.0|417.39|3.5|-4.94|5.01e-06|0.00209|0.00483|4.01e-08|-0.05849|7.17|-1450.913472|635.27|1083.78|330.67|489.97|0.69221|0.69221|-1450.728709|0.3904|6.0697|-0.21391|0.04147516|7.5762|5.3768|5.3768
12bh_a36|0.0|1|0|3.50075137|0.0|0|2|-0.052761366|5.351858133|0.044197531|0.003676818|10.94728093|-0.035747988|1|1|0.0045625|0.0016901289999999|-0.43574839|0.902377067|0.78699829|0.833398429|0|-0.070687668|-0.09959401|0.317612728|0.017627098|-47.04367494|11.73109101|83.08294358|0.166508047|-0.035569289|-44.11115058|0.0|0.783294222|-1.991880197|-31.30825225|-23.6718811|2773.193279|-1325.625342|-15.75398235|0.216705778|14.56834609|0.930697921|0.015307571|729.1873176|10.18741188|1.0|0.0|0.0|0.0|4.95|0.0|17.0|-7.34|3.76|2.5|2.45|1.0|133.68|5.0|31.0|4.0|409.49|2.42|-4.6|2.8600000000000004e-05|0.0117|0.0102|4.55e-08|-0.0525299999999999|3.79|-1311.558898|715.94|1208.61|319.46|575.23|0.69377|0.7039|-1311.293683|11.0|5.8338|-0.20168|0.03071385|7.7975|7.8539|7.8539
12p_a36|0.0|1|0|3.392386149|0.0|0|2|-0.0494658159999999|5.351858133|0.042804233|-0.002526241|10.96052769|-0.0433009009999999|1|1|-0.000673716|0.2461794139999999|-0.440709431|0.724208473|0.828371596|0.8839272779999999|0|-0.082569108|-0.108380023|0.315548061|0.020202133|-51.98017377|12.71795723|83.24921731|0.251561167|-0.039016808|-42.95260501|0.0|0.759126153|-1.950840419|-32.72335782|-24.56246081|2774.926334|-1228.123041|-15.4629378|0.240873847|14.3885803|0.906594718|0.019344052|595.8790650000001|12.17776516|1.0|0.0|0.0|0.0|4.72|0.0|17.0|-6.86|3.13|2.44|2.4|1.0|123.71|5.0|30.0|5.0|399.42|2.15|-4.16|0.000129|0.0515|0.0278|1.4e-07|-0.0552299999999999|3.41|-1332.148901|660.71|1113.05|232.12|506.89|0.30159|0.66559|-1331.947748|0.1841|4.8805|-0.21131|0.03396697|6.7199|8.0458|8.0458
1_a15|0.0|0|0|0.0|0.0|0|0|-0.22215316|0.0|0.0381893|0.001244652|10.95880609|-0.000905902|0|0|0.003816011|0.096086011|-0.34192045|0.836466114|0.705825714|0.74357498|0|-0.068077117|-0.1117462069999999|0.7100707390000001|0.026214985|-44.01415991|16.94887506|121.3844816|0.124276535|-0.031142386|-46.71058649|63.14412039|0.605927517|-1.899685524|-28.45664402|-20.13460632|3000.975833|-1228.210985|-13.01770443|0.394072483|11.7078005|0.77926144|0.0280791829999999|851.7423982|18.15414234|1.0|1.0|1.0|1.0|3.91|4.18|24.0|-10.02|5.46|6.32|2.2|3.0|132.94|8.0|34.0|6.0|457.52|4.68|-5.97|2.830000000000001e-07|0.00013|0.000495|9.53e-11|-0.04142|4.68|-1510.117336|697.35|1271.06|282.85|598.34|0.64662|0.70553|-1509.785098|0.0061|1.2218|-0.17792|0.01894559|2.3261|7.3565|7.3565
5_a15|0.0|0|0|0.0|0.0|0|0|-0.222657379|0.0|0.035982906|0.000420839|10.95880662|0.0118220069999999|0|0|0.003194793|0.1093187759999999|-0.340979744|0.8384601770000001|0.704479781|0.74438723|0|-0.06128567|-0.0989946469999999|0.743577162|0.032616864|-45.57134103|24.25353664|119.95308020000002|0.125945852|-0.0273088679999999|-54.73655332|64.12413387|0.5089899720000001|-1.583914356|-33.88634094|-20.30656983|2940.77098|-1177.78105|-15.09973885|0.491010028|15.1701491|0.946094849|0.036380071|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|3.79|3.68|24.0|-9.65|4.92|6.01|2.0|3.0|127.97|8.0|33.0|6.0|443.49|4.29|-5.66|6.86e-07|0.000304|0.000967|2.25e-10|-0.03714|4.36|-1470.779775|737.16|1272.84|286.35|629.67|0.62664|0.70244|-1470.487858|0.0199|4.3576|-0.18553|0.03640044|6.35|7.8861|7.8861
6_a1|0.0|0|0|0.0|0.0|1|1|-0.092471477|5.4161004020000005|0.039635417|0.005054086|10.95180041|-0.0538497079999999|1|1|0.006851583|-0.180874123|-0.353456514|0.781885145|0.798346291|0.8524898329999999|0|-0.057199415|-0.077422386|0.212044989|0.021009352|-27.63847818|10.15161645|64.63457366|0.121740384|-0.0238222729999999|-18.076387|95.13138767|0.576759436|-0.929068634|-13.35477777|-11.51080589|1956.144556|-448.9214297|-5.56196523|0.423240564|9.609375529|0.7295841470000001|0.025250885|359.9965854|12.20110458|1.0|1.0|0.0|1.0|2.94|2.54|17.0|-6.02|3.61|3.57|1.75|0.0|86.31|3.0|22.0|3.0|291.35|2.82|-3.68|0.0007599999999999|221.0|0.0613|9.51e-07|-0.02214|2.81|-935.4750982|527.41|875.29|305.12|405.23|0.69818|0.69818|-935.330989|0.3399|5.8386|-0.1899799999999999|0.027384499|8.0033|5.2924|5.2924
12ax_a36|0.0|1|0|3.429529478|0.0|0|2|-0.0943348109999999|5.351858133|0.043383838|-0.001012333|10.958822|-0.034663063|1|1|-0.00097037|0.128253871|-0.440372791|0.884841888|0.836170906|0.892249657|0|-0.073739612|-0.107815607|0.375647684|0.019128091|-49.32384393|12.79462904|36.17982162|0.153162279|-0.038813619|-48.23849712|1.236876307|0.7648530440000001|-1.940680931|-32.99232962|-25.96212292|2926.929456|-1298.106146|-17.36585896|0.235146956|14.78635841|0.955040697|0.018645135|661.6709012|12.47158322|1.0|0.0|1.0|0.0|4.74|0.0|17.0|-7.76|3.99|3.19|2.99|2.0|133.77|5.0|31.0|4.0|450.32|2.82|-5.18|8.27e-06|0.00372|0.00295|1.74e-08|-0.05596|4.42|-2152.100515|699.67|1182.31|236.74|552.0|0.39564|0.69348|-2151.910753|0.4167|4.5001|-0.21324|0.03044421|6.0402|7.9208|7.9208
AKLKII_a46|0.0|1|0|2.917217813|0.0|0|0|-0.206312209|4.59511985|0.0386379929999999|0.006821053|10.96959256|0.036226415|1|1|0.006731579|-0.015805561|-0.270506095|0.718266758|0.758995484|0.8264237520000001|1|-0.071827497|-0.089369278|0.271156366|0.010384859|-34.061229|4.924591245|160.85204040000002|0.162358606|-0.033194303|-20.09682339|0.0|0.7721395329999999|-1.161800612|-16.15213359|-15.74102977|2000.353437|-550.9360419|-7.464534402999999|0.2278604669999999|11.22955511|0.92307023|0.015584114|314.0966684|7.390123534|1.0|1.0|0.0|1.0|2.81|1.6|21.0|-7.21|3.9|3.39|1.18|0.0|85.32|2.0|22.0|4.0|287.32|2.45|-3.58|0.000578|166.0|0.0764|6.18e-08||||||||||||||||6.7423|6.7423
12b_a50|0.0|0|1|0.0|0.0|2|1|-0.19841119|5.82008293|0.034845679|0.01164808|10.94501743|-0.115659308|2|2|0.011790103|-0.139522815|-0.246831987|0.699597776|0.804535572|0.8718949979999999|1|-0.045602469|-0.066155918|0.24516882|0.0214891|-22.92589265|10.80329197|8.07905572|0.074083915|-0.0237482779999999|-16.72031641|86.49656508|0.5731907470000001|-0.926182858|-11.52561607|-11.93905701|2224.116359|-465.6232233|-6.002164865|0.4268092529999999|10.05480253|0.756824707|0.027586169|388.171611|13.86849326|1.0|1.0|0.0|1.0|3.31|2.45|20.0|-5.49|2.59|3.42|2.02|0.0|94.69|2.0|24.0|3.0|313.36|2.59|-3.84|0.000685|215.0|45.0|3.22e-06|-0.02974|2.47|-1006.641541|539.15|909.8|263.3|401.64|0.6016199999999999|0.6581|-1006.501585|0.0777|4.0567|-0.19425|0.02307802|5.6617|5.3242|5.3242
10_a27|0.0|0|0|0.0|0.0|2|0|0.122016352|4.59511985|0.040512821|0.00991794|10.93783185|-0.000903965|1|1|0.010329671|-0.309727442|-0.487435299|0.639413469|0.804375252|0.862408925|1|-0.061299064|-0.087022238|0.346344305|0.017676458|-32.5969511|9.399794974|6.0140309720000005|0.147337847|-0.031079371|-24.60801194|49.19800605|0.7453606909999999|-1.305333567|-17.33405307|-16.5270506|2270.538352|-694.1361252|-8.788575695|0.254639309|12.9316403|0.912640238|0.01651645|424.8821143|8.782938574|1.0|0.0|1.0|1.0|3.01|3.15|21.0|-6.24|2.81|2.97|2.25|0.0|97.39|3.0|25.0|4.0|331.37|2.74|-3.92|0.000266|0.0882|0.0394|5.81e-07|-0.0498|4.66|-1083.1151289999998|573.31|958.95|298.79|450.26|0.63894|0.63894|-1082.956472|0.4452|4.6684|-0.21785|0.0227416|6.9456|7.1612|7.1612
9_a3|0.0|0|0|0.0|0.0|0|0|0.187952252|4.727387819|0.034166667|-0.004918099|10.31162238|0.023606557|1|1|-0.003863265|-0.216450234|-0.614170287|0.923357627|0.6729843740000001|0.7327715159999999|0|-0.095161413|-0.083555008|0.506753484|0.007377805|-44.74600478|3.469130065|223.4501605|0.15350225|-0.038196575|-18.47392835|72.50764604|0.886859678|-1.336880133|-21.04009269|-17.96047462|2017.0704920000005|-628.6166118|-8.445224386|0.1131403219999999|8.532203772|0.704792493|0.008976383|349.6957191|4.220799781|1.0|1.0|1.0|1.0|3.1|2.44|21.0|-7.26|4.9|4.62|2.42|1.0|92.69|2.0|22.0|2.0|303.38|3.7|-4.9|2.96e-06|0.000899|0.00379|5.5e-08|-0.03999|3.28|-1256.0634710000002|512.44|857.36|213.09|350.27|0.3639699999999999|0.6724600000000001|-1255.9558029999998|0.1127|2.0863|-0.19833|0.0242342|2.6661|4.96|4.96
11d_a31|0.0|1|0|3.39688681|0.0|0|1|0.064475882|5.733341277|0.0388738739999999|-0.009496378|10.31169874|-0.078235092|2|2|-0.006496772|0.026806221|-0.574318121|0.819298311|0.822077662|0.868115289|0|-0.134031221|-0.134048091|0.197166451|0.034417775|-82.05480081|21.07078977|296.2476128|0.414787184|-0.040797245|-50.24081482|91.25756269|0.6817705409999999|-1.87667327|-50.23449218|-24.97634343|2532.447962|-1148.911798|-15.29068277|0.318229459|15.21323794|0.929231204|0.027374162|505.4234462|16.75864338|1.0|1.0|1.0|1.0|3.6|2.83|16.0|-6.23|5.43|4.03|1.26|1.0|102.13|7.0|27.0|6.0|385.44|3.34|-4.2|3.33e-06|0.00128|0.0241|5.83e-07|-0.03404|4.87|-1598.671315|650.64|1077.69|326.2|551.86|703.0|703.0|-1598.4848980000002|0.2642|3.1919|-0.19226|0.04390452|4.6622|7.5229|7.5229
12ay_a36|0.0|1|0|3.50559949|0.0|0|2|-0.05976542|5.351858133|0.043383838|0.003676818|10.9463292|-0.06756661|1|1|0.0045625|0.1689021819999999|-0.438622276|0.902377067|0.78699829|0.833398429|0|-0.074251203|-0.098945129|0.419950383|0.018016934|-48.12939044|11.67851857|126.7858133|0.170593592|-0.035337546|-41.57269314|8.677627506|0.778164805|-1.978902589|-31.1973159|-22.90568368|2766.899844|-1282.718286|-14.84739041|0.221835195|11.82248632|0.828201506|0.015670425|729.1873176|10.15751916|1.0|0.0|0.0|0.0|4.96|0.0|17.0|-7.34|3.76|2.5|2.45|1.0|133.68|5.0|31.0|4.0|409.49|2.42|-4.6|2.8600000000000004e-05|0.0117|0.0102|4.55e-08|-0.0526|3.79|-1311.547668|674.33|1184.45|315.09|532.22|0.6727|0.6914|-1311.282556|0.1464|6.2579|-0.2031599999999999|0.02880431|9.1844|7.7447|7.7447
19_a3|0.0|1|0|2.917217813|0.0|0|0|-0.206312209|4.59511985|0.0386379929999999|0.006821053|10.96959256|0.036226415|1|1|0.006731579|-0.015805561|-0.270506095|0.718266758|0.758995484|0.8264237520000001|1|-0.067674689|-0.087730634|0.225451546|0.0116401719999999|-31.50932639|5.419662458|161.5312186|0.146982098|-0.032585664|-19.01853079|0.0|0.75798185|-1.140498238|-14.67073822|-15.17188084|2000.66399|-531.0158295|-7.064025721|0.24201815|10.21110415|0.911365749|0.016552404|314.0966684|7.706796952|1.0|1.0|0.0|1.0|2.81|1.6|21.0|-7.21|3.9|3.39|1.18|0.0|85.32|2.0|22.0|4.0|287.32|2.45|-3.58|0.000578|166.0|0.0764|6.18e-08|-0.05757|2.43|-929.2608626|499.93|832.23|314.28|362.92|0.67351|0.67351|-929.14689|0.3006|2191.0|-0.2206|0.020989746|2.8758|7.6383|7.6383
17d_a50|0.0|0|1|0.0|0.0|2|2|-0.152030219|6.042632834|0.031990741|0.012079|10.94500663|-0.125540541|2|2|0.01245647|0.009780681|-0.2294807539999999|0.754575205|0.748516466|0.789310938|1|-0.044172353|-0.069790853|0.8020670809999999|0.0152123589999999|-30.63468215|10.55016861|5.007868064|0.070113177|-0.025589979|-33.56790124|86.38197811|0.75405703|-1.535398758|-21.24595322|-17.74731987|2824.70142|-1064.839192|-12.30823045|0.24594297|12.62170017|0.8041037459999999|0.013178555|829.3813984|9.139672835|0.0|1.0|1.0|1.0|4.07|3.68|20.0|-7.07|4.0|4.29|2.71|2.0|133.19|6.0|32.0|4.0|424.54|3.68|-4.88|3.17e-05|0.0135|0.00557|8.55e-08|-0.03251|3.41|-1335.962757|727.15|1263.22|306.09|579.45|0.66103|0.66103|-1335.649722|0.1819|5.6557|-0.19967|0.02625058|7.9942|7.1308|7.1308
12s_a30|0.0|0|0|0.0|0.0|0|2|-0.00019297|5.351858133|0.04625323|-0.002544958|10.31162892|-0.04950715|1|1|-0.001131023|-0.1597740919999999|-0.446807335|0.609043558|0.83236194|0.889479916|0|-0.090733404|-0.103647048|0.404041243|0.019324097|-58.75255278|12.51292194|89.91581294|0.2932862089999999|-0.040189672|-43.45862792|0.0|0.790481833|-1.969293912|-38.04400919|-26.02399668|2977.11642|-1275.175837|-16.8513047|0.209518167|15.14544373|0.877516163|0.017398791|616.2856203|11.26623|1.0|0.0|1.0|0.0|4.63|0.0|17.0|-7.16|4.67|3.74|3.58|2.0|127.19|5.0|31.0|6.0|434.46|3.21|-5.17|3.24e-06|0.00141|0.00291|6.900000000000002e-08|-0.0551|4.32|-1774.202623|677.35|1140.1|245.81|526.07|0.43338|0.68458|-1774.01033|0.1576|3.0335|-0.20495|0.03401064|3.9579|8129.0|8129.0
6_a3|0.0|0|0|0.0|0.0|0|0|0.155665791|4.727387819|0.038650794|-0.007540435|10.3116226|0.032782484|1|1|-0.006696449|-0.0445675709999999|-0.594308852|0.881253042|0.790667152|0.8632654590000001|1|-0.1042506469999999|-0.098669224|0.556539611|0.010921391|-52.01903278|5.449560482000001|236.2008316|0.216677977|-0.037726468|-24.56680878|77.06094911|0.80281499|-1.282699916|-25.95647951|-18.8247694|2196.107822|-640.0421597|-9.393191593|0.19718501|8.982311462|0.633675574|0.0150025189999999|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|3.05|2.65|21.0|-7.48|4.96|4.66|2.11|1.0|95.5|2.0|23.0|3.0|338.81|3.63|-4.87|3.67e-06|0.00124|0.00455|3.28e-08|-0.06529|3.09|-1731.7043199999998|524.88|884.88|212.74|366.93|0.3369|0.69323|-1731.602363|129.0|2.8131|-0.21179|0.03079258|3.7185|5.7501|5.7501
4m_a46|0.0|0|0|0.0|0.16407746|1|1|-0.245599013|5.587248657999999|0.041865079|0.011122528|10.94319657|0.007901235|1|1|0.010359417|-0.487230027|-0.098201489|0.615482006|0.747676221|0.7975218959999999|0|-0.067320375|-0.0672468|0.373463876|0.010905551|-35.4774406|5.74716122|6.161736337000001|0.051026123|-0.0224155999999999|-18.67596877|35.77391986|0.733236381|-1.008702005|-18.69640205|-11.81288911|2133.331634|-531.5800101|-6.225322922999999|0.266763619|9.923886653|0.8622201970000001|0.012232753|486.9589609|6.446588969|1.0|0.0|1.0|1.0|3.59|2.9|17.0|-6.88|4.25|4.63|2.5|1.0|98.69|2.0|25.0|3.0|328.41|3.59|-4.57|2.99e-05|0.00981|0.0088|1.31e-07|-0.04808|3.45|-1031.109224|558.63|975.72|205.21|468.63|0.38389|0.68505|-1030.929791|0.1557|3.9226|-0.23116|0.02920209|5.2326|5.8901|5.8901
SB431542_a8|0.0|1|0|3.172627551|0.0|1|1|-0.007805495|5.4161004020000005|0.041909722|-0.0075336219999999|10.94951956|-0.0453332859999999|1|1|-0.005306541|0.156874293|-0.494976661|0.76592324|0.762577159|0.8220300859999999|0|-0.128342313|-0.124595991|0.274152231|0.034730361|-76.82006387|20.78806656|170.1252996|0.434670151|-0.048754953|-44.6389196|89.26670319|0.7608280590000001|-2.242727845|-45.98111161|-29.18257067|2801.428659|-1342.398251|-17.46740332|0.239171941|14.04829994|0.908729075|0.025179219|529.053307|15.07117296|0.0|0.0|1.0|0.0|3.35|2.75|23.0|-6.76|3.13|2.72|1.9|1.0|109.21|4.0|30.0|5.0|400.39|2.58|-4.14|3.99e-05|16.0|0.0292|1.74e-07||||||||||||||||4.1019|4.1019
1a_a18 (SB-431542)|0.0|1|0|3.3674017380000003|0.0|0|1|0.043282217|5.351858133|0.035620155|-0.011639964|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.567791164|0.838928085|0.7462411859999999|0.805877431|0|-0.126408788|-0.122555709|0.210046675|0.033020439|-74.98172333|19.58668728|160.410387|0.405958714|-0.0462988229999999|-43.12110169|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|2678.82389|-1235.8353619999998|-16.29019397|0.2468003389999999|14.26170773|0.895533283|0.02438148|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|3.25|2.35|23.0|-7.69|4.04|3.63|1.54|1.0|106.85|4.0|29.0|5.0|384.39|2.85|-4.25|3.03e-05|0.0116|0.0218|2.03e-08|-0.05971|4.57|-1292.553086|620.23|1048.7|324.5|464.08|0.55409|0.69868|-1292.358966|0.3347|5.9926|-193.0|0.03494548|8.8609|6.9031|6.9031
2_a33|0.0|1|1|3.396444161|0.0|0|0|0.047294725|5.733341277|0.039958333|-0.002514803|10.31100266|-0.05997501|3|3|-0.000810928|-0.0881938509999999|-0.593915758|0.787714775|0.833090592|0.8799816220000001|1|-0.0804186|-0.104047115|0.411881091|0.018451635|-49.13901703|11.27469555|103.5201191|0.1804845889999999|-0.031851158|-38.84811555|44.34034244|0.702597735|-1.56070672|-30.02592687|-19.46234551|2632.195388|-953.6549298|-11.89228027|0.297402265|11.60906093|0.8867875909999999|0.019430318|618.9134881|11.8727102|1.0|0.0|1.0|1.0|3.57|3.51|19.0|-7.67|6.7|4.63|1.33|2.0|115.28|7.0|28.0|4.0|411.54|3.98|-4.78|4.44e-07|0.000183|0.0069|2.13e-08|-0.04967|5.11|-1920.049452|655.74|1128.98|341.74|525.38|0.70205|0.70205|-1919.830424|0.2911|4.2519|-0.19979|0.02972182|5539.0|8.2596|8.2596
14f_a23|0.0|0|1|0.0|0.0|2|0|-0.002304087|5.351858133|0.04255787|0.010561248|10.3132176|-0.041351617|2|2|0.010508236|0.101910723|-0.399688849|0.756252127|0.796412133|0.854683662|1|-0.059927056|-0.084419703|0.2096108239999999|0.027134452|-40.51498423|18.34483401|96.47955427|0.105837608|-0.031450478|-38.58595734|96.60179161|0.665778294|-1.603974359|-27.39103254|-21.26277654|3014.916135|-1084.401604|-14.37516058|0.334221706|15.58565565|0.918402793|0.025162423|683.7405759|17.01160115|0.0|0.0|1.0|1.0|3.57|3.61|26.0|-7.51|3.42|4.03|2.72|2.0|126.78|6.0|32.0|5.0|441.51|3.46|-5.02|2.32e-06|0.0010199999999999|0.0042299999999999|3.11e-08|-0.07163|3.23|-1744.429532|711.98|1210.19|213.09|572.35|0.60917|0.6733399999999999|-1744.182678|0.1699|6.3534|-0.21743|0.02255331|9.1089|8.6459|8.6459
12t_a36|0.0|1|0|3.500121488|0.0|0|2|-0.058770337|5.351858133|0.041767677|0.003676818|10.95395385|-0.0288761339999999|1|1|0.0045625|0.059266516|-0.436022708|0.902377067|0.829598864|0.878510663|0|-0.0735262|-0.100615514|0.318666358|0.017627553|-48.97252784|11.7409283|86.12920631|0.166244358|-0.035934112|-44.63604995|0.417511887|0.78316808|-2.012310282|-32.61842026|-23.93411213|2771.211293|-1340.3102789999998|-15.94144641|0.21683192|15.36435856|0.930112292|0.01547607|729.1873176|10.30792105|1.0|0.0|0.0|0.0|4.94|0.0|17.0|-7.36|3.62|2.45|2.45|1.0|133.52|6.0|31.0|4.0|409.49|2.4|-4.57|2.48e-05|0.0102|0.0109|4.38e-08|-0.05302|3.87|-1311.552739|713.6|1208.04|319.18|562.72|0.69297|0.70313|-1311.287803|0.0155|5.9081|-0.2039|0.03230976|7.9104|8.0969|8.0969
