molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nARing|MATS2c|SRW07|JGI4|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
34_a47|0.0|0|1|0.0|0.0|1|0|-0.210257395|4.727387819|0.03522792|0.003530307|10.98214103|0.078153957|1|1|0.0047106|-0.208989427|-0.2829549719999999|0.62974551|0.833786184|0.89234354|1|-0.061957581|-0.090141168|0.437215023|0.019723558|-34.3104683|10.92238452|31.17423189|0.1739443389999999|-0.029348287|-27.64315244|0.0|0.653993216|-1.261976347|-19.00022922|-16.25230464|2371.236125|-698.8490993|-9.000096143|0.346006784|12.96364153|0.834499257|0.023023142|439.9906467|12.74960652|1.0|1.0|1.0|1.0|3.19|3.0|21.0|-7.47|3.34|4.52|1.75|0.0|99.09|4.0|26.0|5.0|348.38|3.02|-3.9|0.000267|0.0929|0.0436|3.36e-08|-0.0545|2.41|-1162.450678|585.79|980.02|294.66|436.88|0.6602399999999999|0.69314|-1162.283641|0.1718|4.4605|-0.21536|0.03084502|6.2235|8.7|8.7
1_a6 (SB-431542)|0.0|1|0|3.3674017380000003|0.0|0|1|0.043282217|5.351858133|0.035620155|-0.011639964|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.567791164|0.838928085|0.7462411859999999|0.805877431|0|-0.126408788|-0.122555709|0.210050443|0.033020439|-74.98172333|19.58668728|160.410387|0.405958714|-0.0462988229999999|-43.12110169|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|2678.823231|-1235.8353619999998|-16.29019397|0.2468003389999999|14.26172029|0.895537592|0.02438148|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|3.25|2.35|23.0|-7.69|4.04|3.63|1.54|1.0|106.85|4.0|29.0|5.0|384.39|2.85|-4.25|3.03e-05|0.0116|0.0218|2.03e-08|-0.05971|4.57|-1292.553086|619.92|1049.69|324.5|464.07|0.55256|0.69868|-1292.358966|0.3346|6.0113|-193.0|0.03494577|8.8611|5.8119|5.8119
14l_a23|0.0|0|1|0.0|0.0|2|0|0.060717916|5.351858133|0.046283951|0.01269616|10.313217800000002|-0.061788679|2|2|0.01180744|0.07815878|-0.448622017|0.725800261|0.778602826|0.836852328|1|-0.053549434|-0.078204688|0.215920645|0.018669073|-35.3275485|12.31633167|40.34135162|0.078732333|-0.0328459689999999|-34.03690099|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|-21.66909079|2879.181064|-1083.45454|-14.29549842|0.210373806|15.78926563|0.972085426|0.01508774|666.0036144999999|9.953660282|0.0|0.0|1.0|1.0|3.51|3.52|26.0|-7.78|3.88|4.33|3.24|2.0|125.25|5.0|31.0|4.0|425.51|3.78|-5.25|1.43e-06|0.000608|0.0023899999999999|1.65e-08|-0.07191|3.79|-1669.224647|694.65|1185.79|341.8|560.51|0.67242|0.67242|-1668.983787|0.4239|6.0563|-0.2183|0.01168219|8.2422|8.1798|8.1798
13_a1|0.0|1|0|3.409865599|0.0|0|1|-0.046530797|5.351858133|0.036382114|-0.008672236|10.94989555|-0.084271845|1|1|-0.005924486|0.1769162319999999|-0.485427571|0.87703849|0.76714213|0.825117597|0|-0.111667908|-0.10668313|0.207843387|0.033737733|-64.94184903|19.62059449|148.7311076|0.320539533|-0.040302516|-36.08180773|528.3795274|0.7082629840000001|-1.813613202|-37.76773325|-23.43842502|2555.623166|-1054.729126|-13.63090514|0.291737016|14.33466671|0.912824292|0.026679865|505.2124255|15.51600461|1.0|1.0|1.0|1.0|3.35|2.83|23.0|-7.94|4.75|3.87|1.74|1.0|104.88|4.0|28.0|5.0|371.39|3.23|-4.34|5.16e-05|0.0192|17.0|1.14e-08|-0.04962|3.17|-1238.367298|613.52|1035.04|304.01|472.52|0.65363|0.69782|-1238.174491|0.3535|2.7595|-0.18883|0.0284695999999999|3.9446|6585.0|6585.0
12at_a36|0.0|1|0|3.4361495580000003|0.0|0|2|-0.04229234|5.351858133|0.039952719|-0.001148437|10.95446888|-0.037590959|1|1|0.000906224|0.091520225|-0.48127276|0.817851296|0.8384626709999999|0.890810337|0|-0.084721769|-0.110637955|0.301423347|0.029516069|-58.66704838|20.43891035|95.16663336|0.248143308|-0.037537878|-53.05210062|80.75773169|0.6744421970000001|-2.102121151|-40.6250081|-25.99374995|3041.832389|-1455.649997|-17.99981985|0.325557803|17.44496351|0.974034457|0.027424543|735.3783268|18.99059683|1.0|0.0|0.0|0.0|4.9|0.0|17.0|-6.62|2.7|1.67|1.89|1.0|135.03|7.0|33.0|6.0|439.47|1.76|-4.08|6.579999999999999e-05|0.0289|0.0367|2.42e-07|-0.05703|4.5|-1460.797444|733.29|1238.61|263.05|589.75|0.42968|0.6802600000000001|-1460.549244|0.2076|6.4676|-0.2131|0.03651452|8.9532|7.1079|7.1079
36_a18|0.0|0|0|0.0|0.0|0|2|0.050448408|4.844187086|0.036625514|-0.000451777|10.94702093|0.003321395|0|0|0.000825855|-0.079553246|-0.493920601|0.7343989059999999|0.741135729|0.780206307|0|-0.07777765|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|6.722004572|110.8288932|0.195706133|-0.031922305|-40.46339026|83.34177364|0.812056067|-2.074949798|-39.43509046|-22.73046122|2979.013751|-1477.479979|-16.1853561|0.187943933|18.21710397|0.905426346|0.0123136069999999|975.4099618|8.767974776|1.0|1.0|0.0|1.0|4.19|0.0|18.0|-9.16|3.73|2.96|3.13|2.0|146.24|7.0|35.0|3.0|466.57|2.8|-5.28|2.09e-06|0.000975|0.00242|6.87e-10|-0.04991|7.75|-1493.661092|769.73|1350.57|388.57|636.33|0.69372|0.69372|-1493.266344|0.4674|1.9944|-0.18124|0.02564498|2.7547|7.4949|7.4949
6_a15|0.0|0|0|0.0|0.0|0|0|-0.199979249|0.0|0.042926829|0.001080419|10.95880677|-0.009025163|0|0|0.003942615|0.153430865|-0.35221474|0.8511056929999999|0.691316481|0.7248900659999999|0|-0.07051817|-0.123000073|0.398681391|0.02948637|-41.14459066|17.20414198|105.4415725|0.140691569|-0.0307500179999999|-41.87249058|55.65697829|0.581974721|-1.599000943|-24.00625743|-17.94143141|2454.904173|-932.9544335|-10.46812265|0.4180252789999999|10.02135591|0.640136254|0.029449813|592.4420375|17.18281248|1.0|1.0|1.0|1.0|3.29|4.03|18.0|-7.95|4.43|5.26|2.18|2.0|109.7|7.0|28.0|5.0|380.44|4.11|-5.14|2.16e-06|0.000823|0.00278|1.13e-08|-0.02419|3.94|-1263.0072300000002|612.22|1092.02|285.52|545.21|0.65191|0.70554|-1262.75978|0.0113|1.3789|-0.18133|0.01711539|1.9421|7.4559|7.4559
10_a3|0.0|0|0|0.0|0.0|0|0|0.190318474|4.727387819|0.034166667|-0.008037672|10.31162304|0.043342516|1|1|-0.005959152|0.033279122|-0.616256033|0.8947911009999999|0.743072638|0.8136572320000001|1|-0.1007256719999999|-0.0989320009999999|0.518341632|0.014615264|-46.64544572|6.768239856|248.0820067|0.252593682|-0.0359752729999999|-21.21655855|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|-16.65993003|2098.79955|-549.7776912|-7.715112198|0.293370676|8.559361451000001|0.701266803|0.023470578|311.6695405|10.86908195|0.0|1.0|0.0|1.0|3.02|1.78|21.0|-6.51|3.79|3.41|1.2|0.0|88.28|2.0|22.0|4.0|305.36|2.52|-3.84|5.07e-05|0.0155|0.0443|3.06e-07|-0.06238|1.64|-1288.150029|498.67|830.63|230.67|323.26|0.41894|0.68995|-1288.050987|0.0463|6.7458|-0.21249|0.04080931|9.3381|5.1|5.1
12n_a36|-3.404662145|1|0|3.400581499|0.0|0|2|0.039596635|5.351858133|0.0438779959999999|-0.006862238|10.31810354|-0.000273044|1|1|-0.001160331|0.048110172|-0.5181211520000001|0.8183043390000001|0.81793955|0.869718963|0|-0.089275906|-0.115872034|0.239018516|0.0211044289999999|-60.42525197|14.28426215|67.52548352|0.279888857|-0.039955874|-53.08197085|26.74179417|0.741751453|-2.317440678|-40.89805687|-27.04362074|3482.18259|-1568.530003|-18.30412788|0.258248547|12.58209967|0.833176363|0.021232665|805.2286932|14.3710571|0.0|0.0|0.0|0.0|5.03|0.0|17.0|-6.87|1.28|2.15|0.84|1.0|142.02|7.0|34.0|6.0|474.54|1.18|-3.72|0.0001409999999999|0.0668|0.0897|1.36e-07|-0.05056|6.24|-1876.168847|714.14|1256.83|231.43|566.87|0.32172|0.7046600000000001|-1875.89723|0.0155|10.8395|-0.19984|0.03261661|14.3562|7.8239|7.8239
19f_a38|0.0|1|0|3.3320764830000003|0.0|0|2|-0.036714749|5.351858133|0.041808786|-0.002526241|10.96083376|-0.054832432|1|1|-0.000673716|-0.017421394|-0.4288343429999999|0.724208473|0.819222745|0.8741648479999999|0|-0.085318318|-0.111307609|0.488059925|0.02107583|-54.50401599|13.4639011|125.7493111|0.249124013|-0.037844587|-45.42524686|12.14075726|0.734437553|-1.892229356|-34.81887413|-24.1763087|2776.145209|-1208.815435|-15.44458393|0.265562447|11.28936331|0.8313685409999999|0.020733452|595.8790650000001|13.24517938|1.0|1.0|1.0|1.0|4.82|2.48|17.0|-6.86|3.13|2.55|2.4|1.0|125.69|5.0|30.0|4.0|401.44|2.67|-4.17|7.209999999999999e-05|29.0|0.0272|1.4e-07|-0.05735|3.41|-1332.160846|653.22|1105.62|233.07|495.68|0.38086|0.7056100000000001|-1331.945195|0.0019|5.3152|-0.20104|0.02936908|7.1655|7.1397|7.1397
4f_a46|0.0|0|0|0.0|0.2096617139999999|1|1|-0.2265364489999999|5.587248657999999|0.045958333|0.012332859|10.96352592|-0.115631645|1|1|0.011806162|-0.154986658|-0.150189733|0.6901151990000001|0.74106323|0.7796270059999999|0|-0.055836642|-0.0674830959999999|0.296072934|0.008734825|-30.29079362|4.738551282|7.730129301|0.065026794|-0.022035297|-19.85993046|56.50645576|0.759842275|-1.079729539|-16.43243843|-11.95391778|2103.214727|-585.7419712999999|-6.484875252999999|0.240157725|9.828175385|0.7382488140000001|0.010341277|538.4165208|5.6100342670000005|1.0|1.0|1.0|1.0|3.88|3.16|17.0|-7.21|4.56|4.71|2.58|1.0|101.54|3.0|25.0|3.0|332.44|3.76|-4.58|4.18e-05|0.0139|0.00872|6.12e-08|-0.02947|3.87|-1033.528421|591.51|1020.33|272.61|493.53|0.69208|0.69208|-1033.315821|0.1719|3.2783|-0.2202599999999999|0.02238723|3.7419|6.7375|6.7375
IN1233_a59|0.0|1|0|3.463603867|0.0|0|0|0.1160337319999999|4.727387819|0.0396875|-0.005614194|10.93301779|-0.054458882|1|1|-0.004071701|0.268927191|-0.597167441|0.809917509|0.74801464|0.80310139|1|-0.092761756|-0.095213818|0.356444983|0.010831674|-61.73167061|7.208329477|318.5587088|0.238675351|-0.035929742|-42.16752524|83.1557517|0.810795898|-1.904276352|-41.08157616|-23.91074854|2809.840422|-1267.269673|-15.91227368|0.1892041019999999|15.51626497|0.936631949|0.0134658889999999|712.1606951|8.961363774|1.0|1.0|1.0|1.0|3.48|2.76|27.0|-10.0|5.54|4.69|2.06|2.0|125.07|5.0|32.0|4.0|419.48|3.78|-5.16|2.54e-06|0.00107|0.0029|9.93e-11|-0.05605|5.35|-1352.326849|703.47|1204.16|237.54|531.14|0.51285|0.6953699999999999|-1352.073755|0.2011|5.4004|-0.20289|0.02473496|7.6059|7.4685|7.4685
A8301_a51|0.0|0|0|0.0|0.0|1|0|0.0245770529999999|4.727387819|0.039058957|0.00740124|10.31321735|-0.1227504419999999|1|1|0.007083041|0.135886548|-0.4354420879999999|0.7595189840000001|0.6959300979999999|0.750630149|1|-0.055295165|-0.0780376929999999|0.339244706|0.008152073|-35.90764428|5.293803823|36.55933899|0.065260105|-0.032775831|-32.90818536|78.46116212|0.854959635|-1.6387915469999998|-23.3177516|-21.28401067|2799.106729|-1064.200534|-13.82143785|0.145040365|13.24988678|0.922911768|0.009586697|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|3.49|3.5|27.0|-9.38|5.5|5.52|3.35|2.0|129.04|5.0|31.0|3.0|421.52|4.58|-5.93|2.5e-07|0.000105|0.000495|4.12e-10||||||||||||||||7.9208|7.9208
22_a20|0.0|0|0|0.0|0.0|1|0|-0.238401323|4.727387819|0.0388043479999999|0.009265667|10.93106272|-0.038668966|1|1|0.008780074|0.155407313|-0.177976478|0.616352201|0.7478675859999999|0.809440795|1|-0.059893667|-0.067797027|0.425968568|0.0122876139999999|-39.00017609|8.001165067999999|9.022387025|0.053484974|-0.027118811|-28.7463017|54.71081293|0.77063827|-1.3559405430000002|-25.39523478|-17.65860151|2738.108259|-882.9300756000001|-11.49852068|0.22936173|14.17638345|0.913422548|0.01345209|664.4562602999999|8.759421782|1.0|1.0|1.0|1.0|3.36|3.41|27.0|-9.69|5.33|5.39|2.61|2.0|121.62|4.0|31.0|4.0|401.46|4.24|-5.53|2.48e-06|0.000997|0.0012|2.04e-10|-0.0568|4.07|-1275.816275|694.15|1181.95|223.03|563.43|0.38233|0.66063|-1275.598059|0.0015|4.8308|-0.21856|0.03226475|6141.0|6.6364|6.6364
12o_a36|0.0|1|0|3.444418304|0.0|0|2|0.01340619|5.351858133|0.040770975|-0.00233752|10.96036596|-0.010904454|1|1|-0.000472698|0.065221584|-0.5110239679999999|0.859938421|0.799869816|0.848816593|0|-0.082048664|-0.10624773|0.514457955|0.023402195|-59.0895896|16.85373064|55.47133795|0.2407887189999999|-0.03541591|-55.10596064|112.1259723|0.666462845|-2.018706878|-42.554984000000005|-25.50573629|3009.981519|-1453.826968|-18.36865355|0.333537155|13.80895167|0.885724665|0.026586303|757.7532208|19.1468529|0.0|0.0|0.0|0.0|4.97|0.0|17.0|-6.93|2.38|1.65|1.49|1.0|138.06|7.0|33.0|5.0|438.48|1.47|-3.64|0.000292|128.0|0.0997|1.1800000000000001e-07|-0.05456|4.5|-1440.926241|728.07|1240.51|238.77|560.88|0.36719|0.67273|-1440.671057|0.2888|4.9237|-0.21151|0.04371335|6.6471|7.3979|7.3979
4R4l_a46|0.0|0|0|0.0|0.171853072|1|1|-0.058870177|5.587248657999999|0.049498645|0.0066560469999999|10.94631401|-0.161358058|1|1|0.006162668|-0.1012114369999999|-0.3888343979999999|0.7940662409999999|0.726535412|0.762625193|0|-0.090505744|-0.084697739|0.208818132|0.007084496|-49.12015477|3.844966512|177.33836430000002|0.103346328|-0.02989332|-24.94818681|0.0|0.8782984840000001|-1.524559305|-26.65896664|-16.223992300000003|2165.83681|-827.4236073|-8.805242402000001|0.121701516|10.43942503|0.8412270820000001|0.006401537|579.2365607|3.474304058|1.0|1.0|1.0|1.0|3.92|3.24|17.0|-7.0|4.64|5.02|3.06|1.0|105.77|3.0|26.0|3.0|347.45|4.09|-5.11|5.25e-06|0.00182|0.0027|9.980000000000001e-08|-0.0212699999999999|4.99|-1092.728268|584.44|1038.78|266.65|498.78|0.40548|0.67823|-1092.4898449999998|0.0851|2.1973|-0.19602|0.02589231|2.3035|6.8633|6.8633
38_a18|0.0|0|0|0.0|0.0|0|2|0.059724697|4.844187086|0.035478927|0.000520558|10.94702086|-0.003893067|0|0|0.001602741|-0.0993372269999999|-0.498932552|0.745084567|0.719168079|0.751875124|0|-0.076974444|-0.082256123|0.423402315|0.00838904|-61.25359673|6.675707878|100.7046282|0.1689295469999999|-0.0322355079999999|-52.08807522|74.46052717|0.880927895|-2.385427574|-48.74349112|-25.65190078|3162.36475|-1898.240658|-20.41289434|0.119072105|20.5922319|0.874996952|0.007165119|1228.492038|5.701753365|1.0|1.0|0.0|1.0|4.53|0.0|18.0|-10.33|4.94|4.13|3.7|3.0|160.66|10.0|38.0|3.0|508.65|3.64|-6.11|1.05e-07|5.36e-05|0.000399|4.68e-11|-0.0483699999999999|8.95|-1611.60375|861.93|1515.64|384.55|734.93|0.69235|0.69235|-1611.133158|0.5147|1.9877|-0.18066|0.02653109|2.7244|7041.0|7041.0
6b_a31|0.0|1|0|3.404988662|0.0|0|1|0.052690797|5.733341277|0.037803618|-0.011483229|10.31169819|-0.053655833|2|2|-0.008439437|0.1978523089999999|-0.57983695|0.838789705|0.78240875|0.841537966|0|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|20.12924648|159.79549319999998|0.372146926|-0.045675611|-47.81835367|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|-27.86719323|2776.92804|-1254.023695|-17.0020813|0.254079586|14.46878435|0.925676135|0.024142162|536.6368656000001|14.72939894|1.0|1.0|1.0|1.0|3.55|2.73|22.0|-7.33|5.19|4.0|1.36|1.0|109.69|4.0|29.0|5.0|404.44|3.3|-4.66|2.34e-06|0.000947|0.00883|4.67e-08|-0.05835|4.61|-1652.635711|637.06|1077.19|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|5.9085|-0.1918|0.03623358|8.8379|7.2676|7.2676
galu_a46|0.0|0|0|0.0|0.0|1|1|0.048375705|5.4161004020000005|0.039550827|0.002865697|10.92740177|-0.1121767259999999|1|1|0.003107816|-0.150645957|-0.4671565689999999|0.702976795|0.81708619|0.875868891|1|-0.0910072869999999|-0.089050651|0.5235416979999999|0.01235603|-50.93538037|6.915480101|261.2602893|0.236203592|-0.03220981|-27.89483984|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|-18.02733582|2501.785113|-847.2847833999999|-10.08962292|0.2167824069999999|12.12170938|0.880553787|0.013967104|542.7276591|7.817173532999999|0.0|1.0|1.0|1.0|3.27|2.75|21.0|-7.13|3.69|3.51|1.84|1.0|108.18|3.0|28.0|4.0|369.42|2.84|-3.99|0.0001409999999999|52.0|0.0375|7.45e-08||||||||||||||||7.2924|7.2924
5f_a40|0.0|0|0|0.0|0.0|1|1|-0.004886759|6.167516491000001|0.042936508|0.000663516|10.31198329|0.062183277|2|2|0.000706205|-0.155235986|-0.4644854879999999|0.7039183109999999|0.811339477|875.0|1|-0.113521559|-0.10969397|0.0528268609999999|0.020236763|-52.44868801|9.349692674|222.1847349|0.258528569|-0.041135239|-23.41506245|63.48466425|0.814393685|-1.316327637|-24.23209217|-19.00510637|1932.388838|-608.163404|-8.780648419|0.185606315|11.20493646|0.938359946|0.015000038|269.0442248|6.930245797|1.0|0.0|0.0|1.0|3.08|2.05|14.0|-3.69|2.94|2.68|1.29|0.0|78.56|3.0|20.0|3.0|284.34|2.23|-3.31|0.000108|0.0307|0.14|0.000207|-0.06227|3.5|-1232.959261|487.57|793.54|325.97|361.03|0.56507|0.69727|-1232.851443|0.0415|5.5961|-0.19284|0.02389588|7.6183|6.9508|6.9508
9d_a40|0.0|0|0|0.0|0.0|1|0|0.007834411|5.4161004020000005|0.045555556|0.011823978|10.3119722|-0.137738587|2|2|0.010101686|0.259969752|-0.4887998529999999|0.601831605|0.7572844040000001|0.8221990920000001|1|-0.060319196|-0.071656839|0.002088915|0.010749826|-31.08478865|5.539796446|108.1468558|0.058372388|-0.031613312|-19.03015798|50.47044708|0.8664205709999999|-1.074852592|-16.01918037|-16.29154841|2109.570685|-553.912646|-8.395657932|0.133579429|15.06105494|0.87714454|0.0087217999999999|346.9019309|4.49467719|1.0|0.0|1.0|0.0|3.25|3.63|20.0|-7.0|5.2|5.09|4.07|1.0|91.71|2.0|22.0|2.0|325.82|4.63|-5.65|7.37e-07|0.0002399999999999|0.000727|1.01e-07|-0.06906|4.7|-1677.540538|542.19|892.69|269.1|446.84|0.4557199999999999|0.69986|-1677.429981|0.4025|6.2032|-0.20781|0.01113991|7.9502|6.9706|6.9706
22_a4|0.0|0|0|0.0|0.0|1|1|-0.043165663|5.4161004020000005|0.044357639|0.004765062|10.94586213|-0.023072107|1|1|0.004237768|0.00771584|-0.3877007|0.774689758|0.7797803109999999|0.8404413829999999|0|-0.09491995|-0.089955967|0.242642229|0.010702353|-45.61565825|5.1432274630000006|162.9809584|0.138796849|-0.036468635|-20.77508795|0.0|0.8444670409999999|-1.349339509|-21.92150631|-17.52572365|1950.173729|-648.451775|-8.422332951|0.155532959|9.742413394|0.772804341|0.011296354|338.71903330000004|5.428686137000001|1.0|1.0|0.0|0.0|3.3|2.2|17.0|-5.24|3.19|3.54|2.09|0.0|87.12|2.0|22.0|3.0|289.33|2.81|-3.98|0.000172|0.0497|0.0301|5.77e-06|-0.03046|3.38|-934.240411|519.39|860.77|277.43|400.29|628.0|0.65771|-934.12356|0.1293|3.5548|-198.0|0.030263407|5.4110000000000005|7.3279|7.3279
9d_a31|0.0|1|0|3.456767212|0.0|0|1|0.036844743|5.733341277|0.0359583329999999|-0.002456634|10.31169788|-0.021171445|2|2|0.000127275|-0.091744753|-0.550392027|0.8066174070000001|0.8343242820000001|0.873955169|0|-0.098210975|-0.11958484|0.3655337879999999|0.029032453|-66.96024848|19.79432796|154.8767865|0.305664196|-0.033844766|-55.58917047|560.5224416|0.6636195229999999|-1.793772606|-45.65350116|-23.07536346|2654.377004|-1222.994263|-15.732784099999998|0.336380477|17.39409698|0.8433415740000001|0.023927395|647.1500428999999|16.31369927|1.0|1.0|1.0|1.0|3.8|3.35|16.0|-7.63|6.04|4.09|1.31|2.0|112.97|9.0|29.0|5.0|412.51|3.65|-4.39|2.48e-06|0.0010199999999999|0.0167|2.3500000000000002e-08|-0.03457|5.0|-1657.428165|727.27|1202.79|322.22|630.49|0.7006899999999999|0.7006899999999999|-1657.1791449999998|0.2611|2.6311|-0.19426|0.04331056|3.5077|6.2218|6.2218
19g_a38|0.0|1|0|3.229090845|0.0|0|2|-0.077355838|5.351858133|0.042419753|-0.006877664|10.96052467|-0.046735135|1|1|-0.004358975|-0.096139701|-0.438254637|0.653741315|0.836170906|0.892249657|0|-0.086314802|-0.114243258|0.5322242429999999|0.022953686|-54.62049927|14.52522351|137.56612280000002|0.279993731|-0.038842708|-45.74791999|18.41027014|0.719941993|-1.942135378|-34.56416368|-24.57988703|2897.384301|-1228.994351|-15.5542928|0.280058007|11.62016299|0.836356715|0.0228937029999999|593.6088758|14.48726605|1.0|1.0|1.0|1.0|4.82|2.52|17.0|-7.12|3.55|3.11|2.78|1.0|125.65|5.0|31.0|5.0|419.43|2.97|-4.33|5.68e-05|0.0238|0.0196|7.599999999999999e-08|-0.05479|3.66|-1431.386981|638.82|1104.29|234.97|475.84|0.3937|0.69982|-1431.186566|0.0962|5.0677|-0.20748|0.03244515|6.1765|7.3778|7.3778
8_a10|0.0|0|0|0.0|0.0|1|1|-0.075368755|5.4161004020000005|0.035828092|0.0087730469999999|10.92578782|-0.106100115|1|1|0.009056935|-0.000504277|-0.368590322|0.6357042860000001|0.809386132|0.864927472|1|-0.059655303|-0.086233061|0.597912185|0.015758182|-32.63117642|8.619652859|32.98071169999999|0.125156018|-0.029917593|-25.80127401|9.35593124|0.722649449|-1.465962037|-17.849103399999997|-16.36478554|2612.274447|-801.8744912000001|-8.951462413|0.277350551|10.75705296|0.7599356820000001|0.017582236|583.7217118|9.617402178|0.0|0.0|1.0|1.0|3.42|3.27|21.0|-7.6|4.46|4.2|2.46|1.0|111.36|4.0|29.0|5.0|384.43|3.55|-4.62|3.05e-05|0.0117|0.00926|2.49e-08|-0.0623299999999999|4.58|-1257.819281|594.63|1047.58|264.0|416.69|0.41583|0.68815|-1257.59269|0.0916|1.2052|-0.21789|0.02243902|1.5482|6279.0|6279.0
11c_a5|0.0|1|0|2.930680267|0.0|0|0|-0.2117133739999999|4.59511985|0.027388889|0.005090155|10.94877953|-0.023856811|1|1|0.005383056|-0.138950411|-0.269653478|0.679183645|0.8020105409999999|0.86113162|0|-0.078909483|-0.0873419269999999|0.389427402|0.01785211|-47.99592739|10.85837291|31.61751609|0.19527649|-0.0322785379999999|-32.31269264|4.089828494|0.707039635|-1.484812761|-29.19305715|-19.63310772|2497.685314|-903.1229552|-11.94164728|0.292960365|16.09582374|0.811648325|0.021214793|523.8031619|12.90369209|1.0|1.0|1.0|1.0|2.96|2.14|23.0|-8.47|4.79|4.17|1.13|1.0|106.79|6.0|28.0|5.0|370.4|3.0|-4.1|7.38e-05|0.0273|0.0294|3.4000000000000003e-09|-0.04315|4.53|-1218.454079|636.14|1071.71|275.3|512.32|0.60118|0.6267699999999999|-1218.278135|0.2186|2.5278|-0.21448|0.03798847|3.3827|7.6021|7.6021
18b_a25|0.0|0|0|0.0|0.0|1|0|-0.147813831|4.727387819|0.038137255|0.006181503|10.31286058|0.0009956189999999|1|1|0.00598031|-0.032776381|-0.303383008|0.721100414|0.7723870909999999|0.8333962429999999|1|-0.063132226|-0.078644297|0.348987182|0.01278627|-44.30110081|8.972372556|80.36582704|0.063746107|-0.0305838929999999|-38.7252349|0.0|0.7847794690000001|-1.6515302369999998|-31.08693686|-21.46130777|3051.645565|-1158.910619|-15.05981357|0.215220531|17.09119768|0.974811521|0.013724883|809.2903831|9.631015182|1.0|1.0|1.0|1.0|3.58|3.56|27.0|-9.84|5.93|5.59|2.2|2.0|138.56|6.0|34.0|4.0|460.55|4.35|-5.71|2.87e-07|0.000132|0.000899|1.4500000000000002e-10|-0.07066|4.32|-1767.494087|728.12|1284.89|223.65|612.24|0.36733|0.54166|-1767.2232149999998|0.0468|2.8141|-0.22145|0.03002332|2752.0|7.2924|7.2924
26_a47|0.0|0|1|0.0|0.0|1|0|0.11828578|4.727387819|0.045681818|-0.0098410169999999|10.94972213|0.0081426509999999|1|1|-0.008325552|-0.24731748|-0.5899218279999999|0.6850994429999999|0.845040087|0.910081385|1|-0.098127284|-0.101679756|0.549740398|0.020884606|-57.01987795|12.13564316|9.608109253|0.2895618|-0.038735145|-34.3326642|60.07342336|0.717639177|-1.626876095|-33.13315474|-22.50824805|2625.572598|-945.3464183|-13.07911017|0.282360823|13.22794532|0.90465254|0.024619511|457.1122177|14.3059247|0.0|1.0|1.0|1.0|3.13|2.66|21.0|-7.22|2.84|4.68|2.59|1.0|104.8|4.0|28.0|5.0|396.81|3.18|-4.56|1.3699999999999998e-05|0.00545|11.0|5.97e-08|-0.06279|4.37|-1696.075481|592.84|1006.59|258.5|443.78|0.50921|0.68707|-1695.9387359999998|77.0|3.6825|-0.22921|0.02111593|4.8242|7.9|7.9
