molecula|SddssS|NaaNH|SRW09|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|DPSA5|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
15a_a50|0.0|0|7.934155233999999|4.126145086|-0.113976703|-0.004429392|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|2.020652006|-0.234757789|10.94500663|2|0.005828749|-0.209259615|-0.325638639|0.797917311|0.8749408470000001|0.76745052|1|0.837789896|-0.0783960279999999|-0.084501726|-46.91098865|-50.56454577|275.287923|0.162210104|97.06405493|-30.25705388|0.0|61.78266878|-859.5972780999999|-10.49734522|14.65582885|0.8103580690000001|5401.219537|-514.369916|24.86892274|0.018747341|-245.8291419|569.5267957000001|11.21812301|0.0|1.0|1.0|1.0|1.0|3.7|2.63|0.23|20.0|-6.09|3.23|3.57|68.76|1.87|1.0|0.0|110.43|0.0|1.0|5.0|-3.6|-6.78|1.0|-3.92|0.0001189999999999|0.0444|0.0|0.0|-0.03255|4.0408|2.66|4.0408|-1199.818129|644.4|1091.64|306.83|519.38|0.66132|0.1767|-0.16693|-0.19948|0.03314629|-1199.629702|9.0948|41.0|7.3872|7.3872
9_a3|0.0|0|6.823286122000001|0.0|0.187952252|-0.007847313|4.727387819|-0.100592457|1|0.034166667|-0.126542538|2.4071976040000003|-0.298197887|10.31162238|1|-0.003863265|0.141996379|-0.614170287|0.923357627|0.7327715159999999|0.865283439|0|0.84649775|-0.095161413|-0.083555008|-44.74600478|-39.28853824|223.4501605|0.15350225|72.17854599|-18.47392835|72.50764604|43.50933802|-628.6166118|-8.445224386|8.532203772|0.704792493|4430.929894|-295.5828535|20.25176593|0.008976383|-363.8118546|349.6957191|4.220799781|1.0|1.0|1.0|1.0|1.0|3.1|2.44|0.0|21.0|-7.26|4.9|4.62|80.04|2.42|1.0|0.0|92.69|0.0|1.0|2.0|-5.53|-5.21|1.0|-4.9|1.25e-05|0.00379|0.0|0.0|-0.03999|5.8185|3.28|3.7356|-1256.087705|512.44|857.36|213.09|350.27|0.6724600000000001|0.1127|-0.15834|-0.19833|0.0242342|-1256.002529|2.6661|10965.0|4.96|4.96
12n_a36|-3.404662145|1|7.412764017000001|0.0|0.039596635|-0.0099988159999999|5.351858133|-0.350034917|2|0.0438779959999999|0.027627601|0.0|-0.619926573|10.31810354|1|-0.001160331|-0.261631709|-0.5181211520000001|0.8183043390000001|0.869718963|0.750657639|0|0.720111143|-0.089275906|-0.115872034|-60.42525197|-78.42650015|67.52548352|0.279888857|189.4391835|-53.08197085|26.74179417|92.79755725|-1568.530003|-18.30412788|12.58209967|0.833176363|7657.057548000001|-1061.639417|36.45914091|0.021232665|-327.25274110000004|805.2286932|14.3710571|0.0|0.0|0.0|0.0|3.0|5.03|0.0|0.17|17.0|-6.87|1.28|2.15|123.75|0.84|1.0|0.0|142.02|0.0|1.0|7.0|-3.85|-8.03|0.0|-3.72|0.0001889999999999|0.0897|0.0|0.0|-0.05056|5.3573|6.24|3.6382|-1876.201464|714.14|1256.83|231.43|566.87|0.7046600000000001|0.0155|-0.14928|-0.19984|0.03261661|-1875.961945|14.3562|15.0|7.8239|7.8239
20b_a10|0.0|0|7.535296702|2.103422978|0.048567614|-0.007463406|5.4161004020000005|-0.073703704|2|0.035818182|-0.030238422|1.854149459|-0.447804373|10.92966143|1|0.002637529|0.031942481|-0.450145946|0.725009545|0.817426568|0.6980623109999999|1|0.75259177|-0.094975935|-0.088479815|-60.68950774|-56.53849503|81.39248686|0.24740823|158.09355980000004|-36.12803002|91.02309592|67.46831286|-1187.308396|-13.79433873|13.838742600000002|0.8317951020000001|7173.225184999999|-758.6886304|28.34404003|0.0171045989999999|-334.3514234|769.1246171|10.92981783|1.0|1.0|1.0|1.0|1.0|3.54|3.15|0.11|27.0|-8.93|4.23|5.0|95.92|2.41|2.0|0.0|129.73|0.0|1.0|5.0|-5.22|-6.53|1.0|-5.09|8.13e-06|0.00364|0.0|0.0|-0.0578399999999999|5.9354|4.88|3.9013|-1465.62724|687.84|1218.74|208.89|482.93|669.0|0.1382|-0.16388|-0.2217199999999999|0.03930765|-1465.395231|7.7954|1.1|5.9586|5.9586
12c_a5|0.0|1|6.605297921|0.0|-0.212798523|-0.002685954|4.59511985|0.020594766|3|0.0252713179999999|-0.086795626|0.0|-0.16115723|10.9455378|1|0.00586291|-0.020144382|-0.223631474|0.808899433|0.8446264459999999|0.782051277|0|0.841092921|-0.070873852|-0.066083881|-46.62294305|-43.47195613|143.44655559999998|0.158907079|104.5338363|-28.59715492|13.26856229|59.40070647|-825.9671665|-9.702606135|13.53008071|0.855075538|5877.765289|-543.3459436|25.27376659|0.024214085|-109.9706106|735.3048881|15.92875034|0.0|1.0|0.0|1.0|2.0|3.27|2.78|0.24|23.0|-9.31|5.03|4.32|75.72|1.57|1.0|0.0|121.26|0.0|1.0|6.0|-4.09|-6.79|0.0|-4.33|4.64e-05|0.0191|0.0|0.0|-0.04565|4.6671|2.06|4.0116|-1316.542713|694.24|1200.02|265.66|519.21|0.6893600000000001|105.0|-0.16563|-0.21128|0.02242648|-1316.305277|3.5993|47.0|7.3279|7.3279
15_a47|0.0|1|6.605297921|0.0|-0.164258919|-0.00516949|4.59511985|-0.072588375|2|0.042285714|-0.130885389|1.56205245|-0.21194909|10.9497222|1|-0.002377481|-0.017562097|-0.332654104|0.644280611|0.897881853|0.614613723|1|0.791753677|-0.084413593|-0.0904066519999999|-45.1562696|-48.36220049|61.0548099|0.208246323|111.3994409|-25.87091101|0.0|59.79410145|-677.0708068|-9.531388265|13.37174753|0.914412511|5075.773767000001|-362.1927541|25.03780079|0.021370407|-226.4191275|383.4213189|11.43190096|1.0|1.0|0.0|1.0|2.0|2.89|2.1|0.06|21.0|-8.49|4.69|5.28|66.49|2.83|2.0|0.0|96.6|0.0|1.0|3.0|-4.89|-5.76|1.0|-4.85|1.41e-05|0.00499|0.0|0.0|-0.0591799999999999|4.3312|3.33|4.0594|-1527.4104|552.16|930.51|286.26|419.75|0.68008|0.0759|-0.16762|-0.2268|0.03425526|-1527.316555|3.7709|16.0|7.8|7.8
14m_a23|0.0|0|7.423568444|3.1160758160000004|0.05521348|-0.008929306|5.351858133|-0.272389934|2|0.0431917209999999|0.028217372|0.665608656|-0.482182526|10.3132176|2|0.001951778|-0.226146643|-0.527662006|0.560094237|0.8581143859999999|0.5415996160000001|1|0.9258118|-0.072795329|-0.089285878|-50.63012925|-62.09952738|47.23604193|0.0741882|51.59888942|-43.19105542|0.0|74.61692699|-1366.189602|-19.00406438|16.42895711|0.911438824|7588.823133|-950.2032192|34.33353583|0.017997351|-411.5129154|658.8108151|12.51739962|1.0|0.0|1.0|1.0|1.0|3.51|3.17|0.09|26.0|-8.23|4.42|6.19|105.02|3.82|2.0|1.0|125.29|0.0|1.0|6.0|-6.38|-6.06|0.0|-5.79|1.61e-06|0.000773|0.0|0.0|-0.08347|3.6774|4.2|3.6774|-1966.968005|707.56|1209.21|337.15|572.31|0.65552|0.3335|-0.15208|-0.23555|0.02296475|-1966.785519|8.5477|3.0|8.5171|8.5171
21_a47|0.0|0|6.86171134|1.2247108|0.072733799|-0.010650348|4.727387819|-0.13650463|2|0.037801932|-0.034419528|1.028199909|-0.511216716|10.95058272|1|-0.004332497|-0.277479519|-0.5406500129999999|0.612295986|0.8856299320000001|0.591185263|1|0.70582155|-0.082614966|-0.095249919|-46.63227351|-53.76411184|34.75044485|0.29417845|166.049938|-30.34731959|47.95893876|70.10126935|-860.2257893999999|-10.79015808|13.17102891|0.862591353|6103.311635|-485.55711339999993|29.64451905|0.028943339|-163.5167523|482.9384172|16.33715751|0.0|1.0|1.0|1.0|2.0|3.29|3.32|0.1|21.0|-7.7|2.94|4.93|84.73|2.97|1.0|0.0|104.49|0.0|1.0|6.0|-4.44|-6.58|1.0|-4.32|4.84e-05|0.0191|0.0|0.0|-0.06339|3917.0|4.43|3917.0|-1375.061089|583.37|1014.33|316.53|441.93|0.68296|0.2249|-0.16158|-0.2249699999999999|0.03299607|-1374.914223|4.9172|5.0|8.3|8.3
8g_a12|0.0|1|6.580639137|0.0|0.10205033|-0.0084227909999999|4.59511985|-0.029907264|2|0.038347953|-0.038463841|1.714060666|-0.40429396|10.95472263|1|0.005405355|0.122649613|-0.532504083|0.804158158|0.80546986|0.7714487940000001|1|0.8576253690000001|-0.076856227|-0.1045061519999999|-42.39297373|-57.6443411|84.95000993|0.142374631|78.53214058|-31.79592789|0.0|61.99654413|-1037.59814|-13.00742505|12.83559677|0.864880588|5327.736626|-572.326702|26.15353224|0.007890315|-443.109365|480.0590283|4.352203029|0.0|1.0|1.0|1.0|2.0|4.07|2.51|0.1|21.0|-8.0|3.31|2.07|78.85|2.89|1.0|0.0|109.93|0.0|1.0|3.0|-4.38|-6.28|0.0|-4.34|4.61e-05|0.0163|0.0|0.0|-0.06432|4.2057|3.68|3731.0|-1154.321531|590.93|989.66|294.8|418.41|0.55027|0.1601|-0.1520099999999999|-0.21633|0.03954539|-1154.173831|4.2131|3715.0|5.43|5.43
13d_a6|0.0|1|7.412764017000001|0.0|-0.045686501|-0.010665225|5.351858133|-0.0122495089999999|1|0.041728395|0.077158715|0.0|-0.607917822|10.95129636|1|-0.000899678|-0.174259072|-0.49314765|0.845481322|0.841971795|0.7995080809999999|0|0.78862121|-0.092581323|-0.110731261|-63.04181168|-75.40072983|156.67194009999997|0.21137879|143.9350986|-51.34295409|564.780402|88.02705449|-1432.613867|-18.40596467|15.47559904|0.703203572|6185.117192000001|-975.5161277|35.13035671|0.018542644|-366.9322097|692.8471883999999|12.62632467|1.0|1.0|1.0|1.0|2.0|3.64|3.03|0.16|23.0|-9.4|5.38|4.57|95.85|1.5|2.0|0.0|121.6|0.0|1.0|6.0|-5.95|-5.88|1.0|-5.27|5.42e-06|0.00229|0.0|0.0|-0.05252|4.85|4.5|3.6298|-1389.403308|723.61|1219.11|255.64|598.06|0.7007399999999999|0.2513|-0.14894|-0.20146|0.02846332|-1389.188211|14.0012|0.36|6.4437|6.4437
25_a47|0.0|0|6.86171134|1.234859637|0.037667531|-0.010144825|4.727387819|-0.1084905069999999|2|0.043695652|-0.055724653|1.087932079|-0.486951604|10.94972207|1|-0.00269275|-0.235822787|-0.545763902|0.6553889970000001|0.906449648|0.622598899|1|0.786958319|-0.073339312|-0.08797211|-44.52300552|-53.40631957|11.20142696|0.213041681|129.3338553|-32.42203672|51.5831002|71.17072517|-854.5011131000001|-11.52783528|13.26689626|0.908616158|6236.813862|-518.7525876|30.43708613|0.029261935|-150.4037281|513.2159236|17.76440561|0.0|1.0|1.0|1.0|2.0|3.26|3.27|0.1|21.0|-8.01|3.29|4.95|84.73|3.08|2.0|0.0|109.7|0.0|1.0|5.0|-4.99|-6.3|1.0|-4.82|1.52e-05|0.00626|0.0|0.0|-0.06331|4.8002|4.78|3.9878|-1735.414386|626.55|1062.81|258.29|491.7|0.68761|0.0702|-0.16588|-0.22919|0.0285712999999999|-1735.279715|5.1625|16.0|7.8|7.8
12r_a30|0.0|0|7.412764017000001|0.0|-0.015167821|-0.007553813|5.351858133|-0.093024002|2|0.043383838|-0.093079817|0.0|-0.400352091|10.31162892|1|-0.001131023|-0.145315868|-0.44083509|0.609043558|0.889479916|0.591758164|0|0.72072745|-0.090229387|-0.109990462|-58.32042638|-71.0931422|90.4724548|0.27927255|180.5098625|-45.9515743|0.0|82.06195604|-1279.67656|-16.88017015|13.94386247|0.867350555|6735.090739|-827.1283373|33.05530181|0.016970201|-374.9717191|616.2856203|10.96881384|1.0|0.0|1.0|0.0|1.0|4.66|0.0|0.14|17.0|-7.16|4.67|3.74|81.65|3.58|2.0|0.0|127.19|0.0|1.0|5.0|-5.49|-6.06|0.0|-5.17|6.71e-06|0.00291|0.0|0.0|-0.05244|5067.0|4.32|3.5111|-1774.236548|679.64|1141.54|244.69|516.03|0.68476|0.1522|-0.14894|-0.20138|0.03388131|-1774.070699|6.5511|29.0|7.5317|7.5317
8c_a32|0.0|1|7.765993078999999|0.0|0.080016722|-0.0093793719999999|5.733341277|-0.04699673|0|0.036711712|-0.026467635|2.143746338|-0.459589251|10.31100269|3|-0.001662219|-0.1534110109999999|-0.578242111|0.788133615|0.8966299409999999|0.7507116140000001|1|0.801747512|-0.076876481|-0.097480366|-46.47597924|-58.93213925|126.6561213|0.198252488|119.85432240000002|-35.6276568|78.19443734|74.36515033|-766.1178102000001|-10.06868562|12.81496717|0.8100952690000001|5773.240734|-463.1595384|27.72624296|0.025527931|-121.7388847|557.1050635|15.43301109|1.0|1.0|1.0|1.0|2.0|3.46|2.82|0.26|19.0|-7.65|6.49|4.19|140.04|1.1|1.0|0.0|110.47|1.0|1.0|7.0|-5.82|-6.45|1.0|-4.39|4.11e-05|0.0164|0.0|0.0|-0.04161|3.5673|4.28|3.5673|-1880.764533|646.97|1090.0|347.56|516.78|0.70135|0.3272|-0.14712|-0.18873|0.03115673|-1880.597039|10.2656|37.0|7.4318|7.4318
6_a4|0.0|0|7.535296702|2.170234316|-0.19701009|-0.001221193|5.4161004020000005|0.010164572|2|0.035283951|0.042096749|2.186806868|-0.064723237|10.92992785|1|0.01098094|-0.073630392|-0.1738111839999999|0.664591856|0.810030118|0.664247086|1|0.945545838|-0.052396457|-0.0670158929999999|-29.18838891|-37.33240845|14.1731579|0.054454162|30.33467048|-20.7966895|45.93422613|42.27020924|-671.9833521|-7.639600225|9.981741408|0.733355042|5256.215815|-374.340411|16.83786074|0.008863911|-350.36323230000005|578.2065561000001|4.937800786|0.0|1.0|1.0|1.0|0.0|3.38|3.45|0.26|21.0|-7.99|5.1|5.23|43.6|3.09|2.0|0.0|109.7|0.0|1.0|3.0|-4.91|-5.42|1.0|-5.11|7.74e-06|0.00274|0.0|0.0|-0.04867|4.8714|4.11|4.0354|-1108.585859|613.83|1057.7|254.51|453.87|0.5877|0.0772|-0.16959|-0.2182599999999999|0.02244097|-1108.392115|3.2192|1.3|5.8861|5.8861
3o_a32|0.0|1|7.773594467000001|0.0|-0.022603806|-0.006253394|5.733341277|-0.014299905|1|0.035643275|-0.064818511|2.240993002|-0.306416317|10.3110027|3|0.000243592|-0.11221537|-0.483580522|0.90022001|0.872498916|0.840991936|1|0.8377808240000001|-0.073742105|-0.095457829|-42.51640563|-55.03672286|62.67187821|0.162219176|93.52833522|-31.73171751|0.0|62.56936516|-825.5508427999999|-10.57723917|11.73098001|0.835165165|5488.777096|-475.9757626|23.36733582|0.0130649069999999|-328.7458915|541.0877621000001|7.532642302|1.0|1.0|1.0|1.0|2.0|3.47|3.06|0.32|19.0|-7.27|6.39|4.2|122.97|1.58|1.0|0.0|112.07|0.0|1.0|3.0|-5.72|-6.17|1.0|-4.73|1.87e-05|0.00714|0.0|0.0|-0.05413|3.5333|2.35|3.5333|-1805.504508|620.56|1049.14|350.9|464.85|0.70216|0.2851|-0.14652|-0.20065|0.03088166|-1805.333039|5.8476|0.24|6.6198|6.6198
7a_a8|0.0|1|7.535296702|1.4494883790000002|-0.11821781|-0.010269971|5.4161004020000005|-0.0407248439999999|1|0.041123188|-0.017706371|0.0|-0.482688615|10.94671402|1|0.002028046|-0.032195997|-0.412963751|0.7168594159999999|0.831914523|0.681200974|0|0.718410375|-0.102174163|-0.101880506|-60.00793116|-59.83546383|145.3710976|0.281589625|165.38046830000002|-35.14198015|71.85980901|75.4573633|-1077.038349|-14.71059634|14.73814865|0.914283468|5907.9340090000005|-632.5556427|34.12990316|0.0265990589999999|-274.7254012|488.0169522|15.62189947|0.0|0.0|1.0|1.0|1.0|3.34|3.06|0.05|23.0|-7.27|3.96|3.49|92.93|2.01|1.0|0.0|105.83|0.0|1.0|3.0|-4.86|-6.33|1.0|-4.64|2.29e-05|0.00874|0.0|0.0|-0.07616|4.5808|5.2|3.0704|-1291.313963|605.72|1031.61|270.66|494.48|0.70367|0.1575|-0.12889|-0.20505|0.0269461|-1291.156661|12.8748|24.73|4.6068|4.6068
11_a4|0.0|0|7.535296702|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|2|0.03617284|-0.017835936|2.216390726|-0.056016567|10.33765061|1|0.010782511|-0.046906237|-0.145254541|0.6575743310000001|0.875868891|0.647727179|1|0.930113409|-0.054262142|-0.06530408|-31.35942689|-37.74083422|12.88007087|0.069886591|40.38918044|-21.81135655|59.55648883|44.63993001|-641.5941818|-7.889214068999999|13.18281017|0.924411925|5425.1341090000005|-370.7930613|18.0546182|0.011937709|-296.0029432|575.2252237|6.89909579|1.0|1.0|1.0|1.0|0.0|3.31|3.49|0.23|21.0|-8.05|4.97|5.22|68.9|3.15|2.0|0.0|111.64|0.0|1.0|4.0|-5.14|-5.74|1.0|-4.97|1.06e-05|0.00395|0.0|0.0|-0.05582|4907.0|3.2|3.78|-1467.463842|630.04|1071.03|252.67|479.99|0.65942|0.0403|-0.15885|-0.2146699999999999|0.02336674|-1467.255521|5.3012|0.11|6.9586|6.9586
8d_a12|0.0|1|6.580639137|0.0|0.057525383|-0.0076893469999999|4.59511985|-0.048642535|2|0.038347953|0.0276482139999999|2.075171777|-0.376778003|10.94458983|1|0.001575111|0.016135176|-0.484923957|0.8857286320000001|0.8078610759999999|0.8405406040000001|1|0.858710112|-0.077834742|-0.103548595|-43.27410838|-57.57034769|90.34024296|0.141289888|78.55353315|-32.00762818|0.0|64.53435462|-978.6959108|-12.09177064|12.96695233|0.8695567329999999|5255.11762|-544.129679|26.08195789|0.012525773|-371.2392138|503.2240425|6.964006932|1.0|1.0|1.0|1.0|2.0|4.06|2.23|0.1|21.0|-8.37|3.87|2.67|65.96|2.83|2.0|0.0|112.14|0.0|1.0|3.0|-4.58|-5.96|1.0|-4.61|2.43e-05|0.0085799999999999|0.0|0.0|-0.05488|4.2383|3.53|3.7397|-1138.296407|600.2|1007.85|292.53|433.32|0.4997399999999999|0.0853|-0.15306|-0.20794|0.04004678|-1138.139635|3.0277|25.0|7.6021|7.6021
9o_a24|0.0|1|6.605297921|0.0|-0.064667223|-0.007052095|4.59511985|-0.044044637|3|0.028472222|-0.087807028|0.0|-0.387865233|10.94506726|1|0.002019902|0.00294424|-0.38043264|0.738419215|0.846075714|0.7086274779999999|0|0.770273808|-0.088586421|-0.08834189|-51.29122728|-51.14964436|32.50178358|0.229726192|133.0106596|-29.61546471|44.8382925|66.24061038|-971.8432428|-11.03321234|11.83284872|0.945954873|6697.297449000001|-562.6938294|28.52459128|0.026064002|-194.5965258|663.2688909|15.09096602|1.0|0.0|1.0|1.0|2.0|3.96|2.84|0.04|23.0|-7.91|3.75|4.36|92.79|1.23|1.0|0.0|120.73|0.0|1.0|6.0|-4.49|-6.83|0.0|-4.4|3.9500000000000005e-05|0.0167|0.0|0.0|-0.04527|5.8802|4.41|4.2643|-1388.147972|611.03|1126.94|210.85|432.84|0.65292|0.0288|-0.17826|-0.22353|0.0533144|-1387.945865|5.9089|446.0|6.3507|6.3507
SB431542_a8|0.0|1|7.535296702|1.4114120369999998|-0.007805495|-0.014434378|5.4161004020000005|-0.1950388569999999|1|0.041909722|0.096884952|0.0|-0.721718925|10.94951956|1|-0.005306541|0.089375589|-0.494976661|0.76592324|0.8220300859999999|0.7318727540000001|0|0.5653298489999999|-0.128342313|-0.124595991|-76.82006387|-74.57768059|170.1252996|0.434670151|260.1744351|-44.6389196|89.26670319|89.64885355|-1342.398251|-17.46740332|14.04829994|0.908729075|6203.505123|-803.5005528|38.35632812|0.025179219|-312.2404091|529.053307|15.07117296|0.0|0.0|1.0|0.0|2.0|3.35|2.75|0.05|23.0|-6.76|3.13|2.72|112.23|1.9|1.0|0.0|109.21|0.0|1.0|4.0|-4.4|-7.04|0.0|-4.14|7.28e-05|0.0292|0.0|0.0|||||||||||||||||79.08|4.1019|4.1019
14ad_a23|0.0|0|7.423568444|3.3437482860000003|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|2|0.0444129979999999|0.118047355|0.735584095|-0.4663820279999999|10.31321689|2|0.009675528|-0.253318853|-0.376350719|0.7763406840000001|0.8356326820000001|0.7317531540000001|1|0.887131635|-0.059168372|-0.085840335|-42.29008971|-61.35364811|52.63180108|0.112868365|80.67170209999999|-43.85199724|114.237062|85.20135045|-1165.7193140000002|-15.14887177|16.34071148|0.8866211979999999|7308.229822|-833.1879476|36.80430179|0.033365494|-108.4705382|770.8206617000001|23.84770234|0.0|0.0|1.0|1.0|1.0|3.73|3.49|0.12|26.0|-7.6|3.48|4.03|123.48|2.42|2.0|1.0|133.27|0.0|1.0|7.0|-5.8|-6.68|0.0|-5.08|8.22e-06|0.0038799999999999|0.0|0.0|-0.06925|3.3867|2.99|3.3867|-1858.957788|747.83|1287.26|366.09|618.01|0.6956600000000001|0.4106|-0.13734|-0.20659|0.01481488|-1858.733603|6.7584|4.0|8.3595|8.3595
3d_a49|0.0|0|7.535296702|2.089548665|-0.0960135969999999|-0.003398408|5.4161004020000005|-0.3456333889999999|2|0.036335697|-0.087308534|1.775376197|-0.173318804|10.35020259|1|-0.004253844|-0.129666234|-0.202380888|0.914407252|0.863438637|0.846953747|1|0.733071652|-0.099295364|-0.094384452|-57.52001036|-54.67520803|137.78978830000003|0.266928348|154.6267696|-31.67236018|0.0|65.59130031|-984.1537446|-12.12984007|12.87442833|0.946920034|6018.145364|-570.1024832|27.67490257|0.018844179|-297.31302830000004|549.3593871|10.91609228|1.0|0.0|0.0|1.0|3.0|3.29|0.0|0.15|21.0|-6.15|0.72|4.46|121.39|1.07|1.0|0.0|111.41|0.0|1.0|4.0|-5.19|-6.58|1.0|-4.44|3.6200000000000006e-05|0.0142|0.0|0.0|-0.05766|5.1844|4.02|3.8907|-1594.595995|615.3|1044.19|239.15|455.47|0.67215|0.0931|-0.16147|-0.21913|0.04373784|-1594.435881|2.3278|2.34|5.6308|5.6308
8f_a12|0.0|0|6.580639137|0.0|0.110310585|-0.008295703|4.59511985|-0.062406088|2|0.038347953|-0.013400998|2.177023629|-0.3981937339999999|10.31134658|1|-0.00094279|-0.125424286|-0.560548116|0.902669729|0.80546986|0.8409290840000001|1|0.869823177|-0.072634742|-0.098932601|-41.27611074|-56.220383|83.13642146|0.130176823|73.97552223|-31.9483307|0.0|63.05721575|-955.746511|-12.34367323|13.00131176|0.853035146|5481.952981|-543.1216218999999|25.9168408|0.012030968|-384.290491|524.0516742|6.836832748|1.0|1.0|1.0|1.0|1.0|4.09|3.26|0.1|21.0|-8.42|4.99|3.41|78.41|3.1|2.0|0.0|115.66|0.0|1.0|3.0|-5.7|-5.47|1.0|-5.24|5.72e-06|0.00211|0.0|0.0|-0.06179|4.1744|4.19|3.6536|-1481.146454|606.97|1020.81|297.01|441.97|0.65098|0.2466|-0.15061|-0.2124|0.03056355|-1481.008909|1.4701|646.0|6.1898|6.1898
9_a1|0.0|1|6.86171134|0.0|0.020428974|-0.00614716|4.727387819|-0.1075163359999999|1|0.037578348|-0.110185988|0.0|-0.282769361|10.94877277|1|-0.0018191779999999|-0.093062585|-0.483335578|0.582499378|0.7964939409999999|0.572272366|0|0.755276458|-0.080888063|-0.085722429|-46.63553015|-49.42275468|63.73880199|0.244723542|141.093898|-28.49439431|0.0|57.60218193|-790.7640749|-10.60256533|13.91191974|0.826725116|5063.330971|-455.910309|23.52578164|0.014186995|-324.81308110000003|472.9447227|8.17942725|1.0|1.0|1.0|1.0|1.0|2.78|2.66|0.05|23.0|-8.98|5.86|5.57|58.64|2.74|2.0|0.0|102.84|0.0|1.0|4.0|-4.68|-5.81|1.0|-4.79|1.62e-05|0.0057799999999999|0.0|0.0|-0.07602|3343.0|5.6|3343.0|-1187.226314|600.6|1007.04|370.88|487.19|0.70296|0.5409|-0.13413|-0.21015|0.03294951|-1187.065335|6.4447|6.0|5.2218|5.2218
18c_a30|0.0|0|7.412764017000001|0.0|0.12157783|-0.0109670669999999|5.351858133|-0.118776867|2|0.042560386|0.011887112|0.0|-0.625122815|10.31163825|1|-0.002215642|0.006103754|-0.562807327|0.841060094|0.885516463|0.802578397|0|0.717052026|-0.105618255|-0.1115683|-71.31647561|-75.33411705|384.391404|0.282947974|191.0545887|-50.86775696|103.215593|87.76550537|-1506.682341|-19.19537998|13.8741593|0.81455244|6685.737642|-1017.355139|36.16826708|0.018410634|-386.2200097|713.7769663|12.43138832|1.0|0.0|0.0|0.0|2.0|4.85|0.0|0.13|17.0|-6.19|3.04|1.72|124.74|2.06|1.0|0.0|135.37|0.0|1.0|6.0|-5.01|-7.05|0.0|-4.3|5e-05|0.0221|0.0|0.0|-0.05575|3.4848|4.54|3.4848|-1744.500825|711.56|1209.11|355.78|543.46|0.69123|0.3879|-0.14225|-198.0|0.04503016|-1744.28923|8.64|12.0|7.9208|7.9208
18a_a30|0.0|0|7.412764017000001|0.0|0.045071414|-0.006673169|5.351858133|-0.02919335|2|0.040166667|-0.041327798|0.0|-0.353677943|10.31163887|1|0.005458948|-0.094526372|-0.452377064|0.8421237309999999|0.842671963|0.7961424690000001|0|0.85918121|-0.072474599|-0.095397479|-45.11907802|-59.38972262|79.18861306|0.14081879|87.66676984|-36.97308547|0.0|69.35818061|-1128.40473|-14.33650253|12.72666325|0.8050400790000001|5942.293347|-702.4886239|29.1318055|0.016012295|-361.7006453|620.9195447000001|9.968457988|1.0|0.0|1.0|0.0|1.0|4.75|0.0|0.14|17.0|-6.64|3.84|2.62|81.65|2.82|2.0|0.0|127.28|0.0|1.0|5.0|-5.28|-5.98|0.0|-4.85|1.4e-05|0.0056|0.0|0.0|-0.05605|3.4712|3.82|3.4712|-1575.786909|665.12|1120.46|357.18|508.08|0.69033|0.3781|-0.1418|-0.19785|0.03180853|-1575.604922|5.2813|25.0|7.6108|7.6108
