molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
A8301_a51|0.0|0|0|0|0.0|0.0|1|6.86171134|0|0|1.700610355|0.0245770529999999|4.727387819|-0.028789626|2|0.039058957|0.078523314|-0.242873103|0.00740124|-0.012770742|10.31321735|-0.1227504419999999|-0.0618359079999999|2|0.6959300979999999|-0.21474885|0.750630149|0.7234449559999999|1|-0.055295165|-0.0780376929999999|0.339244706|-35.90764428|-50.67621589|-0.032775831|-32.90818536|78.46116212|-23.3177516|56.90163721|-21.28401067|0.4799553379999999|607.0025787000001|-1064.200534|2461.663545|0.145040365|6.890532887999999|13.24988678|0.922911768|94.18649643|-691.0718926|24.89475504|0.009586697|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|1.0|3.49|27.0|-9.38|5.5|5.52|87.72|3.35|129.04|0.0|5.0|-6.6|3.0|-5.31|-5.93|2.5e-07|0.000105|1.17e-06|5.02|0.0|4.12e-10|1.74e-07|||||||||||12.0|7.9208|7.9208
11_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|0|0.0|0.035230036|0.0|-0.156077888|3|0.033931624|-0.0586047379999999|-0.427212659|-0.007419345|0.081235787|10.93671007|0.046339015|-0.079543257|3|0.715054643|0.07716247|0.770028429|0.686454722|1|-0.08164597|-0.096486559|0.572646116|-50.01659041|-59.10798423|-0.035945973|-36.20974614|1.882633323|-30.64032829|66.9895812|-22.02062158|0.4686568239999999|488.1611434|-1123.0517|2201.328597|0.183391205|5.966142027|11.22841564|0.8820228529999999|112.34605729999998|-687.9851765999999|26.96593732|0.0128657439999999|1375.2628029999998|670.2339441|7.881596968999999|1.0|1.0|0.0|1.0|2.0|3.28|28.0|-10.55|5.58|6.68|70.93|3.0|124.7|0.0|4.0|-6.29|5.0|-5.28|-6.03|5.110000000000001e-07|0.000216|9.32e-07|5.06|0.0|2.81e-11|1.19e-08|3.7253|4.84|3.7253|-1396.145101|654.49|332.82|549.52|-0.1546|0.03959805|-1395.980918|0.04|7.4|7.4
19d_a38|0.0|1|0|0|3.314284769|0.0|0|7.412764017000001|2|2|0.0|0.013465335|5.351858133|-0.17467835|2|0.04572104|0.019858574|-0.6999264340000001|-0.011156837|-0.0555594909999999|10.95446448|-0.024688524|-0.128079012|1|0.853092207|-0.039361255|0.908591797|0.730686013|0|-0.116424545|-0.1248815919999999|0.3509455999999999|-74.84120843|-80.2776536|-0.04393982|-51.60489663|115.6739235|-48.11018574|94.84426896|-28.24584108|0.478151237|406.0626253|-1525.275418|2995.494247|0.250518301|7.056031803|13.52121974|0.916264002|161.0407189|-980.493036|37.68716585|0.022660131|2035.106956|686.8472757999999|14.56661536|0.0|0.0|0.0|0.0|4.0|4.91|17.0|-6.41|2.34|1.65|124.32|1.65|133.79|0.0|6.0|-3.87|5.0|-7.84|-3.62|0.000134|0.0594|0.0002399999999999|1.65|0.0|3.94e-07|0.000175|5.3771|4.13|3.6586|-1500.850957|679.08|230.58|517.77|-0.15054|0.04735828|-1500.683599|11.0|7.9586|7.9586
12n_a36|-3.404662145|1|0|0|3.400581499|0.0|0|7.412764017000001|2|2|0.0|0.039596635|5.351858133|-0.350034917|2|0.0438779959999999|0.027627601|-0.619926573|-0.006862238|-0.035989956|10.31810354|-0.000273044|-0.261631709|1|0.81793955|-0.000421339|0.869718963|0.750657639|0|-0.089275906|-0.115872034|0.239018516|-60.42525197|-78.42650015|-0.039955874|-53.08197085|26.74179417|-40.89805687|92.79755725|-27.04362074|0.454498749|487.397992|-1568.530003|3465.537153|0.258248547|6.863551112000001|12.58209967|0.833176363|174.79221719999998|-1061.639417|36.45914091|0.021232665|2114.630173|805.2286932|14.3710571|0.0|0.0|0.0|0.0|3.0|5.03|17.0|-6.87|1.28|2.15|123.75|0.84|142.02|0.0|7.0|-3.85|6.0|-8.03|-3.72|0.0001409999999999|0.0668|0.0001889999999999|1.64|0.0|1.36e-07|6.45e-05|5.3573|6.24|3.6382|-1876.168847|714.14|231.43|566.87|-0.14928|0.03261661|-1875.961945|15.0|7.8239|7.8239
13b_a5|0.0|1|0|0|2.948625157|0.0|0|7.153833802|1|1|0.0|-0.142746146|5.209486153|0.011339656|2|0.02468599|-0.006314305|-0.251535058|0.0064510459999999|-0.104404004|10.94530329|-0.017963913|-0.091464693|2|0.765309977|-0.0330907489999999|0.8184221559999999|0.653356347|0|-0.0694958329999999|-0.074710354|0.468748106|-44.93506461|-48.3067033|-0.02636836|-31.23446039|46.77748445|-29.05440446|62.24204745|-17.04942469|0.455921715|537.6736515|-869.5206594|1177.571784|0.345923611|8.427551282000001|15.48959317|0.837970799|223.6695238|-562.2202871000001|26.06641209|0.021552174|1329.387016|638.8437454|13.93534415|0.0|1.0|1.0|1.0|1.0|2.97|23.0|-8.36|4.64|4.06|74.77|1.96|119.8|0.0|5.0|-4.24|4.0|-6.58|-4.43|5.69e-05|0.0225|3.75e-05|3.01|0.0|4.36e-09|1.72e-06|4.6733|4.66|4.1793|-1276.030896|672.43|265.31|503.93|-0.17274|0.035153|-1275.865034|0.11|6.9586|6.9586
12at_a36|0.0|1|0|0|3.4361495580000003|0.0|0|7.412764017000001|2|2|0.0|-0.04229234|5.351858133|-0.073048351|2|0.039952719|0.054794728|-0.653190113|-0.001148437|-0.076129505|10.95446888|-0.037590959|-0.227404687|1|0.8384626709999999|-0.063825255|0.890810337|0.7767870459999999|0|-0.084721769|-0.110637955|0.301423347|-58.66704838|-76.61315774|-0.037537878|-53.05210062|80.75773169|-40.6250081|95.60375457|-25.99374995|0.49342323|520.6361161|-1455.649997|2388.600265|0.325557803|8.837213274|17.44496351|0.974034457|225.4381077|-1007.989912|38.54110857|0.027424543|2158.30208|735.3783268|18.99059683|1.0|0.0|0.0|0.0|2.0|4.9|17.0|-6.62|2.7|1.67|95.5|1.89|135.03|0.0|7.0|-4.18|6.0|-7.18|-4.08|6.579999999999999e-05|0.0289|8.36e-05|2.53|0.0|2.42e-07|0.000106|4.7133|4.5|3.8408|-1460.797444|733.29|263.05|589.75|-0.15607|0.03651452|-1460.61293|78.0|7.1079|7.1079
11_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.0|0.119431379|4.727387819|-0.127546771|3|0.042795699|-0.101436441|-0.363112913|-0.008037672|0.044912659|10.31163053|-0.023103765|-0.0947326669999999|3|0.724492061|-0.04179402|0.793311683|0.834020779|1|-0.0955396769999999|-0.099420732|0.175996916|-45.19136777|-47.02715152|-0.0391657429999999|-22.2443844|80.34769756|-21.37603754|57.08178682|-18.52584757|0.4680759679999999|367.9098016|-611.3529698|1105.41974|0.2475152639999999|5.475372235|10.29352296|0.8799677029999999|117.0775712|-289.1769972|24.61956593|0.021256639|812.4456757999999|311.6695405|10.0546353|0.0|1.0|1.0|1.0|1.0|3.19|21.0|-6.51|3.79|3.41|105.82|0.8|88.28|0.0|2.0|-4.08|4.0|-6.59|-3.71|8.37e-05|0.0256|0.000197|2.22|0.0|3.06e-07|9.35e-05|3.2232|2.12|3.2232|-1288.165162|508.58|384.66|346.18|-0.13118|0.02994326|-1288.10577|0.04|7.3979|7.3979
6a_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1|2|1.78213955|0.117890918|6.401917197|-0.077397672|0|0.035707071|-0.146542353|-0.68730803|-0.001347823|0.104332675|10.30179985|-0.230955427|-0.040435852|0|0.801647855|-0.340539542|0.861720535|0.657059571|1|-0.109047987|-0.117413572|0.360858579|-68.11170799|-73.33687786|-0.049149867|-45.80643937|36.84483305|-42.542782200000005|81.37714586|-30.69915817|0.41480944|458.303126|-1320.063801|2536.88262|0.132148181|6.945713476|11.8691482|0.708845065|82.54016015|-824.5159087000001|35.37373259|0.012872604|1521.070502|557.4018948|8.040268001|1.0|0.0|1.0|1.0|1.0|3.99|14.0|-4.05|4.38|3.07|173.43|1.62|120.14|1.0|5.0|-7.11|5.0|-6.32|-4.99|7.85e-08|3.47e-05|1.03e-05|3.77|1.0|8.950000000000001e-05|0.0396|2.9836|7.73|2.9836|-2371.560378|649.48|415.55|497.78|-0.11995|0.01952089|-2371.443161|0.04|7.3979|7.3979
17_a47|0.0|1|1|1|3.011740664|0.0|0|6.605297921|0|0|0.0|-0.181485377|4.59511985|-0.019259259|3|0.031802469|-0.105849578|-0.2032813319999999|0.0042378929999999|0.075303828|10.9385382|-0.006331624|-0.031505291|3|0.75807704|-0.010871607|0.814790949|0.7666613659999999|1|-0.07185129|-0.082994667|0.522140199|-43.82821253|-50.62550618|-0.02987808|-30.88080199|0.0|-26.73455447|60.33408274|-18.22518223|0.46147021|519.8795281|-911.2591113|1573.836082|0.2542482339999999|7.055517075|13.10144249|0.8569074879999999|155.087622|-555.8544359|24.43867122|0.0159160889999999|1221.9335609999998|630.8611986000001|9.708576558|1.0|1.0|0.0|1.0|2.0|3.44|27.0|-10.1|5.12|5.44|79.38|2.26|119.83|0.0|4.0|-5.4|4.0|-5.83|-5.21|3.98e-06|0.00156|6.11e-06|4.03|0.0|7.96e-11|3.12e-08|4.2784|3.07|4.2784|-1254.943823|656.78|289.79|477.67|-0.17606|0.04130125|-1254.795084|5.0|8.3|8.3
35_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|2|2|0.0|0.068150325|4.844187086|-0.020425504|1|0.03531746|-0.069149293|-0.44784362|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|-0.117857059|0|0.737094825|-0.017913121|0.774007861|0.7277482059999999|0|-0.081822342|-0.084219749|0.3888901179999999|-60.302584200000005|-62.06945887|-0.033440195|-45.74482543|74.92670772|-44.44264921|67.9315105|-24.64522632|0.465531336|590.1597827|-1675.875389|1761.858479|0.125426193|9.184536969|17.18442554|0.87101708|92.43836482|-1235.110287|28.17969862|0.007954001|1916.219506|1056.535856|5.862051629|1.0|1.0|0.0|1.0|3.0|4.3|18.0|-9.55|4.13|3.35|85.29|3.33|151.05|0.0|8.0|-6.06|3.0|-6.0|-5.53|8.629999999999999e-07|0.000415|2.96e-06|4.55|0.0|2.81e-10|1.35e-07|3.2146|8.09|3.2146|-1532.976969|796.47|385.69|657.07|-132.0|0.02600607|-1532.627182|24.0|7.6198|7.6198
12y_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.048343649|5.351858133|-0.037335306|2|0.044197531|-0.089502772|-0.353814891|0.00604028|0.061944378|10.31162818|-0.058184644|-0.0922059569999999|1|0.768409873|-0.095969764|0.8146529229999999|0.803183654|0|-0.070903795|-0.091248521|0.374181804|-47.598277|-61.25585229|-0.034840345|-41.1215369|0.0|-31.95309886|69.55490151|-23.38859815|0.445723724|569.8856940000001|-1286.372898|2411.415644|0.179891855|8.067590558|14.55517927|0.804154433|120.7628216|-863.552275|28.51891948|0.012362508|1568.540572|754.3941655|8.299049218|1.0|0.0|1.0|0.0|1.0|4.86|17.0|-7.38|4.87|3.23|81.65|3.25|137.21|0.0|5.0|-6.04|4.0|-5.64|-5.46|9.14e-07|0.00039|3.48e-06|4.6|0.0|4.12e-08|1.76e-05|5.1973|4.45|3.4718|-1654.382468|728.75|238.56|585.59|-0.1475|0.0311422|-1654.190369|22.0|7.6576|7.6576
17_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.0|0.188373421|4.727387819|-0.118246266|2|0.047430556|-0.015463451|-0.349676046|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|0.036673175|2|0.767641592|-0.085686119|0.838125715|0.773152968|1|-0.098658557|-0.096067661|0.225087454|-50.20132919|-48.88298017|-0.039557272|-24.87357062|76.17242478|-25.54439812|55.39769571|-20.12828595|0.4383349039999999|408.6362608|-684.3617224|1667.279771|0.159937821|6.2477303310000005|11.12358659|0.780420408|81.38261354|-348.2299886|23.96047156|0.012803096|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|1.0|1.0|3.13|21.0|-7.48|4.96|4.66|92.93|2.37|95.5|0.0|2.0|-5.53|3.0|-5.61|-4.93|2.96e-06|1.0|1.18e-05|3.88|0.0|3.28e-08|1.11e-05|3.2102|3.57|3.2102|-1731.72355|537.32|386.22|393.58|-0.13155|0.02878063|-1731.663157|23.0|7.6383|7.6383
1_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|0|0.0|-0.22215316|0.0|-0.043374667|2|0.0381893|0.06459652|-0.541427319|0.001244652|-0.068297833|10.95880609|-0.000905902|-0.270248221|2|0.705825714|-0.001544849|0.74357498|0.795437721|0|-0.068077117|-0.1117462069999999|0.7100707390000001|-44.01415991|-72.24770503|-0.031142386|-46.71058649|63.14412039|-28.45664402|90.40184737|-20.13460632|0.437969049|566.1848585|-1228.210985|2855.495631|0.394072483|6.580146251|11.7078005|0.77926144|254.7811976|-794.0799704|33.22939752|0.0280791829999999|2026.993248|851.7423982|18.15414234|1.0|1.0|1.0|1.0|1.0|3.91|24.0|-10.02|5.46|6.32|74.73|2.2|132.94|0.0|8.0|-6.55|6.0|-5.38|-5.97|2.830000000000001e-07|0.00013|1.08e-06|5.23|0.0|9.53e-11|4.36e-08|4.3834|4.68|3.2188|-1510.117336|697.35|282.85|598.34|-0.1365|0.01894559|-1509.851127|44.0|7.3565|7.3565
12av_a36|0.0|1|0|0|3.4520047430000003|0.0|0|7.412764017000001|2|2|0.0|0.049150854|5.351858133|-0.081537769|2|0.04250591|0.06882889|-0.605432791|-0.00233752|-0.021036176|10.96037173|-0.039627578|-0.213993335|1|0.8076780109999999|-0.067408377|0.8571025990000001|0.817582774|0|-0.082283524|-0.105593135|0.277834652|-57.31621925|-73.55299094|-0.035197712|-51.2347934|124.9387725|-39.92474833|91.5101903|-24.51766365|0.491188387|524.1323793|-1397.506828|2354.591519|0.328083083|8.975655204|17.64042914|0.965363947|228.5327731|-973.4610746|36.48912989|0.025779468|2079.880404|757.7532208|17.95719936|0.0|0.0|0.0|0.0|3.0|4.96|17.0|-6.93|2.38|1.65|98.3|1.49|138.06|0.0|7.0|-3.54|5.0|-7.66|-3.64|0.000292|128.0|0.000227|1.85|0.0|1.1800000000000001e-07|5.18e-05|4.8408|4.5|3.4402|-1440.945099|733.21|256.12|588.31|-0.14122|0.04308001|-1440.738332|39.0|7.4089|7.4089
21_a34|0.0|0|0|0|0.0|0.0|1|8.002694162000001|2|2|1.88614418|0.026135784|5.860786223|-0.091664226|1|0.036880342|-0.125881566|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|-0.009996155|-0.407759867|1|0.740092842|-0.015568862|0.796991578|0.660871869|0|-0.09533089|-0.117789944|0.527371706|-63.96857813|-79.03896823|-0.041572921|-53.03643341|77.34839362|-42.9239565|95.12565978|-27.89610644|0.4688149339999999|453.8692584|-1422.701428|2429.6035|0.271739906|7.253455092999999|13.65523159|0.882583047|182.341897|-954.6558014|38.30514214|0.023973624|1953.562249|659.7484451|16.08669155|0.0|0.0|1.0|1.0|0.0|3.43|23.0|-7.68|3.64|3.23|86.55|1.72|122.59|0.0|4.0|-4.5|6.0|-6.83|-4.71|3.14e-05|0.0138|1.94e-05|3.02|0.0|2.07e-08|9.06e-06|4.3011|7.78|3091.0|-1483.305698|698.17|288.26|530.93|-0.13338|0.03023936|-1483.12009|3.36|5.4737|5.4737
18d_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.041146136|5.351858133|-0.064217094|2|0.040899471|-0.071608958|-0.385441836|0.001139238|-0.053728319|10.31163881|-0.087019298|-0.120380857|1|0.815003426|-0.149451598|0.870930234|0.64876559|0|-0.07812727|-0.103191184|0.346980269|-49.44608411|-65.3088221|-0.037906966|-41.33339749|0.0|-31.29400567|75.80070349|-23.99099587|0.443774287|508.389239|-1175.558798|2894.162522|0.216715605|7.063141946|12.69833771|0.797831306|137.15746130000002|-744.0011548|30.62871675|0.016577694|1500.807121|618.6004214|10.49188139|1.0|0.0|1.0|0.0|1.0|4.75|17.0|-6.9|4.25|3.18|81.65|3.2|127.24|0.0|5.0|-5.39|5.0|-6.02|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|1.26e-07|5.260000000000001e-05|5.0125|4.07|3.4682|-1674.987709|669.66|247.35|508.7|-0.14167|0.03258724|-1674.8453470000002|21.0|7.6737|7.6737
2_a33|0.0|1|1|1|3.396444161|0.0|0|7.765993078999999|0|0|0.0|0.047294725|5.733341277|-0.064926835|0|0.039958333|-0.049900189|-0.476784502|-0.002514803|0.070526947|10.31100266|-0.05997501|-0.148024156|0|0.833090592|-0.096644295|0.8799816220000001|0.753434785|1|-0.0804186|-0.104047115|0.411881091|-49.13901703|-63.57699532|-0.031851158|-38.84811555|44.34034244|-30.02592687|75.44970552|-19.46234551|0.4699986339999999|500.7570617|-953.6549298|3245.244678|0.297402265|6.152818143999999|11.60906093|0.8867875909999999|181.7248125|-582.7217333|27.70055258|0.019430318|1357.327077|618.9134881|11.8727102|1.0|0.0|1.0|1.0|2.0|3.57|19.0|-7.67|6.7|4.63|140.04|1.33|115.28|1.0|7.0|-6.35|4.0|-6.17|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|3.72|0.0|2.13e-08|8.78e-06|3.6281|5.11|3.6281|-1920.049452|655.74|341.74|525.38|-0.15012|0.02972182|-1919.890628|6.0|8.2596|8.2596
4m_a46|0.0|0|0|0|0.0|0.16407746|1|7.825245291|1|1|2.12888511|-0.245599013|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|-0.0329557579999999|0.011122528|-0.142061192|10.94319657|0.007901235|-0.029022201|1|0.747676221|0.011235955|0.7975218959999999|0.626578283|0|-0.067320375|-0.0672468|0.373463876|-35.4774406|-35.43866734|-0.0224155999999999|-18.67596877|35.77391986|-18.69640205|41.88525631|-11.81288911|0.463006576|500.1036387|-531.5800101|1639.260563|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|140.5828543|-280.1395315|16.11061509|0.012232753|724.9776792|486.9589609|6.446588969|1.0|0.0|1.0|1.0|0.0|3.59|17.0|-6.88|4.25|4.63|54.5|2.5|98.69|0.0|2.0|-4.52|3.0|-5.68|-4.57|2.99e-05|0.00981|2.68e-05|3.69|0.0|1.31e-07|4.31e-05|6.0419|3.45|4.3476|-1031.109224|558.63|205.21|468.63|-0.18308|0.02920209|-1030.980844|1288.0|5.8901|5.8901
20_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.017439295|-0.203359312|5.4161004020000005|-0.00123671|1|0.039635417|-0.061689675|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|-0.059498265|-0.103098674|1|0.7797803109999999|-0.105783279|0.8404413829999999|0.665774148|0|-0.060595472|-0.072188305|0.210083785|-29.16642156|-34.74640079|-0.0273144939999999|-16.72448692|68.49419443|-14.03867522|46.45917085|-13.14728679|0.421704107|441.9318823|-486.4496111|1379.418733|0.356414753|5.543543957000001|9.58599918|0.729218575|171.5531319|-234.1428169|20.4281979|0.024334176|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|1.0|0.0|3.23|17.0|-5.55|3.2|3.54|39.94|2.09|86.62|0.0|3.0|-3.46|3.0|-5.96|-3.87|0.000346|0.1|0.000134|2.96|0.0|2.79e-06|0.000806|5.1778|2.73|4.0419|-934.2266312|517.72|239.45|402.27|-0.16699|0.022349042|-934.150871|646.0|6.1898|6.1898
4_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.156628874|-0.183963421|5.4161004020000005|0.0159331539999999|2|0.036775068|-0.0214610589999999|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|-0.078747188|2|0.77276149|-0.063012715|0.8306695270000001|0.636572383|1|-0.049768752|-0.06873731|0.456474074|-25.64211031|-35.41518716|-0.0255766729999999|-18.24679326|42.42341622|-13.21145879|40.86951119|-13.17774406|0.398500394|480.8472306|-566.6429946000001|1883.42405|0.2062820269999999|5.326452915|8.855289118|0.66251148|106.2816773|-291.9486922|16.60255217|0.010586293|713.9097433|462.1867149|5.454324025|1.0|1.0|0.0|1.0|0.0|3.15|21.0|-7.57|4.52|4.41|43.6|2.66|100.08|0.0|2.0|-4.12|3.0|-5.79|-4.57|7.59e-05|0.0248|2.69e-05|3.52|0.0|2.71e-08|8.85e-06|5.382000000000001|3.24|4.0261|-1029.93716|566.84|230.37|394.06|-0.1696599999999999|0.02323788|-1029.813844|78.0|7.1079|7.1079
14z_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|3.305974434|0.08752343|5.351858133|-0.024897956|2|0.04314059|0.038811869|-0.30053593|0.009174505|-0.0438568409999999|10.31321795|-0.0229244|-0.125978901|2|0.802520527|-0.035965909|0.8668730109999999|0.64069202|1|-0.0582387179999999|-0.079754981|0.228957475|-40.56245532|-55.54823244|-0.03393829|-38.68856944|79.960755|-28.25118461|66.77741935|-23.63754572|0.474697407|644.4593172|-1110.964649|2692.627452|0.214395551|7.834464959|14.91419434|0.903664694|149.3235124|-773.7713888999999|30.08835522|0.01612263|1414.152695|665.6233736|11.22918692|0.0|0.0|1.0|1.0|1.0|3.42|26.0|-8.57|4.64|5.32|105.02|3.99|130.3|0.0|5.0|-6.77|4.0|-5.8|-6.13|1.7e-07|8.18e-05|7.37e-07|4.83|0.0|2.6899999999999996e-09|1.29e-06|4032.0|4.73|3.6632|-2549.0953670000004|715.41|307.5|586.28|-0.15195|0.01238131|-2548.957384|5.0|8.2941|8.2941
12ba_a36|0.0|1|0|0|3.389685532|0.0|0|7.412764017000001|2|2|0.0|-0.090865777|5.351858133|0.026411489|2|0.040566449|0.087201747|-0.423472625|-0.002123045|0.003750685|10.9478512|-0.011949092|-0.168084618|1|0.8256014690000001|-0.0202572689999999|0.890675195|0.796093405|0|-0.083210415|-0.108410153|0.330220757|-56.0578808|-73.03464847|-0.037526591|-49.20258616|16.1479891|-37.76553687|89.06670390000001|-25.28122447|0.49229954|572.4586103999999|-1314.6236720000002|2492.5731100000003|0.293104216|7.409667253999999|14.59456478|0.969665341|197.4608731|-885.6465508|35.76372225|0.023797439|1859.713557|688.1986357999999|16.03205543|1.0|0.0|1.0|0.0|2.0|4.8|17.0|-6.72|2.79|1.63|116.78|0.74|133.18|0.0|5.0|-4.77|6.0|-7.04|-4.25|1.6800000000000002e-05|0.0072599999999999|5.65e-05|2.67|0.0|1.91e-07|8.240000000000001e-05|5.2506|2.79|3.0114|-1417.426327|687.23|236.13|547.82|-0.12587|0.02839417|-1417.249741|21.0|7.6778|7.6778
16_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.843196334|-0.219944434|5.4161004020000005|-0.095499301|1|0.04501634|0.007101649|-0.089168424|0.0067511459999999|-0.148022089|10.94592242|0.019290123|-0.0513920109999999|1|0.774455255|0.0293772029999999|0.8366279120000001|0.482473457|0|-0.073335635|-0.080093659|0.292255386|-36.11951685|-39.44800181|-0.033372358|-19.42906425|74.430775|-17.789707500000002|45.11883447|-16.43666742|0.455802506|389.0176968|-591.7200271|1522.164774|0.167538305|5.548106463|10.19502391|0.837568182|82.51653675|-291.4359638|19.74465314|0.0115138339999999|710.807513|322.8922084|5.67083266|1.0|0.0|0.0|0.0|0.0|3.26|17.0|-6.36|4.49|4.96|30.71|3.44|85.02|0.0|2.0|-3.92|4.0|-5.64|-4.43|0.0001199999999999|0.0371|3.68e-05|3.59|0.0|4.33e-07|0.000134|4511.0|4.05|4.2257|-1057.478071|515.68|274.85|407.99|-0.17375|0.01638524|-1057.429593|343.0|6.4647|6.4647
18a_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.045071414|5.351858133|-0.02919335|2|0.040166667|-0.041327798|-0.353677943|0.005050384|-0.01286191|10.31163887|-0.094932667|-0.094526372|1|0.7885597609999999|-0.171895425|0.842671963|0.7961424690000001|0|-0.072474599|-0.095397479|0.294303776|-45.11907802|-59.38972262|-0.036990859|-36.97308547|0.0|-28.08889239|69.35818061|-23.02866795|0.445995681|534.88346|-1128.40473|2814.429655|0.209500834|7.050626413|12.72666325|0.8050400790000001|130.4247923|-702.4886239|29.1318055|0.016012295|1427.458469|620.9195447000001|9.968457988|1.0|0.0|1.0|0.0|1.0|4.75|17.0|-6.64|3.84|2.62|81.65|2.82|127.28|0.0|5.0|-5.28|4.0|-5.98|-4.85|5.23e-06|0.00208|1.4e-05|3.87|0.0|2.3100000000000002e-07|9.21e-05|3.4712|3.82|3.4712|-1575.755101|665.12|357.18|508.08|-0.1418|0.03180853|-1575.604922|25.0|7.6108|7.6108
14n_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|3.3716621960000004|0.009802461|5.351858133|-0.027380305|2|0.045165485|0.079559363|-0.376950283|0.010561248|-0.049694913|10.3132176|-0.059870135|-0.199540201|2|0.802854174|-0.099694124|0.861597051|0.71381683|1|-0.058928845|-0.082430028|0.209387766|-39.82324087|-55.70499288|-0.032325501|-37.64460956|97.39429807|-26.91195666|72.09248208|-21.84509525|0.469606631|603.6615822000001|-1114.099858|2195.877777|0.313179459|8.662092555|16.33144958|0.885393105|211.642042|-752.8921912999999|31.80611809|0.0242495529999999|1622.112023|683.7405759|16.3874892|0.0|0.0|1.0|1.0|1.0|3.53|26.0|-7.51|3.42|4.03|114.25|2.72|126.78|0.0|6.0|-5.63|5.0|-6.47|-5.02|2.32e-06|0.0010199999999999|9.57e-06|3.55|0.0|3.11e-08|1.3699999999999998e-05|3.4217|3.23|3.4217|-1744.42791|710.48|362.35|575.71|-0.1382|0.02300614|-1744.244532|1.0|9.2441|9.2441
