molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
3j_a32|0.0|1|1|1|3.564417045|0.0|0|8.234564993|0|1|0.0|0.0053427669999999|6.3044488020000005|-0.017889768|0|0.037373737|-0.029763115|-0.269814716|-0.000202965|-0.086191775|10.31100276|-0.052622352|-0.097980957|0|0.824282683|-0.084553991|0.8884057059999999|0.7557114|1|-0.070289671|-0.095013178|0.27811778|-37.33051857|-50.46105839|-0.030815085|-26.79963418|0.0|-19.82606536|58.58770587|-16.36574867|0.4482615029999999|459.4516326|-605.5327007000001|1778.1826620000002|0.251226|5.900829539|10.69497519|0.812452828|133.42496409999998|-321.5956102|21.85672669|0.015301673|808.6988876|398.2788055|8.126647477|1.0|1.0|1.0|1.0|1.0|3.27|19.0|-6.69|6.68|4.93|110.94|1.94|95.74|0.0|3.0|-5.92|3.0|-5.6|-4.8|1.21e-06|0.0004089999999999|1.58e-05|3.89|0.0|2.03e-07|6.86e-05|3.4982|3.02|3.4982|-1671.479105|564.55|354.42|405.19|-0.14498|0.02833407|-1671.402462|8.0|8.0969|8.0969
12k_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.0|-0.001755273|5.351858133|-0.029595542|2|0.042739018|-0.13882907|-0.44562817|0.0043261129999999|0.067265077|10.31162844|-0.038714845|-0.154412059|1|0.830875659|-0.067714819|0.883029843|0.7933543279999999|0|-0.079026221|-0.098188266|0.340031035|-52.35426525|-65.04897323|-0.035199567|-43.09444587|0.0|-34.68429919|80.03127603|-23.31944323|0.47195436|539.9866061|-1235.930491|2277.687222|0.291863802|8.416930701|15.93977881|0.893775698|193.3575303|-818.7944715|32.93073182|0.0226150579999999|1745.328787|704.0353382000001|14.9823028|1.0|0.0|1.0|1.0|1.0|4.72|17.0|-6.74|3.89|2.63|90.88|2.51|133.77|0.0|6.0|-5.44|5.0|-6.19|-4.93|3.59e-06|0.00154|1.19e-05|3.84|0.0|1.84e-07|7.87e-05|5.1958|3.58|3.4715|-1690.269144|710.82|238.62|564.62|-0.14743|0.03357755|-1690.094082|24.0|7.6144|7.6144
12ay_a36|0.0|1|0|0|3.50559949|0.0|0|7.412764017000001|2|2|0.0|-0.05976542|5.351858133|-0.043778345|2|0.043383838|0.1012005419999999|-0.404030255|0.003676818|0.012286423|10.9463292|-0.06756661|-0.169994208|1|0.78699829|-0.111814717|0.833398429|0.857993338|0|-0.074251203|-0.098945129|0.419950383|-48.12939044|-64.13591431|-0.035337546|-41.57269314|8.677627506|-31.1973159|74.29343346|-22.90568368|0.4530143439999999|537.618563|-1282.718286|3238.138932|0.221835195|6.466730436000001|11.82248632|0.828201506|143.79285900000002|-831.4538627999999|29.43551742|0.015670425|1648.388976|729.1873176|10.15751916|1.0|0.0|0.0|0.0|2.0|4.96|17.0|-7.34|3.76|2.5|69.2|2.45|133.68|0.0|5.0|-4.54|4.0|-6.38|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|4.55e-08|1.86e-05|3.9348|3.79|3.6561|-1311.547668|674.33|315.09|532.22|-0.15056|0.02880431|-1311.343228|18.0|7.7447|7.7447
40_a47|0.0|0|1|1|0.0|0.0|1|6.823286122000001|0|0|1.715145925|-0.246203395|4.727387819|-0.0934645509999999|3|0.041396825|-0.056839794|-0.179798097|0.002212256|-0.038143308|10.98214138|0.056362705|-0.338113214|3|0.836942961|0.090270598|0.900790582|0.607650682|1|-0.060416547|-0.083237511|0.237173658|-32.5926343|-44.90375373|-0.027052191|-24.22401965|0.0|-17.58259718|60.97203959|-14.59371996|0.4574577489999999|438.171933|-583.7487984|868.5333132000001|0.426343267|7.042383142|12.98034048|0.843174422|229.9974239|-314.91225539999994|25.43981292|0.029785575|1017.592517|388.178924|16.06828586|0.0|1.0|1.0|1.0|1.0|3.07|21.0|-7.08|2.96|4.04|68.52|1.52|94.28|0.0|3.0|-3.26|5.0|-6.78|-3.72|0.000546|183.0|0.000192|2.19|0.0|8.339999999999999e-08|2.79e-05|4.0176|2.06|3.7236|-1123.144637|571.5|308.6|444.47|-0.15231|0.02983032|-1123.049869|4.0|8.4|8.4
16d_a32|0.0|1|1|1|3.311658163|0.0|0|7.765993078999999|0|0|0.0|0.170838661|5.733341277|-0.087123461|0|0.0421759259999999|0.0115077539999999|-0.7589895790000001|-0.00839148|-0.134892903|10.31100273|-0.0517549079999999|-0.239509216|0|0.8575664540000001|-0.0847953219999999|0.916850163|0.7689748270000001|1|-0.091212351|-0.11491796|0.41654798|-53.23914436|-67.07571683|-0.036437402|-39.15098916|48.61700321|-31.07481011|86.50964771|-21.26791022|0.4429631189999999|440.9688416|-871.9843187999999|3152.666302|0.384250302|6.221435089|11.16880283|0.79521327|224.2805611|-508.962859|34.53986301|0.0332953229999999|1416.134383|457.7130665|19.43393087|1.0|0.0|1.0|1.0|2.0|3.35|19.0|-6.59|5.26|3.82|149.27|0.65|102.33|1.0|6.0|-5.65|5.0|-6.62|-4.18|2.22e-06|0.000856|6.659999999999999e-05|2.86|0.0|2.55e-07|9.84e-05|3.6271|3.78|3.6271|-1877.332369|621.59|341.83|489.97|-0.15009|0.02818209|-1877.241687|8.0|8.1135|8.1135
9g_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|0|0|1.849105962|-0.058811055|5.4161004020000005|-0.0220464379999999|0|0.043730159|0.07954859|-0.225327061|0.011921308|0.139758613|10.31197177|-0.145879501|-0.062672355|0|0.764275277|-0.242405063|0.821935848|0.665414608|1|-0.063539055|-0.079033043|0.002717414|-33.47455057|-41.63731423|-0.031197254|-21.93596333|64.08637519|-17.63553984|51.16627179|-16.43578193|0.476386801|476.5434822|-624.5597134|349.4421673|0.259759794|8.180261533|15.62271835|0.909806709|136.8503571|-329.0394499|22.20330888|0.018087202|843.7257374|384.6422631|9.528957565|0.0|1.0|0.0|1.0|1.0|2.8|22.0|-6.43|2.91|2.93|72.28|0.64|87.53|0.0|3.0|-2.49|4.0|-7.17|-3.09|0.00323|977.0|0.0008179999999999|1.37|0.0|3.720000000000001e-07|0.000113|3.0778|3.83|3.0778|-1332.476347|559.04|402.84|469.6|-0.12765|0.01134289|-1332.369643|3548.0|5.45|5.45
4e_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.085628989|-0.076526919|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|-0.060391347|2|0.803344301|0.032396301|0.856023531|0.731643066|1|-0.09422276|-0.087866673|0.433385455|-57.79309816|-53.89448633|-0.029288891|-33.05708028|60.11195021|-35.44835874|68.38360061|-17.96482878|0.471635821|464.3567821|-916.2062675|1647.641653|0.349671525|7.934910277|15.01788083|0.892633982|214.47685|-561.9703647000001|27.6242383|0.023622273|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|1.0|2.0|3.35|21.0|-7.36|3.4|2.83|92.93|1.25|114.08|0.0|6.0|-3.28|5.0|-7.52|-3.52|0.000528|211.0|0.000305|1.71|0.0|4.35e-08|1.74e-05|5.7301|3.34|3.7876|-1313.158118|660.22|216.37|504.63|-0.1585099999999999|0.04133034|-1312.98289|34.0|7.4685|7.4685
12l_a36|0.0|1|0|0|3.426092687|0.0|0|7.412764017000001|2|2|0.0|-0.0944961519999999|5.351858133|-0.008712073|2|0.039061728|0.128666217|-0.4203659179999999|-0.000143196|-0.05158636|10.95423322|-0.0452558729999999|-0.175397741|1|0.8174432229999999|-0.079106537|0.8772535459999999|0.8212311840000001|0|-0.079972189|-0.107815735|0.3827446779999999|-52.05361632|-70.17688229|-0.038052612|-45.67788557|1.281955437|-33.88151556|83.76912404|-24.7683114|0.4619814279999999|549.2389652|-1263.1838810000002|2385.788754|0.262041641|7.471134223|13.88638723|0.8586718990000001|170.5619816|-822.2019402000001|33.56329135|0.02088234|1711.727859|642.3830552000001|13.59224175|1.0|0.0|1.0|0.0|2.0|4.78|17.0|-6.66|2.75|1.76|92.99|1.38|128.47|0.0|5.0|-4.57|5.0|-6.68|-4.29|2.72e-05|0.0111|5.08e-05|2.95|0.0|2.21e-07|8.97e-05|3.8619|2.98|3.8619|-1325.15957|686.83|321.05|530.75|-0.15869|0.03508404|-1325.0137550000002|0.02|7699.0|7699.0
28_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|0|0|1.408016295|-0.053792245|4.727387819|-0.23494583|2|0.038387534|0.023813594|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|-0.126992366|2|0.832144916|0.074217097|0.896193695|0.614975047|1|-0.1132830309999999|-0.106779291|0.310094808|-67.33744077|-63.47150284|-0.038135461|-37.72858603|83.61576722|-40.02656804|82.27079846|-22.66839387|0.472690874|359.8303775|-952.0725426|1337.037733|0.34774073|7.864990866|14.91533234|0.8964208090000001|206.7032519|-565.9287905|34.75365534|0.031626405|1459.653524|428.5826478|18.79929562|0.0|1.0|1.0|1.0|2.0|3.08|21.0|-6.92|2.49|3.84|98.72|1.67|99.2|0.0|5.0|-3.67|6.0|-7.22|-3.66|0.000214|0.0816|0.000217|1.97|0.0|1.2099999999999998e-07|4.59e-05|3675.0|3.51|3675.0|-1335.722248|599.88|337.37|461.73|-0.15049|0.03698465|-1335.6279869999998|25.0|7.6|7.6
13g_a6|0.0|1|0|0|3.457632039|0.0|0|6.842683282|0|0|0.0|-0.0961994219999999|4.727387819|0.004767264|2|0.043020833|0.03536788|-0.381325604|-0.002407131|0.073394284|10.95053423|-0.080022038|-0.215607882|2|0.774238891|-0.144664763|0.832753533|0.789769968|1|-0.074216821|-0.091949419|0.2141642839999999|-51.67543048|-64.02222283|-0.0323525729999999|-44.57717132|0.0|-35.98038956|76.50577593|-22.52633766|0.444443571|607.1336751|-1216.422234|3916.754765|0.264266646|7.968172425|14.34268783|0.7999971709999999|184.0026638|-846.9662551000001|30.61752948|0.017929016|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|1.0|2.0|3.61|27.0|-10.57|5.41|4.79|103.17|1.13|128.63|0.0|6.0|-5.56|5.0|-6.31|-5.06|2.77e-06|0.0012|8.8e-06|3.7|0.0|2.67e-11|1.15e-08|5.9869|3.83|3.2472|-1386.573241|739.55|207.09|592.49|-0.1327|0.03802398|-1386.364067|119.0|6.9245|6.9245
4f_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.066693174|0.010266272|5.4161004020000005|-0.087045007|2|0.038839506|-0.087861524|-0.418450768|0.001532832|-0.064058097|10.92775957|0.0705130559999999|-0.025995042|2|0.7927086309999999|0.114367229|0.8557769120000001|0.670594896|1|-0.102926696|-0.089955514|0.480786546|-55.88123394|-48.83888562|-0.033471819|-26.51573683|59.72286429999999|-30.33918719|60.18871783|-18.1726086|0.437355335|400.1675422|-781.4221699|1629.651745|0.2816937089999999|6.302023735|11.20071713|0.7773206840000001|152.9378926|-424.2517893|25.29924744|0.020905063|1087.86764|467.1194103|11.34983222|0.0|1.0|1.0|0.0|1.0|3.07|21.0|-6.54|3.42|3.8|80.9|2.03|102.08|0.0|3.0|-3.99|5.0|-6.6|-4.09|0.000102|0.0365|8.120000000000001e-05|2.64|0.0|2.92e-07|0.000104|4.6249|4.07|3.7098|-1179.201105|575.01|268.08|411.94|-0.15517|0.03476467|-1179.080799|0.04|7.3979|7.3979
14c_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|3.349976042|0.06596946|5.351858133|-0.024758731|2|0.043538647|0.04174584|-0.296935034|0.010682694|-0.047853455|10.31321813|-0.047410593|-0.13187015|2|0.793551289|-0.077808321|0.857184548|0.659570836|1|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|-37.73933093|-53.17009158|-0.034046252|-35.33439343|81.41541733|-25.07982076|64.05912299|-22.62557089|0.459622824|613.3401089|-1063.401832|2379.221378|0.2165924689999999|7.832948614|14.49533577|0.8505592829999999|143.9373772|-706.6878684999999|28.88097191|0.016385474|1357.40568|633.3278634|10.88903141|0.0|0.0|1.0|1.0|1.0|3.4|26.0|-7.99|4.0|4.67|105.02|3.51|125.29|0.0|5.0|-6.13|4.0|-6.03|-5.55|7.49e-07|0.000334|2.83e-06|4.21|0.0|1.02e-08|4.55e-06|3.7031|4.1|3.7031|-2089.501598|693.64|334.81|549.86|-0.15143|0.02236136|-2089.354057|2.0|8.6253|8.6253
3c_a32|0.0|1|1|1|3.452148526|0.0|0|7.765993078999999|0|0|0.0|0.025890116|5.733341277|-0.048337951|0|0.043817204|-0.0522536959999999|-0.270034997|-0.00017094|-0.113334836|10.31100278|-0.01180891|-0.145525719|0|0.839409251|-0.019130435|0.901864778|0.774363061|1|-0.0679200029999999|-0.0943910459999999|0.216289509|-34.91603827|-48.52416391|-0.0288417079999999|-24.94510426|0.0|-17.94949454|57.94025396|-14.82682786|0.423167668|456.8935699|-533.7658031000001|1393.156794|0.306047878|5.605165488|9.717148607|0.733606015|157.331845|-274.3961469|21.36577928|0.018316536|769.1680542|370.5811396|9.416090047|1.0|1.0|1.0|1.0|1.0|3.22|19.0|-6.89|6.61|4.68|110.94|1.7|93.05|0.0|3.0|-6.18|3.0|-5.35|-4.91|6.65e-07|0.000217|1.22e-05|4.14|0.0|1.28e-07|4.18e-05|3.5169|3.02|3.5169|-1633.419633|544.22|352.54|425.74|-0.14219|0.02415856|-1633.348356|9.0|8.0458|8.0458
22_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|1.987636054|-0.043165663|5.4161004020000005|-0.115883451|1|0.044357639|0.004808337|-0.257448045|0.004765062|-0.2078428719999999|10.94586213|-0.023072107|0.034720243|1|0.7797803109999999|-0.037423832|0.8404413829999999|0.755510052|0|-0.09491995|-0.089955967|0.242642229|-45.61565825|-43.23011833|-0.036468635|-20.77508795|0.0|-21.92150631|48.65880447|-17.52572365|0.4359219589999999|413.8681986|-648.451775|1477.437886|0.155532959|5.495481464|9.742413394|0.772804341|74.7444381|-311.62631919999995|20.75359108|0.011296354|767.88287|338.71903330000004|5.428686137000001|1.0|1.0|0.0|0.0|1.0|3.3|17.0|-5.24|3.19|3.54|50.94|2.09|87.12|0.0|2.0|-3.77|3.0|-5.91|-3.98|0.000172|0.0497|0.000104|3.03|0.0|5.77e-06|0.0016699999999999|4.468999999999999|3.38|4.0537|-934.240411|519.39|277.43|400.29|-0.16754|0.030263407|-934.171365|47.0|7.3279|7.3279
15_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|1|1|0.0|0.079167398|4.727387819|-0.092127078|3|0.045993266|-0.182934001|-0.289938297|-0.006419472|0.126641951|10.33806279|0.021805556|-0.039798975|3|0.813015336|0.036380489|0.866559772|0.911346861|1|-0.092342351|-0.107619999|0.451058529|-47.26593592|-55.08588323|-0.037667|-28.19600959|0.0|-24.19332693|60.30684851|-19.28005913|0.461565365|398.6887321|-771.2023653|1433.713715|0.149672503|5.371119692000001|9.975434973|0.85723565|76.61068671|-394.7441342|22.67368656|0.010200078|906.9474625|402.781061|5.220965278|1.0|1.0|0.0|1.0|1.0|4.12|16.0|-5.78|2.21|1.56|89.99|0.96|94.29|0.0|2.0|-2.77|5.0|-7.35|-3.02|0.0017|547.0|0.000951|1.28|0.0|1.66e-06|0.000535|6.0077|2.33|3.7072|-1328.665275|553.81|206.37|398.12|-0.1576|0.0228507|-1328.581677|25.0|7.6021|7.6021
13a_a6|0.0|1|0|0|3.417162147|0.0|0|7.412764017000001|1|1|0.0|-0.042110772|5.351858133|-0.0265090529999999|1|0.041767677|0.031837397|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|-0.0525259259999999|-0.180339002|1|0.7722228729999999|-0.091892803|0.8299950709999999|0.8013954109999999|0|-0.094081761|-0.113446379|0.22670695|-61.52313164|-74.18628740000001|-0.040840697|-48.51283287|554.4922449|-40.23198232|87.37044493|-26.70706346|0.467070451|506.474367|-1335.353173|2626.396685|0.240087608|8.038453162|15.08351934|0.8764206290000001|157.0011174|-873.2309916000002|35.14492428|0.02016134|1757.246214|627.4287311|13.18415753|1.0|1.0|1.0|1.0|2.0|3.53|23.0|-9.01|4.98|4.32|95.85|1.29|116.79|0.0|5.0|-5.51|5.0|-6.1|-4.99|3.11e-06|0.0012699999999999|1.02e-05|3.8|0.0|9.77e-10|4e-07|5.9934|4.04|3651.0|-1350.057702|695.29|206.87|571.9|-0.14969|0.02818646|-1349.895534|46.0|7.3372|7.3372
16a_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|1|1|3.411338761|-0.0147904689999999|5.351858133|-0.013055633|3|0.046283951|0.062601621|-0.302174246|0.012426121|-0.088255625|10.31321796|-0.071458049|-0.335065967|2|0.8323974470000001|-0.116894582|0.890165467|0.7199622309999999|1|-0.041095401|-0.07288672|0.181301571|-26.53751114|-47.06687604|-0.025724725|-30.39361398|91.92609822|-17.13669862|65.21027197|-16.6118386|0.49525751|603.6746046|-847.2037686000001|1801.957216|0.414079278|8.024409307|15.89802615|0.981208279|267.3932664|-547.0850515999999|28.35168303|0.02809646|1445.935835|668.3493171|18.14339594|1.0|0.0|0.0|0.0|1.0|3.94|20.0|-5.27|2.03|2.52|108.26|2.04|125.79|0.0|5.0|-4.58|4.0|-7.02|-4.31|2.6e-05|0.0111|4.86e-05|2.66|0.0|5.38e-06|0.0023|1.6239|2.49|1.6239|-1685.8794469999998|670.04|763.49|555.21|-0.07625|0.03391189|-1685.6419010000002|39.0|7.4037|7.4037
15c_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.596256692|-0.134137693|4.727387819|-0.018518519|2|0.038137255|-0.026986769|-0.298463715|0.003784292|-0.023927419|10.9464374|0.006275578|-0.160566657|2|0.773044788|0.010828071|0.8353837409999999|0.639264982|1|-0.067475429|-0.080088202|0.615901609|-48.58045253|-57.66130245|-0.0302219629999999|-41.51455167|78.22334636|-34.97658951|75.52188549|-21.75898206|0.462157867|623.9175171|-1153.226049|2092.620825|0.338224886|8.626398368|16.03890406|0.859281634|243.5126145|-830.2910335|32.87972244|0.0248073129999999|1742.625289|731.8178649|17.86058304|0.0|1.0|1.0|1.0|1.0|3.49|27.0|-9.28|3.9|4.18|109.38|1.08|128.77|0.0|6.0|-4.86|6.0|-6.96|-4.62|1.39e-05|0.00618|2.4e-05|2.9|0.0|5.269999999999997e-10|2.35e-07|5.7361|4.79|3674.0|-1460.571156|715.42|216.15|575.8|-0.15408|0.03150096|-1460.387718|737.0|6.1325|6.1325
10_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|0|0.0|-0.003570214|0.0|-0.166367455|2|0.042276423|-0.169242585|-0.384667159|-0.008120645|0.0814897|10.93671036|0.007193585|-0.045289209|2|0.754096463|0.011239977|0.8077565520000001|0.6913602740000001|1|-0.076311525|-0.0936757959999999|0.417511484|-40.80144983|-50.08559665|-0.035388634|-26.77924406|0.0|-21.81529334|57.59863288|-18.9212254|0.411647394|449.6950454|-851.455143|1567.859561|0.198117368|6.277122171|10.66897998|0.699661037|105.9273263|-455.247149|23.5960035|0.014051737|1061.820157|498.0016816|7.51303623|1.0|1.0|0.0|1.0|2.0|3.02|22.0|-8.85|5.12|5.92|58.04|3.21|106.43|0.0|3.0|-5.75|4.0|-5.08|-5.5|1.77e-06|0.000638|3.18e-06|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|5.7693|4.37|3.7236|-1188.3744|579.86|214.9|426.55|-0.15445|0.03158831|-1188.244739|13.0|7.9|7.9
7_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.0|0.198126776|4.727387819|-0.106234254|2|0.03757716|-0.047419994|-0.327648836|-0.007540435|0.054347129|10.3116226|0.030246987|0.036673175|2|0.790667152|0.0507482109999999|0.8632654590000001|0.773152968|1|-0.1034274319999999|-0.096448591|0.5999725029999999|-51.18177092|-47.72824381|-0.036877402|-23.61864737|76.07607751|-25.32764885|55.15105143|-18.2490344|0.3987206729999999|387.1238241|-620.4671695000001|1952.029549|0.2007853889999999|5.198046584|8.644978051|0.663120542|99.36002106|-307.0424158|22.83370969|0.0149999089999999|776.3461295|353.7528308|7.422807617|1.0|1.0|1.0|1.0|1.0|3.02|21.0|-7.48|4.96|4.66|92.93|2.11|95.5|0.0|2.0|-5.44|3.0|-5.68|-4.87|3.67e-06|0.00124|1.34e-05|3.79|0.0|3.28e-08|1.11e-05|5.8849|3.09|3.4435|-1731.703107|522.73|210.68|362.61|-0.14816|0.03103579|-1731.651178|1023.0|5.9901|5.9901
8e_a12|0.0|0|1|1|0.0|0.0|1|6.803505258|1|1|1.873617728|0.050021617|4.727387819|-0.049397555|2|0.037430556|0.0661362779999999|-0.330207456|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|-0.136145064|1|0.761892879|-0.051240735|0.815412281|0.797199175|1|-0.05202522|-0.087795345|0.001151979|-29.79080011|-50.273571200000006|-0.031094185|-28.78776717|0.0|-17.05887601|61.4656313|-17.80522313|0.45384745|538.051884|-854.6507103|2112.908299|0.2887421289999999|6.446557205|11.80358346|0.830990262|165.34017769999997|-489.392042|25.03342862|0.019545275|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|1.0|1.0|4.11|21.0|-7.93|3.34|2.68|55.1|3.05|117.04|0.0|3.0|-4.37|4.0|-6.03|-4.69|4.25e-05|0.0156|2.03e-05|3.53|0.0|1.19e-08|4.34e-06|5.247999999999999|3.45|3.3044|-1177.593205|612.59|236.25|481.04|-0.13599|0.02580783|-1177.436953|588.0|6.2306|6.2306
14l_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|0|3.402752757|0.060717916|5.351858133|-0.026530366|2|0.046283951|0.042748013|-0.288615723|0.01269616|-0.060692376|10.313217800000002|-0.061788679|-0.136106024|2|0.778602826|-0.1010279259999999|0.836852328|0.6906097959999999|1|-0.053549434|-0.078204688|0.215920645|-35.3275485|-51.59307331|-0.0328459689999999|-34.03690099|81.90812552|-23.306234600000003|61.54673359|-21.66909079|0.492922575|607.777253|-1083.45454|2176.038061|0.210373806|8.006380163|15.78926563|0.972085426|138.7874759|-714.7749208|27.44221375|0.01508774|1372.110688|666.0036144999999|9.953660282|0.0|0.0|1.0|1.0|1.0|3.51|26.0|-7.78|3.88|4.33|105.02|3.24|125.25|0.0|5.0|-5.85|4.0|-6.1|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|1.65e-08|7.03e-06|3.6274|3.79|3.6274|-1669.224647|694.65|341.8|560.51|-0.14639|0.01168219|-1669.04569|7.0|8.1798|8.1798
4c_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1|2.102052126|-0.048954892|5.4161004020000005|-0.044371138|2|0.03583878|-0.099764463|-0.339843311|0.001379959|-0.102999091|10.92777281|0.006194124|-0.001647802|2|0.7796063109999999|0.010868461|0.826523164|0.752601535|1|-0.087753156|-0.086290519|0.407675441|-56.5385923|-55.59622798|-0.029809452|-35.82016427|59.70585149|-36.42732137|66.77901229|-19.20596967|0.473304159|490.6910965|-1056.328332|1683.872161|0.275946172|8.474369008|16.089682800000002|0.898629005|177.78970959999998|-680.5831211|26.5256103|0.0173567219999999|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|1.0|2.0|3.49|21.0|-7.97|3.55|3.19|98.72|1.47|120.43|0.0|7.0|-3.5|5.0|-7.53|-3.58|0.000314|0.13|0.000265|1.81|0.0|1.07e-08|4.4e-06|5.74|3.04|3.8067|-1332.607539|705.55|216.0|533.87|-0.15925|0.03969431|-1332.398001|255.0|6.5935|6.5935
18c_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|0|0|1.804590026|-0.191807441|4.727387819|0.013131848|2|0.038137255|-0.044828537|-0.213698903|0.005449965|0.009519672|10.31286086|0.006275578|-0.143402172|2|0.7669483559999999|0.010828071|0.8287956870000001|0.6922232890000001|1|-0.057956428|-0.076388478|0.5003904610000001|-40.094865000000006|-52.84635017|-0.028825841|-36.55965924|15.22791009|-27.73804808|67.73280290000001|-19.94201893|0.4777430589999999|644.1264387|-1056.927003|2574.178324|0.317309976|7.332936064|14.04085897|0.914766316|219.5183688|-731.1931848999999|29.21094233|0.0215181079999999|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|1.0|3.56|27.0|-9.46|5.36|4.98|124.4|1.47|136.36|0.0|6.0|-5.8|5.0|-6.63|-5.1|1.6e-06|0.000739|7.98e-06|3.5|0.0|3.4299999999999995e-10|1.58e-07|5655.0|3.5|3.7222|-1783.5397829999995|707.08|219.25|583.88|-0.15158|0.02279458|-1783.340519|26.0|7585.0|7585.0
12ag_a36|0.0|1|0|0|3.408828027|0.0|0|7.412764017000001|2|2|0.0|-0.042092217|5.351858133|-0.084341564|2|0.043848238|0.063109409|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|-0.217394466|1|0.835013502|-0.0861053359999999|0.8910146309999999|0.698414933|0|-0.082492792|-0.1081585809999999|0.26896187|-52.02834065|-68.21579593|-0.038937089|-43.02381535|0.0|-32.81436052|80.40643223|-24.55768654|0.481286668|471.0269757|-1227.884327|2305.164626|0.2411026289999999|7.849377942|15.13240062|0.927847116|152.06382680000002|-774.4286762999999|32.35969377|0.019328689|1617.984688|595.8790650000001|12.1906363|1.0|0.0|0.0|0.0|2.0|4.72|17.0|-6.86|3.13|2.44|69.2|2.4|123.71|0.0|5.0|-3.89|5.0|-6.76|-4.16|0.000129|0.0515|6.96e-05|2.78|0.0|1.4e-07|5.58e-05|3.8893|3.41|3.7117|-1332.151245|658.68|318.79|507.72|-0.15227|0.03415856|-1332.003616|17.0|7.7696|7.7696
