molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|n5aRing|n5aHRing|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|GRAVp|PNSA2|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
13e_a6|0.0|0|0.0|0|6.842683282|0|0|0.0|-0.089778965|-0.006882528|4.727387819|-0.008507023|2|0.044021739|0.018376555|1.643912856|1|1|-0.223618825|-0.462344944|2|0.841211811|-0.067328767|0.827254552|1|-0.093298845|0.175643236|-49.62570093|-62.36320497|12.28502792|92.4587065|-0.032929004|-41.68507499|8.211609879|0.0|0.722530518|75.42629799|2868.489025|-1122.537689|-14.71237941|14.346067199999998|0.799234143|6147.8097210000005|185.4673146|-750.3313497|-297.4895642|676.2770877|13.06309302|1.0|3.51|0.08|27.0|5.01|4.53|0.92|0.0|0.0|5.0|32.0|-6.52|0.0|0.0|1.0|3.31|-4.78|7.74e-06|0.00323|1.65e-05|3.27|0.0|6.59e-11|-0.07534|5.9885|3.2475|713.3|1202.5|381.78|0.8312|207.04|567.24|0.38609|0.7034199999999999|-1347.014564|0.0104|-0.1327|10.1884|-0.20804|0.03809808|13.2999|7.9208
14_a47|0.0|1|0.0|0|6.605297921|0|0|0.0|-0.126490693|-0.006070958|4.59511985|-0.136491228|2|0.036632997|0.017068634|1.484493371|1|1|-0.061837113|-0.33240126|2|0.5975877820000001|0.050943962|0.8467634620000001|1|-0.094132436|0.2662137639999999|-47.18187618|-47.47362906|10.1400648|160.57883|-0.034963476|-23.9422834|5.113919242|0.0|0.664709719|61.62381153|2254.664317|-617.1571777|-8.892848121|13.15643085|0.904139078|4695.98899|169.0962983|-311.2496842|-166.1354667|310.8026328|14.15018248|1.0|2.78|0.0|21.0|3.97|4.88|2.49|0.0|1.0|3.0|24.0|-6.21|0.0|1.0|1.0|3.16|-4.13|0.000108|0.0349|7.46e-05|2.91|0.0|1.63e-08|-0.06057|3.9671|3.9671|519.55|849.76|312.53|0.2452|312.53|375.43|0.68345|0.68345|-1127.610422|0.2452|-0.16377|2.2485|-0.22434|0.03679054|3665.0|8.1
10_a1|0.0|0|0.0|0|6.86171134|0|0|0.0|0.0883621719999999|-0.014135827|4.727387819|-0.23385288|1|0.037578348|0.049971022|0.0|1|1|-0.042643966|-0.623957903|1|0.674381582|0.017498337|0.783467165|0|-0.10949971|0.126889306|-65.97424138|-61.93104798|8.34295348|186.6625065|-0.045402319|-35.02707638|4.718623023|64.49041745|0.8340962559999999|70.6564636|2432.447088|-1052.827816|-14.52342192|13.65143394|0.850732895|5192.858899|93.83214542|-595.4602985|-377.9175542|433.2550452|8.725415617000001|1.0|3.0|0.0|23.0|4.86|5.06|2.78|0.0|1.0|4.0|27.0|-5.91|0.0|0.0|1.0|3.7|-4.73|1.04e-05|0.00372|1.87e-05|3.64|0.0|9.53e-09|-0.06802|3.4067|3.4067|585.51|979.35|363.94|0.6754|363.94|464.77|0.70345|0.70345|-1222.969096|0.6754|-0.13576|5.3861|-0.20378|0.03426532|7807.0|5.8239
8a_a12|0.0|0|0.0|0|0.0|1|1|0.0|0.082323047|-0.00771093|0.0|-0.052287869|3|0.0420317459999999|-0.205012437|0.0|0|0|-0.226106307|-0.5385001079999999|2|0.913877696|-0.146966854|0.8157289759999999|0|-0.093050281|0.221703535|-30.69873711|-48.195997|5.354053791|55.59930083|-0.033836466|-24.96342938|2.773166902|0.0|0.791430726|55.45388635|2212.38965|-771.1359521|-9.077610683|9.607296424|0.878904705|4806.044707999999|108.02980890000002|-399.41487|-301.89687089999995|464.1781753|7.257889351|1.0|4.06|0.15|18.0|3.87|2.5|2.89|0.0|1.0|3.0|25.0|-6.04|0.0|1.0|1.0|3.1|-4.21|0.000125|0.0408|6.19e-05|3.18|0.0|1.28e-08|-0.06246|3.9091|3.9091|556.3|952.71|317.17|0.2486|317.17|424.14|0.6309100000000001|0.6309100000000001|-1045.851982|0.2486|-0.15696|3.6588|-0.2194199999999999|0.02180654|5.4032|6.7011
15a_a50|0.0|1|0.0|2|7.934155233999999|1|1|4.126145086|-0.113976703|-0.004429392|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|2.020652006|2|2|-0.209259615|-0.325638639|1|0.797917311|-0.207610131|0.8749408470000001|1|-0.084501726|0.4349386739999999|-46.91098865|-50.56454577|10.77967103|97.06405493|-0.029316925|-30.25705388|6.450390922|0.0|0.705410595|61.78266878|2503.770258|-859.5972780999999|-10.49734522|14.65582885|0.8103580690000001|5401.219537|176.277812|-514.369916|-245.8291419|569.5267957000001|11.21812301|0.0|3.7|0.23|20.0|3.23|3.57|1.87|0.0|1.0|5.0|28.0|-6.78|0.0|1.0|1.0|2.76|-3.92|0.000251|0.0933|0.0001189999999999|2.51|0.0|8.070000000000001e-07|-0.03255|4.0408|4.0408|644.4|1091.64|306.83|0.1767|306.83|519.38|0.66132|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-0.19948|0.03314629|9.0948|7.3872
12u_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.028039604|-0.006935447|5.351858133|-0.027452346|2|0.043383838|-0.091507428|0.0|1|1|-0.0857954809999999|-0.467189145|1|0.8149999040000001|-0.105767484|0.889479916|0|-0.097867106|0.477056017|-51.83732031|-65.55148142|10.42404292|100.8445957|-0.03794847|-43.90644499|6.982033926000001|0.0|0.810462868|75.26051582|3001.03926|-1245.478147|-17.02494806|14.01586754|0.7958728709999999|7133.515802|126.9521524|-834.2224549|-415.8966522|685.6665849999999|9.709034401|1.0|4.63|0.14|17.0|5.11|3.92|3.79|0.0|1.0|5.0|31.0|-5.52|0.0|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|1.58e-08|-0.0528299999999999|3.5003|3.5003|705.15|1202.06|354.21|0.1502|354.21|559.16|0.6847|0.6847|-2494.736802|0.1502|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|7.0553|7.4647
12k_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.076124222|-0.0071232019999999|5.351858133|-0.063399056|2|0.039061728|0.096315593|0.0|1|1|-0.1619981409999999|-0.4373676689999999|1|0.90500247|-0.102077284|0.8647233590000001|0|-0.101946803|0.367754573|-49.87227128|-67.14870046|11.90012613|103.5614526|-0.037758075|-44.22843899|7.838185977999999|0.0|0.7806817009999999|78.24529096|2792.202559|-1342.974009|-16.38090333|13.89698356|0.919048073|6027.033337|144.457092|-884.5687799000001|-369.7499256|698.847203|11.0965905|1.0|4.89|0.12|17.0|3.62|2.42|2.38|0.0|1.0|6.0|31.0|-6.34|0.0|1.0|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|3.45|0.0|9.66e-08|-0.0497|5053.0|3.6631|697.92|1186.08|338.46|0.3116|245.37|530.51|0.5249199999999999|0.70031|-1310.072976|0.0908|-0.15053|5.7818|-0.20023|0.03274587|7.3988|7.8539
14_a1|0.0|0|0.0|0|7.423568444|1|1|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.035620155|0.1008839219999999|0.0|1|1|-0.033765606|-0.567791164|1|0.838928085|-0.083341531|0.805877431|0|-0.122581374|0.206941175|-74.96297518|-72.59355177|19.5711254|240.9270705|-0.046308519|-42.99041175|11.59015807|104.2594419|0.753357398|87.02320758|2678.985809|-1234.09038|-16.24082222|14.21658628|0.905399978|5748.712211|146.0634832|-730.8369997000001|-300.0800645|513.4628663999999|14.42965582|1.0|3.25|0.05|23.0|4.04|3.63|1.54|0.0|1.0|4.0|29.0|-6.73|0.0|0.0|1.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|2.7|0.0|2.03e-08|-0.05962|3.8344|3.3061|621.08|1049.56|375.01|0.4442|323.35|464.08|0.6572600000000001|0.69894|-1292.359534|0.3497|-0.1336|4.1207|-0.19322|0.03490867|5.3099|7.0269
4p_a46|0.0|0|0.122217892|1|7.825245291|1|1|2.102855253|-0.060700883|-0.004413243|5.587248657999999|-0.038295755|0|0.046533816|-0.164311513|0.0|1|1|0.101602982|-0.369670745|0|0.7471162309999999|-0.1623103719999999|0.7911509609999999|0|-0.083274013|0.3352802039999999|-56.55658053|-47.22779946|4.195717966|53.32991189|-0.029978645|-26.78464688|2.379548177|0.0|0.87420565|51.05047787|2257.769185|-850.1003902999998|-9.642472876|10.10955243|0.734640605|5167.091582|71.34266847|-482.1236438|-424.4519674|585.8536976|3.822678404|1.0|3.89|0.3|17.0|4.85|5.25|3.2|0.0|1.0|2.0|27.0|-5.09|0.0|1.0|1.0|4.25|-5.4|1.59e-06|0.000567|4.03e-06|4.77|0.0|8.95e-08|-0.0393|5.4796|3.9958|598.19|1058.54|310.28|0.2363|226.26|537.47|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|3.6961|-0.20749|0.03979459|5.3996|6.4672
47g_a18|0.0|0|0.0|0|7.03438793|1|1|0.0|-0.005500039|-0.005817448|4.844187086|-0.034211867|0|0.031179487|-0.048472184|0.0|0|0|-0.3927204379999999|-0.4138670829999999|0|0.765824398|-0.014370598|0.780474694|0|-0.08547236|0.413435809|-55.35188184|-72.53379954|11.37505183|140.5114492|-0.029212072|-61.55384106|9.653129118|47.07867403|0.731870777|86.33162323|3367.0578530000003|-1958.412588|-21.03738872|20.32265524|0.966014041|7870.887027|227.5405903|-1661.953709|-393.5416883|1347.416568|13.79782369|1.0|4.87|0.34|18.0|3.22|3.6|2.79|1.0|1.0|13.0|40.0|-6.4|0.0|0.0|0.0|2.83|-5.52|7.76e-07|0.000421|3.01e-06|4.52|1.0|6.04e-10|-0.04413|3.0965|3.0965|905.71|1604.37|400.4|0.5955|400.4|874.26|0.69828|0.69828|-1742.7686640000002|0.5955|-0.12789|4966.0|-0.17202|0.02960182|5.9864|8.0458
3_a3|0.0|0|0.0|0|7.285506549|0|0|0.0|0.159413311|-0.010040064|5.283203728999999|-0.114647585|1|0.034259259|-0.015653979|2.063441043|2|2|0.081380229|-0.599804962|1|0.913546349|0.123113049|0.885339037|1|-0.098797066|0.583866845|-48.91675544|-45.05306124|5.753894372|112.2682304|-0.035057023|-20.54492513|2.623868963|75.88125246|0.7000038270000001|55.67251784|2092.406045|-495.58367360000005|-7.290134722999999|8.592908408|0.709760196|4677.617255|136.8031103|-225.9941764|-182.4099648|302.8386149|10.6194566|1.0|3.11|0.0|20.0|5.0|4.07|1.41|0.0|1.0|2.0|21.0|-5.88|0.0|0.0|1.0|3.23|-4.39|3.32e-06|0.00103|4.06e-05|3.26|0.0|7.009999999999999e-07|-0.0637|5.8458|3.3475|491.26|817.21|370.38|0.2383|212.09|316.65|0.29441|0.69206|-1592.792349|0.0851|-0.14599|2.1507|-0.20969|0.03099295|2.8045|5.93
1b_a5|0.0|0|0.0|0|6.605297921|0|0|0.0|-0.250420203|-0.00279809|4.59511985|-0.061874543|2|0.0248765429999999|-0.095857885|0.0|1|1|0.045204303|-0.231956531|2|0.567806811|-0.054153474|0.827319059|0|-0.077221824|0.341795323|-39.38248661|-38.87394276|5.438378717999999|96.23685048|-0.031306145|-19.56938257|2.737713392|0.769931305|0.7324812509999999|48.55415504|2171.716467|-583.1091414|-7.933533473|11.64312636|0.90275317|4577.125071|134.6705884|-293.5407385|-234.0649914|357.34245360000006|9.680212283|1.0|2.75|0.0|23.0|4.88|4.76|2.29|0.0|1.0|3.0|24.0|-5.99|0.0|1.0|1.0|3.38|-4.3|0.000106|0.0336|4.970000000000001e-05|3.16|0.0|4.99e-09|-0.04135|4789.0|4.6481|536.59|892.61|266.74|0.3101|258.89|388.58|0.5153800000000001|0.43728|-1050.413506|87.0|-0.1892|2891.0|-0.23055|0.03246637|4.3687|7.2291
3d_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|0|0.041161616|-0.0620110029999999|2.230648962|3|3|-0.1395294259999999|-0.539652902|0|0.8315372|-0.100251236|0.90169022|1|-0.093187219|0.2214902789999999|-37.19367587|-50.45435743|7.807299836|58.01666174|-0.02867299|-27.31750365|4.22710649|0.0|0.720540286|59.15151032|2213.978384|-605.4522892000001|-8.405385739|10.75032687|0.747681906|4752.534658|151.30787800000002|-327.8100438|-238.8142619|421.3548777|8.697152881000001|1.0|3.34|0.24|19.0|6.97|5.07|1.94|0.0|1.0|4.0|23.0|-5.18|0.0|0.0|1.0|4.32|-5.13|2.81e-07|9.58e-05|7.36e-06|4.5|0.0|5.13e-08|-0.05482|3.5105|3.5105|569.29|959.11|353.18|0.5031|353.18|465.41|0.7035100000000001|0.7035100000000001|-1672.585902|0.5031|-0.14189|3.2094|-0.19671|0.02457348|5.1728|8.0915
12s_a36|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.057853364|-0.007059109|5.351858133|-0.045035034|2|0.042804233|0.037454164|0.0|1|1|-0.1763783589999999|-0.434472457|1|0.90414347|-0.086791463|0.856677627|0|-0.1000534719999999|0.4314309979999999|-46.58030248|-64.57958827|12.55883918|109.5085883|-0.035868226|-41.6829437|8.106112169|10.23927133|0.754198383|76.34126108|2710.355028|-1227.012177|-14.94294208|13.98635088|0.853487672|5890.905249|158.6528381|-791.9759303|-328.1450742|662.0530478999999|11.76167282|1.0|4.85|0.17|17.0|3.24|2.19|2.24|0.0|1.0|5.0|30.0|-6.55|0.0|1.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|1.08e-07|-0.04908|3.8751|3.7604|683.24|1150.67|329.71|0.4501|319.95|523.72|0.6843600000000001|0.6928|-1272.00109|0.0002|-0.15559|6.6068|-0.20467|0.03416928|8.7738|8.0458
27a_a34|-3.727789|0|0.0|1|7.412764017000001|1|1|1.963136117|0.0257175079999999|-0.012620846|5.351858133|-0.456594848|1|0.0408037829999999|-0.082271189|0.0|1|1|-0.264978526|-0.53047808|1|0.8186389829999999|-0.012251785|0.832753533|0|-0.123191967|0.4305370679999999|-74.78290605|-86.36649751|18.62986903|279.75296960000003|-0.043345322|-60.54917431|13.06088842|22.69787432|0.764921711|100.7752505|3394.470264|-1640.9634529999998|-21.30433911|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|-371.4586403|718.5861133999999|14.40875302|1.0|3.66|0.13|23.0|2.01|3.97|1.06|0.0|1.0|6.0|33.0|-7.29|0.0|0.0|0.0|2.44|-4.47|1.09e-05|0.00504|3.43e-05|2.59|0.0|2.44e-08|-0.03924|5.0012|4.1228|737.7|1247.85|300.73|0.2896|247.91|598.18|0.40378|0.69818|-1861.468024|0.0203|-0.16691|10.8591|-0.20615|0.04629882|13.9023|6.6198
14s_a23|0.0|1|0.0|2|7.423568444|0|0|3.336763335|0.020458621|-0.005854379|5.351858133|-0.022580082|2|0.045277778|0.049317519|0.740898446|2|2|-0.13187015|-0.457212212|2|0.722187957|-0.1050445769999999|0.846632079|1|-0.080500435|0.2387634619999999|-35.30692476|-51.64162341|12.81151517|46.42188642|-0.034255504|-33.12848261|8.218681552|82.55990607|0.7748161659999999|62.75905983|2954.0751370000003|-1032.832468|-14.09722664|14.26730044|0.890072438|6938.271179|144.457092|-662.5696522999999|-352.5931977|633.3278634|11.11743642|0.0|3.45|0.05|26.0|4.0|4.67|3.51|0.0|1.0|5.0|31.0|-6.03|0.0|0.0|0.0|4.01|-5.55|7.49e-07|0.000334|2.83e-06|4.21|0.0|1.02e-08|-0.07783|3.6828|3.6828|668.66|1164.32|336.66|0.3669|336.66|528.82|0.60323|0.60323|-2089.2914530000003|0.3669|-0.1515|4.7032|-0.22933|0.02112956|6.4428|8.5482
20_a47|0.0|1|0.0|1|6.86171134|0|0|1.1934608|0.055662511|-0.011237762|4.727387819|-0.161476442|2|0.039520202|0.031814023|1.010373001|1|1|-0.297094867|-0.5332051720000001|2|0.61847122|0.113432542|0.8575369009999999|1|-0.092005493|0.213977589|-45.68149289|-50.14789824|12.85623208|169.6050003|-0.032859105|-27.33327788|7.00733184|49.00609086|0.595234209|69.09296541|2630.63609|-752.2184736|-9.761884958|13.10815891|0.86659377|5896.060936|220.6189341|-409.9991682|-103.815441|428.5826478|18.94506718|0.0|3.19|0.05|21.0|2.56|4.54|2.75|0.0|1.0|5.0|28.0|-6.75|0.0|0.0|1.0|3.09|-4.08|8.72e-05|0.0332|8.32e-05|2.63|0.0|4.89e-08|-0.06357|3.9808|3.9808|557.84|964.94|311.45|0.2807|311.45|426.08|0.68219|0.68219|-1335.566785|0.2807|-0.16377|3.1747|-0.22734|0.03389691|4.3277|8.6
9h_a24|0.0|0|0.0|1|7.153833802|0|0|1.726213624|-0.203768024|-0.002864393|5.209486153|2.01e-05|2|0.023854167|0.078066659|0.0|2|2|-0.047269812|-0.207206943|2|0.687815726|-0.004960317|0.859720539|0|-0.0687348109999999|0.4016070679999999|-28.52000725|-32.48899638|8.724425117000001|54.93613103|-0.026280957|-15.35662744|4.123788393|1.773520599|0.572371258|47.51520531|2062.34011|-422.3569529|-5.871651668999999|11.11300329|0.914204295|4170.098082|202.1279819|-199.6361567|-68.41568372|295.8603625|15.02620893|1.0|2.84|0.0|22.0|2.42|2.72|1.07|0.0|1.0|3.0|22.0|-6.85|0.0|1.0|1.0|1.97|-3.24|0.00147|423.0|0.000575|1.7|0.0|8.95e-07|-0.0435399999999999|5.1739|4.3437|506.68|831.92|285.43|0.3844|239.63|363.48|0.54606|0.61928|-945.153352|0.0073|-0.18239|5.6654|-0.22593|0.0305020989999999|7.7741|7.1135
11_a1|0.0|0|0.0|0|7.423568444|1|1|0.0|0.033732316|-0.018080197|5.351858133|-0.196819043|1|0.035620155|0.08043435|0.0|1|1|-0.117419838|-0.563650254|1|0.823460272|-0.075188762|0.8086124090000001|0|-0.126108875|0.2027328789999999|-77.81495049|-74.35738693|20.62225192|238.4902806|-0.048723884|-43.84323456|12.15946748|84.40380304|0.751878145|89.80732824|2697.640232|-1264.075578|-16.93943154|14.2257294|0.912918113|5798.645137|146.29971719999998|-745.3349875|-297.0290662|495.0560271000001|15.44994131|1.0|3.25|0.05|23.0|4.28|4.23|1.95|0.0|1.0|4.0|29.0|-6.27|0.0|0.0|1.0|3.22|-4.66|8.48e-06|0.00327|2.17e-05|3.35|0.0|3.35e-08|-0.06546|3.7383|3.1924|614.86|1036.18|388.38|0.5573|331.66|471.76|0.68162|0.69914|-1312.241032|0.3201|-0.12916|5.0526|-0.19462|0.03413353|7.1743|6.7696
19_a3|0.0|0|0.0|0|6.605297921|0|0|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|1.744747103|1|1|-0.066245471|-0.270506095|3|0.718266758|0.064690027|0.8264237520000001|1|-0.087730634|0.225451546|-31.50932639|-40.8473715|5.419662458|68.43484547|-0.032585664|-19.01853079|2.523394126|0.0|0.75798185|48.55416845|2000.66399|-531.0158295|-7.064025721|10.21110415|0.911365749|4138.413977|112.6836188|-247.2409002|-240.2326308|314.0966684|7.706796952|1.0|2.81|0.06|21.0|3.9|3.39|1.18|0.0|1.0|2.0|22.0|-6.5|0.0|1.0|1.0|2.45|-3.58|0.000578|166.0|0.000266|2.19|0.0|6.18e-08|-0.05757|3945.0|3945.0|499.93|832.23|314.28|0.3006|314.28|362.92|0.67351|0.67351|-929.14689|0.3006|-0.16303|2191.0|-0.2206|0.020989746|2.8758|7.6383
11_a33|0.0|1|0.0|0|7.686621335|0|0|0.0|-0.151505631|-0.008708023|5.6869753560000005|-0.039406316|0|0.034984568|0.055664124|1.979284901|3|3|-0.232296883|-0.393892466|0|0.8389087140000001|-0.014463304|0.921896958|1|-0.104881435|0.229250542|-34.4118011|-50.94714637|16.37099833|69.3240686|-0.030847481|-24.74805685|7.95236684|0.0|0.552878386|68.11455221|2220.315582|-509.4714637|-7.278840251|9.837729137|0.8772525659999999|4880.001461|217.193541|-247.4805685|-51.37234937|335.4799765|17.16740584|1.0|3.19|0.13|19.0|5.77|4.13|0.89|0.0|1.0|3.0|22.0|-5.97|0.0|0.0|1.0|3.28|-4.38|3.32e-06|0.00109|4.13e-05|3.28|0.0|5.92e-07|-0.05806|3.5049|3.5049|506.55|858.89|353.74|0.5408|353.74|378.1|0.70381|0.70381|-1669.202327|0.5408|-0.14132|3.1406|-0.19938|0.02055276|4.5998|8.3188
12h_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.046965756|-0.00737961|5.351858133|-0.06631353|2|0.043848238|-0.074988669|0.0|1|1|-0.120380857|-0.4708582289999999|1|0.669561738|-0.1240820219999999|0.888213143|0|-0.09907575|0.353607682|-52.88851758|-63.03519645|11.06352871|150.42542849999998|-0.038417127|-40.10503079|7.038974807000001|0.0|0.7979748729999999|73.14241438|2848.98238|-1197.668733|-15.55093031|15.1759206|0.881277172|6252.192213|128.5349203|-761.9955851|-379.1625034|618.6004214|10.10721793|1.0|4.63|0.14|17.0|4.25|3.18|3.2|0.0|1.0|5.0|30.0|-6.02|0.0|0.0|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|3.97|0.0|1.26e-07|-0.05347|5.0289|3.5101|672.54|1132.06|353.22|0.1878|246.54|518.06|-0.26697|0.68543|-1674.777786|155.0|-0.14889|2.9684|-0.2023599999999999|0.03372393|3.4138|8065.0
7_a3|0.0|0|0.0|0|6.823286122000001|0|0|0.0|0.198126776|-0.008855374|4.727387819|-0.106234254|2|0.03757716|-0.047419994|1.989724777|1|1|0.036673175|-0.592753801|2|0.881253042|0.0507482109999999|0.8632654590000001|1|-0.096448591|0.5999725029999999|-51.18177092|-47.72824381|4.804535747|107.7330046|-0.036877402|-23.61864737|2.377557323|76.07607751|0.7992146109999999|55.15105143|2196.07224|-620.4671695000001|-9.030659289|8.644978051|0.663120542|5055.700186|99.36002106|-307.0424158|-296.13678660000005|353.7528308|7.422807617|1.0|3.02|0.0|21.0|4.96|4.66|2.11|0.0|1.0|2.0|23.0|-5.68|0.0|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|3.79|0.0|3.28e-08|-0.0640299999999999|5.8849|3.4435|522.73|883.88|360.06|0.1926|210.68|362.61|0.3456|0.69224|-1731.602893|0.1262|-0.14816|3.1299|-0.21219|0.03103579|3.9813|5.9901
12b_a40|0.0|0|0.0|1|7.515889085|0|0|1.713497417|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0|0.04020202|0.1744506639999999|0.747253086|2|2|0.038336814|-0.513870527|0|0.58925219|-0.227384615|0.7818091140000001|1|-0.074921647|0.2160572999999999|-37.05091872|-42.67442006|6.17734692|25.26281742|-0.0338355829999999|-24.3068084|3.518538455|48.17000329|0.856829717|48.54667776|2462.878448|-597.4418808999999|-10.97726831|16.09989085|0.979579799|5933.385347|81.54797734|-340.29531769999994|-406.4913617|370.3261123|5.872257692000001|0.0|3.26|0.0|20.0|6.58|6.74|5.07|0.0|1.0|2.0|24.0|-4.09|1.0|0.0|1.0|5.79|-7.11|1.95e-08|8.09e-06|7.82e-08|6.68|1.0|4.08e-09|-0.08279|3407.0|3407.0|576.38|960.94|363.91|306.0|363.91|490.5|0.69476|0.69476|-3016.927883|306.0|-0.14267|4.5528|-0.22546|0.01251873|6.3131|7.3979
8a_a8|0.0|0|0.0|1|7.535296702|1|1|1.4114120369999998|-0.021925912|-0.014658222|5.4161004020000005|-0.1950388569999999|1|0.040243056|0.027531877|0.0|1|1|0.089375589|-0.5028388229999999|1|0.76592324|-0.048064085|0.8220300859999999|0|-0.118763303|0.22299265|-78.93428863|-71.12928513|20.58762475|269.0155755|-0.049054408|-42.60049244|12.33026525|84.91322996|0.76420633|86.57328508|2802.374154|-1351.456417|-17.59585557|14.52342059|0.927876056|6193.891189|141.2206861|-809.4093564|-316.4749864|529.053307|15.44399996|0.0|3.37|0.05|23.0|3.13|2.72|1.9|0.0|1.0|4.0|30.0|-7.04|0.0|0.0|0.0|2.56|-4.14|3.99e-05|16.0|7.28e-05|2.4|0.0|1.74e-07|-0.06922|4.6017|3.1039|620.68|1061.5|399.45|0.2035|269.43|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|0.1729|-0.13015|5.4201|-0.19937|0.03213899|6.8427|4.9454
41_a18|0.0|0|0.0|0|7.03438793|2|2|0.0|0.115127295|-0.007587553|4.844187086|-0.059936864|1|0.038034188|-0.089781154|0.0|0|0|-0.0091068809999999|-0.5421253970000001|0|0.759941674|0.037097204|0.774395455|0|-0.089139464|0.3888308139999999|-69.94639412|-61.10986894|6.547189171|181.7135945|-0.037381065|-41.89408289|4.488448275|93.99687836|0.903239484|65.83786886|2899.29167|-1588.856592|-17.56848637|17.13823195|0.950261611|6605.095612|66.33450764|-1089.246155|-552.8844577000001|897.5188662|4.727999916|1.0|4.07|0.25|18.0|3.26|2.7|2.94|0.0|1.0|6.0|34.0|-6.38|0.0|0.0|1.0|2.53|-5.02|2.76e-06|0.00125|9.49e-06|3.78|0.0|4.18e-09|-0.04956|3.2123|3.2123|736.59|1294.52|385.97|482.0|385.97|576.83|0.69308|0.69308|-1453.980175|482.0|-0.1319|2.0934|-0.1814599999999999|0.0280471999999999|2721.0|6433.0
9s_a24|0.0|0|0.0|0|6.605297921|1|1|0.0|-0.222173285|-0.003599664|4.59511985|-0.00570386|4|0.023585859|-0.050919714|0.0|1|1|-0.359715589|-0.248704391|3|0.799076569|0.0256742079999999|0.8327425070000001|0|-0.063587778|0.483170382|-30.93968263|-39.48555839|10.42725806|72.43525688|-0.019465646|-24.51900941|6.474925237000001|0.695462853|0.445160769|61.19761205|2747.809842|-592.2833757999999|-7.505819207999999|17.24354813|0.889829339|5767.9102490000005|344.5337711|-367.7851412|68.10609672|604.8829955|21.71205366|0.0|3.43|0.04|29.0|3.15|4.29|0.81|0.0|1.0|4.0|30.0|-7.2|0.0|0.0|0.0|2.63|-4.06|0.000434|171.0|8.71e-05|2.11|0.0|7.73e-09|-0.03597|3.0726|2.6707|654.28|1121.42|464.24|0.5112|403.51|521.4|0.69475|0.6907300000000001|-1270.738032|0.0839|-0.10865|4.6141|-0.14462|0.03640642|7.0312|7.4949
