molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|PBF|PNSA3|PPSA3|RPSA|WPSA3|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|FPSA5|DPSA1|CYP2C19 inhibitor|P-gp substrate|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
12aq_a36|0.0|1|0|0|3.427017327|0.0|0|7.412764017000001|2|1.297043497|0.0|-0.0116333169999999|5.351858133|-0.135770278|2|0.041728395|0.0|-0.674732412|-0.006653538|-0.1031859869999999|-0.028591187|-0.004569485|0.131910912|-0.052743904|-0.5356623070000001|1|0.892815402|0.839953955|-0.047695595|0.89459881|0|0.681470612|0.162384515|-73.0277723|14.29132551|0.318529388|9.548598682|-2.319486422|-28.69889692|87.31909781|0.426481765|455.31741460000006|2906.024504|-19.17486584|8.596645087999999|14.98931431|0.743623723|159.03272990000002|-1035.442755|0.020701483|-350.0740123|0.0|1.0|0.0|0.13|-6.14|1.92|0.98|1.0|0.0|131.85|1.0|-3.52|5.0|-7.79|424.46|0.0|0.0|0.0|129.0|0.000359|152.0|1.55|0.0|0.0|7.19e-07|-0.06059|3.9049|3.88|-1401.637414|703.04|1190.22|0.4988|317.51|534.96|0.7058300000000001|-1401.391057|-0.13908|6.7649|-0.19967|0.03228003|8671.0|7.2596|7.2596
6_a15|0.0|0|0|0|0.0|0.0|0|0.0|0|1.419941278|0.0|-0.00951284|0.0|-0.048804012|1|0.042926829|0.0|-0.513693384|0.001080419|0.011857945|-0.009025163|0.003942615|0.153430865|-0.195267558|-0.35221474|1|0.8511056929999999|0.691316481|-0.015484797|0.7248900659999999|0|0.859308431|0.398681391|-41.14459066|17.20414198|0.140691569|10.03794313|-1.599000943|-17.94143141|58.34873264|0.3902945579999999|501.3728188|1971.005637|-10.46812265|6.110075236|10.02135591|0.640136254|243.9013805|-544.3423775|0.029449813|-95.65807914|1.0|0.0|4.03|0.23|-7.95|4.43|5.26|2.0|0.0|109.7|1.0|-5.66|5.0|-5.33|380.44|0.0|1.0|1.0|0.000823|7.32e-06|0.00278|4.64|0.0|0.0|1.13e-08|-0.02419|4.3423|3.94|-1263.0072300000002|612.22|1092.02|0.2616|285.52|545.21|0.70554|-1262.75978|-0.15714|1.3789|-0.18133|0.01711539|1.9421|7.4559|7.4559
47n_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|1|1.251175627|0.0|-0.007614955|4.844187086|-0.057061805|0|0.032169312|0.0|-0.609196374|0.000271488|-0.003276575|-0.048404296|0.001705837|0.026244774|-0.172015161|-0.529441732|0|0.722991132|0.696612213|-0.083719099|0.726888951|0|0.792429396|0.288989992|-65.43887366|8.759783644|0.207570604|7.228646444|-2.4620167580000003|-26.38541222|74.19865731|0.482565384|653.9193397999999|2052.393389|-21.77346199|10.43689152|20.17045476|0.932611327|178.30942439999998|-1676.556573|0.01357247|-468.58948260000005|1.0|1.0|0.0|0.31|-9.76|3.67|3.31|3.0|1.0|162.18|1.0|-6.02|4.0|-6.68|539.67|0.0|0.0|0.0|0.000511|5.7e-06|0.00308|4.1|0.0|1.0|1.7500000000000002e-10|-0.0525299999999999|3.2028|9.78|-1743.299948|879.92|1565.37|0.5056|387.11|799.02|0.6914600000000001|-1740.5852670000002|-0.13138|2.4754|-0.18391|0.02839695|3.3568|7.1938|7.1938
EW7203_a60|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984431|0.0|-0.00698487|5.351858133|0.0075638519999999|2|0.041767677|0.0|-0.377182982|0.003099827|0.03824498|-0.051413084|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.458129101|1|0.80330079|0.822401103|-0.089945913|0.8839272779999999|0|0.8860751579999999|0.345488097|-49.19385637|13.03554647|0.113924842|8.430183|-1.828300603|-23.64750675|62.22940284|0.497298165|573.0312689|1660.077477|-15.29301513|8.310125852|16.53092404|0.989250745|150.7881632|-764.6507562999999|0.01793256|-345.1309687|1.0|1.0|3.21|0.13|-6.7|3.87|2.6|2.0|0.0|133.97|1.0|-5.74|4.0|-6.35|425.51|0.0|0.0|0.0|0.000768|1.53e-05|0.0065|3.59|0.0|0.0|2e-07|-0.06188|5.0166|3.64|-1667.993536|678.83|1166.44|0.2385|247.15|546.85|0.69857|-1667.78681|-0.1446599999999999|1.7676|-0.20654|0.03203878|2.5159|8.0334|8.0334
12c_a31|0.0|1|0|0|3.387641566|0.0|0|7.765993078999999|1|0.6101358029999999|0.0|-0.013026643|5.733341277|-0.055520387|0|0.040982906|0.0|-0.690412101|-0.003618466|-0.094991098|-0.056866055|-0.000813398|-0.048694677|-0.138799714|-0.54466023|0|0.8083148840000001|0.842823186|-0.098452311|0.8856644770000001|0|0.665463503|0.343619017|-66.41224264|19.38414321|0.334536497|12.30215386|-1.816314565|-23.05449459|85.79638585|0.448512808|422.3366652|1894.297124|-14.63154376|8.091269314|14.67172662|0.813278739|202.0036947|-731.5771879|0.023556702|-230.6429907|1.0|1.0|3.1|0.35|-7.24|5.64|3.7|2.0|0.0|108.16|1.0|-5.23|5.0|-6.53|398.48|0.0|0.0|1.0|0.00233|6.94e-05|0.0277|3.1|0.0|0.0|5.79e-08|-0.0338399999999999|3.8328|4.6|-1618.112841|679.71|1138.89|0.2625|323.48|578.69|0.7007399999999999|-1617.888981|-0.15904|1.6786|-0.19288|0.04023903|2.2908|6.4202|6.4202
11g_a5|0.0|1|0|0|2.9590700880000003|0.0|1|7.139660336|0|1.388236041|1.984996534|-0.004593347|5.209486153|0.009272269|2|0.020943152|0.0|-0.252634073|0.00599982|-0.137618073|-0.007175378|0.006964153|-0.14133011|-0.137739838|-0.267507083|2|0.777565622|0.814159231|-0.01453517|0.8737292720000001|0|0.837943738|0.396049407|-44.19305139|15.25675|0.1620562619999999|10.02633335|-1.297557078|-16.72000506|59.4498014|0.485790997|550.6745046|935.4227938|-10.98794595|9.342496899|18.16867625|0.944734523|299.94631180000005|-560.3852433999999|0.03204398|-57.28097817|1.0|1.0|2.34|0.08|-9.04|4.17|4.48|1.0|0.0|118.35|1.0|-4.12|5.0|-6.84|408.46|0.0|0.0|0.0|0.0312|4.88e-05|0.0199|2.75|0.0|0.0|9.229999999999999e-10|-0.04322|4.5106|2.3|-1330.144218|693.48|1180.25|0.4609|274.87|542.13|0.63081|-1329.927772|-0.1714|3.2282|-0.2146199999999999|0.04557484|4314.0|7.5229|7.5229
25_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|0|1.30432753|1.234859637|-0.010144825|4.727387819|-0.1084905069999999|2|0.043695652|1.087932079|-0.486951604|-0.003963349|-0.035030495|0.002716049|-0.00269275|-0.120903298|-0.108691353|-0.545763902|2|0.6553889970000001|0.8462332770000001|0.004104478|0.906449648|1|0.786958319|0.574771479|-44.52300552|12.27779881|0.213041681|7.453635586|-1.407553754|-18.98891362|56.80080434|0.4760601829999999|477.748546|1514.111398|-11.52783528|6.951055196|13.26689626|0.908616158|228.3393366|-518.7525876|0.029261935|-150.4037281|0.0|0.0|3.27|0.1|-8.01|3.29|4.95|2.0|0.0|109.7|1.0|-4.99|5.0|-6.3|410.83|0.0|0.0|1.0|0.00417|1.52e-05|0.00626|3.53|0.0|0.0|9.79e-09|-0.06331|4.8002|4.78|-1735.385814|626.55|1062.81|287.0|258.29|491.7|0.68761|-1735.2218059999998|-0.16588|3.8832|-0.22919|0.0285712999999999|5.1625|7.8|7.8
13n_a6|0.0|1|0|0|3.425442623|0.0|0|6.842683282|0|1.4290206230000002|0.0|-0.010884884|4.727387819|-0.135152403|2|0.04393617|1.628408574|-0.631323273|-0.0093684169999999|-0.06507689|-0.033224059|-0.00687003|0.100294804|-0.068956229|-0.57091314|2|0.870730542|0.7767360059999999|-0.056293641|0.832753533|1|0.70890216|0.307384948|-68.88015714|12.18768927|0.29109784|8.36448634|-2.078466222|-26.41600355|81.06784641|0.47066442|486.5239262|2535.307313|-18.12946621|8.872063579|16.76075427|0.889160748|172.28545730000002|-978.9911754|0.019904118|-341.7352549|1.0|1.0|1.9|0.08|-9.67|4.19|3.76|1.0|0.0|127.2|1.0|-4.64|5.0|-7.23|435.48|0.0|0.0|1.0|0.00987|5.24e-05|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|-0.07131|4.8185|4.27|-1423.714738|727.69|1232.6|0.9117|257.31|548.09|0.64027|-1423.451366|-0.13863|7.1946|-0.20994|0.05026727|10.1967|7.1249|7.1249
7f_a8|0.0|1|0|0|2.961566988|0.0|1|7.05012252|0|1.394802504|1.2793830309999998|-0.005338193|4.844187086|-0.073219554|0|0.044814815|0.0|-0.234880498|0.00112124|-0.087673259|0.0260356679999999|0.00084936|0.09329746|0.052081992|-0.381574707|0|0.515235986|0.7051689170000001|0.041366689|0.7677336090000001|0|0.770229267|0.3155671539999999|-52.28313554|7.858266077000001|0.229770733|4.471132824|-1.670259798|-23.17880348|60.14140162|0.4513917389999999|438.23883319999993|1854.738581|-13.18808857|7.704280774|14.04331892|0.822794279|67.75191165|-540.7116315000001|0.010262531|-433.4681077|1.0|0.0|3.23|0.0|-8.46|5.52|5.49|2.0|0.0|101.89|1.0|-5.68|4.0|-5.27|373.35|0.0|0.0|1.0|0.00078|3.16e-06|0.00118|4.66|0.0|1.0|3.5e-09|-0.07492|3.8187|6.81|-1285.168078|584.99|991.61|0.3536|324.68|495.55|0.6987399999999999|-1285.017838|-0.14506|8.7098|-0.21998|0.02809022|11.6137|4.4479|4.4479
8e_a12|0.0|0|1|1|0.0|0.0|1|6.803505258|1|1.283834633|1.873617728|-0.006350143|4.727387819|-0.049397555|2|0.037430556|2.197856963|-0.330207456|0.005196034|-0.087658302|-0.0309579439999999|0.005744805|0.112673977|-0.079913108|-0.448676455|1|0.83954453|0.761892879|-0.051240735|0.815412281|1|0.939627917|0.001151979|-29.79080011|8.884082475|0.060372083|5.0872236|-1.492520871|-17.80522313|38.67488258|0.45384745|538.051884|2112.908299|-10.19566754|6.446557205|11.80358346|0.830990262|165.34017769999997|-489.392042|0.019545275|-241.94192880000003|1.0|1.0|3.01|0.14|-7.93|3.34|2.68|2.0|0.0|117.04|1.0|-4.37|4.0|-6.03|366.42|0.0|1.0|1.0|0.0156|2.03e-05|0.00744|3.53|0.0|0.0|1.19e-08|-0.05739|5.247999999999999|3.45|-1177.593205|612.59|1048.44|0.2341|236.25|481.04|0.6954899999999999|-1177.380602|-0.13599|1.0295|-0.19338|0.02580783|1.9327|6.2306|6.2306
33_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.4175014119999998|1.915285809|-0.00145476|4.727387819|0.023539095|2|0.0388043479999999|2.0219022580000003|-0.078557022|0.009265667|-0.061975089|-0.062750442|0.008780074|0.248715569|-0.036258691|-0.1771816269999999|2|0.616352201|0.74131936|-0.10978034|0.802353442|1|0.9493896|0.399354817|-38.58254635|8.340767701|0.0506104|5.46110745|-1.326927921|-17.37608867|46.92331405|0.465855239|621.611679|2274.654579|-11.3769728|8.062843544|15.094865900000002|0.8721516570000001|157.56124519999997|-568.84864|0.013564844|-339.6262863|1.0|1.0|3.59|0.08|-9.69|5.33|5.39|2.0|0.0|121.62|1.0|-5.6|4.0|-5.58|401.46|0.0|0.0|1.0|0.000997|2.98e-06|0.0012|4.47|0.0|0.0|2.04e-10|-0.0582899999999999|5443.0|4.07|-1275.823229|689.51|1174.95|0.6157|227.79|563.98|0.6129|-1275.602977|-0.15959|3.5714|-0.21788|0.02957286|5.0369|7.4685|7.4685
8c_a31|0.0|1|0|0|3.435435563|0.0|0|7.765993078999999|1|0.610137334|0.0|-0.01275867|5.733341277|-0.104377029|0|0.03995098|0.0|-0.574140137|-0.0080009219999999|-0.1903992189999999|-0.1029580369999999|-0.004832959|-0.178276512|-0.053983462|-0.513257014|0|0.922486359|0.847752299|-0.1759864119999999|0.896193695|0|0.626072761|0.280934088|-64.57121646|16.3656112|0.3739272389999999|9.027343766|-1.66488115|-21.86561502|80.93682766|0.47508938|345.3445134|1678.6836239999998|-12.06117028|6.820988495|12.99457133|0.90508624|152.7489054|-506.5691518|0.021986076|-246.1066271|1.0|1.0|2.9|0.29|-6.13|4.89|3.13|0.0|0.0|93.45|1.0|-4.42|5.0|-6.7|342.42|0.0|0.0|1.0|13.0|0.000237|0.0811|2.38|0.0|0.0|7.45e-07|-0.03222|3.8492|1.83|-1426.129055|595.67|981.89|0.2597|322.11|475.72|0.7005|-1425.968408|-0.15985|3.3453|-0.19207|0.03744829|5.1815|6.0915|6.0915
1o_a5|0.0|1|0|0|2.923171926|0.0|0|6.605297921|0|1.427566509|0.0|-0.002633927|4.59511985|0.033105871|2|0.025987654|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|-0.008511304|0.0051989459999999|-0.05876042|0.038275248|-0.231165601|2|0.670787375|0.78144982|-0.016408975|0.85693939|0|0.88430372|0.447318682|-42.63505279|7.122612351|0.11569628|3.827177229|-1.093295425|-15.45942012|49.75766514|0.470590799|475.1609233|833.537568|-8.306775343|7.522366517000001|14.20898333|0.8888980340000001|161.2447749|-315.657463|0.020380352|-214.8381946|1.0|1.0|2.2|0.0|-8.11|4.48|4.07|0.0|0.0|95.2|1.0|-4.08|4.0|-6.3|323.35|0.0|0.0|1.0|0.0269|8.340000000000001e-05|27.0|2.78|0.0|0.0|7.85e-09|-0.07037|4.5011|2.66|-1043.536121|561.04|938.37|0.3966|275.45|443.88|0.5492100000000001|-1043.422345|-0.1693599999999999|4.7435|-0.23973|0.04126499|5.4919|7.4559|7.4559
14l_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|0|1.1979636809999998|3.402752757|-0.005344736|5.351858133|-0.026530366|2|0.046283951|0.758109562|-0.288615723|0.01269616|-0.060692376|-0.061788679|0.01180744|0.07815878|-0.074441567|-0.448622017|2|0.725800261|0.778602826|-0.1010279259999999|0.836852328|1|0.921267667|0.215920645|-35.3275485|12.31633167|0.078732333|8.125310915|-1.642298442|-21.66909079|47.64388017|0.492922575|607.777253|2176.038061|-14.29549842|8.006380163|15.78926563|0.972085426|138.7874759|-714.7749208|0.01508774|-382.1434717|0.0|1.0|3.52|0.09|-7.78|3.88|4.33|2.0|1.0|125.25|1.0|-5.85|4.0|-6.1|425.51|0.0|0.0|0.0|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|0.0|1.65e-08|-0.07191|3.6274|3.79|-1669.224647|694.65|1185.79|0.4239|341.8|560.51|0.67242|-1668.983787|-0.14639|6.0563|-0.2183|0.01168219|8.2422|8.1798|8.1798
5_a47|0.0|0|0|0|0.0|0.0|0|0.0|0|1.304329328|0.0|-0.009295857|0.0|-0.188550227|2|0.037492877|1.284688504|-0.390426|-0.012670377|-0.002627182|0.045246333|-0.011237954|0.0083528919999999|-0.019811664|-0.454659897|2|0.7063295709999999|0.795032176|0.0743193|0.861595935|1|0.807957755|0.526509524|-46.33853208|5.246458665|0.192042245|2.770107005|-1.502972943|-20.34777119|51.58499074|0.4736061789999999|426.5981263000001|1349.003107|-10.74353333|5.861037845|11.13432113|0.8997183470000001|115.3294396|-418.9977997|0.017501741|-297.3367046|1.0|1.0|2.79|0.0|-8.68|4.73|5.96|2.0|0.0|101.51|1.0|-5.65|4.0|-5.19|365.79|1.0|0.0|1.0|0.000824|3.18e-06|0.00116|4.7|0.0|0.0|2.07e-09|-0.05535|3.7083|4.37|-1569.333281|561.61|951.68|0.2108|334.35|401.16|0.69291|-1569.20723|-0.15419|2.9121|-0.20954|0.03591467|3.8816|7.7|7.7
14_a47|0.0|1|1|1|2.871076328|0.0|0|6.605297921|0|1.417758105|0.0|-0.006070958|4.59511985|-0.136491228|2|0.036632997|1.484493371|-0.2306964|-0.008212621|-0.01670074|0.0295267039999999|-0.006335783|0.05124606|-0.020596219|-0.33240126|2|0.5975877820000001|0.777675668|0.050943962|0.8467634620000001|1|0.681598464|0.2662137639999999|-47.18187618|10.1400648|0.318401536|5.113919242|-1.223721666|-17.63306222|57.32194098|0.474828277|343.7492333|670.2518865000001|-8.892848121|6.909385453|13.15643085|0.904139078|169.0962983|-311.2496842|0.028057496|-166.1354667|1.0|1.0|1.53|0.0|-7.79|3.97|4.88|0.0|0.0|86.58|1.0|-3.97|5.0|-6.21|323.3|0.0|1.0|1.0|0.0349|7.46e-05|0.0241|2.91|0.0|0.0|1.63e-08|-0.06057|3.9671|2.64|-1127.700693|519.55|849.76|0.2452|312.53|375.43|0.68345|-1127.610422|-0.16377|2.2485|-0.22434|0.03679054|3665.0|8.1|8.1
12n_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984682|0.0|-0.007311044|5.351858133|-0.064217094|2|0.040899471|0.0|-0.387485343|0.001139238|-0.037209579|-0.087019298|0.002064369|-0.254279374|-0.0541804029999999|-0.464204099|1|0.669561738|0.815003426|-0.149451598|0.870930234|0|0.7781502140000001|0.390449649|-52.4873066|10.77573511|0.221849786|6.804436105|-1.895062322|-24.42151771|63.2630417|0.4701566479999999|491.3700419|2349.172094|-15.42118984|7.385790169|13.93957316|0.887350282|126.6686716|-755.6383024|0.0153398069999999|-378.1217671|1.0|1.0|0.0|0.14|-6.9|4.25|3.18|2.0|0.0|127.24|1.0|-5.39|5.0|-6.02|416.47|0.0|0.0|0.0|0.00171|9.71e-06|0.00405|3.97|0.0|0.0|1.26e-07|-0.05076|5.1999|4.07|-1674.978015|669.57|1131.65|0.1826|238.43|506.94|0.6854|-1674.777231|-148.0|5.3143|-0.19876|0.0334036|6.32|7983.0|7983.0
12p_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|2|0.604984421|0.0|-0.0063403159999999|5.351858133|-0.031328052|2|0.040899471|0.0|-0.3550576729999999|0.005613018|0.000321545|-0.128484994|0.005965451|-0.109773594|-0.053644471|-0.456474815|1|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.8371763179999999|0|0.843381594|0.371591982|-47.54197452|9.659715461|0.156618406|6.176226649|-1.897419563|-23.33022469|57.20168999|0.469983155|539.2411292|2326.5244390000003|-14.91687369|7.392482526|13.94763694|0.886732486|115.116829|-775.6774321|0.0130197619999999|-409.146112|1.0|1.0|0.0|0.17|-7.01|4.35|2.93|2.0|0.0|132.24|1.0|-5.66|4.0|-5.81|412.51|0.0|0.0|1.0|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|0.0|9.75e-08|-0.05169|5.1922|4.14|-1615.0623480000002|685.08|1167.16|0.1768|238.79|526.91|0.68561|-1614.830085|-0.14823|4.0456|-0.19992|0.03198743|4.6103|7.7721|7.7721
6e_a31|0.0|1|0|0|3.402951625|0.0|0|7.773594467000001|1|0.61015618|0.0|-0.016012184|5.733341277|-0.178758575|0|0.037803618|0.0|-0.784597028|-0.011483229|-0.008757878|-0.0462850729999999|-0.008439437|0.225356759|-0.002840672|-0.579941248|0|0.838789705|0.78240875|-0.072882794|0.841537966|0|0.623340994|0.177030306|-74.99224589|19.89514173|0.376659006|12.13134981|-2.0943750530000003|-28.37945369|94.88738762|0.4782688439999999|380.0911673|2188.417358|-17.30478148|7.513687859|14.40145519|0.916695963|146.03985980000002|-778.7151665|0.022744048|-317.6847132|1.0|1.0|2.62|0.1|-7.33|5.19|4.0|1.0|0.0|109.69|1.0|-5.63|5.0|-6.5|404.44|0.0|0.0|1.0|0.000947|2.18e-05|0.00883|3.2|0.0|0.0|4.67e-08|-0.05426|3.3083|4.31|-1652.63264|634.34|1077.48|0.5103|374.76|490.75|0.70391|-1652.445002|-0.13418|5.8193|-0.18844|0.03676794|8.3583|6.4318|6.4318
LY364947_a10|0.0|1|0|0|2.949609552|0.0|0|6.605297921|0|1.390175303|0.0|-0.00235945|4.59511985|-0.00390904|2|0.0273958329999999|2.084955541|-0.084940213|0.007575|0.010202602|-0.006198347|0.006909045|0.1625645369999999|0.04209715|-0.204644982|2|0.706034038|0.711607778|-0.012096774|0.7792035190000001|1|0.8431045490000001|0.449473391|-34.01613475|4.275500834|0.156895451|1.88879448|-0.978948758|-13.10520229|38.29163558|0.486715511|372.4595738|839.5356408|-5.78950507|4.702575386|9.161732895|0.948237326|122.1566022|-191.05366730000003|0.018707677|-197.4583104|1.0|1.0|1.88|0.0|-7.2|3.97|3.69|0.0|0.0|82.56|1.0|-3.54|3.0|-6.02|272.3|0.0|1.0|1.0|0.0789|0.000137|0.0374|2.74|0.0|0.0|6.31e-08|||||||||||||||||7.2291|7.2291
4a_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|1|1.343847746|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|0.018857363|0.000660956|-0.130491035|-0.037142108|-0.403194204|2|0.7541604690000001|0.803344301|0.032396301|0.856023531|1|0.7570436159999999|0.433367368|-57.79201133|10.51443916|0.242956384|6.448709504|-1.4936715669999998|-17.96270092|68.30645049|0.4716382|464.3095353|1647.61849|-11.01687292|7.934892916|15.01791558|0.8926425020000001|214.47685|-561.8605190000001|0.023624093|-184.3656985|0.0|1.0|2.89|0.22|-7.36|3.4|2.83|1.0|0.0|114.08|1.0|-3.28|5.0|-7.52|399.45|0.0|0.0|1.0|211.0|0.000305|122.0|1.71|0.0|0.0|4.35e-08|-0.06461|4.7259|3.34|-1313.158118|660.19|1128.22|0.1935|262.35|504.63|0.68042|-1312.924353|-0.1585099999999999|3.9716|-0.2231199999999999|0.04133192|4.8706|7.4949|7.4949
16_a15|-3.726252327|0|0|0|0.0|0.0|0|0.0|0|0.300207157|0.0|-0.008593957|0.0|-0.463771194|2|0.035555556|0.0|-0.4898555739999999|-0.009769916|-0.109386268|-0.011969556|-0.00379317|-0.006331105|-0.046871961|-0.528097878|2|0.787100127|0.729432583|-0.018331526|0.77948108|0|0.723597405|0.7427725270000001|-60.63825695|4.848103252|0.276402595|3.31414791|-2.131515106|-26.98327637|65.48636021|0.419910645|494.6488764|3014.308422|-18.44568161|6.798937229|11.720499900000002|0.7238723509999999|89.91997762|-996.0668068|0.009783192|-503.7568532|1.0|0.0|2.93|0.08|-9.21|3.37|6.02|2.0|0.0|124.45|1.0|-6.0|6.0|-6.27|446.52|1.0|0.0|1.0|0.000442|6.14e-06|0.00274|3.88|0.0|0.0|6.1e-10|-0.04082|4.1731|8.26|-1770.448668|716.79|1229.58|0.3809|297.1|600.98|0.66615|-1770.217907|-0.16871|8.0361|-0.20953|0.06079704|11.7447|7.6778|7.6778
4_a27|0.0|0|0|0|0.0|0.0|2|6.823286122000001|0|1.4008954130000002|3.294369174|-0.006181204|4.727387819|-0.058641975|2|0.0456410259999999|1.274166982|-0.278154179|0.00991794|0.13397347|-0.01660383|0.010329671|-0.459570857|-0.2030237389999999|-0.480852615|2|0.639413469|0.7853766809999999|-0.024800302|0.842039655|1|0.852604338|0.3485918529999999|-29.89961815|10.43112657|0.1473956619999999|5.40078803|-1.181818|-14.56891559|40.33074472|0.444169714|441.4418013|1213.060761|-7.543156957000001|6.01592535|10.82331334|0.799110312|164.3952417|-316.8125922|0.020363697|-188.9664429|0.0|0.0|3.08|0.16|-6.22|2.94|2.8|0.0|0.0|97.55|1.0|-3.57|4.0|-6.51|331.37|0.0|1.0|1.0|0.0882|0.000102|0.0339|2.55|0.0|0.0|6.04e-07|-0.0449899999999999|5.5485|4.63|-1083.119531|555.75|946.77|0.2002|223.46|445.65|0.6089899999999999|-1082.963712|-0.17034|2.7371|-0.21533|0.01877181|3.9202|8.3979|8.3979
28_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|0|1.417203216|1.837209467|-0.006492092|4.727387819|-0.114439513|3|0.0396875|1.650185059|-0.363557127|0.002234763|0.0313932529999999|-0.039965901|0.002695258|0.155263557|-0.016955137|-0.447096101|3|0.715067047|0.755701837|-0.06654421|0.812553182|1|0.7817507370000001|0.3962228229999999|-57.59898971|9.799649234|0.218249263|6.540604536|-1.823585765|-23.40616218|67.39863895|0.468838001|521.7658603|2449.815677|-15.62203369|7.587188177000001|14.28413212|0.8826648009999999|151.0788711|-812.3457521|0.016673728|-365.2747728|0.0|1.0|2.86|0.08|-8.8|3.93|4.01|1.0|0.0|122.8|1.0|-4.42|5.0|-6.96|420.47|0.0|0.0|1.0|0.0159|3.72e-05|0.0156|2.68|0.0|0.0|1.57e-09|-0.06242|4.7905|4.64|-1368.32781|704.42|1198.32|0.2354|258.81|531.85|0.4701899999999999|-1368.085242|-0.15572|3.5284|-0.21814|0.03534166|4.7428|6.5935|6.5935
14a_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|2|1.3438495730000002|2.156210368|-0.002047597|5.4161004020000005|0.0437538159999999|3|0.035660377|2.070512208|-0.147427016|0.011509975|-0.045759336|-0.00421565|0.012272222|0.042968756|-0.220250238|-0.168193178|2|0.76857495|0.7348225290000001|-0.007680215|0.770129205|1|0.911549451|0.43555903|-32.23041637|9.840503082|0.088450549|7.140714112|-1.270993412|-13.76552695|42.07091945|0.469029865|661.4615097|1774.8853399999998|-9.988888957|10.0292632|18.88856367|0.8833450959999999|332.3339934|-669.2555601|0.0219172279999999|-60.97724212|0.0|1.0|4.4|0.39|-8.18|4.16|3.36|1.0|0.0|146.76|1.0|-4.21|6.0|-6.82|468.59|0.0|1.0|0.0|0.0288|1.58e-05|0.00743|3.29|0.0|0.0|6.55e-09|-46.0|5.5808|2.25|-1489.803158|800.01|1380.89|0.2835|222.16|645.26|0.7047100000000001|-1489.42155|0.2422099999999999|3.1205|0.19621|-0.14757681|4.8004|7.1308|7.1308
