molecula|NaaNH|n9FaHRing|SaaNH|NaasN|nARing|SaasN|SRW07|JGI4|AATSC1are|MATS8i|BCUTi-1|AATSC1pe|AATSC7i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|pIC50
16a_a10|0|0|0.0|1|1|2.041062372|5.4161004020000005|0.0334858389999999|0.011207938|0.014886502|10.92947902|0.011558506|-0.133979603|-0.1948324069999999|2|0.772481675|-0.068377262|-0.008879187|0.813036304|0.72613292|-0.052574986|0.3637074329999999|0.013872737|9.606840334|77.68598956|0.083851314|-0.026063936|-36.90194151|0.7270593190000001|-1.615964058|-25.21250404|-18.049219|46.01490333|0.4629532229999999|634.4309626|1823.310808|-12.4990447|8.531706024|15.88633689|6366.0631060000005|189.0108247|1539.147561|1.0|1.0|1.0|4.11|4.46|21.0|4.73|5.19|3.0|0.0|133.66|0.0|9.0|-5.22|33.0|5.0|439.55|0.0|1.0|1.0|4.24|-5.17|6.76e-06|0.00297|0.0|0.0|3.18e-09|1.4e-06|5.6019|3.8718|-1395.158387|-1395.13019|760.0|320.22|221.33|629.65|-1394.797092|0.0841|3.8323|0.02819643|4.6574|7.3279
4S4l_a46|0|0|0.0|1|1|2.155247543|5.587248657999999|0.049498645|0.0066560469999999|-0.060895366|10.94631401|0.006162668|-0.1012114369999999|-0.3888343979999999|1|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|-0.090807851|0.213675946|0.007140583|3.888872426|178.19783940000002|0.105217893|-0.029881089|-25.11158939|0.877939134|-1.523935543|-26.93416438|-16.27370639|53.34424204|0.469439238|487.3122681|1744.8220399999998|-8.862913904|5.668394116|10.68377935|4920.211524|66.47624804|945.3491632|1.0|1.0|1.0|3.92|3.19|17.0|4.64|5.02|1.0|0.0|105.77|0.0|3.0|-5.28|26.0|3.0|347.45|0.0|1.0|1.0|4.08|-5.11|7.78e-06|0.0027|0.0|0.0|9.980000000000001e-08|3.47e-05|5.2929|4.1414|-1092.753999|-1092.727031|583.76|299.38|234.25|500.66|-1092.489558|0.0614|2.5083|0.02696794|2.8473|6.5834
6_a3|0|0|0.0|0|0|0.0|4.727387819|0.038650794|-0.007540435|0.05584062|10.3116226|-0.006696449|-0.0445675709999999|-0.594308852|2|0.790667152|-0.155862559|0.055002252|0.8632654590000001|0.773152968|-0.1042506469999999|0.556539611|0.010921391|5.449560482000001|236.2008316|0.216677977|-0.037726468|-24.56680878|0.80281499|-1.282699916|-25.95647951|-18.8247694|57.46859326|0.387883362|390.8623623|1899.385061|-9.393191593|5.498222293|8.982311462|4992.54948|98.39146166|797.2473951000001|1.0|1.0|1.0|3.05|2.65|21.0|4.96|4.66|1.0|0.0|95.5|0.0|2.0|-5.44|23.0|3.0|338.81|0.0|0.0|1.0|3.63|-4.87|1.34e-05|0.00455|0.0|0.0|3.28e-08|1.11e-05|5.8279|3.3963|-1731.735113|-1731.7043199999998|524.88|365.05|212.74|366.93|-1731.602363|129.0|2.8131|0.03079258|3.7185|5.7501
41_a47|0|1|0.0|1|0|1.840145925|4.727387819|0.042537538|0.003530307|0.024881402|10.98214139|0.0047106|-0.178132441|-0.276217719|3|0.8417952740000001|0.08640454|0.123676975|0.900915114|0.609110565|-0.061101947|0.245948366|0.018348892|10.36256127|54.15850042|0.1768315369999999|-0.02929561|-28.69838714|0.653147815|-1.259711209|-19.48810377|-16.54473457|44.86996758|0.447046066|464.8854878|1073.170368|-9.34366093|7.168742909|12.96444871|5042.636398|195.8852341|1089.222944|1.0|1.0|1.0|3.18|3.18|21.0|3.34|4.52|0.0|0.0|99.09|0.0|4.0|-3.57|26.0|5.0|348.38|0.0|1.0|1.0|3.06|-3.9|0.000125|0.0436|0.0|0.0|3.36e-08|1.17e-05|4.0167|3.7144|-1162.492089|-1162.462261|603.1|333.8|308.67|471.9|-1162.288187|0.2504|4.9162|0.02982752|6.8546|8.0
1_a3|0|0|0.0|0|1|0.0|4.727387819|0.034166667|-0.006610844|0.038572075|10.33805862|-0.005006707|-0.007705076|-0.486774367|2|0.7905285390000001|-0.126299711|0.057919092|0.8457792829999999|0.943582278|-0.098872259|0.521474118|0.008036786|3.693677623|289.8942564|0.2237487219999999|-0.034105115|-19.55367089|0.7920857179999999|-1.295994381|-20.88467272|-15.67458788|49.13501083|0.4490711529999999|356.76228530000003|1162.737831|-7.203984013|4.984064981|9.046658216|4510.611026|95.55665364|751.9821735|1.0|1.0|1.0|3.83|0.0|16.0|2.28|1.85|0.0|0.0|91.52|0.0|2.0|-3.07|22.0|4.0|306.38|0.0|0.0|0.0|1.5|-3.3|0.000503|154.0|0.0|0.0|1.69e-06|0.000518|5.8805|3.8645|-1273.316428|-1273.290432|496.09|320.83|210.84|316.61|-1273.1763970000002|0.0096|2.2332|0.02599563|3.4319|6.1403
11_a15|0|0|0.0|0|1|0.0|0.0|0.02962963|0.001806571|-0.0856783419999999|10.95979791|0.003766915|-0.056500144|-0.363940085|2|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|0.796300317|-0.064429158|0.632319408|0.018519054|12.69062406|143.8088883|0.105461874|-0.033606127|-45.76619542|0.739315684|-1.949155337|-30.25595097|-23.02940065|56.84224275|0.470042906|613.0036107000001|2565.707165|-15.7814467|6.233494755|11.76226306|7002.915718000001|178.640152|1806.677804|1.0|1.0|0.0|4.1|4.25|24.0|4.33|6.69|2.0|0.0|138.24|0.0|6.0|-6.32|34.0|4.0|448.52|1.0|0.0|0.0|4.62|-6.1|7.970000000000001e-07|0.000357|0.0|0.0|1.27e-09|5.7e-07|4.7106|2.9595|-1450.740771|-1450.705737|739.57|418.94|263.2|568.22|-1450.39211|0.0011|812.0|0.03503399|1.3581|6.1314
27_a47|0|1|0.0|1|1|2.041063341|4.727387819|0.0304347829999999|0.001861676|0.0427469459999999|10.95005714|0.002350172|-0.137440913|-0.280944221|2|0.804224077|0.0436226579999999|0.023325573|0.8517043879999999|0.634406338|-0.0630454209999999|0.337815064|0.016506051|10.56549582|20.73428323|0.153530114|-0.028494622|-32.56705871|0.700732763|-1.510214943|-25.8313393|-18.2393594|50.9207639|0.475450742|541.8239522999999|2181.236691|-11.67498331|7.083168776|13.50334344|6433.288104|191.5604557|1379.535965|1.0|1.0|1.0|3.37|3.52|21.0|4.18|5.07|2.0|0.0|125.17|0.0|5.0|-4.81|31.0|5.0|436.91|0.0|0.0|1.0|3.91|-5.05|8.89e-06|0.0038799999999999|0.0|0.0|1.5e-09|6.55e-07|4.9358|3.8125|-1778.1049670000002|-1778.078632|673.27|325.21|251.19|517.82|-1777.830739|0.1839|4.0365|0.02633483|5.2214|5.6
15c_a22|0|0|0.0|1|0|1.596256692|4.727387819|0.038137255|0.003784292|-0.023927419|10.9464374|0.004362505|-0.047249795|-0.364626967|2|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.639264982|-0.067475429|0.615901609|0.024561528|17.68362419|36.22825261|0.133414786|-0.0302219629999999|-41.51455167|0.661775114|-1.60176404|-34.97658951|-21.75898206|66.26407672|0.462157867|623.9175171|2092.620825|-15.66586856|8.626398368|16.03890406|6882.442370999999|243.5126145|1742.625289|0.0|1.0|1.0|3.49|2.85|27.0|3.9|4.18|1.0|0.0|128.77|0.0|6.0|-4.86|34.0|6.0|445.48|0.0|0.0|0.0|2.98|-4.62|2.4e-05|0.0107|0.0|0.0|5.269999999999997e-10|2.35e-07|5.7361|3674.0|-1460.602657|-1460.571156|715.42|337.46|216.15|575.8|-1460.324493|0.0694|7.382000000000001|0.03150096|9.0393|6.1325
20_a31|1|1|3.3852303|0|0|0.0|5.733341277|0.03995614|-0.003484915|-0.020082435|10.31100269|-0.001662219|-0.023477148|-0.594513619|0|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7507116140000001|-0.085849869|0.246878555|0.019334605|12.1160662|64.42171513|0.2045729339999999|-0.033537774|-43.27297051|0.710707042|-1.542737604|-33.71260536|-21.01650877|65.91404723|0.464597945|498.4558574|1758.762093|-13.1700345|8.289864307|15.48343758|5678.167489|181.2859728|1360.278351|1.0|1.0|1.0|3.46|2.74|19.0|6.49|4.38|1.0|0.0|110.47|1.0|7.0|-5.91|27.0|4.0|397.52|1.0|0.0|1.0|3.6|-4.44|3.66e-05|0.0146|0.0|0.0|2.23e-08|8.86e-06|3.5381|3.5381|-1880.768349|-1880.734655|666.67|350.43|350.43|560.67|-1880.538664|0.2011|3.7403|0.0336943|4.9218|8.0862
12l_a30|0|0|0.0|0|2|0.0|5.351858133|0.044036281|-0.00695299|0.154540315|10.31162828|-0.004395528|-0.300262845|-0.640870513|1|0.830875659|-0.045411075|-0.0395239879999999|0.883029843|0.593245722|-0.0905026719999999|0.37422435|0.0154211289999999|10.78883933|103.5499036|0.165720595|-0.045581702|-53.74781658|0.8218150790000001|-2.415830189|-44.29742723|-31.88960104|74.10578426|0.462727396|583.6736326|2394.793539|-22.31041443|9.258542907|17.23248653|7576.362669|124.6606826|2056.604824|1.0|0.0|1.0|4.72|0.0|17.0|4.43|4.78|2.0|0.0|133.96|0.0|7.0|-6.7|34.0|8.0|482.48|0.0|0.0|0.0|3.42|-5.92|1.2e-06|0.000579|0.0|0.0|6.61e-08|3.19e-05|5.0454|3.5245|-1988.033039|-1987.998976|729.17|351.78|245.74|574.72|-1987.782294|0.1574|2.5031|0.03406276|2.9851|7.2154
12w_a30|0|0|0.0|0|2|0.0|5.351858133|0.044197531|0.002431329|0.028815747|10.31162873|0.001805829|-0.173643543|-0.477636454|1|0.83236194|-0.032835151|-0.080971844|0.889479916|0.711738503|-0.076611264|0.4274948739999999|0.015446225|10.59162334|82.06520565|0.147783603|-0.037237182|-45.15435649|0.8077976990000001|-1.824621925|-36.02242934|-25.53389062|63.12469722|0.451478593|584.3729039|2783.769563|-17.50883211|8.063690539|14.70077638|6888.291006999999|131.7949495|1548.85393|1.0|0.0|1.0|4.63|0.0|17.0|5.11|3.92|2.0|0.0|137.3|0.0|5.0|-6.58|31.0|4.0|467.37|0.0|0.0|1.0|3.59|-6.04|9.14e-07|0.0004269999999999|0.0|0.0|1.58e-08|7.39e-06|5.0632|3.5585|-2494.966575|-2494.932002|716.83|348.42|244.87|577.06|-2494.743475|0.1614|2.4229|0.0345723|3.0068|7821.0
7e_a8|1|0|3.038052327|1|0|1.3496955309999998|4.844187086|0.043758865|0.0024398329999999|-0.11032771|10.94332434|0.002669179|-0.075638618|-0.341022848|0|0.732001738|-0.023521398|-0.072307692|0.790500031|0.577394732|-0.08608941|0.286669793|0.0215993429999999|12.91806855|86.03149870000001|0.170843962|-0.037446454|-31.72369068|0.776001552|-1.6850904519999998|-30.79383811|-22.39586026|64.40615805|0.4742828629999999|495.8990914|2032.501296|-13.39444718|7.70387217|14.654025199999998|5808.479788000001|133.9683023|1298.726412|1.0|0.0|0.0|3.2|3.38|23.0|5.16|4.94|2.0|0.0|108.43|0.0|4.0|-5.75|29.0|4.0|385.39|0.0|0.0|1.0|4.31|-5.41|3.87e-06|0.00149|0.0|0.0|5.07e-09|1.95e-06|3.8142|3.2363|-1300.495519|-1300.467069|622.23|383.1|325.06|544.55|-1300.271093|0.1522|9.0006|0.02845071|11.4436|4.4547
16g_a32|1|1|3.363965155|0|0|0.0|5.733341277|0.03898374|-0.002456725|-0.029193403|10.31100263|-0.00030659|-0.085591073|-0.696926204|0|0.83902731|-0.026098259|0.008494733|0.8821580379999999|0.762429418|-0.078387439|0.542303725|0.023959586|17.659402|90.88837862|0.1793577589999999|-0.033839807|-57.31234426|0.6863323440000001|-1.79350976|-42.58335004|-24.94161377|75.43482709|0.3972359179999999|604.8539801|3497.469035|-18.38320476|9.3963701|15.58880229|6372.261243999999|231.1885989|1926.042887|1.0|1.0|1.0|3.87|3.42|19.0|6.81|5.38|3.0|0.0|121.56|1.0|10.0|-7.51|30.0|5.0|441.57|1.0|0.0|1.0|4.37|-5.32|4.83e-06|0.00213|0.0|0.0|6.890000000000001e-09|3.04e-06|3.6161|3.6161|-2034.621991|-2034.593036|752.29|342.86|342.86|639.49|-2034.342619|0.2879|3.7346|0.02895494|4.3204|7.9586
13k_a6|1|0|3.423411754|0|1|0.0|5.351858133|0.04162037|-0.009326562|0.0809333929999999|10.95129637|-0.006280295|0.08217847|-0.5627624379999999|1|0.7908110340000001|0.1373649019999999|-0.123105035|0.84018367|0.827754203|-0.11937574|0.212093198|0.0296987679999999|20.6185734|183.1261118|0.3589674579999999|-0.045420752|-61.29890279999999|0.7971316940000001|-2.543562101|-57.53822059|-31.53366823|103.4959988|0.426031882|445.0412356000001|3332.974951|-21.89246528|8.370126134|14.58291125|6492.211639|140.8427117|2215.299472|1.0|1.0|1.0|3.68|2.8|23.0|4.55|3.8|1.0|0.0|124.98|0.0|7.0|-5.49|33.0|5.0|441.48|0.0|0.0|1.0|3.18|-4.77|1.7100000000000002e-05|0.0075599999999999|0.0|0.0|1.29e-09|5.7e-07|5112.0|3.5476|-1465.862962|-1465.83213|731.25|349.49|242.53|577.68|-1465.557346|0.0137|8.1639|0.0308324|10.5079|7.3372
2_a3|0|0|0.0|0|0|0.0|4.727387819|0.034166667|-0.006049098|0.09933632|10.31162302|-0.0045709459999999|-0.18746945|-0.568019422|2|0.769486995|-0.192034735|0.065162907|0.8401405609999999|0.841871246|-0.104577702|0.4551292289999999|0.011938463|5.601853871|228.178656|0.249793422|-0.033150466|-20.68016573|0.727984269|-1.127115845|-23.02532673|-15.55510657|54.67257594|0.458202525|352.0174726|1314.679398|-7.298882022000001|4.88513521|9.016533738|4446.904467|127.637231|726.4904564|1.0|1.0|1.0|2.97|2.22|21.0|4.34|4.01|0.0|0.0|90.49|0.0|2.0|-4.75|22.0|3.0|304.37|0.0|0.0|1.0|3.06|-4.27|5.33e-05|0.0162|0.0|0.0|1.3e-07|3.9500000000000005e-05|5.4397|3.3354|-1272.143337|-1272.114086|503.34|371.73|227.92|340.69|-1272.001389|0.0962|4.0121|0.02925101|5.4999|5.4
9_a15|0|0|0.0|0|0|0.0|0.0|0.04022792|1.7800000000000002e-05|0.05688176|10.95880687|0.003160815|0.140072812|-0.344978312|1|0.7059441040000001|0.088615068|0.010183805|0.742680335|0.8105478740000001|-0.073701648|0.416635119|0.032464905|18.10574464|105.5304352|0.153843684|-0.028575549|-36.29225274|0.51257747|-1.400201879|-22.92354152|-15.93664265|59.20930631|0.4517825079999999|471.903131|1689.926339|-8.88789863|5.485176331|10.00547485|5375.400861|271.83655510000006|1523.4682269999998|1.0|1.0|0.0|3.16|3.37|18.0|3.9|4.95|2.0|0.0|104.74|0.0|7.0|-5.25|27.0|5.0|366.41|0.0|1.0|1.0|3.69|-4.81|1.53e-05|0.00562|0.0|0.0|2.69e-08|9.86e-06|4.3447|3.7487|-1223.705126|-1223.687392|588.55|330.74|285.37|507.33|-1223.463757|0.0115|1.4625|0.01773342|2188.0|6.9706
8m_a46|0|0|0.0|1|1|2.126524943|5.533389489|0.047345679|0.0063680119999999|-0.120972269|10.94650201|0.005865049|-0.206020062|-0.380393836|1|0.7699708959999999|-0.084989948|-0.090247845|0.8142050040000001|0.77612204|-0.0911455|0.280198209|0.007059399|3.742817678|166.8508795|0.123789645|-0.032188531|-23.9511632|0.8854896870000001|-1.448483903|-25.62105988|-17.06601365|52.0671834|0.425802465|464.5573228999999|1913.813025|-9.04821721|5.684332261000001|9.899611044|4439.758321|60.71213839999999|867.2835213999999|0.0|1.0|1.0|3.24|2.92|17.0|4.16|4.21|1.0|0.0|96.16|0.0|2.0|-4.48|24.0|3.0|319.4|0.0|1.0|1.0|3.53|-4.56|2.78e-05|0.0088799999999999|0.0|0.0|3.5e-07|0.000112|5.3062|4.2881|-1014.126693|-1014.091966|570.72|289.14|233.66|489.57|-1013.91158|0.1441|2.0174|0.03472717|3.1675|6.6402
47k_a18|0|0|0.0|0|1|0.0|4.844187086|0.033777778|0.003047962|-0.02822032|10.94702256|0.00493127|-0.026672956|-0.451417954|0|0.721697829|0.022512501|-0.014398731|0.753132457|0.737517943|-0.065324278|0.3533268229999999|0.015080484|11.91029894|20.66242736|0.169064596|-0.030255779|-55.10689702|0.7153044209999999|-2.208671853|-40.74641317|-23.89547793|63.50225571|0.467246896|656.2580564|2009.418849|-18.87222501|9.777177947|18.35217454|7575.637462000001|224.8475227|2438.639881|1.0|1.0|1.0|4.66|0.0|18.0|2.39|3.17|3.0|2.0|154.86|1.0|11.0|-5.84|38.0|4.0|513.63|0.0|0.0|0.0|2.53|-5.33|4.65e-06|0.0023899999999999|1.0|1.0|3.6099999999999997e-09|1.85e-06|3.0948|3.0948|-1664.756029|-1664.728002|842.29|400.63|400.63|793.48|-1664.2657390000002|0.5920000000000001|4.1818|0.02802749|5.2253|7.5376
1b_a5|1|0|2.881451247|0|0|0.0|4.59511985|0.0248765429999999|0.003886035|0.001241264|10.94890233|0.003708988|-0.220946861|-0.231956531|2|0.759794937|0.122747292|-0.054153474|0.827319059|0.558485747|-0.07823203|0.341795323|0.010803163|5.438378717999999|168.30518769999998|0.191171377|-0.031306145|-19.56938257|0.7324812509999999|-1.158327367|-19.82538668|-15.75970652|44.82086533|0.474445758|407.1693177|919.9167129|-7.933533473|6.11909445|11.64312636|4577.125071|134.6705884|796.0738116|1.0|1.0|1.0|2.75|1.81|23.0|4.88|4.76|0.0|0.0|90.44|0.0|3.0|-3.97|24.0|4.0|316.33|0.0|1.0|1.0|3.38|-4.3|4.970000000000001e-05|0.0157|0.0|0.0|4.99e-09|1.58e-06|4789.0|4.6481|-1050.538976|-1050.506509|536.59|266.74|258.89|388.58|-1050.413506|87.0|2891.0|0.03246637|4.3687|7.2291
12ab_a36|1|0|3.458948649|0|2|0.0|5.351858133|0.039951691|0.000939229|-0.032623802|10.9540584|0.002112069|0.0618552579999999|-0.4186639029999999|1|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0.8196353679999999|-0.079202413|0.452078227|0.024102201|16.62527454|116.6804416|0.158944244|-0.033434841|-45.21303385|0.679025324|-1.805481415|-37.68448987|-23.06276515|71.2577056|0.484987413|580.1454645|2390.849902|-15.90828969|7.821826146|15.18764075|6314.697413|221.4026852|1834.083759|1.0|0.0|1.0|4.86|0.0|17.0|3.14|1.95|1.0|0.0|133.27|0.0|6.0|-3.92|32.0|5.0|420.47|0.0|0.0|0.0|1.8|-3.91|0.000122|0.0515|0.0|0.0|8.95e-08|3.76e-05|3.8845|3.8845|-1364.509957|-1364.468283|712.73|319.17|319.17|564.58|-1364.236757|0.4451|3.6976|0.04167456|5.3228|7.9586
19f_a38|1|0|3.3320764830000003|0|2|0.0|5.351858133|0.041808786|-0.002526241|0.035480177|10.96083376|-0.000673716|-0.017421394|-0.4288343429999999|1|0.819222745|-0.075025988|-0.094149094|0.8741648479999999|0.698414933|-0.085318318|0.488059925|0.02107583|13.4639011|125.7493111|0.249124013|-0.037844587|-45.42524686|0.734437553|-1.892229356|-34.81887413|-24.1763087|67.96791709|0.453960261|479.6831205|2846.860803|-15.44458393|6.164440995|11.28936331|6115.273372|169.6496169|1645.906354|1.0|1.0|1.0|4.82|2.48|17.0|3.13|2.55|1.0|0.0|125.69|0.0|5.0|-4.14|30.0|4.0|401.44|0.0|0.0|1.0|2.67|-4.17|6.77e-05|0.0272|0.0|0.0|1.4e-07|5.610000000000001e-05|5.3197|3.4422|-1332.190216|-1332.160846|653.22|360.19|233.07|495.68|-1331.945195|0.0019|5.3152|0.02936908|7.1655|7.1397
12f_a36|1|0|3.50900085|0|2|0.0|5.351858133|0.039061728|0.003676818|0.012286423|10.95389399|0.0045625|0.182557897|-0.438198895|1|0.821599443|-0.109793154|-0.1188384119999999|0.8700396090000001|0.857993338|-0.071035495|0.3416917479999999|0.01784834|11.77610852|43.53853176|0.156443092|-0.035813075|-43.65234724|0.7803018709999999|-2.00553221|-30.92312428|-23.629013600000004|58.64442871|0.464240353|556.5681681|2380.393255|-15.59012402|7.416874811|13.84366076|6000.985822|144.9540437|1695.785708|1.0|0.0|1.0|4.94|0.0|17.0|3.62|2.45|1.0|0.0|133.52|0.0|6.0|-4.61|31.0|4.0|409.49|0.0|1.0|0.0|2.4|-4.57|2.6600000000000003e-05|0.0109|0.0|0.0|4.38e-08|1.7899999999999998e-05|5.2106|3.6545|-1311.57896|-1311.550167|699.88|339.27|237.95|545.55|-1311.285102|0.0231|5.9228|0.02879265|7.8454|7.9586
3t_a32|1|1|3.4477303|0|0|0.0|5.733341277|0.03995614|9.83e-05|0.012069208|10.31100267|0.00139283|0.049606573|-0.496165036|0|0.822076702|0.0466380209999999|-0.146047869|0.870628579|0.687253845|-0.080203824|0.217914628|0.014242899|8.995863948|97.01046154|0.171323757|-0.026967947|-38.89478416|0.684474482|-1.267493496|-31.99514268|-17.03304802|59.65287508|0.481726305|523.3947687|2241.507646|-10.75813179|8.107111779|15.64252992|5525.861115|199.2870037|1169.58817|1.0|1.0|1.0|3.58|3.41|19.0|7.65|5.42|2.0|0.0|112.48|0.0|7.0|-6.48|27.0|4.0|396.53|0.0|0.0|1.0|4.46|-4.93|1.16e-05|0.00462|0.0|0.0|9.86e-09|3.91e-06|3.5487|3.5487|-1864.708995|-1864.678788|677.16|349.38|349.38|575.45|-1864.472646|0.2906|1.2641|0.03020622|2.7003|8.0458
17_a47|1|1|3.011740664|0|0|0.0|4.59511985|0.031802469|0.0042378929999999|0.075303828|10.9385382|0.004477366|-0.180898239|-0.3004189439999999|3|0.75807704|-0.034891905|-0.010871607|0.814790949|0.7666613659999999|-0.07185129|0.522140199|0.01291694|7.87914003|68.64478326|0.147717593|-0.02987808|-30.88080199|0.7457517659999999|-1.493904005|-26.73455447|-18.22518223|51.70735256|0.46147021|519.8795281|1573.836082|-11.11708872|7.055517075|13.10144249|5854.9736840000005|155.087622|1221.9335609999998|1.0|1.0|1.0|3.44|2.39|27.0|5.12|5.44|2.0|0.0|119.83|0.0|4.0|-5.4|30.0|4.0|392.46|0.0|0.0|1.0|3.85|-5.21|6.11e-06|0.0024|0.0|0.0|7.96e-11|3.12e-08|4.2784|4.2784|-1254.985125|-1254.943823|656.78|289.79|289.79|477.67|-1254.737546|0.4308|3.4454|0.04130125|5.6949|8.3
12d_a30|0|0|0.0|0|2|0.0|5.351858133|0.042804233|0.005613018|0.036688757|10.31162861|0.005965451|-0.162129948|-0.4562256979999999|1|0.8017873000000001|-0.0430927579999999|-0.130412856|0.8532172109999999|0.7991060659999999|-0.073829724|0.366319099|0.015567102|10.05700314|85.1932288|0.156990075|-0.036246039|-39.33285959|0.8143892140000001|-1.884794029|-30.81433963|-23.41646662|57.75411196|0.4572733479999999|544.6198897999999|2323.480646|-15.12802292|7.557073995|13.92427286|6120.329513000001|119.91237920000002|1495.177298|1.0|0.0|1.0|4.75|0.0|17.0|4.35|2.93|2.0|0.0|132.24|0.0|5.0|-5.66|30.0|4.0|412.51|0.0|0.0|1.0|2.91|-5.15|7.05e-06|0.00291|0.0|0.0|9.75e-08|4.02e-05|3.4821|3.4821|-1615.095823|-1615.063947|695.57|356.06|356.06|545.94|-1614.831682|149.0|4434.0|0.03187624|4.8843|7.9508
35_a18|0|0|0.0|0|2|0.0|4.844187086|0.03531746|-7.44e-05|0.027469086|10.94702087|0.00113101|-0.104482176|-0.5009599889999999|0|0.737094825|-0.032017257|-0.017913121|0.774007861|0.7277482059999999|-0.081822342|0.3888901179999999|0.008853796|6.525195505|118.7214377|0.199234055|-0.033440195|-45.74482543|0.874573807|-2.273933228|-44.44264921|-24.64522632|66.82777970000001|0.465531336|590.1597827|1761.858479|-18.16338657|9.184536969|17.18442554|6995.248058|92.43836482|1916.219506|1.0|1.0|1.0|4.3|0.0|18.0|4.13|3.35|3.0|1.0|151.05|0.0|8.0|-6.06|36.0|3.0|480.6|0.0|0.0|1.0|3.07|-5.53|2.96e-06|0.0014199999999999|0.0|0.0|2.81e-10|1.35e-07|3.2146|3.2146|-1533.002975|-1532.976969|796.47|385.69|385.69|657.07|-1532.557542|0.4981|2.0432|0.02600607|2.7788|7.6198
19i_a38|1|0|3.169368622|0|2|0.0|5.351858133|0.043197531|-0.006877664|-0.074033381|10.96052467|-0.004358975|0.215263198|-0.430016467|1|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|-0.08347616|0.4748744179999999|0.022576308|13.83587388|137.7658863|0.252841593|-0.040770109|-42.53502816|0.7419238420000001|-2.038505453|-31.35232957|-24.98593175|64.99417804|0.444551315|457.89548719999993|2335.0953870000003|-15.31261014|6.690507557999999|12.04523072|6744.7785650000005|158.161786|1683.860952|1.0|1.0|1.0|4.8|2.88|17.0|3.55|3.11|1.0|0.0|125.65|0.0|5.0|-4.25|31.0|5.0|419.43|0.0|0.0|1.0|3.04|-4.33|4.67e-05|0.0196|0.0|0.0|7.599999999999999e-08|3.19e-05|5.7041|3.6129|-1431.415351|-1431.384243|641.31|343.17|217.36|457.26|-1431.181148|0.1886|6.6636|0.03110827|8.6365|7.9031
12f_a30|0|0|0.0|0|2|0.0|5.351858133|0.041555556|-0.00695299|-0.008663584|10.31162828|-0.004395528|0.4304505939999999|-0.6394697460000001|1|0.8246767140000001|-0.043091382|-0.071123509|0.876441789|0.593245722|-0.090450992|0.56363596|0.01570263|11.07796031|101.2862703|0.164253554|-0.0452183279999999|-54.21787616|0.815175332|-2.396571368|-45.01820228|-31.90082427|74.88972286|0.472521727|589.6060704|2712.844784|-22.5055335|8.366190175|15.86072943|7634.176316|130.3909181|2074.08593|1.0|0.0|1.0|4.73|0.0|17.0|4.43|4.78|2.0|0.0|133.96|0.0|7.0|-6.7|34.0|8.0|482.48|0.0|0.0|0.0|3.42|-5.92|1.2e-06|0.000579|0.0|0.0|6.61e-08|3.19e-05|5.0587|3.5298|-1988.032639|-1987.998635|729.87|351.25|245.09|574.31|-1987.782125|0.1596|3.6633|0.03400408|4.6865|7.7144
