molecula|NaaNH|n9FaHRing|SaaNH|NaasN|nARing|SaasN|SRW07|JGI4|AATSC1are|MATS8i|BCUTi-1|AATSC1pe|AATSC7i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|PBF|FPSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|pIC50
12v_a30|0|0|0.0|0|2|0.0|5.351858133|0.04625323|0.002431329|0.020607357|10.31162873|0.001805829|-0.173424818|-0.471153275|1|0.83236194|-0.029852321|-0.080971844|0.889479916|0.711738503|-0.077138874|0.404950755|0.015823709|10.70556236|82.09302037|0.1498787969999999|-0.037666615|-44.46327619|0.806069067|-1.845664126|-35.30820865|-25.48342433|62.89402328|0.478535287|575.1512171|2483.120571|-17.2408622|8.114588039|15.56114504|6952.110426|131.2043645|1549.107692|1.0|0.0|1.0|4.62|0.0|17.0|5.11|3.92|2.0|0.0|137.3|0.0|5.0|-6.58|31.0|4.0|467.37|0.0|0.0|1.0|3.59|-6.04|9.14e-07|0.0004269999999999|0.0|0.0|1.58e-08|7.39e-06|3.5507|3.5507|-2494.963646|-2494.92869|715.58|349.18|349.18|573.82|-2494.739831|0.1601|2.9171|0.03495552|4105.0|7.6596
12av_a36|1|0|3.4520047430000003|0|2|0.0|5.351858133|0.04250591|-0.00233752|-0.021036176|10.96037173|-0.000472698|0.1168328169999999|-0.507136551|1|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0.817582774|-0.082283524|0.277834652|0.021666882|15.09249582|99.2415672|0.247552267|-0.035197712|-51.2347934|0.671916917|-2.006269572|-39.92474833|-24.51766365|72.40871507|0.491188387|524.1323793|2354.591519|-17.07826447|8.975655204|17.64042914|6460.1184140000005|228.5327731|2079.880404|0.0|0.0|1.0|4.96|0.0|17.0|2.38|1.65|1.0|0.0|138.06|0.0|7.0|-3.54|33.0|5.0|438.48|0.0|0.0|0.0|1.47|-3.64|0.000227|0.0997|0.0|0.0|1.1800000000000001e-07|5.18e-05|4.8408|3.4402|-1440.988179|-1440.945099|733.21|360.39|256.12|588.31|-1440.67411|0.0027|4.7666|0.04308001|6.1075|7.4089
12p_a36|1|0|3.392386149|0|2|0.0|5.351858133|0.042804233|-0.002526241|-0.084846674|10.96052769|-0.000673716|0.2461794139999999|-0.440709431|1|0.828371596|-0.035871448|-0.074349074|0.8839272779999999|0.698414933|-0.082569108|0.315548061|0.020202133|12.71795723|83.24921731|0.251561167|-0.039016808|-42.95260501|0.759126153|-1.950840419|-32.72335782|-24.56246081|64.698131|0.475504684|471.1687161|2308.958924|-15.4629378|7.546742977|14.3885803|5922.775161|151.63860559999998|1617.811526|1.0|0.0|1.0|4.72|0.0|17.0|3.13|2.44|1.0|0.0|123.71|0.0|5.0|-3.89|30.0|5.0|399.42|0.0|1.0|0.0|2.15|-4.16|6.96e-05|0.0278|0.0|0.0|1.4e-07|5.58e-05|5.3413|3.8372|-1332.182868|-1332.148901|660.71|323.11|232.12|506.89|-1331.947748|0.1841|4.8805|0.03396697|6.7199|8.0458
11a_a5|1|0|2.9781886010000003|0|1|0.0|4.59511985|0.021060606|0.007993132|-0.1301505359999999|10.94877942|0.007955512|-0.081506|-0.254944026|2|0.73344478|-0.037220974|-0.0489811909999999|0.773417838|0.7410766209999999|-0.064565402|0.369563711|0.011860803|8.474559367000001|61.32301293|0.10656566|-0.026223112|-36.51058972|0.740865275|-1.573386716|-32.96141947|-18.73644762|54.60662289|0.466436596|638.3599998999999|1170.247903|-13.38721623|9.740948724|18.25640338|5756.783268|185.1520983|1517.39715|0.0|1.0|1.0|3.53|3.68|23.0|6.38|6.55|2.0|0.0|128.51|0.0|7.0|-7.25|32.0|4.0|424.54|1.0|0.0|1.0|5.16|-6.4|3.95e-07|0.000167|0.0|0.0|1.18e-10|5.019999999999999e-08|4.4033|4.0938|-1339.8362619999998|-1339.802852|739.79|302.86|281.57|578.8|-1339.493223|0.1838|2.8611|0.03340977|3.6525|7.0915
13_a10|0|0|0.0|1|1|2.091672336|5.4161004020000005|0.038726287|0.00384732|-0.002128014|10.9296146|0.003791547|-0.154121136|-0.345108701|2|0.78472614|0.00746881|-0.002671425|0.84680169|0.736686715|-0.094726989|0.4676169839999999|0.0122005|6.168030793|174.7319717|0.181972309|-0.030119651|-21.04167667|0.7144943490000001|-1.234905671|-24.21093442|-15.22715739|54.05778885|0.449563457|413.5584641|1630.880014|-7.698174391|5.069505473|9.209972585|4941.066161|144.338975|873.7836118999999|1.0|1.0|1.0|3.02|2.58|21.0|3.52|3.81|0.0|0.0|97.14|0.0|2.0|-3.76|25.0|4.0|328.37|0.0|1.0|1.0|2.91|-4.1|7.87e-05|0.0258|0.0|0.0|2.49e-07|8.170000000000001e-05|5.8308|3.8419|-1065.874094|-1065.839441|550.83|322.72|212.63|376.77|-1065.68351|0.1514|3.6904|0.0346535|5.3726|6.7959
12d_a31|1|0|3.441384322|0|1|0.0|5.733341277|0.0359583329999999|-0.002456634|-0.085780934|10.31169788|0.000127275|-0.067477864|-0.550805937|0|0.8343242820000001|-0.00658148|-0.057226679|0.873955169|0.771222772|-0.0938723509999999|0.3996192999999999|0.0296918329999999|21.06095035|157.30671669999998|0.294550252|-0.032542687|-57.85220856|0.6383648510000001|-1.724762406|-47.23018217|-23.08311261|87.64629597|0.389382761|500.3881827|2434.226776|-16.37326657|9.445278138|15.46841054|5753.290126|256.5143096|1916.466682|1.0|1.0|1.0|3.76|3.9|16.0|6.04|4.09|2.0|0.0|112.97|0.0|9.0|-5.61|29.0|5.0|412.51|0.0|0.0|1.0|3.76|-4.39|4.06e-05|0.0167|0.0|0.0|2.3500000000000002e-08|9.69e-06|3.8477|3.8477|-1657.471849|-1657.428467|730.86|322.23|322.23|626.33|-1657.1792779999998|0.2566|2.4186|0.04338158|3.3585|6.2924
12_a47|1|1|2.903215905|0|0|0.0|4.59511985|0.036632997|-0.0047488359999999|-0.018573056|10.95005729|-0.004332024|0.003417588|-0.326846977|2|0.8288334490000001|0.055943216|0.050943962|0.90246604|0.618808977|-0.084846808|0.266995634|0.018014416|9.382250925|63.89392714|0.2159289589999999|-0.034116917|-24.91541818|0.680723821|-1.1940921|-23.01490672|-17.76874008|53.5720844|0.4792593739999999|408.3591283|702.3796319|-9.25429818|7.042279354|13.52358352|4816.005822|166.28511369999998|913.5950352|1.0|1.0|1.0|2.73|1.67|21.0|4.19|4.98|0.0|0.0|91.63|0.0|3.0|-4.51|24.0|4.0|339.75|0.0|1.0|1.0|3.37|-4.56|2.77e-05|0.00943|0.0|0.0|7.69e-09|2.61e-06|4.2907|3.9538|-1488.101254|-1488.064043|537.79|313.58|288.96|400.09|-1487.974738|0.2241|2.1019|0.03721125|3.5884|8.2
14j_a23|0|1|0.0|2|0|3.278390512|5.351858133|0.046283951|0.007671236|-0.026319216|10.31321824|0.0075222369999999|0.087218599|-0.463194548|2|0.800643488|0.143567854|-0.091426449|0.864845456|0.5935522360000001|-0.062203032|0.226990358|0.020485263|13.28905737|40.38957571|0.154547838|-0.034989992|-34.60325668|0.7739671709999999|-1.644529644|-26.17681598|-22.69846456|53.64097592|0.497137467|548.455847|2175.598042|-14.72479008|7.83426417|15.57933561|6597.039681|146.63044480000002|1378.388999|0.0|0.0|1.0|3.39|3.41|26.0|3.78|4.58|2.0|1.0|120.24|0.0|5.0|-5.58|31.0|5.0|429.47|0.0|0.0|0.0|3.77|-5.11|7.73e-06|0.00332|0.0|0.0|2.14e-08|9.18e-06|3.6671|3.6671|-1729.15999|-1729.1379190000002|670.6|338.1|338.1|528.18|-1728.9293280000002|0.3886|5.8037|0.02207124|8.3233|8.3883
12c_a36|1|0|3.447900368|0|2|0.0|5.351858133|0.040899471|0.0005016269999999|-0.0621599059999999|10.95982545|0.0010871589999999|0.146546059|-0.4423430339999999|1|0.819222745|-0.033217921|-0.097861598|0.8741648479999999|0.8065052890000001|-0.073370864|0.462597812|0.019582215|12.5779546|60.79111287|0.159266488|-0.038024893|-43.57746274|0.75500974|-1.901244658|-30.27053327|-24.42396797|59.70517794|0.473610011|540.0159387|2365.641348|-15.68788659|6.772454418|12.86584957|6256.172329|157.3609748|1617.460455|1.0|0.0|1.0|4.74|0.0|17.0|3.35|2.54|1.0|0.0|128.76|0.0|5.0|-4.44|30.0|4.0|415.88|0.0|1.0|1.0|2.34|-4.59|2.55e-05|0.0106|0.0|0.0|6.65e-08|2.77e-05|3.8436|3.8436|-1692.540795|-1692.511019|672.74|322.58|322.58|509.61|-1692.312906|0.3927|4.9812|0.02977602|6.6973|8.0458
16a_a23|0|1|0.0|2|1|3.411338761|5.351858133|0.046283951|0.012426121|-0.088255625|10.31321796|0.01226642|0.115499047|-0.380779155|2|0.8323974470000001|0.154144584|-0.116894582|0.890165467|0.7199622309999999|-0.041095401|0.181301571|0.021379172|13.80568132|9.922436905|0.0651629059999999|-0.025724725|-30.39361398|0.585920722|-1.311960953|-17.13669862|-16.6118386|40.34319246|0.49525751|603.6746046|1801.957216|-10.72715788|8.024409307|15.89802615|6552.801739|267.3932664|1445.935835|1.0|0.0|1.0|3.94|0.0|20.0|2.03|2.52|1.0|1.0|125.79|0.0|5.0|-4.58|31.0|4.0|427.5|0.0|0.0|0.0|1.85|-4.31|4.86e-05|0.0208|0.0|0.0|5.38e-06|0.0023|1.6239|1.6239|-1685.913359|-1685.8794469999998|670.04|763.49|763.49|555.21|-1685.580443|0.2066|11.6254|0.03391189|18.4446|7.4037
3f_a32|1|1|3.553167045|0|0|0.0|5.733341277|0.042380952|0.001276735|-0.113189563|10.31100273|0.002565215|-0.112493266|-0.5487283829999999|0|0.820782305|-0.110248899|-0.1743238839999999|0.871865543|0.786074011|-0.073433055|0.3217719189999999|0.011897886|6.707989266|47.97543149|0.125973316|-0.030139709|-30.95210106|0.78919828|-1.265867765|-23.34192893|-16.99267001|48.1093075|0.435176082|492.7734095|2130.756016|-9.580412233|6.153728636|10.89495051|4993.667711|118.8493262|904.3255145|1.0|1.0|1.0|3.9|3.31|19.0|7.18|5.63|2.0|0.0|102.66|0.0|4.0|-6.89|24.0|3.0|354.49|0.0|0.0|1.0|4.63|-5.4|3.96e-06|0.0014|0.0|0.0|4.89e-08|1.73e-05|3.5569|3.5569|-1712.0610190000002|-1712.034952|604.9|348.58|348.58|488.74|-1711.863611|293.0|3.4678|0.02606687|5.7161|8.0458
5_a27|0|0|0.0|2|0|3.2927747860000003|4.727387819|0.048947368|0.00991794|-0.125237927|10.93772408|0.010329671|-0.250776983|-0.4982037479999999|2|0.760083119|0.180356685|-0.020087122|0.8149212259999999|0.614205449|-0.055979434|0.333977277|0.01695771|8.936508815|10.48961936|0.146821224|-0.030385206|-23.6277072|0.741481472|-1.276178645|-15.54640123|-16.01263727|38.43699603|0.439066197|449.6149323|1254.531539|-8.438466859|6.160679036|10.98289851|4943.51602|136.2361487|907.0095354|0.0|0.0|0.0|3.07|3.11|21.0|2.94|2.8|0.0|0.0|97.55|0.0|2.0|-3.61|25.0|4.0|331.37|0.0|1.0|1.0|2.82|-4.01|9.78e-05|0.0324|0.0|0.0|6.04e-07|0.0002|4.0989|4.0989|-1083.143246|-1083.124207|566.68|302.48|302.48|463.87|-1082.967639|0.2448|2.3781|0.01903872|3.5632|8.5229
7l_a46|0|0|0.0|1|1|2.1525548|5.533389489|0.04006734|0.013150047|-0.074511843|10.9642261|0.0125870169999999|-0.331246137|-0.1082221709999999|2|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0.6539666829999999|-0.0565894359999999|0.253138137|0.011594057|5.5935102720000005|8.13531199|0.092851886|-0.022013621|-14.63933792|0.67467081|-0.880544835|-13.17144326|-10.620390400000002|32.8948756|0.46327253|437.65027010000006|1246.417766|-5.1237682730000005|5.273701985|9.825660656|4046.614178|156.9538706|629.6635476|1.0|1.0|1.0|3.04|2.64|17.0|3.59|3.59|0.0|0.0|86.96|0.0|2.0|-3.18|22.0|3.0|290.36|0.0|1.0|1.0|2.86|-3.72|0.0001889999999999|0.0548|0.0|0.0|5.19e-07|0.000151|4.5464|4.5464|-915.6081232|-915.5830363|517.29|272.71|272.71|414.82|-915.446686|0.2024|3.3119|0.025086919|3.9009|5.7122
6b_a40|0|0|0.0|1|2|1.710647518|6.401917197|0.039863946|-0.003851208|0.0986825569999999|10.30179924|-0.004728928|-0.248560671|-0.630957955|0|0.842573207|0.003163118|-0.307881994|0.90571269|0.6462648870000001|-0.107699967|0.417254814|0.014588568|9.771129787|176.8246355|0.246568426|-0.049599889|-53.15460718|0.878140798|-2.132795227|-48.31476032|-33.22101012|81.90640622|0.442509019|504.6333458|4049.386572|-22.2507658|6.976123351|12.51342818|8482.600495|81.61884754|1626.736212|1.0|0.0|0.0|4.02|3.36|14.0|5.67|4.38|2.0|2.0|130.16|1.0|5.0|-8.41|31.0|5.0|511.42|1.0|0.0|1.0|4.21|-6.18|6.55e-07|0.000335|1.0|1.0|6.21e-06|0.00318|3.1026|3.1026|-3290.775349|-3290.745084|687.2|399.62|399.62|552.01|-3290.583786|0.4962|8193.0|0.03026498|11.3203|7.5229
18_a34|0|0|0.0|1|1|1.801574074|5.351858133|0.040527066|-0.001615187|-0.141332289|10.9595763|0.002183342|-0.155197864|-0.493450778|1|0.805756513|0.0468829359999999|-0.224951558|0.8584852479999999|0.713979177|-0.090328365|0.295523326|0.040845819|22.55015528|66.6880793|0.31018528|-0.0422555509999999|-39.55742812|0.695849945|-1.816988713|-27.53138148|-23.32844015|72.41862911|0.441058733|380.8328339|1774.550004|-12.87916264|6.282442545|11.23989749|5296.289007|167.9151283|1441.579371|1.0|1.0|0.0|3.28|3.61|17.0|3.13|3.15|1.0|0.0|93.91|0.0|5.0|-4.32|26.0|6.0|351.36|0.0|1.0|1.0|2.89|-4.11|7.829999999999999e-05|0.0275|0.0|0.0|2.22e-06|0.000781|4.4335|4.1234|-1199.288654|-1199.259634|592.04|300.68|279.66|483.87|-1199.101028|0.0303|5.0935|0.02902032|6.7806|5.6144
17_a20|1|0|3.445659565|0|0|0.0|4.727387819|0.0388043479999999|-0.000495713|0.038629586|10.94884838|0.000922796|0.1134578219999999|-0.456415963|3|0.7494736590000001|-0.131511077|-0.127696675|0.812578598|0.71987165|-0.063665681|0.3874475579999999|0.015032258|9.857999796|66.47074027|0.0879464559999999|-0.0315649079999999|-35.00871763|0.75430388|-1.5466805119999998|-27.38007162|-20.699942|51.60929807|0.455285305|598.1153253|2210.790304|-13.57480888|8.198616089|15.05121151|6012.640572|161.12498630000002|1344.679757|0.0|1.0|1.0|3.5|2.83|27.0|5.8|4.85|2.0|0.0|119.48|0.0|4.0|-5.36|31.0|5.0|402.45|0.0|0.0|1.0|3.74|-5.08|8.35e-06|0.00336|0.0|0.0|7.19e-11|2.9e-08|3.3926|3.3926|-1291.949041|-1291.918735|673.68|365.45|365.45|543.09|-1291.692325|0.2977|3.9703|0.03030655|5.3075|5.6478
15c_a10|0|0|0.0|1|2|2.154210861|5.4161004020000005|0.034807692|0.01143745|-0.1036030219999999|10.92970798|0.012271987|-0.101214571|-0.1742732839999999|2|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.733973277|-0.046967376|0.418835517|0.014703076|10.2013281|65.41494073|0.095541483|-0.019267867|-34.91899195|0.528228415|-1.233143495|-22.60962187|-13.36848349|42.7883594|0.449308156|627.5338454|1817.047455|-9.275357237|8.639636218|15.6886947|6673.826433|327.3258326|1619.721543|0.0|1.0|1.0|3.85|4.09|21.0|3.77|2.97|1.0|0.0|141.96|0.0|6.0|-3.85|34.0|6.0|454.57|0.0|1.0|0.0|3.1|-4.57|2.68e-05|0.0122|0.0|0.0|1.6100000000000002e-08|7.3e-06|5.5913|3.6709|-1450.241475|-1450.500669|762.21|337.75|221.75|595.63|-1450.139335|0.0|2.4256|-0.25919486|4.8283|7.0
1k_a5|1|0|2.9020229360000003|0|0|0.0|4.59511985|0.026339869|0.003886035|-0.145151027|10.9489659|0.003708988|-0.220946861|-0.254495542|2|0.7824502320000001|-0.011552666|-0.022280685|0.851987765|0.558485747|-0.078995018|0.425724957|0.010892351|5.571869083999999|165.11680719999998|0.216307319|-0.0301207529999999|-19.44172742|0.724954458|-1.114467843|-20.67084672|-15.40795854|45.98095096|0.48165588|400.8898627|824.0133397999999|-7.881781385|6.710535795|12.9461019|4479.484358|140.69669409999997|786.3865923|1.0|1.0|1.0|2.71|2.02|23.0|4.88|4.76|0.0|0.0|90.44|0.0|3.0|-3.97|24.0|4.0|316.33|0.0|1.0|1.0|3.42|-4.3|4.970000000000001e-05|0.0157|0.0|0.0|4.99e-09|1.58e-06|4.7221|4.4063|-1050.548505|-1050.51717|533.8|281.38|262.56|398.63|-1050.418953|0.1239|1.5911|0.03133456|2.3036|7.3188
12ay_a36|1|0|3.50559949|0|2|0.0|5.351858133|0.043383838|0.003676818|0.012286423|10.9463292|0.0045625|0.1689021819999999|-0.438622276|1|0.78699829|-0.109624825|-0.111814717|0.833398429|0.857993338|-0.074251203|0.419950383|0.018016934|11.67851857|126.7858133|0.170593592|-0.035337546|-41.57269314|0.778164805|-1.978902589|-31.1973159|-22.90568368|59.80790901|0.4530143439999999|537.618563|3238.138932|-14.84739041|6.466730436000001|11.82248632|6204.216872999999|143.79285900000002|1648.388976|1.0|0.0|1.0|4.96|0.0|17.0|3.76|2.5|1.0|0.0|133.68|0.0|5.0|-4.54|31.0|4.0|409.49|0.0|1.0|1.0|2.42|-4.6|2.5e-05|0.0102|0.0|0.0|4.55e-08|1.86e-05|3.9348|3.6561|-1311.576473|-1311.547668|674.33|339.12|315.09|532.22|-1311.282556|0.1464|6.2579|0.02880431|9.1844|7.7447
12t_a30|0|0|0.0|0|2|0.0|5.351858133|0.044197531|-0.002544958|-0.0682882559999999|10.31162892|-0.001131023|-0.158448053|-0.464720444|1|0.83236194|-0.003937967|-0.080971844|0.889479916|0.591758164|-0.090535776|0.408290036|0.018862708|12.26965165|88.42093081|0.303586418|-0.037159417|-42.80050261|0.745705883|-1.82081145|-38.30686627|-24.17113783|71.1605835|0.445760296|452.99711|2479.787504|-15.72263361|7.957774504|14.358001500000002|6617.834146|165.4110479|1588.274656|1.0|0.0|1.0|4.63|0.0|17.0|4.67|3.74|2.0|0.0|127.19|0.0|5.0|-5.49|31.0|6.0|434.46|0.0|0.0|0.0|3.21|-5.17|6.71e-06|0.00291|0.0|0.0|6.900000000000002e-08|3e-05|5.0693|3.5457|-1774.2421780000002|-1774.208418|677.85|349.67|244.58|527.87|-1774.0165149999998|0.1561|2.6784|0.0337599|3.2145|8.0496
4f_a46|0|0|0.0|1|1|2.190536659|5.587248657999999|0.045958333|0.012332859|-0.056114865|10.96352592|0.011806162|-0.154986658|-0.150189733|2|0.74106323|-0.2076648489999999|-0.1697014539999999|0.7796270059999999|0.69830739|-0.055836642|0.296072934|0.008734825|4.738551282|7.730129301|0.065026794|-0.022035297|-19.85993046|0.759842275|-1.079729539|-16.43243843|-11.95391778|35.0293449|0.424708366|507.213176|1563.375755|-6.484875252999999|5.654067072999999|9.828175385|4661.569032|130.2830519|770.8731021000001|1.0|1.0|1.0|3.88|3.16|17.0|4.56|4.71|1.0|0.0|101.54|0.0|3.0|-4.38|25.0|3.0|332.44|0.0|1.0|1.0|3.76|-4.58|2.62e-05|0.00872|0.0|0.0|6.12e-08|2.04e-05|4548.0|4548.0|-1033.550809|-1033.528421|591.51|272.61|272.61|493.53|-1033.315821|0.1719|3.2783|0.02238723|3.7419|6.7375
12m_a36|1|0|3.40403699|0|2|0.0|5.351858133|0.03912037|-0.006653538|-0.025127218|10.95440733|-0.004569485|0.245908938|-0.52644768|1|0.825587924|-0.075712087|-0.064035403|0.8792981679999999|0.849217847|-0.10031651|0.4493096629999999|0.022725561|15.24099981|42.78660249|0.288038572|-0.04260035|-54.45666327|0.7471181240000001|-2.300418875|-45.120107|-28.57011677|82.51872026|0.465323422|477.48014630000006|2637.948424|-19.16067782|7.312794835|13.67704354|6434.374756|169.596372|2064.983108|0.0|0.0|1.0|4.83|0.0|17.0|1.92|0.98|1.0|0.0|131.85|0.0|6.0|-4.1|32.0|5.0|424.46|0.0|0.0|0.0|1.26|-3.8|0.000159|0.0676|0.0|0.0|7.19e-07|0.000305|3.8658|3.8658|-1401.654499|-1401.6158890000002|692.4|320.72|320.72|505.51|-1401.385923|0.4718|6.5789|0.03861003|9.1003|7.5229
4g_a49|0|0|0.0|2|2|4.107873566|6.107022888|0.036761229|0.007953069|0.003456679|10.92777048|0.007845545|-0.146265064|-0.311927917|4|0.7559263270000001|-0.027032199|0.144740607|0.81242269|0.626581708|-0.061465364|0.736530693|0.018944337|18.87757641|151.0705543|0.139812173|-0.0250032489999999|-66.20622488|0.6273572239999999|-2.000259924|-61.03291321|-24.91513644|80.12633309|0.48934952|857.1564845|4747.967275999999|-24.82733433|9.28937554|18.19125978|11516.07629|371.3295653|3177.154639|0.0|0.0|1.0|4.83|4.36|42.0|6.09|7.56|2.0|0.0|198.32|0.0|7.0|-7.47|51.0|7.0|663.73|1.0|0.0|0.0|5.23|-7.43|3.72e-08|2.47e-05|0.0|1.0|2.13e-14|1.4199999999999998e-11|4.3116|3.6269|-2147.721319|-2147.66293|985.89|341.84|287.56|662.84|-2147.217543|0.0265|3.4099|0.05838924|4.5147|6.9747
11_a3|0|0|0.0|0|0|0.0|4.727387819|0.042795699|-0.008037672|0.044912659|10.31163053|-0.005959152|-0.194041982|-0.577616902|3|0.724492061|0.132535663|-0.04179402|0.793311683|0.834020779|-0.0955396769999999|0.175996916|0.014376713|6.800350988|253.1353625|0.222196952|-0.0391657429999999|-22.2443844|0.752484736|-1.292469516|-21.37603754|-18.52584757|51.99171876|0.4680759679999999|367.9098016|1105.41974|-8.76293931|5.475372235|10.29352296|4487.967272999999|117.0775712|812.4456757999999|0.0|1.0|1.0|3.19|2.07|21.0|3.79|3.41|0.0|0.0|88.28|0.0|2.0|-4.08|22.0|4.0|305.36|0.0|0.0|1.0|2.46|-3.71|0.000197|0.0601|0.0|0.0|3.06e-07|9.35e-05|3.2232|3.2232|-1288.195105|-1288.165162|508.58|384.66|384.66|346.18|-1288.058926|0.4441|3.3694|0.02994326|4.4522|7.3979
11b_a5|1|0|2.943854668|0|0|0.0|4.59511985|0.023988604|0.006121601|-0.118167947|10.94877958|0.005685558|-0.108457009|-0.252164213|2|0.805760343|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|-0.07633373|0.378154801|0.016373566|9.829471091|55.25128526|0.126268949|-0.029332646|-29.07084703|0.66824472|-1.290636432|-27.50997723|-17.60913884|55.65456427|0.456131351|524.5231302|913.0178976|-10.5712171|8.936258446|16.43091298|5107.577902|199.1611925|1159.458633|1.0|1.0|1.0|2.99|2.55|23.0|5.38|4.82|2.0|1.0|106.58|0.0|6.0|-4.65|27.0|4.0|376.84|0.0|1.0|1.0|3.68|-4.69|2.04e-05|0.00767|0.0|0.0|7.109999999999997e-10|2.68e-07|4.4995|4.1982|-1564.761898|-1564.72614|635.55|295.32|275.55|511.28|-1564.56504|0.2013|1.9569|0.03575776|2.8531|7.7212
3_a27|0|0|0.0|2|0|3.127072625|4.59511985|0.040512821|0.009082086|0.042659548|10.93782973|0.00955169|-0.296039263|-0.479874452|2|0.810053853|0.136381755|0.038685745|0.8759548629999999|0.610158103|-0.06145119|0.397733752|0.019234305|9.960129259|10.71226495|0.137884078|-0.032307734|-23.10213938|0.733853752|-1.292309364|-16.47810502|-16.72996312|41.78149261|0.44566003|446.4308003|1043.697725|-8.663302268999999|6.457886343999999|11.64968556|4960.583812|137.8189165|911.8963045|1.0|0.0|0.0|3.03|3.11|21.0|2.8|2.94|0.0|0.0|97.71|0.0|3.0|-3.7|25.0|4.0|329.36|0.0|1.0|1.0|2.74|-3.99|0.000103|0.0339|0.0|0.0|1.29e-06|0.000423|5.5045|3962.0|-1081.905135|-1081.88481|547.92|312.93|225.24|425.72|-1081.744053|0.2208|2.7811|0.02032437|4.1551|8.3979
19a_a38|1|0|3.3685352889999995|0|2|0.0|5.351858133|0.043848238|-0.002526241|-0.122385526|10.96083376|-0.000673716|0.116434494|-0.4342819429999999|1|0.819222745|0.031696119|-0.133130383|0.8741648479999999|0.698414933|-0.08593151|0.298938581|0.022142322|13.23456869|137.2318698|0.252847102|-0.038988111|-38.69037594|0.744796537|-1.949405536|-30.69910427|-23.30337482|64.59623135|0.465829126|446.57675660000007|2304.055966|-13.92853534|6.923156054|12.96056449|6115.030149|152.5362948|1564.412135|1.0|1.0|1.0|4.83|2.56|17.0|3.13|2.55|1.0|0.0|125.69|0.0|5.0|-4.14|30.0|4.0|401.44|0.0|0.0|1.0|2.68|-4.17|6.77e-05|0.0272|0.0|0.0|1.4e-07|5.610000000000001e-05|3.9212|3.6504|-1332.186327|-1332.1529369999998|628.65|339.65|316.19|466.55|-1331.94466|0.0721|4.7986|0.03338983|6.0223|8.0106
11_a1|1|0|3.3361517380000003|0|1|0.0|5.351858133|0.035620155|-0.0127744789999999|-0.05257082|10.94957487|-0.009578125|0.126722854|-0.563650254|1|0.747358374|-0.069193862|-0.075188762|0.8086124090000001|0.7846345840000001|-0.131972845|0.2027328789999999|0.034974992|20.62225192|274.39137789999995|0.404475497|-0.048723884|-43.84323456|0.751878145|-2.143850877|-45.88191258|-28.7289904|98.43720241|0.47723847|351.1382199|1885.148133|-16.93943154|7.43666407|14.2257294|5798.645137|146.29971719999998|1681.223993|1.0|1.0|1.0|3.25|2.31|23.0|4.28|4.23|1.0|0.0|105.71|0.0|4.0|-5.07|29.0|6.0|385.37|0.0|0.0|1.0|3.22|-4.66|2.17e-05|0.00838|0.0|0.0|3.35e-08|1.29e-05|3.7383|3.1924|-1312.462371|-1312.4282380000002|614.86|388.38|331.66|471.76|-1312.241032|0.3201|5.0526|0.03413353|7.1743|6.7696
