molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1i|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12bi_a36|0.0|1|0|0|3.466222049|0.0|2|1.297042566|0.0|5.351858133|-0.043740597|2|0.03474497|0.0|0.000482522|-0.067142264|10.95958518|1|-0.289604649|0.812921349|0.0997949019999999|0.071329141|0.8350231859999999|0|-0.107613368|0.382000949|-57.89562053|-75.1419557|129.685076|0.214998882|150.12481100000002|-0.027831043|-52.46851415|0.0|0.4996603229999999|-1.614200516|-40.42611289999999|-19.43326441|0.461975362|3044.149713|548.1337538|0.500339677|8.454426643|15.71382803|0.85865094|349.3664649|-787.0277122|26.24794923|1.0|0.0|1.0|2.0|4.97|0.0|17.0|1.9|87.66|1.0|0.0|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|-7.13|441.49|0.0|1.75|7.75e-05|0.0342|7.13e-05|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|3.8855|2.68|3.6851|-1461.997992|-1461.966152|742.94|0.4214|319.1|603.92|0.69207|0.0252|7.0514|-1461.75632|8.8903|14.0|7.8539|7.8539
5_a18 (BIBF0775)|0.0|0|0|0|0.0|0.0|2|1.251175715|0.0|4.844187086|-0.015946718|1|-0.0366107389999999|0.0|0.002526619|0.0002403959999999|10.94702058|0|-0.216531385|0.7395978390000001|-0.001626287|-0.040022105|0.7061155790000001|0|-0.078246932|0.420002762|-52.09190866|-59.08151918|10.36586529|0.156764132|118.3671077|-0.029755876|-44.61038661|50.25564119|0.8159410579999999|-2.112667176|-39.33277643|-22.46761997|0.483962172|3115.979466|636.6978809999999|0.184058942|9.798677372|18.98829281|0.937842434|138.97646310000002|-1204.480438|8.178259299999999|0.0|1.0|1.0|2.0|4.42|0.0|18.0|3.69|76.5|3.0|1.0|155.95|0.0|1.0|8.0|-6.07|37.0|3.0|-5.96|494.63|0.0|3.2|8.590000000000001e-07|0.000425|1.91e-06|4.73|0.0|0.0|6.18e-10|3.06e-07|-0.04938|3.2027|8.45|3.2027|-1572.313227|-1572.290174|817.02|0.4825|378.13|691.68|0.69298|0.4825|2.3389|-1571.914419|2.8009|34.0|7.4685|7.4685
16a_a23|0.0|0|1|1|0.0|0.0|1|1.197962324|3.411338761|5.351858133|-0.013055633|3|0.062601621|0.759926978|0.012426121|-0.088255625|10.31321796|2|-0.335065967|0.8323974470000001|0.154144584|-0.116894582|0.7199622309999999|1|-0.07288672|0.181301571|-26.53751114|-47.06687604|9.922436905|0.0651629059999999|42.07919382|-0.025724725|-30.39361398|91.92609822|0.585920722|-1.311960953|-17.13669862|-16.6118386|0.49525751|2924.629647|603.6746046|0.414079278|8.024409307|15.89802615|0.981208279|267.3932664|-547.0850515999999|18.14339594|1.0|0.0|0.0|1.0|3.94|0.0|20.0|2.52|108.26|1.0|1.0|125.79|0.0|2.0|5.0|-4.58|31.0|4.0|-7.02|427.5|0.0|1.85|2.6e-05|0.0111|4.86e-05|2.66|0.0|0.0|5.38e-06|0.0023|-0.0502|1.6239|2.49|1.6239|-1685.913359|-1685.8794469999998|670.04|0.2066|763.49|555.21|0.96307|0.2066|11.6254|-1685.6419010000002|18.4446|39.0|7.4037|7.4037
19g_a38|0.0|1|0|0|3.229090845|0.0|2|1.297044182|0.0|5.351858133|-0.117921811|2|-0.037579797|0.0|-0.006877664|-0.009881824|10.96052467|1|-0.250781298|0.836170906|-0.063110203|-0.076414544|0.632625562|0|-0.114243258|0.5322242429999999|-54.62049927|-72.29378538|137.56612280000002|0.279993731|177.181631|-0.038842708|-45.74791999|18.41027014|0.719941993|-1.942135378|-34.56416368|-24.57988703|0.455443492|2897.384301|455.6240763999999|0.280058007|6.327835378|11.62016299|0.836356715|177.2223055|-777.7146399000001|14.48726605|1.0|1.0|1.0|3.0|4.82|2.52|17.0|3.11|81.23|1.0|0.0|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|-6.81|419.43|1.0|2.97|5.68e-05|0.0238|4.67e-05|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05479|5.2766|3.66|3.6887|-1431.419426|-1431.386981|638.82|0.2285|234.97|475.84|0.69982|0.0962|5.0677|-1431.244906|6.1765|42.0|7.3778|7.3778
5a_a40|0.0|0|0|0|0.0|0.0|0|0.604913477|1.688148148|6.167516491000001|0.059258947|0|-0.108428634|0.808197279|0.011345707|0.180125135|10.31198338|2|0.007301856|0.756882266|-0.442215721|-0.0395444479999999|0.5263598389999999|1|-0.090991462|0.04987082|-34.5789643|-40.27003217|174.99981530000002|0.146821673|64.97877226|-0.036396585|-17.82228195|52.43850484|0.8224652720000001|-1.091897544|-15.30358975|-16.10801287|0.4889874279999999|1847.672595|377.5905776|0.177534728|5.507689573|10.7779923|0.956899016|78.57142892|-213.8673835|5.795040371|1.0|0.0|1.0|0.0|3.04|2.49|14.0|3.08|75.5|0.0|1.0|74.15|0.0|2.0|3.0|-4.13|19.0|3.0|-5.9|269.32|1.0|2.8|7.49e-05|0.0202|0.000213|2.88|0.0|0.0|8.950000000000001e-05|0.0241|-0.0657799999999999|3.7921|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|0.4461|326.96|353.51|0.69499|0.4461|5.7163|-1177.555706|7.6003|81.0|7.0915|7.0915
4i_a46|0.0|0|0|0|0.0|0.19654443|1|1.1346370959999998|2.184105962|5.587248657999999|-0.018872727|1|-0.088884176|0.0|0.012211602|-0.160741899|10.94638684|1|-0.091288438|0.749522825|-0.0656636|-0.17856753|0.7172344890000001|0|-0.075208437|0.263514985|-33.08099617|-42.48203383|67.51603424|0.0592195629999999|33.45060163|-0.025069479|-23.99628633|70.55661087|0.763831778|-1.278543436|-18.68604171|-14.16067794|0.406629719|2200.19132|531.4066842|0.2361682219999999|6.218233741000001|10.47951666|0.685288314|133.40134070000002|-407.9368676|6.567484272000001|1.0|0.0|1.0|0.0|3.88|3.5|17.0|5.07|39.94|1.0|0.0|105.43|0.0|1.0|3.0|-4.94|26.0|3.0|-5.31|347.45|1.0|4.16|1.16e-05|0.00403|9.13e-06|4.38|0.0|0.0|5.04e-08|1.75e-05|-0.01646|5.3987|4.46|4.4232|-1092.730494|-1092.70435|611.74|0.2805|229.66|546.24|0.69035|0.1421|2.8538|-1092.528145|3.8696|612.0|6.2132|6.2132
A7701_a51|0.0|1|0|0|2.9690728930000003|0.0|0|1.390164251|0.0|4.59511985|-0.0162614089999999|2|0.070581466|2.087643036|0.008062393|0.058290286|10.93031118|1|0.061434294|0.7451039290000001|0.00552665|-0.0533751959999999|0.688876851|1|-0.078131694|0.514530959|-32.97926236|-36.09660744|146.2104641|0.134885227|62.31656919|-0.030384547|-16.67652408|0.0|0.799046392|-1.09384371|-15.23632002|-14.03756956|0.420350923|1959.582581|399.6804233|0.200953608|5.137516673|8.863149921|0.7251817340000001|92.83996262|-233.4713371|5.776909381|1.0|1.0|1.0|1.0|2.66|2.05|21.0|4.0|54.46|0.0|0.0|87.52|0.0|1.0|2.0|-3.95|22.0|3.0|-5.82|286.33|1.0|3.12|0.000111|0.0319|6.790000000000001e-05|3.14|0.0|0.0|2.62e-08|7.5e-06||||||||||||||||25.0|7.6021|7.6021
7_a1|0.0|0|0|0|0.0|0.0|2|1.348826331|2.307091837|5.777652323|0.001018628|1|-0.048878707|0.0|0.0021597079999999|-0.07233584|10.9513015|1|-0.391298966|0.801577133|-0.048198584|-0.042175602|0.729621031|0|-0.098295453|0.289201649|-40.16416679|-47.35863598|111.9204437|0.289040847|139.2595474|-0.031040669|-22.81733634|404.7836105|0.603382856|-1.179545431|-19.35104936|-14.95535873|0.452829665|2150.215999|342.53930230000003|0.396617144|5.07667644|9.278054953|0.827584457|191.0896839|-273.8080361|14.36764539|0.0|1.0|1.0|0.0|3.09|2.83|17.0|3.29|49.17|0.0|0.0|85.88|0.0|2.0|2.0|-3.16|23.0|4.0|-6.4|305.33|1.0|2.72|0.000696|213.0|0.000195|2.48|0.0|0.0|2.29e-06|0.000698|-0.02433|4.0504|2.76|4.0504|-1009.509475|-1009.48087|515.2|0.2961|306.1|365.53|0.69902|0.2961|4575.0|-1009.398029|6.5936|0.46|6.3372|6.3372
9_a15|0.0|0|0|0|0.0|0.0|0|1.419941378|0.0|0.0|-0.042227775|1|0.096418279|0.0|1.7800000000000002e-05|0.05688176|10.95880687|0|-0.295062413|0.7059441040000001|0.088615068|0.010183805|0.8105478740000001|0|-0.11668349|0.416635119|-41.10356167|-65.07462414|105.5304352|0.153843684|85.79894134|-0.028575549|-36.29225274|54.69975317|0.51257747|-1.400201879|-22.92354152|-15.93664265|0.4517825079999999|2392.3164920000004|471.903131|0.48742253|5.485176331|10.00547485|0.8240935659999999|271.83655510000006|-435.5070329|20.06953345|1.0|1.0|1.0|1.0|3.16|3.37|18.0|4.95|61.84|2.0|0.0|104.74|0.0|1.0|7.0|-5.25|27.0|5.0|-5.52|366.41|1.0|3.69|5.63e-06|0.00206|1.53e-05|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.36|3.7487|-1223.705126|-1223.687392|588.55|0.2693|285.37|507.33|0.70552|0.0115|1.4625|-1223.522216|2188.0|107.0|6.9706|6.9706
7e_a8|0.0|1|0|0|3.038052327|0.0|0|1.394799915|1.3496955309999998|4.844187086|-0.052939815|0|-0.03633378|0.0|0.0024398329999999|-0.11032771|10.94332434|1|0.07125309|0.732001738|-0.023521398|-0.072307692|0.577394732|0|-0.0886889709999999|0.286669793|-51.4880895|-53.04282692|86.03149870000001|0.170843962|102.177831|-0.037446454|-31.72369068|63.5628736|0.776001552|-1.6850904519999998|-30.79383811|-22.39586026|0.4742828629999999|2605.914474|495.8990914|0.223998448|7.70387217|14.654025199999998|0.902163597|133.9683023|-602.7501229|11.18895001|1.0|0.0|0.0|1.0|3.2|3.38|23.0|4.94|70.81|2.0|0.0|108.43|0.0|1.0|4.0|-5.75|29.0|4.0|-5.43|385.39|1.0|4.31|1.78e-06|0.000686|3.87e-06|4.54|0.0|0.0|5.07e-09|1.95e-06|-0.0697|3.8142|6.32|3.2363|-1300.495519|-1300.467069|622.23|0.3461|325.06|544.55|0.70177|0.1522|9.0006|-1300.327213|11.4436|35.1|4.4547|4.4547
9g_a40|0.0|0|0|0|0.0|0.0|0|0.604992427|1.849105962|5.4161004020000005|-0.0220464379999999|0|0.07954859|0.895670535|0.011921308|0.139758613|10.31197177|2|-0.062672355|0.764275277|-0.384131901|-0.242405063|0.665414608|1|-0.079033043|0.002717414|-33.47455057|-41.63731423|65.74631496|0.09545843|50.29077056|-0.031197254|-21.93596333|64.08637519|0.740240206|-1.185495647|-17.63553984|-16.43578193|0.476386801|2169.234651|476.5434822|0.259759794|8.180261533|15.62271835|0.909806709|136.8503571|-329.0394499|9.528957565|0.0|1.0|1.0|1.0|2.8|1.78|22.0|2.93|72.28|0.0|0.0|87.53|0.0|1.0|3.0|-2.49|23.0|4.0|-7.17|302.33|0.0|1.93|0.00323|977.0|0.0008179999999999|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.83|3.0778|-1332.487689|-1332.476347|559.04|0.3563|402.84|469.6|0.70233|0.3563|3.4787|-1332.369643|5063.0|3548.0|5.45|5.45
16f_a32|0.0|1|1|1|3.354832924|0.0|0|0.609420741|0.0|5.733341277|-0.054907428|0|0.008658653|2.082564316|-0.003511776|-0.081644236|10.31100265|3|-0.211019184|0.852938445|0.085125293|-0.000510986|0.761506727|1|-0.111152081|0.522247991|-56.53102601|-76.92280867|89.03402347|0.192724521|133.3750236|-0.035568666|-53.23443736|47.24868477|0.69473708|-1.778433296|-39.12230215|-24.61529877|0.384656622|2772.212354|558.6750754999999|0.30526292|8.79158776|14.28728752|0.625108901|211.2572338|-851.7509977|15.90558963|1.0|1.0|1.0|2.0|3.76|3.4|19.0|4.99|149.27|3.0|0.0|116.75|1.0|1.0|9.0|-6.95|29.0|5.0|-5.99|427.54|1.0|4.05|1.12e-07|4.79e-05|1.07e-05|4.11|0.0|0.0|1.7e-08|7.26e-06|-0.04997|3.6272|4.99|3.6272|-1995.307736|-1995.278839|722.06|0.2931|341.82|603.12|0.70204|0.2931|3.6641|-1995.117771|4.2764|9.0|8041.0|8041.0
3a_a12|0.0|0|0|0|0.0|0.0|1|1.28383802|0.0|0.0|-0.042445446|2|-0.1231529169999999|0.0|-0.0025830939999999|-0.062973953|10.95455336|0|-0.1213636769999999|0.7038021990000001|-0.021522321|-0.032466697|0.8847197109999999|0|-0.090803706|0.241900756|-34.84701355|-44.430225|71.11710277|0.128014506|62.63745781|-0.034924502|-21.73969523|0.0|0.781050096|-1.362055589|-17.05063286|-17.08854808|0.462077145|2045.857684|426.6622302|0.2189499039999999|5.924949067000001|11.01449587|0.859002624|107.1321197|-326.0954285|7.784386645|1.0|1.0|1.0|1.0|3.84|2.74|18.0|2.49|37.28|0.0|0.0|97.52|0.0|1.0|3.0|-3.6|23.0|3.0|-5.88|298.34|1.0|2.98|0.00025|0.0745|8.8e-05|3.15|0.0|0.0|3.13e-08|9.33e-06|-0.06829|4.2336|3.33|3.7304|-951.3711872|-951.3480023|528.84|0.3201|292.86|383.08|0.66895|128.0|1.3824|-951.264072|1.9332|194.0|6.7122|6.7122
14c_a22|0.0|0|0|0|0.0|0.0|0|1.42291727|1.596256692|4.727387819|-0.018518519|2|-0.026986769|1.568396937|0.003784292|-0.023927419|10.9464374|1|-0.160566657|0.773044788|-0.096749121|0.010828071|0.639264982|1|-0.080077573|0.6160012029999999|-48.57709197|-57.64986681|36.22825261|0.133423541|96.05497587|-0.030217952|-41.50359456|78.22334636|0.66168729|-1.60155147|-34.9718749|-21.75466672|0.462147828|3079.4894480000003|623.8702703|0.33831271|8.626337592|16.03849168|0.8592469290000001|243.5598613|-830.0718911|17.86404838|0.0|1.0|1.0|1.0|3.49|2.85|27.0|4.18|109.38|1.0|0.0|128.77|0.0|1.0|6.0|-4.86|34.0|6.0|-6.96|445.48|0.0|2.98|1.39e-05|0.00618|2.4e-05|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|4.79|3.6741|-1460.602657|-1460.571156|715.52|0.5079|216.15|575.8|0.69113|0.0694|7.3824|-1460.38772|9.04|153.0|6.8153|6.8153
8_a4|0.0|0|0|0|0.0|0.0|1|1.304250488|2.126514848|5.4161004020000005|0.03148225|2|-0.072752231|1.987684188|0.010647563|-0.011835327|10.9295757|1|-0.078942941|0.813333185|-0.07377839|0.097165358|0.576540652|1|-0.065595042|0.546157592|-27.90231822|-33.90618946|11.02158946|0.074867554|38.69916707|-0.024598141|-17.52616744|37.17889653|0.7261541020000001|-0.983925625|-14.42275611|-12.71482105|0.428884426|2297.5526170000003|478.2025467|0.273845898|5.695730546|9.972991122|0.750959081|141.55141369999998|-262.8925116|7.671983829|1.0|1.0|1.0|0.0|2.99|3.19|21.0|4.76|43.6|1.0|0.0|100.13|0.0|1.0|2.0|-4.35|25.0|3.0|-5.76|346.81|1.0|3.85|4.49e-05|0.0156|1.46e-05|3.74|0.0|0.0|1.65e-08|5.72e-06|-0.05864|5.3544|3.29|3.9863|-1450.239105|-1450.21384|561.6|0.1687|231.56|391.01|0.57675|0.0642|4.5781|-1450.121028|5.7488|54.0|7.2676|7.2676
8m_a46|0.0|0|0|0|0.0|0.2148468989999999|1|1.160371261|2.126524943|5.533389489|-0.085284636|1|-0.134230003|0.0|0.0063680119999999|-0.120972269|10.94650201|1|0.015631887|0.7699708959999999|-0.084989948|-0.090247845|0.77612204|0|-0.085204935|0.280198209|-48.32436573|-45.17474201|166.8508795|0.123789645|65.63194084|-0.032188531|-23.9511632|0.0|0.8854896870000001|-1.448483903|-25.62105988|-17.06601365|0.425802465|2045.330306|464.5573228999999|0.114510313|5.684332261000001|9.899611044|0.7415609409999999|60.71213839999999|-407.1697745|3.546889545|0.0|1.0|1.0|1.0|3.24|2.92|17.0|4.21|50.94|1.0|0.0|96.16|0.0|1.0|2.0|-4.48|24.0|3.0|-5.61|319.4|1.0|3.53|3.3e-05|0.0105|2.78e-05|3.72|0.0|0.0|3.5e-07|0.000112|-0.01818|5.3062|4.12|4.2881|-1014.126693|-1014.091966|570.72|0.3905|233.66|489.57|0.6997800000000001|0.1441|2.0174|-1013.962913|3.1675|229.0|6.6402|6.6402
12q_a30|0.0|0|0|0|0.0|-4.76444841|2|0.60498366|0.0|5.351858133|-0.27228842|2|-0.016509571|0.0|-0.00695299|0.004165554|10.31162828|1|-0.226973911|0.816138015|0.01661722|-0.032887649|0.593245722|0|-0.115589613|0.596557166|-59.52322773|-78.7683329|82.72757145|0.154254173|105.1162273|-0.045799658|-53.67653794|0.732186841|0.820640722|-2.427381881|-40.56199584|-31.21009417|0.473741611|3305.289025|576.3319634|0.179359278|7.346842839|13.96052394|0.900207238|122.2240555|-1127.2072970000002|11.29774462|1.0|0.0|0.0|1.0|4.73|0.0|17.0|4.78|90.88|2.0|0.0|133.96|0.0|1.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|3.42|1.99e-07|9.63e-05|1.2e-06|5.05|0.0|0.0|6.61e-08|3.19e-05|-0.05105|5.0573|5.52|3.4834|-1988.033527|-1987.999444|713.16|0.1817|245.16|537.96|0.68516|0.1515|5.5755|-1987.847256|6.821000000000001|36.0|7.4449|7.4449
16_a20|0.0|1|0|0|3.485659565|0.0|0|1.401259527|0.0|4.727387819|0.00695144|2|0.126359252|2.013871268|8.23e-05|-0.061975089|10.93301779|1|-0.117308016|0.7478675859999999|-0.085041518|-0.10978034|0.724665638|1|-0.077793092|0.382481746|-43.51359744|-51.18223058|69.28224942|0.084994428|55.92018945|-0.029561375|-33.67420774|3.46788153|0.780108103|-1.47806874|-28.6288015|-19.44924762|0.464473378|2722.728332|602.0075202|0.219891897|8.166385503999999|15.24926152|0.8673208|144.672972|-639.8099471|8.84230625|0.0|1.0|1.0|1.0|3.5|3.13|27.0|5.46|78.25|2.0|0.0|121.69|0.0|0.0|4.0|-6.06|31.0|4.0|-5.42|401.46|1.0|4.37|8.68e-07|0.000349|2.17e-06|4.69|0.0|0.0|3.0500000000000005e-11|1.22e-08|-0.05909|5.9837|4.45|3.5704|-1275.900951|-1275.8670960000002|686.59|0.3431|207.2|554.41|0.69524|0.1958|4.7315|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
16i_a32|0.0|1|1|1|3.352437091|0.0|0|0.6094207429999999|0.0|5.733341277|-0.075706124|0|-0.056414399|2.078707411|-0.003511776|-0.104899053|10.31100265|3|-0.211019184|0.836966894|0.134577711|0.009897928|0.761506727|1|-0.114771536|0.5368697929999999|-56.03343427|-75.01027196|90.08098301|0.198505292|129.7354415|-0.036726892|-49.02383532|32.3175507|0.718964113|-1.836344582|-36.62130242|-24.00328703|0.455596751|2770.767996|523.8261846|0.281035887|6.848009314|12.57892808|0.836873682|183.6742715|-784.3813651|13.79800742|1.0|0.0|1.0|2.0|3.75|3.16|19.0|4.85|149.27|3.0|0.0|116.75|1.0|1.0|8.0|-7.03|29.0|5.0|-5.93|427.54|0.0|3.96|9.25e-08|3.96e-05|8.18e-06|4.19|0.0|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|3.6176|-1995.307733|-1995.279632|692.96|0.2857|342.72|573.38|0.70222|0.2857|3353.0|-1995.11813|4.0568|6.0|8.2596|8.2596
2_a27|0.0|0|0|0|0.0|0.0|0|1.402655014|3.250529415|4.59511985|-0.0609613559999999|2|-0.196529806|1.267636369|0.009338889|0.11675125|10.93783218|1|-0.361571905|0.796022385|0.137868605|0.027777778|0.60904903|1|-0.081513931|0.408120957|-29.42169804|-41.03489597|9.194894069|0.153130039|77.08713259|-0.029261411|-20.65736087|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|-14.73047548|0.4424192289999999|2210.487938|426.3224749|0.331537817|5.312170441|9.527176544|0.7934621359999999|166.89932209999998|-289.2030522|11.39718489|0.0|0.0|1.0|0.0|2.9|3.06|21.0|2.49|65.6|0.0|0.0|92.58|0.0|2.0|2.0|-3.19|24.0|4.0|-6.69|317.34|1.0|2.52|0.000644|204.0|0.0002009999999999|2.18|0.0|0.0|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.32|4.1624|-1043.821085|-1043.7984|538.57|0.3217|297.87|420.7|0.55857|0.3217|4.7049|-1043.715364|6.8854|13.0|7.8861|7.8861
12_a3|0.0|0|0|0|0.0|0.0|0|0.605020506|0.0|4.727387819|-0.118456941|2|-0.120694579|2.07135708|-0.006049098|-0.045382017|10.31163031|1|0.032450556|0.718481325|-0.039834906|-0.125395523|0.841871246|1|-0.096133903|0.101891875|-44.07517037|-45.63945658|239.2266101|0.170600292|80.99228663|-0.039584548|-21.667278|76.23910943|0.830418645|-1.345874639|-20.92463497|-18.79271742|0.463780604|2056.502939|393.75653|0.169581355|5.6343192|10.50748861|0.864908294|80.50854774|-303.3418921|6.524083564|1.0|1.0|1.0|1.0|3.2|2.17|21.0|4.01|92.93|1.0|0.0|90.49|0.0|1.0|2.0|-5.68|22.0|3.0|-5.3|304.37|1.0|3.23|2.07e-06|0.000629|1.44e-05|4.03|0.0|0.0|1.3e-07|3.9500000000000005e-05|-0.06361|3263.0|2.94|3263.0|-1272.152002|-1272.125792|515.23|0.5056|379.97|361.95|0.69784|0.5056|2.3762|-1272.058487|3.1979|3548.0|5.45|5.45
13d_a5 (GW788388)|0.0|1|0|0|2.945204608|0.0|1|1.236844097|0.0|4.59511985|-0.009710199|3|-0.092509033|0.0|0.002956745|-0.086484275|10.94530363|1|-0.016337128|0.78479342|0.024905619|0.047169811|0.71006207|0|-0.0844793|0.54169129|-57.42492153|-55.87383979|151.3669372|0.2258962769999999|149.40573999999998|-0.0291837579999999|-36.95444874|44.69922692|0.669182121|-1.605106706|-37.98032007|-19.30187193|0.488398052|2834.036315|511.985152|0.330817879|8.077599766|15.788837|0.954644629|218.7999323|-702.1345259999999|14.57821204|0.0|1.0|1.0|2.0|3.21|2.74|23.0|4.11|92.79|1.0|0.0|121.68|0.0|1.0|6.0|-4.35|32.0|5.0|-6.94|425.48|1.0|3.11|4.429999999999999e-05|0.0189|4.5e-05|2.75|0.0|0.0|1.45e-09|6.16e-07|-0.05542|4.6091|3.81|4.1706|-1390.589662|-1390.548362|707.09|0.5251|269.0|532.01|0.48848|0.1549|2.4867|-1390.355751|3355.0|18.0|7.7447|7.7447
17_a3|0.0|0|0|0|0.0|0.0|0|0.605019885|0.0|4.727387819|-0.118246266|2|-0.015463451|1.709081227|-0.007540435|-0.041723219|10.31163036|1|0.036673175|0.767641592|0.1789147639999999|-0.085686119|0.773152968|1|-0.096067661|0.225087454|-50.20132919|-48.88298017|234.4907116|0.1969243769999999|100.2028184|-0.039557272|-24.87357062|76.17242478|0.840062179|-1.344947254|-25.54439812|-20.12828595|0.4383349039999999|2196.728425|408.6362608|0.159937821|6.2477303310000005|11.12358659|0.780420408|81.38261354|-348.2299886|6.514715538|1.0|1.0|1.0|1.0|3.13|2.65|21.0|4.66|92.93|1.0|0.0|95.5|0.0|1.0|2.0|-5.53|23.0|3.0|-5.61|338.81|1.0|3.71|2.96e-06|1.0|1.18e-05|3.88|0.0|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.2102|3.57|3.2102|-1731.75233|-1731.72355|537.32|0.4062|386.22|393.58|0.69481|0.4062|3.8077|-1731.663157|4.8815|23.0|7.6383|7.6383
5g_a40|0.0|0|0|0|0.0|0.0|0|0.604913142|1.534673091|6.167516491000001|-0.190406197|0|-0.0602779129999999|0.64025463|-0.012794054|0.122088541|10.31198315|2|0.137067086|0.818555255|0.006643696|-0.1312278909999999|0.7733200179999999|1|-0.14338431|0.245639795|-72.93994279|-68.05025116|216.425542|0.32227256|152.9506864|-0.049288357|-32.29667648|0.0|0.745349319|-1.577227413|-34.61732609|-23.39227384|0.488538966|2054.810452|321.64971460000004|0.254650681|6.193485364|12.10939827|0.955183157|120.8573152|-355.2634413|12.1783403|0.0|0.0|0.0|2.0|3.13|1.96|14.0|2.5|115.96|0.0|1.0|78.2|0.0|3.0|3.0|-4.24|21.0|5.0|-6.6|301.32|1.0|2.01|5.78e-05|0.0174|0.000426|2.17|0.0|0.0|0.0013|391.0|-0.0540299999999999|3.48|4.02|3.48|-1328.055803|-1328.015099|489.04|261.0|356.27|367.19|0.6563|261.0|4.9132|-1327.982732|6.7957|123.0|6.9101|6.9101
43_a18|0.0|0|0|0|0.0|0.0|2|1.251175234|0.0|4.844187086|-0.01369899|1|-0.05314954|0.0|0.002712865|0.031746165|10.94702053|0|-0.2093696189999999|0.713379703|-0.023109314|-0.0579590709999999|0.712848727|0|-0.0822489459999999|0.3439906129999999|-54.49271386|-63.87648583|0.66443384|0.147655113|114.6724699|-0.0311212229999999|-49.60799696|21.60709738|0.8743733490000001|-2.302970476|-42.32033664|-24.16948112|0.481954273|3172.923606|661.9512957999999|0.125626651|10.01438533|19.33108376|0.930331529|97.56464265|-1389.023915|5.5863235410000005|0.0|1.0|1.0|2.0|4.54|0.0|18.0|4.08|76.5|3.0|1.0|160.76|0.0|1.0|9.0|-6.45|38.0|3.0|-5.78|508.65|0.0|3.48|3.55e-07|0.00018|1.09e-06|5.1|0.0|1.0|2.52e-10|1.28e-07|-0.04949|3.2233|8.79|3.2233|-1611.621186|-1611.598032|843.1|0.5429|384.65|702.4|0.6926800000000001|0.5429|3.0482|-1611.198355|3.6943|625.0|6.2041|6.2041
