molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1i|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
26_a20|0.0|0|0|0|0.0|0.0|0|1.4165417530000002|1.877209467|4.727387819|-0.104520106|2|0.1516835819999999|2.01129617|0.003085806|-0.054222344|10.93106273|1|0.057022334|0.7541508029999999|-0.070815554|-0.055150498|0.690530489|1|-0.082729415|0.423153994|-58.21621279|-55.81998701|299.8332395|0.20662747|139.417676|-0.0327795789999999|-37.66339899|80.47551422|0.7848887259999999|-1.737317706|-39.28020352|-22.11735334|0.472355054|2825.254798|535.3119506|0.215111274|7.598632688999999|14.40103379|0.8952138340000001|145.1419493|-790.9313788|10.03954725|1.0|1.0|1.0|1.0|3.42|3.07|27.0|4.62|86.69|2.0|0.0|125.0|0.0|1.0|5.0|-5.14|32.0|4.0|-6.28|419.48|1.0|3.66|7.27e-06|0.00305|9.51e-06|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|-0.05097|4.8421|4.97|3.8894|-1352.315376|-1352.277633|715.27|0.2081|256.05|543.96|0.68167|0.0814|3.8173|-1352.098465|4.8742|131.0|6.8827|6.8827
7_a15|0.0|0|0|0|0.0|0.0|0|1.419941457|0.0|0.0|-0.038088878|1|0.145944639|0.0|-0.0013239329999999|0.038636783|10.95880715|0|-0.310081401|0.70084115|0.154068618|0.00364345|0.8115121240000001|0|-0.110819329|0.403524276|-41.29775265|-61.50761094|103.8062879|0.158599673|88.02694557|-0.026500274|-34.13832456|56.30310755|0.448664402|-1.2190126140000002|-22.92132733|-14.70834175|0.396557391|2330.667514|466.9990754|0.551335598|6.01738192|9.971755103|0.657158418|306.0056033|-375.5215702|23.75461091|1.0|1.0|1.0|1.0|3.16|3.14|18.0|4.64|61.84|2.0|0.0|99.77|0.0|1.0|7.0|-4.83|26.0|5.0|-5.72|352.38|1.0|3.35|1.46e-05|0.00516|3.2e-05|3.84|0.0|0.0|6.41e-08|2.26e-05|-0.0284899999999999|4.4386|2.78|3.7495|-1184.385377|-1184.367098|580.73|0.3463|279.33|499.86|0.70497|0.0169|1.1115|-1184.224637|1631.0|227.0|6644.0|6644.0
9i_a24|0.0|1|0|0|2.9199957480000003|0.0|0|1.4281889280000002|1.865102513|5.209486153|2.01e-05|2|-0.076024544|0.0|0.004814196|-0.087363979|10.96661275|2|-0.336939175|0.822658951|0.139004845|-0.0106944439999999|0.73094562|0|-0.069812876|0.379687415|-30.56504777|-33.00219474|10.13249376|0.173910636|82.21166337|-0.024639839|-15.60091656|1.634015079|0.499238289|-0.837754515|-14.44881966|-11.64783344|0.468272544|2061.729154|390.5119445|0.500761711|5.946747117|11.18382556|0.8806627109999999|236.7218826|-187.2109987|18.05612763|1.0|1.0|1.0|1.0|2.76|1.36|22.0|2.72|72.28|0.0|0.0|82.17|0.0|1.0|3.0|-2.6|22.0|4.0|-7.01|288.31|0.0|1.73|0.00248|716.0|0.000791|1.48|0.0|0.0|8.95e-07|0.000258|-0.0473899999999999|4.6212|1.13|4.1459|-945.286637|-945.2626532|501.48|0.2373|268.3|363.15|0.6755800000000001|0.0029|7.1135|-945.222448|9.2818|88.0|7.0555|7.0555
12bf_a36|0.0|1|0|0|3.31325137|0.0|2|1.297043948|0.0|5.351858133|-0.119979424|2|0.140577067|0.0|-0.006877664|-0.096665166|10.96022305|1|-0.250781298|0.836170906|-0.0480253509999999|-0.033696875|0.632625562|0|-0.110255801|0.356652646|-58.26326838|-71.01192632|87.14111344|0.320859336|206.6543367|-0.037486972|-45.73631152|0.0|0.7054709690000001|-1.874348624|-37.52534442|-24.14405495|0.474826911|2902.591295|437.4108773|0.294529031|7.546900716000001|14.37031118|0.904134124|189.6959033|-777.5172959|15.27267945|1.0|0.0|0.0|2.0|4.72|0.0|17.0|3.0|69.2|1.0|0.0|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|2.44|0.000102|0.0424|4.81e-05|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|-0.0571299999999999|5.2319|3.66|3874.0|-1431.413697|-1431.380702|670.85|0.4518|236.98|517.66|0.69292|0.4006|5.4787|-1431.246893|7.5932|6.0|8.2218|8.2218
12b_a5|0.0|0|0|0|0.0|0.0|2|1.189701783|0.0|4.59511985|0.023224044|3|-0.021265946|0.0|0.0068803119999999|-0.119503073|10.94620104|0|-0.110182753|0.779793078|0.066588785|-0.033036296|0.8121510009999999|0|-0.068586754|0.350286421|-41.76622313|-43.25430513|138.67264319999998|0.172386307|108.7155967|-0.020455699|-27.27837078|0.0|0.530379611|-1.165974822|-26.33991037|-12.90040679|0.480419002|2602.046823|521.9354031|0.4696203889999999|8.398709622|16.16438947|0.924627734|296.16656780000005|-463.7323032|16.27715102|0.0|1.0|1.0|1.0|4.05|0.0|18.0|0.72|50.28|1.0|0.0|123.46|0.0|1.0|5.0|-2.3|30.0|6.0|-7.57|397.47|0.0|1.44|0.00503|2.0|0.000359|1.63|0.0|0.0|2.14e-08|8.5e-06|-0.10395|4.6156|2.24|1.4454|-1276.928859|-1276.8943800000002|669.05|0.2345|268.62|505.16|0.70615|0.0001|5.7174|-1276.9984029999998|8.2868|42.0|7.3768|7.3768
4d_a49|0.0|0|0|0|0.0|0.0|1|1.343847746|2.097463308|5.4161004020000005|-0.058204482|2|-0.090862681|1.76904838|0.000607064|-0.053327669|10.92777282|1|0.000850823|0.783870915|-0.008564167|0.023137464|0.749565191|1|-0.085966608|0.410804214|-55.40321178|-52.95392476|85.21839288|0.2473653539999999|152.3727245|-0.0281044679999999|-32.61868996|57.16412513|0.654728051|-1.461432343|-34.12740785|-17.31186002|0.470013152|2658.242991|463.6097566000001|0.3452719489999999|7.998287218|15.09148245|0.8868392740000001|212.6814716|-554.5177292999999|13.56373757|0.0|1.0|1.0|2.0|3.38|2.68|21.0|2.8|98.72|1.0|0.0|115.63|0.0|1.0|6.0|-3.13|30.0|5.0|-7.7|398.46|1.0|2.27|0.000743|296.0|0.0004509999999999|1.45|0.0|0.0|2.64e-08|1.05e-05|-0.06309|5.7447|2.99|3.8047|-1293.333712|-1293.29417|668.09|0.2549|215.82|495.7|0.6782100000000001|0.0879|4.3005|-1293.107454|5.5765|18.0|7.7447|7.7447
A8301_a51|0.0|0|0|0|0.0|0.0|0|1.197963627|1.700610355|4.727387819|-0.028789626|2|0.078523314|1.987294898|0.00740124|-0.012770742|10.31321735|1|-0.0618359079999999|0.6959300979999999|-0.013846396|-0.21474885|0.7234449559999999|1|-0.0780376929999999|0.339244706|-35.90764428|-50.67621589|36.55933899|0.065260105|42.37868986|-0.032775831|-32.90818536|78.46116212|0.854959635|-1.6387915469999998|-23.3177516|-21.28401067|0.4799553379999999|2799.106729|607.0025787000001|0.145040365|6.890532887999999|13.24988678|0.922911768|94.18649643|-691.0718926|6.225421319|1.0|1.0|1.0|1.0|3.49|3.5|27.0|5.52|87.72|2.0|1.0|129.04|0.0|1.0|5.0|-6.6|31.0|3.0|-5.31|421.52|1.0|4.58|2.5e-07|0.000105|1.17e-06|5.02|0.0|0.0|4.12e-10|1.74e-07||||||||||||||||12.0|7.9208|7.9208
4f_a49|0.0|0|0|0|0.0|0.0|1|1.343848013|2.066693174|5.4161004020000005|-0.087045007|2|-0.087861524|1.5830545580000002|0.001532832|-0.064058097|10.92775957|1|-0.025995042|0.7927086309999999|-0.00953448|0.114367229|0.670594896|1|-0.089955514|0.480786546|-55.88123394|-48.83888562|193.615884|0.262938196|142.7551002|-0.033471819|-26.51573683|59.72286429999999|0.718306291|-1.439288231|-30.33918719|-18.1726086|0.437355335|2458.261097|400.1675422|0.2816937089999999|6.302023735|11.20071713|0.7773206840000001|152.9378926|-424.2517893|11.34983222|0.0|1.0|0.0|1.0|3.07|2.35|21.0|3.8|80.9|1.0|0.0|102.08|0.0|1.0|3.0|-3.99|27.0|5.0|-6.6|356.38|1.0|2.85|0.000102|0.0365|8.120000000000001e-05|2.64|0.0|0.0|2.92e-07|0.000104|-0.06954|4.6249|4.07|3.7098|-1179.23587|-1179.201105|575.01|0.2368|268.08|411.94|0.68474|0.0579999999999999|1.7833|-1179.080799|1.8254|0.04|7.3979|7.3979
5b_a40|0.0|0|0|0|0.0|0.0|0|0.604912077|1.616656116|6.167516491000001|0.064329005|0|-0.096549823|0.7222376540000001|0.008515162|0.179058252|10.31198309|2|0.013573521|0.817071232|-0.400500595|0.029485257|0.503365018|1|-0.091267779|0.313503463|-38.64461938|-45.78637031|169.18694230000003|0.118735598|59.56617021|-0.036507111|-22.96968039|49.25022097|0.829018186|-1.095213344|-19.38687321|-18.31454812|0.477304896|2126.9310920000003|442.1045286|0.1709818139999999|6.521443259|12.47657231|0.913161214|85.77656597|-275.6361647|6.2955085660000005|1.0|0.0|0.0|0.0|3.13|2.82|14.0|4.39|75.5|1.0|1.0|84.17|0.0|2.0|3.0|-5.43|21.0|3.0|-5.42|338.21|1.0|3.83|3.69e-06|0.00125|1.44e-05|4.14|0.0|0.0|5.65e-06|0.00191|-0.07069|3.9759|5.62|3.9759|-2096.782087|-2096.767375|515.23|0.3005|311.84|411.1|0.59928|0.3005|7.2947|-2096.757832|9.3069|64.0|7.1938|7.1938
47j_a18|0.0|0|0|0|0.0|0.0|1|1.251176464|0.0|4.844187086|-0.068902246|0|-0.048528478|0.0|0.00031105|-0.006923502|10.94702285|0|-0.331885553|0.7444236670000001|-0.002262399|0.005740124|0.757001264|0|-0.094744194|0.476575952|-56.816779|-73.69868165|95.57657747|0.19348155|150.5035248|-0.033837212|-57.32800549|99.50526447|0.764425062|-2.368604851|-44.19607713|-26.32095773|0.481373558|3172.831382|627.366638|0.235574938|9.597380968|18.50538303|0.928170101|183.246715|-1433.2001369999998|12.6177344|1.0|1.0|1.0|3.0|4.54|0.0|18.0|2.82|97.76|3.0|2.0|149.96|1.0|1.0|11.0|-5.83|37.0|4.0|-6.46|499.6|0.0|2.39|1.49e-06|0.000743|7.32e-06|4.07|1.0|0.0|1.63e-09|8.159999999999999e-07|-0.04423|3.1054|8.09|3.1054|-1625.445572|-1625.413107|839.37|0.5439|399.25|776.31|0.6983600000000001|0.5439|4.1619|1625.053346|5.2118|35.0|7.4559|7.4559
4_a38 (LY-2157299)|0.0|0|0|0|0.0|0.0|1|1.343847059|2.0959524330000003|5.4161004020000005|-0.080432741|2|-0.0501467259999999|1.721297609|0.002865697|-0.159241692|10.9277672|1|0.0481706809999999|0.8099394329999999|-0.041794304|-0.032369326|0.6848692759999999|1|-0.089446059|0.459041332|-52.90108631|-51.11565158|260.7739337|0.2456862269999999|140.40206619999998|-0.03235283|-29.21101111|71.22674185|0.7861170609999999|-1.520583011|-30.23133173|-18.48863993|0.487041509|2501.945802|431.0669496|0.213882939|6.54753874|12.76426621|0.949475478|122.2274724|-496.5871888|7.880803302999999|0.0|1.0|1.0|1.0|3.27|2.6|21.0|3.51|86.69|1.0|0.0|108.18|0.0|1.0|3.0|-3.85|28.0|4.0|-6.86|369.42|1.0|2.81|0.0001409999999999|52.0|0.000102|2.39|0.0|0.0|7.45e-08|2.75e-05|-0.06|4.65|3.95|3.78|-1198.683473|-1198.64695|617.61|0.2|266.68|449.44|0.68|0.06|5.9043|-1198.49738|7.6529|69.0|7.1586|7.1586
2_a49|0.0|0|0|0|0.0|0.0|1|1.3438506419999998|2.12788659|5.4161004020000005|-0.03981057|2|-0.100166139|1.999073077|0.004524556|-0.041202373|10.92973199|1|0.055400364|0.79056501|0.084099874|0.00991453|0.7701578720000001|1|-0.079176085|0.41397907|-44.066695|-40.34672657|226.4450566|0.18651986|95.04720801|-0.028277173|-20.55997527|0.0|0.7154059890000001|-1.187641272|-22.45560511|-14.409545199999998|0.454163307|2244.518609|414.5350312|0.284594011|5.667936413|10.38394173|0.8320497920000001|145.02405359999997|-308.399629|8.91679918|0.0|1.0|1.0|1.0|3.09|2.5|21.0|3.7|69.62|0.0|1.0|99.52|0.0|1.0|2.0|-3.53|25.0|3.0|-6.57|327.38|1.0|2.76|0.000292|0.0955|0.000129|2.43|0.0|0.0|1.51e-07|4.94e-05|-0.04372|5.4614|1.79|3743.0|-1046.018455|-1045.981819|553.52|0.2988|227.02|371.96|0.68172|0.0572|4.8986|-1045.8595810000002|6.7117|59.0|7.2291|7.2291
47k_a18|0.0|0|0|0|0.0|0.0|1|1.25117623|0.0|4.844187086|-0.0605329409999999|0|-0.017736343|0.0|0.003047962|-0.02822032|10.94702256|0|-0.421027889|0.721697829|0.022512501|-0.014398731|0.737517943|0|-0.088346874|0.3533268229999999|-51.59195677|-69.77479556|20.66242736|0.169064596|133.5242222|-0.030255779|-55.10689702|58.77865447|0.7153044209999999|-2.208671853|-40.74641317|-23.89547793|0.467246896|3245.964586|656.2580564|0.284695579|9.777177947|18.35217454|0.877042091|224.8475227|-1377.672426|14.46395816|1.0|1.0|1.0|2.0|4.66|0.0|18.0|3.17|88.97|3.0|2.0|154.86|1.0|1.0|11.0|-5.84|38.0|4.0|-6.41|513.63|0.0|2.53|1.44e-06|0.000742|4.65e-06|4.26|1.0|1.0|3.6099999999999997e-09|1.85e-06|-0.04359|3.0948|8.45|3.0948|-1664.756029|-1664.728002|842.29|0.5920000000000001|400.63|793.48|0.69823|0.5920000000000001|4.1818|-1664.341238|5.2253|29.0|7.5376|7.5376
25_a12|0.0|0|0|0|0.0|0.0|0|1.404967476|0.0|0.0|-0.045725323|2|-0.089297664|2.050456822|0.000864238|-0.025245046|10.93676625|0|-0.0861945369999999|0.638255008|-0.2430098439999999|-0.208172827|0.806844014|1|-0.080147596|0.120087607|-28.517955|-41.75851719|37.96125329|0.052062825|27.12578432|-0.03323193|-21.75703145|0.0|0.917298637|-1.362509125|-14.85843094|-17.31450713|0.448858246|2067.69985|493.8944271000001|0.082701363|5.34703037|9.70173342|0.814415245|43.08908189|-369.8695347|2.666764531|1.0|1.0|1.0|1.0|2.81|3.43|22.0|5.35|37.81|1.0|0.0|99.48|0.0|1.0|3.0|-5.28|24.0|2.0|-4.82|311.38|1.0|4.29|5.19e-06|0.00162|5.63e-06|4.76|0.0|0.0|1.6399999999999995e-09|5.12e-07|-0.05352|4.2653|4.73|3.4532|-974.6569575|-974.6328337|560.14|0.4483|290.68|442.64|0.69029|0.1897|1.2494|-974.508059|2.2482|22.0|7.6576|7.6576
11_a3|0.0|0|0|0|0.0|0.0|0|0.605020608|0.0|4.727387819|-0.127546771|3|-0.101436441|1.710245969|-0.008037672|0.044912659|10.31163053|1|-0.0947326669999999|0.724492061|0.132535663|-0.04179402|0.834020779|1|-0.099420732|0.175996916|-45.19136777|-47.02715152|253.1353625|0.222196952|105.101718|-0.0391657429999999|-22.2443844|80.34769756|0.752484736|-1.292469516|-21.37603754|-18.52584757|0.4680759679999999|2097.896727|367.9098016|0.2475152639999999|5.475372235|10.29352296|0.8799677029999999|117.0775712|-289.1769972|10.0546353|0.0|1.0|1.0|1.0|3.19|2.07|21.0|3.41|105.82|0.0|0.0|88.28|0.0|1.0|2.0|-4.08|22.0|4.0|-6.59|305.36|1.0|2.46|8.37e-05|0.0256|0.000197|2.22|0.0|0.0|3.06e-07|9.35e-05|-69.0|3.2232|2.12|3.2232|-1288.195105|-1288.165162|508.58|0.4441|384.66|346.18|0.6966600000000001|0.4441|3.3694|-1288.10577|4.4522|0.04|7.3979|7.3979
13i_a6|0.0|1|0|0|3.399318783|0.0|1|1.430639411|0.0|5.351858133|-0.154502515|1|0.035242754|0.0|-0.011017781|0.034304189|10.95129557|1|-0.073507141|0.7771558909999999|0.145878803|-0.054229558|0.830577798|0|-0.129526268|0.221116773|-80.75190740000001|-86.83156133|181.1128483|0.375953882|252.0312146|-0.046433945|-58.20996912|116.5456632|0.783597763|-2.460999087|-54.13430283|-31.12829557|0.429711323|2906.257489|418.3467934|0.216402237|8.294136887|14.54375165|0.753497905|145.07130039999998|-1105.989413|13.40049533|1.0|1.0|1.0|3.0|3.59|2.7|23.0|3.54|115.15|1.0|0.0|120.17|0.0|1.0|6.0|-5.03|32.0|5.0|-6.81|427.46|1.0|2.91|9.32e-06|0.00398|3.28e-05|2.95|0.0|0.0|3.18e-09|1.36e-06|-0.0481399999999999|3.6668|4.94|3.5614|-1426.549926|-1426.518007|703.43|0.2903|338.12|553.67|0.70517|19.0|7.8342|-1426.332492|10.1375|21.0|7.6778|7.6778
14g_a23|0.0|0|1|1|0.0|-4.794439428|0|1.197957711|3.0793867980000003|5.351858133|-0.301504331|2|0.058422864|0.653317181|-0.002390707|-0.031968899|10.3132174|2|-0.2952674819999999|0.796412133|0.010202051|-0.044895912|0.575188253|1|-0.096288005|0.297855753|-51.82254036|-68.52397802|95.64648102|0.092665527|65.94601775|-0.041536002|-48.76552945|1.5679977319999998|0.780315815|-2.118336119|-36.87984398|-29.55936307|0.461846955|3400.464046|645.7104105000001|0.219684185|8.788027188|16.32997765|0.8582074559999999|156.3396622|-1072.841648|14.63509796|0.0|0.0|1.0|1.0|3.61|3.79|26.0|6.18|114.25|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|-5.94|495.48|0.0|4.35|1.29e-07|6.38e-05|1e-06|4.76|0.0|0.0|1.12e-08|5.57e-06|-0.08011|3.7042|5.17|3.7042|-2042.1835260000005|-2042.161409|730.13|0.3478|334.71|583.38|0.56658|0.3478|7.2913|-2042.000034|10245.0|0.01|8.0|8.0
14x_a23|0.0|0|1|1|0.0|0.0|0|1.197963189|3.101221922|5.351858133|-0.111315218|2|0.05740118|0.6753138120000001|0.003379755|-0.075184011|10.31321817|2|-0.206574435|0.802520527|-0.035031888|-0.035965909|0.558482531|1|-0.084244058|0.229141189|-46.97594633|-55.83053941|42.44114495|0.223171139|147.90081730000003|-0.034056109|-37.00022522|87.28077098|0.722211323|-1.6006371069999998|-31.13207597|-22.56979253|0.468120981|3071.48868|514.8229467|0.277788677|7.777802167999999|14.62325432|0.880126802|184.0971574|-703.0042792|14.57194888|0.0|0.0|0.0|1.0|3.42|3.42|26.0|5.14|105.02|2.0|1.0|120.2|0.0|1.0|5.0|-5.68|32.0|6.0|-6.35|447.46|0.0|4.06|2.09e-06|0.0009369999999999|5.41e-06|3.78|0.0|0.0|1.17e-08|5.23e-06|-0.08216|4.0641|3.97|3.6941|-1828.393372|-1828.371718|675.21|0.3184|305.07|537.48|0.62836|0.3057|5.7933|-1828.228912|8.1916|3.0|8.4949|8.4949
18a_a25|0.0|0|0|0|0.0|0.0|0|1.194229606|1.875390684|4.727387819|-0.019008377|2|0.062229409|2.050257213|0.007643634|-0.018419483|10.31286118|1|-0.06333068|0.7385460309999999|-0.039007784|-0.035531959|0.7291583840000001|1|-0.078181889|0.341320954|-37.07961488|-51.83514755|75.74077952|0.068371614|45.33086513|-0.03097773|-34.36707071|0.0|0.817072039|-1.641819678|-24.58404782|-20.53845469|0.493301255|2857.88027|617.676232|0.182927961|7.39539242|14.59524518|0.973559258|121.2825364|-721.7084848|7.615762647|1.0|1.0|1.0|1.0|3.5|3.43|27.0|5.72|87.72|2.0|1.0|133.85|0.0|1.0|6.0|-6.33|32.0|3.0|-5.58|435.54|1.0|4.53|4.65e-07|0.000202|1.71e-06|4.76|0.0|0.0|1.67e-10|7.28e-08|-0.05591|5.4965|4.51|3.1711|-1675.274716|-1675.2501519999998|694.17|0.3234|225.57|556.26|0.5274399999999999|0.0027|3.1313|-1675.04368|4.3839|94.0|7.0269|7.0269
4j_a46|0.0|0|0|0|0.0|0.19521727|1|1.134637093|2.194310043|5.587248657999999|-0.012405467|1|-0.0529855709999999|0.0|0.011968098|-0.1051618459999999|10.94638774|1|-0.087688953|0.7298040140000001|-0.061823242|-0.258222236|0.728293097|0|-0.074417476|0.295221643|-34.99059698|-43.95227197|70.56141095|0.0501066629999999|29.59387777|-0.024805825|-25.95898597|71.98911503|0.776932317|-1.339514565|-20.66606288|-14.65075732|0.402450715|2260.870095|561.0237355|0.223067683|6.274010655|10.49957018|0.673502127|131.7477027|-467.2617475|6.30964324|0.0|1.0|1.0|0.0|4.0|3.9|17.0|5.33|39.94|2.0|0.0|110.24|0.0|1.0|4.0|-5.38|27.0|3.0|-5.09|361.48|1.0|4.5|4.16e-06|0.0015|4.86e-06|4.81|0.0|0.0|2.03e-08|7.33e-06|-0.01684|5.3949|4.93|4.4093|-1132.043677|-1132.018764|646.67|0.2783|229.82|572.31|0.69413|0.1418|2.9043|-1131.817578|3.8105|805.0|6.0942|6.0942
3h_a32|0.0|1|1|1|3.579396967|0.0|0|0.609420752|0.0|5.733341277|-0.008243901|0|0.014517903|2.243113495|0.002101838|-0.003152613|10.31100268|3|-0.122769653|0.7926338540000001|-0.169197453|-0.2|0.8030743229999999|1|-0.0882883959999999|0.30907784|-44.97387528|-55.27575363|76.38838542|0.12119737|75.87946135|-0.027590124|-34.60714056|0.0|0.7734940029999999|-1.324325944|-28.15732254|-17.27367301|0.4089962629999999|2398.020434|550.2022886|0.226505997|8.107034244|13.71739929|0.692036677|141.8112711|-519.1071084|7.357575822|1.0|1.0|1.0|1.0|3.65|3.88|19.0|6.24|110.94|2.0|0.0|112.28|0.0|1.0|7.0|-8.23|26.0|3.0|-4.29|382.55|1.0|5.4|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|6.12|0.0|0.0|3.37e-09|1.29e-06|-0.05318|3.5552|4.61|3.5552|-1790.6908030000002|-1790.663897|676.22|0.2926|348.74|578.86|0.70257|0.2926|3.5952|-1790.5004850000005|5.8749|7.0|8.1549|8.1549
12h_a40|0.0|0|0|0|0.0|0.0|0|0.60499064|1.760542171|5.4161004020000005|-0.107711573|0|0.208938531|0.803557099|-0.000134504|0.189869851|10.31197256|2|0.224167029|0.7769829840000001|0.116873629|-0.335801908|0.6948809659999999|1|-0.091448888|0.006997021|-50.45378559|-48.34705035|208.6717565|0.160518251|84.86252967|-0.038796498|-25.56004046|59.68939644|0.844008584|-1.280284432|-26.67382585|-20.51086984|0.4958138139999999|2270.834041|443.8158546|0.155991416|7.989299324|15.84593062|0.983394285|82.46928995|-357.8405665|6.584127851|1.0|0.0|1.0|1.0|3.19|3.0|20.0|5.02|84.45|2.0|1.0|96.16|0.0|1.0|2.0|-6.25|23.0|2.0|-5.13|361.25|1.0|4.22|5.58e-07|0.0002009999999999|2.61e-06|4.75|0.0|0.0|1.44e-07|5.2e-05|-0.07512|4.1508|4.14|2.6436|-2153.207198|-2153.186757|548.82|0.3985|298.7|435.95|0.7041|0.3693|2.5573|-2153.123274|3.5425|823.0|6.0846|6.0846
7f_a8|0.0|1|0|0|2.961566988|0.0|0|1.394802504|1.2793830309999998|4.844187086|-0.073219554|0|0.034392285|0.0|0.00112124|-0.087673259|10.94343485|1|0.141285105|0.7051689170000001|-0.048917705|0.041366689|0.507325475|0|-0.08790841|0.3155671539999999|-52.28313554|-50.01741803|53.09327646|0.229770733|130.7330978|-0.040738044|-28.45850692|55.49953831|0.880922225|-1.670259798|-29.74763659|-23.17880348|0.4513917389999999|2534.956113|438.23883319999993|0.119077775|7.704280774|14.04331892|0.822794279|67.75191165|-540.7116315000001|5.839092213|1.0|0.0|0.0|1.0|3.14|3.23|23.0|5.49|61.58|2.0|0.0|101.89|0.0|1.0|3.0|-5.68|28.0|4.0|-5.27|373.35|1.0|4.63|2.09e-06|0.00078|3.16e-06|4.66|0.0|1.0|3.5e-09|1.31e-06|-0.07492|3.8187|6.81|3.4810000000000003|-1285.196168|-1285.168078|584.99|0.3536|324.68|495.55|0.6987399999999999|0.1502|8.7098|-1285.071664|11.6137|35.65|4.4479|4.4479
19h_a38|0.0|1|0|0|3.2723542610000003|0.0|2|1.297044177|0.0|5.351858133|-0.082283951|2|0.14165187|0.0|-0.002526241|-0.043452674|10.96083376|1|-0.217394466|0.819222745|-0.054149342|-0.121374121|0.698414933|0|-0.109986804|0.3263113569999999|-48.43313101|-64.79649453|136.81322659999998|0.225371198|132.7728693|-0.03959525|-38.17354026|0.0|0.75379331|-1.979762478|-28.533396600000003|-23.32673803|0.47459722|2774.611523|456.3568442|0.24620669|6.820483788|12.98143834|0.903301693|145.047677|-687.1237247|11.90478646|1.0|1.0|1.0|3.0|4.8|2.43|17.0|2.55|81.23|1.0|0.0|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|-6.77|401.44|1.0|2.66|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|-0.05708|3.7384|3.41|3.5358|-1332.187847|-1332.1538779999998|626.65|0.2355|331.65|452.01|0.69012|88.0|6.9749|-1331.999352|9.0777|9.0|8.0348|8.0348
27_a47|0.0|0|1|1|0.0|0.0|1|1.216250059|2.041063341|4.727387819|0.006768957|3|-0.067535989|1.807806182|0.001861676|0.0427469459999999|10.95005714|1|-0.157688306|0.804224077|0.0436226579999999|0.023325573|0.634406338|1|-0.079484997|0.337815064|-40.35526807|-50.87821306|20.73428323|0.153530114|98.27436776|-0.028494622|-32.56705871|3.180329084|0.700732763|-1.510214943|-25.8313393|-18.2393594|0.475450742|2804.020752|541.8239522999999|0.299267237|7.083168776|13.50334344|0.906398657|191.5604557|-618.7741154|12.14264461|1.0|1.0|1.0|2.0|3.37|3.52|21.0|5.07|67.66|2.0|0.0|125.17|0.0|1.0|5.0|-4.81|31.0|5.0|-6.34|436.91|1.0|3.91|1.5399999999999998e-05|0.00674|8.89e-06|3.7|0.0|0.0|1.5e-09|6.55e-07|-0.05814|4.9358|2.97|3.8125|-1778.1049670000002|-1778.078632|673.27|0.4007|251.19|517.82|0.69381|0.1839|4.0365|-1777.891054|5.2214|2512.0|5.6|5.6
