molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|FNSA3|PBF|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
3_a47|0.0|0|0|0.0|0|0.0|0|1.304465159|0.0|-0.008740449|0.0|-0.130414103|0.03308642|-0.013350303|1.416887578|-0.008828261|0.103847816|0.013073797|0|-0.007967014|-0.021029826|-0.024240921|-0.457330633|0.900251233|0.720319618|0.104873188|0.815682427|1|-0.083129079|0.4661246329999999|-43.59237092|4.514659074|0.145272519|76.18000386|-0.036461577|2.367459086|1.139378223|-1.422001494|-22.85956767|-19.12022366|48.10703|2243.894237|448.2137648|-745.6887227000001|1280.146703|0.67722658|5022.029588|-391.0345195|24.35791949|-298.8724505|949.95886|418.022895|8.511255722000001|1.0|1.0|0.0|1.0|2.0|0.0|22.0|-8.42|5.4|58.04|2.88|0.0|101.55|1.0|-5.54|25.0|347.8|0.0|1.0|1.0|4.02|-5.35|2.86e-06|0.000995|4.49e-06|0.00156|4.6|0.0|0.0|1.33e-06|5.6998|3.7284|-1470.137664|556.65|332.54|217.52|0.69138|-1469.969304|-0.15473|4.0226|-0.2119|0.03619487|-1470.0192869999998|6.5
12av_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297042752|0.0|-0.009925128|5.351858133|-0.081537769|0.04250591|0.06882889|0.0|-0.00233752|-0.021036176|-0.039627578|1|-0.000472698|0.1168328169999999|-0.213993335|-0.507136551|0.859938421|0.8076780109999999|-0.018133027|0.817582774|0|-0.082283524|0.277834652|-57.31621925|15.09249582|0.247552267|172.4374372|-0.035197712|10.51297704|124.9387725|-2.006269572|-39.92474833|-24.51766365|72.40871507|3011.024457|524.1323793|-1397.506828|2354.591519|0.965363947|6460.1184140000005|-973.4610746|36.48912989|-239.5042702|2079.880404|757.7532208|17.95719936|0.0|0.0|0.0|0.0|3.0|0.17|17.0|-6.93|1.65|98.3|1.49|0.0|138.06|1.0|-3.54|33.0|438.48|0.0|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|0.0|5.18e-05|4.8408|3.4402|-1440.988179|733.21|360.39|256.12|0.70455|-1440.67411|-0.14122|4.7666|-0.19429|0.04308001|-1440.738332|7.4089
47c_a18|0.0|0|0|0.0|0|7.03438793|1|1.251176227|0.0|-0.007068829|4.844187086|-0.048726885|0.032688172|0.047739847|0.0|0.0007979619999999|-0.058748345|0.028947131|0|0.002674691|0.071793992|-0.320309303|-0.455055055|0.784328127|0.758269842|-0.027873485|0.7601847759999999|0|-0.0715759629999999|0.246894346|-57.54296759|12.75381432|0.1871383589999999|150.4485025|-0.0321917939999999|10.25333491|103.416376|-2.350000928|-46.26124419|-25.88035487|70.29678191|3228.879782|653.4941186000001|-1889.265906|2027.892739|0.958059115|7527.530240999999|-1518.861384|34.55329606|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|1.0|0.0|1.0|3.0|0.3|18.0|-9.18|2.87|97.76|2.41|2.0|154.77|1.0|-5.73|38.0|513.63|0.0|0.0|0.0|2.42|-5.09|1.84e-06|0.000947|8.12e-06|0.00417|3.98|1.0|1.0|3.42e-07|3.1096|3.1096|-1664.753129|850.89|398.71|398.71|0.6983199999999999|-1664.201034|-0.12841|3.3075|-0.17331|0.03115159|-1664.277127|8.5229
19i_a38|0.0|1|0|0.0|0|7.412764017000001|2|1.297043925|0.0|-0.008447598|5.351858133|-0.115864198|0.043197531|0.08414367|0.0|-0.006877664|-0.074033381|-0.053762162|1|-0.004358975|0.215263198|-0.250781298|-0.430016467|0.653741315|0.836170906|-0.040954326|0.632625562|0|-0.08347616|0.4748744179999999|-51.15830416|13.83587388|0.252841593|154.953787|-0.040770109|8.479305267|10.71501217|-2.038505453|-31.35232957|-24.98593175|64.99417804|2896.470706|457.89548719999993|-1249.2965869999998|2335.0953870000003|0.800346329|6744.7785650000005|-765.6305068|33.67721904|-296.5257022|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|1.0|3.0|0.14|17.0|-7.12|3.11|81.23|2.78|0.0|125.65|1.0|-4.25|31.0|419.43|0.0|0.0|1.0|3.04|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|0.0|3.19e-05|5.7041|3.6129|-1431.415351|641.31|343.17|217.36|0.69267|-1431.181148|-0.14872|6.6636|-0.2052|0.03110827|-1431.239177|7.9031
6_a47|0.0|0|0|0.0|0|0.0|0|1.304328257|0.0|-0.008723045|0.0|-0.1738997619999999|0.042276423|-0.14404966|1.291219116|-0.010708889|0.051455447|0.0402365489999999|0|-0.0094242819999999|-0.302730533|-0.04324355|-0.459934519|0.701994505|0.786041178|-0.149904224|0.672308592|1|-0.080118846|0.446564415|-43.43026699|5.323543706000001|0.158081588|85.6917678|-0.036834143|2.885749555|0.0|-1.547034008|-23.54237714|-19.96679614|48.75381069|2431.668154|456.3812788|-838.6054381|1577.98246|0.6832388209999999|5766.962611999999|-454.5854048000001|25.13472712|-319.1626428|1055.658539|469.7495559|8.348196185|1.0|1.0|0.0|1.0|2.0|0.05|22.0|-9.06|6.27|58.04|3.48|0.0|106.47|1.0|-6.02|27.0|379.81|1.0|0.0|1.0|4.59|-5.79|9.53e-07|0.000362|1.63e-06|0.000619|5.06|0.0|0.0|3.310000000000001e-07|5.5188|3.7196|-1608.684886|576.56|333.32|224.66|0.69305|-1608.50108|-0.1544|3.2606|-0.20794|0.03288085|-1608.554019|7.9
4i_a46|0.0|0|0|0.19654443|1|7.825245291|1|1.1346370959999998|2.184105962|-0.002360192|5.587248657999999|-0.018872727|0.049498645|-0.088884176|0.0|0.012211602|-0.160741899|-0.125773054|1|0.011931187|-0.133434195|-0.091288438|-0.22302552|0.7204791309999999|0.749522825|-0.0656636|0.7172344890000001|0|-0.058565229|0.263514985|-33.08099617|8.847405392999999|0.0592195629999999|33.45060163|-0.025069479|4.997521397|70.55661087|-1.278543436|-18.68604171|-14.16067794|41.92840157|2200.19132|531.4066842|-722.1945751000001|2253.484644|0.685288314|4893.587424|-407.9368676|18.53900079|-298.0546045|945.4890404|579.2365607|6.567484272000001|1.0|0.0|1.0|1.0|0.0|0.36|17.0|-7.3|5.07|39.94|3.06|0.0|105.43|1.0|-4.94|26.0|347.45|0.0|1.0|1.0|4.16|-5.04|1.16e-05|0.00403|9.13e-06|0.00317|4.38|0.0|0.0|1.75e-05|5.3987|4.4232|-1092.730494|611.74|280.31|229.66|0.69035|-1092.473422|-0.18438|2.8538|-0.20084|0.02614355|-1092.528145|6.2132
38_a18|0.0|0|0|0.0|0|7.03438793|2|1.251175383|0.0|-0.00575311|4.844187086|-0.009006798|0.035478927|-0.066676644|0.0|0.000520558|-0.020056674|-0.003893067|0|0.001602741|-0.0993372269999999|-0.11123356|-0.498932552|0.745084567|0.719168079|-0.03302891|0.7400818459999999|0|-0.076974444|0.423402315|-61.25359673|6.675707878|0.1689295469999999|134.4282836|-0.0322355079999999|5.3122971560000005|74.46052717|-2.385427574|-48.74349112|-25.65190078|67.92930461|3162.36475|661.3370874|-1898.240658|1855.157022|0.874996952|7261.130718|-1510.554181|29.11918324|-606.2584549|2154.819559|1228.492038|5.701753365|1.0|1.0|0.0|1.0|3.0|0.34|18.0|-10.33|4.13|85.29|3.7|1.0|160.66|0.0|-6.98|38.0|508.65|0.0|0.0|1.0|3.64|-6.11|1.05e-07|5.36e-05|7.85e-07|0.000399|5.43|0.0|1.0|2.38e-08|3.2241|3.2241|-1611.630281|861.93|384.55|384.55|0.69235|-1611.133158|-0.13229|1.9877|-0.18066|0.02653109|-1611.206669|7041.0
9_a47|0.0|0|0|0.0|0|0.0|0|1.3818994059999998|0.0|-0.008501246|0.0|-0.1789147139999999|0.037492877|-0.043270202|1.323246814|-0.009607222|0.022031244|0.045804989|0|-0.007880155|-0.091848897|-0.045757939|-0.4477815529999999|0.7033922579999999|0.792070785|0.046690958|0.689770023|1|-0.084368438|0.492394184|-44.13640712|4.991260197|0.194850031|101.9336202|-0.036925422|2.611122094|0.0|-1.550867715|-23.08946904|-19.3171225|49.12766732|2292.652212|421.2052248|-811.319145|1333.091472|0.93384951|5212.504394|-424.4325604|24.43189048|-304.1026787|1026.1394|442.7664664|8.262317504|1.0|1.0|0.0|1.0|2.0|0.05|22.0|-8.47|5.61|58.04|2.99|0.0|101.46|1.0|-5.37|26.0|345.37|0.0|0.0|1.0|4.09|-5.2|4.29e-06|0.00148|6.3e-06|0.00218|4.43|0.0|0.0|1.17e-06|5.7429|3.7183|-1149.090086|566.1|333.44|215.89|0.69084|-1148.896866|-0.1545099999999999|2.2966|-0.20488|0.03463008|-1148.949486|7.6
4r_a46|0.0|0|0|-0.03033057|1|7.832410927000001|1|1.13129629|2.051582577|-0.002826188|5.587248657999999|-0.074041799|0.044728682|-0.15196733|0.0|0.006236535|-0.1129698999999999|-0.048758575|1|0.0061041|-0.237647432|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|0.76719475|0|-0.079297367|0.261414008|-42.06465252|6.071841742999999|0.152180218|80.72661483|-0.0259595379999999|3.220912917|0.0|-1.220098292|-22.31391864|-13.77068362|48.13649426|2137.47734|449.7405899|-647.2221302999999|1451.6122289999998|0.839885604|4775.760774|-343.3301143|19.26963463|-227.7097083|905.6728276|496.0386301|8.076584289|0.0|1.0|0.0|1.0|1.0|0.35|17.0|-6.25|3.43|63.83|1.52|0.0|97.9|1.0|-3.09|25.0|334.41|0.0|1.0|0.0|2.7|-3.55|0.00081|271.0|0.000279|0.0933|2.12|0.0|0.0|0.000188|4.5209|4.5209|-1069.447946|571.75|274.25|274.25|0.69085|-1069.231407|-0.18999|2.6630000000000003|-0.2207199999999999|0.02826942|-1069.284137|5.8499
12_a15|0.0|0|0|0.0|0|0.0|0|1.435689014|0.0|-0.006620824|0.0|-0.0455566929999999|0.034285714|-0.035728911|0.0|0.001740635|-0.106061273|-0.01062828|0|0.0034254209999999|-0.054575504|-0.184255041|-0.380490701|0.8310685940000001|0.723852961|0.049877871|0.7933685340000001|0|-0.061084417|0.738437971|-39.00359933|9.58943236|0.10362709|66.16793071|-0.031995594|6.123040777999999|4.192089814|-1.695766456|-24.90456371|-20.42981445|48.59303169|2613.57759|572.3516967|-1082.780166|2661.728915|0.909927213|5897.820841|-691.376388|27.36785616|-314.7766363|1450.496376|673.7288405|10.50617745|1.0|1.0|0.0|1.0|1.0|0.12|24.0|-9.82|6.3|56.27|2.87|0.0|119.95|1.0|-6.22|30.0|397.47|1.0|0.0|1.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|0.0|5.99e-08|4.4819|3.8538|-1281.087109|688.91|321.72|276.63|0.70444|-1280.810963|-0.15858|4.3338|-0.19054|0.02694613|-1280.871722|8.3979
13p_a6|0.0|1|0|0.0|0|6.842683282|0|1.424099253|0.0|-0.010395243|4.727387819|-0.1144898999999999|0.042959184|0.072850973|1.633493259|-0.008008339|-0.014153926|-0.072853186|1|-0.005708558|0.123575608|-0.116250572|-0.573014008|0.865935935|0.784414352|-0.059663359|0.8244206940000001|1|-0.099405155|0.196002517|-70.52421289|12.27472016|0.273479442|194.0233618|-0.03767435|8.708451561|107.5669533|-2.14743793|-50.03427239|-26.72853188|82.79893305|3016.078786|515.4389679999999|-1523.526317|3833.042283|0.703081362|6590.216479|-1080.8845310000002|35.16646396|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|1.0|3.0|0.12|27.0|-10.06|4.01|122.47|1.01|0.0|132.01|0.0|-5.09|34.0|449.51|0.0|0.0|1.0|2.96|-4.55|8.11e-06|0.00365|2.79e-05|0.0125|2.86|0.0|0.0|3.92e-08|4.7973|2.9837|-1463.08132|752.82|415.53|258.45|0.7056600000000001|-1462.740542|-0.12251|9.0546|-0.1971099999999999|0.03807447|-1462.804694|7.0362
20b_a10|0.0|0|0|0.0|1|7.535296702|1|1.343837209|2.103422978|-0.007463406|5.4161004020000005|-0.073703704|0.035818182|-0.030238422|1.854149459|0.001965496|-0.042013549|-0.013623188|1|0.002637529|-0.049452599|0.031942481|-0.450145946|0.725009545|0.761071345|0.052265135|0.6980623109999999|1|-0.094975935|0.6741049840000001|-60.68950774|8.331370518|0.24740823|158.09355980000004|-0.033783202|5.323735696|91.02309592|-1.85807612|-38.78052212|-21.58742537|69.02087825|3085.433676|480.905232|-1187.308396|2257.777328|0.8317951020000001|7173.225184999999|-758.6886304|28.34404003|-334.3514234|1558.922202|769.1246171|10.92981783|1.0|1.0|1.0|1.0|1.0|0.11|27.0|-8.93|5.0|95.92|2.41|0.0|129.73|1.0|-5.22|34.0|447.49|0.0|0.0|1.0|3.66|-5.09|6.05e-06|0.00271|8.13e-06|0.00364|3.52|0.0|0.0|5.26e-07|5.9354|3.9013|-1465.62724|687.84|317.8|208.89|669.0|-1465.333983|-0.16388|5725.0|-0.2217199999999999|0.03930765|-1465.395231|5.9586
14_a15|0.0|0|0|0.0|0|0.0|0|1.43568901|0.0|-0.006678826|0.0|-0.0455566929999999|0.037073171|-0.033982971|0.0|0.001740635|-0.053931584|-0.015736888|0|0.0034254209999999|-0.051908601|-0.184255041|-0.3848940629999999|0.8310685940000001|0.719993769|-0.021648026|0.7933685340000001|0|-0.063809873|0.7461324029999999|-40.89540491|9.403293601|0.112910954|72.36402409|-0.032888795|6.026520371|2.923143027|-1.743106111|-26.20964538|-21.0782518|50.29869851|2612.691478|568.5306056|-1117.1473460000002|2731.841165|0.685538423|5861.387612|-715.9737342999999|27.36334635|-346.4801021|1450.257357|673.7288405|9.797353271|1.0|1.0|0.0|1.0|1.0|0.12|24.0|-9.82|6.3|56.27|2.87|0.0|119.95|1.0|-6.22|30.0|397.47|1.0|0.0|1.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|0.0|5.99e-08|4.4518|3.6209|-1281.105795|689.8|342.41|278.5|0.7055899999999999|-1280.809256|-0.14997|3.3596|-0.18379|0.03885834|-1280.87015|7.5229
18c_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604986846|0.0|-0.0109670669999999|5.351858133|-0.118776867|0.042560386|0.011887112|0.0|-0.003436924|0.0119521719999999|-0.0351777|1|-0.002215642|0.0211588229999999|0.006103754|-0.562807327|0.841060094|0.8303425640000001|0.034468997|0.802578397|0|-0.105618255|0.42531141|-71.31647561|13.07260474|0.282947974|191.0545887|-0.042101245|8.826997739|103.215593|-2.2313660090000003|-48.15493021|-28.4279687|84.38908035|3002.59061|484.1740985|-1506.682341|3094.729399|0.81455244|6685.737642|-1017.355139|36.16826708|-386.2200097|1916.918155|713.7769663|12.43138832|1.0|0.0|0.0|0.0|2.0|0.13|17.0|-6.19|1.72|124.74|2.06|0.0|135.37|1.0|-5.01|32.0|441.51|0.0|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|0.0|0.000288|3.4848|3.4848|-1744.500825|711.56|355.78|355.78|0.69123|-1744.2261030000002|-0.14225|6.6462|-198.0|0.04503016|-1744.28923|7.9208
18_a10|0.0|0|0|0.0|1|7.78113851|2|1.243178376|2.142254323|-0.00309846|5.733341277|0.0307177839999999|0.035770975|-0.092424959|2.026949641|0.009941402|-0.052165302|-0.0280813039999999|1|0.010573165|-0.144233311|-0.143149563|-0.220292492|0.7155022459999999|0.785539083|0.048377088|0.6886547670000001|1|-0.0575419659999999|0.656664457|-36.52271591|12.12013168|0.114447045|72.64119073|-0.024889861|7.692822451|123.3621791|-1.368942347|-23.18149476|-15.79795381|48.64284759|2788.499133|562.0732377|-868.8874593|2137.914113|0.876275815|6213.631543|-551.4954071000001|24.62214943|-179.7708584|1354.218219|713.2632062000001|13.11704755|0.0|1.0|1.0|1.0|0.0|0.32|21.0|-7.88|4.66|62.06|2.14|0.0|119.81|1.0|-4.48|31.0|412.48|0.0|1.0|1.0|3.67|-4.77|3.34e-05|0.0138|1.7100000000000002e-05|0.00705|3.49|0.0|0.0|5.44e-06|5.7687|3.7977|-1336.433782|687.19|326.47|214.93|0.6866300000000001|-1336.126835|-0.15735|4.7596|-0.20692|0.02974086|-1336.185978|6.8861
12ay_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.2970434|0.0|-0.006733838|5.351858133|-0.043778345|0.043383838|0.1012005419999999|0.0|0.003676818|0.012286423|-0.06756661|1|0.0045625|0.1689021819999999|-0.169994208|-0.438622276|0.902377067|0.78699829|-0.109624825|0.857993338|0|-0.074251203|0.419950383|-48.12939044|11.67851857|0.170593592|110.578217|-0.035337546|7.569978132|8.677627506|-1.978902589|-31.1973159|-22.90568368|59.80790901|2766.899844|537.618563|-1282.718286|3238.138932|0.828201506|6204.216872999999|-831.4538627999999|29.43551742|-360.6110621|1648.388976|729.1873176|10.15751916|1.0|0.0|0.0|0.0|2.0|0.21|17.0|-7.34|2.5|69.2|2.45|0.0|133.68|1.0|-4.54|31.0|409.49|0.0|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|0.0|1.86e-05|3.9348|3.6561|-1311.576473|674.33|339.12|315.09|0.6914|-1311.282556|-0.15056|6.2579|-0.2031599999999999|0.02880431|-1311.343228|7.7447
12s_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.297044029|0.0|-0.007059109|5.351858133|-0.045035034|0.042804233|0.037454164|0.0|0.002951176|0.0056370119999999|-0.050363149|1|0.003962098|0.063448144|-0.1763783589999999|-0.434472457|0.90414347|0.8060798779999999|-0.118671653|0.856274847|0|-0.07216709|0.4314309979999999|-46.58030248|12.55883918|0.169662191|109.5085883|-0.035868226|8.106112169|10.23927133|-1.901015959|-30.06529118|-23.15117315|59.13914165|2710.355028|535.942162|-1227.012177|2294.468358|0.853487672|5890.905249|-791.9759303|30.69639722|-328.1450742|1626.909053|662.0530478999999|11.76167282|1.0|0.0|0.0|0.0|2.0|0.17|17.0|-6.97|2.19|69.2|2.24|0.0|128.72|1.0|-4.16|30.0|395.46|0.0|1.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|0.0|4.270000000000001e-05|3.8751|3.7604|-1272.270833|683.24|329.71|319.95|0.6928|-1272.00109|-0.15559|6.6068|-0.20467|0.03416928|-1272.061111|8.0458
13e_a6|0.0|1|0|0.0|0|6.842683282|0|1.429020445|0.0|-0.006882528|4.727387819|-0.008507023|0.044021739|0.018376555|1.643912856|-0.003356527|0.0266218529999999|-0.037793156|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|0.841211811|0.765593573|0.102257199|0.790249345|1|-0.074242826|0.175643236|-49.62570093|12.28502792|0.138323399|92.4587065|-0.032929004|8.211609879|0.0|-1.679379203|-33.17101912|-22.01054293|61.91072885|2868.489025|575.965487|-1122.537689|3457.565879|0.799234143|6147.8097210000005|-750.3313497|30.46313253|-297.4895642|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|1.0|2.0|0.08|27.0|-10.18|4.53|103.17|0.92|0.0|123.82|0.0|-5.11|32.0|417.47|0.0|0.0|1.0|3.31|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|3.27|0.0|0.0|2.75e-08|5.9885|3.2475|-1347.297639|713.3|381.78|207.04|0.7034199999999999|-1347.014564|-0.1327|10.1884|-0.20804|0.03809808|-1347.074898|7.9208
10_a27|0.0|0|0|0.0|2|6.605297921|0|1.400533489|3.383341915|-0.006285923|4.59511985|-0.044164147|0.040512821|-0.184068581|1.296293777|0.00991794|0.034318674|-0.000903965|1|0.010329671|-0.309727442|-0.341622797|-0.487435299|0.639413469|0.804375252|0.129719095|0.614205449|1|-0.061299064|0.346344305|-32.5969511|9.399794974|0.147337847|78.34972221|-0.031079371|4.998521009|49.19800605|-1.305333567|-17.33405307|-16.5270506|41.99674607|2270.538352|453.4194305|-694.1361252|943.2258247|0.912640238|4894.8090170000005|-369.1201792|22.1732254|-260.9504933|931.2754667000002|424.8821143|8.782938574|1.0|0.0|1.0|1.0|0.0|0.16|21.0|-6.24|2.97|65.6|2.25|0.0|97.39|1.0|-3.57|25.0|331.37|0.0|1.0|1.0|2.74|-3.92|0.000266|0.0882|0.0001189999999999|0.0394|2.55|0.0|0.0|0.000192|4.1495|4.1495|-1083.137871|573.31|298.79|298.79|0.63894|-1082.956472|-0.16805|4.6684|-0.21785|0.0227416|-1083.008551|7.1612
13_a12|0.0|0|0|0.0|0|0.0|0|1.508548782|0.0|-0.0069874069999999|0.0|-0.0619247109999999|0.037948718|-0.21832579|0.0|0.000830398|-0.083760082|0.021322992|0|0.002279068|-0.362308767|-0.281096572|-0.595629719|0.845823047|0.6809340620000001|-0.226526433|0.804066411|0|-0.058167326|0.122164874|-28.51381164|4.01385817|0.09993609|48.98899535|-0.034993718|1.96760628|66.2289548|-1.2947675790000002|-13.97756285|-17.15403411|32.52766981|1812.788134|441.2142447|-634.6992622|664.9830294|0.874625469|3647.657976|-311.13163480000003|19.42716439|-375.4880089|718.8050825|327.9594923|3.656774794|1.0|1.0|0.0|1.0|1.0|0.12|18.0|-7.14|3.9|50.7|2.42|0.0|84.74|1.0|-4.26|21.0|276.34|0.0|1.0|1.0|3.22|-4.2|5.520000000000001e-05|0.0152|6.3e-05|0.0174|3.51|0.0|0.0|2.01e-05|4.5363|3.9329|-876.3661620999999|532.86|315.25|273.31|0.64974|-876.209109|-0.16458|1.3023|-0.20903|0.0290811829999999|-876.258343|7.0315
12a_a5|0.0|1|0|0.0|0|7.139660336|1|1.338814635|0.0|-0.00166971|5.209486153|0.043132749|0.023108466|-0.0036987359999999|0.0|0.00873078|-0.114419442|-0.032601907|1|0.008649556|-0.006024869|-0.093973419|-0.175245466|0.762866363|0.779533861|0.1121034509999999|0.741588813|0|-0.058605038|0.337539208|-36.01436435|5.032443973|0.105409104|64.77671525|-0.026030816|3.0925714930000003|0.0|-1.353602454|-22.13179066|-15.99663329|41.04680832|2524.410428|549.7500455|-831.8249311000001|899.5599904|0.844187448|5294.775577|-511.1786804|21.42066499|-303.31208710000004|1113.8745800000002|650.3600841|8.814051518|0.0|1.0|1.0|1.0|1.0|0.21|23.0|-8.83|4.26|57.7|2.17|0.0|119.38|1.0|-4.27|29.0|381.47|0.0|1.0|0.0|3.58|-4.59|5.37e-05|0.0205|2.56e-05|0.00977|3.38|0.0|0.0|5.660000000000001e-07|4.6865|4.1610000000000005|-1202.02622|667.31|297.97|264.55|0.67169|-1201.750315|-0.17152|2.5642|-0.21228|0.03567816|-1201.8082029999998|7.7212
12g_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.6049842529999999|0.0|-0.010447128|5.351858133|0.024086432|0.039951691|-0.037395048|0.0|0.001371944|0.007330206|-0.049719762|1|0.0026474159999999|-0.067792064|-0.152855196|-0.539112991|0.817497287|0.826316772|-0.0430471959999999|0.770326886|0|-0.086195758|0.487608738|-58.41940906|18.59520651|0.216337219|146.623137|-0.040568357|12.60295167|237.7754135|-2.068986201|-39.593913|-27.49531395|77.01461557|3058.2873170000003|531.1295763|-1402.261011|2482.668258|0.8484671109999999|6688.137428|-950.3862054|35.50940589|-371.8296813|1810.9797|683.7405759|13.18447384|1.0|0.0|1.0|0.0|1.0|0.13|17.0|-6.42|2.48|114.67|2.06|1.0|133.52|1.0|-6.0|32.0|439.49|0.0|0.0|0.0|2.36|-5.01|1.01e-06|0.000444|9.71e-06|0.00427|3.89|0.0|0.0|0.000165|5.0703|3.5592|-1743.214798|717.55|348.35|244.53|0.68366|-1742.965961|-0.15077|3875.0|-0.2083699999999999|0.04012224|-1743.029147|8.0334
16b_a23|0.0|0|1|0.0|2|7.423568444|1|1.197960988|3.418247774|-0.005139233|5.351858133|-0.013240238|0.037664609|0.054655144|0.754232958|0.0116350769999999|-0.068280331|-0.05237763|2|0.011266252|0.099244509|-0.224300431|-0.401493392|0.75524548|0.7740962779999999|0.14319927|0.711576167|1|-0.050637391|0.2256448969999999|-37.52431601|13.79443768|0.071420236|52.92522904|-0.031407956|10.22222569|100.0262487|-1.821661419|-27.80700713|-23.2745413|51.31875369|3370.826124|688.1144512|-1349.923395|2256.698672|0.949345397|7575.784511|-1000.346801|31.49562341|-354.1828792|1826.746158|896.9989312000001|13.6235075|1.0|0.0|1.0|0.0|1.0|0.07|26.0|-7.33|4.1|108.26|3.14|1.0|146.03|1.0|-6.19|36.0|489.57|0.0|0.0|0.0|2.9|-5.67|6.41e-07|0.000314|2.16e-06|0.00106|4.21|0.0|0.0|2.26e-05|1.6041|1.6041|-1877.655481|772.84|772.92|772.92|0.95419|-1877.270284|-0.13741|9.2317|-0.21093|0.03978022|-1877.335869|7.0191
12am_a36|0.0|1|0|-4.723487246|0|7.412764017000001|2|1.240140551|0.0|-0.015884751|5.351858133|-0.297354748|0.044036281|0.122824831|0.0|-0.011700732|-0.050505733|-0.037654321|1|-0.007897954|0.345949079|-0.3344729369999999|-0.6080522279999999|0.647732719|0.8344566859999999|-0.0147665219999999|0.624142499|0|-0.091472759|0.305015372|-63.19394154|12.15249658|0.185013456|127.81651770000002|-0.045928425|8.395550408|1.038361162|-2.480134939|-43.65752487|-31.72964526|75.34643812|3230.6292780000003|563.0333297999999|-1713.4008440000002|2603.072527|0.940085891|7238.033439|-1183.702712|40.24894481|-398.3921535|2173.44302|672.4630346|13.94067198|1.0|0.0|1.0|0.0|2.0|0.17|17.0|-7.14|4.04|78.43|2.04|0.0|130.43|1.0|-5.2|34.0|465.43|0.0|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|4.0|3.86|1.0|0.0|3.37e-05|5.2317|3.8606|-1645.205296|714.21|321.15|236.99|0.6805100000000001|-1644.952145|-0.15658|5.9258|-0.21356|0.03550681|-1645.016323|7.2218
