molecula|SddssS|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|FNSA3|PBF|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
14a_a25|0.0|0|0|0.0|1|6.842683282|0|1.420015394|1.667057351|-0.004483962|4.727387819|-0.05112778|0.038167849|0.051906412|1.975771616|0.006085806|-0.046802062|-0.019985937|1|0.006158124|0.085350921|-0.077269115|-0.365062041|0.6716839040000001|0.7385460309999999|-0.085643386|0.653818362|1|-0.069657015|0.326595394|-45.72658614|8.449104086|0.149573695|98.18816423|-0.033365179|5.546443318|58.18995584|-1.76835447|-30.017374100000005|-21.90268583|54.17569023|2844.993903|558.2652611000001|-1160.842349|2142.5112510000004|0.969421506|6315.975408|-762.0389362000001|27.14918443|-402.7381076|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.59|4.92|72.7|2.47|0.0|126.26|1.0|-5.39|32.0|419.48|0.0|0.0|1.0|3.81|-5.29|4.03e-06|0.0016899999999999|5.13e-06|0.00215|4.16|0.0|0.0|1.08e-07|5.3631|3.9479|-1352.298438|689.55|314.05|231.18|0.6714|-1352.024616|-0.16347|3.0824|-0.2143|0.03250632|-1352.086073|6684.0
14u_a23|0.0|0|1|0.0|2|7.423568444|0|1.197962732|3.357982471|-0.007017844|5.351858133|-0.025360103|0.043321995|0.050530143|0.743634137|0.010561248|-0.026062012|-0.0569153009999999|2|0.010508236|0.091604179|-0.199540201|-0.4086345999999999|0.756252127|0.787538583|-0.001778422|0.71381683|1|-0.055259924|0.445665682|-36.90928915|16.97420126|0.090245088|60.27663131|-0.033908155|11.3374334|50.47632596|-1.729315897|-24.65250654|-22.64798452|53.88349042|3015.478095|607.6448353|-1155.04721|2430.634114|0.910165272|6913.009783|-771.4808267999999|32.2221994|-271.0010972|1643.332169|683.7405759|15.75112771|0.0|0.0|1.0|1.0|1.0|0.09|26.0|-7.51|4.03|114.25|2.72|1.0|126.78|1.0|-5.63|32.0|441.51|0.0|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|0.0|1.3699999999999998e-05|4.0409|3.1819|-1744.446261|712.54|389.66|306.82|0.6703100000000001|-1744.1781010000002|-0.1543|5.9743|-0.21613|0.0237199999999999|-1744.2405670000005|8.2449
12e_a36|0.0|1|0|0.0|0|7.412764017000001|2|1.29704412|0.0|-0.007100632|5.351858133|-0.043085717|0.040899471|0.144415507|0.0|0.002951176|-0.0586405829999999|-0.084051264|1|0.003962098|0.244642918|-0.1763783589999999|-0.43688276|0.90414347|0.7975411790000001|-0.010494913|0.856274847|0|-0.07049439|0.4347714629999999|-44.83739063|12.12502373|0.161913613|102.9838531|-0.036203518|7.71202397|5.735288795|-1.918786459|-28.51846223|-23.02695694|56.96241436|2709.877204|533.058116|-1220.428718|2309.239105|0.875194483|5929.071389|-776.2438847|30.25577504|-332.11111980000004|1603.556077|662.0530478999999|11.26845175|1.0|0.0|0.0|0.0|2.0|0.17|17.0|-6.97|2.19|69.2|2.24|0.0|128.72|1.0|-4.16|30.0|395.46|0.0|1.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|0.0|4.270000000000001e-05|3.8364|3.6699|-1272.2668210000002|673.57|337.84|323.18|0.70007|-1271.999945|-0.15189|6.5974|-0.20151|0.03037051|-1272.0579810000002|7.8539
3n_a32|0.0|1|1|0.0|0|7.773594467000001|1|0.609420754|0.0|-0.00615216|5.733341277|-0.01504795|0.035643275|-0.056907012|2.22272854|0.000609539|-0.1006122119999999|-0.0711168609999999|3|0.002379137|-0.100681119|-0.153506065|-0.435658951|0.810658423|0.816774665|-0.018016496|0.762657782|1|-0.074507943|0.287402381|-42.83673428|10.86481886|0.159958218|91.96452611|-0.027401986|6.246493173999999|0.0|-1.205687365|-24.62805609|-15.75418035|53.70155314|2526.071154|482.963897|-693.1839353999999|2426.73803|0.840580248|5553.014016|-398.5311469|24.27704797|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|1.0|0.32|19.0|-6.96|5.01|120.17|1.58|0.0|106.44|1.0|-5.96|26.0|382.5|0.0|0.0|1.0|4.07|-4.91|1.11e-06|0.000424|1.23e-05|0.0047|3.74|0.0|0.0|4.19e-05|3.5459|3.5459|-1825.378576|614.67|349.65|349.65|0.7028399999999999|-1825.163542|-0.1472099999999999|3.5849|-0.20256|0.02901944|-1825.218291|7.6778
15c_a22|0.0|0|0|0.0|1|6.842683282|0|1.42291727|1.596256692|-0.005236206|4.727387819|-0.018518519|0.038137255|-0.026986769|1.568396937|0.003784292|-0.023927419|0.006275578|1|0.004362505|-0.047249795|-0.160566657|-0.364626967|0.667111824|0.773044788|-0.096749121|0.639264982|1|-0.067475429|0.615901609|-48.58045253|17.68362419|0.133414786|96.05497587|-0.0302219629999999|12.731723|78.22334636|-1.60176404|-34.97658951|-21.75898206|66.26407672|3079.491787|623.9175171|-1153.226049|2092.620825|0.859281634|6882.442370999999|-830.2910335|32.87972244|-232.9472639|1742.625289|731.8178649|17.86058304|0.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.28|4.18|109.38|1.08|0.0|128.77|1.0|-4.86|34.0|445.48|0.0|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|2.4e-05|0.0107|2.9|0.0|0.0|2.35e-07|5.7361|3674.0|-1460.602657|715.42|337.46|216.15|0.69113|-1460.324493|-0.15408|7.382000000000001|-0.22807|0.03150096|-1460.387718|6.1325
8h_a8|0.0|1|0|0.0|1|7.05012252|0|1.3918396709999998|1.241306689|-0.010324979|4.844187086|-0.249095464|0.046205674|0.008138299|0.0|-0.007796225|-0.085125857|0.007079485|1|-0.007036544|0.021094825|0.254819201|-0.53822084|0.578166105|0.6971223040000001|0.111824921|0.56916135|0|-0.122706004|0.273425421|-72.14530885|6.58499063|0.397594866|233.7669182|-0.048805507|3.871662077|53.78973456|-2.147442322|-42.41801879|-28.69532281|78.73029948|2623.688756|354.18563860000006|-1262.594204|2019.780061|0.822939833|5956.417906000001|-742.3454901|31.2477685|-491.8998117|1374.901814|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|2.0|0.0|23.0|-7.95|4.72|80.88|4.11|0.0|105.27|1.0|-5.21|29.0|391.37|0.0|0.0|0.0|4.01|-5.0|6.11e-06|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|0.0|4.43e-06|4801.0|3.7327|-1361.651799|608.39|332.16|258.25|0.69844|-1361.455676|-0.15475|3.4779|-0.21819|0.03330037|-1361.5113789999998|4.9359
12x_a36|0.0|1|0|0.0|0|7.412764017000001|2|0.629399587|0.0|-0.007008724|5.351858133|-0.046532211|0.041767677|0.021670322|0.0|0.00285431|-0.054184069|-0.023932402|1|0.003710345|0.038200407|-0.133106642|-0.4331246039999999|0.906423012|0.828393514|0.056034339|0.855081905|0|-0.0737521679999999|0.3403819629999999|-49.60929169|11.85578416|0.163597165|110.0434027|-0.036722107|7.974776509|0.8295471390000001|-1.982993755|-33.36962015|-24.70107324|61.46507585|2884.428214|562.6051882|-1333.8579550000002|2391.802689|0.847720832|6193.10485|-897.2176739|31.79630645|-372.4502879|1717.000548|725.9470896|10.94693123|1.0|0.0|1.0|1.0|2.0|0.17|17.0|-7.05|2.61|94.5|2.51|0.0|135.47|1.0|-4.85|31.0|427.52|0.0|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|3.19|0.0|0.0|3.83e-05|3.8776|3.7364|-1670.452834|719.63|331.83|319.74|0.68112|-1670.182026|-0.1517099999999999|5.6653|-0.2048199999999999|0.03331471|-1670.244307|8.1549
47g_a18|0.0|0|0|0.0|0|7.03438793|1|1.251175676|0.0|-0.005817448|4.844187086|-0.034211867|0.031179487|-0.048472184|0.0|0.0036509859999999|0.033759227|-0.008224928|0|0.00531392|-0.071877686|-0.3927204379999999|-0.4138670829999999|0.765824398|0.750610215|-0.009917608|0.745431271|0|-0.065225536|0.413435809|-55.35188184|11.37505183|0.165575846|140.5114492|-0.029212072|9.653129118|47.07867403|-2.307753726|-46.97287277|-24.79003275|66.72693367|3367.0578530000003|708.1114197|-1958.412588|2268.439188|0.966014041|7870.887027|-1661.953709|33.87214455|-393.5416883|2675.8994190000003|1347.416568|13.79782369|1.0|1.0|0.0|1.0|2.0|0.34|18.0|-9.22|3.6|88.97|2.79|2.0|164.47|1.0|-6.11|40.0|541.68|0.0|0.0|0.0|2.83|-5.52|7.76e-07|0.000421|3.01e-06|0.00163|4.52|1.0|1.0|3.27e-07|3.0965|3.0965|-1743.375845|905.71|400.4|400.4|0.69828|-1742.7686640000002|-0.12789|4966.0|-0.17202|0.02960182|-1742.847918|8.0458
1c_a5|0.0|1|0|0.0|0|6.605297921|0|1.424607938|0.0|-0.001983746|4.59511985|-0.006491037|0.0248765429999999|-0.080321049|0.0|0.008031558|-0.228971551|-0.058823529|1|0.007357977|-0.133677441|0.0578378779999999|-0.20172074|0.71274658|0.7595197290000001|0.128385959|0.6977404359999999|0|-0.068062282|0.436308619|-34.82350689|4.27195187|0.11368581|58.16640976|-0.0281385329999999|2.185709046|0.0|-1.12554131|-17.81716094|-14.3968489|39.09545876|2105.8969850000003|453.4753671|-575.8739559999999|873.709445|0.909902834|4387.398857|-294.64117410000006|19.11862892|-258.918642|764.7451566000001|409.0289917|7.869633359|1.0|1.0|0.0|1.0|1.0|0.05|23.0|-8.41|4.51|54.46|2.13|0.0|95.45|1.0|-4.25|24.0|312.37|0.0|1.0|1.0|3.43|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|1.21e-06|4.8783|4.5088|-990.6223073|556.84|274.99|254.15|0.53838|-990.467026|-0.18719|1.7105|-0.22684|0.029157178|-990.516371|5.4
25_a47|0.0|0|1|0.0|1|6.86171134|0|1.30432753|1.234859637|-0.010144825|4.727387819|-0.1084905069999999|0.043695652|-0.055724653|1.087932079|-0.003963349|-0.035030495|0.002716049|1|-0.00269275|-0.120903298|-0.235822787|-0.545763902|0.6553889970000001|0.8462332770000001|-0.077710529|0.622598899|1|-0.073339312|0.574771479|-44.52300552|12.27779881|0.213041681|129.3338553|-0.031278972|7.453635586|51.5831002|-1.407553754|-27.0291331|-18.98891362|56.80080434|2704.5905190000003|477.748546|-854.5011131000001|1514.111398|0.908616158|6236.813862|-518.7525876|30.43708613|-150.4037281|1369.668876|513.2159236|17.76440561|0.0|1.0|1.0|1.0|2.0|0.1|21.0|-8.01|4.95|84.73|3.08|0.0|109.7|1.0|-4.99|29.0|410.83|0.0|0.0|1.0|3.62|-4.82|1.01e-05|0.00417|1.52e-05|0.00626|3.53|0.0|0.0|4.02e-06|4.8002|3.9878|-1735.414386|626.55|310.91|258.29|0.68761|-1735.2218059999998|-0.16588|3.8832|-0.22919|0.0285712999999999|-1735.279715|7.8
8d_a12|0.0|1|1|0.0|0|6.580639137|1|1.283835213|0.0|-0.0076893469999999|4.59511985|-0.048642535|0.038347953|0.0276482139999999|2.075171777|0.000925796|-0.065870394|-0.046326855|1|0.001575111|0.0479437859999999|0.016135176|-0.484923957|0.8857286320000001|0.751098108|-0.091036025|0.8405406040000001|1|-0.077834742|0.266886187|-43.27410838|6.309558958999999|0.141289888|78.55353315|-0.039118358|3.507952014|0.0|-1.760326118|-24.05928792|-21.74879802|49.58366734|2466.513191|477.4206699|-978.6959108|1288.818257|0.8695567329999999|5255.11762|-544.129679|26.08195789|-371.2392138|1173.6881050000002|503.2240425|6.964006932|1.0|1.0|1.0|1.0|2.0|0.1|21.0|-8.37|2.67|65.96|2.83|0.0|112.14|1.0|-4.58|27.0|352.39|0.0|1.0|1.0|3.02|-4.61|2.64e-05|0.0093|2.43e-05|0.0085799999999999|3.51|0.0|0.0|1.49e-06|4.2383|3.7397|-1138.296407|600.2|331.53|292.53|0.4997399999999999|-1138.086709|-0.15306|2.1281|-0.20794|0.04004678|-1138.139635|7.6021
4_a3|0.0|0|0|0.0|0|6.823286122000001|0|0.60501714|0.0|-0.008561428|4.727387819|-0.161259999|0.035345345|-0.08769805|1.882124381|-0.008407895|0.057349653|0.0248526079999999|1|-0.007022144|-0.208888686|0.127253753|-0.607238634|0.640351067|0.721302096|-0.028924747|0.628171026|1|-0.110345083|0.5842630360000001|-52.4583525|3.806447632|0.25946603|123.350856|-0.039478171|1.809595554|77.51574252|-1.381735991|-24.93884341|-18.76802992|56.26480013|2142.972568|352.05186289999995|-656.8810472|1548.626215|0.711897153|4885.093366|-312.2830359|21.6476858|-348.9230345|757.6690029|347.9532383|4.799426464|1.0|1.0|0.0|1.0|1.0|0.0|21.0|-7.53|5.17|80.04|3.07|0.0|92.65|1.0|-5.69|23.0|321.37|0.0|0.0|1.0|4.09|-5.09|2.02e-06|0.00065|8.22e-06|0.00264|4.3|0.0|0.0|9.48e-06|5.9341|3.4771|-1355.332318|504.29|356.58|208.93|0.6896|-1355.192416|-0.14983|2.3542|-0.20826|0.02921941|-1355.239905|5.9
8_a10|0.0|0|0|0.0|1|7.535296702|1|1.3430438530000002|2.071128354|-0.00560152|5.4161004020000005|-0.012055162|0.035828092|-0.000315856|1.546251312|0.0087730469999999|-0.15615298|-0.106100115|1|0.009056935|-0.000504277|-0.132343104|-0.368590322|0.6357042860000001|0.809386132|-0.015871527|0.616731847|1|-0.059655303|0.597912185|-32.63117642|8.619652859|0.125156018|68.45976606|-0.029917593|4.714910465|9.35593124|-1.465962037|-17.849103399999997|-16.36478554|41.25082928|2612.274447|478.5356341|-801.8744912000001|1899.542278|0.7599356820000001|6289.86818|-438.6216583|22.64553798|-243.5764486|1109.631361|583.7217118|9.617402178|0.0|0.0|1.0|1.0|0.0|0.22|21.0|-7.6|4.2|69.9|2.46|0.0|111.36|1.0|-4.52|29.0|384.43|0.0|1.0|1.0|3.55|-4.62|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|3.37|0.0|0.0|9.59e-06|4.6964|3684.0|-1257.84172|594.63|336.55|264.0|0.68815|-1257.59269|-0.15556|1.2052|-0.21789|0.02243902|-1257.648047|6279.0
4g_a49|0.0|0|0|0.0|2|8.228176896|2|1.343847279|4.107873566|-0.003686314|6.107022888|-0.008414823|0.036761229|-0.085731041|3.4246879480000003|0.007953069|0.003456679|0.08591712|2|0.007845545|-0.146265064|-0.066023903|-0.311927917|0.651833607|0.7559263270000001|-0.027032199|0.626581708|2|-0.061465364|0.736530693|-61.24875669|18.87757641|0.139812173|139.3194688|-0.0250032489999999|18.81105094|74.95505057|-2.000259924|-61.03291321|-24.91513644|80.12633309|4706.348867000001|857.1564845|-1993.210915|4747.967275999999|0.958286615|11516.07629|-1986.186746|39.71443299|-253.8168226|3177.154639|1714.878736|23.67887448|0.0|0.0|0.0|0.0|1.0|0.1|42.0|-13.67|7.56|116.3|2.87|0.0|198.32|0.0|-7.47|51.0|663.73|1.0|0.0|0.0|5.23|-7.43|3.3700000000000004e-08|2.24e-05|3.72e-08|2.47e-05|5.28|0.0|1.0|1.4199999999999998e-11|4.3116|3.6269|-2147.721319|985.89|341.84|287.56|0.69238|-2147.217543|-0.15087|3.4099|-0.21545|0.05838924|-2147.295787|6.9747
12e_a40|0.0|0|0|0.0|1|7.515889085|0|0.604990524|1.6315143930000002|-0.015461694|5.4161004020000005|-0.262526337|0.04020202|0.174870826|0.665270062|-0.013162335|0.130516751|-0.192362496|2|-0.014780739|0.292184471|0.172778196|-0.520457262|0.889386453|0.788800541|0.047011204|0.8096582170000001|1|-0.132226452|0.284429447|-71.78145688|8.195398107|0.220121216|119.4966772|-0.048387621|4.4490161310000005|0.0|-1.596791495|-38.96782748|-26.26807189|79.97685498|2391.0322170000004|423.3709264|-866.8463724999999|694.2415706|0.966435355|5478.52313|-470.5828129|33.21629575|-315.75223450000004|1096.13776|348.3847394|11.46456937|1.0|0.0|1.0|0.0|2.0|0.0|20.0|-6.04|4.84|98.89|2.93|0.0|95.8|1.0|-6.53|24.0|378.23|0.0|0.0|1.0|3.98|-5.64|2.98e-07|0.000113|2.27e-06|0.00086|4.72|0.0|0.0|0.000346|4.3236|3.0253|-2248.276958|552.91|409.82|286.76|0.70157|-2248.154966|-0.12616|2.5946|-0.19912|0.03272669|-2248.206714|5.9318
5b_a50|0.0|0|1|0.0|2|7.927685046000001|1|1.397278957|4.190114953|-0.00141071|5.82008293|-0.003549558|0.034845679|-0.052494624|2.473508677|0.012641727|-0.137595558|-0.113846154|2|0.012290091|-0.0873662269999999|-0.175158017|-0.140506919|0.693611382|0.791163321|0.019856551|0.6642694929999999|1|-0.041157676|0.271653991|-20.90908698|6.200250541|0.041393519|21.02890062|-0.02140774|3.149876031|60.5565203|-0.8563096170000001|-10.62231784|-10.87564575|27.10933752|2183.545404|486.9950914|-435.0258302|1452.442728|0.8058479690000001|4577.809819|-221.0035589|18.47246431|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|1.0|0.0|1.0|0.0|0.1|20.0|-5.86|4.02|35.64|2.4|0.0|96.89|2.0|-3.48|24.0|312.37|0.0|1.0|1.0|3.11|-4.19|0.000335|105.0|6.47e-05|0.0202|3.06|0.0|0.0|0.0004269999999999|5.6332|4.0222|-990.6114185|547.35|308.25|220.09|0.66968|-990.43875|-0.16683|4.4181|-0.19252|0.02651535|-990.487545|4.9126
17e_a50|0.0|0|1|0.0|2|7.934155233999999|2|1.320916122|4.3906140030000005|-0.0020746479999999|5.82008293|0.038322942|0.031870748|-0.011278897|2.2384546640000003|0.012036705|-0.086639125|-0.114420412|2|0.012372059|-0.017965698|-0.310566368|-0.229030473|0.7596299459999999|0.7409645029999999|-0.1710526319999999|0.736221185|1|-0.046347299|0.4239465089999999|-32.24487658|8.950665784|0.069891795|48.62532158|-0.02665495|6.227183052000001|86.98647608|-1.67926185|-22.43349867|-18.5444588|41.19554236|2883.936138|647.0975667|-1168.300905|1981.934841|0.960006062|6301.28046|-812.8136797000001|23.07468625|-422.5418889|1453.705234|904.3172644|7.135108233|0.0|1.0|1.0|1.0|0.0|0.37|20.0|-7.33|4.68|51.77|2.91|0.0|138.0|1.0|-4.87|33.0|438.57|0.0|1.0|0.0|4.03|-5.18|1.34e-05|0.00589|6.58e-06|0.00288|4.08|0.0|0.0|2.03e-05|4.2373|4.0298|-1375.295877|757.34|307.67|292.6|0.66478|-1374.927998|-0.16649|6.7175|-0.19805|0.02761851|-1374.992422|6.8097
12c_a5|0.0|1|0|0.0|0|6.605297921|1|1.236775191|0.0|-0.002685954|4.59511985|0.020594766|0.0252713179999999|-0.086795626|0.0|0.0054189009999999|-0.096073591|0.0072946769999999|1|0.00586291|-0.1386392109999999|-0.020144382|-0.223631474|0.808899433|0.797601178|0.05430631|0.782051277|0|-0.070873852|0.450827114|-46.62294305|10.77147171|0.158907079|104.5338363|-0.022421317|7.085796743|13.26856229|-1.25559373|-30.6699685|-14.74941369|57.39441476|2697.345008|553.2961182|-825.9671665|2045.184304|0.855075538|5877.765289|-543.3459436|25.27376659|-109.9706106|1415.330929|735.3048881|15.92875034|0.0|1.0|0.0|1.0|2.0|0.24|23.0|-9.31|4.32|75.72|1.57|0.0|121.26|1.0|-4.09|31.0|411.5|0.0|0.0|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|4.64e-05|0.0191|2.84|0.0|0.0|2.03e-07|4.6671|4.0116|-1316.542713|694.24|309.06|265.66|0.6893600000000001|-1316.244961|-0.16563|3.0135|-0.21128|0.02242648|-1316.305277|7.3279
14r_a23|0.0|0|1|0.0|2|7.423568444|0|1.197963203|3.201732471|-0.006323791|5.351858133|-0.06921746|0.045277778|0.014148395|0.7087588690000001|0.007671236|-0.079935667|-0.064006338|2|0.0075222369999999|0.033038452|-0.17267308|-0.454010253|0.616699629|0.7837821840000001|0.03753491|0.5935522360000001|1|-0.062618931|0.375360556|-40.32463891|12.35476415|0.133777381|86.14846171|-0.03654528|7.956082857|55.62948521|-1.717628177|-25.96781003|-23.53402098|52.67940305|2945.137191|557.8203557999999|-1106.098986|2306.754114|0.873329024|6744.848704999999|-712.2932561000001|29.85706563|-371.2130393|1403.282085|599.5697147999999|11.00678143|0.0|0.0|1.0|0.0|1.0|0.05|26.0|-7.67|4.58|105.02|3.4|1.0|120.24|1.0|-5.58|31.0|429.47|0.0|0.0|0.0|3.7|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|0.0|9.18e-06|5.9406|3.1797|-1729.1556449999998|678.08|389.92|208.71|0.68115|-1728.924789|-0.15536|6.2620000000000005|-0.22378|0.02296354|-1728.98403|8.2684
18b_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604987149|0.0|-0.006947027|5.351858133|0.0075638519999999|0.041767677|-0.039831247|0.0|0.003099827|0.016709918|-0.051413084|1|0.0036417359999999|-0.072825879|-0.090115975|-0.45633339|0.80330079|0.822401103|0.022695194|0.760234689|0|-0.078751666|0.413791511|-52.09100293|13.14992762|0.130659636|86.42600053|-0.036237883|8.698138813|0.0|-1.811894154|-34.45606603|-23.96987622|65.24093056|2915.383182|575.0330633|-1198.493811|3057.267112|0.7388650920000001|6387.715069|-792.7545943|31.55111394|-343.5825913|1577.555697|666.0036144999999|12.22780277|1.0|0.0|1.0|0.0|1.0|0.13|17.0|-6.7|2.49|105.44|2.17|0.0|131.99|1.0|-5.49|31.0|423.49|0.0|0.0|0.0|2.42|-4.8|3.23e-06|0.00137|1.57e-05|0.0066599999999999|3.59|0.0|0.0|8.47e-05|3.5256|3.5256|-1668.034279|697.37|351.66|351.66|0.67715|-1667.788575|-0.14385|4.8198|-0.2052699999999999|0.03910602|-1667.849173|7.6003
18c_a22|0.0|0|0|0.0|1|6.842683282|0|1.194229067|1.804590026|-0.003749104|4.727387819|0.013131848|0.038137255|-0.044828537|1.642882533|0.005449965|0.009519672|0.006275578|1|0.005597023|-0.081550274|-0.143402172|-0.305378181|0.7290394929999999|0.7669483559999999|-0.032031791|0.6922232890000001|1|-0.057956428|0.5003904610000001|-40.094865000000006|13.72808419|0.068926461|47.68404831|-0.028825841|9.49723261|15.22791009|-1.52776956|-27.73804808|-19.94201893|53.82294919|3090.601885|644.1264387|-1056.927003|2574.178324|0.914766316|7101.057047|-731.1931848999999|29.21094233|-252.7737494|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|1.0|0.08|27.0|-9.46|4.98|124.4|1.47|1.0|136.36|1.0|-5.8|34.0|461.54|0.0|0.0|1.0|3.72|-5.1|1.6e-06|0.000739|7.98e-06|0.0036799999999999|3.5|0.0|0.0|1.58e-07|5655.0|3.7222|-1783.562578|707.08|333.1|219.25|0.60449|-1783.277296|-0.15158|1.2938|-0.22365|0.02279458|-1783.340519|7585.0
4n_a46|0.0|0|0|0.126268818|1|7.825245291|1|1.13463699|2.093595994|-0.004696854|5.587248657999999|-0.036492128|0.045335917|-0.2264394139999999|0.0|0.004988019|-0.144852516|-0.064683066|1|0.0042595609999999|-0.349865095|0.109017734|-0.369211845|0.741742667|0.722331115|-0.06655165|0.7427183759999999|0|-0.103381106|0.371438024|-56.80797266|4.629240193|0.096854593|53.22165035|-0.031047837|2.543769935|0.0|-1.459248362|-31.21601103|-17.06080312|61.43721285|2195.786424|496.2788787|-801.8577467|2116.313581|0.750996215|4955.374473|-440.621256|19.76451658|-399.1612105|928.9322794|525.8291956999999|4.235817757|1.0|0.0|1.0|1.0|1.0|0.27|17.0|-6.67|4.94|61.84|2.99|0.0|102.92|1.0|-5.43|26.0|343.42|0.0|1.0|1.0|3.9|-5.1|3.75e-06|0.00129|7.95e-06|0.00273|4.41|0.0|0.0|7.340000000000001e-05|5.7448|3953.0|-1090.343872|578.83|313.65|215.82|0.7025|-1090.098769|-0.16641|6.2318|-0.20685|0.04131598|-1090.151267|5.2845
25d_a34|0.0|0|0|0.0|1|7.412764017000001|1|1.433689841|1.940324546|-0.015046463|5.351858133|-0.089654563|0.041037037|-0.163072107|0.0|-0.005017781|-0.1266965|0.00670464|1|-0.001685762|-0.263924686|-0.342090037|-0.605891389|0.8265507809999999|0.7498681140000001|0.14554928|0.778903495|0|-0.100582621|0.631894475|-66.52770588|19.36462983|0.325717647|215.4372954|-0.044492794|12.8082206|69.64131956|-2.358118108|-44.00298587|-29.42857839|85.89233572|2939.671168|445.9861716|-1559.714654|2564.887803|0.916843118|6513.063805|-1031.631874|37.86469665|-366.6979266|2006.828923|673.8038326000001|13.15041965|1.0|1.0|1.0|1.0|2.0|0.12|23.0|-8.08|3.95|90.3|2.26|0.0|119.81|1.0|-4.61|32.0|427.46|0.0|0.0|1.0|3.21|-4.48|2.44e-05|0.0104|3.3e-05|0.0141|3.05|0.0|0.0|3.53e-06|4.2732|4.2732|-1426.496796|706.21|290.15|290.15|0.6764600000000001|-1426.243341|-0.1771299999999999|6.1995|-0.21234|0.02807001|-1426.307095|6.0223
14b_a23|0.0|0|1|0.0|2|7.423568444|0|1.197963628|3.2475997860000003|-0.006248709|5.351858133|-0.071396109|0.043538647|0.0519489729999999|0.716540473|0.007671236|-0.0644978|-0.047410593|2|0.0075222369999999|0.121308009|-0.17267308|-0.4557487779999999|0.616699629|0.793551289|-0.00399443|0.5935522360000001|1|-0.063267638|0.228282196|-41.01458464|13.26014776|0.153740341|99.66542762|-0.03508139|8.596171261|84.36242964|-1.64882535|-26.58857202|-22.74225338|54.274732400000005|2943.803333|548.6057241000001|-1068.885909|2280.830615|0.821406493|6622.129837|-692.9278992000001|29.36910744|-355.71896410000005|1380.34805|599.5697147999999|11.53563485|0.0|0.0|1.0|1.0|1.0|0.05|26.0|-7.67|4.58|105.02|3.4|1.0|120.24|1.0|-5.58|31.0|429.47|0.0|0.0|0.0|3.78|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|0.0|9.18e-06|3706.0|3706.0|-1729.161608|673.05|334.55|334.55|0.58097|-1728.9300010000002|-0.15064|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|8.3536
