molecula|NaaNH|SaaNH|SRW09|nAHRing|nARing|MATS2c|AATSC1c|JGI4|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|PPSA1|WNSA2|FPSA5|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
12bi_a36|1|3.466222049|7.412764017000001|2|2|-0.088734077|-0.00902707|0.043854875|0.0|-0.559678363|0.000482522|10.95958518|0.041834838|0.002872872|-0.176729938|-0.289604649|-0.37220074|0.071329141|0.858971809|0.8350231859999999|0.7850011179999999|-0.082914301|-0.107613368|-75.1419557|129.685076|0.214998882|150.12481100000002|-52.46851415|0.0|-1.614200516|101.3899049|-19.43326441|82.05687954|3044.149713|548.1337538|2660.0547690000003|-13.56944331|8.454426643|15.71382803|349.3664649|-787.0277122|0.037590587|766.4854363|26.24794923|0.0|1.0|2.0|0.0|0.21|-6.79|2.83|87.66|1.42|1.0|0.0|136.74|0.0|7.0|-4.11|33.0|6.0|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|0.0|0.0|7.11e-05|-0.0510199999999999|2.68|-1461.966152|742.94|1256.37|603.92|0.68181|0.69207|-1461.69263|0.0252|-0.15078|7.0514|0.0318395999999999|-1461.75632|14.0|7.8539|7.8539
4i_a46|0|0.0|7.825245291|1|1|-0.167244168|-0.002360192|0.049498645|0.0|-0.127450387|0.012211602|10.94638684|-0.125773054|0.011931187|-0.060809732|-0.091288438|-0.22302552|-0.17856753|0.786754478|0.7172344890000001|0.940780437|-0.058565229|-0.075208437|-42.48203383|67.51603424|0.0592195629999999|33.45060163|-23.99628633|70.55661087|-1.278543436|49.04951810000001|-14.16067794|41.92840157|2200.19132|531.4066842|2253.484644|-7.998762108999999|6.218233741000001|10.47951666|133.40134070000002|-407.9368676|0.011626803|579.2365607|6.567484272000001|0.0|1.0|0.0|3.5|0.36|-7.3|4.79|39.94|3.06|1.0|0.0|105.43|0.0|3.0|-4.94|26.0|3.0|1.0|1.0|4.16|1.16e-05|0.00403|9.13e-06|0.0|0.0|1.75e-05|-0.01646|4.46|-1092.70435|611.74|1058.5|546.24|0.41877|0.69035|-1092.473422|0.1421|-0.18438|2.8538|0.02614355|-1092.528145|612.0|6.2132|6.2132
12a_a40|0|0.0|7.515889085|0|0|0.021610099|-0.00431394|0.036587302|0.8332127109999999|-0.14667395|0.01039129|10.31197265|-0.226763788|0.007890601|0.018655637|0.031326603|-0.4764003679999999|-0.375724138|0.7867243829999999|0.525051106|0.940879765|-0.064340227|-0.074840643|-38.17175304|107.5277007|0.059120235|30.15370934|-19.46913691|49.24750281|-1.047769006|43.65970865|-17.23885621|38.81741016|2185.594734|479.8867095|600.1247016|-8.792513441|7.563170499|14.43505064|75.8074911|-272.5679167|0.010759845|323.26151960000004|5.487955617999999|0.0|0.0|0.0|3.39|0.0|-7.21|5.33|58.43|4.34|1.0|0.0|91.76|0.0|2.0|-6.41|22.0|2.0|1.0|1.0|4.78|3.86e-07|0.000134|1.13e-06|0.0|1.0|2.13e-05|-0.08015|5.01|-2097.8163050000003|530.55|875.15|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|2491.0|0.0104658999999999|-2097.779499|1778.0|5.7501|5.7501
6c_a31|1|3.423005244|7.78113851|1|1|0.047405064|-0.015192833|0.038901235|0.0|-0.790027307|-0.009477764|10.31169965|-0.107687565|-0.00668344|-0.0055763209999999|-0.009333123|-0.582545668|-0.172780048|0.846458013|0.7905201209999999|0.641197273|-0.120905075|-0.126324613|-79.97295595|163.6316745|0.358802727|227.1490414|-50.62888027|105.7632176|-2.147518413|93.4208388|-28.32375523|96.63311186|2837.949799|405.9259734|2357.829685|-17.93106176|8.102804662|14.63492011|148.5675636|-860.6909647|0.0212421629999999|597.3075924999999|13.44788285|1.0|1.0|2.0|3.13|0.14|-7.72|5.58|131.36|1.58|2.0|0.0|114.5|0.0|5.0|-6.09|30.0|5.0|0.0|1.0|3.64|8.179999999999999e-07|0.000343|1.15e-05|0.0|0.0|7.9e-06|-0.0581799999999999|5.08|-1691.948653|667.01|1125.85|524.56|0.7014699999999999|0.7014699999999999|-1691.734564|0.5028|-0.13351|5.9253|0.03620884|-1691.794585|0.34|6.4685|6.4685
12g_a31|1|3.42813681|7.765993078999999|1|1|0.0716209459999999|-0.01500347|0.0388738739999999|0.0|-0.7501734859999999|-0.008464411|10.31169877|-0.082116813|-0.0054114869999999|-0.0497478109999999|-0.081426376|-0.57758443|-0.1386819869999999|0.8639814490000001|0.7983388929999999|0.58271093|-0.1284353869999999|-0.131126805|-80.52794936|152.7424573|0.41728907|256.26669530000004|-49.45404266|548.1594997999999|-1.835775276|95.97385383|-23.98704875|97.88920296|2514.363249|357.8560168|1859.940155|-14.73099143|8.098256552|15.28679013|191.2078009|-692.3565973|0.02515117|524.0230338|15.44590447|1.0|1.0|2.0|2.51|0.32|-6.45|5.19|131.36|0.86|1.0|0.0|103.26|0.0|7.0|-4.92|27.0|5.0|0.0|1.0|2.9|1.19e-05|0.00457|0.0001629999999999|0.0|0.0|0.000136|-0.03324|4.17|-1578.800869|664.44|1090.41|542.78|0.70068|0.70068|-1578.605452|265.0|-0.15917|1.6279|0.04532186|-1578.66792|0.11|6.9586|6.9586
1f_a5|1|2.824395738|6.605297921|0|0|-0.139907335|-0.00645569|0.029105691|0.0|-0.277594656|-0.0012491689999999|10.94527671|-0.000625|-0.000700145|0.001493879|0.004923698|-0.401165734|-0.000969932|0.834250802|0.513260607|0.888073448|-0.091412569|-0.083857856|-46.77243802|201.7057715|0.111926552|62.42799372|-26.08772825|0.21377016|-1.425583552|57.83835135|-19.87828616|55.67318607|2482.949545|495.3305784|979.2285994|-11.0872845|7.117418022000001|13.35549635|135.2439659|-443.4913802|0.01983997|403.396385|11.06591332|1.0|1.0|1.0|2.61|0.05|-8.88|5.48|54.46|2.73|2.0|0.0|95.49|0.0|4.0|-4.79|27.0|6.0|0.0|1.0|4.23|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|0.0|0.0|4.86e-07|-0.05346|3.58|-1288.3196369999998|577.11|958.06|442.04|0.47267|0.42446|-1288.209882|0.0228|-0.18224|3.7852|0.03370206|-1288.263745|0.24|6.6198|6.6198
11b_a31|1|3.248213341|7.765993078999999|1|1|0.078614731|-0.01950528|0.043380952|0.0|-0.838727032|-0.014385937|10.31169957|-0.046362952|-0.010716217|-0.101934423|-0.16780872|-0.564706551|-0.074254978|0.889561759|0.7943850720000001|0.545458754|-0.143839236|-0.148709304|-82.80602396|286.7721447|0.454541246|253.1028809|-46.10900197|87.78853803|-1.784511651|100.3071755|-24.84180719|101.1192111|2410.572158|303.7286124|1756.711832|-13.83270059|6.83089364|12.96936635|183.9081702|-553.3080237|0.0314298879999999|397.3137532|17.50115151|0.0|1.0|2.0|2.29|0.24|-5.45|4.67|125.57|0.79|1.0|0.0|92.51|0.0|5.0|-4.74|25.0|6.0|0.0|1.0|2.69|1.82e-05|0.00649|0.000178|0.0|0.0|0.00128|-0.03574|4.07|-1520.0430279999998|589.56|969.71|479.66|0.70073|0.70073|-1519.909742|0.2634|-0.15936|3.2104|0.04215313|-1519.967224|0.53|6.2757|6.2757
7_a47|0|0.0|0.0|0|0|0.00763426|-0.008206422|0.04030303|1.303301032|-0.3939082339999999|-0.0091074509999999|10.93671034|-0.0781924059999999|-0.00794321|-0.021071408|-0.04311702|-0.46105149|-0.124285418|0.8755534909999999|0.671549194|0.8473227320000001|-0.081264417|-0.095957591|-54.113260200000006|103.5602725|0.152677268|86.09912617|-30.51603217|0.0|-1.631279045|61.47335819|-20.44278719|50.85512286|2491.885862|477.8297898|1968.695833|-11.52827882|6.485224033|10.90440708|103.2106353|-518.7725468|0.0130514639999999|526.6144628999999|7.36009799|1.0|1.0|2.0|3.14|0.09|-9.45|5.63|58.04|3.69|2.0|0.0|111.28|0.0|4.0|-6.47|28.0|4.0|0.0|1.0|4.89|3.41e-07|0.000134|8.75e-07|0.0|0.0|1.3900000000000001e-07|-0.05297|5.08|-1647.963177|604.84|1043.33|455.81|0.69314|0.69314|-1647.7863539999998|0.2144|-0.1544|3406.0|0.03348545|-1647.841533|25.0|7.6|7.6
5_a4|0|0.0|7.535296702|1|1|-0.196773454|-0.001215982|0.035994832|2.189593648|-0.0607990979999999|0.011630756|10.92992834|-0.134215501|0.0111310589999999|-0.0471580309999999|-0.076189222|-0.164263889|-0.229773463|0.820886786|0.650346601|0.943148502|-0.050732198|-0.0681917309999999|-36.64215945|13.96974087|0.056851498|30.54859623|-19.68930579|46.53110402|-1.159259431|41.76764149|-13.54166762|31.58455727|2282.291204|506.7916175|1896.178084|-7.276482574|5.758733969|9.823391314|103.5177395|-334.71819839999995|0.009538616|518.5792364|5.125482045|1.0|1.0|0.0|3.08|0.23|-7.96|4.89|43.6|2.88|1.0|0.0|104.89|0.0|3.0|-4.57|26.0|3.0|1.0|1.0|3.89|2.72e-05|0.00925|1.4499999999999998e-05|0.0|0.0|3.71e-06|-0.04892|3.71|-1069.251223|595.55|1013.0|421.24|0.60407|0.6019899999999999|-1069.051141|67.0|-0.16965|2.7859|0.02251645|-1069.102899|71.0|7.1487|7.1487
9i_a40|0|0.0|7.515889085|0|0|0.074116257|-0.0071562119999999|0.045555556|0.891973262|-0.279092262|0.004532692|10.31197226|-0.1788455119999999|0.004019925|0.105172175|0.187399127|-0.542471361|-0.28972973|0.824009442|0.7947633409999999|0.830980762|-0.092881258|-0.088485615|-44.58600513|213.7117392|0.169019238|85.16517222|-22.46593254|62.68854553|-1.327284222|49.81256531|-18.57750214|52.34891159|2056.370683|418.7133986|335.9672843|-9.360805225|7.700852478|14.74203307|71.03556427|-336.98898810000003|0.010372658|351.4600612|5.226560183|1.0|1.0|1.0|2.9|0.06|-6.03|3.84|84.45|2.99|1.0|1.0|91.11|0.0|2.0|-5.32|22.0|2.0|0.0|1.0|3.52|4.79e-06|0.00147|1.97e-05|0.0|0.0|0.000285|-0.05989|3.2|-1273.31399|534.44|883.84|417.75|0.56118|0.70339|-1273.167389|0.3362|-0.11967|2.0895|0.02072395|-1273.217301|1.25|5.9031|5.9031
41_a18|0|0.0|7.03438793|2|2|0.115127295|-0.007587553|0.038034188|0.0|-0.500778516|-0.0034878|10.9470117|0.0212700929999999|-0.002136837|-0.005930813|-0.0091068809999999|-0.5421253970000001|0.037097204|0.774395455|0.745631286|0.7349388459999999|-0.1020290859999999|-0.089139464|-61.10986894|347.42621339999994|0.2650611539999999|181.7135945|-41.89408289|93.99687836|-2.317626057|65.83786886|-25.62671923|76.49358329|2899.29167|503.8398786|1491.296991|-17.56848637|8.787657952|17.13823195|66.33450764|-1089.246155|0.006896617|897.5188662|4.727999916|1.0|1.0|3.0|0.0|0.25|-8.38|3.26|99.28|2.94|2.0|1.0|141.34|0.0|6.0|-5.56|34.0|3.0|0.0|1.0|2.53|2.76e-06|0.00125|9.49e-06|0.0|0.0|1.89e-06|-0.04956|7.34|-1454.3467460000002|736.59|1294.52|576.83|0.69308|0.69308|-1453.980175|482.0|-0.1319|2.0934|0.0280471999999999|-1454.045308|369.0|6433.0|6433.0
46_a18|0|0.0|7.03438793|2|2|-0.001181461|-0.005378956|0.03531746|0.0|-0.3872848129999999|0.002300582|10.94680484|-0.052591109|0.003512954|-0.1483628609999999|-0.224171123|-0.448177615|-0.090469229|0.76616843|0.699483099|0.8265445990000001|-0.069742249|-0.076485888|-54.33831169|0.946462387|0.173455401|123.2289237|-38.60388092|58.66827342|-1.988633091|63.70285871|-20.77641329|55.92367899|3052.94234|587.2068577|1848.661552|-14.76030741|8.980343774|16.47206875|154.7096476|-1003.700904|0.013181412|1056.535856|9.36454702|1.0|1.0|2.0|0.0|0.3|-8.82|3.68|76.5|3.33|2.0|1.0|151.14|0.0|7.0|-5.68|36.0|3.0|1.0|0.0|2.93|2.08e-06|0.000999|3.35e-06|0.0|0.0|7.27e-07|-0.04995|8.11|-1532.968527|765.33|1380.79|635.89|0.69181|0.69181|-1532.493789|0.4249|-0.13224|2656.0|0.0239301|-1532.562476|186.0|6.7305|6.7305
3q_a32|1|3.4364803|7.765993078999999|0|0|-0.017280695|-0.008072705|0.03898374|2.120544848|-0.419780649|0.000773658|10.31100266|-0.098400506|0.002487149|-0.167040501|-0.295228244|-0.5448044360000001|-0.1585635|0.901790225|0.716172604|0.84993799|-0.067604132|-0.097961799|-60.46462749|41.73511731|0.15006201|92.62226328|-37.3203761|53.27315741|-1.371465184|74.3682963|-17.27560785|53.16288420000001|2649.276311|524.6043311000001|3335.898591|-10.6629646|6.428518903|11.93494358|225.3038157|-522.4852655000001|0.022526037|618.9134881|13.90366881|0.0|1.0|1.0|3.34|0.3|-7.31|6.43|131.25|1.33|1.0|0.0|115.37|0.0|7.0|-5.91|28.0|4.0|0.0|1.0|3.86|1.24e-06|0.000508|2.4100000000000003e-05|0.0|0.0|2.01e-05|-0.04968|5.15|-1920.042674|666.16|1136.46|549.78|0.70216|0.70216|-1919.821707|0.2897|-0.15001|4.1362|0.02381444|-1919.883144|28.0|7.5528|7.5528
4d_a46|0|0.0|7.825245291|1|1|-0.1397563859999999|-0.001749881|0.047736111|0.0|-0.085744171|0.0116902869999999|10.96333164|-0.076521434|0.010756749|-0.0814707009999999|-0.1271933999999999|-0.240143042|-0.103199079|0.8075680409999999|0.623144956|0.936057958|-0.056384895|-0.070772596|-38.85529917|8.241078584|0.063942042|35.10521457|-21.33218735|74.62074724|-1.132361533|43.60839351|-13.51488667|35.70643728|2181.291783|513.9109507000001|2233.65548|-7.419891252999999|5.757075209|10.30138878|102.4310631|-341.3149976|0.0086574759999999|509.0572545|4.753094337|0.0|1.0|0.0|3.5|0.35|-7.41|4.81|43.6|2.84|2.0|1.0|101.75|0.0|2.0|-4.93|25.0|3.0|1.0|1.0|4.11|1.18e-05|0.00416|7.8e-06|0.0|0.0|1.3699999999999998e-05|-0.0396399999999999|4.18|-1453.817782|588.18|1009.78|503.76|0.69884|0.69884|-1453.635434|0.1313|-0.18639|3.5318|0.02292966|-1453.688943|517.0|6.2865|6.2865
7f_a8|1|2.961566988|7.05012252|0|0|-0.139912829|-0.005338193|0.044814815|0.0|-0.234880498|0.00112124|10.94343485|0.0260356679999999|0.00084936|0.052081992|0.141285105|-0.381574707|0.041366689|0.7677336090000001|0.507325475|0.770229267|-0.091890536|-0.08790841|-50.01741803|53.09327646|0.229770733|130.7330978|-28.45850692|55.49953831|-1.670259798|55.85651025|-23.17880348|60.14140162|2534.956113|438.23883319999993|1854.738581|-13.18808857|7.704280774|14.04331892|67.75191165|-540.7116315000001|0.010262531|446.5544107|5.839092213|0.0|0.0|1.0|3.23|0.0|-8.46|5.52|61.58|4.27|2.0|0.0|101.89|0.0|3.0|-5.68|28.0|4.0|0.0|1.0|4.63|2.09e-06|0.00078|3.16e-06|0.0|1.0|1.31e-06|-0.07492|6.81|-1285.168078|584.99|991.61|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|0.1502|-0.14506|8.7098|0.02809022|-1285.071664|35.65|4.4479|4.4479
12x_a30|0|0.0|7.412764017000001|2|2|0.044575215|-0.006008579|0.043383838|0.0|-0.3545061539999999|0.00604028|10.31162819|-0.1066694919999999|0.006346396|-0.053700437|-0.0922059569999999|-0.458718546|-0.1759406839999999|0.829606585|0.803183654|0.848844277|-0.071909912|-0.091725339|-60.57208434|74.51844582|0.151155723|99.81775209|-39.99960559|0.0|-1.926232129|68.52587215|-23.12752311|57.2323071|2845.417984|560.5459455|2374.777496|-15.27257668|7.794822643|14.14885734|115.7782842|-839.9917174000001|0.012044556|754.3941655|7.953787804|0.0|0.0|1.0|0.0|0.21|-7.38|4.87|81.65|3.25|2.0|0.0|137.21|0.0|5.0|-6.04|31.0|4.0|0.0|0.0|3.19|9.14e-07|0.00039|3.48e-06|0.0|0.0|1.76e-05|-0.05093|4.45|-1654.3784|703.75|1211.79|558.65|0.68589|0.68589|-1654.1207|0.1517|-0.14783|4.3702|0.03136007|-1654.183467|22.0|7.6556|7.6556
14a_a23|0|0.0|7.423568444|0|0|0.050806184|-0.0056795759999999|0.042992424|0.757767133|-0.289658385|0.012219066|10.31321831|-0.071842463|0.011363191|-0.073893976|-0.137733142|-0.446724057|-0.123790952|0.816237166|0.6888154959999999|0.918677038|-0.055677662|-0.08032517|-50.79675604|38.57988954|0.081322962|51.42774883|-32.12331106|80.54176247|-1.606503401|61.36268093|-21.61564087|47.54437201|2816.527785|580.9612768999999|2173.7139190000003|-13.66949407|7.668841725|14.2658736|138.6457355|-642.4662212000001|0.016707951|601.8533922|10.56592489|0.0|1.0|1.0|2.86|0.05|-7.41|3.36|105.02|3.03|2.0|1.0|120.28|0.0|5.0|-5.47|30.0|4.0|0.0|0.0|3.37|3.38e-06|0.00139|1.1e-05|0.0|0.0|1.6100000000000002e-05|-0.07379|3.47|-1629.90669|665.5|1134.02|516.58|0.6289100000000001|0.6289100000000001|-1629.690316|0.3764|-0.15002|5.8775|0.0216412|-1629.748476|3.0|8.5498|8.5498
20_a31|1|3.3852303|7.765993078999999|0|0|0.0469387759999999|-0.009722467|0.03995614|2.114008068|-0.476400874|-0.003484915|10.31100269|-0.078213611|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.594513619|-0.131662689|0.912372776|0.7507116140000001|0.7954270659999999|-0.085849869|-0.110195543|-69.0542431|64.42171513|0.2045729339999999|128.1960117|-43.27297051|75.10345696|-1.542737604|81.35171021|-21.01650877|65.91404723|2576.1287230000003|498.4558574|1758.762093|-13.1700345|8.289864307|15.48343758|181.2859728|-605.8215871|0.019624081|557.1050635|12.29746712|1.0|1.0|2.0|2.74|0.26|-7.65|6.49|140.04|1.1|1.0|0.0|110.47|1.0|7.0|-5.91|27.0|4.0|0.0|1.0|3.6|1.24e-06|0.000493|3.66e-05|0.0|0.0|8.86e-06|-0.06065|4.78|-1880.734655|666.67|1113.19|560.67|0.7036600000000001|0.7036600000000001|-1880.538664|0.2011|-0.1483|3.7403|0.0336943|-1880.599777|8.0|8.0862|8.0862
6b_a40|0|0.0|8.421342866|1|2|0.135693438|-0.014861289|0.039863946|0.6899826|-0.698480566|-0.003851208|10.30179924|-0.226457281|-0.004728928|-0.018582337|-0.033583055|-0.630957955|-0.307881994|0.90571269|0.6462648870000001|0.753431574|-0.107699967|-0.118488624|-79.36130196|176.8246355|0.246568426|165.1465831|-53.15460718|34.43877986|-2.132795227|87.29061302|-33.22101012|81.90640622|3214.047452|504.6333458|4049.386572|-22.2507658|6.976123351|12.51342818|81.61884754|-956.7829293|0.011838681|618.8882797|7.929311055|0.0|1.0|1.0|3.36|0.21|-5.21|5.67|173.43|2.61|2.0|2.0|130.16|1.0|5.0|-8.41|31.0|5.0|0.0|1.0|4.21|3.86e-09|1.98e-06|6.55e-07|1.0|1.0|0.00318|-0.09533|8.98|-3290.745084|687.2|1183.07|552.01|0.69429|0.69429|-3290.583786|0.4962|-0.1237099999999999|8193.0|0.03026498|-3290.648012|0.03|7.5229|7.5229
14_a47|1|2.871076328|6.605297921|0|0|-0.126490693|-0.006070958|0.036632997|1.484493371|-0.2306964|-0.008212621|10.95058279|0.0295267039999999|-0.006335783|-0.020596219|-0.061837113|-0.33240126|0.050943962|0.8467634620000001|0.579833096|0.681598464|-0.093553938|-0.094132436|-47.47362906|64.60629385|0.318401536|160.57883|-23.9422834|0.0|-1.223721666|61.62381153|-17.63306222|57.32194098|2254.664317|343.7492333|670.2518865000001|-8.892848121|6.909385453|13.15643085|169.0962983|-311.2496842|0.028057496|310.8026328|14.15018248|1.0|1.0|2.0|1.53|0.0|-7.79|3.97|66.49|2.49|0.0|0.0|86.58|0.0|3.0|-3.97|24.0|5.0|1.0|1.0|3.16|0.000108|0.0349|7.46e-05|0.0|0.0|5.27e-06|-0.06057|2.64|-1127.700693|519.55|849.76|375.43|0.68345|0.68345|-1127.610422|0.2452|-0.16377|2.2485|0.03679054|-1127.6593779999998|8.0|8.1|8.1
5b_a50|0|0.0|7.927685046000001|1|1|-0.253064589|-0.00141071|0.034845679|2.473508677|-0.062071259|0.012641727|10.9325725|-0.113846154|0.012290091|-0.1052449509999999|-0.175158017|-0.140506919|-0.1866330389999999|0.855527513|0.6642694929999999|0.958606481|-0.041157676|-0.061164973|-31.07327358|6.656963127999999|0.041393519|21.02890062|-15.78596849|60.5565203|-0.8563096170000001|42.76068675|-10.87564575|27.10933752|2183.545404|486.9950914|1452.442728|-5.525088972000001|5.543302677000001|10.01036188|208.925351|-221.0035589|0.023005632|409.0289917|11.68741316|1.0|1.0|0.0|2.91|0.1|-5.86|3.15|35.64|2.4|0.0|0.0|96.89|0.0|2.0|-3.48|24.0|2.0|1.0|1.0|3.11|0.000335|105.0|6.47e-05|0.0|0.0|0.0004269999999999|-0.0256899999999999|2.81|-990.5849031|547.35|922.49|411.9|0.4270899999999999|0.66968|-990.43875|0.1094|-0.16683|4.4181|0.02651535|-990.487545|12.23|4.9126|4.9126
26_a47|0|0.0|6.86171134|0|0|0.11828578|-0.012090143|0.045681818|0.956774672|-0.544056455|-0.0098410169999999|10.94972213|0.0081426509999999|-0.008325552|-0.035472095|-0.079370393|-0.5899218279999999|0.0120097289999999|0.910081385|0.651797437|0.7104381999999999|-0.098127284|-0.101679756|-59.08415114|9.608109253|0.2895618|168.2587945|-34.3326642|60.07342336|-1.626876095|73.39007585|-22.50824805|69.15552111|2625.572598|412.8219782|1341.904566|-13.07911017|6.945070057000001|13.22794532|164.0744453|-549.3226272|0.024619511|457.1122177|14.3059247|1.0|1.0|2.0|2.66|0.05|-7.22|2.84|98.72|2.59|1.0|0.0|104.8|0.0|4.0|-4.86|28.0|5.0|0.0|1.0|3.18|1.3699999999999998e-05|0.00545|2.77e-05|0.0|0.0|2.37e-05|-0.06279|4.37|-1696.075481|592.84|1006.59|443.78|0.50921|0.68707|-1695.9387359999998|77.0|-0.16642|3.6825|0.02111593|-1695.993821|13.0|7.9|7.9
15_a10|0|0.0|7.535296702|1|1|-0.166303336|-0.0027892409999999|0.0353864729999999|1.981569297|-0.142251304|0.009882584|10.92966702|-0.05940848|0.009514122|-0.085979341|-0.136323668|-0.208590561|-0.105662909|0.863438637|0.635064845|0.915526801|-0.059234364|-0.074144604|-44.18725043|33.67392858|0.084473199|50.34268476|-26.33385303|108.7226878|-1.186313662|56.66229609|-15.04246823|46.39507481|2549.580207|545.6177511|2288.954984|-8.964715924|6.35937164|11.23924661|210.7240726|-421.3416484|0.020932674|563.875765|12.47504566|1.0|1.0|0.0|3.31|0.23|-8.3|4.91|52.83|2.53|2.0|1.0|111.21|0.0|5.0|-4.48|28.0|4.0|1.0|1.0|3.83|3.32e-05|13.0|1.56e-05|0.0|0.0|1.96e-06|-0.05243|3.12|-1604.057542|641.98|1086.19|484.05|0.41458|0.68543|-1603.851644|0.1647|-0.1574|4.5192|0.03039798|-1603.907391|33.0|7.4815|7.4815
12z_a36|1|3.435113772|7.412764017000001|2|2|-0.065211069|-0.007671785|0.041767677|0.0|-0.421948174|-0.000143196|10.95429182|-0.030529442|0.001194592|-0.098598933|-0.175397741|-0.433580807|-0.0533649729999999|0.886776351|0.8212311840000001|0.834790405|-0.081592361|-0.102674964|-68.09761735|114.3931487|0.165209595|109.572766|-45.16471514|15.59091678|-1.848149347|83.07227002|-24.03445318|69.61568586|2841.692299|553.6621150000001|2451.657399|-15.940487699999998|8.016303367999999|14.78435842|190.5590792|-812.9648725|0.0225782039999999|642.3830552000001|14.97465267|0.0|0.0|2.0|0.0|0.13|-6.66|2.75|92.99|1.38|1.0|0.0|128.47|0.0|5.0|-3.99|31.0|5.0|0.0|0.0|1.66|0.000101|0.0412|0.000113|0.0|0.0|8.97e-05|-0.05642|2.98|-1325.157504|686.33|1153.7|539.36|0.69397|0.69397|-1324.951498|0.4423|-0.1575|4814.0|0.03845474|-1325.010808|5.0|8301.0|8301.0
14e_a25|0|0.0|6.842683282|0|0|0.039261746|-0.008591251|0.0389622639999999|1.906869097|-0.524066339|-0.00131452|10.93106299|0.011176663|-0.0005394919999999|0.015497482|0.025802692|-0.50909623|0.018432983|0.8322445820000001|0.6954126970000001|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|-73.51338088|372.1805977|0.275949567|201.94039730000003|-53.79722636|97.78313402|-2.2100168680000003|84.60373462|-28.3735856|84.98800478|3126.080106|529.8614286999999|2620.6698690000003|-20.76384175|8.459867391|16.63781964|141.642515|-1183.53898|0.015154859|811.3237836|11.09035375|1.0|1.0|2.0|2.72|0.07|-9.14|3.65|115.79|1.69|1.0|0.0|134.35|0.0|7.0|-5.14|35.0|5.0|0.0|0.0|3.02|7.29e-06|0.00337|1.86e-05|0.0|0.0|3.38e-07|-0.0538|6.51|-1520.964156|760.96|1300.08|596.96|0.31019|0.69958|-1520.701142|0.0007|-0.15787|5.3651|0.04875868|-1520.767443|75.0|7.1249|7.1249
25_a12|0|0.0|0.0|0|0|0.00700113|-0.004103693|0.038787879|2.050456822|-0.180562493|0.000864238|10.93676625|-0.11195017|0.001783739|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|-0.208172827|0.688743998|0.806844014|0.947937175|-0.054734834|-0.080147596|-41.75851719|37.96125329|0.052062825|27.12578432|-21.75703145|0.0|-1.362509125|44.42528172|-17.31450713|31.09844409|2067.69985|493.8944271000001|1907.027255|-9.021208163|5.34703037|9.70173342|43.08908189|-369.8695347|0.005118351|430.4348528|2.666764531|1.0|1.0|1.0|3.43|0.05|-8.78|4.7|37.81|3.2|1.0|0.0|99.48|0.0|3.0|-5.28|24.0|2.0|1.0|1.0|4.29|5.19e-06|0.00162|5.63e-06|0.0|0.0|5.12e-07|-0.05352|4.73|-974.6328337|560.14|945.73|442.64|0.63284|0.69029|-974.458128|0.1897|-0.14303|1.2494|0.024123749|-974.508059|22.0|7.6576|7.6576
