molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|ATSC1c|MATS8i|AATSC8d|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Fraction Csp3|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|IC50|pIC50
12f_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.60498366|0.156569208|5.351858133|-0.274237737|-0.874676289|-0.008663584|-0.046588557|0.4304505939999999|-0.6394697460000001|1|0.613786308|0.8246767140000001|-0.071123509|0.876441789|0|0.8357464459999999|-0.090450992|0.56363596|0.01570263|-63.81176255|-76.85198573|101.2862703|0.164253554|-0.0452183279999999|-54.21787616|7.815328055|1.45550709|-2.396571368|89.21786458|74.88972286|0.472521727|3305.792133|2712.844784|0.184824668|8.366190175|15.86072943|0.8958126809999999|7634.176316|130.3909181|39.1336968|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|1.0|1.0|0.0|0.17|-7.18|90.88|2.82|0.0|133.96|0.0|7.0|-6.7|34.0|-5.66|0.0|3.42|-5.92|1.99e-07|9.63e-05|0.000579|5.05|0.0|6.61e-08|5.52|3.5298|-1988.032639|-1987.998635|729.87|1225.63|351.25|0.2166|574.31|0.32483|0.1596|-0.14958|-1987.848015|19.0|7.7144
14b_a3|0.0|0|0|0|0.0|0|6.823286122000001|0|0.605016869|0.143500839|4.727387819|-0.1160619169999999|-0.356087317|-0.008040839|-0.102362298|-0.288944272|-0.575695827|3|0.882394075|0.7809478329999999|-0.170297225|0.848135222|1|0.786476513|-0.090994113|0.379746504|0.012828558|-44.49789848|-49.38772279|252.49572540000003|0.2135234869999999|-0.036469822|-24.15156108|3.067822725|82.79166784|-1.312913604|57.87172082|50.77131401|0.487615651|2160.565755|1289.104749|0.233084567|4.989782639|9.738358819|0.951659927|4803.535505|113.9829058|23.25478753|0.017348996|-261.0537205|837.1723509999999|358.3503513|8.483998032|0.0|1.0|1.0|0.06|-6.89|105.82|1.04|0.0|93.25|0.0|2.0|-4.45|23.0|-6.42|0.0|2.82|-3.99|3.54e-05|0.0113|0.0327|2.58|0.0|1.28e-07|2.22|3.0724|-1327.514377|-1327.4859310000002|524.27|879.19|403.54|0.2276|368.39|0.70123|0.2276|-0.12942|-1327.398177|0.38|6.4202
12a_a40|0.0|0|0|0|0.0|1|7.515889085|0|0.604990853|0.021610099|5.4161004020000005|-0.012791297|-0.14667395|0.100414476|-0.226763788|0.298197213|-0.4764003679999999|0|0.58630452|0.718281767|-0.375724138|0.7867243829999999|1|0.940879765|-0.064340227|0.000279043|0.011766311|-32.81611621|-38.17175304|107.5277007|0.059120235|-0.033799|-19.46913691|3.060902482|49.24750281|-1.047769006|43.65970865|38.81741016|0.476055146|2185.594734|600.1247016|0.14863036|7.563170499|14.43505064|0.908597808|4873.458436|75.8074911|20.24838026|0.010759845|-358.4254366|627.699788|323.26151960000004|5.487955617999999|1.0|0.0|0.0|0.0|-7.21|58.43|4.34|0.0|91.76|0.0|2.0|-6.41|22.0|-4.56|0.0|4.78|-5.95|3.86e-07|0.000134|0.00039|5.43|0.0|6.15e-08|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|875.15|400.39|0.3701|429.21|0.6998800000000001|0.3701|-0.12895|-2097.779499|1778.0|5.7501
5_a18 (BIBF0775)|0.0|0|0|0|0.0|0|7.03438793|2|1.251175715|0.0160123|4.844187086|-0.015946718|-0.391512249|0.0002403959999999|-0.022817602|-0.054916741|-0.453086741|0|0.7140745620000001|0.7395978390000001|-0.040022105|0.774859029|0|0.8432358679999999|-0.068989967|0.420002762|0.008501088|-52.09190866|-59.08151918|10.36586529|0.156764132|-0.029755876|-44.61038661|4.846666751|50.25564119|-2.112667176|67.25977848|58.5107823|0.483962172|3115.979466|1645.395714|0.184058942|9.798677372|18.98829281|0.937842434|7221.114573000001|138.97646310000002|27.535837|0.010831199|-477.1120625|1955.044427|1140.896548|8.178259299999999|0.0|1.0|1.0|0.32|-9.21|76.5|3.52|1.0|155.95|0.0|8.0|-6.07|37.0|-5.96|0.0|3.2|-5.72|8.590000000000001e-07|0.000425|0.000946|4.73|0.0|6.18e-10|8.45|3.2027|-1572.313227|-1572.290174|817.02|1446.02|378.13|0.4825|691.68|0.69298|0.4825|-0.13154|-1571.914419|34.0|7.4685
5a_a49|0.0|0|0|0|0.0|1|7.853604813|2|1.343848751|0.079751437|5.777652323|0.007039248|-0.493952547|-0.046327135|0.076610236|-0.1205081119999999|-0.51958118|2|0.66494289|0.7979412790000001|0.127914587|0.855876084|1|0.800090055|-0.072109357|0.6254267029999999|0.028578361|-42.1802818|-46.04810561|124.92862240000002|0.199909945|-0.027311576|-26.93578408|9.77851757|54.35929907|-1.338267206|61.89135559|58.89715956|0.490453006|2797.737637|1887.422375|0.393071247|6.0732145310000005|11.91885068|0.962527525|6294.404170000001|229.9265537|26.32248561|0.0270848489999999|-125.09569170000002|1289.801795|592.5885712|15.84324998|0.0|1.0|1.0|0.22|-6.92|73.14|2.07|0.0|116.62|0.0|3.0|-3.84|30.0|-6.84|0.0|2.93|-4.29|0.000146|0.0578|0.0202|2.65|0.0|1.1900000000000001e-07|4.14|3.9219|-1311.995327|-1311.960542|625.06|1082.25|316.13|795.0|443.78|0.31953|0.0529|-0.16176|-1311.799168|43.0|7.3665
GW6604_a52|0.0|1|0|0|2.944144148|0|6.605297921|0|1.427583999|-0.277102285|4.59511985|-0.005328809|-0.085995143|-0.118272803|-0.028376521|-0.131886693|-0.201462112|2|0.709088617|0.693399445|-0.057466653|0.7550228990000001|0|0.87346455|-0.071850787|0.38374044|0.009021088|-35.51891876|-35.62691523|157.2481263|0.12653545|-0.029217264|-17.61190876|2.204526664|0.2386028039999999|-1.081038779|44.37166117|39.97842884|0.4597869779999999|2044.612273|799.8313017999999|0.26470494|6.2973559020000005|11.6571716|0.851121611|4168.525878|130.8549791|19.64292268|0.01768964|-232.6328342|726.7881391|359.1060668|8.744745933999999|1.0|1.0|1.0|0.0|-8.03|54.46|1.91|0.0|90.49|0.0|3.0|-3.87|23.0|-5.95|0.0|3.08|-4.16|0.000135|0.0402|0.0207|3.06|0.0|9.31e-09||||||||||||||107.0|6.9706
12e_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604984231|-0.0026669809999999|5.351858133|-0.029595542|-0.444243861|0.005418617|-0.055954785|-0.018475151|-0.417089226|1|0.838579475|0.8246767140000001|-0.097868612|0.876441789|0|0.816703705|-0.07914783|0.407218612|0.024254701|-52.50202674|-65.04681137|106.2790684|0.183296295|-0.035153347|-43.14823836|10.6725953|0.0|-1.863127413|80.10232244|68.59117243|0.46715936|2920.484542|2392.685958|0.292879147|8.069355055|15.14403079|0.8767337279999999|6421.289402|194.2788429|32.97692061|0.022696477|-274.7836441|1747.776792|704.0353382000001|15.05551106|1.0|1.0|1.0|0.17|-6.74|90.88|2.51|0.0|133.77|0.0|6.0|-5.44|31.0|-6.19|0.0|2.57|-4.93|3.59e-06|0.00154|0.0050799999999999|3.84|0.0|1.84e-07|3.58|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|356.82|0.2055|562.76|0.3304|151.0|-0.1476|-1690.092998|11.0|7.9431
4b_a49|0.0|0|0|0|0.0|1|7.535296702|1|1.343847828|-0.109946885|5.4161004020000005|-0.077626337|-0.402986655|-0.033486358|0.02907541|-0.10158752|-0.390006034|2|0.720824193|0.798826417|0.049923437|0.852400617|1|0.7581492670000001|-0.091725536|0.438784865|0.0241270029999999|-56.45224362|-55.5653235|41.97072627|0.241850733|-0.030696709|-34.19753462|9.138717999|64.87087098|-1.534835437|71.2971749|71.30114509|0.477868186|2708.998101|1701.832352|0.354669161|7.588962922|14.53457293|0.915225186|6025.790417|218.2802175|29.27523192|0.02556165|-178.8869784|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|0.22|-7.05|90.13|1.66|0.0|112.36|0.0|6.0|-3.81|30.0|-7.12|0.0|2.8|-3.88|0.000155|62.0|0.0527|2.28|0.0|8.91e-08|3.56|3.7413|-1333.063439|-1333.026419|664.86|1121.45|331.39|0.2856|509.78|0.4151899999999999|0.0615|-0.15635|-1332.8586269999998|79.0|7.1024
12ah_a36|0.0|1|0|0|3.456839001|0|7.412764017000001|2|1.297013411|-0.050415481|5.351858133|-0.043678703|-0.41302559|-0.083956827|-0.050147748|0.133939811|-0.444563583|1|0.8941919290000001|0.835013502|-0.0861053359999999|0.8910146309999999|0|0.828405275|-0.0758457179999999|0.271553945|0.0184777819999999|-49.0084977|-68.45222166|82.70705743|0.171594725|-0.038137281|-44.23111357|7.714903458999999|0.0|-1.906864035|80.02464883|60.9481085|0.468162246|2786.56479|2334.380591|0.231093575|8.26712637|15.54445187|0.8802726820000001|6015.129321|149.3235124|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|11.57242717|1.0|1.0|0.0|0.14|-7.18|69.2|2.51|0.0|128.76|0.0|5.0|-4.44|30.0|-6.49|0.0|2.34|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|6.65e-08|3.79|3.7792|-1692.545871|-1692.512868|682.21|1148.39|328.07|0.6729|532.36|0.40051|0.0485|-0.15434|-1692.369929|11.0|7.9586
9d_a40|0.0|0|0|0|0.0|1|7.515889085|0|0.604992329|0.007834411|5.4161004020000005|-0.022152094|-0.146575228|0.15723868|-0.137738587|0.259969752|-0.4887998529999999|0|0.601831605|0.7572844040000001|-0.223631751|0.8221990920000001|1|0.941627612|-0.060319196|0.002088915|0.010749826|-31.08478865|-36.92750973|108.1468558|0.058372388|-0.031613312|-19.03015798|2.854868966|50.47044708|-1.074852592|41.42218692|36.6245851|0.467275972|2109.570685|336.6614768|0.133579429|8.023385851|15.06105494|0.87714454|4401.742338|68.83858806|18.80327978|0.0087217999999999|-377.6610668|639.3115126|346.9019309|4.49467719|1.0|0.0|0.0|0.06|-7.0|58.43|4.07|0.0|91.71|0.0|2.0|-6.13|22.0|-4.62|0.0|4.63|-5.65|7.37e-07|0.0002399999999999|0.000727|5.16|0.0|1.01e-07|4.7|3.3464|-1677.551678|-1677.540538|542.19|892.69|370.51|0.4888|446.84|0.4557199999999999|0.4025|-0.13875|-1677.48058|107.0|6.9706
13b_a5|0.0|1|0|0|2.948625157|0|7.153833802|1|1.338814635|-0.142746146|5.209486153|0.011339656|-0.251535058|-0.104404004|-0.017963913|-0.010368468|-0.357011244|2|0.6700114770000001|0.765309977|-0.0330907489999999|0.8184221559999999|0|0.831557236|-0.0694958329999999|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|14.41650822|0.168442764|-0.02636836|-31.23446039|5.806729729|46.77748445|-1.344786367|62.24204745|53.91565742|0.455921715|2661.597781|1177.571784|0.345923611|8.427551282000001|15.48959317|0.837970799|5678.380299|223.6695238|26.06641209|0.021552174|-199.2474147|1329.387016|638.8437454|13.93534415|0.0|1.0|1.0|0.17|-8.36|74.77|1.96|0.0|119.8|0.0|5.0|-4.24|30.0|-6.58|0.0|3.26|-4.43|5.69e-05|0.0225|0.0148|3.01|0.0|4.36e-09|4.66|4.1793|-1276.066049|-1276.030896|672.43|1138.73|296.66|0.5528|503.93|0.32779|0.3064|-0.17274|-1275.865034|0.11|6.9586
12d_a40|0.0|0|0|0|0.0|1|7.515889085|0|0.60499064|0.1028826769999999|5.4161004020000005|-0.107711573|-0.288158151|0.087954209|-0.166080871|0.3683138529999999|-0.552689736|0|0.809398262|0.7769829840000001|-0.254735308|0.845904643|1|0.840431415|-0.095675903|0.0913543|0.01171131|-50.68561427|-48.54239742|207.39648|0.159568585|-0.038873458|-25.71599691|3.286773518|60.80168183|-1.282824111|55.13932669|56.88984065|0.470893531|2270.596857|643.5166227999999|0.155716451|7.877041626|14.88744155|0.8899787840000001|5101.479206|82.49291335|24.39197636|0.01245259|-364.7778083|804.9352200000001|350.9435025|6.596929268999999|1.0|1.0|1.0|0.0|-6.84|84.45|3.76|1.0|96.16|0.0|2.0|-6.25|23.0|-5.13|0.0|4.21|-5.58|5.58e-07|0.0002009999999999|0.000942|4.75|0.0|1.44e-07|4.14|2.7962|-2153.197255|-2153.180821|552.57|910.58|443.4|0.2584|435.41|0.55983|115.0|-0.11604|-2153.123107|19.0|7.7212
14b_a50|0.0|0|1|1|0.0|2|7.934155233999999|2|1.267593742|-0.092558007|5.82008293|0.0228205129999999|-0.255822608|0.037777505|-0.041169251|-0.106938404|-0.306633966|1|0.74726683|0.7887047979999999|-0.076752616|0.831689551|1|0.904076348|-0.050362464|0.7031402240000001|0.022423099|-33.02344264|-50.27694576|25.31245624|0.095923652|-0.025558317|-32.9673668|9.64109526|192.8987555|-1.533499045|64.58491917|47.72661339|0.445384689|2967.872393|2984.248708|0.362718946|6.3538844910000005|11.45638132|0.8030515570000001|6737.145102|237.8403928|26.29763086|0.021820402|-180.03459850000002|1577.857852|825.4425942|14.30797341|1.0|1.0|1.0|0.35|-6.86|66.99|2.32|0.0|128.39|0.0|7.0|-4.6|33.0|-6.5|0.0|3.6|-4.78|2.51e-05|0.0111|0.0074099999999999|3.51|0.0|1.3900000000000001e-07|3.05|4.0775|-1431.068494|-1431.037684|718.64|1253.87|304.07|0.1637|533.25|0.55594|0.1373|-0.16874|-1430.7933859999998|6.58|5.1818
16a_a32|0.0|1|1|1|3.357452523|0|7.765993078999999|0|0.6094207620000001|0.205693867|5.733341277|-0.0848387459999999|-0.6911813920000001|-0.062610718|-0.058518519|-0.0999399409999999|-0.707456102|0|0.859696525|0.8567078770000001|-0.098258706|0.909908319|1|0.756542831|-0.090389538|0.283324612|0.020664867|-56.2527503|-74.35152328|92.00611646|0.2434571689999999|-0.037168908|-46.27170107|8.003570876|66.13699638|-1.6726008419999998|88.96104768|69.11326055|0.450892763|2615.514164|2992.60858|0.303179963|7.183246604|13.08168264|0.8211379000000001|5746.082161|188.6800971|33.19592405|0.023475264|-244.9767673|1493.816582|532.685565|14.6095244|1.0|1.0|1.0|0.22|-7.3|152.07|0.88|0.0|108.86|1.0|7.0|-5.49|27.0|-6.85|1.0|3.06|-4.04|3.2e-06|0.00128|0.0364|2.65|0.0|5.04e-08|3.9|3.6314|-1896.81177|-1896.770883|664.67|1096.48|341.42|0.2859|535.63|0.70245|0.2859|-0.15045|-1896.649286|11.0|7.9586
12ao_a36|0.0|1|0|0|3.477902101|0|7.412764017000001|2|1.297043885|-0.058597382|5.351858133|-0.065314765|-0.410729809|-0.113963585|-0.033032344|0.1523047569999999|-0.435820128|1|0.90500247|0.82626942|-0.05785124|0.8800240009999999|0|0.832582759|-0.077866573|0.264688501|0.017784426|-51.52001456|-67.45579866|85.17634667|0.167417241|-0.03775988|-44.63177966|7.785557064|0.0|-2.039033535|78.51108393|63.28698809|0.462968912|2794.663089|2298.760179|0.217901822|8.769931502999999|16.33039817|0.8620895909999999|5943.227395|144.1736112|31.9443643|0.016708791|-373.2975961|1724.9956719999998|698.847203|11.05528527|1.0|1.0|0.0|0.12|-7.01|69.2|2.38|0.0|133.84|0.0|6.0|-4.58|31.0|-6.34|0.0|2.37|-4.55|2.6e-05|0.0106|0.0115|3.45|0.0|9.66e-08|3.83|3.4743|-1310.361099|-1310.328652|701.9|1190.17|356.86|0.6249|548.59|0.4962|0.0033|-0.14207|-1310.138396|0.03|7.5229
14_a47|0.0|1|1|1|2.871076328|0|6.605297921|0|1.417758105|-0.126490693|4.59511985|-0.136491228|-0.2306964|-0.01670074|0.0295267039999999|0.05124606|-0.33240126|2|0.5975877820000001|0.777675668|0.050943962|0.8467634620000001|1|0.681598464|-0.093553938|0.2662137639999999|0.020106089|-47.18187618|-47.47362906|64.60629385|0.318401536|-0.034963476|-23.9422834|5.113919242|0.0|-1.223721666|61.62381153|57.32194098|0.474828277|2254.664317|670.2518865000001|0.335290281|6.909385453|13.15643085|0.904139078|4695.98899|169.0962983|26.52746264|0.028057496|-166.1354667|928.4611922|310.8026328|14.15018248|1.0|1.0|1.0|0.0|-7.79|66.49|2.49|0.0|86.58|0.0|3.0|-3.97|24.0|-6.21|0.0|3.16|-4.13|0.000108|0.0349|0.0241|2.91|0.0|1.63e-08|2.64|3.9671|-1127.737484|-1127.700693|519.55|849.76|312.53|0.2452|375.43|0.68345|0.2452|-0.16377|-1127.6593779999998|8.0|8.1
15a_a50|0.0|0|1|1|0.0|2|7.934155233999999|1|1.3530592819999998|-0.113976703|5.82008293|-0.06317118|-0.234757789|-0.15010386|-0.125205943|-0.072976638|-0.325638639|1|0.797917311|0.821868651|-0.207610131|0.8749408470000001|1|0.837789896|-0.0783960279999999|0.4349386739999999|0.018014615|-46.91098865|-50.56454577|275.287923|0.162210104|-0.029316925|-30.25705388|6.450390922|0.0|-1.436529349|61.78266878|57.69065967|0.4476230879999999|2503.770258|1754.903963|0.294589405|8.095541483|14.65582885|0.8103580690000001|5401.219537|176.277812|24.86892274|0.018747341|-245.8291419|1218.577214|569.5267957000001|11.21812301|0.0|1.0|1.0|0.23|-6.09|68.76|1.87|0.0|110.43|0.0|5.0|-3.6|28.0|-6.78|0.0|2.76|-3.92|0.000251|0.0933|0.0444|2.51|0.0|8.070000000000001e-07|2.66|4.0408|-1199.818129|-1199.784983|644.4|1091.64|306.83|0.1767|519.38|0.66132|0.1767|-0.16693|-1199.629702|41.0|7.3872
30_a47|0.0|0|1|1|0.0|1|6.842683282|0|1.304327883|-0.069449687|4.727387819|-0.184735553|-0.415191425|-0.008774855|0.0467853809999999|0.029343834|-0.4370608039999999|2|0.6850994429999999|0.8485444809999999|0.074217097|0.913855507|1|0.67896733|-0.108232368|0.384732322|0.022747897|-64.94243028|-64.38108459|350.5257774|0.32103267|-0.0383202979999999|-38.63044093|8.190002019|76.90733636|-1.609452527|81.25550675|78.59180109|0.4680850139999999|2626.927627|1558.731067|0.320552431|6.886726437999999|12.94704346|0.879999675|5852.817155|192.3403721|33.84108731|0.028122734|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|0.05|-7.24|98.72|1.78|0.0|104.25|0.0|5.0|-4.22|28.0|-6.95|0.0|2.61|-4.1|6.05e-05|24.0|0.0315|2.5|0.0|5.74e-08|3.89|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|0.3566|478.04|0.6944899999999999|0.3566|-0.1517|-1695.9887|13.0|7.9
8_a27|0.0|1|0|0|2.599100867|1|6.605297921|0|1.406757715|0.188762686|4.59511985|-0.077396262|-0.329319041|0.093450172|0.067074515|-0.24946295|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.11158995|0.8688656459999999|1|0.776384028|-0.078709803|0.3608031339999999|0.021852066|-37.50265703|-43.96130162|122.0597403|0.223615972|-0.035880862|-20.94612822|4.960882344|61.18801154|-1.291711016|53.20197882|47.91445451|0.479730655|2132.9321670000004|989.0070768|0.248298166|5.016799703|9.642697094|0.92208134|4522.989286999999|118.305988|22.74314225|0.019394143|-239.8554499|818.753121|326.3351007|9.240677197|0.0|0.0|0.0|0.06|-6.28|76.46|2.19|0.0|87.68|0.0|2.0|-3.23|23.0|-6.73|0.0|2.38|-3.52|0.000586|178.0|0.0907|2.0|0.0|5.2e-07|3.96|4.1276|-1004.515654|-1004.489001|507.76|848.58|300.38|0.2336|374.88|0.64893|0.2336|-0.16958|-1004.432889|6.0|8.2218
11d_a5|0.0|1|0|0|2.9590700880000003|0|6.605297921|0|1.388848584|-0.245058546|4.59511985|0.001099755|-0.185566552|-0.138265707|0.01948342|-0.202307745|-0.22897714|2|0.786587307|0.783891527|0.036918829|0.831190148|0|0.87090286|-0.063028408|0.359644732|0.012828514|-40.04753555|-53.84338206|61.45330587|0.12909714|-0.029333375|-34.21147402|5.179111638|0.0|-1.525335513|65.35645739|48.19862797|0.49396568|2540.78984|900.3825317|0.287694578|8.920296087|17.62784804|0.976150552|5283.02167|182.7978704|26.16587381|0.018119737|-269.7929124|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|0.17|-8.64|66.93|1.42|0.0|114.29|0.0|7.0|-4.14|29.0|-6.47|0.0|3.28|-4.29|7.2e-05|0.0278|0.0198|3.07|0.0|2.31e-09|2.59|4107.0|-1239.127458|-1239.093739|682.09|1154.67|301.89|507.0|594.45|0.66686|0.2068|-0.16762|-1238.914819|15.0|7.8239
16c_a32|0.0|1|1|1|3.329674745|0|7.765993078999999|0|0.6094207629999999|0.191088217|5.733341277|-0.087497559|-0.770338913|-0.031087095|-0.036931818|-0.057356214|-0.697601261|0|0.809370315|0.8607827790000001|-0.061904762|0.915639476|1|0.773043206|-0.088841599|0.367322508|0.025791147|-53.00702241|-71.59058881|102.2022233|0.226956794|-0.038178095|-42.71426897|9.181311842|37.0285246|-1.679836163|86.97970500000001|68.39521789|0.463897164|2649.168528|3143.196853|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|5979.891916|188.1603823|33.27140293|0.02579269|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|1.0|1.0|0.22|-6.99|149.27|0.88|0.0|107.14|1.0|7.0|-6.04|27.0|-6.44|1.0|3.41|-4.41|9.17e-07|0.000366|0.0155|3.23|0.0|1.0300000000000001e-07|4.12|3.6264|-1916.6792|-1916.651132|639.66|1069.28|341.89|0.2955|508.43|0.70198|0.2955|-0.14997|-1916.536967|5.0|8.3468
13b_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.604984129|0.112353041|5.351858133|-0.118776867|-0.627919307|0.042845487|-0.0463169629999999|-0.062905093|-0.564815317|1|0.841060094|0.836520136|-0.0771674659999999|0.892104517|0|0.694101802|-0.109962789|0.3529073379999999|0.018555474|-74.24619275|-76.67161447|385.2420923|0.305898198|-0.042850934|-51.76819834|8.459192992|105.341977|-2.271099499|88.26741491|86.77473353|0.454574838|3002.926824|2319.48655|0.1997091339999999|8.804739699999999|16.1428924|0.8334321|6627.406474|134.8423681|36.15271139|0.017174033|-405.5090587|1916.093704|713.7769663|11.59580043|1.0|1.0|0.0|0.13|-6.19|124.74|2.06|0.0|135.37|0.0|6.0|-5.01|32.0|-7.05|0.0|1.91|-4.3|9.68e-06|0.00427|0.0221|2.74|0.0|6.520000000000001e-07|4.54|3.5056|-1744.492044|-1744.446479|721.48|1210.94|353.68|0.2783|544.04|0.32563|0.1415|-0.14879|-1744.281763|26.0|7.5901
12i_a36|0.0|1|0|0|3.27619957|0|7.412764017000001|2|1.2401347459999998|0.043792895|5.351858133|-0.29543904|-0.929568494|0.128325344|-0.009876543|0.135587069|-0.608318386|1|0.647732719|0.820041835|-0.01509434|0.87043328|0|0.830964232|-0.0850745409999999|0.332782117|0.01973953|-54.81607619|-75.66036485|108.3973956|0.169035768|-0.045665229|-48.75024044|8.195085212|0.52902639|-2.46592234|90.11282843|67.53484704|0.460246812|3231.030388|2351.232652|0.230870141|7.549683919|13.98728916|0.8526986440000001|7707.634338|148.7565508|38.2555363|0.022430221|-346.8168661|2065.79896|672.4630346|14.45246358|1.0|1.0|0.0|0.17|-7.14|78.43|2.04|0.0|130.43|0.0|7.0|-5.2|34.0|-6.4|0.0|2.65|-5.07|6.26e-06|0.00291|4.0|3.86|0.0|7.24e-08|4.86|3.7496|-1645.2030949999998|-1645.171438|666.79|1172.5|330.66|0.5402|504.47|0.34255|0.1516|-0.1541|-1645.017702|12.0|7.9208
5d_a40|0.0|0|0|0|0.0|1|8.149890544|1|0.6049133329999999|-0.071479892|6.167516491000001|0.0418378229999999|-0.1868684619999999|0.2078052269999999|0.029272031|-0.259985037|-0.399968083|0|0.496945486|0.8092726020000001|0.0451110059999999|0.877722972|1|0.754010052|-0.086193996|0.049855551|0.022027556|-39.55506228|-43.26473143|181.4728912|0.245989948|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|-1.131332331|49.97858532|49.66367051|0.479931934|1974.583878|511.3769101|0.188819426|6.288958592999999|12.09256826|0.922825231|4051.712713|86.65063178|21.3342049|0.014630084|-285.606135|640.0261471|243.4287716|6.713853887999999|1.0|0.0|0.0|0.21|-4.32|75.5|2.25|1.0|74.11|0.0|3.0|-4.23|20.0|-5.94|0.0|3.1|-3.82|5.9e-05|17.0|0.0436|2.98|0.0|4.7600000000000005e-05|4.61|3.7374|-1276.833831|-1276.817151|473.48|765.69|331.74|0.4493|365.74|0.69613|0.4493|-0.14851|-1276.797751|19.0|7.7212
17d_a50|0.0|0|1|1|0.0|2|8.105609402|2|1.338814635|-0.152030219|6.042632834|0.03538699|-0.140830095|-0.136180713|-0.125540541|0.009780681|-0.2294807539999999|1|0.754575205|0.748516466|-0.2177003589999999|0.789310938|1|0.929886823|-0.044172353|0.8020670809999999|0.0152123589999999|-30.63468215|-48.40178147|5.007868064|0.070113177|-0.025589979|-33.56790124|7.31681784|86.38197811|-1.535398758|57.5414543|41.18485076|0.445708152|2824.70142|2950.99157|0.24594297|6.996105516|12.62170017|0.8041037459999999|6281.764548|170.5678813|23.53577933|0.013178555|-352.3903892|1412.14676|829.3813984|9.139672835|0.0|1.0|1.0|0.35|-7.07|51.77|2.71|0.0|133.19|0.0|6.0|-4.5|32.0|-6.25|0.0|3.68|-4.88|3.17e-05|0.0135|0.00557|3.72|0.0|8.55e-08|3.41|4.0506|-1335.989008|-1335.962757|727.15|1263.22|306.09|0.1819|579.45|0.66103|0.1819|-0.16716|-1335.713194|74.0|7.1308
1n_a5|0.0|1|0|0|2.91912867|0|6.605297921|0|1.427557749|-0.1387762669999999|4.59511985|-0.0533837329999999|-0.3365350029999999|-0.150600424|-0.047910067|0.004115733|-0.393928416|2|0.6805709409999999|0.77828693|-0.087019366|0.8402078140000001|0|0.785210014|-0.082180848|0.428980979|0.023129277|-47.1725036|-47.04056285|63.58796786|0.214789986|-0.030493391|-27.00168194|7.620766672|55.29041202|-1.311215832|63.57058627|60.44890447|0.483868192|2437.279452|889.4388375|0.372248254|7.881746117|15.27080096|0.937489579|5101.31614|213.67365440000003|27.88278228|0.028797525|-146.6611704|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|0.05|-8.07|80.76|1.72|0.0|101.77|0.0|5.0|-4.27|27.0|-6.41|0.0|3.14|-4.18|5.41e-05|0.0193|0.0234|2.91|0.0|8.43e-09|4.19|4.3838|-1179.209088|-1179.169527|607.15|1017.23|282.82|0.3789|481.06|0.44786|0.3789|-0.17092|-1179.073189|27.0|7.5686
