molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1s|JGI4|MATS7i|SaaaC|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|RASA|FNSA3|FNSA5|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
13d_a6|0|0|3.447870607|0|7.412764017000001|1|1|1.424214188|0.0|-0.045686501|-0.0122495089999999|0.041728395|0.077158715|0.0|1|-0.000899678|0.126028544|-0.106686991|-0.49314765|0.845481322|0.786837131|-0.027209556|-0.187174391|0.78862121|-0.092581323|-0.110731261|-63.04181168|20.96853949|156.67194009999997|0.21137879|-0.039696112|-51.34295409|564.780402|-2.103893962|-42.92734103|88.02705449|84.01035117|536.999346|9.086171078|15.47559904|0.703203572|6185.117192000001|157.0011174|35.13035671|0.018542644|1861.908905|692.8471883999999|12.62632467|1.0|1.0|1.0|3.64|3.03|0.16|23.0|-9.4|95.85|0.0|0.0|1.0|6.0|32.0|-5.88|423.47|1.0|3.74|-5.27|1.11e-06|0.00229|0.0|3.96e-10|1.68e-07|-0.05252|4.85|4.5|3.6298|-1389.403308|-1389.374844|723.61|1219.11|341.57|0.7905|598.06|0.58381|0.7007399999999999|-0.14894|11.0994|-0.20146|0.02846332|0.36|6.4437|6.4437
3l_a32|1|1|3.672194822|0|7.773594467000001|0|1|0.609420748|0.0|-0.003342759|0.0043645509999999|0.035643275|-0.039331295|2.259257465|3|0.002942329|-0.068876714|-0.04980249|-0.524711546|0.820540279|0.751853889|-0.136589369|-0.184582641|0.8855584879999999|-0.069304303|-0.088417589|-40.30321333|7.120934925|61.72183119|0.114441512|-0.028831823|-29.90181954|0.0|-1.326263838|-23.43792428|58.10243176|47.42414825|514.9875423000001|6.414825717|11.74082324|0.8302637909999999|5429.531532999999|123.148785|21.27134288|0.011493763|978.4817724|565.7000781|6.6840809960000005|0.0|1.0|1.0|3.58|3.54|0.35|19.0|-7.5|110.94|0.0|0.0|1.0|3.0|26.0|-4.71|380.53|1.0|5.04|-6.01|2.52e-08|0.0003689999999999|0.0|3.16e-08|1.2e-05|-0.0529799999999999|3.5319|4.21|3.5319|-1789.475625|-1789.4501510000002|629.26|1062.47|351.04|0.2876|468.81|0.70282|0.70282|-0.14664|3.3955|-0.19962|0.02547484|12.0|7.9208|7.9208
12l_a36|0|0|3.426092687|0|7.412764017000001|2|2|1.297044247|0.0|-0.0944961519999999|-0.008712073|0.039061728|0.128666217|0.0|1|0.001194592|0.228884463|-0.098598933|-0.428857427|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.84381923|-0.079972189|-0.107815735|-52.05361632|14.33450402|39.27257375|0.15618077|-0.038052612|-45.67788557|1.281955437|-1.940683231|-33.88151556|83.76912404|66.38812034|549.2389652|7.471134223|13.88638723|0.8586718990000001|6121.6555530000005|170.5619816|33.56329135|0.02088234|1711.727859|642.3830552000001|13.59224175|0.0|1.0|0.0|4.78|0.0|0.13|17.0|-6.66|92.99|0.0|0.0|1.0|5.0|31.0|-6.68|406.44|0.0|1.77|-4.29|2.72e-05|0.0206|0.0|2.21e-07|8.97e-05|-0.0510399999999999|3.8619|2.98|3.8619|-1325.194654|-1325.15957|686.83|1155.07|321.05|0.4524|530.75|0.6925|0.6925|-0.15869|5392.0|-0.20973|0.03508404|0.02|7699.0|7699.0
8_a20 (IN-1130)|0|0|3.443195704|0|6.842683282|0|0|1.400923668|0.0|0.063195236|-0.124997065|0.0396875|0.1728459339999999|1.622562232|1|-0.004654742|0.293415753|-0.049177437|-0.573278819|0.811128636|0.760688473|-0.1221465319999999|-0.0957193819999999|0.7274271309999999|-0.09623672|-0.097790028|-63.72828772|10.46873389|336.574332|0.272572869|-0.035730972|-42.88223811|89.35267123|-1.858010535|-42.20109173|77.31081766|74.19702161|481.70475260000006|8.005662608|15.46983888|0.932362084|6291.586155|166.8048285|31.628086|0.018957805|1644.660472|684.5377542|12.55392404|1.0|1.0|1.0|3.49|2.43|0.08|27.0|-9.63|110.44|0.0|0.0|1.0|5.0|32.0|-6.83|420.47|1.0|3.14|-4.55|1.42e-05|0.0119|0.0|2.34e-10|9.86e-08|-0.07014|4.9797|4.53|3.2329|-1368.412748|-1368.372708|696.06|1192.01|383.5|0.3782|517.94|0.4377|0.7007399999999999|-0.13622|3803.0|-0.20636|0.04004011|36.0|7.4437|7.4437
14i_a23|1|1|0.0|2|7.423568444|0|0|1.197963212|3.2692375460000003|0.142566578|-0.130330047|0.0432555559999999|0.040408197|0.7151570629999999|2|0.002496501|0.075401108|-0.017918675|-0.569707595|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.777952733|-0.0889593869999999|-0.096562208|-60.8283953|14.65077903|324.811841|0.222047267|-0.039760909|-45.14777443|93.48624142|-2.027806362|-41.59306642|79.20815775|75.47917433|531.9462982|8.107659819|15.53342127|0.915894552|7030.347905|151.7330992|34.94120504|0.019276934|1782.001457|693.3423458|13.18112713|0.0|1.0|0.0|3.56|2.64|0.04|26.0|-6.96|148.11|1.0|1.0|1.0|6.0|33.0|-7.33|454.51|0.0|2.61|-4.39|6.11e-06|0.0183|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|580.74|0.55606|0.55606|-0.1509599999999999|5.9563|-0.23121|0.03394466|3.0|8.4622|8.4622
1f_a5|0|0|2.824395738|0|6.605297921|0|0|1.218960329|0.0|-0.139907335|-0.31059482|0.029105691|-0.118028278|0.0|1|-0.000700145|-0.389011185|0.001493879|-0.401165734|0.525406088|0.771487328|-0.060528915|-0.000969932|0.888073448|-0.091412569|-0.083857856|-50.98614411|4.687041957|201.7057715|0.111926552|-0.035639589|-26.08772825|0.21377016|-1.425583552|-28.43795894|57.83835135|55.67318607|495.3305784|7.117418022000001|13.35549635|0.8764524309999999|5474.331675|135.2439659|26.24118632|0.01983997|1049.647453|403.396385|11.06591332|1.0|1.0|1.0|2.9|2.61|0.05|23.0|-8.88|54.46|0.0|0.0|1.0|4.0|27.0|-5.73|366.34|1.0|4.23|-4.97|1.6100000000000002e-05|0.00396|0.0|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|3.58|4.5758|-1288.353339|-1288.3196369999998|577.11|958.06|270.96|0.6959|442.04|0.47267|0.42446|-0.18224|3.7852|-0.2357|0.03370206|0.24|6.6198|6.6198
5a_a40|0|0|0.0|1|8.149890544|0|1|0.604913477|1.688148148|-0.116583806|0.059258947|0.0388888889999999|-0.108428634|0.808197279|2|0.010425818|-0.191663433|0.004130836|-0.363338726|0.538671739|0.756882266|-0.442215721|-0.0395444479999999|0.8531783270000001|-0.078132307|-0.090991462|-34.5789643|9.135164355|174.99981530000002|0.146821673|-0.036396585|-17.82228195|52.43850484|-1.091897544|-15.30358975|46.06507254|43.71412865|377.5905776|5.507689573|10.7779923|0.956899016|3736.248815|78.57142892|19.58503709|0.0130940839999999|587.5511127|244.8873477|5.795040371|0.0|0.0|1.0|3.04|2.49|0.21|14.0|-4.05|75.5|1.0|0.0|2.0|3.0|19.0|-5.9|269.32|1.0|2.8|-3.67|7.49e-05|0.0574|0.0|8.950000000000001e-05|0.0241|-0.0657799999999999|3.7921|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|326.96|0.4461|353.51|0.69499|0.69499|-0.15066|5.7163|-0.21644|0.01514427|81.0|7.0915|7.0915
4S4l_a46|0|0|0.0|1|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|-0.075241716|0.049498645|-0.067419714|0.0|1|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.894782107|-0.090807851|-0.084663086|-49.45536962|3.888872426|178.19783940000002|0.105217893|-0.029881089|-25.11158939|0.0|-1.523935543|-26.93416438|49.6055056|53.34424204|487.3122681|5.668394116|10.68377935|0.884798257|4920.211524|66.47624804|18.5362581|0.006420439|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|3.92|3.19|0.36|17.0|-7.0|50.94|0.0|0.0|1.0|3.0|26.0|-5.23|347.45|1.0|4.08|-5.11|5.25e-06|0.0027|0.0|9.980000000000001e-08|3.47e-05|-0.02015|5.2929|4.99|4.1414|-1092.753999|-1092.727031|583.76|1040.96|299.38|0.2586|500.66|0.57885|0.6763600000000001|-0.17632|2.5083|-0.19647|0.02696794|261.0|6.5834|6.5834
12n_a30|0|0|0.0|0|7.412764017000001|2|2|0.604984682|0.0|0.0304762079999999|-0.064217094|0.040899471|-0.1144447669999999|0.0|1|0.002064369|-0.254279374|-0.0541804029999999|-0.464204099|0.669561738|0.815003426|-0.015189554|-0.149451598|0.7781502140000001|-0.083120674|-0.10528124|-52.4873066|10.77573511|85.87072848|0.221849786|-0.038674741|-41.97990569|0.0|-1.895062322|-33.14358793|76.16725916|63.2630417|491.3700419|7.385790169|13.93957316|0.887350282|6353.890039|126.6686716|30.54968688|0.0153398069999999|1496.934657|618.6004214|9.686460958|0.0|1.0|0.0|4.66|0.0|0.14|17.0|-6.9|81.65|0.0|0.0|1.0|5.0|30.0|-6.02|416.47|0.0|2.92|-5.01|4.12e-06|0.00405|0.0|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|4.07|3.4859|-1675.011418|-1674.978015|669.57|1131.65|355.67|0.1826|506.94|0.27009|0.6854|-148.0|5.3143|-0.19876|0.0334036|0.01|7983.0|7983.0
20_a4|0|0|0.0|1|7.535296702|1|1|1.399905568|2.017439295|-0.203359312|-0.00123671|0.039635417|-0.061689675|0.0|1|0.012025268|-0.098992154|-0.064248765|-0.211751813|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0.918147288|-0.060595472|-0.072188305|-29.16642156|11.03865532|63.27373076|0.081852712|-0.0273144939999999|-16.72448692|68.49419443|-1.010636274|-14.03867522|46.45917085|40.20507689|441.9318823|5.543543957000001|9.58599918|0.729218575|4085.683488|171.5531319|20.4281979|0.024334176|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|3.23|3.06|0.11|17.0|-5.55|39.94|0.0|0.0|2.0|3.0|22.0|-5.96|289.33|1.0|2.97|-3.87|0.000346|0.0388|0.0|2.79e-06|0.000806|-0.03048|5.1778|2.73|4.0419|-934.2489802|-934.2266312|517.72|861.05|306.74|0.2364|402.27|0.5152|0.66028|-0.16699|4.0681|-0.19747|0.022349042|646.0|6.1898|6.1898
11c_a5|0|0|2.930680267|0|6.605297921|0|0|1.427567332|0.0|-0.2117133739999999|-0.050049777|0.027388889|-0.0859098|0.0|1|0.005383056|-0.138950411|-0.011677718|-0.269653478|0.679183645|0.8020105409999999|0.030085871|-0.044126759|0.80472351|-0.078909483|-0.0873419269999999|-47.99592739|10.85837291|31.61751609|0.19527649|-0.0322785379999999|-32.31269264|4.089828494|-1.484812761|-29.19305715|66.02857181|58.854300300000006|489.4652669|8.88462927|16.09582374|0.811648325|5202.741647999999|178.1902995|27.76804404|0.021214793|1277.330026|523.8031619|12.90369209|1.0|1.0|1.0|2.96|2.14|0.09|23.0|-8.47|80.76|0.0|0.0|1.0|6.0|28.0|-6.59|370.4|1.0|3.0|-4.1|7.38e-05|0.0294|0.0|3.4000000000000003e-09|1.26e-06|-0.04315|4.5035|4.53|4.2087|-1218.492067|-1218.454079|636.14|1071.71|294.59|0.5327|512.32|0.60118|0.6267699999999999|-0.1713299999999999|2.5278|-0.21448|0.03798847|25.0|7.6021|7.6021
20b_a10|0|0|0.0|1|7.535296702|1|1|1.343837209|2.103422978|0.048567614|-0.073703704|0.035818182|-0.030238422|1.854149459|1|0.002637529|-0.049452599|0.019531637|-0.450145946|0.725009545|0.761071345|0.052265135|-0.022843761|0.75259177|-0.094975935|-0.088479815|-60.68950774|8.331370518|81.39248686|0.24740823|-0.033783202|-36.12803002|91.02309592|-1.85807612|-38.78052212|67.46831286|69.02087825|480.905232|7.554743755|13.838742600000002|0.8317951020000001|7173.225184999999|152.3236842|28.34404003|0.0171045989999999|1558.922202|769.1246171|10.92981783|1.0|1.0|1.0|3.54|3.15|0.11|27.0|-8.93|95.92|0.0|0.0|1.0|5.0|34.0|-6.53|447.49|1.0|3.66|-5.09|6.05e-06|0.00364|0.0|1.1699999999999999e-09|5.26e-07|-0.0578399999999999|5.9354|4.88|3.9013|-1465.62724|-1465.587932|687.84|1218.74|317.8|0.2782|482.93|0.3246|669.0|-0.16388|5725.0|-0.2217199999999999|0.03930765|1.1|5.9586|5.9586
12an_a36|0|0|3.489959714|0|7.412764017000001|2|2|0.6294007110000001|0.0|-0.05423417|-0.046532211|0.042739018|0.0966393909999999|0.0|1|0.003710345|0.170355752|-0.07550872|-0.434819796|0.906423012|0.8344566859999999|-0.009636347|-0.055405405|0.836440154|-0.073519599|-0.105145528|-49.67568778|11.69727417|82.43567331|0.163559846|-0.036995649|-48.0034364|0.0|-1.997765039|-33.56484523|81.70091433|61.37296195|565.1654879|8.773001855|15.82907093|0.8042935809999999|6162.848939|146.2760938|31.9040205|0.015771136|1722.817107|725.9470896|10.65623343|0.0|1.0|1.0|4.85|0.0|0.17|17.0|-7.05|94.5|0.0|0.0|1.0|6.0|31.0|-6.64|427.52|0.0|2.33|-4.51|1.4300000000000002e-05|0.0132|0.0|8.95e-08|3.83e-05|-0.05561|5.1771|3.37|3.7872|-1670.452238|-1670.417726|718.98|1215.98|327.38|0.6702|571.76|0.44822|0.69094|-0.15474|4.3963|-0.21035|0.0345115999999999|0.04|7.3979|7.3979
13e_a6|0|0|3.433539068|0|6.842683282|0|0|1.429020445|0.0|-0.089778965|-0.008507023|0.044021739|0.018376555|1.643912856|1|-0.001446486|0.032420935|-0.126749697|-0.462344944|0.841211811|0.765593573|0.102257199|-0.067328767|0.861676601|-0.074242826|-0.093298845|-49.62570093|12.28502792|66.59852278|0.138323399|-0.032929004|-41.68507499|0.0|-1.679379203|-33.17101912|75.42629799|61.91072885|575.965487|7.973429837999999|14.346067199999998|0.799234143|6147.8097210000005|185.4673146|30.46313253|0.019543118|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|3.51|2.79|0.08|27.0|-10.18|103.17|0.0|0.0|0.0|5.0|32.0|-6.52|417.47|1.0|3.31|-4.78|7.74e-06|0.00688|0.0|6.59e-11|2.75e-08|-0.07534|5.9885|3.36|3.2475|-1347.297639|-1347.25954|713.3|1202.5|381.78|0.8312|567.24|0.38609|0.7034199999999999|-0.1327|10.1884|-0.20804|0.03809808|12.0|7.9208|7.9208
27c_a34|0|0|0.0|1|7.412764017000001|1|1|1.4335249819999998|1.996958431|0.02583752|-0.1450543259999999|0.041728395|-0.08157574|0.0|1|-0.004694534|-0.132026575|-0.128393271|-0.543350914|0.850511415|0.783333463|-0.0360159139999999|-0.0239323839999999|0.631065353|-0.114233896|-0.12597014|-76.84420762|20.51361454|176.7076265|0.368934647|-0.042782312|-57.00328784|119.8660257|-2.26746252|-51.69246989|100.1948155|97.35782216|424.51250080000005|8.808655321|15.31184469|0.738272657|6308.331369|176.1124482|38.98592708|0.022975949|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|3.55|3.11|0.12|23.0|-7.67|104.29|0.0|0.0|1.0|6.0|32.0|-6.85|427.46|1.0|2.83|-4.45|1.7800000000000002e-05|0.0151|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|5.23|3.9186|-1426.521813|-1426.482676|709.72|1203.69|316.4|0.2385|558.04|0.68683|0.70336|-0.1589|7.6204|-0.19682|0.03913684|0.8|6.0969|6.0969
8e_a8|0|0|3.01599663|1|7.05012252|0|0|1.394799502|1.311619189|-0.018155171|-0.205927741|0.0427891159999999|-0.000766016|0.0|1|-0.004224671|-0.0015448089999999|0.090898585|-0.475941912|0.650073857|0.7233950809999999|0.02023118|-0.079493088|0.661490276|-0.115572516|-0.105450888|-70.49962428|12.87136047|106.0087621|0.338509724|-0.04393787|-39.238709|76.40535608|-2.109017754|-43.00500847|75.57562034|83.37098475|403.5112981|7.50719734|14.52755918|0.935150832|6095.6213210000005|119.9832494|33.36487904|0.0184428869999999|1601.514194|561.882658|11.25022336|0.0|0.0|0.0|3.2|2.98|0.04|23.0|-7.78|90.11|0.0|0.0|1.0|5.0|30.0|-6.14|403.41|0.0|3.71|-4.9|5.34e-06|0.00504|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|4.6303|7.22|3.2737|-1376.957298|-1376.924308|639.38|1090.07|378.73|0.3731|526.86|0.50055|0.7013|-0.13719|6.1505|-0.19972|0.03298991|19.89|4.7014|4.7014
7f_a8|0|0|2.961566988|1|7.05012252|0|0|1.394802504|1.2793830309999998|-0.139912829|-0.073219554|0.044814815|0.034392285|0.0|1|0.00084936|0.09329746|0.052081992|-0.381574707|0.515235986|0.7051689170000001|-0.048917705|0.041366689|0.770229267|-0.091890536|-0.08790841|-52.28313554|7.858266077000001|53.09327646|0.229770733|-0.040738044|-28.45850692|55.49953831|-1.670259798|-29.74763659|55.85651025|60.14140162|438.23883319999993|7.704280774|14.04331892|0.822794279|5662.145174|67.75191165|26.31197491|0.010262531|1078.790971|446.5544107|5.839092213|0.0|0.0|0.0|3.14|3.23|0.0|23.0|-8.46|61.58|0.0|0.0|1.0|3.0|28.0|-5.27|373.35|1.0|4.63|-5.5|2.09e-06|0.00118|0.0|3.5e-09|1.31e-06|-0.07492|3.8187|6.81|3.4810000000000003|-1285.196168|-1285.168078|584.99|991.61|356.17|0.3536|495.55|0.7024199999999999|0.6987399999999999|-0.14506|8.7098|-0.21998|0.02809022|35.65|4.4479|4.4479
12i _a30|0|0|0.0|0|7.412764017000001|2|2|0.604984133|0.0|0.04580336|-0.030422458|0.043848238|-0.0982344169999999|0.0|1|0.003603419|-0.172434349|-0.051371057|-0.469854551|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.8434291340000001|-0.076575246|-0.096489393|-50.00086637|10.32233418|84.78576301|0.156570866|-0.037414255|-41.13938837|0.0|-1.833298476|-32.64875738|72.59006433|60.32320054|550.7287204|8.097008872|15.56818082|0.92270764|6362.153853|126.4796844|30.29912252|0.014680721|1484.657003|652.8825454|9.585980094|0.0|1.0|0.0|4.62|0.0|0.14|17.0|-7.22|81.65|0.0|0.0|1.0|5.0|30.0|-5.75|432.93|1.0|3.11|-5.44|1.19e-06|0.00156|0.0|6.03e-08|2.61e-05|-0.05465|5.0358|4.45|3.5242|-2035.373964|-2035.339603|691.59|1167.27|351.81|0.2384|542.74|0.43157|0.68497|-0.14945|2.5397|-0.2041|0.03436093|16.0|7.8013|7.8013
16f_a32|1|1|3.354832924|0|7.765993078999999|0|0|0.609420741|0.0|0.1767304639999999|-0.054907428|0.039958333|0.008658653|2.082564316|3|-0.001202032|0.0151704889999999|-0.120440534|-0.697693907|0.801401734|0.852938445|0.085125293|-0.000510986|0.8072754790000001|-0.08168632|-0.111152081|-56.53102601|16.90955989|89.03402347|0.192724521|-0.035568666|-53.23443736|47.24868477|-1.778433296|-39.12230215|92.82839829|73.4405859|558.6750754999999|8.79158776|14.28728752|0.625108901|6235.040893|211.2572338|35.43109972|0.022983292|1771.554986|636.0251562999999|15.90558963|1.0|1.0|1.0|3.76|3.4|0.3|19.0|-7.77|149.27|0.0|1.0|1.0|9.0|29.0|-5.99|427.54|1.0|4.05|-4.97|1.12e-07|0.00457|0.0|1.7e-08|7.26e-06|-0.04997|3.6272|4.99|3.6272|-1995.307736|-1995.278839|722.06|1191.55|341.82|0.2931|603.12|0.70204|0.70204|-0.15003|3.6641|-0.2|0.02889673|9.0|8041.0|8041.0
22_a20|0|0|0.0|1|6.842683282|0|0|1.4170330269999998|1.915285809|-0.238401323|0.023539095|0.0388043479999999|0.09301076|2.041494094|1|0.008780074|0.155407313|-0.036258691|-0.177976478|0.616352201|0.7478675859999999|-0.044184455|-0.067650395|0.946515026|-0.059893667|-0.067797027|-39.00017609|8.001165067999999|9.022387025|0.053484974|-0.027118811|-28.7463017|54.71081293|-1.3559405430000002|-25.39523478|52.90592556|47.00134116|616.3298149|7.408914181|14.17638345|0.913422548|5924.626340999999|149.350479|22.91425458|0.01345209|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|3.36|3.41|0.08|27.0|-9.69|67.39|0.0|0.0|1.0|4.0|31.0|-5.58|401.46|1.0|4.24|-5.53|2.48e-06|0.0012|0.0|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|3.9732|-1275.84854|-1275.816275|694.15|1181.95|312.05|0.2636|563.43|0.38233|0.66063|-0.16176|4.8308|-0.21856|0.03226475|231.0|6.6364|6.6364
16_a47|1|1|2.890539668|0|6.605297921|0|0|1.417579067|0.0|-0.134455235|-0.1246612469999999|0.042285714|-0.08282926|1.491023983|1|-0.004153659|-0.236994128|-0.02006804|-0.3379683979999999|0.591929006|0.812131575|-0.113476605|0.081171071|0.691860453|-0.093207587|-0.092995116|-48.30620628|9.676588112|63.13219447|0.308139547|-0.034261359|-24.97833451|0.0|-1.301931629|-25.03540372|60.36423869|57.9827944|358.566882|6.855429069|13.01476838|0.898461533|4952.972679|156.55227280000005|25.44160067|0.0234786339999999|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|1.0|2.93|1.95|0.06|21.0|-8.17|66.49|0.0|0.0|1.0|3.0|25.0|-6.04|337.33|1.0|3.52|-4.42|4.56e-05|13.0|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|4.4393|2.95|4.0806|-1167.046301|-1167.0124560000002|534.69|894.43|303.84|0.3182|395.28|0.59209|0.6743899999999999|-0.16851|2.3795|-0.22568|0.03384512|1.0|9.0|9.0
3c_a49|0|0|0.0|1|7.535296702|1|1|1.343850149|2.108416128|0.034009672|-0.016347266|0.036335697|-0.04696024|1.879769411|1|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.384874446|0.666785606|0.802792677|0.005559828|0.0211518929999999|0.7963363840000001|-0.071786669|-0.074135885|-41.0524769|8.477406111|89.34479838|0.203663616|-0.0252377479999999|-24.24485565|77.29181095|-1.186174159|-23.47658531|54.85343388|49.52988301|455.3990518|6.567311051|12.60874968|0.919925763|5544.351498|207.4607002|22.64931248|0.021783913|1064.517686|542.7276591|12.45751629|1.0|1.0|1.0|3.18|2.67|0.18|21.0|-7.54|72.7|0.0|0.0|1.0|4.0|28.0|-6.93|369.42|1.0|2.86|-3.86|0.0003509999999999|0.0505|0.0|2.89e-08|1.07e-05|-0.0606|5.1584|3.99|3842.0|-1198.668772|-1198.634822|613.33|1046.53|322.71|0.4321|456.22|0.32539|0.6692100000000001|-0.15853|3.6122|-0.21913|0.03394942|87.0|7.0605|7.0605
12ab_a36|0|0|3.458948649|0|7.412764017000001|2|2|1.297042596|0.0|-0.064515677|0.000258844|0.039951691|0.035377607|0.0|1|0.002112069|0.0618552579999999|-0.096853381|-0.4186639029999999|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.8410557559999999|-0.079202413|-0.095025338|-54.63243106|16.62527454|116.6804416|0.158944244|-0.033434841|-45.21303385|15.55386871|-1.805481415|-37.68448987|82.3666474|71.2577056|580.1454645|7.821826146|15.18764075|0.941700118|6314.697413|221.4026852|33.96451406|0.024384271|1834.083759|708.5476357999999|16.81984117|0.0|1.0|0.0|4.86|0.0|0.17|17.0|-7.05|92.99|0.0|0.0|1.0|6.0|32.0|-7.21|420.47|0.0|1.8|-3.91|0.0001199999999999|0.0515|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|3.23|3.8845|-1364.509957|-1364.468283|712.73|1201.64|319.17|0.4451|564.58|0.69294|0.69294|-0.15699|3.6976|-0.2093699999999999|0.04167456|11.0|7.9586|7.9586
47t_a18|0|0|0.0|0|7.03438793|1|1|1.25117758|0.0|0.1115820769999999|-0.161517185|0.03672956|0.018018036|0.0|0|-0.004985656|0.027313444|-0.068787175|-0.600890268|0.704602886|0.750103977|0.005590928|-0.074774521|0.67203319|-0.119202068|-0.103295568|-79.78154029|9.415011332|280.622476|0.32796681|-0.040580402|-46.27207168|78.43695402|-2.272502492|-53.39751484|80.00407742|89.19655162|449.789539|8.780037801|17.48280476|0.991199259|6603.597038|130.8263901|33.75918118|0.016238994|1890.514146|747.6927426|10.86870356|0.0|1.0|0.0|3.86|0.0|0.15|18.0|-7.51|110.56|1.0|0.0|1.0|7.0|33.0|-6.46|441.48|0.0|2.15|-4.77|2.65e-06|0.0075299999999999|0.0|3.09e-08|1.36e-05|-0.06822|3.1164|9.4|3.1164|-1470.873743|-1470.836067|703.76|1218.95|397.84|0.5502|601.36|0.6895100000000001|0.6895100000000001|-0.12692|7.7656|-0.19514|0.03767603|782.0|6.1068|6.1068
1j_a5|0|0|2.9426852410000004|0|6.605297921|0|0|1.427567371|0.0|-0.2031633169999999|-0.010620031|0.025987654|-0.115553003|0.0|1|0.006957291|-0.190920568|-0.010807075|-0.2470489089999999|0.74740095|0.7862755770000001|-0.084090414|-0.0614852279999999|0.847163872|-0.073803258|-0.074505844|-39.64241895|10.57633738|73.73338699|0.152836128|-0.027258236|-21.49609451|1.471030887|-1.117587665|-21.29338752|54.3827755|50.21875634|455.0425806|7.328149934|13.80288876|0.883543443|4618.562904|205.997426|23.74961767|0.026739895|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|2.76|2.66|0.05|23.0|-8.14|63.69|0.0|0.0|1.0|4.0|25.0|-6.15|328.37|1.0|3.19|-4.2|9.27e-05|0.0206|0.0|7.190000000000001e-09|2.36e-06|-0.03832|4.4331|2.61|4.1205|-1065.849941|-1065.817476|572.47|959.39|300.89|0.5115|445.81|0.66182|0.6449|-0.16813|2.2503|-0.20645|0.03246499|24.0|7.6198|7.6198
