molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|RPCS|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12l_a30|0|0|0.0|-4.712037416|0|2|2|0.60498366|-0.015371073|-0.274237737|2|0.044036281|-0.102468864|-0.876151158|-0.00695299|10.31162828|1|-0.004395528|-0.077457998|-0.226973911|-0.640870513|1|0.830875659|-0.045411075|0.593245722|0.834279405|-0.0905026719999999|-0.109810463|0.37422435|-63.31694493|10.78883933|103.5499036|0.165720595|115.9404641|1.697908189|-44.29742723|88.64610824|-31.88960104|74.10578426|0.462727396|3306.001879|583.6736326|-22.31041443|0.178184921|9.258542907|17.23248653|0.861252543|7576.362669|-1182.451965|696.6414817000001|11.82116027|1.0|0.0|0.0|1.0|4.72|0.0|0.17|-7.18|4.43|90.88|2.0|0.0|1.0|-6.7|34.0|8.0|-5.66|482.48|0.0|0.0|0.0|3.42|0.000579|5.05|0.0|6.61e-08|3.19e-05|5.52|3.5245|-1988.033039|729.17|1223.54|351.78|0.2294|245.74|574.72|0.68488|0.1574|-0.14944|2.5031|0.03406276|61.0|7.2154|7.2154
12bh_a36|1|0|3.50075137|0.0|0|2|2|1.297043258|-0.006687484|-0.047482048|2|0.044197531|0.001012669|-0.401249012|0.003676818|10.94728093|1|0.0045625|-0.101854847|-0.169994208|-0.43574839|1|0.78699829|-0.211972014|0.857993338|0.833491953|-0.070687668|-0.09959401|0.317612728|-47.04367494|11.73109101|83.08294358|0.166508047|110.81353529999998|0.0|-31.30825225|76.46867897|-23.6718811|58.77476595|0.482052584|2773.193279|554.7010591|-15.75398235|0.216705778|7.545637217999999|14.56834609|0.930697921|5957.443236|-882.2230117|729.1873176|10.18741188|1.0|0.0|0.0|2.0|4.95|0.0|0.21|-7.34|3.76|69.2|1.0|0.0|1.0|-4.54|31.0|4.0|-6.38|409.49|0.0|1.0|1.0|2.42|0.0102|3.41|0.0|4.55e-08|1.86e-05|3.79|3.6255|-1311.589612|715.94|1208.61|341.97|0.4386|319.46|575.23|0.7039|11.0|-0.14915|5.8338|0.03071385|14.0|7.8539|7.8539
1a_a18 (SB-431542)|1|0|3.3674017380000003|0.0|0|1|1|1.430935835|-0.015636898|-0.175408303|1|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|10.94959842|1|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.7462411859999999|-0.08530265|0.795744863|0.5940412860000001|-0.126408788|-0.122555709|0.210046675|-74.98172333|19.58668728|160.410387|0.405958714|240.8019609|105.3125675|-44.47680367|87.15852628|-27.46300805|94.56841061|0.472443977|2678.82389|352.3666367|-16.29019397|0.2468003389999999|7.52384981|14.26170773|0.895533283|5748.422847|-733.0587287000001|513.4628663999999|14.4623285|1.0|1.0|1.0|2.0|3.25|2.35|0.05|-7.69|4.04|103.12|1.0|0.0|1.0|-4.52|29.0|5.0|-6.73|384.39|0.0|0.0|1.0|2.85|0.0218|2.7|0.0|2.03e-08|7.81e-06|4.57|3295.0|-1292.588031|620.23|1048.7|376.27|0.5767|324.5|464.08|0.69868|0.3347|-0.13329|5.9926|0.03494548|125.0|6.9031|6.9031
8k_a46|0|0|0.0|0.1337610719999999|1|1|1|0.300205953|-0.006208399|-0.380857136|2|0.038616352|-0.061030265|-0.397337564|-0.002099764|10.31928125|1|0.002202734|-0.030019362|-0.050069565|-0.510222233|2|0.786206898|0.095179795|0.687020939|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|-61.98124174|6.774333772|104.0919365|0.261823161|187.86239430000003|19.34993627|-44.4725532|70.036452|-23.74966689|68.75557551|0.4938768979999999|3351.548891|529.6539372999999|-17.04077386|0.173430886|8.070811215|15.94634031|0.975803904|7352.280688|-1022.446432|865.6610153999999|8.080799245|1.0|0.0|1.0|2.0|3.94|2.82|0.24|-8.66|2.94|124.17|1.0|0.0|1.0|-5.74|34.0|6.0|-6.75|474.58|0.0|0.0|0.0|3.29|0.00355|3.45|0.0|2.17e-09|1.03e-06|7.63|4.1034|-1845.304274|742.04|1302.56|302.15|0.1354|246.1|642.39|0.5577300000000001|0.1166|-0.16967|3.4118|0.04718819|147.0|6.8327|6.8327
47u_a18|0|0|0.0|0.0|0|1|1|1.251177393|-0.010219187|-0.0872206669999999|0|0.035393939|0.008108241|-0.633589579|-0.000829573|10.94702032|0|0.00082284|-0.126628013|-0.1904128389999999|-0.539738821|0|0.7517870059999999|-0.0112778039999999|0.646724968|0.741066474|-0.090364489|-0.092271172|0.33777918|-62.99873374|14.42377665|86.37253771|0.258933526|180.5187465|77.59162925|-43.92035521|79.06741651|-23.98671253|77.42251040000001|0.483819806|2965.254516|516.6437614|-16.72263667|0.278162537|9.18142206|17.78724206|0.937307962|6837.350959|-986.6355633|818.9389171|14.73941472|0.0|0.0|0.0|2.0|3.98|0.0|0.19|-8.2|3.15|99.56|3.0|1.0|1.0|-5.69|34.0|4.0|-6.31|455.51|0.0|0.0|0.0|2.6|0.00472|3.9|0.0|6.34e-09|2.89e-06|9.34|3.1186|-1510.182477|738.53|1282.66|397.57|0.5849|397.57|646.45|0.69143|0.5849|-0.12717|4.4624|0.02892505|1.97|5.7055|5.7055
16g_a32|1|1|3.363965155|0.0|0|0|0|0.609420729|-0.013775701|-0.0429252429999999|0|0.03898374|-0.049658216|-0.771439265|-0.002456725|10.31100263|3|-0.00030659|-0.117577419|-0.202656848|-0.696926204|0|0.83902731|-0.026098259|0.762429418|0.8206422409999999|-0.078387439|-0.105500574|0.542303725|-57.77542509|17.659402|90.88837862|0.1793577589999999|132.1955522|43.37912747|-42.58335004|94.54074206|-24.94161377|75.43482709|0.3972359179999999|2833.521937|604.8539801|-18.38320476|0.313667656|9.3963701|15.58880229|0.65902387|6372.261243999999|-974.3098525|701.9321161|16.78159325|1.0|1.0|1.0|2.0|3.87|3.42|0.33|-8.16|6.81|149.27|3.0|0.0|1.0|-7.51|30.0|5.0|-5.69|441.57|1.0|0.0|1.0|4.37|0.00213|4.65|0.0|6.890000000000001e-09|3.04e-06|5.38|3.6161|-2034.621991|752.29|1245.25|342.86|0.2879|342.86|639.49|0.70222|0.2879|-0.14968|3.7346|0.02895494|11.0|7.9586|7.9586
3b_a32|1|1|3.3653429710000005|0.0|0|0|0|0.609420808|-0.007388108|-0.064476472|0|0.042528736|-0.0411430079999999|-0.265971895|-0.001282231|10.31100281|3|0.00020567|-0.0791178979999999|-0.151445075|-0.536470812|0|0.800396027|0.094335058|0.7725667079999999|0.8407393809999999|-0.073068133|-0.100355499|0.2719741|-35.8437493|7.180211702|74.63320519|0.159260619|78.12568166|0.0|-17.58323784|56.82775081|-16.40987746|43.023961|0.460751087|2092.213643|412.4267349|-8.049905042|0.2358716619999999|5.765940603|10.69254007|0.854431185|4448.251276|-265.6468664|323.0421997|7.59811844|1.0|1.0|1.0|1.0|3.11|2.57|0.13|-6.5|6.25|110.94|1.0|0.0|1.0|-5.73|21.0|3.0|-5.57|312.41|0.0|0.0|1.0|3.68|0.00697|3.71|0.0|3.19e-07|9.97e-05|2.45|3.5545|-1594.121087|524.46|857.0|348.81|0.2905|348.81|396.83|0.70257|0.2905|-0.1474099999999999|3.5719|0.02589511|6.0|8.2366|8.2366
IN1233_a59|1|0|3.463603867|0.0|0|0|0|1.400923654|-0.008841844|-0.12050413|2|0.0396875|0.163548857|-0.5039851160000001|-0.005614194|10.93301779|1|-0.004071701|0.001996439|0.003282792|-0.597167441|2|0.74801464|-0.107446431|0.778639593|0.7613246490000001|-0.092761756|-0.095213818|0.356444983|-61.73167061|7.208329477|318.5587088|0.238675351|158.8351574|83.1557517|-41.08157616|72.32484741|-23.91074854|68.94000009|0.483639625|2809.840422|506.6510632|-15.91227368|0.1892041019999999|8.011984402000001|15.51626497|0.936631949|6206.818668|-843.3505049|712.1606951|8.961363774|1.0|1.0|1.0|2.0|3.48|2.76|0.08|-10.0|5.54|97.55|2.0|0.0|0.0|-5.59|32.0|4.0|-6.13|419.48|0.0|0.0|1.0|3.78|0.0029|3.85|0.0|9.93e-11|4.17e-08|5.35|3.5355|-1352.351584|703.47|1204.16|350.69|0.2623|237.54|531.14|0.6953699999999999|0.2011|-0.14684|5.4004|0.02473496|34.0|7.4685|7.4685
12aw_a36|1|0|3.28940051|0.0|0|2|2|1.297044239|-0.008293935|-0.115864198|2|0.043383838|0.066435701|-0.4478724979999999|-0.006877664|10.96021804|1|-0.004358975|-0.098027247|-0.250781298|-0.4191703539999999|1|0.836170906|-0.022464907|0.632625562|0.706174871|-0.088516379|-0.114701005|0.373775982|-56.73814908|14.76755422|54.50894809|0.2938251289999999|188.3390873|1.343623915|-36.36860892|87.37742985|-26.46800754|71.5057033|0.47322369|2901.451841|452.6513136|-16.96573876|0.250947713|7.545677222999999|14.32425315|0.898338973|6370.06138|-848.2869380000001|593.6088758|13.8551867|1.0|0.0|0.0|2.0|4.73|0.0|0.14|-7.12|3.55|69.2|1.0|0.0|1.0|-3.99|31.0|6.0|-6.8|417.41|0.0|1.0|0.0|2.44|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|3.66|3.8763|-1431.404673|666.09|1120.43|319.85|0.4088|237.0|507.71|0.69109|0.3892|-0.15688|4.8181|0.03134789|9.0|8.0458|8.0458
19i_a38|1|0|3.169368622|0.0|0|2|2|1.297043925|-0.008447598|-0.115864198|2|0.043197531|0.08414367|-0.4561702689999999|-0.006877664|10.96052467|1|-0.004358975|-0.098027247|-0.250781298|-0.430016467|1|0.836170906|-0.040954326|0.632625562|0.747158407|-0.08347616|-0.113250303|0.4748744179999999|-51.15830416|13.83587388|137.7658863|0.252841593|154.953787|10.71501217|-31.35232957|82.98550237|-24.98593175|64.99417804|0.444551315|2896.470706|457.89548719999993|-15.31261014|0.258076158|6.690507557999999|12.04523072|0.800346329|6744.7785650000005|-765.6305068|593.6088758|13.5801364|1.0|1.0|1.0|3.0|4.8|2.88|0.14|-7.12|3.55|81.23|1.0|0.0|1.0|-4.25|31.0|5.0|-6.81|419.43|0.0|0.0|1.0|3.04|0.0196|2.88|0.0|7.599999999999999e-08|3.19e-05|3.66|3.6129|-1431.415351|641.31|1101.03|343.17|0.2156|217.36|457.26|0.69267|0.1886|-0.14872|6.6636|0.03110827|13.0|7.9031|7.9031
1j_a5|1|0|2.9426852410000004|0.0|0|0|0|1.427567371|-0.003981454|-0.010620031|2|0.025987654|-0.115553003|-0.175183967|0.00683534|10.9487794|1|0.006957291|-0.010807075|-0.0178558139999999|-0.2470489089999999|2|0.7862755770000001|-0.084090414|0.717355058|0.847163872|-0.073803258|-0.074505844|0.35883584|-39.64241895|10.57633738|73.73338699|0.152836128|82.09385267|1.471030887|-21.29338752|54.3827755|-14.64139152|50.21875634|0.469085779|2242.805131|455.0425806|-7.86442482|0.383510433|7.328149934|13.80288876|0.883543443|4618.562904|-322.4414176|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|2.76|2.66|0.05|-8.14|4.5|63.69|0.0|0.0|1.0|-4.03|25.0|4.0|-6.15|328.37|0.0|1.0|1.0|3.19|0.0206|3.03|0.0|7.190000000000001e-09|2.36e-06|2.61|4.1205|-1065.849941|572.47|959.39|300.89|0.5115|279.68|445.81|0.6449|0.1644|-0.16813|2.2503|0.03246499|24.0|7.6198|7.6198
6_a27|1|0|2.6137160880000003|0.0|1|0|0|1.404458667|-0.007874167|-0.072298665|2|0.042942943|-0.237047381|-0.330715016|0.00526746|10.93737136|1|0.0058042269999999|-0.1044763|-0.179319226|-0.541168953|2|0.787663648|-0.1322552659999999|0.650575651|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|-38.92545695|10.17466399|125.8234721|0.214952384|106.4156743|61.10118428|-19.27068071|52.66373343|-17.14169035|49.10012093|0.47262982|2196.1151210000003|388.6505938|-8.486272674|0.2251796019999999|5.010042219|9.500048379|0.896201262|4761.820508|-330.96463430000006|373.9912084|8.095338503999999|0.0|0.0|0.0|1.0|3.0|2.49|0.11|-6.67|3.48|76.46|0.0|0.0|1.0|-3.62|24.0|4.0|-6.55|317.34|0.0|1.0|1.0|2.71|0.0485|2.37|0.0|2.16e-07|6.86e-05|4.27|4.1391|-1043.831559|526.9|896.68|299.55|0.1915|223.61|401.49|0.61083|163.0|-0.17007|2.7521|0.02494141|1.0|9.0|9.0
8b_a12|0|0|0.0|0.0|0|1|1|1.283836078|-0.012630509|-0.1676879319999999|2|0.03977208|0.028584223|-0.618894925|-0.010117477|10.95438057|0|-0.007926474|0.003898807|0.006468729|-0.659952678|1|0.7407532059999999|-0.010950243|0.856390139|0.740926309|-0.1053827859999999|-0.116554734|0.4384536329999999|-60.97837482|6.513753986|319.0086845|0.259073691|149.9096134|76.80174559999999|-35.28434152|72.85978933|-26.39069094|67.49212879999999|0.480938153|2388.888334|428.7273481000001|-15.27062922|0.111063646|6.373278096|12.27845608|0.926552694|5217.318476|-702.4489440000001|510.3677388|5.416912474|0.0|1.0|1.0|2.0|4.11|2.57|0.1|-7.45|3.11|80.37|1.0|0.0|1.0|-4.1|27.0|4.0|-6.51|355.39|0.0|0.0|0.0|2.51|0.0346|2.76|0.0|3.56e-08|1.26e-05|5.11|3.7446|-1159.405202|611.93|1020.47|331.1|0.3179|293.37|460.08|0.57773|127.0|-0.15294|4.2554|0.03936706|263.0|6.58|6.58
14a_a5|1|0|2.948727373|0.0|0|1|1|1.226142247|-0.0053665219999999|-0.005002101|3|0.027375887|-0.132625457|-0.316624785|0.002956745|10.9488747|1|0.003668464|-0.010147323|-0.016337128|-0.36152442|2|0.79661948|0.144729708|0.71006207|0.7909255559999999|-0.080875277|-0.078681402|0.4398855029999999|-54.69145586|11.74431806|134.62273080000003|0.209074444|141.38542919999998|55.04914434|-36.98479273|69.71575554|-18.38089729|66.43577392|0.470085022|2836.468636|534.8590069|-12.42997952|0.370216665|8.424031251|15.89694877|0.88709518|6177.303329|-683.6488737000001|723.0631751|16.50789498|0.0|1.0|1.0|2.0|3.24|2.41|0.2|-8.84|4.56|92.79|1.0|0.0|1.0|-4.15|32.0|5.0|-7.08|425.48|0.0|0.0|1.0|3.05|0.0256|2.55|0.0|1.45e-09|6.16e-07|4.3|4.1501|-1390.592722|692.8|1195.01|298.75|0.5853|298.75|508.64|0.65789|0.5853|-0.1676|2.7115|0.04629687|112.0|6.9508|6.9508
3_a20 (SB-525334)|1|0|3.502142227|-0.08980269|0|0|0|1.183765089|-0.005492814|-0.053897691|2|0.0526353279999999|0.001821898|-0.274640708|0.001924142|10.95053359|1|0.0033523629999999|-0.169090412|-0.277724429|-0.500412918|2|0.7186587|0.087932573|0.7835436240000001|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|-34.52869143|6.965173618|43.70154849|0.1243352319999999|70.23182172|0.0|-19.50382741|58.45718743|-16.53287135|41.49386505|0.457398769|2243.481559|494.6267525|-9.33873414|0.215089498|5.943823875|10.9543133|0.8429740729999999|4905.195832|-438.9205046|520.6749407|6.654190521|1.0|1.0|1.0|1.0|3.37|2.82|0.24|-8.39|5.2|67.35|1.0|0.0|1.0|-4.85|26.0|4.0|-5.74|343.42|0.0|1.0|1.0|3.63|0.00647|3.74|0.0|4.07e-09|1.4e-06|3.9|3.1728|-1086.585811|605.71|1030.31|390.77|367.0|248.86|498.74|0.70168|0.1171|-0.13417|3.7291|0.02096048|162.0|6.7905|6.7905
13g_a6|1|0|3.457632039|0.0|0|0|0|1.424099171|-0.006574579|0.004767264|2|0.043020833|0.03536788|-0.381325604|-0.002407131|10.95053423|1|-0.000644109|-0.12414699|-0.215607882|-0.46487852|2|0.774238891|0.095969451|0.789769968|0.871972049|-0.074216821|-0.091949419|0.2141642839999999|-51.67543048|12.28038897|68.57626488|0.128027951|89.14285747|0.0|-35.98038956|76.50577593|-22.52633766|63.95581946|0.444443571|2929.039254|607.1336751|-15.68456028|0.264266646|7.968172425|14.34268783|0.7999971709999999|6332.20768|-846.9662551000001|744.1359788|12.48355309|1.0|1.0|1.0|2.0|3.61|2.34|0.12|-10.57|5.41|103.17|2.0|0.0|0.0|-5.56|33.0|5.0|-6.31|431.49|0.0|0.0|1.0|3.47|0.0038|3.7|0.0|2.67e-11|1.15e-08|3.83|3.2472|-1386.611265|739.55|1253.71|381.82|0.8442|207.09|592.49|0.7034100000000001|0.0105|-0.1327|10.1708|0.03802398|119.0|6.9245|6.9245
1_a6 (SB-431542)|1|0|3.3674017380000003|0.0|0|1|1|1.430935835|-0.015636898|-0.175408303|1|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|10.94959842|1|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.7462411859999999|-0.08530265|0.795744863|0.5940412860000001|-0.126408788|-0.122555709|0.210050443|-74.98172333|19.58668728|160.410387|0.405958714|240.8019609|105.3125675|-44.47680367|87.15852628|-27.46300805|94.56841061|0.472445176|2678.823231|352.3666367|-16.29019397|0.2468003389999999|7.523839331|14.26172029|0.895537592|5748.417262|-733.0587287000001|513.4628663999999|14.4623285|1.0|1.0|1.0|2.0|3.25|2.35|0.05|-7.69|4.04|103.12|1.0|0.0|1.0|-4.52|29.0|5.0|-6.73|384.39|0.0|0.0|1.0|2.85|0.0218|2.7|0.0|2.03e-08|7.81e-06|4.57|3295.0|-1292.588032|619.92|1049.69|376.28|0.5765|324.5|464.07|0.69868|0.3346|-0.13329|6.0113|0.03494577|1542.0|5.8119|5.8119
33_a47|0|1|0.0|0.0|1|0|0|1.409403453|-0.004263267|-0.085712613|3|0.034691358|-0.11544858|-0.183320497|0.002212256|10.98214099|1|0.003634698|-0.147591116|-0.338113214|-0.270498605|3|0.82821379|0.065468525|0.607650682|0.8197001309999999|-0.060080724|-0.083739854|0.404334141|-32.1568697|11.96072985|30.94680001|0.1802998689999999|96.50148984|0.0|-17.2112484|60.65229445|-14.56646493|44.11759955|0.4607629339999999|2311.28828|438.726241|-7.79637597|0.42318652|6.979305126|12.94292541|0.854471925|4889.09585|-311.85503880000005|388.178924|15.83240237|0.0|1.0|1.0|1.0|3.08|2.76|0.11|-7.08|2.96|68.52|0.0|0.0|1.0|-3.26|25.0|5.0|-6.78|334.35|0.0|1.0|1.0|2.69|0.0643|2.19|0.0|8.339999999999999e-08|2.79e-05|2.06|4.1869|-1123.16428|566.29|934.34|296.13|0.2566|296.13|423.52|0.67508|0.2566|-0.15985|4.5647|0.02924367|4.0|8.4|8.4
12i_a36|1|0|3.27619957|-4.787087299|0|2|2|1.2401347459999998|-0.016027043|-0.29543904|2|0.0438779959999999|0.048138468|-0.929568494|-0.011700732|10.96020192|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.608318386|1|0.820041835|0.141564781|0.624142499|0.830964232|-0.0850745409999999|-0.117424873|0.332782117|-54.81607619|12.71877085|108.3973956|0.169035768|108.9148111|0.52902639|-35.3196406|90.11282843|-29.42347522|67.53484704|0.460246812|3231.030388|535.4151566|-18.95842684|0.230870141|7.549683919|13.98728916|0.8526986440000001|7707.634338|-1023.755049|672.4630346|14.45246358|1.0|0.0|0.0|2.0|4.8|0.0|0.17|-7.14|3.31|78.43|2.0|0.0|1.0|-5.2|34.0|8.0|-6.4|465.43|0.0|0.0|0.0|2.65|4.0|3.86|0.0|7.24e-08|3.37e-05|4.86|3.7496|-1645.2030949999998|666.79|1172.5|330.66|0.5402|237.08|504.47|0.70134|0.1516|-0.1541|5.1836|0.03165678|12.0|7.9208|7.9208
7_a15|0|0|0.0|0.0|0|0|0|1.419941457|-0.010310394|-0.038088878|1|0.035075075|0.145944639|-0.494898891|-0.0013239329999999|10.95880715|0|0.002150323|-0.211522056|-0.310081401|-0.335491052|1|0.70084115|0.154068618|0.8115121240000001|0.841400327|-0.074406877|-0.110819329|0.403524276|-41.29775265|20.31436245|103.8062879|0.158599673|88.02694557|56.30310755|-22.92132733|85.26222186|-14.70834175|61.6121151|0.396557391|2330.667514|466.9990754|-8.163512395|0.551335598|6.01738192|9.971755103|0.657158418|5097.868552|-375.5215702|474.9756287|23.75461091|1.0|1.0|1.0|1.0|3.16|3.14|0.15|-7.19|3.38|61.84|2.0|0.0|1.0|-4.83|26.0|5.0|-5.72|352.38|0.0|1.0|1.0|3.35|0.0113|3.84|0.0|6.41e-08|2.26e-05|2.78|3.7495|-1184.385377|580.73|1000.95|330.67|0.3463|279.33|499.86|0.70497|0.0169|-0.15605|1.1115|0.01827873|227.0|6644.0|6644.0
15d_a10|0|0|0.0|0.0|1|2|2|1.343850133|-0.002831383|0.0370874879999999|3|0.031742919|-0.059217023|-0.184039927|0.010215823|10.92970801|1|0.011249462|-0.1786649189999999|-0.280243276|-0.1945202089999999|2|0.745184875|0.02497303|0.71456262|0.87609771|-0.057588609|-0.070612242|0.565801561|-38.80896881|15.37766538|67.59624856|0.12390229|83.49776405|141.0919598|-26.15336742|66.95020436|-12.68949225|54.18663419|0.473858537|2967.522813|590.402322|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|6511.656447|-513.0869954|825.4425942|19.36460841|0.0|1.0|1.0|0.0|3.71|4.01|0.35|-7.82|4.14|65.3|1.0|0.0|1.0|-3.78|33.0|6.0|-7.04|441.52|0.0|1.0|0.0|3.18|0.0182|2.75|0.0|1.5e-08|6.62e-06|2.05|3.8591|-1430.8144619999998|737.09|1266.87|321.28|312.0|221.39|565.91|0.6814100000000001|0.0856|-0.15916|3.3831|-0.23696253|69.0|7.1612|7.1612
3n_a32|1|1|3.616639267|0.0|0|1|1|0.609420754|-0.00615216|-0.01504795|1|0.035643275|-0.056907012|-0.295303659|0.000609539|10.3110027|3|0.002379137|-0.086764744|-0.153506065|-0.435658951|0|0.816774665|-0.018016496|0.762657782|0.840041782|-0.074507943|-0.092745182|0.287402381|-42.83673428|10.86481886|121.6040686|0.159958218|91.96452611|0.0|-24.62805609|65.41881458|-15.75418035|53.70155314|0.456693072|2526.071154|482.963897|-9.057526067|0.351066886|6.369579712999999|11.72372261|0.840580248|5553.014016|-398.5311469|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|3.51|3.29|0.32|-6.96|6.71|120.17|2.0|0.0|1.0|-5.96|26.0|4.0|-5.98|382.5|0.0|0.0|1.0|4.07|0.0047|3.74|0.0|1.1e-07|4.19e-05|2.57|3.5459|-1825.378576|614.67|1036.75|349.65|0.2839|349.65|464.67|0.7028399999999999|0.2839|-0.1472099999999999|3.5849|0.02901944|21.0|7.6778|7.6778
14t_a23|0|1|0.0|0.0|2|0|0|1.197962538|-0.005383494|-0.024472753|2|0.045277778|0.073534004|-0.290708696|0.01269616|10.31321779|2|0.01180744|-0.074441567|-0.136106024|-0.4515027279999999|2|0.7629258809999999|0.113493155|0.6906097959999999|0.920956836|-0.0553915009999999|-0.079253435|0.361071229|-36.09926385|11.36130649|36.6149406|0.079043164|51.51331913|42.20767549|-23.52629623|61.0040156|-21.69314909|47.46057034|0.465981891|2878.4071670000003|600.1979272000001|-14.13766923|0.2000541589999999|7.55064865|14.13931199|0.872595673|6523.656379|-706.8834616|666.0036144999999|9.353660614|0.0|0.0|1.0|1.0|3.52|3.49|0.09|-7.78|3.88|105.02|2.0|1.0|1.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|0.0|3.78|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|3.79|3.2060000000000004|-1669.240512|692.08|1184.43|386.72|0.2061|311.09|534.86|0.68886|0.0003|-0.15625|5.8672|0.02135191|4.0|8.3979|8.3979
12l_a36|1|0|3.426092687|0.0|0|2|2|1.297044247|-0.0076430169999999|-0.008712073|2|0.039061728|0.128666217|-0.4203659179999999|-0.000143196|10.95423322|1|0.001194592|-0.098598933|-0.175397741|-0.428857427|1|0.8174432229999999|-0.041707369|0.8212311840000001|0.84381923|-0.079972189|-0.107815735|0.3827446779999999|-52.05361632|14.33450402|39.27257375|0.15618077|101.6575135|1.281955437|-33.88151556|83.76912404|-24.7683114|66.38812034|0.4619814279999999|2843.514589|549.2389652|-16.12160667|0.262041641|7.471134223|13.88638723|0.8586718990000001|6121.6555530000005|-822.2019402000001|642.3830552000001|13.59224175|1.0|0.0|0.0|2.0|4.78|0.0|0.13|-6.66|2.75|92.99|1.0|0.0|1.0|-4.57|31.0|5.0|-6.68|406.44|0.0|0.0|0.0|1.77|0.0206|2.95|0.0|2.21e-07|8.97e-05|2.98|3.8619|-1325.194654|686.83|1155.07|321.05|0.4524|321.05|530.75|0.6925|0.4524|-0.15869|5392.0|0.03508404|0.02|7699.0|7699.0
4l_a46|0|0|0.0|0.171853072|1|1|1|1.134637095|-0.004736212|-0.075241716|1|0.049498645|-0.067419714|-0.255755434|0.0066560469999999|10.94631401|1|0.006162668|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.726535412|-0.001318857|0.7936534740000001|0.892158627|-0.09094885|-0.085194597|0.291762764|-51.45056667|3.721888783|177.7681018|0.107841373|61.00681586|0.0|-29.10603933|51.66342604|-17.01011822|55.17245545|0.409308207|2165.620022|504.7020036|-9.6227739|0.116549199|5.80829255|9.833034117|0.692930243|4865.794981|-490.7614689|579.2365607|3.468091068|1.0|1.0|1.0|1.0|3.92|3.19|0.36|-7.0|4.64|50.94|1.0|0.0|1.0|-5.28|26.0|3.0|-5.23|347.45|0.0|1.0|1.0|4.08|0.0027|4.49|0.0|9.980000000000001e-08|3.47e-05|4.99|4.4542|-1092.745692|612.39|1057.06|278.36|0.2504|229.55|526.77|0.68584|0.1523|-0.18567|2.6588|0.03506136|98.0|7.0088|7.0088
