molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|DPSA5|DPSA3|TASA|WNSA4|FPSA1|GeomRadius|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
1d_a5|1|0|2.79978458|-4.455320158|0|0|1.217311475|0.0|-0.006252818|4.59511985|-0.308010841|0.030074074|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|1|1|-0.000700145|-0.389011185|0.004923698|-0.38633065|0.7595197290000001|-0.015804188|0.821309592|0|0.8965037640000001|-0.088396743|-0.086213657|0.6271150670000001|0.007937625|4.288788702|204.4506579|0.1034962359999999|-0.036640804|-25.16889922|2.317281143|56.83734591|52.05055075|484.3911442|-10.69678217|0.229495885|6.116537519|123.9992274|-427.8712868|25.69414151|0.018980039|-292.3128788|1027.76566|403.396385|0.0|2.92|2.19|23.0|5.48|54.46|2.0|95.49|0.0|1.0|4.0|27.0|-5.73|366.34|0.0|1.0|4.15|0.00589|1.0800000000000002e-05|0.00396|0.0|4.8725|3.58|4.6112|-1288.306458|951.63|254.46|414.59|0.41781|0.5764600000000001|3.7798|-0.23519|0.03392008|-1288.253849|9333.0|5.03|5.03
12ab_a30|0|0|0.0|0.0|0|2|0.604983638|0.0|-0.008528077|5.351858133|-0.030346359|0.043854875|0.0|-0.520212725|0.003529389|0.038312857|10.31162784|1|1|0.005111479|0.03046828|-0.207153446|-0.384942092|0.809127478|0.026596859|0.855880335|0|0.7997534890000001|-0.082740301|-0.1008879709999999|0.4605456229999999|0.031588146|22.23130678|119.79740259999998|0.200246511|-0.031859359|-49.97135112|15.64609074|92.49334877|80.46280277|562.8556061|-15.78042667|0.3960470239999999|8.44310703|278.7324985|-899.4843201|37.1257096|0.030534507|-146.321375|2116.165447|792.3440337000001|1.0|4.87|0.0|17.0|3.94|100.11|2.0|140.26|0.0|1.0|7.0|33.0|-6.39|458.54|0.0|0.0|2.52|0.00113|9.94e-06|0.00456|0.0|4.8018|3.34|3.4919|-1804.79081|1275.19|258.2|613.7|0.46561|0.68324|6.9089|-0.19672|0.03368522|-1804.589076|17.0|7.7825|7.7825
17f_a50|0|1|0.0|0.0|2|1|1.349854916|4.305828452|-0.002205848|5.82008293|0.022892513|0.03135101|2.187498662|-0.125733326|0.012475826|-0.028989535|10.94501702|2|2|0.0129274519999999|-0.275290802|-0.407467272|-0.204651539|0.7851209440000001|-0.2257632789999999|0.8314734309999999|1|0.911458734|-0.047333916|-0.074859564|0.333180181|0.016414675|10.09339793|6.382846132999999|0.088541266|-0.026836447|-28.30463221|6.206439227000001|55.9791334|39.19906437|560.4567739|-10.14694362|0.278877895|7.200480876|171.48226169999998|-537.7880119|22.88344084|0.01617809|-271.9363523|1212.822364|652.6793116|1.0|3.81|2.97|20.0|2.87|51.77|1.0|116.81|0.0|1.0|6.0|29.0|-6.64|384.48|1.0|1.0|2.92|102.0|7.57e-05|0.0291|0.0|4.0664|2.5|4.0664|-1219.220465|1146.22|304.9|564.52|0.6573899999999999|0.6573899999999999|6.1931|-0.20148|0.0276719|-1219.02507|398.0|6.4001|6.4001
12f_a36|1|0|3.50900085|0.0|0|2|1.297042537|0.0|-0.006773586|5.351858133|-0.032343041|0.039061728|0.0|-0.40641518|0.003676818|0.012286423|10.95389399|1|1|0.0045625|0.182557897|-0.169994208|-0.438198895|0.821599443|-0.1188384119999999|0.8700396090000001|0|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|0.01784834|11.77610852|43.53853176|0.156443092|-0.035813075|-43.65234724|7.769727312|76.51015325|58.64442871|556.5681681|-15.59012402|0.219698129|7.416874811|144.9540437|-873.0469447999999|30.28188764|0.015685228|-369.879252|1695.785708|729.1873176|0.0|4.94|0.0|17.0|3.62|69.2|1.0|133.52|0.0|1.0|6.0|31.0|-6.33|409.49|1.0|0.0|2.4|0.0102|2.6600000000000003e-05|0.0109|0.0|5.2106|3.87|3.6545|-1311.550167|1195.77|237.95|545.55|0.37095|0.70126|5.9228|-0.20046|0.02879265|-1311.345557|11.0|7.9586|7.9586
12y_a36|1|0|3.479963309|0.0|0|2|1.29704385|0.0|-0.00707164|5.351858133|-0.065314765|0.041767677|0.0|-0.410155116|0.002782748|-0.049845887|10.94917392|1|1|0.003724542|0.06152178|-0.1619981409999999|-0.434990282|0.820226782|-0.0498101409999999|0.873588247|0|0.83704133|-0.076585128|-0.098532865|0.424572485|0.019404665|13.04507243|114.430624|0.16295867|-0.036493654|-44.53093547|8.769742642|78.8341402|64.53055627|562.7133986|-16.49293906|0.244264266|7.589386902|164.2102614|-890.6187094000001|32.46293206|0.01873364|-343.8442493|1752.9983309999998|698.847203|0.0|4.88|0.0|17.0|3.62|69.2|1.0|133.84|0.0|1.0|6.0|31.0|-6.34|407.47|1.0|0.0|2.37|0.0106|2.82e-05|0.0115|0.0|3.8794|3.83|3.8794|-1310.315063|1183.75|319.6|532.91|0.66796|0.66796|6.1376|-0.20673|0.03583863|-1310.137888|12.0|7.9208|7.9208
1_a1 (SKF-104365)|0|0|0.0|0.0|1|1|0.626769342|2.196347317|-0.006055958|5.4161004020000005|-0.01959813|0.0409444439999999|0.0|-0.218014497|0.000663414|-0.10236005|10.33812228|1|1|0.002250781|-0.221214316|-0.300426726|-0.505981356|0.7926983559999999|0.194988905|0.857919181|0|0.8131557509999999|-0.067997692|-0.081192283|0.2405471019999999|0.0133681239999999|6.18316314|6.658828587|0.186844249|-0.029524467|-17.369816|2.859900586|46.32985169|37.63415922|376.1092109|-6.316296726|0.290255081|5.2735884010000005|134.2517831|-208.4377919|19.24066156|0.018973797|-194.0267797|634.9418316000001|297.2783688|1.0|2.97|2.68|17.0|3.93|56.01|0.0|81.72|0.0|1.0|2.0|21.0|-6.01|297.35|1.0|1.0|3.27|0.0472|9.65e-05|0.0287|0.0|3.8901|3.45|3.8901|-1279.060907|809.96|318.72|358.09|0.70081|0.70081|4.5773|-0.19624|0.02377006|-1279.017667|1.6|5.7959|5.7959
12l_a30|0|0|0.0|-4.712037416|0|2|0.60498366|0.0|-0.015371073|5.351858133|-0.274237737|0.044036281|0.0|-0.876151158|-0.00695299|0.154540315|10.31162828|1|1|-0.004395528|-0.300262845|-0.226973911|-0.640870513|0.830875659|-0.0395239879999999|0.883029843|0|0.834279405|-0.0905026719999999|-0.109810463|0.37422435|0.0154211289999999|10.78883933|103.5499036|0.165720595|-0.045581702|-53.74781658|7.548024079|88.64610824|74.10578426|583.6736326|-22.31041443|0.178184921|9.258542907|124.6606826|-1182.451965|38.8038646|0.016896687|-450.2927313999999|2056.604824|696.6414817000001|1.0|4.72|0.0|17.0|4.43|90.88|2.0|133.96|0.0|1.0|7.0|34.0|-5.66|482.48|0.0|0.0|3.42|9.63e-05|1.2e-06|0.000579|0.0|5.0454|5.52|3.5245|-1987.998976|1223.54|245.74|574.72|0.39486|0.68488|2.5031|-0.20397|0.03406276|-1987.848331|61.0|7.2154|7.2154
17a_a25|0|0|0.0|0.0|1|0|1.373200859|1.826085128|-0.004137083|4.727387819|-0.036457743|0.043274232|2.008884939|-0.248224991|0.0063846319999999|-0.0688716509999999|10.93106298|1|1|0.006423059|-0.02776212|-0.07654898|-0.362222339|0.748718056|0.0114970419999999|0.8005589320000001|1|0.874586929|-0.06234901|-0.079378741|0.348821736|0.012665055|9.033070252|93.75234138|0.125413071|-0.0297670279999999|-40.379488|6.442637379|67.57985355|53.50212109|623.7797651000001|-15.142307999999998|0.244019498|8.996672966|174.0415044|-847.969248|28.08362601|0.015373381|-365.1448527|1572.683056|781.7487682|1.0|3.48|3.47|27.0|4.83|72.7|2.0|131.06|0.0|1.0|7.0|33.0|-6.18|433.5|0.0|1.0|4.04|0.00325|7.44e-06|0.00323|0.0|5.2683|6.04|3.9347|-1391.588873|1271.9|235.34|598.67|0.35172|0.6722|3.4677|-0.21559|0.0362293|-1391.385492|25.0|7.6021|7.6021
34_a47|0|1|0.0|0.0|1|0|1.40499556|1.883479676|-0.004157676|4.727387819|-0.064842466|0.03522792|1.741433543|-0.191253079|0.003530307|-0.043634386|10.98214103|1|1|0.0047106|-0.208989427|-0.317014709|-0.2829549719999999|0.833786184|0.128336294|0.89234354|1|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|0.019723558|10.92238452|31.17423189|0.1739443389999999|-0.029348287|-27.64315244|6.048527453999999|62.66739933|45.23285281|457.4477611|-9.000096143|0.346006784|7.066583143|191.6093987|-387.0041342|24.85087647|0.023023142|-170.55473480000003|1068.587688|439.9906467|1.0|3.19|3.0|21.0|3.34|68.52|0.0|99.09|0.0|1.0|4.0|26.0|-6.66|348.38|1.0|1.0|3.02|0.0929|0.000125|0.0436|0.0|4.2077|2.41|3.8892|-1162.450678|980.02|294.66|436.88|0.6602399999999999|0.69314|4.4605|-0.21536|0.03084502|-1162.33788|2.0|8.7|8.7
7s_a46|0|0|0.0|0.218897825|1|1|1.160371307|2.117265684|-0.005351046|5.533389489|-0.076841616|0.044509804|0.0|-0.240797051|0.0060802|-0.005405515|10.94651358|1|1|0.005577925|-0.327656845|0.018964141|-0.3638523629999999|0.770312275|-0.030371026|0.8182543959999999|0|0.858788462|-0.096723151|-0.083011849|0.249893305|0.008871171|4.458665639|166.3052939|0.141211538|-0.031623562|-20.9694955|2.240932895|47.36217237|53.07188519|431.6285339|-7.988379237|0.1801125439999999|5.565371272|90.5248694|-335.5119279|19.38565529|0.01122216|-321.55195330000004|814.1975221|409.9543818|0.0|3.08|2.33|17.0|3.65|50.94|0.0|91.19|0.0|1.0|2.0|23.0|-5.81|305.37|1.0|1.0|3.12|0.0262|5.76e-05|0.0176|0.0|5.2972|3.54|4293.0|-974.7707066|916.7|234.06|446.63|0.44692|0.69976|2.4286|-0.19947|0.036050328|-974.664103|1985.0|5.7022|5.7022
1g_a5|1|0|2.942391606|0.0|0|0|1.4275159730000002|0.0|-0.003919036|4.59511985|-0.010620031|0.027447447|0.0|-0.172437603|0.00683534|-0.132678208|10.94875199|1|1|0.006957291|-0.019057802|-0.0178558139999999|-0.242737126|0.7778380309999999|-0.067172264|0.8393686990000001|0|0.8659209659999999|-0.070108797|-0.074361785|0.39389953|0.020418692|10.9506874|74.51397212|0.134079034|-0.027205531|-21.388323|5.8729303|54.34919851|48.55052611|464.3994751|-7.824996219|0.38606657|7.312498266|207.0502037|-320.82484500000004|23.76563316|0.02697793|-122.2065919|974.3909596|422.96706330000006|1.0|2.79|2.12|23.0|4.5|63.69|0.0|96.98|0.0|1.0|4.0|25.0|-6.15|328.37|1.0|1.0|3.09|0.0304|6.29e-05|0.0206|0.0|4.7822|2.61|4.1733|-1065.818889|961.17|259.26|448.93|0.4386899999999999|0.66164|3.4883|-0.20972|0.02730461|-1065.727193|115.0|6.9393|6.9393
12w_a30|0|0|0.0|0.0|0|2|0.604983445|0.0|-0.007019432|5.351858133|-0.0316452179999999|0.044197531|0.0|-0.372029919|0.002431329|0.028815747|10.31162873|1|1|0.001805829|-0.173643543|-0.0857954809999999|-0.477636454|0.83236194|-0.080971844|0.889479916|0|0.8522163970000001|-0.076611264|-0.096032733|0.4274948739999999|0.015446225|10.59162334|82.06520565|0.147783603|-0.037237182|-45.15435649|7.262777048999999|75.77366969|63.12469722|584.3729039|-17.50883211|0.192202301|8.063690539|131.7949495|-857.9327732|31.60926388|0.014471302|-422.1196298|1548.85393|685.6665849999999|1.0|4.63|0.0|17.0|5.11|81.65|2.0|137.3|0.0|1.0|5.0|31.0|-5.52|467.37|0.0|1.0|3.59|0.000123|9.14e-07|0.0004269999999999|0.0|5.0632|5.08|3.5585|-2494.932002|1211.28|244.87|577.06|0.31353|0.68423|2.4229|-0.20755|0.0345723|-2494.807027|15.0|7821.0|7821.0
12c_a31|1|0|3.387641566|0.0|0|1|0.6101358029999999|0.0|-0.013026643|5.733341277|-0.055520387|0.040982906|0.0|-0.690412101|-0.003618466|-0.094991098|10.311698300000002|2|2|-0.000813398|-0.048694677|-0.223856622|-0.54466023|0.842823186|-0.098452311|0.8856644770000001|0|0.665463503|-0.104643824|-0.129736755|0.343619017|0.030543026|19.38414321|153.400467|0.334536497|-0.036326291|-52.25551342|12.30215386|97.28775086|85.79638585|422.3366652|-14.63154376|0.3182913|8.091269314|202.0036947|-731.5771879|33.81868912|0.023556702|-230.6429907|1690.934456|583.9691392000001|1.0|3.69|3.1|16.0|5.64|117.37|2.0|108.16|0.0|1.0|8.0|28.0|-6.53|398.48|0.0|1.0|3.32|0.00233|6.94e-05|0.0277|0.0|3.8328|4.6|3.8328|-1618.112841|1138.89|323.48|578.69|0.7007399999999999|0.7007399999999999|1.6786|-0.19288|0.04023903|-1617.951882|0.38|6.4202|6.4202
41_a18|0|0|0.0|0.0|0|2|1.251176562|0.0|-0.007587553|4.844187086|-0.059936864|0.038034188|0.0|-0.500778516|-0.0034878|0.022493846|10.9470117|0|0|-0.002136837|-0.137860739|-0.0091068809999999|-0.5421253970000001|0.733589101|0.037097204|0.774395455|0|0.7349388459999999|-0.1020290859999999|-0.089139464|0.3888308139999999|0.009550224|6.547189171|347.42621339999994|0.2650611539999999|-0.037381065|-41.89408289|4.488448275|65.83786886|76.49358329|503.8398786|-17.56848637|0.0967605159999999|8.787657952|66.33450764|-1089.246155|28.37200951|0.006896617|-552.8844577000001|1759.064589|897.5188662|0.0|4.07|0.0|18.0|3.26|99.28|2.0|141.34|0.0|1.0|6.0|34.0|-6.38|452.55|0.0|1.0|2.53|0.00125|9.49e-06|0.0042899999999999|0.0|3.2123|7.34|3.2123|-1454.3467460000002|1294.52|385.97|576.83|0.69308|0.69308|2.0934|-0.1814599999999999|0.0280471999999999|-1454.045308|369.0|6433.0|6433.0
12av_a36|1|0|3.4520047430000003|0.0|0|2|1.297042752|0.0|-0.009925128|5.351858133|-0.081537769|0.04250591|0.0|-0.605432791|-0.00233752|-0.021036176|10.96037173|1|1|-0.000472698|0.1168328169999999|-0.213993335|-0.507136551|0.8076780109999999|-0.067408377|0.8571025990000001|0|0.752447733|-0.082283524|-0.105593135|0.277834652|0.021666882|15.09249582|99.2415672|0.247552267|-0.035197712|-51.2347934|10.51297704|91.5101903|72.40871507|524.1323793|-17.07826447|0.328083083|8.975655204|228.5327731|-973.4610746|36.48912989|0.025779468|-239.5042702|2079.880404|757.7532208|0.0|4.96|0.0|17.0|2.38|98.3|1.0|138.06|0.0|1.0|7.0|33.0|-7.66|438.48|0.0|0.0|1.47|128.0|0.000227|0.0997|0.0|4.8408|4.5|3.4402|-1440.945099|1247.28|256.12|588.31|0.43212|0.70455|4.7666|-0.19429|0.04308001|-1440.738332|39.0|7.4089|7.4089
15d_a10|0|0|0.0|0.0|1|2|1.343850133|2.147544195|-0.002831383|5.4161004020000005|0.0370874879999999|0.031742919|2.04092658|-0.184039927|0.010215823|-0.140487312|10.92970801|1|1|0.011249462|-0.092884337|-0.280243276|-0.1945202089999999|0.745184875|0.0131101969999999|0.7857977740000001|1|0.87609771|-0.057588609|-0.070612242|0.565801561|0.02281891|15.37766538|67.59624856|0.12390229|-0.018829931|-32.06793721|10.36301002|66.95020436|54.18663419|590.402322|-8.551449923|0.5280998339999999|8.429169102000001|355.8865234|-513.0869954|26.89020509|0.028735133|37.87296065|1613.412305|825.4425942|1.0|3.71|4.01|21.0|4.14|65.3|1.0|131.43|0.0|1.0|6.0|33.0|-7.04|441.52|1.0|0.0|3.18|0.0739|4.1200000000000005e-05|0.0182|0.0|5.6004|2.05|3.8591|-1431.051425|1266.87|221.39|565.91|0.3685|0.6814100000000001|3.3831|-0.20918|-0.23696253|-1430.795367|69.0|7.1612|7.1612
galu_a46|0|0|0.0|0.0|1|1|1.343828866|2.082220175|-0.00642454|5.4161004020000005|-0.080432741|0.039550827|1.721297609|-0.327651527|0.002865697|-0.094815394|10.92740177|1|1|0.003107816|-0.150645957|0.0481706809999999|-0.4671565689999999|0.81708619|-0.173285585|0.875868891|1|0.7637964079999999|-0.0910072869999999|-0.089050651|0.5235416979999999|0.01235603|6.915480101|261.2602893|0.236203592|-0.03220981|-27.89483984|3.870487977|57.65745491|57.85086047|427.4851161|-10.08962292|0.2167824069999999|6.445819025|121.3297832|-474.2122773|23.01702105|0.013967104|-317.0250717|1081.799989|542.7276591|1.0|3.27|2.75|21.0|3.69|86.69|1.0|108.18|0.0|1.0|3.0|28.0|-6.86|369.42|0.0|1.0|2.84|52.0|0.000102|0.0375|0.0||||||||||||||51.0|7.2924|7.2924
4j_a46|0|0|0.0|0.19521727|1|1|1.134637093|2.194310043|-0.002284836|5.587248657999999|-0.012405467|0.048126615|0.0|-0.130235627|0.011968098|-0.1051618459999999|10.94638774|1|1|0.011684396|-0.078783783|-0.087688953|-0.226712003|0.7298040140000001|-0.258222236|0.763724435|0|0.949893337|-0.05924408|-0.074417476|0.295221643|0.01492164|8.812983129|70.56141095|0.0501066629999999|-0.024805825|-25.95898597|5.205103062|50.26191521|43.80358011|561.0237355|-8.652995323999999|0.223067683|6.274010655|131.7477027|-467.2617475|18.85718615|0.0106831269999999|-327.122208|1018.288052|642.1335502000001|1.0|4.0|3.9|17.0|5.18|39.94|2.0|110.24|0.0|1.0|4.0|27.0|-5.09|361.48|1.0|1.0|4.5|0.0015|4.86e-06|0.00176|0.0|5.3949|4.93|4.4093|-1132.018764|1112.13|229.82|572.31|0.37853|0.69413|2.9043|-0.20071|0.02491327|-1131.817578|805.0|6.0942|6.0942
3n_a32|1|1|3.616639267|0.0|0|1|0.609420754|0.0|-0.00615216|5.733341277|-0.01504795|0.035643275|2.22272854|-0.295303659|0.000609539|-0.1006122119999999|10.3110027|3|3|0.002379137|-0.100681119|-0.153506065|-0.435658951|0.816774665|-0.121627423|0.868826775|1|0.840041782|-0.074507943|-0.092745182|0.287402381|0.01889769|10.86481886|121.6040686|0.159958218|-0.027401986|-30.65624207|6.246493173999999|65.41881458|53.70155314|482.963897|-9.057526067|0.351066886|6.369579712999999|201.8383309|-398.5311469|24.27704797|0.0210408339999999|-171.25176130000003|1068.190111|522.1674161999999|1.0|3.51|3.29|19.0|6.71|120.17|2.0|106.44|0.0|1.0|3.0|26.0|-5.98|382.5|0.0|1.0|4.07|0.000424|1.23e-05|0.0047|0.0|3.5459|2.57|3.5459|-1825.349557|1036.75|349.65|464.67|0.7028399999999999|0.7028399999999999|3.5849|-0.20256|0.02901944|-1825.218291|21.0|7.6778|7.6778
10_a27|0|0|0.0|0.0|2|0|1.400533489|3.383341915|-0.006285923|4.59511985|-0.044164147|0.040512821|1.296293777|-0.282866526|0.00991794|0.034318674|10.93783185|1|1|0.010329671|-0.309727442|-0.341622797|-0.487435299|0.804375252|-0.001453596|0.862408925|1|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|0.017676458|9.399794974|6.0140309720000005|0.147337847|-0.031079371|-24.60801194|4.998521009|55.05868025|41.99674607|453.4194305|-8.788575695|0.254639309|6.761146212000001|135.40932969999997|-369.1201792|22.1732254|0.01651645|-260.9504933|931.2754667000002|424.8821143|1.0|3.01|3.15|21.0|2.81|65.6|0.0|97.39|0.0|1.0|3.0|25.0|-6.51|331.37|1.0|1.0|2.74|0.0882|0.0001189999999999|0.0394|0.0|4.1495|4.66|4.1495|-1083.1151289999998|958.95|298.79|450.26|0.63894|0.63894|4.6684|-0.21785|0.0227416|-1083.008551|69.0|7.1612|7.1612
16_a3|0|0|0.0|0.0|0|0|0.605020428|0.0|-0.010031024|4.727387819|-0.186717242|0.045993266|1.614080058|-0.371147877|-0.010377537|-0.013328983|10.31163046|1|1|-0.008409607|0.069124437|0.008045619|-0.614173961|0.767641592|-0.031683873|0.838125715|1|0.6974791290000001|-0.108919585|-0.100138414|0.252612735|0.012203576|6.027544549|248.6415425|0.302520871|-0.041233465|-24.42909382|2.977102266|56.56724056|59.82469895|344.4962834|-10.05903863|0.1703181989999999|5.780331402000001|84.12292796|-342.00731349999995|24.54661368|0.0143895839999999|-325.670405|834.5848652000001|328.71459869999995|1.0|3.13|2.59|21.0|4.74|92.93|0.0|90.44|0.0|1.0|2.0|23.0|-5.89|322.36|0.0|1.0|3.5|0.0033799999999999|3.2200000000000003e-05|0.0104|0.0|3.2208|3.19|3.2208|-1371.360243|856.09|384.94|368.22|0.6944100000000001|0.6944100000000001|2.8688|-0.2029|0.02847445|-1371.297964|42.0|7.3768|7.3768
9g_a40|0|0|0.0|0.0|1|0|0.604992427|1.849105962|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0.043730159|0.895670535|-0.225327061|0.011921308|0.139758613|10.31197177|2|2|0.0115573539999999|0.133954053|-0.062672355|-0.383703998|0.764275277|-0.242405063|0.821935848|1|0.90454157|-0.063539055|-0.079033043|0.002717414|0.021367335|11.25704374|65.74631496|0.09545843|-0.031197254|-21.93596333|5.930596229|51.16627179|44.73159432|476.5434822|-8.658932892000001|0.259759794|8.180261533|136.8503571|-329.0394499|22.20330888|0.018087202|-253.1335385|843.7257374|384.6422631|0.0|2.8|1.78|22.0|2.91|72.28|0.0|87.53|0.0|1.0|3.0|23.0|-7.17|302.33|1.0|0.0|1.93|977.0|0.0008179999999999|247.0|0.0|3.0778|3.83|3.0778|-1332.476347|923.42|402.84|469.6|0.70233|0.70233|3.4787|-0.19005|0.01134289|-1332.369643|3548.0|5.45|5.45
13b_a50|0|1|0.0|0.0|2|2|1.267593379|4.253030728|-0.003876697|5.82008293|0.010464577|0.032833333|2.117002752|-0.263615417|0.010435712|-0.042022102|10.94500743|2|2|0.011379776|-0.03182432|-0.269353185|-0.319215353|0.788327682|-0.097736369|0.828965118|1|0.906164013|-0.051509874|-0.080785633|0.435064196|0.019899348|14.22401427|104.0753113|0.093835987|-0.026928544|-41.27630533|10.16729727|70.09526468|51.04317051|647.7242444|-13.75876844|0.299589696|9.514897025|214.1461224|-866.8024118999999|27.48170624|0.017277404|-286.5057775|1731.347493|900.2031356000001|1.0|4.78|4.17|20.0|4.24|66.99|2.0|133.36|0.0|1.0|7.0|34.0|-6.3|455.55|0.0|0.0|3.99|0.0044|7.92e-06|0.00361|0.0|4.2315|3.63|4.1161|-1470.3699789999998|1339.39|293.0|617.26|0.65332|0.63872|5.5271|-0.19622|0.03156473|1470.104535|1.83|5.7375|5.7375
25b_a34|0|0|0.0|0.0|1|1|1.290860233|1.94553288|-0.015658012|5.351858133|-0.0929479709999999|0.04037037|0.0|-0.861190687|-0.00378755|-0.112970844|10.95957635|1|1|-0.000223677|-0.2360985169999999|-0.435821207|-0.623853334|0.7969500890000001|-0.101529052|0.83883012|0|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|18.82143547|165.2408865|0.343426892|-0.042438204|-53.79083879|11.75402804|98.0416108|83.19266998|410.0313565|-16.55102732|0.23725451|6.383564979|148.1659658|-860.6534206|34.74652105|0.019067452|-328.1702779|1806.819095|595.8522372|1.0|3.53|3.39|17.0|2.63|90.3|1.0|108.21|0.0|1.0|7.0|29.0|-7.07|393.44|0.0|0.0|2.58|59.0|0.000202|0.0796|0.0|4.2253|5.06|4.2253|-1313.361559|1136.16|293.43|562.84|0.6925600000000001|0.6925600000000001|7.0586|-0.21103|0.02655501|-1313.194808|2.08|5.6819|5.6819
9s_a24|1|0|2.9568988810000003|0.0|0|1|1.4275963180000002|0.0|-0.003599664|4.59511985|-0.00570386|0.023585859|0.0|-0.190782186|0.006748865|-0.060407836|10.96129902|1|1|0.007695726|-0.0897306019999999|-0.359715589|-0.248704391|0.773544454|0.0256742079999999|0.8327425070000001|0|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|0.016792118|10.42725806|33.24649431|0.116650168|-0.019465646|-24.51900941|6.474925237000001|61.19761205|41.36694069|548.5261887|-7.505819207999999|0.554839231|9.124394347|344.5337711|-367.7851412|27.15292246|0.03496522|68.10609672|1330.4932|604.8829955|1.0|3.43|2.78|29.0|3.15|77.21|1.0|115.67|0.0|1.0|4.0|30.0|-7.2|393.44|0.0|0.0|2.63|171.0|8.71e-05|0.0343|0.0|3.0726|1.82|2.6707|-1270.994965|1121.42|403.51|521.4|0.69475|0.6907300000000001|4.6141|-0.14462|0.03640642|-1270.796154|32.0|7.4949|7.4949
12_a3|0|0|0.0|0.0|0|0|0.605020506|0.0|-0.009093383|4.727387819|-0.118456941|0.042795699|2.07135708|-0.336455156|-0.006049098|-0.045382017|10.31163031|1|1|-0.0045709459999999|-0.218774634|0.032450556|-0.604704476|0.718481325|-0.125395523|0.784451598|1|0.829399708|-0.092838926|-0.096133903|0.101891875|0.011076075|5.258353635|239.2266101|0.170600292|-0.039584548|-21.667278|2.496397166|52.16354015|49.333524|393.75653|-8.921820355|0.169581355|5.6343192|80.50854774|-303.3418921|22.63041363|0.01374218|-313.7317211|769.4340634|330.4083896|1.0|3.2|2.17|21.0|4.34|92.93|1.0|90.49|0.0|1.0|2.0|22.0|-5.3|304.37|0.0|1.0|3.23|0.000629|1.44e-05|0.0044|0.0|3263.0|2.94|3263.0|-1272.125792|847.25|379.97|361.95|0.69784|0.69784|2.3762|-0.19514|0.02620998|-1272.058487|3548.0|5.45|5.45
12az_a36|1|0|3.465535084|0.0|0|2|1.297042831|0.0|-0.009570959|5.351858133|-0.040156368|0.040566449|0.0|-0.593399474|0.000482522|-0.024018255|10.95957115|1|1|0.002872872|0.129156742|-0.289604649|-0.387734368|0.812921349|-0.021825174|0.858971809|0|0.819163613|-0.071762413|-0.10786263|0.411597359|0.034771534|24.36575918|60.11023222|0.180836387|-0.033474609|-52.96429617|17.0740303|99.82512582|74.65245915|574.0196415|-16.43719536|0.416134994|8.449849817|291.60189260000004|-953.3573311|40.17530387|0.034594361|-117.53490990000002|2330.167624|766.4854363|0.0|4.96|0.0|17.0|2.83|87.66|1.0|136.74|0.0|1.0|7.0|33.0|-7.13|441.49|0.0|0.0|1.75|0.0342|7.13e-05|0.0315|0.0|3.8863|2.68|3.6095|-1461.962459|1252.18|319.03|576.54|0.69385|0.70333|6.3778|-0.19846|0.02800521|-1461.750394|58.0|7.2366|7.2366
