molecula|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|DPSA5|DPSA3|TASA|WNSA4|FPSA1|GeomRadius|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
33_a47|0|1|0.0|0.0|1|0|1.409403453|1.758479676|-0.004263267|4.727387819|-0.085712613|0.034691358|1.688794654|-0.183320497|0.002212256|-0.033554816|10.98214099|1|1|0.003634698|-0.26447859|-0.338113214|-0.270498605|0.82821379|0.1186944519999999|0.8913954909999999|1|0.8197001309999999|-0.060080724|-0.083739854|0.404334141|0.022346992|11.96072985|30.94680001|0.1802998689999999|-0.0272154529999999|-23.98884914|6.401714296000001|60.65229445|44.11759955|438.726241|-7.79637597|0.42318652|6.979305126|226.5011607|-311.85503880000005|25.25333652|0.029580684|-82.22540944|1010.133461|388.178924|1.0|3.08|2.76|21.0|2.96|68.52|0.0|94.28|0.0|1.0|3.0|25.0|-6.78|334.35|1.0|1.0|2.69|183.0|0.000192|0.0643|0.0|4.1869|2.06|4.1869|-1123.135036|934.34|296.13|423.52|0.67508|0.67508|4.5647|-0.21447|0.02924367|-1123.04547|4.0|8.4|8.4
7_a47|0|0|0.0|0.0|0|0|1.304326965|0.0|-0.008206422|0.0|-0.143650735|0.04030303|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|0|0|-0.00794321|-0.262805289|-0.04311702|-0.46105149|0.817389583|-0.124285418|0.8755534909999999|1|0.8473227320000001|-0.081264417|-0.095957591|0.427432212|0.008915606|5.027768049|103.5602725|0.152677268|-0.036250645|-30.51603217|2.8353037860000003|61.47335819|50.85512286|477.8297898|-11.52827882|0.1830206469999999|6.485224033|103.2106353|-518.7725468|25.02240371|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|0.0|2.96|3.14|22.0|5.63|58.04|2.0|111.28|0.0|1.0|4.0|28.0|-4.8|393.84|0.0|1.0|4.89|0.000134|8.75e-07|0.000345|0.0|3.7203|5.08|3.7203|-1647.963177|1043.33|333.26|455.81|0.69314|0.69314|3406.0|-0.2073699999999999|0.03348545|-1647.841533|25.0|7.6|7.6
47l_a18|0|0|0.0|0.0|0|1|1.251176792|0.0|-0.006400878|4.844187086|-0.0603838109999999|0.035308642|0.0|-0.428858819|-0.00046896|-0.010426981|10.94702063|0|0|0.000787517|-0.008768679|-0.156998637|-0.4925232479999999|0.7435044540000001|-0.0973326269999999|0.781148177|0|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|0.009199889|6.543729374|11.54768766|0.196526687|-0.031456589|-42.43906517|4.654446622|68.83398609|63.6949231|571.4972966|-15.91464944|0.203890653|9.423637134|145.02405359999997|-1018.537564|28.10487315|0.012890098|-421.235376|1798.711882|931.8364349|0.0|4.17|0.0|18.0|3.69|85.29|3.0|139.63|0.0|1.0|9.0|34.0|-6.39|454.56|0.0|0.0|2.72|0.00247|1.4499999999999998e-05|0.0066099999999999|0.0|3.2026|7.71|3.2026|-1455.5497369999998|1334.6|387.13|667.5|0.69291|0.69291|2.4594|-0.18344|0.02606651|-1455.233431|32.0|7.4949|7.4949
8b_a12|0|0|0.0|0.0|0|1|1.283836078|0.0|-0.012630509|0.0|-0.1676879319999999|0.03977208|0.0|-0.618894925|-0.010117477|-0.036536396|10.95438057|0|0|-0.007926474|0.047425677|0.006468729|-0.659952678|0.7407532059999999|-0.183648492|0.792160599|0|0.740926309|-0.1053827859999999|-0.116554734|0.4384536329999999|0.011257065|6.513753986|319.0086845|0.259073691|-0.045608374|-39.02494133|3.769098814|72.85978933|67.49212879999999|428.7273481000001|-15.27062922|0.111063646|6.373278096|64.26553043|-702.4489440000001|29.68794201|0.009361504|-450.1059006|1365.645333|510.3677388|1.0|4.11|2.57|18.0|3.11|80.37|1.0|110.58|0.0|1.0|4.0|27.0|-6.51|355.39|0.0|0.0|2.51|28.0|9.74e-05|0.0346|0.0|4.2263|5.11|3.7446|-1159.365835|1020.47|293.37|460.08|0.53425|0.57773|4.2554|-0.21184|0.03936706|-1159.2425119999998|263.0|6.58|6.58
13p_a6|1|0|3.449535594|0.0|0|0|1.424099253|0.0|-0.010395243|4.727387819|-0.1144898999999999|0.042959184|1.633493259|-0.634109842|-0.008008339|-0.014153926|10.95053423|1|1|-0.005708558|0.123575608|-0.116250572|-0.573014008|0.784414352|-0.125636943|0.837659336|1|0.7265205579999999|-0.099405155|-0.107371897|0.196002517|0.01730144|12.27472016|80.30786544|0.273479442|-0.03767435|-54.04422654|8.708451561|89.17529231|82.79893305|515.4389679999999|-18.9628865|0.23994258|8.760340755|170.2302215|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|2004.488446|794.5462391|1.0|3.64|2.34|27.0|4.58|122.47|1.0|132.01|0.0|0.0|7.0|34.0|-7.01|449.51|0.0|1.0|2.96|0.00365|2.79e-05|0.0125|0.0|4.7973|4.73|2.9837|-1463.0432449999998|1283.98|258.45|573.39|0.47508|0.7056600000000001|9.0546|-0.1971099999999999|0.03807447|-1462.804694|92.0|7.0362|7.0362
12ax_a36|1|0|3.429529478|0.0|0|2|1.280791885|0.0|-0.007681676|5.351858133|-0.040458296|0.043383838|0.0|-0.414810497|-0.001012333|-0.057017299|10.958822|1|1|-0.00097037|0.128253871|-0.1716508239999999|-0.440372791|0.836170906|-0.056676035|0.892249657|0|0.846837721|-0.073739612|-0.107815607|0.375647684|0.019128091|12.79462904|36.17982162|0.153162279|-0.038813619|-48.23849712|8.558226304|84.58859134|62.11847297|566.4430628|-17.36585896|0.235146956|7.563197245|157.28794140000002|-868.2929481000001|33.94393618|0.018645135|-354.3162187|1697.196809|661.6709012|1.0|4.74|0.0|17.0|3.99|69.2|2.0|133.77|0.0|1.0|5.0|31.0|-6.26|450.32|1.0|1.0|2.82|0.00372|6.55e-06|0.00295|0.0|5.2372|4.42|3.8889|-2152.100515|1182.31|236.74|552.0|0.39564|0.69348|4.5001|-0.21324|0.03044421|-2151.971761|12.0|7.9208|7.9208
4f_a46|0|0|0.0|0.2096617139999999|1|1|1.134637108|2.190536659|-0.001035775|5.587248657999999|-0.001868546|0.045958333|0.0|-0.053860324|0.012332859|-0.056114865|10.96352592|1|1|0.011806162|-0.154986658|-0.123416853|-0.150189733|0.74106323|-0.1697014539999999|0.7796270059999999|0|0.934973206|-0.055836642|-0.0674830959999999|0.296072934|0.008734825|4.738551282|7.730129301|0.065026794|-0.022035297|-19.85993046|2.570614463|42.21890747|35.0293449|507.213176|-6.484875252999999|0.240157725|5.654067072999999|130.2830519|-317.7588874|15.73210412|0.010341277|-281.9234274|770.8731021000001|538.4165208|1.0|3.88|3.16|17.0|4.56|43.6|1.0|101.54|0.0|1.0|3.0|25.0|-5.65|332.44|1.0|1.0|3.76|0.0139|2.62e-05|0.00872|0.0|4548.0|3.87|4548.0|-1033.528421|1020.33|272.61|493.53|0.69208|0.69208|3.2783|-0.2202599999999999|0.02238723|-1033.36869|183.0|6.7375|6.7375
12bc_a36|1|0|3.43846811|0.0|0|2|1.284647662|0.0|-0.007661816|5.351858133|-0.042515909|0.04625323|0.0|-0.413738077|-0.001012333|-0.079009683|10.95883416|1|1|-0.00097037|0.115647623|-0.1716508239999999|-0.442519304|0.836170906|-0.045186455|0.892249657|0|0.834305498|-0.077192869|-0.107107992|0.326764696|0.01824287|12.2593899|83.35308244|0.165694502|-0.038558877|-48.36968394|8.238431664|83.97121855|64.13376391|560.6615736|-17.41308622|0.22853193|8.273766079|153.57572439999998|-870.6543108999999|33.5878425|0.017847333|-364.8584744|1679.392125|661.6709012|1.0|4.73|0.0|17.0|3.99|69.2|2.0|133.77|0.0|1.0|5.0|31.0|-6.26|450.32|1.0|1.0|2.82|0.00372|6.55e-06|0.00295|0.0|5.2189|4.42|3.8696|-2152.100551|1188.37|237.57|563.76|0.35775|0.69094|6.5854|-0.21499|0.03419831|-2151.971485|8.0|8.0969|8.0969
10_a4|0|0|0.0|0.0|1|1|1.343863662|2.146166934|-0.002959121|5.4161004020000005|0.005483539|0.038699764|2.149387791|-0.159792527|0.01107733|-0.122141977|10.92992762|1|1|0.011142889|0.014917047|-0.132895939|-0.241683916|0.810105167|-0.150288496|0.861225169|1|0.921653019|-0.051015897|-0.079432495|0.43000216|0.014582852|8.440134933|39.48408698|0.078346981|-0.027007048|-26.60798798|4.884907049|54.09964719|37.96666686|533.4262268|-9.046715915|0.255470315|5.759414166|147.85886159999998|-452.3357957|20.99433004|0.014040792|-283.0534799|1049.716502|594.7358385|1.0|3.46|3.38|21.0|4.93|52.83|2.0|111.38|0.0|1.0|4.0|28.0|-5.83|370.45|1.0|1.0|3.9|0.00818|1.4e-05|0.00519|0.0|4.9674|3.34|3.6465|-1183.790554|1083.65|249.6|470.02|0.4662|0.7038399999999999|1.4517|-0.2025|0.02232068|-1183.602045|88.0|7.0555|7.0555
4k_a46|0|0|0.0|0.173180233|1|1|1.134637098|2.145043462|-0.0049602|5.587248657999999|-0.088084767|0.0510113959999999|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|1|0.006050983|-0.158788415|0.012963356|-0.3860697829999999|0.7477594870000001|-0.141706595|0.787615341|0|0.8789113709999999|-0.091943864|-0.086581945|0.260665072|0.007038271|3.801175594|171.92614719999997|0.121088629|-0.0306644389999999|-25.25406274|2.052909907|50.48291318|53.45751583|474.67574630000007|-8.94414722|0.126761926|5.726809252000001|68.46061366|-429.3190666|18.96506421|0.006892404|-403.1511415|910.3230822|519.5743695|0.0|3.8|3.03|17.0|4.26|50.94|1.0|100.96|0.0|1.0|2.0|25.0|-5.46|333.43|1.0|1.0|3.79|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|5.4228|4.52|4.4485|-1053.396715|1001.96|228.63|500.36|0.39943|0.68553|4.0015|-0.20254|0.03653474|-1053.249847|0.08|7.0969|7.0969
22_a4|0|0|0.0|0.0|1|1|1.399866564|1.987636054|-0.006436201|5.4161004020000005|-0.115883451|0.044357639|0.0|-0.257448045|0.004765062|-0.2078428719999999|10.94586213|1|1|0.004237768|0.00771584|0.034720243|-0.3877007|0.7797803109999999|-0.037423832|0.8404413829999999|0|0.8612031509999999|-0.09491995|-0.089955967|0.242642229|0.010702353|5.1432274630000006|162.9809584|0.138796849|-0.036468635|-20.77508795|2.47167963|48.65880447|50.75888571|413.8681986|-8.422332951|0.155532959|5.495481464|74.7444381|-311.62631919999995|20.75359108|0.011296354|-331.080892|767.88287|338.71903330000004|0.0|3.3|2.2|17.0|3.19|50.94|0.0|87.12|0.0|2.0|2.0|22.0|-5.91|289.33|1.0|1.0|2.81|0.0497|0.000104|0.0301|0.0|4.468999999999999|3.38|4.0537|-934.240411|860.77|277.43|400.29|628.0|0.65771|3.5548|-198.0|0.030263407|-934.171365|47.0|7.3279|7.3279
12aw_a36|1|0|3.28940051|0.0|0|2|1.297044239|0.0|-0.008293935|5.351858133|-0.115864198|0.043383838|0.0|-0.4478724979999999|-0.006877664|-0.1066959869999999|10.96021804|1|1|-0.004358975|0.169961228|-0.250781298|-0.4191703539999999|0.836170906|-0.056676035|0.892249657|0|0.706174871|-0.088516379|-0.114701005|0.373775982|0.023038651|14.76755422|54.50894809|0.2938251289999999|-0.041292362|-47.12705211|9.4658605|87.37742985|71.5057033|452.6513136|-16.96573876|0.250947713|7.545677222999999|160.8550748|-848.2869380000001|35.33532702|0.02161528|-319.2802512|1766.7663510000002|593.6088758|0.0|4.73|0.0|17.0|3.55|69.2|1.0|123.67|0.0|1.0|5.0|31.0|-6.8|417.41|1.0|0.0|2.44|0.0424|4.81e-05|0.0201|0.0|5.2313|3.66|3.8763|-1431.373326|1120.43|237.0|507.71|0.38905|0.69109|4.8181|-0.21201|0.03134789|-1431.239759|9.0|8.0458|8.0458
14aa_a23|0|1|0.0|0.0|2|0|1.19796312|3.4143268310000003|-0.005050361|5.351858133|-0.026892547|0.046678487|0.758549568|-0.287870566|0.013012022|-0.029037128|10.313217300000002|2|2|0.012103325|0.055934795|-0.13397874|-0.4506138879999999|0.75434493|-0.070471939|0.8072028240000001|1|0.924108042|-0.052155763|-0.076107469|0.204831806|0.018016316|12.26959478|40.49537336|0.075891958|-0.03159178|-35.2984572|8.355923226|61.21989213|47.78906871|629.3423691|-14.65218978|0.203340553|8.000512184|138.4803717|-776.5660584|27.00633206|0.013786041|-404.0660854|1431.335599|733.3886349999999|1.0|3.63|3.68|26.0|4.4|105.02|2.0|130.22|0.0|1.0|5.0|32.0|-5.92|439.54|0.0|0.0|4.1|0.000259|2.81e-06|0.00123|0.0|3.5934|4.1|3.5934|-1708.5422620000002|1231.11|345.03|588.45|0.6805899999999999|0.6805899999999999|5.8286|-0.21573|0.02033777|-1708.338059|4.0|8451.0|8451.0
21_a12|0|0|0.0|0.0|0|1|0.609915045|0.0|-0.008833375|4.59511985|-0.058516436|0.037992832|0.0|-0.362168355|-0.003879878|-0.01367083|10.31140747|1|1|-0.001825446|-0.388196876|-0.211367878|-0.522951134|0.835359152|-0.099516604|0.89838263|0|0.84827776|-0.068775342|-0.100098765|0.192026642|0.012230115|6.154473157000001|75.46830038|0.15172224|-0.036878492|-25.34833425|3.097071518|59.10840872|40.76379649|426.8727514|-9.338859985|0.229181643|5.891343219|115.3294396|-354.8766794|24.07584081|0.017360942|-272.5639702|914.8819508|380.2468615|1.0|4.05|2.81|17.0|4.01|78.41|0.0|98.16|0.0|1.0|3.0|23.0|-6.45|319.38|0.0|1.0|2.68|48.0|0.000173|0.0551|0.0|4.6851|2.56|3.9971|-1327.451966|893.17|264.64|397.31|0.59386|0.57644|2327.0|-0.22253|0.02758166|-1327.397348|22.0|7.6576|7.6576
17a_a22|0|0|0.0|0.0|1|0|1.2689202|1.866510299|-0.005149751|4.727387819|-0.092107225|0.043274232|1.67348685|-0.314134834|0.00220634|-0.094996254|10.94643739|1|1|0.0027615779999999|-0.089641194|-0.126659773|-0.3626566539999999|0.7562495659999999|-0.010355535|0.805071997|1|0.8594770140000001|-0.072161482|-0.08790445|0.345497724|0.0140462319999999|9.597299109|286.3611391|0.140522986|-0.030843667|-41.03828927|6.55749888|73.26110471|58.9027164|587.2505892999999|-14.39939974|0.289041025|8.549622191000001|197.4916253|-820.7657853999999|29.64221498|0.01931764|-288.28178110000005|1689.6062539999998|784.2697099|0.0|4.02|-3.24|27.0|3.93|68.52|2.0|128.29|0.0|1.0|7.0|33.0|-6.39|435.5|1.0|0.0|2.25|0.0078099999999999|1.09e-05|0.00473|0.0|4.8502|5.13|1.3971|-1408.279257|1253.39|255.63|577.52|0.46268|0.71303|3.0156|-0.21338|0.02170866|-1407.935792|82.0|7.0862|7.0862
12g_a40|0|0|0.0|0.0|1|0|0.604990688|1.687211672|-0.01011728|5.4161004020000005|-0.129331216|0.036630824|0.726175674|-0.354104815|-0.001011175|0.075327376|10.31197254|2|2|-0.003205145|0.280045216|0.106286677|-0.512657141|0.769016155|-0.326139923|0.8396782220000001|1|0.8702014570000001|-0.0951493559999999|-0.099521372|0.289122732|0.012706769|6.670206427999999|130.7472028|0.129798543|-0.0435406|-27.42361099|3.501413627|59.29860462|56.61727428|456.7977427|-11.99782981|0.147968773|7.692740528|77.67373972|-383.9305539|26.82520454|0.013442698|-369.5858437|858.4065454|335.7078145|1.0|3.24|3.2|20.0|4.83|78.66|2.0|93.78|0.0|1.0|2.0|23.0|-4.91|362.23|0.0|1.0|4.4|0.000124|1.62e-06|0.000586|0.0|4.0224|4.84|3.1577|-2173.0224510000003|896.63|308.23|429.31|0.67055|0.6988|1.9175|-0.20615|0.02230594|-2172.988604|724.0|6.1403|6.1403
8f_a12|0|1|0.0|0.0|0|1|0.609895166|0.0|-0.008295703|4.59511985|-0.062406088|0.038347953|2.177023629|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|1|1|-0.00094279|-0.023769395|-0.125424286|-0.560548116|0.7475224290000001|-0.042014638|0.80546986|1|0.869823177|-0.072634742|-0.098932601|0.285353468|0.013287637|7.550959323|83.13642146|0.130176823|-0.03822396|-31.9483307|4.290980116|63.05721575|48.82707007|494.2940092|-12.34367323|0.161876566|7.016225129|91.98952021|-543.1216218999999|25.9168408|0.012030968|-384.290491|1140.340995|524.0516742|1.0|4.09|3.26|21.0|4.99|78.41|2.0|115.66|0.0|1.0|3.0|27.0|-5.47|369.44|1.0|1.0|3.82|0.000735|5.72e-06|0.00211|0.0|4.1744|4.19|3.6536|-1481.115891|1020.81|297.01|441.97|0.59107|0.65098|0.9092|-0.2124|0.03056355|-1481.008909|646.0|6.1898|6.1898
4a_a46|0|0|0.0|0.210988875|1|1|1.13463711|2.180332577|-0.001042349|5.587248657999999|-0.008364558|0.0473245609999999|0.0|-0.051075084|0.012632881|-0.11172225|10.96352058|1|1|0.0120924389999999|-0.216904465|-0.129430244|-0.143806973|0.764741337|-0.06611606|0.8075680409999999|0|0.923958017|-0.05488948|-0.067863141|0.264863483|0.00935578|4.858713991|6.579492736000001|0.076041983|-0.022129285|-18.30276019|2.523263761|41.15334508|33.36433008|479.8368017|-5.968291366|0.2573736219999999|5.613813876|133.66119809999998|-274.5414028|15.47527339|0.011380391|-252.0050978|711.8625758999999|480.9500663|0.0|3.76|2.8|17.0|4.18|43.6|0.0|96.74|0.0|1.0|2.0|24.0|-5.87|318.42|1.0|1.0|3.43|0.0372|4.89e-05|0.0156|0.0|4.5454|3.4|4.5454|-994.2146342|967.0|272.77|467.4|0.6893600000000001|0.6893600000000001|3.1825|-0.21988|0.022810825|-994.079365|181.0|6.7423|6.7423
12bg_a36|1|0|3.434779148|0.0|0|2|1.29692796|0.0|-0.0076819|5.351858133|-0.044573523|0.044197531|0.0|-0.414822602|-0.001012333|-0.060117593|10.95885259|1|1|-0.00097037|0.097928606|-0.1716508239999999|-0.4459167329999999|0.836170906|-0.033696875|0.892249657|0|0.840610352|-0.075439837|-0.102664465|0.543472602|0.019606406|13.44952052|107.3347739|0.159389648|-0.036959207|-48.31008346|9.22604612|83.78068847|65.19942617|576.6383913|-17.39163005|0.252132272|7.549463377|172.9566471|-869.5815023|33.900544700000005|0.01946912|-340.0625449|1695.0272350000002|661.6709012|1.0|4.75|0.0|17.0|3.99|69.2|2.0|133.77|0.0|1.0|5.0|31.0|-6.26|450.32|1.0|1.0|2.82|0.00372|6.55e-06|0.00295|0.0|3.8944|4.42|3.8944|-2152.104584|1186.75|318.36|554.7|0.69395|0.69395|6.6844|-0.21166|0.03334656|-2151.975577|15.0|7.8239|7.8239
32_a47|0|1|0.0|0.0|1|1|1.216307925|1.998170616|-0.003573735|4.727387819|0.000921003|0.035568182|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|10.95005715|1|1|0.002350172|-0.0274939029999999|-0.157688306|-0.2749014|0.810444864|-0.078006445|0.858292442|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|13.90468487|28.55112477|0.148372218|-0.026060474|-37.74862456|10.01980854|68.76811937|55.48373932|613.6886524|-13.53252578|0.35883878|8.656942728999999|258.5816152|-717.2238666000001|29.28959351|0.022735861|-203.4434306|1552.348456|682.9868225|0.0|3.35|3.67|21.0|4.18|67.66|2.0|125.17|0.0|1.0|5.0|31.0|-6.34|436.91|0.0|1.0|3.94|0.00674|8.89e-06|0.0038799999999999|0.0|4.9046|2.97|3.6829|-1778.0970140000002|1184.76|252.79|548.86|0.48011|0.68986|4.8234|-0.20778|0.03062031|-1777.90286|0.1|7.0|7.0
18_a3|1|0|2.897754472|0.0|0|0|1.43179288|0.0|-0.003487792|4.59511985|-0.021283637|0.034712644|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|1|1|0.005799063|0.150826737|-0.064953613|-0.2495754869999999|0.714658751|-0.051083228|0.784960175|1|0.8419576209999999|-0.069839069|-0.0846755|0.217881538|0.013796397|6.1383958|160.9514039|0.158042379|-0.031753312|-16.76239841|2.73114076|48.19055867|37.21171433|374.610053|-6.285899403999999|0.317507797|5.293627315|141.2679329|-201.1487809|20.70048575|0.02363555|-162.3915791|662.4155441|270.539096|0.0|2.62|1.81|21.0|3.42|67.35|0.0|80.35|0.0|1.0|2.0|21.0|-6.7|273.29|1.0|1.0|2.21|411.0|0.000537|147.0|0.0|3.9765|1.85|3.9765|-889.9402005000001|784.04|311.79|330.54|0.6671699999999999|0.6671699999999999|2.6366|-0.2218|0.02173162|-889.894728|0.03|7.5229|7.5229
8j_a46|0|0|0.0|0.214753401|1|1|1.160371125|2.1279894180000003|-0.0017688329999999|5.533389489|-0.008523199|0.043903904|0.0|-0.081366324|0.011852046|-0.174853546|10.96391738|1|1|0.0108603019999999|-0.204674804|-0.133413527|-0.229679821|0.789844634|-0.074207717|0.837678812|0|0.934648421|-0.054707287|-0.068971544|0.308052557|0.008672342|4.658562801|7.723448142|0.065351579|-0.02566383|-19.90219786|2.5024620580000003|41.80044861|34.04593326|502.0694817|-7.405468973|0.177887481|5.617748211|95.55665364|-318.43516580000005|16.76894569|0.008843828|-346.061389|721.0646647000001|453.1959065|1.0|3.23|3.25|17.0|4.71|43.6|1.0|96.94|0.0|1.0|2.0|24.0|-5.55|338.83|1.0|1.0|3.82|0.00878|1.47e-05|0.00497|0.0|4.9636|3.78|4.4107|-1414.50743|978.4|249.79|493.89|0.50703|0.70121|5.2361|-0.22599|0.02408052|-1414.402087|1228.0|5.9108|5.9108
12j_a36|1|0|3.502198129|0.0|0|2|0.6293514410000001|0.0|-0.007086381|5.351858133|-0.0446165029999999|0.039061728|0.0|-0.41101009|0.00285431|0.039869055|10.33556498|1|1|0.003710345|0.161289379|-0.133106642|-0.436310965|0.820041835|-0.089459459|0.87043328|0|0.852586292|-0.069970795|-0.105480639|0.362692602|0.018160631|11.99396966|26.39145693|0.147413708|-0.037113558|-46.00836307|7.921272637|80.59149538|58.20533756|563.0803357000001|-16.18812775|0.224187058|7.483427579|148.06163930000002|-874.1588982999999|31.59421634|0.016546717|-364.314663|1706.0876829999995|725.9470896|1.0|4.86|0.0|17.0|3.33|94.5|1.0|135.47|0.0|1.0|6.0|31.0|-6.64|427.52|0.0|0.0|2.33|0.0061|3.09e-05|0.0132|0.0|5.2072|3.37|3.7807|-1670.420129|1198.96|238.1|536.01|0.37116|0.69967|6.4451|-0.20593|0.02793415|-1670.245584|0.01|8.0|8.0
11c_a31|1|0|3.336985072|0.0|0|1|0.6101368770000001|0.0|-0.0184155389999999|5.733341277|-0.141329185|0.037731481|0.0|-0.847114804|-0.011679927|-0.137912959|10.31169916|2|2|-0.008375297|-0.0512371409999999|-0.16065803|-0.572548808|0.839810365|-0.139933586|0.8906705429999999|0|0.564143263|-0.138002689|-0.14043574|0.3608415239999999|0.034256743|20.06220362|264.7428792|0.435856737|-0.042457317|-48.16624372|11.74927853|99.31985763|100.8824395|330.3862551|-14.56188764|0.323910768|7.259183801|189.6959033|-626.1611682999999|36.77740577|0.029155542|-206.2506659|1581.428448|449.7512005|1.0|3.51|2.66|16.0|5.04|125.57|1.0|97.32|0.0|2.0|6.0|26.0|-6.56|371.41|0.0|1.0|3.04|0.00285|0.000105|39.0|0.0|3.8551|4.47|3.8551|-1559.353434|1022.77|321.61|512.9|0.7005899999999999|0.7005899999999999|5289.0|-0.19526|0.04465349|-1559.253116|0.13|6.8861|6.8861
31_a47|0|1|0.0|0.0|1|0|1.304326813|1.441825189|-0.00869363|4.727387819|-0.171198936|0.042906977|1.198626524|-0.417294247|-0.007525849|0.074881792|10.9497221|1|1|-0.006265667|-0.188419195|-0.076351692|-0.441642572|0.856640117|0.001622323|0.917597019|1|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|0.021401336|13.27533898|355.5321928|0.303979962|-0.037580665|-40.66927863|8.234748813|80.58054906|79.74238158|431.7441681|-14.46018796|0.29335997|8.214180216|181.972428|-650.7084581|32.98913783|0.024209265|-256.3593656|1484.511202|513.2159236|1.0|3.18|2.38|21.0|3.23|98.72|1.0|109.21|0.0|1.0|5.0|29.0|-6.78|410.83|0.0|1.0|2.94|0.0105|4.03e-05|0.0166|0.0|3.9744|4.2|3.6369|-1735.400941|1079.4|311.96|508.69|0.68276|0.69894|6.4248|-0.20463|0.03449081|-1735.284957|16.0|7.8|7.8
12b_a40|0|0|0.0|0.0|1|0|0.604989475|1.713497417|-0.004650218|5.4161004020000005|-0.011794908|0.04020202|0.747253086|-0.158107422|0.00779293|0.107454819|10.31197236|2|2|0.004452418|0.279216571|0.038336814|-0.513870527|0.7137941109999999|-0.227384615|0.7818091140000001|1|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|0.010845303|6.17734692|80.72126798|0.044352844|-0.0338355829999999|-24.3068084|3.518538455|48.54667776|43.22826564|544.3244990000001|-10.97726831|0.143170283|8.132984007000001|81.54797734|-340.29531769999994|22.49258909|0.010309671|-406.4913617|697.2702616|370.3261123|1.0|3.26|3.87|20.0|6.58|58.43|2.0|101.78|0.0|1.0|2.0|24.0|-4.09|415.12|0.0|1.0|5.79|8.09e-06|7.82e-08|3.2500000000000004e-05|0.0|3407.0|6.27|3407.0|-3016.9868100000003|960.94|363.91|490.5|0.69476|0.69476|4.5528|-0.22546|0.01251873|-3016.980996|0.04|7.3979|7.3979
11d_a5|1|0|2.9590700880000003|0.0|0|0|1.388848584|0.0|-0.003373937|4.59511985|0.001099755|0.0228184279999999|0.0|-0.185566552|0.008307337|-0.138265707|10.94877952|1|1|0.008809179|-0.202307745|-0.200646773|-0.22897714|0.783891527|0.036918829|0.831190148|0|0.87090286|-0.063028408|-0.0847408619999999|0.359644732|0.012828514|8.151092424|61.45330587|0.12909714|-0.029333375|-34.21147402|5.179111638|65.35645739|48.19862797|553.3617954|-11.84243331|0.287694578|8.920296087|182.7978704|-615.8065323|26.16587381|0.018119737|-269.7929124|1360.625438|631.9206508|1.0|3.13|3.37|23.0|4.41|66.93|1.0|114.29|0.0|1.0|7.0|29.0|-6.47|385.46|1.0|1.0|3.28|0.0278|5.14e-05|0.0198|0.0|4.4175|2.59|4107.0|-1239.093739|1154.67|280.66|594.45|0.66686|0.6533399999999999|2.8731|-0.20529|0.03371838|-1238.914819|15.0|7.8239|7.8239
