molecula|NaaNH|n9FaHRing|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA3|PBF|FPSA3|PNSA5|PPSA3|RNCS|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Fraction Csp3|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50
4R4k_a46|0|0|1|7.825245291|1|1.134637098|-0.050636784|-0.0049602|-0.088084767|-0.104665424|-0.252970193|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|0.787615341|0|-0.089699228|0.237621572|0.007883196|-45.72566346|4.194771739|173.3171354|2.232103603|0.0|0.866681099|-1.4608409080000002|49.58292992|0.465590034|473.9155694|-777.3362788|1767.850427|0.133318901|5.522208638|10.33328154|0.871222588|4711.736397|-413.632783|-390.2334878|896.9115391|519.5743695|3.857266463|1.0|1.0|0.0|0.33|4.77|50.94|2.84|0.0|100.96|0.0|2.0|-4.82|25.0|333.43|1.0|1.0|3.81|-4.83|1.5e-05|5.0|0.0|0.0|2.48e-07|4.52|4.1392|-1053.413412|565.94|994.13|299.53|0.2896|234.09|490.83|0.68404|-0.17484|1.8559|0.0257622|97.0|7.0132
30_a47|0|1|1|6.842683282|0|1.304327883|-0.069449687|-0.0092264759999999|-0.184735553|0.013114301|-0.415191425|-0.008774855|10.95005723|0.0467853809999999|1|1|-0.008325552|0.029343834|-0.035472095|-0.079370393|-0.4370608039999999|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.913855507|1|-0.108232368|0.384732322|0.022747897|-64.38108459|13.64937081|350.5257774|8.190002019|76.90733636|0.679447569|-1.609452527|81.25550675|0.4680850139999999|407.3992771|-965.7162688|1558.731067|0.320552431|6.886726437999999|12.94704346|0.879999675|5852.817155|-579.456614|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|0.05|3.93|98.72|1.78|0.0|104.25|0.0|5.0|-4.22|28.0|396.81|0.0|1.0|2.61|-4.1|6.05e-05|24.0|0.0|0.0|5.74e-08|3.89|3.7159|-1696.078047|615.85|1032.35|333.66|0.3566|333.66|478.04|0.6944899999999999|-0.1517|2.7493|0.0420327|13.0|7.9
13p_a6|1|0|0|6.842683282|0|1.424099253|0.024837222|-0.010395243|-0.1144898999999999|0.072850973|-0.634109842|-0.014153926|10.95053423|-0.072853186|1|1|-0.005708558|0.123575608|-0.068532678|-0.116250572|-0.573014008|0.865935935|0.784414352|-0.059663359|0.837659336|1|-0.099405155|0.196002517|0.01730144|-76.17631587|12.27472016|80.30786544|8.708451561|107.5669533|0.76005742|-2.14743793|89.17529231|0.412828992|515.4389679999999|-1523.526317|3833.042283|0.23994258|8.760340755|14.91957306|0.703081362|6590.216479|-1080.8845310000002|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|0.12|4.01|122.47|1.01|0.0|132.01|0.0|7.0|-5.09|34.0|449.51|0.0|1.0|2.96|-4.55|8.11e-06|0.00365|0.0|0.0|8.73e-11|4.73|2.9837|-1463.0432449999998|752.82|1283.98|415.53|0.4132|258.45|573.39|0.7056600000000001|-0.12251|9.0546|0.03807447|92.0|7.0362
4S4l_a46|0|0|1|7.825245291|1|1.134637095|-0.058870177|-0.004736212|-0.075241716|-0.067419714|-0.255755434|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|0.7940662409999999|0.726535412|-0.001318857|0.762625193|0|-0.090807851|0.213675946|0.007140583|-46.10883478|3.888872426|178.19783940000002|2.117940478|0.0|0.877939134|-1.523935543|49.6055056|0.469439238|487.3122681|-829.959026|1744.8220399999998|0.1220608659999999|5.668394116|10.68377935|0.884798257|4920.211524|-452.0086091|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|0.36|5.02|50.94|3.06|0.0|105.77|0.0|3.0|-5.28|26.0|347.45|1.0|1.0|4.08|-5.11|5.25e-06|0.00182|0.0|0.0|9.980000000000001e-08|4.99|4.1414|-1092.727031|583.76|1040.96|299.38|0.2586|234.25|500.66|0.6763600000000001|-0.17632|2.5083|0.02696794|261.0|6.5834
16c_a32|1|1|0|7.765993078999999|0|0.6094207629999999|0.191088217|-0.01639019|-0.087497559|-0.03152033|-0.770338913|-0.031087095|10.31100271|-0.036931818|3|3|-0.00369116|-0.057356214|-0.1260956869999999|-0.229450999|-0.697601261|0.809370315|0.8607827790000001|0.0482801729999999|0.915639476|1|-0.088841599|0.367322508|0.025791147|-71.59058881|15.38819548|102.2022233|9.181311842|37.0285246|0.6846367059999999|-1.679836163|86.97970500000001|0.463897164|461.2334662|-1002.268243|3143.196853|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|5979.891916|-597.9997655000001|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|0.0|1.0|0.22|4.21|149.27|0.88|0.0|107.14|1.0|7.0|-6.04|27.0|399.49|0.0|1.0|3.41|-4.41|9.17e-07|0.000366|0.0|0.0|1.0300000000000001e-07|4.12|3.6264|-1916.651132|639.66|1069.28|341.89|0.2955|341.89|508.43|0.70198|-0.14997|4.0551|0.02806787|5.0|8.3468
6_a3|0|0|0|6.823286122000001|0|0.605016564|0.155665791|-0.008934536|-0.106234254|-0.025021661|-0.330577816|0.05584062|10.3116226|0.032782484|1|1|-0.006696449|-0.0445675709999999|0.020589494|0.036673175|-0.594308852|0.881253042|0.790667152|-0.155862559|0.8632654590000001|1|-0.1042506469999999|0.556539611|0.010921391|-49.23401228|5.449560482000001|236.2008316|2.7192240510000003|77.06094911|0.80281499|-1.282699916|56.71997588|0.387883362|390.8623623|-640.0421597|1899.385061|0.19718501|5.498222293|8.982311462|0.633675574|4992.54948|-319.3685142|-302.19751|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|0.0|4.66|92.93|2.11|0.0|95.5|0.0|2.0|-5.44|23.0|338.81|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|0.0|0.0|3.28e-08|3.09|3.3963|-1731.7043199999998|524.88|884.88|365.05|0.1997|212.74|366.93|0.69323|-0.1465|2.8131|0.03079258|1778.0|5.7501
20_a31|1|1|0|7.765993078999999|0|0.609420757|0.0469387759999999|-0.009722467|-0.057200812|-0.013040402|-0.476400874|-0.020082435|10.31100269|-0.078213611|3|3|-0.001662219|-0.023477148|-0.0852122769999999|-0.1534110109999999|-0.594513619|0.788133615|0.8602874540000001|0.028036914|0.912372776|1|-0.085849869|0.246878555|0.019334605|-69.0542431|12.1160662|64.42171513|7.592555532|75.10345696|0.710707042|-1.542737604|81.35171021|0.464597945|498.4558574|-966.7594033|1758.762093|0.289292958|8.289864307|15.48343758|0.86775525|5678.167489|-605.8215871|-264.0799235|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|0.26|4.38|140.04|1.1|0.0|110.47|1.0|7.0|-5.91|27.0|397.52|0.0|1.0|3.6|-4.44|1.24e-06|0.000493|0.0|0.0|2.23e-08|4.78|3.5381|-1880.734655|666.67|1113.19|350.43|0.2011|350.43|560.67|0.7036600000000001|-0.1483|3.7403|0.0336943|8.0|8.0862
8a_a12|0|0|0|0.0|1|1.283813597|0.082323047|-0.00771093|-0.052287869|-0.205012437|-0.362413703|-0.050603335|10.95472846|-0.084035283|0|0|0.000249868|-0.3422915179999999|-0.135424346|-0.226106307|-0.5385001079999999|0.913877696|0.763500863|-0.1261547959999999|0.8157289759999999|0|-0.05926895|0.221703535|0.010336879|-48.195997|5.354053791|46.32568673|2.773166902|0.0|0.791430726|-1.4888045019999998|55.45388635|0.46777503|462.3571879|-771.1359521|2093.2274030000003|0.208569274|5.113243051|9.607296424|0.878904705|4806.044707999999|-399.41487|-301.89687089999995|974.3568539|464.1781753|7.257889351|1.0|1.0|1.0|0.15|2.5|50.17|2.89|0.0|105.24|0.0|3.0|-3.9|25.0|327.38|1.0|1.0|3.1|-4.21|0.000125|0.0408|0.0|0.0|1.28e-08|3.41|3.9091|-1046.0210880000002|556.3|952.71|317.17|0.2486|317.17|424.14|0.6309100000000001|-0.15696|3.6588|0.02180654|199.0|6.7011
12k_a36|1|0|0|7.412764017000001|2|1.297043952|-0.076124222|-0.0071232019999999|-0.063399056|0.096315593|-0.413145744|0.003690005|10.94908765|-0.058284869|1|1|0.003724542|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|0.90500247|0.811903388|-0.09344781|0.8647233590000001|0|-0.075717305|0.367754573|0.018067063|-67.14870046|11.90012613|46.79001927|7.838185977999999|0.0|0.7806817009999999|-2.038936068|78.24529096|0.478908312|555.1026569|-1342.974009|2294.707886|0.219318299|7.241602627000001|13.89698356|0.919048073|6027.033337|-884.5687799000001|-369.7499256|1720.258086|698.847203|11.0965905|1.0|0.0|0.0|0.12|2.42|69.2|2.38|0.0|133.84|0.0|6.0|-4.58|31.0|407.47|1.0|0.0|2.37|-4.55|2.6e-05|0.0106|0.0|0.0|9.66e-08|3.83|3.6631|-1310.312649|697.92|1186.08|338.46|0.3116|245.37|530.51|0.70031|-0.15053|5.7818|0.03274587|14.0|7.8539
12x_a30|0|0|0|7.412764017000001|2|0.604984021|0.044575215|-0.006008579|-0.0335688279999999|-0.0606216429999999|-0.3545061539999999|0.027312213|10.31162819|-0.1066694919999999|1|1|0.006346396|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|0.842068099|0.782514704|-0.062251445|0.829606585|0|-0.071909912|0.398925866|0.014757946|-60.57208434|9.745611551|74.51844582|6.435648079|0.0|0.824674971|-1.926232129|68.52587215|0.4490846539999999|560.5459455|-1272.013771|2374.777496|0.175325029|7.794822643|14.14885734|0.815160907|6359.545311|-839.9917174000001|-428.8071293|1542.442557|754.3941655|7.953787804|1.0|0.0|1.0|0.21|3.23|81.65|3.25|0.0|137.21|0.0|5.0|-6.04|31.0|426.54|0.0|0.0|3.19|-5.46|9.14e-07|0.00039|0.0|0.0|4.12e-08|4.45|3.4831|-1654.3784|703.75|1211.79|355.95|0.1517|355.95|558.65|0.68589|-0.14783|4.3702|0.03136007|22.0|7.6556
10_a32|1|1|0|7.765993078999999|0|0.6094207629999999|0.153272514|-0.016404762|-0.087497559|-0.020186906|-0.771023817|-0.028431775|10.31100271|-0.047619048|3|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.229450999|-0.690879647|0.809370315|0.8607827790000001|0.012125768|0.915639476|1|-0.088310158|0.266552538|0.02575778|-75.59866726|15.91131724|57.97512956|9.828875607|52.24660367|0.6946347429999999|-1.7133436169999998|91.10767604|0.449853016|470.8845962|-1058.381342|2980.525719|0.305365257|7.079344111|12.86809583|0.81769605|5842.926058|-653.7924168|-240.4628923|1523.651605|513.9156315|15.50900878|1.0|0.0|1.0|0.22|4.21|149.27|0.88|0.0|107.14|1.0|7.0|-6.04|27.0|399.49|0.0|1.0|3.42|-4.41|9.17e-07|0.000366|0.0|0.0|1.0300000000000001e-07|4.12|3.6441|-1916.631761|654.7|1086.09|340.24|0.2983|340.24|533.89|0.70228|-0.15088|2.4919|0.03701539|7.0|8.1427
12j_a36|1|0|0|7.412764017000001|2|0.6293514410000001|-0.084183025|-0.007086381|-0.0446165029999999|0.091496219|-0.41101009|0.039869055|10.33556498|-0.051080247|1|1|0.003710345|0.161289379|-0.07550872|-0.133106642|-0.436310965|0.906423012|0.820041835|-0.1241793309999999|0.87043328|0|-0.069970795|0.362692602|0.018160631|-69.66341599|11.99396966|26.39145693|7.921272637|2.098786266|0.7758129420000001|-2.004132137|80.59149538|0.457280037|563.0803357000001|-1323.6049039999998|2536.987511|0.224187058|7.483427579|13.78874575|0.8425708820000001|6352.018345|-874.1588982999999|-364.314663|1706.0876829999995|725.9470896|10.92807939|1.0|0.0|1.0|0.17|2.61|94.5|2.51|0.0|135.47|0.0|6.0|-4.85|31.0|427.52|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|0.0|0.0|8.95e-08|3.37|3.7807|-1670.420129|694.28|1198.96|327.94|0.4981|238.1|536.01|0.69967|-0.15495|6.4451|0.02793415|0.01|8.0
2_a3|0|0|0|6.823286122000001|0|0.605017347|0.176032668|-0.008422099|-0.09743592|-0.103423993|-0.311617665|0.09933632|10.31162302|0.036301827|1|1|-0.0045709459999999|-0.18746945|0.017902469|0.032450556|-0.568019422|0.899733837|0.769486995|-0.192034735|0.8401405609999999|1|-0.104577702|0.4551292289999999|0.011938463|-44.07280196|5.601853871|228.178656|2.628543258|74.89956423|0.727984269|-1.127115845|53.05538527|0.458202525|352.0174726|-528.8736235|1314.679398|0.272015731|4.88513521|9.016533738|0.845708123|4446.904467|-248.1619888|-213.9529255|726.4904564|330.4083896|8.982583312000001|1.0|1.0|1.0|0.0|4.01|92.93|1.6|0.0|90.49|0.0|2.0|-4.75|22.0|304.37|0.0|1.0|3.06|-4.27|1.7800000000000002e-05|0.0054|0.0|0.0|1.3e-07|1.97|3.3354|-1272.114086|503.34|841.85|371.73|0.1824|227.92|340.69|0.69543|-0.14605|4.0121|0.02925101|3981.0|5.4
19b_a38|1|0|0|7.412764017000001|2|1.297044256|-0.122009545|-0.008652352|-0.115864198|0.013765516|-0.467227005|-0.1381849369999999|10.96052467|-0.0697981979999999|1|1|-0.004358975|0.035216067|-0.098027247|-0.250781298|-0.443325632|0.653741315|0.8295290000000001|0.019437461|0.8851623040000001|0|-0.086013549|0.336505882|0.0224393089999999|-71.73053105|13.92699891|120.3048789|8.643817972|0.0|0.7596369590000001|-2.0803120280000003|84.49751102|0.478948837|452.6479704|-1291.149559|2436.66785|0.240363041|7.159317935|13.74014387|0.91919733|6518.872269|-801.3543933999999|-322.28833010000005|1699.692918|593.6088758|12.76697997|1.0|0.0|1.0|0.14|3.11|81.23|2.78|0.0|125.65|0.0|5.0|-4.25|31.0|419.43|0.0|1.0|2.94|-4.33|5.68e-05|0.0238|0.0|0.0|7.599999999999999e-08|3.66|3.7509|-1431.38073|646.81|1111.29|330.55|0.4634|231.18|485.64|0.69411|-0.15414|5.5253|0.03336932|12.0|7.9172
14a_a5|1|0|0|6.605297921|1|1.226142247|-0.056730193|-0.0053665219999999|-0.005002101|-0.132625457|-0.316624785|-0.086229994|10.9488747|0.024793388|1|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|-0.36152442|0.7333482170000001|0.79661948|0.144729708|0.847379958|0|-0.080875277|0.4398855029999999|0.0173669719999999|-53.20786056|11.74431806|134.62273080000003|7.942029745|55.04914434|0.629783335|-1.494946644|69.71575554|0.470085022|534.8590069|-1010.949351|1315.573182|0.370216665|8.424031251|15.89694877|0.88709518|6177.303329|-683.6488737000001|-175.53051609999997|1605.23357|723.0631751|16.50789498|0.0|1.0|1.0|0.2|4.38|92.79|1.37|0.0|123.0|0.0|6.0|-4.15|32.0|425.48|0.0|1.0|3.05|-4.22|7.15e-05|0.0304|0.0|0.0|1.45e-09|4.3|4.1501|-1390.546425|692.8|1195.01|298.75|0.5853|298.75|508.64|0.65789|-0.1676|2.7115|0.04629687|112.0|6.9508
18b_a30|0|0|0|7.412764017000001|2|0.604987149|0.036563014|-0.006947027|0.0075638519999999|-0.039831247|-0.375139476|0.016709918|10.31163838|-0.051413084|1|1|0.0036417359999999|-0.072825879|-0.049287858|-0.090115975|-0.45633339|0.80330079|0.822401103|0.022695194|0.8839272779999999|0|-0.078751666|0.413791511|0.019880184|-63.07862164|13.14992762|77.65678625|8.698138813|0.0|0.759715688|-1.811894154|75.30642440000001|0.424912258|575.0330633|-1198.493811|3057.267112|0.240284312|7.513189589|13.0644231|0.7388650920000001|6387.715069|-792.7545943|-343.5825913|1577.555697|666.0036144999999|12.22780277|1.0|0.0|1.0|0.13|2.49|105.44|2.17|0.0|131.99|0.0|5.0|-5.49|31.0|423.49|0.0|0.0|2.42|-4.8|3.23e-06|0.00137|0.0|0.0|2e-07|3.64|3.5256|-1667.995173|697.37|1178.08|351.66|0.3576|351.66|563.55|0.67715|-0.14385|4.8198|0.03910602|25.0|7.6003
14c_a23|0|1|2|7.423568444|0|1.197962449|0.06596946|-0.005822256|-0.024758731|0.04174584|-0.296935034|-0.047853455|10.31321813|-0.047410593|2|2|0.009263715|0.077009731|-0.071484865|-0.13187015|-0.4589840189999999|0.722187957|0.793551289|0.1114214519999999|0.857184548|1|-0.0567889659999999|0.2273163289999999|0.018842596|-53.17009158|12.52192141|38.43627129|8.321492112|81.41541733|0.7834075309999999|-1.600173862|64.05912299|0.459622824|613.3401089|-1063.401832|2379.221378|0.2165924689999999|7.832948614|14.49533577|0.8505592829999999|6755.962581999999|-706.6878684999999|-376.6791777|1357.40568|633.3278634|10.88903141|0.0|0.0|1.0|0.05|4.67|105.02|3.51|1.0|125.29|0.0|5.0|-6.13|31.0|445.93|0.0|0.0|4.0|-5.55|7.49e-07|0.000334|0.0|0.0|1.02e-08|4.1|3.7031|-2089.501598|693.64|1177.63|334.81|356.0|334.81|549.86|0.56781|-0.15143|7.2704|0.02236136|2.0|8.6253
12i _a30|0|0|0|7.412764017000001|2|0.604984133|0.04580336|-0.00691453|-0.030422458|-0.0982344169999999|-0.366470081|0.0109710489999999|10.31162888|-0.072247675|1|1|0.003603419|-0.172434349|-0.051371057|-0.090173435|-0.469854551|0.8264832879999999|0.831176513|-0.029080032|0.888213143|0|-0.076575246|0.356921662|0.015808432|-63.00408424|10.32233418|84.78576301|6.740110893|0.0|0.806299097|-1.833298476|72.59006433|0.479900127|550.7287204|-1197.077601|2280.31966|0.193700903|8.097008872|15.56818082|0.92270764|6362.153853|-781.648379|-400.0044646|1484.657003|652.8825454|9.585980094|1.0|0.0|1.0|0.14|3.27|81.65|3.31|0.0|132.29|0.0|5.0|-5.93|30.0|432.93|0.0|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|0.0|0.0|6.03e-08|4.45|3.5242|-2035.339603|691.59|1167.27|351.81|0.2384|246.2|542.74|0.68497|-0.14945|2.5397|0.03436093|16.0|7.8013
12s_a36|1|0|0|7.412764017000001|2|1.297044029|-0.057853364|-0.007059109|-0.045035034|0.037454164|-0.4023692|0.0056370119999999|10.95352614|-0.050363149|1|1|0.003962098|0.063448144|-0.104118159|-0.1763783589999999|-0.434472457|0.90414347|0.8060798779999999|-0.118671653|0.856677627|0|-0.07216709|0.4314309979999999|0.019457471|-64.57958827|12.55883918|110.6090028|8.106112169|10.23927133|0.754198383|-1.901015959|76.34126108|0.4604765839999999|535.942162|-1227.012177|2294.468358|0.245801617|7.545963801|13.98635088|0.853487672|5890.905249|-791.9759303|-328.1450742|1626.909053|662.0530478999999|11.76167282|1.0|0.0|0.0|0.17|2.19|69.2|2.24|0.0|128.72|0.0|5.0|-4.16|30.0|395.46|1.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|0.0|0.0|1.08e-07|3.48|3.7604|-1272.236664|683.24|1150.67|329.71|0.4501|319.95|523.72|0.6928|-0.15559|6.6068|0.03416928|9.0|8.0458
11b_a31|1|0|0|7.765993078999999|1|0.610137403|0.078614731|-0.01950528|-0.172248605|-0.078907688|-0.838727032|-0.1488994619999999|10.31169957|-0.046362952|2|2|-0.010716217|-0.129901143|-0.101934423|-0.16780872|-0.564706551|0.833717183|0.834596039|0.067031897|0.889561759|0|-0.143839236|0.26165445|0.037758271|-82.80602396|21.02499452|286.7721447|11.70737909|87.78853803|0.669723835|-1.784511651|100.3071755|0.473305522|303.7286124|-993.6722875|1756.711832|0.330276165|6.83089364|12.96936635|0.8986339170000001|5202.545866|-553.3080237|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|0.0|1.0|0.24|3.25|125.57|0.79|0.0|92.51|0.0|5.0|-4.74|25.0|357.38|0.0|1.0|2.69|-3.75|1.82e-05|0.00649|0.0|0.0|3.59e-06|4.07|3.8437|-1520.0430279999998|589.56|969.71|322.57|0.2634|322.57|479.66|0.70073|-0.15936|3.2104|0.04215313|0.53|6.2757
8a_a50|1|1|1|7.860570786|1|1.39826105|-0.0737162059999999|-0.00439531|-0.021959577|-0.0224366579999999|-0.188998337|-0.150515325|10.94501357|-0.058014797|2|2|0.007801731|-0.038971589|-0.065546446|-0.11385159|-0.352654037|0.75162266|0.804535572|-0.188882361|0.8718949979999999|1|-0.069208148|0.278028663|0.018809422|-41.48493288|9.480859015|133.8183888|4.778811898|0.0|0.751415713|-1.234552044|50.06249379|0.46183401|433.9235497|-622.2739931|1503.563342|0.248584287|5.754657432|10.69309012|0.858162757|4638.284496|-313.6562159|-253.4513797|828.1354551|388.171611|8.577560914|1.0|1.0|0.0|0.11|3.71|59.39|2.02|0.0|94.75|0.0|2.0|-3.86|24.0|313.36|1.0|1.0|2.87|-4.13|0.000138|0.0433|0.0|0.0|4.82e-07|2.69|4.1738|-1006.637067|548.47|912.7|297.06|0.18|220.53|396.63|0.60625|-0.17244|3.5509|0.03479985|47.0|7.3279
35_a18|0|0|0|7.03438793|2|1.251175948|0.068150325|-0.00622005|-0.020425504|-0.069149293|-0.44784362|0.027469086|10.94702087|-0.0098863069999999|0|0|0.00113101|-0.104482176|-0.078001173|-0.117857059|-0.5009599889999999|0.737701788|0.737094825|-0.032017257|0.774007861|0|-0.081822342|0.3888901179999999|0.008853796|-62.06945887|6.525195505|118.7214377|4.809030636|74.92670772|0.874573807|-2.273933228|67.9315105|0.465531336|590.1597827|-1675.875389|1761.858479|0.125426193|9.184536969|17.18442554|0.87101708|6995.248058|-1235.110287|-552.1173777|1916.219506|1056.535856|5.862051629|1.0|1.0|0.0|0.3|3.35|85.29|3.33|1.0|151.05|0.0|8.0|-6.06|36.0|480.6|0.0|1.0|3.07|-5.53|8.629999999999999e-07|0.000415|0.0|0.0|2.81e-10|8.09|3.2146|-1532.976969|796.47|1400.62|385.69|0.4981|385.69|657.07|0.69279|-132.0|2.0432|0.02600607|24.0|7.6198
26_a47|0|1|1|6.86171134|0|1.304328272|0.11828578|-0.012090143|-0.200192886|-0.110530752|-0.544056455|-0.046771537|10.94972213|0.0081426509999999|1|1|-0.008325552|-0.24731748|-0.035472095|-0.079370393|-0.5899218279999999|0.6850994429999999|0.845040087|-0.11288313|0.910081385|1|-0.098127284|0.549740398|0.020884606|-59.08415114|12.13564316|9.608109253|7.0517889060000005|60.07342336|0.717639177|-1.626876095|73.39007585|0.474969855|412.8219782|-945.3464183|1341.904566|0.282360823|6.945070057000001|13.22794532|0.90465254|5994.406615|-549.3226272|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|1.0|0.05|4.68|98.72|2.59|0.0|104.8|0.0|4.0|-4.86|28.0|396.81|0.0|1.0|3.18|-4.56|1.3699999999999998e-05|0.00545|0.0|0.0|5.97e-08|4.37|3992.0|-1696.075481|592.84|1006.59|310.58|0.3197|258.5|443.78|0.68707|-0.16642|3.6825|0.02111593|13.0|7.9
47n_a18|0|0|0|7.03438793|1|1.251175627|0.0487694459999999|-0.007614955|-0.057061805|0.017491759|-0.609196374|-0.003276575|10.94702025|-0.048404296|0|0|0.001705837|0.026244774|-0.172015161|-0.258092915|-0.529441732|0.722991132|0.696612213|-0.09714337|0.726888951|0|-0.079299822|0.288989992|0.0106152389999999|-75.24728669|8.759783644|61.29571241|7.228646444|47.476904100000006|0.783921929|-2.4620167580000003|86.44740177|0.482565384|653.9193397999999|-2031.676741|2052.393389|0.216078071|10.43689152|20.17045476|0.932611327|7909.580851999999|-1676.556573|-468.58948260000005|2591.682495|1306.125688|11.20011508|1.0|1.0|0.0|0.31|3.31|105.6|2.72|1.0|162.18|1.0|13.0|-6.02|40.0|539.67|0.0|0.0|2.76|-5.24|9.48e-07|0.000511|0.0|1.0|1.7500000000000002e-10|9.78|3.2028|-1743.299948|879.92|1565.37|387.11|0.5056|387.11|799.02|0.6914600000000001|-0.13138|2.4754|0.02839695|64.0|7.1938
17b_a6|1|0|0|7.412764017000001|1|1.425925343|0.1012747369999999|-0.01272079|-0.0265090529999999|0.139594234|-0.6869226490000001|-0.0385646|10.949638|-0.0791229359999999|1|1|-0.00194781|0.231025646|-0.10896749|-0.180339002|-0.563310199|0.850080948|0.7788169070000001|0.002947625|0.8370824240000001|0|-0.095450984|0.318652397|0.03122461|-71.65078895|20.48861696|155.8689396|13.44399246|557.7093661|0.7706671740000001|-2.074717455|84.71888279|0.4548818979999999|494.7179214|-1361.36499|2207.972178|0.229332826|8.974770742|16.46390151|0.834464855|5985.963521|-893.2853154999999|-355.2067434|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|0.12|4.32|95.85|1.7|0.0|116.79|0.0|5.0|-5.81|31.0|409.44|0.0|1.0|3.6|-5.17|1.56e-06|0.000637|0.0|0.0|9.77e-10|4.04|2.9964|-1350.078181|690.98|1168.62|413.78|0.3949|349.8|575.2|0.7016100000000001|-0.12545|5.3385|0.02458322|153.0|6.8153
16j_a32|1|1|0|7.765993078999999|0|0.609420735|0.175152442|-0.0139074189999999|-0.086195934|-0.0667943999999999|-0.778815477|-0.135618491|10.31100263|0.021997616|3|3|-0.00030659|-0.11512706|-0.117577419|-0.202656848|-0.704356423|0.79965447|0.798237393|0.168000908|0.839271289|1|-0.07651119|0.509776381|0.023266265|-76.45058155|16.63953228|34.66998636|11.90023573|45.81893652|0.699790508|-1.817252458|91.93816239|0.442735754|590.7291534|-1299.659886|3448.428146|0.3002094919999999|7.357962381|13.20372234|0.7944808170000001|6507.757122|-929.4888072999998|-285.7717513|1857.212797|701.9321161|15.48758085|1.0|0.0|1.0|0.33|5.24|149.27|1.57|0.0|121.3|1.0|8.0|-7.45|30.0|441.57|0.0|0.0|4.25|-5.41|3.56e-08|1.57e-05|0.0|0.0|1.7e-08|5.5|3629.0|-2034.593521|729.78|1225.27|341.65|0.2907|341.65|631.34|0.70207|-0.15012|3.4656|0.0283671|9.0|8.0315
