molecula|NaaNH|n9FaHRing|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|FNSA3|PBF|FPSA3|PNSA5|PPSA3|RNCS|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Fraction Csp3|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50
14ac_a23|0|1|2|7.423568444|0|1.1979507740000002|0.0763230759999999|-0.011656739|-0.4422550999999999|0.016532702|-0.66443411|0.0518788009999999|10.3132169|0.043387326|2|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|-0.562985112|0.5562570379999999|0.7797862459999999|0.1374474|0.834426845|1|-0.0883661019999999|0.300389872|0.016832361|-73.32014595|12.70997824|57.45545019|9.597200637|0.327656318|0.8077820920000001|-2.330423202|87.75911516|0.489147172|703.0989434999999|-1759.6835030000002|3417.45156|0.192217908|8.122941134|15.90074614|0.95751094|9203.543798|-1328.722623|-464.8074813999999|2178.41361|718.3324686000001|14.43896921|1.0|0.0|1.0|0.12|8.36|105.02|4.6|1.0|130.29|0.0|7.0|-7.31|38.0|547.48|0.0|0.0|5.43|-6.65|4.92e-08|2.69e-05|0.0|2.0|9.25e-10|4.93|3.6325|-2303.9786940000004|751.54|1285.58|341.32|0.3209|309.85|627.76|0.69962|-0.15055|6.3004|0.02262555|4.0|8.3851
12af_a36|1|0|0|7.412764017000001|2|1.29704271|0.04293386|-0.00989889|-0.081537769|0.091263447|-0.6038322939999999|-0.074383486|10.96037047|0.00146554|1|1|-0.000472698|0.154914099|-0.126068378|-0.213993335|-0.505160213|0.859938421|0.813346624|-0.062279009|0.8631180940000001|0|-0.082549457|0.154396546|0.021921402|-73.23838519|15.22358698|89.56100543|10.57220682|127.6527374|0.6702409189999999|-2.003750775|91.25505794|0.448767097|524.5103537|-1391.529319|3082.869129|0.329759081|8.59579222|15.59375751|0.8141152220000001|6499.41155|-966.3646141|-236.4517911|2076.162883|757.7532208|18.01667275|0.0|0.0|0.0|0.17|1.65|98.3|1.49|0.0|138.06|0.0|7.0|-3.54|33.0|438.48|0.0|0.0|1.47|-3.64|0.000292|128.0|0.0|0.0|1.1800000000000001e-07|4.5|3.2299|-1440.954069|737.4|1246.55|383.86|427.0|236.83|589.48|0.70508|-0.13364|6.9003|0.02886569|15.0|7.8239
3_a47|0|0|0|0.0|0|1.304465159|0.013076203|-0.008740449|-0.130414103|-0.013350303|-0.367098851|0.103847816|10.93671092|0.013073797|0|0|-0.007967014|-0.021029826|-0.015388793|-0.024240921|-0.457330633|0.900251233|0.720319618|0.104873188|0.780628097|1|-0.083129079|0.4661246329999999|0.008609292|-49.71258151|4.514659074|98.29790989|2.367459086|1.139378223|0.7849694909999999|-1.422001494|58.22383723|0.403777634|448.2137648|-745.6887227000001|1280.146703|0.2150305089999999|6.46319354|10.84023999|0.67722658|5022.029588|-391.0345195|-298.8724505|949.95886|418.022895|8.511255722000001|1.0|1.0|0.0|0.0|5.4|58.04|2.88|0.0|101.55|0.0|3.0|-5.54|25.0|347.8|1.0|1.0|4.02|-5.35|2.86e-06|0.000995|0.0|0.0|3.829999999999999e-09|4.12|3.7284|-1470.101469|556.65|941.44|332.54|0.2342|217.52|402.58|0.69138|-0.15473|4.0226|0.03619487|316.0|6.5
34_a47|0|1|1|6.842683282|0|1.40499556|-0.210257395|-0.004157676|-0.064842466|-0.094313757|-0.191253079|-0.043634386|10.98214103|0.078153957|1|1|0.0047106|-0.208989427|-0.1430639269999999|-0.317014709|-0.2829549719999999|0.62974551|0.833786184|0.046668352|0.89234354|1|-0.061957581|0.437215023|0.019723558|-49.91779281|10.92238452|31.17423189|6.048527453999999|0.0|0.653993216|-1.261976347|62.66739933|0.45489212|457.4477611|-698.8490993|918.6458674|0.346006784|7.066583143|12.96364153|0.834499257|5105.274301|-387.0041342|-170.55473480000003|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|0.16|4.52|68.52|1.75|0.0|99.09|0.0|4.0|-3.57|26.0|348.38|1.0|1.0|3.02|-3.9|0.000267|0.0929|0.0|0.0|3.36e-08|2.41|3.8892|-1162.450678|585.79|980.02|318.79|0.2309|294.66|436.88|0.69314|-0.16086|4.4605|0.03084502|2.0|8.7
6_a1|0|0|1|7.535296702|1|1.3488280769999998|-0.092471477|-0.005477033|0.021203156|-0.114683042|-0.230035376|-0.00983397|10.95180041|-0.0538497079999999|1|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|0.781885145|0.798346291|0.13761072|0.8524898329999999|0|-0.057199415|0.212044989|0.021009352|-37.41011914|10.15161645|64.63457366|4.905211525|95.13138767|0.576759436|-0.929068634|49.61122373|0.4218263379999999|424.3707604|-448.9214297|1383.161829|0.423240564|5.555887839|9.609375529|0.7295841470000001|4061.042516|-216.916644|-74.17956941|778.3512535|359.9965854|12.20110458|1.0|1.0|0.0|0.22|3.57|39.94|1.75|0.0|86.31|0.0|3.0|-3.12|22.0|291.35|1.0|1.0|2.82|-3.68|0.0007599999999999|221.0|0.0|0.0|9.51e-07|2.81|4.0635|-935.4750982|527.41|875.29|305.12|0.3399|305.12|405.23|0.69818|-0.16784|5.8386|0.027384499|5.1|5.2924
7l_a46|0|0|1|7.727094485|1|1.160371354|-0.2644255789999999|-0.00090473|0.017668261|-0.203375108|-0.038903382|-0.074511843|10.9642261|0.050638298|1|1|0.0125870169999999|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|0.659888413|0.7746144629999999|-0.1237456669999999|0.825629852|0|-0.0565894359999999|0.253138137|0.011594057|-30.34397256|5.5935102720000005|8.13531199|2.698568452|51.39110437|0.67467081|-0.880544835|38.22273917|0.46327253|437.65027010000006|-424.8156159|1246.417766|0.32532919|5.273701985|9.825660656|0.863142947|4046.614178|-204.9507309|-168.5385796|629.6635476|375.721552|7.878766604|1.0|1.0|0.0|0.28|3.59|43.6|1.89|0.0|86.96|0.0|2.0|-3.18|22.0|290.36|1.0|1.0|2.86|-3.72|0.000668|0.1939999999999999|0.0|0.0|5.19e-07|2.42|4.5464|-915.5830363|517.29|879.87|272.71|0.2024|272.71|414.82|0.68834|-0.18993|3.3119|0.025086919|1.94|5.7122
12an_a36|1|0|0|7.412764017000001|2|0.6294007110000001|-0.05423417|-0.0070293469999999|-0.046532211|0.0966393909999999|-0.407702102|-0.131674913|10.33556631|-0.031635802|1|1|0.003710345|0.170355752|-0.07550872|-0.133106642|-0.434819796|0.906423012|0.8344566859999999|-0.009636347|0.885733922|0|-0.073519599|0.270501913|0.0173118669999999|-71.0446809|11.69727417|82.43567331|7.903608682000001|0.0|0.783512615|-1.997765039|81.70091433|0.44576647|565.1654879|-1349.848937|2399.367452|0.216487385|8.773001855|15.82907093|0.8042935809999999|6162.848939|-912.0652916|-383.1273396|1722.817107|725.9470896|10.65623343|1.0|0.0|1.0|0.17|2.61|94.5|2.51|0.0|135.47|0.0|6.0|-4.85|31.0|427.52|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|0.0|0.0|8.95e-08|3.37|3.7872|-1670.417726|718.98|1215.98|327.38|0.6702|239.49|571.76|0.69094|-0.15474|4.3963|0.0345115999999999|0.04|7.3979
4g_a46|0|0|1|7.825245291|1|1.134637064|-0.153373738|-0.001702489|-0.010706405|-0.093447672|-0.088529411|-0.055084605|10.96333695|-0.138341481|1|1|0.010608122|-0.144064904|-0.078780402|-0.121452903|-0.2455749539999999|0.662386484|0.74106323|-0.200628401|0.7796270059999999|0|-0.056893316|0.318162858|0.00801562|-40.24987057|4.598866947|7.38470955|2.638545451|72.82863401|0.826861093|-1.192613373|44.72726697|0.448462961|543.2323468999999|-684.2477996|2285.43285|0.1731389069999999|5.8466355000000005|10.60062169|0.8131148579999999|5176.321714|-392.5790722|-375.0653627|827.5244845|568.1534007|4.477396402|1.0|0.0|1.0|0.38|5.37|43.6|3.06|1.0|106.55|0.0|3.0|-5.38|26.0|366.89|1.0|1.0|4.39|-5.38|4.22e-06|0.00155|0.0|0.0|1.57e-08|4.65|4.4163|-1493.132001|615.33|1064.92|280.74|0.1294|280.74|530.39|0.6983199999999999|-0.18602|3.5526|0.02266493|2745.0|5.5615
12x_a36|1|0|0|7.412764017000001|2|0.629399587|-0.058295476|-0.007008724|-0.046532211|0.021670322|-0.40650598|-0.054184069|10.33556641|-0.023932402|1|1|0.003710345|0.038200407|-0.07550872|-0.133106642|-0.4331246039999999|0.906423012|0.828393514|0.056034339|0.8792981679999999|0|-0.0737521679999999|0.3403819629999999|0.017625524|-70.20305027|11.85578416|81.81168174|7.974776509|0.8295471390000001|0.7768535409999999|-1.982993755|81.1499815|0.458792701|562.6051882|-1333.8579550000002|2391.802689|0.223146459|8.770758009|16.20591229|0.847720832|6193.10485|-897.2176739|-372.4502879|1717.000548|725.9470896|10.94693123|1.0|0.0|1.0|0.17|2.61|94.5|2.51|0.0|135.47|0.0|6.0|-4.85|31.0|427.52|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|0.0|0.0|8.95e-08|3.37|3.7364|-1670.419519|719.63|1209.23|331.83|0.3901|319.74|569.01|0.68112|-0.1517099999999999|5.6653|0.03331471|7.0|8.1549
12b_a36 (EW-7197)|1|0|0|7.412764017000001|2|1.2970445309999998|-0.104514139|-0.008137593|-0.082283951|0.027495626|-0.439429998|-0.098032695|10.96052467|-0.056994595|1|1|-0.000673716|0.059005046|-0.101303149|-0.217394466|-0.442656599|0.724208473|0.819222745|-0.001567914|0.8741648479999999|0|-0.081357853|0.458627252|0.021439664|-67.98756422|13.41367899|81.63796416|8.392238798|5.958751634|0.746747352|-1.956014468|80.95733534|0.45988432|477.6935927|-1223.776156|2338.370858|0.253252648|6.764872303|12.52485821|0.851455231|6096.459089|-765.6528642999999|-308.7538779|1638.808832|595.8790650000001|12.96977113||||||||||||||||||||||||3.41|3.7725|-1332.147999|659.48|1104.61|328.66|0.4491|322.25|486.64|0.69991|-0.15571|5432.0|0.03202977|7.0|8.1549
4a_a49|0|0|1|7.535296702|1|1.343847746|-0.076526919|-0.006602016|-0.074495823|-0.080255074|-0.3631108529999999|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|0.7541604690000001|0.803344301|0.0063958109999999|0.856023531|1|-0.094228246|0.433367368|0.017143497|-53.88810275|10.51443916|313.22432680000003|6.448709504|60.11195021|0.650301539|-1.4936715669999998|68.37721704|0.4716382|464.3095353|-916.0977468|1647.61849|0.349698461|7.934892916|15.01791558|0.8926425020000001|5950.370212|-561.8605190000001|-184.3656985|1408.727632|620.5697596|14.48911428|0.0|1.0|1.0|0.22|2.83|92.93|1.25|0.0|114.08|0.0|6.0|-3.28|30.0|399.45|0.0|1.0|2.42|-3.52|0.000528|211.0|0.0|0.0|4.35e-08|3.34|3.7876|-1313.158118|660.19|1128.22|327.34|0.1935|262.35|504.63|0.68042|-0.1585099999999999|3.9716|0.04133192|32.0|7.4949
4c_a49|0|0|1|7.535296702|1|1.343847672|-0.048954892|-0.0057600559999999|-0.044371138|-0.099764463|-0.339843311|-0.102999091|10.92777281|0.006194124|1|1|0.00202792|-0.163476035|-0.001005604|-0.001647802|-0.412652341|0.7745214140000001|0.7796063109999999|-0.052237757|0.826523164|1|-0.087753156|0.407675441|0.012079228|-55.59622798|7.782541015|82.02101639|5.014223225|59.70585149|0.724053828|-1.639519861|66.77901229|0.473304159|490.6910965|-1056.328332|1683.872161|0.275946172|8.474369008|16.089682800000002|0.898629005|6046.668361|-680.5831211|-288.71184960000005|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|0.25|3.19|98.72|1.47|0.0|120.43|0.0|7.0|-3.5|31.0|412.49|0.0|1.0|2.6|-3.58|0.000314|0.13|0.0|0.0|1.07e-08|3.04|3.8067|-1332.607539|705.55|1199.04|325.7|0.2411|216.0|533.87|0.67789|-0.15925|3.4931|0.03969431|255.0|6.5935
41_a18|0|0|0|7.03438793|2|1.251176562|0.115127295|-0.007587553|-0.059936864|-0.089781154|-0.500778516|0.022493846|10.9470117|0.0212700929999999|0|0|-0.002136837|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0.759941674|0.733589101|-0.032217299|0.774395455|0|-0.1020290859999999|0.3888308139999999|0.009550224|-61.10986894|6.547189171|347.42621339999994|4.488448275|93.99687836|0.903239484|-2.317626057|65.83786886|0.487248278|503.8398786|-1588.856592|1491.296991|0.0967605159999999|8.787657952|17.13823195|0.950261611|6605.095612|-1089.246155|-552.8844577000001|1759.064589|897.5188662|4.727999916|1.0|1.0|0.0|0.25|2.7|99.28|2.94|1.0|141.34|0.0|6.0|-5.56|34.0|452.55|0.0|1.0|2.53|-5.02|2.76e-06|0.00125|0.0|0.0|4.18e-09|7.34|3.2123|-1454.3467460000002|736.59|1294.52|385.97|482.0|385.97|576.83|0.69308|-0.1319|2.0934|0.0280471999999999|369.0|6433.0
6b_a40|0|0|1|8.421342866|1|0.604892326|0.135693438|-0.014861289|-0.069975812|-0.137534783|-0.698480566|0.0986825569999999|10.30179924|-0.226457281|2|2|-0.004728928|-0.248560671|-0.018582337|-0.033583055|-0.630957955|0.691778838|0.842573207|0.003163118|0.90571269|1|-0.107699967|0.417254814|0.014588568|-79.36130196|9.771129787|176.8246355|6.544506614|34.43877986|0.878140798|-2.132795227|87.29061302|0.442509019|504.6333458|-1428.503435|4049.386572|0.1218592019999999|6.976123351|12.51342818|0.793750992|8482.600495|-956.7829293|-506.5422338|1626.736212|618.8882797|7.929311055|1.0|0.0|1.0|0.21|4.38|173.43|2.61|2.0|130.16|1.0|5.0|-8.41|31.0|511.42|0.0|1.0|4.21|-6.18|3.86e-09|1.98e-06|1.0|1.0|6.21e-06|8.98|3.1026|-3290.745084|687.2|1183.07|399.62|0.4962|399.62|552.01|0.69429|-0.1237099999999999|8193.0|0.03026498|0.03|7.5229
3k_a32|1|1|0|7.97831097|0|0.609420759|-0.001009768|-0.005745086|-0.001250803|-0.047167919|-0.270019022|-0.0902541999999999|10.31100271|-0.077097565|3|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0.816196288|0.779649252|-0.127713677|0.8306695270000001|1|-0.0711378679999999|0.31016741|0.0123637989999999|-51.21653025|6.970844822|80.0971996|3.930238317|0.0|0.78057227|-1.271758703|58.16707081|0.472646737|494.8840288|-717.0314235000001|1970.06814|0.21942773|6.153598893|11.6688363|0.89626209|5259.698672|-404.2701347|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|0.32|5.78|110.94|2.41|0.0|105.36|0.0|3.0|-7.04|25.0|366.5|0.0|1.0|4.75|-5.61|9.16e-08|3.3600000000000004e-05|0.0|0.0|5.86e-08|3.81|3.5363|-1750.1383649999998|611.65|1022.89|350.6|0.3082|350.6|452.36|0.70268|-0.14667|3.2233|0.02654958|9.0|8.0605
13h_a6|1|0|0|6.842683282|0|1.424099498|-0.094781725|-0.006619944|0.004767264|0.060987639|-0.3839567379999999|-0.01698365|10.95053423|-0.090944829|1|1|-0.000644109|0.105918119|-0.12414699|-0.215607882|-0.468842137|0.836982172|0.780222427|-0.0256002129999999|0.8391892870000001|1|-0.074151997|0.300800177|0.017441348|-64.32173453|12.1971464|77.20799814|8.529752344|0.0|0.736918588|-1.747564296|76.78735663|0.461667017|606.9504647000001|-1222.112956|2829.19698|0.263081412|9.11292243|16.928040300000003|0.8575863490000001|6302.785260000001|-854.6524332|-331.36552|1658.40973|744.1359788|12.4656221|1.0|1.0|1.0|0.12|4.79|103.17|1.13|0.0|128.63|0.0|6.0|-5.56|33.0|431.49|0.0|1.0|3.61|-5.06|2.77e-06|0.0012|0.0|0.0|2.67e-11|3.83|3392.0|-1386.569017|738.61|1253.92|365.52|1.0978|254.58|591.53|0.69001|-0.14097|7.2872|0.04469058|47.0|7.3279
14b_a23|0|1|2|7.423568444|0|1.197963628|0.065240838|-0.006248709|-0.071396109|0.0519489729999999|-0.318684138|-0.0644978|10.31321824|-0.047410593|2|2|0.0075222369999999|0.121308009|-0.073945564|-0.17267308|-0.4557487779999999|0.616699629|0.793551289|-0.00399443|0.857184548|1|-0.063267638|0.228282196|0.020454632|-53.44429544|13.26014776|40.76245006|8.596171261|84.36242964|0.774359705|-1.64882535|64.97993029|0.450973737|548.6057241000001|-1068.885909|2280.830615|0.225640295|7.833620016|14.26820636|0.821406493|6622.129837|-692.9278992000001|-355.71896410000005|1380.34805|599.5697147999999|11.53563485|0.0|0.0|1.0|0.05|4.58|105.02|3.4|1.0|120.24|0.0|5.0|-5.58|31.0|429.47|0.0|0.0|3.78|-5.11|2.66e-06|0.00114|0.0|0.0|2.14e-08|3.72|3706.0|-1729.139722|673.05|1142.37|334.55|0.3603|334.55|525.66|0.58097|-0.15064|6.8752|0.02188578|4.0|8.3536
8_a15|0|0|0|0.0|0|1.419941362|-0.208657545|-0.009853404|-0.044406425|0.155304204|-0.5025236129999999|-0.010146469|10.95880707|-0.014489333|0|0|0.003160815|0.225620047|-0.203104439|-0.295062413|-0.342749125|0.85357243|0.7059441040000001|0.0937475619999999|0.742680335|0|-0.071552706|0.381651497|0.0336657729999999|-69.07571287|19.65860939|104.8781037|11.47934212|55.99586988|0.519427411|-1.419522941|89.80283608|0.389723411|498.6196971|-828.9085544|1919.535904|0.480572589|6.093505548|9.984825987|0.638601279|5306.2234530000005|-484.0283816000001|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|1.0|0.19|4.95|61.84|1.96|0.0|104.74|0.0|7.0|-5.25|27.0|366.41|1.0|1.0|3.76|-4.81|5.63e-06|0.00206|0.0|0.0|2.69e-08|3.36|3.7426|-1223.687714|598.84|1050.15|331.28|251.0|279.58|538.51|0.70524|-0.1558|1.1415|0.01719864|108.0|6.9666
12v_a36|1|0|0|7.412764017000001|2|1.297043692|-0.077763989|-0.008411281|-0.04314418|0.073329354|-0.487854327|-0.086194201|10.96020642|-0.023932402|1|1|0.003077071|0.123026459|-0.1430106119999999|-0.239932418|-0.401336708|0.8913597320000001|0.828393514|0.024751559|0.8792981679999999|0|-0.078158778|0.334379501|0.027145269|-69.20675352|17.85767346|113.7463918|11.74777471|0.462992841|0.6276553979999999|-1.788408258|88.07013157|0.461799225|527.7920397|-1176.51481|2328.221818|0.372344602|8.456596706000001|15.71271745|0.8580426609999999|6065.593390999999|-773.9771341000001|-167.9576969|1874.459798|679.7230552999999|18.86337805|1.0|0.0|0.0|0.17|1.89|78.43|1.72|0.0|130.24|0.0|6.0|-3.95|31.0|411.46|0.0|0.0|1.81|-4.07|0.000113|0.0464|0.0|0.0|2.03e-07|2.65|3.7035|-1347.442792|671.56|1150.38|334.77|0.4247|319.16|502.83|0.7016100000000001|-0.15185|6.1869|0.03275089|14.0|7.8539
17g_a50|0|1|2|7.934155233999999|2|1.320916184|-0.185924266|-0.002050512|0.052557574|-0.05611228|-0.13328325|-0.022378911|10.94501702|-0.1155555559999999|2|2|0.01245647|-0.090386911|-0.200725906|-0.323333765|-0.213708251|0.754575205|0.738521694|-0.10642733|0.7787714459999999|1|-0.048170917|0.442201795|0.014550016|-47.17463902|9.710172008|10.60268439|6.48022912|85.51402581|0.749948388|-1.555134042|56.28102287|0.467997084|614.4183967|-1037.842058|1975.996014|0.250051612|8.130878433|15.28352231|0.879688945|6102.424958|-692.6194843|-333.6136209|1383.884645|829.3813984|9.106383854|0.0|1.0|1.0|0.35|4.37|51.77|2.71|0.0|133.03|0.0|6.0|-4.46|32.0|424.54|1.0|0.0|3.63|-4.86|3.4899999999999995e-05|0.0148|0.0|0.0|1.1e-07|3.22|4.0458|-1335.946919|725.92|1259.05|306.45|0.1795|306.45|559.45|0.6623600000000001|-0.16699|7.0584|0.02957267|246.0|6.6091
14s_a23|0|1|2|7.423568444|0|1.197958333|0.020458621|-0.005854379|-0.022580082|0.049317519|-0.298573309|-0.044305947|10.31321812|-0.064006338|2|2|0.009263715|0.0909774219999999|-0.071484865|-0.13187015|-0.457212212|0.722187957|0.7837821840000001|0.096014944|0.846632079|1|-0.055037441|0.2387634619999999|0.019970955|-51.64162341|12.81151517|30.34480575|8.218681552|82.55990607|0.7748161659999999|-1.610008704|62.75905983|0.470919749|595.0854952000001|-1032.832468|2316.634024|0.2251838339999999|7.548546899|14.26730044|0.890072438|6938.271179|-662.5696522999999|-352.5931977|1333.003252|633.3278634|11.11743642|0.0|0.0|1.0|0.05|4.67|105.02|3.51|1.0|125.29|0.0|5.0|-6.13|31.0|445.93|0.0|0.0|4.01|-5.55|7.49e-07|0.000334|0.0|0.0|1.02e-08|4.1|3.6828|-2089.500101|668.66|1164.32|336.66|0.3669|336.66|528.82|0.60323|-0.1515|4.7032|0.02112956|3.0|8.5482
7e_a8|1|0|1|7.05012252|0|1.394799915|-0.150447714|-0.006027596|-0.052939815|-0.03633378|-0.289324602|-0.11032771|10.94332434|-0.0446343779999999|1|1|0.002669179|-0.075638618|0.034227147|0.07125309|-0.341022848|0.5897105770000001|0.732001738|-0.023521398|0.790500031|0|-0.08608941|0.286669793|0.0215993429999999|-53.04282692|12.91806855|86.03149870000001|7.725998682999999|63.5628736|0.776001552|-1.6850904519999998|64.23177694|0.4742828629999999|495.8990914|-1007.813711|2032.501296|0.223998448|7.70387217|14.654025199999998|0.902163597|5808.479788000001|-602.7501229|-330.14031780000005|1298.726412|519.5762494|11.18895001|1.0|0.0|1.0|0.04|4.94|70.81|3.54|0.0|108.43|0.0|4.0|-5.75|29.0|385.39|0.0|1.0|4.31|-5.41|1.78e-06|0.000686|0.0|0.0|5.07e-09|6.32|3.2363|-1300.467069|622.23|1060.05|383.1|0.3461|325.06|544.55|0.70177|-0.13577|9.0006|0.02845071|35.1|4.4547
4e_a46|0|0|1|7.825245291|1|0.300205548|0.1369980459999999|-0.005995748|-0.370202917|-0.08224348|-0.4017151029999999|-0.058626723|10.31928077|-0.05803828|1|1|0.002688298|-0.135489528|-0.030065705|-0.049530834|-0.514537262|0.738134189|0.77019676|0.075271624|0.8146060740000001|0|-0.0835371459999999|0.68427144|0.010671173|-64.33855433|8.098142567|105.0139519|6.145520557|20.27041189|0.7951078540000001|-1.949960781|73.87174786|0.4753010039999999|571.9794684|-1479.78675|3129.575458|0.204892146|7.906917146|15.06943449|0.905854609|7615.063066|-1122.980957|-447.9030518999999|1861.114491|942.2127953|9.533193534|1.0|0.0|0.0|0.27|5.93|124.17|2.06|0.0|137.28|0.0|5.0|-6.08|35.0|488.6|0.0|0.0|3.5|-5.41|8.29e-07|0.000405|0.0|0.0|1.56e-09|8.03|4.1773|-1884.564974|757.1|1343.97|296.81|0.4814|292.1|655.69|0.56481|-0.17112|1.9941|0.04805633|154.0|6.8125
14c_a22|0|0|1|6.842683282|0|1.42291727|-0.134137693|-0.005236206|-0.018518519|-0.026986769|-0.298463715|-0.023927419|10.9464374|0.006275578|1|1|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|0.667111824|0.773044788|-0.096749121|0.8353837409999999|1|-0.067475189|0.6160012029999999|0.024569649|-57.64986681|17.68831053|36.22825261|12.73426132|78.22334636|0.66168729|-1.60155147|75.5139152|0.462147828|623.8702703|-1152.997336|2092.7515510000003|0.33831271|8.626337592|16.03849168|0.8592469290000001|6882.45|-830.0718911|-232.8055235|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|1.0|0.08|4.18|109.38|1.08|0.0|128.77|0.0|6.0|-4.86|34.0|445.48|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|0.0|0.0|5.269999999999997e-10|4.79|3.6741|-1460.571156|715.52|1241.55|337.45|0.5079|216.15|575.8|0.69113|-0.15408|7.3824|0.03150011|153.0|6.8153
21_a4|0|0|1|7.535296702|1|1.399863887|-0.164057585|-0.003068098|-0.014982235|0.019346682|-0.131928225|-0.2897937889999999|10.94593332|-0.104638158|1|1|0.012094249|0.030586117|-0.063064908|-0.099702401|-0.228430899|0.6952936|0.777866961|0.090847781|0.833191212|0|-0.0571545999999999|0.239652988|0.020173071|-38.7880598|10.23237244|63.37635587|5.190159022|66.03320922|0.7231676229999999|-1.147056976|47.69702403|0.401240904|472.812128|-581.8208971|1584.866567|0.276832377|5.961506745|9.956436217|0.670120767|4277.396118|-295.1166014|-226.3943104|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|0.16|3.85|39.94|2.32|0.0|91.59|0.0|3.0|-3.88|23.0|303.36|1.0|1.0|3.23|-4.19|0.000133|0.0403|0.0|0.0|1.16e-06|3.31|4.0245|-973.5481197|549.71|916.76|308.08|0.2016|240.17|446.0|0.66476|-0.16632|2.0282|0.020181098|121.0|6.9172
5b_a50|0|1|2|7.927685046000001|1|1.397278957|-0.253064589|-0.00141071|-0.003549558|-0.052494624|-0.062071259|-0.137595558|10.9325725|-0.113846154|2|2|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.175158017|-0.140506919|0.693611382|0.791163321|0.019856551|0.855527513|1|-0.041157676|0.271653991|0.012204641|-31.07327358|6.200250541|6.656963127999999|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|42.76068675|0.4462435279999999|486.9950914|-435.0258302|1452.442728|0.411250953|5.543302677000001|10.01036188|0.8058479690000001|4577.809819|-221.0035589|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|1.0|0.0|0.1|4.02|35.64|2.4|0.0|96.89|0.0|2.0|-3.48|24.0|312.37|1.0|1.0|3.11|-4.19|0.000335|105.0|0.0|0.0|1.37e-06|2.81|4.0222|-990.5849031|547.35|922.49|308.25|0.2749|220.09|411.9|0.66968|-0.16683|4.4181|0.02651535|12.23|4.9126
