molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|MATS2c|SRW07|ATSC1c|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|P-gp substrate|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
8_a20 (IN-1130)|1|0|0|3.443195704|0.0|0|6.842683282|0|0.063195236|4.727387819|-0.528090969|-0.006620594|10.94899447|1|-0.004654742|0.293415753|-0.083481481|2|0.811128636|0.760688473|-0.1221465319999999|-0.0957193819999999|0.7741509329999999|0.7274271309999999|-0.09623672|-0.097790028|0.0158089389999999|-63.72828772|10.46873389|336.574332|0.272572869|180.4986934|-42.88223811|6.93243166|89.35267123|-1.858010535|-42.20109173|74.19702161|0.4824986429999999|-1230.3809789999998|1829.419484|-15.66851008|0.251893628|8.005662608|15.46983888|0.932362084|6291.586155|-814.7625241000001|0.018957805|1.0|3.49|0.08|27.0|4.97|4.08|1.0|0.0|1.0|5.0|-4.85|32.0|5.0|-6.83|0.0|0.0|3.14|-4.55|0.00596|2.82e-05|0.0119|2.87|0.0|2.34e-10|9.86e-08|-0.07014|4.9797|3.2329|-1368.412748|-1368.372708|696.06|1192.01|383.5|0.3782|0.4377|0.7007399999999999|-1368.118751|0.1361|3803.0|-0.20636|0.04004011|-1368.180121|7.4437|7.4437
12c_a5|1|0|0|2.977832018|0.0|0|6.605297921|1|-0.212798523|4.59511985|-0.16115723|0.0054189009999999|10.9455378|1|0.00586291|-0.1386392109999999|-0.020144382|2|0.808899433|0.797601178|0.05430631|0.014673577|0.782051277|0.841092921|-0.070873852|-0.066083881|0.016374249|-46.62294305|10.77147171|143.44655559999998|0.158907079|104.5338363|-28.59715492|7.085796743|13.26856229|-1.25559373|-30.6699685|57.39441476|0.4609383929999999|-825.9671665|2045.184304|-9.702606135|0.416414105|7.293547043999999|13.53008071|0.855075538|5877.765289|-543.3459436|0.024214085|1.0|3.27|0.24|23.0|5.03|4.32|1.0|0.0|1.0|6.0|-4.09|31.0|5.0|-6.79|0.0|0.0|3.31|-4.33|0.0336|4.64e-05|0.0191|2.84|0.0|4.93e-10|2.03e-07|-0.04565|4.6671|4.0116|-1316.542713|-1316.5202869999998|694.24|1200.02|309.06|0.1513|0.52074|0.6893600000000001|-1316.244961|105.0|3.0135|-0.21128|0.02242648|-1316.305277|7.3279|7.3279
14x_a23|0|1|1|0.0|0.0|2|7.423568444|0|0.0944818319999999|5.351858133|-0.335030301|0.003379755|10.31321817|2|0.003906274|0.160327487|-0.206574435|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.558482531|0.7768288609999999|-0.0708831479999999|-0.084244058|0.022095943|-46.97594633|14.64350681|42.44114495|0.223171139|147.90081730000003|-37.00022522|9.704599953|87.28077098|-1.6006371069999998|-31.13207597|61.61945314|0.468120981|-1060.780249|2382.851643|-14.95753786|0.277788677|7.777802167999999|14.62325432|0.880126802|6989.569075|-703.0042792|0.0219879679999999|1.0|3.42|0.05|26.0|4.2|5.14|2.0|0.0|1.0|5.0|-5.68|32.0|6.0|-6.35|0.0|0.0|4.06|-5.27|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|1.17e-08|5.23e-06|-0.08216|4.0641|3.6941|-1828.393372|-1828.371718|675.21|1149.42|335.63|0.3184|0.6757|0.62836|-1828.168422|0.3057|5.7933|-0.23475|0.02165405|-1828.228912|8.4949|8.4949
8a_a32|1|1|1|3.217128449|0.0|0|7.773594467000001|0|-0.0755556459999999|5.733341277|-0.497414715|-0.003484915|10.31100269|3|-0.001662219|-0.050766252|-0.1534110109999999|0|0.788133615|0.845443342|-0.184419911|-0.2166242669999999|0.7507116140000001|0.814553726|-0.083474428|-0.109412858|0.018321589|-52.34893512|11.48993376|73.64907732|0.185446274|116.298071|-43.03057598|7.205629442999999|66.81560596|-1.641192863|-32.82934751|63.83886888|0.480024324|-1029.23375|3312.822051|-14.03170956|0.250915471|7.420041446|14.26997798|0.923166883|5659.295213|-645.4586397|0.017733503|1.0|3.48|0.26|19.0|6.49|4.65|2.0|1.0|1.0|7.0|-6.82|27.0|4.0|-5.76|1.0|0.0|4.07|-4.99|6.03e-05|1.02e-05|0.00406|4.17|0.0|2.23e-08|8.86e-06|-0.06166|3562.0|3562.0|-1880.767206|-1880.732222|667.29|1110.23|348.07|0.4315|0.70316|0.70316|-1880.536478|0.4315|4.8933|-0.2061599999999999|0.03498398|-1880.595748|7.3468|7.3468
12at_a36|1|0|0|3.4361495580000003|0.0|0|7.412764017000001|2|-0.04229234|5.351858133|-0.653190113|-0.001148437|10.95446888|1|0.000906224|0.091520225|-0.227404687|1|0.817851296|0.8384626709999999|-0.08859337|-0.063825255|0.7767870459999999|0.751856692|-0.084721769|-0.110637955|0.029516069|-58.66704838|20.43891035|95.16663336|0.248143308|171.8311073|-53.05210062|14.1532755|80.75773169|-2.102121151|-40.6250081|79.10595873|0.49342323|-1455.649997|2388.600265|-17.99981985|0.325557803|8.837213274|17.44496351|0.974034457|6537.399158|-1007.989912|0.027424543|1.0|4.9|0.17|17.0|2.7|1.67|1.0|0.0|1.0|7.0|-4.18|33.0|6.0|-7.18|0.0|0.0|1.76|-4.08|0.0289|8.36e-05|0.0367|2.53|0.0|2.42e-07|0.000106|-0.05703|4.7133|3.8408|-1460.833958|-1460.797444|733.29|1238.61|322.81|0.4765|0.42968|0.6802600000000001|-1460.549244|0.2076|6.4676|-0.2131|0.03651452|-1460.61293|7.1079|7.1079
12af_a36|1|0|0|3.448611715|0.0|0|7.412764017000001|2|0.04293386|5.351858133|-0.6038322939999999|-0.00233752|10.96037047|1|-0.000472698|0.154914099|-0.213993335|1|0.859938421|0.813346624|-0.062279009|0.002492952|0.817582774|0.755275519|-0.082549457|-0.1054605669999999|0.021921402|-57.32748365|15.22358698|89.56100543|0.244724481|169.9519197|-50.86129548|10.57220682|127.6527374|-2.003750775|-39.81177462|72.55107063|0.448767097|-1391.529319|3082.869129|-16.95376516|0.329759081|8.59579222|15.59375751|0.8141152220000001|6499.41155|-966.3646141|0.0259433429999999|1.0|4.98|0.17|17.0|2.38|1.65|1.0|0.0|1.0|7.0|-3.54|33.0|5.0|-7.66|0.0|0.0|1.47|-3.64|128.0|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05882|5.2352|3.2299|-1440.982935|-1440.954069|737.4|1246.55|383.86|427.0|0.50179|0.70508|-1440.675702|0.0035|6.9003|-0.19246|0.02886569|-1440.740243|7.8239|7.8239
13d_a5 (GW788388)|1|0|0|2.945204608|0.0|0|6.605297921|1|-0.0959854909999999|4.59511985|-0.33442223|0.002956745|10.94530363|1|0.003668464|-0.14893897|-0.016337128|2|0.7333482170000001|0.78479342|0.024905619|0.047169811|0.71006207|0.774103723|-0.086824482|-0.0844793|0.014571846|-57.42492153|9.637686167|151.3669372|0.2258962769999999|149.40573999999998|-36.95444874|6.374277851|44.69922692|-1.605106706|-37.98032007|67.0626077|0.488398052|-1061.602956|1377.863026|-12.76608229|0.330817879|8.077599766|15.788837|0.954644629|6122.792779|-702.1345259999999|0.022041749|1.0|3.21|0.2|23.0|4.56|4.11|1.0|0.0|1.0|6.0|-4.35|32.0|5.0|-6.94|0.0|0.0|3.11|-4.35|0.0189|4.5e-05|0.0192|2.75|0.0|1.45e-09|6.16e-07|-0.05542|4.6091|4.1706|-1390.589662|-1390.548362|707.09|1206.73|297.28|0.5251|0.42515|0.48848|-1390.294368|0.1549|2.4867|-0.22841|0.04130059|-1390.355751|7.7447|7.7447
16a_a23|0|1|1|0.0|0.0|2|7.423568444|1|-0.0147904689999999|5.351858133|-0.302174246|0.012426121|10.31321796|2|0.01226642|0.115499047|-0.335065967|2|0.765869487|0.8323974470000001|0.154144584|-0.116894582|0.7199622309999999|0.934837094|-0.041095401|-0.07288672|0.021379172|-26.53751114|13.80568132|9.922436905|0.0651629059999999|42.07919382|-30.39361398|8.915071155|91.92609822|-1.311960953|-17.13669862|40.34319246|0.49525751|-847.2037686000001|1801.957216|-10.72715788|0.414079278|8.024409307|15.89802615|0.981208279|6552.801739|-547.0850515999999|0.02809646|1.0|3.94|0.14|20.0|2.03|2.52|1.0|0.0|2.0|5.0|-4.58|31.0|4.0|-7.02|0.0|0.0|1.85|-4.31|0.0111|4.86e-05|0.0208|2.66|0.0|5.38e-06|0.0023|-0.0502|1.6239|1.6239|-1685.913359|-1685.8794469999998|670.04|1172.0|763.49|0.2066|0.96307|0.96307|-1685.580443|0.2066|11.6254|-0.12645|0.03391189|-1685.6419010000002|7.4037|7.4037
46_a18|0|0|0|0.0|0.0|0|7.03438793|2|-0.001181461|4.844187086|-0.3872848129999999|0.002300582|10.94680484|0|0.003512954|-0.069691797|-0.224171123|0|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.699483099|0.8265445990000001|-0.069742249|-0.076485888|0.008975181|-49.54738918|6.376289807000001|0.946462387|0.173455401|123.2289237|-38.60388092|4.5299444310000005|58.66827342|-1.988633091|-35.20023815|55.92367899|0.4548138479999999|-1412.796104|1848.661552|-14.76030741|0.217767252|8.980343774|16.47206875|0.8342358790000001|7150.333139|-1003.700904|0.013181412|1.0|4.27|0.3|18.0|3.68|3.3|2.0|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|0.0|1.0|2.93|-5.47|0.000999|3.35e-06|0.00161|4.36|0.0|1.51e-09|7.27e-07|-0.04995|3225.0|3225.0|-1532.992457|-1532.968527|765.33|1380.79|384.45|0.4249|0.69181|0.69181|-1532.493789|0.4249|2656.0|-0.18219|0.0239301|-1532.562476|6.7305|6.7305
18_a10|0|0|0|0.0|0.0|1|7.78113851|2|-0.182332901|5.733341277|-0.1859075939999999|0.009941402|10.92966688|1|0.010573165|-0.144233311|-0.143149563|2|0.7155022459999999|0.785539083|0.048377088|-0.0507442929999999|0.6886547670000001|0.885552955|-0.0575419659999999|-0.076052353|0.019095409|-36.52271591|12.12013168|40.99617452|0.114447045|72.64119073|-30.63863373|7.692822451|123.3621791|-1.368942347|-23.18149476|48.64284759|0.4670293179999999|-868.8874593|2137.914113|-10.02718922|0.358384456|7.204851347999999|13.51828833|0.876275815|6213.631543|-551.4954071000001|0.020666062|1.0|4.07|0.32|21.0|4.65|4.66|1.0|0.0|1.0|5.0|-4.48|31.0|5.0|-6.34|0.0|1.0|3.67|-4.77|0.0138|1.7100000000000002e-05|0.00705|3.49|0.0|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|3.7977|-1336.433782|-1336.404041|687.19|1181.5|326.47|0.2962|0.37729|0.6866300000000001|-1336.126835|0.1637|4.7596|-0.20692|0.02974086|-1336.185978|6.8861|6.8861
34_a20|0|0|0|0.0|0.0|1|6.842683282|0|0.0305860929999999|4.727387819|-0.328567476|0.003085806|10.93244905|1|0.003149352|0.327535029|0.057022334|2|0.7071284179999999|0.74801464|-0.101401966|-0.090732503|0.690530489|0.7966571459999999|-0.0851907119999999|-0.085459595|0.0130295999999999|-57.31821177|8.766605631000001|297.5548445|0.203342854|136.81360859999998|-38.68669181|5.898367836|80.66541842|-1.709191893|-38.56497154|66.0848174|0.462785432|-1149.982435|2319.742032|-14.59875162|0.223585914|7.940146766|14.7802149|0.8614536140000001|6211.26199|-773.7338361000001|0.01491516|1.0|3.43|0.08|27.0|4.5|4.62|2.0|0.0|1.0|5.0|-5.14|32.0|4.0|-6.28|0.0|0.0|3.63|-5.02|0.00305|9.51e-06|0.00399|3.63|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|3.8699|-1352.31921|-1352.2836220000002|711.19|1205.64|320.38|0.4388|0.38519|0.68845|-1352.041015|0.0766|3.8519|-0.21284|0.03558836|-1352.102407|7.2147|7.2147
31_a47|0|1|1|0.0|0.0|1|6.842683282|0|-0.075563891|4.727387819|-0.417294247|-0.007525849|10.9497221|1|-0.006265667|-0.188419195|-0.076351692|2|0.677766155|0.856640117|-0.1978980839999999|0.001622323|0.6463892179999999|0.696020038|-0.10715233|-0.1056956209999999|0.021401336|-66.4670426|13.27533898|355.5321928|0.303979962|188.5600536|-40.66927863|8.234748813|81.01707367|-1.691129939|-41.22978713|79.74238158|0.4741051329999999|-1049.01504|1322.82831|-14.46018796|0.29335997|8.214180216|15.6194341|0.901520747|6019.5391740000005|-650.7084581|0.024209265|1.0|3.18|0.1|21.0|3.23|4.24|1.0|0.0|1.0|5.0|-4.59|29.0|5.0|-6.78|0.0|0.0|2.94|-4.39|0.0105|4.03e-05|0.0166|2.86|0.0|2.42e-08|9.95e-06|-0.0532|3.9744|3.6369|-1735.435432|-1735.400941|642.11|1079.4|340.91|0.3264|0.68276|0.69894|-1735.225703|83.0|6.4248|-0.20463|0.03449081|-1735.284957|7.8|7.8
14r_a23|0|1|1|0.0|0.0|2|7.423568444|0|-0.009140243|5.351858133|-0.322513347|0.007671236|10.31321824|2|0.0075222369999999|0.033038452|-0.17267308|2|0.616699629|0.7837821840000001|0.03753491|-0.1050445769999999|0.5935522360000001|0.8662226190000001|-0.062618931|-0.085881409|0.019185345|-40.32463891|12.35476415|47.26552456|0.133777381|86.14846171|-35.61466281|7.956082857|55.62948521|-1.717628177|-25.96781003|52.67940305|0.4661909429999999|-1106.098986|2306.754114|-15.15517566|0.211777163|7.555307147000001|14.15357616|0.873329024|6744.848704999999|-712.2932561000001|0.017092103|1.0|3.47|0.05|26.0|3.78|4.58|2.0|0.0|1.0|5.0|-5.58|31.0|5.0|-6.31|0.0|0.0|3.7|-5.11|0.00114|7.73e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|-0.06842|5.9406|3.1797|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|389.92|0.2346|0.30482|0.68115|-1728.924789|0.0008|6.2620000000000005|-0.22378|0.02296354|-1728.98403|8.2684|8.2684
9_a15|0|0|0|0.0|0.0|0|0.0|0|-0.217598467|0.0|-0.506073953|1.7800000000000002e-05|10.95880687|0|0.003160815|0.140072812|-0.295062413|1|0.85357243|0.7059441040000001|0.088615068|0.010183805|0.8105478740000001|0.846156316|-0.073701648|-0.11668349|0.032464905|-41.10356167|18.10574464|105.5304352|0.153843684|85.79894134|-36.29225274|10.09761131|54.69975317|-1.400201879|-22.92354152|59.20930631|0.4517825079999999|-780.8954896|1689.926339|-8.88789863|0.48742253|5.485176331|10.00547485|0.8240935659999999|5375.400861|-435.5070329|0.03598612|0.0|3.16|0.19|18.0|3.9|4.95|2.0|0.0|1.0|7.0|-5.25|27.0|5.0|-5.52|0.0|1.0|3.69|-4.81|0.00206|1.53e-05|0.00562|4.24|0.0|2.69e-08|9.86e-06|-0.0258899999999999|4.3447|3.7487|-1223.705126|-1223.687392|588.55|1042.17|330.74|0.2693|0.6512399999999999|0.70552|-1223.463757|0.0115|1.4625|-0.1824|0.01773342|-1223.522216|6.9706|6.9706
6_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.155665791|4.727387819|-0.330577816|-0.007540435|10.3116226|1|-0.006696449|-0.0445675709999999|0.036673175|2|0.881253042|0.790667152|-0.155862559|0.055002252|0.773152968|0.783322023|-0.1042506469999999|-0.098669224|0.010921391|-52.01903278|5.449560482000001|236.2008316|0.216677977|108.118071|-24.56680878|2.7192240510000003|77.06094911|-1.282699916|-25.95647951|57.46859326|0.387883362|-640.0421597|1899.385061|-9.393191593|0.19718501|5.498222293|8.982311462|0.633675574|4992.54948|-319.3685142|0.0150025189999999|1.0|3.05|0.0|21.0|4.96|4.66|1.0|0.0|1.0|2.0|-5.44|23.0|3.0|-5.68|0.0|0.0|3.63|-4.87|0.00124|1.34e-05|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.06529|5.8279|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.1997|0.3369|0.69323|-1731.602363|129.0|2.8131|-0.21179|0.03079258|-1731.6508010000002|5.7501|5.7501
6a_a31|1|0|0|3.3855253210000003|0.0|0|7.703007682000001|1|0.038376178|5.6869753560000005|-0.779425376|-0.013930701|10.31170939|2|-0.010591881|0.1533239019999999|0.001117583|0|0.848282918|0.784022685|-0.07385392|-0.0436046509999999|0.803505125|0.57216168|-0.132158278|-0.126430958|0.034212524|-77.60012959|20.08876284|157.9971748|0.42783832|251.216265|-43.59027182|11.79563339|98.49408082|-1.896464366|-45.56491046|97.68889243|0.478330896|-1113.557793|1671.917893|-15.56795422|0.307253701|7.516549303|14.408653400000002|0.916923952|5908.282843|-653.8540772999999|0.031153284|1.0|3.42|0.05|22.0|4.68|3.69|1.0|0.0|1.0|4.0|-5.22|28.0|5.0|-6.69|0.0|0.0|2.96|-4.34|0.00238|4.55e-05|0.0178|2.8|0.0|1.11e-07|4.3200000000000007e-05|-0.05563|3.5428|3.5428|-1613.34153|-1613.295461|607.79|1028.95|349.96|0.6404|0.70416|0.70416|-1613.1416|0.6404|7.7514|-0.19843|0.04606915|-1613.198178|5.9586|5.9586
11a_a5|1|0|0|2.9781886010000003|0.0|0|6.605297921|0|-0.165418719|4.59511985|-0.185262487|0.007993132|10.94877942|1|0.007955512|-0.081506|0.006120569|2|0.7505403709999999|0.73344478|-0.037220974|-0.0489811909999999|0.7410766209999999|0.89343434|-0.064565402|-0.071517578|0.011860803|-46.13206353|8.474559367000001|61.32301293|0.10656566|76.14130253|-36.51058972|6.055083705|14.47576249|-1.573386716|-32.96141947|54.60662289|0.466436596|-1124.186857|1170.247903|-13.38721623|0.259134725|9.740948724|18.25640338|0.874191508|5756.783268|-803.2329738|0.014482324|1.0|3.53|0.3|23.0|6.38|6.55|2.0|0.0|1.0|7.0|-7.25|32.0|4.0|-4.54|1.0|0.0|5.16|-6.4|2.39e-05|3.95e-07|0.000167|6.13|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.4033|4.0938|-1339.8362619999998|-1339.802852|739.79|1272.7|302.86|0.5473|0.6735|0.65363|-1339.493223|0.1838|2.8611|-0.20429|0.03340977|-1339.555805|7.0915|7.0915
17_a20|1|0|0|3.445659565|0.0|0|6.842683282|0|-0.064380628|4.727387819|-0.28924577|-0.000495713|10.94884838|1|0.000922796|0.1134578219999999|-0.202695123|3|0.760575852|0.7494736590000001|-0.131511077|-0.127696675|0.71987165|0.912053544|-0.063665681|-0.081404237|0.015032258|-41.75129828|9.857999796|66.47074027|0.0879464559999999|57.67438055|-35.00871763|6.4647747870000005|10.50834496|-1.5466805119999998|-27.38007162|51.60929807|0.455285305|-1014.297158|2210.790304|-13.57480888|0.24569612|8.198616089|15.05121151|0.83582343|6012.640572|-665.1656349|0.016793117|1.0|3.5|0.08|27.0|5.8|4.85|2.0|0.0|0.0|4.0|-5.36|31.0|5.0|-6.09|0.0|0.0|3.74|-5.08|0.0017699999999999|8.35e-06|0.00336|3.75|0.0|7.19e-11|2.9e-08|-0.0706799999999999|3.3926|3.3926|-1291.949041|-1291.918735|673.68|1157.26|365.45|0.2977|0.69839|0.69839|-1291.692325|0.2977|3.9703|-0.21089|0.03030655|-1291.752049|5.6478|5.6478
36_a18|0|0|0|0.0|0.0|0|7.03438793|2|0.050448408|4.844187086|-0.442092758|-0.000451777|10.94702093|0|0.000825855|-0.079553246|-0.12139648|0|0.7343989059999999|0.741135729|-0.010091893|0.0059061|0.721836103|0.804293867|-0.07777765|-0.079805761|0.009440278|-55.38202488|6.722004572|110.8288932|0.195706133|139.3536816|-40.46339026|4.786442152|83.34177364|-2.074949798|-39.43509046|62.10402945|0.4751830729999999|-1477.479979|1547.485543|-16.1853561|0.187943933|9.560644525|18.21710397|0.905426346|6799.65027|-1052.048147|0.0123136069999999|1.0|4.19|0.28|18.0|3.73|2.96|2.0|0.0|1.0|7.0|-5.68|35.0|3.0|-6.18|0.0|0.0|2.8|-5.28|0.000975|5.19e-06|0.00242|4.18|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|3.1908|-1493.686737|-1493.661092|769.73|1350.57|388.57|0.4674|0.69372|0.69372|-1493.266344|0.4674|1.9944|-0.18124|0.02564498|-1493.333297|7.4949|7.4949
17a_a25|0|0|0|0.0|0.0|1|6.842683282|0|0.0055894319999999|4.727387819|-0.248224991|0.0063846319999999|10.93106298|1|0.006423059|-0.02776212|-0.07654898|2|0.6741827509999999|0.748718056|0.168247187|0.0114970419999999|0.659740852|0.874586929|-0.06234901|-0.079378741|0.012665055|-44.46905084|9.033070252|93.75234138|0.125413071|89.44809639|-40.379488|6.442637379|80.30332825|-1.666953566|-31.71656603|53.50212109|0.468791604|-1188.917727|2432.071525|-15.142307999999998|0.244019498|8.996672966|16.93624014|0.882500365|6250.571217000001|-847.969248|0.015373381|1.0|3.48|0.11|27.0|4.83|5.31|2.0|0.0|1.0|7.0|-5.12|33.0|4.0|-6.18|0.0|0.0|4.04|-5.13|0.00325|7.44e-06|0.00323|3.9|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|3.9347|-1391.625102|-1391.588873|747.06|1271.9|315.11|0.4076|0.35172|0.6722|-1391.321455|0.1735|3.4677|-0.21559|0.0362293|-1391.385492|7.6021|7.6021
14y_a23|0|1|1|0.0|0.0|2|7.423568444|0|0.0600764409999999|5.351858133|-0.2996475999999999|0.009174505|10.31321795|2|0.007229683|0.07646106|-0.125978901|2|0.719722236|0.802520527|0.137426346|-0.049318182|0.64069202|0.925252932|-0.057809342|-0.080613242|0.018804822|-39.9727336|13.00274534|39.66769923|0.074747068|51.68445972|-38.54233552|8.990852582999999|82.29531392|-1.612264842|-27.63946733|52.97547894|0.486730407|-1114.8134599999998|2336.815247|-16.40099384|0.21677451|8.213390641|16.00209862|0.948293868|7320.809595999999|-770.8467102999999|0.016527|0.0|3.41|0.05|26.0|4.64|5.32|2.0|0.0|1.0|5.0|-6.77|32.0|4.0|-5.8|0.0|0.0|4.45|-6.13|8.18e-05|7.37e-07|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|3.6413|-2549.104894|-2549.091817|713.1|1217.48|340.49|444.0|0.61338|0.61338|-2548.8917260000003|444.0|4.8799|-0.2331599999999999|0.01307741|-2548.953933|8.4225|8.4225
17a_a22|0|0|0|0.0|0.0|1|6.842683282|0|-0.0422459529999999|4.727387819|-0.314134834|0.00220634|10.94643739|1|0.0027615779999999|-0.089641194|-0.126659773|2|0.830653242|0.7562495659999999|0.155547571|-0.010355535|0.7994946709999999|0.8594770140000001|-0.072161482|-0.08790445|0.0140462319999999|-49.30541729|9.597299109|286.3611391|0.140522986|96.01444244|-41.03828927|6.55749888|0.0|-1.758088991|-33.68866751|58.9027164|0.485943988|-1201.24073|1934.881271|-14.39939974|0.289041025|8.549622191000001|16.63169381|0.945313306|6343.687177000001|-820.7657853999999|0.01931764|1.0|4.02|0.15|27.0|3.93|4.93|2.0|0.0|1.0|7.0|-4.75|33.0|5.0|-6.39|0.0|1.0|2.25|-4.96|0.0078099999999999|1.09e-05|0.00473|3.62|0.0|7.41e-10|3.23e-07|-0.15124|4.8502|1.3971|-1408.300966|-1408.279257|731.19|1253.39|887.46|185.0|0.46268|0.71303|-1407.8711|0.0085|3.0156|-0.21338|0.02170866|-1407.935792|7.0862|7.0862
21_a12|0|0|0|0.0|0.0|0|6.605297921|1|0.04375233|4.59511985|-0.362168355|-0.003879878|10.31140747|1|-0.001825446|-0.388196876|-0.211367878|2|0.923855679|0.835359152|-0.061915124|-0.099516604|0.859899236|0.84827776|-0.068775342|-0.100098765|0.012230115|-34.60932333|6.154473157000001|75.46830038|0.15172224|76.35009799|-25.34833425|3.097071518|0.0|-1.401382713|-17.416202300000002|40.76379649|0.473492395|-705.2078018999999|1080.052791|-9.338859985|0.229181643|5.891343219|11.18947411|0.8993077970000001|4652.242111|-354.8766794|0.017360942|0.0|4.05|0.12|17.0|4.01|2.25|0.0|0.0|1.0|3.0|-3.82|23.0|4.0|-6.45|0.0|0.0|2.68|-3.76|48.0|0.000173|0.0551|2.53|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|4.6851|3.9971|-1327.479547|-1327.451966|539.67|893.17|310.18|0.3665|0.59386|0.57644|-1327.347724|0.1668|2327.0|-0.22253|0.02758166|-1327.397348|7.6576|7.6576
37_a18|0|0|0|0.0|0.0|0|7.03438793|2|-0.0013530679999999|4.844187086|-0.385273662|0.002300582|10.94702064|0|0.003512954|-0.0276034839999999|-0.224171123|0|0.7100921609999999|0.725028151|0.020848396|-0.020149364|0.699483099|0.831783747|-0.068500679|-0.074857954|0.009098426|-50.09028298|6.653112344|12.63119843|0.168216253|123.0060763|-40.02719655|4.865006968|60.1335413|-1.946306811|-36.62790634|56.74339533|0.488368082|-1423.213033|1571.7484060000002|-15.30451633|0.2351233969999999|9.460456975|18.49074823|0.954530133|7035.839448000001|-1040.70711|0.0142451319999999|1.0|4.31|0.3|18.0|3.68|3.3|2.0|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|0.0|1.0|2.93|-5.47|0.000999|3.35e-06|0.00161|4.36|0.0|1.51e-09|7.27e-07|-0.04925|3.2127|3.2127|-1532.997117|-1532.974371|794.5|1395.35|385.91|499.0|0.69305|0.69305|-1532.553949|499.0|2.2872|-0.18119|0.02274574|-1532.622404|7.4559|7.4559
12ao_a36|1|0|0|3.477902101|0.0|0|7.412764017000001|2|-0.058597382|5.351858133|-0.410729809|0.002782748|10.94919858|1|0.003724542|0.1523047569999999|-0.1619981409999999|1|0.90500247|0.82626942|0.040831815|-0.05785124|0.856135378|0.832582759|-0.077866573|-0.1019516769999999|0.017784426|-51.52001456|11.76697353|85.17634667|0.167417241|110.7707502|-44.63177966|7.785557064|0.0|-2.039033535|-34.08795068|63.28698809|0.462968912|-1349.115973|2298.760179|-16.53028876|0.217901822|8.769931502999999|16.33039817|0.8620895909999999|5943.227395|-892.6355932|0.016708791|1.0|4.87|0.12|17.0|3.62|2.42|1.0|0.0|1.0|6.0|-4.58|31.0|4.0|-6.34|0.0|1.0|2.37|-4.55|0.0106|2.82e-05|0.0115|3.45|0.0|9.66e-08|3.94e-05|-0.05455|4.6597|3.4743|-1310.361099|-1310.328652|701.9|1190.17|356.86|0.6249|0.4962|0.7045|-1310.077853|0.0033|5.4691|-0.19662|0.03244719|-1310.138396|7.5229|7.5229
