molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|MATS2c|SRW07|ATSC1c|AATSC1are|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|P-gp substrate|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
18_a47|1|1|1|2.969619451|0.0|0|6.605297921|0|-0.141396999|4.59511985|-0.2342475789999999|0.0008454789999999|10.93838451|1|0.0015586929999999|-0.056674151|-0.053119347|3|0.646771311|0.792196273|-0.059779939|-0.027351545|0.630969651|0.777824025|-0.078937385|-0.084415066|0.014741763|-49.44908758|9.234746417|70.55642796|0.222175975|139.1786571|-33.12615721|5.784962137000001|3.684585007|-1.5194711930000002|-30.97660579|58.68383399|0.432077184|-951.8489108|2184.962887|-11.9254166|0.267251553|7.018342267|12.35791568|0.7608026529999999|6261.441874|-596.2708299|0.017318402|1.0|3.47|0.08|27.0|5.53|6.0|2.0|0.0|0.0|4.0|-5.5|31.0|5.0|-5.87|1.0|0.0|4.16|-5.37|0.00129|4.29e-06|0.00176|4.13|0.0|4.34e-11|1.78e-08|-0.04964|4.2668|4.2222|-1354.221126|-1354.180815|652.12|1130.76|293.65|0.4335|0.4659|0.63359|-1353.979194|0.0516|3.4464|-0.22313|0.04031146|-1354.037606|8.6|8.6
10_a47|0|0|0|0.0|0.0|0|0.0|0|-0.003570214|0.0|-0.384667159|-0.008120645|10.93671036|0|-0.0065562469999999|-0.349569106|-0.045289209|2|0.7027461220000001|0.754096463|-0.138304661|0.011239977|0.6913602740000001|0.841070966|-0.076311525|-0.0936757959999999|0.00951788|-40.80144983|5.088920549|103.41137940000002|0.158929034|84.97451737|-26.77924406|2.720890925|0.0|-1.592488524|-21.81529334|45.89037038|0.411647394|-851.455143|1567.859561|-10.11660331|0.198117368|6.277122171|10.66897998|0.699661037|5482.319019|-455.247149|0.014051737|1.0|3.02|0.09|22.0|5.12|5.92|2.0|0.0|1.0|3.0|-5.75|27.0|4.0|-5.08|1.0|0.0|4.41|-5.5|0.000638|3.18e-06|0.00114|4.8|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|5.7693|3.7236|-1188.405988|-1188.3744|579.86|997.16|332.97|231.0|0.53909|0.69212|-1188.1907199999998|0.2175|1.9281|-0.20309|0.03158831|-1188.244739|7.9|7.9
19c_a38|1|0|0|3.332128134|0.0|0|7.412764017000001|2|-0.085545751|5.351858133|-0.449745181|-0.004442319|10.95429182|1|-0.002443797|0.04814981|-0.20848518|1|0.7163622890000001|0.846765471|0.073931688|-0.071918235|0.6885713729999999|0.7591916240000001|-0.0918007669999999|-0.108301657|0.024315945|-57.79749770000001|15.30924906|139.1570837|0.240808376|151.612258|-42.92996714|9.638658988|4.848162625|-1.949429829|-36.38913762|73.10674676|0.477803802|-1227.35539|2660.812979|-15.15175311|0.281292809|6.97753104|13.36189552|0.914989047|6618.350708|-772.7394084|0.023120664|1.0|4.84|0.13|17.0|3.17|2.42|1.0|0.0|1.0|5.0|-4.35|32.0|5.0|-7.13|0.0|0.0|2.57|-4.12|19.0|7.55e-05|0.0322|2.5|0.0|1.2099999999999998e-07|5.14e-05|-0.05691|5.8832|3.8322|-1424.42734|-1424.3899310000002|652.09|1138.6|323.53|0.2961|0.2597|0.6279899999999999|-1424.1880119999998|0.1417|2495.0|-0.21303|0.03740877|-1424.247603|8.0348|8.0348
5a_a50|0|1|1|0.0|0.0|2|7.927685046000001|1|-0.203248487|5.82008293|-0.06986407|0.012640587|10.93256969|2|0.01228899|0.028229556|-0.168135655|1|0.699970832|0.788709546|-0.132977171|-0.203436041|0.6759066159999999|0.969892876|-0.038932964|-0.065209836|0.010185297|-20.77548565|5.435098605|6.819160781|0.030107124|16.06582337|-18.56865899|2.900288114|60.04351409|-0.978147545|-11.08625592|26.21058426|0.4528093929999999|-521.9610361|1605.985157|-6.477439183|0.33472483|5.892775027000001|10.76914508|0.8275167520000001|4770.917486|-278.5298849|0.017576522|1.0|3.5|0.14|20.0|3.66|4.33|0.0|0.0|1.0|2.0|-3.89|25.0|2.0|-5.83|0.0|1.0|3.47|-4.5|42.0|3.14e-05|0.0102|3.46|0.0|5.7e-07|0.000186|-0.02487|5.6146|4.0159|-1029.930364|-1029.905844|582.98|976.41|308.73|0.2735|0.39948|0.6725399999999999|-1029.734933|0.1156|3.9843|-0.19146|0.02452028|-1029.786489|5.3872|5.3872
8d_a8|1|0|0|3.190160226|0.0|1|7.05012252|0|-0.12349902|4.844187086|-0.633521883|-0.00267541|10.94649761|1|-0.001038264|0.111668404|0.025642021|1|0.76211539|0.757805416|0.0780635059999999|-0.179357354|0.734212688|0.6932924890000001|-0.1072746469999999|-0.103150936|0.028038295|-69.95878302|18.28507531|57.93693239|0.306707511|200.0182229|-43.86958028|11.92454747|92.49576602|-2.063018716|-45.62337399|88.24385833|0.483207744|-1345.390391|2093.380666|-16.2479927|0.324640122|7.507839835|14.52777156|0.935013517|6596.888351|-877.3916055999999|0.029166961|1.0|3.61|0.12|23.0|3.93|3.32|1.0|0.0|1.0|6.0|-4.91|32.0|5.0|-6.87|0.0|0.0|3.0|-4.47|0.00533|3.4200000000000005e-05|0.0147|2.89|0.0|2.38e-08|1.03e-05|-0.0600299999999999|4.6765|3.2963|-1447.595474|-1447.559429|690.78|1185.65|376.13|0.3|0.62361|0.70165|-1447.2928029999998|0.1879|6.0111|-0.19757|0.03604461|-1447.354662|4.7303|4.7303
3c_a12|0|0|0|0.0|0.0|0|6.555356892000001|1|0.06235058|4.59511985|-0.379362977|-0.003879878|10.3117069|1|-0.001825446|-0.267255164|-0.211367878|1|0.923855679|0.826033688|-0.0461654159999999|-0.10295082|0.859899236|0.843855494|-0.071719601|-0.099327724|0.013219706|-36.28720467|6.688634392000001|73.9854678|0.156144506|79.00277721|-25.42738988|3.384177297|0.0|-1.291260406|-18.35985151|42.97583906|0.427357986|-653.3253118|1139.340748|-8.698843907999999|0.2944757839999999|6.231995392999999|10.88288188|0.746291708|4629.005722|-330.5560685|0.02155815|0.0|3.94|0.12|17.0|4.01|2.25|0.0|0.0|1.0|3.0|-4.22|23.0|4.0|-6.18|0.0|0.0|2.76|-4.0|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|3.5862|-1327.498519|-1327.471862|544.65|894.36|345.72|0.4687|0.43415|0.68067|-1327.351991|0.1193|1.6035|-0.22035|0.02665687|-1327.4004710000002|7699.0|7699.0
4j_a46|0|0|0|0.0|0.19521727|1|7.825245291|1|-0.175292207|5.587248657999999|-0.130235627|0.011968098|10.94638774|1|0.011684396|-0.078783783|-0.087688953|1|0.72796254|0.7298040140000001|-0.061823242|-0.258222236|0.728293097|0.949893337|-0.05924408|-0.074417476|0.01492164|-34.99059698|8.812983129|70.56141095|0.0501066629999999|29.59387777|-25.95898597|5.205103062|71.98911503|-1.339514565|-20.66606288|43.80358011|0.402450715|-791.1408955|2563.282153|-8.652995323999999|0.223067683|6.274010655|10.49957018|0.673502127|5077.124695|-467.2617475|0.0106831269999999|1.0|4.0|0.39|17.0|5.18|5.33|2.0|0.0|1.0|4.0|-5.38|27.0|3.0|-5.09|0.0|1.0|4.5|-5.31|0.0015|4.86e-06|0.00176|4.81|0.0|2.03e-08|7.33e-06|-0.01684|5.3949|4.4093|-1132.043677|-1132.018764|646.67|1112.13|281.19|0.2783|0.37853|0.69413|-1131.761156|0.1418|2.9043|-0.20071|0.02491327|-1131.817578|6.0942|6.0942
11b_a5|1|0|0|2.943854668|0.0|0|6.605297921|0|-0.2023158669999999|4.59511985|-0.1833048739999999|0.006121601|10.94877958|1|0.005685558|-0.108457009|-0.017658026|2|0.735954089|0.805760343|-0.0497097529999999|-0.106187688|0.682032125|0.8737310509999999|-0.07633373|-0.080664777|0.016373566|-45.82509318|9.829471091|55.25128526|0.126268949|75.80248447|-29.07084703|5.900883275|1.880682804|-1.290636432|-27.50997723|55.65456427|0.456131351|-774.8021092|913.0178976|-10.5712171|0.33175528|8.936258446|16.43091298|0.83867925|5107.577902|-465.13355250000006|0.0228838029999999|1.0|2.99|0.1|23.0|5.38|4.82|2.0|0.0|1.0|6.0|-4.65|27.0|4.0|-6.03|0.0|1.0|3.68|-4.69|0.00853|2.04e-05|0.00767|3.62|0.0|7.109999999999997e-10|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.761898|-1564.72614|635.55|1063.35|295.32|0.5806|0.61027|0.6284|-1564.56504|0.2013|1.9569|-0.21291|0.03575776|-1564.621301|7.7212|7.7212
9r_a24|1|0|0|2.950959457|0.0|0|6.605297921|0|-0.134192489|4.59511985|-0.264490176|0.007861194|10.96129392|1|0.008722018|-0.29065818|-0.2920573039999999|3|0.786430472|0.7958149290000001|-0.120617935|-0.083458647|0.7526889940000001|0.8417158379999999|-0.0618978309999999|-0.082022572|0.015557618|-41.49802275|10.4302588|71.31566881|0.158284162|106.1180928|-36.86695997|6.992734796000001|89.36724924|-1.394383716|-27.82142546|51.92828155|0.473403843|-934.8335183|958.7578093|-11.60626518|0.384785172|9.672636984|18.36822555|0.898988412|5501.824326|-626.7383196000001|0.02357068|1.0|3.53|0.22|23.0|4.23|3.93|2.0|0.0|1.0|8.0|-4.02|30.0|6.0|-6.83|0.0|0.0|2.98|-4.06|0.0383|8.77e-05|0.0351|2.69|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|4.2877|-1294.486221|-1294.451958|713.25|1199.71|289.16|0.3398|0.3398|0.6204|-1294.201456|0.0029|1.9698|-0.21074|0.03426339|-1294.263358|7.9586|7.9586
47c_a18|0|0|0|0.0|0.0|0|7.03438793|1|0.02368001|4.844187086|-0.537230966|0.0007979619999999|10.94702285|0|0.002674691|0.071793992|-0.320309303|0|0.784328127|0.758269842|-0.027873485|0.050944273|0.7601847759999999|0.8128616409999999|-0.0715759629999999|-0.094000037|0.015864085|-57.54296759|12.75381432|67.68084951|0.1871383589999999|150.4485025|-60.75445536|10.25333491|103.416376|-2.350000928|-46.26124419|70.29678191|0.489290189|-1889.265906|2027.892739|-20.80632033|0.251001849|9.566965871|18.73268473|0.958059115|7527.530240999999|-1518.861384|0.016406766|1.0|4.61|0.3|18.0|2.84|2.87|3.0|1.0|1.0|12.0|-5.73|38.0|4.0|-6.61|0.0|0.0|2.42|-5.09|0.000947|8.12e-06|0.00417|3.98|1.0|6.67e-10|3.42e-07|-0.0449|3.1096|3.1096|-1664.753129|-1664.721977|850.89|1505.09|398.71|0.5869|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|3.3075|-0.17331|0.03115159|-1664.277127|8.5229|8.5229
5_a18 (BIBF0775)|0|0|0|0.0|0.0|0|7.03438793|2|0.0160123|4.844187086|-0.391512249|0.002526619|10.94702058|0|0.0036739159999999|-0.054916741|-0.216531385|0|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0.7061155790000001|0.8432358679999999|-0.068989967|-0.078246932|0.008501088|-52.09190866|6.418873637000001|10.36586529|0.156764132|118.3671077|-44.61038661|4.846666751|50.25564119|-2.112667176|-39.33277643|58.5107823|0.483962172|-1595.201018|1645.395714|-16.96451322|0.184058942|9.798677372|18.98829281|0.937842434|7221.114573000001|-1204.480438|0.010831199|1.0|4.42|0.32|18.0|4.09|3.69|3.0|0.0|1.0|8.0|-6.07|37.0|3.0|-5.96|0.0|1.0|3.2|-5.72|0.000425|1.91e-06|0.000946|4.73|0.0|6.18e-10|3.06e-07|-0.04938|3.2027|3.2027|-1572.313227|-1572.290174|817.02|1446.02|378.13|0.4825|0.69298|0.69298|-1571.843719|0.4825|2.3389|-0.18092|0.02305362|-1571.914419|7.4685|7.4685
12m_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.096631895|5.351858133|-0.57615692|0.001371944|10.31162838|1|0.0026474159999999|-0.236661357|-0.152855196|1|0.817497287|0.832758813|-0.036924662|-0.0974968869999999|0.770326886|0.783260049|-0.085422479|-0.103359773|0.027352277|-57.96147772|18.55926485|133.774348|0.216739951|147.06395700000002|-47.58675592|12.59296644|237.0982213|-2.067195455|-39.32844052|76.52074257|0.44976016|-1402.648392|2370.879718|-18.66147291|0.226267233|9.025816604|16.40342255|0.8173893040000001|6658.711303|-951.7351184|0.019500715|1.0|4.66|0.13|17.0|3.4|2.48|2.0|0.0|1.0|6.0|-6.0|32.0|6.0|-6.22|0.0|0.0|2.36|-5.01|0.000444|9.71e-06|0.00427|3.89|0.0|3.7600000000000003e-07|0.000165|-57.0|5.0617|3.5496|-1743.215323|-1743.174906|714.92|1204.39|349.29|255.0|0.33392|0.68404|-1742.965888|0.1615|3.6891|-0.20742|0.04041755|-1743.030004|7.5114|7.5114
12h_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.046965756|5.351858133|-0.391119352|0.001139238|10.31162898|1|0.002064369|-0.166613751|-0.120380857|1|0.669561738|0.831176513|0.008644634|-0.1240820219999999|0.64876559|0.763568404|-0.083127678|-0.09907575|0.017389133|-52.88851758|11.06352871|89.66095835|0.236431596|150.42542849999998|-40.10503079|7.038974807000001|0.0|-1.882439244|-33.64938551|63.95204629|0.468446216|-1197.668733|2268.811589|-15.55093031|0.202025127|8.066818026|15.1759206|0.881277172|6252.192213|-761.9955851|0.015886049|1.0|4.63|0.14|17.0|4.25|3.18|2.0|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05347|5.0289|3.5101|-1675.011389|-1674.977665|672.54|1132.06|353.22|0.1878|-0.26697|0.68543|-1674.777786|155.0|2.9684|-0.2023599999999999|0.03372393|-1674.838376|8065.0|8065.0
47f_a18|0|0|0|0.0|0.0|0|7.03438793|1|-0.005500039|4.844187086|-0.477030713|0.0036509859999999|10.94702253|0|0.00531392|-0.071877686|-0.3927204379999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.745431271|0.838156881|-0.063824969|-0.084851044|0.0138461289999999|-54.18475173|11.75478965|111.1889928|0.161843119|137.3980967|-61.15474298|9.979328976|58.84834254|-2.290978185|-46.00060733|65.93954138|0.483843526|-1944.945479|2343.062749|-20.90098811|0.273449343|10.55465562|20.44855806|0.937396993|7870.103594|-1651.17806|0.016581683|1.0|4.87|0.34|18.0|3.22|3.6|3.0|1.0|1.0|13.0|-6.11|40.0|4.0|-6.4|0.0|0.0|2.83|-5.52|0.000421|3.01e-06|0.00163|4.52|1.0|6.04e-10|3.27e-07|-0.04439|3.0964|3.0964|-1743.375413|-1743.346389|908.66|1602.99|400.42|0.5741|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|3.8532|-0.1724099999999999|0.02902413|-1741.802171|8.0458|8.0458
8b_a50|1|1|1|3.1324050960000003|0.0|1|7.860570786|1|-0.115740384|5.777652323|-0.1812055289999999|0.006841944|10.945024|2|0.007057361|-0.170496134|-0.116174481|1|0.753629415|0.809463375|-0.027207307|-0.031953774|0.71043578|0.845349082|-0.072629787|-0.078068703|0.021513107|-34.79187329|10.30543157|131.417573|0.154650918|74.08248511|-17.91443197|4.93661461|0.0|-1.092961836|-16.66636363|45.09730487|0.428882006|-523.561903|1401.458274|-6.966723542|0.328290204|5.292277178|9.26652151|0.75095166|4446.001554|-250.8020475|0.024280552|1.0|3.21|0.06|20.0|3.14|3.41|0.0|0.0|2.0|2.0|-3.44|23.0|3.0|-6.32|0.0|1.0|2.51|-3.81|108.0|0.000154|46.0|2.55|0.0|1.16e-06|0.000347|-0.02903|4.5256|4.1804|-967.3527447|-967.3160428|515.81|857.53|296.58|0.1717|0.5533|0.59283|-967.212701|121.0|3.8213|-0.20144|0.036701907|-967.258772|7.1675|7.1675
12j_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|0.04148877|5.351858133|-0.354848778|0.005613018|10.31162861|1|0.005965451|-0.0431311459999999|-0.09353607|1|0.8414737059999999|0.795446883|0.0060012969999999|-0.130412856|0.7991060659999999|0.842199041|-0.073909106|-0.094132698|0.015613498|-47.76354083|10.09017681|88.51817261|0.157800959|101.9784021|-39.31313154|6.520746879|0.0|-1.882653966|-30.8670468|57.85371764|0.476658597|-1216.65955|2258.891981|-15.12043521|0.1865388989999999|8.067697897|15.41574553|0.91079856|6105.3402670000005|-786.2626307999999|0.01349128|1.0|4.76|0.17|17.0|4.35|2.93|2.0|0.0|1.0|5.0|-5.66|30.0|4.0|-5.81|0.0|0.0|2.91|-5.15|0.0009119999999999|7.05e-06|0.00291|4.23|0.0|9.75e-08|4.02e-05|-0.05106|5.1971|3.4788|-1615.096172|-1615.064152|695.8|1175.75|356.4|0.2163|0.3087|0.68625|-1614.831741|0.1516|4.6727|-0.1987799999999999|0.03201935|-1614.894278|8058.0|8058.0
17a_a50|0|1|1|0.0|0.0|2|7.934155233999999|1|-0.186084687|5.82008293|-0.133526134|0.012510153|10.94500663|2|0.012893333|-0.178162528|-0.3891730779999999|1|0.762224122|0.784570118|-0.204032723|-0.215448852|0.732114362|0.92300665|-0.045404408|-0.078525868|0.013784807|-29.57096251|8.977762705|10.03717565|0.07699335|50.14419437|-33.3079288|5.847033234|84.34722313|-1.570517366|-19.25896309|38.54872522|0.486855438|-1022.84584|1799.721631|-11.89568886|0.2100891|8.087984548|15.76161018|0.948768582|5718.782531|-666.1585759999999|0.011602876|1.0|3.95|0.29|20.0|3.39|4.14|1.0|0.0|1.0|6.0|-3.99|30.0|4.0|-6.44|0.0|1.0|3.27|-4.44|0.0408|3.61e-05|0.0144|3.23|0.0|1.75e-07|6.97e-05|-0.03196|4.2478|4.0477|-1258.566007|-1258.540058|705.96|1204.79|306.31|0.1817|0.6244|0.66046|-1258.260865|0.1754|6.2113|-0.1992|0.02594911|-1258.322582|7.0706|7.0706
3l_a32|1|1|1|3.672194822|0.0|0|7.773594467000001|0|-0.003342759|5.733341277|-0.270019992|0.0016954029999999|10.31100268|3|0.002942329|-0.068876714|-0.087213805|0|0.820540279|0.751853889|-0.136589369|-0.184582641|0.776480242|0.8855584879999999|-0.069304303|-0.088417589|0.012244965|-40.30321333|7.120934925|61.72183119|0.114441512|66.55229892|-29.90181954|4.141107366|0.0|-1.326263838|-23.43792428|47.42414825|0.453630671|-771.2752615|2415.340446|-9.750593329|0.211763281|6.414825717|11.74082324|0.8302637909999999|5429.531532999999|-448.5272931|0.011493763|1.0|3.58|0.35|19.0|7.34|6.17|2.0|0.0|1.0|3.0|-7.6|26.0|3.0|-4.71|1.0|0.0|5.04|-6.01|9.59e-06|9.7e-07|0.0003689999999999|5.51|0.0|3.16e-08|1.2e-05|-0.0529799999999999|3.5319|3.5319|-1789.475625|-1789.4501510000002|629.26|1062.47|351.04|0.2876|0.70282|0.70282|-1789.242839|0.2876|3.3955|-0.19962|0.02547484|-1789.298086|7.9208|7.9208
10_a15|0|0|0|0.0|0.0|0|0.0|0|-0.137104477|0.0|-0.384887119|0.001740635|10.95972828|0|0.0034254209999999|-0.132759909|-0.184255041|2|0.8310685940000001|0.713794823|0.0107135269999999|0.018211609|0.7933685340000001|0.933136945|-0.052826735|-0.101494566|0.010485777|-30.73805622|6.101312009|6.497096666|0.066863055|38.90530741|-34.36276159|3.550143186|0.0|-1.928396745|-17.88541558|36.83936823|0.449323734|-1122.067607|2305.991259|-12.31872585|0.169827351|5.555044294|10.08767698|0.815948972|6204.37804|-652.8924702|0.0116026369999999|1.0|3.58|0.12|24.0|5.32|6.3|2.0|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|1.0|0.0|4.69|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|-0.03581|4.4682|3.6448|-1281.088565|-1281.061184|631.2|1136.48|340.17|0.1412|0.66799|0.70313|-1280.804272|0.0042|1.6654|-0.18958|0.02738146|-1280.862627|8.1549|8.1549
11_a15|0|0|0|0.0|0.0|0|0.0|1|-0.1758968389999999|0.0|-0.402711212|0.001806571|10.95979791|0|0.003766915|-0.056500144|-0.272482143|2|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0.796300317|0.8945381259999999|-0.064429158|-0.0974577669999999|0.018519054|-44.15161868|12.69062406|143.8088883|0.105461874|72.27026771|-45.76619542|8.696553172|0.0|-1.949155337|-30.25595097|56.84224275|0.470042906|-1335.705238|2565.707165|-15.7814467|0.260684316|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|-915.3239085|0.018086221|0.0|4.1|0.07|24.0|4.33|6.69|2.0|0.0|1.0|6.0|-6.32|34.0|4.0|-5.26|1.0|0.0|4.62|-6.1|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03877|4.7106|2.9595|-1450.740771|-1450.705737|739.57|1284.85|418.94|0.2657|0.58935|0.70577|-1450.39211|0.0011|812.0|-0.16011|0.03503399|-1450.457814|6.1314|6.1314
12h_a40|0|0|0|0.0|0.0|1|7.515889085|0|0.104392974|5.4161004020000005|-0.289603712|-0.000134504|10.31197256|2|-0.002126898|0.367928263|0.224167029|0|0.809398262|0.7769829840000001|0.116873629|-0.335801908|0.6948809659999999|0.839481749|-0.0954337969999999|-0.091448888|0.0117142839999999|-50.45378559|6.193088525|208.6717565|0.160518251|84.86252967|-25.56004046|3.274152035|59.68939644|-1.280284432|-26.67382585|56.64687411|0.4958138139999999|-676.8587047999999|603.6697997|-10.84365353|0.155991416|7.989299324|15.84593062|0.983394285|5087.343024|-357.8405665|0.012453938|1.0|3.19|0.0|20.0|4.59|5.02|2.0|0.0|1.0|2.0|-6.25|23.0|2.0|-5.13|0.0|0.0|4.22|-5.58|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|1.44e-07|5.2e-05|-0.07512|4.1508|2.6436|-2153.207198|-2153.186757|548.82|910.77|469.0|0.3985|0.6503899999999999|0.7041|-2153.072091|0.3693|2.5573|-0.18432|0.02044063|-2153.123274|6.0846|6.0846
47a_a18|0|0|0|0.0|0.0|0|7.03438793|1|0.018016478|4.844187086|-0.464122017|-0.005483379|10.35082811|0|-0.000633273|0.066507683|-0.358939392|0|0.842412605|0.766261502|-0.008965701|0.089156939|0.792293789|0.778790861|-0.082855697|-0.099310031|0.014124484|-67.93456546|11.58086543|100.7293848|0.2212091389999999|181.3725215|-66.76209701|9.49531639|110.0917322|-2.681370849|-55.70051708|79.51543089|0.483193636|-2198.494121|2250.179086|-24.3591435|0.2063806289999999|10.20255289|19.74153879|0.934960691|8405.670404|-1802.576619|0.014835962|1.0|4.97|0.28|18.0|0.48|3.35|3.0|1.0|1.0|12.0|-6.74|39.0|5.0|-6.49|0.0|0.0|2.02|-5.58|9.9e-05|2.62e-06|0.00143|4.44|1.0|5.4e-09|2.95e-06|-0.05191|3.1947|3.1947|-2098.807018|-2098.773074|874.47|1536.87|388.09|0.6094|0.69508|0.69508|2098.280307|0.6094|2.6271|-0.18291|0.0339441|-2098.359766|9.0|9.0
10_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.190318474|4.727387819|-0.381954986|-0.008037672|10.31162304|1|-0.005959152|0.033279122|-0.0947326669999999|3|0.8947911009999999|0.743072638|-0.140523767|0.078405316|0.834020779|0.747406318|-0.1007256719999999|-0.0989320009999999|0.014615264|-46.64544572|6.768239856|248.0820067|0.252593682|116.9745968|-21.21655855|3.134330682|80.37219813|-1.187184014|-21.60122201|53.41368558|0.41220272|-549.7776912|1361.86525|-7.715112198|0.293370676|5.031169383|8.559361451000001|0.701266803|4600.496436|-254.5987025|0.023470578|1.0|3.02|0.0|21.0|3.79|3.41|0.0|0.0|1.0|2.0|-4.3|22.0|4.0|-6.44|0.0|0.0|2.52|-3.84|0.0155|0.000145|0.0443|2.43|0.0|3.06e-07|9.35e-05|-0.06238|5375.0|3.4217|-1288.190838|-1288.150029|498.67|830.63|362.35|0.2124|0.41894|0.68995|-1288.050987|0.0463|6.7458|-0.21249|0.04080931|-1288.097561|5.1|5.1
8e_a8|1|0|0|3.01599663|0.0|1|7.05012252|0|-0.018155171|4.844187086|-0.539547088|-0.005310149|10.94332438|1|-0.004224671|-0.0015448089999999|0.183313231|0|0.650073857|0.7233950809999999|0.02023118|-0.079493088|0.636205913|0.661490276|-0.115572516|-0.105450888|0.0211004739999999|-70.49962428|12.87136047|106.0087621|0.338509724|206.4920729|-39.238709|7.851573274|76.40535608|-2.109017754|-43.00500847|83.37098475|0.483244415|-1286.50794|2080.07805|-16.34946208|0.196692764|7.50719734|14.52755918|0.935150832|6095.6213210000005|-784.77418|0.0184428869999999|0.0|3.2|0.04|23.0|4.33|4.17|2.0|0.0|1.0|5.0|-5.27|30.0|4.0|-6.14|0.0|0.0|3.71|-4.9|0.00215|1.25e-05|0.00504|3.69|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|4.6303|3.2737|-1376.957298|-1376.924308|639.38|1090.07|378.73|0.3731|0.50055|0.7013|-1376.708067|0.1671|6.1505|-0.19972|0.03298991|-1376.766245|4.7014|4.7014
17b_a25|0|0|0|0.0|0.0|1|6.842683282|0|0.001256821|4.727387819|-0.266456625|0.005120507|10.93106294|1|0.005244553|-0.044260194|-0.073994564|2|0.653180996|0.780221059|0.068812225|0.029728702|0.636746066|0.882170399|-0.068207754|-0.079392561|0.015879547|-51.71860811|12.04068508|99.61874923|0.1178296009999999|89.34443096|-45.64634114|9.129863339|87.61586206|-1.6672437880000002|-39.21569422|63.75929319|0.476276266|-1264.189524|2514.295488|-16.81707305|0.275133816|9.700133933|18.52147096|0.909403632|6674.061446|-958.573164|0.0175785369999999|1.0|3.56|0.11|27.0|4.88|5.18|2.0|0.0|0.0|7.0|-5.32|35.0|5.0|-6.53|0.0|0.0|3.78|-5.07|0.00218|8.59e-06|0.00394|3.61|0.0|9.08e-11|4.16e-08|-0.05531|5.4236|3961.0|-1483.873254|-1483.830524|781.08|1329.35|313.02|0.4635|0.31395|0.6594800000000001|-1483.563965|0.1741|3.5074|-0.21939|0.04272963|-1483.630939|6.9957|6.9957
