molecula|SddssS|NaaNH|n9FaRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|MATS1c|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|PBF|RPSA|FNSA4|WNSA5|WPSA3|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12ae_a36|-3.3501500230000003|1|0|3.412870974|7.412764017000001|2|2|0.299253957|0.0|0.069118289|-0.009867085|5.351858133|-0.351827031|2|0.041555556|0.087069205|0.0|-0.611759277|-0.006862238|-0.083959343|0.006615826|-0.001160331|-0.513686975|0.8183043390000001|0.831101086|-0.0931249669999999|0.8837136859999999|0.750657639|0|0.439268891|0.2837586789999999|-0.036430555|-58.64180087|13.25108213|-47.65297933|97.76153993|-27.14173115|81.74750345|3486.122819|533.6188092|-20.22131065|0.315002436|16.22570287|7331.209763|-1172.836017|0.025570256|2298.140152|805.2286932|0.0|0.0|3.0|0.0|2.15|123.75|0.84|1.0|0.0|142.02|1.0|7.0|-8.03|474.54|0.0|0.0|1.18|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|6.45e-05|5235.0|3.8664|-1876.203168|-1876.152311|1281.69|320.67|236.84|615.71|0.40141|0.68591|-0.21149|-1875.963244|8.9297|7.8239|7.8239
19b_a38|0.0|1|0|3.26554965|7.412764017000001|2|2|1.297044256|0.0|-0.122009545|-0.008652352|5.351858133|-0.115864198|2|0.044392765|0.013765516|0.0|-0.467227005|-0.006877664|-0.1381849369999999|-0.0697981979999999|-0.004358975|-0.443325632|0.653741315|0.8295290000000001|0.019437461|0.8851623040000001|0.632625562|0|0.336505882|0.270689433|-0.041606241|-44.51968852|8.643817972|-33.13317155|84.49751102|-25.82299118|67.31146923|2897.652112|452.6479704|-16.02708787|0.240363041|13.74014387|6518.872269|-801.3543933999999|0.020570275|1699.692918|593.6088758|0.0|0.0|3.0|2.37|3.11|81.23|2.78|1.0|0.0|125.65|1.0|5.0|-6.81|419.43|0.0|1.0|2.94|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|3.19e-05|5363.0|3.7509|-1431.414099|-1431.38073|1111.29|330.55|231.18|485.64|0.38952|0.69411|-0.20445|-1431.2418630000002|6.3396|7.9172|7.9172
3d_a32|0.0|1|1|3.503398526|7.765993078999999|0|0|0.609420786|0.0|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|0|0.041161616|-0.0620110029999999|2.230648962|-0.269655316|0.000655875|-0.113314811|-0.0602430179999999|0.002004382|-0.539652902|0.8315372|0.8444218509999999|-0.069007775|0.90169022|0.77923808|1|0.2214902789999999|0.107154498|-0.02867299|-27.31750365|4.22710649|-20.13777259|59.15151032|-15.52441767|45.000975700000005|2213.978384|483.4133562|-8.405385739|0.2794597139999999|10.75032687|4752.534658|-327.8100438|0.0160633|840.275417|421.3548777|1.0|1.0|1.0|3.11|5.07|110.94|1.94|1.0|0.0|97.86|1.0|4.0|-5.18|340.47|0.0|1.0|4.32|-5.13|2.81e-07|9.58e-05|7.36e-06|0.00251|4.5|0.0|1.75e-05|3.5105|3.5105|-1672.758552|-1672.733979|959.11|353.18|353.18|465.41|0.7035100000000001|0.7035100000000001|-0.19671|-1672.638515|5.1728|8.0915|8.0915
12ab_a36|0.0|1|0|3.458948649|7.412764017000001|2|2|1.297042596|0.0|-0.064515677|-0.007034881|5.351858133|0.000258844|2|0.039951691|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|-0.029080933|0.002112069|-0.4186639029999999|0.86559137|0.831136366|-0.0852411419999999|0.888163057|0.8196353679999999|0|0.452078227|0.158944244|-0.033434841|-45.21303385|11.46782191|-37.68448987|82.3666474|-23.06276515|71.2577056|2902.39241|580.1454645|-15.90828969|0.320974676|15.18764075|6314.697413|-859.0476432|0.024384271|1834.083759|708.5476357999999|0.0|0.0|2.0|0.0|1.95|92.99|1.59|1.0|0.0|133.27|1.0|6.0|-7.21|420.47|0.0|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.000122|0.0515|2.33|0.0|3.76e-05|3.8845|3.8845|-1364.509957|-1364.468283|1201.64|319.17|319.17|564.58|0.69294|0.69294|-0.2093699999999999|-1364.300531|5.3228|7.9586|7.9586
14a_a25|0.0|0|0|0.0|6.842683282|0|0|1.420015394|1.667057351|-0.092005241|-0.004483962|4.727387819|-0.05112778|2|0.038167849|0.051906412|1.975771616|-0.255585831|0.006085806|-0.046802062|-0.019985937|0.006158124|-0.365062041|0.6716839040000001|0.7385460309999999|-0.085643386|0.792935475|0.653818362|1|0.326595394|0.149573695|-0.033365179|-36.28756839|5.546443318|-30.017374100000005|63.96772039|-21.90268583|54.17569023|2844.993903|558.2652611000001|-14.37809314|0.193247006|14.55676745|6315.975408|-762.0389362000001|0.01323706|1438.906775|712.1606951|1.0|1.0|1.0|3.06|4.92|72.7|2.47|2.0|0.0|126.26|1.0|6.0|-5.91|419.48|0.0|1.0|3.81|-5.29|4.03e-06|0.0016899999999999|5.13e-06|0.00215|4.16|0.0|1.08e-07|5.3631|3.9479|-1352.298438|-1352.265931|1202.13|314.05|231.18|548.29|0.42461|0.6714|-0.2143|-1352.086073|4.1656|6684.0|6684.0
3c_a49|0.0|0|0|0.0|7.535296702|1|1|1.343850149|2.108416128|0.034009672|-0.004876919|5.4161004020000005|-0.016347266|2|0.036335697|-0.04696024|1.879769411|-0.248722888|0.006218639|-0.05815918|0.0127926339999999|0.006470561|-0.384874446|0.666785606|0.802792677|0.005559828|0.8605470759999999|0.64702083|1|0.501887054|0.203663616|-0.0252377479999999|-24.24485565|4.8479546860000005|-23.47658531|54.85343388|-14.4326528|49.52988301|2521.794855|455.3990518|-8.253567879|0.362777444|12.60874968|5544.351498|-387.9176903|0.021783913|1064.517686|542.7276591|1.0|1.0|1.0|2.67|3.87|72.7|1.84|1.0|0.0|109.43|1.0|4.0|-6.93|369.42|1.0|1.0|2.86|-3.86|0.0003509999999999|0.13|0.000137|0.0505|2.29|0.0|1.07e-05|5.1584|3842.0|-1198.668772|-1198.634822|1046.53|322.71|240.36|456.22|0.32539|0.6692100000000001|-0.21913|-1198.484646|3.7789|7.0605|7.0605
1_a15|0.0|0|0|0.0|0.0|0|0|1.419940974|0.0|-0.22215316|-0.0084598019999999|0.0|-0.043374667|2|0.0381893|0.06459652|0.0|-0.541427319|0.001244652|-0.068297833|-0.000905902|0.003816011|-0.34192045|0.836466114|0.705825714|0.101406325|0.74357498|0.795437721|0|0.7100707390000001|0.124276535|-0.031142386|-46.71058649|10.95802135|-28.45664402|90.40184737|-20.13460632|60.96303497|3000.975833|566.1848585|-13.01770443|0.394072483|11.7078005|7284.337537|-794.0799704|0.0280791829999999|2026.993248|851.7423982|1.0|1.0|1.0|4.18|6.32|74.73|2.2|3.0|0.0|132.94|0.0|8.0|-5.38|457.52|0.0|0.0|4.68|-5.97|2.830000000000001e-07|0.00013|1.08e-06|0.000495|5.23|0.0|4.36e-08|4.3834|3.2188|-1510.136281|-1510.117336|1271.06|385.18|282.85|598.34|0.64662|0.70553|-0.17792|-1509.851127|2.3261|7.3565|7.3565
14l_a23|0.0|0|1|0.0|7.423568444|0|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|5.351858133|-0.026530366|2|0.046283951|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|-0.061788679|0.01180744|-0.448622017|0.725800261|0.778602826|0.156652778|0.836852328|0.6906097959999999|1|0.215920645|0.078732333|-0.0328459689999999|-34.03690099|8.125310915|-23.306234600000003|61.54673359|-21.66909079|47.64388017|2879.181064|607.777253|-14.29549842|0.210373806|15.78926563|6444.7098240000005|-714.7749208|0.01508774|1372.110688|666.0036144999999|0.0|1.0|1.0|3.52|4.33|105.02|3.24|2.0|1.0|125.25|1.0|5.0|-6.1|425.51|0.0|0.0|3.78|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|3.6274|3.6274|-1669.2363289999998|-1669.224647|1185.79|341.8|341.8|560.51|0.67242|0.67242|-0.2183|-1669.04569|8.2422|8.1798|8.1798
12as_a36|0.0|1|0|3.447017327|7.412764017000001|2|2|1.297043209|0.0|-0.051208473|-0.007672841|5.351858133|-0.073735973|2|0.041728395|0.096454203|0.0|-0.452697599|0.000584134|-0.114290948|-0.025398105|0.0018565629999999|-0.4358775279999999|0.8058720979999999|0.817372883|-0.0389138329999999|0.869455765|0.770400825|0|0.291030086|0.22956209|-0.037824788|-49.71556877|8.731418812000001|-37.57216725|85.53474971|-25.48765709|68.71652969|2904.092809|519.1478419|-17.17446921|0.231874606|16.08155469|6224.698969|-944.5958066|0.017444469|1824.98997|716.9974499|0.0|0.0|2.0|0.0|2.09|86.27|1.59|1.0|0.0|133.95|1.0|6.0|-7.21|423.47|0.0|0.0|1.84|-3.95|0.000154|0.0653|0.000112|0.0476|2.36|0.0|5.4600000000000006e-05|4.5202|3851.0|-1385.601917|-1385.5651710000002|1207.35|321.96|274.29|568.52|0.53815|0.68211|-0.21419|-1385.384524|6.8556|7.2291|7.2291
1_a1 (SKF-104365)|0.0|0|0|0.0|7.535296702|1|1|0.626769342|2.196347317|0.011230812|-0.006055958|5.4161004020000005|-0.01959813|1|0.0409444439999999|-0.091086986|0.0|-0.218014497|0.000663414|-0.10236005|0.11172918|0.002250781|-0.505981356|0.57031697|0.7926983559999999|-0.015406451|0.857919181|0.551667506|0|0.2405471019999999|0.186844249|-0.029524467|-17.369816|2.859900586|-14.547040099999998|46.32985169|-13.65596178|37.63415922|1997.193006|376.1092109|-6.316296726|0.290255081|9.042613965|4225.4765640000005|-208.4377919|0.018973797|634.9418316000001|297.2783688|1.0|1.0|0.0|2.68|4.28|56.01|2.52|0.0|0.0|81.72|1.0|2.0|-6.01|297.35|1.0|1.0|3.27|-4.02|0.000159|0.0472|9.65e-05|0.0287|2.96|0.0|0.000295|3.8901|3.8901|-1279.084677|-1279.060907|809.96|318.72|318.72|358.09|0.70081|0.70081|-0.19624|-1279.017667|6.9338|5.7959|5.7959
47a_a18|0.0|0|0|0.0|7.03438793|1|1|0.403918489|0.0|0.018016478|-0.006027559|4.844187086|-0.18843247|0|0.033641026|0.043161338|0.0|-0.464122017|-0.005483379|-0.025401815|0.052572636|-0.000633273|-0.369841706|0.842412605|0.766261502|-0.008965701|0.7991211029999999|0.792293789|0|0.371382587|0.2212091389999999|-0.036234741|-66.76209701|9.49531639|-55.70051708|93.5899242|-29.70938001|79.51543089|3612.105567|638.5417107999999|-24.3591435|0.2063806289999999|19.74153879|8405.670404|-1802.576619|0.014835962|2770.212274|1225.939287|1.0|1.0|3.0|0.0|3.35|123.06|1.85|3.0|1.0|158.24|1.0|12.0|-6.49|547.67|0.0|0.0|2.02|-5.58|1.8100000000000002e-07|9.9e-05|2.62e-06|0.00143|4.44|1.0|2.95e-06|3.1947|3.1947|-2098.807018|-2098.773074|1536.87|388.09|388.09|813.01|0.69508|0.69508|-0.18291|-2098.359766|3.0133|9.0|9.0
8_a27|0.0|1|0|2.599100867|6.605297921|0|0|1.406757715|1.7626247169999998|0.188762686|-0.008444078|4.59511985|-0.077396262|2|0.039673203|-0.14212377|1.21499748|-0.329319041|0.0040883959999999|0.093450172|0.067074515|0.004801929|-0.535352745|0.6812785379999999|0.8000360390000001|0.141900468|0.8688656459999999|0.64927069|1|0.3608031339999999|0.223615972|-0.035880862|-20.94612822|4.960882344|-17.86879446|53.20197882|-17.09606174|47.91445451|2132.9321670000004|369.9216992|-8.145716531|0.248298166|9.642697094|4522.989286999999|-293.2457951|0.019394143|818.753121|326.3351007|0.0|0.0|1.0|2.28|2.48|76.46|2.19|0.0|0.0|87.68|1.0|2.0|-6.73|303.32|1.0|1.0|2.38|-3.52|0.000586|178.0|0.000299|0.0907|2.0|0.0|0.000158|4.1276|4.1276|-1004.515654|-1004.489001|848.58|300.38|300.38|374.88|0.64893|0.64893|-0.21973|-1004.432889|4.2899|8.2218|8.2218
12d_a40|0.0|0|0|0.0|7.515889085|0|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0|0.043185185|0.209157499|0.794852923|-0.288158151|-0.000134504|0.087954209|-0.166080871|-0.002126898|-0.552689736|0.809398262|0.7769829840000001|-0.0065648919999999|0.845904643|0.6948809659999999|1|0.0913543|0.159568585|-0.038873458|-25.71599691|3.286773518|-26.85139526|55.13932669|-20.59374436|56.88984065|2270.596857|445.2300015|-10.90981687|0.155716451|14.88744155|5101.479206|-360.0239567|0.01245259|804.9352200000001|350.9435025|0.0|1.0|1.0|2.94|5.02|84.45|3.76|2.0|1.0|96.16|1.0|2.0|-5.13|361.25|0.0|1.0|4.21|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|5.2e-05|4.3959|2.7962|-2153.197255|-2153.180821|910.58|443.4|282.05|435.41|0.55983|0.70435|-0.19369|-2153.123107|1.9961|7.7212|7.7212
19i_a38|0.0|1|0|3.169368622|7.412764017000001|2|2|1.297043925|0.0|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.043197531|0.08414367|0.0|-0.4561702689999999|-0.006877664|-0.074033381|-0.053762162|-0.004358975|-0.430016467|0.653741315|0.836170906|-0.040954326|0.892249657|0.632625562|0|0.4748744179999999|0.252841593|-0.040770109|-42.53502816|8.479305267|-31.35232957|82.98550237|-24.98593175|64.99417804|2896.470706|457.89548719999993|-15.31261014|0.258076158|12.04523072|6744.7785650000005|-765.6305068|0.022159015|1683.860952|593.6088758|1.0|1.0|3.0|2.88|3.11|81.23|2.78|1.0|0.0|125.65|1.0|5.0|-6.81|419.43|0.0|1.0|3.04|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|3.19e-05|5.7041|3.6129|-1431.415351|-1431.384243|1101.03|343.17|217.36|457.26|0.4342|0.69267|-0.2052|-1431.239177|8.6365|7.9031|7.9031
12bh_a36|0.0|1|0|3.50075137|7.412764017000001|2|2|1.297043258|0.0|-0.052761366|-0.006687484|5.351858133|-0.047482048|2|0.044197531|0.001012669|0.0|-0.401249012|0.003676818|0.075747971|-0.035747988|0.0045625|-0.43574839|0.902377067|0.78699829|-0.211972014|0.833398429|0.857993338|0|0.317612728|0.166508047|-0.035569289|-44.11115058|7.807212275|-31.30825225|76.46867897|-23.6718811|58.77476595|2773.193279|554.7010591|-15.75398235|0.216705778|14.56834609|5957.443236|-882.2230117|0.015307571|1692.3721690000002|729.1873176|0.0|0.0|2.0|0.0|2.5|69.2|2.45|1.0|0.0|133.68|1.0|5.0|-6.38|409.49|1.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|1.86e-05|3.8811|3.6255|-1311.589612|-1311.558898|1208.61|341.97|319.46|575.23|0.69377|0.7039|-0.20168|-1311.356102|7.7975|7.8539|7.8539
9_a47|0.0|0|0|0.0|0.0|0|0|1.3818994059999998|0.0|0.00410268|-0.008501246|0.0|-0.1789147139999999|2|0.037492877|-0.043270202|1.323246814|-0.382556052|-0.009607222|0.022031244|0.045804989|-0.007880155|-0.4477815529999999|0.7033922579999999|0.792070785|0.046690958|0.853035126|0.689770023|1|0.492394184|0.194850031|-0.036925422|-26.52703503|2.611122094|-23.08946904|58.96976407|-19.3171225|49.12766732|2292.652212|421.2052248|-10.10553715|0.209348023|10.93281031|5212.504394|-424.4325604|0.015793737|1026.1394|442.7664664|1.0|1.0|2.0|2.78|5.61|58.04|2.99|1.0|0.0|101.46|1.0|3.0|-5.26|345.37|0.0|1.0|4.09|-5.2|4.29e-06|0.00148|6.3e-06|0.00218|4.43|0.0|1.17e-06|5.7429|3.7183|-1149.090086|-1149.055456|959.59|333.44|215.89|406.35|0.3885099999999999|0.69084|-0.20488|-1148.949486|3.4815|7.6|7.6
15c_a22|0.0|0|0|0.0|6.842683282|0|0|1.42291727|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|2|0.038137255|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|0.006275578|0.004362505|-0.364626967|0.667111824|0.773044788|-0.096749121|0.8353837409999999|0.639264982|1|0.615901609|0.133414786|-0.0302219629999999|-41.51455167|12.731723|-34.97658951|75.52188549|-21.75898206|66.26407672|3079.491787|623.9175171|-15.66586856|0.338224886|16.03890406|6882.442370999999|-830.2910335|0.0248073129999999|1742.625289|731.8178649|1.0|1.0|1.0|2.85|4.18|109.38|1.08|1.0|0.0|128.77|1.0|6.0|-6.96|445.48|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|2.4e-05|0.0107|2.9|0.0|2.35e-07|5.7361|3674.0|-1460.602657|-1460.571156|1241.07|337.46|216.15|575.8|0.30831|0.69113|-0.22807|-1460.387718|9.0393|6.1325|6.1325
19a_a38|0.0|1|0|3.3685352889999995|7.412764017000001|2|2|1.297044508|0.0|-0.084389038|-0.007986407|5.351858133|-0.082283951|2|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|-0.122385526|-0.077535135|-0.000673716|-0.4342819429999999|0.724208473|0.819222745|0.031696119|0.8741648479999999|0.698414933|0|0.298938581|0.252847102|-0.038988111|-38.69037594|7.910363161|-30.69910427|77.20795279999999|-23.30337482|64.59623135|2774.129458|446.57675660000007|-13.92853534|0.255203463|12.96056449|6115.030149|-696.4267669|0.020873781|1564.412135|595.8790650000001|1.0|1.0|3.0|2.56|2.55|81.23|2.4|1.0|0.0|125.69|1.0|5.0|-6.77|401.44|0.0|1.0|2.68|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|2.78|0.0|5.610000000000001e-05|3.9212|3.6504|-1332.186327|-1332.1529369999998|1092.25|339.65|316.19|466.55|0.6329100000000001|0.68835|-0.20379|-1332.002093|6.0223|8.0106|8.0106
10_a3|0.0|0|0|0.0|6.823286122000001|0|0|0.605017375|0.0|0.190318474|-0.010609861|4.727387819|-0.1152010919999999|3|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|0.018484177|0.043342516|-0.005959152|-0.616256033|0.8947911009999999|0.743072638|-0.140523767|0.8136572320000001|0.834020779|1|0.518341632|0.252593682|-0.0359752729999999|-21.21655855|3.134330682|-21.60122201|56.68388955|-16.65993003|53.41368558|2098.79955|346.1193167|-7.715112198|0.293370676|8.559361451000001|4600.496436|-254.5987025|0.023470578|778.0284121000001|311.6695405|1.0|1.0|1.0|1.78|3.41|105.82|1.2|0.0|0.0|88.28|1.0|2.0|-6.44|305.36|0.0|1.0|2.52|-3.84|5.07e-05|0.0155|0.000145|0.0443|2.43|0.0|9.35e-05|5375.0|3.4217|-1288.190838|-1288.150029|830.63|362.35|230.67|323.26|0.41894|0.68995|-0.21249|-1288.097561|9.3381|5.1|5.1
19_a20|0.0|1|0|3.423603867|6.842683282|0|0|1.4009239059999998|0.0|0.071176085|-0.0096278259999999|4.727387819|-0.130949446|3|0.0396875|0.103271147|1.622562232|-0.539158264|-0.006620594|0.077469518|-0.063133522|-0.004654742|-0.5838248970000001|0.811128636|0.7619768840000001|-0.143992458|0.8193003000000001|0.7741509329999999|1|0.25624423|0.245547466|-0.038340404|-43.03556944|5.890223441|-39.5992891|75.98477124|-25.1915821|69.23289949|2849.084477|495.7134289|-16.55214209|0.203929412|15.38668579|6325.747732|-860.7113887|0.0159602|1645.535318|684.5377542|1.0|1.0|2.0|2.49|4.08|110.44|1.33|1.0|0.0|122.86|1.0|5.0|-6.8|420.47|0.0|1.0|3.16|-4.57|1.29e-05|0.00541|2.6600000000000003e-05|0.0112|2.91|0.0|9.86e-08|3.3616|3.3616|-1368.413151|-1368.378274|1190.68|368.83|368.83|519.34|0.6987399999999999|0.6987399999999999|-0.2067|-1368.190746|6.3327|5585.0|5585.0
13d_a5 (GW788388)|0.0|1|0|2.945204608|6.605297921|1|1|1.236844097|0.0|-0.0959854909999999|-0.005668173|4.59511985|-0.009710199|3|0.027375887|-0.092509033|0.0|-0.33442223|0.002956745|-0.086484275|0.024793388|0.003668464|-0.3706975529999999|0.7333482170000001|0.78479342|0.024905619|0.834800344|0.71006207|0|0.54169129|0.2258962769999999|-0.0291837579999999|-36.95444874|6.374277851|-37.98032007|70.45205183|-19.30187193|67.0626077|2834.036315|511.985152|-12.76608229|0.330817879|15.788837|6122.792779|-702.1345259999999|0.022041749|1586.418589|723.0631751|1.0|1.0|2.0|2.74|4.11|92.79|1.37|1.0|0.0|121.68|1.0|6.0|-6.94|425.48|0.0|1.0|3.11|-4.35|4.429999999999999e-05|0.0189|4.5e-05|0.0192|2.75|0.0|6.16e-07|4.6091|4.1706|-1390.589662|-1390.548362|1206.73|297.28|269.0|532.01|0.42515|0.48848|-0.22841|-1390.355751|3355.0|7.7447|7.7447
8f_a12|0.0|0|1|0.0|6.580639137|1|1|0.609895166|0.0|0.110310585|-0.008295703|4.59511985|-0.062406088|2|0.038347953|-0.013400998|2.177023629|-0.3981937339999999|-0.002596875|0.028505422|-0.024023866|-0.00094279|-0.560548116|0.902669729|0.7475224290000001|-0.13747286|0.80546986|0.8409290840000001|1|0.285353468|0.130176823|-0.03822396|-31.9483307|4.290980116|-23.45595611|63.05721575|-21.72151161|48.82707007|2541.921472|494.2940092|-12.34367323|0.161876566|13.00131176|5481.952981|-543.1216218999999|0.012030968|1140.340995|524.0516742|1.0|1.0|1.0|3.26|3.41|78.41|3.1|2.0|0.0|115.66|1.0|3.0|-5.47|369.44|1.0|1.0|3.82|-5.24|1.99e-06|0.000735|5.72e-06|0.00211|4.34|0.0|1.4e-06|4.1744|3.6536|-1481.146454|-1481.115891|1020.81|339.35|297.01|441.97|0.59107|0.65098|-0.2124|-1481.008909|1.4701|6.1898|6.1898
11b_a5|0.0|1|0|2.943854668|6.605297921|0|0|1.277648917|0.0|-0.2023158669999999|-0.003900104|4.59511985|0.008093965|2|0.023988604|-0.067519041|0.0|-0.1833048739999999|0.006121601|-0.118167947|-0.0536971829999999|0.005685558|-0.252164213|0.735954089|0.805760343|-0.0497097529999999|0.8645824520000001|0.682032125|0|0.378154801|0.126268949|-0.029332646|-29.07084703|5.900883275|-27.50997723|62.16286481|-17.60913884|55.65456427|2434.505303|524.5231302|-10.5712171|0.33175528|16.43091298|5107.577902|-465.13355250000006|0.0228838029999999|1159.458633|504.9898148|1.0|1.0|1.0|2.55|4.82|63.69|2.01|2.0|1.0|106.58|1.0|6.0|-6.03|376.84|1.0|1.0|3.68|-4.69|2.26e-05|0.00853|2.04e-05|0.00767|3.62|0.0|2.68e-07|4.4995|4.1982|-1564.761898|-1564.72614|1063.35|295.32|275.55|511.28|0.61027|0.6284|-0.21291|-1564.621301|2.8531|7.7212|7.7212
4q_a46|0.0|0|0|0.0|7.832410927000001|1|1|1.131262631|2.151582577|-0.2520920439999999|-0.001250008|5.587248657999999|0.004704245|2|0.0462962959999999|-0.012611536|0.0|-0.066250447|0.012173202|-0.155661124|-0.081623022|0.012222698|-0.125840557|0.716317772|0.807871283|-0.15266708|0.848935944|0.703627625|0|0.258420996|0.086449996|-0.021010627|-21.81959712|4.520667361|-16.25388148|49.37907349|-11.72744747|37.21920695|2234.596293|509.9138517|-6.545879136|0.38044274|11.78798551|4992.497361|-327.2939568|0.018430997|946.4377411|554.3688216|1.0|1.0|0.0|3.16|4.09|52.83|1.75|0.0|0.0|102.63|1.0|4.0|-6.54|348.44|1.0|0.0|3.15|-3.89|0.000389|135.0|0.000129|0.0449|2.65|0.0|3.97e-05|4.5296|4.5296|-1108.751283|-1108.729426|1043.05|273.72|273.72|510.13|0.69002|0.69002|-0.2207199999999999|-1108.566571|3.2968|6129.0|6129.0
25_a12|0.0|0|0|0.0|0.0|0|0|1.404967476|0.0|0.00700113|-0.004103693|0.0|-0.045725323|2|0.038787879|-0.089297664|2.050456822|-0.180562493|0.000864238|-0.025245046|-0.11195017|0.001783739|-0.4288076329999999|0.8472746290000001|0.638255008|-0.2430098439999999|0.688743998|0.806844014|1|0.120087607|0.052062825|-0.03323193|-21.75703145|1.3444869730000002|-14.85843094|44.42528172|-17.31450713|31.09844409|2067.69985|493.8944271000001|-9.021208163|0.082701363|9.70173342|4329.321091|-369.8695347|0.005118351|773.8971409|430.4348528|1.0|1.0|1.0|3.43|5.35|37.81|3.2|1.0|0.0|99.48|1.0|3.0|-4.82|311.38|1.0|1.0|4.29|-5.25|5.19e-06|0.00162|5.63e-06|0.00175|4.76|0.0|5.12e-07|4.2653|3.4532|-974.6569575|-974.6328337|945.73|359.04|290.68|442.64|0.63284|0.69029|-0.19655|-974.508059|2.2482|7.6576|7.6576
7_a3|0.0|0|0|0.0|6.823286122000001|0|0|0.60501656|0.0|0.198126776|-0.008855374|4.727387819|-0.106234254|2|0.03757716|-0.047419994|1.989724777|-0.327648836|-0.007540435|0.054347129|0.030246987|-0.006696449|-0.592753801|0.881253042|0.790667152|-0.224253635|0.8632654590000001|0.773152968|1|0.5999725029999999|0.217705402|-0.036877402|-23.61864737|2.377557323|-25.32764885|55.15105143|-18.2490344|55.98630667|2196.07224|387.1238241|-9.030659289|0.2007853889999999|8.644978051|5055.700186|-307.0424158|0.0149999089999999|776.3461295|353.7528308|1.0|1.0|1.0|2.61|4.66|92.93|2.11|1.0|0.0|95.5|1.0|2.0|-5.68|338.81|0.0|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|0.00455|3.79|0.0|1.11e-05|5.8849|3.4435|-1731.7341420000002|-1731.703107|883.88|360.06|210.68|362.61|0.3456|0.69224|-0.21219|-1731.651178|3.9813|5.9901|5.9901
9g_a40|0.0|0|0|0.0|7.515889085|0|0|0.604992427|1.849105962|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.043730159|0.07954859|0.895670535|-0.225327061|0.011921308|0.139758613|-0.145879501|0.0115573539999999|-0.383703998|0.694156166|0.764275277|-0.384131901|0.821935848|0.665414608|1|0.002717414|0.09545843|-0.031197254|-21.93596333|5.930596229|-17.63553984|51.16627179|-16.43578193|44.73159432|2169.234651|476.5434822|-8.658932892000001|0.259759794|15.62271835|4435.743087|-329.0394499|0.018087202|843.7257374|384.6422631|1.0|1.0|1.0|1.78|2.93|72.28|0.64|0.0|0.0|87.53|1.0|3.0|-7.17|302.33|1.0|0.0|1.93|-3.09|0.00323|977.0|0.0008179999999999|247.0|1.37|0.0|0.000113|3.0778|3.0778|-1332.487689|-1332.476347|923.42|402.84|402.84|469.6|0.70233|0.70233|-0.19005|-1332.369643|5063.0|5.45|5.45
