molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|SaasN|AATSC1c|AATSC1s|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8d|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|FNSA2|WNSA3|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12e_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.0077937519999999|-0.029595542|0.0|-0.444243861|0.0043261129999999|0.005418617|-0.055954785|1|0.0053380919999999|-0.154412059|-0.417089226|1|0.8246767140000001|-0.097868612|0.7933543279999999|0|-0.07914783|-0.098059338|0.024254701|-52.50202674|-65.04681137|16.08914569|106.2790684|0.183296295|121.5880081|-0.035153347|10.6725953|-1.863127413|-34.82676424|68.59117243|2920.484542|541.7533217|2392.685958|-15.46823639|8.069355055|15.14403079|0.8767337279999999|32.97692061|0.022696477|-274.7836441|1747.776792|704.0353382000001|15.05551106|1.0|0.0|1.0|1.0|1.0|0.0|0.17|90.88|2.0|0.0|133.77|1.0|5.0|-6.19|0.0|0.0|0.0|2.57|3.59e-06|1.19e-05|3.84|0.0|0.0|-0.05044|5.0412|3.58|3.4747|-1690.2687170000002|1201.05|0.2055|0.3304|-1690.030824|-0.1476|5551.0|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431
41_a47|0.0|0|1|1|0.0|1|6.842683282|0|1.840145925|-0.004083905|-0.072088843|1.601942802|-0.187859623|0.003530307|0.024881402|0.075316535|1|0.0047106|-0.317014709|-0.276217719|3|0.8417952740000001|0.123676975|0.609110565|1|-0.061101947|-0.0899793719999999|0.018348892|-34.50740631|-50.81597048|10.36256127|54.15850042|0.1768315369999999|99.86584673|-0.02929561|5.852270304|-1.259711209|-19.48810377|44.86996758|2374.594252|464.8854878|1073.170368|-9.34366093|7.168742909|12.96444871|0.8084689140000001|25.33076615|0.023067788|-172.98086630000003|1089.222944|439.9906467|13.02756406|1.0|1.0|1.0|1.0|1.0|3.18|0.16|68.52|0.0|0.0|99.09|1.0|5.0|-6.66|0.0|1.0|1.0|3.06|0.000267|0.000125|2.49|0.0|0.0|-0.05053|4.0167|2.41|3.7144|-1162.462261|995.43|0.2849|0.6779|-1162.288187|-0.15208|4.9162|-0.2026099999999999|0.02982752|-1162.342476|6.8546|0.01|8.0
4_a4|0.0|0|0|0|0.0|1|7.535296702|1|2.156628874|-0.001234337|0.0159331539999999|2.183056868|-0.058013858|0.011760626|-0.110597574|-0.037623601|1|0.0112367389999999|-0.078747188|-0.157959343|2|0.77276149|-0.063012715|0.636572383|1|-0.049768752|-0.06873731|0.008570112|-25.64211031|-35.41518716|4.4155367960000005|13.70182982|0.0667239759999999|34.37786704|-0.0255766729999999|2.274995377|-1.099796957|-13.21145879|30.05764711|2221.6122010000004|480.8472306|1883.42405|-6.78950447|5.326452915|8.855289118|0.66251148|16.60255217|0.010586293|-302.661743|713.9097433|462.1867149|5.454324025|1.0|1.0|0.0|1.0|1.0|3.09|0.19|43.6|1.0|0.0|100.08|1.0|3.0|-5.79|0.0|1.0|1.0|3.64|7.59e-05|2.69e-05|3.52|0.0|0.0|-0.04865|5.382000000000001|3.24|4.0261|-1029.93716|960.45|0.1106|0.55032|-1029.763465|-0.1696599999999999|2.6814|-0.21831|0.02323788|-1029.813844|3.1195|78.0|7.1079
LY364947_a10|0.0|1|0|0|0.0|0|6.605297921|0|0.0|-0.00235945|-0.00390904|2.084955541|-0.084940213|0.007575|0.010202602|-0.006198347|1|0.006909045|0.072909639|-0.204644982|2|0.711607778|-0.012096774|0.681525895|1|-0.076999385|-0.075303751|0.009678082|-34.01613475|-33.26705198|4.275500834|144.7228349|0.156895451|69.31194102|-0.029665114|1.88879448|-0.978948758|-15.02735938|38.29163558|1896.845282|372.4595738|839.5356408|-5.78950507|4.702575386|9.161732895|0.948237326|18.1140017|0.018707677|-197.4583104|597.7620559999999|287.99188260000005|8.264519015|1.0|1.0|0.0|1.0|1.0|1.88|0.0|54.46|0.0|0.0|82.56|1.0|3.0|-6.02|0.0|1.0|1.0|2.8|0.00029|0.000137|2.74|0.0|0.0||||||||||||||||59.0|7.2291
3n_a32|0.0|1|1|1|0.0|0|7.773594467000001|1|0.0|-0.00615216|-0.01504795|2.22272854|-0.295303659|0.000609539|-0.1006122119999999|-0.0711168609999999|3|0.002379137|-0.153506065|-0.435658951|0|0.816774665|-0.121627423|0.762657782|1|-0.074507943|-0.092745182|0.01889769|-42.83673428|-53.32184118|10.86481886|121.6040686|0.159958218|91.96452611|-0.027401986|6.246493173999999|-1.205687365|-24.62805609|53.70155314|2526.071154|482.963897|2426.73803|-9.057526067|6.369579712999999|11.72372261|0.840580248|24.27704797|0.0210408339999999|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|1.0|3.29|0.32|120.17|2.0|0.0|106.44|1.0|4.0|-5.98|0.0|0.0|1.0|4.07|1.11e-06|1.23e-05|3.74|0.0|0.0|-0.05535|3.5459|2.57|3.5459|-1825.349557|1036.75|0.2839|0.7028399999999999|-1825.163542|-0.1472099999999999|3.5849|-0.20256|0.02901944|-1825.218291|6.2667|21.0|7.6778
14e_a25|0.0|0|0|0|0.0|1|6.842683282|0|1.5926486519999998|-0.008591251|-0.138693649|1.906869097|-0.524066339|-0.00131452|0.002856489|0.011176663|1|-0.0005394919999999|0.025802692|-0.50909623|2|0.776960216|0.018432983|0.6954126970000001|1|-0.1011107469999999|-0.1004553119999999|0.015024526|-73.99302943|-73.51338088|10.99497534|372.1805977|0.275949567|201.94039730000003|-0.038772226|8.046143033|-2.2100168680000003|-54.14823405|84.98800478|3126.080106|529.8614286999999|2620.6698690000003|-20.76384175|8.459867391|16.63781964|0.966676175|35.18345194|0.015154859|-448.516796|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|1.0|1.0|1.0|2.72|0.07|115.79|1.0|0.0|134.35|1.0|5.0|-6.96|0.0|0.0|0.0|3.02|7.29e-06|1.86e-05|3.04|0.0|0.0|-0.0538|5.8431|6.51|3.9613|-1520.964156|1300.08|0.2409|0.31019|-1520.701142|-0.15787|5.3651|-0.2116699999999999|0.04875868|-1520.767443|7.2625|75.0|7.1249
9i_a24|0.0|1|0|0|0.0|1|7.153833802|0|1.865102513|-0.005148312|2.01e-05|0.0|-0.190487553|0.004814196|-0.087363979|-0.00532872|2|0.005891639|-0.336939175|-0.32068769|2|0.822658951|-0.0106944439999999|0.73094562|0|-0.064657333|-0.069812876|0.025118046|-30.56504777|-33.00219474|11.87389334|10.13249376|0.173910636|82.21166337|-0.024639839|5.613069697999999|-0.837754515|-14.44881966|42.43894111|2061.729154|390.5119445|761.9885477000001|-5.506205845|5.946747117|11.18382556|0.8806627109999999|23.33121014|0.038195951|0.720157264|793.2611447|295.8603625|18.05612763|1.0|1.0|0.0|1.0|1.0|1.36|0.0|72.28|0.0|0.0|82.17|1.0|4.0|-7.01|0.0|1.0|0.0|1.73|0.00248|0.000791|1.48|0.0|0.0|-0.0473899999999999|4.6212|1.13|4.1459|-945.2626532|825.7|0.2373|0.58977|-945.174716|-0.17204|7.1135|-0.21943|0.0239838|-945.222448|9.2818|88.0|7.0555
15_a10|0.0|0|0|0|0.0|1|7.535296702|1|2.124460476|-0.0027892409999999|0.035396617|1.981569297|-0.142251304|0.009882584|-0.055918786|-0.05940848|1|0.009514122|-0.136323668|-0.208590561|2|0.808676284|-0.105662909|0.635064845|1|-0.059234364|-0.074144604|0.018614889|-35.30133759|-44.18725043|11.09373722|33.67392858|0.084473199|50.34268476|-0.025240716|6.61142847|-1.186313662|-21.03820054|46.39507481|2549.580207|545.6177511|2288.954984|-8.964715924|6.35937164|11.23924661|0.767351752|23.27068984|0.020932674|-174.5122907|1093.722422|563.875765|12.47504566|1.0|1.0|1.0|1.0|1.0|3.31|0.23|52.83|2.0|1.0|111.21|1.0|4.0|-6.07|0.0|1.0|1.0|3.83|3.32e-05|1.56e-05|3.68|0.0|0.0|-0.05243|5.7922|3.12|3.7997|-1604.057542|1086.19|0.4553|0.41458|-1603.851644|-0.1574|4.5192|-0.20983|0.03039798|-1603.907391|6.1563|33.0|7.4815
13k_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|0.0|-0.014257799|-0.132667824|0.0|-0.8554679409999999|-0.009326562|0.0809333929999999|-0.072504783|1|-0.006280295|-0.073210645|-0.5627624379999999|1|0.7908110340000001|-0.123105035|0.827754203|0|-0.11937574|-0.127178105|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|183.1261118|0.3589674579999999|249.215618|-0.045420752|14.31458589|-2.543562101|-57.53822059|103.4959988|2966.890288|445.0412356000001|3332.974951|-21.89246528|8.370126134|14.58291125|0.7422570490000001|39.55891914|0.017981419|-412.5714301|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|1.0|1.0|2.8|0.16|115.15|1.0|0.0|124.98|1.0|5.0|-6.59|0.0|0.0|1.0|3.18|3.26e-06|1.7100000000000002e-05|3.39|0.0|0.0|-0.04851|5112.0|5.41|3.5476|-1465.83213|1246.69|0.3971|0.4547|-1465.557346|-0.14589|8.1639|-0.1944|0.0308324|-1465.621288|10.5079|46.0|7.3372
8d_a12|0.0|1|1|1|0.0|0|6.580639137|1|0.0|-0.0076893469999999|-0.048642535|2.075171777|-0.376778003|0.000925796|-0.065870394|-0.046326855|1|0.001575111|0.016135176|-0.484923957|1|0.751098108|-0.080872311|0.8405406040000001|1|-0.077834742|-0.103548595|0.011348654|-43.27410838|-57.57034769|6.309558958999999|90.34024296|0.141289888|78.55353315|-0.039118358|3.507952014|-1.760326118|-24.05928792|49.58366734|2466.513191|477.4206699|1288.818257|-12.09177064|6.93584319|12.96695233|0.8695567329999999|26.08195789|0.012525773|-371.2392138|1173.6881050000002|503.2240425|6.964006932|1.0|1.0|1.0|1.0|1.0|2.23|0.1|65.96|2.0|0.0|112.14|1.0|4.0|-5.96|0.0|1.0|1.0|3.02|2.64e-05|2.43e-05|3.51|0.0|0.0|-0.05488|4.2383|3.53|3.7397|-1138.256361|1007.85|0.2871|0.6661|-1138.086709|-0.15306|2.1281|-0.20794|0.04004678|-1138.139635|3.0277|25.0|7.6021
12bd_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.006695407|-0.045630197|0.0|-0.4017244129999999|0.003676818|-0.030990165|-0.0288761339999999|1|0.0045625|-0.169994208|-0.436345273|1|0.78699829|-0.047786573|0.857993338|0|-0.071083327|-0.099460046|0.0177487689999999|-46.92083391|-65.65179884|11.7156452|83.92365468|0.167521907|110.578217|-0.035521445|7.733288012999999|-1.989200921|-30.9716039|58.63647911|2772.776922|549.5039111000001|2403.371086|-15.47699253|8.050812711|15.34283166|0.905749421|29.96655829|0.015363883|-372.868829|1678.127264|729.1873176|10.14142465|1.0|0.0|0.0|1.0|0.0|0.0|0.21|69.2|1.0|0.0|133.68|1.0|4.0|-6.38|0.0|1.0|1.0|2.42|2.8600000000000004e-05|2.5e-05|3.41|0.0|0.0|-0.05236|3.8786|3.79|3544.0|-1311.560669|1200.23|0.4467|0.69411|-1311.291779|-0.1459|5.7533|-0.19826|0.03110617|-1311.352257|7.6908|17.0|7.7696
14v_a23|0.0|0|1|1|-4.844615416|2|7.423568444|0|3.004639728|-0.014768546|-0.299484129|0.636416435|-0.8122700340000001|-0.002390707|0.017156562|-0.015149431|2|-0.0004039459999999|-0.2952674819999999|-0.650246427|2|0.787538583|-0.022236834|0.575188253|1|-0.067342061|-0.09479984|0.019811827|-44.4776373|-62.61276875|13.08518422|78.86310829|0.083394725|55.07999434|-0.042752869|8.64241561|-2.180396311|-29.37629463|57.56282152|3399.4261450000004|605.3933675|2679.111279|-18.64987284|7.743452839|14.26610767|0.84234449|35.81898321|0.020908947|-380.8667976|1826.768144|676.4530574|13.80980223|0.0|0.0|1.0|0.0|1.0|3.46|0.09|114.25|2.0|1.0|126.97|1.0|8.0|-5.94|1.0|0.0|0.0|4.28|1.29e-07|1e-06|4.76|0.0|0.0|-0.07843|3694.0|5.17|3694.0|-2042.161744|1206.02|348.0|0.6017100000000001|-2041.93452|-0.1524299999999999|4.5506|-0.2308599999999999|0.02053833|-2041.998955|6.3758|4.0|8.4001
16_a47|0.0|1|1|1|0.0|0|6.605297921|0|0.0|-0.0056780519999999|-0.1246612469999999|1.491023983|-0.23280014|-0.005688938|0.001426202|0.0506476009999999|1|-0.004153659|-0.0574194159999999|-0.3379683979999999|2|0.812131575|0.081171071|0.57616624|1|-0.093207587|-0.092995116|0.0186711289999999|-48.30620628|-48.19609034|9.676588112|63.13219447|0.308139547|159.6978638|-0.034261359|5.0150344780000005|-1.301931629|-25.03540372|57.9827944|2315.178558|358.566882|833.8646097|-9.202544293|6.855429069|13.01476838|0.898461533|25.44160067|0.0234786339999999|-205.1602001|966.7808252999998|357.35851410000004|12.16814835|1.0|1.0|0.0|1.0|1.0|1.95|0.06|66.49|0.0|0.0|91.55|1.0|5.0|-6.04|0.0|0.0|1.0|3.52|4.56e-05|3.84e-05|3.27|0.0|0.0|-0.05717|4.4393|2.95|4.0806|-1167.0124560000002|894.43|0.3182|0.59209|-1166.901251|-0.16851|2.3795|-0.22568|0.03384512|-1166.951551|3.8601|1.0|9.0
12b_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.007353271|-0.06631353|0.0|-0.3897233479999999|0.001139238|-0.037209579|-0.072247675|1|0.002064369|-0.120380857|-0.468842459|1|0.824373792|-0.1240820219999999|0.64876559|0|-0.08354129|-0.09915679|0.017341789|-53.05077947|-62.96700664|11.01246349|86.84905288|0.235262423|149.39744040000002|-0.038448551|6.99318589|-1.883979001|-33.68855323|64.06324295|2849.095245|485.6272203|2347.979099|-15.50462119|7.393647884|13.88809428|0.878381889|30.57626261|0.01584525|-379.1359902|1498.236868|618.6004214|10.06212472|1.0|0.0|1.0|1.0|0.0|0.0|0.14|81.65|2.0|0.0|127.24|1.0|5.0|-6.02|0.0|0.0|0.0|2.92|4.12e-06|9.71e-06|3.97|0.0|0.0|-0.05351|5.0567|4.07|3.5207|-1674.977262|1130.68|0.2079|0.3159099999999999|-1674.7778119999998|-0.1493799999999999|3.7327|-0.20289|0.03351603|-1674.838225|4.5545|7.0|8.1543
4R4l_a46|0.0|0|0|0|0.171853072|1|7.825245291|1|2.155247543|-0.004736212|-0.075241716|0.0|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|0.006162668|0.010799648|-0.3888343979999999|1|0.726535412|-0.229089688|0.7936534740000001|0|-0.090505744|-0.084697739|0.007084496|-49.12015477|-45.96797819|3.844966512|177.33836430000002|0.103346328|56.0891211|-0.02989332|2.086777505|-1.524559305|-26.65896664|52.96512128|2165.83681|486.6405745|1766.0974600000002|-8.805242402000001|5.669819400000001|10.43942503|0.8412270820000001|18.4720714|0.006401537|-410.6276419|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|1.0|1.0|3.24|0.36|50.94|1.0|0.0|105.77|1.0|3.0|-5.23|0.0|1.0|1.0|4.09|5.25e-06|7.78e-06|4.49|0.0|0.0|-0.0212699999999999|4.6497|4.99|4.1152|-1092.728268|1038.78|0.1678|0.40548|-1092.4898449999998|-0.17475|2.1973|-0.19602|0.02589231|-1092.544322|2.3035|137.0|6.8633
17b_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|0.0|-0.01272079|-0.0265090529999999|0.0|-0.6869226490000001|-0.00460563|-0.0385646|-0.0791229359999999|1|-0.00194781|-0.180339002|-0.563310199|1|0.7788169070000001|-0.138423611|0.8013954109999999|0|-0.095450984|-0.109195656|0.03122461|-62.63196368|-71.65078895|20.48861696|155.8689396|0.246050902|161.4509401|-0.041494349|13.44399246|-2.074717455|-41.0971443|83.12058064|2816.0632920000003|494.7179214|2207.972178|-17.86570631|8.974770742|16.46390151|0.834464855|35.32951798|0.019915748|-355.2067434|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|1.0|1.0|2.89|0.12|95.85|2.0|0.0|116.79|1.0|5.0|-5.89|0.0|0.0|1.0|3.6|1.56e-06|6.69e-06|4.09|0.0|0.0|-0.05736|3.5444|4.04|2.9964|-1350.078181|1168.62|0.3949|0.69615|-1349.830814|-0.12545|5.3385|-0.18281|0.02458322|-1349.892156|7.3188|153.0|6.8153
5f_a40|0.0|0|0|0|0.0|1|8.149890544|1|1.656591081|-0.008387329|-0.0468504759999999|0.769837491|-0.293556526|0.000663516|0.166865076|0.062183277|2|0.000706205|0.18254908|-0.4644854879999999|0|0.811339477|0.095322868|0.680674762|1|-0.113521559|-0.10969397|0.020236763|-52.44868801|-50.68028366|9.349692674|222.1847349|0.258528569|119.4441339|-0.041135239|4.319700326|-1.316327637|-24.23209217|61.79838068|1932.388838|342.5710869|599.1117195|-8.780648419|5.780627322000001|11.20493646|0.938359946|23.33651|0.015000038|-290.5093357|746.7683199|269.0442248|6.930245797|1.0|0.0|0.0|1.0|1.0|2.05|0.21|101.52|0.0|2.0|78.56|3.0|3.0|-6.47|0.0|0.0|1.0|2.23|0.000108|0.000491|2.2|0.0|0.0|-0.06227|3.8036|3.5|3.0611|-1232.959261|793.54|0.2747|0.56507|-1232.851443|-0.13057|5.5961|-0.19284|0.02389588|-1232.898044|7.6183|112.0|6.9508
12a_a50|0.0|0|1|1|0.0|2|7.927685046000001|1|4.075037557|-0.002936355|-0.0016330379999999|2.112397566|-0.126263256|0.01164808|0.014596049|-0.122912558|2|0.011790103|-0.291865836|-0.247407423|1|0.795582575|-0.2018898489999999|0.660148928|1|-0.05075501|-0.0663902|0.021013336|-25.57033815|-33.44733598|10.58650394|7.457998037999999|0.095880311|48.30443297|-0.02383238|5.333473207|-0.929462803|-12.88231829|36.15684209|2223.666558|455.4948605000001|1462.827156|-6.048985111|5.116970861|9.648744341|0.885635975|20.873331|0.027455156|-75.79052945|814.0599092|388.171611|13.83188822|1.0|1.0|0.0|1.0|1.0|2.21|0.11|48.53|0.0|0.0|94.69|2.0|3.0|-6.44|0.0|1.0|1.0|2.55|0.000685|0.000144|2.5|0.0|0.0|-0.03366|4.0783|2.47|4.0783|-1006.632973|908.22|0.1807|0.65267|-1006.498352|-0.16806|5.7662|-0.20172|0.02648238|-1006.546706|7.9123|75.0|7.1249
19_a4|-3.21497177|0|0|0|0.0|1|7.535296702|1|1.943606348|-0.0023503029999999|-0.3929802189999999|0.0|-0.105763614|0.006243904|-0.211341677|-0.136621315|1|0.009687676|-0.042058265|-0.245630631|1|0.774746438|-0.190513834|0.514505012|0|-0.070677568|-0.0759826109999999|0.013022539|-38.9063534|-41.82665583|7.168604362000001|15.411502800000004|0.1792349369999999|98.66465411|-0.028945757|3.946149569|-1.215721775|-21.41704046|46.07495776|2558.336814|451.8120313999999|1697.595595|-8.771275759|5.9448291|11.01887515|0.85352261|20.83197214|0.0143733|-291.6208078|874.9428297000001|450.6848883|7.912166787999999|1.0|0.0|1.0|0.0|1.0|2.52|0.16|73.23|1.0|0.0|98.19|1.0|4.0|-6.58|0.0|1.0|1.0|2.92|0.000156|0.000106|2.62|0.0|0.0|-0.05294|4.1858|6.67|4.1858|-1446.909868|983.4|0.3806|0.67535|-1446.760398|-0.17004|5.8295|-0.22298|0.02985188|-1446.813896|7.1079|19.5|4.71
12ad_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.01083262|-0.073048351|0.0|-0.649957196|-0.001148437|-0.0072527669999999|0.010723827|1|0.000906224|-0.227404687|-0.478461478|1|0.832674224|0.018207862|0.7767870459999999|0|-0.082404548|-0.107772644|0.030769062|-58.34300549|-76.30379737|21.78471426|94.12528108|0.239732231|169.7321223|-0.0365657189999999|15.4237324|-2.047680239|-41.30726219|80.12771975|3041.082692|538.2749789|2474.175727|-18.32944602|8.770308295|16.772513699999998|0.912420081|39.44011905|0.028968808|-221.4751857|2208.646667|735.3783268|20.51012207|1.0|0.0|0.0|1.0|0.0|0.0|0.17|95.5|1.0|0.0|135.03|1.0|6.0|-7.18|0.0|0.0|0.0|1.76|6.579999999999999e-05|8.36e-05|2.53|0.0|0.0|-0.05406|5733.0|4.5|3.8512|-1460.794632|1236.64|0.6073|0.27316|-1460.5468529999998|-0.15638|5.3349|-0.21044|0.03648828|-1460.610659|6.8996|17.0|7.7696
19_a15|-3.694652026|0|0|0|0.0|0|0.0|0|0.0|-0.009832375|-0.558905888|0.0|-0.4621216379999999|-0.012350591|-0.04003124|-0.032407407|0|-0.00534669|-0.045543362|-0.571686169|1|0.722297906|-0.048611111|0.7358168620000001|0|-0.0946599869999999|-0.112106433|0.00527267|-54.70558911|-64.78818183|3.04716388|61.63983265|0.308930877|178.5363184|-0.042351319|1.761006946|-1.905809364|-31.61527447|57.75275299|2625.952212|399.3803987|1857.369806|-14.14482104|6.10227122|10.26331993|0.681885245|26.54223128|0.005747326|-487.9183964|1194.400408|490.1808545|3.321475588|1.0|1.0|1.0|0.0|1.0|2.17|0.11|102.69|1.0|0.0|101.22|1.0|5.0|-6.22|0.0|0.0|1.0|2.88|7.56e-06|4.1200000000000005e-05|3.29|0.0|0.0|-0.0372399999999999|4.1742|7.53|4.1742|-1523.361214|1030.77|0.4895|0.68945|-1523.196562|-0.17018|6.7515|-0.20742|0.04315771|-1523.254714|9326.0|72.0|7.1427
12l_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.0076430169999999|-0.008712073|0.0|-0.4203659179999999|-0.000143196|-0.05158636|-0.0452558729999999|1|0.001194592|-0.175397741|-0.428857427|1|0.8174432229999999|-0.079106537|0.8212311840000001|0|-0.079972189|-0.107815735|0.0220227089999999|-52.05361632|-70.17688229|14.33450402|39.27257375|0.15618077|101.6575135|-0.038052612|9.330278191|-1.940683231|-33.88151556|66.38812034|2843.514589|549.2389652|2385.788754|-16.12160667|7.471134223|13.88638723|0.8586718990000001|33.56329135|0.02088234|-309.7725155|1711.727859|642.3830552000001|13.59224175|1.0|0.0|1.0|1.0|0.0|0.0|0.13|92.99|1.0|0.0|128.47|1.0|5.0|-6.68|0.0|0.0|0.0|1.77|2.72e-05|5.08e-05|2.95|0.0|0.0|-0.0510399999999999|3.8619|2.98|3.8619|-1325.15957|1155.07|0.4524|0.6925|-1324.954011|-0.15869|5392.0|-0.20973|0.03508404|-1325.0137550000002|7.2021|0.02|7699.0
17b_a50|0.0|0|1|1|0.0|2|7.934155233999999|1|4.35392516|-0.002181823|0.013050204|2.206759705|-0.144000296|0.012409091|-0.152660972|-0.15040528|2|0.012686493|-0.357011777|-0.237489143|1|0.7621727979999999|-0.257646121|0.748900413|1|-0.047785496|-0.07555585|0.0128994089999999|-33.25475672|-52.58062823|8.976922737999999|9.9094658|0.068150817|47.42733742|-0.02681014|6.247196459|-1.662228695|-23.14256283|42.23167946|2765.537065|648.4900322000001|1948.148592|-12.98417734|8.324966952|16.11918162|0.936245718|23.22374317|0.010169967|-422.2639022|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|1.0|1.0|3.57|0.35|51.77|3.0|0.0|131.39|1.0|4.0|-6.09|0.0|1.0|0.0|3.87|1.7899999999999998e-05|1.22e-05|3.96|0.0|0.0|-0.0318|4.2447|3.77|4.0418|-1337.164673|1300.3|0.1817|0.6269899999999999|-1336.833957|-0.16699|6.3333|-0.19879|0.02640483|-1336.899093|8.4096|122.0|6.9136
14ac_a23|0.0|0|1|1|-9.994971573|2|7.423568444|0|2.7104403130000003|-0.011656739|-0.4422550999999999|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|0.043387326|2|-0.004445662|-0.287952039|-0.562985112|2|0.7797862459999999|0.054652466|0.537271445|1|-0.0883661019999999|-0.097100967|0.016832361|-66.72452104|-73.32014595|12.70997824|57.45545019|0.068856366|51.99287907|-0.043970249|9.597200637|-2.330423202|-50.3831402|79.43449928|3695.344378|703.0989434999999|3417.45156|-25.07023818|8.122941134|15.90074614|0.95751094|41.10214358|0.019122137|-464.8074813999999|2178.41361|718.3324686000001|14.43896921|1.0|0.0|1.0|1.0|1.0|3.34|0.12|105.02|2.0|1.0|130.29|1.0|10.0|-5.84|1.0|0.0|0.0|5.43|4.92e-08|2.24e-07|5.35|0.0|2.0|-0.08813|4.0014|4.93|3.6325|-2303.9786940000004|1285.58|0.3209|0.6408|-2303.749331|-0.15055|6.3004|-0.23868|0.02262555|-2303.819891|8.6341|4.0|8.3851
1_a15|0.0|0|0|0|0.0|0|0.0|0|0.0|-0.0084598019999999|-0.043374667|0.0|-0.541427319|0.001244652|-0.068297833|-0.000905902|0|0.003816011|-0.270248221|-0.34192045|2|0.705825714|-0.001544849|0.795437721|0|-0.068077117|-0.1117462069999999|0.026214985|-44.01415991|-72.24770503|16.94887506|121.3844816|0.124276535|80.34898605|-0.031142386|10.95802135|-1.899685524|-28.45664402|60.96303497|3000.975833|566.1848585|2855.495631|-13.01770443|6.580146251|11.7078005|0.77926144|33.22939752|0.0280791829999999|-136.9714493|2026.993248|851.7423982|18.15414234|1.0|1.0|1.0|1.0|1.0|4.18|0.19|74.73|3.0|0.0|132.94|0.0|6.0|-5.38|1.0|0.0|0.0|4.68|2.830000000000001e-07|1.08e-06|5.23|0.0|0.0|-0.04142|4.3834|4.68|3.2188|-1510.117336|1271.06|0.2464|0.64662|-1509.785098|-0.1365|1.2218|-0.17792|0.01894559|-1509.851127|2.3261|44.0|7.3565
12w_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.007019432|-0.0316452179999999|0.0|-0.372029919|0.002431329|0.028815747|-0.04950715|1|0.001805829|-0.0857954809999999|-0.477636454|1|0.83236194|-0.080971844|0.711738503|0|-0.076611264|-0.096032733|0.015446225|-52.53307388|-65.85056003|10.59162334|82.06520565|0.147783603|101.3366249|-0.037237182|7.262777048999999|-1.824621925|-36.02242934|63.12469722|2999.810425|584.3729039|2783.769563|-17.50883211|8.063690539|14.70077638|0.8230829059999999|31.60926388|0.014471302|-422.1196298|1548.85393|685.6665849999999|9.923109661|1.0|0.0|1.0|1.0|0.0|0.0|0.14|81.65|2.0|0.0|137.3|1.0|4.0|-5.52|0.0|0.0|1.0|3.59|2.64e-07|9.14e-07|5.12|0.0|0.0|-0.05682|5.0632|5.08|3.5585|-2494.932002|1211.28|0.2639|0.31353|-2494.743475|-0.15073|2.4229|-0.20755|0.0345723|-2494.807027|3.0068|15.0|7821.0
