molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nARing|SaasN|AATSC1c|AATSC1s|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8d|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|FNSA2|WNSA3|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
3d_a12|0.0|0|0|0|0.0|0|0.0|1|0.0|-0.008186708|-0.053022041|0.0|-0.360215148|-0.00259095|-0.002185753|-0.058191686|0|-0.000643935|-0.237203828|-0.532019854|2|0.7697403429999999|-0.108208213|0.8605417409999999|0|-0.066850425|-0.0958414059999999|0.011128076|-34.34601551|-49.24083018|5.717316796|74.39425719|0.145275317|74.63869204|-0.035063929|2.9374091630000003|-1.437621096|-17.64609244|40.06333231|2148.979792|439.1353855|1205.356874|-9.255608086|5.786006004|10.96674758|0.89539167|23.26659057|0.01611886|-281.8395348|953.9302134|410.9162081|8.281452338|1.0|1.0|1.0|0.0|1.0|2.71|0.11|50.17|0.0|0.0|100.28|1.0|4.0|-6.22|0.0|1.0|1.0|2.67|0.000302|0.000123|2.81|0.0|0.0|-0.06842|4.2114|3.1|3.7719|-1006.704001|918.3|0.3336|0.53114|-1006.556654|-0.15387|2.2068|-0.22229|0.02399772|-1006.606666|3.0037|25.0|7.6021
12i_a36|0.0|1|0|0|-4.787087299|0|7.412764017000001|2|0.0|-0.016027043|-0.29543904|0.0|-0.929568494|-0.011700732|0.128325344|-0.009876543|1|-0.007897954|-0.3344729369999999|-0.608318386|1|0.820041835|-0.01509434|0.624142499|0|-0.0850745409999999|-0.117424873|0.01973953|-54.81607619|-75.66036485|12.71877085|108.3973956|0.169035768|108.9148111|-0.045665229|8.195085212|-2.46592234|-35.3196406|67.53484704|3231.030388|535.4151566|2351.232652|-18.95842684|7.549683919|13.98728916|0.8526986440000001|38.2555363|0.022430221|-346.8168661|2065.79896|672.4630346|14.45246358|1.0|0.0|1.0|1.0|0.0|0.0|0.17|78.43|2.0|0.0|130.43|1.0|8.0|-6.4|0.0|0.0|0.0|2.65|6.26e-06|8.6e-06|3.86|0.0|0.0|-0.05065|5.2297|4.86|3.7496|-1645.171438|1172.5|0.5402|0.34255|-1644.954647|-0.1541|5.1836|-0.20475|0.03165678|-1645.017702|6.6124|12.0|7.9208
9d_a40|0.0|0|0|0|0.0|1|7.515889085|0|1.839557351|-0.003961493|-0.022152094|0.89023715|-0.146575228|0.011823978|0.15723868|-0.137738587|2|0.010101686|0.019621984|-0.4887998529999999|0|0.7572844040000001|-0.223631751|0.55759121|1|-0.060319196|-0.071656839|0.010749826|-31.08478865|-36.92750973|5.539796446|108.1468558|0.058372388|30.08152399|-0.031613312|2.854868966|-1.074852592|-16.01918037|36.6245851|2109.570685|485.2567189|336.6614768|-8.395657932|8.023385851|15.06105494|0.87714454|18.80327978|0.0087217999999999|-377.6610668|639.3115126|346.9019309|4.49467719|1.0|0.0|1.0|0.0|0.0|3.63|0.06|58.43|1.0|0.0|91.71|1.0|2.0|-4.62|0.0|1.0|1.0|4.63|7.37e-07|2.23e-06|5.16|0.0|0.0|-0.06906|4.6073|4.7|3.3464|-1677.540538|892.69|0.4888|0.4557199999999999|-1677.429981|-0.13875|6.2032|-0.20781|0.01113991|-1677.48058|7.9502|107.0|6.9706
13j_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|0.0|-0.015004989|-0.154502515|0.0|-0.855284356|-0.011017781|-0.0951246069999999|-0.047513534|1|-0.007703306|-0.073507141|-0.562698347|1|0.783333463|-0.079161042|0.830577798|0|-0.120219472|-0.129511589|0.03111288|-80.33128667|-86.54032868|20.78979124|180.6709018|0.377035857|251.937353|-0.046428683|13.89184843|-2.460720196|-53.67779048|101.1210779|2907.3053210000003|416.2679342|2634.320708|-20.73032827|8.741405506|15.43329684|0.765539515|39.56287079|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|13.31076198|1.0|1.0|1.0|1.0|1.0|2.26|0.12|115.15|1.0|0.0|120.17|1.0|5.0|-6.81|0.0|0.0|1.0|2.82|9.32e-06|3.28e-05|2.95|0.0|0.0|-0.0488899999999999|3.6504|4.94|3.5599|-1426.520775|1196.6|0.2857|0.69993|-1426.272674|-0.14602|8.3187|-0.19491|0.03242949|-1426.335207|10.9731|262.0|6.5817
12p_a30|0.0|0|0|0|0.0|0|7.412764017000001|2|0.0|-0.0063403159999999|-0.031328052|0.0|-0.3550576729999999|0.005613018|0.000321545|-0.128484994|1|0.005965451|-0.09353607|-0.456474815|1|0.7867133140000001|-0.2210072669999999|0.7991060659999999|0|-0.074356395|-0.094870978|0.015107947|-47.54197452|-60.65858419|9.659715461|75.21136863|0.156618406|100.1386407|-0.0364888379999999|6.176226649|-1.897419563|-30.39737673|57.20168999|2783.628159|539.2411292|2326.5244390000003|-14.91687369|7.392482526|13.94763694|0.886732486|28.4530386|0.0130197619999999|-409.146112|1479.558007|686.039456|8.3245726|1.0|0.0|1.0|1.0|0.0|0.0|0.17|81.65|2.0|0.0|132.24|1.0|4.0|-5.81|0.0|0.0|1.0|2.91|2.21e-06|7.05e-06|4.23|0.0|0.0|-0.05169|5.1922|4.14|3.4955|-1615.0623480000002|1167.16|0.1768|0.33929|-1614.830085|-0.14823|4.0456|-0.19992|0.03198743|-1614.890598|4.6103|17.0|7.7721
6e_a40|0.0|0|0|0|0.0|1|8.421342866|2|1.75595616|-0.0148450439999999|-0.074872854|0.744550501|-0.69771706|-0.0026177839999999|0.103594243|-0.205140551|2|-0.002992481|-0.037027769|-0.6319354389999999|0|0.8361555479999999|-0.289988439|0.648802794|1|-0.107312598|-0.1164147119999999|0.015875595|-70.52033811|-76.50178121|10.43262695|185.1473293|0.25379524|166.7812216|-0.04873174|6.85578763|-2.095464821|-46.34235117|80.95296505|3075.060648|490.3675161000001|3854.417113|-21.04453212|6.972949117000001|12.49434084|0.791830204|36.93694043|0.012858969|-482.3355765|1588.2884390000002|587.7345677999999|8.450255075|1.0|0.0|1.0|0.0|1.0|3.16|0.21|173.43|2.0|2.0|125.15|2.0|5.0|-6.09|1.0|0.0|1.0|3.68|1.74e-08|2.6e-06|4.4|1.0|0.0|-0.09682|2.9549|8.35|2.9549|-2831.156883|1149.77|0.3625|0.67187|-2830.986514|-0.1195799999999999|8.3311|-0.2164|0.03482243|-2831.048968|11.5248|18.0|7.7447
4_a18 (SD-208)|0.0|0|0|0|0.0|0|0.0|2|0.0|-0.012457606|-0.113324634|0.0|-0.498304229|-0.018723101|-0.009648044|-0.056245435|0|-0.015153358|-0.3630339729999999|-0.564165402|1|0.83508768|-0.098971722|0.721664823|0|-0.077885485|-0.099573708|0.0211761979999999|-40.10670787|-51.27494074|10.90456851|103.6318511|0.22090326|113.7529353|-0.034985357|5.615248385|-1.2944582059999998|-20.652731600000003|51.01127638|2395.526727|401.1916387|1822.914738|-9.276994128|6.239898178|11.42979655|0.831728055|29.9246699|0.035654206|-105.0785813|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|1.0|2.54|0.0|76.48|1.0|0.0|92.87|1.0|6.0|-6.31|0.0|0.0|1.0|3.11|5.12e-05|4.14e-05|3.02|0.0|0.0|-0.09992|5.1755|2.58|3.2777|-1542.276332|895.83|0.2761|0.4646|-1542.15786|-0.13588|3.4629|-0.2358|0.0199445|-1542.207472|5.2085|0.08|7.0969
14u_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.357982471|-0.007017844|-0.025360103|0.743634137|-0.385981432|0.010561248|-0.026062012|-0.0569153009999999|2|0.010508236|-0.199540201|-0.4086345999999999|2|0.787538583|-0.094773814|0.71381683|1|-0.055259924|-0.086465795|0.0254134689999999|-36.90928915|-57.75236052|16.97420126|43.06242147|0.090245088|60.27663131|-0.033908155|11.3374334|-1.729315897|-24.65250654|53.88349042|3015.478095|607.6448353|2430.634114|-15.12707504|7.392527755|14.12094979|0.910165272|32.2221994|0.023582305|-271.0010972|1643.332169|683.7405759|15.75112771|0.0|0.0|1.0|1.0|1.0|3.68|0.09|114.25|2.0|1.0|126.78|1.0|5.0|-6.47|0.0|0.0|0.0|3.48|2.32e-06|9.57e-06|3.55|0.0|0.0|-0.0618299999999999|4.0409|3.23|3.1819|-1744.422541|1214.4|0.2253|0.4523|-1744.1781010000002|-0.1543|5.9743|-0.21613|0.0237199999999999|-1744.2405670000005|8.1549|6.0|8.2449
19f_a38|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.007831113|-0.084341564|0.0|-0.4228801179999999|-0.002526241|0.035480177|-0.054832432|1|-0.000673716|-0.217394466|-0.4288343429999999|1|0.819222745|-0.094149094|0.698414933|0|-0.085318318|-0.111307609|0.02107583|-54.50401599|-71.10679028|13.4639011|125.7493111|0.249124013|159.14822980000002|-0.037844587|8.601162122|-1.892229356|-34.81887413|67.96791709|2776.145209|479.6831205|2846.860803|-15.44458393|6.164440995|11.28936331|0.8313685409999999|32.91812709|0.020733452|-299.5321167|1645.906354|595.8790650000001|13.24517938|1.0|1.0|1.0|1.0|1.0|2.48|0.14|81.23|1.0|0.0|125.69|1.0|4.0|-6.77|0.0|0.0|1.0|2.67|7.209999999999999e-05|6.77e-05|2.78|0.0|0.0|-0.05735|5.3197|3.41|3.4422|-1332.160846|1105.62|0.3205|0.38086|-1331.945195|-0.14369|5.3152|-0.20104|0.02936908|-1332.004601|7.1655|73.0|7.1397
14p_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.3252287430000003|-0.005975594|0.006191846|0.733042138|-0.310730878|0.009895793|-0.060144819|-0.053921569|2|0.009266617|-0.131709531|-0.4510651779999999|2|0.799506006|-0.090287278|0.669357479|1|-0.063033628|-0.080784473|0.0221104079999999|-42.52653933|-54.50240143|14.91710363|40.58186569|0.076544251|51.64167457|-0.033660197|10.06403753|-1.615689464|-28.69113861|57.44364296|3010.721939|623.0226425|2170.5738260000003|-15.32117727|9.014073839|16.84664803|0.868927227|30.21311441|0.0190667019999999|-339.5427625|1450.229492|646.2584547|12.86362369|0.0|0.0|1.0|1.0|1.0|3.28|0.04|128.81|1.0|1.0|125.0|1.0|5.0|-6.62|0.0|0.0|0.0|3.25|2.09e-06|1.27e-05|3.3|0.0|0.0|-0.09046|3.5752|3.29|3.5752|-1722.152257|1191.08|0.3802|0.6816|-1721.933314|-0.14774|7.4033|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302
11d_a31|0.0|1|0|0|0.0|0|7.765993078999999|1|0.0|-0.017317263|-0.116385886|0.0|-0.848545873|-0.009496378|-0.092360393|-0.078235092|2|-0.006496772|-0.153894316|-0.574318121|0|0.822077662|-0.13169885|0.78396996|0|-0.134031221|-0.134048091|0.034417775|-82.05480081|-82.06512842|21.07078977|296.2476128|0.414787184|253.9354598|-0.040797245|12.89967697|-1.87667327|-50.23449218|103.1255906|2532.447962|358.2711594|2039.207676|-15.29068277|7.885647873|15.21323794|0.929231204|36.63453013|0.027374162|-222.5622569|1685.188386|505.4234462|16.75864338|1.0|1.0|1.0|1.0|1.0|2.83|0.32|125.57|1.0|0.0|102.13|1.0|6.0|-6.4|0.0|0.0|1.0|3.34|3.33e-06|6.26e-05|3.17|0.0|0.0|-0.03404|3.8009|4.87|3.8009|-1598.671315|1077.69|0.2642|703.0|-1598.4848980000002|-0.15822|3.1919|-0.19226|0.04390452|-1598.546288|4.6622|0.03|7.5229
13d_a6|0.0|1|0|0|0.0|0|7.412764017000001|1|0.0|-0.010665225|-0.0122495089999999|0.0|-0.607917822|-0.003346018|-0.042531782|-0.10528143|1|-0.000899678|-0.174259072|-0.49314765|1|0.786837131|-0.187174391|0.7995080809999999|0|-0.092581323|-0.110731261|0.030793771|-63.04181168|-75.40072983|20.96853949|156.67194009999997|0.21137879|143.9350986|-0.039696112|14.27820079|-2.103893962|-42.92734103|84.01035117|2882.382522|536.999346|3075.022992|-18.40596467|9.086171078|15.47559904|0.703203572|35.13035671|0.018542644|-366.9322097|1861.908905|692.8471883999999|12.62632467|1.0|1.0|1.0|1.0|1.0|3.03|0.16|95.85|2.0|0.0|121.6|1.0|5.0|-5.88|0.0|0.0|1.0|3.74|1.11e-06|5.42e-06|4.23|0.0|0.0|-0.05252|4.85|4.5|3.6298|-1389.374844|1219.11|0.7905|0.58381|-1389.125098|-0.14894|11.0994|-0.20146|0.02846332|-1389.188211|14.0012|0.36|6.4437
1e_a5|0.0|1|0|0|0.0|0|6.605297921|0|0.0|-0.001975193|-0.009075016|0.0|-0.084933308|0.008031558|-0.1197834419999999|-0.040441176|1|0.007357977|0.0578378779999999|-0.201027861|2|0.771487328|-0.075239398|0.6977404359999999|0|-0.06795194|-0.069725333|0.008587563|-35.30075748|-36.22202792|4.461204261000001|159.537038|0.1194205|62.03846573|-0.0278901329999999|2.317577542|-1.115605324|-18.33860051|39.76196174|2107.092939|457.4574833|827.4861275000001|-7.526878708|6.41473183|12.39753333|0.932665879|19.38578369|0.0157106539999999|-257.0399733|775.4313476|409.0289917|8.161620868|1.0|1.0|0.0|1.0|1.0|2.17|0.05|54.46|0.0|0.0|95.45|1.0|3.0|-5.77|0.0|1.0|1.0|3.44|5.5700000000000005e-05|3.5600000000000005e-05|3.43|0.0|0.0|-0.04186|4746.0|3.17|4.4292|-990.6006645|935.47|0.5156|0.56258|-990.471803|-0.18105|1916.0|-0.22291|0.0313740589999999|-990.522307|3.0386|191.0|6719.0
21c _a23|0.0|0|1|1|0.0|2|7.525639975|0|3.311482916|-0.009944003|-0.135572353|0.731360766|-0.576752175|0.003456487|-0.092608459|-0.039311241|2|0.0035741379999999|-0.036896213|-0.596546056|2|0.782543953|-0.060079444|0.7301130229999999|1|-0.08365474|-0.098699133|0.014036138|-59.46209153|-70.15570019|9.976937758|323.3651097|0.209403563|148.8448086|-0.040210758|7.09164338|-2.171380929|-42.26586935|69.43902929|3161.1237530000003|561.9588018|2628.628799|-20.31615463|8.945789862|16.83467928|0.881854988|34.24804117|0.013451712|-475.6090385|1849.394223|762.0576580000001|9.5615256|0.0|0.0|1.0|1.0|1.0|3.11|0.08|148.11|1.0|1.0|133.35|1.0|5.0|-7.13|1.0|0.0|0.0|3.0|2.35e-06|1.92e-05|2.86|0.0|0.0|-0.07892|3.6649|4.47|3.6649|-1837.932192|1275.12|0.3329999999999999|0.5885699999999999|-1837.67081|-0.15089|6.0226|-0.22981|0.03257532|-1837.736174|8.3979|67.0|7.1752
14i_a23|0.0|0|1|1|0.0|2|7.423568444|0|3.2692375460000003|-0.010148243|-0.130330047|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|-0.026731172|2|0.002496501|-0.033435987|-0.569707595|2|0.8025091329999999|-0.04255066|0.7333675390000001|1|-0.0889593869999999|-0.096562208|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|324.811841|0.222047267|151.83084580000002|-0.039760909|10.01786784|-2.027806362|-41.59306642|75.47917433|3097.406945|531.9462982|2447.1741030000003|-18.59026006|8.107659819|15.53342127|0.915894552|34.94120504|0.019276934|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|0.0|1.0|1.0|0.0|2.64|0.04|148.11|1.0|1.0|128.38|1.0|5.0|-7.33|1.0|0.0|0.0|2.61|6.11e-06|4.03e-05|2.46|0.0|0.0|-0.08025|3.6931|4.64|3.6931|-1798.608335|1224.02|0.3639|0.55606|-1798.371346|-0.1509599999999999|5.9563|-0.23121|0.03394466|-1798.434186|8.3755|3.0|8.4622
1a_a18 (SB-431542)|0.0|1|0|0|0.0|0|7.423568444|1|0.0|-0.015636898|-0.175408303|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|-0.008385698|-0.033765606|-0.567791164|1|0.7462411859999999|-0.083341531|0.795744863|0|-0.126408788|-0.122555709|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|240.8019609|-0.0462988229999999|11.61820782|-2.083447046|-44.47680367|94.56841061|2678.82389|352.3666367|1890.195809|-16.29019397|7.52384981|14.26170773|0.895533283|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|1.0|2.35|0.05|103.12|1.0|0.0|106.85|1.0|5.0|-6.73|0.0|0.0|1.0|2.85|3.03e-05|5.660000000000001e-05|2.7|0.0|0.0|-0.05971|3.8208|4.57|3295.0|-1292.553086|1048.7|0.5767|0.55409|-1292.358966|-0.13329|5.9926|-193.0|0.03494548|-1292.414518|8.8609|125.0|6.9031
12ac_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.007639626|-0.073735973|0.0|-0.450737917|0.000584134|-0.046730704|-0.0121300989999999|1|0.0018565629999999|-0.166354116|-0.433636165|1|0.811459853|-0.020272679|0.770400825|0|-0.080202334|-0.104391657|0.021508835|-55.68500110000001|-72.4798052|14.93372351|118.0445703|0.220326632|152.9742102|-0.036062573|10.36858115|-1.98344149|-38.66245764|70.61872461|2902.588755|541.3322795|2455.459827|-17.38437788|8.126831024|14.63702516|0.801074136|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|14.03055543|1.0|0.0|0.0|1.0|0.0|0.0|0.17|86.27|1.0|0.0|133.95|1.0|5.0|-7.21|0.0|0.0|0.0|1.84|0.000154|0.000112|2.36|0.0|0.0|-0.0527399999999999|3.8843|4.84|3.8594|-1385.566143|1200.61|0.3302|0.56186|-1385.3211789999998|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|13.0|7.8861
5e_a40|0.0|0|0|0|0.0|1|8.149890544|1|1.661964758|-0.004925115|0.0601021459999999|0.7768055559999999|-0.162528785|0.009890343|0.158430496|0.029272031|2|0.008306061|0.010397494|-0.391074665|0|0.8092726020000001|0.0451110059999999|0.5087199929999999|1|-0.076883794|-0.089724264|0.019851304|-36.56222854|-42.66853738|9.440323938|170.7311133|0.135577249|64.47400829|-0.035889706|4.489363277|-1.076691165|-17.38723451|46.00255248|1986.384601|411.0778166|512.5703164|-8.116440327000001|6.533857846|12.51197289|0.914944155|20.75420252|0.012921086|-306.597267|622.6260756|264.9899736|6.144645946|1.0|0.0|1.0|0.0|0.0|2.73|0.21|75.5|1.0|1.0|79.16|2.0|3.0|-5.66|0.0|1.0|1.0|3.33|1.66e-05|5.56e-05|3.51|0.0|0.0|-0.07231|3.7138|4.99|3.7138|-1637.180703|802.38|0.5262|0.69675|-1637.115238|-0.14786|7.87|-0.2201699999999999|0.01659566|-1637.162552|10282.0|25.0|7.6021
5_a4|0.0|0|0|0|0.0|1|7.535296702|1|2.166832955|-0.001215982|0.02257929|2.189593648|-0.0607990979999999|0.011630756|-0.050389825|-0.134215501|1|0.0111310589999999|-0.076189222|-0.164263889|2|0.767615203|-0.229773463|0.650346601|1|-0.050732198|-0.0681917309999999|0.008047242|-27.26045038|-36.64215945|4.324106888|13.96974087|0.056851498|30.54859623|-0.025201292|2.323516519|-1.159259431|-14.64813624|31.58455727|2282.291204|506.7916175|1896.178084|-7.276482574|5.758733969|9.823391314|0.7058248159999999|16.77294978|0.009538616|-330.3047347|771.5556899000001|518.5792364|5.125482045|1.0|1.0|1.0|1.0|1.0|3.08|0.23|43.6|1.0|0.0|104.89|1.0|3.0|-5.57|0.0|1.0|1.0|3.89|2.72e-05|1.4499999999999998e-05|3.95|0.0|0.0|-0.04892|4.8582|3.71|4.0239|-1069.251223|1013.0|0.1106|0.60407|-1069.051141|-0.16965|2.7859|-0.21857|0.02251645|-1069.102899|3.1619|71.0|7.1487
16e_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0.0|-0.0154404319999999|-0.06951854|2.080236877|-0.772021601|-0.0048042729999999|-0.070351839|-0.01320745|3|-0.002310082|-0.219947482|-0.698621582|0|0.86370575|-0.022651598|0.7619492790000001|1|-0.087117996|-0.117338144|0.024145309|-55.957388|-75.36830928|15.50894749|105.4021155|0.209694841|134.6906051|-0.037448344|9.961663868|-1.760072163|-35.94239328|71.46633549|2710.157931|507.6266039|3376.1299740000004|-15.45011555|6.573687662|12.15001203|0.848279482|34.2534974|0.023323257|-259.78720209999994|1609.914378|573.3529948|14.98092934|1.0|0.0|1.0|1.0|1.0|3.36|0.26|149.27|3.0|0.0|111.95|1.0|5.0|-6.15|1.0|0.0|1.0|3.77|2.58e-07|1.7899999999999998e-05|3.76|0.0|0.0|-0.0505899999999999|3.6214|4.59|3.6214|-1955.965644|1130.95|0.2858|0.7022|-1955.766505|-0.14991|3.2372|-0.2005|0.02792775|-1955.827194|3.9389|7.0|8.1367
12ap_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.007719624|-0.010732275|0.0|-0.424579308|-0.000143196|-0.105824575|-0.042675894|1|0.001194592|-0.175397741|-0.436880644|1|0.832758813|-0.074596774|0.8212311840000001|0|-0.082622504|-0.106173763|0.0217479329999999|-54.21070432|-69.6632787|14.26936622|82.56761031|0.1694125169999999|111.1558165|-0.037473093|9.36249036|-1.91112774|-35.56900768|68.48007054|2843.18721|544.9693552|2328.307856|-16.13217554|8.766216204|16.37284224|0.86772056|33.32245946|0.020575639|-312.1212186|1699.445432|642.3830552000001|13.50019441|1.0|0.0|0.0|1.0|0.0|0.0|0.13|92.99|1.0|0.0|128.47|1.0|5.0|-7.08|0.0|0.0|0.0|1.66|0.000101|0.000113|2.4|0.0|0.0|-0.06084|4.9124|2.98|3.8801|-1325.159466|1160.79|0.8819|0.59563|-1324.95298|-0.15704|7.0249|-0.21788|0.04039655|-1325.0127220000002|9.6512|32.0|7.4949
20_a47|0.0|0|1|1|0.0|1|6.86171134|0|1.1934608|-0.011237762|-0.161476442|1.010373001|-0.505699304|-0.009220816|-0.052370531|0.071506228|1|-0.006342241|-0.297094867|-0.5332051720000001|2|0.7962508290000001|0.113432542|0.59534794|1|-0.083811055|-0.092005493|0.023587109|-45.68149289|-50.14789824|12.85623208|43.63174229999999|0.311171398|169.6050003|-0.032859105|7.00733184|-1.38008239|-24.89884887|58.53772498|2630.63609|375.4483088|1219.306754|-9.761884958|7.022502229|13.10815891|0.86659377|30.08893541|0.034758191|-103.815441|1263.735287|428.5826478|18.94506718|0.0|1.0|1.0|1.0|1.0|2.96|0.05|84.73|1.0|0.0|99.68|1.0|6.0|-6.75|0.0|0.0|1.0|3.09|8.72e-05|8.32e-05|2.63|0.0|0.0|-0.06357|3.9808|4.08|3.9808|-1335.708279|964.94|0.2807|0.68219|-1335.566785|-0.16377|3.1747|-0.22734|0.03389691|-1335.620783|4.3277|3.0|8.6
3k_a32|0.0|1|1|1|0.0|0|7.97831097|1|0.0|-0.005745086|-0.001250803|2.256213388|-0.270019022|0.001221534|-0.0902541999999999|-0.077097565|3|0.002509816|-0.090775221|-0.5265375529999999|0|0.779649252|-0.129124455|0.7681279190000001|1|-0.0711378679999999|-0.090839907|0.0123637989999999|-40.10830541|-51.21653025|6.970844822|80.0971996|0.122251759|68.92687468|-0.029575784|3.930238317|-1.271758703|-22.61349991|47.07915023|2392.3436100000004|494.8840288|1970.06814|-9.40163104|6.153598893|11.6688363|0.89626209|21.36272325|0.012327787|-316.3794102|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|3.48|0.32|110.94|2.0|0.0|105.36|1.0|3.0|-5.01|0.0|0.0|1.0|4.75|9.16e-08|2.47e-06|4.97|0.0|0.0|-0.05321|3.5363|3.81|3.5363|-1750.1383649999998|1022.89|0.3082|0.70268|-1749.957584|-0.14667|3.2233|-0.19988|0.02654958|-1750.0122420000002|5689.0|9.0|8.0605
8b_a50|0.0|1|1|1|0.0|1|7.860570786|1|2.021915391|-0.0045301379999999|-0.009597908|1.98971238|-0.1812055289999999|0.006841944|-0.009441452|-0.0180233089999999|2|0.007057361|-0.116174481|-0.332085641|1|0.809463375|-0.031953774|0.71043578|1|-0.072629787|-0.078068703|0.021513107|-34.79187329|-37.39727879|10.30543157|131.417573|0.154650918|74.08248511|-0.030360051|4.93661461|-1.092961836|-16.66636363|45.09730487|2143.807599|404.9478761|1401.458274|-6.966723542|5.292277178|9.26652151|0.75095166|21.65129387|0.024280552|-164.5084115|779.4465792000001|339.5806858|11.63112165|1.0|1.0|0.0|1.0|1.0|1.69|0.06|59.39|0.0|0.0|89.78|2.0|3.0|-6.32|0.0|1.0|1.0|2.51|0.000359|0.000154|2.55|0.0|0.0|-0.02903|4.5256|2.11|4.1804|-967.3160428|857.53|0.1717|0.5533|-967.212701|-0.1724099999999999|3.8213|-0.20144|0.036701907|-967.258772|5.8205|68.0|7.1675
16d_a32|0.0|1|1|1|0.0|0|7.765993078999999|0|0.0|-0.017249763|-0.087123461|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|-0.0517549079999999|3|-0.005427254|-0.239509216|-0.68301199|0|0.8575664540000001|-0.0847953219999999|0.7689748270000001|1|-0.091212351|-0.11491796|0.032003415|-53.23914436|-67.07571683|18.67986534|115.2070109|0.244506926|142.7146582|-0.036437402|10.90312918|-1.493933474|-31.07481011|71.91900971|2588.214866|440.9688416|3152.666302|-12.41372827|6.221435089|11.16880283|0.79521327|34.53986301|0.0332953229999999|-135.1223777|1416.134383|457.7130665|19.43393087|1.0|0.0|1.0|1.0|1.0|3.01|0.18|149.27|1.0|0.0|102.33|1.0|5.0|-6.62|1.0|0.0|1.0|3.12|2.22e-06|6.659999999999999e-05|2.86|0.0|0.0|-0.05068|3.6271|3.78|3.6271|-1877.332369|1023.44|0.2915|0.70217|-1877.185022|-0.15009|3.2048|-0.20077|0.02818209|-1877.241687|3.8853|8.0|8.1135
12f_a36|0.0|1|0|0|0.0|0|7.412764017000001|2|0.0|-0.006773586|-0.032343041|0.0|-0.40641518|0.003676818|0.012286423|-0.06756661|1|0.0045625|-0.169994208|-0.438198895|1|0.821599443|-0.1188384119999999|0.857993338|0|-0.071035495|-0.100276611|0.01784834|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|103.2191714|-0.035813075|7.769727312|-2.00553221|-30.92312428|58.64442871|2770.818472|556.5681681|2380.393255|-15.59012402|7.416874811|13.84366076|0.8665086190000001|30.28188764|0.015685228|-369.879252|1695.785708|729.1873176|10.34891518|1.0|0.0|0.0|1.0|0.0|0.0|0.21|69.2|1.0|0.0|133.52|1.0|4.0|-6.33|0.0|1.0|0.0|2.4|2.48e-05|2.6600000000000003e-05|3.47|0.0|0.0|-0.05035|5.2106|3.87|3.6545|-1311.550167|1195.77|0.4374|0.37095|-1311.285102|-0.15011|5.9228|-0.20046|0.02879265|-1311.345557|7.8454|11.0|7.9586
