molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
3c_a12|0|0.0|0.0|0|6.555356892000001|1|0.610140703|0.0|4.59511985|-0.058516436|2|-0.14679559|-0.003879878|-0.008931246|-0.056537396|1|-0.001825446|-0.267255164|-0.116098308|-0.211367878|-0.545592465|0.923855679|-0.0461654159999999|0.859899236|0|-0.071719601|-0.099327724|0.242114395|0.013219706|-36.28720467|6.688634392000001|73.9854678|0.156144506|79.00277721|-0.033980537|-25.42738988|3.384177297|0.7055242159999999|-1.291260406|61.16334136|-17.19277136|42.97583906|0.427357986|2186.344105|426.9566009|-653.3253118|0.2944757839999999|6.231995392999999|10.88288188|4629.005722|148.9927848|-330.5560685|24.36878988|0.02155815|926.0140155|380.2468615|1.0|0.0|17.0|-6.78|1.82|0.0|0.0|98.16|0.0|1.0|4.0|-6.18|319.38|0.0|6.06e-05|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|5.3200000000000006e-05|2.56|-1327.498519|-1327.471862|544.65|345.72|399.38|0.68067|-1327.351991|0.1193|-0.14572|-0.22035|0.02665687|-1327.4004710000002|2.3061|7699.0|7699.0
5b_a40|0|0.0|0.0|1|8.149890544|0|0.604912077|1.616656116|6.167516491000001|0.064329005|0|-0.096549823|0.008515162|0.179058252|0.020344828|2|0.006372485|-0.164084255|0.007986879|0.013573521|-0.389789991|0.537115914|-0.400500595|0.503365018|1|-0.077031845|-0.091267779|0.313503463|0.019116586|-38.64461938|9.59023102|169.18694230000003|0.118735598|59.56617021|-0.036507111|-22.96968039|4.811137897|0.829018186|-1.095213344|52.08187888|-18.31454812|48.2348504|0.477304896|2126.9310920000003|442.1045286|-549.4364437|0.1709818139999999|6.521443259|12.47657231|4813.179854|85.77656597|-275.6361647|22.09185326|0.012549086|662.7555978999999|285.9136384|0.0|0.0|14.0|-5.25|2.89|1.0|1.0|84.17|0.0|2.0|3.0|-5.42|338.21|0.0|3.69e-06|0.00125|1.44e-05|0.00488|4.14|0.0|0.00191|5.62|-2096.782087|-2096.767375|515.23|311.84|411.1|0.59928|-2096.707754|0.3005|-0.15999|-0.23068|0.01471235|-2096.757832|9.3069|7.1938|7.1938
14ab_a23|0|0.0|0.0|2|7.423568444|0|1.197962873|3.4171257980000003|5.351858133|-0.028841865|2|0.021287386|0.013012022|0.010803172|-0.03821899|2|0.012103325|0.038241896|-0.074579388|-0.13397874|-0.449699921|0.725358161|-0.085303124|0.693959193|1|-0.051974369|-0.076243539|0.20155691|0.017974612|-35.59605095|12.31039874|40.23721489|0.07577767|51.89838547|-0.031648261|-35.76253038|8.431109267|0.797837067|-1.677357849|61.60741239|-21.67516705|47.90644969|0.4695727329999999|2941.47118|632.9786397|-1148.783854|0.202162933|7.83369055|14.76864227|6654.62616|138.4567483|-786.7756682999999|27.16741043|0.013710439|1439.872753|733.3886349999999|0.0|1.0|26.0|-8.16|3.45|2.0|1.0|130.22|0.0|1.0|4.0|-5.92|439.54|0.0|5.9e-07|0.000259|2.81e-06|0.00123|4.31|0.0|3.07e-06|4.1|-1708.563399|-1708.543268|719.66|338.88|595.23|0.66532|-1708.277193|0.3893|-0.14778|-0.21924|0.02013145|-1708.3414239999995|8.4721|8.4012|8.4012
9n_a24|1|2.961528903|0.0|0|6.605297921|0|1.388847168|0.0|4.59511985|0.001099755|2|-0.141205159|0.008307337|-0.036651001|-0.03088354|1|0.008809179|-0.22754075|-0.12451554|-0.200646773|-0.225226606|0.786587307|0.048359202|0.755793189|0|-0.052106597|-0.0777274979999999|0.331008994|0.017608478|-35.21502941|11.90027964|48.691073|0.095443402|64.50319929|-0.026905672|-35.50139138|8.042526681|0.652126509|-1.399094961|67.36550766|-18.18357165|47.11530904|0.4331595789999999|2542.730334|611.3234977000001|-945.545726|0.347873491|8.232847909|14.52410167|5356.5828|235.1021924|-639.0250449|27.88350328|0.021951174|1449.942171|631.9206508|1.0|1.0|23.0|-8.64|1.42|1.0|0.0|114.29|0.0|1.0|5.0|-6.47|385.46|1.0|7.2e-05|0.0278|5.14e-05|0.0198|3.07|0.0|8.909999999999999e-07|2.59|-1239.1274939999998|-1239.095611|686.19|302.2|587.05|0.63085|-1238.856882|0.0334|-0.1658099999999999|-0.20399|0.03188309|-1238.917278|4.8123|7.7212|7.7212
8b_a32|1|3.419952523|0.0|0|7.765993078999999|0|0.609420757|0.0|5.733341277|-0.057200812|0|-0.008128765|-0.003484915|-0.024375676|-0.0684566009999999|3|-0.001662219|-0.014634534|-0.0852122769999999|-0.1534110109999999|-0.577864293|0.788133615|0.060636167|0.7507116140000001|1|-0.0850068559999999|-0.108971309|0.253018806|0.016711528|-53.36442734|10.49093175|102.4297669|0.211781902|132.9495116|-0.03079624|-42.94454179|6.585851946|0.669149204|-1.4166270230000002|81.73293254|-19.33283713|63.85535908|0.458155153|2573.703546|494.8166492|-889.3105078|0.330850796|8.10555784|14.95918599|5619.400983|207.6969342|-558.2790432999999|28.89166873|0.021225152|1329.016762|557.1050635|1.0|1.0|19.0|-7.65|1.1|1.0|0.0|110.47|1.0|1.0|4.0|-6.44|397.52|0.0|1.47e-06|0.000583|4.06e-05|0.0161|3.22|0.0|8.86e-06|4.22|-1880.77142|-1880.735397|671.54|349.82|558.16|0.70285|-1880.539698|0.2943|-0.14717|-0.20121|0.03602276|-1880.602014|1.2797|7.9208|7.9208
14v_a23|0|0.0|-4.844615416|2|7.423568444|0|1.1979575059999998|3.004639728|5.351858133|-0.299484129|2|0.055572317|-0.002390707|0.017156562|-0.015149431|2|-0.0004039459999999|0.170475376|-0.0962526|-0.2952674819999999|-0.650246427|0.598213287|0.132882353|0.575188253|1|-0.067342061|-0.09479984|0.31419322|0.019811827|-44.4776373|13.08518422|78.86310829|0.083394725|55.07999434|-0.042752869|-41.35406587|8.64241561|0.788328659|-2.180396311|76.42257099|-28.23713101|57.56282152|0.457213347|3399.4261450000004|605.3933675|-1440.093681|0.211671341|7.743452839|14.26610767|8458.789829000001|139.8032821|-951.143515|35.81898321|0.020908947|1826.768144|676.4530574|0.0|0.0|26.0|-7.95|3.04|2.0|1.0|126.97|0.0|1.0|8.0|-5.94|495.48|0.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|5.57e-06|5.17|-2042.182282|-2042.161744|679.5|335.64|533.44|0.6017100000000001|-2041.93452|348.0|-0.1524299999999999|-0.2308599999999999|0.02053833|-2041.998955|6.3758|8.4001|8.4001
12_a4|0|0.0|0.0|1|7.535296702|1|0.295190368|2.070952433|5.4161004020000005|-0.271149771|2|-0.0334644329999999|0.005795666|-0.093414896|0.028152112|1|0.009024784|-0.055590089|-0.051501982|-0.085553511|-0.220286906|0.5687812560000001|-0.036425699|0.531333552|1|-0.070256284|-0.074699711|0.636722126|0.01168879|-41.69390404|6.936764267999999|15.80191019|0.194761903|115.5823166|-0.025916226|-26.30835499|4.116653575|0.717772573|-1.269895089|53.59101661|-15.38009964|48.6306683|0.470780296|2927.48584|477.8721263000001|-753.6248824|0.282227427|6.223583758999999|11.7599245|6390.233612|167.4891205|-447.2420348|21.42753878|0.015603795|1049.9494|608.4548423|0.0|1.0|21.0|-7.84|2.17|1.0|0.0|113.02|0.0|1.0|5.0|-6.84|404.48|0.0|6.57e-05|0.0266|4.64e-05|0.0188|2.72|0.0|5.85e-06|6.12|-1617.861623|-1617.826064|640.67|325.57|503.28|0.68825|-1617.57796|0.0464|-0.16224|-0.2312199999999999|0.03555871|-1617.634733|10.1971|5032.0|5032.0
8j_a46|0|0.0|0.214753401|1|7.727094485|1|1.160371125|2.1279894180000003|5.533389489|-0.008523199|2|-0.129276363|0.011852046|-0.174853546|-0.053618988|1|0.0108603019999999|-0.204674804|-0.084266433|-0.133413527|-0.229679821|0.645146311|-0.223292257|0.6109926379999999|0|-0.054707287|-0.068971544|0.308052557|0.008672342|-29.38737046|4.658562801|7.723448142|0.065351579|35.10521457|-0.02566383|-19.90219786|2.5024620580000003|0.822112519|-1.103544698|41.80044861|-13.78596018|34.04593326|0.427798746|2121.846387|502.0694817|-592.7962878|0.177887481|5.617748211|9.817783823|4759.107832|95.55665364|-318.43516580000005|16.76894569|0.008843828|721.0646647000001|453.1959065|0.0|1.0|17.0|-7.26|2.62|1.0|1.0|96.94|0.0|1.0|3.0|-5.55|338.83|1.0|2.59e-05|0.00878|1.47e-05|0.00497|3.97|0.0|1.85e-05|3.78|-1414.53151|-1414.50743|576.48|281.1|493.89|0.70121|-1414.349865|0.1427|-0.18531|-0.22599|0.02408052|-1414.402087|6.4463|5.9108|5.9108
11_a1|1|3.3361517380000003|0.0|0|7.423568444|1|1.430935838|0.0|5.351858133|-0.196819043|1|0.08043435|-0.0127744789999999|-0.05257082|-0.044235537|1|-0.009578125|0.126722854|-0.07452948|-0.117419838|-0.563650254|0.823460272|-0.069193862|0.7846345840000001|0|-0.131972845|-0.126108875|0.2027328789999999|0.034974992|-77.81495049|20.62225192|274.39137789999995|0.404475497|238.4902806|-0.048723884|-43.84323456|12.15946748|0.751878145|-2.143850877|89.80732824|-28.7289904|98.43720241|0.47723847|2697.640232|351.1382199|-1264.075578|0.248121855|7.43666407|14.2257294|5798.645137|146.29971719999998|-745.3349875|38.20963621|0.02620284|1681.223993|495.0560271000001|1.0|1.0|23.0|-7.47|1.95|1.0|0.0|105.71|0.0|1.0|6.0|-6.27|385.37|0.0|8.48e-06|0.00327|2.17e-05|0.00838|3.35|0.0|1.29e-05|5.26|-1312.462371|-1312.4282380000002|614.86|388.38|471.76|0.69914|-1312.241032|0.3201|-0.12916|-0.19462|0.03413353|-1312.2963630000002|7.1743|6.7696|6.7696
14ae_a23|0|0.0|0.0|2|7.423568444|0|1.1979624290000002|3.338149829|5.351858133|-0.029948314|2|0.026913008|0.008996289|-0.0174992419999999|0.0289586779999999|2|0.009675528|0.047563299|-0.143336826|-0.253318853|-0.363230717|0.7763406840000001|0.107765697|0.7317531540000001|1|-0.065169397|-0.087074783|0.202342743|0.03467374|-46.69131269|24.84237243|111.4422142|0.127637949|91.4475768|-0.0269140239999999|-44.69687612|17.79858399|0.53040766|-1.480271319|87.09501229|-19.28284095|71.53368511|0.479058976|3212.850883|625.0131414|-1060.556252|0.46959234|8.123993885|15.59484379|7308.981869|336.444465|-759.846894|36.35475577|0.034488074|1999.511567|770.8206617000001|0.0|1.0|26.0|-7.6|2.42|2.0|1.0|133.27|0.0|1.0|6.0|-6.68|471.53|0.0|1.6e-06|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|1.17e-05|2.99|-1858.967022|-1858.952529|751.57|344.06|627.57|0.58144|-1858.675325|0.3205|-0.14537|-0.21659|0.01449323|-1858.7404850000005|9.5944|8.6038|8.6038
26_a20|0|0.0|0.0|1|6.842683282|0|1.4165417530000002|1.877209467|4.727387819|-0.104520106|2|0.1516835819999999|0.003085806|-0.054222344|-0.033102079|1|0.003149352|0.249416844|0.0346782989999999|0.057022334|-0.446730587|0.7071284179999999|-0.070815554|0.690530489|1|-0.0862808009999999|-0.082729415|0.423153994|0.012753218|-58.21621279|8.604974082|299.8332395|0.20662747|139.417676|-0.0327795789999999|-37.66339899|5.806030949|0.7848887259999999|-1.737317706|65.85953426|-22.11735334|66.82118688|0.472355054|2825.254798|535.3119506|-1172.219727|0.215111274|7.598632688999999|14.40103379|6221.067002000001|145.1419493|-790.9313788|28.17896678|0.014879363|1493.485239|712.1606951|1.0|1.0|27.0|-9.18|2.47|2.0|0.0|125.0|0.0|1.0|4.0|-6.28|419.48|0.0|7.27e-06|0.00305|9.51e-06|0.00399|3.63|0.0|2.780000000000001e-07|4.97|-1352.315376|-1352.277633|715.27|318.77|543.96|0.68167|-1352.036122|0.0814|-0.16129|-0.21226|0.03774288|-1352.098465|4.8742|6.8827|6.8827
4d_a46|0|0.0|0.173086735|1|7.825245291|1|1.134637067|2.146507937|5.587248657999999|-0.017469934|2|-0.131948546|0.0116902869999999|-0.111025108|-0.076521434|1|0.010756749|-0.206000242|-0.0814707009999999|-0.1271933999999999|-0.240143042|0.6535171|-0.213089038|0.623144956|0|-0.056384895|-0.070772596|0.290035518|0.008652238|-30.95621863|4.750218646|8.241078584|0.063942042|35.10521457|-0.024616555|-21.33218735|2.607946825|0.813427965|-1.132361533|43.60839351|-13.51488667|35.70643728|0.441136013|2181.291783|513.9109507000001|-621.6847867|0.186572035|5.757075209|10.30138878|4993.774007|102.4310631|-341.3149976|16.6147308|0.0086574759999999|764.2776167999999|509.0572545|0.0|1.0|17.0|-7.41|2.84|2.0|1.0|101.75|0.0|1.0|3.0|-5.4|352.86|1.0|1.18e-05|0.00416|7.8e-06|0.00275|4.3|0.0|1.3699999999999998e-05|4.18|-1453.840712|-1453.817782|588.18|280.09|503.76|0.69884|-1453.635434|0.1313|-0.18639|-0.22603|0.02292966|-1453.688943|3.7104|6.2865|6.2865
20_a47|0|0.0|0.0|1|6.86171134|0|1.408721455|1.1934608|4.727387819|-0.161476442|2|0.031814023|-0.009220816|-0.052370531|0.071506228|1|-0.006342241|0.087325054|-0.108236785|-0.297094867|-0.5332051720000001|0.61847122|-0.069674604|0.59534794|1|-0.083811055|-0.092005493|0.213977589|0.023587109|-45.68149289|12.85623208|43.63174229999999|0.311171398|169.6050003|-0.032859105|-27.33327788|7.00733184|0.595234209|-1.38008239|69.09296541|-17.90996366|58.53772498|0.4642647929999999|2630.63609|375.4483088|-752.2184736|0.404765791|7.022502229|13.10815891|5896.060936|220.6189341|-409.9991682|30.08893541|0.034758191|1263.735287|428.5826478|1.0|1.0|21.0|-7.31|2.75|1.0|0.0|99.68|0.0|1.0|6.0|-6.75|380.35|0.0|8.72e-05|0.0332|8.32e-05|0.0316|2.63|0.0|1.86e-05|4.08|-1335.742176|-1335.708279|557.84|311.45|426.08|0.68219|-1335.566785|0.2807|-0.16377|-0.22734|0.03389691|-1335.620783|4.3277|8.6|8.6
14a_a25|0|0.0|0.0|1|6.842683282|0|1.420015394|1.667057351|4.727387819|-0.05112778|2|0.051906412|0.006085806|-0.046802062|-0.019985937|1|0.006158124|0.085350921|-0.0469914379999999|-0.077269115|-0.365062041|0.6716839040000001|-0.085643386|0.653818362|1|-0.069657015|-0.084207356|0.326595394|0.012870836|-45.72658614|8.449104086|107.22698590000002|0.149573695|98.18816423|-0.033365179|-36.28756839|5.546443318|0.8067529940000001|-1.76835447|63.96772039|-21.90268583|54.17569023|0.492236681|2844.993903|558.2652611000001|-1160.842349|0.193247006|7.39139255|14.55676745|6315.975408|126.8576588|-762.0389362000001|27.14918443|0.01323706|1438.906775|712.1606951|1.0|1.0|27.0|-9.59|2.47|2.0|0.0|126.26|0.0|1.0|4.0|-5.91|419.48|0.0|4.03e-06|0.0016899999999999|5.13e-06|0.00215|4.16|0.0|1.08e-07|5.79|-1352.298438|-1352.265931|689.55|314.05|548.29|0.6714|-1352.024616|0.1756|-0.16347|-0.2143|0.03250632|-1352.086073|4.1656|6684.0|6684.0
13l_a6|1|3.433158672|0.0|0|7.412764017000001|1|1.4242139390000002|0.0|5.351858133|-0.132667824|1|0.090187973|-0.009326562|-0.037558466|-0.086595185|1|-0.006280295|0.144180269|-0.045794891|-0.073210645|-0.564860904|0.8694295409999999|-0.058931734|0.827754203|0|-0.118071236|-0.126521431|0.210844002|0.030012523|-82.24617981|20.90615311|182.8275745|0.3569010139999999|248.6104661|-0.0451862259999999|-61.3913735|14.56282911|0.793671137|-2.53042863|100.8610837|-31.47586631|103.1523329|0.4257335779999999|2967.923804|447.9705372|-1762.648513|0.206328863|8.810095892|15.34147837|6462.086665999999|143.7247666|-1227.82747|39.65857501|0.018273048|2220.880201|741.5222707|1.0|1.0|23.0|-8.89|1.39|1.0|0.0|124.98|0.0|1.0|5.0|-6.59|441.48|0.0|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|5.7e-07|5.41|-1465.865882|-1465.834958|735.52|349.26|578.91|0.70515|-1465.560303|0.0165|-0.14562|-0.19447|0.03092407|-1465.624566|8.9893|6.4145|6.4145
31_a47|0|0.0|0.0|1|6.842683282|0|1.304326813|1.441825189|4.727387819|-0.171198936|2|-0.086842911|-0.007525849|0.074881792|0.001073537|1|-0.006265667|-0.188419195|-0.035190699|-0.076351692|-0.441642572|0.677766155|-0.1978980839999999|0.6463892179999999|1|-0.10715233|-0.1056956209999999|0.486720182|0.021401336|-66.4670426|13.27533898|355.5321928|0.303979962|188.5600536|-0.037580665|-40.66927863|8.234748813|0.70664003|-1.691129939|80.58054906|-23.31144534|79.74238158|0.4741051329999999|2689.159869|431.7441681|-1049.01504|0.29335997|8.214180216|15.6194341|6019.5391740000005|181.972428|-650.7084581|32.98913783|0.024209265|1484.511202|513.2159236|1.0|1.0|21.0|-7.62|2.0|1.0|0.0|109.21|0.0|1.0|5.0|-6.78|410.83|0.0|2.56e-05|0.0105|4.03e-05|0.0166|2.86|0.0|9.95e-06|4.2|-1735.435432|-1735.400941|642.11|340.91|508.69|0.69894|-1735.225703|83.0|-0.15143|-0.20463|0.03449081|-1735.284957|8.6244|7.8|7.8
3q_a32|1|3.4364803|0.0|0|7.765993078999999|0|0.609420748|0.0|5.733341277|-0.04718311|0|0.02785755|0.000773658|-0.022925245|-0.098400506|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0.751733573|0.010109949|0.716172604|1|-0.067604132|-0.097961799|0.34156046|0.018527744|-41.72706804|11.43581616|41.73511731|0.15006201|92.62226328|-0.027989085|-37.3203761|7.058489861|0.6349739010000001|-1.371465184|74.3682963|-17.27560785|53.16288420000001|0.46136998|2649.276311|524.6043311000001|-846.5047848999999|0.365026099|6.428518903|11.93494358|6079.482066|225.3038157|-522.4852655000001|27.20679986|0.022526037|1333.133193|618.9134881|0.0|1.0|19.0|-7.31|1.33|1.0|0.0|115.37|0.0|1.0|4.0|-6.35|411.54|0.0|1.24e-06|0.000508|2.4100000000000003e-05|0.00992|3.47|0.0|2.01e-05|5.15|-1920.066488|-1920.042674|666.16|342.16|549.78|0.70216|-1919.821707|0.2897|-0.15001|-0.19969|0.02381444|-1919.883144|5.2657|7.5528|7.5528
12an_a36|1|3.489959714|0.0|0|7.412764017000001|2|0.6294007110000001|0.0|5.351858133|-0.046532211|2|0.0966393909999999|0.00285431|-0.131674913|-0.031635802|1|0.003710345|0.170355752|-0.07550872|-0.133106642|-0.434819796|0.906423012|-0.009636347|0.855081905|0|-0.073519599|-0.105145528|0.270501913|0.0173118669999999|-49.67568778|11.69727417|82.43567331|0.163559846|110.5140393|-0.036995649|-48.0034364|7.903608682000001|0.783512615|-1.997765039|81.70091433|-24.99720254|61.37296195|0.44576647|2881.978785|565.1654879|-1349.848937|0.216487385|8.773001855|15.82907093|6162.848939|146.2760938|-912.0652916|31.9040205|0.015771136|1722.817107|725.9470896|0.0|1.0|17.0|-7.05|2.51|1.0|0.0|135.47|0.0|1.0|4.0|-6.64|427.52|0.0|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|3.19|0.0|3.83e-05|3.37|-1670.452238|-1670.417726|718.98|327.38|571.76|0.69094|-1670.182102|0.0644|-0.15474|-0.21035|0.0345115999999999|-1670.244686|6.2182|7.3979|7.3979
24_a20|0|0.0|0.0|1|6.842683282|0|1.40648755|1.959359883|4.727387819|0.029711934|2|0.087887688|0.009265667|-0.060940703|-0.04104|1|0.008780074|0.1468474119999999|-0.036258691|-0.060582944|-0.188335708|0.616352201|0.070857143|0.607038752|1|-0.061437722|-0.067869875|0.531656762|0.012814211|-38.76683848|8.085691548|12.83518119|0.047972705|30.27049276|-0.02714795|-27.02262995|5.102023479|0.771032243|-1.357397496|51.30386873|-17.13019562|46.85253003|0.457794721|2736.601949|600.7235847000001|-856.5097809|0.228967757|6.852820269|12.63879297|6109.1040920000005|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|1110.861171|664.4562602999999|1.0|1.0|27.0|-9.32|1.86|2.0|0.0|119.42|0.0|1.0|5.0|-6.26|402.45|0.0|1.29e-05|0.00519|1.17e-05|0.00469|3.52|0.0|1.94e-07|3.74|-1291.896802|-1291.867578|685.66|345.59|551.25|0.44916|-1291.647083|0.0108|-0.15687|-0.22435|0.02922392|-1291.706729|4.3906|6.4976|6.4976
4e_a49|0|0.0|0.0|1|7.535296702|1|1.343847746|2.085628989|5.4161004020000005|-0.074495823|2|-0.080255074|-1.8100000000000003e-05|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.037142108|-0.060391347|-0.403194204|0.7541604690000001|0.0063958109999999|0.731643066|1|-0.09422276|-0.087866673|0.433385455|0.017142176|-57.79309816|10.51443916|313.22432680000003|0.242937669|149.0098632|-0.029288891|-33.05708028|6.449206277999999|0.650328475|-1.493733437|68.38360061|-17.96482878|68.30753733|0.471635821|2675.626006|464.3567821|-916.2062675|0.349671525|7.934910277|15.01788083|5950.361470000001|214.47685|-561.9703647000001|27.6242383|0.023622273|1408.836153|620.5697596|1.0|1.0|21.0|-7.36|1.25|1.0|0.0|114.08|0.0|1.0|5.0|-7.52|399.45|0.0|0.000528|211.0|0.000305|122.0|1.71|0.0|1.74e-05|3.34|-1313.199448|-1313.158118|660.22|327.34|504.63|0.68043|-1312.924353|0.0789|-0.1585099999999999|-0.2231199999999999|0.04133034|-1312.98289|4.8707|7.4685|7.4685
3_a4|0|0.0|0.0|1|7.535296702|1|1.343866299|2.147369615|5.4161004020000005|0.03287721|2|-0.07806942|0.011825591|-0.010537082|0.050638298|1|0.011276682|-0.129930078|-0.048796855|-0.08121207|-0.133874898|0.637819558|-0.0862461019999999|0.623172012|1|-0.052578183|-0.06572153|0.462670692|0.010568144|-25.5405205|5.133610255|12.23442244|0.080195284|38.95587796|-0.024645574|-15.5080075|2.493716402|0.7196876640000001|-0.985822953|39.38579676|-11.97190059|30.67413075|0.430553837|2159.04913|446.8068266|-478.8760237|0.280312336|4.832514477|8.486341272999999|4677.30755|136.1652785|-232.6201124|16.63485592|0.015358792|665.3942366|409.0289917|1.0|1.0|21.0|-7.19|2.44|0.0|0.0|95.12|0.0|1.0|3.0|-5.99|312.37|1.0|0.000198|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|2.03e-05|2.66|-990.6395508|-990.6149055|535.44|305.09|350.36|0.58615|-990.467184|0.0871|-0.17005|-0.21969|0.024645265|-990.514888|3205.0|6983.0|6983.0
12z_a30|0|0.0|0.0|0|7.412764017000001|2|0.604983642|0.0|5.351858133|-0.026703371|2|0.034848862|0.003529389|0.018796341|-0.045463448|1|0.005111479|0.05890953|-0.12254489|-0.207153446|-0.39205163|0.8397577820000001|-0.02232319|0.794193541|0|-0.071429418|-0.107776943|0.315493739|0.030875938|-49.68145417|21.47520633|54.40462246|0.167079923|116.2094523|-0.034034824|-52.13870496|14.93669572|0.630839856|-1.939984979|95.20867045|-23.67231332|71.1566605|0.48740649|3112.622632|579.3226647000001|-1349.321859|0.3691601439999999|8.071510779|15.74641625|7074.004131999999|256.7627363|-938.4966892|37.52507564|0.029109145|2138.929312|792.3440337000001|0.0|1.0|17.0|-6.83|2.2|2.0|0.0|140.26|0.0|1.0|6.0|-6.39|458.54|0.0|2.47e-06|0.00113|9.94e-06|0.00456|3.81|0.0|6.720000000000001e-05|3.34|-1804.814868|-1804.785911|739.33|360.02|580.6|0.6853199999999999|-1804.51674|0.1441|-146.0|-0.19279|0.02895763|-1804.581882|7.2113|7.3615|7.3615
13b_a50|0|0.0|0.0|2|7.934155233999999|2|1.267593379|4.253030728|5.82008293|0.010464577|2|-0.0204949039999999|0.010435712|-0.042022102|-0.054716607|2|0.011379776|-0.03182432|-0.173463805|-0.269353185|-0.319215353|0.749187803|-0.041506802|0.71935296|1|-0.051509874|-0.080785633|0.435064196|0.019899348|-36.81915624|14.22401427|104.0753113|0.093835987|67.07377798|-0.026928544|-41.27630533|10.16729727|0.700410304|-1.696498291|70.09526468|-19.24847021|51.04317051|0.4321103879999999|3036.874979|647.7242444|-1212.6536230000002|0.299589696|9.514897025|16.75483549|6639.077063000001|214.1461224|-866.8024118999999|27.48170624|0.017277404|1731.347493|900.2031356000001|1.0|1.0|20.0|-7.23|2.52|2.0|0.0|133.36|0.0|1.0|5.0|-6.3|455.55|0.0|9.65e-06|0.0044|7.92e-06|0.00361|3.91|0.0|2.68e-05|3.63|-1470.401544|-1470.3699789999998|780.4|301.22|617.26|0.63872|-1470.039226|0.1553|-0.1701599999999999|-0.19622|0.03156473|1470.104535|7.1645|5.7375|5.7375
12p_a36|1|3.392386149|0.0|0|7.412764017000001|2|1.297044387|0.0|5.351858133|-0.084341564|2|0.114716581|-0.002526241|-0.084846674|-0.0433009009999999|1|-0.000673716|0.2461794139999999|-0.101303149|-0.217394466|-0.440709431|0.724208473|-0.035871448|0.698414933|0|-0.082569108|-0.108380023|0.315548061|0.020202133|-51.98017377|12.71795723|83.24921731|0.251561167|158.3666517|-0.039016808|-42.95260501|8.006403882999999|0.759126153|-1.950840419|80.40682298|-24.56246081|64.698131|0.475504684|2774.926334|471.1687161|-1228.123041|0.240873847|7.546742977|14.3885803|5922.775161|151.63860559999998|-773.1468902|32.35623052|0.019344052|1617.811526|595.8790650000001|0.0|1.0|17.0|-6.86|2.4|1.0|0.0|123.71|0.0|1.0|5.0|-6.76|399.42|1.0|0.000129|0.0515|6.96e-05|0.0278|2.78|0.0|5.58e-05|3.41|-1332.182868|-1332.148901|660.71|323.11|506.89|0.66559|-1331.947748|0.1841|-0.15608|-0.21131|0.03396697|-1332.006106|6.7199|8.0458|8.0458
