molecula|NaaNH|SaaNH|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|P-gp substrate|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
5_a27|0|0.0|0.0|2|6.823286122000001|0|1.4026035369999998|3.2927747860000003|4.727387819|-0.068518519|2|-0.149034787|0.00991794|-0.125237927|-0.013448351|1|0.010329671|-0.250776983|-0.2030237389999999|-0.341622797|-0.4982037479999999|0.639413469|0.180356685|0.614205449|1|-0.055979434|-0.085078576|0.333977277|0.01695771|-29.50048722|8.936508815|10.48961936|0.146821224|77.37301579999999|-0.030385206|-23.6277072|4.709432444|0.741481472|-1.276178645|53.51978325|-16.01263727|38.43699603|0.439066197|2273.906133|449.6149323|-672.5307653|0.258518528|6.160679036|10.98289851|4943.51602|136.2361487|-354.41560810000004|21.59546513|0.016479312|907.0095354|424.8821143|0.0|0.0|21.0|-6.22|2.66|0.0|0.0|97.55|0.0|1.0|4.0|-6.49|331.37|1.0|0.000248|0.0821|9.78e-05|0.0324|2.58|0.0|0.0002|4.9|-1083.143246|-1083.124207|566.68|302.48|463.87|0.64548|-1082.967639|0.2448|-0.16952|-0.21506|0.01903872|-1083.019748|3.5632|8.5229|8.5229
12ab_a36|1|3.458948649|0.0|0|7.412764017000001|2|1.297042596|0.0|5.351858133|0.000258844|2|0.035377607|0.000939229|-0.032623802|-0.029080933|1|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|0.86559137|-0.0852411419999999|0.8196353679999999|0|-0.079202413|-0.095025338|0.452078227|0.024102201|-54.63243106|16.62527454|116.6804416|0.158944244|109.6369437|-0.033434841|-45.21303385|11.46782191|0.679025324|-1.805481415|82.3666474|-23.06276515|71.2577056|0.484987413|2902.39241|580.1454645|-1245.389318|0.320974676|7.821826146|15.18764075|6314.697413|221.4026852|-859.0476432|33.96451406|0.024384271|1834.083759|708.5476357999999|0.0|1.0|17.0|-7.05|1.59|1.0|0.0|133.27|0.0|1.0|5.0|-7.21|420.47|0.0|0.0001199999999999|0.0503|0.000122|0.0515|2.33|0.0|3.76e-05|3.23|-1364.509957|-1364.468283|712.73|319.17|564.58|0.69294|-1364.236757|0.4451|-0.15699|-0.2093699999999999|0.04167456|-1364.300531|5.3228|7.9586|7.9586
13c_a6|1|3.441255118|0.0|0|7.412764017000001|1|1.424213869|0.0|5.351858133|-0.0122495089999999|1|0.049627353|-0.003346018|0.054910284|-0.0942387559999999|1|-0.000899678|0.081059709|-0.106686991|-0.174259072|-0.490486317|0.845481322|0.085414885|0.7995080809999999|0|-0.093635525|-0.111231609|0.22875443|0.030547186|-63.73961873|20.79409503|157.60887419999997|0.213190168|145.12291069999998|-0.039875482|-51.54254258|14.15496611|0.772032541|-2.11340057|88.21184769|-27.1440571|84.53371376|0.466844407|2880.850692|535.5975578|-1438.635026|0.2279674589999999|8.038175951|15.07660437|6204.855629|155.1821156|-979.308309|35.15921372|0.018354398|1863.438327|692.8471883999999|1.0|1.0|23.0|-9.4|1.5|2.0|0.0|121.6|0.0|1.0|5.0|-5.88|423.47|0.0|1.11e-06|0.000471|5.42e-06|0.00229|4.23|0.0|1.68e-07|4.5|-1389.39897|-1389.371325|719.8|339.5|596.15|0.7008800000000001|-1389.122252|0.28|-0.14975|-0.1999|0.0276450999999999|-1389.184603|9.2467|7.1367|7.1367
8c_a32|1|3.46252244|0.0|0|7.765993078999999|0|0.609420757|0.0|5.733341277|-0.04699673|0|-0.026467635|-0.003484915|-0.026048985|-0.0682721729999999|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.1534110109999999|-0.578242111|0.788133615|-0.024032462|0.7507116140000001|1|-0.076876481|-0.097480366|0.263222951|0.016240436|-46.47597924|9.818219446|126.6561213|0.198252488|119.85432240000002|-0.027548799|-35.6276568|5.935643221|0.600684883|-1.267244762|74.36515033|-16.654735000000002|56.29419869|0.447542891|2571.62241|484.6996147|-766.1178102000001|0.399315117|7.079719717000001|12.81496717|5773.240734|241.4075262|-463.1595384|27.72624296|0.025527931|1275.407176|557.1050635|1.0|1.0|19.0|-7.65|1.1|1.0|0.0|110.47|1.0|1.0|4.0|-6.45|397.52|0.0|1.5e-06|0.000597|4.11e-05|0.0164|3.21|0.0|8.86e-06|4.28|-1880.764533|-1880.733377|646.97|347.56|516.78|0.70135|-1880.537558|0.3272|-0.14712|-0.18873|0.03115673|-1880.597039|10.2656|7.4318|7.4318
12c_a36|1|3.447900368|0.0|0|7.412764017000001|2|1.29696741|0.0|5.351858133|-0.04162109|2|0.085843909|0.0005016269999999|-0.0621599059999999|-0.056994595|1|0.0010871589999999|0.146546059|-0.103922055|-0.177407665|-0.4423430339999999|0.8941919290000001|-0.033217921|0.8065052890000001|0|-0.073370864|-0.105624703|0.462597812|0.019582215|-47.12722334|12.5779546|60.79111287|0.159266488|102.2992907|-0.038024893|-43.57746274|8.079011794|0.75500974|-1.901244658|80.22754474|-24.42396797|59.70517794|0.473610011|2785.47514|540.0159387|-1221.198398|0.24499026|6.772454418|12.86584957|6256.172329|157.3609748|-784.3943293|32.34920911|0.019278991|1617.460455|629.5017194000001|0.0|1.0|17.0|-7.18|2.51|1.0|0.0|128.76|0.0|1.0|4.0|-6.49|415.88|1.0|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|2.77e-05|3.79|-1692.540795|-1692.511019|672.74|322.58|509.61|0.68913|-1692.312906|0.3927|-0.15835|-0.2082699999999999|0.02977602|-1692.3713309999998|6.6973|8.0458|8.0458
17f_a50|0|0.0|0.0|2|7.934155233999999|1|1.349854916|4.305828452|5.82008293|0.022892513|1|-0.167275895|0.012475826|-0.028989535|-0.132773563|2|0.0129274519999999|-0.275290802|-0.247590736|-0.407467272|-0.204651539|0.758335704|-0.132153434|0.7241275009999999|1|-0.047333916|-0.074859564|0.333180181|0.016414675|-29.10566644|10.09339793|6.382846132999999|0.088541266|54.44410182|-0.026836447|-28.30463221|6.206439227000001|0.721122105|-1.422331714|55.9791334|-16.50175503|39.19906437|0.472769049|2582.272632|560.4567739|-874.5930167000001|0.278877895|7.200480876|13.65716648|5579.97966|171.48226169999998|-537.7880119|22.88344084|0.01617809|1212.822364|652.6793116|1.0|1.0|20.0|-6.38|2.09|1.0|0.0|116.81|0.0|1.0|4.0|-6.64|384.48|1.0|0.000266|102.0|7.57e-05|0.0291|2.83|0.0|0.00016|2.5|-1219.2481369999998|-1219.220465|653.63|304.9|564.52|0.6573899999999999|-1218.966516|0.1708|-0.16784|-0.20148|0.0276719|-1219.02507|8.312999999999999|6.4001|6.4001
13_a47|1|2.920663104|0.0|0|6.605297921|0|1.417757826|0.0|4.59511985|-0.0777650159999999|2|-0.047120094|-0.00105415|0.003874205|0.038682232|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|0.6427334020000001|0.030290722|0.626280497|1|-0.081148294|-0.088128939|0.244975411|0.017736598|-41.79730418|9.13564442|63.12660940000001|0.2183244369999999|112.453046|-0.032468557|-23.38063458|4.705524762|0.688261242|-1.23380515|57.38622954|-16.72368034|50.9329486|0.472007922|2190.316257|402.6200617|-635.4998528|0.311738758|7.038683428|13.33103985|4542.479565|160.5682509|-327.3288841|24.29844849|0.023284817|923.3410426|359.12161539999994|1.0|1.0|21.0|-7.9|2.34|0.0|0.0|91.59|0.0|1.0|4.0|-6.0|319.34|1.0|5.79e-05|0.0185|5.41e-05|0.0173|3.17|0.0|4.04e-06|2.7|-1067.820961|-1067.78457|542.62|307.63|404.73|0.67466|-1067.665127|0.3382|-166.0|-0.22065|0.03639189|-1067.71601|4.8308|7.8|7.8
IN1233_a59|1|3.463603867|0.0|0|6.842683282|0|1.400923654|0.0|4.727387819|-0.12050413|2|0.163548857|-0.005614194|-0.011236836|-0.054458882|1|-0.004071701|0.268927191|0.001996439|0.003282792|-0.597167441|0.809917509|-0.107446431|0.778639593|1|-0.092761756|-0.095213818|0.356444983|0.010831674|-61.73167061|7.208329477|318.5587088|0.238675351|158.8351574|-0.035929742|-42.16752524|4.79704394|0.810795898|-1.904276352|72.32484741|-23.91074854|68.94000009|0.483639625|2809.840422|506.6510632|-1267.269673|0.1892041019999999|8.011984402000001|15.51626497|6206.818668|125.91272279999998|-843.3505049|29.49046561|0.0134658889999999|1562.994677|712.1606951|1.0|1.0|27.0|-10.0|2.06|2.0|0.0|125.07|0.0|0.0|4.0|-6.13|419.48|0.0|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|4.17e-08|5.35|-1352.351584|-1352.326849|703.47|350.69|531.14|0.6953699999999999|-1352.073755|0.2011|-0.14684|-0.20289|0.02473496|-1352.135303|7.6059|7.4685|7.4685
20_a31|1|3.3852303|0.0|0|7.765993078999999|0|0.609420757|0.0|5.733341277|-0.057200812|0|-0.013040402|-0.003484915|-0.020082435|-0.078213611|3|-0.001662219|-0.023477148|-0.0852122769999999|-0.1534110109999999|-0.594513619|0.788133615|0.028036914|0.7507116140000001|1|-0.085849869|-0.110195543|0.246878555|0.019334605|-53.79798102|12.1160662|64.42171513|0.2045729339999999|128.1960117|-0.033537774|-43.27297051|7.592555532|0.710707042|-1.542737604|81.35171021|-21.01650877|65.91404723|0.464597945|2576.1287230000003|498.4558574|-966.7594033|0.289292958|8.289864307|15.48343758|5678.167489|181.2859728|-605.8215871|29.5712685|0.019624081|1360.278351|557.1050635|1.0|1.0|19.0|-7.65|1.1|1.0|0.0|110.47|1.0|1.0|4.0|-6.39|397.52|0.0|1.24e-06|0.000493|3.66e-05|0.0146|3.29|0.0|8.86e-06|4.78|-1880.768349|-1880.734655|666.67|350.43|560.67|0.7036600000000001|-1880.538664|0.2011|-0.1483|-0.20895|0.0336943|-1880.599777|4.9218|8.0862|8.0862
47f_a18|0|0.0|0.0|0|7.03438793|1|1.251175676|0.0|4.844187086|-0.034211867|0|-0.048472184|0.0036509859999999|0.033759227|-0.008224928|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0.765824398|-0.009917608|0.745431271|0|-0.063824969|-0.084851044|0.375218907|0.0138461289999999|-54.18475173|11.75478965|111.1889928|0.161843119|137.3980967|-0.0289997239999999|-61.15474298|9.979328976|0.726550657|-2.290978185|86.11217859|-24.61956302|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|0.273449343|10.55465562|20.44855806|7870.103594|232.14715330000004|-1651.17806|33.88554232|0.016581683|2676.957843|1347.416568|1.0|1.0|18.0|-9.22|2.79|3.0|2.0|164.47|1.0|1.0|4.0|-6.4|541.68|0.0|7.76e-07|0.000421|3.01e-06|0.00163|4.52|1.0|3.27e-07|8.13|-1743.375413|-1743.346389|908.66|400.42|874.24|0.6984600000000001|-1741.724929|0.5741|-0.12802|-0.1724099999999999|0.02902413|-1741.802171|4.4861|8.0458|8.0458
3o_a32|1|3.644417045|0.0|0|7.773594467000001|1|0.609420753|0.0|5.733341277|-0.014299905|1|-0.064818511|-0.001411347|-0.117781901|-0.090297882|3|0.000243592|-0.117744493|-0.061774721|-0.11221537|-0.483580522|0.90022001|-0.074509084|0.840991936|1|-0.073742105|-0.095457829|0.252703854|0.012519666|-42.51640563|7.218280399|62.67187821|0.162219176|93.52833522|-0.031819276|-31.73171751|4.161738248|0.7850948190000001|-1.4318674340000002|62.56936516|-18.34557429|49.73468603|0.455089918|2488.133192|483.0270239|-825.5508427999999|0.214905181|6.392329273|11.73098001|5488.777096|123.9047338|-475.9757626|23.36733582|0.0130649069999999|1051.530112|541.0877621000001|1.0|1.0|19.0|-7.27|1.58|1.0|0.0|112.07|0.0|1.0|4.0|-6.17|381.52|0.0|1.89e-06|0.00072|1.87e-05|0.00714|3.46|0.0|2.04e-05|2.35|-1805.504508|-1805.473626|620.56|350.9|464.85|0.70216|-1805.277864|0.2851|-0.14652|-0.20065|0.03088166|-1805.333039|5.8476|6.6198|6.6198
4a_a46|0|0.0|0.210988875|1|7.825245291|1|1.13463711|2.180332577|5.587248657999999|-0.008364558|2|-0.137420119|0.012632881|-0.11172225|-0.0466186959999999|1|0.0120924389999999|-0.216904465|-0.082000707|-0.129430244|-0.143806973|0.679741138|-0.215877982|0.683616517|0|-0.05488948|-0.067863141|0.264863483|0.00935578|-28.50561609|4.858713991|6.579492736000001|0.076041983|39.49069232|-0.022129285|-18.30276019|2.523263761|0.742626378|-1.017947119|41.15334508|-11.49234623|33.36433008|0.4289963579999999|2042.529911|479.8368017|-528.6479264|0.2573736219999999|5.613813876|9.831485239|4481.754309|133.66119809999998|-274.5414028|15.47527339|0.011380391|711.8625758999999|480.9500663|1.0|1.0|17.0|-6.82|2.35|0.0|0.0|96.74|0.0|1.0|3.0|-5.87|318.42|1.0|0.000117|0.0372|4.89e-05|0.0156|3.34|0.0|4.86e-05|3.4|-994.237445|-994.2146342|560.87|272.77|467.4|0.6893600000000001|-994.028172|0.1694|-0.19067|-0.21988|0.022810825|-994.079365|3.7138|6.7423|6.7423
8e_a8|1|3.01599663|0.0|1|7.05012252|0|1.394799502|1.311619189|4.844187086|-0.205927741|0|-0.000766016|-0.005310149|-0.102167262|-0.051339286|1|-0.004224671|-0.0015448089999999|0.090898585|0.183313231|-0.475941912|0.650073857|0.02023118|0.636205913|0|-0.115572516|-0.105450888|0.280304418|0.0211004739999999|-70.49962428|12.87136047|106.0087621|0.338509724|206.4920729|-0.04393787|-39.238709|7.851573274|0.803307236|-2.109017754|75.57562034|-26.80224874|83.37098475|0.483244415|2692.975753|403.5112981|-1286.50794|0.196692764|7.50719734|14.52755918|6095.6213210000005|119.9832494|-784.77418|33.36487904|0.0184428869999999|1601.514194|561.882658|0.0|0.0|23.0|-7.78|3.4|2.0|0.0|111.81|0.0|1.0|4.0|-6.14|403.41|0.0|5.34e-06|0.00215|1.25e-05|0.00504|3.69|0.0|6.63e-06|7.22|-1376.957298|-1376.924308|639.38|378.73|526.86|0.7013|-1376.708067|0.1671|-0.13719|-0.19972|0.03298991|-1376.766245|7.7951|4.7014|4.7014
15a_a50|0|0.0|0.0|2|7.934155233999999|1|1.3530592819999998|4.126145086|5.82008293|-0.06317118|1|-0.0446629609999999|0.005366038|-0.15010386|-0.125205943|2|0.005828749|-0.072976638|-0.128070491|-0.209259615|-0.325638639|0.797917311|-0.051676609|0.76745052|1|-0.0783960279999999|-0.084501726|0.4349386739999999|0.018014615|-46.91098865|10.77967103|275.287923|0.162210104|97.06405493|-0.029316925|-30.25705388|6.450390922|0.705410595|-1.436529349|61.78266878|-17.54280159|57.69065967|0.4476230879999999|2503.770258|501.3207109|-859.5972780999999|0.294589405|8.095541483|14.65582885|5401.219537|176.277812|-514.369916|24.86892274|0.018747341|1218.577214|569.5267957000001|1.0|1.0|20.0|-6.09|1.87|1.0|0.0|110.43|0.0|1.0|4.0|-6.78|371.44|1.0|0.000251|0.0933|0.0001189999999999|0.0444|2.51|0.0|0.0003|2.66|-1199.818129|-1199.784983|644.4|306.83|519.38|0.66132|-1199.572081|0.1767|-0.16693|-0.19948|0.03314629|-1199.629702|9.0948|7.3872|7.3872
8_a10|0|0.0|0.0|1|7.535296702|1|1.3430438530000002|2.071128354|5.4161004020000005|-0.012055162|2|-0.000315856|0.0087730469999999|-0.15615298|-0.106100115|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|-0.368590322|0.6357042860000001|-0.015871527|0.616731847|1|-0.059655303|-0.086233061|0.597912185|0.015758182|-32.63117642|8.619652859|32.98071169999999|0.125156018|68.45976606|-0.029917593|-25.80127401|4.714910465|0.722649449|-1.465962037|56.7864899|-16.36478554|41.25082928|0.431797417|2612.274447|478.5356341|-801.8744912000001|0.277350551|6.112185271|10.75705296|6289.86818|151.7094758|-438.6216583|22.64553798|0.017582236|1109.631361|583.7217118|0.0|1.0|21.0|-7.6|2.46|1.0|0.0|111.36|0.0|1.0|5.0|-6.25|384.43|1.0|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|3.37|0.0|9.59e-06|4.58|-1257.84172|-1257.819281|594.63|336.55|416.69|0.68815|-1257.59269|0.0916|-0.15556|-0.21789|0.02243902|-1257.648047|1.5482|6279.0|6279.0
13m_a6|1|3.415695704|0.0|0|6.842683282|0|1.429020166|0.0|4.727387819|-0.135152403|2|0.021526267|-0.0093684169999999|0.054340057|-0.018628955|1|-0.00687003|0.037052986|-0.068956229|-0.118693789|-0.568024162|0.870730542|0.156982046|0.82642394|1|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|-68.97140339|12.95736535|91.22689385|0.2843875389999999|198.3000783|-0.0378750189999999|-52.33806464|9.035018118|0.7362989999999999|-2.045251|89.65257305|-26.40980394|81.92876874|0.48094941|2951.567781|498.9881336|-1426.129413|0.263701|8.435961541000001|16.2526769|6412.592679|183.8755989|-994.4232282|35.8683143|0.020928405|1936.888972|724.3873672999999|1.0|1.0|27.0|-9.67|0.81|1.0|0.0|127.2|0.0|1.0|5.0|-7.23|435.48|0.0|2.27e-05|0.00987|5.24e-05|0.0228|2.43|0.0|9.35e-08|4.27|-1423.762467|-1423.712909|726.28|371.67|546.69|0.64753|-1423.448957|0.1924|-0.13817|-0.20954|0.04955777|-1423.511471|6.5243|8.0|8.0
7f_a10|0|0.0|-4.8022906380000006|1|7.535296702|1|1.240141822|1.924772416|5.4161004020000005|-0.2347037789999999|2|-0.104120245|0.00189949|-0.000498274|-0.0971900919999999|1|0.0030999659999999|-0.309622111|-0.058093287|-0.172751862|-0.5846516820000001|0.5371733989999999|-0.009545801|0.5209683970000001|1|-0.064238302|-0.095196098|0.7359022890000001|0.00797443|-35.78096407|4.441786155|15.96885516|0.068226214|38.0022453|-0.03645808|-29.53487321|2.474090768|0.8217865520000001|-1.713529756|60.16185231|-20.30728086|40.22275023|0.402568457|2803.359424|519.0013298|-954.4422004|0.178213448|6.115784565|10.23679556|7070.755931000001|99.26552746|-531.6277179|24.71113795|0.012813716|1161.423484|527.8079877|0.0|1.0|21.0|-8.13|2.64|2.0|0.0|106.77|0.0|1.0|7.0|-5.47|410.39|0.0|2.9e-06|0.00119|2.52e-06|0.00103|4.7|0.0|3.03e-06|4.93|-1442.216293|-1442.200124|597.28|341.96|426.07|0.6833600000000001|-1442.001311|0.0191|-0.15627|-0.2175699999999999|0.01616879|-1442.058773|3.2524|6.8508|6.8508
13f_a6|1|3.440154557|0.0|0|6.842683282|0|1.429020649|0.0|4.727387819|-0.008507023|2|0.04505613|-0.003356527|-0.071478789|-0.049928822|1|-0.001446486|0.079490516|-0.126749697|-0.223618825|-0.466314952|0.841211811|-0.028317736|0.790249345|1|-0.073352505|-0.092939631|0.176745407|0.018554018|-49.2635105|12.46087045|62.42897239999999|0.136777507|91.85971442|-0.032802223|-41.92004677|8.368715213|0.720711855|-1.672913351|75.61173794|-22.02995852|61.72438096|0.401838426|2869.925064|579.7398537|-1123.527884|0.279288145|9.050440345|15.13042752|6128.208571|187.5697972|-754.5608419|30.56694343|0.0196449239999999|1558.914115|676.2770877|1.0|1.0|27.0|-10.18|0.92|1.0|0.0|123.82|0.0|0.0|5.0|-6.52|417.47|0.0|7.74e-06|0.00323|1.65e-05|0.00688|3.27|0.0|2.75e-08|3.36|-1347.301285|-1347.266914|711.29|394.98|568.41|0.70541|-1347.018087|0.0048|-0.12805|-0.2059099999999999|0.03437105|-1347.0794119999998|13.9612|7.3768|7.3768
12q_a36|1|3.453150038|0.0|0|7.412764017000001|2|1.29701394|0.0|5.351858133|-0.043678703|2|0.068040097|0.0005016269999999|-0.0651906459999999|-0.0433009009999999|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.177407665|-0.441747876|0.8941919290000001|-0.017640538|0.8065052890000001|0|-0.07607684|-0.1060430969999999|0.324924033|0.018562763|-49.18227989|12.00048565|82.68142965|0.17088073|110.4712541|-0.038175515|-44.31949385|7.758093617|0.768692389|-1.908775752|80.15866795|-24.67976947|61.18276554|0.486620426|2786.514757|536.0103834|-1233.988474|0.231307611|7.546533709|14.69971555|6040.52496|149.536123|-797.7508892000001|32.10617123|0.017949083|1605.308562|629.5017194000001|0.0|1.0|17.0|-7.18|2.51|1.0|0.0|128.76|0.0|1.0|4.0|-6.49|415.88|1.0|3.64e-05|0.0151|2.55e-05|0.0106|3.31|0.0|2.77e-05|3.79|-1692.544456|-1692.5102989999998|683.51|320.77|531.58|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|-0.2126199999999999|0.03415678|-1692.370918|6.4226|8.2218|8.2218
12w_a30|0|0.0|0.0|0|7.412764017000001|2|0.604983445|0.0|5.351858133|-0.0316452179999999|2|-0.0999572419999999|0.002431329|0.028815747|-0.04950715|1|0.001805829|-0.173643543|-0.0493878409999999|-0.0857954809999999|-0.477636454|0.8149999040000001|-0.032835151|0.711738503|0|-0.076611264|-0.096032733|0.4274948739999999|0.015446225|-52.53307388|10.59162334|82.06520565|0.147783603|101.3366249|-0.037237182|-45.15435649|7.262777048999999|0.8077976990000001|-1.824621925|75.77366969|-25.53389062|63.12469722|0.451478593|2999.810425|584.3729039|-1251.160641|0.192202301|8.063690539|14.70077638|6888.291006999999|131.7949495|-857.9327732|31.60926388|0.014471302|1548.85393|685.6665849999999|0.0|1.0|17.0|-7.8|3.79|2.0|0.0|137.3|0.0|1.0|4.0|-5.52|467.37|0.0|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|7.39e-06|5.08|-2494.966575|-2494.932002|716.83|348.42|577.06|0.68423|-2494.743475|0.1614|-0.15073|-0.20755|0.0345723|-2494.807027|3.0068|7821.0|7821.0
7h_a8|1|2.99743835|0.0|1|7.05012252|0|1.391840221|1.2793830309999998|4.844187086|-0.073219554|0|-0.016074683|0.00112124|-0.0873792009999999|0.0260356679999999|1|0.00084936|-0.043606497|0.052081992|0.141285105|-0.382578949|0.515235986|0.095758228|0.507325475|0|-0.093181899|-0.0934764819999999|0.314190914|0.011647275|-53.71230941|6.71377223|70.28953528|0.228988973|131.9948047|-0.041038456|-31.05895923|3.86998135|0.892830345|-1.6825766830000002|58.94376531|-23.65556243|60.42608164|0.4346108389999999|2534.324886|444.4294792|-969.8780597|0.107169655|7.589672923999999|13.42380338|5657.402114|61.77519141|-559.0612661|26.49502512|0.00878112|1086.29603|446.5544107|0.0|0.0|23.0|-8.46|4.27|2.0|0.0|101.89|0.0|1.0|4.0|-5.27|373.35|0.0|2.09e-06|0.00078|3.16e-06|0.00118|4.66|0.0|1.31e-06|6.81|-1285.182226|-1285.151298|593.53|315.62|500.94|0.6963199999999999|-1285.017252|0.3885|-0.16076|-0.22875|0.03092828|-1285.0707960000002|9.1188|4.9788|4.9788
12h_a36|1|3.468184524|0.0|0|7.412764017000001|2|1.297043828|0.0|5.351858133|-0.041228471|2|0.059920602|0.00127667|-0.003014954|-0.051080247|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|0.8913597320000001|-0.10861416|0.84179881|0|-0.073572836|-0.10720355|0.3726296|0.027905055|-48.17643878|18.27258858|82.11195464|0.180385475|118.1187282|-0.035734517|-45.96672487|11.96512593|0.665254541|-1.929663894|87.85958486|-23.39942087|66.44902736|0.464544951|2845.467486|536.6941285|-1263.568727|0.3347454589999999|7.428908584|13.87400978|6159.17335|219.1956304|-827.4010477|35.1736357|0.026971557|1899.376328|679.7230552999999|0.0|1.0|17.0|-6.69|1.72|1.0|0.0|130.24|0.0|1.0|5.0|-6.93|411.46|0.0|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|1.0|8.340000000000001e-05|2.92|-1347.481013|-1347.451759|697.29|358.81|535.67|0.7014600000000001|-1347.199963|0.0056|-0.14247|-0.1926|0.02925492|-1347.260478|8.7377|7.8539|7.8539
4_a27|0|0.0|0.0|2|6.823286122000001|0|1.4008954130000002|3.294369174|4.727387819|-0.058641975|2|-0.273119343|0.00991794|0.13397347|-0.01660383|1|0.010329671|-0.459570857|-0.2030237389999999|-0.341622797|-0.480852615|0.639413469|-0.07759915|0.614205449|1|-0.057748369|-0.078787867|0.3485918529999999|0.0201467639999999|-29.89961815|10.43112657|8.590238252999999|0.1473956619999999|76.31512503|-0.0281385239999999|-21.12083948|5.40078803|0.682485674|-1.181818|51.33640873|-14.56891559|40.33074472|0.444169714|2273.715366|441.4418013|-611.8944548999999|0.317514326|6.01592535|10.82331334|4988.6278600000005|164.3952417|-316.8125922|21.34684457|0.020363697|896.5674718|424.8821143|0.0|0.0|21.0|-6.22|2.66|0.0|0.0|97.55|0.0|1.0|4.0|-6.51|331.37|1.0|0.000266|0.0882|0.000102|0.0339|2.55|0.0|0.0002|4.63|-1083.138303|-1083.119531|555.75|300.29|445.65|0.6089899999999999|-1082.963712|0.1741|-0.17034|-0.21533|0.01877181|-1083.01571|3.9202|8.3979|8.3979
14g_a23|0|0.0|-4.794439428|2|7.423568444|0|1.197957711|3.0793867980000003|5.351858133|-0.301504331|2|0.058422864|-0.002390707|-0.031968899|-0.030586527|2|-0.0004039459999999|0.179219801|-0.0962526|-0.2952674819999999|-0.648987099|0.598213287|0.010202051|0.575188253|1|-0.072819606|-0.096288005|0.297855753|0.018341721|-51.82254036|13.05300369|95.64648102|0.092665527|65.94601775|-0.041536002|-48.76552945|9.289253982|0.780315815|-2.118336119|83.15907597|-29.55936307|64.87554405|0.461846955|3400.464046|645.7104105000001|-1507.527516|0.219684185|8.788027188|16.32997765|8005.353973|156.3396622|-1072.841648|37.88128151|0.020564836|1931.945357|676.4530574|0.0|0.0|26.0|-7.95|3.04|2.0|1.0|126.97|0.0|1.0|8.0|-5.94|495.48|0.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|5.57e-06|5.17|-2042.1835260000005|-2042.161409|730.13|334.71|583.38|0.56658|-2041.934312|0.3478|-0.1519|-0.23201|0.0221162|-2042.000034|10245.0|8.0|8.0
