molecula|PNSA2|Wavelength (HOMO-LUMO transition) (nm)|Veber filter|Class [Log S (SILICOS-IT)]|Contribuition (max. transition)|Log S (Ali)|heavy_atom_count|GeomRadius|WNSA2|FNSA5|Gibbs Free Energy|AATSC1c|CYP2D6 inhibitor|MATS7i|P-gp substrate|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest_Unoccupied_Molecular_Orbital_Energy|AATSC1pe|pIC50
13m_a6|-1426.129413|371.67|0.0|1.0|0.66475|-4.64|33.0|8.435961541000001|-994.4232282|-0.107644789|-1423.511471|-0.010840005|1.0|0.021526267|1.0|9.35e-08|-0.07137|-0.00687003|8.0
3d_a12|-738.6124526000001|328.71|0.0|1.0|0.53114|-3.52|24.0|5.786006004|-379.4799315|-0.0958414059999999|-1006.606666|-0.008186708|1.0|-0.166233441|0.0|9.64e-06|-0.06842|-0.000643935|7.6021
19_a3|-531.0158295|314.28|0.0|1.0|0.67351|-3.24|22.0|5.342307798999999|-247.2409002|-0.087730634|-929.193831|-0.003417504|1.0|-0.008897473|1.0|1.7800000000000002e-05|-0.05757|0.006731579|7.6383
12j_a30|-1216.65955|356.4|0.0|1.0|0.3087|-5.66|30.0|8.067697897|-786.2626307999999|-0.094132698|-1614.894278|-0.006336585|0.0|-0.02473642|1.0|4.02e-05|-0.05106|0.005965451|8.058
14i_a23|-1386.567643|335.72|1.0|1.0|0.55606|-5.21|33.0|8.107659819|-948.103263|-0.096562208|-1798.434186|-0.010148243|0.0|0.040408197|1.0|5.03e-05|-0.08025|0.002496501|8.4622
16a_a23|-847.2037686000001|763.49|0.0|2.0|0.96307|-4.58|31.0|8.024409307|-547.0850515999999|-0.07288672|-1685.6419010000002|-0.0054940769999999|0.0|0.062601621|1.0|0.0023|-0.0502|0.01226642|7.4037
18a_a22|-1032.92859|355.95|0.0|1.0|0.35107|-5.59|32.0|7.037677899|-700.830423|-0.076119803|-1691.097989|-0.003488994|1.0|0.033735832|1.0|1.73e-07|-0.0706799999999999|0.007079018|7.8861
12a_a32|-884.8951120999999|346.71|1.0|1.0|0.7025600000000001|-6.01|27.0|7.083688576|-551.8369996|-0.109151429|-1880.600043|-0.009460484|1.0|-0.0134169989999999|1.0|8.86e-06|-0.05222|-0.001662219|7.6021
19a_a38|-1165.168741|339.65|0.0|1.0|0.6329100000000001|-4.14|30.0|6.923156054|-696.4267669|-0.108300308|-1332.002093|-0.007986407|1.0|0.054257043|1.0|5.610000000000001e-05|-0.05271|-0.000673716|8.0106
12f_a40|-635.8127312999999|436.97|0.0|1.0|0.6679999999999999|-6.58|24.0|8.404802652999999|-351.2898849|-0.082198664|-2212.275094|-0.006206277|0.0|0.070099257|0.0|1.8100000000000003e-05|-0.07761|0.006841832|6.4202
12an_a36|-1349.848937|327.38|0.0|1.0|0.44822|-4.85|31.0|8.773001855|-912.0652916|-0.105145528|-1670.244686|-0.0070293469999999|0.0|0.0966393909999999|1.0|3.83e-05|-0.05561|0.003710345|7.3979
4_a47|-805.6976052|332.4|0.0|1.0|0.45947|-5.92|26.0|6.468023748999999|-438.3470487|-0.092556319|-1509.3147789999998|-0.008204735|1.0|-0.158636969|1.0|5.81e-07|-0.05606|-0.006506051|7.5
IN1233_a59|-1267.269673|350.69|0.0|0.0|0.51285|-5.59|32.0|8.011984402000001|-843.3505049|-0.095213818|-1352.135303|-0.008841844|1.0|0.163548857|1.0|4.17e-08|-0.05605|-0.004071701|7.4685
11c_a5|-903.1229552|294.59|0.0|1.0|0.60118|-4.13|28.0|8.88462927|-549.3157749|-0.0873419269999999|-1218.336116|-0.004590583|1.0|-0.0859098|1.0|1.26e-06|-0.04315|0.005383056|7.6021
9_a27|-729.2805601|297.52|0.0|1.0|0.35593|-4.06|25.0|5.03925321|-376.0062056|-0.088404481|-1083.017359|-0.0073742819999999|0.0|-0.152086653|0.0|2.88e-05|-0.0471|0.00651856|8.699
40_a47|-583.7487984|332.97|0.0|1.0|0.67615|-3.26|25.0|7.042383142|-314.91225539999994|-0.083237511|-1123.049869|-0.004181351|1.0|-0.056839794|1.0|2.79e-05|-0.05086|0.003634698|8.4
6_a15|-932.9544335|328.9|0.0|1.0|0.65191|-5.66|28.0|6.110075236|-544.3423775|-0.123000073|-1262.820532|-0.00951284|1.0|0.106485923|0.0|4.3e-06|-0.02419|0.003942615|7.4559
11b_a50|-546.5465781|311.03|0.0|2.0|0.53885|-3.58|25.0|5.697537591000001|-285.1356465|-0.069841183|-1045.849774|-0.002908227|0.0|-0.007722567|1.0|0.000441|-0.02817|0.012037198|5.7696
15_a47|-677.0708068|305.43|0.0|1.0|0.67203|-4.89|25.0|6.984778596|-362.1927541|-0.0904066519999999|-1527.316555|-0.00516949|1.0|-0.130885389|1.0|1.14e-06|-0.0591799999999999|-0.002377481|7.8
24_a20|-856.5097809|345.59|0.0|1.0|0.46668|-4.89|31.0|6.852820269|-540.4525990000001|-0.067869875|-1291.706729|-0.001547029|1.0|0.087887688|1.0|1.94e-07|-0.06748|0.008780074|6.4976
14r_a23|-1106.098986|389.92|0.0|1.0|0.30482|-5.58|31.0|7.555307147000001|-712.2932561000001|-0.085881409|-1728.98403|-0.006323791|0.0|0.014148395|1.0|9.18e-06|-0.06842|0.0075222369999999|8.2684
12m_a30|-1402.648392|349.29|0.0|1.0|0.33392|-6.0|32.0|9.025816604|-951.7351184|-0.103359773|-1743.030004|-0.01047558|0.0|-0.1305457069999999|1.0|0.000165|-57.0|0.0026474159999999|7.5114
12h_a36|-1263.568727|358.81|0.0|1.0|0.34589|-3.95|31.0|7.428908584|-827.4010477|-0.10720355|-1347.260478|-0.0086750619999999|0.0|0.059920602|1.0|8.340000000000001e-05|-0.05013|0.003077071|7.8539
4d_a46|-621.6847867|280.09|0.0|1.0|0.69884|-4.93|25.0|5.757075209|-341.3149976|-0.070772596|-1453.688943|-0.001749881|0.0|-0.131948546|1.0|1.3699999999999998e-05|-0.0396399999999999|0.010756749|6.2865
7_a4|-538.2610657|307.05|0.0|1.0|0.59702|-3.81|25.0|5.512905888|-270.9415659|-0.071288428|-1089.753885|-0.001729561|1.0|-0.07290303|1.0|1.15e-05|-0.05217|0.008242591|6.821
12g_a40|-731.3891821000001|392.64|0.0|1.0|0.67055|-6.46|23.0|7.692740528|-383.9305539|-0.099521372|-2172.988604|-0.01011728|0.0|0.167050952|0.0|8.57e-05|-0.07424|-0.003205145|6.1403
9d_a40|-553.912646|370.51|0.0|1.0|0.4557199999999999|-6.13|22.0|8.023385851|-285.4523697|-0.071656839|-1677.48058|-0.003961493|0.0|0.153818743|0.0|3.3e-05|-0.06906|0.010101686|6.9706
36_a18|-1477.479979|388.57|0.0|1.0|0.69372|-5.68|35.0|9.560644525|-1052.048147|-0.079805761|-1493.333297|-0.006407141|1.0|-0.05224259|1.0|3.210000000000001e-07|-0.04991|0.000825855|7.4949
43_a18|-1788.541603|384.65|0.0|1.0|0.6926800000000001|-6.45|38.0|10.01438533|-1389.023915|-0.0822489459999999|-1611.198355|-0.005099385|1.0|-0.05314954|1.0|1.28e-07|-0.04949|0.003801459|6.2041
12i _a30|-1197.077601|351.81|0.0|1.0|0.43157|-5.93|30.0|8.097008872|-781.648379|-0.096489393|-2035.203042|-0.00691453|0.0|-0.0982344169999999|1.0|2.61e-05|-0.05465|0.003603419|7.8013
13_a10|-624.3134531000001|322.72|0.0|1.0|0.34881|-3.76|25.0|5.069505473|-315.62515|-0.082327045|-1065.732389|-0.0057715859999999|1.0|-0.093280469|1.0|8.170000000000001e-05|-0.05022|0.003791547|6.7959
3e_a32|-647.0582188|348.38|0.0|1.0|0.7025399999999999|-6.52|23.0|5.863649531|-348.70626539999995|-0.100056595|-1672.62984|-0.006553709|1.0|-0.057366352|1.0|4.13e-05|-0.0534399999999999|0.002004382|8.0862
13_a47|-635.4998528|307.63|0.0|1.0|0.67466|-4.24|24.0|7.038683428|-327.3288841|-0.088128939|-1067.71601|-0.0049262279999999|1.0|-0.047120094|1.0|4.04e-06|-0.05465|-0.000211465|7.8
SB431542_a8|-1342.398251||0.0|1.0||-4.4|30.0|7.360028263999999|-803.5005528|-0.124595991||-0.014434378|0.0|0.096884952|1.0|6.96e-05||-0.005306541|4.1019
14a_a22|-1110.320204|347.23|0.0|1.0|0.45928|-4.65|32.0|8.052850876|-756.5172972|-0.081479363|-1368.13858|-0.0050042229999999|1.0|0.021482585|1.0|2.56e-07|-0.06145|0.005757758|7.4202
12_a1|-972.562841|390.57|0.0|1.0|0.69114|-4.98|28.0|7.679719277999999|-564.5066541|-0.104724018|-1215.975876|-0.011221829|1.0|0.076867966|1.0|2.3e-06|-0.07042|-0.001416381|5.5302
8b_a32|-889.3105078|349.82|1.0|1.0|0.70285|-5.83|27.0|8.10555784|-558.2790432999999|-0.108971309|-1880.602014|-0.009362305|1.0|-0.008128765|1.0|8.86e-06|-0.05404|-0.001662219|7.9208
28_a47|-952.0725426|337.37|0.0|1.0|0.69002|-3.67|28.0|7.864990866|-565.9287905|-0.106779291|-1335.6279869999998|-0.009689834|1.0|0.023813594|1.0|4.59e-05|-0.05471|-0.010153352|7.6
6b_a40|-1428.503435|399.62|1.0|2.0|0.69429|-8.41|31.0|6.976123351|-956.7829293|-0.118488624|-3290.648012|-0.014861289|0.0|-0.137534783|0.0|0.00318|-0.09533|-0.004728928|7.5229
12a_a30|-1144.332492|355.41|0.0|1.0|0.35338|-5.28|29.0|7.362386058999999|-709.5118166|-0.097138462|-1575.597759|-0.006711725|0.0|-0.096804291|1.0|9.21e-05|-0.05184|0.005458948|7.9469
12w_a36|-1597.782567|318.88|0.0|1.0|0.69466|-5.2|34.0|8.365472166|-1147.197876|-0.111267166|-1645.017691|-0.015825416|0.0|0.041058884|1.0|3.37e-05|-0.05326|-0.007897954|7.6383
25_a47|-854.5011131000001|310.91|0.0|1.0|0.53663|-4.99|29.0|6.951055196|-518.7525876|-0.08797211|-1735.279715|-0.010144825|1.0|-0.055724653|0.0|4.02e-06|-0.06331|-0.00269275|7.8
19_a31|-929.4091898|314.06|0.0|1.0|0.5385300000000001|-4.67|25.0|7.0760696020000005|-544.4110343|-0.113333675|-1489.382077|-0.01001901|1.0|-0.044625452|1.0|1.46e-05|-0.04308|-0.0038998559999999|5.7447
8a_a32|-1029.23375|348.07|1.0|1.0|0.70316|-6.82|27.0|7.420041446|-645.4586397|-0.109412858|-1880.595748|-0.010151321|1.0|-0.0281981579999999|1.0|8.86e-06|-0.06166|-0.001662219|7.3468
8h_a8|-1262.594204|332.16|0.0|1.0|0.56196|-5.21|29.0|7.453557203|-742.3454901|-0.11302328|-1361.5113789999998|-0.010324979|0.0|0.008138299|0.0|4.43e-06|-0.06344|-0.007036544|4.9359
15_a31|-840.0616157|271.36|0.0|2.0|0.5241899999999999|-4.28|24.0|6.148947296|-446.5429972|-0.131697567|-1460.790873|-0.018913735|1.0|-0.0302581979999999|1.0|0.000749|-0.04192|-0.007631228|5.9586
14o_a23|-1539.35724|335.19|0.0|1.0|0.58581|-6.89|35.0|9.016411722|-1094.413931|-0.094138958|-2042.000938|-0.014680137|0.0|0.135737344|0.0|5.57e-06|-0.08059|-0.0004039459999999|8.4815
7g_a8|-1210.7274960000002|327.36|0.0|1.0|0.62073|-5.78|30.0|7.588498875|-725.6133762000001|-0.1122315669999999|-1374.3479960000002|-0.01002363|0.0|-0.030968098|1.0|4.92e-06|-0.06621|0.0002620309999999|4.6772
12c_a5|-825.9671665|309.06|0.0|1.0|0.52074|-4.09|31.0|7.293547043999999|-543.3459436|-0.066083881|-1316.305277|-0.002685954|1.0|-0.086795626|1.0|2.03e-07|-0.04565|0.00586291|7.3279
AKLKII_a46|-550.9360419||0.0|1.0||-3.24|22.0|5.83938898|-261.2587041|-0.089369278||-0.003417504|1.0|-0.008897473|1.0|1.7800000000000002e-05||0.006731579|6.7423
17a_a25|-1188.917727|315.11|0.0|1.0|0.35172|-5.12|33.0|8.996672966|-847.969248|-0.079378741|-1391.385492|-0.004137083|1.0|-0.017081614|1.0|4.54e-08|-0.05255|0.006423059|7.6021
14w_a23|-1112.129203|338.46|0.0|1.0|0.6219399999999999|-5.68|32.0|7.833745658|-735.4854078|-0.088508061|-1828.222578|-0.006481882|0.0|0.045196333|1.0|5.23e-06|-0.0798|0.003906274|8.6737
3b_a49|-880.2577376|322.72|0.0|1.0|0.5798|-3.53|30.0|7.236413572000001|-538.4506046|-0.0846496|-1293.106236|-0.0057605869999999|1.0|-0.090939066|1.0|1.05e-05|-0.06115|0.001356445|7.6021
13l_a6|-1762.648513|349.26|0.0|1.0|0.7002|-5.49|33.0|8.810095892|-1227.82747|-0.126521431|-1465.624566|-0.0143011819999999|1.0|0.090187973|1.0|5.7e-07|-0.04885|-0.006280295|6.4145
21_a4|-581.8208971|308.08|0.0|2.0|0.5260600000000001|-3.88|23.0|5.961506745|-295.1166014|-0.076470465|-973.449892|-0.003068098|1.0|0.019346682|1.0|0.000352|-0.02956|0.012094249|6.9172
16d_a32|-871.9843187999999|341.83|1.0|1.0|0.70217|-5.65|26.0|6.221435089|-508.962859|-0.11491796|-1877.241687|-0.017249763|0.0|0.0115077539999999|1.0|9.84e-05|-0.05068|-0.005427254|8.1135
14u_a23|-1155.04721|389.66|0.0|1.0|0.4523|-5.63|32.0|7.392527755|-771.4808267999999|-0.086465795|-1744.2405670000005|-0.007017844|0.0|0.050530143|1.0|1.3699999999999998e-05|-0.0618299999999999|0.010508236|8.2449
12e_a40|-866.8463724999999|409.82|0.0|1.0|0.6826|-6.53|24.0|8.014314957|-470.5828129|-0.122830115|-2248.206714|-0.015461694|0.0|0.174870826|0.0|0.000346|-0.07296|-0.014780739|5.9318
12ax_a36|-1298.106146|318.82|0.0|1.0|0.39564|-5.08|31.0|7.563197245|-868.2929481000001|-0.107815607|-2151.971761|-0.007681676|0.0|0.075802407|1.0|7.83e-06|-0.05596|-0.00097037|7.9208
4c_a49|-1056.328332|325.7|0.0|1.0|0.4164199999999999|-3.5|31.0|8.474369008|-680.5831211|-0.086290519|-1332.398001|-0.0057600559999999|1.0|-0.099764463|1.0|4.4e-06|-0.0623299999999999|0.00202792|6.5935
7_a47|-919.9254234|333.26|0.0|1.0|0.69314|-6.47|28.0|6.485224033|-518.7725468|-0.095957591|-1647.841533|-0.008206422|1.0|-0.128433676|1.0|1.3900000000000001e-07|-0.05297|-0.00794321|7.6
12x_a36|-1333.8579550000002|331.83|0.0|1.0|0.6853600000000001|-4.85|31.0|8.770758009|-897.2176739|-0.104368092|-1670.244307|-0.007008724|0.0|0.021670322|1.0|3.83e-05|-0.05311|0.003710345|8.1549
LY364947_a10|-432.4716757000001||0.0|1.0||-3.54|21.0|4.702575386|-191.05366730000003|-0.075303751||-0.00235945|1.0|0.0938628109999999|1.0|1.7199999999999998e-05||0.006909045|7.2291
17a_a22|-1201.24073|887.46|0.0|1.0|0.46268|-4.75|33.0|8.549622191000001|-820.7657853999999|-0.08790445|-1407.935792|-0.005149751|1.0|-0.054347074|1.0|3.23e-07|-0.15124|0.0027615779999999|7.0862
25c_a34|-1134.447012|294.54|0.0|2.0|0.69247|-2.81|31.0|7.484891117|-756.6428589|-0.113392997|-1426.48597|-0.014384932|1.0|-0.16034464|1.0|0.0008289999999999|-0.03272|0.001433865|5.7496
11e_a5|-1046.930776|302.14|0.0|1.0|0.66478|-4.65|31.0|9.387474824|-693.5448342|-0.0790189759999999|-1316.301553|-0.003208975|1.0|-0.07965|1.0|4.64e-07|-0.03808|0.008721244|7.3979
47s_a18|-1595.466781|385.29|0.0|1.0|0.6926800000000001|-5.95|36.0|9.811856136|-1207.784866|-0.08106112|-1533.809351|-0.0054038509999999|1.0|-0.026883417|1.0|1.84e-07|-0.0491399999999999|0.003686393|6.2104
7b_a10|-599.3081212000001|340.37|0.0|1.0|0.4195399999999999|-5.28|25.0|4.854451707|-311.5991709|-0.0720417159999999|-1450.124551|-0.001621737|0.0|-0.060829392|1.0|3.54e-05|-0.05377|0.010068964|4.7033
20a_a10|-947.5701424|323.62|0.0|1.0|0.50193|-5.68|33.0|8.419180593|-616.5004457|-0.072821454|-1388.957848|-0.0034618129999999|0.0|-0.035536682|1.0|1.55e-07|-0.06611|0.008297595|5.9208
26_a20|-1172.219727|318.77|0.0|1.0|0.50878|-5.14|32.0|7.598632688999999|-790.9313788|-0.082729415|-1352.098465|-0.00578453|1.0|0.1516835819999999|1.0|2.780000000000001e-07|-0.05097|0.003149352|6.8827
1n_a5|-752.6490056|282.82|0.0|1.0|0.44786|-4.27|27.0|7.881746117|-432.02691110000006|-0.081950989|-1179.073189|-0.007315978|1.0|0.002508727|1.0|3.01e-06|-0.06186|0.004754079|7.5686
16_a3|-692.4398741|384.94|0.0|1.0|0.6944100000000001|-4.98|23.0|5.780331402000001|-342.00731349999995|-0.100138414|-1371.297964|-0.010031024|1.0|0.027762972|1.0|2.25e-05|-0.07095|-0.008409607|7.3768
IN1166_a11|-1114.258549|377.7|0.0|0.0|0.4358399999999999|-5.11|32.0|6.777827685|-769.3614916|-0.0896538619999999|-1347.073528|-0.006882528|1.0|0.018376555|1.0|2.75e-08|-0.07275|-0.001446486|7.9318
12bb_a36|-1247.709262|326.27|0.0|1.0|0.38838|-3.99|31.0|7.854524291000001|-800.967538|-0.114330726|-1431.238418|-0.008239316|0.0|0.096309833|1.0|3.17e-05|-0.0566799999999999|-0.004358975|8.0
8d_a32|-967.5408291|348.39|1.0|1.0|0.7026100000000001|-6.08|27.0|8.106843676|-608.0551435|-0.109968322|-1880.602038|-0.010604502|0.0|0.062782795|1.0|2.19e-05|-0.0535|-0.005162219|8.0809
13b_a30|-1533.432289|353.68|0.0|1.0|0.32563|-5.01|32.0|8.804739699999999|-1035.363967|-0.113554975|-1744.281763|-0.011016128|0.0|-0.035340334|1.0|0.000288|-0.05434|-0.002215642|7.5901
14l_a23|-1083.45454|341.8|0.0|1.0|0.67242|-5.85|31.0|8.006380163|-714.7749208|-0.078204688|-1669.04569|-0.005344736|0.0|0.042748013|1.0|7.03e-06|-0.07191|0.01180744|8.1798
47d_a18|-1780.097106|398.94|1.0|1.0|0.69905|-5.74|39.0|9.940531282|-1451.622641|-0.087315963|-1703.622959|-0.006087337|1.0|0.069914568|1.0|7.790000000000001e-07|-0.04561|0.005144085|8.0969
25d_a34|-1559.714654|290.15|0.0|1.0|0.6764600000000001|-4.61|32.0|6.933980884|-1031.631874|-0.124111479|-1426.307095|-0.015046463|1.0|-0.163072107|1.0|3.53e-06|-0.03521|-0.001685762|6.0223
12a_a50|-468.2627037|304.01|0.0|2.0|0.65267|-3.16|24.0|5.116970861|-235.9104193|-0.0663902|-1006.546706|-0.002936355|1.0|-0.111689174|1.0|0.00101|-0.03366|0.011790103|7.1249
12r_a30|-1279.67656|353.12|0.0|1.0|0.32409|-5.49|31.0|7.467190577999999|-827.1283373|-0.109990462|-1774.070699|-0.007553813|0.0|-0.093079817|1.0|3e-05|-0.05244|-0.001131023|7.5317
12q_a36|-1233.988474|320.77|0.0|1.0|0.39919|-4.44|30.0|7.546533709|-797.7508892000001|-0.1060430969999999|-1692.370918|-0.00761082|0.0|0.068040097|1.0|2.77e-05|-0.05602|0.0010871589999999|8.2218
4j_a46|-791.1408955|281.19|0.0|1.0|0.37853|-5.38|27.0|6.274010655|-467.2617475|-0.074417476|-1131.817578|-0.002284836|1.0|-0.0529855709999999|1.0|7.33e-06|-0.01684|0.011684396|6.0942
6f_a40|-1509.948957|482.43|1.0|3.0|0.66642|-6.95|30.0|6.993991456|-970.0707913999998|-0.130571562|-2426.787111|-0.01691341|0.0|-0.122783873|0.0|0.0967|-0.08982|-0.008368734|7.3768
GW6604_a52|-534.4037285||0.0|1.0||-3.87|23.0|6.2973559020000005|-264.17863140000003|-0.072069252||-0.002149879|1.0|-0.0778992459999999|1.0|2.78e-06||0.0070554269999999|6.9706
3o_a32|-825.5508427999999|350.9|0.0|1.0|0.70216|-5.72|26.0|6.392329273|-475.9757626|-0.095457829|-1805.333039|-0.006253394|1.0|-0.064818511|1.0|2.04e-05|-0.05413|0.000243592|6.6198
12n_a36|-1568.530003|340.78|0.0|1.0|0.32172|-3.85|34.0|6.863551112000001|-1061.639417|-0.115872034|-1875.961945|-0.0099988159999999|0.0|0.027627601|1.0|6.45e-05|-0.05056|-0.001160331|7.8239
18c_a22|-1056.927003|333.1|0.0|1.0|0.4609|-5.8|34.0|7.332936064|-731.1931848999999|-0.076388478|-1783.340519|-0.003749104|1.0|-0.044828537|1.0|1.58e-07|-0.07207|0.005597023|7.585
47l_a18|-1431.971342|387.13|0.0|1.0|0.69291|-5.26|34.0|9.423637134|-1018.537564|-0.083884237|-1455.233431|-0.006400878|1.0|-0.0057783619999999|1.0|1.93e-07|-0.0520399999999999|0.000787517|7.4949
4r_a46|-647.2221302999999|274.25|0.0|1.0|0.69085|-3.09|25.0|5.81085807|-343.3301143|-0.081339886|-1069.284137|-0.002826188|1.0|-0.15196733|1.0|0.000188|-0.03073|0.0061041|5.8499
12z_a36|-1225.757112|318.16|0.0|1.0|0.69397|-3.99|31.0|8.016303367999999|-812.9648725|-0.102674964|-1325.010808|-0.007671785|0.0|0.037307819|1.0|8.97e-05|-0.05642|0.001194592|8.301
18_a20|-1267.269673|350.69|0.0|0.0|0.31154|-5.59|32.0|8.011174137000001|-843.230756|-0.095227339|-1352.135304|-0.008841844|1.0|0.163548857|1.0|4.17e-08|-0.05604|-0.004071701|7.4685
10_a27|-694.1361252|298.79|0.0|1.0|0.63894|-3.57|25.0|6.761146212000001|-369.1201792|-0.087022238|-1083.008551|-0.006285923|0.0|-0.184068581|0.0|0.000192|-0.0498|0.010329671|7.1612
27b_a34|-1227.6639|302.88|0.0|1.0|0.47412|-5.23|31.0|9.124440695|-808.2902556|-0.109683855|-1349.873325|-0.010183855|1.0|-0.106245942|1.0|2.67e-06|-0.04121|0.001228116|6.1871
12l_a30|-1690.148855|351.78|0.0|1.0|0.39486|-6.7|34.0|9.258542907|-1182.451965|-0.109810463|-1987.848331|-0.015371073|0.0|-0.102468864|1.0|3.19e-05|-0.0545299999999999|-0.004395528|7.2154
7c_a8|-1013.384819|394.78|0.0|1.0|0.62361|-5.0|30.0|7.700542366|-635.4840877|-0.089778346|-1331.625743|-0.007509694|1.0|0.0493777859999999|0.0|6.91e-06|-0.07472|0.004301963|4.7307
3k_a32|-717.0314235000001|350.6|0.0|1.0|0.70268|-7.04|25.0|6.153598893|-404.2701347|-0.090839907|-1750.0122420000002|-0.005745086|1.0|-0.047167919|1.0|2.15e-05|-0.05321|0.002509816|8.0605
3b_a32|-541.5259561|348.81|0.0|1.0|0.70257|-5.73|21.0|5.765940603|-265.6468664|-0.100355499|-1594.049677|-0.007388108|1.0|-0.0411430079999999|1.0|9.97e-05|-0.05396|0.00020567|8.2366
11a_a5|-1124.186857|302.86|0.0|1.0|0.6735|-7.25|32.0|9.740948724|-803.2329738|-0.071517578|-1339.555805|-0.002894726|1.0|-0.052944925|1.0|5.019999999999999e-08|-0.03694|0.007955512|7.0915
12b_a30|-1196.373126|352.16|0.0|1.0|0.3159099999999999|-5.39|30.0|7.393647884|-759.7264385|-0.09915679|-1674.838225|-0.007353271|0.0|-0.074391852|1.0|5.260000000000001e-05|-0.05351|0.002064369|8.1543
6a_a31|-1113.557793|349.96|0.0|1.0|0.70416|-5.22|28.0|7.516549303|-653.8540772999999|-0.126430958|-1613.198178|-0.01694403|1.0|0.08881108|1.0|4.3200000000000007e-05|-0.05563|-0.010591881|5.9586
12aq_a36|-1549.740434|367.26|0.0|1.0|0.6933199999999999|-3.52|32.0|8.596645087999999|-1035.442755|-0.122078233|-1401.452487|-0.0116333169999999|0.0|0.076517478|1.0|0.000305|-0.06059|-0.004569485|7.2596
14a_a3|-651.519384|383.1|0.0|1.0|0.69708|-4.45|23.0|5.308770254|-320.4721558|-0.094609848|-1327.403067|-0.009312773|1.0|-0.143740653|1.0|4.08e-05|-0.06736|-0.004161699|7.5229
14aa_a23|-1140.287028|345.03|0.0|1.0|0.6805899999999999|-6.23|32.0|8.000512184|-776.5660584|-0.076107469|-1708.338059|-0.005050361|0.0|0.031136154|1.0|3.07e-06|-0.0708299999999999|0.012103325|8.451
47g_a18|-1958.412588|400.4|1.0|1.0|0.69828|-6.11|40.0|10.33698377|-1661.953709|-0.08547236|-1742.847918|-0.005817448|1.0|-0.048472184|1.0|3.27e-07|-0.04413|0.00531392|8.0458
4S4k_a46|-775.4768155|304.07|0.0|1.0|0.5716|-4.82|25.0|5.523352655|-411.0733912|-0.0860536609999999|-1053.255345|-0.0049602|1.0|-0.104665424|1.0|8.28e-05|-0.02074|0.006050983|6.7055
9r_a24|-934.8335183|289.16|0.0|1.0|0.3398|-4.02|30.0|9.672636984|-626.7383196000001|-0.082022572|-1294.263358|-0.004640179|1.0|-0.17821765|1.0|8.84e-07|-0.04313|0.008722018|7.9586
12ac_a36|-1377.116299|321.25|0.0|1.0|0.56186|-3.81|32.0|8.126831024|-956.1407834|-0.104391657|-1385.382927|-0.007639626|0.0|0.03586247|1.0|5.4600000000000006e-05|-0.0527399999999999|0.0018565629999999|7.8861
