molecula|NaaNH|n9FaHRing|SaaNH|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|GRAVp|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14q_a23|0|1|0.0|2|7.423568444|0|1.19796338|3.292130907|0.141057047|-0.0101981219999999|-0.130330047|2|0.044138322|0.064903564|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|2|2|-0.573130981|2|0.77007911|0.067394607|0.871119857|0.7333675390000001|1|0.773194598|-0.08960718|-0.096370719|0.02158178|-61.51997721|-66.16349731|350.836102|-0.039682061|10.17264683|97.13675614|-2.023785094|-42.23665548|3097.399651|530.8381985000001|0.222659101|16.53853737|0.893957277|6982.066379000001|152.86702240000002|35.04742005|0.01932289|-380.8178266000001|1787.418422|693.3423458|13.26616596|0.0|1.0|0.0|3.52|2.66|0.04|26.0|3.12|148.11|2.28|1.0|128.38|1.0|6.0|33.0|5.0|-7.33|454.51|0.0|0.0|2.62|6.11e-06|0.00278|4.03e-05|0.0|1.11e-07|-0.08159|-1798.645459|1222.17|340.33|0.4943|340.33|554.59|-1798.3704079999998|0.4943|-0.14854|-0.23013|0.03458552|-1798.433122|12.0503|16.0|7.8069|7.8069
14d_a23|0|1|0.0|2|7.423568444|0|1.197963465|3.405551724|0.058368697|-0.005343003|-0.026530366|2|0.043538647|0.03253552|-0.288522152|0.01269616|-0.019307114|10.313217800000002|2|2|-0.4483522929999999|2|0.725800261|0.006563565|0.829764975|0.6906097959999999|1|0.921694462|-0.053736319|-0.078282292|0.018596017|-35.40917327|-51.58357156|39.26987634|-0.032878563|8.074501042|83.40396369|-1.6439281280000002|-23.33262837|2878.955374|607.3441532|0.209653392|14.358677900000002|0.833166062|6459.554383|138.1496441|27.41215037|0.015037275|-382.6437544|1370.607518|666.0036144999999|9.908707432|0.0|1.0|1.0|3.52|3.62|0.09|26.0|4.33|105.02|3.24|1.0|125.25|1.0|5.0|31.0|4.0|-6.1|425.51|0.0|0.0|3.8|1.43e-06|0.000608|5.61e-06|0.0|1.65e-08|-0.0725799999999999|-1669.24571|1186.17|3688.0|0.3807|336.18|554.84|-1668.983743|336.18|-0.14894|-0.22152|0.02083626|-1669.045136|8.1555|4.0|8.4001|8.4001
12e_a30|0|0|0.0|0|7.412764017000001|2|0.604984231|0.0|-0.0026669809999999|-0.0077937519999999|-0.029595542|2|0.041767677|-0.010682095|-0.444243861|0.0043261129999999|0.005418617|10.31162844|1|1|-0.417089226|1|0.838579475|0.002248768|0.876441789|0.7933543279999999|0|0.816703705|-0.07914783|-0.098059338|0.024254701|-52.50202674|-65.04681137|106.2790684|-0.035153347|10.6725953|0.0|-1.863127413|-34.82676424|2920.484542|541.7533217|0.292879147|15.14403079|0.8767337279999999|6421.289402|194.2788429|32.97692061|0.022696477|-274.7836441|1747.776792|704.0353382000001|15.05551106|1.0|1.0|1.0|4.72|0.0|0.17|17.0|2.63|90.88|2.51|0.0|133.77|1.0|6.0|31.0|5.0|-6.19|428.51|0.0|0.0|2.57|3.59e-06|0.00154|1.19e-05|0.0|1.84e-07|-0.05044|-1690.3021629999998|1201.05|356.82|0.2055|245.94|562.76|-1690.030824|151.0|-0.1476|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431|7.9431
12a_a50|0|1|0.0|2|7.927685046000001|1|1.397770359|4.075037557|-0.199881787|-0.002936355|-0.0016330379999999|1|0.034845679|-0.111689174|-0.126263256|0.01164808|0.014596049|10.94501645|2|2|-0.247407423|1|0.699597776|-0.030758487|0.862192416|0.660148928|1|0.904119689|-0.05075501|-0.0663902|0.021013336|-25.57033815|-33.44733598|7.457998037999999|-0.02383238|5.333473207|69.83817338|-0.929462803|-12.88231829|2223.666558|455.4948605000001|0.4247810279999999|9.648744341|0.885635975|4665.239724|214.004382|20.873331|0.027455156|-75.79052945|814.0599092|388.171611|13.83188822|1.0|1.0|1.0|3.3|2.21|0.11|20.0|3.42|48.53|2.02|0.0|94.69|2.0|2.0|24.0|3.0|-6.44|313.36|1.0|1.0|2.55|0.000685|215.0|0.000144|0.0|3.22e-06|-0.03366|-1006.659456|908.22|304.01|0.1807|304.01|394.52|-1006.498352|0.1807|-0.16806|-0.20172|0.02648238|-1006.546706|7.9123|75.0|7.1249|7.1249
8c_a31|1|0|3.435435563|0|7.765993078999999|1|0.610137334|0.0|-0.012583838|-0.01275867|-0.104377029|0|0.03995098|-0.106461724|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|2|2|-0.513257014|0|0.922486359|0.006000201|0.896193695|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|0.029669107|-64.57121646|-70.64275621|133.3100368|-0.039640027|9.027343766|477.2277896000001|-1.66488115|-35.61776956|2251.08563|345.3445134|0.27691747|12.99457133|0.90508624|4835.748065|152.7489054|30.23944586|0.021986076|-246.1066271|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|3.51|2.9|0.29|16.0|3.13|114.29|0.85|0.0|93.45|1.0|5.0|24.0|5.0|-6.7|342.42|0.0|1.0|2.83|3.79e-05|13.0|0.000237|0.0|7.45e-07|-0.03222|-1426.166503|981.89|322.11|0.2597|322.11|475.72|-1425.968408|0.2597|-0.15985|-0.19207|0.03744829|-1426.024361|5.1815|0.81|6.0915|6.0915
13_a1|1|0|3.409865599|0|7.423568444|1|1.430073963|0.0|-0.046530797|-0.012199718|-0.144782061|1|0.036382114|0.1129747169999999|-0.597786194|-0.008672236|-0.0594321759999999|10.94989555|1|1|-0.485427571|1|0.87703849|-0.051729721|0.825117597|0.833702788|0|0.6794604670000001|-0.111667908|-0.10668313|0.033737733|-64.94184903|-62.04288975|148.7311076|-0.040302516|11.41059871|528.3795274|-1.813613202|-37.76773325|2555.623166|395.1486144|0.291737016|14.33466671|0.912824292|5456.353212|169.6632599|33.09282789|0.026679865|-242.2358135|1489.177255|505.2124255|15.51600461|1.0|1.0|1.0|3.35|2.83|0.09|23.0|3.87|80.26|1.74|0.0|104.88|1.0|4.0|28.0|5.0|-6.48|371.39|0.0|1.0|3.23|5.16e-05|0.0192|4.58e-05|0.0|1.14e-08|-0.04962|-1238.395767|1035.04|359.55|0.5339|304.01|472.52|-1238.174491|0.3535|-0.13921|-0.18883|0.0284695999999999|-1238.22919|3.9446|0.26|6585.0|6585.0
12k_a30|0|0|0.0|0|7.412764017000001|2|0.604984231|0.0|-0.001755273|-0.007818038|-0.029595542|2|0.042739018|-0.13882907|-0.44562817|0.0043261129999999|0.067265077|10.31162844|1|1|-0.4186541|1|0.838579475|0.001281277|0.883029843|0.7933543279999999|0|0.815083558|-0.079026221|-0.098188266|0.024177669|-52.35426525|-65.04897323|106.8195439|-0.035199567|10.61148425|0.0|-1.865577056|-34.68429919|2920.279667|539.9866061|0.291863802|15.93977881|0.893775698|6393.133321|193.3575303|32.93073182|0.0226150579999999|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|1.0|1.0|4.72|0.0|0.17|17.0|2.63|90.88|2.51|0.0|133.77|1.0|6.0|31.0|5.0|-6.19|428.51|0.0|0.0|2.57|3.59e-06|0.00154|1.19e-05|0.0|1.84e-07|-0.05055|-1690.302721|1200.31|357.15|0.2257|238.62|564.62|-1690.031103|0.1512|-0.14743|-0.19798|0.03357755|-1690.094082|5.0736|24.0|7.6144|7.6144
5_a18 (BIBF0775)|0|0|0.0|0|7.03438793|2|1.251175715|0.0|0.0160123|-0.005220163|-0.015946718|1|0.035478927|-0.0366107389999999|-0.391512249|0.002526619|0.0002403959999999|10.94702058|0|0|-0.453086741|0|0.7140745620000001|-0.001626287|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.068989967|-0.078246932|0.008501088|-52.09190866|-59.08151918|10.36586529|-0.029755876|4.846666751|50.25564119|-2.112667176|-39.33277643|3115.979466|636.6978809999999|0.184058942|18.98829281|0.937842434|7221.114573000001|138.97646310000002|27.535837|0.010831199|-477.1120625|1955.044427|1140.896548|8.178259299999999|0.0|1.0|1.0|4.42|0.0|0.32|18.0|3.69|76.5|3.52|1.0|155.95|1.0|8.0|37.0|3.0|-5.96|494.63|1.0|0.0|3.2|8.590000000000001e-07|0.000425|1.91e-06|0.0|6.18e-10|-0.04938|-1572.313227|1446.02|378.13|0.4825|378.13|691.68|-1571.843719|0.4825|-0.13154|-0.18092|0.02305362|-1571.914419|2.8009|34.0|7.4685|7.4685
12af_a36|1|0|3.448611715|0|7.412764017000001|2|1.29704271|0.0|0.04293386|-0.00989889|-0.081537769|2|0.039953704|0.091263447|-0.6038322939999999|-0.00233752|-0.074383486|10.96037047|1|1|-0.505160213|1|0.859938421|-0.062279009|0.8631180940000001|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|0.021921402|-57.32748365|-73.23838519|89.56100543|-0.035153522|10.57220682|127.6527374|-2.003750775|-39.81177462|3013.98446|524.5103537|0.329759081|15.59375751|0.8141152220000001|6499.41155|229.0052411|36.42391023|0.0259433429999999|-236.4517911|2076.162883|757.7532208|18.01667275|0.0|1.0|0.0|4.98|0.0|0.17|17.0|1.65|98.3|1.49|0.0|138.06|1.0|7.0|33.0|5.0|-7.66|438.48|0.0|0.0|1.47|0.000292|128.0|0.000227|0.0|1.1800000000000001e-07|-0.05882|-1440.982935|1246.55|383.86|427.0|236.83|589.48|-1440.675702|0.0035|-0.13364|-0.19246|0.02886569|-1440.740243|9.4631|15.0|7.8239|7.8239
17_a3|0|0|0.0|0|6.823286122000001|0|0.605019885|0.0|0.188373421|-0.009450704|-0.118246266|2|0.047430556|-0.015463451|-0.349676046|-0.007540435|-0.041723219|10.31163036|1|1|-0.633373061|2|0.881253042|0.1789147639999999|0.838125715|0.773152968|1|0.803075623|-0.098658557|-0.096067661|0.010321361|-50.20132919|-48.88298017|234.4907116|-0.039557272|2.672377884|76.17242478|-1.344947254|-25.54439812|2196.728425|408.6362608|0.159937821|11.12358659|0.780420408|4839.543958|81.38261354|23.96047156|0.012803096|-346.0738521|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|3.13|2.65|0.0|21.0|4.66|92.93|2.37|0.0|95.5|1.0|2.0|23.0|3.0|-5.61|338.81|0.0|1.0|3.71|2.96e-06|1.0|1.18e-05|0.0|3.28e-08|-0.0720399999999999|-1731.75233|891.3|386.22|0.4062|386.22|393.58|-1731.6147670000005|0.4062|-0.13155|-0.20359|0.02878063|-1731.663157|4.8815|23.0|7.6383|7.6383
3b_a12|0|0|0.0|0|0.0|1|1.283824445|0.0|0.156777705|-0.007916598|-0.043495794|2|0.0375|-0.1215705419999999|-0.332497127|-0.004028952|-0.065558712|10.9540388|0|0|-0.547002361|1|0.914614654|-0.008328578|0.82914101|0.802482465|0|0.903204699|-0.064393592|-0.088443201|0.0103611969999999|-33.57216667|-46.11064215|41.13468455|-0.034016616|2.816328871|0.0|-1.326648015|-17.50314491|2186.64676|470.8937285|0.2311778089999999|10.88757628|0.64134753|4665.346939|120.5265876|23.06757345|0.0166212889999999|-280.3056362|899.6353646|406.0361621|8.665655511|1.0|0.0|1.0|3.82|2.98|0.05|18.0|3.14|37.28|3.99|0.0|102.53|1.0|3.0|24.0|3.0|-5.65|332.79|1.0|1.0|3.59|5.539999999999999e-05|0.0184|2.28e-05|0.0|7.91e-09|-0.07091|-1410.971864|915.37|328.51|0.5013|294.55|426.66|-1410.826913|0.2418|-0.15229|-0.2232|0.02444371|-1410.8759220000002|8.5678|49.0|7.3098|7.3098
13_a4|0|0|0.0|1|7.535296702|1|1.399843898|2.050136054|-0.210975191|-0.000990136|-0.019846488|1|0.044357639|-0.059300584|-0.04158572|0.012994083|-0.14818661|10.94205723|1|1|-0.143303992|1|0.645708528|-0.215746851|0.7986239909999999|0.6490618429999999|0|0.970027005|-0.050017793|-0.068249548|0.008746805|-24.48959182|-33.41617993|11.85953992|-0.0279998139999999|2.096831328|54.71349575|-1.091992764|-11.99053523|1910.137758|474.9422962|0.137460473|9.917593683|0.751144285|3983.972795|67.30306705|15.89399858|0.007566425|-355.01146810000006|619.8659446|373.9073307|3.704655033|1.0|1.0|0.0|3.39|2.87|0.16|17.0|4.15|30.71|2.9|0.0|90.06|1.0|2.0|22.0|2.0|-5.39|287.36|1.0|1.0|3.57|8.18e-05|0.0235|3.77e-05|0.0|6.28e-07|-0.03168|-898.3562912999998|893.0|297.09|0.2133|276.68|429.36|-898.2009630000001|0.1282|-0.17204|-0.20372|0.018124154|-898.2503529999999|3.7228|4.0|5.3979|5.3979
12h_a30|0|0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.046965756|-0.00737961|-0.06631353|2|0.043848238|-0.074988669|-0.391119352|0.001139238|0.001698966|10.31162898|1|1|-0.4708582289999999|1|0.669561738|0.008644634|0.888213143|0.64876559|0|0.763568404|-0.083127678|-0.09907575|0.017389133|-52.88851758|-63.03519645|89.66095835|-0.038417127|7.038974807000001|0.0|-1.882439244|-33.64938551|2848.98238|485.8069155|0.202025127|15.1759206|0.881277172|6252.192213|128.5349203|30.63031164|0.015886049|-379.1625034|1500.88527|618.6004214|10.10721793|1.0|1.0|0.0|4.63|0.0|0.14|17.0|3.18|81.65|3.2|0.0|127.24|1.0|5.0|30.0|5.0|-6.02|416.47|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.0|1.26e-07|-0.05347|-1675.011389|1132.06|353.22|0.1878|246.54|518.06|-1674.777786|155.0|-0.14889|-0.2023599999999999|0.03372393|-1674.838376|3.4138|9.0|8065.0|8065.0
20_a31|1|1|3.3852303|0|7.765993078999999|0|0.609420757|0.0|0.0469387759999999|-0.009722467|-0.057200812|0|0.03995614|-0.013040402|-0.476400874|-0.003484915|-0.020082435|10.31100269|3|3|-0.594513619|0|0.788133615|0.028036914|0.912372776|0.7507116140000001|1|0.7954270659999999|-0.085849869|-0.110195543|0.019334605|-53.79798102|-69.0542431|64.42171513|-0.033537774|7.592555532|75.10345696|-1.542737604|-33.71260536|2576.1287230000003|498.4558574|0.289292958|15.48343758|0.86775525|5678.167489|181.2859728|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|3.46|2.74|0.26|19.0|4.38|140.04|1.1|0.0|110.47|1.0|7.0|27.0|4.0|-6.39|397.52|0.0|1.0|3.6|1.24e-06|0.000493|3.66e-05|0.0|2.23e-08|-0.06065|-1880.768349|1113.19|350.43|0.2011|350.43|560.67|-1880.538664|0.2011|-0.1483|-0.20895|0.0336943|-1880.599777|4.9218|8.0|8.0862|8.0862
14a_a3|0|0|0.0|0|6.823286122000001|0|0.6050202020000001|0.0|0.111575338|-0.009312773|-0.1160619169999999|3|0.043464052|-0.143740653|-0.363198151|-0.00603969|-0.039177314|10.3116301|1|1|-0.582572884|3|0.882394075|0.164994144|0.822587422|0.8255789570000001|1|0.790894937|-0.091731577|-0.094609848|0.0140376889999999|-45.12132248|-46.53709886|256.5548327|-0.036792719|3.396421044|83.70773843|-1.324537874|-22.1944701|2160.698862|389.0288018|0.239123122|10.24853699|0.930491715|4716.423352000001|117.6209094|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|3.27|2.2|0.06|21.0|3.71|105.82|1.04|0.0|93.25|1.0|2.0|23.0|4.0|-6.42|319.38|0.0|1.0|2.76|3.54e-05|0.0113|0.000103|0.0|1.28e-07|-0.06736|-1327.513792|822.33|383.1|0.4524|383.1|373.85|-1327.354384|0.4524|-0.1321|-0.19946|0.02860456|-1327.403067|4.6689|0.03|7.5229|7.5229
16_a15|0|0|0.0|0|0.0|0|0.300207157|0.0|0.072882981|-0.008593957|-0.463771194|2|0.035555556|-0.003882928|-0.4898555739999999|-0.009769916|-0.109386268|10.31928197|0|0|-0.528097878|2|0.787100127|0.080837546|0.77948108|0.72660548|0|0.723597405|-0.08870471|-0.101500719|0.0070920509999999|-60.63825695|-69.38556779999999|53.93878231|-0.039472502|3.31414791|17.68542055|-2.131515106|-41.45211893|3173.773379|494.6488764|0.131539493|11.720499900000002|0.7238723509999999|6931.531554000001|89.91997762|31.07023998|0.009783192|-503.7568532|1677.792959|728.353441|6.687758643|1.0|0.0|1.0|3.59|2.93|0.08|24.0|6.02|115.58|1.72|0.0|124.45|1.0|6.0|32.0|6.0|-6.27|446.52|0.0|1.0|3.59|9.89e-07|0.000442|6.14e-06|0.0|6.1e-10|-0.04082|-1770.509465|1229.58|300.24|0.3809|297.1|600.98|-1770.217907|0.1409|-0.16871|-0.20953|0.06079704|-1770.281427|11.7447|21.0|7.6778|7.6778
16_a4|0|0|0.0|1|7.535296702|1|1.398650725|1.843196334|-0.219944434|-0.00228637|-0.095499301|1|0.04501634|0.007101649|-0.089168424|0.0067511459999999|-0.148022089|10.94592242|1|1|-0.214481956|1|0.490768328|-0.0894138519999999|0.8366279120000001|0.482473457|0|0.7898461090000001|-0.073335635|-0.080093659|0.013727656|-36.11951685|-39.44800181|13.51923899|-0.033372358|3.330045338|74.430775|-1.201404885|-17.789707500000002|2101.6948030000003|389.0176968|0.167538305|10.19502391|0.837568182|4520.2597670000005|82.51653675|19.74465314|0.0115138339999999|-327.4903335|710.807513|322.8922084|5.67083266|1.0|1.0|0.0|3.26|3.08|0.11|17.0|4.96|30.71|3.44|0.0|85.02|1.0|2.0|23.0|4.0|-5.64|309.31|1.0|1.0|3.91|0.0001199999999999|0.0371|3.68e-05|0.0|4.33e-07|-0.03965|-1057.494456|856.55|293.41|0.2213|274.85|407.99|-1057.3808390000002|0.1006|-0.17375|-0.2134|0.01638524|-1057.429593|1.9873|343.0|6.4647|6.4647
10_a3|0|0|0.0|0|6.823286122000001|0|0.605017375|0.0|0.190318474|-0.010609861|-0.1152010919999999|3|0.034166667|0.017396832|-0.381954986|-0.008037672|0.018484177|10.31162304|1|1|-0.616256033|3|0.8947911009999999|-0.140523767|0.8136572320000001|0.834020779|1|0.747406318|-0.1007256719999999|-0.0989320009999999|0.014615264|-46.64544572|-45.8148076|248.0820067|-0.0359752729999999|3.134330682|80.37219813|-1.187184014|-21.60122201|2098.79955|346.1193167|0.293370676|8.559361451000001|0.701266803|4600.496436|135.8581743|23.57661855|0.023470578|-191.3775649|778.0284121000001|311.6695405|10.86908195|0.0|1.0|1.0|3.02|1.78|0.0|21.0|3.41|105.82|1.2|0.0|88.28|1.0|2.0|22.0|4.0|-6.44|305.36|0.0|1.0|2.52|5.07e-05|0.0155|0.000145|0.0|3.06e-07|-0.06238|-1288.190838|830.63|362.35|0.2124|230.67|323.26|-1288.050987|0.0463|-0.15011|-0.21249|0.04080931|-1288.097561|9.3381|7943.0|5.1|5.1
9_a47|0|0|0.0|0|0.0|0|1.3818994059999998|0.0|0.00410268|-0.008501246|-0.1789147139999999|2|0.037492877|-0.043270202|-0.382556052|-0.009607222|0.022031244|10.93671087|0|0|-0.4477815529999999|2|0.7033922579999999|0.046690958|0.853035126|0.689770023|1|0.805149969|-0.084368438|-0.0969292319999999|0.009540986|-44.13640712|-50.70744657|107.3271659|-0.036925422|2.611122094|0.0|-1.550867715|-23.08946904|2292.652212|421.2052248|0.209348023|10.93281031|0.93384951|5212.504394|109.5180831|24.43189048|0.015793737|-304.1026787|1026.1394|442.7664664|8.262317504|1.0|1.0|1.0|2.87|2.78|0.05|22.0|5.61|58.04|2.99|0.0|101.46|1.0|3.0|26.0|4.0|-5.26|345.37|0.0|1.0|4.09|4.29e-06|0.00148|6.3e-06|0.0|3.4000000000000003e-09|-0.05037|-1149.090086|959.59|333.44|0.2294|215.89|406.35|-1148.896866|0.2208|-0.1545099999999999|-0.20488|0.03463008|-1148.949486|3.4815|25.0|7.6|7.6
16i_a32|1|1|3.352437091|0|7.765993078999999|0|0.6094207429999999|0.0|0.175604846|-0.0146198339999999|-0.075706124|0|0.0439583329999999|-0.056414399|-0.7748511779999999|-0.003511776|-0.104899053|10.31100265|3|3|-0.700853898|0|0.801401734|0.134577711|0.8829894|0.761506727|1|0.801494708|-0.0857355019999999|-0.114771536|0.022335011|-56.03343427|-75.01027196|90.08098301|-0.036726892|9.540239197|32.3175507|-1.836344582|-36.62130242|2770.767996|523.8261846|0.281035887|12.57892808|0.836873682|6355.471589|183.6742715|33.38593207|0.021112022|-286.2130831|1669.296604|636.0251562999999|13.79800742|1.0|1.0|1.0|3.75|3.16|0.3|19.0|4.85|149.27|1.34|0.0|116.75|1.0|8.0|29.0|5.0|-5.93|427.54|0.0|0.0|3.96|9.25e-08|3.96e-05|8.18e-06|0.0|4.01e-08|-0.05044|-1995.307733|1175.51|342.72|0.2857|342.72|573.38|-1995.055356|0.2857|-0.14976|-0.2002|0.02810109|-1995.11813|4.0568|6.0|8.2596|8.2596
16a_a10|0|0|0.0|1|7.535296702|1|1.325756911|2.041062372|-0.187414728|-0.00230615|0.023926176|2|0.0334858389999999|-0.085711535|-0.152205915|0.011207938|0.014886502|10.92947902|1|1|-0.1948324069999999|2|0.748039584|-0.068377262|0.813036304|0.72613292|1|0.916148686|-0.052574986|-0.076950669|0.013872737|-36.408063|-53.28817038|77.68598956|-0.026063936|6.652715932|99.81657855|-1.615964058|-25.21250404|2862.681038|634.4309626|0.272940681|15.88633689|0.862035195|6366.0631060000005|189.0108247|24.82496066|0.014796066|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|1.0|1.0|4.11|4.46|0.3|21.0|5.19|56.07|2.47|0.0|133.66|1.0|9.0|33.0|5.0|-5.91|439.55|1.0|1.0|4.24|6e-06|0.00264|6.76e-06|0.0|3.18e-09|-0.04647|-1395.158387|1310.44|320.22|0.3843|221.33|629.65|-1394.797092|0.0841|-0.1605|-0.20697|0.02819643|-1394.861824|4.6574|47.0|7.3279|7.3279
9b_a31|1|0|3.338934004|0|7.765993078999999|1|0.610136326|0.0|0.010411229|-0.0141390689999999|-0.070525429|0|0.03995614|-0.045938305|-0.706953442|-0.0050444109999999|0.014628521|10.31169871|2|2|-0.554573699|0|0.811212624|0.01752821|0.899394425|0.77051712|0|0.669120552|-0.103937658|-0.131125311|0.034595809|-63.73317225|-80.40427495|152.8702381|-0.039058603|13.00794571|552.0968813|-1.835754351|-39.08032306|2534.356888|410.2957125|0.310824817|15.2652837|0.88518099|5524.468603|190.5935925|34.75199071|0.025089192|-231.99935|1633.343563|524.0230338|15.38435497|1.0|1.0|1.0|3.58|2.76|0.32|16.0|3.5|117.37|0.86|0.0|103.36|1.0|7.0|27.0|5.0|-6.77|384.45|0.0|1.0|3.0|1.76e-05|0.00675|0.000137|0.0|1.44e-07|-0.0422899999999999|-1578.839267|1091.21|322.58|0.2732|224.94|562.68|-1578.604164|0.2627|-0.15907|-0.2013599999999999|0.03769117|-1578.665571|6.8028|63.0|7.2007|7.2007
6_a15|0|0|0.0|0|0.0|0|1.419941278|0.0|-0.199979249|-0.00951284|-0.048804012|1|0.042926829|0.106485923|-0.513693384|0.001080419|0.011857945|10.95880677|0|0|-0.35221474|1|0.8511056929999999|0.0371776429999999|0.7248900659999999|0.810779115|0|0.859308431|-0.07051817|-0.123000073|0.02948637|-41.14459066|-71.76572566|105.4415725|-0.0307500179999999|10.03794313|55.65697829|-1.599000943|-24.00625743|2454.904173|501.3728188|0.4180252789999999|10.02135591|0.640136254|5589.043165|243.9013805|30.82854077|0.029449813|-95.65807914|1603.08412|592.4420375|17.18281248|1.0|0.0|1.0|3.29|4.03|0.23|18.0|5.26|61.84|2.18|0.0|109.7|1.0|7.0|28.0|5.0|-5.33|380.44|1.0|1.0|4.11|2.16e-06|0.000823|7.32e-06|0.0|1.13e-08|-0.02419|-1263.0243449999998|1092.02|328.9|0.2616|285.52|545.21|-1262.75978|0.0113|-0.15714|-0.18133|0.01711539|-1262.820532|1.9421|35.0|7.4559|7.4559
11_a27|1|0|2.680511093|0|7.535296702|1|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|-0.003527607|2|0.042533875|-0.080272515|-0.344117757|0.004538653|-0.0864111069999999|10.93910312|0|0|-0.488734846|2|0.734834532|-0.0357410779999999|0.8629676709999999|0.7146215429999999|1|0.7645505|-0.079921166|-0.094820973|0.016171515|-42.27430065|-50.15555389|143.3238715|-0.034296948|4.524597532|72.60399149|-1.611956546|-22.36099135|2339.465471|404.4089873|0.1911041289999999|9.562117063|0.82770457|5186.240841|101.0845293|22.42732497|0.012694323|-326.780942|1054.084273|504.209846|6.714661907000001|1.0|1.0|0.0|3.95|0.0|0.35|16.0|1.67|61.88|3.06|0.0|106.33|1.0|2.0|26.0|4.0|-6.47|345.4|1.0|0.0|2.04|0.000207|0.0716|9.45e-05|0.0|8.2e-07|-0.05985|-1122.456105|974.29|499.21|0.3492|370.92|415.32|-1122.190727|0.0793|-0.1022|-0.16205|0.0226944|-1122.242519|4.2894|5.0|8301.0|8301.0
4k_a46|0|0|0.0|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.0049602|-0.088084767|1|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|1|-0.3860697829999999|1|0.78837943|-0.003017362|0.787615341|0.784722915|0|0.8789113709999999|-0.091943864|-0.086581945|0.007038271|-49.65634024|-46.76051618|171.92614719999997|-0.0306644389999999|2.052909907|0.0|-1.471893066|-26.8180173|2104.876032|474.67574630000007|0.126761926|9.829220349|0.7163519709999999|4685.0322320000005|68.46061366|18.96506421|0.006892404|-403.1511415|910.3230822|519.5743695|3.722397006000001|1.0|1.0|1.0|3.8|3.03|0.33|17.0|4.77|50.94|2.84|0.0|100.96|1.0|2.0|25.0|3.0|-5.46|333.43|1.0|1.0|3.79|1.5e-05|5.0|1.4800000000000002e-05|0.0|2.48e-07|-0.01712|-1053.433249|1001.96|278.71|0.2259|228.63|500.36|-1053.196897|0.1505|-0.18542|-0.20254|0.03653474|-1053.249847|5.7714|0.08|7.0969|7.0969
