molecula|NaaNH|n9FaHRing|SaaNH|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1c|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|GRAVp|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4r_a46|0|0|0.0|1|7.832410927000001|1|1.13129629|2.051582577|-0.173617329|-0.002826188|-0.074041799|2|0.044728682|-0.15196733|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|1|1|-0.246070691|2|0.7794598220000001|-0.077483502|0.8549242340000001|0.76719475|0|0.8478197820000001|-0.079297367|-0.081339886|0.011446215|-42.06465252|-43.14814202|176.18445569999997|-0.0259595379999999|3.220912917|0.0|-1.220098292|-22.31391864|2137.47734|449.7405899|0.285368722|10.69131411|0.839885604|4775.760774|151.3787482|19.26963463|0.015225417|-227.7097083|905.6728276|496.0386301|8.076584289|0.0|1.0|1.0|3.82|2.89|0.35|17.0|3.43|63.83|1.52|0.0|97.9|1.0|3.0|25.0|4.0|-6.83|334.41|1.0|0.0|2.7|0.00081|271.0|0.000279|0.0|5.64e-07|-0.03073|-1069.447946|986.04|274.25|0.1404|274.25|467.85|-1069.231407|0.1404|-0.18999|-0.2207199999999999|0.02826942|-1069.284137|3.5979|1413.0|5.8499|5.8499
11a_a5|1|0|2.9781886010000003|0|6.605297921|0|1.212363224|0.0|-0.165418719|-0.002894726|0.052217882|2|0.021060606|-0.052944925|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|1|1|-0.254944026|2|0.7505403709999999|-0.037220974|0.773417838|0.7410766209999999|0|0.89343434|-0.064565402|-0.071517578|0.011860803|-46.13206353|-51.09940261|61.32301293|-0.026223112|6.055083705|14.47576249|-1.573386716|-32.96141947|2727.027899|638.3599998999999|0.259134725|18.25640338|0.874191508|5756.783268|185.1520983|25.28995251|0.014482324|-344.1971057|1517.39715|835.912531|10.34763929|0.0|1.0|1.0|3.53|3.68|0.3|23.0|6.55|63.69|3.05|0.0|128.51|1.0|7.0|32.0|4.0|-4.54|424.54|0.0|1.0|5.16|5.63e-08|2.39e-05|3.95e-07|0.0|1.18e-10|-0.03694|-1339.8362619999998|1272.7|302.86|0.5473|281.57|578.8|-1339.493223|0.1838|-0.16735|-0.20429|0.03340977|-1339.555805|3.6525|81.0|7.0915|7.0915
17c_a50|0|1|0.0|2|7.934155233999999|2|1.347835869|4.349159921|-0.212075666|-0.002676029|0.024219848|2|0.031870748|0.021572081|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|2|2|-0.2256811219999999|1|0.762883243|-0.139943634|0.816442883|0.728169863|1|0.89719894|-0.051905615|-0.073693343|0.021675174|-35.70979598|-50.69922125|133.46240020000002|-0.021745577|10.25908547|94.15397246|-1.32648017|-24.567468100000003|2951.495914|617.2509739|0.430249571|16.45688922|0.98033276|6438.380804|296.00120400000003|26.25785813|0.0232952879999999|-95.97318605|1601.729346|849.1345426000001|16.02658985|0.0|1.0|1.0|4.12|3.61|0.35|20.0|3.53|61.0|1.91|0.0|134.28|1.0|6.0|33.0|5.0|-6.96|440.54|1.0|0.0|3.1|0.000158|0.0698|3.75e-05|0.0|1.6100000000000005e-07|-0.03121|-1411.187392|1289.05|306.65|0.1814|292.44|596.23|-1410.838844|0.1801|-0.16697|-0.19818|0.02957871|-1410.902767|8.5146|69.0|7.1612|7.1612
21_a12|0|0|0.0|0|6.605297921|1|0.609915045|0.0|0.04375233|-0.008833375|-0.058516436|3|0.037992832|-0.213225401|-0.362168355|-0.003879878|-0.01367083|10.31140747|1|1|-0.522951134|2|0.923855679|-0.061915124|0.89838263|0.859899236|0|0.84827776|-0.068775342|-0.100098765|0.012230115|-34.60932333|-50.37198585|75.46830038|-0.036878492|3.097071518|0.0|-1.401382713|-17.416202300000002|2185.835701|426.8727514|0.229181643|11.18947411|0.8993077970000001|4652.242111|115.3294396|24.07584081|0.017360942|-272.5639702|914.8819508|380.2468615|8.736422872|1.0|0.0|1.0|4.05|2.81|0.12|17.0|2.25|78.41|1.82|0.0|98.16|1.0|3.0|23.0|4.0|-6.45|319.38|0.0|1.0|2.68|0.00015|48.0|0.000173|0.0|1.67e-07|-0.0546899999999999|-1327.479547|893.17|310.18|0.3665|264.64|397.31|-1327.347724|0.1668|-0.16784|-0.22253|0.02758166|-1327.397348|3.2551|22.0|7.6576|7.6576
12ab_a30|0|0|0.0|0|7.412764017000001|2|0.604983638|0.0|-0.026189286|-0.008528077|-0.030346359|2|0.043854875|0.018023992|-0.520212725|0.003529389|0.038312857|10.31162784|1|1|-0.384942092|1|0.8397577820000001|0.078325164|0.855880335|0.794193541|0|0.7997534890000001|-0.082740301|-0.1008879709999999|0.031588146|-58.23149599999999|-71.0035788|119.79740259999998|-0.031859359|15.64609074|0.0|-1.815983471|-40.9825333|3118.431712|562.8556061|0.3960470239999999|15.6704374|0.856003642|6918.884105|278.7324985|37.1257096|0.030534507|-146.321375|2116.165447|792.3440337000001|21.48976996|1.0|1.0|1.0|4.87|0.0|0.21|17.0|2.63|100.11|2.2|0.0|140.26|1.0|7.0|33.0|6.0|-6.39|458.54|0.0|0.0|2.52|2.47e-06|0.00113|9.94e-06|0.0|1.47e-07|-49.0|-1804.824495|1275.19|355.06|0.1957|258.2|613.7|-1804.523449|0.1511|-0.14772|-0.19672|0.03368522|-1804.589076|7.4968|17.0|7.7825|7.7825
13e_a6|1|0|3.433539068|0|6.842683282|0|1.429020445|0.0|-0.089778965|-0.006882528|-0.008507023|2|0.044021739|0.018376555|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|1|1|-0.462344944|2|0.841211811|0.102257199|0.827254552|0.790249345|1|0.861676601|-0.074242826|-0.093298845|0.0183790889999999|-49.62570093|-62.36320497|66.59852278|-0.032929004|8.211609879|0.0|-1.679379203|-33.17101912|2868.489025|575.965487|0.277469482|14.346067199999998|0.799234143|6147.8097210000005|185.4673146|30.46313253|0.019543118|-297.4895642|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|3.51|2.79|0.08|27.0|4.53|103.17|0.92|0.0|123.82|0.0|5.0|32.0|5.0|-6.52|417.47|0.0|1.0|3.31|7.74e-06|0.00323|1.65e-05|0.0|6.59e-11|-0.07534|-1347.297639|1202.5|381.78|0.8312|207.04|567.24|-1347.014564|0.0104|-0.1327|-0.20804|0.03809808|-1347.074898|13.2999|12.0|7.9208|7.9208
7g_a8|1|0|3.095238804|1|7.535296702|1|1.39137419|1.336155045|-0.092384028|-0.01002363|-0.067360394|0|0.0448526079999999|-0.030968098|-0.481134236|-0.00087806|-0.027838247|10.9431888|1|1|-0.418049442|0|0.627990269|0.098510683|0.79995525|0.606087461|0|0.699376143|-0.107714754|-0.1122315669999999|0.031841955|-64.55562181|-67.26263865|144.290464|-0.045912914|11.43714084|56.75323443|-2.020168201|-38.68948451|2802.2242920000003|419.1502102|0.193261535|14.3346384|0.8889952590000001|6293.364606|115.825531|34.10836993|0.018613449|-367.6690814|1500.768277|509.2753308|11.15541466|1.0|1.0|0.0|3.29|3.32|0.04|23.0|4.66|80.04|3.4|0.0|108.0|1.0|3.0|30.0|5.0|-5.63|399.37|0.0|1.0|4.14|1.67e-06|0.000667|3.59e-06|0.0|1.23e-08|-0.06621|-1374.493069|1053.9|327.36|0.5165|327.36|507.78|-1374.291597|0.5165|-0.15508|-0.22129|0.03974865|-1374.3479960000002|12.9547|21.03|4.6772|4.6772
4e_a49|0|0|0.0|1|7.535296702|1|1.343847746|2.085628989|-0.076526919|-0.006602016|-0.074495823|2|0.036555556|-0.080255074|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|1|1|-0.403194204|2|0.7541604690000001|0.0063958109999999|0.856023531|0.731643066|1|0.757062331|-0.09422276|-0.087866673|0.017142176|-57.79309816|-53.89448633|313.22432680000003|-0.029288891|6.449206277999999|60.11195021|-1.493733437|-35.44835874|2675.626006|464.3567821|0.349671525|15.01788083|0.892633982|5950.361470000001|214.47685|27.6242383|0.023622273|-184.4129453|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|3.35|2.89|0.22|21.0|2.83|92.93|1.25|0.0|114.08|1.0|6.0|30.0|5.0|-7.52|399.45|0.0|1.0|2.42|0.000528|211.0|0.000305|0.0|4.35e-08|-0.06461|-1313.199448|1128.64|327.34|0.2273|216.37|504.63|-1312.924353|0.0789|-0.1585099999999999|-0.2231199999999999|0.04133034|-1312.98289|4.8707|34.0|7.4685|7.4685
8a_a8|1|0|3.150966553|1|7.535296702|1|1.400027874|1.4114120369999998|-0.021925912|-0.014658222|-0.1950388569999999|1|0.040243056|0.027531877|-0.732911106|-0.0075336219999999|0.010118884|10.94671414|1|1|-0.5028388229999999|1|0.76592324|0.089031731|0.8220300859999999|0.7318727540000001|0|0.550829475|-0.131795179|-0.118763303|0.034374791|-78.93428863|-71.12928513|170.9592896|-0.049054408|12.33026525|84.91322996|-2.256502762|-47.27503672|2802.374154|329.9007832|0.23579367|14.52342059|0.927876056|6193.891189|141.2206861|38.44444383|0.025786572|-316.4749864|1768.444416|529.053307|15.44399996|0.0|1.0|0.0|3.37|2.64|0.05|23.0|2.72|112.23|1.9|0.0|109.21|1.0|4.0|30.0|5.0|-7.04|400.39|0.0|0.0|2.56|3.99e-05|16.0|7.28e-05|0.0|1.74e-07|-0.06922|-1367.776863|1061.5|399.45|0.2035|269.43|476.69|-1367.539526|0.1729|-0.13015|-0.19937|0.03213899|-1367.595683|6.8427|11.34|4.9454|4.9454
14p_a23|0|1|0.0|2|7.423568444|0|1.197963748|3.3252287430000003|0.044380583|-0.005975594|0.006191846|2|0.045165485|0.041987653|-0.310730878|0.009895793|-0.060144819|10.31321773|2|2|-0.4510651779999999|2|0.708395022|0.099883916|0.8683808959999999|0.669357479|1|0.923455749|-0.063033628|-0.080784473|0.0221104079999999|-42.52653933|-54.50240143|40.58186569|-0.033660197|10.06403753|84.65359899|-1.615689464|-28.69113861|3010.721939|623.0226425|0.248361701|16.84664803|0.868927227|6696.264498|167.5607773|30.21311441|0.0190667019999999|-339.5427625|1450.229492|646.2584547|12.86362369|0.0|1.0|1.0|3.48|3.28|0.04|26.0|3.89|128.81|2.39|1.0|125.0|1.0|5.0|32.0|5.0|-6.62|436.49|0.0|0.0|3.25|2.09e-06|0.0009109999999999|1.27e-05|0.0|3.39e-08|-0.09046|-1722.181612|1191.08|346.79|0.3802|346.79|573.24|-1721.933314|0.3802|-0.14774|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302|8.5302
18d_a25|0|0|0.0|1|6.842683282|0|1.193723212|1.918453956|-0.0881447869999999|-0.0029605|0.024310576|2|0.042843137|-0.031867489|-0.180590503|0.006452854|-0.070413428|10.31285314|1|1|-0.292727912|2|0.722349659|-0.03671629|0.838260077|0.696372329|1|0.937813705|-0.061527513|-0.076328248|0.011158458|-46.31109519|-57.45144813|70.58850837|-0.0281209329999999|6.3217245360000005|0.389087507|-1.602893201|-34.85786147|3113.122552|705.8822532|0.24206301|18.11893325|0.911437354|6876.316137000001|182.1982146|27.92623037|0.014219928|-388.2927768|1591.795131|883.4030667999999|10.70318668|1.0|1.0|1.0|3.66|3.57|0.11|27.0|5.98|111.51|2.4|1.0|143.37|0.0|7.0|35.0|4.0|-6.21|474.58|0.0|1.0|4.5|5.47e-07|0.00026|2.86e-06|0.0|5.92e-11|-0.07287|-1806.848384|1358.25|340.69|0.3986|219.39|664.72|-1806.514606|0.0389|-0.14723|-0.2201|0.03560672|-1806.582751|4.3658|232.0|6.6345|6.6345
19_a15|0|0|0.0|0|0.0|0|0.300209223|0.0|0.156105985|-0.009832375|-0.558905888|1|0.040555556|0.037722611|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|0|0|-0.571686169|1|0.7981860159999999|0.042424078|0.770451673|0.7358168620000001|0|0.691069123|-0.0946599869999999|-0.112106433|0.00527267|-54.70558911|-64.78818183|61.63983265|-0.042351319|1.761006946|15.76831619|-1.905809364|-31.61527447|2625.952212|399.3803987|0.077864438|10.26331993|0.681885245|5417.777463|44.99916039|26.54223128|0.005747326|-487.9183964|1194.400408|490.1808545|3.321475588|1.0|0.0|1.0|2.99|2.17|0.11|18.0|4.96|102.69|1.64|0.0|101.22|1.0|5.0|26.0|5.0|-6.22|369.44|0.0|1.0|2.88|7.56e-06|0.00279|4.1200000000000005e-05|0.0|7.28e-08|-0.0372399999999999|-1523.404372|1030.77|297.03|0.4895|297.03|519.04|-1523.196562|0.4895|-0.17018|-0.20742|0.04315771|-1523.254714|9326.0|72.0|7.1427|7.1427
16_a20|1|0|3.485659565|0|6.842683282|0|1.401259527|0.0|-0.014660441|-0.004705049|0.00695144|2|0.0388043479999999|0.126359252|-0.254072625|8.23e-05|-0.061975089|10.93301779|1|1|-0.458484451|2|0.7582110409999999|-0.085041518|0.809440795|0.724665638|1|0.915005572|-0.066137353|-0.077793092|0.011604018|-43.51359744|-51.18223058|69.28224942|-0.029561375|5.023018225|3.46788153|-1.47806874|-28.6288015|2722.728332|602.0075202|0.219891897|15.24926152|0.8673208|5896.394536|144.672972|24.9314775|0.013439632|-368.5817657|1246.573875|664.4562602999999|8.84230625|0.0|1.0|1.0|3.5|3.13|0.08|27.0|5.46|78.25|2.2|0.0|121.69|0.0|4.0|31.0|4.0|-5.42|401.46|0.0|1.0|4.37|8.68e-07|0.000349|2.17e-06|0.0|3.0500000000000005e-11|-0.05909|-1275.900951|1174.61|347.26|0.3431|207.2|554.41|-1275.636924|0.1958|-0.1481299999999999|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
16a_a32|1|1|3.357452523|0|7.765993078999999|0|0.6094207620000001|0.0|0.205693867|-0.014399612|-0.0848387459999999|0|0.03995614|-0.053745649|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|3|3|-0.707456102|0|0.859696525|0.039965071|0.909908319|0.81143469|1|0.756542831|-0.090389538|-0.119471489|0.020664867|-56.2527503|-74.35152328|92.00611646|-0.037168908|8.003570876|66.13699638|-1.6726008419999998|-35.00816569|2615.514164|470.82456669999993|0.303179963|13.08168264|0.8211379000000001|5746.082161|188.6800971|33.19592405|0.023475264|-244.9767673|1493.816582|532.685565|14.6095244|1.0|1.0|1.0|3.53|2.66|0.22|19.0|3.79|152.07|0.88|0.0|108.86|1.0|7.0|27.0|4.0|-6.85|398.51|0.0|1.0|3.06|3.2e-06|0.00128|9.14e-05|0.0|5.04e-08|-0.0567299999999999|-1896.81177|1096.48|341.42|0.2859|341.42|535.63|-1896.589348|0.2859|-0.15045|-0.20718|0.04088655|-1896.649286|1.8274|11.0|7.9586|7.9586
11b_a31|1|0|3.248213341|0|7.765993078999999|1|0.610137403|0.0|0.078614731|-0.01950528|-0.172248605|0|0.043380952|-0.078907688|-0.838727032|-0.014385937|-0.1488994619999999|10.31169957|2|2|-0.564706551|0|0.833717183|0.067031897|0.889561759|0.7943850720000001|0|0.545458754|-0.143839236|-0.148709304|0.037758271|-80.0942166|-82.80602396|286.7721447|-0.044612791|11.70737909|87.78853803|-1.784511651|-44.59898223|2410.572158|303.7286124|0.330276165|12.96936635|0.8986339170000001|5202.545866|183.9081702|37.09261324|0.0314298879999999|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|1.0|1.0|3.41|2.29|0.24|16.0|3.25|125.57|0.79|0.0|92.51|2.0|5.0|25.0|6.0|-6.73|357.38|0.0|1.0|2.69|1.82e-05|0.00649|0.000178|0.0|3.59e-06|-0.03574|-1520.085181|969.71|322.57|0.2634|322.57|479.66|-1519.909742|0.2634|-0.15936|-0.1951|0.04215313|-1519.967224|4.7518|0.53|6.2757|6.2757
27c_a34|0|0|0.0|1|7.412764017000001|1|1.4335249819999998|1.996958431|0.02583752|-0.014036512|-0.1450543259999999|1|0.041728395|-0.08157574|-0.80008116|-0.008017781|-0.028344637|10.95447877|1|1|-0.543350914|1|0.850511415|-0.0360159139999999|0.8353837409999999|0.804740647|0|0.631065353|-0.114233896|-0.12597014|0.0304948179999999|-76.84420762|-84.73908278|176.7076265|-0.042782312|13.79934071|119.8660257|-2.26746252|-51.69246989|2921.328444|424.51250080000005|0.261802571|15.31184469|0.738272657|6308.331369|176.1124482|38.98592708|0.022975949|-320.4669239|2066.254135|673.8038326000001|15.45573273|1.0|1.0|1.0|3.55|3.11|0.12|23.0|3.34|104.29|1.71|0.0|119.71|1.0|6.0|32.0|5.0|-6.85|427.46|0.0|1.0|2.83|1.7800000000000002e-05|0.00759|3.52e-05|0.0|2.13e-08|-0.03792|-1426.521813|1203.69|316.4|0.2385|289.89|558.04|-1426.246896|0.0093|-0.1589|-0.19682|0.03913684|-1426.31053|9.6148|0.8|6.0969|6.0969
22_a47|0|1|0.0|1|6.86171134|0|1.408617385|1.202720059|0.048272293|-0.010579222|-0.150248628|2|0.043695652|-0.029311184|-0.507802654|-0.006808306|-0.075111395|10.95023117|1|1|-0.538310301|2|0.612295986|-0.077787113|0.890264057|0.591185263|1|0.698649132|-0.080744803|-0.089280419|0.022154032|-47.64347429|-52.67991531|12.19999546|-0.031744149|7.713126784|54.21581266|-1.42848671|-28.11203407|2692.510471|412.2379505|0.390313552|12.91589555|0.8569791179999999|6107.923371|230.3045281|30.72175314|0.031534452|-129.440987|1382.478891|482.9384172|18.60690504|0.0|1.0|1.0|3.31|3.16|0.1|21.0|4.85|84.73|2.97|0.0|104.64|1.0|5.0|29.0|6.0|-6.58|394.38|0.0|1.0|3.41|3.6e-05|0.0142|4.16e-05|0.0|2.06e-08|-0.0612399999999999|-1375.05033|1027.32|308.65|0.3367|258.55|466.95|-1374.857521|0.0799|-0.16704|-0.22828|0.02840507|-1374.914437|5.7009|1.0|9.0|9.0
8g_a12|1|1|2.897921027|0|6.580639137|1|1.28383574|0.0|0.10205033|-0.0084227909999999|-0.029907264|2|0.038347953|-0.038463841|-0.40429396|0.005898773|-0.094550033|10.95472263|1|1|-0.532504083|1|0.804158158|-0.04981165|0.80546986|0.7714487940000001|1|0.8576253690000001|-0.076856227|-0.1045061519999999|0.008910823|-42.39297373|-57.6443411|84.95000993|-0.042752517|2.7111119089999995|0.0|-1.881110729|-23.38345638|2506.427441|473.055878|0.09833304|12.83559677|0.864880588|5327.736626|54.23932676|26.15353224|0.007890315|-443.109365|1150.7554189999998|480.0590283|4.352203029|0.0|1.0|1.0|4.07|2.51|0.1|21.0|2.07|78.85|2.89|0.0|109.93|1.0|3.0|27.0|5.0|-6.28|353.38|0.0|0.0|2.77|4.15e-05|0.0146|4.61e-05|0.0|9.98e-09|-0.06432|-1154.321531|989.66|332.31|0.3786|294.8|418.41|-1154.121362|0.1601|-0.1520099999999999|-0.21633|0.03954539|-1154.173831|4.2131|3715.0|5.43|5.43
9c_a31|1|0|3.410619646|0|7.765993078999999|1|0.610135804|0.0|0.031715924|-0.013082561|-0.055520387|0|0.03482906|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.1047269419999999|10.311698300000002|2|2|-0.546598398|0|0.8083148840000001|-0.000533581|0.8856644770000001|0.770283733|0|0.6746901059999999|-0.103325018|-0.128097622|0.030296721|-65.84728287|-81.63444414|153.5739377|-0.035867334|12.30439782|552.8237349999999|-1.7933667130000002|-41.96335759|2592.448925|429.9685721|0.329283294|15.04941978|0.837843885|5658.985169|209.8466636|34.07943198|0.024456662|-217.5897278|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|3.66|3.09|0.35|16.0|3.7|117.37|1.08|0.0|108.16|1.0|8.0|28.0|5.0|-6.53|398.48|0.0|1.0|3.32|5.85e-06|0.00233|6.94e-05|0.0|5.79e-08|-0.03249|-1618.157698|1147.93|322.12|0.2554|322.12|588.58|-1617.892493|0.2554|-0.15975|-0.19224|0.04177078|-1617.9568470000002|2.2323|0.42|6.3768|6.3768
7_a15|0|0|0.0|0|0.0|0|1.419941457|0.0|-0.2269896539999999|-0.010310394|-0.038088878|1|0.035075075|0.145944639|-0.494898891|-0.0013239329999999|0.038636783|10.95880715|0|0|-0.335491052|1|0.857287135|0.154068618|0.740089344|0.8115121240000001|0|0.841400327|-0.074406877|-0.110819329|0.036600739|-41.29775265|-61.50761094|103.8062879|-0.026500274|11.27499976|56.30310755|-1.2190126140000002|-22.92132733|2330.667514|466.9990754|0.551335598|9.971755103|0.657158418|5097.868552|306.0056033|32.78250222|0.042799094|56.98518567|1507.995102|474.9756287|23.75461091|1.0|0.0|1.0|3.16|3.14|0.15|18.0|4.64|61.84|1.74|0.0|99.77|1.0|7.0|26.0|5.0|-5.72|352.38|1.0|1.0|3.35|1.46e-05|0.00516|3.2e-05|0.0|6.41e-08|-0.0284899999999999|-1184.385377|1000.95|330.67|0.3463|279.33|499.86|-1184.168094|0.0169|-0.15605|-0.18454|0.01827873|-1184.224637|1631.0|227.0|6644.0|6644.0
8b_a31|1|0|3.37710223|0|7.765993078999999|1|0.610137861|0.0|-0.01883655|-0.013629145|-0.12841288|0|0.041161616|-0.130371116|-0.57242407|-0.010300564|-0.211457443|10.31170011|2|2|-0.510259793|0|0.928940547|-0.058494079|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|0.03234629|-63.04219151|-69.24221375|129.8921115|-0.040792077|8.823644775|472.8995873|-1.590890986|-32.92631065|2189.617009|317.3534883|0.296530645|11.79588561|0.920410507|4696.728592|154.8750114|30.28603362|0.02483711|-212.5400476|1181.155311|372.3224834|12.97217579|0.0|1.0|1.0|3.4|2.71|0.25|16.0|2.74|114.29|0.61|0.0|88.64|2.0|4.0|23.0|5.0|-6.87|328.39|0.0|1.0|2.52|8.97e-05|0.0294|0.000399|0.0|1.86e-06|-0.0325|-1386.852117|927.61|321.36|0.2643|321.36|439.96|-1386.681003|0.2643|-0.16015|-0.19265|0.03659821|-1386.734257|5.6001|2.2|5.6576|5.6576
18a_a22|0|0|0.0|1|6.842683282|0|1.194229718|1.854982521|-0.197348157|-0.003488994|-0.018344659|2|0.038167849|0.033735832|-0.19538364|0.007066388|-0.021976395|10.31286146|1|1|-0.296897301|2|0.760537197|-0.042139855|0.7881113679999999|0.722009212|1|0.926535704|-0.050645213|-0.076119803|0.01713283|-34.36220678|-51.6464295|29.59800426|-0.029276847|7.887046626|18.5219848|-1.5223960559999998|-23.31437056|2898.068989|628.6440468999999|0.289532802|13.72951861|0.950859191|6630.646100999999|196.4447473|27.95908297|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|3.49|3.17|0.08|27.0|5.11|100.61|2.13|1.0|131.64|1.0|6.0|32.0|4.0|-6.28|436.53|0.0|1.0|3.9|2.59e-06|0.00113|6.98e-06|0.0|3.95e-10|-0.0706799999999999|-1691.3151059999998|1211.84|355.95|0.3174|246.91|531.16|-1691.036502|0.0354|-0.1408|-0.21148|0.01932946|-1691.097989|5.3946|13.0|7.8861|7.8861
4a_a46|0|0|0.0|1|7.825245291|1|1.13463711|2.180332577|-0.214093513|-0.001042349|-0.008364558|2|0.0473245609999999|-0.137420119|-0.051075084|0.012632881|-0.11172225|10.96352058|1|1|-0.143806973|2|0.679741138|-0.215877982|0.8075680409999999|0.683616517|0|0.923958017|-0.05488948|-0.067863141|0.00935578|-28.50561609|-35.24319509|6.579492736000001|-0.022129285|2.523263761|55.05332552|-1.017947119|-14.80375017|2042.529911|479.8368017|0.2573736219999999|9.831485239|0.751302315|4481.754309|133.66119809999998|15.47527339|0.011380391|-252.0050978|711.8625758999999|480.9500663|5.910149982|1.0|1.0|1.0|3.76|2.8|0.35|17.0|4.46|43.6|2.35|0.0|96.74|1.0|2.0|24.0|3.0|-5.87|318.42|1.0|1.0|3.43|0.000117|0.0372|4.89e-05|0.0|1.53e-07|-0.02921|-994.237445|967.0|272.77|0.1694|272.77|467.4|-994.028172|0.1694|-0.19067|-0.21988|0.022810825|-994.079365|3.7138|181.0|6.7423|6.7423
9g_a24|1|0|2.931798469|1|7.273092596000001|0|1.427608366|1.7647373919999998|-0.318471716|-0.00106361|0.001126633|2|0.0279797979999999|-0.162313932|-0.0425444|0.0144065739999999|0.070915465|10.96318169|2|2|-0.079421802|2|0.683676657|0.13372961|0.859302479|0.657503038|0|0.8671367529999999|-0.064835725|-0.065668047|0.01876163|-32.080056199999994|-32.49188065|174.88817269999998|-0.021297745|4.593165278|0.0|-0.788016565|-15.87288497|2123.257348|429.0504306|0.518073552|10.69818114|0.746821416|4355.725609|256.3375151|21.8662148|0.033884884|17.88521849|809.0499476|341.3207334|16.76589519|0.0|1.0|1.0|2.8|1.78|0.06|22.0|2.93|72.28|0.64|0.0|87.53|1.0|3.0|23.0|4.0|-7.17|302.33|1.0|0.0|1.93|0.00323|977.0|0.0008179999999999|0.0|3.720000000000001e-07|-0.03585|-984.5891383|879.99|289.67|0.2444|236.07|400.47|-984.447764|0.1023|-0.17806|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675|7.1675
14a_a10|0|0|0.0|1|7.535296702|2|1.3438495730000002|2.156210368|-0.2090476269999999|-0.002047597|0.0437538159999999|3|0.035660377|0.027446544|-0.147427016|0.011509975|-0.045759336|10.92970798|1|1|-0.168193178|2|0.76857495|-0.011977878|0.770129205|0.740051323|1|0.911549451|-0.044416218|-0.070610745|0.0135610389999999|-32.23041637|-51.23835032|67.52851799|-0.018970051|7.140714112|134.15514270000003|-1.270993412|-23.38784787|3075.550631|661.4615097|0.457984122|18.88856367|0.8833450959999999|6754.660977|332.3339934|25.39690722|0.0219172279999999|-60.97724212|1701.592784|1003.968547|15.9041322|0.0|1.0|1.0|3.98|4.4|0.39|21.0|3.36|59.31|1.94|0.0|146.76|1.0|7.0|35.0|6.0|-6.82|468.59|1.0|0.0|3.43|6.159999999999999e-05|0.0288|1.58e-05|0.0|6.55e-09|-46.0|-1489.655581|1380.89|326.1|0.2835|222.16|645.26|-1489.42155|0.0005|0.2422099999999999|0.19621|-0.14757681|-1489.487381|4.8004|74.0|7.1308|7.1308
