molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|AATSC1c|SRW07|n6HRing|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC7i|AATSC1i|BIC2|MATS8s|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PPSA3|TPSA_x|WPSA3|WNSA3|GeomPetitjeanIndex|GRAVp|PNSA2|FPSA1|GeomRadius|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
4c_a46|0.0|0|0|0|0.0|0.139403726|7.825245291|1|2.137504882|-0.005085922|5.587248657999999|1|-0.111750026|-0.300069396|0.010177371|-0.051150771|10.94298307|-0.068256579|1|-0.165951544|-0.083788154|0.726862617|0.072412685|0|0.890777395|-0.063644365|0.305199509|0.013924723|-40.22007179|8.799732282999999|69.02325225|5.56099297|-25.41708422|0.450883931|2455.604167|-1050.664428|0.159246215|7.172412106|-663.9676426|22.31552819|-430.6788754|1249.669579|696.2528933|5.378517586|1.0|1.0|3.8|0.38|-7.62|5.11|57.01|2.0|0.0|115.03|5.0|4.0|389.49|1.0|0.0|-5.28|2.8e-06|0.00109|5.3e-06|0.00207|0.0|0.0|9.32e-06|-0.04381|5.4579|6.38|4.1026|683.75|1176.07|302.21|617.56|0.42391|0.02299741|-1245.176359|5.6972
6_a27|0.0|1|0|0|2.6137160880000003|0.0|6.823286122000001|0|1.7996617540000002|-0.007874167|4.727387819|2|-0.237047381|-0.330715016|0.00526746|0.075248207|10.93737136|0.081320966|1|-0.406859288|-0.179319226|0.787663648|-0.1322552659999999|1|0.785047616|-0.0786267609999999|0.344065059|0.020552125|-38.92545695|10.17466399|106.4156743|5.03713293|-19.27068071|0.47262982|2196.1151210000003|-668.5259238|0.2251796019999999|5.010042219|-330.96463430000006|22.12343713|-272.1086175|862.8140479|373.9912084|8.095338503999999|0.0|0.0|2.49|0.11|-6.67|3.48|76.46|0.0|0.0|92.65|2.0|4.0|317.34|1.0|1.0|-3.82|0.000242|0.0768|0.000153|0.0485|0.0|0.0|6.86e-05|-0.04793|5.5447|4.27|4.1391|526.9|896.68|299.55|401.49|0.3366099999999999|0.02494141|-1043.728133|9.0
8b_a12|0.0|0|0|0|0.0|0.0|0.0|1|0.0|-0.012630509|0.0|2|0.028584223|-0.618894925|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|0.047425677|0.006468729|0.7407532059999999|-0.010950243|0|0.740926309|-0.1053827859999999|0.4384536329999999|0.011257065|-60.97837482|6.513753986|149.9096134|3.769098814|-35.28434152|0.480938153|2388.888334|-1213.971783|0.111063646|6.373278096|-702.4489440000001|29.68794201|-450.1059006|1365.645333|510.3677388|5.416912474|1.0|1.0|2.57|0.1|-7.45|3.11|80.37|1.0|0.0|110.58|4.0|4.0|355.39|0.0|0.0|-4.01|7.890000000000001e-05|28.0|9.74e-05|0.0346|0.0|0.0|1.26e-05|-0.0589|4.2263|5.11|3.7446|611.93|1020.47|331.1|460.08|0.53425|0.03936706|-1159.2425119999998|6.58
5_a47|0.0|0|0|0|0.0|0.0|0.0|0|0.0|-0.009295857|0.0|2|0.003858593|-0.390426|-0.012670377|-0.002627182|10.9367109|0.045246333|0|0.0083528919999999|-0.0428873159999999|0.795032176|0.065981732|1|0.807957755|-0.087763105|0.526509524|0.009936558|-46.33853208|5.246458665|101.3974575|2.770107005|-24.46654029|0.4736061789999999|2368.870941|-793.5630764|0.218428796|5.861037845|-418.9977997|26.03444329|-297.3367046|1015.343288|416.1194472|9.240842159|1.0|1.0|2.79|0.0|-8.68|4.73|58.04|2.0|0.0|101.51|3.0|4.0|365.79|0.0|1.0|-5.5|2.25e-06|0.000824|3.18e-06|0.00116|0.0|0.0|7.590000000000001e-07|-0.05535|3.7083|4.37|3.7083|561.61|951.68|334.35|401.16|0.69291|0.03591467|-1569.258939|7.7
19l_a38|0.0|1|0|0|3.280796643|0.0|7.412764017000001|2|0.0|-0.007360265|5.351858133|2|0.103904811|-0.426895387|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|0.217841852|-0.191751024|0.839953955|-0.032569307|0|0.799611189|-0.079681862|0.51306986|0.0219046379999999|-51.6277901|14.19254029|129.8367176|9.195687319|-33.45088372|0.430111845|2921.048554|-1307.13389|0.262589769|6.568874137999999|-846.9234048000001|32.82593886|-307.64756780000005|1772.6006989999998|696.3887025|13.69020024|1.0|1.0|2.7|0.12|-7.28|4.03|81.23|2.0|0.0|135.78|6.0|4.0|427.48|0.0|1.0|-4.72|1.15e-05|0.0049|1.89e-05|0.00807|0.0|0.0|2.25e-05|-0.0603299999999999|3.6709|4.08|3354.0|660.04|1164.34|369.66|502.31|0.69413|0.02856649|-1409.37001|7.8633
3m_a32|0.0|1|1|1|3.575728458|0.0|7.773594467000001|1|0.0|-0.006290106|5.733341277|0|-0.0370712179999999|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|-0.065422345|-0.086806406|0.817967125|-0.0067207069999999|1|0.798023273|-0.084626325|0.317009723|0.013428623|-50.60363458|8.029854976000001|120.7751424|4.801577352|-30.25923462|0.4687361229999999|2588.590536|-729.9606772999999|0.325531778|7.0752395770000005|-436.4914018999999|24.05057475|-208.6520032|1082.275864|554.9424306|11.00984957|1.0|1.0|2.93|0.3|-7.38|7.02|128.01|2.0|0.0|110.36|3.0|4.0|394.51|0.0|1.0|-4.86|1.14e-06|0.000449|1.39e-05|0.00547|0.0|0.0|1.65e-05|-0.05731|3.5749|5.1|3.5749|641.52|1073.31|346.82|484.34|0.7026600000000001|0.0339106999999999|-1863.337677|7.6383
16c_a32|0.0|1|1|1|3.329674745|0.0|7.765993078999999|0|0.0|-0.01639019|5.733341277|0|-0.03152033|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|-0.036931818|3|-0.057356214|-0.229450999|0.8607827790000001|0.0482801729999999|1|0.773043206|-0.088841599|0.367322508|0.025791147|-53.00702241|15.38819548|135.41296|9.181311842|-31.62645048|0.463897164|2649.168528|-1002.268243|0.3153632939999999|6.313526111|-597.9997655000001|33.27140293|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|1.0|3.08|0.22|-6.99|5.64|149.27|1.0|0.0|107.14|7.0|5.0|399.49|0.0|1.0|-4.41|9.17e-07|0.000366|3.89e-05|0.0155|0.0|0.0|4.13e-05|-0.0505|3.6264|4.12|3.6264|639.66|1069.28|341.89|508.43|0.70198|0.02806787|-1916.536967|8.3468
16_a20|0.0|1|0|0|3.485659565|0.0|6.842683282|0|0.0|-0.004705049|4.727387819|2|0.126359252|-0.254072625|8.23e-05|-0.061975089|10.93301779|-0.062750442|1|0.211127741|-0.117308016|0.7478675859999999|-0.085041518|1|0.915005572|-0.066137353|0.382481746|0.011604018|-43.51359744|7.634605066000001|55.92018945|5.023018225|-28.6288015|0.464473378|2722.728332|-972.4623811|0.219891897|8.166385503999999|-639.8099471|24.9314775|-368.5817657|1246.573875|664.4562602999999|8.84230625|1.0|1.0|3.13|0.08|-10.52|6.38|78.25|2.0|0.0|121.69|4.0|4.0|401.46|0.0|1.0|-5.66|8.68e-07|0.000349|2.17e-06|0.0008699999999999|0.0|0.0|1.22e-08|-0.05909|5.9837|4.45|3.5704|686.59|1174.61|347.26|554.41|0.32553|0.03385502|-1275.6960869999998|7585.0
11a_a5|0.0|1|0|0|2.9781886010000003|0.0|6.605297921|1|0.0|-0.002894726|4.59511985|2|-0.052944925|-0.185262487|0.007993132|-0.1301505359999999|10.94877942|-0.02394636|1|-0.081506|0.006120569|0.73344478|-0.037220974|0|0.89343434|-0.064565402|0.369563711|0.011860803|-46.13206353|8.474559367000001|76.14130253|6.055083705|-32.96141947|0.466436596|2727.027899|-1124.186857|0.259134725|9.740948724|-803.2329738|25.28995251|-344.1971057|1517.39715|835.912531|10.34763929|1.0|1.0|3.68|0.3|-9.93|6.38|63.69|2.0|0.0|128.51|7.0|4.0|424.54|0.0|1.0|-6.4|5.63e-08|2.39e-05|3.95e-07|0.000167|0.0|0.0|5.019999999999999e-08|-0.03694|4.4033|4.83|4.0938|739.79|1272.7|302.86|578.8|0.6735|0.03340977|-1339.555805|7.0915
3o_a32|0.0|1|1|1|3.644417045|0.0|7.773594467000001|1|0.0|-0.006253394|5.733341277|1|-0.064818511|-0.306416317|-0.001411347|-0.117781901|10.3110027|-0.090297882|3|-0.117744493|-0.11221537|0.8214857240000001|-0.074509084|1|0.8377808240000001|-0.073742105|0.252703854|0.012519666|-42.51640563|7.218280399|93.52833522|4.161738248|-24.51306152|0.455089918|2488.133192|-825.5508427999999|0.214905181|6.392329273|-475.9757626|23.36733582|-328.7458915|1051.530112|541.0877621000001|7.532642302|1.0|1.0|3.06|0.32|-7.27|6.39|122.97|1.0|0.0|112.07|3.0|4.0|381.52|0.0|1.0|-4.73|1.89e-06|0.00072|1.87e-05|0.00714|0.0|0.0|2.04e-05|-0.05413|3.5333|2.35|3.5333|620.56|1049.14|350.9|464.85|0.70216|0.03088166|-1805.333039|6.6198
4_a38 (LY-2157299)|0.0|0|0|0|0.0|0.0|7.535296702|1|2.0959524330000003|-0.00638266|5.4161004020000005|2|-0.0501467259999999|-0.325515636|0.002865697|-0.159241692|10.9277672|-0.020954339|1|-0.083399128|0.0481706809999999|0.8099394329999999|-0.041794304|1|0.754313773|-0.092570349|0.459041332|0.01243241|-52.90108631|7.104736984|140.40206619999998|4.060137052|-30.23133173|0.487041509|2501.945802|-868.9660769|0.213882939|6.54753874|-496.5871888|23.51893991|-327.0140711|1105.390176|542.7276591|7.880803302999999|1.0|1.0|2.6|0.18|-7.13|3.69|86.69|1.0|0.0|108.18|3.0|4.0|369.42|0.0|1.0|-3.99|0.0001409999999999|52.0|0.000102|0.0375|0.0|0.0|2.75e-05|-0.06|4.65|3.95|3.78|617.61|1048.31|327.69|449.44|0.4|0.03652312|-1198.49738|7.1586
12ah_a36|0.0|1|0|0|3.456839001|0.0|7.412764017000001|2|0.0|-0.007648622|5.351858133|2|0.078459408|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|-0.050147748|1|0.133939811|-0.177407665|0.835013502|0.011674455|0|0.828405275|-0.0758457179999999|0.271553945|0.0184777819999999|-49.0084977|11.93961081|110.8777131|7.714903458999999|-31.66734951|0.468162246|2786.56479|-1232.13999|0.231093575|8.26712637|-796.1600443|32.04915319|-347.5133554|1602.457659|629.5017194000001|11.57242717|1.0|0.0|0.0|0.14|-7.18|3.35|69.2|1.0|0.0|128.76|5.0|4.0|415.88|1.0|1.0|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|0.0|0.0|2.77e-05|-0.05637|5.2259|3.79|3.7792|682.21|1148.39|328.07|532.36|0.40051|0.03300341|-1692.369929|7.9586
4b_a46|0.0|0|0|0|0.0|0.206072846|7.825245291|1|2.189591837|-0.00113356|5.587248657999999|2|-0.082722572|-0.058945144|0.012332859|-0.135121207|10.96200942|-0.111103941|1|-0.128843936|-0.123416853|0.7306307590000001|-0.263387881|0|0.935245062|-0.0524080009999999|0.27128814|0.007568202|-28.58477842|4.127907383|35.31914031|2.251475261|-15.59093155|0.428987199|2105.172229|-612.9404746|0.189531974|5.76401157|-334.31474760000003|15.43427855|-338.6757579|756.2796491|538.4165208|4.343611349|1.0|1.0|3.03|0.38|-7.2|4.69|43.6|1.0|0.0|101.7|2.0|3.0|332.44|1.0|1.0|-4.63|4.49e-05|0.0149|2.35e-05|0.00782|0.0|0.0|2.12e-05|-0.02729|4.5515|3.98|4.5515|588.79|1020.9|272.4|508.79|0.68682|0.02176759|-1033.378455|6.2612
14a_a3|0.0|0|0|0|0.0|0.0|6.823286122000001|0|0.0|-0.009312773|4.727387819|3|-0.143740653|-0.363198151|-0.00603969|-0.039177314|10.3116301|-0.172643335|1|-0.267665193|-0.094863591|0.7574238740000001|0.164994144|1|0.790894937|-0.091731577|0.21389849|0.0140376889999999|-45.12132248|6.904918591|102.8554977|3.396421044|-22.1944701|0.481997259|2160.698862|-651.519384|0.239123122|5.308770254|-320.4721558|23.78539971|-256.6424807|856.2743893999999|358.3503513|9.307045698|1.0|1.0|2.2|0.06|-6.89|4.28|105.82|0.0|0.0|93.25|2.0|4.0|319.38|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|0.0327|0.0|0.0|4.08e-05|-0.06736|3.2363|2.44|3.2363|528.91|822.33|383.1|373.85|0.69708|0.02860456|-1327.403067|7.5229
8_a47|0.0|0|0|0|0.0|0.0|7.252053952000001|1|0.0|-0.007835945|5.476463552|2|-0.087101663|-0.391797226|-0.008756|-0.153669322|10.93671024|-0.14203855|0|-0.177626636|-0.003223628|0.7847248109999999|-0.035681436|1|0.8497568740000001|-0.075955381|0.517797505|0.008687692|-44.09728708|5.043798869|87.2263982|2.928269795|-25.60148752|0.414302597|2621.772106|-956.0080185|0.180297967|6.492934319|-555.0279614|25.35407034|-371.2177396|1166.287236|559.4973856|7.509972037000001|1.0|1.0|3.21|0.13|-9.25|5.67|58.04|2.0|0.0|113.97|4.0|4.0|405.85|0.0|1.0|-6.19|2.56e-07|0.000104|6.490000000000001e-07|0.000263|0.0|0.0|2.28e-07|-0.05495|3.6696|4.91|3.6696|621.06|1071.62|337.87|433.38|0.6877800000000001|0.03283575|-1685.908004|7.3
2_a4|0.0|0|0|0|0.0|0.0|6.605297921|1|0.0|-0.00708265|4.59511985|1|0.08246129|-0.269140683|-0.001386521|0.090707854|10.95268469|0.076479666|0|0.127695325|0.228655117|0.802438682|0.11821091|0|0.742518847|-0.117395215|0.442778552|0.006330673|-49.45826819|2.667094277|108.4760726|1.123639184|-20.83662681|0.3961813179999999|1623.668791|-575.6333682|0.156892292|4.710383035|-242.5126903|18.96532986|-289.1005902|682.7518749|284.26458360000004|4.657326379|1.0|0.0|0.0|0.27|-4.83|2.12|45.15|0.0|0.0|79.59|2.0|4.0|253.3|1.0|0.0|-2.77|0.0066|1.67|0.00171|434.0|0.0|0.0|0.00374|-0.01612|5.8961|2.46|3.2230000000000003|458.73|764.77|384.69|333.36|0.4682|0.033037353|-819.8174190000001|7.5086
19b_a38|0.0|1|0|0|3.26554965|0.0|7.412764017000001|2|0.0|-0.008652352|5.351858133|2|0.013765516|-0.467227005|-0.006877664|-0.1381849369999999|10.96052467|-0.0697981979999999|1|0.035216067|-0.250781298|0.8295290000000001|0.019437461|0|0.7293105670000001|-0.086013549|0.336505882|0.0224393089999999|-53.38447032|13.92699891|168.00390359999997|8.643817972|-33.13317155|0.478948837|2897.652112|-1291.149559|0.240363041|7.159317935|-801.3543933999999|33.99385836|-322.28833010000005|1699.692918|593.6088758|12.76697997|1.0|0.0|2.37|0.14|-7.12|3.55|81.23|1.0|0.0|125.65|5.0|5.0|419.43|0.0|1.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|0.0|0.0|3.19e-05|-0.05031|5363.0|3.66|3.7509|646.81|1111.29|330.55|485.64|0.38952|0.03336932|-1431.2418630000002|7.9172
21_a34|0.0|0|0|0|0.0|0.0|8.002694162000001|2|1.88614418|-0.012535886|5.860786223|1|-0.125881566|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|-0.009996155|1|-0.201539853|-0.407759867|0.740092842|0.116926272|0|0.676390843|-0.09533089|0.527371706|0.034163186|-63.96857813|22.9240533|217.1470086|15.38241267|-42.9239565|0.4688149339999999|3115.110331|-1422.701428|0.271739906|7.253455092999999|-954.6558014|38.30514214|-306.332473|1953.562249|659.7484451|16.08669155|1.0|1.0|3.52|0.12|-7.68|3.64|86.55|1.0|1.0|122.59|4.0|6.0|438.43|0.0|0.0|-4.71|3.14e-05|0.0138|1.94e-05|0.0085|0.0|0.0|9.06e-06|-0.07534|4.3011|7.78|3091.0|698.17|1182.6|401.11|530.93|0.6893199999999999|0.03023936|-1483.12009|5.4737
8g_a8|0.0|1|0|0|3.073183107|0.0|7.535296702|1|1.298078704|-0.014340328|5.4161004020000005|0|0.000966222|-0.731356723|-0.009140059|-0.025002199|10.94318883|-0.03728368|1|0.001970629|0.162134281|0.734188081|0.121495775|0|0.533935495|-0.136742629|0.298992226|0.031118325|-83.78686741|19.06725815|285.5736014|11.68315869|-51.33906829|0.479218966|2889.141422|-1509.912147|0.166939179|7.440878437999999|-925.1746152|38.56355928|-408.1554248|1812.487286|551.1746801|10.80625499|1.0|0.0|2.96|0.04|-7.4|4.11|99.34|2.0|0.0|111.38|4.0|5.0|417.39|0.0|0.0|-4.94|5.01e-06|0.00209|1.16e-05|0.00483|0.0|0.0|1.67e-05|-0.05849|3.7495|7.17|3.7495|635.27|1083.78|330.67|489.97|0.69221|0.04147516|-1450.787398|5.3768
3b_a32|0.0|1|1|1|3.3653429710000005|0.0|7.758333467000001|0|0.0|-0.007388108|5.733341277|0|-0.0411430079999999|-0.265971895|-0.001282231|-0.1113575119999999|10.31100281|0.10614163|3|-0.078754696|-0.151445075|0.800396027|0.094335058|1|0.8407393809999999|-0.073068133|0.2719741|0.014636992|-35.8437493|7.180211702|78.12568166|3.522270202|-17.58323784|0.460751087|2092.213643|-541.5259561|0.2358716619999999|5.765940603|-265.6468664|21.47528975|-259.1375886|708.6845618|323.0421997|7.59811844|1.0|1.0|2.57|0.13|-6.5|6.25|110.94|1.0|0.0|88.24|2.0|3.0|312.41|0.0|1.0|-4.65|1.86e-06|0.0005809999999999|2.23e-05|0.00697|0.0|0.0|9.97e-05|-0.05396|3.5545|2.45|3.5545|524.46|857.0|348.81|396.83|0.70257|0.02589511|-1594.049677|8.2366
11_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|2.159635561|-0.001098364|5.4161004020000005|2|-0.017835936|-0.056016567|0.011277653|-0.073554945|10.33765061|-0.0043410079999999|1|-0.030003079|-0.046906237|0.820318166|-0.163623353|1|0.930113409|-0.054262142|0.4523305489999999|0.009336075|-31.35942689|5.395547437|40.38918044|3.118219598|-18.12338426|0.480360734|2452.527871|-641.5941818|0.243908684|6.850305797000001|-370.7930613|18.0546182|-296.0029432|848.5670554999999|575.2252237|6.89909579|1.0|1.0|3.49|0.23|-8.05|4.97|68.9|2.0|0.0|111.64|4.0|3.0|372.49|0.0|1.0|-4.97|7.27e-06|0.00271|1.06e-05|0.00395|0.0|0.0|3.31e-06|-0.05582|4907.0|3.2|3.78|630.04|1071.03|328.0|479.99|0.4444|0.02336674|-1467.255521|6.9586
13_a12|0.0|0|0|0|0.0|0.0|0.0|0|0.0|-0.0069874069999999|0.0|2|-0.21832579|-0.272508888|0.000830398|-0.083760082|10.96083169|0.021322992|0|-0.362308767|-0.281096572|0.6809340620000001|-0.226526433|0|0.90006391|-0.058167326|0.122164874|0.008188151|-28.51381164|4.01385817|48.98899535|1.96760628|-13.97756285|0.466560112|1812.788134|-634.6992622|0.117007826|6.06407675|-311.13163480000003|19.42716439|-375.4880089|718.8050825|327.9594923|3.656774794|0.0|1.0|2.64|0.12|-7.14|3.63|50.7|1.0|0.0|84.74|3.0|3.0|276.34|1.0|1.0|-4.2|5.520000000000001e-05|0.0152|6.3e-05|0.0174|0.0|0.0|2.01e-05|-0.04445|4.5363|3.83|3.9329|532.86|867.79|315.25|437.91|0.6622399999999999|0.0290811829999999|-876.258343|7.0315
11a_a50|0.0|0|1|1|0.0|0.0|7.927685046000001|1|4.088412042|-0.002914262|5.82008293|1|-0.04339705|-0.134056065|0.011959339|-0.108592708|10.94500606|-0.129547471|2|-0.0739260509999999|-0.277408878|0.792574879|-0.158172459|1|0.917127112|-0.048213112|0.2931724189999999|0.01848869|-25.48858279|9.774322692|43.81199235|5.167341939|-13.47492066|0.463749257|2286.226222|-564.4586084|0.345638567|5.965221997|-298.409489|20.53832944|-163.21096210000002|862.6098364|439.9973344|11.04263807|1.0|1.0|2.8|0.15|-5.87|3.09|48.53|0.0|0.0|99.65|2.0|3.0|327.38|1.0|1.0|-4.16|0.000263|0.0862|6.97e-05|0.0228|0.0|0.0|0.000441|-0.03284|4.0636|3.05|4.0636|574.01|963.2|305.11|437.9|0.65485|0.02431947|-1045.84627|7.2291
12e_a36|0.0|1|0|0|3.490984269|0.0|7.412764017000001|2|0.0|-0.007100632|5.351858133|2|0.144415507|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|-0.084051264|1|0.244642918|-0.1763783589999999|0.7975411790000001|-0.010494913|0|0.838086387|-0.07049439|0.4347714629999999|0.019063245|-44.83739063|12.12502373|102.9838531|7.71202397|-28.51846223|0.466721981|2709.877204|-1220.428718|0.238923581|6.767371321000001|-776.2438847|30.25577504|-332.11111980000004|1603.556077|662.0530478999999|11.26845175|1.0|0.0|0.0|0.17|-6.97|3.24|69.2|1.0|0.0|128.72|5.0|4.0|395.46|1.0|0.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.02|0.0|0.0|4.270000000000001e-05|-0.04962|3.8364|3.48|3.6699|673.57|1142.19|337.84|507.03|0.6814600000000001|0.03037051|-1272.0579810000002|7.8539
IN1166_a11|0.0|1|0|0|3.433539068|0.0|6.842683282|0|0.0|-0.006882528|4.727387819|2|0.018376555|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|0.032420935|-0.223618825|0.765593573|0.102257199|1|0.863273559|-0.073965061|0.551933595|0.0200246639999999|-51.07061499|13.82641888|94.40543077|9.546719887|-35.26269962|0.463497159|2865.055175|-1114.258549|0.305697179|6.777827685|-769.3614916|31.46783535|-268.3203251|1604.859603|676.2770877|14.86669859|1.0|1.0|2.79|0.08|-10.18|5.01|103.17|1.0|0.0|123.82|5.0|5.0|417.47|0.0|1.0|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|0.0|0.0|2.75e-08|-0.07275|4.9857|3.36|3.2827|704.48|1198.36|377.7|554.63|0.4358399999999999|0.04189898|-1347.073528|7.9318
2_a33|0.0|1|1|1|3.396444161|0.0|7.765993078999999|0|0.0|-0.009168933|5.733341277|0|-0.049900189|-0.476784502|-0.002514803|0.070526947|10.31100266|-0.05997501|3|-0.0881938509999999|-0.148024156|0.833090592|-0.0212158239999999|1|0.8195154109999999|-0.0804186|0.411881091|0.018451635|-49.13901703|11.27469555|110.28338390000002|6.889294995|-30.02592687|0.4699986339999999|2632.195388|-953.6549298|0.297402265|6.152818143999999|-582.7217333|27.70055258|-247.5908207|1357.327077|618.9134881|11.8727102|1.0|1.0|3.51|0.3|-7.67|6.7|140.04|2.0|0.0|115.28|7.0|4.0|411.54|0.0|1.0|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|0.0|0.0|8.78e-06|-0.04967|3.6281|5.11|3.6281|655.74|1128.98|341.74|525.38|0.70205|0.02972182|-1919.890628|8.2596
47u_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|-0.010219187|4.844187086|0|0.008108241|-0.633589579|-0.000829573|0.031337464|10.94702032|-0.033209663|0|0.0121925089999999|-0.1904128389999999|0.7517870059999999|-0.0112778039999999|0|0.741066474|-0.090364489|0.33777918|0.02068926|-62.99873374|14.42377665|180.5187465|10.0557163|-43.92035521|0.483819806|2965.254516|-1415.216039|0.278162537|9.18142206|-986.6355633|33.23007431|-309.31352410000005|1960.574384|818.9389171|14.73941472|1.0|0.0|0.0|0.19|-8.2|3.15|99.56|3.0|1.0|133.53|8.0|4.0|455.51|0.0|0.0|-4.98|2.05e-06|0.000932|1.04e-05|0.00472|0.0|0.0|2.89e-06|-0.06392|3.1186|9.34|3.1186|738.53|1282.66|397.57|646.45|0.69143|0.02892505|-1509.839543|5.7055
14a_a5|0.0|1|0|0|2.948727373|0.0|6.605297921|1|0.0|-0.0053665219999999|4.59511985|3|-0.132625457|-0.316624785|0.002956745|-0.086229994|10.9488747|0.024793388|1|-0.213526163|-0.016337128|0.79661948|0.144729708|0|0.7909255559999999|-0.080875277|0.4398855029999999|0.0173669719999999|-54.69145586|11.74431806|141.38542919999998|7.942029745|-36.98479273|0.470085022|2836.468636|-1010.949351|0.370216665|8.424031251|-683.6488737000001|29.18606491|-175.53051609999997|1605.23357|723.0631751|16.50789498|1.0|1.0|2.41|0.2|-8.84|4.56|92.79|1.0|0.0|123.0|6.0|5.0|425.48|0.0|1.0|-4.22|7.15e-05|0.0304|6.02e-05|0.0256|0.0|0.0|6.16e-07|-0.0507699999999999|4.1501|4.3|4.1501|692.8|1195.01|298.75|508.64|0.65789|0.04629687|-1390.352729|6.9508
13_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|2.050136054|-0.000990136|5.4161004020000005|1|-0.059300584|-0.04158572|0.012994083|-0.14818661|10.94205723|-0.0963182119999999|1|-0.094404255|-0.025714912|0.744134785|-0.215746851|0|0.970027005|-0.050017793|0.229685203|0.008746805|-24.48959182|4.282589756|14.67530603|2.096831328|-11.99053523|0.4289448289999999|1910.137758|-534.6588788|0.137460473|5.663493161|-261.7783983|15.89399858|-355.01146810000006|619.8659446|373.9073307|3.704655033|1.0|0.0|2.87|0.16|-6.2|4.18|30.71|1.0|0.0|90.06|2.0|2.0|287.36|1.0|1.0|-4.42|8.18e-05|0.0235|3.77e-05|0.0108|0.0|0.0|0.00018|-0.03168|4.4811|3.87|4.1733|536.09|893.0|297.09|429.36|0.53815|0.018124154|-898.2503529999999|5.3979
47f_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|-0.005817448|4.844187086|0|-0.048472184|-0.477030713|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|-0.071877686|-0.3927204379999999|0.750610215|-0.009917608|0|0.838156881|-0.063824969|0.375218907|0.0138461289999999|-54.18475173|11.75478965|137.3980967|9.979328976|-46.00060733|0.483843526|3367.7324700000004|-1944.945479|0.273449343|10.55465562|-1651.17806|33.88554232|-384.6642262|2676.957843|1347.416568|14.07716085|1.0|1.0|0.0|0.34|-9.22|3.22|88.97|3.0|2.0|164.47|13.0|4.0|541.68|0.0|0.0|-5.52|7.76e-07|0.000421|3.01e-06|0.00163|1.0|1.0|3.27e-07|-0.04439|3.0964|8.13|3.0964|908.66|1602.99|400.42|874.24|0.6984600000000001|0.02902413|-1741.802171|8.0458
18c_a25|0.0|0|0|0|0.0|0.0|6.842683282|0|1.959418462|-0.002704524|4.727387819|2|0.007241543|-0.162271435|0.007804726|-0.038865826|10.31285373|0.006360768|1|0.01222181|-0.064145547|0.748718056|0.084188427|1|0.94801724|-0.048636087|0.385593349|0.009585904|-31.96445203|6.300016824|34.1639413|4.140476673999999|-21.00757374|0.484730247|2917.369488|-992.8013635|0.2520795489999999|7.553051762000001|-652.4856999|23.70385212|-325.8749539|1327.415719|831.3429628|9.560410146|1.0|1.0|3.89|0.11|-10.17|6.29|87.72|2.0|1.0|138.65|7.0|3.0|449.57|0.0|1.0|-5.6|8.86e-07|0.000398|2.51e-06|0.00113|0.0|0.0|3.0499999999999995e-08|-0.0622|5.4858|4.75|3.3396|698.86|1243.76|371.26|547.87|0.31993|0.02003004|-1714.342386|7.0555
