molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SaasN|AATSC1c|AATSC1s|JGI4|MATS7i|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|MATS8s|MATS8d|GATS1pe|RASA|PBF|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4i_a46|0|0|0|0.0|0.19654443|1|7.825245291|1.1346370959999998|2.184105962|-0.002360192|-0.018872727|0.049498645|-0.088884176|-0.160741899|-0.125773054|1|0.011931187|-0.091288438|-0.22302552|1|-0.0656636|-0.17856753|0.7172344890000001|0.940780437|0.263514985|0.015663081|-33.08099617|8.847405392999999|0.0592195629999999|33.45060163|-0.025069479|-23.99628633|4.997521397|0.763831778|-1.278543436|-14.16067794|41.92840157|0.406629719|531.4066842|-722.1945751000001|-7.998762108999999|0.2361682219999999|6.218233741000001|0.685288314|4893.587424|133.40134070000002|0.011626803|-298.0546045|945.4890404|6.567484272000001|1.0|1.0|1.0|0.0|3.88|0.36|4.79|5.07|39.94|0.0|105.43|0.0|3.0|-5.31|347.45|0.0|1.0|1.16e-05|9.13e-06|0.00317|4.38|0.0|0.0|5.04e-08|1.75e-05|-0.01646|4.46|4.4232|-1092.730494|-1092.70435|611.74|1058.5|0.2805|0.41877|0.69035|-1092.473422|0.1421|-0.20084|0.02614355|-1092.528145|3.8696|612.0|6.2132|6.2132
20_a47|0|1|1|0.0|0.0|1|6.86171134|1.408721455|1.1934608|-0.011237762|-0.161476442|0.039520202|0.031814023|-0.052370531|0.071506228|1|-0.006342241|-0.297094867|-0.5332051720000001|2|-0.069674604|0.113432542|0.59534794|0.6888286020000001|0.213977589|0.023587109|-45.68149289|12.85623208|0.311171398|169.6050003|-0.032859105|-27.33327788|7.00733184|0.595234209|-1.38008239|-17.90996366|58.53772498|0.4642647929999999|375.4483088|-752.2184736|-9.761884958|0.404765791|7.022502229|0.86659377|5896.060936|220.6189341|0.034758191|-103.815441|1263.735287|18.94506718|0.0|1.0|1.0|2.0|3.19|0.05|2.56|4.54|84.73|0.0|99.68|0.0|5.0|-6.75|380.35|0.0|0.0|8.72e-05|8.32e-05|0.0316|2.63|0.0|0.0|4.89e-08|1.86e-05|-0.06357|4.08|3.9808|-1335.742176|-1335.708279|557.84|964.94|0.2807|0.68219|0.68219|-1335.566785|0.2807|-0.22734|0.03389691|-1335.620783|4.3277|3.0|8.6|8.6
3f_a32|1|1|1|3.553167045|0.0|0|7.773594467000001|0.6094207770000001|0.0|-0.00611496|-0.0434359079999999|0.042380952|-0.062954205|-0.113189563|-0.110286539|3|0.002565215|-0.133675401|-0.5487283829999999|0|-0.110248899|-0.1743238839999999|0.786074011|0.874026684|0.3217719189999999|0.011897886|-41.40131823|6.707989266|0.125973316|71.02334697|-0.030139709|-30.95210106|3.78194259|0.78919828|-1.265867765|-16.99267001|48.1093075|0.435176082|492.7734095|-713.6921402|-9.580412233|0.21080172|6.153728636|0.770463268|4993.667711|118.8493262|0.011659458|-326.0981041|904.3255145|6.573564628|1.0|1.0|1.0|1.0|3.9|0.28|7.18|5.63|110.94|0.0|102.66|0.0|4.0|-5.03|354.49|0.0|0.0|1.28e-07|3.96e-06|0.0014|4.83|0.0|0.0|4.89e-08|1.73e-05|-0.05315|3.92|3.5569|-1712.0610190000002|-1712.034952|604.9|1006.92|293.0|0.70255|0.70255|-1711.863611|293.0|-0.2006099999999999|0.02606687|-1711.9193289999998|5.7161|9.0|8.0458|8.0458
2_a4|0|0|0|0.0|0.0|0|6.605297921|1.189716144|0.0|-0.00708265|-0.103346554|0.037777778|0.08246129|0.090707854|0.076479666|0|-0.0016168089999999|0.228655117|-0.3881618|1|0.11821091|0.1355918559999999|0.912872667|0.742518847|0.442778552|0.006330673|-49.45826819|2.667094277|0.257481153|108.4760726|-0.0379537729999999|-18.65482233|1.123639184|0.843107708|-1.366335816|-15.98981578|52.12536246|0.3961813179999999|312.82106489999995|-575.6333682|-6.736463618999999|0.156892292|4.710383035|0.656126301|3396.86527|66.09827364|0.011054731|-289.1005902|682.7518749|4.657326379|0.0|0.0|0.0|2.0|3.33|0.27|2.12|0.83|45.15|0.0|79.59|0.0|2.0|-6.69|253.3|0.0|1.0|0.0066|0.00171|434.0|1.62|0.0|0.0|1.4800000000000002e-05|0.00374|-0.01612|2.46|3.2230000000000003|-819.9326497000001|-819.8996124|458.73|764.77|0.1315|0.4682|0.6885600000000001|-819.771754|0.0008|-0.16226|0.033037353|-819.8174190000001|3.0946|31.0|7.5086|7.5086
12av_a36|1|0|0|3.4520047430000003|0.0|0|7.412764017000001|1.297042752|0.0|-0.009925128|-0.081537769|0.04250591|0.06882889|-0.021036176|-0.039627578|1|-0.000472698|-0.213993335|-0.507136551|1|-0.018133027|-0.067408377|0.817582774|0.752447733|0.277834652|0.021666882|-57.31621925|15.09249582|0.247552267|172.4374372|-0.035197712|-51.2347934|10.51297704|0.671916917|-2.006269572|-24.51766365|72.40871507|0.491188387|524.1323793|-1397.506828|-17.07826447|0.328083083|8.975655204|0.965363947|6460.1184140000005|228.5327731|0.025779468|-239.5042702|2079.880404|17.95719936|0.0|0.0|0.0|3.0|4.96|0.17|2.38|1.65|98.3|0.0|138.06|0.0|7.0|-7.66|438.48|0.0|0.0|0.000292|0.000227|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|-0.05307|4.5|3.4402|-1440.988179|-1440.945099|733.21|1247.28|0.6698|0.43212|0.70455|-1440.67411|0.0027|-0.19429|0.04308001|-1440.738332|6.1075|39.0|7.4089|7.4089
1h_a5|1|0|0|2.9516097130000003|0.0|0|6.605297921|1.427564094|0.0|-0.001978474|-0.009075016|0.026339869|-0.02598568|-0.1197834419999999|-0.044117647|1|0.007357977|0.0578378779999999|-0.20140246|2|0.070628165|-0.082079343|0.6977404359999999|0.8806402259999999|0.39793593|0.008798715|-35.25675213|4.588992214|0.119359774|62.25239147|-0.027798699|-18.90429957|2.393400474|0.7450549759999999|-1.111947978|-14.49848188|39.84574434|0.489507204|459.3001331|-579.9392753|-7.561719827|0.2549450239999999|6.711386288|0.958891501|4334.547353|132.96722079999998|0.01585373|-255.618083|778.3845404|8.268552715|1.0|0.0|1.0|1.0|2.8|0.05|4.99|4.51|54.46|0.0|95.45|0.0|3.0|-5.77|312.37|0.0|1.0|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|-0.04124|3.17|4.3651|-990.6346565|-990.6032645|556.57|934.7|0.3333|0.4112699999999999|0.57155|-990.472129|0.1754|-0.21921|0.031392033|-990.523098|3.3752|28.0|7.5528|7.5528
8j_a46|0|0|0|0.0|0.214753401|1|7.727094485|1.160371125|2.1279894180000003|-0.0017688329999999|-0.008523199|0.043903904|-0.129276363|-0.174853546|-0.053618988|1|0.0108603019999999|-0.133413527|-0.229679821|2|-0.223292257|-0.074207717|0.6109926379999999|0.934648421|0.308052557|0.008672342|-29.38737046|4.658562801|0.065351579|35.10521457|-0.02566383|-19.90219786|2.5024620580000003|0.822112519|-1.103544698|-13.78596018|34.04593326|0.427798746|502.0694817|-592.7962878|-7.405468973|0.177887481|5.617748211|0.747636856|4759.107832|95.55665364|0.008843828|-346.061389|721.0646647000001|4.750680627|1.0|1.0|1.0|0.0|3.23|0.32|4.71|4.55|43.6|1.0|96.94|0.0|2.0|-5.55|338.83|0.0|1.0|2.59e-05|1.47e-05|0.00497|3.97|0.0|0.0|5.46e-08|1.85e-05|-0.04068|3.78|4.4107|-1414.53151|-1414.50743|576.48|978.4|0.1728|0.50703|0.70121|-1414.349865|0.1427|-0.22599|0.02408052|-1414.402087|6.4463|1228.0|5.9108|5.9108
47i_a18|0|0|0|0.0|0.0|0|7.03438793|1.251177255|0.0|-0.006882626|-0.066917145|0.037484277|-0.037689885|0.073977454|-0.040514277|0|0.000427479|-0.162274487|-0.499939719|0|-0.064085904|-0.068524374|0.727767462|0.8030751740000001|0.279553995|0.009745543|-54.34379065|6.787641686000001|0.196924826|137.1555392|-0.035256027|-43.46880696|4.727502734|0.8608685909999999|-2.150617629|-24.55535669|61.13143233|0.487446923|559.3312455|-1497.876758|-17.10248143|0.139131409|9.573882864|0.951017454|6353.6617320000005|96.90318745|0.009393984|-502.6804099|1739.959818|6.542785417999999|1.0|0.0|1.0|3.0|4.05|0.22|3.28|2.8|85.29|1.0|134.83|0.0|8.0|-6.36|440.54|0.0|0.0|6.58e-06|1.67e-05|0.00735|3.7|0.0|0.0|1.04e-09|4.6e-07|-0.05062|7.37|3.2321|-1416.260696|-1416.233978|744.95|1297.7|0.5085|0.69175|0.69175|-1415.875678|0.5085|-0.18299|0.02671774|-1415.944522|3.5235|19.0|7.7212|7.7212
4S4l_a46|0|0|0|0.0|0.171853072|1|7.825245291|1.134637095|2.155247543|-0.004736212|-0.075241716|0.049498645|-0.067419714|-0.060895366|-0.161358058|1|0.006162668|0.010799648|-0.3888343979999999|1|-0.001318857|-0.229089688|0.7936534740000001|0.894782107|0.213675946|0.007140583|-49.45536962|3.888872426|0.105217893|57.30330315|-0.029881089|-25.11158939|2.117940478|0.877939134|-1.523935543|-16.27370639|53.34424204|0.469439238|487.3122681|-829.959026|-8.862913904|0.1220608659999999|5.668394116|0.884798257|4920.211524|66.47624804|0.006420439|-411.6630752|945.3491632|3.496670823|1.0|1.0|1.0|1.0|3.92|0.36|4.64|5.02|50.94|0.0|105.77|0.0|3.0|-5.23|347.45|0.0|1.0|5.25e-06|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|-0.02015|4.99|4.1414|-1092.753999|-1092.727031|583.76|1040.96|0.2586|0.57885|0.6763600000000001|-1092.489558|0.0614|-0.19647|0.02696794|-1092.543641|2.8473|261.0|6.5834|6.5834
9g_a24|1|0|0|2.931798469|0.0|1|7.273092596000001|1.427608366|1.7647373919999998|-0.00106361|0.001126633|0.0279797979999999|-0.162313932|0.070915465|-0.02471184|2|0.013119312|-0.049325609|-0.079421802|2|0.13372961|-0.045107345|0.657503038|0.8671367529999999|0.383340003|0.01876163|-32.080056199999994|9.283063574|0.132863247|65.73938109|-0.021297745|-16.07665151|4.593165278|0.4819264479999999|-0.788016565|-10.53790724|41.36311977|0.427531635|429.0504306|-389.9025677|-5.214049137|0.518073552|6.124370267000001|0.746821416|4355.725609|256.3375151|0.033884884|17.88521849|809.0499476|16.76589519|0.0|0.0|1.0|1.0|2.8|0.06|2.91|2.93|72.28|0.0|87.53|0.0|3.0|-7.17|302.33|0.0|1.0|0.00323|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.03585|0.75|4.2802|-984.5891383|-984.5565078|524.03|879.99|0.2444|0.4227399999999999|0.64993|-984.447764|0.1023|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675|7.1675
17_a4|0|0|0|0.0|-4.533317957|1|7.535296702|1.219995452|1.690442177|-0.006491052|-0.319716072|0.043084795|-0.01849014|-0.3948966229999999|-0.094767116|1|0.002155864|-0.07155304|-0.392770755|1|0.0147116789999999|-0.12969185|0.484393047|0.888791225|0.332034943|0.01061251|-45.75108579|5.472562628|0.111208775|57.34712812|-0.042181562|-23.75316417|2.822041259|0.861696586|-1.5185362180000002|-21.75180355|51.22364842|0.4440629029999999|458.3237652|-783.0649279|-11.21677197|0.138303414|5.923504372999999|0.798764653|5322.773303|71.31904507|0.012827738|-373.0328031|908.7478594|6.61489113|1.0|0.0|0.0|0.0|3.31|0.11|4.59|6.26|30.71|0.0|85.09|0.0|3.0|-5.56|345.29|1.0|0.0|4.39e-05|1.5399999999999998e-05|0.00532|4.01|0.0|0.0|2.74e-07|9.44e-05|-0.04186|4.44|4.3363|-1255.994721|-1255.968357|527.39|873.5|0.2045|0.47353|0.47353|-1255.881628|0.2045|-0.21745|0.02636403|-1255.932407|6.3221|877.0|6057.0|6057.0
12d_a30|0|0|0|0.0|0.0|0|7.412764017000001|0.604984421|0.0|-0.006335328|-0.033312179|0.042804233|-0.092984185|0.036688757|-0.075816941|1|0.005965451|-0.09353607|-0.4562256979999999|1|-0.0430927579999999|-0.130412856|0.7991060659999999|0.843009925|0.366319099|0.015567102|-47.69710881|10.05700314|0.156990075|101.4221952|-0.036246039|-39.33285959|6.497247279|0.8143892140000001|-1.884794029|-23.41646662|57.75411196|0.4572733479999999|544.6198897999999|-1217.656264|-15.12802292|0.185610786|7.557073995|0.84254817|6120.329513000001|119.91237920000002|0.013424098|-406.2173266|1495.177298|8.672532296|1.0|1.0|0.0|1.0|4.75|0.17|4.35|2.93|81.65|0.0|132.24|0.0|5.0|-5.81|412.51|0.0|0.0|2.21e-06|7.05e-06|0.00291|4.23|0.0|0.0|9.75e-08|4.02e-05|-0.05119|4.14|3.4821|-1615.095823|-1615.063947|695.57|1176.22|149.0|0.68608|0.68608|-1614.831682|149.0|-0.1991|0.03187624|-1614.894406|4.8843|11.0|7.9508|7.9508
47l_a18|0|0|0|0.0|0.0|0|7.03438793|1.251176792|0.0|-0.006400878|-0.0603838109999999|0.035308642|-0.0057783619999999|-0.010426981|-0.056270425|0|0.000787517|-0.156998637|-0.4925232479999999|0|0.00676294|-0.0973326269999999|0.733228144|0.803473313|0.2820044969999999|0.009199889|-57.15119372|6.543729374|0.196526687|139.7861865|-0.031456589|-42.43906517|4.654446622|0.796109347|-2.0132216990000003|-22.37455223|63.6949231|0.4897655489999999|571.4972966|-1431.971342|-15.91464944|0.203890653|9.423637134|0.959883341|6572.90106|145.02405359999997|0.012890098|-421.235376|1798.711882|9.168513486|1.0|0.0|1.0|3.0|4.17|0.25|3.69|3.19|85.29|1.0|139.63|0.0|9.0|-6.39|454.56|0.0|0.0|5.44e-06|1.4499999999999998e-05|0.0066099999999999|3.78|0.0|0.0|4.26e-10|1.93e-07|-0.0520399999999999|7.71|3.2026|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|0.5019|0.69291|0.69291|-1455.165122|0.5019|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949|7.4949
5_a47|0|0|0|0.0|0.0|0|0.0|1.304329328|0.0|-0.009295857|-0.188550227|0.037492877|0.003858593|-0.002627182|0.045246333|0|-0.011237954|-0.0428873159999999|-0.454659897|2|0.065981732|0.0743193|0.675164258|0.807957755|0.526509524|0.009936558|-46.33853208|5.246458665|0.192042245|101.3974575|-0.038537768|-27.93318665|2.770107005|0.781571204|-1.502972943|-20.34777119|51.58499074|0.4736061789999999|426.5981263000001|-793.5630764|-10.74353333|0.218428796|5.861037845|0.8997183470000001|5501.708422|115.3294396|0.017501741|-297.3367046|1015.343288|9.240842159|1.0|0.0|1.0|2.0|2.67|0.0|4.73|5.96|58.04|0.0|101.51|0.0|3.0|-5.19|365.79|1.0|0.0|2.25e-06|3.18e-06|0.00116|4.7|0.0|0.0|2.07e-09|7.590000000000001e-07|-0.05535|4.37|3.7083|-1569.369195|-1569.333281|561.61|951.68|0.2108|0.69291|0.69291|-1569.20723|0.2108|-0.20954|0.03591467|-1569.258939|3.8816|0.02|7.7|7.7
16_a47|1|1|1|2.890539668|0.0|0|6.605297921|1.417579067|0.0|-0.0056780519999999|-0.1246612469999999|0.042285714|-0.08282926|0.001426202|0.0506476009999999|1|-0.004153659|-0.0574194159999999|-0.3379683979999999|2|-0.113476605|0.081171071|0.57616624|0.691860453|0.421094692|0.0186711289999999|-48.30620628|9.676588112|0.308139547|159.6978638|-0.034261359|-24.97833451|5.0150344780000005|0.697929921|-1.301931629|-17.75645434|57.9827944|0.473257697|358.566882|-674.7452647999999|-9.202544293|0.302070079|6.855429069|0.898461533|4952.972679|156.55227280000005|0.0234786339999999|-205.1602001|966.7808252999998|12.16814835|1.0|0.0|1.0|2.0|2.93|0.06|4.47|5.19|66.49|0.0|91.55|0.0|3.0|-6.04|337.33|0.0|0.0|4.56e-05|3.84e-05|13.0|3.27|0.0|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|2.95|4.0806|-1167.046301|-1167.0124560000002|534.69|894.43|0.3182|0.59209|0.6743899999999999|-1166.901251|0.0909|-0.22568|0.03384512|-1166.951551|3.8601|1.0|9.0|9.0
9_a1|1|0|0|3.358585365|0.0|0|6.86171134|1.432397289|0.0|-0.00614716|-0.1075163359999999|0.037578348|-0.110185988|-0.079063236|0.016589221|1|-0.0018191779999999|-0.093062585|-0.483335578|1|-0.053460262|0.02778394|0.572272366|0.755276458|0.166794384|0.011266799|-46.63553015|6.495805626|0.244723542|141.093898|-0.031896718|-28.49439431|3.745117974|0.7816897429999999|-1.371558857|-18.38986221|53.13133578|0.452572261|435.4501351|-790.7640749|-10.60256533|0.2183102569999999|7.61577077|0.826725116|5063.330971|125.865476|0.014186995|-324.81308110000003|1011.608611|8.17942725|1.0|1.0|1.0|1.0|2.78|0.05|5.86|5.57|58.64|0.0|102.84|0.0|4.0|-5.81|357.38|0.0|0.0|2.07e-05|1.62e-05|0.0057799999999999|3.76|0.0|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|5.6|3343.0|-1187.226314|-1187.193365|600.6|1007.04|0.5409|0.70296|0.70296|-1187.011122|0.5409|-0.21015|0.03294951|-1187.065335|6.4447|6.0|5.2218|5.2218
6_a3|0|0|0|0.0|0.0|0|6.823286122000001|0.605016564|0.0|-0.008934536|-0.106234254|0.038650794|-0.025021661|0.05584062|0.032782484|1|-0.006696449|0.036673175|-0.594308852|2|-0.155862559|0.055002252|0.773152968|0.783322023|0.556539611|0.010921391|-52.01903278|5.449560482000001|0.216677977|108.118071|-0.037726468|-24.56680878|2.7192240510000003|0.80281499|-1.282699916|-18.8247694|57.46859326|0.387883362|390.8623623|-640.0421597|-9.393191593|0.19718501|5.498222293|0.633675574|4992.54948|98.39146166|0.0150025189999999|-302.19751|797.2473951000001|7.485963593999999|1.0|1.0|1.0|1.0|3.05|0.0|4.96|4.66|92.93|0.0|95.5|0.0|2.0|-5.68|338.81|0.0|0.0|3.67e-06|1.34e-05|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|-0.06529|3.09|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|0.1997|0.3369|0.69323|-1731.602363|129.0|-0.21179|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501|5.7501
12i _a30|0|0|0|0.0|0.0|0|7.412764017000001|0.604984133|0.0|-0.00691453|-0.030422458|0.043848238|-0.0982344169999999|0.0109710489999999|-0.072247675|1|0.003603419|-0.090173435|-0.469854551|1|-0.029080032|-0.1240820219999999|0.7463962120000001|0.8434291340000001|0.356921662|0.015808432|-50.00086637|10.32233418|0.156570866|102.235113|-0.037414255|-41.13938837|6.740110893|0.806299097|-1.833298476|-24.43015511|60.32320054|0.479900127|550.7287204|-1197.077601|-15.95200773|0.193700903|8.097008872|0.92270764|6362.153853|126.4796844|0.014680721|-400.0044646|1484.657003|9.585980094|1.0|1.0|0.0|1.0|4.62|0.14|4.47|3.27|81.65|0.0|132.29|0.0|5.0|-5.75|432.93|0.0|0.0|1.19e-06|3.61e-06|0.00156|4.49|0.0|0.0|6.03e-08|2.61e-05|-0.05465|4.45|3.5242|-2035.373964|-2035.339603|691.59|1167.27|0.2384|0.43157|0.68497|-2035.141693|0.1577|-0.2041|0.03436093|-2035.203042|3.0033|16.0|7.8013|7.8013
6g_a40|0|0|0|0.0|0.0|1|8.421342866|0.604893315|1.628664494|-0.022381557|-0.261952754|0.039863946|-0.120745388|0.07194868|-0.251161616|2|-0.018182514|0.05728593|-0.588058458|0|0.075283207|-0.340429901|0.808096413|0.605346707|0.400587529|0.017750905|-107.2113398|11.53799852|0.3946532929999999|256.5226419|-0.059045173|-66.03405036|7.499640603|0.824204189|-2.657032782|-38.37906336|118.7493383|0.425569146|393.4722933000001|-1727.0578510000005|-24.9461968|0.175795811|6.95079805|0.740853565|7822.892656|114.2663866|0.020240097|-421.4621621|2095.424743|13.1559604|0.0|1.0|1.0|3.0|4.06|0.21|3.43|2.48|213.89|2.0|124.18|1.0|5.0|-7.02|474.53|1.0|0.0|6.049999999999999e-08|1.93e-05|0.00917|3.06|1.0|0.0|0.0013599999999999|0.6459999999999999|-0.08622|7.38|2.8135|-2522.023752|-2521.990118|669.8|1144.59|0.4971|0.58454|0.5794199999999999|-2521.8114530000003|0.1307|-0.20479|0.03363483|-2521.87499|8.9454|47.0|7.3279|7.3279
14p_a23|0|1|1|0.0|0.0|2|7.423568444|1.197963748|3.3252287430000003|-0.005975594|0.006191846|0.045165485|0.041987653|-0.060144819|-0.053921569|2|0.009266617|-0.131709531|-0.4510651779999999|2|0.099883916|-0.090287278|0.669357479|0.923455749|0.223758613|0.0221104079999999|-42.52653933|14.91710363|0.076544251|51.64167457|-0.033660197|-36.77082544|10.06403753|0.751638299|-1.615689464|-22.70933393|57.44364296|0.464933687|623.0226425|-1090.0480289999998|-15.32117727|0.248361701|9.014073839|0.868927227|6696.264498|167.5607773|0.0190667019999999|-339.5427625|1450.229492|12.86362369|0.0|1.0|1.0|1.0|3.48|0.04|3.4|3.89|128.81|1.0|125.0|0.0|5.0|-6.62|436.49|0.0|0.0|2.09e-06|1.27e-05|0.00554|3.3|0.0|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.29|3.5752|-1722.181612|-1722.152257|699.61|1191.08|0.3802|0.6816|0.6816|-1721.933314|0.3802|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302|8.5302
16_a20|1|0|0|3.485659565|0.0|0|6.842683282|1.401259527|0.0|-0.004705049|0.00695144|0.0388043479999999|0.126359252|-0.061975089|-0.062750442|1|0.001157852|-0.117308016|-0.458484451|2|-0.085041518|-0.10978034|0.724665638|0.915005572|0.382481746|0.011604018|-43.51359744|7.634605066000001|0.084994428|55.92018945|-0.029561375|-33.67420774|5.023018225|0.780108103|-1.47806874|-19.44924762|51.14820251|0.464473378|602.0075202|-972.4623811|-12.79619894|0.219891897|8.166385503999999|0.8673208|5896.394536|144.672972|0.013439632|-368.5817657|1246.573875|8.84230625|0.0|1.0|1.0|1.0|3.5|0.08|6.38|5.46|78.25|0.0|121.69|0.0|4.0|-5.42|401.46|0.0|0.0|8.68e-07|2.17e-06|0.0008699999999999|4.69|0.0|0.0|3.0500000000000005e-11|1.22e-08|-0.05909|4.45|3.5704|-1275.900951|-1275.8670960000002|686.59|1174.61|0.3431|0.32553|0.69524|-1275.636924|0.1958|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
14i_a23|0|1|1|0.0|0.0|2|7.423568444|1.197963212|3.2692375460000003|-0.010148243|-0.130330047|0.0432555559999999|0.040408197|-0.018541856|-0.026731172|2|0.002496501|-0.033435987|-0.569707595|2|0.158023239|-0.04255066|0.7333675390000001|0.777952733|0.266320368|0.0214262489999999|-60.8283953|14.65077903|0.222047267|151.83084580000002|-0.039760909|-45.14777443|10.01786784|0.7780956840000001|-2.027806362|-27.18760085|75.47917433|0.478050606|531.9462982|-1386.567643|-18.59026006|0.221904316|8.107659819|0.915894552|7030.347905|151.7330992|0.019276934|-380.3109456|1782.001457|13.18112713|0.0|1.0|0.0|2.0|3.56|0.04|2.57|3.12|148.11|1.0|128.38|1.0|6.0|-7.33|454.51|1.0|0.0|6.11e-06|4.03e-05|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08025|4.64|3.6931|-1798.64228|-1798.608335|715.68|1224.02|0.3639|0.55606|0.55606|-1798.371346|0.3639|-0.23121|0.03394466|-1798.434186|8.3755|3.0|8.4622|8.4622
47d_a18|0|0|0|0.0|0.0|0|7.03438793|1.251175994|0.0|-0.006087337|-0.041876322|0.032916667|0.069914568|-0.07722825|0.016324953|0|0.005144085|-0.406388629|-0.417659275|0|-0.002494715|0.027971797|0.741366815|0.836999127|0.445704576|0.015270278|-52.14267013|12.45251265|0.163000873|132.9229494|-0.028722356|-58.06490563|10.15469843|0.69814381|-2.182899066|-23.42233034|64.59518279|0.481311892|682.5509007|-1780.097106|-19.1002979|0.30185619|9.940531282|0.927940864|7780.945962999999|246.1558296|0.018506261|-323.1621908|2549.757058|15.0913716|1.0|0.0|1.0|2.0|4.73|0.32|2.81|3.21|88.97|2.0|159.67|1.0|12.0|-6.57|527.66|0.0|0.0|1.83e-06|5.23e-06|0.00276|4.16|1.0|1.0|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|8.08|3.1079|-1704.061013|-1704.0327519999998|875.6|1544.09|0.5820000000000001|0.69905|0.69905|-1703.545539|0.5820000000000001|-0.17405|0.02826074|-1703.622959|4.2225|8.0|8.0969|8.0969
12i_a36|1|0|0|3.27619957|-4.787087299|0|7.412764017000001|1.2401347459999998|0.0|-0.016027043|-0.29543904|0.0438779959999999|0.048138468|0.128325344|-0.009876543|1|-0.007897954|-0.3344729369999999|-0.608318386|1|0.141564781|-0.01509434|0.624142499|0.830964232|0.332782117|0.01973953|-54.81607619|12.71877085|0.169035768|108.9148111|-0.045665229|-48.75024044|8.195085212|0.7691298590000001|-2.46592234|-29.42347522|67.53484704|0.460246812|535.4151566|-1588.867662|-18.95842684|0.230870141|7.549683919|0.8526986440000001|7707.634338|148.7565508|0.022430221|-346.8168661|2065.79896|14.45246358|1.0|1.0|0.0|2.0|4.8|0.17|3.31|4.04|78.43|0.0|130.43|0.0|7.0|-6.4|465.43|0.0|0.0|6.26e-06|8.6e-06|4.0|3.86|0.0|0.0|7.24e-08|3.37e-05|-0.05065|4.86|3.7496|-1645.2030949999998|-1645.171438|666.79|1172.5|0.5402|0.34255|0.70134|-1644.954647|0.1516|-0.20475|0.03165678|-1645.017702|6.6124|12.0|7.9208|7.9208
