molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SaasN|AATSC1c|AATSC1s|JGI4|MATS7i|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|MATS8s|MATS8d|GATS1pe|RASA|PBF|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
8d_a32|1|1|1|3.474433107|0.0|0|7.765993078999999|0.609420756|0.0|-0.010604502|-0.089662873|0.0388738739999999|0.062782795|-0.044765977|-0.0682721729999999|3|-0.005162219|0.002805572|-0.629535754|0|-0.054095278|-0.11492754|0.789198712|0.7107041559999999|0.261692269|0.01593079|-68.88621406|10.01177286|0.2892958439999999|181.8092016|-0.03346862|-43.43251025|6.291941176|0.708567136|-1.539556512|-21.03349629|78.89798692|0.47012654|446.6450457|-967.5408291|-13.21859008|0.2914328639999999|8.106843676|0.887243042|5523.492436|183.1522214|0.019788058|-262.14980440000005|1365.489282|12.43588915|1.0|1.0|1.0|2.0|3.5|0.26|6.42|4.32|154.03|0.0|110.38|1.0|7.0|-6.47|397.52|1.0|0.0|8.41e-07|4.36e-05|0.0173|3.17|0.0|0.0|5.51e-08|2.19e-05|-0.0535|4.26|3.5588|-1880.773727|-1880.733071|671.71|111.16|0.3018|0.7026100000000001|0.7026100000000001|-1880.540067|0.3018|-0.20115|0.04065536|-1880.602038|1873.0|8.0|8.0809|8.0809
28_a20|0|0|0|0.0|0.0|1|6.842683282|1.417203216|1.837209467|-0.006492092|-0.114439513|0.0396875|0.091462964|0.0313932529999999|-0.039965901|1|0.002695258|-0.028782305|-0.447096101|3|-0.104458316|-0.06654421|0.690655217|0.7817507370000001|0.3962228229999999|0.014682607|-57.59898971|9.799649234|0.218249263|145.66665480000003|-0.035068957|-40.6172876|6.540604536|0.773641727|-1.823585765|-23.40616218|67.39863895|0.468838001|521.7658603|-1217.120433|-15.62203369|0.226358273|7.587188177000001|0.8826648009999999|6348.941881000001|151.0788711|0.016673728|-365.2747728|1573.2352460000002|11.12858789|0.0|1.0|1.0|1.0|3.45|0.08|3.93|4.01|99.58|0.0|122.8|0.0|5.0|-6.96|420.47|0.0|0.0|3.77e-05|3.72e-05|0.0156|2.68|0.0|0.0|1.57e-09|6.590000000000001e-07|-0.06242|4.64|3.5798|-1368.363151|-1368.32781|704.42|1198.32|0.2354|0.50352|0.4701899999999999|-1368.085242|0.0153|-0.21814|0.03534166|-1368.146882|4.7428|255.0|6.5935|6.5935
12g_a40|0|0|0|0.0|0.0|1|7.515889085|0.604990688|1.687211672|-0.01011728|-0.129331216|0.036630824|0.167050952|0.075327376|-0.211162861|2|-0.003205145|0.106286677|-0.512657141|0|0.020185301|-0.326139923|0.6941475490000001|0.8702014570000001|0.289122732|0.012706769|-49.94706785|6.670206427999999|0.129798543|68.1355805|-0.0435406|-27.42361099|3.501413627|0.852031227|-1.393299206|-22.85591194|56.61727428|0.465725912|456.7977427|-731.3891821000001|-11.99782981|0.147968773|7.692740528|0.871698484|5211.675486|77.67373972|0.013442698|-369.5858437|858.4065454|7.056520179|1.0|1.0|0.0|1.0|3.24|0.0|4.83|5.14|78.66|0.0|93.78|0.0|2.0|-4.91|362.23|0.0|0.0|3.43e-07|1.62e-06|0.000586|5.07|0.0|0.0|2.37e-07|8.57e-05|-0.07424|4.84|3.1577|-2173.044757|-2173.0224510000003|540.25|896.63|0.3539|0.67055|0.6988|-2172.9382|0.2682|-0.20615|0.02230594|-2172.988604|2.7075|724.0|6.1403|6.1403
9d_a40|0|0|0|0.0|0.0|1|7.515889085|0.604992329|1.839557351|-0.003961493|-0.022152094|0.045555556|0.153818743|0.15723868|-0.137738587|2|0.010101686|0.019621984|-0.4887998529999999|0|-0.3969541689999999|-0.223631751|0.55759121|0.941627612|0.002088915|0.010749826|-31.08478865|5.539796446|0.058372388|30.08152399|-0.031613312|-19.03015798|2.854868966|0.8664205709999999|-1.074852592|-16.29154841|36.6245851|0.467275972|485.2567189|-553.912646|-8.395657932|0.133579429|8.023385851|0.87714454|4401.742338|68.83858806|0.0087217999999999|-377.6610668|639.3115126|4.49467719|1.0|1.0|0.0|0.0|3.25|0.06|5.2|5.09|58.43|0.0|91.71|0.0|2.0|-4.62|325.82|0.0|1.0|7.37e-07|2.23e-06|0.000727|5.16|0.0|0.0|1.01e-07|3.3e-05|-0.06906|4.7|3.3464|-1677.551678|-1677.540538|542.19|892.69|0.4888|0.4557199999999999|0.69986|-1677.429981|0.4025|-0.20781|0.01113991|-1677.48058|7.9502|107.0|6.9706|6.9706
47k_a18|0|0|0|0.0|0.0|0|7.03438793|1.25117623|0.0|-0.0067578909999999|-0.0605329409999999|0.033777778|-0.017736343|-0.02822032|-0.008576013|0|0.00493127|-0.421027889|-0.451417954|0|0.022512501|-0.014398731|0.737517943|0.8309354040000001|0.3533268229999999|0.015080484|-51.59195677|11.91029894|0.169064596|133.5242222|-0.030255779|-55.10689702|9.406543039|0.7153044209999999|-2.208671853|-23.89547793|63.50225571|0.467246896|656.2580564|-1744.369889|-18.87222501|0.284695579|9.777177947|0.877042091|7575.637462000001|224.8475227|0.018313855|-340.0872332|2438.639881|14.46395816|1.0|1.0|1.0|2.0|4.66|0.3|2.39|3.17|88.97|2.0|154.86|1.0|11.0|-6.41|513.63|0.0|0.0|1.44e-06|4.65e-06|0.0023899999999999|4.26|1.0|1.0|3.6099999999999997e-09|1.85e-06|-0.04359|8.45|3.0948|-1664.756029|-1664.728002|842.29|1492.36|0.5920000000000001|0.69823|0.69823|-1664.2657390000002|0.5920000000000001|-0.17135|0.02802749|-1664.341238|5.2253|29.0|7.5376|7.5376
7c_a10|0|0|0|0.0|0.0|1|7.535296702|1.343178184|2.1219657030000003|-0.00375251|0.012145872|0.039433962|-0.1122332619999999|-0.033792245|-0.066271289|1|0.0107756969999999|-0.191576261|-0.215874011|2|-0.087063341|-0.105104647|0.6952665379999999|0.906276489|0.487148112|0.027436939|-29.66615908|16.04055193|0.093723511|54.79389751|-0.0223398779999999|-29.95538587|9.377842892|0.52630639|-1.139333798|-13.06063972|45.70671102|0.4675549639999999|529.8395322|-666.0926258|-7.635686595|0.47369361|6.703148323|0.8781281320000001|6034.895823|276.93712|0.0269852389999999|-30.75918962|1265.598592|15.7764728|1.0|1.0|1.0|0.0|3.48|0.26|4.59|4.43|62.06|0.0|113.07|0.0|4.0|-6.2|386.45|0.0|1.0|3.59e-05|2.05e-05|0.00793|3.46|0.0|0.0|1.66e-08|6.4e-06|-0.04004|2.76|3.8357|-1259.011598|-1258.985004|635.47|1102.43|0.4049|0.41348|0.68708|-1258.744382|0.0921|-0.20059|0.02659395|-1258.801509|5.0714|3.81|5.4191|5.4191
8_a47|0|0|0|0.0|0.0|0|7.252053952000001|1.24688044|0.0|-0.007835945|-0.099564745|0.0363475179999999|-0.087101663|-0.153669322|-0.14203855|0|-0.007648516|-0.003223628|-0.4497577479999999|2|-0.035681436|-0.223459904|0.659210804|0.8497568740000001|0.517797505|0.008687692|-44.09728708|5.043798869|0.150243126|87.2263982|-0.035797309|-30.83488674|2.928269795|0.819702033|-1.646676195|-20.78278301|49.14108595|0.414302597|493.3419136|-956.0080185|-12.06582525|0.180297967|6.492934319|0.707366287|6219.278078|104.6752861|0.012935553|-371.2177396|1166.287236|7.509972037000001|1.0|0.0|1.0|2.0|3.02|0.13|5.67|6.77|58.04|0.0|113.97|0.0|4.0|-4.79|405.85|1.0|0.0|2.56e-07|6.490000000000001e-07|0.000263|5.61|0.0|0.0|5.62e-10|2.28e-07|-0.05495|4.91|3.6696|-1686.068471|-1686.0356350000002|621.06|1071.62|0.2249|0.6877800000000001|0.6877800000000001|-1685.8518170000002|0.2249|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3|7.3
12z_a30|0|0|0|0.0|0.0|0|7.412764017000001|0.604983642|0.0|-0.008819424|-0.026703371|0.040566449|0.034848862|0.018796341|-0.045463448|1|0.005111479|-0.207153446|-0.39205163|1|-0.02232319|-0.077335468|0.794193541|0.832920077|0.315493739|0.030875938|-49.68145417|21.47520633|0.167079923|116.2094523|-0.034034824|-52.13870496|14.93669572|0.630839856|-1.939984979|-23.67231332|71.1566605|0.48740649|579.3226647000001|-1349.321859|-16.464854199999998|0.3691601439999999|8.071510779|0.950863559|7074.004131999999|256.7627363|0.029109145|-182.00664430000003|2138.929312|20.24634493|1.0|1.0|1.0|1.0|4.86|0.21|3.94|2.63|100.11|0.0|140.26|0.0|7.0|-6.39|458.54|0.0|0.0|2.47e-06|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|-0.04679|3.34|3.4438|-1804.814868|-1804.785911|739.33|1266.9|0.1855|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|-0.19279|0.02895763|-1804.581882|7.2113|44.0|7.3615|7.3615
13i_a6|1|0|0|3.399318783|0.0|0|7.412764017000001|1.430639411|0.0|-0.0149593219999999|-0.154502515|0.042560386|0.035242754|0.034304189|-0.032549318|1|-0.007703306|-0.073507141|-0.560601136|1|0.145878803|-0.054229558|0.830577798|0.624046118|0.221116773|0.031178586|-80.75190740000001|20.90143854|0.375953882|252.0312146|-0.046433945|-58.20996912|14.01186473|0.783597763|-2.460999087|-31.12829557|101.6533459|0.429711323|418.3467934|-1649.799665|-20.86772478|0.216402237|8.294136887|0.753497905|6306.951561999999|145.07130039999998|0.019989461|-380.2354072|2105.416507|13.40049533|1.0|1.0|1.0|3.0|3.59|0.12|4.16|3.54|115.15|0.0|120.17|0.0|6.0|-6.81|427.46|0.0|0.0|9.32e-06|3.28e-05|14.0|2.95|0.0|0.0|3.18e-09|1.36e-06|-0.0481399999999999|4.94|3.5614|-1426.549926|-1426.518007|703.43|1196.21|0.2903|0.7004600000000001|0.70517|-1426.269916|19.0|-0.19454|0.03191957|-1426.332492|10.1375|21.0|7.6778|7.6778
12al_a36|1|0|0|3.469383582|0.0|0|7.412764017000001|1.297043737|0.0|-0.008463062|-0.04314418|0.042739018|0.1030147719999999|-0.074215038|-0.031635802|1|0.003077071|-0.239932418|-0.404703593|1|0.125005134|-0.055405405|0.84179881|0.801179217|0.2689491989999999|0.026927826|-51.22331485|17.71943397|0.198820783|130.8308989|-0.035305316|-45.86257662|11.65999569|0.671084645|-1.906487074|-23.23210974|68.94274882|0.456856406|527.2034213000001|-1254.533926|-15.28752554|0.328915355|8.774664332|0.841133748|6049.668466|216.4375922|0.025956027|-225.1591357|1869.412355|17.07995636|1.0|0.0|0.0|2.0|4.81|0.17|2.77|1.89|78.43|0.0|130.24|0.0|6.0|-6.93|411.46|0.0|0.0|0.000113|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|-0.04998|2.92|3.5511|-1347.479819|-1347.445127|702.95|1181.84|0.4466|0.6945399999999999|0.70417|-1347.196501|0.0095|-0.1955599999999999|0.03469224|-1347.257936|8.1781|48.0|7.3188|7.3188
10_a32|1|1|1|3.294952523|0.0|0|7.765993078999999|0.6094207629999999|0.0|-0.016404762|-0.087497559|0.03995614|-0.020186906|-0.028431775|-0.047619048|3|-0.00369116|-0.229450999|-0.690879647|0|0.012125768|-0.079818594|0.764217655|0.7622839570000001|0.266552538|0.02575778|-54.55170955|15.91131724|0.237716043|146.8439966|-0.038939628|-46.69945835|9.828875607|0.6946347429999999|-1.7133436169999998|-24.0541214|70.46302679|0.449853016|470.8845962|-1058.381342|-14.85891856|0.305365257|7.079344111|0.81769605|5842.926058|188.6328503|0.025106509|-240.4628923|1523.651605|15.50900878|1.0|1.0|1.0|2.0|3.56|0.22|5.64|4.21|149.27|0.0|107.14|1.0|7.0|-6.44|399.49|1.0|0.0|9.17e-07|3.89e-05|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|4.12|3.6441|-1916.668776|-1916.631761|654.7|1086.09|0.2983|0.70228|0.70228|-1916.460049|0.2983|-0.2052199999999999|0.03701539|-1916.519894|3.2297|7.0|8.1427|8.1427
19l_a38|1|0|0|3.280796643|0.0|0|7.412764017000001|1.297043246|0.0|-0.007360265|-0.10490608|0.04391253|0.103904811|-0.02967593|-0.032264281|1|0.000347207|-0.191751024|-0.4224000739999999|1|-0.032569307|-0.053823023|0.700181525|0.799611189|0.51306986|0.0219046379999999|-51.6277901|14.19254029|0.200388811|129.8367176|-0.037359603|-42.34617024|9.195687319|0.7374102309999999|-2.017418574|-24.20618316|65.82033039|0.430111845|518.0872716|-1307.13389|-15.68376675|0.262589769|6.568874137999999|0.754730276|6705.993411|170.13821069999997|0.021129331|-307.64756780000005|1772.6006989999998|13.69020024|1.0|1.0|1.0|3.0|4.94|0.12|4.03|3.09|81.23|0.0|135.78|0.0|6.0|-6.39|427.48|0.0|0.0|1.15e-05|1.89e-05|0.00807|3.55|0.0|0.0|5.27e-08|2.25e-05|-0.0603299999999999|4.08|3354.0|-1409.5865199999998|-1409.557954|660.04|1164.34|0.2883|0.69413|0.7044|-1409.309206|0.0233|-0.2001|0.02856649|-1409.37001|9026.0|14.0|7.8633|7.8633
6b_a40|0|0|0|0.0|0.0|1|8.421342866|0.604892326|1.710647518|-0.014861289|-0.069975812|0.039863946|-0.137534783|0.0986825569999999|-0.226457281|2|-0.004728928|-0.033583055|-0.630957955|0|0.003163118|-0.307881994|0.6462648870000001|0.753431574|0.417254814|0.014588568|-72.13527644|9.771129787|0.246568426|165.1465831|-0.049599889|-53.15460718|6.544506614|0.878140798|-2.132795227|-33.22101012|81.90640622|0.442509019|504.6333458|-1428.503435|-22.2507658|0.1218592019999999|6.976123351|0.793750992|8482.600495|81.61884754|0.011838681|-506.5422338|1626.736212|7.929311055|1.0|1.0|1.0|1.0|4.02|0.21|5.67|4.38|173.43|2.0|130.16|1.0|5.0|-5.85|511.42|1.0|0.0|3.86e-09|6.55e-07|0.000335|5.03|1.0|1.0|6.21e-06|0.00318|-0.09533|8.98|3.1026|-3290.775349|-3290.745084|687.2|1183.07|0.4962|0.69429|0.69429|-3290.583786|0.4962|-0.21904|0.03026498|-3290.648012|11.3203|0.03|7.5229|7.5229
15_a3|0|0|0|0.0|0.0|0|6.823286122000001|0.619596467|0.0|-0.006742751|-0.092127078|0.045993266|-0.182934001|0.126641951|0.021805556|0|-0.004459728|-0.039798975|-0.505519936|3|-0.103599654|0.036380489|0.911346861|0.7789088340000001|0.451058529|0.007901554|-47.26593592|4.04445331|0.221091166|113.1667185|-0.037667|-28.19600959|2.070175472|0.850327497|-1.50667999|-19.28005913|51.31038923|0.461565365|398.6887321|-771.2023653|-9.868603355|0.149672503|5.371119692000001|0.85723565|4617.470007|76.61068671|0.010200078|-358.6340772|906.9474625|5.220965278|1.0|0.0|1.0|1.0|4.12|0.24|2.21|1.56|89.99|0.0|94.29|0.0|2.0|-7.35|321.4|0.0|0.0|0.0017|0.000951|306.0|1.28|0.0|0.0|1.66e-06|0.000535|-0.06319|2.33|3.7072|-1328.688126|-1328.665275|553.81|916.07|0.4107|0.2843199999999999|0.67902|-1328.531138|0.0173|-0.22079|0.0228507|-1328.581677|2.3271|25.0|7.6021|7.6021
12c_a30|0|0|0|0.0|0.0|0|7.412764017000001|0.604984133|0.0|-0.006900253|-0.030422458|0.042804233|-0.0983590219999999|0.019094532|-0.072247675|1|0.003603419|-0.090173435|-0.468696709|1|-0.031986012|-0.1240820219999999|0.7463962120000001|0.8439327120000001|0.39541773|0.01588025|-50.12643041|10.36785909|0.156067288|101.8928318|-0.037411484|-41.12547305|6.768942632999999|0.8061287690000001|-1.833162702|-24.42511853|60.4942895|0.452966315|550.9847369|-1196.830808|-15.946612|0.193871231|7.652098812999999|0.828040991|6403.739746|126.574178|0.014695647|-399.7292126|1484.664552|9.594458155|1.0|1.0|0.0|1.0|4.62|0.14|4.47|3.27|81.65|0.0|132.29|0.0|5.0|-5.75|432.93|0.0|0.0|1.19e-06|3.61e-06|0.00156|4.49|0.0|0.0|6.03e-08|2.61e-05|-0.0542299999999999|4.45|3.5286|-2035.373591|-2035.339256|695.96|1168.62|0.2155|0.32037|0.68457|-2035.141497|0.1568|-0.2038599999999999|0.03433522|-2035.202565|4.7893|0.01|7.9914|7.9914
7_a4|0|0|0|0.0|0.0|1|7.535296702|1.343865525|2.060422336|-0.001729561|-0.003297033|0.037694444|-0.07290303|-0.125778587|0.04206117|1|0.008242591|-0.094000778|-0.174410426|2|0.022270259|0.0707653759999999|0.518356619|0.825830607|0.470973822|0.01470626|-32.72992462|7.402610584|0.174169393|87.67070691|-0.026733161|-18.06277106|3.726212114|0.7179916670000001|-1.06932642|-13.45652664|40.13253521|0.437317462|415.6938929|-538.2610657|-6.773539148999999|0.282008333|5.512905888|0.7772010559999999|5022.496714|141.9530115|0.016800137|-219.4585767|749.6759227000001|8.456594282000001|1.0|0.0|1.0|0.0|3.05|0.15|4.42|4.67|43.6|0.0|95.07|0.0|2.0|-6.03|330.36|0.0|1.0|0.000156|3.92e-05|13.0|3.22|0.0|0.0|3.49e-08|1.15e-05|-0.05217|2.91|4.0379|-1089.870249|-1089.847072|538.92|915.46|0.0697|0.59702|0.59702|-1089705.0|0.0697|-0.2219199999999999|0.02317758|-1089.753885|4926.0|151.0|6821.0|6821.0
14e_a25|0|0|0|0.0|0.0|1|6.842683282|1.4200152069999998|1.5926486519999998|-0.008591251|-0.138693649|0.0389622639999999|0.0065927719999999|0.002856489|0.011176663|1|-0.0005394919999999|0.025802692|-0.50909623|2|-0.144369439|0.018432983|0.6954126970000001|0.7240504329999999|0.448918026|0.015024526|-73.99302943|10.99497534|0.275949567|201.94039730000003|-0.038772226|-53.79722636|8.046143033|0.806446896|-2.2100168680000003|-28.3735856|84.98800478|0.491527882|529.8614286999999|-1617.294379|-20.76384175|0.1935531039999999|8.459867391|0.966676175|6952.485076999999|141.642515|0.015154859|-448.516796|2005.4567600000005|11.09035375|1.0|1.0|1.0|2.0|3.62|0.07|3.65|4.02|115.79|0.0|134.35|0.0|7.0|-6.96|462.5|0.0|0.0|7.29e-06|1.86e-05|0.0085799999999999|3.04|0.0|0.0|7.31e-10|3.38e-07|-0.0538|6.51|3.9613|-1521.012915|-1520.964156|760.96|1300.08|0.2409|0.31019|0.69958|-1520.701142|0.0007|-0.2116699999999999|0.04875868|-1520.767443|7.2625|75.0|7.1249|7.1249
12o_a36|1|0|0|3.444418304|0.0|0|7.412764017000001|1.297042837|0.0|-0.0100574069999999|-0.079716275|0.040770975|0.03842353|-0.059733192|-0.010904454|1|-0.000472698|-0.213993335|-0.5110239679999999|1|0.141570244|-0.01854899|0.817582774|0.7592112809999999|0.514457955|0.023402195|-59.0895896|16.85373064|0.2407887189999999|173.4105814|-0.03541591|-55.10596064|12.13767506|0.666462845|-2.018706878|-25.50573629|75.94332024|0.469699889|546.7667677000001|-1453.826968|-18.36865355|0.333537155|7.322888607|0.885724665|6622.134304|240.2059039|0.026586303|-239.7655413|2181.407379|19.1468529|0.0|0.0|0.0|3.0|4.97|0.17|2.38|1.65|98.3|0.0|138.06|0.0|7.0|-7.66|438.48|0.0|0.0|0.000292|0.000227|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|4.5|3.8726|-1440.969954|-1440.926241|728.07|1240.51|0.4075|0.36719|0.67273|-1440.671057|0.2888|-0.21151|0.04371335|-1440.734965|6.6471|0.04|7.3979|7.3979
2_a27|0|0|0|0.0|0.0|2|6.605297921|1.402655014|3.250529415|-0.0065894809999999|-0.0609613559999999|0.0427777779999999|-0.196529806|0.11675125|0.017751479|1|0.00988756|-0.361571905|-0.475677812|2|0.137868605|0.027777778|0.60904903|0.8468699609999999|0.408120957|0.019809599|-29.42169804|9.972342226|0.153130039|77.08713259|-0.029261411|-20.65736087|5.020172886|0.6684621829999999|-1.141195033|-14.73047548|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|-7.415462877|0.331537817|5.312170441|0.7934621359999999|4774.521748|166.89932209999998|0.022639983|-169.6109632|859.4181658|11.39718489|0.0|1.0|1.0|0.0|2.9|0.11|2.43|2.49|65.6|0.0|92.58|0.0|2.0|-6.69|317.34|0.0|1.0|0.000644|0.0002009999999999|0.0638|2.18|0.0|0.0|1.45e-06|0.0004599999999999|-0.04933|4.32|4.1624|-1043.821085|-1043.7984|538.57|906.48|0.3217|0.55857|0.55857|-1043.665151|0.3217|-0.21702|0.02268519|-1043.715364|6.8854|13.0|7.8861|7.8861
19g_a38|1|0|0|3.229090845|0.0|0|7.412764017000001|1.297044182|0.0|-0.008497058|-0.117921811|0.042419753|-0.037579797|-0.009881824|-0.046735135|1|-0.004358975|-0.250781298|-0.438254637|1|-0.063110203|-0.076414544|0.632625562|0.7200062690000001|0.5322242429999999|0.022953686|-54.62049927|14.52522351|0.279993731|177.181631|-0.038842708|-45.74791999|9.191644336|0.719941993|-1.942135378|-24.57988703|69.14572278|0.455443492|455.6240763999999|-1228.994351|-15.5542928|0.280058007|6.327835378|0.836356715|6631.17356|177.2223055|0.0228937029999999|-278.3610963|1707.074131|14.48726605|1.0|1.0|1.0|3.0|4.82|0.14|3.55|3.11|81.23|0.0|125.65|0.0|5.0|-6.81|419.43|0.0|0.0|5.68e-05|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05479|3.66|3.6887|-1431.419426|-1431.386981|638.82|1104.29|0.2285|0.3937|0.69982|-1431.186566|0.0962|-0.20748|0.03244515|-1431.244906|6.1765|42.0|7.3778|7.3778
12a_a32|1|1|1|3.442930603|0.0|0|7.765993078999999|0.609420757|0.0|-0.009460484|-0.057200812|0.036711712|-0.0134169989999999|-0.031249617|-0.074344282|3|-0.001662219|-0.1534110109999999|-0.583507277|0|-0.018578911|-0.125149165|0.7507116140000001|0.788702323|0.288267255|0.016535497|-53.20970382|10.31184223|0.211297677|131.7691491|-0.0308471429999999|-42.44899997|6.430656017|0.667706375|-1.4189685719999998|-19.23685026|63.52154605|0.456641145|491.8493928|-884.8951120999999|-11.99645651|0.332293625|7.083688576|0.840404348|5656.0082|207.2244662|0.021399091|-209.1696096|1325.275819|13.34486989|1.0|1.0|1.0|2.0|3.45|0.26|6.49|4.19|140.04|0.0|110.47|1.0|7.0|-6.32|397.52|1.0|0.0|9.78e-07|3.17e-05|0.0126|3.39|0.0|0.0|2.23e-08|8.86e-06|-0.05222|4.63|3576.0|-1880.771042|-1880.734215|667.68|1114.3|0.2908|0.7025600000000001|0.7025600000000001|-1880.539078|0.2908|-0.20049|0.03682626|-1880.600043|4.2371|25.0|7.6021|7.6021
14ad_a23|0|1|1|0.0|0.0|2|7.423568444|1.197962774|3.3437482860000003|-0.00790478|-0.028065075|0.0444129979999999|0.118047355|-0.05348283|-0.031279567|2|0.009675528|-0.253318853|-0.376350719|2|0.165157698|-0.050707765|0.7317531540000001|0.887131635|0.224009311|0.033831691|-42.29008971|24.18091285|0.112868365|80.67170209999999|-0.029653934|-43.85199724|17.28310144|0.575880959|-1.630966366|-21.19489662|66.47100256|0.46995189|634.0697778|-1165.7193140000002|-15.14887177|0.424119041|8.661363236|0.8866211979999999|7308.229822|303.1354708|0.033365494|-108.4705382|2024.236598|23.84770234|0.0|1.0|1.0|1.0|3.73|0.12|3.48|4.03|123.48|1.0|133.27|0.0|7.0|-6.68|471.53|0.0|0.0|1.6e-06|8.22e-06|0.0038799999999999|3.52|0.0|0.0|2.49e-08|1.17e-05|-0.06925|2.99|3.3867|-1858.957788|-1858.942973|747.83|1287.26|0.4106|0.6956600000000001|0.6956600000000001|-1858.668058|0.4106|-0.20659|0.01481488|-1858.733603|6.7584|4.0|8.3595|8.3595
7_a3|0|0|0|0.0|0.0|0|6.823286122000001|0.60501656|0.0|-0.008855374|-0.106234254|0.03757716|-0.047419994|0.054347129|0.030246987|1|-0.006696449|0.036673175|-0.592753801|2|-0.224253635|0.0507482109999999|0.773152968|0.782294598|0.5999725029999999|0.009708941|-51.18177092|4.804535747|0.217705402|107.7330046|-0.036877402|-23.61864737|2.377557323|0.7992146109999999|-1.253831681|-18.2490344|55.98630667|0.3987206729999999|387.1238241|-620.4671695000001|-9.030659289|0.2007853889999999|5.198046584|0.663120542|5055.700186|99.36002106|0.0149999089999999|-296.13678660000005|776.3461295|7.422807617|1.0|1.0|1.0|1.0|3.02|0.0|4.96|4.66|92.93|0.0|95.5|0.0|2.0|-5.68|338.81|0.0|0.0|3.67e-06|1.34e-05|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|-0.0640299999999999|3.09|3.4435|-1731.7341420000002|-1731.703107|522.73|883.88|0.1926|0.3456|0.69224|-1731.602893|0.1262|-0.21219|0.03103579|-1731.651178|3.9813|1023.0|5.9901|5.9901
1k_a5|1|0|0|2.9020229360000003|0.0|0|6.605297921|1.427567903|0.0|-0.0030192829999999|-0.064652321|0.026339869|-0.095857885|-0.145151027|-0.011848312|1|0.003708988|0.045204303|-0.254495542|2|-0.011552666|-0.022280685|0.558485747|0.7836926809999999|0.425724957|0.010892351|-40.40908188|5.571869083999999|0.216307319|110.6497654|-0.0301207529999999|-19.44172742|2.850231839|0.724954458|-1.114467843|-15.40795854|45.98095096|0.48165588|400.8898627|-570.0944662|-7.881781385|0.275045542|6.710535795|0.929220303|4479.484358|140.69669409999997|0.019219352|-230.14624|786.3865923|9.83146028|1.0|0.0|1.0|1.0|2.71|0.0|4.88|4.76|54.46|0.0|90.44|0.0|3.0|-5.99|316.33|0.0|1.0|0.000106|4.970000000000001e-05|0.0157|3.16|0.0|0.0|4.99e-09|1.58e-06|-0.04516|3.1|4.4063|-1050.548505|-1050.51717|533.8|890.76|0.6242|0.53086|0.5282|-1050.418953|0.1239|-0.22504|0.03133456|-1050.468159|2.3036|48.0|7.3188|7.3188
