molecula|n9FaHRing|n9FaRing|SaaNH|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|BCUTi-1|AATSC8d|AATSC1i|n6aHRing|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
13l_a6|0|0|3.433158672|0|1|1|1.4242139390000002|0.03093879|5.351858133|-0.132667824|1|0.090187973|-0.858070925|-0.037558466|10.95129637|-0.086595185|-0.073210645|1|0.8694295409999999|0.7908110340000001|0.84018367|0|-0.118071236|-0.126521431|0.210844002|0.030012523|-82.24617981|-88.13242567|20.90615311|182.8275745|248.6104661|-0.0451862259999999|-61.3913735|0.793671137|-2.53042863|100.8610837|0.4257335779999999|2967.923804|-1762.648513|3127.831037|-21.92549054|0.206328863|8.810095892|0.7413520309999999|6462.086665999999|143.7247666|-1227.82747|39.65857501|-409.1314702|741.5222707|12.72865798|1.0|1.0|1.0|3.64|23.0|-8.89|3.8|115.15|1.0|124.98|0.0|1.0|7.0|-5.49|33.0|5.0|-6.59|0.0|0.0|1.0|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|0.0|0.0|5.7e-07|3.6675|3.5499|-1465.834958|1249.13|338.07|578.91|-1465.560303|0.0165|-0.14562|7.2582|-0.19447|385.0|6.4145|6.4145
16h_a32|1|1|3.340888605|0|0|0|0.609420754|0.217139852|5.733341277|-0.098975084|0|-0.069213021|-0.7828009570000001|0.061727488|10.31100268|-0.022634676|-0.219947482|0|0.804503712|0.832040698|0.881181048|1|-0.081151869|-0.121464999|0.44308098|0.02096013|-51.56009529|-77.17316899|13.31708433|70.02855767|127.5843068|-0.038765425|-49.03221545|0.7359051059999999|-1.821974989|90.15529448|0.459750275|2709.44587|-1157.597535|3282.554439|-15.6485794|0.2640948939999999|6.710057805|0.850995852|6151.056721|167.7935207|-735.4832318|33.46862873|-299.7661014|573.3529948|12.98212548|0.0|1.0|1.0|3.61|19.0|-7.0|4.6|149.27|2.0|111.95|1.0|1.0|7.0|-6.48|28.0|5.0|-6.22|1.0|0.0|1.0|3.28e-07|0.000136|1.7800000000000002e-05|0.0073599999999999|0.0|0.0|4.09e-05|3.6182|3.6182|-1955.970762|1130.4|342.67|556.05|-1955.772465|0.2914|-0.14972|3516.0|-0.2|9.0|8.0655|8.0655
18_a4|0|0|0.0|1|1|1|1.3998285519999998|-0.181683336|5.4161004020000005|-0.164169913|1|0.049240675|-0.181355303|-0.200683549|10.94611841|-0.063708832|0.015390457|1|0.624748358|0.793041267|0.8547339420000001|0|-0.094231531|-0.085817825|0.269470313|0.017694182|-46.48874223|-42.33787448|8.729352711|203.5264327|110.7087804|-0.03479101|-20.88721799|0.769438308|-1.287267373|50.98777224|0.405586004|2069.649003|-635.0681172000001|1573.744396|-8.467791078|0.2305616919999999|6.133421395|0.682329162|4381.693113|113.7466718|-313.3082699|22.30718562|-265.85258480000005|337.0066459|8.649897756|1.0|1.0|0.0|3.32|17.0|-5.53|3.43|50.94|0.0|86.22|0.0|2.0|3.0|-2.95|23.0|4.0|-6.58|0.0|1.0|1.0|0.00113|349.0|0.000312|0.0959|0.0|0.0|0.0009109999999999|4.5152|4.2045|-1033.454769|870.74|274.59|404.27|-1033.349218|0.1|-0.17345|2.7878|-0.20883|2.62|5.5817|5.5817
12bc_a36|0|0|3.43846811|0|2|2|1.284647662|-0.058020733|5.351858133|-0.042515909|2|0.068351685|-0.413738077|-0.079009683|10.95883416|-0.027636036|-0.1716508239999999|1|0.884841888|0.836170906|0.892249657|0|-0.077192869|-0.107107992|0.326764696|0.01824287|-51.87437401|-71.97763346|12.2593899|83.35308244|111.3483497|-0.038558877|-48.36968394|0.77146807|-1.927943855|83.97121855|0.467645467|2927.476132|-1295.597402|2623.395239|-17.41308622|0.22853193|8.273766079|0.878447423|6587.689277|153.57572439999998|-870.6543108999999|33.5878425|-364.8584744|661.6709012|11.99358509|0.0|1.0|0.0|4.73|17.0|-7.76|3.19|69.2|2.0|133.77|0.0|1.0|5.0|-5.08|31.0|4.0|-6.26|0.0|1.0|1.0|8.27e-06|0.00372|6.55e-06|0.00295|0.0|0.0|7.83e-06|5.2189|3.8696|-2152.100551|1188.37|237.57|563.76|-2151.9100780000003|0.3478|-0.15671|6.5854|-0.21499|8.0|8.0969|8.0969
12z_a30|0|0|0.0|0|2|2|0.604983642|-0.1155022219999999|5.351858133|-0.026703371|2|0.034848862|-0.537984876|0.018796341|10.31162784|-0.045463448|-0.207153446|1|0.8397577820000001|0.809127478|0.855880335|0|-0.071429418|-0.107776943|0.315493739|0.030875938|-49.68145417|-74.96232552|21.47520633|54.40462246|116.2094523|-0.034034824|-52.13870496|0.630839856|-1.939984979|95.20867045|0.48740649|3112.622632|-1349.321859|2435.831516|-16.464854199999998|0.3691601439999999|8.071510779|0.950863559|7074.004131999999|256.7627363|-938.4966892|37.52507564|-182.00664430000003|792.3440337000001|20.24634493|0.0|1.0|1.0|4.86|17.0|-6.83|2.63|100.11|2.0|140.26|0.0|1.0|7.0|-5.61|33.0|6.0|-6.39|0.0|0.0|0.0|2.47e-06|0.00113|9.94e-06|0.00456|0.0|0.0|6.720000000000001e-05|4.8063|3.4438|-1804.785911|1266.9|257.96|580.6|-1804.51674|0.1441|-146.0|7.0446|-0.19279|44.0|7.3615|7.3615
18a_a25|0|0|0.0|1|0|0|1.194229606|-0.151473962|4.727387819|-0.019008377|2|0.062229409|-0.170732995|-0.018419483|10.31286118|-0.019985937|-0.06333068|2|0.761417363|0.7385460309999999|0.792935475|1|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|-51.83514755|6.317215793|75.74077952|45.33086513|-0.03097773|-34.36707071|0.817072039|-1.641819678|59.45091020000001|0.493301255|2857.88027|-1088.538099|2331.966135|-13.61714122|0.182927961|7.39539242|0.973559258|6523.923911999999|121.2825364|-721.7084848|25.136651|-420.4420243|759.4953883|7.615762647|1.0|1.0|1.0|3.5|27.0|-9.78|5.72|87.72|2.0|133.85|0.0|1.0|6.0|-6.33|32.0|3.0|-5.58|0.0|0.0|1.0|4.65e-07|0.000202|1.71e-06|0.000744|0.0|0.0|7.28e-08|5.4965|3.1711|-1675.2501519999998|1229.09|225.57|556.26|-1674.982248|0.0027|-0.15732|3.1313|-0.21323|94.0|7.0269|7.0269
3b_a49|0|0|0.0|1|1|1|1.343850026|-0.003115526|5.4161004020000005|-0.055724324|2|-0.090939066|-0.322592863|-0.010613212|10.92976559|0.00361222|0.000850823|2|0.7745859279999999|0.794997634|0.845992028|1|-0.0883601469999999|-0.0846496|0.482434361|0.013576151|-54.04959517|-51.77986692|8.304484449|325.6896751|153.4719941|-0.0276739079999999|-31.67356498|0.656865946|-1.439043207|64.91785551|0.477583842|2660.339607|-880.2577376|1796.6760370000002|-10.35481932|0.3431340539999999|7.236413572000001|0.914182753|5934.158315|209.89391040000004|-538.4506046|25.77091035|-191.9087104|641.1445234|13.13798859|1.0|1.0|1.0|3.37|21.0|-7.58|3.2|98.72|1.0|116.94|0.0|1.0|6.0|-3.53|30.0|5.0|-7.42|0.0|0.0|1.0|0.000293|0.1169999999999999|0.000256|102.0|0.0|0.0|1.05e-05|4.6669|3.8418|-1293.291817|1132.92|265.67|480.08|-1293.048179|0.0759|-0.1587|3.0055|-0.21985|25.0|7.6021|7.6021
14k_a23|1|1|0.0|2|0|0|1.1979621459999998|0.070940371|5.351858133|-0.024758731|2|0.04479394|-0.299174093|-0.055500851|10.31321813|-0.055708465|-0.13187015|2|0.722187957|0.800643488|0.864845456|1|-0.0562483359999999|-0.079899943|0.226547411|0.018829201|-37.43135588|-53.17069631|12.53019305|38.76597615|51.64167457|-0.033999976|-35.38329134|0.783562394|-1.597998852|64.04991522|0.486654314|2955.4566170000003|-1063.413926|2174.886074|-15.05671972|0.216437606|8.21201115|0.948005074|6715.186162999999|144.0318708|-707.6658267999999|28.87559227|-377.4022725|633.3278634|10.87921891|0.0|0.0|1.0|3.39|26.0|-7.99|4.67|105.02|2.0|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|-6.03|0.0|0.0|0.0|7.49e-07|0.000334|2.83e-06|0.00126|0.0|0.0|4.55e-06|3.6421|3.6421|-2089.501786|1179.17|340.42|552.65|-2089.293765|0.4694|-0.14784|5.8718|-0.2271699999999999|4.0|8.4123|8.4123
9_a4|0|0|0.0|1|1|1|1.300485838|-0.211556011|5.4161004020000005|0.016639331|2|-0.019160308|-0.064266379|-0.091393763|10.92992723|-0.0454860859999999|-0.076824065|2|0.625717993|0.801082857|0.861113198|1|-0.052625548|-0.069566741|0.472497372|0.009037784|-28.63837014|-37.85762102|4.918284148|13.6577411|34.22811902|-0.025885299|-20.60179129|0.792890434|-1.113067849|43.71760622|0.43745176|2359.945586|-605.7219363|2012.840082|-7.665782805|0.207109566|5.744374392999999|0.777625327|5387.230364999999|112.7072422|-329.6286606|17.76608225|-318.7769026|489.7528555|5.859985199|0.0|1.0|1.0|3.18|21.0|-8.16|5.07|43.6|2.0|105.09|0.0|1.0|2.0|-4.76|26.0|3.0|-5.56|0.0|1.0|1.0|1.73e-05|0.0062299999999999|7.06e-06|0.00255|0.0|0.0|2.49e-06|4.7284|4.0137|-1489.533032|999.93|262.21|430.12|-1489.36688|0.0584|-0.16948|4.4343|-0.22204|48.0|7.3188|7.3188
8b_a8|0|0|3.191799887|1|1|1|1.395658149|-0.023718767|5.4161004020000005|-0.182065125|1|0.019958073|-0.733216119|-0.0422693659999999|10.94650923|-0.03443232|0.079250224|1|0.758899977|0.778853499|0.8354024290000001|0|-0.130159955|-0.11627069|0.28604765|0.032440348|-79.74587194|-71.23625346|19.87542051|172.84152849999998|270.5854753|-0.047457424|-43.64473805|0.781454722|-2.325413799|84.97574547|0.4835310479999999|2863.095568|-1424.7250689999998|1821.324722|-17.8141788|0.218545278|7.507665421|0.936224813|6471.7604200000005|133.8974321|-872.8947609999999|37.20755791|-344.8810688|589.263087|13.73949201|0.0|1.0|0.0|3.52|23.0|-7.13|3.03|112.23|1.0|114.18|0.0|1.0|4.0|-4.77|31.0|5.0|-6.87|0.0|0.0|0.0|1.6899999999999997e-05|7.0|3.69e-05|0.0153|0.0|0.0|3.04e-05|4.5819|3.2992|-1407.052256|1098.17|270.59|488.56|-1406.829227|0.1515|-0.13807|5.8389|-0.19921|5.08|5.2941|5.2941
2_a27|0|0|0.0|2|0|0|1.402655014|0.09890645|4.59511985|-0.0609613559999999|2|-0.196529806|-0.276758209|0.11675125|10.93783218|0.017751479|-0.361571905|2|0.639024713|0.796022385|0.8585302370000001|1|-0.058444848|-0.081513931|0.408120957|0.019809599|-29.42169804|-41.03489597|9.972342226|9.194894069|77.08713259|-0.029261411|-20.65736087|0.6684621829999999|-1.141195033|52.43208086|0.4424192289999999|2210.487938|-574.4885436000001|1270.627585|-7.415462877|0.331537817|5.312170441|0.7934621359999999|4774.521748|166.89932209999998|-289.2030522|22.03636323|-169.6109632|373.9912084|11.39718489|0.0|0.0|1.0|2.9|21.0|-5.84|2.49|65.6|0.0|92.58|0.0|2.0|2.0|-3.19|24.0|4.0|-6.69|0.0|1.0|1.0|0.000644|204.0|0.0002009999999999|0.0638|0.0|0.0|0.0004599999999999|4.1624|4.1624|-1043.7984|906.48|297.87|420.7|-1043.665151|0.3217|-0.16769|4.7049|-0.21702|13.0|7.8861|7.8861
12ab_a36|0|0|3.458948649|0|2|2|1.297042596|-0.064515677|5.351858133|0.000258844|2|0.035377607|-0.408023082|-0.032623802|10.9540584|-0.029080933|-0.169341326|1|0.86559137|0.831136366|0.888163057|0|-0.079202413|-0.095025338|0.452078227|0.024102201|-54.63243106|-65.54680623|16.62527454|116.6804416|109.6369437|-0.033434841|-45.21303385|0.679025324|-1.805481415|82.3666474|0.484987413|2902.39241|-1245.389318|2390.849902|-15.90828969|0.320974676|7.821826146|0.941700118|6314.697413|221.4026852|-859.0476432|33.96451406|-246.9770378|708.5476357999999|16.81984117|0.0|1.0|0.0|4.86|17.0|-7.05|1.95|92.99|1.0|133.27|0.0|1.0|6.0|-3.92|32.0|5.0|-7.21|0.0|0.0|0.0|0.0001199999999999|0.0503|0.000122|0.0515|0.0|0.0|3.76e-05|3.8845|3.8845|-1364.468283|1201.64|319.17|564.58|-1364.236757|0.4451|-0.15699|3.6976|-0.2093699999999999|11.0|7.9586|7.9586
5b_a50|1|1|0.0|2|1|1|1.397278957|-0.253064589|5.82008293|-0.003549558|1|-0.052494624|-0.062071259|-0.137595558|10.9325725|-0.113846154|-0.175158017|1|0.693611382|0.791163321|0.855527513|1|-0.041157676|-0.061164973|0.271653991|0.012204641|-20.90908698|-31.07327358|6.200250541|6.656963127999999|21.02890062|-0.02140774|-15.78596849|0.5887490470000001|-0.8563096170000001|42.76068675|0.4462435279999999|2183.545404|-435.0258302|1452.442728|-5.525088972000001|0.411250953|5.543302677000001|0.8058479690000001|4577.809819|208.925351|-221.0035589|18.47246431|-90.17329003|409.0289917|11.68741316|1.0|1.0|1.0|3.37|20.0|-5.86|4.02|35.64|0.0|96.89|0.0|2.0|2.0|-3.48|24.0|2.0|-6.03|0.0|1.0|1.0|0.000335|105.0|6.47e-05|0.0202|0.0|0.0|0.0004269999999999|5.6332|4.0222|-990.5849031|922.49|220.09|411.9|-990.43875|0.1094|-0.16683|4.4181|-0.19252|12.23|4.9126|4.9126
12j_a30|0|0|0.0|0|2|2|0.604984421|0.04148877|5.351858133|-0.033312179|2|-0.02473642|-0.354848778|0.0074730759999999|10.31162861|-0.075816941|-0.09353607|1|0.8414737059999999|0.795446883|0.846470093|0|-0.073909106|-0.094132698|0.328405591|0.015613498|-47.76354083|-60.832977500000005|10.09017681|88.51817261|101.9784021|-0.036204884|-39.31313154|0.8134611009999999|-1.882653966|69.55167701|0.476658597|2784.7999170000003|-1216.65955|2258.891981|-15.12043521|0.1865388989999999|8.067697897|0.91079856|6105.3402670000005|120.550211|-786.2626307999999|28.76265258|-405.1466163|686.039456|8.71869951|0.0|1.0|0.0|4.76|17.0|-7.01|2.93|81.65|2.0|132.24|0.0|1.0|5.0|-5.66|30.0|4.0|-5.81|0.0|0.0|1.0|2.21e-06|0.0009119999999999|7.05e-06|0.00291|0.0|0.0|4.02e-05|5.1971|3.4788|-1615.064152|1175.75|238.56|549.64|-1614.831741|0.1516|-0.14772|4.6727|-0.1987799999999999|9.0|8058.0|8058.0
14x_a23|1|1|0.0|2|0|0|1.197963189|0.0944818319999999|5.351858133|-0.111315218|2|0.05740118|-0.335030301|-0.075184011|10.31321817|-0.0229244|-0.206574435|2|0.5788469970000001|0.802520527|0.8668730109999999|1|-0.0708831479999999|-0.084244058|0.229141189|0.022095943|-46.97594633|-55.83053941|14.64350681|42.44114495|147.90081730000003|-0.034056109|-37.00022522|0.722211323|-1.6006371069999998|70.40248829|0.468120981|3071.48868|-1060.780249|2382.851643|-14.95753786|0.277788677|7.777802167999999|0.880126802|6989.569075|184.0971574|-703.0042792|31.25095356|-294.5294492|597.2903597999999|14.57194888|0.0|1.0|0.0|3.42|26.0|-7.93|5.14|105.02|2.0|120.2|0.0|1.0|5.0|-5.68|32.0|6.0|-6.35|0.0|0.0|0.0|2.09e-06|0.0009369999999999|5.41e-06|0.00242|0.0|0.0|5.23e-06|4.0641|3.6941|-1828.371718|1149.42|305.07|537.48|-1828.168422|0.3057|-0.15259|5.7933|-0.23475|3.0|8.4949|8.4949
11e_a5|0|0|2.971327032|0|1|1|1.338814635|-0.2114441819999999|5.209486153|0.038643235|2|-0.07965|-0.192538515|-0.16669151|10.9487795|-0.010236262|-0.147721258|2|0.77509232|0.775794895|0.8215345|0|-0.062865536|-0.0790189759999999|0.372098505|0.0120552589999999|-41.64560703|-52.34653881|7.986070113999999|62.84782002|81.64179149|-0.0282210629999999|-34.67724171|0.72163516|-1.580379517|63.5644542|0.483563144|2721.416353|-1046.930776|960.0428704|-12.38472918|0.27836484|9.387474824|0.936345148|5675.693973|184.4042616|-693.5448342|25.90670947|-293.6467698|735.3048881|11.21791539|1.0|1.0|1.0|3.22|23.0|-8.95|4.29|66.93|2.0|125.71|0.0|1.0|7.0|-4.65|31.0|5.0|-6.28|0.0|1.0|0.0|2.23e-05|0.00919|1.9e-05|0.00782|0.0|0.0|4.64e-07|4.4179|4.1036|-1316.512503|1220.1|280.64|571.06|-1316.239803|0.2125|-0.16751|2.3124|-0.20559|0.04|7.3979|7.3979
17f_a50|1|1|0.0|2|1|1|1.349854916|-0.2208117919999999|5.82008293|0.022892513|1|-0.167275895|-0.125733326|-0.028989535|10.94501702|-0.132773563|-0.407467272|1|0.758335704|0.7851209440000001|0.8314734309999999|1|-0.047333916|-0.074859564|0.333180181|0.016414675|-29.10566644|-46.03121141|10.09339793|6.382846132999999|54.44410182|-0.026836447|-28.30463221|0.721122105|-1.422331714|55.9791334|0.472769049|2582.272632|-874.5930167000001|1929.981543|-10.14694362|0.278877895|7.200480876|0.896702|5579.97966|171.48226169999998|-537.7880119|22.88344084|-271.9363523|652.6793116|9.947921993|1.0|1.0|1.0|3.81|20.0|-6.38|3.83|51.77|1.0|116.81|0.0|1.0|6.0|-3.58|29.0|4.0|-6.64|0.0|1.0|1.0|0.000266|102.0|7.57e-05|0.0291|0.0|0.0|0.00016|4.0664|4.0664|-1219.220465|1146.22|304.9|564.52|-1218.966516|0.1708|-0.16784|6.1931|-0.20148|398.0|6.4001|6.4001
14_a47|1|1|2.871076328|0|0|0|1.417758105|-0.126490693|4.59511985|-0.136491228|2|0.017068634|-0.2306964|-0.01670074|10.95058279|0.0295267039999999|-0.061837113|2|0.5975877820000001|0.777675668|0.8467634620000001|1|-0.093553938|-0.094132436|0.2662137639999999|0.020106089|-47.18187618|-47.47362906|10.1400648|64.60629385|160.57883|-0.034963476|-23.9422834|0.664709719|-1.223721666|61.62381153|0.474828277|2254.664317|-617.1571777|670.2518865000001|-8.892848121|0.335290281|6.909385453|0.904139078|4695.98899|169.0962983|-311.2496842|26.52746264|-166.1354667|310.8026328|14.15018248|1.0|1.0|1.0|2.78|21.0|-7.79|4.88|66.49|0.0|86.58|0.0|1.0|3.0|-3.97|24.0|5.0|-6.21|0.0|1.0|1.0|0.000108|0.0349|7.46e-05|0.0241|0.0|0.0|5.27e-06|3.9671|3.9671|-1127.700693|849.76|312.53|375.43|-1127.610422|0.2452|-0.16377|2.2485|-0.22434|8.0|8.1|8.1
3_a20 (SB-525334)|0|0|3.502142227|0|0|0|1.183765089|-0.048050965|4.727387819|-0.053897691|2|0.001821898|-0.274640708|-0.175513234|10.95053359|-0.119584218|-0.277724429|2|0.818922083|0.7186587|0.76423988|1|-0.061128029|-0.0917096759999999|0.246005838|0.0123308269999999|-34.52869143|-51.80299691|6.965173618|43.70154849|70.23182172|-0.029269046|-29.26136697|0.784910502|-1.375645142|58.45718743|0.457398769|2243.481559|-777.0449536|1782.992456|-9.33873414|0.215089498|5.943823875|0.8429740729999999|4905.195832|121.495147|-438.9205046|21.06338405|-321.8682802|520.6749407|6.654190521|1.0|1.0|1.0|3.37|21.0|-8.39|4.69|67.35|1.0|104.59|0.0|1.0|3.0|-4.85|26.0|4.0|-5.74|0.0|1.0|1.0|1.42e-05|0.00489|1.88e-05|0.00647|0.0|0.0|1.4e-06|4.9821|3.1728|-1086.56485|1030.31|248.86|498.74|-1086.329436|0.1171|-0.13417|3.7291|-0.20131|162.0|6.7905|6.7905
12b_a36 (EW-7197)|0|0|3.3685352889999995|0|2|2|1.2970445309999998|-0.104514139|5.351858133|-0.082283951|2|0.027495626|-0.439429998|-0.098032695|10.96052467|-0.056994595|-0.217394466|1|0.724208473|0.819222745|0.8741648479999999|0|-0.081357853|-0.10866747|0.458627252|0.021439664|-50.90136206|-67.98756422|13.41367899|81.63796416|147.9542111|-0.039120289|-42.53627024|0.746747352|-1.956014468|80.95733534|0.45988432|2772.832013|-1223.776156|2338.370858|-15.31305729|0.253252648|6.764872303|0.851455231|6096.459089|158.4469629|-765.6528642999999|32.77617664|-308.7538779|595.8790650000001|12.96977113||||||||||||||||||||||||||||3.8475|3.7725|-1332.147999|1104.61|322.25|486.64|-1331.9479310000002|0.0197|-0.15571|5432.0|-0.20546|7.0|8.1549|8.1549
12bb_a36|0|0|3.3296932480000003|0|2|2|1.29704416|-0.07834963|5.351858133|-0.117921811|2|0.096309833|-0.444923056|-0.018516159|10.96022185|-0.027636036|-0.250781298|1|0.653741315|0.836170906|0.892249657|0|-0.090660196|-0.114330726|0.314702945|0.022069757|-58.19935506|-73.39466247|14.16769093|88.91215764|199.7440352|-0.038872447|-47.11573753|0.719294078|-1.943622342|88.14984373|0.4808928389999999|2902.055617|-1247.709262|2458.790147|-16.01935076|0.280705922|7.854524291000001|0.926384521|6285.088971|180.1992964|-800.967538|34.69260487|-281.5518699|593.6088758|14.75518126|0.0|1.0|0.0|4.72|17.0|-7.12|3.0|69.2|1.0|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|-6.8|0.0|1.0|0.0|0.000102|0.0424|4.81e-05|0.0201|0.0|0.0|3.17e-05|5.2382|3.8001|-1431.374881|1120.72|236.69|515.92|-1431.178978|0.0736|-0.15507|6251.0|-0.21175|0.01|8.0|8.0
6d_a40|0|0|0.0|1|1|2|0.604893491|0.12627602|6.401917197|-0.091548968|0|-0.104206961|-0.722057579|0.086704068|10.30179973|-0.205140551|-0.0603134|0|0.6224555620000001|0.8361555479999999|0.8988141140000001|1|-0.115007564|-0.119563634|0.372705643|0.017359149|-73.59650182|-76.51205671|11.10859664|192.5638526|215.22657540000003|-0.050049893|-48.96216855|0.86005241|-2.15214542|85.47607798|0.428134701|3063.227702|-1377.2170210000002|3212.360755|-20.49579149|0.13994759|6.908972922999999|0.7486635420000001|7436.576348|89.55631|-881.3190339|37.23994308|-460.8148719|555.2010623|8.964021265|0.0|0.0|1.0|3.98|14.0|-4.31|3.63|173.43|2.0|120.09|1.0|2.0|5.0|-7.21|30.0|6.0|-6.36|1.0|0.0|1.0|6.18e-08|2.85e-05|7.1e-06|0.00327|1.0|0.0|0.0226|2.9559|2.9559|-2470.793925|1111.69|419.45|511.88|-2470.62267|0.3518|-0.11938|7.8884|-214.0|1.0|8.9208|8.9208
1b_a5|0|0|2.881451247|0|0|0|1.4258024619999998|-0.250420203|4.59511985|-0.061874543|2|-0.095857885|-0.111923619|0.001241264|10.94890233|-0.028797464|0.045204303|2|0.567806811|0.759794937|0.827319059|0|-0.07823203|-0.077221824|0.341795323|0.010803163|-39.38248661|-38.87394276|5.438378717999999|168.30518769999998|96.23685048|-0.031306145|-19.56938257|0.7324812509999999|-1.158327367|48.55415504|0.474445758|2171.716467|-583.1091414|919.9167129|-7.933533473|0.267518749|6.11909445|0.90275317|4577.125071|134.6705884|-293.5407385|21.51550842|-234.0649914|357.34245360000006|9.680212283|1.0|1.0|1.0|2.75|23.0|-8.3|4.76|54.46|0.0|90.44|0.0|1.0|3.0|-3.97|24.0|4.0|-5.99|0.0|1.0|1.0|0.000106|0.0336|4.970000000000001e-05|0.0157|0.0|0.0|1.58e-06|4789.0|4.6481|-1050.506509|892.61|258.89|388.58|-1050.413506|87.0|-0.1892|2891.0|-0.23055|59.0|7.2291|7.2291
40_a47|1|1|0.0|1|0|0|1.420389717|-0.246203395|4.727387819|-0.0934645509999999|3|-0.056839794|-0.179798097|-0.038143308|10.98214138|0.056362705|-0.338113214|3|0.63155995|0.836942961|0.900790582|1|-0.060416547|-0.083237511|0.237173658|0.02047837|-32.5926343|-44.90375373|11.04737121|54.11003524|101.2934265|-0.027052191|-24.22401965|0.573656733|-1.082087641|60.97203959|0.4574577489999999|2313.85811|-583.7487984|868.5333132000001|-7.872806386000001|0.426343267|7.042383142|0.843174422|4862.524893|229.9974239|-314.91225539999994|25.43981292|-79.47051169|388.178924|16.06828586|1.0|1.0|1.0|3.07|21.0|-7.08|4.04|68.52|0.0|94.28|0.0|1.0|3.0|-3.26|25.0|5.0|-6.78|0.0|1.0|1.0|0.000546|183.0|0.000192|0.0643|0.0|0.0|2.79e-05|4.0176|3.7236|-1123.144637|947.27|308.6|444.47|-1122.9968210000002|0.2612|-0.15231|4.7542|-0.20317|4.0|8.4|8.4
12z_a36|0|0|3.435113772|0|2|2|1.297044126|-0.065211069|5.351858133|-0.010732275|2|0.037307819|-0.421948174|-0.010881947|10.95429182|-0.030529442|-0.175397741|1|0.8707354620000001|0.826316772|0.886776351|0|-0.081592361|-0.102674964|0.492335362|0.023371488|-54.11489962|-68.09761735|15.50078625|114.3931487|109.572766|-0.036238222|-45.16471514|0.712682362|-1.848149347|83.07227002|0.4577848329999999|2841.692299|-1225.757112|2451.657399|-15.940487699999998|0.287317638|8.016303367999999|0.844286292|6146.834385|190.5590792|-812.9648725|33.72393432|-282.1167226|642.3830552000001|14.97465267|0.0|1.0|0.0|4.76|17.0|-6.66|1.76|92.99|1.0|128.47|0.0|1.0|5.0|-3.99|31.0|5.0|-7.08|0.0|0.0|0.0|0.000101|0.0412|0.000113|0.0458|0.0|0.0|8.97e-05|3.8969|3.8969|-1325.157504|1153.7|318.16|539.36|-1324.951498|0.4423|-0.1575|4814.0|-0.2139199999999999|5.0|8301.0|8301.0
47l_a18|0|0|0.0|0|1|1|1.251176792|0.0340353029999999|4.844187086|-0.0603838109999999|0|-0.0057783619999999|-0.428858819|-0.010426981|10.94702063|-0.056270425|-0.156998637|0|0.7452092359999999|0.7435044540000001|0.781148177|0|-0.08034939|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|-59.6654726|6.543729374|11.54768766|139.7861865|-0.031456589|-42.43906517|0.796109347|-2.0132216990000003|68.83398609|0.4897655489999999|2852.093627|-1431.971342|1427.032023|-15.91464944|0.203890653|9.423637134|0.959883341|6572.90106|145.02405359999997|-1018.537564|28.10487315|-421.235376|931.8364349|9.168513486|1.0|1.0|1.0|4.17|18.0|-9.37|3.19|85.29|3.0|139.63|0.0|1.0|9.0|-5.26|34.0|3.0|-6.39|0.0|0.0|0.0|5.44e-06|0.00247|1.4499999999999998e-05|0.0066099999999999|0.0|0.0|1.93e-07|3.2026|3.2026|-1455.5497369999998|1334.6|387.13|667.5|-1455.165122|0.5019|-0.1314|2.4594|-0.18344|32.0|7.4949|7.4949
