molecula|SddssS|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1i|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|FNSA3|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|WNSA2|DPSA4|FPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
10_a27|0.0|0|0.0|0.0|2|6.605297921|1.400533489|0.122016352|-0.006285923|2|0.040512821|-0.184068581|-0.282866526|0.00991794|10.93783185|-0.000903965|1|1|-0.341622797|0.639413469|0.804375252|0.129719095|0.614205449|1|-0.061299064|0.017676458|-32.5969511|9.399794974|6.0140309720000005|0.147337847|-0.031079371|-24.60801194|0.7453606909999999|-17.33405307|55.05868025|-16.5270506|41.99674607|943.2258247|-8.788575695|6.761146212000001|12.9316403|-369.1201792|22.1732254|0.01651645|1.0|0.0|1.0|0.0|3.01|21.0|-6.24|2.81|2.97|65.6|0.0|0.0|97.39|0.0|1.0|3.0|-3.57|25.0|4.0|331.37|1.0|1.0|0.000266|0.0882|0.0001189999999999|0.0394|5.81e-07|4.1495|4.66|4.1495|-1083.137871|573.31|298.79|0.4452|298.79|450.26|0.4452|-0.16805|-0.21785|-1083.008551|6.9456|69.0|7.1612
11c_a31|0.0|0|3.336985072|0.0|0|7.765993078999999|0.6101368770000001|0.069254998|-0.0184155389999999|0|0.037731481|-0.031640011|-0.847114804|-0.011679927|10.31169916|-0.085216451|2|2|-0.16065803|0.825336018|0.839810365|0.013528742|0.787929678|0|-0.138002689|0.034256743|-80.82023592|20.06220362|264.7428792|0.435856737|-0.042457317|-48.16624372|0.676089232|-47.33176279|99.31985763|-24.864808|100.8824395|1770.045716|-14.56188764|7.259183801|13.95917988|-626.1611682999999|36.77740577|0.029155542|1.0|1.0|1.0|2.0|3.51|16.0|-5.84|5.04|3.64|125.57|1.0|0.0|97.32|0.0|2.0|6.0|-5.11|26.0|6.0|371.41|0.0|1.0|7.68e-06|0.00285|0.000105|39.0|1.45e-06|3.8551|4.47|3.8551|-1559.3980869999998|622.22|321.61|0.2627|321.61|512.9|0.2627|-0.15994|-0.19526|-1559.253116|7.5091|0.13|6.8861
12v_a30|0.0|0|0.0|0.0|0|7.412764017000001|0.604983445|0.037440652|-0.006974714|2|0.04625323|-0.099831334|-0.369659818|0.002431329|10.31162873|-0.04950715|1|1|-0.0857954809999999|0.8149999040000001|0.83236194|-0.029852321|0.711738503|0|-0.077138874|0.015823709|-52.18846092|10.70556236|82.09302037|0.1498787969999999|-0.037666615|-44.46327619|0.806069067|-35.30820865|75.73440678|-25.48342433|62.89402328|2483.120571|-17.2408622|8.114588039|15.56114504|-844.8022477|31.6144427|0.014801518|1.0|1.0|0.0|1.0|4.62|17.0|-7.8|5.11|3.92|81.65|2.0|0.0|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|467.37|0.0|1.0|2.64e-07|0.000123|9.14e-07|0.0004269999999999|1.58e-08|3.5507|5.08|3.5507|-2494.963646|715.58|349.18|0.1601|349.18|573.82|0.1601|-0.1505099999999999|-0.20681|-2494.802821|4105.0|22.0|7.6596
14_a1|0.0|0|3.3674017380000003|0.0|0|7.423568444|1.430935835|0.043282217|-0.015636898|1|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|10.94959842|-0.0492229479999999|1|1|-0.033765606|0.838928085|0.7462411859999999|-0.08530265|0.795744863|0|-0.12658238|0.033047776|-74.96297518|19.5711254|161.1772893|0.406829129|-0.046308519|-42.99041175|0.753357398|-44.39360096|87.02320758|-27.42423067|94.53410059|1876.042189|-16.24082222|7.46120838|14.21658628|-730.8369997000001|36.40268318|0.0243658979999999|1.0|1.0|1.0|2.0|3.25|23.0|-7.69|4.04|3.63|103.12|1.0|0.0|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|384.39|0.0|1.0|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.03e-08|3.8344|4.57|3.3061|-1292.588129|621.08|375.01|0.4442|323.35|464.08|0.3497|-0.1336|-0.19322|-1292.415211|5.3099|94.0|7.0269
12az_a36|0.0|0|3.465535084|0.0|0|7.412764017000001|1.297042831|-0.196183836|-0.009570959|2|0.040566449|0.078817323|-0.593399474|0.000482522|10.95957115|-0.012800556|1|1|-0.289604649|0.884226781|0.812921349|-0.061924322|0.8350231859999999|0|-0.071762413|0.034771534|-50.28669997|24.36575918|60.11023222|0.180836387|-0.033474609|-52.96429617|0.583865006|-35.23783652|99.82512582|-23.45695404|74.65245915|2455.7577530000003|-16.43719536|8.449849817|15.73229538|-953.3573311|40.17530387|0.034594361|1.0|1.0|1.0|2.0|4.96|17.0|-6.79|2.83|1.9|87.66|1.0|0.0|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|441.49|0.0|0.0|7.75e-05|0.0342|7.13e-05|0.0315|1.6100000000000005e-07|3.8863|2.68|3.6095|-1461.990465|737.12|343.5|0.4383|319.03|576.54|0.0146|-0.14879|-0.19846|-1461.750394|7.821000000000001|58.0|7.2366
4c_a46|0.0|0|0.0|0.139403726|1|7.825245291|1.134637091|-0.068543882|-0.005085922|1|0.0440307329999999|-0.111750026|-0.300069396|0.010177371|10.94298307|-0.068256579|1|1|-0.083788154|0.649753668|0.726862617|0.072412685|0.65145414|0|-0.063644365|0.013924723|-40.22007179|8.799732282999999|35.22734468|0.109222605|-0.029688832|-34.9456654|0.840753785|-25.41708422|60.67664538|-18.76186479|49.01980408|2487.942529|-11.85656505|7.172412106|13.06174141|-663.9676426|22.31552819|0.008510983|1.0|1.0|1.0|0.0|4.09|17.0|-7.62|5.11|5.24|57.01|2.0|0.0|115.03|0.0|1.0|5.0|-5.55|29.0|4.0|389.49|1.0|0.0|2.8e-06|0.00109|5.3e-06|0.00207|2.39e-08|5.4579|6.38|4.1026|-1245.4159619999998|683.75|302.21|0.2296|227.16|617.56|0.2083|-0.17085|-0.21466|-1245.176359|5.4491|2008.0|5.6972
6b_a31|0.0|0|3.404988662|0.0|0|7.773594467000001|0.610136262|0.052690797|-0.016070861|0|0.037803618|0.11647286|-0.787472195|-0.011483229|10.31169819|-0.053655833|2|2|-0.004825446|0.838789705|0.78240875|-0.068433069|0.795570315|0|-0.12081047|0.032992761|-73.70779766|20.12924648|159.79549319999998|0.372146926|-0.045675611|-47.81835367|0.7459204140000001|-44.96993859|93.1058799|-27.86719323|93.83704414|2063.736075|-17.0020813|7.513612533|14.46878435|-765.0936586|37.35947255|0.024142162|1.0|1.0|1.0|2.0|3.55|22.0|-7.33|5.19|4.0|131.36|1.0|0.0|109.69|0.0|1.0|4.0|-5.63|29.0|5.0|404.44|0.0|1.0|2.34e-06|0.000947|2.18e-05|0.00883|4.67e-08|3.2949|4.61|3.2949|-1652.671944|637.06|376.29|0.4967|376.29|492.36|0.4967|-0.13345|-0.1918|-1652.505041|8.8379|54.0|7.2676
1_a1 (SKF-104365)|0.0|0|0.0|0.0|1|7.535296702|0.626769342|0.011230812|-0.006055958|1|0.0409444439999999|-0.091086986|-0.218014497|0.000663414|10.33812228|0.11172918|1|1|-0.300426726|0.57031697|0.7926983559999999|-0.015406451|0.551667506|0|-0.067997692|0.0133681239999999|-31.45099608|6.18316314|6.658828587|0.186844249|-0.029524467|-17.369816|0.709744919|-14.547040099999998|46.32985169|-13.65596178|37.63415922|1551.362941|-6.316296726|5.2735884010000005|9.042613965|-208.4377919|19.24066156|0.018973797|1.0|1.0|1.0|0.0|2.97|17.0|-6.0|3.93|4.28|56.01|0.0|0.0|81.72|0.0|1.0|2.0|-3.8|21.0|3.0|297.35|1.0|1.0|0.000159|0.0472|9.65e-05|0.0287|9.93e-07|3.8901|3.45|3.8901|-1279.084677|491.18|318.72|0.2178|318.72|358.09|0.2178|-0.16142|-0.19624|-1279.017667|6.9338|1.6|5.7959
2_a27|0.0|0|0.0|0.0|2|6.605297921|1.402655014|0.09890645|-0.0065894809999999|2|0.0427777779999999|-0.196529806|-0.276758209|0.009338889|10.93783218|0.017751479|1|1|-0.361571905|0.639024713|0.796022385|0.137868605|0.60904903|1|-0.058444848|0.019809599|-29.42169804|9.972342226|9.194894069|0.153130039|-0.029261411|-20.65736087|0.6684621829999999|-14.81116546|52.43208086|-14.73047548|39.39404027|1270.627585|-7.415462877|5.312170441|9.527176544|-289.2030522|22.03636323|0.022639983|0.0|0.0|1.0|0.0|2.9|21.0|-5.84|2.43|2.49|65.6|0.0|0.0|92.58|0.0|2.0|2.0|-3.19|24.0|4.0|317.34|1.0|1.0|0.000644|204.0|0.0002009999999999|0.0638|1.45e-06|4.1624|4.32|4.1624|-1043.821085|538.57|297.87|0.3217|297.87|420.7|0.3217|-0.16769|-0.21702|-1043.715364|6.8854|13.0|7.8861
26_a47|0.0|1|0.0|0.0|1|6.86171134|1.304328272|0.11828578|-0.012090143|2|0.045681818|-0.110530752|-0.544056455|-0.0098410169999999|10.94972213|0.0081426509999999|1|1|-0.079370393|0.6850994429999999|0.845040087|-0.11288313|0.651797437|1|-0.098127284|0.020884606|-57.01987795|12.13564316|9.608109253|0.2895618|-0.038735145|-34.3326642|0.717639177|-33.13315474|73.39007585|-22.50824805|69.15552111|1341.904566|-13.07911017|6.945070057000001|13.22794532|-549.3226272|31.36429668|0.024619511|0.0|0.0|1.0|2.0|3.13|21.0|-7.22|2.84|4.68|98.72|1.0|0.0|104.8|0.0|1.0|4.0|-4.86|28.0|5.0|396.81|0.0|1.0|1.3699999999999998e-05|0.00545|2.77e-05|11.0|5.97e-08|4.7963|4.37|3992.0|-1696.096597|592.84|310.58|0.3197|258.5|443.78|77.0|-0.16642|-0.22921|-1695.993821|4.8242|13.0|7.9
6b_a40|0.0|0|0.0|0.0|1|8.421342866|0.604892326|0.135693438|-0.014861289|0|0.039863946|-0.137534783|-0.698480566|-0.003851208|10.30179924|-0.226457281|2|2|-0.033583055|0.691778838|0.842573207|0.003163118|0.6462648870000001|1|-0.107699967|0.014588568|-72.13527644|9.771129787|176.8246355|0.246568426|-0.049599889|-53.15460718|0.878140798|-48.31476032|87.29061302|-33.22101012|81.90640622|4049.386572|-22.2507658|6.976123351|12.51342818|-956.7829293|37.83107469|0.011838681|1.0|0.0|1.0|1.0|4.02|14.0|-5.21|5.67|4.38|173.43|2.0|2.0|130.16|1.0|2.0|5.0|-8.41|31.0|5.0|511.42|0.0|1.0|3.86e-09|1.98e-06|6.55e-07|0.000335|6.21e-06|3.1026|8.98|3.1026|-3290.775349|687.2|399.62|0.4962|399.62|552.01|0.4962|-0.1237099999999999|-0.21904|-3290.648012|11.3203|0.03|7.5229
12k_a36|0.0|0|3.483171769|0.0|0|7.412764017000001|1.297043952|-0.076124222|-0.0071232019999999|2|0.039061728|0.096315593|-0.413145744|0.002782748|10.94908765|-0.058284869|1|1|-0.1619981409999999|0.90500247|0.811903388|-0.09344781|0.856135378|0|-0.075717305|0.018067063|-49.87227128|11.90012613|46.79001927|0.157229536|-0.037758075|-44.22843899|0.7806817009999999|-32.84907515|78.24529096|-24.86988906|61.7723974|2294.707886|-16.38090333|7.241602627000001|13.89698356|-884.5687799000001|31.85663123|0.016847116|1.0|1.0|0.0|2.0|4.89|17.0|-7.01|3.62|2.42|69.2|1.0|0.0|133.84|0.0|1.0|6.0|-4.58|31.0|4.0|407.47|1.0|0.0|2.6e-05|0.0106|2.82e-05|0.0115|9.66e-08|5053.0|3.83|3.6631|-1310.3453949999998|697.92|338.46|0.3116|245.37|530.51|0.0908|-0.15053|-0.20023|-1310.134752|7.3988|14.0|7.8539
12e_a30|0.0|0|0.0|0.0|0|7.412764017000001|0.604984231|-0.0026669809999999|-0.0077937519999999|2|0.041767677|-0.010682095|-0.444243861|0.0043261129999999|10.31162844|-0.055954785|1|1|-0.154412059|0.838579475|0.8246767140000001|0.002248768|0.7933543279999999|0|-0.07914783|0.024254701|-52.50202674|16.08914569|106.2790684|0.183296295|-0.035153347|-43.14823836|0.7071208529999999|-34.82676424|80.10232244|-23.31866823|68.59117243|2392.685958|-15.46823639|8.069355055|15.14403079|-819.8165288|32.97692061|0.022696477|1.0|1.0|1.0|1.0|4.72|17.0|-6.74|3.89|2.63|90.88|2.0|0.0|133.77|0.0|1.0|6.0|-5.44|31.0|5.0|428.51|0.0|0.0|3.59e-06|0.00154|1.19e-05|0.0050799999999999|1.84e-07|5.0412|3.58|3.4747|-1690.3021629999998|709.98|356.82|0.2055|245.94|562.76|151.0|-0.1476|-0.19804|-1690.092998|6.1598|11.0|7.9431
12aj_a36|0.0|0|3.482902101|0.0|0|7.412764017000001|1.29704406|-0.056210607|-0.00706023|2|0.043848238|0.064171987|-0.402433117|0.002951176|10.95354213|-0.042227364|1|1|-0.1763783589999999|0.90414347|0.812278823|0.091113865|0.856274847|0|-0.073002742|0.018305468|-46.79363201|11.73352271|82.34300699|0.173013687|-0.0368515929999999|-42.23511741|0.77492734|-29.99399664|76.5855549|-23.62130319|58.52715472|2275.825451|-15.14089115|8.056502837|15.35536375|-802.4672307|30.48195872|0.016684569|1.0|1.0|0.0|2.0|4.84|17.0|-6.97|3.24|2.19|69.2|1.0|0.0|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|395.46|1.0|0.0|6.929999999999999e-05|0.0274|5.05e-05|0.02|1.08e-07|5.2301|3.48|3.6017|-1272.27339|682.84|344.24|0.5616|237.06|539.55|0.0082|-0.14818|-0.20093|-1272.060325|7.8393|17.0|7.7696
18_a4|0.0|0|0.0|0.0|1|7.535296702|1.3998285519999998|-0.181683336|-0.004533883|1|0.042924837|0.049240675|-0.181355303|0.000379379|10.94611841|-0.063708832|1|1|0.015390457|0.624748358|0.793041267|0.102914528|0.615655659|0|-0.094231531|0.017694182|-46.48874223|8.729352711|203.5264327|0.224403961|-0.03479101|-20.88721799|0.769438308|-22.93503169|50.98777224|-17.16400317|55.21809494|1573.744396|-8.467791078|6.133421395|10.31843368|-313.3082699|22.30718562|0.0175331289999999|0.0|1.0|0.0|1.0|3.32|17.0|-5.53|3.46|3.43|50.94|0.0|0.0|86.22|0.0|2.0|3.0|-2.95|23.0|4.0|307.32|1.0|1.0|0.00113|349.0|0.000312|0.0959|2.96e-06|4.5152|3.02|4.2045|-1033.480025|523.81|294.88|0.2083|274.59|404.27|0.1|-0.17345|-0.20883|-1033.398285|3498.0|2.62|5.5817
14ae_a23|0.0|1|0.0|0.0|2|7.423568444|1.1979624290000002|-0.033049777|-0.007539122|2|0.042903564|0.026913008|-0.4448081789999999|0.008996289|10.31321689|0.0289586779999999|2|2|-0.253318853|0.7763406840000001|0.7830067820000001|0.107765697|0.7317531540000001|1|-0.065169397|0.03467374|-46.69131269|24.84237243|111.4422142|0.127637949|-0.0269140239999999|-44.69687612|0.53040766|-33.45249142|87.09501229|-19.28284095|71.53368511|2575.36078|-13.81539807|8.123993885|15.59484379|-759.846894|36.35475577|0.034488074|0.0|1.0|1.0|1.0|3.74|26.0|-7.6|3.48|4.03|123.48|2.0|1.0|133.27|0.0|1.0|7.0|-5.8|34.0|6.0|471.53|0.0|0.0|1.6e-06|0.000753|8.22e-06|0.0038799999999999|2.49e-08|3.6036|2.99|3.6036|-1858.967022|751.57|344.06|0.3205|344.06|627.57|0.3205|-0.14537|-0.21659|-1858.7404850000005|9.5944|2.0|8.6038
5_a4|0.0|0|0.0|0.0|1|7.535296702|1.343864516|-0.196773454|-0.001215982|2|0.035994832|0.012532807|-0.0607990979999999|0.011630756|10.92992834|-0.134215501|1|1|-0.076189222|0.655087104|0.767615203|-0.165454845|0.650346601|1|-0.050732198|0.008047242|-27.26045038|4.324106888|13.96974087|0.056851498|-0.025201292|-19.68930579|0.807351587|-14.64813624|41.76764149|-13.54166762|31.58455727|1896.178084|-7.276482574|5.758733969|9.823391314|-334.71819839999995|16.77294978|0.009538616|1.0|1.0|1.0|0.0|3.27|21.0|-7.96|4.89|4.67|43.6|1.0|0.0|104.89|0.0|1.0|3.0|-4.57|26.0|3.0|340.42|1.0|1.0|2.72e-05|0.00925|1.4499999999999998e-05|0.0049299999999999|1.09e-08|4.8582|3.71|4.0239|-1069.27374|595.55|308.12|0.1106|255.2|421.24|67.0|-0.16965|-0.21857|-1069.102899|3.1619|71.0|7.1487
3_a4|0.0|0|0.0|0.0|1|7.535296702|1.343866299|-0.241609351|-0.001141383|2|0.033760684|-0.07806942|-0.0502208409999999|0.011825591|10.92992985|0.050638298|1|1|-0.08121207|0.637819558|0.773786787|-0.0862461019999999|0.623172012|1|-0.052578183|0.010568144|-25.5405205|5.133610255|12.23442244|0.080195284|-0.024645574|-15.5080075|0.7196876640000001|-12.40663231|39.38579676|-11.97190059|30.67413075|1602.411021|-5.815502811|4.832514477|8.486341272999999|-232.6201124|16.63485592|0.015358792|1.0|1.0|1.0|0.0|2.99|21.0|-7.19|4.02|4.11|43.6|0.0|0.0|95.12|0.0|1.0|2.0|-3.7|24.0|3.0|312.37|1.0|1.0|0.000198|0.0617|5.520000000000001e-05|0.0173|6.49e-08|4.9088|2.66|4.0639|-990.6395508|535.44|305.09|0.1415|252.57|350.36|0.0871|-0.17005|-0.21969|-990.514888|3205.0|104.0|6983.0
25c_a34|0.0|0|0.0|0.0|1|7.412764017000001|1.377881974|0.024837617|-0.014384932|2|0.037424242|-0.16034464|-0.834326082|-0.002827527|10.95957635|-0.041629027|1|1|-0.563411433|0.809687672|0.80135608|0.118901861|0.760055383|0|-0.088513496|0.043815478|-59.0359041|29.22363765|183.6812574|0.316768377|-0.031498055|-50.44285726|0.537428437|-39.37521522|100.6665476|-21.008278|88.25954175|2439.174137|-14.01190479|7.484891117|13.26192888|-756.6428589|39.09037289|0.037538004|0.0|1.0|1.0|1.0|3.64|17.0|-5.71|2.18|1.98|90.74|1.0|0.0|116.0|0.0|2.0|6.0|-2.81|31.0|6.0|421.45|0.0|0.0|0.00156|659.0|0.000523|0.22|1.97e-06|4.2095|4.32|4.2095|-1426.704645|704.43|294.54|0.2239999999999999|294.54|561.29|0.2239999999999999|-0.17424|-0.2069599999999999|-1426.48597|9.8087|1.78|5.7496
1k_a5|0.0|0|2.9020229360000003|0.0|0|6.605297921|1.427567903|-0.216088148|-0.0030192829999999|2|0.026339869|-0.095857885|-0.120771321|0.003886035|10.9489659|-0.011848312|1|1|0.045204303|0.567806811|0.7824502320000001|-0.011552666|0.558485747|0|-0.078995018|0.010892351|-40.40908188|5.571869083999999|165.11680719999998|0.216307319|-0.0301207529999999|-19.44172742|0.724954458|-20.67084672|47.83775802|-15.40795854|45.98095096|824.0133397999999|-7.881781385|6.710535795|12.9461019|-291.6259112|21.25369168|0.019219352|1.0|1.0|1.0|1.0|2.71|23.0|-8.3|4.88|4.76|54.46|0.0|0.0|90.44|0.0|1.0|3.0|-3.97|24.0|4.0|316.33|1.0|1.0|0.000106|0.0336|4.970000000000001e-05|0.0157|4.99e-09|4.7221|3.1|4.4063|-1050.548505|533.8|281.38|0.6242|262.56|398.63|0.1239|-0.1798799999999999|-0.22504|-1050.468159|2.3036|48.0|7.3188
47o_a18|0.0|0|0.0|0.0|0|7.03438793|1.251177005|0.052875948|-0.006476544|0|0.037484277|-0.006238734|-0.4339284229999999|-0.00046896|10.94702017|-0.038296569|0|0|-0.156998637|0.7452092359999999|0.7435044540000001|0.001673737|0.733228144|0|-0.077288013|0.008692675|-56.13142962|6.313168526|77.37089184|0.193127002|-0.034545459|-46.6464782|0.872753077|-40.76618466|70.23090572|-25.08909125|62.44459815|1393.529823|-18.22128055|9.808930716|19.35260972|-1166.161955|28.74706708|0.008265369|1.0|1.0|1.0|3.0|4.17|18.0|-9.37|3.69|3.0|85.29|3.0|1.0|139.63|0.0|1.0|9.0|-5.66|34.0|3.0|454.56|0.0|1.0|2.19e-06|0.000996|8.38e-06|0.00381|4.26e-10|3.22|7.62|3.22|-1455.574672|783.22|385.04|0.5065|385.04|706.49|0.5065|-0.13203|-0.18223|-1455.231246|2.8284|47.0|7.3279
2_a33|0.0|1|3.396444161|0.0|0|7.765993078999999|0.609420748|0.047294725|-0.009168933|0|0.039958333|-0.049900189|-0.476784502|-0.002514803|10.31100266|-0.05997501|3|3|-0.148024156|0.787714775|0.833090592|-0.0212158239999999|0.753434785|1|-0.0804186|0.018451635|-49.13901703|11.27469555|103.5201191|0.1804845889999999|-0.031851158|-38.84811555|0.702597735|-30.02592687|75.44970552|-19.46234551|60.41371259|3245.244678|-11.89228027|6.152818143999999|11.60906093|-582.7217333|27.70055258|0.019430318|1.0|1.0|1.0|2.0|3.57|19.0|-7.67|6.7|4.63|140.04|2.0|0.0|115.28|1.0|1.0|7.0|-6.35|28.0|4.0|411.54|0.0|1.0|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|2.13e-08|3.6281|5.11|3.6281|-1920.079174|655.74|341.74|0.2911|341.74|525.38|0.2911|-0.15012|-0.19979|-1919.890628|5539.0|6.0|8.2596
12ac_a36|0.0|0|3.4419617660000004|0.0|0|7.412764017000001|1.297043188|-0.050997272|-0.007639626|2|0.042560386|0.03586247|-0.450737917|0.000584134|10.95345846|-0.0121300989999999|1|1|-0.166354116|0.8058720979999999|0.811459853|0.135371136|0.770400825|0|-0.080202334|0.021508835|-55.68500110000001|14.93372351|118.0445703|0.220326632|-0.036062573|-50.32319912|0.7316461470000001|-38.66245764|86.51036063|-25.03847816|70.61872461|2455.459827|-17.38437788|8.126831024|14.63702516|-956.1407834|34.22211444|0.020208014|1.0|1.0|0.0|2.0|4.86|17.0|-6.89|3.16|2.09|86.27|1.0|0.0|133.95|0.0|1.0|6.0|-3.81|32.0|5.0|423.47|0.0|0.0|0.000154|0.0653|0.000112|0.0476|1.29e-07|3.8843|4.84|3.8594|-1385.606133|711.77|321.25|0.3302|319.2|554.84|0.0249|-0.15675|-0.20949|-1385.382927|5.4387|13.0|7.8861
16_a31|0.0|0|3.096824452|0.0|0|7.758333467000001|0.61013894|0.152128735|-0.020181753|0|0.042528736|-0.050076586|-0.726543099|-0.017017891|10.31170095|0.06214876|2|2|-0.09530799|0.951830892|0.8318419909999999|-0.038841601|0.8944757390000001|0|-0.142079397|0.0374314139999999|-66.9420327|17.63615984|130.369865|0.4535498739999999|-0.050105055|-33.36862997|0.73080436|-31.54036284|83.86629191|-23.60746376|84.57819254|1212.615438|-11.12287666|5.521618837|9.649327262|-367.0549296|32.30339751|0.027684692|0.0|1.0|1.0|2.0|3.2|16.0|-4.94|3.8|2.83|114.29|0.0|0.0|80.57|0.0|2.0|2.0|-4.36|21.0|4.0|300.34|0.0|1.0|4.38e-05|0.0131|0.000254|0.0762|1.16e-05|3.6596|1.7|3.6596|-1308.242314|503.18|338.79|0.2534|338.79|369.73|0.2534|-0.15231|-0.1842|-1308.161433|5.5943|0.09|7.0458
11a_a50|0.0|1|0.0|0.0|2|7.927685046000001|1.397733996|-0.156121881|-0.002914262|1|0.038040936|-0.04339705|-0.134056065|0.011959339|10.94500606|-0.129547471|2|2|-0.277408878|0.701976536|0.792574879|-0.158172459|0.667956827|1|-0.048213112|0.01848869|-25.48858279|9.774322692|7.53108119|0.0828728879999999|-0.025421565|-19.89396594|0.6543614329999999|-13.47492066|48.67321197|-13.43949068|35.26290548|1550.320581|-7.104987834|5.965221997|11.123941699999998|-298.409489|20.53832944|0.020887781|0.0|1.0|1.0|0.0|3.44|20.0|-5.87|3.09|3.73|48.53|0.0|0.0|99.65|0.0|2.0|2.0|-3.58|25.0|3.0|327.38|1.0|1.0|0.000263|0.0862|6.97e-05|0.0228|1.35e-06|4.0636|3.05|4.0636|-1045.978598|574.01|305.11|0.1761|305.11|437.9|0.1761|-0.16769|-0.2005299999999999|-1045.84627|7.5619|59.0|7.2291
3e_a32|0.0|1|3.501917045|0.0|0|7.773594467000001|0.609420788|0.015619823|-0.006553709|0|0.044949495|-0.057366352|-0.275255791|0.000655875|10.31100276|-0.080731823|3|3|-0.1395294259999999|0.8315372|0.8046468659999999|-0.061561535|0.77923808|1|-0.073411249|0.0124235339999999|-39.56206964|6.69516884|47.09895162|0.131830389|-0.030786645|-29.05885545|0.7752553659999999|-21.32040233|60.86894767|-16.59123638|46.25723848|1732.3689949999998|-8.941186293|5.863649531|10.68709999|-348.70626539999995|21.40099522|0.012891628|1.0|1.0|1.0|1.0|3.33|19.0|-6.92|6.8|5.24|110.94|1.0|0.0|97.86|0.0|1.0|3.0|-6.52|23.0|3.0|340.47|0.0|1.0|3.02e-07|0.000103|6.6e-06|0.00225|1.2099999999999998e-07|3.5589|3.52|3.5589|-1672.748189|578.77|348.38|0.2914|348.38|456.76|0.2914|-0.14754|-0.20098|-1672.62984|5.6928|8.0|8.0862
13l_a6|0.0|0|3.433158672|0.0|0|7.412764017000001|1.4242139390000002|0.03093879|-0.0143011819999999|1|0.0408037829999999|0.090187973|-0.858070925|-0.009326562|10.95129637|-0.086595185|1|1|-0.073210645|0.8694295409999999|0.7908110340000001|-0.058931734|0.827754203|0|-0.118071236|0.030012523|-82.24617981|20.90615311|182.8275745|0.3569010139999999|-0.0451862259999999|-61.3913735|0.793671137|-57.29112645|100.8610837|-31.47586631|103.1523329|3127.831037|-21.92549054|8.810095892|15.34147837|-1227.82747|39.65857501|0.018273048|1.0|1.0|1.0|3.0|3.64|23.0|-8.89|4.55|3.8|115.15|1.0|0.0|124.98|0.0|1.0|7.0|-5.49|33.0|5.0|441.48|0.0|1.0|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|1.29e-09|3.6675|5.41|3.5499|-1465.865882|735.52|349.26|0.3115|338.07|578.91|0.0165|-0.14562|-0.19447|-1465.624566|8.9893|385.0|6.4145
