molecula|SddssS|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1i|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|FNSA3|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|WNSA2|DPSA4|FPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
14z_a23|0.0|1|0.0|0.0|2|7.423568444|1.197960872|0.08752343|-0.005892861|2|0.04314059|0.038811869|-0.30053593|0.009174505|10.31321795|-0.0229244|2|2|-0.125978901|0.719722236|0.802520527|0.10796308|0.64069202|1|-0.0582387179999999|0.018337664|-40.56245532|12.77192721|40.18308023|0.074698898|-0.03393829|-38.68856944|0.785604449|-28.25118461|66.77741935|-23.63754572|53.33438253|2692.627452|-16.46322104|7.834464959|14.91419434|-773.7713888999999|30.08835522|0.01612263|0.0|0.0|1.0|1.0|3.42|26.0|-8.57|4.64|5.32|105.02|2.0|1.0|130.3|0.0|1.0|5.0|-6.77|32.0|4.0|480.37|0.0|0.0|1.7e-07|8.18e-05|7.37e-07|0.000354|2.6899999999999996e-09|4032.0|4.73|3.6632|-2549.107748|715.41|338.46|0.3201|307.5|586.28|0.2917|-0.15195|-0.23698|-2548.957384|7.9877|5.0|8.2941
12w_a36|0.0|0|3.3131307480000003|-4.750262163|0|7.412764017000001|1.24014105|0.081390556|-0.015825416|2|0.041555556|0.041058884|-0.917874106|-0.011700732|10.96020797|-0.010726574|1|1|-0.3344729369999999|0.647732719|0.828393514|-0.098657593|0.624142499|0|-0.086826396|0.021104445|-62.34080876|15.15285952|112.947763|0.171636756|-0.041210062|-57.35989379|0.70536279|-44.76031023|99.51883498|-29.58856606|77.49366829|2602.5207|-21.24440511|8.365472166|15.701847400000002|-1147.197876|41.94801097|0.0273396629999999|1.0|1.0|0.0|2.0|4.82|17.0|-7.14|3.31|4.04|78.43|2.0|0.0|130.43|0.0|1.0|7.0|-5.2|34.0|8.0|465.43|0.0|0.0|6.26e-06|0.00291|8.6e-06|4.0|7.24e-08|3.8881|4.86|3.8881|-1645.202839|712.88|318.88|0.4508|318.88|552.55|0.4508|-0.15708|-0.21034|-1645.017691|7.0746|23.0|7.6383
A8301_a51|0.0|0|0.0|0.0|1|6.86171134|1.197963627|0.0245770529999999|-0.00449765|2|0.039058957|0.078523314|-0.242873103|0.00740124|10.31321735|-0.1227504419999999|1|1|-0.0618359079999999|0.7595189840000001|0.6959300979999999|-0.013846396|0.7234449559999999|1|-0.055295165|0.008152073|-35.90764428|5.293803823|36.55933899|0.065260105|-0.032775831|-32.90818536|0.854959635|-23.3177516|56.90163721|-21.28401067|41.20144811|2461.663545|-13.82143785|6.890532887999999|13.24988678|-691.0718926|24.89475504|0.009586697|1.0|1.0|1.0|1.0|3.49|27.0|-9.38|5.5|5.52|87.72|2.0|1.0|129.04|0.0|1.0|5.0|-6.6|31.0|3.0|421.52|0.0|1.0|2.5e-07|0.000105|1.17e-06|0.000495|4.12e-10|||||||||||||||12.0|7.9208
13p_a6|0.0|0|3.449535594|0.0|0|6.842683282|1.424099253|0.024837222|-0.010395243|2|0.042959184|0.072850973|-0.634109842|-0.008008339|10.95053423|-0.072853186|1|1|-0.116250572|0.865935935|0.784414352|-0.059663359|0.8244206940000001|1|-0.099405155|0.01730144|-70.52421289|12.27472016|80.30786544|0.273479442|-0.03767435|-54.04422654|0.76005742|-50.03427239|89.17529231|-26.72853188|82.79893305|3833.042283|-18.9628865|8.760340755|14.91957306|-1080.8845310000002|35.16646396|0.018322293|1.0|1.0|1.0|3.0|3.64|27.0|-10.06|4.58|4.01|122.47|1.0|0.0|132.01|0.0|0.0|7.0|-5.09|34.0|5.0|449.51|0.0|1.0|8.11e-06|0.00365|2.79e-05|0.0125|8.73e-11|4.7973|4.73|2.9837|-1463.08132|752.82|415.53|0.4132|258.45|573.39|0.0029|-0.12251|-0.1971099999999999|-1462.804694|12163.0|92.0|7.0362
1_a6 (SB-431542)|0.0|0|3.3674017380000003|0.0|0|7.423568444|1.430935835|0.043282217|-0.015636898|1|0.035620155|0.1008839219999999|-0.766207981|-0.011639964|10.94959842|-0.0492229479999999|1|1|-0.033765606|0.838928085|0.7462411859999999|-0.08530265|0.795744863|0|-0.126408788|0.033020439|-74.98172333|19.58668728|160.410387|0.405958714|-0.0462988229999999|-43.12110169|0.7531996609999999|-44.47680367|87.15852628|-27.46300805|94.56841061|1890.228713|-16.29019397|7.523839331|14.26172029|-733.0587287000001|36.46179023|0.02438148|1.0|1.0|1.0|2.0|3.25|23.0|-7.69|4.04|3.63|103.12|1.0|0.0|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|384.39|0.0|1.0|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.03e-08|3.8208|4.57|3295.0|-1292.588032|619.92|376.28|0.5765|324.5|464.07|0.3346|-0.13329|-193.0|-1292.41452|8.8611|1542.0|5.8119
9a_a40|0.0|0|0.0|0.0|1|7.515889085|0.604993021|-0.028285975|-0.003680068|0|0.0397333329999999|0.168990628|-0.136162501|0.01310675|10.31197235|-0.1720337089999999|2|2|0.016958188|0.624889926|0.690568477|-0.394662853|0.61091688|1|-0.060029933|0.011033601|-29.02567082|5.334966331|109.9916614|0.062399815|-0.032156295|-17.0405052|0.868476591|-14.03449109|39.45618424|-15.54821024|34.36063715|336.39741360000005|-7.51786994|6.749223592000001|13.33684703|-255.607578|17.90285474|0.008714375|1.0|0.0|1.0|0.0|3.26|20.0|-6.4|4.58|4.43|58.43|1.0|0.0|86.7|0.0|1.0|2.0|-5.49|21.0|2.0|291.37|1.0|1.0|3.24e-06|0.000944|8.33e-06|0.00243|4.02e-07|4.7066|4.07|3.3192|-1217.955997|515.96|373.53|0.4746|263.42|411.01|0.3483|-0.13808|-0.20303|-1217.873686|5.09|214.0|6.6696
9_a3|0.0|0|0.0|0.0|0|6.823286122000001|0.605017128|0.187952252|-0.007847313|1|0.034166667|-0.126542538|-0.298197887|-0.004918099|10.31162238|0.023606557|1|1|0.141996379|0.923357627|0.6729843740000001|-0.260349706|0.865283439|0|-0.095161413|0.007377805|-44.74600478|3.469130065|223.4501605|0.15350225|-0.038196575|-18.47392835|0.886859678|-21.04009269|43.50933802|-17.96047462|48.21513485|1383.145159|-8.445224386|5.004834198999999|8.532203772|-295.5828535|20.25176593|0.008976383|1.0|1.0|1.0|1.0|3.1|21.0|-7.26|4.9|4.62|80.04|1.0|0.0|92.69|0.0|1.0|2.0|-5.53|22.0|2.0|303.38|0.0|1.0|2.96e-06|0.000899|1.25e-05|0.00379|5.5e-08|5.8185|3.28|3.7356|-1256.087705|512.44|331.9|0.2069|213.09|350.27|0.1127|-0.15834|-0.19833|-1256.002529|2.6661|10965.0|4.96
8_a4|0.0|0|0.0|0.0|1|7.535296702|1.304250488|-0.208165266|-0.001277205|2|0.038726287|-0.072752231|-0.056197036|0.010647563|10.9295757|0.05775266|1|1|-0.078942941|0.619844116|0.813333185|-0.07377839|0.576540652|1|-0.05397993|0.0103751219999999|-27.90231822|5.362918401|11.02158946|0.074867554|-0.024598141|-17.52616744|0.7261541020000001|-14.42275611|41.57817329|-12.71482105|33.26523662|1737.932042|-6.572312789|5.695730546|9.972991122|-262.8925116|17.50981094|0.0148422489999999|1.0|1.0|1.0|0.0|2.99|21.0|-7.78|4.63|4.76|43.6|1.0|0.0|100.13|0.0|1.0|2.0|-4.35|25.0|3.0|346.81|1.0|1.0|4.49e-05|0.0156|1.46e-05|0.00506|1.65e-08|5.3544|3.29|3.9863|-1450.239105|561.6|311.03|0.1687|231.56|391.01|0.0642|-0.16821|-0.22685|-1450.121028|5.7488|54.0|7.2676
7s_a46|0.0|0|0.0|0.218897825|1|7.727094485|1.160371307|-0.0778653109999999|-0.005351046|1|0.044509804|-0.210750635|-0.240797051|0.0060802|10.94651358|-0.020953253|1|1|0.018964141|0.778692012|0.770312275|-0.036284605|0.768056188|0|-0.096723151|0.008871171|-48.61321955|4.458665639|166.3052939|0.141211538|-0.031623562|-20.9694955|0.8198874559999999|-24.43308641|47.36217237|-15.894055599999998|53.07188519|1619.4591|-7.988379237|5.565371272|9.829721631|-335.5119279|19.38565529|0.01122216|0.0|1.0|1.0|1.0|3.08|17.0|-6.08|3.65|3.9|50.94|0.0|0.0|91.19|0.0|1.0|2.0|-4.07|23.0|3.0|305.37|1.0|1.0|8.590000000000001e-05|0.0262|5.76e-05|0.0176|8.39e-07|5.2972|3.54|4293.0|-974.8067569|539.99|288.81|0.4164|234.06|446.63|0.1186|-0.17923|-0.19947|-974.664103|3.6655|1985.0|5.7022
4_a47|0.0|0|0.0|0.0|0|0.0|1.304464196|0.004633887|-0.008204735|2|0.038479532|-0.158636969|-0.3692130839999999|-0.007295208|10.93671044|0.011775922|0|0|-0.027355932|0.893350891|0.783871003|-0.095209424|0.8124901999999999|1|-0.07804769|0.007772995|-42.46254967|4.22896799|96.20929041|0.1257991219999999|-0.03525955|-27.39669054|0.806604393|-23.10213311|57.78603076|-19.18327632|46.69151766|1528.797085|-10.43683449|6.468023748999999|10.818777699999998|-438.3470487|23.78275706|0.013656479|1.0|1.0|1.0|2.0|2.75|22.0|-8.79|4.83|5.71|58.04|2.0|0.0|106.52|0.0|1.0|3.0|-5.92|26.0|3.0|361.82|0.0|1.0|1.21e-06|0.0004379999999999|2.31e-06|0.0008359999999999|1.61e-09|5.7708|4.44|3.73|-1509.453558|576.9|332.4|0.2304|214.85|432.89|0.2221|-0.1547|-0.21076|-1509.3147789999998|5.4892|32.0|7.5
9d_a31|0.0|0|3.456767212|0.0|0|7.765993078999999|0.61013528|0.036844743|-0.012442213|0|0.0359583329999999|-0.057650507|-0.696763933|-0.002456634|10.31169788|-0.021171445|2|2|-0.214049412|0.8066174070000001|0.8343242820000001|-0.030275712|0.771222772|0|-0.098210975|0.029032453|-66.96024848|19.79432796|154.8767865|0.305664196|-0.033844766|-55.58917047|0.6636195229999999|-45.65350116|97.84665015|-23.07536346|86.75457645|1932.363213|-15.732784099999998|9.436176796|17.39409698|-833.8375571|34.77197803|0.023927395|1.0|1.0|1.0|2.0|3.8|16.0|-7.63|6.04|4.09|117.37|2.0|0.0|112.97|0.0|1.0|9.0|-5.61|29.0|5.0|412.51|0.0|1.0|2.48e-06|0.0010199999999999|4.06e-05|0.0167|2.3500000000000002e-08|3.8478|5.0|3.8478|-1657.471475|727.27|322.22|0.2611|322.22|630.49|0.2611|-0.15969|-0.19426|-1657.245966|3.5077|0.6|6.2218
2_a47|0.0|0|0.0|0.0|0|0.0|1.381899691|-0.002024001|-0.008527649|2|0.027058824|-0.004557357|-0.3581612489999999|-0.007479445|10.93671092|-0.013580367|0|0|-0.0274111779999999|0.916092248|0.671819147|0.115527282|0.875463345|1|-0.083455669|0.008511123|-41.57671973|4.240150185|99.5619537|0.152675989|-0.036790752|-23.74109633|0.784978115|-20.71307621|55.81329383|-18.32875817|45.81686991|1242.745585|-9.131190896|5.308758149|9.369924133|-356.116445|23.34938746|0.016376351|1.0|1.0|1.0|2.0|2.58|22.0|-7.82|3.7|4.75|58.04|1.0|0.0|96.54|0.0|1.0|3.0|-5.46|24.0|3.0|313.35|1.0|1.0|3.46e-06|0.00109|7.75e-06|0.00243|1.51e-08|3.7181|3.49|3.7181|-1010.540464|536.13|333.46|0.2143|333.46|371.19|0.2143|-0.15446|-0.20731|-1010.412694|3.1004|631.0|6.2
12_a1|0.0|0|3.3894574360000003|0.0|0|7.423568444|1.430936075|-0.0455890429999999|-0.011221829|1|0.036382114|0.076867966|-0.516204114|-0.0038943009999999|10.94945122|-0.051772288|1|1|-0.173618873|0.8016064479999999|0.749817035|-0.045776997|0.7534284040000001|0|-0.0964711209999999|0.033770552|-55.99493147|19.60151089|133.6600817|0.234878615|-0.039894864|-35.28166588|0.724666653|-32.50125347|74.99749378|-23.15625812|75.59644237|1825.150911|-13.44063462|7.679719277999999|14.34104294|-564.5066541|31.95435864|0.024485753|1.0|1.0|1.0|1.0|3.29|23.0|-8.2|4.87|4.41|83.82|2.0|0.0|103.47|0.0|1.0|3.0|-4.98|28.0|5.0|366.37|0.0|1.0|1.04e-05|0.00379|1.77e-05|0.00649|6.28e-09|3734.0|3.67|3.1744|-1216.12881|607.42|390.57|0.5867|332.04|482.51|0.2821|-0.12874|-0.19916|-1215.975876|10.1801|2.95|5.5302
14s_a23|0.0|1|0.0|0.0|2|7.423568444|1.197958333|0.020458621|-0.005854379|2|0.045277778|0.049317519|-0.298573309|0.010682694|10.31321812|-0.064006338|2|2|-0.13187015|0.722187957|0.7837821840000001|0.096014944|0.659570836|1|-0.055037441|0.019970955|-35.30692476|12.81151517|30.34480575|0.07236376|-0.034255504|-33.12848261|0.7748161659999999|-22.64965286|62.75905983|-21.9751589|48.11843993|2316.634024|-14.09722664|7.548546899|14.26730044|-662.5696522999999|28.36177131|0.017330177|0.0|0.0|1.0|1.0|3.45|26.0|-7.99|4.0|4.67|105.02|2.0|1.0|125.29|0.0|1.0|5.0|-6.13|31.0|4.0|445.93|0.0|0.0|7.49e-07|0.000334|2.83e-06|0.00126|1.02e-08|3.6828|4.1|3.6828|-2089.521231|668.66|336.66|0.3669|336.66|528.82|0.3669|-0.1515|-0.22933|-2089.352478|6.4428|3.0|8.5482
18a_a25|0.0|0|0.0|0.0|1|6.842683282|1.194229606|-0.151473962|-0.0029953159999999|2|0.038167849|0.062229409|-0.170732995|0.007643634|10.31286118|-0.019985937|1|1|-0.06333068|0.761417363|0.7385460309999999|-0.039007784|0.7291583840000001|1|-0.055926422|0.0095281269999999|-37.07961488|6.317215793|75.74077952|0.068371614|-0.03097773|-34.36707071|0.817072039|-24.58404782|59.45091020000001|-20.53845469|43.39683067|2331.966135|-13.61714122|7.39539242|14.59524518|-721.7084848|25.136651|0.011486699|1.0|1.0|1.0|1.0|3.5|27.0|-9.78|5.89|5.72|87.72|2.0|1.0|133.85|0.0|1.0|6.0|-6.33|32.0|3.0|435.54|0.0|1.0|4.65e-07|0.000202|1.71e-06|0.000744|1.67e-10|5.4965|4.51|3.1711|-1675.274716|694.17|390.98|0.3234|225.57|556.26|0.0027|-0.15732|-0.21323|-1675.04368|4.3839|94.0|7.0269
A7701_a51|0.0|0|2.9690728930000003|0.0|0|6.605297921|1.390164251|-0.221071791|-0.002377784|2|0.031405229|0.070581466|-0.0927335619999999|0.008062393|10.93031118|-0.0299823629999999|1|1|0.061434294|0.7078647990000001|0.7451039290000001|0.00552665|0.688876851|1|-0.071384149|0.007404204|-32.97926236|3.420720075|146.2104641|0.134885227|-0.030384547|-16.67652408|0.799046392|-15.23632002|41.87351682|-14.03756956|36.39998243|1108.114062|-6.485314917999999|5.137516673|8.863149921|-233.4713371|17.56790307|0.012504214|1.0|1.0|1.0|1.0|2.66|21.0|-7.58|4.46|4.0|54.46|0.0|0.0|87.52|0.0|1.0|2.0|-3.95|22.0|3.0|286.33|1.0|1.0|0.000111|0.0319|6.790000000000001e-05|0.0195|2.62e-08|||||||||||||||25.0|7.6021
18_a15|0.0|0|0.0|0.0|0|0.0|1.435689019|-0.020185809|-0.006149666|2|0.037948718|-0.094812415|-0.319782642|-0.001044324|10.95986315|0.002685285|0|0|-0.145790726|0.660075777|0.7162974740000001|-0.0374132629999999|0.645117465|0|-0.067562078|0.007146033|-41.31992544|4.370403779|40.37881101|0.163771093|-0.035181092|-33.93632895|0.867430881|-25.27062952|60.86009645|-21.51621375|45.69032922|2510.854462|-13.15898469|5.990767063|10.2545953|-644.79025|24.80452821|0.008781964|1.0|1.0|1.0|1.0|3.37|24.0|-9.98|5.68|6.86|47.04|2.0|0.0|113.42|0.0|1.0|5.0|-6.16|29.0|4.0|385.43|0.0|1.0|6.86e-07|0.000265|1.18e-06|0.0004559999999999|1.0399999999999999e-10|4543.0|5.65|3.8232|-1265.810138|650.53|324.29|0.2686|272.91|535.02|0.0066|-0.1579|-0.19371|-1265.614679|6.5864|129.0|6.8894
3d_a32|0.0|1|3.503398526|0.0|0|7.765993078999999|0.609420786|0.0181036519999999|-0.006420365|0|0.041161616|-0.0620110029999999|-0.269655316|0.000655875|10.31100276|-0.0602430179999999|3|3|-0.1395294259999999|0.8315372|0.8444218509999999|-0.069007775|0.77923808|1|-0.06869526|0.014419776|-37.19367587|7.807299836|62.43434632|0.107154498|-0.02867299|-27.31750365|0.720540286|-20.13777259|59.15151032|-15.52441767|45.000975700000005|1855.167124|-8.405385739|6.15119195|10.75032687|-327.8100438|21.54552351|0.0160633|1.0|1.0|1.0|1.0|3.34|19.0|-7.29|6.97|5.07|110.94|1.0|0.0|97.86|0.0|1.0|4.0|-6.55|23.0|3.0|340.47|0.0|1.0|2.81e-07|9.58e-05|7.36e-06|0.00251|5.13e-08|3.5105|3.42|3.5105|-1672.758552|569.29|353.18|0.5031|353.18|465.41|0.5031|-0.14189|-0.19671|-1672.638515|5.1728|8.0|8.0915
27b_a34|0.0|0|0.0|0.0|1|7.412764017000001|1.4335271040000002|-0.056026127|-0.010183855|1|0.042739018|-0.106245942|-0.549928192|-0.001438963|10.95430634|-0.027175221|1|1|-0.322091086|0.820914556|0.7722228729999999|0.00102838|0.770240631|0|-0.08757938|0.031021066|-57.66200309|20.42417736|150.83624440000003|0.2165682119999999|-0.037292511|-47.54648562|0.712312759|-37.9644911|87.24055613|-24.553278|78.08618045|2431.595232|-16.16580511|9.124440695|15.39406063|-808.2902556|34.46979951|0.022820627|1.0|1.0|1.0|1.0|3.54|23.0|-8.19|3.94|4.11|84.99|2.0|0.0|116.33|0.0|1.0|5.0|-5.23|31.0|5.0|409.44|0.0|1.0|5.92e-06|0.00243|1.1e-05|0.00449|6.53e-09|4.8168|4.33|4.0935|-1350.055377|691.97|302.88|0.3621|257.4|577.39|0.0252|-0.1652799999999999|-0.20649|-1349.873325|15.2147|0.65|6.1871
3n_a32|0.0|1|3.616639267|0.0|0|7.773594467000001|0.609420754|-0.0376583329999999|-0.00615216|1|0.035643275|-0.056907012|-0.295303659|0.000609539|10.3110027|-0.0711168609999999|3|3|-0.153506065|0.810658423|0.816774665|-0.018016496|0.762657782|1|-0.074507943|0.01889769|-42.83673428|10.86481886|121.6040686|0.159958218|-0.027401986|-30.65624207|0.648933114|-24.62805609|65.41881458|-15.75418035|53.70155314|2426.73803|-9.057526067|6.369579712999999|11.72372261|-398.5311469|24.27704797|0.0210408339999999|1.0|1.0|1.0|1.0|3.51|19.0|-6.96|6.71|5.01|120.17|2.0|0.0|106.44|0.0|1.0|3.0|-5.96|26.0|4.0|382.5|0.0|1.0|1.11e-06|0.000424|1.23e-05|0.0047|1.1e-07|3.5459|2.57|3.5459|-1825.378576|614.67|349.65|0.2839|349.65|464.67|0.2839|-0.1472099999999999|-0.20256|-1825.218291|6.2667|21.0|7.6778
4f_a49|0.0|0|0.0|0.0|1|7.535296702|1.343848013|0.010266272|-0.008903208|2|0.038839506|-0.087861524|-0.418450768|0.001532832|10.92775957|0.0705130559999999|1|1|-0.025995042|0.69044503|0.7927086309999999|-0.00953448|0.670594896|1|-0.102926696|0.016591015|-55.88123394|9.007637695|193.615884|0.262938196|-0.033471819|-26.51573683|0.718306291|-30.33918719|60.18871783|-18.1726086|64.88887164|1629.651745|-9.866320682|6.302023735|11.20071713|-424.2517893|25.29924744|0.020905063|0.0|1.0|0.0|1.0|3.07|21.0|-6.54|3.42|3.8|80.9|1.0|0.0|102.08|0.0|1.0|3.0|-3.99|27.0|5.0|356.38|0.0|1.0|0.000102|0.0365|8.120000000000001e-05|0.0289|2.92e-07|4.6249|4.07|3.7098|-1179.23587|575.01|334.21|0.2368|268.08|411.94|0.0579999999999999|-0.15517|-0.22471|-1179.080799|1.8254|0.04|7.3979
4k_a46|0.0|0|0.0|0.173180233|1|7.825245291|1.134637098|-0.050636784|-0.0049602|1|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|10.94631314|-0.1032662209999999|1|1|0.012963356|0.78837943|0.7477594870000001|-0.003017362|0.784722915|0|-0.091943864|0.007038271|-49.65634024|3.801175594|171.92614719999997|0.121088629|-0.0306644389999999|-25.25406274|0.8732380740000001|-26.8180173|50.48291318|-16.56101615|53.45751583|1912.936687|-8.94414722|5.726809252000001|9.829220349|-429.3190666|18.96506421|0.006892404|1.0|1.0|1.0|1.0|3.8|17.0|-6.61|4.26|4.77|50.94|1.0|0.0|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|333.43|1.0|1.0|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|2.48e-07|5.4228|4.52|4.4485|-1053.433249|582.84|278.71|0.2259|228.63|500.36|0.1505|-0.18542|-0.20254|-1053.249847|5.7714|0.08|7.0969
12s_a36|0.0|0|3.486136149|0.0|0|7.412764017000001|1.297044029|-0.057853364|-0.007059109|2|0.042804233|0.037454164|-0.4023692|0.002951176|10.95352614|-0.050363149|1|1|-0.1763783589999999|0.90414347|0.8060798779999999|-0.118671653|0.856274847|0|-0.07216709|0.019457471|-46.58030248|12.55883918|110.6090028|0.169662191|-0.035868226|-41.6829437|0.754198383|-30.06529118|76.34126108|-23.15117315|59.13914165|2294.468358|-14.94294208|7.545963801|13.98635088|-791.9759303|30.69639722|0.018222417|1.0|1.0|0.0|2.0|4.85|17.0|-6.97|3.24|2.19|69.2|1.0|0.0|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|395.46|1.0|0.0|6.929999999999999e-05|0.0274|5.05e-05|0.02|1.08e-07|3.8751|3.48|3.7604|-1272.270833|683.24|329.71|0.4501|319.95|523.72|0.0002|-0.15559|-0.20467|-1272.061111|8.7738|9.0|8.0458
12aa_a30|0.0|0|0.0|0.0|0|7.412764017000001|0.604983643|-0.101407312|-0.008848121|2|0.043854875|-0.014017531|-0.539735362|0.003529389|10.31162784|-0.007369513|1|1|-0.207153446|0.8397577820000001|0.809127478|0.024991407|0.794193541|0|-0.078042288|0.030906491|-54.50378741|21.58471858|55.0567406|0.1873486869999999|-0.033789461|-49.44198469|0.630759573|-38.06478415|91.51563481|-23.59814969|76.08850600000001|2455.130164|-16.48066156|8.65813938|16.21199661|-939.3977091|37.41227352|0.029670025|1.0|1.0|1.0|1.0|4.86|17.0|-6.83|3.94|2.63|100.11|2.0|0.0|140.26|0.0|1.0|7.0|-5.61|33.0|6.0|458.54|0.0|0.0|2.47e-06|0.00113|9.94e-06|0.00456|1.47e-07|5.1925|3.34|3.4642|-1804.818818|748.78|357.9|0.1667|238.78|605.07|0.1506|-0.1472099999999999|-0.19687|-1804.582558|6.4878|8.0|8.1135
12r_a30|0.0|0|0.0|0.0|0|7.412764017000001|0.604984545|-0.015167821|-0.007553813|2|0.043383838|-0.093079817|-0.400352091|-0.002544958|10.31162892|-0.0646674999999999|1|1|-0.145315868|0.609043558|0.83236194|-0.007140234|0.591758164|0|-0.090229387|0.019137908|-58.32042638|12.36992712|90.4724548|0.27927255|-0.040404659|-45.9515743|0.790065337|-37.69583567|82.06195604|-26.11584816|70.6903535|2433.580273|-16.88017015|7.467190577999999|13.94386247|-827.1283373|33.05530181|0.016970201|1.0|1.0|0.0|1.0|4.66|17.0|-7.16|4.67|3.74|81.65|2.0|0.0|127.19|0.0|1.0|5.0|-5.49|31.0|6.0|434.46|0.0|0.0|3.24e-06|0.00141|6.71e-06|0.00291|6.900000000000002e-08|5067.0|4.32|3.5111|-1774.236548|679.64|353.12|0.1908|244.69|516.03|0.1522|-0.14894|-0.20138|-1774.070699|6.5511|29.0|7.5317
13k_a6|0.0|0|3.423411754|0.0|0|7.412764017000001|1.42421381|0.031525207|-0.014257799|1|0.04162037|0.051404465|-0.8554679409999999|-0.009326562|10.95129637|-0.072504783|1|1|-0.073210645|0.8694295409999999|0.7908110340000001|0.1373649019999999|0.827754203|0|-0.11937574|0.0296987679999999|-82.8774254|20.6185734|183.1261118|0.3589674579999999|-0.045420752|-61.29890279999999|0.7971316940000001|-57.53822059|100.7779947|-31.53366823|103.4959988|3332.974951|-21.89246528|8.370126134|14.58291125|-1225.9780560000002|39.55891914|0.017981419|1.0|1.0|1.0|3.0|3.68|23.0|-8.89|4.55|3.8|115.15|1.0|0.0|124.98|0.0|1.0|7.0|-5.49|33.0|5.0|441.48|0.0|1.0|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|1.29e-09|5112.0|5.41|3.5476|-1465.862962|731.25|349.49|0.3971|242.53|577.68|0.0137|-0.14589|-0.1944|-1465.621288|10.5079|46.0|7.3372
12e_a40|0.0|0|0.0|0.0|1|7.515889085|0.604990524|0.061944605|-0.015461694|0|0.04020202|0.174870826|-0.556620974|-0.013162335|10.31197242|-0.192362496|2|2|0.172778196|0.889386453|0.788800541|0.047011204|0.8096582170000001|1|-0.132226452|0.015096495|-71.78145688|8.195398107|206.0119599|0.220121216|-0.048387621|-36.19867792|0.790818822|-38.96782748|78.14505956|-26.26807189|79.97685498|694.2415706|-14.26008524|8.014314957|15.75963228|-470.5828129|33.21629575|0.021118537|1.0|0.0|0.0|2.0|3.27|20.0|-6.04|4.34|4.84|98.89|2.0|0.0|95.8|0.0|1.0|2.0|-6.53|24.0|4.0|378.23|0.0|1.0|2.98e-07|0.000113|2.27e-06|0.00086|9.14e-07|4.3236|4.66|3.0253|-2248.276958|552.91|409.82|0.4494|286.76|445.12|284.0|-0.12616|-0.19912|-2248.206714|3.7268|1.17|5.9318
3a_a49|0.0|0|0.0|0.0|1|7.535296702|1.343850114|-0.05210989|-0.006374689|2|0.0355787039999999|-0.044367345|-0.337858497|-0.000349523|10.92976559|0.00497674|1|1|0.003978478|0.775818577|0.8145214209999999|0.012813604|0.7476073409999999|1|-0.094437035|0.016205613|-55.30832478|9.491036042|107.4001347|0.27109473|-0.030698626|-30.35026007|0.689774813|-32.39206742|64.2037853|-17.97906469|64.79936082|1793.526571|-10.52968207|6.566343333|12.49907878|-515.9544212000001|26.06512204|0.021141449|0.0|1.0|1.0|2.0|3.25|21.0|-7.19|2.77|2.81|98.72|1.0|0.0|112.14|0.0|1.0|5.0|-3.06|29.0|5.0|384.43|0.0|1.0|0.000878|0.3379999999999999|0.000503|193.0|6.52e-08|5.1647|3.16|3874.0|-1254.012043|635.89|320.04|0.3467|240.06|449.68|0.0793|-0.15978|-0.2171|-1253.8126619999998|4.2593|64.0|7.1938
