molecula|SddssS|SaaNH|NaasN|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|FPSA5|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
18b_a30|0.0|0.0|0|2|0.604987149|0.036563014|-0.006947027|5.351858133|2|0.041767677|-0.039831247|-0.375139476|0.003099827|0.016709918|-0.051413084|1|-0.072825879|-0.049287858|-0.090115975|-0.45633339|1|0.822401103|0.022695194|-0.089945913|0.8839272779999999|0.760234689|0.019880184|-52.09100293|-63.07862164|77.65678625|0.130659636|86.42600053|-0.036237883|-41.72392601|8.698138813|0.0|0.759715688|-1.811894154|75.30642440000001|65.24093056|2915.383182|575.0330633|-1198.493811|3057.267112|0.240284312|7.513189589|0.7388650920000001|158.9382363|0.0184861069999999|666.0036144999999|1.0|1.0|0.0|4.78|17.0|-6.7|2.49|105.44|2.17|2.0|0.0|131.99|1.0|5.0|-5.49|-6.33|423.49|0.0|0.0|-4.8|0.00137|1.57e-05|3.59|8.47e-05|-0.06142|3.64|3.5256|-1667.995173|1178.08|351.66|0.3576|-1667.788575|0.3576|-0.14385|4.8198|0.03910602|6.5037|25.0|7.6003
12b_a32|0.0|3.477905329|0|0|0.609420757|0.115940697|-0.009432679|5.733341277|0|0.0388738739999999|-0.044307211|-0.462201267|-0.003484915|-0.031446256|-0.053480599|3|-0.079768013|-0.0852122769999999|-0.1534110109999999|-0.584995111|0|0.838021287|-0.0533240309999999|-0.090027803|0.8887585240000001|0.7507116140000001|0.016282332|-50.88975159|-60.93328667|90.57560878|0.217407|135.83463989999998|-0.027561517|-38.07076621|6.356098747000001|65.29222164|0.60420609|-1.267829764|76.65746734|61.06285882|2573.006963|488.9595947|-792.1327267000001|3148.185476|0.39579391|7.076348793999999|0.756331814|247.2897528|0.025166975|557.1050635|1.0|1.0|1.0|3.47|19.0|-7.65|4.19|140.04|1.1|1.0|0.0|110.47|1.0|7.0|-5.9|-6.4|397.52|1.0|0.0|-4.43|0.000505|3.72e-05|3.28|8.86e-06|-0.05173|4.12|3.5703|-1880.732075|1109.93|347.27|0.2865|-1880.537231|0.2865|-0.14803|3208.0|0.0385132|4.1080000000000005|26.0|7585.0
14a_a22|0.0|0.0|1|0|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|2|0.038167849|0.021482585|-0.280236463|0.005288335|-0.057308195|-0.015194063|1|0.036467904|-0.097476465|-0.165471815|-0.360663314|2|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.655865336|0.021268761|-42.39063895|-55.51601021|93.21042936|0.135922381|92.61079081|-0.031338217|-37.82586486|9.873779458|60.38977977|0.7007904070000001|-1.629587269|70.33046351|56.88212098|2885.858295|588.739773|-1110.320204|2169.870866|0.299209593|8.052850876|0.8069597009999999|203.8666248|0.021742777|684.5377542|1.0|1.0|1.0|3.42|27.0|-9.21|4.31|85.59|1.73|1.0|0.0|124.05|1.0|6.0|-4.65|-6.61|420.47|0.0|0.0|-4.68|0.00945|2.1e-05|3.18|2.56e-07|-0.06145|4.98|3.5707|-1368.321586|1191.81|347.23|0.3051|-1368.075682|0.0578|-0.15029|4.9775|0.03539365|6603.0|38.0|7.4202
9_a1|0.0|3.358585365|0|0|1.432397289|0.020428974|-0.00614716|4.727387819|1|0.037578348|-0.110185988|-0.282769361|-0.00314411|-0.079063236|0.016589221|1|-0.232860777|-0.044035724|-0.093062585|-0.483335578|1|0.737794643|-0.053460262|0.02778394|0.7964939409999999|0.572272366|0.011266799|-46.63553015|-49.42275468|63.73880199|0.244723542|141.093898|-0.031896718|-28.49439431|3.745117974|0.0|0.7816897429999999|-1.371558857|57.60218193|53.13133578|2387.143654|435.4501351|-790.7640749|1739.0376789999998|0.2183102569999999|7.61577077|0.826725116|125.865476|0.014186995|472.9447227|1.0|1.0|1.0|2.78|23.0|-8.98|5.57|58.64|2.74|2.0|0.0|102.84|1.0|4.0|-4.68|-5.81|357.38|0.0|0.0|-4.79|0.00739|1.62e-05|3.76|3.7100000000000003e-07|-0.07602|5.6|3343.0|-1187.193365|1007.04|370.88|0.5409|-1187.011122|0.5409|-0.13413|4.1623|0.03294951|6.4447|6.0|5.2218
5d_a40|0.0|0.0|1|1|0.6049133329999999|-0.071479892|-0.005662681|6.167516491000001|0|0.044526749|-0.1031436519999999|-0.1868684619999999|0.007200253|0.2078052269999999|0.029272031|2|-0.259985037|-0.0038660009999999|-0.009744685|-0.399968083|0|0.8092726020000001|0.145024458|0.0451110059999999|0.877722972|0.483934049|0.022027556|-39.55506228|-43.26473143|181.4728912|0.245989948|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|0.8111805740000001|-1.131332331|49.97858532|49.66367051|1974.583878|346.0207917|-519.1767771000001|511.3769101|0.188819426|6.288958592999999|0.922825231|86.65063178|0.014630084|243.4287716|1.0|0.0|0.0|3.02|14.0|-4.32|3.64|75.5|2.25|0.0|1.0|74.11|2.0|3.0|-4.23|-5.94|287.31|0.0|1.0|-3.82|17.0|0.000152|2.98|0.0137|-0.06796|4.61|3.7374|-1276.817151|765.69|331.74|0.4493|-1276.751174|0.4493|-0.14851|7.0422|0.01667985|9.2439|19.0|7.7212
9a_a40|0.0|0.0|1|0|0.604993021|-0.028285975|-0.003680068|5.4161004020000005|0|0.0397333329999999|0.168990628|-0.136162501|0.01310675|0.157704751|-0.1720337089999999|2|0.291102625|0.009844552|0.016958188|-0.449508498|0|0.690568477|-0.394662853|-0.2990540869999999|0.749764251|0.61091688|0.011033601|-29.02567082|-35.24260989|109.9916614|0.062399815|30.17155594|-0.032156295|-17.0405052|2.579562688|51.49564873|0.868476591|-1.093314022|39.45618424|34.36063715|1971.148912|453.3484005|-528.6391483|336.39741360000005|0.131523409|6.749223592000001|0.976056482|63.59419322|0.008714375|323.79254|1.0|0.0|1.0|3.26|20.0|-6.4|4.43|58.43|3.57|1.0|0.0|86.7|1.0|2.0|-5.49|-4.85|291.37|0.0|1.0|-5.08|0.000944|8.33e-06|4.54|0.000117|-0.06495|4.07|3.3192|-1217.9449|847.69|373.53|0.4746|-1217.825264|0.3483|-0.13808|3.8656|0.01109672|5.09|214.0|6.6696
13b_a5|0.0|2.948625157|0|1|1.338814635|-0.142746146|-0.004573365|5.209486153|2|0.02468599|-0.006314305|-0.251535058|0.0064510459999999|-0.104404004|-0.017963913|1|-0.010368468|-0.055701188|-0.091464693|-0.357011244|2|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0.653356347|0.0138892369999999|-44.93506461|-48.3067033|14.41650822|0.168442764|108.9128108|-0.02636836|-31.23446039|5.806729729|46.77748445|0.654076389|-1.344786367|62.24204745|53.91565742|2661.597781|537.6736515|-869.5206594|1177.571784|0.345923611|8.427551282000001|0.837970799|223.6695238|0.021552174|638.8437454|0.0|1.0|1.0|2.97|23.0|-8.36|4.06|74.77|1.96|1.0|0.0|119.8|1.0|5.0|-4.24|-6.58|395.46|0.0|1.0|-4.43|0.0225|3.75e-05|3.01|1.72e-06|-0.05177|4.66|4.1793|-1276.030896|1138.73|296.66|0.5528|-1275.806761|0.3064|-0.17274|3.5881|0.035153|4.7964|0.11|6.9586
21c _a23|0.0|0.0|2|0|1.197962776|0.178300778|-0.009944003|5.4161004020000005|2|0.043130342|0.0645437059999999|-0.576752175|0.003456487|-0.092608459|-0.039311241|2|0.118226959|-0.0201427689999999|-0.036896213|-0.596546056|2|0.782543953|0.149511954|-0.060079444|0.838980345|0.7301130229999999|0.014036138|-59.46209153|-70.15570019|323.3651097|0.209403563|148.8448086|-0.040210758|-49.86692499|7.09164338|94.32302529|0.834557275|-2.171380929|79.71722579|69.43902929|3161.1237530000003|561.9588018|-1543.4254039999998|2628.628799|0.165442725|8.945789862|0.881854988|117.597286|0.013451712|762.0576580000001|0.0|1.0|1.0|3.68|26.0|-7.33|3.42|148.11|2.49|1.0|1.0|133.35|1.0|6.0|-5.63|-7.13|468.53|1.0|0.0|-4.72|0.0011|1.92e-05|2.86|2.2e-05|-0.07892|4.47|3.6649|-1837.932192|1275.12|338.3|0.3329999999999999|-1837.67081|0.3329999999999999|-0.15089|6.0226|0.03257532|8.3979|67.0|7.1752
7_a15|0.0|0.0|0|0|1.419941457|-0.2269896539999999|-0.010310394|0.0|1|0.035075075|0.145944639|-0.494898891|-0.0013239329999999|0.038636783|0.0019353679999999|0|0.213947987|-0.211522056|-0.310081401|-0.335491052|1|0.70084115|0.154068618|0.00364345|0.740089344|0.8115121240000001|0.036600739|-41.29775265|-61.50761094|103.8062879|0.158599673|88.02694557|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|-1.2190126140000002|85.26222186|61.6121151|2330.667514|466.9990754|-676.5837204|1624.468817|0.551335598|6.01738192|0.657158418|306.0056033|0.042799094|474.9756287|1.0|0.0|1.0|3.16|18.0|-7.19|4.64|61.84|1.74|2.0|0.0|99.77|1.0|7.0|-4.83|-5.72|352.38|0.0|1.0|-4.49|0.00516|3.2e-05|3.84|2.26e-05|-0.0284899999999999|2.78|3.7495|-1184.367098|1000.95|330.67|0.3463|-1184.168094|0.0169|-0.15605|1.1115|0.01827873|1631.0|227.0|6644.0
8_a1 (SB-202620)|0.0|3.296085365|0|0|1.4323973840000002|0.106916453|-0.013785521|4.727387819|1|0.037578348|-0.0443137679999999|-0.606562911|-0.012672753|-0.1402198369999999|0.037553634|1|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|0.743088715|-0.042789124|0.063001656|0.805476065|0.658433571|0.015526845|-66.76765693|-59.72618401|208.2071465|0.351032497|199.1596945|-0.041081545|-33.88588996|4.997944864|64.70432539|0.7742395870000001|-1.684343335|70.8721358|75.57687443|2431.842132|368.1943149|-955.6189441|1736.664204|0.225760413|7.432247389|0.839824062|128.0860757|0.019645498|433.2550452|1.0|1.0|0.0|2.74|23.0|-8.02|5.06|78.87|2.78|2.0|0.0|99.61|1.0|4.0|-4.94|-5.94|359.35|0.0|0.0|-4.7|0.0041|1.98e-05|3.6|3.42e-06|-0.0736899999999999|5.32|3.4052|-1223.117248|977.87|364.11|0.5339|-1222.9606720000002|0.5339|-0.13683|3.4563|0.16177304|5.5005|0.4|6.3979
12_a15|0.0|0.0|0|0|1.435689014|-0.071096525|-0.006620824|0.0|2|0.034285714|-0.035728911|-0.370766171|0.001740635|-0.106061273|-0.01062828|0|-0.054575504|-0.120626133|-0.184255041|-0.380490701|2|0.723852961|0.049877871|-0.019064393|0.769289315|0.7933685340000001|0.015018226|-39.00359933|-60.15445365|72.18361893|0.10362709|66.16793071|-0.031995594|-38.40979933|6.123040777999999|4.192089814|0.746489397|-1.695766456|70.6606311|48.59303169|2613.57759|572.3516967|-1082.780166|2661.728915|0.253510603|5.448223888999999|0.909927213|161.8714956|0.016453962|673.7288405|1.0|1.0|1.0|3.56|24.0|-9.82|6.3|56.27|2.87|2.0|0.0|119.95|1.0|6.0|-6.22|-4.97|397.47|1.0|0.0|-5.83|0.0002379999999999|1.47e-06|5.29|5.99e-08|-0.03196|5.16|3.8538|-1281.060163|1177.81|321.72|0.1374|-1280.810963|0.0093|-0.15858|4.3338|0.02694613|6.0547|4.0|8.3979
4b_a46|0.0|0.0|1|1|1.1346370890000002|-0.155670183|-0.00113356|5.587248657999999|2|0.047736111|-0.082722572|-0.058945144|0.012332859|-0.135121207|-0.111103941|1|-0.128843936|-0.079238184|-0.123416853|-0.16915334|2|0.7306307590000001|-0.263387881|-0.153841155|0.768651645|0.69830739|0.007568202|-28.58477842|-38.30877966|7.986637869|0.064754938|35.31914031|-0.0229342729999999|-20.89467173|2.251475261|56.7922535|0.8104680259999999|-1.123779397|42.65239101|32.7126858|2105.172229|510.1086157|-612.9404746|1750.333702|0.189531974|5.76401157|0.751274223|103.3759991|0.007963679|538.4165208|1.0|1.0|1.0|3.9|17.0|-7.2|4.77|43.6|2.58|1.0|0.0|101.7|1.0|2.0|-4.35|-5.67|332.44|0.0|1.0|-4.63|0.0149|2.35e-05|3.74|2.12e-05|-0.02729|3.98|4.5515|-1033.535029|1020.9|272.4|0.1784|-1033.3243619999998|0.1784|-0.19082|3127.0|0.02176759|3.7571|548.0|6.2612
8_a27|0.0|2.599100867|1|0|1.406757715|0.188762686|-0.008444078|4.59511985|2|0.039673203|-0.14212377|-0.329319041|0.0040883959999999|0.093450172|0.067074515|1|-0.24946295|-0.106814855|-0.187486926|-0.535352745|2|0.8000360390000001|0.141900468|0.11158995|0.8688656459999999|0.64927069|0.021852066|-37.50265703|-43.96130162|122.0597403|0.223615972|106.5457267|-0.035880862|-20.94612822|4.960882344|61.18801154|0.751701834|-1.291711016|53.20197882|47.91445451|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|0.248298166|5.016799703|0.92208134|118.305988|0.019394143|326.3351007|0.0|0.0|0.0|2.79|21.0|-6.28|2.48|76.46|2.19|0.0|0.0|87.68|1.0|2.0|-3.23|-6.73|303.32|0.0|1.0|-3.52|178.0|0.000299|2.0|0.000158|-0.05015|3.96|4.1276|-1004.489001|848.58|300.38|0.2336|-1004.385302|0.2336|-0.16958|3.0415|0.02665292|4.2899|6.0|8.2218
11c_a5|0.0|2.930680267|0|0|1.427567332|-0.2117133739999999|-0.004590583|4.59511985|2|0.027388889|-0.0859098|-0.224938556|0.005090155|-0.059682527|-0.023856811|1|-0.138950411|-0.011677718|-0.018887528|-0.269653478|2|0.8020105409999999|0.030085871|-0.044126759|0.86113162|0.658307423|0.01785211|-47.99592739|-53.12487972|31.61751609|0.19527649|118.7750305|-0.0322785379999999|-32.31269264|6.604499968|4.089828494|0.707039635|-1.484812761|66.02857181|58.854300300000006|2497.685314|489.4652669|-903.1229552|926.234805|0.292960365|8.88462927|0.811648325|178.1902995|0.021214793|523.8031619|1.0|1.0|1.0|2.96|23.0|-8.47|4.17|80.76|1.13|1.0|0.0|106.79|1.0|6.0|-4.13|-6.59|370.4|0.0|0.0|-4.1|0.0273|7.950000000000001e-05|2.78|1.26e-06|-0.04315|4.53|4.2087|-1218.454079|1071.71|294.59|0.5327|-1218.278135|0.2186|-0.1713299999999999|2.5278|0.03798847|3.3827|25.0|7.6021
12l_a36|0.0|3.426092687|0|2|1.297044247|-0.0944961519999999|-0.0076430169999999|5.351858133|2|0.039061728|0.128666217|-0.4203659179999999|-0.000143196|-0.05158636|-0.0452558729999999|1|0.228884463|-0.098598933|-0.175397741|-0.428857427|1|0.8174432229999999|-0.041707369|-0.079106537|0.8772535459999999|0.8212311840000001|0.0220227089999999|-52.05361632|-70.17688229|39.27257375|0.15618077|101.6575135|-0.038052612|-45.67788557|9.330278191|1.281955437|0.7379583590000001|-1.940683231|83.76912404|66.38812034|2843.514589|549.2389652|-1263.1838810000002|2385.788754|0.262041641|7.471134223|0.8586718990000001|170.5619816|0.02088234|642.3830552000001|1.0|1.0|0.0|4.78|17.0|-6.66|1.76|92.99|1.38|1.0|0.0|128.47|1.0|5.0|-4.57|-6.68|406.44|0.0|0.0|-4.29|0.0111|5.08e-05|2.95|8.97e-05|-0.0510399999999999|2.98|3.8619|-1325.15957|1155.07|321.05|0.4524|-1324.954011|0.4524|-0.15869|5392.0|0.03508404|7.2021|0.02|7699.0
20_a4|0.0|0.0|1|1|1.399905568|-0.203359312|-0.003103385|5.4161004020000005|1|0.039635417|-0.061689675|-0.124135414|0.012265062|-0.1473674569999999|-0.059498265|1|-0.098992154|-0.064248765|-0.103098674|-0.211751813|1|0.7797803109999999|0.246357638|-0.105783279|0.8404413829999999|0.665774148|0.022933651|-29.16642156|-34.74640079|63.27373076|0.081852712|39.3981702|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|0.6435852470000001|-1.010636274|46.45917085|40.20507689|1982.961908|441.9318823|-486.4496111|1379.418733|0.356414753|5.543543957000001|0.729218575|171.5531319|0.024334176|338.71903330000004|1.0|1.0|1.0|3.23|17.0|-5.55|3.54|39.94|2.09|0.0|0.0|86.62|2.0|3.0|-3.46|-5.96|289.33|0.0|1.0|-3.87|0.1|0.000134|2.96|0.000806|-0.03048|2.73|4.0419|-934.2266312|861.05|306.74|0.2364|-934.103809|0.1415|-0.16699|4.0681|0.022349042|5.5779|646.0|6.1898
31_a47|0.0|0.0|1|0|1.304326813|-0.075563891|-0.00869363|4.727387819|2|0.042906977|-0.086842911|-0.417294247|-0.007525849|0.074881792|0.001073537|1|-0.188419195|-0.035190699|-0.076351692|-0.441642572|2|0.856640117|-0.1978980839999999|0.001622323|0.917597019|0.6463892179999999|0.021401336|-66.4670426|-65.56344002|355.5321928|0.303979962|188.5600536|-0.037580665|-40.66927863|8.234748813|81.01707367|0.70664003|-1.691129939|80.58054906|79.74238158|2689.159869|431.7441681|-1049.01504|1322.82831|0.29335997|8.214180216|0.901520747|181.972428|0.024209265|513.2159236|1.0|1.0|1.0|3.18|21.0|-7.62|4.24|98.72|2.0|1.0|0.0|109.21|1.0|5.0|-4.59|-6.78|410.83|0.0|0.0|-4.39|0.0105|4.03e-05|2.86|9.95e-06|-0.0532|4.2|3.6369|-1735.400941|1079.4|340.91|0.3264|-1735.225703|83.0|-0.15143|6.4248|0.03449081|8.6244|16.0|7.8
4k_a46|0.0|0.0|1|1|1.134637098|-0.050636784|-0.0049602|5.587248657999999|1|0.0510113959999999|-0.104665424|-0.252970193|0.006550513|-0.1149361969999999|-0.1032662209999999|1|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|1|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|0.007038271|-49.65634024|-46.76051618|171.92614719999997|0.121088629|65.39662252|-0.0306644389999999|-25.25406274|2.052909907|0.0|0.8732380740000001|-1.471893066|50.48291318|53.45751583|2104.876032|474.67574630000007|-794.928775|1912.936687|0.126761926|5.726809252000001|0.7163519709999999|68.46061366|0.006892404|519.5743695|1.0|1.0|1.0|3.8|17.0|-6.61|4.77|50.94|2.84|1.0|0.0|100.96|1.0|2.0|-4.82|-5.46|333.43|0.0|1.0|-4.83|5.0|1.4800000000000002e-05|4.05|8.28e-05|-0.01712|4.52|4.4485|-1053.396715|1001.96|278.71|0.2259|-1053.196897|0.1505|-0.18542|4.0015|0.03653474|5.7714|0.08|7.0969
9d_a40|0.0|0.0|1|0|0.604992329|0.007834411|-0.003961493|5.4161004020000005|0|0.045555556|0.153818743|-0.146575228|0.011823978|0.15723868|-0.137738587|2|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.7572844040000001|-0.3969541689999999|-0.223631751|0.8221990920000001|0.55759121|0.010749826|-31.08478865|-36.92750973|108.1468558|0.058372388|30.08152399|-0.031613312|-19.03015798|2.854868966|50.47044708|0.8664205709999999|-1.074852592|41.42218692|36.6245851|2109.570685|485.2567189|-553.912646|336.6614768|0.133579429|8.023385851|0.87714454|68.83858806|0.0087217999999999|346.9019309|1.0|0.0|0.0|3.25|20.0|-7.0|5.09|58.43|4.07|1.0|0.0|91.71|1.0|2.0|-6.13|-4.62|325.82|0.0|1.0|-5.65|0.0002399999999999|2.23e-06|5.16|3.3e-05|-0.06906|4.7|3.3464|-1677.540538|892.69|370.51|0.4888|-1677.429981|0.4025|-0.13875|6.2032|0.01113991|7.9502|107.0|6.9706
28_a47|0.0|0.0|1|0|1.4201653580000002|-0.053792245|-0.009689834|4.727387819|2|0.038387534|0.023813594|-0.436042548|-0.013020816|-0.00496711|0.0467853809999999|1|0.06536499|-0.046265509|-0.126992366|-0.435485503|2|0.832144916|-0.175007067|0.074217097|0.896193695|0.614975047|0.026080156|-67.33744077|-63.47150284|365.2310214|0.394650655|234.5873429|-0.038135461|-37.72858603|9.214964819|83.61576722|0.65225927|-1.601689367|82.27079846|82.83994768|2616.1598940000003|359.8303775|-952.0725426|1337.037733|0.34774073|7.864990866|0.8964208090000001|206.7032519|0.031626405|428.5826478|0.0|1.0|1.0|3.08|21.0|-6.92|3.84|98.72|1.67|1.0|0.0|99.2|1.0|5.0|-3.67|-7.22|380.35|0.0|0.0|-3.66|0.0816|0.000217|1.97|4.59e-05|-0.05471|3.51|3675.0|-1335.722248|995.5|337.37|0.2996|-1335.571655|0.2996|-0.15049|6.0847|0.03698465|8.17|25.0|7.6
12c_a5|0.0|2.977832018|0|1|1.236775191|-0.212798523|-0.002685954|4.59511985|3|0.0252713179999999|-0.086795626|-0.16115723|0.0054189009999999|-0.096073591|0.0072946769999999|1|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|2|0.797601178|0.05430631|0.014673577|0.8446264459999999|0.782051277|0.016374249|-46.62294305|-43.47195613|143.44655559999998|0.158907079|104.5338363|-0.022421317|-28.59715492|7.085796743|13.26856229|0.583585895|-1.25559373|59.40070647|57.39441476|2697.345008|553.2961182|-825.9671665|2045.184304|0.416414105|7.293547043999999|0.855075538|273.9296719|0.024214085|735.3048881|0.0|1.0|1.0|3.27|23.0|-9.31|4.32|75.72|1.57|1.0|0.0|121.26|1.0|6.0|-4.09|-6.79|411.5|0.0|0.0|-4.33|0.0336|4.64e-05|2.84|2.03e-07|-0.04565|2.06|4.0116|-1316.5202869999998|1200.02|309.06|0.1513|-1316.244961|105.0|-0.16563|3.0135|0.02242648|3.5993|47.0|7.3279
12i _a30|0.0|0.0|0|2|0.604984133|0.04580336|-0.00691453|5.351858133|2|0.043848238|-0.0982344169999999|-0.366470081|0.00372838|0.0109710489999999|-0.072247675|1|-0.172434349|-0.051371057|-0.090173435|-0.469854551|1|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|0.015808432|-50.00086637|-63.00408424|84.78576301|0.156570866|102.235113|-0.037414255|-41.13938837|6.740110893|0.0|0.806299097|-1.833298476|72.59006433|60.32320054|2860.704198|550.7287204|-1197.077601|2280.31966|0.193700903|8.097008872|0.92270764|126.4796844|0.014680721|652.8825454|1.0|1.0|0.0|4.62|17.0|-7.22|3.27|81.65|3.31|2.0|0.0|132.29|1.0|5.0|-5.93|-5.75|432.93|0.0|0.0|-5.44|0.0005139999999999|3.61e-06|4.49|2.61e-05|-0.05465|4.45|3.5242|-2035.339603|1167.27|351.81|0.2384|-2035.141693|0.1577|-0.14945|2.5397|0.03436093|3.0033|16.0|7.8013
2_a3|0.0|0.0|0|0|0.605017347|0.176032668|-0.008422099|4.727387819|2|0.034166667|-0.103423993|-0.311617665|-0.006049098|0.09933632|0.036301827|1|-0.18746945|0.017902469|0.032450556|-0.568019422|2|0.769486995|-0.192034735|0.065162907|0.8401405609999999|0.841871246|0.011938463|-49.07072207|-44.07280196|228.178656|0.249793422|117.2099151|-0.033150466|-20.68016573|2.628543258|74.89956423|0.727984269|-1.127115845|53.05538527|54.67257594|2056.399995|352.0174726|-528.8736235|1314.679398|0.272015731|4.88513521|0.845708123|127.637231|0.019143348|330.4083896|1.0|1.0|1.0|2.97|21.0|-6.89|4.01|92.93|1.6|0.0|0.0|90.49|1.0|2.0|-4.75|-5.93|304.37|0.0|0.0|-4.27|0.0054|5.33e-05|3.13|3.9500000000000005e-05|-0.06423|1.97|3.3354|-1272.114086|841.85|371.73|0.1824|-1272.001389|0.0962|-0.14605|4.0121|0.02925101|5.4999|3981.0|5.4
18c_a30|0.0|0.0|0|2|0.604986846|0.12157783|-0.0109670669999999|5.351858133|2|0.042560386|0.011887112|-0.625122815|-0.003436924|0.0119521719999999|-0.0351777|1|0.0211588229999999|0.003429114|0.006103754|-0.562807327|1|0.8303425640000001|0.034468997|-0.058608635|0.885516463|0.802578397|0.019360263|-71.31647561|-75.33411705|384.391404|0.282947974|191.0545887|-0.042101245|-50.86775696|8.826997739|103.215593|0.7859920029999999|-2.2313660090000003|87.76550537|84.38908035|3002.59061|484.1740985|-1506.682341|3094.729399|0.214007997|7.646050338999999|0.81455244|144.5043388|0.018410634|713.7769663|1.0|1.0|0.0|4.85|17.0|-6.19|1.72|124.74|2.06|1.0|0.0|135.37|1.0|6.0|-5.01|-7.05|441.51|0.0|0.0|-4.3|0.00427|5e-05|2.74|0.000288|-0.05575|4.54|3.4848|-1744.455795|1209.11|355.78|0.3879|-1744.2261030000002|0.3879|-0.14225|6.6462|0.04503016|8.64|12.0|7.9208
4R4l_a46|0.0|0.0|1|1|1.134637095|-0.058870177|-0.004736212|5.587248657999999|1|0.049498645|-0.067419714|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0.007084496|-49.12015477|-45.96797819|177.33836430000002|0.103346328|56.0891211|-0.02989332|-24.94818681|2.086777505|0.0|0.8782984840000001|-1.524559305|49.44228224|52.96512128|2165.83681|486.6405745|-827.4236073|1766.0974600000002|0.121701516|5.669819400000001|0.8412270820000001|66.05102684|0.006401537|579.2365607|1.0|1.0|1.0|3.92|17.0|-7.0|5.02|50.94|3.06|1.0|0.0|105.77|1.0|3.0|-5.28|-5.23|347.45|0.0|1.0|-5.11|0.00182|7.78e-06|4.49|3.47e-05|-0.0212699999999999|4.99|4.1152|-1092.728268|1038.78|301.29|0.1678|-1092.4898449999998|0.0851|-0.17475|2.1973|0.02589231|2.3035|137.0|6.8633
12ab_a36|0.0|3.458948649|0|2|1.297042596|-0.064515677|-0.007034881|5.351858133|2|0.039951691|0.035377607|-0.408023082|0.000939229|-0.032623802|-0.029080933|1|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|1|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0.8196353679999999|0.024102201|-54.63243106|-65.54680623|116.6804416|0.158944244|109.6369437|-0.033434841|-45.21303385|11.46782191|15.55386871|0.679025324|-1.805481415|82.3666474|71.2577056|2902.39241|580.1454645|-1245.389318|2390.849902|0.320974676|7.821826146|0.941700118|221.4026852|0.024384271|708.5476357999999|1.0|1.0|0.0|4.86|17.0|-7.05|1.95|92.99|1.59|1.0|0.0|133.27|1.0|6.0|-3.92|-7.21|420.47|0.0|0.0|-3.91|0.0503|0.000122|2.33|3.76e-05|-0.0523799999999999|3.23|3.8845|-1364.468283|1201.64|319.17|0.4451|-1364.236757|0.4451|-0.15699|3.6976|0.04167456|5.3228|11.0|7.9586
