molecula|SddssS|n9FaHRing|n9FaRing|SssssC|AATSC1c|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
13_a4|0.0|0|0|0.0|-0.000990136|-0.019846488|0.044357639|0.0|0.012994083|-0.14818661|10.94205723|1|0.012019888|-0.094404255|-0.025714912|1|0.645708528|0.744134785|-0.215746851|-0.157188841|0.6490618429999999|-0.050017793|-0.068249548|0.229685203|0.008746805|4.282589756|11.85953992|0.029972995|-0.0279998139999999|-16.36114989|2.096831328|54.71349575|0.862539527|-1.091992764|-11.99053523|37.12083496|28.77218157|1910.137758|-534.6588788|1439.176684|-6.7122666220000005|5.663493161|9.917593683|0.751144285|67.30306705|-261.7783983|15.89399858|619.8659446|373.9073307|0.0|0.0|0.0|2.87|0.16|17.0|4.18|4.15|1.0|90.06|0.0|1.0|2.0|22.0|287.36|0.0|1.0|1.0|8.18e-05|3.77e-05|0.0|0.0|6.28e-07|0.00018|-0.03168|3.87|4.1733|-898.3562912999998|-898.3381672|536.09|893.0|297.09|0.2133|276.68|429.36|-0.17204|-0.20372|0.018124154|3.7228|4.0|5.3979
25_a12|0.0|0|0|0.0|-0.004103693|-0.045725323|0.038787879|2.050456822|0.000864238|-0.025245046|10.93676625|0|0.001783739|-0.141917694|-0.0861945369999999|2|0.8472746290000001|0.638255008|-0.2430098439999999|-0.208172827|0.806844014|-0.054734834|-0.080147596|0.120087607|0.004952762|2.580489093|37.96125329|0.052062825|-0.03323193|-21.75703145|1.3444869730000002|0.0|0.917298637|-1.362509125|-14.85843094|44.42528172|31.09844409|2067.69985|-709.8947922|1907.027255|-9.021208163|5.34703037|9.70173342|0.814415245|43.08908189|-369.8695347|18.87554002|773.8971409|430.4348528|1.0|0.0|1.0|3.43|0.05|22.0|4.7|5.35|1.0|99.48|0.0|1.0|3.0|24.0|311.38|0.0|1.0|1.0|5.19e-06|5.63e-06|0.0|0.0|1.6399999999999995e-09|5.12e-07|-0.05352|4.73|3.4532|-974.6569575|-974.6328337|560.14|945.73|359.04|0.4483|290.68|442.64|-0.14303|-0.19655|0.024123749|2.2482|22.0|7.6576
12d_a40|0.0|0|0|0.0|-0.008004393|-0.107711573|0.043185185|0.794852923|-0.000134504|0.087954209|10.31197256|2|-0.002126898|0.3683138529999999|0.224167029|0|0.809398262|0.7769829840000001|-0.0065648919999999|-0.254735308|0.6948809659999999|-0.095675903|-0.091630294|0.0913543|0.01171131|6.204226377|207.39648|0.159568585|-0.038873458|-25.71599691|3.286773518|60.80168183|0.844283549|-1.282824111|-26.85139526|55.13932669|56.88984065|2270.596857|-679.5935638999999|643.5166227999999|-10.90981687|7.877041626|14.88744155|0.8899787840000001|82.49291335|-360.0239567|24.39197636|804.9352200000001|350.9435025|0.0|1.0|1.0|2.94|0.0|20.0|4.59|5.02|2.0|96.16|0.0|1.0|2.0|23.0|361.25|0.0|0.0|1.0|5.58e-07|2.61e-06|0.0|0.0|1.44e-07|5.2e-05|-0.07765|4.14|2.7962|-2153.197255|-2153.180821|552.57|910.58|443.4|0.2584|282.05|435.41|-0.11604|-0.19369|0.0164339|1.9961|19.0|7.7212
12a_a40|0.0|0|0|0.0|-0.00431394|-0.012791297|0.036587302|0.8332127109999999|0.01039129|0.100414476|10.31197265|2|0.007890601|0.298197213|0.031326603|0|0.58630452|0.718281767|0.023863832|-0.375724138|0.525051106|-0.064340227|-0.074840643|0.000279043|0.011766311|6.001293955|107.5277007|0.059120235|-0.033799|-19.46913691|3.060902482|49.24750281|0.85136964|-1.047769006|-16.73754566|43.65970865|38.81741016|2185.594734|-534.4045424999999|600.1247016|-8.792513441|7.563170499|14.43505064|0.908597808|75.8074911|-272.5679167|20.24838026|627.699788|323.26151960000004|0.0|1.0|0.0|3.39|0.0|20.0|5.33|5.43|1.0|91.76|0.0|1.0|2.0|22.0|346.23|0.0|1.0|1.0|3.86e-07|1.13e-06|0.0|1.0|6.15e-08|2.13e-05|-0.08015|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|875.15|400.39|0.3701|400.39|429.21|-0.12895|-0.2091|0.0104658999999999|3.8054|1778.0|5.7501
19_a4|-3.21497177|0|0|0.0|-0.0023503029999999|-0.3929802189999999|0.040511696|0.0|0.006243904|-0.211341677|10.30966825|1|0.009687676|-0.086166959|-0.042058265|1|0.55269662|0.774746438|0.152550043|-0.190513834|0.514505012|-0.070677568|-0.0759826109999999|0.285282038|0.013022539|7.168604362000001|15.411502800000004|0.1792349369999999|-0.028945757|-23.02459887|3.946149569|13.25878373|0.764880253|-1.215721775|-21.41704046|49.73882261|46.07495776|2558.336814|-669.2264932|1697.595595|-8.771275759|5.9448291|11.01887515|0.85352261|129.4279389|-368.3935819|20.83197214|874.9428297000001|450.6848883|0.0|1.0|1.0|2.52|0.16|17.0|2.97|4.32|1.0|98.19|0.0|1.0|3.0|25.0|351.42|0.0|1.0|1.0|0.000156|0.000106|0.0|0.0|8.070000000000001e-07|0.0002839999999999|-0.05294|6.67|4.1858|-1446.939719|-1446.909868|583.39|983.4|296.2|0.3806|296.2|500.34|-0.17004|-0.22298|0.02985188|7.1079|19.5|4.71
14y_a23|0.0|1|1|0.0|-0.005875443|-0.022719307|0.046678487|0.731397292|0.009174505|-0.051539811|10.31321795|2|0.007229683|0.07646106|-0.125978901|2|0.719722236|0.802520527|0.137426346|-0.049318182|0.64069202|-0.057809342|-0.080613242|0.2271539169999999|0.018804822|13.00274534|39.66769923|0.074747068|-0.034303507|-38.54233552|8.990852582999999|82.29531392|0.78322549|-1.612264842|-27.63946733|67.16839951|52.97547894|3096.562257|-1114.8134599999998|2336.815247|-16.40099384|8.213390641|16.00209862|0.948293868|149.890474|-770.8467102999999|30.28429949|1423.362076|665.6233736|0.0|1.0|1.0|3.49|0.05|26.0|4.64|5.32|2.0|130.3|0.0|1.0|5.0|32.0|480.37|0.0|0.0|0.0|1.7e-07|7.37e-07|0.0|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|4.73|3.6413|-2549.104894|-2549.091817|713.1|1217.48|340.49|444.0|340.49|585.2|-0.14942|-0.2331599999999999|0.01307741|6.5205|4.0|8.4225
11_a33|0.0|1|1|0.0|-0.008708023|-0.039406316|0.034984568|1.979284901|-0.003303432|0.143981643|10.31100126|3|-0.00103193|0.105574347|-0.232296883|0|0.8389087140000001|0.85401347|0.003391835|-0.014463304|0.781083337|-0.070841241|-0.104881435|0.229250542|0.033701864|16.37099833|45.43139569|0.142712759|-0.030847481|-24.74805685|7.95236684|0.0|0.552878386|-1.048814353|-16.71585694|68.11455221|50.78279943|2220.315582|-509.4714637|979.349175|-7.278840251|5.24049311|9.837729137|0.8772525659999999|217.193541|-247.4805685|27.10262364|921.4892038|335.4799765|1.0|1.0|1.0|2.31|0.13|19.0|5.77|4.13|0.0|89.77|0.0|1.0|3.0|22.0|328.41|0.0|0.0|1.0|3.32e-06|4.13e-05|0.0|0.0|5.92e-07|0.000194|-0.05806|1.93|3.5049|-1669.324638|-1669.304085|506.55|858.89|353.74|0.5408|353.74|378.1|-0.14132|-0.19938|0.02055276|4.5998|5.0|8.3188
46_a18|0.0|0|0|0.0|-0.005378956|-0.018808538|0.03531746|0.0|0.002300582|-0.0669031009999999|10.94680484|0|0.003512954|-0.069691797|-0.224171123|0|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.699483099|-0.069742249|-0.076485888|0.30524999|0.008975181|6.376289807000001|0.946462387|0.173455401|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-1.988633091|-35.20023815|63.70285871|55.92367899|3052.94234|-1412.796104|1848.661552|-14.76030741|8.980343774|16.47206875|0.8342358790000001|154.7096476|-1003.700904|26.56039822|1806.107079|1056.535856|1.0|0.0|1.0|0.0|0.3|18.0|3.68|3.3|2.0|151.14|0.0|1.0|7.0|36.0|480.6|0.0|1.0|0.0|2.08e-06|3.35e-06|0.0|0.0|1.51e-09|7.27e-07|-0.04995|8.11|3225.0|-1532.992457|-1532.968527|765.33|1380.79|384.45|0.4249|384.45|635.89|-0.13224|-0.18219|0.0239301|3.2533|186.0|6.7305
17c_a50|0.0|1|1|0.0|-0.002676029|0.024219848|0.031870748|2.193763306|0.01130519|-0.144763835|10.94500663|2|0.012222674|0.034485992|-0.373205592|1|0.762883243|0.774994313|-0.139943634|-0.212611846|0.728169863|-0.051905615|-0.073693343|0.446454378|0.021675174|14.91199042|133.46240020000002|0.10280106|-0.021745577|-34.87982686|10.25908547|94.15397246|0.569750429|-1.32648017|-24.567468100000003|66.7258111|50.6217864|2951.495914|-912.5859825|2014.72331|-10.29240792|8.310163601000001|16.45688922|0.98033276|296.00120400000003|-627.8368834|26.25785813|1601.729346|849.1345426000001|1.0|1.0|1.0|3.61|0.35|20.0|3.59|3.53|1.0|134.28|0.0|1.0|6.0|33.0|440.54|0.0|1.0|0.0|0.000158|3.75e-05|0.0|0.0|1.6100000000000005e-07|7.08e-05|-0.03121|2.74|4.0432|-1411.187392|-1411.157813|746.5|1289.05|306.65|0.1814|292.44|596.23|-0.16697|-0.19818|0.02957871|8.5146|69.0|7.1612
3p_a32|0.0|1|1|0.0|-0.008735261|-0.028895521|0.036666667|2.1365141480000003|-0.000971341|-0.111150118|10.31100269|3|0.000920756|-0.092884784|-0.26891009|0|0.737842269|0.8599558070000001|0.058054833|-0.120768771|0.6956696440000001|-0.070907174|-0.098773656|0.366898545|0.021264377|12.5150622|40.28175307|0.180429124|-0.029183126|-34.21384146|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|73.07639870000001|54.24719019|2650.4178850000003|-755.7268222|3037.061498|-10.10863498|6.243062200000001|10.69458635|0.713035367|223.6663527|-444.779939|27.70403125|1218.977375|530.5658569|0.0|1.0|1.0|2.6|0.26|19.0|6.06|3.71|1.0|112.37|0.0|1.0|4.0|27.0|395.5|0.0|0.0|1.0|7.78e-06|5.629999999999999e-05|0.0|0.0|1.62e-07|6.4e-05|-0.04963|4.26|3.6436|-1879.554272|-1879.527843|626.32|1057.58|340.28|0.3083|340.28|471.04|-0.15055|-0.20018|0.02642856|5.4496|26.0|7585.0
10_a4|0.0|0|0|0.0|-0.002959121|0.005483539|0.038699764|2.149387791|0.01107733|-0.122141977|10.92992762|1|0.011142889|0.014917047|-0.132895939|2|0.6990620390000001|0.810105167|-0.120059574|-0.150288496|0.6799081490000001|-0.051015897|-0.079432495|0.43000216|0.014582852|8.440134933|39.48408698|0.078346981|-0.027007048|-26.60798798|4.884907049|64.26218096|0.744529685|-1.350352423|-17.08910641|54.09964719|37.96666686|2480.063587|-781.5450965|2064.276654|-9.046715915|5.759414166|11.20225306|0.945033425|147.85886159999998|-452.3357957|20.99433004|1049.716502|594.7358385|1.0|1.0|1.0|3.38|0.26|21.0|4.93|4.81|2.0|111.38|0.0|1.0|4.0|28.0|370.45|0.0|1.0|1.0|2.21e-05|1.4e-05|0.0|0.0|8.51e-09|3.15e-06|-0.04689|3.34|3.6465|-1183.812875|-1183.790554|619.99|1083.65|340.01|0.1792|249.6|470.02|-0.15561|-0.2025|0.02232068|2.2386|88.0|7.0555
5_a47|0.0|0|0|0.0|-0.009295857|-0.188550227|0.037492877|1.284688504|-0.012670377|-0.002627182|10.9367109|0|-0.011237954|0.0083528919999999|-0.0428873159999999|2|0.7063295709999999|0.795032176|0.065981732|0.0743193|0.675164258|-0.087763105|-0.1001981959999999|0.526509524|0.009936558|5.246458665|104.9032216|0.192042245|-0.038537768|-27.93318665|2.770107005|0.0|0.781571204|-1.502972943|-24.46654029|62.14504725|51.58499074|2368.870941|-793.5630764|1349.003107|-10.74353333|5.861037845|11.13432113|0.8997183470000001|115.3294396|-418.9977997|26.03444329|1015.343288|416.1194472|1.0|0.0|1.0|2.79|0.0|22.0|4.73|5.96|2.0|101.51|0.0|1.0|3.0|26.0|365.79|1.0|0.0|1.0|2.25e-06|3.18e-06|0.0|0.0|2.07e-09|7.590000000000001e-07|-0.05535|4.37|3.7083|-1569.369195|-1569.333281|561.61|951.68|334.35|0.2108|334.35|401.16|-0.15419|-0.20954|0.03591467|3.8816|0.02|7.7
13h_a6|0.0|0|0|0.0|-0.006619944|0.004767264|0.04393617|1.656132209|-0.002407131|-0.01698365|10.95053423|1|-0.000644109|0.105918119|-0.215607882|2|0.836982172|0.780222427|-0.0256002129999999|-0.164411111|0.789769968|-0.074151997|-0.091977068|0.300800177|0.017441348|12.1971464|77.20799814|0.132089259|-0.032362302|-44.98170701|8.529752344|0.0|0.736918588|-1.747564296|-36.26429338|76.78735663|64.05338768|2926.745635|-1222.112956|2829.19698|-15.82689691|9.11292243|16.928040300000003|0.8575863490000001|183.9790404|-854.6524332|30.71129129|1658.40973|744.1359788|1.0|1.0|1.0|3.03|0.12|27.0|5.41|4.79|2.0|128.63|0.0|0.0|6.0|33.0|431.49|0.0|0.0|1.0|2.77e-06|8.8e-06|0.0|0.0|2.67e-11|1.15e-08|-0.07435|3.83|3392.0|-1386.613707|-1386.569017|738.61|1253.92|365.52|1.0978|254.58|591.53|-0.14097|-0.2153199999999999|0.04469058|10.0322|47.0|7.3279
9_a4|0.0|0|0|0.0|-0.00136737|0.016639331|0.040449735|2.137757657|0.010709527|-0.091393763|10.92992723|1|0.009731833|-0.030976753|-0.076824065|2|0.625717993|0.801082857|-0.151437311|-0.072130166|0.58669472|-0.052625548|-0.069566741|0.472497372|0.009037784|4.918284148|13.6577411|0.062897208|-0.025885299|-20.60179129|2.676487872|45.21212204|0.792890434|-1.113067849|-15.58475436|43.71760622|33.55665428|2359.945586|-605.7219363|2012.840082|-7.665782805|5.744374392999999|10.21134541|0.777625327|112.7072422|-329.6286606|17.76608225|763.9415367|489.7528555|0.0|1.0|1.0|3.37|0.19|21.0|5.14|5.07|2.0|105.09|0.0|1.0|2.0|26.0|360.84|0.0|1.0|1.0|1.73e-05|7.06e-06|0.0|0.0|6.9e-09|2.49e-06|-0.05256|3.87|4.0137|-1489.554198|-1489.533032|586.24|999.93|308.91|0.1217|262.21|430.12|-0.16948|-0.22204|0.02116575|5.4739|48.0|7.3188
8e_a8|0.0|0|0|0.0|-0.010579355|-0.205927741|0.0427891159999999|0.0|-0.005310149|-0.102167262|10.94332438|1|-0.004224671|-0.0015448089999999|0.183313231|0|0.650073857|0.7233950809999999|0.02023118|-0.079493088|0.636205913|-0.115572516|-0.105450888|0.280304418|0.0211004739999999|12.87136047|106.0087621|0.338509724|-0.04393787|-39.238709|7.851573274|76.40535608|0.803307236|-2.109017754|-43.00500847|75.57562034|83.37098475|2692.975753|-1286.50794|2080.07805|-16.34946208|7.50719734|14.52755918|0.935150832|119.9832494|-784.77418|33.36487904|1601.514194|561.882658|0.0|1.0|0.0|2.98|0.04|23.0|4.33|4.17|2.0|111.81|0.0|1.0|5.0|30.0|403.41|0.0|0.0|0.0|5.34e-06|1.25e-05|0.0|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|7.22|3.2737|-1376.957298|-1376.924308|639.38|1090.07|378.73|0.3731|267.77|526.86|-0.13719|-0.19972|0.03298991|7.7951|19.89|4.7014
13_a47|0.0|1|1|0.0|-0.0049262279999999|-0.0777650159999999|0.036632997|1.5940801480000002|-0.00105415|0.003874205|10.9452934|1|-0.000211465|-0.108780879|-0.0233277889999999|2|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.626280497|-0.081148294|-0.088128939|0.244975411|0.017736598|9.13564442|63.12660940000001|0.2183244369999999|-0.032468557|-23.38063458|4.705524762|0.0|0.688261242|-1.23380515|-21.52866736|57.38622954|50.9329486|2190.316257|-635.4998528|669.2729199|-8.613918003|7.038683428|13.33103985|0.8939678120000001|160.5682509|-327.3288841|24.29844849|923.3410426|359.12161539999994|1.0|0.0|1.0|1.75|0.06|21.0|4.06|4.63|0.0|91.59|0.0|1.0|3.0|24.0|319.34|0.0|1.0|1.0|5.79e-05|5.41e-05|0.0|0.0|1.26e-08|4.04e-06|-0.05465|2.7|4.0302|-1067.820961|-1067.78457|542.62|895.21|307.63|0.3382|307.63|404.73|-166.0|-0.22065|0.03639189|4.8308|16.0|7.8
14ad_a23|0.0|1|1|0.0|-0.00790478|-0.028065075|0.0444129979999999|0.735584095|0.008996289|-0.05348283|10.31321689|2|0.009675528|0.2086248289999999|-0.253318853|2|0.7763406840000001|0.7830067820000001|0.165157698|-0.050707765|0.7317531540000001|-0.059168372|-0.085840335|0.224009311|0.033831691|24.18091285|52.63180108|0.112868365|-0.029653934|-43.85199724|17.28310144|114.237062|0.575880959|-1.630966366|-30.226481300000003|85.20135045|66.47100256|3209.330728|-1165.7193140000002|2339.533586|-15.14887177|8.661363236|16.34071148|0.8866211979999999|303.1354708|-833.1879476|36.80430179|2024.236598|770.8206617000001|0.0|1.0|1.0|3.49|0.12|26.0|3.48|4.03|2.0|133.27|0.0|1.0|7.0|34.0|471.53|0.0|0.0|0.0|1.6e-06|8.22e-06|0.0|0.0|2.49e-08|1.17e-05|-0.06925|2.99|3.3867|-1858.957788|-1858.942973|747.83|1287.26|366.09|0.4106|366.09|618.01|-0.13734|-0.20659|0.01481488|6.7584|4.0|8.3595
4h_a46|-3.74433321|0|0|0.090767245|-0.005778576|-0.346835467|0.040890805|0.0|-0.0008161889999999|-0.021951549|10.31928028|1|0.003087227|-0.0932537609999999|-0.0488847059999999|2|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.6947264059999999|-0.083155747|-0.083997524|0.659584488|0.010068754|7.900037181|105.2773797|0.232755725|-0.0305445539999999|-51.70985599|6.198442205|19.09455432|0.805506105|-2.015940586|-51.19164773|74.99848132|73.14480467|3472.1185880000003|-1581.72562|3180.526173|-18.803584|8.138240742999999|15.85230406|0.947878486|152.6017078|-1241.036544|29.75215152|1963642.0|1021.999374|0.0|0.0|1.0|2.99|0.3|23.0|3.46|6.18|2.0|142.08|0.0|1.0|6.0|36.0|502.63|1.0|0.0|0.0|2.97e-07|2.06e-06|0.0|1.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|8.5|4.18|-1923.926093|-1923.878801|792.61|1397.46|296.62|0.5451|292.11|682.14|-0.1711599999999999|-0.21008|0.04729184|2.9086|229.0|6.6402
13i_a6|0.0|0|0|0.0|-0.0149593219999999|-0.154502515|0.042560386|0.0|-0.011017781|0.034304189|10.95129557|1|-0.007703306|0.057038772|-0.073507141|1|0.8744720490000001|0.7771558909999999|0.145878803|-0.054229558|0.830577798|-0.120457274|-0.129526268|0.221116773|0.031178586|20.90143854|181.1128483|0.375953882|-0.046433945|-58.20996912|14.01186473|116.5456632|0.783597763|-2.460999087|-54.13430283|100.2320567|101.6533459|2906.257489|-1649.799665|2880.134143|-20.86772478|8.294136887|14.54375165|0.753497905|145.07130039999998|-1105.989413|39.72483975|2105.416507|673.8038326000001|1.0|1.0|1.0|2.7|0.12|23.0|4.16|3.54|1.0|120.17|0.0|1.0|6.0|32.0|427.46|0.0|0.0|1.0|9.32e-06|3.28e-05|0.0|0.0|3.18e-09|1.36e-06|-0.0481399999999999|4.94|3.5614|-1426.549926|-1426.518007|703.43|1196.21|348.14|0.2903|338.12|553.67|-0.1464|-0.19454|0.03191957|10.1375|21.0|7.6778
25b_a34|0.0|0|0|0.0|-0.015658012|-0.0929479709999999|0.04037037|0.0|-0.00378755|-0.112970844|10.95957635|1|-0.000223677|-0.2360985169999999|-0.435821207|1|0.832166825|0.7969500890000001|0.08214612|-0.101529052|0.787858064|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|18.82143547|165.2408865|0.343426892|-0.042438204|-53.79083879|11.75402804|49.2835599|0.76274549|-2.206786613|-40.19997818|98.0416108|83.19266998|2611.55928|-1378.143115|2671.608537|-16.55102732|6.383564979|11.00434095|0.723855085|148.1659658|-860.6534206|34.74652105|1806.819095|595.8522372|1.0|1.0|1.0|3.39|0.29|17.0|2.63|3.03|1.0|108.21|0.0|1.0|7.0|29.0|393.44|0.0|0.0|0.0|0.00015|0.000202|0.0|0.0|3.8100000000000004e-07|0.00015|-0.03539|5.06|4.2253|-1313.388114|-1313.361559|668.48|1136.16|293.43|0.2259|293.43|562.84|-0.17564|-0.21103|0.02655501|9.0174|2.08|5.6819
9h_a24|0.0|0|0|0.0|-0.002864393|2.01e-05|0.023854167|0.0|0.013595277|-0.209618231|10.96661419|2|0.012380829|0.144624936|-0.047269812|2|0.687815726|0.78742035|0.183289617|-0.004960317|0.656172477|-0.060337884|-0.0687348109999999|0.4016070679999999|0.018457687|8.724425117000001|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|4.123788393|1.773520599|0.572371258|-0.8935525440000001|-13.48059881|47.51520531|37.24443236|2062.34011|-422.3569529|768.1954692|-5.871651668999999|5.805547147|11.11300329|0.914204295|202.1279819|-199.6361567|21.70315707|737.9073405|295.8603625|0.0|0.0|1.0|1.96|0.0|22.0|2.42|2.72|0.0|82.17|0.0|1.0|3.0|22.0|288.31|0.0|1.0|1.0|0.00147|0.000575|0.0|0.0|8.95e-07|0.000258|-0.0435399999999999|1.16|4.3437|-945.2642633|-945.2337612|506.68|831.92|285.43|0.3844|239.63|363.48|-0.18239|-0.22593|0.0305020989999999|7.7741|77.0|7.1135
19a_a22|0.0|0|0|0.0|-0.009145283|-0.144269652|0.0389622639999999|1.545757986|-0.002607064|-0.011513343|10.9464374|1|-0.001355145|-0.03516233|-0.0611158559999999|2|0.72808001|0.777600172|-0.155892259|0.0271939039999999|0.699744887|-0.090145161|-0.09370213|0.51561501|0.024839714|18.53458775|373.8201781|0.255645265|-0.035138299|-52.17015658|13.82990734|106.645364|0.684706189|-1.967744721|-50.18975739|89.23486638|85.79797858|3167.140147|-1468.267194|2607.322873|-19.56380872|8.648671382|15.30120355|0.76919701|235.2620007|-1095.573288|38.29242013|2144.375527|781.8210659|1.0|1.0|1.0|2.27|0.08|27.0|3.08|3.41|1.0|132.15|0.0|1.0|7.0|35.0|463.49|0.0|0.0|0.0|4.16e-05|7.69e-05|0.0|0.0|1.73e-09|8e-07|-0.06398|5.69|3.5809|-1537.071348|-1537.0241640000002|740.07|1277.14|346.24|0.2218|246.01|567.03|-0.1508|-0.21478|0.04718381|6.5658|48.0|7.3188
12g_a30|0.0|0|0|0.0|-0.010447128|0.024086432|0.039951691|0.0|0.001371944|0.007330206|10.31162838|1|0.0026474159999999|-0.067792064|-0.152855196|1|0.817497287|0.826316772|-0.0430471959999999|-0.0885760969999999|0.770326886|-0.086195758|-0.10344931|0.487608738|0.027436565|18.59520651|133.2169768|0.216337219|-0.040568357|-47.51931027|12.60295167|237.7754135|0.7743107290000001|-2.068986201|-39.593913|83.29752441|77.01461557|3058.2873170000003|-1402.261011|2482.668258|-18.63502363|8.694447089|16.07139949|0.8484671109999999|152.961516|-950.3862054|35.50940589|1810.9797|683.7405759|0.0|1.0|0.0|0.0|0.13|17.0|3.4|2.48|2.0|133.52|0.0|1.0|6.0|32.0|439.49|0.0|0.0|0.0|1.01e-06|9.71e-06|0.0|0.0|3.7600000000000003e-07|0.000165|-0.0576|3.88|3.5592|-1743.214798|-1743.174676|717.55|1206.02|348.35|0.2449|244.53|577.31|-0.15077|-0.2083699999999999|0.04012224|5.3027|9.0|8.0334
12c_a5|0.0|0|0|0.0|-0.002685954|0.020594766|0.0252713179999999|0.0|0.0054189009999999|-0.096073591|10.9455378|1|0.00586291|-0.1386392109999999|-0.020144382|2|0.808899433|0.797601178|0.05430631|0.014673577|0.782051277|-0.070873852|-0.066083881|0.450827114|0.016374249|10.77147171|143.44655559999998|0.158907079|-0.022421317|-28.59715492|7.085796743|13.26856229|0.583585895|-1.25559373|-30.6699685|59.40070647|57.39441476|2697.345008|-825.9671665|2045.184304|-9.702606135|7.293547043999999|13.53008071|0.855075538|273.9296719|-543.3459436|25.27376659|1415.330929|735.3048881|1.0|0.0|1.0|2.78|0.24|23.0|5.03|4.32|1.0|121.26|0.0|1.0|6.0|31.0|411.5|0.0|0.0|0.0|8.159999999999999e-05|4.64e-05|0.0|0.0|4.93e-10|2.03e-07|-0.04565|2.06|4.0116|-1316.542713|-1316.5202869999998|694.24|1200.02|309.06|0.1513|265.66|519.21|-0.16563|-0.21128|0.02242648|3.5993|47.0|7.3279
22_a47|0.0|1|1|0.0|-0.010579222|-0.150248628|0.043695652|1.016903613|-0.006808306|-0.075111395|10.95023117|1|-0.004332497|-0.077468004|-0.277479519|2|0.612295986|0.831122912|-0.077787113|0.004104478|0.591185263|-0.080744803|-0.089280419|0.573087958|0.022154032|13.07198749|12.19999546|0.301350868|-0.031744149|-31.08378631|7.713126784|54.21581266|0.6096864479999999|-1.42848671|-28.11203407|71.28682035|60.71546178|2692.510471|-842.8786448999999|1494.441201|-11.05201291|6.9553262170000005|12.91589555|0.8569791179999999|230.3045281|-497.3405809|30.72175314|1382.478891|482.9384172|1.0|1.0|1.0|3.16|0.1|21.0|3.07|4.85|1.0|104.64|0.0|1.0|5.0|29.0|394.38|0.0|0.0|1.0|3.6e-05|4.16e-05|0.0|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.4|4017.0|-1375.05033|-1375.021925|605.12|1027.32|308.65|0.3367|258.55|466.95|-0.16704|-0.22828|0.02840507|5.7009|1.0|9.0
47f_a18|0.0|0|0|0.0|-0.005817448|-0.034211867|0.031179487|0.0|0.0036509859999999|0.033759227|10.94702253|0|0.00531392|-0.071877686|-0.3927204379999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.745431271|-0.063824969|-0.084851044|0.375218907|0.0138461289999999|11.75478965|111.1889928|0.161843119|-0.0289997239999999|-61.15474298|9.979328976|58.84834254|0.726550657|-2.290978185|-46.00060733|86.11217859|65.93954138|3367.7324700000004|-1944.945479|2343.062749|-20.90098811|10.55465562|20.44855806|0.937396993|232.14715330000004|-1651.17806|33.88554232|2676.957843|1347.416568|1.0|0.0|1.0|0.0|0.34|18.0|3.22|3.6|3.0|164.47|1.0|1.0|13.0|40.0|541.68|0.0|0.0|0.0|7.76e-07|3.01e-06|1.0|1.0|6.04e-10|3.27e-07|-0.04439|8.13|3.0964|-1743.375413|-1743.346389|908.66|1602.99|400.42|0.5741|400.42|874.24|-0.12802|-0.1724099999999999|0.02902413|4.4861|9.0|8.0458
