molecula|SddssS|n9FaHRing|n9FaRing|SssssC|AATSC1c|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
16_a15|-3.726252327|0|0|0.0|-0.008593957|-0.463771194|0.035555556|0.0|-0.009769916|-0.109386268|10.31928197|0|-0.00379317|-0.006331105|-0.0764246109999999|2|0.787100127|0.729432583|0.080837546|-0.018331526|0.72660548|-0.08870471|-0.101500719|0.7427725270000001|0.0070920509999999|4.848103252|53.93878231|0.276402595|-0.039472502|-47.4317527|3.31414791|17.68542055|0.868460507|-2.131515106|-41.45211893|76.07332645|65.48636021|3173.773379|-1457.096924|3014.308422|-18.44568161|6.798937229|11.720499900000002|0.7238723509999999|89.91997762|-996.0668068|31.07023998|1677.792959|728.353441|1.0|1.0|1.0|2.93|0.08|24.0|3.37|6.02|2.0|124.45|0.0|1.0|6.0|32.0|446.52|1.0|0.0|1.0|9.89e-07|6.14e-06|0.0|0.0|6.1e-10|2.72e-07|-0.04082|8.26|4.1295|-1770.509465|-1770.448668|716.79|1229.58|300.24|0.3809|297.1|600.98|-0.16871|-0.20953|0.06079704|11.7447|21.0|7.6778
14x_a23|0.0|1|1|0.0|-0.0065692219999999|-0.111315218|0.04314059|0.6753138120000001|0.003379755|-0.075184011|10.31321817|2|0.003906274|0.160327487|-0.206574435|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.558482531|-0.0708831479999999|-0.084244058|0.229141189|0.022095943|14.64350681|42.44114495|0.223171139|-0.034056109|-37.00022522|9.704599953|87.28077098|0.722211323|-1.6006371069999998|-31.13207597|70.40248829|61.61945314|3071.48868|-1060.780249|2382.851643|-14.95753786|7.777802167999999|14.62325432|0.880126802|184.0971574|-703.0042792|31.25095356|1468.794817|597.2903597999999|0.0|1.0|0.0|3.42|0.05|26.0|4.2|5.14|2.0|120.2|0.0|1.0|5.0|32.0|447.46|0.0|0.0|0.0|2.09e-06|5.41e-06|0.0|0.0|1.17e-08|5.23e-06|-0.08216|3.97|3.6941|-1828.393372|-1828.371718|675.21|1149.42|335.63|0.3184|305.07|537.48|-0.15259|-0.23475|0.02165405|8.1916|3.0|8.4949
12a_a30|0.0|0|0|0.0|-0.006711725|-0.02919335|0.040166667|0.0|0.005050384|0.009586623|10.31162903|1|0.005458948|-0.171649606|-0.094526372|1|0.8421237309999999|0.7885597609999999|-0.031179517|-0.171895425|0.7961424690000001|-0.07699057|-0.097138462|0.337975309|0.016292604|10.10177981|85.47365107|0.163785284|-0.037665934|-37.34272719|6.263330101|0.0|0.805190202|-1.845630786|-29.59731695|69.45678454|57.83766054|2722.217443|-1144.332492|2256.680391|-14.47983299|7.362386058999999|13.88603128|0.88607758|120.786445|-709.5118166|29.00398472|1421.195251|620.9195447000001|0.0|1.0|0.0|0.0|0.14|17.0|3.84|2.62|2.0|127.28|0.0|1.0|5.0|29.0|398.48|0.0|0.0|0.0|5.23e-06|1.4e-05|0.0|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|3.82|3.4885|-1575.7783980000002|-1575.745502|668.81|1122.01|355.41|0.1866|245.76|507.17|-0.1481|-0.19994|0.03289568|4.7368|11.0|7.9469
12p_a36|0.0|0|0|0.0|-0.008017607|-0.084341564|0.042804233|0.0|-0.002526241|-0.084846674|10.96052769|1|-0.000673716|0.2461794139999999|-0.217394466|1|0.724208473|0.828371596|-0.035871448|-0.074349074|0.698414933|-0.082569108|-0.108380023|0.315548061|0.020202133|12.71795723|83.24921731|0.251561167|-0.039016808|-42.95260501|8.006403882999999|0.0|0.759126153|-1.950840419|-32.72335782|80.40682298|64.698131|2774.926334|-1228.123041|2308.958924|-15.4629378|7.546742977|14.3885803|0.906594718|151.63860559999998|-773.1468902|32.35623052|1617.811526|595.8790650000001|0.0|0.0|0.0|0.0|0.14|17.0|3.13|2.44|1.0|123.71|0.0|1.0|5.0|30.0|399.42|0.0|1.0|0.0|0.000129|6.96e-05|0.0|0.0|1.4e-07|5.58e-05|-0.0552299999999999|3.41|3.8372|-1332.182868|-1332.148901|660.71|1113.05|323.11|0.3015|232.12|506.89|-0.15608|-0.21131|0.03396697|6.7199|9.0|8.0458
14j_a23|0.0|1|1|0.0|-0.006327927|-0.071396109|0.046283951|0.722606603|0.007671236|-0.026319216|10.31321824|2|0.0075222369999999|0.087218599|-0.17267308|2|0.616699629|0.800643488|0.143567854|-0.091426449|0.5935522360000001|-0.062203032|-0.082226482|0.226990358|0.020485263|13.28905737|40.38957571|0.154547838|-0.034989992|-34.60325668|8.620784882999999|83.17168000000001|0.7739671709999999|-1.644529644|-26.17681598|64.88069411|53.64097592|2943.385528|-1066.827834|2175.598042|-14.72479008|7.83426417|15.57933561|0.988615047|146.63044480000002|-692.0651337|29.32742551|1378.388999|599.5697147999999|0.0|1.0|1.0|3.41|0.05|26.0|3.78|4.58|2.0|120.24|0.0|1.0|5.0|31.0|429.47|0.0|0.0|0.0|2.66e-06|7.73e-06|0.0|0.0|2.14e-08|9.18e-06|-0.07581|3.72|3.6671|-1729.15999|-1729.1379190000002|670.6|1142.37|338.1|0.3886|338.1|528.18|-0.14816|-0.2239699999999999|0.02207124|8.3233|4.0|8.3883
8_a15|0.0|0|0|0.0|-0.009853404|-0.044406425|0.039181287|0.0|1.7800000000000002e-05|-0.010146469|10.95880707|0|0.003160815|0.225620047|-0.295062413|1|0.85357243|0.7059441040000001|0.0937475619999999|-0.025923166|0.8105478740000001|-0.071552706|-0.118293578|0.381651497|0.0336657729999999|19.65860939|104.8781037|0.146103518|-0.028969856|-40.33569847|11.47934212|55.99586988|0.519427411|-1.419522941|-24.39801408|89.80283608|61.44071008|2393.276181|-828.9085544|1919.535904|-9.878130237|6.093505548|9.984825987|0.638601279|280.62296039999995|-484.0283816000001|32.56759415|1595.8121130000002|532.0914339999999|1.0|1.0|1.0|3.76|0.19|18.0|3.9|4.95|2.0|104.74|0.0|1.0|7.0|27.0|366.41|0.0|1.0|1.0|5.63e-06|1.53e-05|0.0|0.0|2.69e-08|9.86e-06|-0.02723|3.36|3.7426|-1223.704913|-1223.687714|598.84|1050.15|331.28|251.0|279.58|538.51|-0.1558|-0.18303|0.01719864|1.4589|108.0|6.9666
7e_a8|0.0|0|0|0.0|-0.006027596|-0.052939815|0.043758865|0.0|0.0024398329999999|-0.11032771|10.94332434|1|0.002669179|-0.075638618|0.07125309|0|0.5897105770000001|0.732001738|-0.023521398|-0.072307692|0.577394732|-0.08608941|-0.0886889709999999|0.286669793|0.0215993429999999|12.91806855|86.03149870000001|0.170843962|-0.037446454|-31.72369068|7.725998682999999|63.5628736|0.776001552|-1.6850904519999998|-30.79383811|64.23177694|64.40615805|2605.914474|-1007.813711|2032.501296|-13.39444718|7.70387217|14.654025199999998|0.902163597|133.9683023|-602.7501229|28.86058693|1298.726412|519.5762494|0.0|1.0|0.0|3.38|0.04|23.0|5.16|4.94|2.0|108.43|0.0|1.0|4.0|29.0|385.39|0.0|0.0|1.0|1.78e-06|3.87e-06|0.0|0.0|5.07e-09|1.95e-06|-0.0697|6.32|3.2363|-1300.495519|-1300.467069|622.23|1060.05|383.1|0.3461|325.06|544.55|-0.13577|-0.2054699999999999|0.02845071|11.4436|35.1|4.4547
9b_a31|0.0|0|0|0.0|-0.0141390689999999|-0.070525429|0.03995614|0.0|-0.0050444109999999|0.014628521|10.31169871|2|-0.001981487|-0.075191042|-0.2345186269999999|0|0.811212624|0.852813666|0.01752821|-0.154083843|0.77051712|-0.103937658|-0.131125311|0.241728566|0.034595809|21.21368453|152.8702381|0.330879448|-0.039058603|-49.30281875|13.00794571|552.0968813|0.689175183|-1.835754351|-39.08032306|95.78862992|84.94685678|2534.356888|-1125.659849|1711.969694|-14.68594601|8.097516252|15.2652837|0.88518099|190.5935925|-690.2394625|34.75199071|1633.343563|524.0230338|1.0|1.0|1.0|2.76|0.32|16.0|5.26|3.5|1.0|103.36|0.0|1.0|7.0|27.0|384.45|0.0|0.0|1.0|1.76e-05|0.000137|0.0|0.0|1.44e-07|5.520000000000001e-05|-0.0422899999999999|4.69|3.8435|-1578.839267|-1578.801576|663.06|1091.21|322.58|0.2732|224.94|562.68|-0.15907|-0.2013599999999999|0.03769117|6.8028|63.0|7.2007
12ab_a36|0.0|0|0|0.0|-0.007034881|0.000258844|0.039951691|0.0|0.000939229|-0.032623802|10.9540584|1|0.002112069|0.0618552579999999|-0.169341326|1|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.8196353679999999|-0.079202413|-0.095025338|0.452078227|0.024102201|16.62527454|116.6804416|0.158944244|-0.033434841|-45.21303385|11.46782191|15.55386871|0.679025324|-1.805481415|-37.68448987|82.3666474|71.2577056|2902.39241|-1245.389318|2390.849902|-15.90828969|7.821826146|15.18764075|0.941700118|221.4026852|-859.0476432|33.96451406|1834.083759|708.5476357999999|0.0|0.0|0.0|0.0|0.17|17.0|3.14|1.95|1.0|133.27|0.0|1.0|6.0|32.0|420.47|0.0|0.0|0.0|0.0001199999999999|0.000122|0.0|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.23|3.8845|-1364.509957|-1364.468283|712.73|1201.64|319.17|0.4451|319.17|564.58|-0.15699|-0.2093699999999999|0.04167456|5.3228|11.0|7.9586
13j_a6|0.0|0|0|0.0|-0.015004989|-0.154502515|0.041728395|0.0|-0.011017781|-0.0951246069999999|10.95129557|1|-0.007703306|0.121750719|-0.073507141|1|0.8744720490000001|0.783333463|-0.063948098|-0.079161042|0.830577798|-0.120219472|-0.129511589|0.205764388|0.03111288|20.78979124|180.6709018|0.377035857|-0.046428683|-57.82670518|13.89184843|114.6910805|0.7841668409999999|-2.460720196|-53.67779048|99.85109065|101.1210779|2907.3053210000003|-1644.266245|2634.320708|-20.73032827|8.741405506|15.43329684|0.765539515|144.22085800000002|-1098.707398|39.56287079|2096.832152|673.8038326000001|1.0|1.0|1.0|2.26|0.12|23.0|4.16|3.54|1.0|120.17|0.0|1.0|6.0|32.0|427.46|0.0|0.0|1.0|9.32e-06|3.28e-05|0.0|0.0|3.18e-09|1.36e-06|-0.0488899999999999|4.94|3.5599|-1426.5532050000002|-1426.520775|712.52|1196.6|348.28|0.2857|339.64|555.0|-0.14602|-0.19491|0.03242949|10.9731|262.0|6.5817
12w_a36|0.0|0|0|-4.750262163|-0.015825416|-0.297354748|0.041555556|0.0|-0.011700732|-0.041402825|10.96020797|1|-0.007897954|0.115646674|-0.3344729369999999|1|0.647732719|0.828393514|-0.098657593|-0.016393443|0.624142499|-0.086826396|-0.111267166|0.532980165|0.021104445|15.15285952|112.947763|0.171636756|-0.041210062|-57.35989379|10.87965823|0.780959767|0.70536279|-2.225343322|-44.76031023|99.51883498|77.49366829|3230.870697|-1597.782567|2602.5207|-21.24440511|8.365472166|15.701847400000002|0.8769828040000001|211.5476713|-1147.197876|41.94801097|2265.1925920000003|672.4630346|0.0|1.0|0.0|0.0|0.17|17.0|3.31|4.04|2.0|130.43|0.0|1.0|7.0|34.0|465.43|0.0|0.0|0.0|6.26e-06|8.6e-06|0.0|0.0|7.24e-08|3.37e-05|-0.05326|4.86|3.8881|-1645.202839|-1645.169951|712.88|1198.72|318.88|0.4508|318.88|552.55|-0.15708|-0.21034|0.0328886|7.0746|23.0|7.6383
7_a1|0.0|0|0|0.0|-0.010040172|0.001018628|0.035718954|0.0|0.0021597079999999|-0.07233584|10.9513015|1|0.004950534|-0.077833285|-0.391298966|1|0.7795049279999999|0.801577133|-0.048198584|-0.042175602|0.729621031|-0.083362936|-0.098295453|0.289201649|0.035937867|17.31482297|111.9204437|0.289040847|-0.031040669|-22.81733634|8.342261787|404.7836105|0.603382856|-1.179545431|-19.35104936|61.72628137|57.47898976|2150.215999|-568.3036318|1466.924404|-7.205474633|5.07667644|9.278054953|0.827584457|191.0896839|-273.8080361|24.78585294|941.8624118|351.4191817|1.0|0.0|1.0|2.83|0.22|17.0|3.43|3.29|0.0|85.88|0.0|2.0|2.0|23.0|305.33|0.0|1.0|1.0|0.000696|0.000195|0.0|0.0|2.29e-06|0.000698|-0.02433|2.76|4.0504|-1009.509475|-1009.48087|515.2|864.85|306.1|0.2961|306.1|365.53|-0.16734|-0.19167|0.02860499|6.5936|0.46|6.3372
8g_a12|0.0|1|1|0.0|-0.0084227909999999|-0.029907264|0.038347953|1.714060666|0.005898773|-0.094550033|10.95472263|1|0.005405355|-0.068810076|0.122649613|1|0.804158158|0.7475224290000001|-0.04981165|-0.070405398|0.7714487940000001|-0.076856227|-0.1045061519999999|0.274352085|0.008910823|4.915102972|84.95000993|0.142374631|-0.042752517|-31.79592789|2.7111119089999995|0.0|0.90166696|-1.881110729|-23.38345638|61.99654413|47.30807670000001|2506.427441|-1037.59814|1356.883205|-13.00742505|6.882798206|12.83559677|0.864880588|54.23932676|-572.326702|26.15353224|1150.7554189999998|480.0590283|1.0|1.0|1.0|2.51|0.1|21.0|3.31|2.07|1.0|109.93|0.0|1.0|3.0|27.0|353.38|0.0|0.0|0.0|4.15e-05|4.61e-05|0.0|0.0|9.98e-09|3.53e-06|-0.06432|3.68|3731.0|-1154.321531|-1154.281986|590.93|989.66|332.31|0.3786|294.8|418.41|-0.1520099999999999|-0.21633|0.03954539|4.2131|3715.0|5.43
4o_a46|0.0|0|0|0.160026534|-0.000627744|0.042766097|0.043320988|0.0|0.010870588|-0.203025042|10.93828256|1|0.010144781|-0.376106593|-0.028735607|1|0.626333846|0.7699448320000001|-0.121466731|-0.09492635|0.6418406720000001|-0.0648126359999999|-0.06570509|0.372146122|0.00972341|5.332434441|5.821925821000001|0.049267382|-0.021901697|-19.76117845|2.9243708|31.19780621|0.7510206490000001|-1.051281434|-19.49276784|42.00638612|40.87645867|2195.436986|-576.535307|1705.3950960000002|-6.587059484|5.527567399|10.25486577|0.855222204|136.5432529|-316.1788552|15.99310518|767.6690487000001|544.7877262000001|0.0|1.0|1.0|3.12|0.32|17.0|4.77|4.94|1.0|103.66|0.0|1.0|2.0|26.0|342.44|0.0|1.0|1.0|1.23e-05|1.34e-05|0.0|0.0|5.5e-08|1.88e-05|-0.04627|3.76|4.3255|-1070.456878|-1070.428722|581.59|1022.29|286.64|0.1598|286.64|501.08|-0.18282|-0.22909|0.02815574|4.8244|162.0|6.7905
15_a3|0.0|0|0|0.0|-0.006742751|-0.092127078|0.045993266|1.809035179|-0.006419472|0.126641951|10.33806279|0|-0.004459728|-0.325227172|-0.039798975|3|0.968837995|0.813015336|-0.103599654|0.036380489|0.911346861|-0.092342351|-0.107619999|0.451058529|0.007901554|4.04445331|315.5421792|0.221091166|-0.037667|-28.19600959|2.070175472|0.0|0.850327497|-1.50667999|-24.19332693|60.30684851|51.31038923|2116.88728|-771.2023653|1433.713715|-9.868603355|5.371119692000001|9.975434973|0.85723565|76.61068671|-394.7441342|22.67368656|906.9474625|402.781061|1.0|0.0|1.0|0.0|0.24|16.0|2.21|1.56|0.0|94.29|0.0|2.0|2.0|23.0|321.4|0.0|0.0|0.0|0.0017|0.000951|0.0|0.0|1.66e-06|0.000535|-0.06319|2.33|3.7072|-1328.688126|-1328.665275|553.81|916.07|334.44|0.4107|206.37|398.12|-0.1576|-0.22079|0.0228507|2.3271|25.0|7.6021
14m_a23|0.0|1|1|-4.405643132|-0.008929306|-0.272389934|0.0431917209999999|0.665608656|0.001027627|-0.034213923|10.3132176|2|0.001951778|0.0879380709999999|-0.226146643|2|0.560094237|0.798384929|0.0266555739999999|-0.072906704|0.5415996160000001|-0.072795329|-0.089285878|0.268552591|0.017992415|12.51396625|47.23604193|0.0741882|-0.039285786|-43.19105542|8.703631619|0.0|0.7958339090000001|-1.964289314|-35.21393496|74.61692699|63.1440955|3255.247038|-1366.189602|2263.262957|-19.00406438|8.595073462|16.42895711|0.911438824|142.0002583|-950.2032192|34.33353583|1716.6767920000002|658.8108151|0.0|1.0|1.0|3.17|0.09|26.0|4.42|6.19|2.0|125.29|0.0|1.0|6.0|34.0|479.48|1.0|0.0|0.0|4.1200000000000004e-07|1.61e-06|0.0|0.0|5.94e-09|2.85e-06|-0.08347|4.2|3.6774|-1966.968005|-1966.945041|707.56|1209.21|337.15|0.3335|337.15|572.31|-0.15208|-0.23555|0.02296475|8.5477|3.0|8.5171
12_a47|0.0|1|1|0.0|-0.005522244|-0.078935336|0.036632997|1.555521837|-0.0047488359999999|-0.018573056|10.95005729|1|-0.004332024|0.003417588|-0.015039637|2|0.6505449670000001|0.8288334490000001|0.055943216|0.050943962|0.618808977|-0.084846808|-0.091853238|0.266995634|0.018014416|9.382250925|63.89392714|0.2159289589999999|-0.034116917|-24.91541818|4.886454935|0.0|0.680723821|-1.1940921|-23.01490672|61.09751253|53.5720844|2266.78114|-621.9059029|702.3796319|-9.25429818|7.042279354|13.52358352|0.920341815|166.28511369999998|-323.9004363|26.10271529|913.5950352|335.1175012|1.0|0.0|1.0|1.67|0.0|21.0|4.19|4.98|0.0|91.63|0.0|1.0|3.0|24.0|339.75|0.0|1.0|1.0|3.11e-05|2.77e-05|0.0|0.0|7.69e-09|2.61e-06|-0.0623|3.01|3.9538|-1488.101254|-1488.064043|537.79|886.46|313.58|0.2306|288.96|400.09|-0.1633|-0.2256|0.03721125|3.5884|6.0|8.2
11_a3|0.0|0|0|0.0|-0.01008647|-0.127546771|0.042795699|1.710245969|-0.008037672|0.044912659|10.31163053|1|-0.005959152|-0.194041982|-0.0947326669999999|3|0.8947911009999999|0.724492061|0.132535663|-0.04179402|0.834020779|-0.0955396769999999|-0.099420732|0.175996916|0.014376713|6.800350988|253.1353625|0.222196952|-0.0391657429999999|-22.2443844|3.216644354|80.34769756|0.752484736|-1.292469516|-21.37603754|57.08178682|51.99171876|2097.896727|-611.3529698|1105.41974|-8.76293931|5.475372235|10.29352296|0.8799677029999999|117.0775712|-289.1769972|24.61956593|812.4456757999999|311.6695405|1.0|1.0|1.0|2.07|0.0|21.0|3.79|3.41|0.0|88.28|0.0|1.0|2.0|22.0|305.36|0.0|0.0|1.0|8.37e-05|0.000197|0.0|0.0|3.06e-07|9.35e-05|-69.0|2.12|3.2232|-1288.195105|-1288.165162|508.58|834.82|384.66|0.4441|384.66|346.18|-0.13118|-0.20018|0.02994326|4.4522|0.04|7.3979
15c_a22|0.0|0|0|0.0|-0.005236206|-0.018518519|0.038137255|1.568396937|0.003784292|-0.023927419|10.9464374|1|0.004362505|-0.047249795|-0.160566657|2|0.667111824|0.773044788|-0.096749121|0.010828071|0.639264982|-0.067475429|-0.080088202|0.615901609|0.024561528|17.68362419|36.22825261|0.133414786|-0.0302219629999999|-41.51455167|12.731723|78.22334636|0.661775114|-1.60176404|-34.97658951|75.52188549|66.26407672|3079.491787|-1153.226049|2092.620825|-15.66586856|8.626398368|16.03890406|0.859281634|243.5126145|-830.2910335|32.87972244|1742.625289|731.8178649|1.0|1.0|1.0|2.85|0.08|27.0|3.9|4.18|1.0|128.77|0.0|1.0|6.0|34.0|445.48|0.0|0.0|0.0|1.39e-05|2.4e-05|0.0|0.0|5.269999999999997e-10|2.35e-07|-0.07399|4.79|3674.0|-1460.602657|-1460.571156|715.42|1241.07|337.46|0.5082|216.15|575.8|-0.15408|-0.22807|0.03150096|9.0393|737.0|6.1325
12l_a36|0.0|0|0|0.0|-0.0076430169999999|-0.008712073|0.039061728|0.0|-0.000143196|-0.05158636|10.95423322|1|0.001194592|0.228884463|-0.175397741|1|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.8212311840000001|-0.079972189|-0.107815735|0.3827446779999999|0.0220227089999999|14.33450402|39.27257375|0.15618077|-0.038052612|-45.67788557|9.330278191|1.281955437|0.7379583590000001|-1.940683231|-33.88151556|83.76912404|66.38812034|2843.514589|-1263.1838810000002|2385.788754|-16.12160667|7.471134223|13.88638723|0.8586718990000001|170.5619816|-822.2019402000001|33.56329135|1711.727859|642.3830552000001|0.0|1.0|0.0|0.0|0.13|17.0|2.75|1.76|1.0|128.47|0.0|1.0|5.0|31.0|406.44|0.0|0.0|0.0|2.72e-05|5.08e-05|0.0|0.0|2.21e-07|8.97e-05|-0.0510399999999999|2.98|3.8619|-1325.194654|-1325.15957|686.83|1155.07|321.05|0.4524|321.05|530.75|-0.15869|-0.20973|0.03508404|7.2021|0.02|7699.0
3d_a32|0.0|1|1|0.0|-0.006420365|-0.034290847|0.041161616|2.230648962|0.000655875|-0.113314811|10.31100276|3|0.002004382|-0.1131110759999999|-0.1395294259999999|0|0.8315372|0.8444218509999999|-0.069007775|-0.100251236|0.77923808|-0.06869526|-0.093187219|0.2214902789999999|0.014419776|7.807299836|62.43434632|0.107154498|-0.02867299|-27.31750365|4.22710649|0.0|0.720540286|-1.118246623|-20.13777259|59.15151032|45.000975700000005|2213.978384|-605.4522892000001|1855.167124|-8.405385739|6.15119195|10.75032687|0.747681906|151.30787800000002|-327.8100438|21.54552351|840.275417|421.3548777|1.0|1.0|1.0|3.11|0.24|19.0|6.97|5.07|1.0|97.86|0.0|1.0|4.0|23.0|340.47|0.0|0.0|1.0|2.81e-07|7.36e-06|0.0|0.0|5.13e-08|1.75e-05|-0.05482|3.42|3.5105|-1672.758552|-1672.733979|569.29|959.11|353.18|0.5031|353.18|465.41|-0.14189|-0.19671|0.02457348|5.1728|8.0|8.0915
8b_a8|0.0|0|0|0.0|-0.013834266|-0.182065125|0.040054466|0.0|-0.0055544409999999|-0.0422693659999999|10.94650923|1|-0.003593429|0.031896755|0.079250224|1|0.758899977|0.778853499|0.097555876|-0.0527918259999999|0.726912742|-0.130159955|-0.11627069|0.28604765|0.032440348|19.87542051|172.84152849999998|0.441645347|-0.047457424|-43.64473805|12.1771918|89.09854311|0.781454722|-2.325413799|-48.85837649|84.97574547|99.62129245|2863.095568|-1424.7250689999998|1821.324722|-17.8141788|7.507665421|14.53652808|0.936224813|133.8974321|-872.8947609999999|37.20755791|1823.170337|589.263087|0.0|1.0|0.0|2.93|0.09|23.0|3.65|3.03|1.0|114.18|0.0|1.0|4.0|31.0|414.41|0.0|0.0|0.0|1.6899999999999997e-05|3.69e-05|0.0|0.0|7.33e-08|3.04e-05|-0.06114|6.41|3.2992|-1407.0843|-1407.052256|640.35|1098.17|375.8|0.2618|270.59|488.56|-0.13807|-0.19921|0.03204403|7.4497|5.08|5.2941
14a_a23|0.0|1|1|0.0|-0.0056795759999999|-0.0246126279999999|0.042992424|0.757767133|0.012219066|-0.0518554529999999|10.31321831|2|0.011363191|0.083206288|-0.137733142|2|0.72792508|0.7556436440000001|0.114693804|-0.123790952|0.6888154959999999|-0.055677662|-0.08032517|0.225448915|0.019504497|12.33442989|38.57988954|0.081322962|-0.0341809229999999|-32.12331106|7.800158102999999|80.54176247|0.7807587890000001|-1.606503401|-22.26638099|61.36268093|47.54437201|2816.527785|-1015.935121|2173.7139190000003|-13.66949407|7.668841725|14.2658736|0.8602383659999999|138.6457355|-642.4662212000001|27.68542751|1301.215093|601.8533922|0.0|1.0|1.0|2.86|0.05|26.0|3.36|4.02|2.0|120.28|0.0|1.0|5.0|30.0|411.48|0.0|0.0|0.0|3.38e-06|1.1e-05|0.0|0.0|3.92e-08|1.6100000000000002e-05|-0.07379|3.47|3.7119|-1629.928331|-1629.90669|665.5|1134.02|334.02|0.3764|334.02|516.58|-0.15002|-0.2238099999999999|0.0216412|8.3962|3.0|8.5498
20b_a10|0.0|0|0|0.0|-0.007463406|-0.073703704|0.035818182|1.854149459|0.001965496|-0.042013549|10.92966143|1|0.002637529|-0.049452599|0.031942481|2|0.725009545|0.761071345|0.052265135|-0.022843761|0.6980623109999999|-0.094975935|-0.088479815|0.6741049840000001|0.013038163|8.331370518|81.39248686|0.24740823|-0.033783202|-36.12803002|5.323735696|91.02309592|0.7616213270000001|-1.85807612|-38.78052212|67.46831286|69.02087825|3085.433676|-1187.308396|2257.777328|-13.79433873|7.554743755|13.838742600000002|0.8317951020000001|152.3236842|-758.6886304|28.34404003|1558.922202|769.1246171|1.0|1.0|1.0|3.15|0.11|27.0|4.23|5.0|2.0|129.73|0.0|1.0|5.0|34.0|447.49|0.0|0.0|1.0|6.05e-06|8.13e-06|0.0|0.0|1.1699999999999999e-09|5.26e-07|-0.0578399999999999|4.88|3.9013|-1465.62724|-1465.587932|687.84|1218.74|317.8|0.2782|208.89|482.93|-0.16388|-0.2217199999999999|0.03930765|7.7954|1.1|5.9586
3j_a32|0.0|1|1|0.0|-0.006580847|-0.017889768|0.037373737|2.248764828|-0.000202965|-0.086191775|10.31100276|3|0.001173363|-0.055211759|-0.097980957|0|0.812195122|0.824282683|-0.020129489|-0.084553991|0.7557114|-0.070289671|-0.095013178|0.27811778|0.013773753|7.315176208|47.55031019|0.134898055|-0.030815085|-26.79963418|3.885056172|0.0|0.7487739999999999|-1.140158136|-19.82606536|58.58770587|44.64569478|2282.569698|-605.5327007000001|1778.1826620000002|-8.691773249|5.900829539|10.69497519|0.812452828|133.42496409999998|-321.5956102|21.85672669|808.6988876|398.2788055|1.0|1.0|1.0|3.0|0.24|19.0|6.68|4.93|1.0|95.74|0.0|1.0|3.0|23.0|338.45|0.0|0.0|1.0|1.21e-06|1.58e-05|0.0|0.0|2.03e-07|6.86e-05|-0.05361|3.02|3.4982|-1671.507439|-1671.479105|564.55|934.19|354.42|0.3005|354.42|405.19|-0.14498|-0.19859|0.02833407|5.9266|8.0|8.0969
