molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|MATS7i|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA5|RNCS|RPSA|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|FPSA5|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
5_a15|0.0|0|0|0.0|0|0.0|1.419941043|0.0|-0.222657379|-0.008878343|0.0729170329999999|-0.0156037999999999|0.0118220069999999|0|0.003194793|0.1093187759999999|-0.340979744|2|0.8384601770000001|0.704479781|0.020920163|0.74438723|0.7950674740000001|0|0.8740541479999999|-0.06128567|-0.0989946469999999|0.743577162|-73.61131563|119.95308020000002|0.125945852|-33.88634094|-20.30656983|69.82487767|0.486150431|2940.77098|649.9369163|-1177.78105|2179.757502|-15.09973885|0.491010028|7.795174584|15.1701491|6656.720346|365.1095806|0.036380071|2313.9572780000003|779.0599798999999|1.0|1.0|1.0|1.0|1.0|3.68|0.15|-9.65|4.92|6.01|2.0|3.0|0.0|127.97|0.0|1.0|8.0|-6.16|33.0|6.0|443.49|1.0|0.0|1.0|4.29|-5.66|0.000304|2.18e-06|4.86|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.3299|4.36|3.6257|341.96|291.0|286.35|629.67|0.62664|0.70244|-1470.487858|-0.14839|4.3576|-0.18553|-1470.55517|7.8861
13d_a5 (GW788388)|0.0|1|0|2.945204608|0|6.605297921|1.236844097|0.0|-0.0959854909999999|-0.005668173|-0.092509033|-0.086484275|0.024793388|1|0.003668464|-0.14893897|-0.3706975529999999|2|0.7333482170000001|0.78479342|0.047169811|0.834800344|0.71006207|0|0.774103723|-0.086824482|-0.0844793|0.54169129|-55.87383979|151.3669372|0.2258962769999999|-37.98032007|-19.30187193|67.0626077|0.488398052|2834.036315|511.985152|-1061.602956|1377.863026|-12.76608229|0.330817879|8.077599766|15.788837|6122.792779|218.7999323|0.022041749|1586.418589|723.0631751|1.0|1.0|1.0|1.0|2.0|2.74|0.2|-8.84|4.56|4.11|1.37|1.0|0.0|121.68|0.0|1.0|6.0|-4.35|32.0|5.0|425.48|0.0|0.0|1.0|3.11|-4.35|0.0189|4.5e-05|2.75|0.0|1.45e-09|6.16e-07|-0.05542|4.6091|3.81|4.1706|297.28|0.5251|269.0|532.01|0.42515|0.48848|-1390.294368|-0.17299|2.4867|-0.22841|-1390.355751|7.7447
1h_a5|0.0|1|0|2.9516097130000003|0|6.605297921|1.427564094|0.0|-0.259241577|-0.001978474|-0.02598568|-0.1197834419999999|-0.044117647|1|0.007357977|-0.043247682|-0.20140246|2|0.71274658|0.780175595|-0.082079343|0.8436458929999999|0.6977404359999999|0|0.8806402259999999|-0.067599619|-0.069496749|0.39793593|-36.2462047|160.0744187|0.119359774|-18.38824808|-14.49848188|39.84574434|0.489507204|2107.271793|459.3001331|-579.9392753|819.6979313999999|-7.561719827|0.2549450239999999|6.711386288|13.14687756|4334.547353|132.96722079999998|0.01585373|778.3845404|409.0289917|1.0|0.0|1.0|1.0|1.0|2.07|0.05|-8.41|4.99|4.51|2.13|0.0|0.0|95.45|0.0|1.0|3.0|-4.25|24.0|3.0|312.37|0.0|1.0|1.0|3.43|-4.45|0.0174|3.5600000000000005e-05|3.43|0.0|3.87e-09|1.21e-06|-0.04124|4652.0|3.17|4.3651|284.03|0.3333|266.52|430.83|0.4112699999999999|0.57155|-990.472129|-0.17797|2.2396|-0.21921|-990.523098|7.5528
2_a20 (SB-505124)|0.0|1|0|3.485765306|0|7.434257382|1.183764955|0.0|-0.006955944|-0.010175551|0.013612077|-0.177905025|-0.137383329|1|0.003789399|0.02072518|-0.520284161|1|0.827730504|0.725030162|-0.19681999|0.765632979|0.790275077|0|0.7694360659999999|-0.083565835|-0.117328885|0.214264156|-64.55966745|122.8758934|0.230563934|-25.30121848|-21.05206547|61.69969596|0.475937029|2195.369524|423.3785776|-968.3950117|1709.9571620000002|-11.58380004|0.1680806939999999|5.952040367|11.3574908|4762.83693|92.48561162|0.011470204|1164.049211|477.95809620000006|1.0|1.0|1.0|1.0|1.0|3.1|0.3|-7.22|5.16|4.47|2.06|1.0|0.0|97.55|0.0|1.0|3.0|-5.24|25.0|4.0|335.4|0.0|1.0|1.0|3.81|-4.91|0.0019199999999999|1.22e-05|4.27|0.0|6.070000000000002e-08|2.03e-05|-0.03717|3.6404|4.57|3.6404|340.58|0.3267|340.58|505.82|0.69947|0.69947|-1089.147716|-0.14928|2.5584|-0.18645|-1089.201587|6.7721
12a_a40|0.0|0|0|0.0|1|7.515889085|0.604990853|1.784989449|0.021610099|-0.00431394|0.17758258|0.100414476|-0.226763788|2|0.007890601|0.298197213|-0.4764003679999999|0|0.58630452|0.718281767|-0.375724138|0.7867243829999999|0.525051106|1|0.940879765|-0.064340227|-0.074840643|0.000279043|-38.17175304|107.5277007|0.059120235|-16.73754566|-17.23885621|38.81741016|0.476055146|2185.594734|479.8867095|-534.4045424999999|600.1247016|-8.792513441|0.14863036|7.563170499|14.43505064|4873.458436|75.8074911|0.010759845|627.699788|323.26151960000004|0.0|1.0|0.0|0.0|0.0|3.39|0.0|-7.21|5.33|5.43|4.34|1.0|0.0|91.76|0.0|1.0|2.0|-6.41|22.0|2.0|346.23|0.0|1.0|1.0|4.78|-5.95|0.000134|1.13e-06|5.43|0.0|6.15e-08|2.13e-05|-0.08015|3.0966|5.01|3.0966|400.39|0.3701|400.39|429.21|0.6998800000000001|0.6998800000000001|-2097.7296100000003|-0.12895|2491.0|-0.2091|-2097.779499|5.7501
18_a20|0.0|1|0|3.463603867|0|6.842683282|1.400923654|0.0|0.1160337319999999|-0.008841844|0.163548857|-0.011236836|-0.054458882|1|-0.004071701|0.268927191|-0.597167441|2|0.809917509|0.7602869659999999|-0.090732503|0.8162774979999999|0.778639593|1|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|-63.36348363|318.5587088|0.23863824|-41.07622672|-23.91074854|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|1822.210286|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|6206.896662|125.81822920000002|0.013457694|1562.772745|712.1606951|1.0|1.0|1.0|1.0|2.0|2.76|0.08|-10.0|5.54|4.69|2.06|2.0|0.0|125.07|0.0|0.0|5.0|-5.59|32.0|4.0|419.48|0.0|0.0|1.0|3.78|-5.16|0.00107|6.91e-06|3.85|0.0|9.93e-11|4.17e-08|-0.05604|5.9778|5.35|3.5355|350.69|0.2991|207.41|531.11|0.31154|0.6953699999999999|-1352.073755|-0.14685|5.3978|-0.20289|-1352.135304|7.4685
19_a20|0.0|1|0|3.423603867|0|6.842683282|1.4009239059999998|0.0|0.071176085|-0.0096278259999999|0.103271147|0.077469518|-0.063133522|1|-0.004654742|0.175308615|-0.5838248970000001|3|0.811128636|0.7619768840000001|-0.105118869|0.8193003000000001|0.7741509329999999|1|0.754452534|-0.091725453|-0.099685049|0.25624423|-65.49811346|339.8339889|0.245547466|-39.5992891|-25.1915821|69.23289949|0.483310517|2849.084477|495.7134289|-1309.962269|1818.518838|-16.55214209|0.203929412|7.950138729|15.38668579|6325.747732|133.9919257|0.0159602|1645.535318|684.5377542|1.0|1.0|1.0|1.0|2.0|2.49|0.08|-9.63|4.97|4.08|1.33|1.0|0.0|122.86|0.0|1.0|5.0|-4.89|32.0|5.0|420.47|0.0|0.0|1.0|3.16|-4.57|0.00541|2.6600000000000003e-05|2.91|0.0|2.34e-10|9.86e-08|-0.06767|3.3616|5.01|3.3616|368.83|0.2998|368.83|519.34|0.6987399999999999|0.6987399999999999|-1368.129074|-0.13903|4.2507|-0.2067|-1368.190746|5585.0
20_a47|0.0|0|1|0.0|1|6.86171134|1.408721455|1.1934608|0.055662511|-0.011237762|0.031814023|-0.052370531|0.071506228|1|-0.006342241|0.087325054|-0.5332051720000001|2|0.61847122|0.7962508290000001|0.113432542|0.8575369009999999|0.59534794|1|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|-50.14789824|43.63174229999999|0.311171398|-24.89884887|-17.90996366|58.53772498|0.4642647929999999|2630.63609|375.4483088|-752.2184736|1219.306754|-9.761884958|0.404765791|7.022502229|13.10815891|5896.060936|220.6189341|0.034758191|1263.735287|428.5826478|1.0|1.0|1.0|1.0|2.0|2.96|0.05|-7.31|2.56|4.54|2.75|1.0|0.0|99.68|0.0|1.0|5.0|-4.06|28.0|6.0|380.35|0.0|0.0|1.0|3.09|-4.08|0.0332|8.32e-05|2.63|0.0|4.89e-08|1.86e-05|-0.06357|3.9808|4.08|3.9808|311.45|0.2807|311.45|426.08|0.68219|0.68219|-1335.566785|-0.16377|3.1747|-0.22734|-1335.620783|8.6
31_a47|0.0|0|1|0.0|1|6.842683282|1.304326813|1.441825189|-0.075563891|-0.00869363|-0.086842911|0.074881792|0.001073537|1|-0.006265667|-0.188419195|-0.441642572|2|0.677766155|0.856640117|0.001622323|0.917597019|0.6463892179999999|1|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|-65.56344002|355.5321928|0.303979962|-41.22978713|-23.31144534|79.74238158|0.4741051329999999|2689.159869|431.7441681|-1049.01504|1322.82831|-14.46018796|0.29335997|8.214180216|15.6194341|6019.5391740000005|181.972428|0.024209265|1484.511202|513.2159236|1.0|1.0|1.0|1.0|2.0|2.38|0.1|-7.62|3.23|4.24|2.0|1.0|0.0|109.21|0.0|1.0|5.0|-4.59|29.0|5.0|410.83|0.0|0.0|1.0|2.94|-4.39|0.0105|4.03e-05|2.86|0.0|2.42e-08|9.95e-06|-0.0532|3.9744|4.2|3.6369|340.91|0.3264|311.96|508.69|0.68276|0.69894|-1735.225703|-0.15143|6.4248|-0.20463|-1735.284957|7.8
1_a1 (SKF-104365)|0.0|0|0|0.0|1|7.535296702|0.626769342|2.196347317|0.011230812|-0.006055958|-0.091086986|-0.10236005|0.11172918|1|0.002250781|-0.221214316|-0.505981356|1|0.57031697|0.7926983559999999|0.194988905|0.857919181|0.551667506|0|0.8131557509999999|-0.067997692|-0.081192283|0.2405471019999999|-37.55389489|6.658828587|0.186844249|-14.547040099999998|-13.65596178|37.63415922|0.416807085|1997.193006|376.1092109|-450.6467387|1551.362941|-6.316296726|0.290255081|5.2735884010000005|9.042613965|4225.4765640000005|134.2517831|0.018973797|634.9418316000001|297.2783688|1.0|1.0|1.0|1.0|0.0|2.68|0.12|-6.0|3.93|4.28|2.52|0.0|0.0|81.72|0.0|1.0|2.0|-3.8|21.0|3.0|297.35|0.0|1.0|1.0|3.27|-4.02|0.0472|9.65e-05|2.96|0.0|9.93e-07|0.000295|-0.03482|3.8901|3.45|3.8901|318.72|0.2178|318.72|358.09|0.70081|0.70081|-1278.971649|-0.16142|4.5773|-0.19624|-1279.017667|5.7959
38_a18|0.0|0|0|0.0|0|7.03438793|1.251175383|0.0|0.059724697|-0.00575311|-0.066676644|-0.020056674|-0.003893067|0|0.001602741|-0.0993372269999999|-0.498932552|0|0.745084567|0.719168079|-0.007310849|0.751875124|0.7400818459999999|0|0.8310704529999999|-0.076974444|-0.082256123|0.423402315|-65.45657441|100.7046282|0.1689295469999999|-48.74349112|-25.65190078|67.92930461|0.4666657999999999|3162.36475|661.3370874|-1898.240658|1855.157022|-20.41289434|0.119072105|10.98254153|20.5922319|7261.130718|94.75345803|0.007165119|2154.819559|1228.492038|1.0|0.0|1.0|1.0|3.0|0.0|0.34|-10.33|4.94|4.13|3.7|3.0|1.0|160.66|0.0|0.0|10.0|-6.98|38.0|3.0|508.65|0.0|0.0|1.0|3.64|-6.11|5.36e-05|7.85e-07|5.43|0.0|4.68e-11|2.38e-08|-0.0483699999999999|3.2241|8.95|3.2241|384.55|0.5147|384.55|734.93|0.69235|0.69235|-1611.133158|-0.13229|1.9877|-0.18066|-1611.206669|7041.0
14aa_a23|0.0|0|1|0.0|2|7.423568444|1.19796312|3.4143268310000003|0.066582026|-0.005050361|0.031136154|-0.029037128|-0.044957534|2|0.012103325|0.055934795|-0.4506138879999999|2|0.725358161|0.75434493|-0.070471939|0.8072028240000001|0.693959193|1|0.924108042|-0.052155763|-0.076107469|0.204831806|-51.83122853|40.49537336|0.075891958|-24.18971469|-21.51484958|47.78906871|0.4930525229999999|2941.302235|629.3423691|-1140.287028|2263.821505|-14.65218978|0.203340553|8.000512184|15.78173785|6651.23042|138.4803717|0.013786041|1431.335599|733.3886349999999|0.0|1.0|1.0|1.0|1.0|3.68|0.12|-8.16|4.4|4.63|3.45|2.0|1.0|130.22|0.0|1.0|5.0|-6.23|32.0|4.0|439.54|0.0|0.0|0.0|4.1|-5.55|0.000259|2.81e-06|4.31|0.0|6.9799999999999995e-09|3.07e-06|-0.0708299999999999|3.5934|4.1|3.5934|345.03|0.4157|345.03|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|-0.1449|5.8286|-0.21573|-1708.338059|8451.0
26_a47|0.0|0|1|0.0|1|6.86171134|1.304328272|1.06819297|0.11828578|-0.012090143|-0.110530752|-0.046771537|0.0081426509999999|1|-0.008325552|-0.24731748|-0.5899218279999999|2|0.6850994429999999|0.845040087|0.0120097289999999|0.910081385|0.651797437|1|0.7104381999999999|-0.098127284|-0.101679756|0.549740398|-59.08415114|9.608109253|0.2895618|-33.13315474|-22.50824805|69.15552111|0.474969855|2625.572598|412.8219782|-945.3464183|1341.904566|-13.07911017|0.282360823|6.945070057000001|13.22794532|5994.406615|164.0744453|0.024619511|1317.300461|457.1122177|1.0|1.0|0.0|1.0|2.0|2.66|0.05|-7.22|2.84|4.68|2.59|1.0|0.0|104.8|0.0|1.0|4.0|-4.86|28.0|5.0|396.81|0.0|0.0|1.0|3.18|-4.56|0.00545|2.77e-05|3.12|0.0|5.97e-08|2.37e-05|-0.06279|4.7963|4.37|3992.0|310.58|0.3197|258.5|443.78|0.50921|0.68707|-1695.9387359999998|-0.16642|3.6825|-0.22921|-1695.993821|7.9
14b_a25|0.0|0|0|0.0|1|6.842683282|1.420015222|1.616664856|-0.091382738|-0.004720915|0.001683506|-0.012989126|0.0009956189999999|1|0.004892038|0.0028569959999999|-0.3691494039999999|2|0.6524261960000001|0.7723870909999999|0.001715854|0.8333962429999999|0.632638761|1|0.859628015|-0.076156512|-0.084160084|0.329662946|-58.29440389|112.49583529999998|0.140371985|-36.53830946|-22.67004596|63.83568179|0.490638154|3038.600508|595.4307570000001|-1224.182482|2118.281186|-15.70265555|0.227210413|8.690235527|17.06102567|6760.594953|157.3797801|0.015746299|1584.108407|760.3735147000001|1.0|1.0|1.0|1.0|1.0|3.21|0.07|-9.65|4.48|4.79|1.8|2.0|0.0|130.97|0.0|1.0|6.0|-5.6|34.0|5.0|444.49|0.0|0.0|1.0|3.63|-5.23|0.0011099999999999|5.86e-06|3.88|0.0|2.23e-10|9.93e-08|-0.0584|5.4239|5.61|4069.0|304.7|0.3614|228.59|603.27|0.34735|0.64983|-1444.266358|-0.16309|2.7037|-0.22149|-1444.330251|7.6576
2_a47|0.0|0|0|0.0|0|0.0|1.381899691|0.0|-0.002024001|-0.008527649|-0.004557357|0.107297513|-0.013580367|0|-0.006079384|-0.007299676|-0.444853768|2|0.916092248|0.671819147|-0.0253134039999999|0.728066943|0.875463345|1|0.847324011|-0.083455669|-0.095655954|0.482748996|-47.65477123|99.5619537|0.152675989|-20.71307621|-18.32875817|45.81686991|0.433425706|2105.761386|422.1277419|-714.8215685|1242.745585|-9.131190896|0.215021885|5.308758149|9.369924133|4559.060763|107.1215986|0.016376351|910.626111|392.6099255|1.0|0.0|1.0|1.0|2.0|2.54|0.0|-7.82|3.7|4.75|2.39|1.0|0.0|96.54|0.0|1.0|3.0|-5.46|24.0|3.0|313.35|0.0|1.0|1.0|3.58|-5.11|0.00109|7.75e-06|4.52|0.0|1.51e-08|4.73e-06|-0.05285|3.7181|3.49|3.7181|333.46|0.2143|333.46|371.19|0.69102|0.69102|-1010.364507|-0.15446|2.1266|-0.20731|-1010.412694|6.2
4a_a49|0.0|0|0|0.0|1|7.535296702|1.343847746|2.085628989|-0.076526919|-0.006602016|-0.080255074|-0.053787795|0.018857363|1|0.000660956|-0.130491035|-0.403194204|2|0.7541604690000001|0.803344301|0.032396301|0.856023531|0.731643066|1|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|-53.88810275|313.22432680000003|0.242956384|-35.44496163|-17.96270092|68.30645049|0.4716382|2675.628678|464.3095353|-916.0977468|1647.61849|-11.01687292|0.349698461|7.934892916|15.01791558|5950.370212|214.47685|0.023624093|1408.727632|620.5697596|1.0|1.0|1.0|1.0|2.0|2.89|0.22|-7.36|3.4|2.83|1.25|1.0|0.0|114.08|0.0|1.0|6.0|-3.28|30.0|5.0|399.45|0.0|0.0|1.0|2.42|-3.52|211.0|0.000305|1.71|0.0|4.35e-08|1.74e-05|-0.06461|4.7259|3.34|3.7876|327.34|0.1935|262.35|504.63|0.35731|0.68042|-1312.924353|-0.1585099999999999|3.9716|-0.2231199999999999|-1312.98289|7.4949
9g_a40|0.0|0|0|0.0|1|7.515889085|0.604992427|1.849105962|-0.058811055|-0.0054957819999999|0.07954859|0.139758613|-0.145879501|2|0.0115573539999999|0.133954053|-0.383703998|0|0.694156166|0.764275277|-0.242405063|0.821935848|0.665414608|1|0.90454157|-0.063539055|-0.079033043|0.002717414|-41.63731423|65.74631496|0.09545843|-17.63553984|-16.43578193|44.73159432|0.476386801|2169.234651|476.5434822|-624.5597134|349.4421673|-8.658932892000001|0.259759794|8.180261533|15.62271835|4435.743087|136.8503571|0.018087202|843.7257374|384.6422631|1.0|0.0|1.0|1.0|1.0|1.78|0.06|-6.43|2.91|2.93|0.64|0.0|0.0|87.53|0.0|1.0|3.0|-2.49|23.0|4.0|302.33|0.0|1.0|0.0|1.93|-3.09|977.0|0.0008179999999999|1.37|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.83|3.0778|402.84|0.3563|402.84|469.6|0.70233|0.70233|-1332.31775|-0.12765|3.4787|-0.19005|-1332.369643|5.45
21_a10|0.0|0|0|0.0|1|7.535296702|1.343837211|2.093218896|0.036507898|-0.009308076|-0.032405474|-0.023060773|-0.003554514|1|0.002099681|-0.051564917|-0.4636733179999999|2|0.7135035209999999|0.7620337359999999|-0.005970601|0.81962595|0.68876002|1|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|-59.80834512|240.7558768|0.225214587|-45.44837698|-23.25880088|77.676969|0.391384102|3104.255496|547.3834282|-1255.975247|2701.142106|-16.4322688|0.295893365|8.388036625|13.78215169|7048.414464|209.0477207|0.022638817|1783.785559|746.5727327999999|1.0|1.0|1.0|0.0|1.0|3.17|0.11|-8.71|4.47|5.6|2.81|2.0|0.0|128.59|0.0|1.0|5.0|-5.77|34.0|6.0|448.47|0.0|0.0|0.0|4.04|-5.51|0.0007599999999999|3.12e-06|4.17|0.0|1.94e-09|8.68e-07|-0.06082|5.9596|5.57|3.8599|321.21|0.2574|208.04|517.44|0.4226399999999999|0.68165|-1485.216871|-0.16178|1.5138|-0.2226|-1485.278495|5.3188
12aj_a36|0.0|1|0|3.482902101|0|7.412764017000001|1.29704406|0.0|-0.056210607|-0.00706023|0.064171987|-0.103202936|-0.042227364|1|0.003962098|0.1087087|-0.43462267|1|0.90414347|0.812278823|-0.072770961|0.8632656809999999|0.856274847|0|0.8269863129999999|-0.073002742|-0.10279655|0.251263868|-65.89100364|82.34300699|0.173013687|-29.99399664|-23.62130319|58.52715472|0.47532973|2710.647462|530.0854761|-1251.929069|2275.825451|-15.14089115|0.22507266|8.056502837|15.35536375|5763.333098|144.26810480000003|0.016684569|1615.543812|662.0530478999999|0.0|0.0|1.0|0.0|2.0|0.0|0.17|-6.97|3.24|2.19|2.24|1.0|0.0|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|395.46|0.0|1.0|0.0|2.14|-4.3|0.0274|5.05e-05|3.04|0.0|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|3.48|3.6017|344.24|0.5616|237.06|539.55|0.4112|0.70423|-1271.9998859999998|-0.14818|5.8554|-0.20093|-1272.060325|7.7696
15_a4|0.0|0|0|0.0|1|7.535296702|1.399867493|1.956386054|-0.159419214|-0.001986535|0.0432718859999999|-0.1979518539999999|0.022446689|1|0.00918585|0.097046535|-0.226703465|1|0.5118792910000001|0.772721853|0.036363636|0.8347553529999999|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|-35.36161572|12.70877085|0.132283624|-14.29317436|-14.73400655|35.02894809|0.437696617|1973.978183|416.1168833|-530.4242358|1495.715718|-7.065752187|0.156108698|5.459799482|9.709704127|4134.603400999999|74.8625551|0.009743323|628.5456843999999|324.5687005|0.0|0.0|1.0|0.0|0.0|3.01|0.11|-6.09|4.09|4.4|3.05|0.0|0.0|85.06|0.0|1.0|2.0|-3.82|22.0|3.0|291.32|0.0|1.0|1.0|3.61|-4.28|0.0443|5.19e-05|3.49|0.0|8.070000000000001e-07|0.000235|-0.03539|4.5048|3.8|4.2148|294.16|0.1996|275.22|396.58|0.4778699999999999|0.56413|-958.147682|-0.17373|2.1603|-0.2091199999999999|-958.195344|6757.0
16f_a32|0.0|1|1|3.354832924|0|7.765993078999999|0.609420741|0.0|0.1767304639999999|-0.014558301|0.008658653|-0.081644236|-0.000291262|3|-0.001202032|0.0151704889999999|-0.697693907|0|0.801401734|0.852938445|-0.000510986|0.899839182|0.761506727|1|0.8072754790000001|-0.08168632|-0.111152081|0.522247991|-76.92280867|89.03402347|0.192724521|-39.12230215|-24.61529877|73.4405859|0.384656622|2772.212354|558.6750754999999|-1230.764939|3414.006186|-17.03501995|0.30526292|8.79158776|14.28728752|6235.040893|211.2572338|0.022983292|1771.554986|636.0251562999999|1.0|1.0|1.0|1.0|2.0|3.4|0.3|-7.77|6.42|4.99|1.34|3.0|0.0|116.75|1.0|1.0|9.0|-6.95|29.0|5.0|427.54|1.0|0.0|1.0|4.05|-4.97|4.79e-05|1.07e-05|4.11|0.0|1.7e-08|7.26e-06|-0.04997|3.6272|4.99|3.6272|341.82|0.2931|341.82|603.12|0.70204|0.70204|-1995.054457|-0.15003|3.6641|-0.2|-1995.117771|8041.0
9r_a24|0.0|1|0|2.950959457|0|6.605297921|1.353642494|0.0|-0.134192489|-0.004640179|-0.17821765|0.064425793|-0.043274854|1|0.008722018|-0.29065818|-0.3018627239999999|3|0.786430472|0.7958149290000001|-0.083458647|0.841805128|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|-0.082022572|0.32720212|-54.99020696|71.31566881|0.158284162|-27.82142546|-17.31173182|51.92828155|0.473403843|2644.462265|564.3096436000001|-934.8335183|958.7578093|-11.60626518|0.384785172|9.672636984|18.36822555|5501.824326|257.9706516|0.02357068|1519.52371|670.2247423|1.0|1.0|1.0|1.0|1.0|3.04|0.22|-8.66|4.23|3.93|1.02|2.0|0.0|116.9|0.0|1.0|8.0|-4.02|30.0|6.0|400.48|0.0|0.0|0.0|2.98|-4.06|0.0383|8.77e-05|2.69|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|1.82|4.2877|289.16|0.3398|277.23|616.11|0.3398|0.6204|-1294.201456|-0.1676099999999999|1.9698|-0.21074|-1294.263358|7.9586
12b_a50|0.0|0|1|0.0|2|7.927685046000001|1.397986833|4.058595679|-0.19841119|-0.002929899|-0.08032584|-0.101728189|-0.115659308|2|0.011790103|-0.139522815|-0.246831987|1|0.699597776|0.804535572|-0.189976035|0.8718949979999999|0.660148928|1|0.925916085|-0.045602469|-0.066155918|0.24516882|-33.25880166|8.07905572|0.074083915|-11.52561607|-11.93905701|33.72918462|0.430791247|2224.116359|465.4891075000001|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|5.7232816060000005|10.05480253|4672.843578|214.5713436|0.027586169|812.3355548|388.171611|1.0|0.0|1.0|1.0|0.0|2.45|0.11|-5.49|2.59|3.42|2.02|0.0|0.0|94.69|0.0|2.0|2.0|-3.16|24.0|3.0|313.36|0.0|1.0|1.0|2.59|-3.84|215.0|0.000144|2.5|0.0|3.22e-06|0.00101|-0.02974|4.7089|2.47|3.9305|315.44|0.2425|263.3|401.64|0.6016199999999999|0.6581|-1006.501585|-0.16451|4.0567|-0.19425|-1006.550688|5.3242
12t_a36|0.0|1|0|3.500121488|0|7.412764017000001|1.297042607|0.0|-0.058770337|-0.00673635|0.035510516|-0.030990165|-0.0288761339999999|1|0.0045625|0.059266516|-0.436022708|1|0.902377067|0.829598864|-0.050788309|0.878510663|0.857993338|0|0.8337556420000001|-0.0735262|-0.100615514|0.318666358|-67.01551397|86.12920631|0.166244358|-32.61842026|-23.93411213|60.71345614|0.48189543|2771.211293|555.3275093999999|-1340.3102789999998|2320.375227|-15.94144641|0.21683192|7.960344391|15.36435856|5936.009091|144.422087|0.01547607|1711.395437|729.1873176|0.0|0.0|1.0|0.0|2.0|0.0|0.21|-7.36|3.62|2.45|2.45|1.0|0.0|133.52|0.0|1.0|6.0|-4.61|31.0|4.0|409.49|0.0|1.0|0.0|2.4|-4.57|0.0102|2.6600000000000003e-05|3.47|0.0|4.38e-08|1.7899999999999998e-05|-0.05302|3.8844|3.87|3.6694|337.89|0.4297|319.18|562.72|0.69297|0.70313|-1311.287803|-0.15088|5.9081|-0.2039|-1311.349439|8.0969
