molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|DPSA5|DPSA3|TASA|PNSA2|MOMI-Z|PPSA1|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
4S4l_a46|0.0|0|0|0|0.0|0.171853072|1|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|1|0.006162668|0.010799648|1|0.7940662409999999|0.726535412|-0.001318857|0.762625193|0.7936534740000001|0|0.894782107|-0.090807851|-0.084663086|0.213675946|-49.45536962|-46.10883478|3.888872426|178.19783940000002|0.105217893|57.30330315|-0.029881089|2.117940478|0.0|49.6055056|53.34424204|487.3122681|-829.959026|1744.8220399999998|66.47624804|18.5362581|-411.6630752|579.2365607|1.0|1.0|1.0|3.92|3.19|0.36|-7.0|4.64|5.02|50.94|3.06|0.0|105.77|1.0|-5.28|26.0|-5.23|0.0|1.0|1.0|0.00182|0.0027|4.49|0.0|9.980000000000001e-08|3.47e-05|-0.02015|4.99|4.1414|-1092.753999|-1092.727031|299.38|0.2586|234.25|0.57885|0.6763600000000001|-1092.489558|0.0614|-0.17632|0.02696794|-1092.543641|2.8473|6.5834|6.5834
4R4l_a46|0.0|0|0|0|0.0|0.171853072|1|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|-0.255755434|0.0066560469999999|-0.060895366|-0.161358058|1|1|0.006162668|0.010799648|1|0.7940662409999999|0.726535412|-0.001318857|0.762625193|0.7936534740000001|0|0.896653672|-0.090505744|-0.084697739|0.208818132|-49.12015477|-45.96797819|3.844966512|177.33836430000002|0.103346328|56.0891211|-0.02989332|2.086777505|0.0|49.44228224|52.96512128|486.6405745|-827.4236073|1766.0974600000002|66.05102684|18.4720714|-410.6276419|579.2365607|1.0|1.0|1.0|3.92|3.24|0.36|-7.0|4.64|5.02|50.94|3.06|0.0|105.77|1.0|-5.28|26.0|-5.23|0.0|1.0|1.0|0.00182|0.0027|4.49|0.0|9.980000000000001e-08|3.47e-05|-0.0212699999999999|4.99|4.1152|-1092.75416|-1092.728268|301.29|0.1678|266.65|0.40548|0.67823|-1092.4898449999998|0.0851|-0.17475|0.02589231|-1092.544322|2.3035|6.8633|6.8633
12d_a31|0.0|1|0|0|3.441384322|0.0|0|1|1|0.61013528|0.0|0.039097757|-0.012448252|5.733341277|-0.043220149|-0.697102094|-0.002456634|-0.085780934|-0.032270224|2|2|0.000127275|-0.214049412|0|0.8066174070000001|0.8343242820000001|-0.00658148|0.873955169|0.771222772|0|0.7054497479999999|-0.0938723509999999|-0.11498416|0.3996192999999999|-66.58534562|-81.56033123|21.06095035|157.30671669999998|0.294550252|208.9297871|-0.032542687|14.93891054|557.514503|99.79879739|87.64629597|500.3881827|-1223.404968|2434.226776|256.5143096|36.15974873|-196.2893506|647.1500428999999|1.0|1.0|2.0|3.76|3.9|0.38|-7.63|6.04|4.09|117.37|1.31|0.0|112.97|1.0|-5.61|29.0|-6.36|0.0|0.0|1.0|0.0010199999999999|0.0167|3.46|0.0|2.3500000000000002e-08|9.69e-06|-0.03128|5.0|3.8477|-1657.471849|-1657.428467|322.23|0.2566|322.23|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.2566|-0.15968|0.04338158|-1657.245177|3.3585|6.2924|6.2924
3n_a32|0.0|1|1|1|3.616639267|0.0|0|1|1|0.609420754|0.0|-0.0376583329999999|-0.00615216|5.733341277|-0.01504795|-0.295303659|0.000609539|-0.1006122119999999|-0.0711168609999999|3|3|0.002379137|-0.153506065|0|0.810658423|0.816774665|-0.018016496|0.868826775|0.762657782|1|0.840041782|-0.074507943|-0.092745182|0.287402381|-42.83673428|-53.32184118|10.86481886|121.6040686|0.159958218|91.96452611|-0.027401986|6.246493173999999|0.0|65.41881458|53.70155314|482.963897|-693.1839353999999|2426.73803|201.8383309|24.27704797|-171.25176130000003|522.1674161999999|0.0|1.0|1.0|3.51|3.29|0.32|-6.96|6.71|5.01|120.17|1.58|0.0|106.44|1.0|-5.96|26.0|-5.98|0.0|0.0|1.0|0.000424|0.0047|3.74|0.0|1.1e-07|4.19e-05|-0.05535|2.57|3.5459|-1825.378576|-1825.349557|349.65|0.2839|349.65|0.7028399999999999|0.7028399999999999|-1825.163542|0.2839|-0.1472099999999999|0.02901944|-1825.218291|6.2667|7.6778|7.6778
6_a15|0.0|0|0|0|0.0|0.0|0|0|0|1.419941278|0.0|-0.199979249|-0.00951284|0.0|-0.048804012|-0.513693384|0.001080419|0.011857945|-0.009025163|0|0|0.003942615|-0.281352401|1|0.8511056929999999|0.691316481|0.0371776429999999|0.7248900659999999|0.810779115|0|0.859308431|-0.07051817|-0.123000073|0.398681391|-41.14459066|-71.76572566|17.20414198|105.4415725|0.140691569|82.0880213|-0.0307500179999999|10.03794313|55.65697829|88.94853813|58.34873264|501.3728188|-932.9544335|1971.005637|243.9013805|30.82854077|-95.65807914|592.4420375|1.0|1.0|1.0|3.29|4.03|0.23|-7.95|4.43|5.26|61.84|2.18|0.0|109.7|1.0|-5.66|28.0|-5.33|0.0|1.0|1.0|0.000823|0.00278|4.64|0.0|1.13e-08|4.3e-06|-0.02419|3.94|3.7696|-1263.0243449999998|-1263.0072300000002|328.9|0.2616|285.52|0.65191|0.70554|-1262.75978|0.0113|-0.15714|0.01711539|-1262.820532|1.9421|7.4559|7.4559
19k_a38|0.0|1|0|0|3.218103741|0.0|0|2|2|1.297042875|0.0|0.0100827|-0.011877064|5.351858133|-0.17467835|-0.6888696990000001|-0.011156837|0.016990252|-0.0184136539999999|1|1|-0.00835812|-0.128079012|1|0.7581164340000001|0.853092207|0.04833864|0.908591797|0.730686013|0|0.658700057|-0.112748779|-0.126936513|0.389096157|-71.54314527|-80.54577161|14.76615358|157.4834779|0.341299943|216.567059|-0.044662847|9.369654226|116.0039747|94.38036132|86.30929885|417.968819|-1530.369661|2929.493496|152.51267140000002|37.3070426|-329.5105352|686.8472757999999|0.0|0.0|4.0|4.89|2.2|0.13|-6.41|2.34|1.65|124.32|1.65|0.0|133.79|1.0|-3.87|33.0|-7.84|0.0|0.0|0.0|0.0594|107.0|1.65|0.0|3.94e-07|0.000175|-0.05534|4.13|3.5378|-1500.8984380000002|-1500.852284|350.45|0.2038|239.03|0.38269|0.70327|-1500.618667|0.1156|-0.14568|0.04615409|-1500.680373|12.5022|7.9666|7.9666
19_a4|-3.21497177|0|0|0|0.0|0.0|1|1|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|-0.105763614|0.006243904|-0.211341677|-0.136621315|1|1|0.009687676|-0.042058265|1|0.55269662|0.774746438|0.152550043|0.834377354|0.514505012|0|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|-38.9063534|-41.82665583|7.168604362000001|15.411502800000004|0.1792349369999999|98.66465411|-0.028945757|3.946149569|13.25878373|49.73882261|46.07495776|451.8120313999999|-669.2264932|1697.595595|129.4279389|20.83197214|-291.6208078|450.6848883|0.0|1.0|0.0|3.46|2.52|0.16|-6.09|2.97|4.32|73.23|2.16|0.0|98.19|1.0|-3.81|25.0|-6.58|0.0|1.0|1.0|0.0547|0.0373|2.62|0.0|8.070000000000001e-07|0.0002839999999999|-0.05294|6.67|4.1858|-1446.939719|-1446.909868|296.2|0.3806|296.2|0.67535|0.67535|-1446.760398|0.3806|-0.17004|0.02985188|-1446.813896|7.1079|4.71|4.71
21_a10|0.0|0|0|0|0.0|0.0|1|1|1|1.343837211|2.093218896|0.036507898|-0.009308076|5.4161004020000005|-0.085463279|-0.549176498|0.001533145|-0.023060773|-0.003554514|1|1|0.002099681|-0.03765494|2|0.7135035209999999|0.7620337359999999|0.057775125|0.81962595|0.68876002|1|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|-64.32920271|-59.80834512|13.34776629|240.7558768|0.225214587|159.11338909999998|-0.03292131|9.430154402|74.3822498|75.80259699|77.676969|547.3834282|-1255.975247|2701.142106|209.0477207|33.03306591|-288.401376|746.5727327999999|1.0|0.0|1.0|3.5|3.17|0.11|-8.71|4.47|5.6|90.13|2.81|0.0|128.59|1.0|-5.77|34.0|-6.07|0.0|0.0|0.0|0.0007599999999999|0.0014|4.17|0.0|1.94e-09|8.68e-07|-0.06082|5.57|3.8599|-1485.499561|-1485.461532|321.21|0.2574|208.04|0.4226399999999999|0.68165|-1485.216871|0.1489|-0.16178|0.03802869|-1485.278495|1.1872|5.3188|5.3188
3_a20 (SB-525334)|0.0|1|0|0|3.502142227|-0.08980269|0|0|0|1.183765089|0.0|-0.048050965|-0.005492814|4.727387819|-0.053897691|-0.274640708|0.001924142|-0.175513234|-0.119584218|1|1|0.0033523629999999|-0.277724429|2|0.818922083|0.7186587|0.087932573|0.76423988|0.7835436240000001|1|0.8756647679999999|-0.061128029|-0.0917096759999999|0.246005838|-34.52869143|-51.80299691|6.965173618|43.70154849|0.1243352319999999|70.23182172|-0.029269046|3.934338039|0.0|58.45718743|41.49386505|494.6267525|-777.0449536|1782.992456|121.495147|21.06338405|-321.8682802|520.6749407|1.0|1.0|1.0|3.37|2.82|0.24|-8.39|5.2|4.69|67.35|1.69|0.0|104.59|1.0|-4.85|26.0|-5.74|0.0|1.0|1.0|0.00489|0.00647|3.74|0.0|4.07e-09|1.4e-06|-0.0671399999999999|3.9|3.1728|-1086.585811|-1086.56485|390.77|367.0|248.86|0.49443|0.70168|-1086.329436|0.1171|-0.13417|0.02096048|-1086.383308|4.8164|6.7905|6.7905
12d_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.604984421|0.0|0.041181359|-0.006335328|5.351858133|-0.033312179|-0.354778373|0.005613018|0.036688757|-0.075816941|1|1|0.005965451|-0.09353607|1|0.8414737059999999|0.8017873000000001|-0.0430927579999999|0.8532172109999999|0.7991060659999999|0|0.843009925|-0.073829724|-0.094239701|0.366319099|-47.69710881|-60.88281322|10.05700314|85.1932288|0.156990075|101.4221952|-0.036246039|6.497247279|0.0|69.55534551|57.75411196|544.6198897999999|-1217.656264|2323.480646|119.91237920000002|28.75340957|-406.2173266|686.039456|0.0|0.0|1.0|4.75|0.0|0.17|-7.01|4.35|2.93|81.65|3.04|0.0|132.24|1.0|-5.66|30.0|-5.81|0.0|0.0|1.0|0.0009119999999999|0.00291|4.23|0.0|9.75e-08|4.02e-05|-0.05119|4.14|3.4821|-1615.095823|-1615.063947|356.06|149.0|356.06|0.68608|0.68608|-1614.831682|149.0|-0.1479099999999999|0.03187624|-1614.894406|4.8843|7.9508|7.9508
19a_a38|0.0|1|0|0|3.3685352889999995|0.0|0|2|2|1.297044508|0.0|-0.084389038|-0.007986407|5.351858133|-0.082283951|-0.431265985|-0.002526241|-0.122385526|-0.077535135|1|1|-0.000673716|-0.217394466|1|0.724208473|0.819222745|0.031696119|0.8741648479999999|0.698414933|0|0.747152898|-0.08593151|-0.108300308|0.298938581|-51.36166266|-64.73159672|13.23456869|137.2318698|0.252847102|151.1278869|-0.038988111|7.910363161|0.0|77.20795279999999|64.59623135|446.57675660000007|-1165.168741|2304.055966|152.5362948|31.28824271|-292.6320538|595.8790650000001|1.0|1.0|3.0|4.83|2.56|0.14|-6.86|3.13|2.55|81.23|2.4|0.0|125.69|1.0|-4.14|30.0|-6.77|0.0|0.0|1.0|29.0|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.41|3.6504|-1332.186327|-1332.1529369999998|339.65|0.2668|316.19|0.6329100000000001|0.68835|-1331.94466|0.0721|-0.15108|0.03338983|-1332.002093|6.0223|8.0106|8.0106
12j_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.604984421|0.0|0.04148877|-0.006336585|5.351858133|-0.033312179|-0.354848778|0.005613018|0.0074730759999999|-0.075816941|1|1|0.005965451|-0.09353607|1|0.8414737059999999|0.795446883|0.0060012969999999|0.846470093|0.7991060659999999|0|0.842199041|-0.073909106|-0.094132698|0.328405591|-47.76354083|-60.832977500000005|10.09017681|88.51817261|0.157800959|101.9784021|-0.036204884|6.520746879|0.0|69.55167701|57.85371764|544.2686362000001|-1216.65955|2258.891981|120.550211|28.76265258|-405.1466163|686.039456|0.0|0.0|1.0|4.76|0.0|0.17|-7.01|4.35|2.93|81.65|3.04|0.0|132.24|1.0|-5.66|30.0|-5.81|0.0|0.0|1.0|0.0009119999999999|0.00291|4.23|0.0|9.75e-08|4.02e-05|-0.05106|4.14|3.4788|-1615.096172|-1615.064152|356.4|0.2163|238.56|0.3087|0.68625|-1614.831741|0.1516|-0.14772|0.03201935|-1614.894278|5.1081|8058.0|8058.0
13i_a6|0.0|1|0|0|3.399318783|0.0|0|1|1|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|-0.852681372|-0.011017781|0.034304189|-0.032549318|1|1|-0.007703306|-0.073507141|1|0.8744720490000001|0.7771558909999999|0.145878803|0.8287956870000001|0.830577798|0|0.624046118|-0.120457274|-0.129526268|0.221116773|-80.75190740000001|-86.83156133|20.90143854|181.1128483|0.375953882|252.0312146|-0.046433945|14.01186473|116.5456632|100.2320567|101.6533459|418.3467934|-1649.799665|2880.134143|145.07130039999998|39.72483975|-380.2354072|673.8038326000001|1.0|1.0|3.0|3.59|2.7|0.12|-8.5|4.16|3.54|115.15|1.18|0.0|120.17|1.0|-5.03|32.0|-6.81|0.0|0.0|1.0|0.00398|14.0|2.95|0.0|3.18e-09|1.36e-06|-0.0481399999999999|4.94|3.5614|-1426.549926|-1426.518007|348.14|0.2903|338.12|0.7004600000000001|0.70517|-1426.269916|19.0|-0.1464|0.03191957|-1426.332492|10.1375|7.6778|7.6778
6_a47|0.0|0|0|0|0.0|0.0|0|0|0|1.304328257|0.0|0.011739916|-0.008723045|0.0|-0.1738997619999999|-0.392537045|-0.010708889|0.051455447|0.0402365489999999|0|0|-0.0094242819999999|-0.04324355|2|0.701994505|0.786041178|-0.149904224|0.84654143|0.672308592|1|0.8419184120000001|-0.080118846|-0.096689626|0.446564415|-43.43026699|-52.41283988|5.323543706000001|101.7290544|0.158081588|85.6917678|-0.036834143|2.885749555|0.0|60.76103606|48.75381069|456.3812788|-838.6054381|1577.98246|111.4552019|25.13472712|-319.1626428|469.7495559|1.0|1.0|2.0|2.82|2.91|0.05|-9.06|5.24|6.27|58.04|3.48|0.0|106.47|1.0|-6.02|27.0|-5.02|1.0|0.0|1.0|0.000362|0.000619|5.06|0.0|8.71e-10|3.310000000000001e-07|-0.05354|4.69|3.7196|-1608.684886|-1608.652005|333.32|0.2536|224.66|0.30468|0.69305|-1608.50108|0.2119|-0.1544|0.03288085|-1608.554019|4.2153|7.9|7.9
22_a10|0.0|0|0|0|0.0|0.0|1|1|1|1.343837143|2.113627059|-0.067641834|-0.005035102|5.4161004020000005|-0.017163935|-0.332316729|0.008350227|0.01204992|-0.020475007|1|1|0.008903905|-0.208132084|2|0.670763832|0.747363443|-0.02603707|0.79665945|0.646474494|1|0.8698299140000001|-0.053881447|-0.0649866779999999|0.775071808|-41.96631248|-50.61577509|13.023146|75.58376652|0.130170086|101.3847763|-0.022372463|10.14325785|60.10354816|71.13124588|54.98945848|677.4790907|-1062.931277|2668.5420940000004|339.3328129|30.87787063|-100.1982412|916.8601445|1.0|1.0|0.0|3.74|4.14|0.17|-9.37|4.64|5.6|73.14|2.8|0.0|139.53|1.0|-5.34|36.0|-6.29|0.0|0.0|0.0|0.00217|0.0014|4.1|0.0|4.27e-10|2.03e-07|-0.05712|5.65|3.8517|-1544.237634|-1544.203968|321.89|0.2624|256.95|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|-0.16095|0.03366599|-1543.959333|6.5841|5.9586|5.9586
12bf_a36|0.0|1|0|0|3.31325137|0.0|0|2|2|1.297043948|0.0|-0.024689509|-0.00832865|5.351858133|-0.119979424|-0.4497470879999999|-0.006877664|-0.096665166|-0.0206090089999999|1|1|-0.004358975|-0.250781298|1|0.653741315|0.836170906|-0.0480253509999999|0.892249657|0.632625562|0|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|-58.26326838|-71.01192632|14.01562806|87.14111344|0.320859336|206.6543367|-0.037486972|9.026978489|0.0|86.28460578|72.27889645|437.4108773|-1207.2027480000002|2522.341812|189.6959033|34.22402339|-264.6734075|593.6088758|0.0|0.0|2.0|4.72|0.0|0.14|-7.12|3.55|3.0|69.2|2.78|0.0|123.67|1.0|-3.99|31.0|-6.8|0.0|1.0|0.0|0.0424|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|-0.0571299999999999|3.66|3874.0|-1431.413697|-1431.380702|320.04|0.4518|236.98|0.40663|0.69292|-1431.187555|0.4006|-0.15677|0.03299488|-1431.246893|7.5932|8.2218|8.2218
12aa_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.604983643|0.0|-0.101407312|-0.008848121|5.351858133|-0.028524865|-0.539735362|0.003529389|0.059360681|-0.007369513|1|1|0.005111479|-0.207153446|1|0.8397577820000001|0.809127478|0.024991407|0.855880335|0.794193541|0|0.8126513129999999|-0.078042288|-0.101368383|0.418522684|-54.50378741|-70.79444906|21.58471858|55.0567406|0.1873486869999999|130.84205079999998|-0.033789461|15.0745057|0.0|91.51563481|76.08850600000001|567.5458219999999|-1345.094532|2455.130164|257.8730361|37.41227352|-182.6418006|792.3440337000001|0.0|1.0|1.0|4.86|0.0|0.21|-6.83|3.94|2.63|100.11|2.2|0.0|140.26|1.0|-5.61|33.0|-6.39|0.0|0.0|0.0|0.00113|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|-0.04966|3.34|3.4642|-1804.818818|-1804.784381|357.9|0.1667|238.78|0.30341|0.68642|-1804.516348|0.1506|-0.1472099999999999|0.03443621|-1804.582558|6.4878|8.1135|8.1135
9_a3|0.0|0|0|0|0.0|0.0|0|0|0|0.605017128|0.0|0.187952252|-0.007847313|4.727387819|-0.100592457|-0.298197887|-0.004918099|0.065373003|0.023606557|1|1|-0.003863265|0.141996379|1|0.923357627|0.6729843740000001|-0.260349706|0.7327715159999999|0.865283439|0|0.84649775|-0.095161413|-0.083555008|0.506753484|-44.74600478|-39.28853824|3.469130065|223.4501605|0.15350225|72.17854599|-0.038196575|1.6312253680000002|72.50764604|43.50933802|48.21513485|398.0331029|-628.6166118|1383.145159|53.19989715|20.25176593|-363.8118546|349.6957191|1.0|1.0|1.0|3.1|2.44|0.0|-7.26|4.9|4.62|80.04|2.42|0.0|92.69|1.0|-5.53|22.0|-5.21|0.0|0.0|1.0|0.000899|0.00379|4.14|0.0|5.5e-08|1.67e-05|-0.03999|3.28|3.7356|-1256.087705|-1256.0634710000002|331.9|0.2069|213.09|0.3639699999999999|0.6724600000000001|-1255.9558029999998|0.1127|-0.15834|0.0242342|-1256.002529|2.6661|4.96|4.96
3p_a32|0.0|1|1|1|3.456037415|0.0|0|1|1|0.609420752|0.0|0.007752757|-0.008735261|6.008813185|-0.028895521|-0.419292538|-0.000971341|-0.111150118|-0.074544773|3|3|0.000920756|-0.26891009|0|0.737842269|0.8599558070000001|0.058054833|0.918782026|0.6956696440000001|1|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|-41.73212799|-58.13283248|12.5150622|40.28175307|0.180429124|106.1908248|-0.029183126|7.365688817|57.82331968|73.07639870000001|54.24719019|482.3550967|-755.7268222|3037.061498|223.6663527|27.70403125|-141.21321609999998|530.5658569|0.0|1.0|1.0|3.38|2.6|0.26|-6.79|6.06|3.71|131.25|1.1|0.0|112.37|1.0|-5.11|27.0|-6.8|0.0|0.0|1.0|0.00308|0.0222|2.7|0.0|1.62e-07|6.4e-05|-0.04963|4.26|3.6436|-1879.554272|-1879.527843|340.28|0.3083|340.28|0.7017100000000001|0.7017100000000001|-1879.350471|0.3083|-0.15055|0.02642856|-1879.406962|5.4496|7585.0|7585.0
3d_a32|0.0|1|1|1|3.503398526|0.0|0|0|0|0.609420786|0.0|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|-0.269655316|0.000655875|-0.113314811|-0.0602430179999999|3|3|0.002004382|-0.1395294259999999|0|0.8315372|0.8444218509999999|-0.069007775|0.90169022|0.77923808|1|0.892845502|-0.06869526|-0.093187219|0.2214902789999999|-37.19367587|-50.45435743|7.807299836|62.43434632|0.107154498|58.01666174|-0.02867299|4.22710649|0.0|59.15151032|45.000975700000005|483.4133562|-605.4522892000001|1855.167124|151.30787800000002|21.54552351|-238.8142619|421.3548777|1.0|1.0|1.0|3.34|3.11|0.24|-7.29|6.97|5.07|110.94|1.94|0.0|97.86|1.0|-6.55|23.0|-5.18|0.0|0.0|1.0|9.58e-05|0.00251|4.5|0.0|5.13e-08|1.75e-05|-0.05482|3.42|3.5105|-1672.758552|-1672.733979|353.18|0.5031|353.18|0.7035100000000001|0.7035100000000001|-1672.585902|0.5031|-0.14189|0.02457348|-1672.638515|5.1728|8.0915|8.0915
11f_a5|0.0|1|0|0|2.967866825|0.0|0|1|1|1.370797007|0.0|-0.251797205|-0.0037371509999999|4.59511985|0.022233547|-0.227966183|0.00722997|-0.178881726|-0.0080939669999999|1|1|0.008309782|-0.203228986|2|0.785419245|0.756843253|-0.008110526|0.800575032|0.750555185|0|0.847356138|-0.068361657|-0.074612137|0.368815548|-47.57801621|-51.92819555|15.41338844|70.39517801|0.152643862|106.23633909999998|-0.022252743|10.72733576|13.29510896|73.05195434|62.99140465|589.7388387999999|-882.7793242999999|1125.122028|340.3683339|30.31104695|-15.23851001|753.9168511|1.0|1.0|1.0|3.35|2.87|0.24|-8.67|4.61|3.53|76.16|1.03|0.0|126.79|1.0|-3.95|32.0|-6.99|0.0|1.0|0.0|0.0477|0.0234|2.7|0.0|2.12e-09|9.06e-07|-0.03862|2.25|4.1356|-1391.7602960000002|-1391.722248|299.8|0.5834|278.47|0.6593600000000001|0.64937|-1391.444853|0.1834|-0.1691|0.03804804|-1391.50739|2.9697|7.9208|7.9208
5_a15|0.0|0|0|0|0.0|0.0|0|0|0|1.419941043|0.0|-0.222657379|-0.008878343|0.0|-0.044921287|-0.54157893|0.000420839|-0.0156037999999999|0.0118220069999999|0|0|0.003194793|-0.28098676|2|0.8384601770000001|0.704479781|0.092692253|0.74438723|0.7950674740000001|0|0.8740541479999999|-0.06128567|-0.0989946469999999|0.743577162|-45.57134103|-73.61131563|24.25353664|119.95308020000002|0.125945852|93.65193084|-0.0273088679999999|18.03465935|64.12413387|100.6631306|69.82487767|649.9369163|-1177.78105|2179.757502|365.1095806|39.89581513|-13.36968593|779.0599798999999|1.0|1.0|1.0|3.79|3.68|0.15|-9.65|4.92|6.01|74.73|2.0|0.0|127.97|1.0|-6.16|33.0|-5.55|1.0|0.0|1.0|0.000304|0.000967|4.86|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.36|3.6257|-1470.816175|-1470.779775|341.96|291.0|286.35|0.62664|0.70244|-1470.487858|0.0199|-0.14839|0.03640044|-1470.55517|6.35|7.8861|7.8861
4c_a49|0.0|0|0|0|0.0|0.0|1|1|1|1.343847672|2.102052126|-0.048954892|-0.0057600559999999|5.4161004020000005|-0.044371138|-0.339843311|0.001379959|-0.102999091|0.006194124|1|1|0.00202792|-0.001647802|2|0.7745214140000001|0.7796063109999999|-0.052237757|0.826523164|0.752601535|1|0.76159824|-0.087753156|-0.086290519|0.407675441|-56.5385923|-55.59622798|7.782541015|82.02101639|0.23840176|153.60017230000005|-0.029809452|5.014223225|59.70585149|66.77901229|64.32113331|490.6910965|-1056.328332|1683.872161|177.78970959999998|26.5256103|-288.71184960000005|707.2397315000001|1.0|1.0|2.0|3.49|2.97|0.25|-7.97|3.55|3.19|98.72|1.47|0.0|120.43|1.0|-3.5|31.0|-7.53|0.0|0.0|1.0|0.13|109.0|1.81|0.0|1.07e-08|4.4e-06|-0.0623299999999999|3.04|3.8067|-1332.647233|-1332.607539|325.7|0.2411|216.0|0.4164199999999999|0.67789|-1332.336755|0.0821|-0.15925|0.03969431|-1332.398001|4.9358|6.5935|6.5935
17f_a50|0.0|0|1|1|0.0|0.0|2|1|1|1.349854916|4.305828452|-0.2208117919999999|-0.002205848|5.82008293|0.022892513|-0.125733326|0.012475826|-0.028989535|-0.132773563|2|2|0.0129274519999999|-0.407467272|1|0.758335704|0.7851209440000001|-0.132153434|0.8314734309999999|0.7241275009999999|1|0.911458734|-0.047333916|-0.074859564|0.333180181|-29.10566644|-46.03121141|10.09339793|6.382846132999999|0.088541266|54.44410182|-0.026836447|6.206439227000001|82.90209608|55.9791334|39.19906437|560.4567739|-874.5930167000001|1929.981543|171.48226169999998|22.88344084|-271.9363523|652.6793116|1.0|1.0|0.0|3.81|2.97|0.26|-6.38|2.87|3.83|51.77|2.09|0.0|116.81|1.0|-3.58|29.0|-6.64|0.0|1.0|1.0|102.0|0.0291|2.83|0.0|4.15e-07|0.00016|-0.0336399999999999|2.5|4.0664|-1219.2481369999998|-1219.220465|304.9|0.1708|304.9|0.6573899999999999|0.6573899999999999|-1218.966516|0.1708|-0.16784|0.0276719|-1219.02507|8.312999999999999|6.4001|6.4001
8c_a31|0.0|1|0|0|3.435435563|0.0|0|1|1|0.610137334|0.0|-0.012583838|-0.01275867|5.733341277|-0.104377029|-0.574140137|-0.0080009219999999|-0.1903992189999999|-0.1029580369999999|2|2|-0.004832959|-0.09039853|0|0.922486359|0.847752299|0.006000201|0.896193695|0.87237334|0|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|-64.57121646|-70.64275621|16.3656112|133.3100368|0.3739272389999999|206.2599245|-0.039640027|9.027343766|477.2277896000001|82.77037329|80.93682766|345.3445134|-918.3558307|1678.6836239999998|152.7489054|30.23944586|-246.1066271|423.1367008|1.0|1.0|2.0|3.51|2.9|0.29|-6.13|4.89|3.13|114.29|0.85|0.0|93.45|1.0|-4.42|24.0|-6.7|0.0|0.0|1.0|13.0|0.0811|2.38|0.0|7.45e-07|0.0002549999999999|-0.03222|1.83|3.8492|-1426.166503|-1426.129055|322.11|0.2597|322.11|0.7005|0.7005|-1425.968408|0.2597|-0.15985|0.03744829|-1426.024361|5.1815|6.0915|6.0915
