molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|DPSA5|DPSA3|TASA|PNSA2|MOMI-Z|PPSA1|DPSA4|DPSA1|Mor01p|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
13b_a6|0.0|1|0|0|3.423777636|0.0|0|1|1|1.430640379|0.0|-0.0411179|-0.011206134|5.351858133|-0.0265090529999999|-0.6051312529999999|-0.00460563|-0.104663349|-0.064811009|1|1|-0.00194781|-0.180339002|1|0.850080948|0.7788169070000001|-0.029988734|0.8370824240000001|0.8013954109999999|0|0.7757172059999999|-0.093125205|-0.112915801|0.202093555|-61.06841733|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|-0.0406496879999999|13.77653618|554.4007331|87.39962829999999|82.07670290000002|508.6895893|-1332.835801|2587.000662|159.1980937|35.20276076|-337.3706117|627.4287311|1.0|1.0|2.0|3.56|2.85|0.12|-9.01|4.98|4.32|95.85|1.29|0.0|116.79|1.0|-5.51|31.0|-6.1|0.0|0.0|1.0|0.0012699999999999|0.00417|3.8|0.0|9.77e-10|4e-07|-0.0525799999999999|4.04|3.6322|-1350.0903970000002|-1350.061187|341.35|0.7846|255.67|0.58026|0.7006600000000001|-1349.837661|0.2461|-0.14898|0.02920955|-1349.898848|13.5746|6.7595|6.7595
13c_a5|0.0|1|0|0|2.944180713|0.0|0|1|1|1.377702625|0.0|-0.2071929139999999|-0.005082338|4.59511985|-0.0090268969999999|-0.284610951|0.005288472|-0.098760742|-0.018055556|1|1|0.006110714|-0.150963534|2|0.705487111|0.770478689|0.003545487|0.822789227|0.6775573359999999|0|0.80019672|-0.077308234|-0.076591149|0.4148662979999999|-50.97293525|-50.50012762|15.25960958|158.67712230000004|0.19980328|131.7396496|-0.025039414|10.06137448|51.93687546|70.46156718|66.23254483|527.6071331999999|-858.5021696|1235.709541|295.8302846|29.94524142|-67.68621352|656.208474|1.0|1.0|1.0|3.13|2.58|0.17|-8.09|4.23|3.29|84.0|1.16|0.0|120.88|1.0|-3.55|31.0|-7.28|0.0|0.0|1.0|0.1169999999999999|0.0446|2.15|0.0|8.170000000000001e-09|3.36e-06|-0.05615|3.99|4.2145|-1351.274441|-1351.2369640000002|294.18|509.0|263.46|0.41594|0.51479|-1351.008469|0.1666|-0.17324|0.03747691|-1351.067237|2.9732|6.9101|6.9101
16_a47|0.0|1|1|1|2.890539668|0.0|0|0|0|1.417579067|0.0|-0.134455235|-0.0056780519999999|4.59511985|-0.1246612469999999|-0.23280014|-0.005688938|0.001426202|0.0506476009999999|1|1|-0.004153659|-0.0574194159999999|2|0.591929006|0.812131575|-0.113476605|0.87782381|0.57616624|1|0.691860453|-0.093207587|-0.092995116|0.421094692|-48.30620628|-48.19609034|9.676588112|63.13219447|0.308139547|159.6978638|-0.034261359|5.0150344780000005|0.0|60.36423869|57.9827944|358.566882|-674.7452647999999|833.8646097|156.55227280000005|25.44160067|-205.1602001|357.35851410000004|1.0|1.0|2.0|2.93|1.95|0.06|-8.17|4.47|5.19|66.49|2.72|0.0|91.55|1.0|-4.34|25.0|-6.04|0.0|0.0|1.0|0.0154|13.0|3.27|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|2.95|4.0806|-1167.046301|-1167.0124560000002|303.84|0.3182|279.29|0.59209|0.6743899999999999|-1166.901251|0.0909|-0.16851|0.03384512|-1166.951551|3.8601|9.0|9.0
14b_a25|0.0|0|0|0|0.0|0.0|1|0|0|1.420015222|1.616664856|-0.091382738|-0.004720915|4.727387819|-0.0166120069999999|-0.273813082|0.004725325|-0.012989126|0.0009956189999999|1|1|0.004892038|-0.074541111|2|0.6524261960000001|0.7723870909999999|-0.085205646|0.8333962429999999|0.632638761|1|0.859628015|-0.076156512|-0.084160084|0.329662946|-52.75064158|-58.29440389|11.08504021|112.49583529999998|0.140371985|97.23019209|-0.032728922|7.678174472999999|57.85340824|69.2012501|63.83568179|595.4307570000001|-1224.182482|2118.281186|157.3797801|29.33534086|-377.9013888|760.3735147000001|1.0|1.0|1.0|3.51|3.21|0.07|-9.65|4.48|4.79|96.49|1.8|0.0|130.97|1.0|-5.6|34.0|-6.26|0.0|0.0|1.0|0.0011099999999999|0.00261|3.88|0.0|2.23e-10|9.93e-08|-0.0584|5.61|4069.0|-1444.544749|-1444.505985|304.7|0.3614|228.59|0.34735|0.64983|-1444.266358|0.0006|-0.16309|0.03876374|-1444.330251|3.2784|7.6576|7.6576
22_a4|0.0|0|0|0|0.0|0.0|1|1|1|1.399866564|1.987636054|-0.043165663|-0.006436201|5.4161004020000005|-0.115883451|-0.257448045|0.004765062|-0.2078428719999999|-0.023072107|1|1|0.004237768|0.034720243|1|0.774689758|0.7797803109999999|0.086940934|0.8404413829999999|0.755510052|0|0.8612031509999999|-0.09491995|-0.089955967|0.242642229|-45.61565825|-43.23011833|5.1432274630000006|162.9809584|0.138796849|66.70156956|-0.036468635|2.47167963|0.0|48.65880447|50.75888571|413.8681986|-648.451775|1477.437886|74.7444381|20.75359108|-331.080892|338.71903330000004|1.0|0.0|1.0|3.3|2.2|0.11|-5.24|3.19|3.54|50.94|2.09|0.0|87.12|2.0|-3.77|22.0|-5.91|0.0|1.0|1.0|0.0497|0.0301|3.03|0.0|5.77e-06|0.0016699999999999|-0.03046|3.38|4.0537|-934.2706743999998|-934.240411|305.85|0.1675|277.43|628.0|0.65771|-934.12356|0.1293|-0.16754|0.030263407|-934.171365|5.4110000000000005|7.3279|7.3279
1_a1 (SKF-104365)|0.0|0|0|0|0.0|0.0|1|1|1|0.626769342|2.196347317|0.011230812|-0.006055958|5.4161004020000005|-0.01959813|-0.218014497|0.000663414|-0.10236005|0.11172918|1|1|0.002250781|-0.300426726|1|0.57031697|0.7926983559999999|-0.015406451|0.857919181|0.551667506|0|0.8131557509999999|-0.067997692|-0.081192283|0.2405471019999999|-31.45099608|-37.55389489|6.18316314|6.658828587|0.186844249|86.42113499|-0.029524467|2.859900586|63.42504103|46.32985169|37.63415922|376.1092109|-450.6467387|1551.362941|134.2517831|19.24066156|-194.0267797|297.2783688|1.0|1.0|0.0|2.97|2.68|0.12|-6.0|3.93|4.28|56.01|2.52|0.0|81.72|1.0|-3.8|21.0|-6.01|0.0|1.0|1.0|0.0472|0.0287|2.96|0.0|9.93e-07|0.000295|-0.03482|3.45|3.8901|-1279.084677|-1279.060907|318.72|0.2178|318.72|0.70081|0.70081|-1278.971649|0.2178|-0.16142|0.02377006|-1279.017667|6.9338|5.7959|5.7959
13a_a5|0.0|1|0|0|2.931642415|0.0|0|0|0|1.393002748|0.0|-0.154076582|-0.006081807|4.59511985|-0.033436214|-0.328417593|0.002355511|-0.139517787|-0.025324157|1|1|0.003196482|-0.0569177229999999|2|0.746303189|0.8045357209999999|-0.048584084|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|-57.31787843|-54.03141848|10.77696869|126.2663658|0.233249839|150.1663914|-0.0279752339999999|6.938219155|39.93934134|72.13276165|68.09484712|493.6342317|-918.5341141|1314.232685|258.29825730000005|30.07803494|-127.2041084|620.5697596|1.0|1.0|2.0|3.07|2.46|0.13|-8.9|4.39|3.58|92.79|0.95|0.0|114.18|1.0|-3.77|30.0|-7.18|0.0|0.0|1.0|0.0675|0.0734|2.19|0.0|1.26e-09|5.02e-07|-0.05534|3.81|4.2107|-1313.167422|-1313.126035|294.45|0.5953|267.87|0.41806|0.50037|-1312.907813|0.1992|-0.17364|0.04138695|-1312.968936|4.1671|7041.0|7041.0
7_a3|0.0|0|0|0|0.0|0.0|0|0|0|0.60501656|0.0|0.198126776|-0.008855374|4.727387819|-0.106234254|-0.327648836|-0.007540435|0.054347129|0.030246987|1|1|-0.006696449|0.036673175|2|0.881253042|0.790667152|-0.224253635|0.8632654590000001|0.773152968|1|0.782294598|-0.1034274319999999|-0.096448591|0.5999725029999999|-51.18177092|-47.72824381|4.804535747|230.9407974|0.217705402|107.7330046|-0.036877402|2.377557323|76.07607751|55.15105143|55.98630667|387.1238241|-620.4671695000001|1952.029549|99.36002106|22.83370969|-296.13678660000005|353.7528308|1.0|1.0|1.0|3.02|2.61|0.0|-7.48|4.96|4.66|92.93|2.11|0.0|95.5|1.0|-5.44|23.0|-5.68|0.0|0.0|1.0|0.00124|0.00455|3.79|0.0|3.28e-08|1.11e-05|-0.0640299999999999|3.09|3.4435|-1731.7341420000002|-1731.703107|360.06|0.1926|210.68|0.3456|0.69224|-1731.602893|0.1262|-0.14816|0.03103579|-1731.651178|3.9813|5.9901|5.9901
12aq_a36|0.0|1|0|0|3.427017327|0.0|0|2|2|1.297043497|0.0|0.0332421529999999|-0.0116333169999999|5.351858133|-0.135770278|-0.674732412|-0.006653538|-0.1031859869999999|-0.028591187|1|1|-0.004569485|-0.090926893|1|0.892815402|0.839953955|-0.0606936879999999|0.89459881|0.849217847|0|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|-73.0277723|-81.56528598|14.29132551|86.6958382|0.318529388|212.8220574|-0.042953452|9.548598682|112.415579|95.39676382|87.31909781|455.31741460000006|-1549.740434|2906.024504|159.03272990000002|37.66374367|-350.0740123|689.2886595|0.0|0.0|3.0|4.83|0.0|0.13|-6.14|1.92|0.98|112.29|1.28|0.0|131.85|1.0|-3.52|32.0|-7.79|0.0|0.0|0.0|129.0|152.0|1.55|0.0|7.19e-07|0.000305|-0.06059|3.88|3.3759|-1401.669694|-1401.637414|367.26|0.4988|317.51|0.6933199999999999|0.7058300000000001|-1401.391057|0.0059|-0.13908|0.03228003|-1401.452487|8671.0|7.2596|7.2596
13_a1|0.0|1|0|0|3.409865599|0.0|0|1|1|1.430073963|0.0|-0.046530797|-0.012199718|5.351858133|-0.144782061|-0.597786194|-0.008672236|-0.0594321759999999|-0.084271845|1|1|-0.005924486|-0.120034915|1|0.87703849|0.76714213|-0.051729721|0.825117597|0.833702788|0|0.6794604670000001|-0.111667908|-0.10668313|0.207843387|-64.94184903|-62.04288975|19.62059449|148.7311076|0.320539533|186.4137189|-0.040302516|11.41059871|528.3795274|77.55889436|84.56244352|395.1486144|-1054.729126|1786.445642|169.6632599|33.09282789|-242.2358135|505.2124255|1.0|1.0|2.0|3.35|2.83|0.09|-7.94|4.75|3.87|80.26|1.74|0.0|104.88|1.0|-4.29|28.0|-6.48|0.0|0.0|1.0|0.0192|17.0|2.94|0.0|1.14e-08|4.24e-06|-0.04962|3.17|3.4483|-1238.395767|-1238.367298|359.55|0.5339|304.01|0.65363|0.69782|-1238.174491|0.3535|-0.13921|0.0284695999999999|-1238.22919|3.9446|6585.0|6585.0
16c_a32|0.0|1|1|1|3.329674745|0.0|0|0|0|0.6094207629999999|0.0|0.191088217|-0.01639019|5.733341277|-0.087497559|-0.770338913|-0.0064007569999999|-0.031087095|-0.036931818|3|3|-0.00369116|-0.229450999|0|0.809370315|0.8607827790000001|0.0482801729999999|0.915639476|0.764217655|1|0.773043206|-0.088841599|-0.119988297|0.367322508|-53.00702241|-71.59058881|15.38819548|102.2022233|0.226956794|135.41296|-0.038178095|9.181311842|37.0285246|86.97970500000001|68.39521789|461.2334662|-1002.268243|3143.196853|188.1603823|33.27140293|-220.3256617|513.9156315|0.0|1.0|2.0|3.5|3.08|0.22|-6.99|5.64|4.21|149.27|0.88|0.0|107.14|1.0|-6.04|27.0|-6.44|1.0|0.0|1.0|0.000366|0.0155|3.23|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|4.12|3.6264|-1916.6792|-1916.651132|341.89|0.2955|341.89|0.70198|0.70198|-1916.478107|0.2955|-0.14997|0.02806787|-1916.536967|5.3459|8.3468|8.3468
12al_a36|0.0|1|0|0|3.469383582|0.0|0|2|2|1.297043737|0.0|-0.06777947|-0.008463062|5.351858133|-0.04314418|-0.4908576189999999|0.00127667|-0.074215038|-0.031635802|1|1|0.003077071|-0.239932418|1|0.8913597320000001|0.8344566859999999|0.125005134|0.885733922|0.84179881|0|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|-51.22331485|-69.69632923|17.71943397|114.2305891|0.198820783|130.8308989|-0.035305316|11.65999569|0.0|86.77628559|68.94274882|527.2034213000001|-1254.533926|2244.88081|216.4375922|34.61874732|-225.1591357|679.7230552999999|0.0|0.0|2.0|4.81|0.0|0.17|-6.69|2.77|1.89|78.43|1.72|0.0|130.24|1.0|-3.95|31.0|-6.93|0.0|0.0|0.0|0.0464|35.0|2.65|0.0|2.03e-07|8.340000000000001e-05|-0.04998|2.92|3.5511|-1347.479819|-1347.445127|349.14|0.4466|319.71|0.6945399999999999|0.70417|-1347.196501|0.0095|-0.14558|0.03469224|-1347.257936|8.1781|7.3188|7.3188
4f_a49|0.0|0|0|0|0.0|0.0|1|1|1|1.343848013|2.066693174|0.010266272|-0.008903208|5.4161004020000005|-0.087045007|-0.418450768|0.001532832|-0.064058097|0.0705130559999999|1|1|0.001714014|-0.025995042|2|0.69044503|0.7927086309999999|-0.00953448|0.8557769120000001|0.670594896|1|0.7370618040000001|-0.102926696|-0.089955514|0.480786546|-55.88123394|-48.83888562|9.007637695|193.615884|0.262938196|142.7551002|-0.033471819|4.89045046|59.72286429999999|60.18871783|64.88887164|400.1675422|-781.4221699|1629.651745|152.9378926|25.29924744|-237.0468572|467.1194103|1.0|0.0|1.0|3.07|2.35|0.14|-6.54|3.42|3.8|80.9|2.03|0.0|102.08|1.0|-3.99|27.0|-6.6|0.0|0.0|1.0|0.0365|0.0289|2.64|0.0|2.92e-07|0.000104|-0.06954|4.07|3.7098|-1179.23587|-1179.201105|334.21|0.2368|268.08|0.39584|0.68474|-1179.029099|0.0579999999999999|-0.15517|0.03476467|-1179.080799|1.8254|7.3979|7.3979
12_a3|0.0|0|0|0|0.0|0.0|0|0|0|0.605020506|0.0|0.167987916|-0.009093383|4.727387819|-0.118456941|-0.336455156|-0.006049098|-0.045382017|-0.069857022|1|1|-0.0045709459999999|0.032450556|2|0.899733837|0.718481325|-0.039834906|0.784451598|0.841871246|1|0.829399708|-0.092838926|-0.096133903|0.101891875|-44.07517037|-45.63945658|5.258353635|239.2266101|0.170600292|80.99228663|-0.039584548|2.496397166|76.23910943|52.16354015|49.333524|393.75653|-638.9523922000001|1064.221958|80.50854774|22.63041363|-313.7317211|330.4083896|1.0|1.0|1.0|3.2|2.17|0.0|-6.89|4.34|4.01|92.93|1.6|0.0|90.49|1.0|-5.68|22.0|-5.3|0.0|0.0|1.0|0.000629|0.0044|4.03|0.0|1.3e-07|3.9500000000000005e-05|-0.06361|2.94|3263.0|-1272.152002|-1272.125792|379.97|0.5056|379.97|0.69784|0.69784|-1272.010995|0.5056|-0.13153|0.02620998|-1272.058487|3.1979|5.45|5.45
8_a4|0.0|0|0|0|0.0|0.0|1|1|1|1.304250488|2.126514848|-0.208165266|-0.001277205|5.4161004020000005|0.03148225|-0.056197036|0.010647563|-0.011835327|0.05775266|1|1|0.009595591|-0.078942941|2|0.619844116|0.813333185|-0.07377839|0.879500982|0.576540652|1|0.925132446|-0.05397993|-0.065595042|0.546157592|-27.90231822|-33.90618946|5.362918401|11.02158946|0.074867554|38.69916707|-0.024598141|2.772101712|37.17889653|41.57817329|33.26523662|478.2025467|-508.5928419|1737.932042|141.55141369999998|17.50981094|-233.7988862|434.9654405|1.0|1.0|0.0|2.99|3.19|0.15|-7.78|4.63|4.76|43.6|2.93|0.0|100.13|1.0|-4.35|25.0|-5.76|0.0|1.0|1.0|0.0156|0.00506|3.74|0.0|1.65e-08|5.72e-06|-0.05864|3.29|3.9863|-1450.239105|-1450.21384|311.03|0.1687|231.56|0.30471|0.57675|-1450.071352|0.0642|-0.16821|0.0252645|-1450.121028|5.7488|7.2676|7.2676
17d_a50|0.0|0|1|1|0.0|0.0|2|2|2|1.338814635|4.380250483|-0.152030219|-0.002166617|6.042632834|0.03538699|-0.140830095|0.012079|-0.136180713|-0.125540541|2|2|0.01245647|-0.323333765|1|0.754575205|0.748516466|-0.1921395789999999|0.789310938|0.7276268779999999|1|0.929886823|-0.044172353|-0.069790853|0.8020670809999999|-30.63468215|-48.40178147|10.55016861|5.007868064|0.070113177|48.62532158|-0.025589979|7.31681784|86.38197811|57.5414543|41.18485076|644.9008302|-1064.839192|2950.99157|170.5678813|23.53577933|-352.3903892|829.3813984|1.0|1.0|0.0|4.07|3.68|0.35|-7.07|4.0|4.29|51.77|2.71|0.0|133.19|1.0|-4.5|32.0|-6.25|0.0|1.0|0.0|0.0135|0.00557|3.72|0.0|8.55e-08|3.63e-05|-0.03251|3.41|4.0506|-1335.989008|-1335.962757|306.09|0.1819|306.09|0.66103|0.66103|-1335.649722|0.1819|-0.16716|0.02625058|-1335.713194|7.9942|7.1308|7.1308
12l_a36|0.0|1|0|0|3.426092687|0.0|0|2|2|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|5.351858133|-0.008712073|-0.4203659179999999|-0.000143196|-0.05158636|-0.0452558729999999|1|1|0.001194592|-0.175397741|1|0.8707354620000001|0.8174432229999999|-0.041707369|0.8772535459999999|0.8212311840000001|0|0.84381923|-0.079972189|-0.107815735|0.3827446779999999|-52.05361632|-70.17688229|14.33450402|39.27257375|0.15618077|101.6575135|-0.038052612|9.330278191|1.281955437|83.76912404|66.38812034|549.2389652|-1263.1838810000002|2385.788754|170.5619816|33.56329135|-309.7725155|642.3830552000001|0.0|0.0|2.0|4.78|0.0|0.13|-6.66|2.75|1.76|92.99|1.38|0.0|128.47|1.0|-4.57|31.0|-6.68|0.0|0.0|0.0|0.0111|0.0206|2.95|0.0|2.21e-07|8.97e-05|-0.0510399999999999|2.98|3.8619|-1325.194654|-1325.15957|321.05|0.4524|321.05|0.6925|0.6925|-1324.954011|0.4524|-0.15869|0.03508404|-1325.0137550000002|7.2021|7699.0|7699.0
14c_a23|0.0|0|1|1|0.0|0.0|2|0|0|1.197962449|3.349976042|0.06596946|-0.005822256|5.351858133|-0.024758731|-0.296935034|0.010682694|-0.047853455|-0.047410593|2|2|0.009263715|-0.13187015|2|0.722187957|0.793551289|0.1114214519999999|0.857184548|0.659570836|1|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|-37.73933093|-53.17009158|12.52192141|38.43627129|0.077064961|51.21382308|-0.034046252|8.321492112|81.41541733|64.05912299|50.26125234|613.3401089|-1063.401832|2379.221378|143.9373772|28.88097191|-376.6791777|633.3278634|0.0|1.0|1.0|3.4|3.6|0.05|-7.99|4.0|4.67|105.02|3.51|1.0|125.29|1.0|-6.13|31.0|-6.03|0.0|0.0|0.0|0.000334|0.00126|4.21|0.0|1.02e-08|4.55e-06|-0.0795299999999999|4.1|3.7031|-2089.523959|-2089.501598|334.81|356.0|334.81|0.56781|0.56781|-2089.293299|356.0|-0.15143|0.02236136|-2089.354057|10.369000000000002|8.6253|8.6253
12ab_a30|0.0|0|0|0|0.0|0.0|0|2|2|0.604983638|0.0|-0.026189286|-0.008528077|5.351858133|-0.030346359|-0.520212725|0.003529389|0.038312857|0.01563558|1|1|0.005111479|-0.207153446|1|0.8397577820000001|0.809127478|0.078325164|0.855880335|0.794193541|0|0.7997534890000001|-0.082740301|-0.1008879709999999|0.4605456229999999|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|0.200246511|140.93076580000002|-0.031859359|15.64609074|0.0|92.49334877|80.46280277|562.8556061|-1278.064418|2618.234172|278.7324985|37.1257096|-146.321375|792.3440337000001|0.0|1.0|1.0|4.87|0.0|0.21|-6.83|3.94|2.63|100.11|2.2|0.0|140.26|1.0|-5.61|33.0|-6.39|0.0|0.0|0.0|0.00113|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|-49.0|3.34|3.4919|-1804.824495|-1804.79081|355.06|0.1957|258.2|0.46561|0.68324|-1804.523449|0.1511|-0.14772|0.03368522|-1804.589076|7.4968|7.7825|7.7825
17_a3|0.0|0|0|0|0.0|0.0|0|0|0|0.605019885|0.0|0.188373421|-0.009450704|4.727387819|-0.118246266|-0.349676046|-0.007540435|-0.041723219|-0.0510707059999999|1|1|-0.006696449|0.036673175|2|0.881253042|0.767641592|0.1789147639999999|0.838125715|0.773152968|1|0.803075623|-0.098658557|-0.096067661|0.225087454|-50.20132919|-48.88298017|5.251911643|234.4907116|0.1969243769999999|100.2028184|-0.039557272|2.672377884|76.17242478|55.39769571|55.45324083|408.6362608|-684.3617224|1667.279771|81.38261354|23.96047156|-346.0738521|353.7528308|1.0|1.0|1.0|3.13|2.65|0.0|-7.48|4.96|4.66|92.93|2.37|0.0|95.5|1.0|-5.53|23.0|-5.61|0.0|0.0|1.0|1.0|0.00399|3.88|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.57|3.2102|-1731.75233|-1731.72355|386.22|0.4062|386.22|0.69481|0.69481|-1731.6147670000005|0.4062|-0.13155|0.02878063|-1731.663157|4.8815|7.6383|7.6383
AKLKII_a46|0.0|1|0|0|2.917217813|0.0|0|0|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|-0.129865138|0.006821053|0.156485495|0.036226415|1|1|0.006731579|-0.066245471|3|0.718266758|0.758995484|-0.0150769919999999|0.8264237520000001|0.687139108|1|0.837641394|-0.071827497|-0.089369278|0.271156366|-34.061229|-42.37969553|4.924591245|160.85204040000002|0.162358606|76.99187522|-0.033194303|2.335284369|0.0|49.76981906|38.98582025|397.2168972|-550.9360419|792.7439217|108.05343229999998|20.38625028|-258.10190780000005|314.0966684|1.0|1.0|1.0|2.81|1.6|0.06|-7.21|3.9|3.39|67.35|1.18|0.0|85.32|1.0|-3.24|22.0|-6.5|0.0|1.0|1.0|166.0|0.0764|2.19|0.0|6.18e-08|1.7800000000000002e-05|||||||||||||||||6.7423|6.7423
5b_a50|0.0|0|1|1|0.0|0.0|2|1|1|1.397278957|4.190114953|-0.253064589|-0.00141071|5.82008293|-0.003549558|-0.062071259|0.012641727|-0.137595558|-0.113846154|2|2|0.012290091|-0.175158017|1|0.693611382|0.791163321|0.019856551|0.855527513|0.6642694929999999|1|0.958606481|-0.041157676|-0.061164973|0.271653991|-20.90908698|-31.07327358|6.200250541|6.656963127999999|0.041393519|21.02890062|-0.02140774|3.149876031|60.5565203|42.76068675|27.10933752|486.9950914|-435.0258302|1452.442728|208.925351|18.47246431|-90.17329003|409.0289917|1.0|1.0|0.0|3.37|2.91|0.1|-5.86|3.15|4.02|35.64|2.4|0.0|96.89|2.0|-3.48|24.0|-6.03|0.0|1.0|1.0|105.0|0.0202|3.06|0.0|1.37e-06|0.0004269999999999|-0.0256899999999999|2.81|4.0222|-990.6114185|-990.5849031|308.25|0.2749|220.09|0.4270899999999999|0.66968|-990.43875|0.1094|-0.16683|0.02651535|-990.487545|6.1284|4.9126|4.9126
2_a49|0.0|0|0|0|0.0|0.0|1|1|1|1.3438506419999998|2.12788659|-0.084499704|-0.004112807|5.4161004020000005|-0.03981057|-0.189189114|0.004524556|-0.041202373|0.005918367|1|1|0.004580676|0.055400364|2|0.802447754|0.79056501|0.084099874|0.851413454|0.7701578720000001|1|0.81348014|-0.08647612|-0.079176085|0.41397907|-44.066695|-40.34672657|5.634353797999999|226.4450566|0.18651986|95.04720801|-0.028277173|2.871166625|0.0|49.26352575|49.7010488|414.5350312|-605.2008985|1550.010086|145.02405359999997|20.14177325|-219.534132|439.9973344|1.0|1.0|1.0|3.09|2.5|0.15|-6.82|3.28|3.7|69.62|1.88|1.0|99.52|1.0|-3.53|25.0|-6.57|0.0|1.0|1.0|0.0955|0.0421|2.43|0.0|1.51e-07|4.94e-05|-0.04372|1.79|3743.0|-1046.018455|-1045.981819|331.24|0.2988|227.02|0.34449|0.68172|-1045.810794|0.0572|-0.1555099999999999|0.0366366999999999|-1045.8595810000002|6.7117|7.2291|7.2291
5d_a40|0.0|0|0|0|0.0|0.0|1|0|1|0.6049133329999999|1.601200869|-0.071479892|-0.005662681|6.167516491000001|0.0418378229999999|-0.1868684619999999|0.007200253|0.2078052269999999|0.029272031|2|2|0.006642869|-0.009744685|0|0.496945486|0.8092726020000001|0.145024458|0.877722972|0.483934049|1|0.754010052|-0.086193996|-0.094277694|0.049855551|-39.55506228|-43.26473143|10.10860823|181.4728912|0.245989948|112.88660690000002|-0.0377110779999999|4.638915105|53.85026982|49.97858532|49.66367051|346.0207917|-519.1767771000001|511.3769101|86.65063178|21.3342049|-285.606135|243.4287716|0.0|0.0|0.0|3.02|2.56|0.21|-4.32|4.08|3.64|75.5|2.25|1.0|74.11|2.0|-4.23|20.0|-5.94|0.0|1.0|1.0|17.0|0.0436|2.98|0.0|4.7600000000000005e-05|0.0137|-0.06796|4.61|3.7374|-1276.833831|-1276.817151|331.74|0.4493|331.74|0.69613|0.69613|-1276.751174|0.4493|-0.14851|0.01667985|-1276.797751|9.2439|7.7212|7.7212
14a_a5|0.0|1|0|0|2.948727373|0.0|0|1|1|1.226142247|0.0|-0.056730193|-0.0053665219999999|4.59511985|-0.005002101|-0.316624785|0.002956745|-0.086229994|0.024793388|1|1|0.003668464|-0.016337128|2|0.7333482170000001|0.79661948|0.144729708|0.847379958|0.71006207|0|0.7909255559999999|-0.080875277|-0.078681402|0.4398855029999999|-54.69145586|-53.20786056|11.74431806|134.62273080000003|0.209074444|141.38542919999998|-0.0271808479999999|7.942029745|55.04914434|69.71575554|66.43577392|534.8590069|-1010.949351|1315.573182|250.3569601|29.18606491|-175.53051609999997|723.0631751|1.0|1.0|2.0|3.24|2.41|0.2|-8.84|4.56|4.38|92.79|1.37|0.0|123.0|1.0|-4.15|32.0|-7.08|0.0|0.0|1.0|0.0304|0.0256|2.55|0.0|1.45e-09|6.16e-07|-0.0507699999999999|4.3|4.1501|-1390.592722|-1390.546425|298.75|0.5853|298.75|0.65789|0.65789|-1390.29207|0.5853|-0.1676|0.04629687|-1390.352729|2.8163|6.9508|6.9508
