molecula|molecula|Contribution (HOMO-LUMO transition)|NaasN|hydrogen_bond_acceptors_count (using_Lipinski’s_definition)|nAHRing|Log Kp (cm/s)|FNSA5|Zero Point Energy|PNSA3|Consensus Log P|pIC50|RNCS|TPSA_x|FNSA4|CYP3A4 inhibitor|Synthetic Accessibility|FNSA1|Log Po/w WLOGP|pIC50
14w_a23|14w_a23|0.6219399999999999|2|6.0|0|-6.35|-0.088508061|-1828.161957|-46.76570273|4.05|8.6737|43.30287556|140.15462380000002|-0.035779855|0.0|3.42|0.743451788|5.14|8.6737
13_a47|13_a47|0.67466|0|4.0|0|-6.0|-0.088128939|-1067.665127|-41.79730418|3.19|7.8|63.12660940000001|112.453046|-0.032468557|1.0|2.9|0.688261242|4.63|7.8
18_a20|18_a20|0.6953699999999999|0|4.0|0|-6.13|-0.095227339|-1352.073755|-61.73239771|3.78|7.4685|318.5587088|158.7879106|-0.035934845|1.0|3.48|0.8109110409999999|4.69|7.4685
5a_a49|5a_a49|0.66225|1|5.0|2|-6.84|-0.0787216|-1311.743648|-42.1802818|2.93|7.3665|124.92862240000002|116.9370825|-0.027311576|1.0|3.37|0.6069287529999999|3.68|7.3665
12au_a36|12au_a36|0.70395|0|6.0|2|-8.03|-0.110305773|-1875.89525|-64.86748076|1.18|7.3279|102.3999102|216.5471227|-0.038036474|0.0|5.0|0.7160586109999999|2.15|7.3279
12f_a40|12f_a40|0.7029|1|3.0|0|-4.76|-0.082198664|-2212.222254|-37.02024147|4.76|6.4202|62.72992556|49.72883796|-0.032879466|0.0|3.24|0.7314440520000001|5.44|6.4202
12b_a50|12b_a50|0.6581|2|3.0|1|-6.44|-0.066155918|-1006.501585|-22.92589265|2.59|5.3242|8.07905572|37.24447201|-0.0237482779999999|1.0|3.31|0.5731907470000001|3.42|5.3242
47r_a18|47r_a18|0.69545|0|4.0|1|-6.12|-0.087091542|-1964.443758|-62.75220741|2.2|6.6364|13.30156885|172.30927739999998|-0.031669652|1.0|4.55|0.688074851|3.76|6.6364
47t_a18|47t_a18|0.6895100000000001|0|4.0|1|-6.46|-0.103295568|-1470.528808|-79.78154029|2.15|6.1068|280.622476|219.5070758|-0.040580402|0.0|3.86|0.804531523|2.93|6.1068
4_a27|4_a27|0.6089899999999999|2|4.0|0|-6.51|-0.078787867|-1082.963712|-29.89961815|2.8|8.3979|8.590238252999999|76.31512503|-0.0281385239999999|1.0|3.11|0.682485674|2.8|8.3979
12ac_a36|12ac_a36|0.56357|0|5.0|2|-7.21|-0.104391657|-1385.3211789999998|-55.68500110000001|1.84|7.8861|118.0445703|152.9742102|-0.036062573|0.0|4.86|0.7316461470000001|2.09|7.8861
20a_a10|20a_a10|0.6864600000000001|1|5.0|1|-5.82|-0.072821454|-1388.897416|-43.19189039|4.27|5.9208|66.52185003|56.1599532|-0.028008251|1.0|3.48|0.733451892|5.77|5.9208
2_a3|2_a3|0.69543|0|3.0|0|-5.93|-0.09392632|-1272.001389|-49.07072207|3.06|5.4|228.178656|117.2099151|-0.033150466|1.0|2.97|0.727984269|4.01|5.4
2_a47|2_a47|0.69102|0|3.0|0|-5.0|-0.095655954|-1010.364507|-41.57671973|3.58|6.2|99.5619537|76.06154148|-0.036790752|1.0|2.58|0.784978115|4.75|6.2
8a_a50|8a_a50|0.60625|1|3.0|1|-6.12|-0.08230347|-1006.508913|-34.88425666|2.87|7.3279|133.8183888|70.12485884|-0.031655181|1.0|3.34|0.751415713|3.71|7.3279
SB431542_a8|SB431542_a8||1|5.0|1|-7.04|-0.124595991||-76.82006387|2.58|4.1019|170.1252996|260.1744351|-0.048754953|0.0|3.35|0.7608280590000001|2.72|4.1019
11d_a31|11d_a31|703.0|0|6.0|1|-6.4|-0.134048091|-1598.4848980000002|-82.05480081|3.34|7.5229|296.2476128|253.9354598|-0.040797245|1.0|3.6|0.6817705409999999|4.03|7.5229
14_a4|14_a4|0.55975|1|3.0|1|-5.8|-0.071074269|-918.851356|-29.91067393|3.2|5.8794|12.12963775|67.73740575|-0.03015272|0.0|3.14|0.768457211|4.09|5.8794
12aw_a36|12aw_a36|0.69109|0|6.0|2|-6.8|-0.114701005|-1431.180191|-56.73814908|2.44|8.0458|54.50894809|188.3390873|-0.041292362|0.0|4.73|0.749052287|3.0|8.0458
47f_a18|47f_a18|0.6984600000000001|0|4.0|1|-6.4|-0.084851044|-1741.724929|-54.18475173|2.83|8.0458|111.1889928|137.3980967|-0.0289997239999999|1.0|4.87|0.726550657|3.6|8.0458
20_a4|20_a4|0.66028|1|3.0|1|-5.96|-0.072188305|-934.103809|-29.16642156|2.97|6.1898|63.27373076|39.3981702|-0.0273144939999999|1.0|3.23|0.6435852470000001|3.54|6.1898
12a_a36|12a_a36|0.6997|0|4.0|2|-6.72|-0.104828755|-1232.707754|-46.76212019|1.86|7.8861|109.9069212|110.1075804|-0.037738352|0.0|4.75|0.755315434|1.88|7.8861
26_a47|26_a47|0.68707|1|5.0|0|-6.51|-0.101679756|-1695.9387359999998|-57.01987795|3.18|7.9|9.608109253|168.2587945|-0.038735145|1.0|3.13|0.717639177|4.68|7.9
25c_a34|25c_a34|0.69247|1|6.0|2|-7.95|-0.113392997|-1426.421463|-59.0359041|1.93|5.7496|183.6812574|211.2752099|-0.031498055|1.0|3.64|0.537428437|1.98|5.7496
14e_a23|14e_a23|0.63922|2|7.0|0|-6.06|-0.089453046|-1966.720803|-51.07141556|4.5|8.5214|48.244071000000005|51.92870134|-0.03935934|1.0|3.54|0.796525872|6.19|8.5214
14k_a23|14k_a23|0.63765|2|4.0|0|-6.03|-0.079899943|-2089.293765|-37.43135588|3.99|8.4123|38.76597615|51.64167457|-0.033999976|1.0|3.39|0.783562394|4.67|8.4123
21b_a23|21b_a23|0.70139|2|5.0|0|-6.42|-0.083105261|-1761.230923|-41.81114831|3.57|7.0691|41.6766724|48.56114386|-0.034219814|1.0|3.59|0.812334718|4.2|7.0691
5_a4|5_a4|0.6019899999999999|1|3.0|1|-5.57|-0.0681917309999999|-1069.051141|-27.26045038|3.89|7.1487|13.96974087|30.54859623|-0.025201292|1.0|3.27|0.807351587|4.67|7.1487
4m_a46|4m_a46|0.68505|1|3.0|1|-5.68|-0.0672468|-1030.929791|-35.4774406|3.59|5.8901|6.161736337000001|26.89046601|-0.0224155999999999|1.0|3.59|0.733236381|4.63|5.8901
8d_a8|8d_a8|0.70165|1|5.0|0|-6.87|-0.103150936|-1447.2928029999998|-69.95878302|3.0|4.7303|57.93693239|200.0182229|-0.03820405|1.0|3.61|0.675359878|3.32|4.7303
9_a27|9_a27|0.59444|1|4.0|0|-6.33|-0.088404481|-1082.965434|-40.3551562|2.99|8.699|128.27738490000002|103.702486|-0.033677898|1.0|3.12|0.7892801540000001|3.04|8.699
5f_a40|5f_a40|0.69727|1|3.0|0|-6.47|-0.10969397|-1232.851443|-52.44868801|2.23|6.9508|222.1847349|119.4441339|-0.041135239|1.0|3.08|0.814393685|2.68|6.9508
17b_a6|17b_a6|0.7016100000000001|0|5.0|1|-5.89|-0.109195656|-1349.830814|-62.63196368|3.6|6.8153|155.8689396|161.4509401|-0.041494349|1.0|3.53|0.7706671740000001|4.32|6.8153
9o_a24|9o_a24|0.65292|0|5.0|1|-6.83|-0.08834189|-1387.887227|-51.29122728|3.01|6.3507|32.50178358|133.0106596|-0.032911684|1.0|3.96|0.668046377|4.36|6.3507
28_a47|28_a47|0.69002|1|6.0|0|-7.22|-0.106779291|-1335.571655|-67.33744077|2.4|7.6|365.2310214|234.5873429|-0.038135461|1.0|3.08|0.65225927|3.84|7.6
3c_a49|3c_a49|0.6692100000000001|1|4.0|1|-6.93|-0.074135885|-1198.430306|-41.0524769|2.86|7.0605|89.34479838|116.4686425|-0.0252377479999999|1.0|3.18|0.637222556|3.87|7.0605
22_a4|22_a4|0.65771|1|3.0|1|-5.91|-0.089955967|-934.12356|-45.61565825|2.81|7.3279|162.9809584|66.70156956|-0.036468635|0.0|3.3|0.8444670409999999|3.54|7.3279
12ao_a36|12ao_a36|0.7045|0|4.0|2|-6.34|-0.1019516769999999|-1310.077853|-51.52001456|2.37|7.5229|85.17634667|110.7707502|-0.03775988|0.0|4.87|0.7820981779999999|2.42|7.5229
15_a47|15_a47|0.68008|0|4.0|0|-5.76|-0.0904066519999999|-1527.265523|-45.1562696|3.74|7.8|61.0548099|111.3994409|-0.033307714|1.0|2.89|0.711630105|5.28|7.8
8f_a8|8f_a8|0.69925|1|4.0|0|-5.98|-0.1064257719999999|-1361.455053|-71.22071405|4.04|4.6428|317.0847898|235.1097364|-0.048375351|0.0|3.14|0.90577048|4.72|4.6428
9_a10|9_a10|0.68962|1|5.0|1|-6.87|-0.084348428|-1409.69933|-40.90513782|3.07|6.7144|86.66800495|92.56988349|-0.028592687|1.0|4.0|0.73129178|3.68|6.7144
6c_a31|6c_a31|0.7014699999999999|0|5.0|1|-6.27|-0.126324613|-1691.734564|-76.54198229|3.64|6.4685|163.6316745|227.1490414|-0.044739967|1.0|3.67|0.7653239190000001|4.26|6.4685
20b_a10|20b_a10|669.0|1|5.0|1|-6.53|-0.088479815|-1465.333983|-60.68950774|3.66|5.9586|81.39248686|158.09355980000004|-0.033783202|1.0|3.54|0.7616213270000001|5.0|5.9586
19a_a22|19a_a22|0.66605|1|6.0|0|-7.67|-0.09370213|-1536.756515|-67.26339083|2.36|7.3188|373.8201781|190.7541925|-0.035138299|1.0|3.61|0.684706189|3.41|7.3188
12f_a30|12f_a30|0.68471|0|8.0|2|-5.66|-0.108935062|-1987.782125|-63.81176255|3.42|7.7144|101.2862703|115.8783181|-0.0452183279999999|0.0|4.73|0.815175332|4.78|7.7144
12aa_a36|12aa_a36|0.6931|0|5.0|2|-7.79|-0.117270578|-1401.389257|-72.94175494|1.15|8.0458|132.3194611|212.7097172|-0.04126187|0.0|4.83|0.731335741|0.98|8.0458
12c_a5|12c_a5|0.6893600000000001|0|5.0|1|-6.79|-0.066083881|-1316.244961|-46.62294305|3.31|7.3279|143.44655559999998|104.5338363|-0.022421317|1.0|3.27|0.583585895|4.32|7.3279
8g_a12|8g_a12|0.55027|0|5.0|1|-6.28|-0.1045061519999999|-1154.121362|-42.39297373|2.77|5.43|84.95000993|78.53214058|-0.042752517|1.0|4.07|0.90166696|2.07|5.43
14a_a3|14a_a3|0.69708|0|4.0|0|-6.42|-0.094609848|-1327.354384|-45.12132248|2.76|7.5229|256.5548327|102.8554977|-0.036792719|1.0|3.27|0.7608768779999999|3.71|7.5229
14v_a23|14v_a23|0.6017100000000001|2|8.0|0|-5.94|-0.09479984|-2041.93452|-44.4776373|4.28|8.4001|78.86310829|55.07999434|-0.042752869|1.0|3.62|0.788328659|6.18|8.4001
3f_a32|3f_a32|0.70255|0|3.0|0|-5.03|-0.097374443|-1711.863611|-41.40131823|4.63|8.0458|47.97543149|71.02334697|-0.030139709|1.0|3.9|0.78919828|5.63|8.0458
12ah_a36|12ah_a36|0.6970000000000001|0|4.0|2|-6.49|-0.1059368909999999|-1692.3109559999998|-49.0084977|2.34|7.9586|82.70705743|110.8777131|-0.038137281|0.0|4.73|0.768906425|2.54|7.9586
11a_a31|11a_a31|0.69222|0|6.0|1|-6.51|-0.161027639|-1441.327731|-76.64827023|2.42|6.7212|258.8577775|259.0291941|-0.056833284|1.0|3.26|0.735254945|2.94|6.7212
8b_a50|8b_a50|0.59283|1|3.0|1|-6.32|-0.078068703|-967.212701|-34.79187329|2.51|7.1675|131.417573|74.08248511|-0.030360051|1.0|3.21|0.6717097959999999|3.41|7.1675
EW7203_a60|EW7203_a60|0.69857|0|4.0|2|-6.35|-0.096226348|-1667.78681|-49.19385637|3.09|8.0334|80.48638339|73.67602619|-0.036566012|1.0|4.75|0.766837077|2.6|8.0334
21_a34|21_a34|0.69292|1|6.0|2|-6.83|-0.117789944|-1483.057743|-63.96857813|3.03|5.4737|168.9671187|217.1470086|-0.041572921|1.0|3.43|0.728260094|3.23|5.4737
27b_a34|27b_a34|0.70001|1|5.0|1|-6.14|-0.109683855|-1349.811401|-57.66200309|3.46|6.1871|150.83624440000003|142.58786569999998|-0.037292511|1.0|3.54|0.712312759|4.11|6.1871
3h_a32|3h_a32|0.70257|0|3.0|0|-4.29|-0.0882883959999999|-1790.440663|-44.97387528|5.4|8.1549|76.38838542|75.87946135|-0.027590124|1.0|3.65|0.7734940029999999|6.24|8.1549
7d_a10|7d_a10|0.68393|1|4.0|1|-5.83|-0.070901708|-1129.003694|-31.47566249|3.95|6.0325|12.32220006|84.32774259|-0.024733154|1.0|3.21|0.729585423|4.97|6.0325
3a_a12|3a_a12|0.66895|0|3.0|1|-5.88|-0.090803706|-951.217594|-34.84701355|2.98|6.7122|71.11710277|62.63745781|-0.034924502|1.0|3.84|0.781050096|2.49|6.7122
14o_a23|14o_a23|0.58581|2|8.0|0|-5.94|-0.094138958|-2041.934645|-51.49843925|4.31|8.4815|110.3941788|68.19627862|-0.042454824|1.0|3.55|0.800301554|6.18|8.4815
12e_a30|12e_a30|0.68605|0|5.0|2|-6.19|-0.098059338|-1690.030824|-52.50202674|2.57|7.9431|106.2790684|121.5880081|-0.035153347|1.0|4.72|0.7071208529999999|2.63|7.9431
13i_a6|13i_a6|0.70517|0|5.0|1|-6.81|-0.129526268|-1426.269916|-80.75190740000001|2.91|7.6778|181.1128483|252.0312146|-0.046433945|1.0|3.59|0.783597763|3.54|7.6778
1h_a5|1h_a5|0.57155|0|3.0|0|-5.77|-0.069496749|-990.472129|-35.25675213|3.43|7.5528|160.0744187|62.25239147|-0.027798699|1.0|2.8|0.7450549759999999|4.51|7.5528
12v_a30|12v_a30|0.68405|0|4.0|2|-5.52|-0.0971402169999999|-2494.739831|-52.18846092|3.59|7.6596|82.09302037|101.4008026|-0.037666615|0.0|4.62|0.806069067|3.92|7.6596
8d_a12|8d_a12|0.4997399999999999|0|4.0|1|-5.96|-0.103548595|-1138.086709|-43.27410838|3.02|7.6021|90.34024296|78.55353315|-0.039118358|1.0|4.06|0.8338637040000001|2.67|7.6021
15d_a10|15d_a10|0.6814100000000001|1|6.0|2|-7.04|-0.070612242|-1430.733658|-38.80896881|3.18|7.1612|67.59624856|83.49776405|-0.018829931|1.0|3.71|0.471900166|3.44|7.1612
12ae_a36|12ae_a36|0.68591|0|6.0|2|-8.03|-0.105648609|-1875.897072|-63.96145017|1.18|7.8239|96.60079598|211.4077529|-0.036430555|0.0|5.03|0.6849975640000001|2.15|7.8239
13n_a6|13n_a6|0.64027|0|5.0|0|-7.23|-0.109392959|-1423.451366|-68.88015714|2.62|7.1249|90.97854097|199.7822434|-0.038490115|1.0|3.55|0.748967057|3.76|7.1249
11_a15|11_a15|0.70577|0|4.0|1|-5.26|-0.0974577669999999|-1450.39211|-44.15161868|4.62|6.1314|143.8088883|72.27026771|-0.033606127|0.0|4.1|0.739315684|6.69|6.1314
12o_a36|12o_a36|0.67273|0|5.0|2|-7.66|-0.10624773|-1440.671057|-59.0895896|1.47|7.3979|55.47133795|173.4105814|-0.03541591|0.0|4.97|0.666462845|1.65|7.3979
11_a27|11_a27|0.59222|0|4.0|1|-6.47|-0.094820973|-1122.190727|-42.27430065|2.04|8.301|143.3238715|124.5410133|-0.034296948|0.0|3.95|0.8088958709999999|1.67|8.301
12z_a36|12z_a36|0.69397|0|5.0|2|-7.08|-0.102674964|-1324.951498|-54.11489962|1.66|8.301|114.3931487|109.572766|-0.036238222|0.0|4.76|0.712682362|1.76|8.301
12v_a36|12v_a36|0.7016100000000001|0|5.0|2|-6.93|-0.105200486|-1347.2000369999998|-51.4172081|1.81|7.8539|113.7463918|130.0637965|-0.033118671|0.0|4.82|0.6276553979999999|1.89|7.8539
6e_a40|6e_a40|0.67187|1|5.0|1|-6.09|-0.1164147119999999|-2830.986514|-70.52033811|3.68|7.7447|185.1473293|166.7812216|-0.04873174|1.0|3.98|0.866991176|3.72|7.7447
9h_a40|9h_a40|0.69809|1|3.0|0|-5.06|-0.095803029|-1293.033723|-46.04148264|4.06|5.4001|132.6583116|67.89350333|-0.041058441|1.0|3.3|0.863884935|4.44|5.4001
2_a49|2_a49|0.68172|1|3.0|1|-6.57|-0.079176085|-1045.810794|-44.066695|2.76|7.2291|226.4450566|95.04720801|-0.028277173|1.0|3.09|0.7154059890000001|3.7|7.2291
22_a10|22_a10|0.6834100000000001|1|5.0|1|-6.29|-0.0649866779999999|-1543.893507|-41.96631248|4.26|5.9586|75.58376652|101.3847763|-0.022372463|1.0|3.74|0.564323334|5.6|5.9586
47c_a18|47c_a18|0.6983199999999999|0|4.0|1|-6.61|-0.094000037|-1664.201034|-57.54296759|2.42|8.5229|67.68084951|150.4485025|-0.0321917939999999|1.0|4.61|0.7489981509999999|2.87|8.5229
1_a6 (SB-431542)|1_a6 (SB-431542)|0.69868|0|5.0|1|-6.73|-0.122555709|-1292.358966|-74.98172333|2.85|5.8119|160.410387|240.8019609|-0.0462988229999999|1.0|3.25|0.7531996609999999|3.63|5.8119
14r_a23|14r_a23|0.68115|2|5.0|0|-6.31|-0.085881409|-1728.924789|-40.32463891|3.7|8.2684|47.26552456|86.14846171|-0.03654528|0.0|3.47|0.7882228370000001|4.58|8.2684
31_a47|31_a47|0.69894|1|5.0|0|-6.78|-0.1056956209999999|-1735.225703|-66.4670426|2.94|7.8|355.5321928|188.5600536|-0.037580665|1.0|3.18|0.70664003|4.24|7.8
15a_a22|15a_a22|0.69076|1|5.0|0|-6.61|-0.081705465|-1368.0755869999998|-41.92018177|3.19|6.8447|96.58317516|90.52525878|-0.031425179|1.0|3.42|0.702735071|4.31|6.8447
12a_a40|12a_a40|0.6998800000000001|1|2.0|0|-4.56|-0.074840643|-2097.7296100000003|-32.81611621|4.78|5.7501|107.5277007|30.15370934|-0.033799|0.0|3.2|0.85136964|5.43|5.7501
9c_a31|9c_a31|0.7007399999999999|0|5.0|1|-6.53|-0.128097622|-1617.892493|-65.84728287|3.32|6.3768|153.5739377|207.3144829|-0.035867334|1.0|3.66|0.670716706|3.7|6.3768
3_a47|3_a47|0.69138|0|3.0|0|-5.16|-0.0948001|-1469.969304|-43.59237092|4.02|6.5|98.29790989|76.18000386|-0.036461577|1.0|2.59|0.7849694909999999|5.4|6.5
12_a15|12_a15|0.70444|0|4.0|0|-4.97|-0.094209248|-1280.810963|-39.00359933|4.7|8.3979|72.18361893|66.16793071|-0.031995594|1.0|3.56|0.746489397|6.3|8.3979
20_a31|20_a31|0.7036600000000001|0|4.0|0|-6.39|-0.110195543|-1880.538664|-53.79798102|3.6|8.0862|64.42171513|128.1960117|-0.033537774|1.0|3.46|0.710707042|4.38|8.0862
16i_a32|16i_a32|0.70222|0|5.0|0|-5.93|-0.114771536|-1995.055356|-56.03343427|3.96|8.2596|90.08098301|129.7354415|-0.036726892|1.0|3.75|0.718964113|4.85|8.2596
1b_a5|1b_a5|0.43728|0|4.0|0|-5.99|-0.077221824|-1050.413506|-39.38248661|3.38|7.2291|168.30518769999998|96.23685048|-0.031306145|1.0|2.75|0.7324812509999999|4.76|7.2291
14a_a5|14a_a5|0.65789|0|5.0|1|-7.08|-0.078681402|-1390.29207|-54.69145586|3.05|6.9508|134.62273080000003|141.38542919999998|-0.0271808479999999|1.0|3.24|0.629783335|4.38|6.9508
1g_a5|1g_a5|0.66164|0|4.0|0|-6.15|-0.074361785|-1065.675316|-37.59983870000001|3.09|6.9393|74.51397212|71.90752413|-0.027205531|1.0|2.79|0.61393343|4.21|6.9393
14s_a23|14s_a23|0.60323|2|4.0|0|-6.03|-0.080500435|-2089.2914530000003|-35.30692476|4.01|8.5482|30.34480575|46.42188642|-0.034255504|1.0|3.45|0.7748161659999999|4.67|8.5482
1n_a5|1n_a5|0.44786|0|5.0|0|-6.41|-0.081950989|-1179.018429|-47.1725036|3.14|7.5686|63.58796786|123.2912732|-0.030493391|1.0|2.88|0.627751746|3.99|7.5686
2_a4|2_a4|0.6885600000000001|0|4.0|1|-6.69|-0.105102755|-819.771754|-49.45826819|1.24|7.5086|166.102249|108.4760726|-0.0379537729999999|0.0|3.33|0.843107708|0.83|7.5086
14_a47|14_a47|0.68345|0|5.0|0|-6.21|-0.094132436|-1127.610422|-47.18187618|3.16|8.1|64.60629385|160.57883|-0.034963476|1.0|2.78|0.664709719|4.88|8.1
6_a47|6_a47|0.69305|0|4.0|0|-5.02|-0.096689626|-1608.50108|-43.43026699|4.59|7.9|101.7290544|85.6917678|-0.036834143|1.0|2.82|0.7943908059999999|6.27|7.9
41_a18|41_a18|0.69308|0|3.0|2|-6.38|-0.089139464|-1453.980175|-69.94639412|2.53|6.433|347.42621339999994|181.7135945|-0.037381065|1.0|4.07|0.903239484|2.7|6.433
5a_a50|5a_a50|0.6725399999999999|2|2.0|1|-5.83|-0.065209836|-1029.734933|-20.77548565|3.47|5.3872|6.819160781|16.06582337|-0.022747617|1.0|3.5|0.66527517|4.33|5.3872
6g_a40|6g_a40|0.5794199999999999|1|7.0|1|-7.02|-0.156296046|-2521.8114530000003|-107.2113398|2.37|7.3279|328.78166810000005|256.5226419|-0.059045173|1.0|4.06|0.824204189|2.48|7.3279
13c_a5|13c_a5|0.51479|0|5.0|1|-7.28|-0.076591149|-1351.008469|-50.97293525|2.68|6.9101|158.67712230000004|131.7396496|-0.025039414|1.0|3.13|0.551328235|3.29|6.9101
14b_a3|14b_a3|0.70123|0|4.0|0|-6.42|-0.100993354|-1327.349444|-44.49789848|2.82|6.4202|252.49572540000003|104.4171556|-0.036469822|1.0|3.18|0.766915433|3.71|6.4202
7g_a8|7g_a8|0.62073|1|5.0|1|-5.63|-0.1122315669999999|-1374.291597|-64.55562181|4.14|4.6772|144.290464|180.1699331|-0.045912914|0.0|3.29|0.806738465|4.66|4.6772
3b_a32|3b_a32|0.70257|0|3.0|0|-5.57|-0.100355499|-1594.0008779999998|-35.8437493|3.68|8.2366|74.63320519|78.12568166|-0.033451833|1.0|3.11|0.764128338|4.43|8.2366
16d_a32|16d_a32|0.70217|0|5.0|0|-6.62|-0.11491796|-1877.185022|-53.23914436|3.12|8.1135|115.2070109|142.7146582|-0.036437402|1.0|3.35|0.615749698|3.82|8.1135
12aq_a36|12aq_a36|0.7058300000000001|0|5.0|2|-7.79|-0.122078233|-1401.391057|-73.0277723|1.15|7.2596|86.6958382|212.8220574|-0.042953452|0.0|4.83|0.7619767479999999|0.98|7.2596
2_a27|2_a27|0.55857|2|4.0|0|-6.69|-0.081513931|-1043.665151|-29.42169804|2.52|7.8861|9.194894069|77.08713259|-0.029261411|1.0|2.9|0.6684621829999999|2.49|7.8861
3a_a49|3a_a49|0.66614|1|5.0|1|-7.67|-0.088484274|-1253.756918|-55.30832478|2.02|7.1938|107.4001347|158.77029040000002|-0.030698626|1.0|3.25|0.689774813|2.81|7.1938
15b_a10|15b_a10|0.68906|1|5.0|1|-6.34|-0.07358373|-1317.429772|-31.76194123|3.66|7.0706|43.96642219|53.52386591|-0.024105015|1.0|3.61|0.670236374|4.44|7.0706
4R4l_a46|4R4l_a46|0.67823|1|3.0|1|-5.23|-0.084697739|-1092.4898449999998|-49.12015477|4.09|6.8633|177.33836430000002|56.0891211|-0.02989332|1.0|3.92|0.8782984840000001|5.02|6.8633
8_a15|8_a15|0.70524|0|5.0|0|-5.52|-0.118293578|-1223.463981|-41.7821007|3.76|6.9666|104.8781037|85.31489861|-0.028969856|1.0|3.14|0.519427411|4.95|6.9666
3_a27|3_a27|0.6734600000000001|2|4.0|0|-6.41|-0.086153958|-1081.744053|-31.82136336|2.74|8.3979|10.71226495|71.40072181|-0.032307734|1.0|3.03|0.733853752|2.94|8.3979
12b_a40|12b_a40|0.69476|1|2.0|0|-4.09|-0.074921647|-3016.927883|-37.05091872|5.79|7.3979|80.72126798|25.26281742|-0.0338355829999999|0.0|3.26|0.856829717|6.74|7.3979
3g_a32|3g_a32|0.70275|0|3.0|0|-4.9|-0.098311343|-1711.865318|-38.9071564|4.61|7.8539|42.56199385|62.23099889|-0.030429702|1.0|3.43|0.8007401590000001|5.42|7.8539
9b_a31|9b_a31|0.70102|0|5.0|1|-6.77|-0.131125311|-1578.604164|-63.73317225|3.0|7.2007|152.8702381|202.8908225|-0.039058603|1.0|3.58|0.689175183|3.5|7.2007
3_a20 (SB-525334)|3_a20 (SB-525334)|0.70168|0|4.0|0|-5.74|-0.0917096759999999|-1086.329436|-34.52869143|3.63|6.7905|43.70154849|70.23182172|-0.029269046|1.0|3.37|0.784910502|4.69|6.7905
14h_a23|14h_a23|0.69933|2|5.0|0|-6.62|-0.081058742|-1721.9314420000003|-43.02851162|3.23|8.3468|41.34207782|51.620282|-0.033774476|1.0|3.47|0.753100584|3.89|8.3468
17a_a10|17a_a10|0.67671|1|6.0|2|-7.43|-0.082689376|-1524.187115|-39.18491085|2.64|7.3098|51.96456548|103.34686|-0.023625536|1.0|3.8|0.564726042|2.5|7.3098
14l_a23|14l_a23|0.67242|2|4.0|0|-6.1|-0.078204688|-1668.983787|-35.3275485|3.78|8.1798|40.34135162|51.94117061|-0.0328459689999999|1.0|3.51|0.7896261940000001|4.33|8.1798
40_a47|40_a47|0.68492|1|5.0|0|-6.78|-0.083237511|-1122.9968210000002|-32.5926343|2.72|8.4|54.11003524|101.2934265|-0.027052191|1.0|3.07|0.573656733|4.04|8.4
1e_a5|1e_a5|0.51802|0|3.0|0|-5.77|-0.069725333|-990.471803|-35.30075748|3.44|6.719|159.537038|62.03846573|-0.0278901329999999|1.0|2.83|0.7473936259999999|4.51|6.719
12u_a36|12u_a36|0.70272|0|4.0|2|-6.19|-0.0969881059999999|-1350.575382|-50.53295452|2.66|7.7959|86.1184622|109.8080843|-0.03452119|1.0|5.05|0.77938748|3.01|7.7959
25_a47|25_a47|0.68761|1|5.0|0|-6.3|-0.08797211|-1735.2218059999998|-44.52300552|3.62|7.8|11.20142696|129.3338553|-0.031278972|1.0|3.26|0.6238742279999999|4.95|7.8
14e_a25|14e_a25|0.69958|1|5.0|0|-6.96|-0.1004553119999999|-1520.701142|-73.99302943|3.02|7.1249|372.1805977|201.94039730000003|-0.038772226|1.0|3.62|0.806446896|4.02|7.1249
12ay_a36|12ay_a36|0.6914|0|4.0|2|-6.38|-0.098945129|-1311.282556|-48.12939044|2.42|7.7447|126.7858133|110.578217|-0.035337546|0.0|4.96|0.778164805|2.5|7.7447
1a_a18 (SB-431542)|1a_a18 (SB-431542)|0.69868|0|5.0|1|-6.73|-0.122555709|-1292.358966|-74.98172333|2.85|6.9031|160.410387|240.8019609|-0.0462988229999999|1.0|3.25|0.7531996609999999|3.63|6.9031
6_a1|6_a1|0.69818|1|3.0|1|-6.21|-0.077422386|-935.330989|-27.63847818|2.82|5.2924|64.63457366|58.82435931|-0.0238222729999999|1.0|2.94|0.576759436|3.57|5.2924
12a_a50|12a_a50|0.65267|2|3.0|1|-6.44|-0.0663902|-1006.498352|-25.57033815|2.55|7.1249|7.457998037999999|48.30443297|-0.02383238|1.0|3.3|0.575218972|3.42|7.1249
4d_a49|4d_a49|0.6782100000000001|1|5.0|1|-7.7|-0.085966608|-1293.049085|-55.40321178|2.27|7.7447|85.21839288|152.3727245|-0.0281044679999999|1.0|3.38|0.654728051|2.8|7.7447
10_a1|10_a1|0.70345|0|5.0|0|-5.91|-0.10949971|-1222.969096|-65.97424138|3.7|5.8239|212.8090837|186.6625065|-0.045402319|0.0|3.0|0.8340962559999999|5.06|5.8239
12bb_a36|12bb_a36|688.0|0|6.0|2|-6.8|-0.114330726|-1431.178978|-58.19935506|2.44|8.0|88.91215764|199.7440352|-0.038872447|0.0|4.72|0.719294078|3.0|8.0
