molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|RNCS|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
8_a1 (SB-202620)|0.0|0|0|0.0|0|6.86171134|0|0|1.4323973840000002|0.0|0.106916453|-0.013785521|4.727387819|1|0.037578348|0.0|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|-0.0106277489999999|-0.095271547|-0.042643966|1|0.674381582|-0.042789124|0.805476065|0.658433571|0|0.648967503|-0.117682533|-0.105271458|0.174628594|0.015526845|208.2071465|199.1596945|-33.88588996|4.997944864|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|75.57687443|2431.842132|-955.6189441|-13.22376193|0.225760413|13.67402758|0.839824062|128.0860757|30.104091200000003|1234.267739|433.2550452|1.0|0.0|1.0|0.0|2.74|0.0|23.0|-8.02|5.06|2.78|2.0|99.61|0.0|1.0|5.0|-5.94|359.35|0.0|3.7|-4.7|1.14e-05|0.0041|1.98e-05|0.0|0.0|3.42e-06|-0.0736899999999999|3.4052|-1223.117248|586.27|977.87|460.4|0.7026600000000001|-1222.9606720000002|0.5339|-0.13683|-0.2105199999999999|0.16177304|5.5005|0.4|6.3979|6.3979
7h_a8|0.0|0|0|0.0|1|7.05012252|0|0|1.391840221|1.2793830309999998|-0.118981425|-0.00534208|4.844187086|0|0.04737037|0.0|-0.23505152|0.00112124|-0.0873792009999999|10.94341365|0.0260356679999999|1|0.00084936|-0.043606497|0.141285105|0|0.515235986|0.095758228|0.7677336090000001|0.507325475|0|0.771011027|-0.093181899|-0.0934764819999999|0.314190914|0.011647275|70.28953528|131.9948047|-31.05895923|3.86998135|47.81104825|0.892830345|-1.6825766830000002|-30.96107949|58.94376531|60.42608164|2534.324886|-969.8780597|-13.63564064|0.107169655|13.42380338|0.768693264|61.77519141|26.49502512|1086.29603|446.5544107|1.0|1.0|0.0|0.0|3.12|0.0|23.0|-8.46|5.49|4.27|2.0|101.89|0.0|1.0|4.0|-5.27|373.35|0.0|4.63|-5.5|2.09e-06|0.00078|3.16e-06|0.0|1.0|1.31e-06|-0.06799|3.9282|-1285.151298|593.53|999.62|500.94|0.6963199999999999|-1285.017252|0.3885|-0.16076|-0.22875|0.03092828|9.1188|10.5|4.9788|4.9788
47j_a18|0.0|0|0|0.0|0|7.03438793|1|1|1.251176464|0.0|0.070097424|-0.007807275|4.844187086|0|0.033563218|0.0|-0.569931053|0.00031105|-0.006923502|10.94702285|0.0033281|0|0.002317206|-0.073551529|-0.331885553|0|0.783538352|-0.002262399|0.77844379|0.757001264|0|0.80651845|-0.073041469|-0.094744194|0.476575952|0.015967126|95.57657747|150.5035248|-57.32800549|9.661420661|99.50526447|0.764425062|-2.368604851|-44.19607713|86.31641604|69.23713027|3172.831382|-1842.467041|-20.47428768|0.235574938|18.50538303|0.928170101|183.246715|34.43235841|2410.265089|1081.726154|1.0|0.0|1.0|1.0|4.54|0.28|18.0|-8.79|2.82|2.63|3.0|149.96|1.0|1.0|4.0|-6.46|499.6|0.0|2.39|-5.14|1.49e-06|0.000743|7.32e-06|1.0|0.0|8.159999999999999e-07|-0.04423|3.1054|-1625.413107|839.37|1459.55|776.31|0.6983600000000001|-1624.9784550000002|0.5439|-0.1285|-0.17273|0.03246539|5.2118|35.0|7.4559|7.4559
11_a4|0.0|0|0|0.0|1|7.535296702|1|1|0.626711769|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|2|0.03617284|2.216390726|-0.056016567|0.011277653|-0.073554945|10.33765061|-0.0043410079999999|1|0.010782511|-0.030003079|-0.046906237|2|0.6575743310000001|-0.163623353|0.875868891|0.647727179|1|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|0.009336075|12.88007087|40.38918044|-21.81135655|3.118219598|59.55648883|0.7560913159999999|-1.110169356|-18.12338426|44.63993001|36.75497433|2452.527871|-641.5941818|-7.889214068999999|0.243908684|13.18281017|0.924411925|140.96082869999998|18.0546182|848.5670554999999|575.2252237|1.0|1.0|1.0|1.0|3.31|0.23|21.0|-8.05|5.22|3.15|2.0|111.64|0.0|1.0|3.0|-5.74|372.49|0.0|4.16|-4.97|7.27e-06|0.00271|1.06e-05|0.0|0.0|3.31e-06|-0.05582|3.78|-1467.440475|630.04|1071.03|479.99|0.4444|-1467.20045|0.0403|-0.15885|-0.2146699999999999|0.02336674|5.3012|0.11|6.9586|6.9586
9_a15|0.0|0|0|0.0|0|0.0|0|0|1.419941378|0.0|-0.217598467|-0.009923019|0.0|1|0.04022792|0.0|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0.005692073|0|0.003160815|0.140072812|-0.295062413|1|0.85357243|0.088615068|0.742680335|0.8105478740000001|0|0.846156316|-0.073701648|-0.11668349|0.416635119|0.032464905|105.5304352|85.79894134|-36.29225274|10.09761131|54.69975317|0.51257747|-1.400201879|-22.92354152|85.14415759|59.20930631|2392.3164920000004|-780.8954896|-8.88789863|0.48742253|10.00547485|0.8240935659999999|271.83655510000006|31.09118831|1523.4682269999998|532.0914339999999|1.0|1.0|0.0|1.0|3.16|0.19|18.0|-7.57|4.95|1.96|2.0|104.74|0.0|1.0|5.0|-5.52|366.41|1.0|3.69|-4.81|5.63e-06|0.00206|1.53e-05|0.0|0.0|9.86e-06|-0.0258899999999999|3.7487|-1223.687392|588.55|1042.17|507.33|0.6512399999999999|-1223.463757|0.0115|-0.1565099999999999|-0.1824|0.01773342|2188.0|107.0|6.9706|6.9706
9h_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604992856|1.7679629630000002|0.014753178|-0.009041931|5.4161004020000005|0|0.039444444|0.814591837|-0.343593366|0.003782277|0.133376308|10.31197223|-185.0|2|0.003099029|0.270048551|0.08305063|0|0.778613709|-0.160855189|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.09201708|-0.095803029|0.219852623|0.012390387|132.6583116|67.89350333|-23.98506758|3.102034287|0.0|0.863884935|-1.437045429|-23.03722449|53.60044379|52.2411122|2073.354193|-719.0371868|-10.27931468|0.136115065|13.366649|0.930966649|68.10626265|23.78085181|832.3298135|336.23227030000004|1.0|1.0|0.0|1.0|3.3|0.11|20.0|-6.51|4.44|3.22|1.0|93.19|0.0|1.0|3.0|-5.06|321.4|1.0|4.06|-5.12|2.23e-06|0.000716|7.6e-06|0.0|0.0|9.93e-05|-0.05991|3.3675|-1293.151333|526.38|868.84|410.18|0.64952|-1293.033723|0.2721|-0.14047|-0.20038|0.02291279|2841.0|3.98|5.4001|5.4001
6e_a40|0.0|0|0|0.0|1|8.421342866|1|2|0.604892975|1.75595616|0.128035402|-0.0148450439999999|6.401917197|0|0.039160494|0.744550501|-0.69771706|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|-0.002992481|-0.276969278|-0.037027769|0|0.685858263|-0.011405885|0.8988141140000001|0.648802794|1|0.74620476|-0.107312598|-0.1164147119999999|0.376602018|0.015875595|185.1473293|166.7812216|-50.27304895|6.85578763|35.33106374|0.866991176|-2.095464821|-46.34235117|84.95203628|80.95296505|3075.060648|-1377.032062|-21.04453212|0.133008824|12.49434084|0.791830204|87.40658058|36.93694043|1588.2884390000002|587.7345677999999|1.0|1.0|0.0|1.0|3.98|0.21|14.0|-4.63|3.72|2.12|2.0|125.15|1.0|2.0|5.0|-6.09|476.98|0.0|3.68|-5.58|1.74e-08|8.31e-06|2.6e-06|1.0|0.0|0.0112|-0.09682|2.9549|-2831.156883|671.95|1149.77|537.07|0.67187|-2830.986514|0.3625|-0.1195799999999999|-0.2164|0.03482243|11.5248|18.0|7.7447|7.7447
13k_a6|0.0|0|0|0.0|0|7.412764017000001|1|1|1.42421381|0.0|0.031525207|-0.014257799|5.351858133|1|0.04162037|0.0|-0.8554679409999999|-0.009326562|0.0809333929999999|10.95129637|-0.072504783|1|-0.006280295|0.08217847|-0.073210645|1|0.8694295409999999|0.1373649019999999|0.84018367|0.827754203|0|0.641032542|-0.11937574|-0.127178105|0.212093198|0.0296987679999999|183.1261118|249.215618|-61.29890279999999|14.31458589|113.5526088|0.7971316940000001|-2.543562101|-57.53822059|100.7779947|103.4959988|2966.890288|-1765.8854210000002|-21.89246528|0.202868306|14.58291125|0.7422570490000001|140.8427117|39.55891914|2215.299472|741.5222707|1.0|1.0|1.0|1.0|3.68|0.16|23.0|-8.89|3.8|1.39|1.0|124.98|0.0|1.0|5.0|-6.59|441.48|0.0|3.18|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0|0.0|5.7e-07|-0.04851|3.5476|-1465.83213|731.25|1246.69|577.68|0.4547|-1465.557346|0.0137|-0.14589|-0.1944|0.0308324|10.5079|46.0|7.3372|7.3372
14s_a23|0.0|1|1|0.0|2|7.423568444|0|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|2|0.045277778|0.740898446|-0.298573309|0.010682694|-0.044305947|10.31321812|-0.064006338|2|0.009263715|0.0909774219999999|-0.13187015|2|0.722187957|0.096014944|0.846632079|0.659570836|1|0.92763624|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|30.34480575|46.42188642|-33.12848261|8.218681552|82.55990607|0.7748161659999999|-1.610008704|-22.64965286|62.75905983|48.11843993|2954.0751370000003|-1032.832468|-14.09722664|0.2251838339999999|14.26730044|0.890072438|144.457092|28.36177131|1333.003252|633.3278634|0.0|1.0|0.0|1.0|3.45|0.05|26.0|-7.99|4.67|3.51|2.0|125.29|0.0|1.0|4.0|-6.03|445.93|0.0|4.01|-5.55|7.49e-07|0.000334|2.83e-06|0.0|0.0|4.55e-06|-0.07783|3.6828|-2089.500101|668.66|1164.32|528.82|0.60323|-2089.2914530000003|0.3669|-0.1515|-0.22933|0.02112956|6.4428|3.0|8.5482|8.5482
7c_a8|0.0|0|0|0.0|1|7.05012252|0|0|1.400027586|1.4416758790000002|-0.244222944|-0.007509694|4.844187086|1|0.043533333|0.0|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|0.004301963|0.079425146|-0.077006275|1|0.718994164|0.0092411059999999|0.795846675|0.6881348629999999|0|0.848923958|-0.080277893|-0.089778346|0.292274414|0.0306012339999999|49.43944876|94.73836511|-35.30467154|12.03370912|75.43825735|0.626902145|-1.6160102369999998|-31.56868845|76.40286308|69.53125754|2716.5013510000003|-1013.384819|-13.23925183|0.373097855|15.18314943|0.971698707|233.9661552|33.67700028|1616.4960130000002|572.8089095|0.0|1.0|0.0|1.0|3.44|0.09|23.0|-7.76|3.78|1.82|1.0|112.76|0.0|1.0|5.0|-6.34|398.41|0.0|3.26|-4.67|1e-05|0.00399|2.14e-05|0.0|0.0|6.91e-06|-0.07472|3.1406|-1331.793312|662.05|1116.53|579.97|0.62361|-1331.567632|0.1779|-0.1318599999999999|-0.20658|0.02732536|15.7056|18.59|4.7307|4.7307
4f_a46|0.0|0|0|0.2096617139999999|1|7.825245291|1|1|1.134637108|2.190536659|-0.2265364489999999|-0.001035775|5.587248657999999|2|0.045958333|0.0|-0.053860324|0.012332859|-0.056114865|10.96352592|-0.115631645|1|0.011806162|-0.154986658|-0.123416853|2|0.6901151990000001|-0.2076648489999999|0.7796270059999999|0.69830739|0|0.934973206|-0.055836642|-0.0674830959999999|0.296072934|0.008734825|7.730129301|35.27635517|-19.85993046|2.570614463|56.50645576|0.759842275|-1.079729539|-16.43243843|42.21890747|35.0293449|2103.214727|-585.7419712999999|-6.484875252999999|0.240157725|9.828175385|0.7382488140000001|130.2830519|15.73210412|770.8731021000001|538.4165208|1.0|1.0|1.0|1.0|3.88|0.38|17.0|-7.21|4.71|2.58|1.0|101.54|0.0|1.0|3.0|-5.65|332.44|1.0|3.76|-4.58|4.18e-05|0.0139|2.62e-05|0.0|0.0|2.04e-05|-0.02947|4548.0|-1033.528421|591.51|1020.33|493.53|0.69208|-1033.315821|0.1719|-0.19079|-0.2202599999999999|0.02238723|3.7419|183.0|6.7375|6.7375
galu_a46|0.0|0|0|0.0|1|7.535296702|1|1|1.343828866|2.082220175|0.048375705|-0.00642454|5.4161004020000005|2|0.039550827|1.721297609|-0.327651527|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|1|0.003107816|-0.150645957|0.0481706809999999|2|0.702976795|0.044184467|0.875868891|0.6848692759999999|1|0.7637964079999999|-0.0910072869999999|-0.089050651|0.5235416979999999|0.01235603|261.2602893|132.199522|-27.89483984|3.870487977|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|57.65745491|57.85086047|2501.785113|-847.2847833999999|-10.08962292|0.2167824069999999|12.12170938|0.880553787|121.3297832|23.01702105|1081.799989|542.7276591|0.0|1.0|1.0|1.0|3.27|0.18|21.0|-7.13|3.51|1.84|1.0|108.18|0.0|1.0|4.0|-6.86|369.42|0.0|2.84|-3.99|0.0001409999999999|52.0|0.000102|0.0|0.0|2.75e-05||||||||||||||51.0|7.2924|7.2924
13_a15|0.0|0|0|0.0|0|0.0|1|1|1.4356889940000002|0.0|-0.139434143|-0.006348913|0.0|3|0.029206349|0.0|-0.393632585|0.001806571|-0.031047852|10.95980212|0.005149745|0|0.003766915|-0.010882979|-0.272482143|2|0.843715005|0.008210506|0.7784213259999999|0.796300317|0|0.8854875790000001|-0.068526782|-0.098053528|0.708462114|0.016196467|142.67217639999998|72.25096855|-39.03420883|6.447664726|0.0|0.755283433|-1.961070565|-27.279882500000003|72.41636305|53.45565817|3028.485145|-1237.326456|-13.46007201|0.244716567|10.07307988|0.931684902|154.4025434|28.24531009|1638.227985|830.7967967000001|1.0|1.0|0.0|0.0|4.13|0.07|24.0|-8.9|6.69|2.52|2.0|138.24|0.0|1.0|4.0|-5.26|448.52|0.0|4.61|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.0|0.0|5.7e-07|-0.03946|2.5721|-1450.727602|674.36|1231.11|549.33|0.63827|-1450.399387|0.0003|-0.11283|-0.15229|0.02844037|6.0429|6.0|8.2218|8.2218
9_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.300485838|2.130445484|-0.211556011|-0.00136737|5.4161004020000005|2|0.040449735|2.137757657|-0.064266379|0.010709527|-0.091393763|10.92992723|-0.0454860859999999|1|0.009731833|-0.030976753|-0.076824065|2|0.625717993|-0.151437311|0.861113198|0.58669472|1|0.937102792|-0.052625548|-0.069566741|0.472497372|0.009037784|13.6577411|34.22811902|-20.60179129|2.676487872|45.21212204|0.792890434|-1.113067849|-15.58475436|43.71760622|33.55665428|2359.945586|-605.7219363|-7.665782805|0.207109566|10.21134541|0.777625327|112.7072422|17.76608225|763.9415367|489.7528555|1.0|1.0|1.0|1.0|3.18|0.19|21.0|-8.16|5.07|3.15|2.0|105.09|0.0|1.0|3.0|-5.56|360.84|1.0|4.17|-5.15|1.73e-05|0.0062299999999999|7.06e-06|0.0|0.0|2.49e-06|-0.05256|4.0137|-1489.533032|586.24|999.93|430.12|0.5182100000000001|-1489.36688|0.0584|-0.16948|-0.22204|0.02116575|5.4739|48.0|7.3188|7.3188
3c_a49|0.0|0|0|0.0|1|7.535296702|1|1|1.343850149|2.108416128|0.034009672|-0.004876919|5.4161004020000005|2|0.036335697|1.879769411|-0.248722888|0.006218639|-0.05815918|10.92976555|0.0127926339999999|1|0.006470561|-0.0780996759999999|-0.101919761|2|0.666785606|0.005559828|0.8605470759999999|0.64702083|1|0.7963363840000001|-0.071786669|-0.074135885|0.501887054|0.0148240689999999|89.34479838|116.4686425|-24.24485565|4.8479546860000005|77.29181095|0.637222556|-1.186174159|-23.47658531|54.85343388|49.52988301|2521.794855|-678.3346816000001|-8.253567879|0.362777444|12.60874968|0.919925763|207.4607002|22.64931248|1064.517686|542.7276591|0.0|1.0|1.0|1.0|3.18|0.18|21.0|-7.54|3.87|1.84|1.0|109.43|0.0|1.0|4.0|-6.93|369.42|1.0|2.86|-3.86|0.0003509999999999|0.13|0.000137|0.0|0.0|1.07e-05|-0.0606|3842.0|-1198.634822|613.33|1046.53|456.22|0.32539|-1198.430306|0.0729|-0.15853|-0.21913|0.03394942|3.7789|87.0|7.0605|7.0605
19e_a38|0.0|0|0|0.0|0|7.412764017000001|2|2|1.297043576|0.0|-0.082311936|-0.007550899|5.351858133|2|0.04508642|0.0|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|0.000347207|0.045449529|-0.191751024|1|0.723755855|0.04818471|0.89459881|0.700181525|0|0.776562593|-0.083623427|-0.10214405|0.552393659|0.02118651|118.734325|150.553721|-46.37503972|9.619015829|16.39385667|0.749190974|-2.042881001|-37.96637911|82.37885703|70.62168376|2920.436229|-1376.50781|-17.17594064|0.250809026|12.34352977|0.871249918|168.99691289999998|34.02454948|1837.325672|696.3887025|1.0|1.0|1.0|1.0|4.96|0.12|17.0|-7.28|3.09|2.75|2.0|135.78|0.0|1.0|4.0|-6.39|427.48|0.0|3.3|-4.72|1.15e-05|0.0049|1.89e-05|0.0|0.0|2.25e-05|-0.05139|3.8587|-1409.547647|685.34|1183.12|532.67|0.41961|-1409.315831|0.3738|-0.15584|-0.20723|0.03483011|8.0952|0.01|8.0083|8.0083
18_a3|0.0|0|0|0.0|0|6.605297921|0|0|1.43179288|0.0|-0.256375952|-0.003487792|4.59511985|3|0.034712644|1.742872103|-0.122072724|0.0057881999999999|0.042606196|10.96965878|-0.025890816|1|0.005799063|0.150826737|-0.064953613|3|0.7226687409999999|0.0355413979999999|0.784960175|0.6858831809999999|1|0.8419576209999999|-0.069839069|-0.0846755|0.217881538|0.013796397|160.9514039|70.31739201|-16.76239841|2.73114076|0.0|0.682492203|-1.016105994|-13.82537222|48.19055867|37.21171433|1938.093995|-452.0934439|-6.285899403999999|0.317507797|10.24658906|0.935646099|141.2679329|20.70048575|662.4155441|270.539096|0.0|0.0|1.0|1.0|2.62|0.0|21.0|-6.83|3.08|0.93|0.0|80.35|0.0|1.0|4.0|-6.7|273.29|1.0|2.21|-3.27|0.0015|411.0|0.000537|0.0|0.0|4.07e-05|-0.05769|3.9765|-889.9402005000001|482.41|784.04|330.54|0.6671699999999999|-889.850598|0.3326|-0.1641099999999999|-0.2218|0.02173162|3.3664|0.03|7.5229|7.5229
12a_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604990853|1.784989449|0.021610099|-0.00431394|5.4161004020000005|0|0.036587302|0.8332127109999999|-0.14667395|0.01039129|0.100414476|10.31197265|-0.226763788|2|0.007890601|0.298197213|0.031326603|0|0.58630452|0.023863832|0.7867243829999999|0.525051106|1|0.940879765|-0.064340227|-0.074840643|0.000279043|0.011766311|107.5277007|30.15370934|-19.46913691|3.060902482|49.24750281|0.85136964|-1.047769006|-16.73754566|43.65970865|38.81741016|2185.594734|-534.4045424999999|-8.792513441|0.14863036|14.43505064|0.908597808|75.8074911|20.24838026|627.699788|323.26151960000004|1.0|1.0|0.0|0.0|3.2|0.0|20.0|-7.21|5.43|4.34|1.0|91.76|0.0|1.0|2.0|-4.56|346.23|1.0|4.78|-5.95|3.86e-07|0.000134|1.13e-06|0.0|1.0|2.13e-05|-0.08015|3.0966|-2097.8163050000003|530.55|875.15|429.21|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|-0.2091|0.0104658999999999|3.8054|1778.0|5.7501|5.7501
3l_a32|0.0|1|1|0.0|0|7.773594467000001|0|1|0.609420748|0.0|-0.003342759|-0.0054004|5.733341277|0|0.035643275|2.259257465|-0.270019992|0.0016954029999999|-0.09393062|10.31100268|-0.107818594|3|0.002942329|-0.068876714|-0.087213805|0|0.820540279|-0.136589369|0.7973741999999999|0.776480242|1|0.8855584879999999|-0.069304303|-0.088417589|0.270668623|0.012244965|61.72183119|66.55229892|-29.90181954|4.141107366|0.0|0.788236719|-1.326263838|-23.43792428|58.10243176|47.42414825|2453.759435|-771.2752615|-9.750593329|0.211763281|11.74082324|0.8302637909999999|123.148785|21.27134288|978.4817724|565.7000781|1.0|1.0|1.0|1.0|3.58|0.35|19.0|-7.5|6.17|2.64|2.0|110.16|0.0|1.0|3.0|-4.71|380.53|0.0|5.04|-6.01|2.52e-08|9.59e-06|9.7e-07|0.0|0.0|1.2e-05|-0.0529799999999999|3.5319|-1789.4501510000002|629.26|1062.47|468.81|0.70282|-1789.242839|0.2876|-0.14664|-0.19962|0.02547484|5.7721|12.0|7.9208|7.9208
3h_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.609420752|0.0|0.01077056|-0.005281944|5.733341277|0|0.037731481|2.243113495|-0.269379119|0.002101838|-0.003152613|10.31100268|-0.111111111|3|0.003284804|0.025035542|-0.122769653|0|0.84279263|-0.169197453|0.834881529|0.8030743229999999|1|0.87880263|-0.07183387|-0.0882883959999999|0.30907784|0.0111539339999999|76.38838542|75.87946135|-34.60714056|4.372100625|0.0|0.7734940029999999|-1.324325944|-28.15732254|62.63332945|51.95714963|2398.020434|-829.1363044|-10.81473143|0.226505997|13.71739929|0.692036677|141.8112711|22.33200639|1071.936307|593.0848817000001|1.0|1.0|1.0|1.0|3.65|0.35|19.0|-8.47|6.24|2.64|2.0|112.28|0.0|1.0|3.0|-4.29|382.55|0.0|5.4|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.0|0.0|1.29e-06|-0.05318|3.5552|-1790.663897|676.22|1127.45|578.86|0.70257|-1790.440663|0.2926|-0.1474099999999999|-0.20059|0.02690554|5.8749|7.0|8.1549|8.1549
7d_a10|0.0|0|0|0.0|1|7.535296702|1|1|1.34384996|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|2|0.041369509|1.591760572|-0.0845736919999999|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|0.008513576|-0.09209689|-0.089622042|2|0.531023495|0.0658971929999999|0.869684772|0.525816226|1|0.841052067|-0.059327943|-0.070901708|0.421731106|0.010495008|12.32220006|84.32774259|-19.95666068|2.9540236560000004|89.87999909999999|0.729585423|-1.063525614|-16.69900016|45.08492005|37.04365163|2348.343588|-564.2395741|-6.961625817000001|0.270414577|11.82615475|0.938419104|143.4649092|17.98535187|773.3701306|460.1866123|1.0|1.0|1.0|1.0|3.21|0.19|21.0|-7.83|4.97|3.04|1.0|100.04|0.0|1.0|4.0|-5.83|344.38|1.0|3.95|-4.72|5.98e-05|0.0206|1.9e-05|0.0|0.0|5.04e-06|-0.05634|3.8856|-1129.175857|574.87|970.29|417.68|0.32059|-1129.003694|0.0941|-0.1633099999999999|-0.21965|0.02250617|3.4695|928.0|6.0325|6.0325
3i_a32|0.0|1|1|-4.547725143|0|7.78113851|0|0|0.6094207970000001|0.0|-0.157360524|-0.012358668|5.733341277|0|0.05052381|1.711001131|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|3|-0.0106761939999999|-0.8373173840000001|-0.212967423|0|0.565740817|-0.337053202|0.902293804|0.54844677|1|0.893827987|-0.093279684|-0.1132851459999999|0.259644227|0.015296821|60.99385995|55.97682661|-31.48976464|4.252042736|0.201037767|0.77072347|-1.472706897|-25.92886531|71.27609889|57.24454122|2471.4299920000003|-776.4518766|-12.4050588|0.22927653|10.09193014|0.732035793|120.8809386|30.52825775|1007.432506|318.0257595|1.0|1.0|1.0|1.0|3.1|0.13|19.0|-6.96|6.29|2.09|2.0|88.28|0.0|1.0|6.0|-5.53|366.38|0.0|4.37|-5.16|5.37e-07|0.000197|6.85e-06|0.0|0.0|4.01e-05|-0.06518|3642.0|-1891.811327|530.5|876.0|418.24|0.70322|-1891.738614|0.4765|-0.1476|-0.21278|0.02199999|3.8572|6.0|8.2366|8.2366
15_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.399867493|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|1|0.044357639|0.0|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|0.022446689|1|0.00918585|0.097046535|-0.038707204|1|0.5118792910000001|0.095534883|0.8347553529999999|0.509447294|0|0.867716376|-0.062151785|-0.073738544|0.2517542889999999|0.010893057|12.70877085|63.43714456|-16.95780525|2.505098786|86.01453643|0.8438913020000001|-1.106078158|-14.29317436|40.03406565|35.02894809|1973.978183|-530.4242358|-7.065752187|0.156108698|9.709704127|0.7783994009999999|74.8625551|17.45960235|628.5456843999999|324.5687005|1.0|0.0|1.0|0.0|3.28|0.11|17.0|-6.09|4.4|3.05|0.0|85.06|0.0|1.0|3.0|-5.6|291.32|1.0|3.61|-4.28|0.000152|0.0443|5.19e-05|0.0|0.0|0.000235|-0.03539|4.2148|-958.251931|512.65|848.47|396.58|0.4778699999999999|-958.147682|0.0969999999999999|-0.17373|-0.2091199999999999|0.018092091|3.0091|175.0|6757.0|6757.0
13l_a6|0.0|0|0|0.0|0|7.412764017000001|1|1|1.4242139390000002|0.0|0.03093879|-0.0143011819999999|5.351858133|1|0.0408037829999999|0.0|-0.858070925|-0.009326562|-0.037558466|10.95129637|-0.086595185|1|-0.006280295|0.144180269|-0.073210645|1|0.8694295409999999|-0.058931734|0.84018367|0.827754203|0|0.643098986|-0.118071236|-0.126521431|0.210844002|0.030012523|182.8275745|248.6104661|-61.3913735|14.56282911|118.3485042|0.793671137|-2.53042863|-57.29112645|100.8610837|103.1523329|2967.923804|-1762.648513|-21.92549054|0.206328863|15.34147837|0.7413520309999999|143.7247666|39.65857501|2220.880201|741.5222707|1.0|1.0|1.0|1.0|3.64|0.16|23.0|-8.89|3.8|1.39|1.0|124.98|0.0|1.0|5.0|-6.59|441.48|0.0|3.07|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0|0.0|5.7e-07|-0.04885|3.5499|-1465.834958|735.52|1249.13|578.91|0.7002|-1465.560303|0.0165|-0.14562|-0.19447|0.03092407|8.9893|385.0|6.4145|6.4145
