molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|RNCS|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
4_a4|0.0|0|0|0.0|1|7.535296702|1|1|1.343865392|2.156628874|-0.183963421|-0.001234337|5.4161004020000005|2|0.036775068|2.183056868|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|1|0.0112367389999999|-0.035166634|-0.078747188|2|0.646069495|-0.168712277|0.8306695270000001|0.636572383|1|0.933276024|-0.049768752|-0.06873731|0.456474074|0.008570112|13.70182982|34.37786704|-18.24679326|2.274995377|42.42341622|0.793717973|-1.099796957|-13.21145879|40.86951119|30.05764711|2221.6122010000004|-566.6429946000001|-6.78950447|0.2062820269999999|8.855289118|0.66251148|106.2816773|16.60255217|713.9097433|462.1867149|1.0|0.0|1.0|1.0|3.15|0.19|21.0|-7.57|4.41|2.66|1.0|100.08|0.0|1.0|3.0|-5.79|326.39|1.0|3.64|-4.57|7.59e-05|0.0248|2.69e-05|0.0|0.0|8.85e-06|-0.04865|4.0261|-1029.93716|566.84|960.45|394.06|0.55032|-1029.763465|67.0|-0.1696599999999999|-0.21831|0.02323788|3.1195|78.0|7.1079|7.1079
12a_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.087371302|-0.009460484|5.733341277|0|0.036711712|2.136609567|-0.463563696|-0.003484915|-0.031249617|10.31100269|-0.074344282|3|-0.001662219|-0.024155151|-0.1534110109999999|0|0.788133615|-0.018578911|0.8966299409999999|0.7507116140000001|1|0.788702323|-0.085324121|-0.109151429|0.288267255|0.016535497|111.9735444|131.7691491|-42.44899997|6.430656017|62.28768050000001|0.667706375|-1.4189685719999998|-33.18255791|81.41372467|63.52154605|2572.916338|-884.8951120999999|-11.99645651|0.332293625|13.03685125|0.840404348|207.2244662|28.81034388|1325.275819|557.1050635|1.0|1.0|1.0|1.0|3.45|0.26|19.0|-7.65|4.19|1.1|1.0|110.47|1.0|1.0|4.0|-6.32|397.52|0.0|3.6|-4.5|9.78e-07|0.000389|3.17e-05|0.0|0.0|8.86e-06|-0.05222|3576.0|-1880.734215|667.68|1114.3|548.66|0.7025600000000001|-1880.539078|0.2908|-0.14827|-0.20049|0.03682626|4.2371|25.0|7.6021|7.6021
8_a47|0.0|0|0|0.0|0|7.252053952000001|0|1|1.24688044|0.0|0.003732288|-0.007835945|5.476463552|2|0.0363475179999999|1.335354131|-0.391797226|-0.008756|-0.153669322|10.93671024|-0.14203855|0|-0.007648516|-0.177626636|-0.003223628|2|0.686795267|-0.035681436|0.842571655|0.659210804|1|0.8497568740000001|-0.075955381|-0.091482011|0.517797505|0.008687692|90.32612351|87.2263982|-30.83488674|2.928269795|0.0|0.819702033|-1.646676195|-25.60148752|60.62152862|49.14108595|2621.772106|-956.0080185|-12.06582525|0.180297967|11.08581716|0.707366287|104.6752861|25.35407034|1166.287236|559.4973856|1.0|0.0|1.0|1.0|3.02|0.13|22.0|-9.25|6.77|3.9|2.0|113.97|0.0|1.0|4.0|-4.79|405.85|0.0|5.03|-6.19|2.56e-07|0.000104|6.490000000000001e-07|0.0|0.0|2.28e-07|-0.05495|3.6696|-1686.0356350000002|621.06|1071.62|433.38|0.6877800000000001|-1685.8518170000002|0.2249|-0.15357|-0.2085199999999999|0.03283575|4.6281|0.05|7.3|7.3
9g_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.604992427|1.849105962|-0.058811055|-0.0054957819999999|5.4161004020000005|0|0.043730159|0.895670535|-0.225327061|0.011921308|0.139758613|10.31197177|-0.145879501|2|0.0115573539999999|0.133954053|-0.062672355|0|0.694156166|-0.384131901|0.821935848|0.665414608|1|0.90454157|-0.063539055|-0.079033043|0.002717414|0.021367335|65.74631496|50.29077056|-21.93596333|5.930596229|64.08637519|0.740240206|-1.185495647|-17.63553984|51.16627179|44.73159432|2169.234651|-624.5597134|-8.658932892000001|0.259759794|15.62271835|0.909806709|136.8503571|22.20330888|843.7257374|384.6422631|0.0|0.0|1.0|1.0|2.8|0.06|22.0|-6.43|2.93|0.64|0.0|87.53|0.0|1.0|4.0|-7.17|302.33|1.0|1.93|-3.09|0.00323|977.0|0.0008179999999999|0.0|0.0|0.000113|-0.0624|3.0778|-1332.476347|559.04|923.42|469.6|0.70233|-1332.31775|0.3563|-0.12765|-0.19005|0.01134289|5063.0|3548.0|5.45|5.45
1_a6 (SB-431542)|0.0|0|0|0.0|0|7.423568444|1|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|1|0.035620155|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|0.164429684|-0.033765606|1|0.838928085|-0.08530265|0.805877431|0.795744863|0|0.5940412860000001|-0.126408788|-0.122555709|0.210050443|0.033020439|160.410387|240.8019609|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|87.15852628|94.56841061|2678.823231|-1235.8353619999998|-16.29019397|0.2468003389999999|14.26172029|0.895537592|146.3942108|36.46179023|1640.78056|513.4628663999999|1.0|1.0|1.0|1.0|3.25|0.05|23.0|-7.69|3.63|1.54|1.0|106.85|0.0|1.0|5.0|-6.73|384.39|0.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0|0.0|7.81e-06|-0.05971|3295.0|-1292.553086|619.92|1049.69|464.07|0.55256|-1292.358966|0.3346|-0.13329|-193.0|0.03494577|8.8611|1542.0|5.8119|5.8119
8c_a12|0.0|0|0|0.0|0|0.0|1|1|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|0.0|3|0.038787879|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|-0.07003012|0|-0.00160589|-0.1876771789999999|-0.370782022|2|0.905486734|-0.10899871|0.8425863029999999|0.845077891|0|0.840397446|-0.067004282|-0.101988384|0.239216075|0.019604202|83.24714315|81.4415307|-26.55601426|5.104595615|0.0|0.764449832|-1.529825767|-17.44675795|61.66383178|44.19432689|2190.852814|-780.6350769|-9.958505349|0.235550168|10.74930819|0.8957467170000001|120.19586|25.52931025|1021.17241|390.0159026|0.0|0.0|0.0|1.0|3.91|0.11|18.0|-7.14|1.59|2.02|0.0|98.07|0.0|1.0|5.0|-6.44|314.34|1.0|2.23|-3.72|0.000339|107.0|0.0001899999999999|0.0|0.0|2.28e-05|-0.06706|3.8341|-1022.750382|551.66|909.19|402.43|0.53657|-1022.613451|0.1355|-0.15571|-0.2227699999999999|0.02263772|2.4806|0.04|7.3979|7.3979
14b_a23|0.0|1|1|0.0|2|7.423568444|0|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|5.351858133|2|0.043538647|0.716540473|-0.318684138|0.007671236|-0.0644978|10.31321824|-0.047410593|2|0.0075222369999999|0.121308009|-0.17267308|2|0.616699629|-0.00399443|0.857184548|0.5935522360000001|1|0.8462596590000001|-0.063267638|-0.082441268|0.228282196|0.020454632|40.76245006|99.66542762|-34.64639496|8.596171261|84.36242964|0.774359705|-1.64882535|-26.58857202|64.97993029|54.274732400000005|2943.803333|-1068.885909|-14.74314679|0.225640295|14.26820636|0.821406493|146.2760938|29.36910744|1380.34805|599.5697147999999|0.0|1.0|1.0|1.0|3.42|0.05|26.0|-7.67|4.58|3.4|2.0|120.24|0.0|1.0|5.0|-6.31|429.47|0.0|3.78|-5.11|2.66e-06|0.00114|7.73e-06|0.0|0.0|9.18e-06|-0.07803|3706.0|-1729.139722|673.05|1142.37|525.66|0.58097|-1728.9300010000002|0.3603|-0.15064|-0.2286699999999999|0.02188578|9.7544|4.0|8.3536|8.3536
7_a47|0.0|0|0|0.0|0|0.0|0|0|1.304326965|0.0|0.00763426|-0.008206422|0.0|2|0.04030303|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.04311702|2|0.6995252890000001|-0.04402021|0.8755534909999999|0.671549194|1|0.8473227320000001|-0.081264417|-0.095957591|0.427432212|0.008915606|103.5602725|86.09912617|-30.51603217|2.8353037860000003|0.0|0.816979353|-1.631279045|-25.84337052|61.47335819|50.85512286|2491.885862|-919.9254234|-11.52827882|0.1830206469999999|10.90440708|0.681423344|103.2106353|25.02240371|1126.008167|526.6144628999999|1.0|0.0|1.0|1.0|2.96|0.09|22.0|-9.45|6.52|3.69|2.0|111.28|0.0|1.0|4.0|-4.8|393.84|0.0|4.89|-6.06|3.41e-07|0.000134|8.75e-07|0.0|0.0|1.3900000000000001e-07|-0.05297|3.7203|-1647.963177|604.84|1043.33|455.81|0.69314|-1647.7863539999998|0.2144|-0.1544|-0.2073699999999999|0.03348545|4.4255|25.0|7.6|7.6
17a_a50|0.0|1|1|0.0|2|7.934155233999999|1|1|1.349854788|4.319202937|-0.186084687|-0.002225436|5.82008293|1|0.034142512|2.189373662|-0.133526134|0.012510153|-0.0979202769999999|10.94500663|-0.131632653|2|0.012893333|-0.178162528|-0.3891730779999999|1|0.762224122|-0.204032723|0.828062407|0.732114362|1|0.92300665|-0.045404408|-0.078525868|0.4062532579999999|0.013784807|10.03717565|50.14419437|-33.3079288|5.847033234|84.34722313|0.7899109000000001|-1.570517366|-19.25896309|58.69900789|38.54872522|2644.4486420000003|-1022.84584|-11.89568886|0.2100891|15.76161018|0.948768582|136.82673369999998|23.12299308|1294.887612|719.3470265|1.0|1.0|1.0|1.0|3.95|0.29|20.0|-6.76|4.14|2.3|1.0|121.78|0.0|1.0|4.0|-6.44|398.5|1.0|3.27|-4.44|0.000102|0.0408|3.61e-05|0.0|0.0|6.97e-05|-0.03196|4.0477|-1258.540058|705.96|1204.79|616.93|0.6244|-1258.260865|0.1754|-0.16724|-0.1992|0.02594911|8.2991|85.0|7.0706|7.0706
10_a27|0.0|0|0|0.0|2|6.605297921|0|0|1.400533489|3.383341915|0.122016352|-0.006285923|4.59511985|2|0.040512821|1.296293777|-0.282866526|0.00991794|0.034318674|10.93783185|-0.000903965|1|0.010329671|-0.309727442|-0.341622797|2|0.639413469|0.129719095|0.862408925|0.614205449|1|0.8526621529999999|-0.061299064|-0.087022238|0.346344305|0.017676458|6.0140309720000005|78.34972221|-24.60801194|4.998521009|49.19800605|0.7453606909999999|-1.305333567|-17.33405307|55.05868025|41.99674607|2270.538352|-694.1361252|-8.788575695|0.254639309|12.9316403|0.912640238|135.40932969999997|22.1732254|931.2754667000002|424.8821143|1.0|1.0|0.0|1.0|3.01|0.16|21.0|-6.24|2.97|2.25|0.0|97.39|0.0|1.0|4.0|-6.51|331.37|1.0|2.74|-3.92|0.000266|0.0882|0.0001189999999999|0.0|0.0|0.000192|-0.0498|4.1495|-1083.1151289999998|573.31|958.95|450.26|0.63894|-1082.956472|0.4452|-0.16805|-0.21785|0.0227416|6.9456|69.0|7.1612|7.1612
41_a18|0.0|0|0|0.0|0|7.03438793|2|2|1.251176562|0.0|0.115127295|-0.007587553|4.844187086|1|0.038034188|0.0|-0.500778516|-0.0034878|0.022493846|10.9470117|0.0212700929999999|0|-0.002136837|-0.137860739|-0.0091068809999999|0|0.759941674|-0.032217299|0.774395455|0.745631286|0|0.7349388459999999|-0.1020290859999999|-0.089139464|0.3888308139999999|0.009550224|347.42621339999994|181.7135945|-41.89408289|4.488448275|93.99687836|0.903239484|-2.317626057|-47.95199341|65.83786886|76.49358329|2899.29167|-1588.856592|-17.56848637|0.0967605159999999|17.13823195|0.950261611|66.33450764|28.37200951|1759.064589|897.5188662|1.0|0.0|1.0|1.0|4.07|0.25|18.0|-8.38|2.7|2.94|2.0|141.34|0.0|1.0|3.0|-6.38|452.55|0.0|2.53|-5.02|2.76e-06|0.00125|9.49e-06|0.0|0.0|1.89e-06|-0.04956|3.2123|-1454.3467460000002|736.59|1294.52|576.83|0.69308|-1453.980175|482.0|-0.1319|-0.1814599999999999|0.0280471999999999|2721.0|369.0|6433.0|6433.0
7s_a46|0.0|0|0|0.218897825|1|7.727094485|1|1|1.160371307|2.117265684|-0.0778653109999999|-0.005351046|5.533389489|1|0.044509804|0.0|-0.240797051|0.0060802|-0.005405515|10.94651358|-0.020953253|1|0.005577925|-0.327656845|0.018964141|1|0.778692012|-0.036284605|0.8182543959999999|0.768056188|0|0.858788462|-0.096723151|-0.083011849|0.249893305|0.008871171|166.3052939|70.97315818|-20.9694955|2.240932895|0.0|0.8198874559999999|-1.3281895890000002|-24.43308641|47.36217237|53.07188519|1982.695462|-667.5503351|-7.988379237|0.1801125439999999|9.829721631|0.7662292690000001|90.5248694|19.38565529|814.1975221|409.9543818|0.0|0.0|1.0|1.0|3.08|0.26|17.0|-6.08|3.9|2.39|0.0|91.19|0.0|1.0|3.0|-5.81|305.37|1.0|3.12|-4.24|8.590000000000001e-05|0.0262|5.76e-05|0.0|0.0|0.000256|-0.02024|4293.0|-974.7707066|539.99|916.7|446.63|0.44692|-974.615216|0.1186|-0.17923|-0.19947|0.036050328|3.6655|1985.0|5.7022|5.7022
16e_a32|0.0|1|1|0.0|0|7.765993078999999|0|0|0.609420752|0.0|0.180914799|-0.0154404319999999|5.733341277|0|0.040982906|2.080236877|-0.772021601|-0.0048042729999999|-0.070351839|10.31100268|-0.01320745|3|-0.002310082|-0.079817994|-0.219947482|0|0.804503712|0.096017785|0.91471624|0.7619492790000001|1|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|0.024145309|105.4021155|134.6906051|-48.41036206|9.961663868|39.27920316|0.702226562|-1.760072163|-35.94239328|90.34923861|71.46633549|2710.157931|-1130.524639|-15.45011555|0.297773438|12.15001203|0.848279482|191.2650034|34.2534974|1609.914378|573.3529948|1.0|1.0|1.0|1.0|3.64|0.26|19.0|-7.38|4.6|1.12|3.0|111.95|1.0|1.0|5.0|-6.15|413.52|0.0|3.77|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|0.0|0.0|1.73e-05|-0.0505899999999999|3.6214|-1955.965644|677.82|1130.95|552.79|0.7022|-1955.766505|0.2858|-0.14991|-0.2005|0.02792775|3.9389|7.0|8.1367|8.1367
19_a31|0.0|0|0|0.0|0|7.401841579|0|0|0.61013725|0.0|0.062492295|-0.01001901|5.351858133|0|0.0427124179999999|0.0|-0.46087445|-0.005956522|-0.040386271|10.31169935|-0.081641954|2|-0.0038998559999999|-0.095997335|-0.1751017789999999|0|0.656654981|0.019858798|0.902130276|0.6427749970000001|0|0.7312647940000001|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|75.32978176|157.414423|-38.88650245|5.035230173|67.42915967|0.776211804|-1.586671445|-31.1960848|75.31824576|61.85348014|2265.6917350000003|-929.4091898|-12.37297805|0.223788196|12.77501178|0.805382437|131.0862475|27.21285095|1197.365442|460.3754405|1.0|1.0|1.0|1.0|3.44|0.28|16.0|-7.39|4.33|1.68|1.0|97.25|0.0|1.0|4.0|-6.41|358.43|0.0|3.47|-3.92|2.14e-05|0.0076799999999999|0.0001199999999999|0.0|0.0|1.46e-05|-0.04308|3.9477|-1489.4951640000002|625.93|1028.58|537.66|0.5385300000000001|-1489.323855|0.2271|-0.16367|-0.20675|0.03702801|2.4209|1.8|5.7447|5.7447
19_a4|-3.21497177|0|0|0.0|1|7.535296702|1|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|5.4161004020000005|1|0.040511696|0.0|-0.105763614|0.006243904|-0.211341677|10.30966825|-0.136621315|1|0.009687676|-0.086166959|-0.042058265|1|0.55269662|0.152550043|0.834377354|0.514505012|0|0.820765063|-0.070677568|-0.0759826109999999|0.285282038|0.013022539|15.411502800000004|98.66465411|-23.02459887|3.946149569|13.25878373|0.764880253|-1.215721775|-21.41704046|49.73882261|46.07495776|2558.336814|-669.2264932|-8.771275759|0.235119747|11.01887515|0.85352261|129.4279389|20.83197214|874.9428297000001|450.6848883|1.0|1.0|0.0|1.0|3.46|0.16|17.0|-6.09|4.32|2.16|1.0|98.19|0.0|1.0|4.0|-6.58|351.42|1.0|2.92|-3.97|0.000156|0.0547|0.000106|0.0|0.0|0.0002839999999999|-0.05294|4.1858|-1446.909868|583.39|983.4|500.34|0.67535|-1446.760398|0.3806|-0.17004|-0.22298|0.02985188|7.1079|19.5|4.71|4.71
12q_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|1.29701394|0.0|-0.0543475329999999|-0.00761082|5.351858133|2|0.042804233|0.0|-0.410984299|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|0.0010871589999999|0.1161527719999999|-0.177407665|1|0.8941919290000001|-0.017640538|0.8839272779999999|0.8065052890000001|0|0.82911927|-0.07607684|-0.1060430969999999|0.324924033|0.018562763|82.68142965|110.4712541|-44.31949385|7.758093617|0.0|0.768692389|-1.908775752|-31.79544084|80.15866795|61.18276554|2786.514757|-1233.988474|-15.95501778|0.231307611|14.69971555|0.947876484|149.536123|32.10617123|1605.308562|629.5017194000001|1.0|0.0|1.0|0.0|4.74|0.14|17.0|-7.18|2.54|2.51|1.0|128.76|0.0|1.0|4.0|-6.49|415.88|1.0|2.34|-4.59|3.64e-05|0.0151|2.55e-05|0.0|0.0|2.77e-05|-0.05602|3.8653|-1692.5102989999998|683.51|1148.35|531.58|0.39919|-1692.3116350000005|0.3419|-0.1566|-0.2126199999999999|0.03415678|6.4226|6.0|8.2218|8.2218
12d_a40|0.0|0|0|0.0|1|7.515889085|0|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|0|0.043185185|0.794852923|-0.288158151|-0.000134504|0.087954209|10.31197256|-0.166080871|2|-0.002126898|0.3683138529999999|0.224167029|0|0.809398262|-0.0065648919999999|0.845904643|0.6948809659999999|1|0.840431415|-0.095675903|-0.091630294|0.0913543|0.01171131|207.39648|84.53363343|-25.71599691|3.286773518|60.80168183|0.844283549|-1.282824111|-26.85139526|55.13932669|56.88984065|2270.596857|-679.5935638999999|-10.90981687|0.155716451|14.88744155|0.8899787840000001|82.49291335|24.39197636|804.9352200000001|350.9435025|1.0|1.0|1.0|1.0|3.23|0.0|20.0|-6.84|5.02|3.76|2.0|96.16|0.0|1.0|2.0|-5.13|361.25|0.0|4.21|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.0|0.0|5.2e-05|-0.07765|2.7962|-2153.180821|552.57|910.58|435.41|0.55983|-2153.071733|115.0|-0.11604|-0.19369|0.0164339|1.9961|19.0|7.7212|7.7212
12z_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|1.297044126|0.0|-0.065211069|-0.007671785|5.351858133|2|0.041767677|0.0|-0.421948174|-0.000143196|-0.010881947|10.95429182|-0.030529442|1|0.001194592|0.066366917|-0.175397741|1|0.8707354620000001|0.103551178|0.886776351|0.8212311840000001|0|0.834790405|-0.081592361|-0.102674964|0.492335362|0.023371488|114.3931487|109.572766|-45.16471514|10.28066212|15.59091678|0.712682362|-1.848149347|-35.89088901|83.07227002|69.61568586|2841.692299|-1225.757112|-15.940487699999998|0.287317638|14.78435842|0.844286292|190.5590792|33.72393432|1719.920651|642.3830552000001|1.0|0.0|1.0|0.0|4.76|0.13|17.0|-6.66|1.76|1.38|1.0|128.47|0.0|1.0|5.0|-7.08|406.44|0.0|1.66|-3.95|0.000101|0.0412|0.000113|0.0|0.0|8.97e-05|-0.05642|3.8969|-1325.157504|686.33|1153.7|539.36|0.69397|-1324.951498|0.4423|-0.1575|-0.2139199999999999|0.03845474|6.5892|5.0|8301.0|8301.0
18_a31|0.0|0|0|0.0|0|7.401841579|0|0|0.610137226|0.0|0.0690370959999999|-0.013634202|5.351858133|0|0.0427124179999999|0.0|-0.640807491|-0.009923585|-0.001973566|10.31169929|-0.096301845|2|-0.007811355|-0.084218532|-0.107017926|0|0.868704545|0.022160691|0.904870098|0.838968212|0|0.72588713|-0.11789212|-0.129469649|0.258135789|0.014467496|238.9516432|160.8952371|-44.60622732|4.984491996|0.0|0.7774768320000001|-1.81257508|-40.61741697|85.81723707|77.69074057|2241.561812|-1063.9219449999998|-13.87749294|0.222523168|12.84812443|0.8155571290000001|130.6137795|30.40953623|1368.42913|477.1857166|1.0|1.0|1.0|1.0|3.41|0.28|16.0|-6.54|3.48|0.75|1.0|99.32|0.0|1.0|4.0|-6.72|356.44|0.0|2.89|-3.62|2.42e-05|0.00862|0.000241|0.0|0.0|0.000104|-0.03702|3.9105|-1465.4803960000002|630.26|1041.21|541.33|0.51842|-1465.300904|0.2457|-0.16212|-0.19914|0.04825999|4.6746|0.13|6.8861|6.8861
12y_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|1.29704385|0.0|-0.061103469|-0.00707164|5.351858133|2|0.041767677|0.0|-0.410155116|0.002782748|-0.049845887|10.94917392|-0.028440975|1|0.003724542|0.06152178|-0.1619981409999999|1|0.90500247|0.046673879|0.873588247|0.856135378|0|0.83704133|-0.076585128|-0.098532865|0.424572485|0.019404665|114.430624|109.55137340000002|-44.53093547|8.769742642|14.40618351|0.755735734|-1.970657299|-34.61187706|78.8341402|64.53055627|2793.629988|-1324.80348|-16.49293906|0.244264266|14.80236899|0.950403792|164.2102614|32.46293206|1752.9983309999998|698.847203|1.0|0.0|1.0|0.0|4.88|0.12|17.0|-7.01|2.42|2.38|1.0|133.84|0.0|1.0|4.0|-6.34|407.47|1.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|0.0|0.0|3.94e-05|-0.05002|3.8794|-1310.315063|702.38|1183.75|532.91|0.66796|-1310.077567|0.4358|-0.15671|-0.20673|0.03583863|8249.0|12.0|7.9208|7.9208
3a_a12|0.0|0|0|0.0|0|0.0|1|1|1.28383802|0.0|0.13714555|-0.007671441|0.0|2|0.032544803|0.0|-0.322200517|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|-0.001011111|-0.205054123|-0.1213636769999999|1|0.943290857|-0.021522321|0.759068438|0.8847197109999999|0|0.871985494|-0.07121814|-0.090803706|0.241900756|0.009433302|71.11710277|62.63745781|-21.73969523|2.258466332|0.0|0.781050096|-1.362055589|-17.05063286|52.21461165|39.46272532|2045.857684|-666.453375|-8.361421244|0.2189499039999999|11.01449587|0.859002624|107.1321197|21.87893986|853.2786545|381.0058252|1.0|1.0|0.0|1.0|3.84|0.05|18.0|-7.5|2.49|3.09|0.0|97.52|0.0|1.0|3.0|-5.88|298.34|1.0|2.98|-4.06|0.00025|0.0745|8.8e-05|0.0|0.0|9.33e-06|-0.06829|3.7304|-951.3480023|528.84|875.71|383.08|-0.34688|-951.217594|128.0|-0.15328|-0.22157|0.023184956|1.9332|194.0|6.7122|6.7122
8e_a12|0.0|1|1|0.0|1|6.803505258|1|1|1.283834633|1.873617728|0.050021617|-0.006350143|4.727387819|2|0.037430556|2.197856963|-0.330207456|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|0.005744805|0.112673977|-0.136145064|1|0.83954453|-0.036433876|0.815412281|0.797199175|1|0.939627917|-0.05202522|-0.087795345|0.001151979|0.0155147339999999|51.38557748|34.57040021|-28.78776717|5.0872236|0.0|0.7112578709999999|-1.492520871|-17.05887601|61.4656313|38.67488258|2548.979738|-854.6507103|-10.19566754|0.2887421289999999|11.80358346|0.830990262|165.34017769999997|25.03342862|1201.604574|561.9859171|1.0|1.0|1.0|1.0|4.11|0.14|21.0|-7.93|2.68|3.05|2.0|117.04|0.0|1.0|4.0|-6.03|366.42|1.0|3.12|-4.69|4.25e-05|0.0156|2.03e-05|0.0|0.0|4.34e-06|-0.05739|3.3044|-1177.593205|612.59|1048.44|481.04|0.38889|-1177.380602|0.2252|-0.13599|-0.19338|0.02580783|1.9327|588.0|6.2306|6.2306
4p_a46|0.0|0|0|0.122217892|1|7.825245291|1|1|1.134636977|2.102855253|-0.060700883|-0.004413243|5.587248657999999|0|0.046533816|0.0|-0.233901882|0.005152176|-0.205494852|10.93681929|-0.120823841|1|0.004453195|-0.251219946|0.101602982|0|0.7471162309999999|-0.078703563|0.7911509609999999|0.751334374|0|0.905966489|-0.0997229069999999|-0.083274013|0.3352802039999999|0.007398064|175.10295019999998|53.32991189|-26.78464688|2.379548177|0.0|0.87420565|-1.498932241|-32.07534663|51.05047787|60.7522985|2257.769185|-850.1003902999998|-9.642472876|0.12579435|10.10955243|0.734640605|71.34266847|19.44852199|972.4260993|585.8536976|1.0|1.0|1.0|0.0|3.89|0.3|17.0|-7.05|5.25|3.2|2.0|107.89|0.0|1.0|3.0|-5.09|357.45|1.0|4.25|-5.4|1.59e-06|0.000567|4.03e-06|0.0|0.0|3.2e-05|-0.0393|3.9958|-1129.618646|598.19|1058.54|537.47|0.43709|-1129.3914619999998|0.0763|-0.16819|-0.20749|0.03979459|5.3996|341.0|6.4672|6.4672
12t_a36|0.0|0|0|0.0|0|7.412764017000001|2|2|1.297042607|0.0|-0.058770337|-0.00673635|5.351858133|2|0.041767677|0.0|-0.404180985|0.003676818|-0.030990165|10.95395385|-0.0288761339999999|1|0.0045625|0.059266516|-0.169994208|1|0.902377067|-0.009662203|0.878510663|0.857993338|0|0.8337556420000001|-0.0735262|-0.100615514|0.318666358|0.017627553|86.12920631|110.727965|-44.63604995|7.820109571000001|0.417511887|0.78316808|-2.012310282|-32.61842026|77.32343502|60.71345614|2771.211293|-1340.3102789999998|-15.94144641|0.21683192|15.36435856|0.930112292|144.422087|30.56063281|1711.395437|729.1873176|1.0|0.0|1.0|0.0|4.94|0.21|17.0|-7.36|2.45|2.45|1.0|133.52|0.0|1.0|4.0|-6.33|409.49|1.0|2.4|-4.57|2.48e-05|0.0102|2.6600000000000003e-05|0.0|0.0|1.7899999999999998e-05|-0.05302|3.6694|-1311.552739|713.6|1208.04|562.72|0.69297|-1311.287803|0.0155|-0.15088|-0.2039|0.03230976|7.9104|8.0|8.0969|8.0969
