molecula|SddssS|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|PNSA4|DPSA3|TASA|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
25_a12|0.0|0|0.0|0|0|0|1.404967476|0.0|-0.004103693|0.0|-0.045725323|2|-0.089297664|-0.025245046|-0.11195017|0|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|0.638255008|-0.2430098439999999|-0.208172827|0.688743998|1|0.947937175|-0.054734834|0.120087607|0.004952762|-41.75851719|2.580489093|37.96125329|27.12578432|-0.03323193|-21.75703145|1.3444869730000002|-1.362509125|-14.85843094|-17.31450713|31.09844409|493.8944271000001|0.082701363|5.34703037|9.70173342|0.814415245|4329.321091|18.87554002|-434.8420476|773.8971409|430.4348528|1.0|0.0|1.0|1.0|4.7|5.35|1.0|99.48|0.0|1.0|3.0|-4.82|311.38|0.0|1.0|-5.25|5.19e-06|0.00162|0.00175|0.0|0.0|1.6399999999999995e-09|4.73|-974.6569575|560.14|945.73|359.04|0.4483|442.64|0.63284|0.1897|1.2494|-0.19655|0.024123749|-974.508059|22.0|7.6576
4i_a46|0.0|0|0.19654443|1|1|1|1.1346370959999998|2.184105962|-0.002360192|5.587248657999999|-0.018872727|1|-0.088884176|-0.160741899|-0.125773054|1|1|0.011931187|-0.133434195|-0.060809732|-0.091288438|-0.22302552|1|0.749522825|-0.0656636|-0.17856753|0.786754478|0|0.940780437|-0.058565229|0.263514985|0.015663081|-42.48203383|8.847405392999999|67.51603424|33.45060163|-0.025069479|-23.99628633|4.997521397|-1.278543436|-18.68604171|-14.16067794|41.92840157|531.4066842|0.2361682219999999|6.218233741000001|10.47951666|0.685288314|4893.587424|18.53900079|-298.0546045|945.4890404|579.2365607|0.0|1.0|1.0|0.0|4.79|5.07|1.0|105.43|0.0|1.0|3.0|-5.31|347.45|0.0|1.0|-5.04|1.16e-05|0.00403|0.00317|0.0|0.0|5.04e-08|4.46|-1092.730494|611.74|1058.5|280.31|0.2805|546.24|0.41877|0.1421|2.8538|-0.20084|0.02614355|-1092.528145|612.0|6.2132
11c_a31|0.0|0|0.0|0|1|1|0.6101368770000001|0.0|-0.0184155389999999|5.733341277|-0.141329185|0|-0.031640011|-0.137912959|-0.085216451|2|2|-0.008375297|-0.0512371409999999|-0.0992097109999999|-0.16065803|-0.572548808|0|0.839810365|0.013528742|-0.139933586|0.8906705429999999|0|0.564143263|-0.138002689|0.3608415239999999|0.034256743|-82.24513417|20.06220362|264.7428792|255.2562173|-0.042457317|-48.16624372|11.74927853|-1.825664624|-47.33176279|-24.864808|100.8824395|330.3862551|0.323910768|7.259183801|13.95917988|0.922968238|5329.481371|36.77740577|-206.2506659|1581.428448|449.7512005|0.0|1.0|1.0|2.0|5.04|3.64|1.0|97.32|0.0|2.0|6.0|-6.56|371.41|0.0|1.0|-3.98|7.68e-06|0.00285|39.0|0.0|0.0|1.45e-06|4.47|-1559.3980869999998|622.22|1022.77|321.61|0.2627|512.9|0.7005899999999999|0.2627|5289.0|-0.19526|0.04465349|-1559.253116|0.13|6.8861
1n_a5|0.0|0|0.0|0|0|0|1.427557749|0.0|-0.007315978|4.59511985|-0.0533837329999999|2|0.002508727|-0.150600424|-0.047910067|1|1|0.004754079|0.004115733|-0.00966135|-0.015850084|-0.393928416|2|0.77828693|-0.013686011|-0.087019366|0.8402078140000001|0|0.785210014|-0.082180848|0.428980979|0.023129277|-47.04056285|13.27640087|63.58796786|123.2912732|-0.030493391|-27.00168194|7.620766672|-1.311215832|-27.07741706|-17.50346525|60.44890447|450.71720610000006|0.372248254|7.881746117|15.27080096|0.937489579|5101.31614|27.88278228|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|1.0|4.41|3.99|1.0|101.77|0.0|1.0|5.0|-6.41|356.38|0.0|1.0|-4.18|5.41e-05|0.0193|0.0234|0.0|0.0|8.43e-09|4.19|-1179.209088|607.15|1017.23|282.82|0.3789|481.06|0.44786|0.3789|0.6234|-0.23278|0.03956123|-1179.073189|27.0|7.5686
6d_a40|0.0|0|0.0|1|1|2|0.604893491|1.695192271|-0.015362927|6.401917197|-0.091548968|0|-0.104206961|0.086704068|-0.205140551|2|2|-0.00448098|-0.249967637|-0.025143559|-0.0603134|-0.624951805|0|0.8361555479999999|-0.039077432|-0.289988439|0.8988141140000001|1|0.663670372|-0.115007564|0.372705643|0.017359149|-76.51205671|11.10859664|192.5638526|215.22657540000003|-0.050049893|-48.96216855|7.108696385|-2.15214542|-47.09642482|-32.02830281|84.70509846|424.7009165|0.13994759|6.908972922999999|12.08146906|0.7486635420000001|7436.576348|37.23994308|-460.8148719|1601.317552|555.2010623|0.0|1.0|1.0|1.0|4.8|3.63|2.0|120.09|1.0|2.0|5.0|-6.36|460.52|1.0|1.0|-5.15|6.18e-08|2.85e-05|0.00327|1.0|0.0|4.9e-05|7.98|-2470.82949|656.5|1111.69|419.45|0.3518|511.88|0.6624800000000001|0.3518|7.8884|-214.0|0.03556489|-2470.684323|1.0|8.9208
16g_a32|0.0|1|0.0|0|0|0|0.609420729|0.0|-0.013775701|5.733341277|-0.0429252429999999|0|-0.049658216|-0.029193403|0.004735761|3|3|-0.00030659|-0.085591073|-0.117577419|-0.202656848|-0.696926204|0|0.83902731|-0.026098259|0.008494733|0.8821580379999999|1|0.8206422409999999|-0.078387439|0.542303725|0.023959586|-77.75914881|17.659402|90.88837862|132.1955522|-0.033839807|-57.31234426|13.01585399|-1.79350976|-42.58335004|-24.94161377|75.43482709|604.8539801|0.313667656|9.3963701|15.58880229|0.65902387|6372.261243999999|36.34043182|-274.67233460000006|1926.042887|701.9321161|1.0|1.0|1.0|2.0|6.81|5.38|3.0|121.56|1.0|1.0|10.0|-5.69|441.57|1.0|1.0|-5.32|3.08e-08|1.36e-05|0.00213|0.0|0.0|6.890000000000001e-09|5.38|-2034.621991|752.29|1245.25|342.86|0.2879|639.49|0.70222|0.2879|3.7346|-0.19968|0.02895494|-2034.408165|11.0|7.9586
14t_a23|0.0|1|0.0|2|0|0|1.197962538|3.410065804|-0.005383494|5.351858133|-0.024472753|2|0.073534004|-0.041339801|-0.093434862|2|2|0.01180744|0.134446672|-0.074441567|-0.136106024|-0.4515027279999999|2|0.7629258809999999|0.113493155|-0.152771194|0.820002545|1|0.920956836|-0.0553915009999999|0.361071229|0.017433037|-51.65035498|11.36130649|36.6149406|51.51331913|-0.033286443|-33.66111722|7.404291213|-1.6643221380000002|-23.52629623|-21.69314909|47.46057034|600.1979272000001|0.2000541589999999|7.55064865|14.13931199|0.872595673|6523.656379|27.11827225|-390.9561553|1355.9136119999998|666.0036144999999|0.0|1.0|1.0|1.0|3.88|4.33|2.0|125.25|0.0|1.0|5.0|-6.1|425.51|0.0|0.0|-5.25|1.43e-06|0.000608|0.0023899999999999|0.0|0.0|1.65e-08|3.79|-1669.240512|692.08|1184.43|386.72|0.2061|534.86|0.5824199999999999|0.0003|5.8672|-0.22291|0.02135191|-1669.040656|4.0|8.3979
12ak_a36|0.0|0|0.0|0|2|2|1.270373882|0.0|-0.006465433|5.351858133|-0.0407717229999999|2|0.12041792|-0.116440196|-0.015708652|1|1|0.005035022|0.198260132|-0.099596099|-0.163978382|-0.439326642|1|0.815627016|0.051506104|-0.0265703679999999|0.860939187|0|0.848705143|-0.069176342|0.537460657|0.019931266|-66.15829243|14.3700664|113.186508|109.0807368|-0.032660864|-47.69888026|10.36054668|-1.926990997|-35.95881638|-23.5478668|64.24490364|611.9003905000001|0.262560805|7.98672125|13.86156772|0.735576751|6240.396899|31.93194362|-342.3783571000001|1883.984673|799.5563855|0.0|1.0|1.0|2.0|3.85|3.01|2.0|138.33|0.0|1.0|6.0|-6.19|423.51|0.0|1.0|-4.86|1.13e-05|0.0047799999999999|0.00589|0.0|0.0|4.2e-08|4.21|-1350.900117|730.3|1247.89|336.05|0.4514|584.05|0.69463|0.0001|6.3682|-0.20204|0.03471045|-1350.637958|46.0|7.3372
28_a20|0.0|0|0.0|1|0|0|1.417203216|1.837209467|-0.006492092|4.727387819|-0.114439513|3|0.091462964|0.0313932529999999|-0.039965901|1|1|0.002695258|0.155263557|-0.016955137|-0.028782305|-0.447096101|3|0.755701837|-0.104458316|-0.06654421|0.812553182|1|0.7817507370000001|-0.086299346|0.3962228229999999|0.014682607|-60.85602167|9.799649234|318.7453661|145.66665480000003|-0.035068957|-40.6172876|6.540604536|-1.823585765|-38.44343857|-23.40616218|67.39863895|521.7658603|0.226358273|7.587188177000001|14.28413212|0.8826648009999999|6348.941881000001|30.25452396|-365.2747728|1573.2352460000002|684.5377542|1.0|1.0|1.0|1.0|3.93|4.01|1.0|122.8|0.0|1.0|5.0|-6.96|420.47|0.0|1.0|-4.43|3.77e-05|0.0159|0.0156|0.0|0.0|1.57e-09|4.64|-1368.363151|704.42|1198.32|346.35|0.2354|531.85|0.50352|0.0153|3.5284|-0.21814|0.03534166|-1368.146882|255.0|6.5935
12b_a50|0.0|1|0.0|2|1|1|1.397986833|4.058595679|-0.002929899|5.82008293|-0.0016330379999999|1|-0.08032584|-0.101728189|-0.115659308|2|2|0.011790103|-0.139522815|-0.168032508|-0.291865836|-0.246831987|1|0.804535572|0.009081884|-0.189976035|0.8718949979999999|1|0.925916085|-0.045602469|0.24516882|0.0214891|-33.25880166|10.80329197|8.07905572|37.24447201|-0.0237482779999999|-16.72031641|5.43117764|-0.926182858|-11.52561607|-11.93905701|33.72918462|465.4891075000001|0.4268092529999999|5.7232816060000005|10.05480253|0.756824707|4672.843578|20.82911679|-73.59089223|812.3355548|388.171611|1.0|0.0|1.0|0.0|2.59|3.42|0.0|94.69|0.0|2.0|2.0|-6.44|313.36|0.0|1.0|-3.84|0.000685|215.0|45.0|0.0|0.0|3.22e-06|2.47|-1006.664619|539.15|909.8|315.44|0.2425|401.64|0.6016199999999999|0.0777|4.0567|-0.19425|0.02307802|-1006.550688|4.74|5.3242
13l_a6|0.0|0|0.0|0|1|1|1.4242139390000002|0.0|-0.0143011819999999|5.351858133|-0.132667824|1|0.090187973|-0.037558466|-0.086595185|1|1|-0.006280295|0.144180269|-0.045794891|-0.073210645|-0.564860904|1|0.7908110340000001|-0.058931734|-0.1470289659999999|0.84018367|0|0.643098986|-0.118071236|0.210844002|0.030012523|-88.13242567|20.90615311|182.8275745|248.6104661|-0.0451862259999999|-61.3913735|14.56282911|-2.53042863|-57.29112645|-31.47586631|103.1523329|447.9705372|0.206328863|8.810095892|15.34147837|0.7413520309999999|6462.086665999999|39.65857501|-409.1314702|2220.880201|741.5222707|1.0|1.0|1.0|3.0|4.55|3.8|1.0|124.98|0.0|1.0|7.0|-6.59|441.48|0.0|1.0|-4.77|3.26e-06|0.00144|0.0075599999999999|0.0|0.0|1.29e-09|5.41|-1465.865882|735.52|1249.13|349.26|0.3115|578.91|0.7002|0.0165|7.2582|-0.19447|0.03092407|-1465.624566|385.0|6.4145
13e_a6|0.0|0|0.0|0|0|0|1.429020445|0.0|-0.006882528|4.727387819|-0.008507023|2|0.018376555|0.0266218529999999|-0.037793156|1|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.765593573|0.102257199|-0.067328767|0.827254552|1|0.861676601|-0.074242826|0.175643236|0.0183790889999999|-62.36320497|12.28502792|66.59852278|92.4587065|-0.032929004|-41.68507499|8.211609879|-1.679379203|-33.17101912|-22.01054293|61.91072885|575.965487|0.277469482|7.973429837999999|14.346067199999998|0.799234143|6147.8097210000005|30.46313253|-297.4895642|1553.619759|676.2770877|1.0|1.0|1.0|2.0|5.01|4.53|1.0|123.82|0.0|0.0|5.0|-6.52|417.47|0.0|1.0|-4.78|7.74e-06|0.00323|0.00688|0.0|0.0|6.59e-11|3.36|-1347.297639|713.3|1202.5|381.78|0.8312|567.24|0.38609|0.0104|10.1884|-0.20804|0.03809808|-1347.074898|12.0|7.9208
12aj_a36|0.0|0|0.0|0|2|2|1.29704406|0.0|-0.00706023|5.351858133|-0.045035034|2|0.064171987|-0.103202936|-0.042227364|1|1|0.003962098|0.1087087|-0.104118159|-0.1763783589999999|-0.43462267|1|0.812278823|0.091113865|-0.072770961|0.8632656809999999|0|0.8269863129999999|-0.073002742|0.251263868|0.018305468|-65.89100364|11.73352271|82.34300699|110.89910559999998|-0.0368515929999999|-42.23511741|7.521007149|-1.953134451|-29.99399664|-23.62130319|58.52715472|530.0854761|0.22507266|8.056502837|15.35536375|0.905958957|5763.333098|30.48195872|-352.4483722|1615.543812|662.0530478999999|0.0|0.0|0.0|2.0|3.24|2.19|1.0|128.72|0.0|1.0|5.0|-6.55|395.46|0.0|0.0|-4.3|6.929999999999999e-05|0.0274|0.02|0.0|0.0|1.08e-07|3.48|-1272.27339|682.84|1157.64|344.24|0.5616|539.55|0.4112|0.0082|5.8554|-0.20093|0.03225532|-1272.060325|17.0|7.7696
9d_a40|0.0|0|0.0|1|0|0|0.604992329|1.839557351|-0.003961493|5.4161004020000005|-0.022152094|0|0.153818743|0.15723868|-0.137738587|2|2|0.010101686|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.7572844040000001|-0.3969541689999999|-0.223631751|0.8221990920000001|1|0.941627612|-0.060319196|0.002088915|0.010749826|-36.92750973|5.539796446|108.1468558|30.08152399|-0.031613312|-19.03015798|2.854868966|-1.074852592|-16.01918037|-16.29154841|36.6245851|485.2567189|0.133579429|8.023385851|15.06105494|0.87714454|4401.742338|18.80327978|-377.6610668|639.3115126|346.9019309|0.0|1.0|0.0|0.0|5.2|5.09|1.0|91.71|0.0|1.0|2.0|-4.62|325.82|0.0|1.0|-5.65|7.37e-07|0.0002399999999999|0.000727|0.0|0.0|1.01e-07|4.7|-1677.551678|542.19|892.69|370.51|0.4888|446.84|0.4557199999999999|0.4025|6.2032|-0.20781|0.01113991|-1677.48058|107.0|6.9706
9_a15|0.0|0|0.0|0|0|0|1.419941378|0.0|-0.009923019|0.0|-0.042227775|1|0.096418279|0.05688176|0.005692073|0|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|1|0.7059441040000001|0.088615068|0.010183805|0.742680335|0|0.846156316|-0.073701648|0.416635119|0.032464905|-65.07462414|18.10574464|105.5304352|85.79894134|-0.028575549|-36.29225274|10.09761131|-1.400201879|-22.92354152|-15.93664265|59.20930631|471.903131|0.48742253|5.485176331|10.00547485|0.8240935659999999|5375.400861|31.09118831|-14.02896218|1523.4682269999998|532.0914339999999|1.0|1.0|1.0|1.0|3.9|4.95|2.0|104.74|0.0|1.0|7.0|-5.52|366.41|0.0|1.0|-4.81|5.63e-06|0.00206|0.00562|0.0|0.0|2.69e-08|3.36|-1223.705126|588.55|1042.17|330.74|0.2693|507.33|0.6512399999999999|0.0115|1.4625|-0.1824|0.01773342|-1223.522216|107.0|6.9706
24_a47|0.0|1|0.0|1|0|0|1.304328602|1.225600378|-0.010774404|4.727387819|-0.1160443999999999|2|0.0251322929999999|-0.063708635|0.071506228|1|1|-0.004514441|0.056234624|-0.111494046|-0.2494728939999999|-0.540463145|2|0.812650394|-0.005097239|0.113432542|0.875198713|1|0.7839491009999999|-0.075894947|0.214985826|0.021522987|-51.21152885|12.11301576|41.72753688|121.5922303|-0.032498249|-28.82156035|6.81713713|-1.364926459|-24.03877652|-18.28983173|54.82626523|441.2021442|0.388396422|7.024694045|13.48797266|0.920079732|6022.202634|29.90471672|-125.6197312|1255.998102|457.1122177|1.0|1.0|1.0|2.0|2.78|4.64|1.0|104.73|0.0|1.0|5.0|-6.48|396.81|0.0|1.0|-4.52|2.46e-05|0.00975|0.0121|0.0|0.0|2.32e-08|4.46|-1696.105723|578.94|1002.04|312.5|0.2618|450.98|0.6835|0.2618|2.6517|-0.2285|0.03414611|-1695.98597|3.0|8.5
2_a1|0.0|0|0.0|1|1|1|1.348828131|2.233384354|-0.004621682|5.4161004020000005|-0.014296455|1|-0.1056298369999999|-0.0619710709999999|0.101798469|1|1|0.003205156|-0.237981258|-0.145015842|-0.326716897|-0.422863867|1|0.795932678|0.079586368|0.1766333219999999|0.8571146190000001|0|0.808210065|-0.0622285999999999|0.220315042|0.011282631|-35.17029414|5.135384136|6.281701359|87.29479691|-0.026492726|-16.00805425|2.337413146|-0.927245426|-12.89184641|-12.05838656|33.45925305|367.8635872|0.305595997|5.2823820260000005|8.779158091000001|0.6619695520000001|3920.383175|17.36508791|-176.9692239|607.7780769999999|299.6692382|1.0|0.0|1.0|0.0|4.0|4.12|0.0|79.77|0.0|1.0|2.0|-6.04|279.31|0.0|1.0|-3.78|0.000871|243.0|0.0466|0.0|0.0|6.64e-07|3.31|-920.2093796|489.42|807.98|303.31|0.2991|355.79|0.7007899999999999|0.2991|3.5853|-0.19826|0.024658671|-920.123726|5.8|5.2366
AKLKII_a46|0.0|0|0.0|0|0|0|1.4316666480000002|0.0|-0.003417504|4.59511985|-0.030657|3|-0.008897473|0.156485495|0.036226415|1|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|1|0.837641394|-0.071827497|0.271156366|0.010384859|-42.37969553|4.924591245|160.85204040000002|76.99187522|-0.033194303|-20.09682339|2.335284369|-1.161800612|-16.15213359|-15.74102977|38.98582025|397.2168972|0.2278604669999999|5.83938898|11.22955511|0.92307023|4110.764451|20.38625028|-258.10190780000005|713.5187596|314.0966684|1.0|0.0|1.0|1.0|3.9|3.39|0.0|85.32|0.0|1.0|2.0|-6.5|287.32|0.0|1.0|-3.58|0.000578|166.0|0.0764|0.0|0.0|6.18e-08||||||||||||||181.0|6.7423
2_a33|0.0|1|0.0|0|0|0|0.609420748|0.0|-0.009168933|5.733341277|-0.064926835|0|-0.049900189|0.070526947|-0.05997501|3|3|-0.000810928|-0.0881938509999999|-0.083752249|-0.148024156|-0.593915758|0|0.833090592|-0.0212158239999999|-0.096644295|0.8799816220000001|1|0.8195154109999999|-0.0804186|0.411881091|0.018451635|-63.57699532|11.27469555|103.5201191|110.28338390000002|-0.031851158|-38.84811555|6.889294995|-1.56070672|-30.02592687|-19.46234551|60.41371259|500.7570617|0.297402265|6.152818143999999|11.60906093|0.8867875909999999|6067.635829|27.70055258|-247.5908207|1357.327077|618.9134881|0.0|1.0|1.0|2.0|6.7|4.63|2.0|115.28|1.0|1.0|7.0|-6.17|411.54|1.0|1.0|-4.78|4.44e-07|0.000183|0.0069|0.0|0.0|2.13e-08|5.11|-1920.079174|655.74|1128.98|341.74|0.2911|525.38|0.70205|0.2911|4.2519|-0.19979|0.02972182|-1919.890628|6.0|8.2596
11_a3|0.0|0|0.0|0|0|0|0.605020608|0.0|-0.01008647|4.727387819|-0.127546771|3|-0.101436441|0.044912659|-0.023103765|1|1|-0.005959152|-0.194041982|-0.0495219879999999|-0.0947326669999999|-0.577616902|3|0.724492061|0.132535663|-0.04179402|0.793311683|1|0.777803048|-0.0955396769999999|0.175996916|0.014376713|-47.02715152|6.800350988|253.1353625|105.101718|-0.0391657429999999|-22.2443844|3.216644354|-1.292469516|-21.37603754|-18.52584757|51.99171876|367.9098016|0.2475152639999999|5.475372235|10.29352296|0.8799677029999999|4487.967272999999|24.61956593|-238.8563772|812.4456757999999|311.6695405|1.0|1.0|1.0|1.0|3.79|3.41|0.0|88.28|0.0|1.0|2.0|-6.59|305.36|0.0|1.0|-3.71|8.37e-05|0.0256|0.0601|0.0|0.0|3.06e-07|2.12|-1288.195105|508.58|834.82|384.66|0.4441|346.18|0.6966600000000001|0.4441|3.3694|-0.20018|0.02994326|-1288.10577|0.04|7.3979
12ap_a36|0.0|0|0.0|0|2|2|1.2970441659999998|0.0|-0.007719624|5.351858133|-0.010732275|2|0.066185994|-0.105824575|-0.042675894|1|1|0.001194592|0.117738331|-0.098598933|-0.175397741|-0.436880644|1|0.832758813|-0.025198947|-0.074596774|0.893689741|0|0.830587483|-0.082622504|0.27547717|0.0217479329999999|-69.6632787|14.26936622|82.56761031|111.1558165|-0.037473093|-45.7078307|9.36249036|-1.91112774|-35.56900768|-24.58703954|68.48007054|544.9693552|0.262148114|8.766216204|16.37284224|0.86772056|6003.481614|33.32245946|-312.1212186|1699.445432|642.3830552000001|0.0|0.0|0.0|2.0|2.75|1.76|1.0|128.47|0.0|1.0|5.0|-7.08|406.44|0.0|0.0|-3.95|0.000101|0.0412|0.0458|0.0|0.0|2.21e-07|2.98|-1325.199863|691.41|1160.79|319.54|0.8819|553.28|0.59563|0.3982|7.0249|-0.21788|0.04039655|-1325.0127220000002|32.0|7.4949
7_a4|0.0|0|0.0|1|1|1|1.343865525|2.060422336|-0.001729561|5.4161004020000005|-0.003297033|2|-0.07290303|-0.125778587|0.04206117|1|1|0.008242591|-0.162314698|-0.042220092|-0.094000778|-0.174410426|2|0.8046449179999999|0.022270259|0.0707653759999999|0.87010589|1|0.825830607|-0.0650223009999999|0.470973822|0.01470626|-35.88407105|7.402610584|14.01468959|87.67070691|-0.026733161|-18.06277106|3.726212114|-1.06932642|-16.47508541|-13.45652664|40.13253521|415.6938929|0.282008333|5.512905888|9.797542165|0.7772010559999999|5022.496714|18.74189807|-219.4585767|749.6759227000001|407.1471338|1.0|0.0|1.0|0.0|4.42|4.67|0.0|95.07|0.0|1.0|2.0|-6.03|330.36|0.0|1.0|-4.41|0.000156|0.0514|13.0|0.0|0.0|3.49e-08|2.91|-1089.870249|538.92|915.46|307.05|0.0697|365.73|0.59702|0.0697|3.9832|-0.2219199999999999|0.02317758|-1089.753885|151.0|6821.0
6a_a40|0.0|0|0.0|1|1|2|0.604893625|1.78213955|-0.014623575|6.401917197|-0.077397672|0|-0.146542353|0.104332675|-0.230955427|2|2|-0.001171195|-0.272320301|-0.021759541|-0.040435852|-0.620787469|0|0.801647855|-0.012261923|-0.340539542|0.861720535|1|0.733750993|-0.109047987|0.360858579|0.016399125|-73.33687786|10.24294396|185.06174|166.2999483|-0.049149867|-45.80643937|6.397774285|-2.113444291|-42.542782200000005|-30.69915817|78.35465194|458.303126|0.132148181|6.945713476|11.8691482|0.708845065|7059.617542|35.37373259|-459.522754|1521.070502|557.4018948|0.0|1.0|1.0|1.0|4.38|3.07|2.0|120.14|1.0|2.0|5.0|-6.32|442.53|1.0|1.0|-4.99|7.85e-08|3.47e-05|0.00457|1.0|0.0|8.950000000000001e-05|7.73|-2371.579899|649.48|1103.4|415.55|0.4015|497.78|0.6782699999999999|0.4015|6.9379|-0.21255|0.01952089|-2371.443161|0.04|7.3979
4a_a46|0.0|0|0.210988875|1|1|1|1.13463711|2.180332577|-0.001042349|5.587248657999999|-0.008364558|2|-0.137420119|-0.11172225|-0.0466186959999999|1|1|0.0120924389999999|-0.216904465|-0.082000707|-0.129430244|-0.143806973|2|0.764741337|-0.215877982|-0.06611606|0.8075680409999999|0|0.923958017|-0.05488948|0.264863483|0.00935578|-35.24319509|4.858713991|6.579492736000001|39.49069232|-0.022129285|-18.30276019|2.523263761|-1.017947119|-14.80375017|-11.49234623|33.36433008|479.8368017|0.2573736219999999|5.613813876|9.831485239|0.751302315|4481.754309|15.47527339|-252.0050978|711.8625758999999|480.9500663|1.0|0.0|1.0|0.0|4.18|4.46|0.0|96.74|0.0|1.0|2.0|-5.87|318.42|0.0|1.0|-4.31|0.000117|0.0372|0.0156|0.0|0.0|1.53e-07|3.4|-994.237445|560.87|967.0|272.77|0.1694|467.4|0.6893600000000001|0.1694|3.1825|-0.21988|0.022810825|-994.079365|181.0|6.7423
5a_a49|0.0|0|0.0|1|2|2|1.343848751|2.111324504|-0.009147269|5.777652323|0.007039248|2|-0.072902329|-0.046327135|0.076610236|1|1|0.008623164|-0.1205081119999999|-0.158356406|-0.26176436|-0.51958118|2|0.7979412790000001|0.001251171|0.127914587|0.855876084|1|0.800090055|-0.072109357|0.6254267029999999|0.028578361|-46.04810561|16.71687776|124.92862240000002|116.9370825|-0.027311576|-26.93578408|9.77851757|-1.338267206|-24.67330519|-15.97587337|58.89715956|468.0117167|0.393071247|6.0732145310000005|11.91885068|0.962527525|6294.404170000001|26.32248561|-125.09569170000002|1289.801795|592.5885712|0.0|1.0|1.0|0.0|3.3|3.68|1.0|116.62|0.0|1.0|3.0|-6.84|397.43|0.0|1.0|-4.29|0.000146|0.0578|0.0202|0.0|0.0|1.1900000000000001e-07|4.14|-1311.995327|625.06|1082.25|316.13|795.0|443.78|0.31953|0.0529|5.6104|-0.21238|0.03478454|-1311.799168|43.0|7.3665
4_a3|0.0|0|0.0|0|0|0|0.60501714|0.0|-0.008561428|4.727387819|-0.161259999|1|-0.08769805|0.057349653|0.0248526079999999|1|1|-0.007022144|-0.208888686|0.053425134|0.127253753|-0.607238634|1|0.721302096|-0.028924747|0.041477445|0.785381728|1|0.74053397|-0.110345083|0.5842630360000001|0.008006786|-46.9200748|3.806447632|235.6982345|123.350856|-0.039478171|-22.30593113|1.809595554|-1.381735991|-24.93884341|-18.76802992|56.26480013|352.05186289999995|0.133023729|5.05182773|8.648209506|0.711897153|4885.093366|21.6476858|-348.9230345|757.6690029|347.9532383|1.0|0.0|1.0|1.0|5.3|5.17|1.0|92.65|0.0|1.0|2.0|-5.21|321.37|0.0|1.0|-5.09|2.02e-06|0.00065|0.00264|0.0|0.0|2.950000000000001e-08|3.53|-1355.332318|504.29|858.45|356.58|0.1776|338.33|0.3809|119.0|2.3542|-0.20826|0.02921941|-1355.239905|1259.0|5.9
12c_a5|0.0|0|0.0|0|1|1|1.236775191|0.0|-0.002685954|4.59511985|0.020594766|3|-0.086795626|-0.096073591|0.0072946769999999|1|1|0.00586291|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|2|0.797601178|0.05430631|0.014673577|0.8446264459999999|0|0.841092921|-0.070873852|0.450827114|0.016374249|-43.47195613|10.77147171|143.44655559999998|104.5338363|-0.022421317|-28.59715492|7.085796743|-1.25559373|-30.6699685|-14.74941369|57.39441476|553.2961182|0.416414105|7.293547043999999|13.53008071|0.855075538|5877.765289|25.27376659|-109.9706106|1415.330929|735.3048881|1.0|0.0|1.0|2.0|5.03|4.32|1.0|121.26|0.0|1.0|6.0|-6.79|411.5|0.0|0.0|-4.33|8.159999999999999e-05|0.0336|0.0191|0.0|0.0|4.93e-10|2.06|-1316.542713|694.24|1200.02|309.06|0.1513|519.21|0.52074|105.0|3.0135|-0.21128|0.02242648|-1316.305277|47.0|7.3279
