molecula|SddssS|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|PNSA4|DPSA3|TASA|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
19_a20|0.0|0|0.0|0|0|0|1.4009239059999998|0.0|-0.0096278259999999|4.727387819|-0.130949446|3|0.103271147|0.077469518|-0.063133522|1|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|3|0.7619768840000001|-0.143992458|-0.105118869|0.8193003000000001|1|0.754452534|-0.091725453|0.25624423|0.013643765|-65.49811346|8.964643162|339.8339889|161.33709|-0.038340404|-43.03556944|5.890223441|-1.993700989|-39.5992891|-25.1915821|69.23289949|495.7134289|0.203929412|7.950138729|15.38668579|0.935398401|6325.747732|31.64490997|-389.0666676|1645.535318|684.5377542|1.0|1.0|1.0|2.0|4.97|4.08|1.0|122.86|0.0|1.0|5.0|-6.8|420.47|0.0|1.0|-4.57|1.29e-05|0.00541|0.0112|0.0|0.0|2.34e-10|5.01|-1368.413151|687.79|1190.68|368.83|0.2998|519.34|0.6987399999999999|0.2998|4.2507|-0.2067|0.03487615|-1368.190746|2.6|5585.0
14b_a50|0.0|1|0.0|2|2|2|1.267593742|4.240438135|-0.003935732|5.82008293|0.0228205129999999|2|-0.068176984|0.037777505|-0.041169251|2|2|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|1|0.7887047979999999|0.030057537|-0.076752616|0.831689551|1|0.904076348|-0.050362464|0.7031402240000001|0.022423099|-50.27694576|14.70317076|25.31245624|62.89861413|-0.025558317|-32.9673668|9.64109526|-1.533499045|-21.65397937|-16.75898192|47.72661339|592.81677|0.362718946|6.3538844910000005|11.45638132|0.8030515570000001|6737.145102|26.29763086|-180.03459850000002|1577.857852|825.4425942|1.0|1.0|1.0|0.0|3.72|4.81|2.0|128.39|0.0|1.0|7.0|-6.5|441.52|0.0|0.0|-4.78|2.51e-05|0.0111|0.0074099999999999|0.0|0.0|1.3900000000000001e-07|3.05|-1431.068494|718.64|1253.87|304.07|0.1637|533.25|0.55594|0.1373|5.3711|-0.1936|0.03081037|-1430.7933859999998|6.58|5.1818
19_a4|-3.21497177|0|0.0|1|1|1|0.29641517|1.943606348|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|1|-0.052325802|-0.211341677|-0.136621315|1|1|0.009687676|-0.086166959|-0.0255403279999999|-0.042058265|-0.245630631|1|0.774746438|0.152550043|-0.190513834|0.834377354|0|0.820765063|-0.070677568|0.285282038|0.013022539|-41.82665583|7.168604362000001|15.411502800000004|98.66465411|-0.028945757|-23.02459887|3.946149569|-1.215721775|-21.41704046|-15.93396412|46.07495776|451.8120313999999|0.235119747|5.9448291|11.01887515|0.85352261|5232.561157|20.83197214|-291.6208078|874.9428297000001|450.6848883|0.0|1.0|1.0|0.0|2.97|4.32|1.0|98.19|0.0|1.0|3.0|-6.58|351.42|0.0|1.0|-3.97|0.000156|0.0547|0.0373|0.0|0.0|8.070000000000001e-07|6.67|-1446.939719|583.39|983.4|296.2|0.3806|500.34|0.67535|0.3806|5.8295|-0.22298|0.02985188|-1446.813896|19.5|4.71
12a_a50|0.0|1|0.0|2|1|1|1.397770359|4.075037557|-0.002936355|5.82008293|-0.0016330379999999|1|-0.111689174|0.014596049|-0.122912558|2|2|0.011790103|-0.193999688|-0.168032508|-0.291865836|-0.247407423|1|0.795582575|-0.030758487|-0.2018898489999999|0.862192416|1|0.904119689|-0.05075501|0.29507467|0.021013336|-33.44733598|10.58650394|7.457998037999999|48.30443297|-0.02383238|-16.85074424|5.333473207|-0.929462803|-12.88231829|-12.00673599|36.15684209|455.4948605000001|0.4247810279999999|5.116970861|9.648744341|0.885635975|4665.239724|20.873331|-75.79052945|814.0599092|388.171611|1.0|0.0|1.0|0.0|2.59|3.42|0.0|94.69|0.0|2.0|2.0|-6.44|313.36|0.0|1.0|-3.84|0.000685|215.0|45.0|0.0|0.0|3.22e-06|2.47|-1006.659456|545.54|908.22|304.01|0.1807|394.52|0.65267|0.1807|5.7662|-0.20172|0.02648238|-1006.546706|75.0|7.1249
12h_a36|0.0|0|0.0|0|2|2|1.297043828|0.0|-0.0086750619999999|5.351858133|-0.041228471|2|0.059920602|-0.003014954|-0.051080247|1|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|1|0.820041835|-0.10861416|-0.089459459|0.87043328|0|0.819614525|-0.073572836|0.3726296|0.027905055|-70.19826261|18.27258858|82.11195464|118.1187282|-0.035734517|-45.96672487|11.96512593|-1.929663894|-31.5465515|-23.39942087|66.44902736|536.6941285|0.3347454589999999|7.428908584|13.87400978|0.8675704009999999|6159.17335|35.1736357|-216.42159590000003|1899.376328|679.7230552999999|0.0|0.0|0.0|2.0|2.77|1.89|1.0|130.24|0.0|1.0|6.0|-6.93|411.46|0.0|0.0|-4.07|0.000113|0.0464|35.0|1.0|0.0|2.03e-07|2.92|-1347.481013|697.29|1177.89|358.81|0.5756|535.67|0.34589|0.0056|6754.0|-0.1926|0.02925492|-1347.260478|14.0|7.8539
21_a12|0.0|0|0.0|0|1|1|0.609915045|0.0|-0.008833375|4.59511985|-0.058516436|3|-0.213225401|-0.01367083|-0.0546514309999999|1|1|-0.001825446|-0.388196876|-0.116098308|-0.211367878|-0.522951134|2|0.835359152|-0.061915124|-0.099516604|0.89838263|0|0.84827776|-0.068775342|0.192026642|0.012230115|-50.37198585|6.154473157000001|75.46830038|76.35009799|-0.036878492|-25.34833425|3.097071518|-1.401382713|-17.416202300000002|-18.55810005|40.76379649|426.8727514|0.229181643|5.891343219|11.18947411|0.8993077970000001|4652.242111|24.07584081|-272.5639702|914.8819508|380.2468615|1.0|1.0|1.0|1.0|4.01|2.25|0.0|98.16|0.0|1.0|3.0|-6.45|319.38|0.0|1.0|-3.76|0.00015|48.0|0.0551|0.0|0.0|1.67e-07|2.56|-1327.479547|539.67|893.17|310.18|0.3665|397.31|0.59386|0.1668|2327.0|-0.22253|0.02758166|-1327.397348|22.0|7.6576
13k_a6|0.0|0|0.0|0|1|1|1.42421381|0.0|-0.014257799|5.351858133|-0.132667824|1|0.051404465|0.0809333929999999|-0.072504783|1|1|-0.006280295|0.08217847|-0.045794891|-0.073210645|-0.5627624379999999|1|0.7908110340000001|0.1373649019999999|-0.123105035|0.84018367|0|0.641032542|-0.11937574|0.212093198|0.0296987679999999|-88.29427104|20.6185734|183.1261118|249.215618|-0.045420752|-61.29890279999999|14.31458589|-2.543562101|-57.53822059|-31.53366823|103.4959988|445.0412356000001|0.202868306|8.370126134|14.58291125|0.7422570490000001|6492.211639|39.55891914|-412.5714301|2215.299472|741.5222707|1.0|1.0|1.0|3.0|4.55|3.8|1.0|124.98|0.0|1.0|7.0|-6.59|441.48|0.0|1.0|-4.77|3.26e-06|0.00144|0.0075599999999999|0.0|0.0|1.29e-09|5.41|-1465.862962|731.25|1246.69|349.49|0.3971|577.68|0.4547|0.0137|8.1639|-0.1944|0.0308324|-1465.621288|46.0|7.3372
27a_a34|-3.727789|0|0.0|1|1|1|0.300206665|1.963136117|-0.012620846|5.351858133|-0.456594848|1|-0.082271189|-0.026428049|-0.008138446|1|1|-0.005234221|-0.13716603|-0.158932197|-0.264978526|-0.53047808|1|0.779284547|-0.07177581|-0.012251785|0.832753533|0|0.600964267|-0.106669294|0.4305370679999999|0.026573385|-86.36649751|18.62986903|176.4623026|279.75296960000003|-0.043345322|-60.54917431|13.06088842|-2.340647376|-52.42823715|-30.38821209|93.41277507|421.319507|0.235078289|8.960143164|15.91204178|0.7758691440000001|7104.26596|39.72721867|-371.4586403|2145.269808|718.5861133999999|1.0|1.0|1.0|2.0|2.01|3.97|1.0|122.61|0.0|1.0|6.0|-7.29|463.51|0.0|0.0|-4.47|1.09e-05|0.00504|0.0159|0.0|0.0|2.44e-08|7.38|-1861.741982|737.7|1247.85|300.73|0.2896|598.18|0.40378|0.0203|10.8591|-0.20615|0.04629882|-1861.534743|0.24|6.6198
12k_a36|0.0|0|0.0|0|2|2|1.297043952|0.0|-0.0071232019999999|5.351858133|-0.063399056|2|0.096315593|0.003690005|-0.058284869|1|1|0.003724542|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|0.811903388|-0.09344781|-0.102077284|0.8647233590000001|0|0.8427704640000001|-0.075717305|0.367754573|0.018067063|-67.14870046|11.90012613|46.79001927|103.5614526|-0.037758075|-44.22843899|7.838185977999999|-2.038936068|-32.84907515|-24.86988906|61.7723974|555.1026569|0.219318299|7.241602627000001|13.89698356|0.919048073|6027.033337|31.85663123|-369.7499256|1720.258086|698.847203|0.0|0.0|0.0|2.0|3.62|2.42|1.0|133.84|0.0|1.0|6.0|-6.34|407.47|0.0|0.0|-4.55|2.6e-05|0.0106|0.0115|0.0|0.0|9.66e-08|3.83|-1310.3453949999998|697.92|1186.08|338.46|0.3116|530.51|0.5249199999999999|0.0908|5.7818|-0.20023|0.03274587|-1310.134752|14.0|7.8539
41_a18|0.0|0|0.0|0|2|2|1.251176562|0.0|-0.007587553|4.844187086|-0.059936864|1|-0.089781154|0.022493846|0.0212700929999999|0|0|-0.002136837|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.733589101|-0.032217299|0.037097204|0.774395455|0|0.7349388459999999|-0.1020290859999999|0.3888308139999999|0.009550224|-61.10986894|6.547189171|347.42621339999994|181.7135945|-0.037381065|-41.89408289|4.488448275|-2.317626057|-47.95199341|-25.62671923|76.49358329|503.8398786|0.0967605159999999|8.787657952|17.13823195|0.950261611|6605.095612|28.37200951|-552.8844577000001|1759.064589|897.5188662|1.0|0.0|1.0|3.0|3.26|2.7|2.0|141.34|0.0|1.0|6.0|-6.38|452.55|0.0|1.0|-5.02|2.76e-06|0.00125|0.0042899999999999|0.0|0.0|4.18e-09|7.34|-1454.374793|736.59|1294.52|385.97|482.0|576.83|0.69308|482.0|2.0934|-0.1814599999999999|0.0280471999999999|-1454.045308|369.0|6433.0
7g_a8|0.0|0|0.0|1|1|1|1.39137419|1.336155045|-0.01002363|5.4161004020000005|-0.067360394|0|-0.030968098|-0.027838247|-0.027717137|1|1|0.0002620309999999|-0.065174707|0.021974492|0.046246982|-0.418049442|0|0.7363841520000001|0.098510683|-0.044866536|0.79995525|0|0.699376143|-0.107714754|0.306360885|0.031841955|-67.26263865|19.08352484|144.290464|180.1699331|-0.045912914|-40.31185423|11.43714084|-2.020168201|-38.68948451|-27.51653399|83.63914665|419.1502102|0.193261535|7.588498875|14.3346384|0.8889952590000001|6293.364606|34.10836993|-367.6690814|1500.768277|509.2753308|0.0|1.0|0.0|1.0|4.94|4.66|2.0|108.0|0.0|1.0|3.0|-5.63|399.37|0.0|1.0|-5.44|1.67e-06|0.000667|0.00143|0.0|0.0|1.23e-08|6.26|-1374.493069|620.67|1053.9|327.36|0.5165|507.78|0.62073|0.5165|10.1546|-0.22129|0.03974865|-1374.3479960000002|21.03|4.6772
2_a4|0.0|0|0.0|0|1|1|1.189716144|0.0|-0.00708265|4.59511985|-0.103346554|1|0.08246129|0.090707854|0.076479666|0|0|-0.0016168089999999|0.127695325|0.147657684|0.228655117|-0.3881618|1|0.802438682|0.11821091|0.1355918559999999|0.847373823|0|0.742518847|-0.117395215|0.442778552|0.006330673|-44.27948986|2.667094277|166.102249|108.4760726|-0.0379537729999999|-18.65482233|1.123639184|-1.366335816|-20.83662681|-15.98981578|52.12536246|312.82106489999995|0.156892292|4.710383035|7.800989232999999|0.656126301|3396.86527|18.96532986|-289.1005902|682.7518749|284.26458360000004|1.0|0.0|0.0|2.0|2.12|0.83|0.0|79.59|0.0|2.0|2.0|-6.69|253.3|0.0|0.0|-2.77|0.0066|1.67|434.0|0.0|0.0|1.4800000000000002e-05|2.46|-819.9326497000001|458.73|764.77|384.69|0.1315|333.36|0.4682|0.0008|1.7717|-0.16226|0.033037353|-819.8174190000001|31.0|7.5086
12b_a32|0.0|1|0.0|0|0|0|0.609420757|0.0|-0.009432679|5.733341277|-0.055500132|0|-0.044307211|-0.031446256|-0.053480599|3|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.1534110109999999|-0.584995111|0|0.838021287|-0.0533240309999999|-0.090027803|0.8887585240000001|1|0.782593|-0.081450418|0.2996018789999999|0.016282332|-60.93328667|10.17310723|90.57560878|135.83463989999998|-0.027561517|-38.07076621|6.356098747000001|-1.267829764|-31.79562339|-17.22027667|61.06285882|488.9595947|0.39579391|7.076348793999999|12.42841652|0.756331814|5653.268811|28.50066715|-130.2147289|1311.0306890000002|557.1050635|1.0|1.0|1.0|2.0|6.49|4.19|1.0|110.47|1.0|1.0|7.0|-6.4|397.52|1.0|1.0|-4.43|1.27e-06|0.000505|0.0148|0.0|0.0|2.23e-08|4.12|-1880.770588|663.89|1109.93|347.27|0.2865|541.49|0.70258|0.2865|3208.0|-0.19976|0.0385132|-1880.599158|26.0|7585.0
11a_a31|0.0|0|0.0|0|1|1|0.610138462|0.0|-0.02376325|5.733341277|-0.259732443|0|-0.087576474|-0.1217573119999999|-0.019865299|2|2|-0.017433557|-0.149933348|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.8433024170000001|0.022073976|-0.030335912|0.910334509|0|0.486754956|-0.151872243|0.271818874|0.041435152|-81.26889906|20.91187076|258.8577775|259.0291941|-0.056833284|-41.01552988|10.55399384|-1.932331673|-38.68354874|-28.68314085|97.560141|245.6599349|0.264745055|5.791411901|10.5643234|0.8241360790000001|4940.657452|39.01114987|-237.4612264|1326.379096|302.14325319999995|0.0|1.0|1.0|2.0|3.93|2.94|0.0|83.12|0.0|2.0|3.0|-6.51|329.33|0.0|1.0|-3.79|1.5399999999999998e-05|0.00506|0.0531|0.0|0.0|2.22e-05|3.97|-1441.452616|529.63|860.74|325.92|0.2797|407.76|0.69222|0.2797|6.4691|-0.20589|0.04099365|-1441.37897|0.19|6.7212
15d_a10|0.0|0|0.0|1|2|2|1.343850133|2.147544195|-0.002831383|5.4161004020000005|0.0370874879999999|3|-0.059217023|-0.140487312|0.007032164|1|1|0.011249462|-0.092884337|-0.1786649189999999|-0.280243276|-0.1945202089999999|2|0.745184875|0.02497303|0.0131101969999999|0.7857977740000001|1|0.87609771|-0.057588609|0.565801561|0.02281891|-47.58559595|15.37766538|67.59624856|83.49776405|-0.018829931|-32.06793721|10.36301002|-1.129795872|-26.15336742|-12.68949225|54.18663419|590.402322|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|6511.656447|26.89020509|37.87296065|1613.412305|825.4425942|1.0|1.0|1.0|0.0|4.14|3.44|1.0|131.43|0.0|1.0|6.0|-7.04|441.52|0.0|0.0|-4.38|0.000167|0.0739|0.0182|0.0|0.0|1.5e-08|2.05|-1430.8144619999998|737.09|1266.87|321.28|312.0|565.91|0.3685|0.0856|3.3831|-0.20918|-0.23696253|-1430.795367|69.0|7.1612
12am_a36|0.0|0|-4.723487246|0|2|2|1.240140551|0.0|-0.015884751|5.351858133|-0.297354748|2|0.122824831|-0.050505733|-0.037654321|1|1|-0.007897954|0.345949079|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.8344566859999999|-0.0147665219999999|-0.05754717|0.885733922|0|0.814986544|-0.091472759|0.305015372|0.017590648|-81.59051640000001|12.15249658|128.69607109999998|127.81651770000002|-0.045928425|-56.3667958|8.395550408|-2.480134939|-43.65752487|-31.72964526|75.34643812|563.0333297999999|0.211665165|8.772646622|17.01968794|0.940085891|7238.033439|40.24894481|-398.3921535|2173.44302|672.4630346|0.0|1.0|0.0|2.0|3.31|4.04|2.0|130.43|0.0|1.0|7.0|-6.4|465.43|0.0|0.0|-5.07|6.26e-06|0.00291|4.0|1.0|0.0|7.24e-08|4.86|-1645.205296|714.21|1206.77|321.15|0.4894|562.14|0.40752|0.2987|5.9258|-0.21356|0.03550681|-1645.016323|0.06|7.2218
7f_a8|0.0|0|0.0|1|0|0|1.394802504|1.2793830309999998|-0.005338193|4.844187086|-0.073219554|0|0.034392285|-0.087673259|0.0260356679999999|1|1|0.00084936|0.09329746|0.052081992|0.141285105|-0.381574707|0|0.7051689170000001|-0.048917705|0.041366689|0.7677336090000001|0|0.770229267|-0.091890536|0.3155671539999999|0.0138113419999999|-50.01741803|7.858266077000001|53.09327646|130.7330978|-0.040738044|-28.45850692|4.471132824|-1.670259798|-29.74763659|-23.17880348|60.14140162|438.23883319999993|0.119077775|7.704280774|14.04331892|0.822794279|5662.145174|26.31197491|-433.4681077|1078.790971|446.5544107|0.0|1.0|0.0|1.0|5.52|5.49|2.0|101.89|0.0|1.0|3.0|-5.27|373.35|0.0|1.0|-5.5|2.09e-06|0.00078|0.00118|0.0|1.0|3.5e-09|6.81|-1285.196168|584.99|991.61|356.17|0.3536|495.55|0.7024199999999999|0.1502|8.7098|-0.21998|0.02809022|-1285.071664|35.65|4.4479
12c_a36|0.0|0|0.0|0|2|2|1.29696741|0.0|-0.007667703|5.351858133|-0.04162109|2|0.085843909|-0.0621599059999999|-0.056994595|1|1|0.0010871589999999|0.146546059|-0.103922055|-0.177407665|-0.4423430339999999|1|0.819222745|-0.033217921|-0.097861598|0.8741648479999999|0|0.840733512|-0.073370864|0.462597812|0.019582215|-67.84435546|12.5779546|60.79111287|102.2992907|-0.038024893|-43.57746274|8.079011794|-1.901244658|-30.27053327|-24.42396797|59.70517794|540.0159387|0.24499026|6.772454418|12.86584957|0.899732176|6256.172329|32.34920911|-327.5932797|1617.460455|629.5017194000001|0.0|0.0|0.0|2.0|3.35|2.54|1.0|128.76|0.0|1.0|5.0|-6.49|415.88|0.0|1.0|-4.59|3.64e-05|0.0151|0.0106|0.0|0.0|6.65e-08|3.79|-1692.540795|672.74|1137.55|322.58|0.3927|509.61|0.68913|0.3927|4.9812|-0.2082699999999999|0.02977602|-1692.3713309999998|9.0|8.0458
12d_a30|0.0|0|0.0|0|2|2|0.604984421|0.0|-0.006335328|5.351858133|-0.033312179|2|-0.092984185|0.036688757|-0.075816941|1|1|0.005965451|-0.162129948|-0.053644471|-0.09353607|-0.4562256979999999|1|0.8017873000000001|-0.0430927579999999|-0.130412856|0.8532172109999999|0|0.843009925|-0.073829724|0.366319099|0.015567102|-60.88281322|10.05700314|85.1932288|101.4221952|-0.036246039|-39.33285959|6.497247279|-1.884794029|-30.81433963|-23.41646662|57.75411196|544.6198897999999|0.185610786|7.557073995|13.92427286|0.84254817|6120.329513000001|28.75340957|-406.2173266|1495.177298|686.039456|0.0|1.0|0.0|1.0|4.35|2.93|2.0|132.24|0.0|1.0|5.0|-5.81|412.51|0.0|1.0|-5.15|2.21e-06|0.0009119999999999|0.00291|0.0|0.0|9.75e-08|4.14|-1615.095823|695.57|1176.22|356.06|149.0|545.94|0.68608|149.0|4434.0|-0.1991|0.03187624|-1614.894406|11.0|7.9508
12o_a36|0.0|0|0.0|0|2|2|1.297042837|0.0|-0.0100574069999999|5.351858133|-0.079716275|2|0.03842353|-0.059733192|-0.010904454|1|1|-0.000472698|0.065221584|-0.126068378|-0.213993335|-0.5110239679999999|1|0.799869816|0.141570244|-0.01854899|0.848816593|0|0.7592112809999999|-0.082048664|0.514457955|0.023402195|-76.51720886|16.85373064|55.47133795|173.4105814|-0.03541591|-55.10596064|12.13767506|-2.018706878|-42.554984000000005|-25.50573629|75.94332024|546.7667677000001|0.333537155|7.322888607|13.80895167|0.885724665|6622.134304|38.27030489|-239.7655413|2181.407379|757.7532208|0.0|0.0|0.0|3.0|2.38|1.65|1.0|138.06|0.0|1.0|7.0|-7.66|438.48|0.0|0.0|-3.64|0.000292|128.0|0.0997|0.0|0.0|1.1800000000000001e-07|4.5|-1440.969954|728.07|1240.51|320.16|0.4075|560.88|0.36719|0.2888|4.9237|-0.21151|0.04371335|-1440.734965|0.04|7.3979
14v_a23|0.0|1|-4.844615416|2|0|0|1.1979575059999998|3.004639728|-0.014768546|5.351858133|-0.299484129|2|0.055572317|0.017156562|-0.015149431|2|2|-0.0004039459999999|0.170475376|-0.0962526|-0.2952674819999999|-0.650246427|2|0.787538583|0.132882353|-0.022236834|0.845160857|1|0.916605275|-0.067342061|0.31419322|0.019811827|-62.61276875|13.08518422|78.86310829|55.07999434|-0.042752869|-41.35406587|8.64241561|-2.180396311|-29.37629463|-28.23713101|57.56282152|605.3933675|0.211671341|7.743452839|14.26610767|0.84234449|8458.789829000001|35.81898321|-380.8667976|1826.768144|676.4530574|0.0|1.0|1.0|1.0|3.97|6.18|2.0|126.97|0.0|1.0|7.0|-5.94|495.48|1.0|0.0|-6.0|1.29e-07|6.38e-05|0.0004969999999999|0.0|0.0|1.12e-08|5.17|-2042.182282|679.5|1206.02|335.64|348.0|533.44|0.6017100000000001|348.0|4.5506|-0.2308599999999999|0.02053833|-2041.998955|4.0|8.4001
12d_a31|0.0|0|0.0|0|1|1|0.61013528|0.0|-0.012448252|5.733341277|-0.043220149|0|-0.042401695|-0.085780934|-0.032270224|2|2|0.000127275|-0.067477864|-0.134504227|-0.214049412|-0.550805937|0|0.8343242820000001|-0.00658148|-0.057226679|0.873955169|0|0.7054497479999999|-0.0938723509999999|0.3996192999999999|0.0296918329999999|-81.56033123|21.06095035|157.30671669999998|208.9297871|-0.032542687|-57.85220856|14.93891054|-1.724762406|-47.23018217|-23.08311261|87.64629597|500.3881827|0.361635149|9.445278138|15.46841054|0.63768714|5753.290126|36.15974873|-196.2893506|1916.466682|647.1500428999999|1.0|1.0|1.0|2.0|6.04|4.09|2.0|112.97|0.0|1.0|9.0|-6.36|412.51|0.0|1.0|-4.39|2.48e-06|0.0010199999999999|0.0167|0.0|0.0|2.3500000000000002e-08|5.0|-1657.471849|730.86|1201.63|322.23|0.2566|626.33|0.7006600000000001|0.2566|2.4186|-0.19096|0.04338158|-1657.245177|0.51|6.2924
11b_a5|0.0|0|0.0|0|0|0|1.277648917|0.0|-0.003900104|4.59511985|0.008093965|2|-0.067519041|-0.118167947|-0.0536971829999999|1|1|0.005685558|-0.108457009|-0.0109928619999999|-0.017658026|-0.252164213|2|0.805760343|-0.0497097529999999|-0.106187688|0.8645824520000001|0|0.8737310509999999|-0.07633373|0.378154801|0.016373566|-48.42513182|9.829471091|55.25128526|75.80248447|-0.029332646|-29.07084703|5.900883275|-1.290636432|-27.50997723|-17.60913884|55.65456427|524.5231302|0.33175528|8.936258446|16.43091298|0.83867925|5107.577902|26.35133256|-202.0032297|1159.458633|504.9898148|1.0|1.0|1.0|1.0|5.38|4.82|2.0|106.58|0.0|1.0|6.0|-6.03|376.84|0.0|1.0|-4.69|2.26e-05|0.00853|0.00767|0.0|0.0|7.109999999999997e-10|3.31|-1564.761898|635.55|1063.35|295.32|0.5806|511.28|0.61027|0.2013|1.9569|-0.21291|0.03575776|-1564.621301|19.0|7.7212
9_a1|0.0|0|0.0|0|0|0|1.432397289|0.0|-0.00614716|4.727387819|-0.1075163359999999|1|-0.110185988|-0.079063236|0.016589221|1|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.093062585|-0.483335578|1|0.737794643|-0.053460262|0.02778394|0.7964939409999999|0|0.755276458|-0.080888063|0.166794384|0.011266799|-49.42275468|6.495805626|63.73880199|141.093898|-0.031896718|-28.49439431|3.745117974|-1.371558857|-26.88743664|-18.38986221|53.13133578|435.4501351|0.2183102569999999|7.61577077|13.91191974|0.826725116|5063.330971|23.52578164|-324.81308110000003|1011.608611|472.9447227|1.0|1.0|1.0|1.0|5.86|5.57|2.0|102.84|0.0|1.0|4.0|-5.81|357.38|0.0|1.0|-4.79|2.07e-05|0.00739|0.0057799999999999|0.0|0.0|1.04e-09|5.6|-1187.226314|600.6|1007.04|370.88|0.5409|487.19|0.70296|0.5409|4.1623|-0.21015|0.03294951|-1187.065335|6.0|5.2218
4h_a46|-3.74433321|0|0.090767245|1|1|1|0.3002050539999999|2.134072222|-0.005778576|5.587248657999999|-0.346835467|2|-0.057256598|-0.021951549|-0.09922757|1|1|0.003087227|-0.0932537609999999|-0.030014575|-0.0488847059999999|-0.516344924|2|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|0|0.767244275|-0.083155747|0.659584488|0.010068754|-65.90523417|7.900037181|105.2773797|182.6222935|-0.0305445539999999|-51.70985599|6.198442205|-2.015940586|-51.19164773|-23.9655397|73.14480467|601.9869510999999|0.194493895|8.138240742999999|15.85230406|0.947878486|7808.347937|29.75215152|-479.405829|1963642.0|1021.999374|0.0|0.0|1.0|2.0|3.46|6.18|2.0|142.08|0.0|1.0|6.0|-6.38|502.63|1.0|0.0|-5.69|2.97e-07|0.000149|0.00104|0.0|1.0|6.38e-10|8.5|-1923.926093|792.61|1397.46|296.62|0.5451|682.14|0.55428|291.0|1.7601|-0.21008|0.04729184|-1923.611784|229.0|6.6402
12al_a36|0.0|0|0.0|0|2|2|1.297043737|0.0|-0.008463062|5.351858133|-0.04314418|2|0.1030147719999999|-0.074215038|-0.031635802|1|1|0.003077071|0.172830414|-0.1430106119999999|-0.239932418|-0.404703593|1|0.8344566859999999|0.125005134|-0.055405405|0.885733922|0|0.801179217|-0.077842923|0.2689491989999999|0.026927826|-69.69632923|17.71943397|114.2305891|130.8308989|-0.035305316|-45.86257662|11.65999569|-1.906487074|-33.70669917|-23.23210974|68.94274882|527.2034213000001|0.328915355|8.774664332|16.15533063|0.841133748|6049.668466|34.61874732|-225.1591357|1869.412355|679.7230552999999|0.0|0.0|0.0|2.0|2.77|1.89|1.0|130.24|0.0|1.0|6.0|-6.93|411.46|0.0|0.0|-4.07|0.000113|0.0464|35.0|1.0|0.0|2.03e-07|2.92|-1347.479819|702.95|1181.84|349.14|0.4466|554.23|0.6945399999999999|0.0095|6.4473|-0.1955599999999999|0.03469224|-1347.257936|48.0|7.3188
