molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|BCUTs-1|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|WNSA4|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
14aa_a23|0.0|0|1|1|0.0|0|1.19796312|-0.005050361|5.351858133|-0.026892547|2|0.031136154|0.013012022|-0.029037128|-0.044957534|2|2|0.012103325|0.055934795|-0.074579388|-0.13397874|2|0.725358161|0.055269665|-0.070471939|0.8072028240000001|0.693959193|1|0.924108042|-0.052155763|0.018016316|-51.83122853|40.49537336|51.68445972|-0.03159178|-35.2984572|83.27171526|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|47.78906871|629.3423691|-1140.287028|-14.65218978|15.78173785|6651.23042|138.4803717|27.00633206|0.013786041|-404.0660854|1431.335599|733.3886349999999|0.0|1.0|1.0|1.0|0.12|26.0|4.63|105.02|2.0|130.22|0.0|5.0|-6.23|32.0|0.0|0.0|4.1|5.9e-07|0.000259|2.81e-06|4.31|0.0|0.0|6.9799999999999995e-09|4.1|3.5934|-1708.5626|0.4157|588.45|0.6805899999999999|-0.1449|-0.21573|-1708.338059|8.3532|4.0|8451.0|8451.0
43_a18|0.0|0|0|0|0.0|2|1.251175234|-0.005099385|4.844187086|-0.01369899|1|-0.05314954|0.002712865|0.031746165|-0.032429984|0|0|0.003801459|-0.079184068|-0.140532044|-0.2093696189999999|0|0.718255592|-0.023109314|-0.0579590709999999|0.7458234990000001|0.712848727|0|0.852344887|-0.070166168|0.006890688|-63.87648583|0.66443384|114.6724699|-0.0311212229999999|-49.60799696|21.60709738|-2.302970476|-42.32033664|69.46280937|-24.16948112|59.84418608|661.9512957999999|-1788.541603|-18.77059344|19.33108376|7428.282915000001|97.56464265|27.64206062|0.007193089|-581.4944803999999|2045.512486|1228.492038|1.0|0.0|1.0|2.0|0.34|18.0|4.08|76.5|3.0|160.76|0.0|9.0|-6.45|38.0|0.0|0.0|3.48|3.55e-07|0.00018|1.09e-06|5.1|0.0|1.0|2.52e-10|8.79|3.2233|-1611.621186|0.5429|702.4|0.6926800000000001|-0.13196|-0.18145|-1611.198355|3.6943|625.0|6.2041|6.2041
12ba_a36|0.0|1|0|0|3.389685532|2|1.297043659|-0.0075620109999999|5.351858133|0.026411489|2|0.087201747|-0.002123045|0.003750685|-0.011949092|1|1|-0.000621302|0.159880159|-0.091676619|-0.168084618|1|0.844641715|0.041478447|-0.0202572689999999|0.890675195|0.796093405|0|0.849738126|-0.083210415|0.0246090489999999|-73.03464847|100.798163|101.229662|-0.037526591|-49.20258616|16.1479891|-1.951382748|-37.76553687|89.06670390000001|-25.28122447|72.63670824|572.4586103999999|-1314.6236720000002|-17.03166444|14.59456478|6722.60947|197.4608731|35.76372225|0.023797439|-278.7665262|1859.713557|688.1986357999999|0.0|1.0|1.0|2.0|0.12|17.0|1.63|116.78|1.0|133.18|0.0|5.0|-4.77|33.0|0.0|0.0|1.57|1.6800000000000002e-05|0.0072599999999999|5.65e-05|2.67|0.0|0.0|1.91e-07|2.79|3.0114|-1417.454721|0.7436|547.82|0.70432|-0.12587|-0.21033|-1417.249741|4.5448|21.0|7.6778|7.6778
6_a3|0.0|0|0|0|0.0|0|0.605016564|-0.008934536|4.727387819|-0.106234254|2|-0.025021661|-0.007540435|0.05584062|0.032782484|1|1|-0.006696449|-0.0445675709999999|0.020589494|0.036673175|2|0.881253042|-0.155862559|0.055002252|0.8632654590000001|0.773152968|1|0.783322023|-0.1042506469999999|0.010921391|-49.23401228|236.2008316|108.118071|-0.037726468|-24.56680878|77.06094911|-1.282699916|-25.95647951|56.71997588|-18.8247694|57.46859326|390.8623623|-640.0421597|-9.393191593|8.982311462|4992.54948|98.39146166|23.4484528|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|0.0|21.0|4.66|92.93|1.0|95.5|0.0|2.0|-5.44|23.0|0.0|1.0|3.63|3.67e-06|0.00124|1.34e-05|3.79|0.0|0.0|3.28e-08|3.09|3.3963|-1731.735113|0.1997|366.93|0.69323|-0.1465|-0.21179|-1731.6508010000002|3.7185|1778.0|5.7501|5.7501
4_a4|0.0|0|0|0|0.0|1|1.343865392|-0.001234337|5.4161004020000005|0.0159331539999999|2|-0.0214610589999999|0.011760626|-0.110597574|-0.037623601|1|1|0.0112367389999999|-0.035166634|-0.048056862|-0.078747188|2|0.646069495|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|1|0.933276024|-0.049768752|0.008570112|-35.41518716|13.70182982|34.37786704|-0.0255766729999999|-18.24679326|42.42341622|-1.099796957|-13.21145879|40.86951119|-13.17774406|30.05764711|480.8472306|-566.6429946000001|-6.78950447|8.855289118|4878.070704|106.2816773|16.60255217|0.010586293|-302.661743|713.9097433|462.1867149|1.0|0.0|1.0|0.0|0.19|21.0|4.41|43.6|1.0|100.08|0.0|2.0|-4.12|25.0|1.0|1.0|3.64|7.59e-05|0.0248|2.69e-05|3.52|0.0|0.0|2.71e-08|3.24|4.0261|-1029.960398|0.1106|394.06|0.6010800000000001|-0.1696599999999999|-0.21831|-1029.813844|3.1195|78.0|7.1079|7.1079
5d_a40|0.0|0|0|0|0.0|1|0.6049133329999999|-0.005662681|6.167516491000001|0.0418378229999999|0|-0.1031436519999999|0.007200253|0.2078052269999999|0.029272031|2|2|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|0|0.496945486|0.145024458|0.0451110059999999|0.877722972|0.483934049|1|0.754010052|-0.086193996|0.022027556|-43.26473143|181.4728912|112.88660690000002|-0.0377110779999999|-19.85450535|53.85026982|-1.131332331|-18.15211073|49.97858532|-17.30589257|49.66367051|346.0207917|-519.1767771000001|-7.94180214|12.09256826|4051.712713|86.65063178|21.3342049|0.014630084|-285.606135|640.0261471|243.4287716|0.0|1.0|0.0|0.0|0.21|14.0|3.64|75.5|0.0|74.11|0.0|3.0|-4.23|20.0|1.0|1.0|3.1|5.9e-05|17.0|0.000152|2.98|0.0|0.0|4.7600000000000005e-05|4.61|3.7374|-1276.833831|0.4493|365.74|0.69613|-0.14851|-0.2164699999999999|-1276.797751|9.2439|19.0|7.7212|7.7212
14k_a23|0.0|0|1|1|0.0|0|1.1979621459999998|-0.005866159|5.351858133|-0.024758731|2|0.04479394|0.010682694|-0.055500851|-0.055708465|2|2|0.009263715|0.082632648|-0.071484865|-0.13187015|2|0.722187957|0.140087361|-0.091426449|0.864845456|0.659570836|1|0.922397728|-0.0562483359999999|0.018829201|-53.17069631|38.76597615|51.64167457|-0.033999976|-35.38329134|80.31548917|-1.597998852|-24.9092952|64.04991522|-22.62582822|49.96154892|613.8243395|-1063.413926|-15.05671972|15.99703938|6715.186162999999|144.0318708|28.87559227|0.016348271|-377.4022725|1357.152837|633.3278634|0.0|1.0|0.0|1.0|0.05|26.0|4.67|105.02|2.0|125.29|0.0|5.0|-6.13|31.0|0.0|0.0|3.99|7.49e-07|0.000334|2.83e-06|4.21|0.0|0.0|1.02e-08|4.1|3.6421|-2089.524497|0.4694|552.65|0.63765|-0.14784|-0.2271699999999999|-2089.354026|8.3627|4.0|8.4123|8.4123
7l_a46|0.0|0|0|0|0.0|1|1.160371354|-0.00090473|5.533389489|0.017668261|2|-0.203375108|0.013150047|-0.074511843|0.050638298|1|1|0.0125870169999999|-0.331246137|-0.087877164|-0.143129469|2|0.659888413|-0.1237456669999999|0.076724694|0.825629852|0.6539666829999999|0|0.907148114|-0.0565894359999999|0.011594057|-30.34397256|8.13531199|44.79605077|-0.022013621|-14.63933792|51.39110437|-0.880544835|-13.17144326|38.22273917|-10.620390400000002|32.8948756|437.65027010000006|-424.8156159|-5.1237682730000005|9.825660656|4046.614178|156.9538706|15.74158869|0.016330867|-168.5385796|629.6635476|375.721552|1.0|0.0|1.0|0.0|0.28|17.0|3.59|43.6|0.0|86.96|0.0|2.0|-3.18|22.0|1.0|1.0|2.86|0.000668|0.1939999999999999|0.0001889999999999|2.61|0.0|0.0|5.19e-07|2.42|4.5464|-915.6081232|0.2024|414.82|0.68834|-0.18993|-0.2231699999999999|-915.493986|3.9009|1.94|5.7122|5.7122
9c_a31|0.0|1|0|0|3.410619646|1|0.610135804|-0.013082561|5.733341277|-0.055520387|0|-0.0384827639999999|-0.003618466|-0.1047269419999999|-0.062737615|2|2|-0.000813398|-0.062065125|-0.138799714|-0.223856622|0|0.8083148840000001|-0.000533581|-0.108617754|0.8856644770000001|0.770283733|0|0.6746901059999999|-0.103325018|0.030296721|-81.63444414|153.5739377|207.3144829|-0.035867334|-52.02424796|552.8237349999999|-1.7933667130000002|-41.96335759|97.22026028|-22.85764436|85.15486955|429.9685721|-1142.882218|-14.56678943|15.04941978|5658.985169|209.8466636|34.07943198|0.024456662|-217.5897278|1703.9715989999995|583.9691392000001|1.0|1.0|1.0|2.0|0.35|16.0|3.7|117.37|2.0|108.16|0.0|8.0|-5.23|28.0|0.0|1.0|3.32|5.85e-06|0.00233|6.94e-05|3.1|0.0|0.0|5.79e-08|4.94|3849.0|-1618.157698|0.2554|588.58|0.7007399999999999|-0.15975|-0.19224|-1617.9568470000002|2.2323|0.42|6.3768|6.3768
13_a47|0.0|1|1|1|2.920663104|0|1.417757826|-0.0049262279999999|4.59511985|-0.0777650159999999|2|-0.047120094|-0.00105415|0.003874205|0.038682232|1|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|2|0.6427334020000001|0.030290722|0.065869272|0.8582665429999999|0.626280497|1|0.781675563|-0.081148294|0.017736598|-45.39284663|63.12660940000001|112.453046|-0.032468557|-23.38063458|0.0|-1.23380515|-21.52866736|57.38622954|-16.72368034|50.9329486|402.6200617|-635.4998528|-8.613918003|13.33103985|4542.479565|160.5682509|24.29844849|0.023284817|-193.936606|923.3410426|359.12161539999994|1.0|0.0|1.0|2.0|0.06|21.0|4.63|66.49|0.0|91.59|0.0|3.0|-4.24|24.0|1.0|1.0|3.19|5.79e-05|0.0185|5.41e-05|3.17|0.0|0.0|1.26e-08|2.7|4.0302|-1067.820961|0.3382|404.73|0.67466|-166.0|-0.22065|-1067.71601|4.8308|16.0|7.8|7.8
12w_a36|0.0|1|0|0|3.3131307480000003|2|1.24014105|-0.015825416|5.351858133|-0.297354748|2|0.041058884|-0.011700732|-0.041402825|-0.010726574|1|1|-0.007897954|0.115646674|-0.1187503719999999|-0.3344729369999999|1|0.647732719|-0.098657593|-0.016393443|0.8792981679999999|0.624142499|0|0.828363244|-0.086826396|0.021104445|-79.88912835|112.947763|123.23411609999998|-0.041210062|-57.35989379|0.780959767|-2.225343322|-44.76031023|99.51883498|-29.58856606|77.49366829|594.7596206000001|-1597.782567|-21.24440511|15.701847400000002|7418.252264|211.5476713|41.94801097|0.0273396629999999|-294.8983941|2265.1925920000003|672.4630346|0.0|1.0|1.0|2.0|0.17|17.0|4.04|78.43|2.0|130.43|0.0|7.0|-5.2|34.0|0.0|0.0|2.65|6.26e-06|0.00291|8.6e-06|3.86|0.0|0.0|7.24e-08|4.86|3.8881|-1645.202839|0.4508|552.55|0.69466|-0.15708|-0.21034|-1645.017691|7.0746|23.0|7.6383|7.6383
16j_a32|0.0|1|1|1|3.359912013|0|0.609420735|-0.0139074189999999|5.733341277|-0.086195934|0|-0.0667943999999999|-0.002456725|-0.135618491|0.021997616|3|3|-0.00030659|-0.11512706|-0.117577419|-0.202656848|0|0.79965447|0.168000908|0.032797932|0.839271289|0.762429418|1|0.8259884120000001|-0.07651119|0.023266265|-76.45058155|34.66998636|124.4493461|-0.034287782|-54.6758122|45.81893652|-1.817252458|-39.13396528|91.93816239|-24.52188465|71.35869023|590.7291534|-1299.659886|-17.53752467|13.20372234|6507.757122|214.7033741|35.04175088|0.021655546|-285.7717513|1857.212797|701.9321161|0.0|1.0|1.0|2.0|0.33|19.0|5.24|149.27|3.0|121.3|1.0|8.0|-7.45|30.0|0.0|0.0|4.25|3.56e-08|1.57e-05|3.89e-06|4.59|0.0|0.0|1.7e-08|5.5|3629.0|-2034.621888|0.2907|631.34|0.70207|-0.15012|-0.2002799999999999|-2034.408854|4.0992|9.0|8.0315|8.0315
5_a18 (BIBF0775)|0.0|0|0|0|0.0|2|1.251175715|-0.005220163|4.844187086|-0.015946718|1|-0.0366107389999999|0.002526619|0.0002403959999999|-0.022817602|0|0|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|0|0.7140745620000001|-0.001626287|-0.040022105|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.068989967|0.008501088|-59.08151918|10.36586529|118.3671077|-0.029755876|-44.61038661|50.25564119|-2.112667176|-39.33277643|67.25977848|-22.46761997|58.5107823|636.6978809999999|-1595.201018|-16.96451322|18.98829281|7221.114573000001|138.97646310000002|27.535837|0.010831199|-477.1120625|1955.044427|1140.896548|1.0|0.0|1.0|2.0|0.32|18.0|3.69|76.5|3.0|155.95|0.0|8.0|-6.07|37.0|1.0|0.0|3.2|8.590000000000001e-07|0.000425|1.91e-06|4.73|0.0|0.0|6.18e-10|8.45|3.2027|-1572.313227|0.4825|691.68|0.69298|-0.13154|-0.18092|-1571.914419|2.8009|34.0|7.4685|7.4685
32_a47|0.0|0|1|1|0.0|1|1.216307925|-0.003573735|4.727387819|0.000921003|3|-0.013510009|0.001861676|-0.026022099|-0.044598914|1|1|0.002350172|-0.0274939029999999|-0.077485193|-0.157688306|2|0.6636125860000001|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|0.851627782|-0.05770007|0.019295804|-52.38450683|28.55112477|106.9180086|-0.026060474|-37.74862456|44.50423685|-1.381205148|-29.9621436|68.76811937|-18.77935151|55.48373932|613.6886524|-995.3056298|-13.53252578|15.53902041|6235.398576|258.5816152|29.28959351|0.022735861|-203.4434306|1552.348456|682.9868225|1.0|0.0|1.0|2.0|0.26|21.0|5.07|67.66|2.0|125.17|0.0|5.0|-4.81|31.0|0.0|1.0|3.94|1.5399999999999998e-05|0.00674|8.89e-06|3.7|0.0|0.0|1.5e-09|2.97|3.6829|-1778.127634|0.2969|548.86|0.68986|-0.1509599999999999|-0.20778|-1777.90286|6.3139|0.1|7.0|7.0
17e_a50|0.0|0|1|1|0.0|2|1.320916122|-0.0020746479999999|5.82008293|0.038322942|2|-0.011278897|0.012036705|-0.086639125|-0.114420412|2|2|0.012372059|-0.017965698|-0.1949741189999999|-0.310566368|1|0.7596299459999999|-0.1710526319999999|-0.202197068|0.7791604190000001|0.736221185|1|0.930108205|-0.046347299|0.012865274|-50.7956915|10.68364489|48.62532158|-0.02665495|-35.33972521|86.98647608|-1.67926185|-22.43349867|57.93079973|-18.5444588|41.19554236|647.0975667|-1168.300905|-12.90180444|16.70124474|6301.28046|136.5904997|23.07468625|0.010255676|-422.5418889|1453.705234|904.3172644|1.0|1.0|1.0|0.0|0.37|20.0|4.68|51.77|2.0|138.0|0.0|6.0|-4.87|33.0|1.0|0.0|4.03|1.34e-05|0.00589|6.58e-06|4.08|0.0|0.0|4.63e-08|3.8|4.0298|-1375.295877|0.1809|602.89|0.66478|-0.16649|-0.19805|-1374.992422|8.8326|155.0|6.8097|6.8097
9b_a36|0.0|1|0|0|3.513187594|2|0.62670079|-0.0058276019999999|5.351858133|-0.023369916|2|0.082806042|0.005050384|-0.077361324|-0.06502499|1|1|0.005458948|0.146828453|-0.053309522|-0.094526372|1|0.8421237309999999|-0.034830997|-0.1177413269999999|0.842671963|0.7961424690000001|0|0.8453794609999999|-0.074181597|0.017007854|-61.73294817|67.12293326|97.10089515|-0.036110824|-38.76797062|0.0|-1.769430355|-29.25555061|71.70079424|-22.67740953|57.26650122|530.8939077|-1111.193067|-14.24129533|13.80758516|5838.085413000001|136.63774650000002|28.98359786|0.015872498|-354.7193098|1420.196295|620.9195447000001|0.0|1.0|1.0|1.0|0.14|17.0|2.76|82.47|1.0|126.17|0.0|5.0|-4.6|29.0|0.0|0.0|2.48|2.49e-05|0.00992|3.71e-05|3.2|0.0|0.0|2.3100000000000002e-07|3.82|3.8535|-1575.7800140000002|0.5392|514.45|0.69763|-0.15833|-0.20979|-1575.616432|8.4288|21.0|7.6778|7.6778
6c_a31|0.0|1|0|0|3.423005244|1|0.6101347220000001|-0.015192833|5.733341277|-0.151732713|0|0.137523742|-0.009477764|-0.00219333|-0.107687565|2|2|-0.00668344|0.2301743489999999|-0.0055763209999999|-0.009333123|0|0.831901219|-0.078059285|-0.172780048|0.846458013|0.7905201209999999|0|0.641197273|-0.120905075|0.03173578|-79.97295595|163.6316745|227.1490414|-0.044739967|-50.62888027|105.7632176|-2.147518413|-48.45681657|93.4208388|-28.32375523|96.63311186|405.9259734|-1359.540251|-17.93106176|14.63492011|6283.091868|148.5675636|37.00884624|0.0212421629999999|-335.9398876|1776.424619|597.3075924999999|1.0|1.0|1.0|2.0|0.14|22.0|4.26|131.36|2.0|114.5|0.0|5.0|-6.09|30.0|0.0|1.0|3.64|8.179999999999999e-07|0.000343|1.15e-05|3.64|0.0|0.0|1.89e-08|5.08|3.2974|-1691.984862|0.5028|524.56|0.7014699999999999|-0.13351|-0.19169|-1691.794585|8.8847|0.34|6.4685|6.4685
14_a1|0.0|1|0|0|3.3674017380000003|1|1.430935835|-0.015636898|5.351858133|-0.175408303|1|0.1008839219999999|-0.011639964|-0.029658865|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|1|0.838928085|-0.08530265|-0.083341531|0.805877431|0.795744863|0|0.593170871|-0.12658238|0.033047776|-72.59355177|161.1772893|240.9270705|-0.046308519|-42.99041175|104.2594419|-2.083883365|-44.39360096|87.02320758|-27.42423067|94.53410059|351.2799603|-1234.09038|-16.24082222|14.21658628|5748.712211|146.0634832|36.40268318|0.0243658979999999|-300.0800645|1638.120743|513.4628663999999|1.0|1.0|1.0|2.0|0.05|23.0|3.63|103.12|1.0|106.85|0.0|4.0|-4.52|29.0|0.0|1.0|2.85|3.03e-05|0.0116|5.660000000000001e-05|2.7|0.0|0.0|2.03e-08|4.57|3.3061|-1292.588129|0.4442|464.08|0.69894|-0.1336|-0.19322|-1292.415211|5.3099|94.0|7.0269|7.0269
12bh_a36|0.0|1|0|0|3.50075137|2|1.297043258|-0.006687484|5.351858133|-0.047482048|2|0.001012669|0.003676818|0.075747971|-0.035747988|1|1|0.0045625|0.0016901289999999|-0.101854847|-0.169994208|1|0.902377067|-0.211972014|-0.0591586759999999|0.833398429|0.857993338|0|0.833491953|-0.070687668|0.017627098|-66.28126709|83.08294358|110.81353529999998|-0.035569289|-44.11115058|0.0|-1.991880197|-31.30825225|76.46867897|-23.6718811|58.77476595|554.7010591|-1325.625342|-15.75398235|14.56834609|5957.443236|144.22085800000002|30.2209316|0.015307571|-377.0728785|1692.3721690000002|729.1873176|0.0|0.0|1.0|2.0|0.21|17.0|2.5|69.2|1.0|133.68|0.0|5.0|-4.54|31.0|1.0|1.0|2.42|2.8600000000000004e-05|0.0117|2.5e-05|3.41|0.0|0.0|4.55e-08|3.79|3.6255|-1311.589612|0.4386|575.23|0.7039|-0.14915|-0.20168|-1311.356102|7.7975|14.0|7.8539|7.8539
8d_a12|0.0|1|1|1|2.976279182|1|1.283835213|-0.0076893469999999|4.59511985|-0.048642535|2|0.0276482139999999|0.000925796|-0.065870394|-0.046326855|1|1|0.001575111|0.0479437859999999|0.00930483|0.016135176|1|0.8857286320000001|-0.091036025|-0.080872311|0.8078610759999999|0.8405406040000001|1|0.858710112|-0.077834742|0.011348654|-57.57034769|90.34024296|78.55353315|-0.039118358|-32.00762818|0.0|-1.760326118|-24.05928792|64.53435462|-21.74879802|49.58366734|477.4206699|-978.6959108|-12.09177064|12.96695233|5255.11762|92.36749461|26.08195789|0.012525773|-371.2392138|1173.6881050000002|503.2240425|1.0|1.0|1.0|2.0|0.1|21.0|2.67|65.96|2.0|112.14|0.0|3.0|-4.58|27.0|1.0|1.0|3.02|2.64e-05|0.0093|2.43e-05|3.51|0.0|0.0|4.23e-09|3.53|3.7397|-1138.296407|0.2871|433.32|0.4997399999999999|-0.15306|-0.20794|-1138.139635|3.0277|25.0|7.6021|7.6021
14q_a23|0.0|0|1|1|0.0|0|1.19796338|-0.0101981219999999|5.351858133|-0.130330047|2|0.064903564|0.002243702|-0.058543701|-0.056324491|2|2|0.002496501|0.121109106|-0.017918675|-0.033435987|2|0.77007911|0.067394607|-0.089657283|0.871119857|0.7333675390000001|1|0.773194598|-0.08960718|0.02158178|-66.16349731|350.836102|155.7136729|-0.039682061|-45.42467289|97.13675614|-2.023785094|-42.23665548|79.42966327|-27.24379301|76.3369885|530.8381985000001|-1389.433443|-18.70427707|16.53853737|6982.066379000001|152.86702240000002|35.04742005|0.01932289|-380.8178266000001|1787.418422|693.3423458|0.0|1.0|1.0|2.0|0.04|26.0|3.12|148.11|1.0|128.38|1.0|6.0|-5.21|33.0|0.0|0.0|2.62|6.11e-06|0.00278|4.03e-05|2.46|0.0|0.0|1.11e-07|4.19|3.6431|-1798.645459|0.4943|554.59|0.5949|-0.14854|-0.23013|-1798.433122|12.0503|16.0|7.8069|7.8069
9g_a40|0.0|0|0|0|0.0|0|0.604992427|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.07954859|0.011921308|0.139758613|-0.145879501|2|2|0.0115573539999999|0.133954053|-0.037217966|-0.062672355|0|0.694156166|-0.384131901|-0.242405063|0.821935848|0.665414608|1|0.90454157|-0.063539055|0.021367335|-41.63731423|65.74631496|50.29077056|-0.031197254|-21.93596333|64.08637519|-1.185495647|-17.63553984|51.16627179|-16.43578193|44.73159432|476.5434822|-624.5597134|-8.658932892000001|15.62271835|4435.743087|136.8503571|22.20330888|0.018087202|-253.1335385|843.7257374|384.6422631|1.0|0.0|1.0|1.0|0.06|22.0|2.93|72.28|0.0|87.53|0.0|3.0|-2.49|23.0|1.0|0.0|1.93|0.00323|977.0|0.0008179999999999|1.37|0.0|0.0|3.720000000000001e-07|3.83|3.0778|-1332.487689|0.3563|469.6|0.70233|-0.12765|-0.19005|-1332.369643|5063.0|3548.0|5.45|5.45
12d_a30|0.0|0|0|0|0.0|2|0.604984421|-0.006335328|5.351858133|-0.033312179|2|-0.092984185|0.005613018|0.036688757|-0.075816941|1|1|0.005965451|-0.162129948|-0.053644471|-0.09353607|1|0.8414737059999999|-0.0430927579999999|-0.130412856|0.8532172109999999|0.7991060659999999|0|0.843009925|-0.073829724|0.015567102|-60.88281322|85.1932288|101.4221952|-0.036246039|-39.33285959|0.0|-1.884794029|-30.81433963|69.55534551|-23.41646662|57.75411196|544.6198897999999|-1217.656264|-15.12802292|13.92427286|6120.329513000001|119.91237920000002|28.75340957|0.013424098|-406.2173266|1495.177298|686.039456|0.0|1.0|1.0|1.0|0.17|17.0|2.93|81.65|2.0|132.24|0.0|5.0|-5.66|30.0|0.0|1.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|4.23|0.0|0.0|9.75e-08|4.14|3.4821|-1615.095823|149.0|545.94|0.68608|-0.1479099999999999|-0.1991|-1614.894406|4.8843|11.0|7.9508|7.9508
1a_a18 (SB-431542)|0.0|1|0|0|3.3674017380000003|1|1.430935835|-0.015636898|5.351858133|-0.175408303|1|0.1008839219999999|-0.011639964|-0.029658865|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|1|0.838928085|-0.08530265|-0.083341531|0.805877431|0.795744863|0|0.5940412860000001|-0.126408788|0.033020439|-72.69619778|160.410387|240.8019609|-0.0462988229999999|-43.12110169|105.3125675|-2.083447046|-44.47680367|87.15852628|-27.46300805|94.56841061|352.3666367|-1235.8353619999998|-16.29019397|14.26170773|5748.422847|146.3942108|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|1.0|1.0|1.0|2.0|0.05|23.0|3.63|103.12|1.0|106.85|0.0|4.0|-4.52|29.0|0.0|1.0|2.85|3.03e-05|0.0116|5.660000000000001e-05|2.7|0.0|0.0|2.03e-08|4.57|3295.0|-1292.588031|0.5767|464.08|0.69868|-0.13329|-193.0|-1292.414518|8.8609|125.0|6.9031|6.9031
6_a4|0.0|0|0|0|0.0|1|1.271761557|-0.001221193|5.4161004020000005|0.010164572|2|0.042096749|0.011457667|0.0032928379999999|-0.208689928|1|1|0.01098094|0.0671397079999999|-0.046166422|-0.073630392|2|0.664591856|-0.169533683|-0.340860215|0.810030118|0.664247086|1|0.945545838|-0.052396457|0.0077624059999999|-37.33240845|14.1731579|30.33467048|-0.024618083|-20.7966895|45.93422613|-1.206286076|-16.25991695|42.27020924|-13.71394596|33.5125766|526.7333132|-671.9833521|-7.639600225|9.981741408|5256.215815|103.3523757|16.83786074|0.008863911|-350.36323230000005|825.0551765|578.2065561000001|1.0|1.0|1.0|0.0|0.26|21.0|5.23|43.6|2.0|109.7|0.0|3.0|-4.91|27.0|1.0|1.0|4.23|1.24e-05|0.0043799999999999|7.74e-06|4.28|0.0|0.0|1.04e-08|4.11|4.0354|-1108.585859|0.1235|453.87|0.5877|-0.16959|-0.2182599999999999|-1108.392115|3.2192|1.3|5.8861|5.8861
14ab_a23|0.0|0|1|1|0.0|0|1.197962873|-0.0050415|5.351858133|-0.028841865|2|0.021287386|0.013012022|0.010803172|-0.03821899|2|2|0.012103325|0.038241896|-0.074579388|-0.13397874|2|0.725358161|-0.085303124|-0.05990912|0.8072028240000001|0.693959193|1|0.92422233|-0.051974369|0.017974612|-52.21744789|40.23721489|51.89838547|-0.031648261|-35.76253038|82.79560776|-1.677357849|-24.37891748|61.60741239|-21.67516705|47.90644969|632.9786397|-1148.783854|-14.84482393|14.76864227|6654.62616|138.4567483|27.16741043|0.013710439|-407.9635285|1439.872753|733.3886349999999|0.0|1.0|1.0|1.0|0.12|26.0|4.63|105.02|2.0|130.22|0.0|5.0|-6.23|32.0|0.0|0.0|4.12|5.9e-07|0.000259|2.81e-06|4.31|0.0|0.0|6.9799999999999995e-09|4.1|3.6587|-1708.563399|0.3893|595.23|0.66532|-0.14778|-0.21924|-1708.3414239999995|8.4721|4.0|8.4012|8.4012
