molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|BCUTs-1|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|TASA|PNSA2|WNSA4|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
15_a47|0.0|1|1|1|2.9226792460000004|0|1.304329657|-0.00516949|4.59511985|-0.072588375|2|-0.130885389|-0.0026314909999999|0.086682657|0.0506476009999999|1|1|-0.002377481|-0.299654464|-0.007670908|-0.017562097|2|0.644280611|-0.131424138|0.081171071|0.897881853|0.614613723|1|0.791753677|-0.084413593|0.016669157|-48.36220049|61.0548099|111.3994409|-0.033307714|-25.87091101|0.0|-1.265693121|-24.15592798|59.79410145|-17.81765281|54.07328082|423.5412927|-677.0708068|-9.531388265|13.37174753|5075.773767000001|154.260803|25.03780079|0.021370407|-226.4191275|951.4364299|383.4213189|1.0|0.0|1.0|2.0|0.06|21.0|5.28|66.49|2.0|96.6|0.0|3.0|-4.89|25.0|0.0|1.0|3.74|1.29e-05|0.00455|1.41e-05|3.8|0.0|0.0|3.22e-09|3.33|4.0594|-1527.4104|0.2828|419.75|0.68008|-0.16762|-0.2268|-1527.316555|3.7709|16.0|7.8|7.8
34_a47|0.0|0|1|1|0.0|0|1.40499556|-0.004157676|4.727387819|-0.064842466|3|-0.094313757|0.003530307|-0.043634386|0.078153957|1|1|0.0047106|-0.208989427|-0.1430639269999999|-0.317014709|3|0.62974551|0.046668352|0.128336294|0.89234354|0.609110565|1|0.8260556609999999|-0.061957581|0.019723558|-49.91779281|31.17423189|96.32577107|-0.029348287|-27.64315244|0.0|-1.261976347|-19.00022922|62.66739933|-16.25230464|45.23285281|457.4477611|-698.8490993|-9.000096143|12.96364153|5105.274301|191.6093987|24.85087647|0.023023142|-170.55473480000003|1068.587688|439.9906467|1.0|1.0|1.0|1.0|0.16|21.0|4.52|68.52|0.0|99.09|0.0|4.0|-3.57|26.0|1.0|1.0|3.02|0.000267|0.0929|0.000125|2.49|0.0|0.0|3.36e-08|2.41|3.8892|-1162.4815230000002|0.2309|436.88|0.69314|-0.16086|-0.21536|-1162.33788|6.2235|2.0|8.7|8.7
10_a1|0.0|1|0|0|3.261363142|0|1.435871163|-0.014135827|4.727387819|-0.23385288|1|0.049971022|-0.012672753|-0.020225596|0.010430299|1|1|-0.0106277489999999|0.107434253|-0.019835038|-0.042643966|1|0.674381582|-0.0369911079999999|0.017498337|0.783467165|0.658433571|0|0.669963758|-0.116648443|0.014751098|-61.93104798|212.8090837|186.6625065|-0.045402319|-35.02707638|64.49041745|-1.861495069|-37.31383317|70.6564636|-25.67872721|74.31719486|378.9193385|-1052.827816|-14.52342192|13.65143394|5192.858899|93.83214542|30.78628757|0.015427326|-377.9175542|1262.237791|433.2550452|1.0|0.0|1.0|2.0|0.0|23.0|5.06|78.87|2.0|99.61|0.0|4.0|-4.98|27.0|0.0|1.0|3.7|1.04e-05|0.00372|1.87e-05|3.64|0.0|0.0|9.53e-09|5.81|3.4067|-1223.159954|0.6754|464.77|0.70345|-0.13576|-0.20378|-1223.022387|7807.0|1.5|5.8239|5.8239
8m_a46|0.0|0|0|0|0.0|1|1.160371261|-0.00517896|5.533389489|-0.085284636|1|-0.134230003|0.0063680119999999|-0.120972269|-0.064176245|1|1|0.005865049|-0.206020062|0.010184776|0.015631887|1|0.783187801|-0.084989948|-0.090247845|0.8142050040000001|0.77612204|0|0.876210355|-0.0911455|0.007059399|-45.17474201|166.8508795|65.63194084|-0.032188531|-23.9511632|0.0|-1.448483903|-25.62105988|48.72163155|-17.06601365|52.0671834|464.5573228999999|-767.9706141|-9.04821721|9.899611044|4439.758321|60.71213839999999|19.27296714|0.006689855|-408.7649869|867.2835213999999|463.1469765|1.0|0.0|1.0|1.0|0.3|17.0|4.21|50.94|1.0|96.16|0.0|2.0|-4.48|24.0|1.0|1.0|3.53|3.3e-05|0.0105|2.78e-05|3.72|0.0|0.0|3.5e-07|4.12|4.2881|-1014.126693|0.3905|489.57|0.6997800000000001|-0.17897|-0.19715|-1013.962913|3.1675|229.0|6.6402|6.6402
7_a27|0.0|0|0|0|0.0|0|1.40247849|-0.00601016|4.727387819|-0.050197188|2|-0.133453335|0.010291744|-0.096754293|-0.056500475|1|1|0.010596392|-0.220626658|-0.19575909|-0.323631281|2|0.6413629129999999|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|0.85111414|-0.060745542|0.015099075|-47.44936449|10.66993367|83.57286704|-0.0300556429999999|-26.6343589|60.73467304|-1.352503929|-19.13983132|55.55559276|-16.87088515|42.57323098|477.7488532|-759.1898319000001|-9.469994277|12.087978|5082.120742|132.7162621|22.09489892|0.014441323|-295.8891961|994.2704516|479.0078184|0.0|1.0|0.0|0.0|0.2|21.0|3.05|65.6|0.0|102.36|0.0|3.0|-4.06|26.0|1.0|1.0|3.14|8.66e-05|0.0299|5.2e-05|3.02|0.0|0.0|2.43e-07|5.37|4.1205|-1122.455548|0.4179|505.5|0.61278|-0.16734|-0.2162099999999999|-1122.304359|6.3813|1.0|9.0|9.0
10_a4|0.0|0|0|0|0.0|1|1.343863662|-0.002959121|5.4161004020000005|0.005483539|2|0.00941601|0.01107733|-0.122141977|-0.090413559|1|1|0.011142889|0.014917047|-0.083887216|-0.132895939|2|0.6990620390000001|-0.120059574|-0.150288496|0.861225169|0.6799081490000001|1|0.921653019|-0.051015897|0.014582852|-45.97324097|39.48408698|45.34497624|-0.027007048|-26.60798798|64.26218096|-1.350352423|-17.08910641|54.09964719|-15.63090193|37.96666686|533.4262268|-781.5450965|-9.046715915|11.20225306|5598.949417|147.85886159999998|20.99433004|0.014040792|-283.0534799|1049.716502|594.7358385|1.0|1.0|1.0|0.0|0.26|21.0|4.81|52.83|2.0|111.38|0.0|4.0|-4.66|28.0|1.0|1.0|3.9|2.21e-05|0.00818|1.4e-05|3.85|0.0|0.0|8.51e-09|3.34|3.6465|-1183.812875|0.1792|470.02|0.7038399999999999|-0.15561|-0.2025|-1183.602045|2.2386|88.0|7.0555|7.0555
8a_a50|0.0|1|1|1|3.139870661|1|1.39826105|-0.00439531|5.777652323|-0.021959577|1|-0.0224366579999999|0.007671336|-0.150515325|-0.058014797|2|2|0.007801731|-0.038971589|-0.065546446|-0.11385159|1|0.75162266|-0.188882361|-0.095292123|0.8718949979999999|0.7135713840000001|1|0.860876738|-0.069208148|0.018809422|-41.48493288|133.8183888|70.12485884|-0.031655181|-20.91041439|0.0|-1.234552044|-17.58335405|50.06249379|-15.95574341|44.36511568|433.9235497|-622.2739931|-8.042467074|10.69309012|4638.284496|125.2985144|21.23424244|0.017017336|-253.4513797|828.1354551|388.171611|1.0|0.0|1.0|1.0|0.11|20.0|3.71|59.39|0.0|94.75|0.0|2.0|-3.86|24.0|1.0|1.0|2.87|0.000138|0.0433|7.48e-05|2.95|0.0|0.0|4.82e-07|2.69|4.1738|-1006.671867|0.18|396.63|0.60625|-0.17244|-0.20051|-1006.557694|5.5319|47.0|7.3279|7.3279
35_a18|0.0|0|0|0|0.0|2|1.251175948|-0.00622005|4.844187086|-0.020425504|1|-0.069149293|-7.44e-05|0.027469086|-0.0098863069999999|0|0|0.00113101|-0.104482176|-0.078001173|-0.117857059|0|0.737701788|-0.032017257|-0.017913121|0.774007861|0.7277482059999999|0|0.800765945|-0.081822342|0.008853796|-62.06945887|118.7214377|146.8343246|-0.033440195|-45.74482543|74.92670772|-2.273933228|-44.44264921|67.9315105|-24.64522632|66.82777970000001|590.1597827|-1675.875389|-18.16338657|17.18442554|6995.248058|92.43836482|28.17969862|0.007954001|-552.1173777|1916.219506|1056.535856|1.0|0.0|1.0|3.0|0.3|18.0|3.35|85.29|3.0|151.05|0.0|8.0|-6.06|36.0|0.0|1.0|3.07|8.629999999999999e-07|0.000415|2.96e-06|4.55|0.0|0.0|2.81e-10|8.09|3.2146|-1533.002975|0.4981|657.07|0.69279|-132.0|-0.18079|-1532.627182|2.7788|24.0|7.6198|7.6198
12s_a36|0.0|1|0|0|3.486136149|2|1.297044029|-0.007059109|5.351858133|-0.045035034|2|0.037454164|0.002951176|0.0056370119999999|-0.050363149|1|1|0.003962098|0.063448144|-0.104118159|-0.1763783589999999|1|0.90414347|-0.118671653|-0.086791463|0.856677627|0.856274847|0|0.8303378090000001|-0.07216709|0.019457471|-64.57958827|110.6090028|109.5085883|-0.035868226|-41.6829437|10.23927133|-1.901015959|-30.06529118|76.34126108|-23.15117315|59.13914165|535.942162|-1227.012177|-14.94294208|13.98635088|5890.905249|158.6528381|30.69639722|0.018222417|-328.1450742|1626.909053|662.0530478999999|0.0|0.0|1.0|2.0|0.17|17.0|2.19|69.2|1.0|128.72|0.0|5.0|-4.16|30.0|1.0|0.0|2.14|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|0.0|1.08e-07|3.48|3.7604|-1272.270833|0.4501|523.72|0.6928|-0.15559|-0.20467|-1272.061111|8.7738|9.0|8.0458|8.0458
2_a1|0.0|0|0|0|0.0|1|1.348828131|-0.004621682|5.4161004020000005|-0.014296455|1|-0.1056298369999999|0.001576763|-0.0619710709999999|0.101798469|1|1|0.003205156|-0.237981258|-0.145015842|-0.326716897|1|0.571324013|0.079586368|0.1766333219999999|0.8571146190000001|0.5574897879999999|0|0.808210065|-0.0622285999999999|0.011282631|-35.17029414|6.281701359|87.29479691|-0.026492726|-16.00805425|84.54541681|-0.927245426|-12.89184641|43.24570924|-12.05838656|33.45925305|367.8635872|-422.0435297|-5.488475744|8.779158091000001|3920.383175|139.0945801|17.36508791|0.017741989|-176.9692239|607.7780769999999|299.6692382|1.0|0.0|1.0|0.0|0.18|17.0|4.12|30.71|0.0|79.77|0.0|2.0|-3.06|21.0|1.0|1.0|3.21|0.000871|243.0|0.000167|2.76|0.0|0.0|6.64e-07|3.31|4.0877|-920.2093796|0.2991|355.79|0.7007899999999999|-0.1686|-0.19826|-920.123726|5.2754|5.8|5.2366|5.2366
3d_a12|0.0|0|0|0|0.0|1|1.28383852|-0.008186708|0.0|-0.053022041|3|-0.166233441|-0.00259095|-0.002185753|-0.058191686|0|0|-0.000643935|-0.282667477|-0.1394967999999999|-0.237203828|2|0.91670178|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|0.8547246829999999|-0.066850425|0.011128076|-49.24083018|74.39425719|74.63869204|-0.035063929|-25.2986621|0.0|-1.437621096|-17.64609244|57.52228251|-18.01493787|40.06333231|439.1353855|-738.6124526000001|-9.255608086|10.96674758|4509.417998|115.96727140000002|23.26659057|0.01611886|-281.8395348|953.9302134|410.9162081|1.0|1.0|0.0|1.0|0.11|18.0|2.19|50.17|0.0|100.28|0.0|3.0|-3.52|24.0|1.0|1.0|2.67|0.000302|0.0945|0.000123|2.81|0.0|0.0|3.08e-08|3.1|3.7719|-1006.727999|0.3336|411.35|0.6572100000000001|-0.15387|-0.22229|-1006.606666|3.0037|25.0|7.6021|7.6021
4S4k_a46|0.0|0|0|0|0.0|1|1.134637098|-0.0049602|5.587248657999999|-0.088084767|1|-0.104665424|0.006550513|-0.1149361969999999|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|1|0.78837943|-0.003017362|-0.141706595|0.787615341|0.784722915|0|0.891734458|-0.089589915|0.007749296|-45.61628327|172.7607401|57.39060501|-0.030477338|-24.18078772|0.0|-1.46291223|-25.17446332|49.42345536|-16.15576699|51.59865384|472.7005375|-775.4768155|-8.564028983|10.26616763|4719.2906570000005|70.01975807|18.61456563|0.007182108|-390.0516264|893.4991504000001|519.5743695|1.0|0.0|1.0|1.0|0.33|17.0|4.77|50.94|1.0|100.96|0.0|2.0|-4.82|25.0|1.0|1.0|3.79|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|0.0|2.48e-07|4.52|4.0774|-1053.441953|0.2623|487.43|0.67893|-0.17396|-0.1947|-1053.255345|2.5693|197.0|6.7055|6.7055
12i _a30|0.0|0|0|0|0.0|2|0.604984133|-0.00691453|5.351858133|-0.030422458|2|-0.0982344169999999|0.00372838|0.0109710489999999|-0.072247675|1|1|0.003603419|-0.172434349|-0.051371057|-0.090173435|1|0.8264832879999999|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|0|0.8434291340000001|-0.076575246|0.015808432|-63.00408424|84.78576301|102.235113|-0.037414255|-41.13938837|0.0|-1.833298476|-32.64875738|72.59006433|-24.43015511|60.32320054|550.7287204|-1197.077601|-15.95200773|15.56818082|6362.153853|126.4796844|30.29912252|0.014680721|-400.0044646|1484.657003|652.8825454|0.0|1.0|1.0|1.0|0.14|17.0|3.27|81.65|2.0|132.29|0.0|5.0|-5.93|30.0|0.0|1.0|3.11|1.19e-06|0.0005139999999999|3.61e-06|4.49|0.0|0.0|6.03e-08|4.45|3.5242|-2035.373964|0.2384|542.74|0.68497|-0.14945|-0.2041|-2035.203042|3.0033|16.0|7.8013|7.8013
12al_a36|0.0|1|0|0|3.469383582|2|1.297043737|-0.008463062|5.351858133|-0.04314418|2|0.1030147719999999|0.00127667|-0.074215038|-0.031635802|1|1|0.003077071|0.172830414|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.125005134|-0.055405405|0.885733922|0.84179881|0|0.801179217|-0.077842923|0.026927826|-69.69632923|114.2305891|130.8308989|-0.035305316|-45.86257662|0.0|-1.906487074|-33.70669917|86.77628559|-23.23210974|68.94274882|527.2034213000001|-1254.533926|-15.28752554|16.15533063|6049.668466|216.4375922|34.61874732|0.025956027|-225.1591357|1869.412355|679.7230552999999|0.0|0.0|1.0|2.0|0.17|17.0|1.89|78.43|1.0|130.24|0.0|6.0|-3.95|31.0|0.0|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|0.0|2.03e-07|2.92|3.5511|-1347.479819|0.4466|554.23|0.70417|-0.14558|-0.1955599999999999|-1347.257936|8.1781|48.0|7.3188|7.3188
17_a15|0.0|0|0|0|0.0|0|1.43568899|-0.0071363569999999|0.0|-0.071708785|2|-0.033968088|0.0016674189999999|-0.032903349|-0.0141953639999999|0|0|0.0032452509999999|-0.052628162|-0.170008473|-0.263401148|2|0.769376831|0.001376853|-0.023779626|0.76362781|0.740986227|0|0.880459235|-0.052869016|0.012890299|-61.17023228|34.35335309|91.58201681|-0.027065991|-46.86345493|58.47512431|-1.596893495|-31.03055741|77.82445248|-20.73567196|50.37922222|674.5333498|-1223.4046460000002|-15.88591693|15.15194163|6352.266784|265.6831633|31.74439379|0.0217385279999999|-234.74904|1872.919233|822.8625688|1.0|1.0|1.0|1.0|0.15|24.0|6.0|67.35|2.0|131.36|0.0|7.0|-5.93|33.0|0.0|1.0|4.44|1.19e-06|0.00052|2.26e-06|4.78|0.0|0.0|1.9199999999999998e-10|6.89|3.8006|-1413.897695|0.7247|663.81|0.7045100000000001|-0.15573|-0.19509|-1413.624817|7.1743|12.0|7.9208|7.9208
5_a15|0.0|0|0|0|0.0|0|1.419941043|-0.008878343|0.0|-0.044921287|2|0.0729170329999999|0.000420839|-0.0156037999999999|0.0118220069999999|0|0|0.003194793|0.1093187759999999|-0.187421793|-0.28098676|2|0.8384601770000001|0.092692253|0.020920163|0.74438723|0.7950674740000001|0|0.8740541479999999|-0.06128567|0.032616864|-73.61131563|119.95308020000002|93.65193084|-0.0273088679999999|-54.73655332|64.12413387|-1.583914356|-33.88634094|100.6631306|-20.30656983|69.82487767|649.9369163|-1177.78105|-15.09973885|15.1701491|6656.720346|365.1095806|39.89581513|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|1.0|1.0|1.0|1.0|0.15|24.0|6.01|74.73|3.0|127.97|0.0|8.0|-6.16|33.0|0.0|1.0|4.29|6.86e-07|0.000304|2.18e-06|4.86|0.0|0.0|2.25e-10|4.36|3.6257|-1470.816175|291.0|629.67|0.70244|-0.14839|-0.18553|-1470.55517|6.35|13.0|7.8861|7.8861
18_a10|0.0|0|0|0|0.0|2|1.243178376|-0.00309846|5.733341277|0.0307177839999999|2|-0.092424959|0.009941402|-0.052165302|-0.0280813039999999|1|1|0.010573165|-0.144233311|-0.091730492|-0.143149563|2|0.7155022459999999|0.048377088|-0.0507442929999999|0.832812971|0.6886547670000001|1|0.885552955|-0.0575419659999999|0.019095409|-48.27152552|40.99617452|72.64119073|-0.024889861|-30.63863373|123.3621791|-1.368942347|-23.18149476|61.38857307|-15.79795381|48.64284759|562.0732377|-868.8874593|-10.02718922|13.51828833|6213.631543|227.471785|24.62214943|0.020666062|-179.7708584|1354.218219|713.2632062000001|1.0|1.0|1.0|0.0|0.32|21.0|4.66|62.06|1.0|119.81|0.0|5.0|-4.48|31.0|1.0|1.0|3.67|3.34e-05|0.0138|1.7100000000000002e-05|3.49|0.0|0.0|1.32e-08|2.65|3.7977|-1336.433782|0.2962|504.61|0.6866300000000001|-0.15735|-0.20692|-1336.185978|5.9029|0.13|6.8861|6.8861
12bi_a36|0.0|1|0|0|3.466222049|2|1.297042566|-0.00902707|5.351858133|-0.043740597|2|0.03474497|0.000482522|-0.067142264|0.041834838|1|1|0.002872872|0.056936052|-0.176729938|-0.289604649|1|0.884226781|0.0997949019999999|0.071329141|0.858971809|0.8350231859999999|0|0.7850011179999999|-0.082914301|0.034602166|-75.1419557|129.685076|150.12481100000002|-0.027831043|-52.46851415|0.0|-1.614200516|-40.42611289999999|101.3899049|-19.43326441|82.05687954|548.1337538|-1127.129336|-13.56944331|15.71382803|6572.410403|349.3664649|38.89295091|0.037590587|0.474365004|2255.791153|766.4854363|0.0|0.0|1.0|2.0|0.21|17.0|1.9|87.66|1.0|136.74|0.0|7.0|-4.11|33.0|0.0|0.0|1.75|7.75e-05|0.0342|7.13e-05|2.62|0.0|0.0|1.6100000000000005e-07|2.68|3.6851|-1461.997992|0.4214|603.92|0.69207|-0.15078|-0.2018|-1461.75632|8.8903|14.0|7.8539|7.8539
14j_a23|0.0|0|1|1|0.0|0|1.197963927|-0.006327927|5.351858133|-0.071396109|2|0.037350515|0.007671236|-0.026319216|-0.055708465|2|2|0.0075222369999999|0.087218599|-0.073945564|-0.17267308|2|0.616699629|0.143567854|-0.091426449|0.864845456|0.5935522360000001|1|0.8454521620000001|-0.062203032|0.020485263|-53.34139172|40.38957571|100.2571987|-0.034989992|-34.60325668|83.17168000000001|-1.644529644|-26.17681598|64.88069411|-22.69846456|53.64097592|548.455847|-1066.827834|-14.72479008|15.57933561|6597.039681|146.63044480000002|29.32742551|0.017787992|-355.4521561|1378.388999|599.5697147999999|0.0|1.0|1.0|1.0|0.05|26.0|4.58|105.02|2.0|120.24|0.0|5.0|-5.58|31.0|0.0|0.0|3.77|2.66e-06|0.00114|7.73e-06|3.68|0.0|0.0|2.14e-08|3.72|3.6671|-1729.15999|0.3886|528.18|0.65128|-0.14816|-0.2239699999999999|-1728.988797|8.3233|4.0|8.3883|8.3883
6b_a31|0.0|1|0|0|3.404988662|1|0.610136262|-0.016070861|5.733341277|-0.178758575|0|0.11647286|-0.011483229|-0.032090772|-0.053655833|2|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|0|0.838789705|-0.068433069|-0.084489161|0.841537966|0.795570315|0|0.627853074|-0.12081047|0.032992761|-78.37648097|159.79549319999998|227.0509355|-0.045675611|-47.81835367|101.4993391|-2.055402513|-44.96993859|93.1058799|-27.86719323|93.83704414|383.0600707|-1254.023695|-17.0020813|14.46878435|6099.567787|155.0167518|37.35947255|0.024142162|-300.0775025|1681.1762649999998|536.6368656000001|1.0|1.0|1.0|2.0|0.1|22.0|4.0|131.36|1.0|109.69|0.0|4.0|-5.63|29.0|0.0|1.0|3.3|2.34e-06|0.000947|2.18e-05|3.2|0.0|0.0|4.67e-08|4.61|3.2949|-1652.671944|0.4967|492.36|0.7013199999999999|-0.13345|-0.1918|-1652.505041|8.8379|54.0|7.2676|7.2676
13g_a6|0.0|1|0|0|3.457632039|0|1.424099171|-0.006574579|4.727387819|0.004767264|2|0.03536788|-0.002407131|0.073394284|-0.080022038|1|1|-0.000644109|0.061423911|-0.12414699|-0.215607882|2|0.836982172|0.095969451|-0.144664763|0.832753533|0.789769968|1|0.871972049|-0.074216821|0.017637229|-64.02222283|68.57626488|89.14285747|-0.0323525729999999|-44.57717132|0.0|-1.747038966|-35.98038956|76.50577593|-22.52633766|63.95581946|607.1336751|-1216.422234|-15.68456028|14.34268783|6332.20768|184.0026638|30.61752948|0.017929016|-328.2712049|1653.346592|744.1359788|1.0|1.0|1.0|2.0|0.12|27.0|4.79|103.17|2.0|128.63|0.0|6.0|-5.56|33.0|0.0|1.0|3.47|2.77e-06|0.0012|8.8e-06|3.7|0.0|0.0|2.67e-11|3.83|3.2472|-1386.611265|0.8442|592.49|0.7034100000000001|-0.1327|-0.20806|-1386.364067|13.3225|119.0|6.9245|6.9245
4l_a46|0.0|0|0|0|0.0|1|1.134637095|-0.004736212|5.587248657999999|-0.075241716|1|-0.067419714|0.0066560469999999|-0.060895366|-0.161358058|1|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|1|0.7940662409999999|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|0.892158627|-0.09094885|0.00657916|-48.19533497|177.7681018|61.00681586|-0.030068681|-27.26452605|0.0|-1.533502748|-29.10603933|51.66342604|-17.01011822|55.17245545|504.7020036|-867.5160294|-9.6227739|9.833034117|4865.794981|65.93290984|19.25417715|0.006130523|-433.8429998|981.9630347|579.2365607|1.0|1.0|1.0|1.0|0.36|17.0|5.02|50.94|1.0|105.77|0.0|3.0|-5.28|26.0|1.0|1.0|4.08|5.25e-06|0.00182|7.78e-06|4.49|0.0|0.0|9.980000000000001e-08|4.99|4.4542|-1092.745692|0.2504|526.77|0.68584|-0.18567|-0.20351|-1092.53932|3.7624|98.0|7.0088|7.0088
12ah_a36|0.0|1|0|0|3.456839001|2|1.297013411|-0.007648622|5.351858133|-0.043678703|2|0.078459408|0.0005016269999999|-0.083956827|-0.050147748|1|1|0.0010871589999999|0.133939811|-0.103922055|-0.177407665|1|0.8941919290000001|0.011674455|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|0.828405275|-0.0758457179999999|0.0184777819999999|-68.45222166|82.70705743|110.8777131|-0.038137281|-44.23111357|0.0|-1.906864035|-31.66734951|80.02464883|-24.6427998|60.9481085|535.2826672|-1232.13999|-15.92320089|15.54445187|6015.129321|149.3235124|32.04915319|0.017909528|-347.5133554|1602.457659|629.5017194000001|0.0|0.0|1.0|2.0|0.14|17.0|2.54|69.2|1.0|128.76|0.0|5.0|-4.44|30.0|1.0|1.0|2.34|3.64e-05|0.0151|2.55e-05|3.31|0.0|0.0|6.65e-08|3.79|3.7792|-1692.545871|0.6729|532.36|0.6970000000000001|-0.15434|-0.2107099999999999|-1692.369929|7.6265|11.0|7.9586|7.9586
28_a47|0.0|0|1|1|0.0|0|1.4201653580000002|-0.009689834|4.727387819|-0.23494583|2|0.023813594|-0.013020816|-0.00496711|0.0467853809999999|1|1|-0.010153352|0.06536499|-0.046265509|-0.126992366|2|0.635684951|-0.175007067|0.074217097|0.896193695|0.614975047|1|0.605349345|-0.1132830309999999|0.026080156|-63.47150284|365.2310214|234.5873429|-0.038135461|-37.72858603|83.61576722|-1.601689367|-40.02656804|82.27079846|-22.66839387|82.83994768|359.8303775|-952.0725426|-13.47449501|14.91533234|5633.990508|206.7032519|34.75365534|0.031626405|-181.0112167|1459.653524|428.5826478|1.0|1.0|1.0|2.0|0.05|21.0|3.84|98.72|1.0|99.2|0.0|5.0|-3.67|28.0|0.0|1.0|2.4|0.000214|0.0816|0.000217|1.97|0.0|0.0|1.2099999999999998e-07|3.51|3675.0|-1335.759232|0.2996|461.73|0.69002|-0.15049|-0.2052|-1335.6279869999998|8.17|25.0|7.6|7.6
17_a3|0.0|0|0|0|0.0|0|0.605019885|-0.009450704|4.727387819|-0.118246266|2|-0.015463451|-0.007540435|-0.041723219|-0.0510707059999999|1|1|-0.006696449|-0.027542873|0.020589494|0.036673175|2|0.881253042|0.1789147639999999|-0.085686119|0.838125715|0.773152968|1|0.803075623|-0.098658557|0.010321361|-48.88298017|234.4907116|100.2028184|-0.039557272|-24.87357062|76.17242478|-1.344947254|-25.54439812|55.39769571|-20.12828595|55.45324083|408.6362608|-684.3617224|-10.24205849|11.12358659|4839.543958|81.38261354|23.96047156|0.012803096|-346.0738521|814.6560331000001|353.7528308|1.0|1.0|1.0|1.0|0.0|21.0|4.66|92.93|1.0|95.5|0.0|2.0|-5.53|23.0|0.0|1.0|3.71|2.96e-06|1.0|1.18e-05|3.88|0.0|0.0|3.28e-08|3.57|3.2102|-1731.75233|0.4062|393.58|0.69481|-0.13155|-0.20359|-1731.663157|4.8815|23.0|7.6383|7.6383
18_a4|0.0|0|0|0|0.0|1|1.3998285519999998|-0.004533883|5.4161004020000005|-0.164169913|1|0.049240675|0.000379379|-0.200683549|-0.063708832|1|1|0.00042|0.108754635|0.006968314|0.015390457|1|0.624748358|0.102914528|-0.105846349|0.8547339420000001|0.615655659|0|0.7755960390000001|-0.094231531|0.017694182|-42.33787448|203.5264327|110.7087804|-0.03479101|-20.88721799|0.0|-1.287267373|-22.93503169|50.98777224|-17.16400317|55.21809494|382.6371479|-635.0681172000001|-8.467791078|10.31843368|4381.693113|113.7466718|22.30718562|0.0175331289999999|-265.85258480000005|825.3658678999999|337.0066459|1.0|0.0|1.0|1.0|0.11|17.0|3.43|50.94|0.0|86.22|0.0|3.0|-2.95|23.0|1.0|1.0|2.78|0.00113|349.0|0.000312|2.24|0.0|0.0|2.96e-06|3.02|4.2045|-1033.480025|0.2083|404.27|0.57777|-0.17345|-0.20883|-1033.398285|3498.0|2.62|5.5817|5.5817
