molecula|Volume|Wavelength (HOMO-LUMO transition) (nm)|SddssS|Approximated area|Highest Occupied Molecular Orbital Energy|BCUTs-1l|MATS2c|Dipole (water)|SRW07|pIC50|SaaaC|AATSC1are|n5aRing|n5aHRing|MATS1i|FNSA5|PBF|FNSA4|GeomPetitjeanIndex|FPSA1|GeomRadius|WNSA2|Hydrogen bond don0rs count (using Lipinski’s definition)|Log S (SILICOS-IT)|TPSA_y|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|pIC50
47a_a18|1536.87|388.09|0.0|813.01|-0.18291|0.403918489|0.018016478|3.0133|4.844187086|9.0|0.0|-0.005483379|0|0|-0.232940071|-0.099310031|0.371382587|-0.036234741|0.483193636|0.2063806289999999|10.20255289|-1802.576619|3.0|-8.27|123.06|2.95e-06|8.82|3.1947|9.0
11b_a5|1063.35|295.32|0.0|511.28|-0.21291|1.277648917|-0.2023158669999999|2.8531|4.59511985|7.7212|0.0|0.006121601|1|1|-0.0109928619999999|-0.080664777|0.378154801|-0.029332646|0.456131351|0.33175528|8.936258446|-465.13355250000006|1.0|-9.15|63.69|2.68e-07|3.31|4.1982|7.7212
11b_a31|969.71|322.57|0.0|479.66|-0.1951|0.610137403|0.078614731|4.7518|5.733341277|6.2757|0.0|-0.014385937|2|2|-0.101934423|-0.148709304|0.26165445|-0.044612791|0.473305522|0.330276165|6.83089364|-553.3080237|2.0|-5.45|125.57|0.00128|4.07|3.8437|6.2757
19_a34|882.87|297.18|0.0|421.62|-0.20251|1.438829424|-0.068004837|5.0441|5.351858133|6.0044|0.0|-0.00802652|1|1|-0.255220734|-0.1255804019999999|0.308793959|-0.039656969|0.467358389|0.3377105079999999|5.495780422|-374.9727034|1.0|-5.03|69.4|0.00291|2.7|4.1721|6.0044
5a_a49|1082.25|316.13|0.0|443.78|-0.21238|1.343848751|0.079751437|7.0102|5.777652323|7.3665|1.878067786|0.007647515|1|1|-0.158356406|-0.0787216|0.6254267029999999|-0.027311576|0.490453006|0.393071247|6.0732145310000005|-457.9083293000001|0.0|-6.92|73.14|4.72e-05|4.14|3.9219|7.3665
27_a47|1165.54|325.21|0.0|517.82|-0.21594|1.216250059|-0.160399235|5.2214|4.727387819|5.6|1.807806182|0.001861676|1|1|-0.077485193|-0.079484997|0.337815064|-0.028494622|0.475450742|0.299267237|7.083168776|-618.7741154|2.0|-8.82|67.66|6.55e-07|2.97|3.8125|5.6
14g_a23|1233.48|334.71|0.0|583.38|-0.23201|1.197957711|0.180361525|10245.0|5.351858133|8.0|0.653317181|-0.002390707|2|2|-0.0962526|-0.096288005|0.297855753|-0.041536002|0.461846955|0.219684185|8.788027188|-1072.841648|1.0|-7.95|114.25|5.57e-06|5.17|3.7042|8.0
3t_a32|1129.24|349.38|0.0|575.45|-0.20246|0.609420752|0.028840888|2.7003|5.733341277|8.0458|2.141978747|9.83e-05|3|3|-0.070331512|-0.0974995|0.217914628|-0.026967947|0.481726305|0.315525518|8.107111779|-505.632194|1.0|-8.01|128.01|3.91e-06|5.5|3.5487|8.0458
4r_a46|986.04|274.25|0.0|467.85|-0.2207199999999999|1.13129629|-0.173617329|3.5979|5.587248657999999|5.8499|0.0|0.006236535|1|1|-0.055572881|-0.081339886|0.261414008|-0.0259595379999999|0.456487948|0.285368722|5.81085807|-343.3301143|1.0|-6.25|63.83|0.000188|2.3|4.5209|5.8499
11a_a50|963.2|305.11|0.0|437.9|-0.2005299999999999|1.397733996|-0.156121881|7.5619|5.82008293|7.2291|2.114272566|0.011959339|2|2|-0.162848233|-0.071180382|0.2931724189999999|-0.025421565|0.463749257|0.345638567|5.965221997|-298.409489|0.0|-5.87|48.53|0.000441|3.05|4.0636|7.2291
7_a47|1043.33|333.26|0.0|455.81|-0.2073699999999999|1.304326965|0.00763426|4.4255|0.0|7.6|1.303301032|-0.0091074509999999|0|0|-0.021071408|-0.095957591|0.427432212|-0.036250645|0.405265781|0.1830206469999999|6.485224033|-518.7725468|2.0|-9.45|58.04|1.3900000000000001e-07|5.08|3.7203|7.6
7a_a8|1031.61|403.8|0.0|494.48|-0.20505|1.4000287219999998|-0.11821781|12.8748|5.4161004020000005|4.6068|0.0|0.000736369|1|1|-0.019499132|-0.101880506|0.238462711|-0.042647654|0.477611327|0.266115601|7.699041907000001|-632.5556427|1.0|-7.27|92.93|2.05e-05|5.2|3.0704|4.6068
13g_a6|1253.71|381.82|0.0|592.49|-0.20806|1.424099171|-0.0961994219999999|13.3225|4.727387819|6.9245|1.648997541|-0.002407131|1|1|-0.12414699|-0.091949419|0.2141642839999999|-0.0323525729999999|0.444443571|0.264266646|7.968172425|-846.9662551000001|2.0|-10.57|103.17|1.15e-08|3.83|3.2472|6.9245
IN1233_a59|1204.16|350.69|0.0|531.14|-0.20289|1.400923654|0.1160337319999999|7.6059|4.727387819|7.4685|1.983673343|-0.005614194|1|1|0.001996439|-0.095213818|0.356444983|-0.035929742|0.483639625|0.1892041019999999|8.011984402000001|-843.3505049|2.0|-10.0|97.55|4.17e-08|5.35|3.5355|7.4685
3_a47|941.44|332.54|0.0|402.58|-0.2119|1.304465159|0.013076203|5.3274|0.0|6.5|1.416887578|-0.008828261|0|0|-0.015388793|-0.0948001|0.4661246329999999|-0.036461577|0.403777634|0.2150305089999999|6.46319354|-391.0345195|2.0|-8.42|58.04|1.33e-06|4.12|3.7284|6.5
12at_a36|1238.61|322.81|0.0|589.75|-0.2131|1.297042863|-0.04229234|8.9532|5.351858133|7.1079|0.0|-0.001148437|1|1|-0.136151085|-0.110637955|0.301423347|-0.037537878|0.49342323|0.325557803|8.837213274|-1007.989912|2.0|-6.62|95.5|0.000106|4.5|3.8408|7.1079
9o_a24|1126.94|290.75|0.0|432.84|-0.22353|1.294229152|-0.064667223|5.9089|4.59511985|6.3507|0.0|0.0012214139999999|1|1|0.00177843|-0.08834189|0.6253256110000001|-0.032911684|0.4861134689999999|0.331953623|6.080741586|-562.6938294|2.0|-7.91|92.79|5.23e-06|4.41|4.2643|6.3507
4f_a46|1020.33|272.61|0.0|493.53|-0.2202599999999999|1.134637108|-0.2265364489999999|3.7419|5.587248657999999|6.7375|0.0|0.012332859|1|1|-0.079238184|-0.0674830959999999|0.296072934|-0.022035297|0.424708366|0.240157725|5.654067072999999|-317.7588874|0.0|-7.21|43.6|2.04e-05|3.87|4548.0|6.7375
14d_a23|1186.17|3688.0|0.0|554.84|-0.22152|1.197963465|0.058368697|8.1555|5.351858133|8.4001|0.758207139|0.01269616|2|2|-0.074441567|-0.078282292|0.213597535|-0.032878563|0.454495683|0.209653392|7.832720777|-713.8033475|1.0|-7.78|105.02|7.03e-06|3.79|8.1555|8.4001
9_a47|959.59|333.44|0.0|406.35|-0.20488|1.3818994059999998|0.00410268|3.4815|0.0|7.6|1.323246814|-0.009607222|0|0|-0.021556658|-0.0969292319999999|0.492394184|-0.036925422|0.482896681|0.209348023|5.653392499|-424.4325604|2.0|-8.47|58.04|1.17e-06|4.06|3.7183|7.6
12j_a30|1175.75|356.4|0.0|549.64|-0.1987799999999999|0.604984421|0.04148877|5.1081|5.351858133|8058.0|0.0|0.005613018|1|1|-0.053644471|-0.094132698|0.328405591|-0.036204884|0.476658597|0.1865388989999999|8.067697897|-786.2626307999999|1.0|-7.01|81.65|4.02e-05|4.14|3.4788|8058.0
14i_a23|1224.02|335.72|0.0|580.74|-0.23121|1.197963212|0.142566578|8.3755|5.351858133|8.4622|0.7151570629999999|0.002243702|2|2|-0.017918675|-0.096562208|0.266320368|-0.039760909|0.478050606|0.221904316|8.107659819|-948.103263|2.0|-6.96|148.11|5.03e-05|4.64|3.6931|8.4622
16_a31|818.1|338.79|0.0|369.73|-0.1842|0.61013894|0.152128735|5.5943|5.733341277|7.0458|0.0|-0.017017891|2|2|-0.053194463|-0.150315165|0.29485045|-0.050105055|0.427771627|0.26919564|5.521618837|-367.0549296|2.0|-4.94|114.29|0.00347|1.7|3.6596|7.0458
14a_a23|1134.02|334.02|0.0|516.58|-0.2238099999999999|1.197964042|0.050806184|8.3962|5.351858133|8.5498|0.757767133|0.012219066|2|2|-0.073893976|-0.08032517|0.225448915|-0.0341809229999999|0.462434482|0.219241211|7.668841725|-642.4662212000001|1.0|-7.41|105.02|1.6100000000000002e-05|3.47|3.7119|8.5498
14q_a23|1222.17|340.33|0.0|554.59|-0.23013|1.19796338|0.141057047|12.0503|5.351858133|7.8069|0.720966302|0.002243702|2|2|-0.017918675|-0.096370719|0.227948491|-0.039682061|0.472004985|0.222659101|8.732265278|-953.9181308|2.0|-6.96|148.11|5.03e-05|4.19|3.6431|7.8069
21_a34|1182.6|401.11|0.0|530.93|-0.20872|1.425532331|0.026135784|7.9399|5.860786223|5.4737|0.0|-0.001643445|1|1|-0.254686357|-0.117789944|0.527371706|-0.041572921|0.4688149339999999|0.271739906|7.253455092999999|-954.6558014|0.0|-7.68|86.55|9.06e-06|7.78|3091.0|5.4737
7g_a8|1053.9|327.36|0.0|507.78|-0.22129|1.39137419|-0.092384028|12.9547|5.4161004020000005|4.6772|0.0|-0.00087806|1|1|0.021974492|-0.1122315669999999|0.306360885|-0.045912914|0.470618047|0.193261535|7.588498875|-725.6133762000001|1.0|-7.91|80.04|4.92e-06|6.26|3.7874|4.6772
4R4l_a46|1038.78|301.29|0.0|498.78|-0.19602|1.134637095|-0.058870177|2.3035|5.587248657999999|6.8633|0.0|0.0066560469999999|1|1|0.0071939419999999|-0.084697739|0.208818132|-0.02989332|0.4568839389999999|0.121701516|5.669819400000001|-449.0673625|1.0|-7.0|50.94|3.47e-05|4.99|4.1152|6.8633
22_a47|1027.32|308.65|0.0|466.95|-0.22828|1.408617385|0.048272293|5.7009|4.727387819|9.0|1.016903613|-0.006808306|1|1|-0.1049885469999999|-0.089280419|0.573087958|-0.031744149|0.4614909829999999|0.390313552|6.9553262170000005|-497.3405809|2.0|-7.69|84.73|8.11e-06|4.4|4017.0|9.0
17a_a25|1271.9|315.11|0.0|598.67|-0.21559|1.373200859|0.0055894319999999|5.1401|4.727387819|7.6021|2.008884939|0.0063846319999999|1|1|-0.047099434|-0.079378741|0.348821736|-0.0297670279999999|0.468791604|0.244019498|8.996672966|-847.969248|1.0|-9.98|72.7|4.54e-08|6.04|3.9347|7.6021
12a_a5|1140.24|297.97|0.0|508.81|-0.21228|1.338814635|-0.256282289|3.9457|5.209486153|7.7212|0.0|0.00873078|1|1|-0.057691345|-0.067680123|0.337539208|-0.026030816|0.457755771|0.253214907|8.741980056000001|-511.1786804|1.0|-8.83|57.7|5.660000000000001e-07|2.91|4.1610000000000005|7.7212
1j_a5|959.39|300.89|0.0|445.81|-0.20645|1.427567371|-0.2031633169999999|3.0364|4.59511985|7.6198|0.0|0.00683534|1|1|-0.010807075|-0.074505844|0.35883584|-0.027258236|0.469085779|0.383510433|7.328149934|-322.4414176|1.0|-8.14|63.69|2.36e-06|2.61|4.1205|7.6198
13j_a6|1196.6|348.28|0.0|555.0|-0.19491|1.430640326|0.0353600779999999|10.9731|5.351858133|6.5817|0.0|-0.011017781|1|1|-0.045418125|-0.129511589|0.205764388|-0.046428683|0.433600896|0.215833159|8.741405506|-1098.707398|3.0|-8.5|115.15|1.36e-06|4.94|3.5599|6.5817
9b_a36|1127.85|321.74|0.0|514.45|-0.20979|0.62670079|-0.053019801|8.4288|5.351858133|7.6778|0.0|0.005050384|1|1|-0.053309522|-0.098301686|0.2602997|-0.036110824|0.453252346|0.21757783|7.549264797|-697.8234711|1.0|-6.64|82.47|9.21e-05|3.82|3.8535|7.6778
17_a20|1157.26|365.45|0.0|543.09|-0.21089|1.4012598180000002|-0.064380628|5.3075|4.727387819|5.6478|1.652760156|-0.000495713|1|1|-0.116922879|-0.081404237|0.3874475579999999|-0.0315649079999999|0.455285305|0.24569612|8.198616089|-665.1656349|1.0|-10.14|91.14|2.9e-08|4.11|3.3926|5.6478
40_a47|947.27|332.97|0.0|444.47|-0.20317|1.420389717|-0.246203395|6.5995|4.727387819|8.4|1.566109469|0.002212256|1|1|-0.147591116|-0.083237511|0.237173658|-0.027052191|0.4574577489999999|0.426343267|7.042383142|-314.91225539999994|1.0|-7.08|68.52|2.79e-05|2.06|3.7236|8.4
12bi_a36|1256.37|336.45|0.0|603.92|-0.2018|1.297042566|-0.088734077|8.8903|5.351858133|7.8539|0.0|0.000482522|1|1|-0.176729938|-0.107613368|0.382000949|-0.027831043|0.461975362|0.500339677|8.454426643|-787.0277122|2.0|-6.79|87.66|7.11e-05|2.68|3.6851|7.8539
6b_a40|1183.07|399.62|0.0|552.01|-0.21904|0.604892326|0.135693438|11.3203|6.401917197|7.5229|0.6899826|-0.003851208|2|2|-0.018582337|-0.118488624|0.417254814|-0.049599889|0.442509019|0.1218592019999999|6.976123351|-956.7829293|1.0|-5.21|173.43|0.00318|8.98|3.1026|7.5229
9_a4|999.93|308.91|0.0|430.12|-0.22204|1.300485838|-0.211556011|5.4739|5.4161004020000005|7.3188|2.137757657|0.010709527|1|1|-0.0475186259999999|-0.069566741|0.472497372|-0.025885299|0.43745176|0.207109566|5.744374392999999|-329.6286606|0.0|-8.16|43.6|2.49e-06|3.87|4.0137|7.3188
8g_a8|1083.78|330.67|0.0|489.97|-0.21391|1.39137364|-0.000475415|7.5762|5.4161004020000005|5.3768|0.0|-0.009140059|1|1|0.0794962979999999|-0.129695841|0.298992226|-0.052430233|0.479218966|0.166939179|7.440878437999999|-925.1746152|2.0|-7.4|99.34|1.67e-05|7.17|3.7495|5.3768
12p_a36|1113.05|323.11|0.0|506.89|-0.21131|1.297044387|-0.0494658159999999|6.7199|5.351858133|8.0458|0.0|-0.002526241|1|1|-0.101303149|-0.108380023|0.315548061|-0.039016808|0.475504684|0.240873847|7.546742977|-773.1468902|2.0|-6.86|69.2|5.58e-05|3.41|3.8372|8.0458
24_a47|1002.04|312.5|0.0|450.98|-0.2285|1.304328602|0.0453435129999999|3.6008|4.727387819|8.5|1.081401467|-0.0060410169999999|1|1|-0.111494046|-0.090995097|0.214985826|-0.032498249|0.479188295|0.388396422|7.024694045|-432.3234052|2.0|-7.63|84.73|9.22e-06|4.46|3.9675|8.5
2_a47|902.07|333.46|0.0|371.19|-0.20731|1.381899691|-0.002024001|3.1004|0.0|6.2|1.454085483|-0.007479445|0|0|-0.017113434|-0.095655954|0.482748996|-0.036790752|0.433425706|0.215021885|5.308758149|-356.116445|2.0|-7.82|58.04|4.73e-06|3.49|3.7181|6.2
14a_a10|1380.89|326.1|0.0|645.26|0.19621|1.3438495730000002|-0.2090476269999999|4.8004|5.4161004020000005|7.1308|2.070512208|0.011509975|1|1|-0.220250238|-0.070610745|0.43555903|-0.018970051|0.469029865|0.457984122|10.0292632|-669.2555601|0.0|-8.18|59.31|3.07e-06|2.25|3802.0|7.1308
3_a4|905.23|305.09|0.0|350.36|-0.21969|1.343866299|-0.241609351|3205.0|5.4161004020000005|6983.0|2.180369373|0.011825591|1|1|-0.048796855|-0.06572153|0.462670692|-0.024645574|0.430553837|0.280312336|4.832514477|-232.6201124|0.0|-7.19|43.6|2.03e-05|2.66|4.0639|6983.0
12b_a50|909.8|315.44|0.0|401.64|-0.19425|1.397986833|-0.19841119|5.6617|5.82008293|5.3242|2.112397566|0.01164808|2|2|-0.168032508|-0.066155918|0.24516882|-0.0237482779999999|0.430791247|0.4268092529999999|5.7232816060000005|-234.0844297|0.0|-5.49|48.53|0.00101|2.47|3.9305|5.3242
12i_a36|1172.5|330.66|0.0|504.47|-0.20475|1.2401347459999998|0.043792895|6.6124|5.351858133|7.9208|0.0|-0.011700732|1|1|-0.1187503719999999|-0.117424873|0.332782117|-0.045665229|0.460246812|0.230870141|7.549683919|-1023.755049|2.0|-7.14|78.43|3.37e-05|4.86|3.7496|7.9208
28_a20|1198.32|346.35|0.0|531.85|-0.21814|1.417203216|-0.013841559|4.7428|4.727387819|6.5935|1.650185059|0.002234763|1|1|-0.016955137|-0.091179288|0.3962228229999999|-0.035068957|0.468838001|0.226358273|7.587188177000001|-812.3457521|1.0|-8.8|99.58|6.590000000000001e-07|4.64|3.5798|6.5935
12n_a36|1256.83|340.78|-3.404662145|566.87|-0.19984|0.299253841|0.039596635|14.3562|5.351858133|7.8239|0.0|-0.006862238|1|1|-0.15024383|-0.115872034|0.239018516|-0.039955874|0.454498749|0.258248547|6.863551112000001|-1061.639417|3.0|-6.87|123.75|6.45e-05|6.24|3.6382|7.8239
13_a12|867.79|315.25|0.0|437.91|-0.20903|1.508548782|0.202052156|1.5686|0.0|7.0315|0.0|0.000830398|0|0|-0.169387652|-0.092483398|0.122164874|-0.034993718|0.466560112|0.117007826|6.06407675|-311.13163480000003|1.0|-7.14|50.7|2.01e-05|3.83|3.9329|7.0315
5b_a50|922.49|308.25|0.0|411.9|-0.19252|1.397278957|-0.253064589|6.1284|5.82008293|4.9126|2.473508677|0.012641727|2|2|-0.1052449509999999|-0.061164973|0.271653991|-0.02140774|0.4462435279999999|0.411250953|5.543302677000001|-221.0035589|0.0|-5.86|35.64|0.0004269999999999|2.81|4.0222|4.9126
3c_a49|1046.53|322.71|0.0|456.22|-0.21913|1.343850149|0.034009672|3.7789|5.4161004020000005|7.0605|1.879769411|0.006218639|1|1|-0.0612829229999999|-0.074135885|0.501887054|-0.0252377479999999|0.4791465279999999|0.362777444|6.567311051|-387.9176903|1.0|-7.54|72.7|1.07e-05|3.99|3842.0|7.0605
15d_a10|1266.87|321.28|0.0|565.91|-0.20918|1.343850133|-0.233802395|3.8163|5.4161004020000005|7.1612|2.04092658|0.010215823|1|1|-0.1786649189999999|-0.070612242|0.565801561|-0.018829931|0.473858537|0.5280998339999999|8.429169102000001|-513.0869954|0.0|-7.82|65.3|6.62e-06|2.05|3.8591|7.1612
7d_a10|970.29|319.09|0.0|417.68|-0.21965|1.34384996|-0.117302383|3.4695|5.4161004020000005|6.0325|1.591760572|0.00870171|1|1|-0.041520889|-0.070901708|0.421731106|-0.024733154|0.484115691|0.270414577|6.100927672|-299.34991010000005|0.0|-7.83|43.6|5.04e-06|3.49|3.8856|6.0325
3b_a32|857.0|348.81|0.0|396.83|-0.20137|0.609420808|0.046791596|5.7777|5.733341277|8.2366|2.21541916|-0.001282231|3|3|-0.0791178979999999|-0.100355499|0.2719741|-0.033451833|0.460751087|0.2358716619999999|5.765940603|-265.6468664|1.0|-6.5|110.94|9.97e-05|2.45|3.5545|8.2366
15c_a10|1318.35|337.75|0.0|595.63|-0.19463|1.343850105|-0.236118846|4.8283|5.4161004020000005|7.0|2.063253638|0.01143745|1|1|-0.226679901|-0.072537853|0.418835517|-0.019267867|0.449308156|0.471771585|8.639636218|-593.6228632|0.0|-7.79|59.31|7.3e-06|2.2|3.6709|7.0
8f_a12|1020.81|339.35|0.0|441.97|-0.2124|0.609895166|0.110310585|1.4701|4.59511985|6.1898|2.177023629|-0.002596875|1|1|-0.070713228|-0.098932601|0.285353468|-0.03822396|0.460344828|0.161876566|7.016225129|-543.1216218999999|1.0|-8.42|78.41|1.4e-06|4.19|3.6536|6.1898
25_a47|1062.81|310.91|0.0|491.7|-0.22919|1.30432753|0.037667531|5.1625|4.727387819|7.8|1.087932079|-0.003963349|1|1|-0.108691353|-0.08797211|0.574771479|-0.031278972|0.4760601829999999|0.376125772|6.951055196|-518.7525876|2.0|-8.01|84.73|4.02e-06|4.78|3.9878|7.8
12ay_a36|1184.45|339.12|0.0|532.22|-0.2031599999999999|1.2970434|-0.05976542|9.1844|5.351858133|7.7447|0.0|0.003676818|1|1|-0.101854847|-0.098945129|0.419950383|-0.035337546|0.4530143439999999|0.221835195|6.466730436000001|-831.4538627999999|2.0|-7.34|69.2|1.86e-05|3.79|3.6561|7.7447
12z_a30|1266.9|360.02|0.0|580.6|-0.19279|0.604983642|-0.1155022219999999|7.2113|5.351858133|7.3615|0.0|0.003529389|1|1|-0.12254489|-0.107776943|0.315493739|-0.034034824|0.48740649|0.3691601439999999|8.071510779|-938.4966892|1.0|-6.83|100.11|6.720000000000001e-05|3.34|3.4438|7.3615
18a_a30|1120.46|357.18|0.0|508.08|-0.19785|0.604987543|0.045071414|5.2813|5.351858133|7.6108|0.0|0.005050384|1|1|-0.053309522|-0.095397479|0.294303776|-0.036990859|0.445995681|0.209500834|7.050626413|-702.4886239|1.0|-6.64|81.65|9.21e-05|3.82|3.4712|7.6108
34_a20|1205.64|320.38|0.0|544.93|-0.21284|1.416932073|0.0305860929999999|5.4994|4.727387819|7.2147|1.991704333|0.003085806|1|1|0.0346782989999999|-0.085459595|0.408491116|-0.032248904|0.462785432|0.223585914|7.940146766|-773.7338361000001|1.0|-9.18|86.69|2.780000000000001e-07|4.97|3.8699|7.2147
9_a27|945.35|297.52|0.0|425.08|-0.2187|1.391067068|0.164227115|4.0436|4.727387819|8699.0|1.233610009|0.00611794|1|1|-0.101933162|-0.088404481|0.36853691|-0.033677898|0.466349763|0.210719846|5.03925321|-376.0062056|1.0|-7.06|76.46|2.88e-05|4.67|4.1673|8699.0
11d_a5|1154.67|301.89|0.0|594.45|-0.20529|1.388848584|-0.245058546|3.7008|4.59511985|7.8239|0.0|0.008307337|1|1|-0.12451554|-0.0847408619999999|0.359644732|-0.029333375|0.49396568|0.287694578|8.920296087|-615.8065323|1.0|-8.64|66.93|8.909999999999999e-07|2.59|4107.0|7.8239
12u_a30|1202.06|354.21|0.0|559.16|-0.20146|0.604983445|0.028039604|7.0553|5.351858133|7.4647|0.0|0.002431329|1|1|-0.0493878409999999|-0.097867106|0.477056017|-0.03794847|0.443167712|0.189537132|7.804487592999999|-834.2224549|1.0|-7.8|81.65|7.39e-06|5.08|3.5003|7.4647
9s_a24|1121.42|464.24|0.0|521.4|-0.14462|1.4275963180000002|-0.222173285|7.0312|4.59511985|7.4949|0.0|0.006748865|1|1|-0.204128966|-0.063587778|0.483170382|-0.019465646|0.47085169|0.554839231|9.124394347|-367.7851412|1.0|-8.11|77.21|3.04e-06|1.82|2.6707|7.4949
30_a47|1032.35|333.66|0.0|478.04|-0.20813|1.304327883|-0.069449687|3.6487|4.727387819|7.9|1.192095911|-0.0098410169999999|1|1|-0.035472095|-0.107296835|0.384732322|-0.0383202979999999|0.4680850139999999|0.320552431|6.886726437999999|-579.456614|2.0|-7.24|98.72|2.28e-05|3.89|3.7159|7.9
5g_a40|800.98|356.27|0.0|367.19|-0.19908|0.604913142|0.0094595959999999|6.7957|6.167516491000001|6.9101|0.64025463|-0.012794054|2|2|0.07917206|-0.14338431|0.245639795|-0.049288357|0.488538966|0.254650681|6.193485364|-355.2634413|2.0|-2.89|115.96|391.0|4.02|3.48|6.9101
34_a47|980.02|318.79|0.0|436.88|-0.21536|1.40499556|-0.210257395|6.2235|4.727387819|8.7|1.741433543|0.003530307|1|1|-0.1430639269999999|-0.090141168|0.437215023|-0.029348287|0.45489212|0.346006784|7.066583143|-387.0041342|1.0|-7.47|68.52|1.17e-05|2.41|3.8892|8.7
14r_a23|1145.51|389.92|0.0|513.71|-0.22378|1.197963203|-0.009140243|8.8722|5.351858133|8.2684|0.7087588690000001|0.007671236|2|2|-0.073945564|-0.085881409|0.375360556|-0.03654528|0.4661909429999999|0.211777163|7.555307147000001|-712.2932561000001|1.0|-7.67|105.02|9.18e-06|3.72|3.1797|8.2684
15_a31|925.93|271.36|0.0|452.98|-0.19394|0.610137926|0.1893807519999999|7.5831|5.733341277|5.9586|0.0|-0.011797858|2|2|-0.157560864|-0.131697567|0.287991212|-0.041588706|0.466164359|0.358466423|6.148947296|-446.5429972|2.0|-5.66|117.37|0.000749|3.9|4569.0|5.9586
12d_a30|1176.22|356.06|0.0|545.94|-0.1991|0.604984421|0.041181359|4.8843|5.351858133|7.9508|0.0|0.005613018|1|1|-0.053644471|-0.094239701|0.366319099|-0.036246039|0.4572733479999999|0.185610786|7.557073995|-786.6571918999999|1.0|-7.01|81.65|4.02e-05|4.14|3.4821|7.9508
21c _a23|1275.12|338.3|0.0|587.02|-0.22981|1.197962776|0.178300778|8.3979|5.4161004020000005|7.1752|0.731360766|0.003456487|2|2|-0.0201427689999999|-0.098699133|0.2571258939999999|-0.040210758|0.468609427|0.165442725|8.945789862|-1097.07235|2.0|-7.33|148.11|2.2e-05|4.47|3.6649|7.1752
12bf_a36|1120.94|320.04|0.0|517.66|-0.2139|1.297043948|-0.024689509|7.5932|5.351858133|8.2218|0.0|-0.006877664|1|1|-0.098027247|-0.110255801|0.356652646|-0.037486972|0.474826911|0.294529031|7.546900716000001|-777.5172959|2.0|-7.12|69.2|3.17e-05|3.66|3874.0|8.2218
13p_a6|1283.98|415.53|0.0|573.39|-0.1971099999999999|1.424099253|0.024837222|12163.0|4.727387819|7.0362|1.633493259|-0.008008339|1|1|-0.068532678|-0.107371897|0.196002517|-0.03767435|0.412828992|0.23994258|8.760340755|-1080.8845310000002|3.0|-10.06|122.47|3.92e-08|4.73|2.9837|7.0362
19j_a38|1163.3|336.13|0.0|533.97|-0.21629|1.29704352|-0.089207643|14.4895|5.351858133|8.1146|0.0|-0.004442319|1|1|-0.09493054|-0.108006563|0.625966089|-0.038119963|0.408533267|0.285630155|7.506210369|-910.8612362|3.0|-6.92|105.02|5.14e-05|3.23|3.6886|8.1146
17_a4|873.5|285.92|0.0|413.28|-0.21745|1.219995452|-0.188642713|6.3221|5.4161004020000005|6057.0|0.0|0.001892883|1|1|-0.0179434139999999|-0.08932566|0.332034943|-0.042181562|0.4440629029999999|0.138303414|5.923504372999999|-403.8037909|0.0|-6.56|30.71|9.44e-05|4.44|4.3363|6057.0
6f_a40|1139.55|482.43|0.0|507.64|-203.0|0.604893424|0.134099184|8.7269|6.401917197|7.3768|0.737582436|-0.009302776|2|2|0.048543494|-0.130571562|0.363785804|-0.052228625|0.410805404|0.137191276|6.993991456|-970.0707913999998|2.0|-3.67|199.45|0.0967|6.96|2.57|7.3768
12x_a36|1209.23|331.83|0.0|569.01|-0.2048199999999999|0.629399587|-0.058295476|7.2812|5.351858133|8.1549|0.0|0.00285431|1|1|-0.07550872|-0.104368092|0.3403819629999999|-0.036722107|0.458792701|0.223146459|8.770758009|-897.2176739|2.0|-7.05|94.5|3.83e-05|3.37|3.7364|8.1549
2_a33|1128.98|341.74|0.0|525.38|-0.19979|0.609420748|0.047294725|5539.0|5.733341277|8.2596|2.112255684|-0.002514803|3|3|-0.083752249|-0.104047115|0.411881091|-0.031851158|0.4699986339999999|0.297402265|6.152818143999999|-582.7217333|2.0|-7.67|140.04|8.78e-06|5.11|3.6281|8.2596
14ae_a23|1285.52|344.06|0.0|627.57|-0.21659|1.1979624290000002|-0.033049777|9.5944|5.351858133|8.6038|0.7338690390000001|0.008996289|2|2|-0.143336826|-0.087074783|0.202342743|-0.0269140239999999|0.479058976|0.46959234|8.123993885|-759.846894|1.0|-7.6|123.48|1.17e-05|2.99|3.6036|8.6038
11_a3|834.82|384.66|0.0|346.18|-0.20018|0.605020608|0.119431379|4.4522|4.727387819|7.3979|1.710245969|-0.008037672|1|1|-0.0495219879999999|-0.099420732|0.175996916|-0.0391657429999999|0.4680759679999999|0.2475152639999999|5.475372235|-289.1769972|1.0|-6.51|105.82|9.35e-05|2.12|3.2232|7.3979
12aj_a36|1157.64|344.24|0.0|539.55|-0.20093|1.29704406|-0.056210607|7.8393|5.351858133|7.7696|0.0|0.002951176|1|1|-0.104118159|-0.10279655|0.251263868|-0.0368515929999999|0.47532973|0.22507266|8.056502837|-802.4672307|2.0|-6.97|69.2|4.270000000000001e-05|3.48|3.6017|7.7696
