molecula|Volume|Wavelength (HOMO-LUMO transition) (nm)|SddssS|Approximated area|Highest Occupied Molecular Orbital Energy|BCUTs-1l|MATS2c|Dipole (water)|SRW07|pIC50|SaaaC|AATSC1are|n5aRing|n5aHRing|MATS1i|FNSA5|PBF|FNSA4|GeomPetitjeanIndex|FPSA1|GeomRadius|WNSA2|Hydrogen bond don0rs count (using Lipinski’s definition)|Log S (SILICOS-IT)|TPSA_y|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|pIC50
11a_a5|1272.7|302.86|0.0|578.8|-0.20429|1.212363224|-0.165418719|3.6525|4.59511985|7.0915|0.0|0.007993132|1|1|0.003975818|-0.071517578|0.369563711|-0.026223112|0.466436596|0.259134725|9.740948724|-803.2329738|1.0|-9.93|63.69|5.019999999999999e-08|4.83|4.0938|7.0915
2_a20 (SB-505124)|995.68|340.58|0.0|505.82|-0.18645|1.183764955|-0.006955944|3.9392|5.351858133|6.7721|0.0|0.001622309|1|1|-0.150708132|-0.117328885|0.214264156|-0.0382594189999999|0.475937029|0.1680806939999999|5.952040367|-532.854802|1.0|-7.22|60.03|2.03e-05|4.57|3.6404|6.7721
5_a27|955.22|302.48|0.0|463.87|-0.21506|1.4026035369999998|0.126882432|3.5632|4.727387819|8.5229|1.271687295|0.00991794|1|1|-0.2030237389999999|-0.085078576|0.333977277|-0.030385206|0.439066197|0.258518528|6.160679036|-354.41560810000004|0.0|-6.22|65.6|0.0002|4.9|4.0989|8.5229
LY364947_a10|||0.0|||1.390175303|-0.278922508||4.59511985|7.2291|2.084955541|0.007575|1|1|0.04209715|-0.075303751|0.449473391|-0.029665114|0.486715511|0.276515344|4.702575386|-191.05366730000003|1.0|-7.2|54.46|1.7199999999999998e-05|||7.2291
7c_a10|1102.43|323.24|0.0|488.89|-0.20059|1.343178184|-0.152261681|5.0714|5.4161004020000005|5.4191|1.798334646|0.01006918|1|1|-0.12177839|-0.0876410609999999|0.487148112|-0.0223398779999999|0.4675549639999999|0.47369361|6.703148323|-389.4200163|0.0|-7.78|62.06|6.4e-06|2.76|3.8357|5.4191
15b_a50|1035.3|305.67|0.0|475.99|-0.20071|1.353059441|-0.144363623|9.3788|5.82008293|7.1024|2.018777006|0.004641091|2|2|-0.131737048|-0.080700307|0.447220762|-0.028069672|0.478989976|0.3609826579999999|6.89125222|-422.0195386|1.0|-5.72|68.76|0.000687|2.08|4.0561|7.1024
18_a47|1130.76|293.65|0.0|487.81|-0.22313|1.414391819|-0.141396999|5.3433|4.59511985|8.6|1.5913490630000002|0.0008454789999999|1|1|-0.02470455|-0.084415066|0.454324931|-0.0303894239999999|0.432077184|0.267251553|7.018342267|-596.2708299|2.0|-10.36|79.38|1.78e-08|3.32|4.2222|8.6
8_a27|848.58|300.38|0.0|374.88|-0.21973|1.406757715|0.188762686|4.2899|4.59511985|8.2218|1.21499748|0.0040883959999999|1|1|-0.106814855|-0.092265073|0.3608031339999999|-0.035880862|0.479730655|0.248298166|5.016799703|-293.2457951|1.0|-6.28|76.46|0.000158|3.96|4.1276|8.2218
3a_a32|801.12|341.48|0.0|355.48|-0.20638|0.6094208210000001|-0.0505635059999999|5.7916|5.6869753560000005|8.5686|2.211368234|-0.002794182|3|3|-0.079652285|-0.0970820759999999|0.30031978|-0.032360692|0.461044711|0.327690097|5.755284924|-207.8892268|1.0|-6.12|110.94|0.0002279999999999|2.17|3.6308|8.5686
1_a3|845.2|320.83|0.0|316.61|-0.21886|0.6195934120000001|0.079857077|3.4319|4.727387819|6.1403|2.194605012|-0.006610844|0|0|0.05038525|-0.0925710269999999|0.521474118|-0.034105115|0.4490711529999999|0.207914282|4.984064981|-273.7513925|1.0|-5.77|77.1|0.000518|2.08|3.8645|6.1403
11_a47|1146.42|332.82|0.0|549.52|-0.20554|1.381898438|0.035230036|4.6111|0.0|7.4|1.311097861|-0.007419345|0|0|-0.038723054|-0.096486559|0.572646116|-0.035945973|0.4686568239999999|0.183391205|5.966142027|-687.9851765999999|2.0|-10.55|70.93|1.19e-08|4.84|3.7253|7.4
19h_a38|1092.17|350.65|0.0|452.01|-0.20379|1.297044177|-0.088176988|9.0777|5.351858133|8.0348|0.0|-0.002526241|1|1|-0.101303149|-0.109986804|0.3263113569999999|-0.03959525|0.47459722|0.24620669|6.820483788|-687.1237247|3.0|-6.86|81.23|5.610000000000001e-05|3.41|3.5358|8.0348
12e_a40|918.38|409.82|0.0|445.12|-0.19912|0.604990524|0.061944605|3.7268|5.4161004020000005|5.9318|0.665270062|-0.013162335|2|2|0.103406816|-0.122830115|0.284429447|-0.048387621|0.491465612|0.209181178|8.014314957|-470.5828129|2.0|-6.04|98.89|0.000346|4.66|3.0253|5.9318
12u_a36|1254.5|337.37|0.0|590.18|-0.20409|1.270259304|-0.054501792|7.8877|5.351858133|7.7959|0.0|0.0042553209999999|1|1|-0.099596099|-0.0969881059999999|0.3765068079999999|-0.03452119|0.486156325|0.22061252|7.65672775|-986.6102007|2.0|-7.38|69.2|1.7800000000000002e-05|4.21|3675.0|7.7959
9_a1|1007.04|370.88|0.0|487.19|-0.21015|1.432397289|0.020428974|6.4447|4.727387819|5.2218|0.0|-0.00314411|1|1|-0.044035724|-0.085722429|0.166794384|-0.031896718|0.452572261|0.2183102569999999|7.61577077|-455.910309|1.0|-8.98|58.64|3.7100000000000003e-07|5.6|3343.0|5.2218
18_a34|991.93|300.68|0.0|483.87|-0.21474|1.4547811819999998|-0.063113846|6.7806|5.351858133|5.6144|0.0|-0.001615187|1|1|-0.3102088839999999|-0.129784908|0.295523326|-0.0422555509999999|0.441058733|0.304150055|6.282442545|-553.8039936|0.0|-5.65|75.47|0.000781|5.07|4.1234|5.6144
35_a18|1400.62|385.69|0.0|657.07|-0.18079|1.251175948|0.068150325|2.7788|4.844187086|7.6198|0.0|-7.44e-05|0|0|-0.078001173|-0.084219749|0.3888901179999999|-0.033440195|0.465531336|0.125426193|9.184536969|-1235.110287|3.0|-9.55|85.29|1.35e-07|8.09|3.2146|7.6198
16j_a32|1225.27|341.65|0.0|631.34|-0.2002799999999999|0.609420735|0.175152442|4.0992|5.733341277|8.0315|2.076106145|-0.002456725|3|3|-0.117577419|-0.106897203|0.509776381|-0.034287782|0.442735754|0.3002094919999999|7.357962381|-929.4888072999998|2.0|-7.77|149.27|7.5e-06|5.5|3629.0|8.0315
13b_a5|1138.73|296.66|0.0|503.93|-0.22451|1.338814635|-0.142746146|4.7964|5.209486153|6.9586|0.0|0.0064510459999999|1|1|-0.055701188|-0.074710354|0.468748106|-0.02636836|0.455921715|0.345923611|8.427551282000001|-562.2202871000001|1.0|-8.36|74.77|1.72e-06|4.66|4.1793|6.9586
1_a15|1271.06|385.18|0.0|598.34|-0.17792|1.419940974|-0.22215316|2.3261|0.0|7.3565|0.0|0.001244652|0|0|-0.1816819589999999|-0.1117462069999999|0.7100707390000001|-0.031142386|0.437969049|0.394072483|6.580146251|-794.0799704|1.0|-10.02|74.73|4.36e-08|4.68|3.2188|7.3565
10_a3|830.63|362.35|0.0|323.26|-0.21249|0.605017375|0.190318474|9.3381|4.727387819|5.1|1.684975382|-0.008037672|1|1|-0.0495219879999999|-0.0989320009999999|0.518341632|-0.0359752729999999|0.41220272|0.293370676|5.031169383|-254.5987025|1.0|-6.51|105.82|9.35e-05|1.64|3.4217|5.1
13n_a6|1232.6|369.99|0.0|548.09|-0.20994|1.4290206230000002|0.030890422|10.1967|4.727387819|7.1249|1.628408574|-0.0093684169999999|1|1|-0.068956229|-0.109392959|0.307384948|-0.038490115|0.47066442|0.251032943|8.872063579|-978.9911754|3.0|-9.67|122.47|9.35e-08|4.27|3.3510000000000004|7.1249
12aa_a30|1275.73|357.9|0.0|605.07|-0.19687|0.604983643|-0.101407312|6.4878|5.351858133|8.1135|0.0|0.003529389|1|1|-0.12254489|-0.101368383|0.418522684|-0.033789461|0.4659424379999999|0.369240427|8.65813938|-939.3977091|1.0|-6.83|100.11|6.720000000000001e-05|3.34|3.4642|8.1135
47t_a18|1218.95|397.84|0.0|601.36|-0.19514|1.25117758|0.1115820769999999|9.6938|4.844187086|6.1068|0.0|-0.006573438|0|0|-0.068787175|-0.103295568|0.240001773|-0.040580402|0.49779009|0.195468477|8.780037801|-1017.985577|3.0|-7.51|110.56|1.36e-05|9.4|3.1164|6.1068
14ab_a23|1238.27|338.88|0.0|595.23|-0.21924|1.197962873|0.065530542|8.4721|5.351858133|8.4012|0.7586471459999999|0.013012022|2|2|-0.074579388|-0.076243539|0.20155691|-0.031648261|0.4695727329999999|0.202162933|7.83369055|-786.7756682999999|1.0|-8.16|105.02|3.07e-06|4.1|3.6587|8.4012
4j_a46|1112.13|281.19|0.0|572.31|-0.20071|1.134637093|-0.175292207|3.8105|5.587248657999999|6.0942|0.0|0.011968098|1|1|-0.0589746909999999|-0.074417476|0.295221643|-0.024805825|0.402450715|0.223067683|6.274010655|-467.2617475|0.0|-7.69|39.94|7.33e-06|4.93|4.4093|6.0942
2_a4|764.77|384.69|0.0|333.36|-0.16226|1.189716144|-0.072708147|3.0946|4.59511985|7.5086|0.0|-0.001386521|0|0|0.147657684|-0.105102755|0.442778552|-0.0379537729999999|0.3961813179999999|0.156892292|4.710383035|-242.5126903|2.0|-4.83|45.15|0.00374|2.46|3.2230000000000003|7.5086
12af_a36|1246.55|383.86|0.0|589.48|-0.19246|1.29704271|0.04293386|9.4631|5.351858133|7.8239|0.0|-0.00233752|1|1|-0.126068378|-0.1054605669999999|0.154396546|-0.035153522|0.448767097|0.329759081|8.59579222|-966.3646141|3.0|-6.93|98.3|5.18e-05|4.5|3.2299|7.8239
14a_a3|822.33|383.1|0.0|373.85|-0.19946|0.6050202020000001|0.111575338|4.6689|4.727387819|7.5229|1.772745969|-0.00603969|1|1|-0.050943323|-0.094609848|0.21389849|-0.036792719|0.481997259|0.239123122|5.308770254|-320.4721558|1.0|-6.89|105.82|4.08e-05|2.44|3.2363|7.5229
9a_a31|1145.99|327.21|0.0|540.01|-0.20032|0.6101356720000001|-0.009086485|6.2203|5.733341277|6.8239|0.0|-0.006189303|2|2|-0.093527289|-0.122626525|0.235442032|-0.043430228|0.484502446|0.262241245|7.812278516|-858.5468158|2.0|-8.13|117.37|3.07e-06|5.27|3.7892|6.8239
19a_a38|1092.25|339.65|0.0|466.55|-0.20379|1.297044508|-0.084389038|6.0223|5.351858133|8.0106|0.0|-0.002526241|1|1|-0.101303149|-0.108300308|0.298938581|-0.038988111|0.465829126|0.255203463|6.923156054|-696.4267669|3.0|-6.86|81.23|5.610000000000001e-05|3.41|3.6504|8.0106
13b_a50|1339.39|301.22|0.0|617.26|-0.19622|1.267593379|-0.067327798|7.1645|5.82008293|5.7375|2.117002752|0.010435712|2|2|-0.173463805|-0.080785633|0.435064196|-0.026928544|0.4321103879999999|0.299589696|9.514897025|-866.8024118999999|0.0|-7.23|66.99|2.68e-05|3.63|4.1161|5.7375
6_a4|1057.7|307.24|0.0|453.87|-0.2182599999999999|1.271761557|-0.19701009|3.2192|5.4161004020000005|5.8861|2.186806868|0.011457667|1|1|-0.046166422|-0.0670158929999999|0.417868437|-0.024618083|0.423084148|0.1855291969999999|5.758624844|-374.340411|0.0|-7.99|43.6|3.67e-06|4.11|4.0354|5.8861
16b_a23|1340.35|772.92|0.0|607.92|-0.21093|1.197960988|0.031073244|14.8849|5.351858133|7.0191|0.754232958|0.0116350769999999|2|2|-0.123524943|-0.07920267|0.2256448969999999|-0.031407956|0.4870072789999999|0.261023|9.472884487|-1000.346801|1.0|-7.33|108.26|2.26e-05|4.24|1.6041|7.0191
7_a4|915.46|307.05|0.0|365.73|-0.2219199999999999|1.343865525|-0.237954652|4926.0|5.4161004020000005|6821.0|2.048170299|0.008409909|1|1|-0.042220092|-0.071288428|0.470973822|-0.026733161|0.437317462|0.282008333|5.512905888|-270.9415659|0.0|-7.46|43.6|1.15e-05|2.91|4.0379|6821.0
4k_a46|1001.96|278.71|0.0|500.36|-0.20254|1.134637098|-0.050636784|5.7714|5.587248657999999|7.0969|0.0|0.006550513|1|1|0.008544799|-0.086581945|0.260665072|-0.0306644389999999|0.417368922|0.126761926|5.726809252000001|-429.3190666|1.0|-6.61|50.94|8.28e-05|4.52|4.4485|7.0969
11c_a31|1022.77|321.61|0.0|512.9|-0.19526|0.6101368770000001|0.069254998|7.5091|5.733341277|6.8861|0.0|-0.011679927|2|2|-0.0992097109999999|-0.14043574|0.3608415239999999|-0.042457317|0.47997061|0.323910768|7.259183801|-626.1611682999999|2.0|-5.84|125.57|0.000537|4.47|3.8551|6.8861
8_a15|1050.15|331.28|0.0|538.51|-0.18303|1.419941362|-0.208657545|1.4589|0.0|6.9666|0.0|1.7800000000000002e-05|0|0|-0.203104439|-0.118293578|0.381651497|-0.028969856|0.389723411|0.480572589|6.093505548|-484.0283816000001|1.0|-7.57|61.84|9.86e-06|3.36|3.7426|6.9666
12c_a30|1168.62|351.37|0.0|541.39|-0.2038599999999999|0.604984133|0.045997203|4.7893|5.351858133|7.9914|0.0|0.00372838|1|1|-0.051371057|-0.096482247|0.39541773|-0.037411484|0.452966315|0.193871231|7.652098812999999|-781.3839879|1.0|-7.22|81.65|2.61e-05|4.45|3.5286|7.9914
12w_a30|1211.28|348.42|0.0|577.06|-0.20755|0.604983445|0.063514061|3.0068|5.351858133|7821.0|0.0|0.002431329|1|1|-0.0493878409999999|-0.096032733|0.4274948739999999|-0.037237182|0.451478593|0.192202301|8.063690539|-857.9327732|1.0|-7.8|81.65|7.39e-06|5.08|3.5585|7821.0
47j_a18|1459.55|399.25|0.0|776.31|-0.17273|1.251176464|0.070097424|5.2118|4.844187086|7.4559|0.0|0.00031105|0|0|-0.218974385|-0.094744194|0.476575952|-0.033837212|0.481373558|0.235574938|9.597380968|-1433.2001369999998|3.0|-8.79|97.76|8.159999999999999e-07|8.09|3.1054|7.4559
1a_a18 (SB-431542)|1048.7|376.27|0.0|464.08|-193.0|1.430935835|0.043282217|8.8609|5.351858133|6.9031|0.0|-0.011639964|1|1|-0.020716495|-0.122555709|0.210046675|-0.0462988229999999|0.472443977|0.2468003389999999|7.52384981|-733.0587287000001|2.0|-7.69|103.12|7.81e-06|4.57|3295.0|6.9031
17a_a10|1326.24|310.84|0.0|603.73|-0.21203|1.3438501040000002|-0.218519541|5.3803|5.4161004020000005|7.3098|1.863045777|0.009206558|1|1|-0.225935253|-0.082689376|0.463842217|-0.023625536|0.4918223679999999|0.4352739579999999|8.621193279|-743.9958084|0.0|-7.32|76.38|2.22e-05|3.95|3.9887|7.3098
13b_a30|1210.94|353.68|0.0|544.04|-0.20313|0.604984129|0.112353041|5.3762|5.351858133|7.5901|0.0|-0.003436924|1|1|0.003429114|-0.113554975|0.3529073379999999|-0.042850934|0.454574838|0.1997091339999999|8.804739699999999|-1035.363967|2.0|-6.19|124.74|0.000288|4.54|3.5056|7.5901
4d_a46|1009.78|280.09|0.0|503.76|-0.22603|1.134637067|-0.1397563859999999|3.7104|5.587248657999999|6.2865|0.0|0.0116902869999999|1|1|-0.0814707009999999|-0.070772596|0.290035518|-0.024616555|0.441136013|0.186572035|5.757075209|-341.3149976|0.0|-7.41|43.6|1.3699999999999998e-05|4.18|4.4265|6.2865
8k_a46|1302.56|302.15|-3.737070812|642.39|-0.20954|0.300205953|0.1436554669999999|3.8107|5.533389489|6.8327|0.0|-0.002099764|1|1|-0.030019362|-0.0863473759999999|0.400181795|-0.033099828|0.4938768979999999|0.173430886|8.070811215|-1022.446432|2.0|-8.66|124.17|1.03e-06|7.63|4.1034|6.8327
9_a10|1278.57|332.32|0.0|631.5|-0.21163|1.377786667|-0.096384071|4942.0|5.4161004020000005|6.7144|1.754798254|0.007316125|1|1|-0.1475423119999999|-0.084348428|0.6816795959999999|-0.028592687|0.45291714|0.26870822|8.765421221|-848.1268877|1.0|-7.93|75.94|5.14e-06|4.51|3.7309|6.7144
1m_a5|926.13|281.89|0.0|423.2|-0.22857|1.3047206409999998|-0.252787668|2.4582|4.59511985|7.3665|0.0|0.006422789|1|1|0.042813643|-0.071478865|0.429612762|-0.028977918|0.482646195|0.26152627|6.911100301|-297.5394992|1.0|-8.63|54.46|7.82e-07|3.48|4.3983|7.3665
18_a15|1110.18|324.29|0.0|535.02|-0.19371|1.435689019|-0.020185809|6.5864|0.0|6.8894|0.0|-0.001044324|0|0|-0.072506962|-0.090730185|0.819442071|-0.035181092|0.415796832|0.132569119|5.990767063|-644.79025|1.0|-9.98|47.04|4.01e-08|5.65|3.8232|6.8894
19i_a38|1101.03|343.17|0.0|457.26|-0.2052|1.297043925|-0.125335237|8.6365|5.351858133|7.9031|0.0|-0.006877664|1|1|-0.098027247|-0.113250303|0.4748744179999999|-0.040770109|0.444551315|0.258076158|6.690507557999999|-765.6305068|3.0|-7.12|81.23|3.19e-05|3.66|3.6129|7.9031
18c_a30|1209.11|355.78|0.0|543.46|-198.0|0.604986846|0.12157783|8.64|5.351858133|7.9208|0.0|-0.003436924|1|1|0.003429114|-0.1115683|0.42531141|-0.042101245|0.448899917|0.214007997|7.646050338999999|-1017.355139|2.0|-6.19|124.74|0.000288|4.54|3.4848|7.9208
A7701_a51|||0.0|||1.390164251|-0.221071791||4.59511985|7.6021|2.087643036|0.008062393|1|1|0.036217274|-0.078131694|0.514530959|-0.030384547|0.420350923|0.200953608|5.137516673|-233.4713371|1.0|-7.58|54.46|7.5e-06|||7.6021
16_a47|894.43|303.84|0.0|395.28|-0.22568|1.417579067|-0.134455235|3.8601|4.59511985|9.0|1.491023983|-0.005688938|1|1|-0.02006804|-0.092995116|0.421094692|-0.034261359|0.473257697|0.302070079|6.855429069|-349.69668310000003|2.0|-8.17|66.49|2.3e-06|2.95|4.0806|9.0
9b_a31|1091.21|322.58|0.0|562.68|-0.2013599999999999|0.610136326|0.010411229|6.8028|5.733341277|7.2007|0.0|-0.0050444109999999|2|2|-0.143280211|-0.131125311|0.241728566|-0.039058603|0.469546953|0.310824817|8.097516252|-690.2394625|2.0|-6.84|117.37|5.520000000000001e-05|4.69|3.8435|7.2007
5_a47|951.68|334.35|0.0|401.16|-0.20954|1.304329328|0.019688132|3.8816|0.0|7.7|1.284688504|-0.012670377|0|0|-0.019811664|-0.1001981959999999|0.526509524|-0.038537768|0.4736061789999999|0.218428796|5.861037845|-418.9977997|2.0|-8.68|58.04|7.590000000000001e-07|4.37|3.7083|7.7
32_a47|1184.76|336.65|0.0|548.86|-0.20778|1.216307925|-0.1746026239999999|6.3139|4.727387819|7.0|1.6507707980000002|0.001861676|1|1|-0.077485193|-0.0726950079999999|0.266433793|-0.026060474|0.44289006|0.35883878|8.656942728999999|-717.2238666000001|2.0|-8.82|67.66|6.55e-07|2.97|3.6829|7.0
1_a1 (SKF-104365)|809.96|318.72|0.0|358.09|-0.19624|0.626769342|0.011230812|6.9338|5.4161004020000005|5.7959|0.0|0.000663414|1|1|-0.123703409|-0.081192283|0.2405471019999999|-0.029524467|0.416807085|0.290255081|5.2735884010000005|-208.4377919|0.0|-6.0|56.01|0.000295|3.45|3.8901|5.7959
17_a3|891.3|386.22|0.0|393.58|-0.20359|0.605019885|0.188373421|4.8815|4.727387819|7.6383|1.709081227|-0.007540435|1|1|0.020589494|-0.096067661|0.225087454|-0.039557272|0.4383349039999999|0.159937821|6.2477303310000005|-348.2299886|1.0|-7.48|92.93|1.11e-05|3.57|3.2102|7.6383
22_a10|1339.48|321.89|0.0|602.93|-0.2180699999999999|1.343837143|-0.067641834|6.5841|5.4161004020000005|5.9586|1.880539113|0.008350227|1|1|-0.129989728|-0.0649866779999999|0.775071808|-0.022372463|0.422182297|0.435676666|8.84228648|-827.8787647|0.0|-9.37|73.14|2.03e-07|5.65|3.8517|5.9586
13_a4|893.0|297.09|0.0|429.36|-0.20372|1.399843898|-0.210975191|3.7228|5.4161004020000005|5.3979|0.0|0.012994083|1|1|-0.0161529719999999|-0.068249548|0.229685203|-0.0279998139999999|0.4289448289999999|0.137460473|5.663493161|-261.7783983|0.0|-6.2|30.71|0.00018|3.87|4.1733|5.3979
6d_a40|1111.69|419.45|0.0|511.88|-214.0|0.604893491|0.12627602|10.9021|6.401917197|8.9208|0.683786612|-0.005066797|2|2|-0.025143559|-0.119563634|0.372705643|-0.050049893|0.428134701|0.13994759|6.908972922999999|-881.3190339|1.0|-4.31|173.43|0.0226|7.98|2.9559|8.9208
12b_a36 (EW-7197)|1104.61|328.66|0.0|486.64|-0.20546|1.2970445309999998|-0.104514139|7.3101|5.351858133|8.1549|0.0|-0.002526241|1|1|-0.101303149|-0.10866747|0.458627252|-0.039120289|0.45988432|0.253252648|6.764872303|-765.6528642999999|||||3.41|3.7725|8.1549
47s_a18|1435.42|385.29|0.0|736.36|-0.18109|1.251176205|0.026229332|2.9991|4.844187086|6.2104|0.0|0.002573931|0|0|-0.168728915|-0.08106112|0.306379663|-0.030108416|0.4740142|0.179529145|9.811856136|-1207.784866|2.0|-9.42|76.5|1.84e-07|8.41|3218.0|6.2104
11b_a50|955.4|311.03|0.0|431.63|-0.19501|1.3979498330000002|-0.154649459|3.7922|5.82008293|5.7696|2.114272566|0.011959339|2|2|-0.162848233|-0.069841183|0.229754094|-0.02494328|0.42907551|0.357948005|5.697537591000001|-285.1356465|0.0|-5.87|48.53|0.000441|3.05|3.9863|5.7696
20b_a10|1218.74|317.8|0.0|482.93|-0.2217199999999999|1.343837209|0.048567614|7.7954|5.4161004020000005|5.9586|1.854149459|0.001965496|1|1|0.019531637|-0.088479815|0.6741049840000001|-0.033783202|0.454087415|0.238378673|7.554743755|-758.6886304|1.0|-8.93|95.92|5.26e-07|4.88|3.9013|5.9586
12j_a36|1198.96|327.94|0.0|536.01|-0.20593|0.6293514410000001|-0.084183025|8.5953|5.351858133|8.0|0.0|0.00285431|1|1|-0.07550872|-0.105480639|0.362692602|-0.037113558|0.457280037|0.224187058|7.483427579|-874.1588982999999|2.0|-7.05|94.5|3.83e-05|3.37|3.7807|8.0
4o_a46|1022.29|286.64|0.0|501.08|-0.22909|1.13463699|-0.24479566|4.8244|5.587248657999999|6.7905|0.0|0.010870588|1|1|-0.018058762|-0.06570509|0.372146122|-0.021901697|0.460981009|0.248979351|5.527567399|-316.1788552|0.0|-7.26|54.5|1.88e-05|3.76|4.3255|6.7905
2_a3|841.85|371.73|0.0|340.69|-0.21028|0.605017347|0.176032668|5.4999|4.727387819|5.4|2.058239271|-0.006049098|1|1|0.017902469|-0.09392632|0.4551292289999999|-0.033150466|0.458202525|0.272015731|4.88513521|-248.1619888|1.0|-6.89|92.93|3.9500000000000005e-05|1.97|3.3354|5.4
11_a27|974.29|499.21|0.0|415.32|-0.16205|1.1606177359999998|0.100091619|4.2894|5.4161004020000005|8301.0|1.3706083080000002|0.004538653|0|0|-0.041662169|-0.094820973|0.349764196|-0.034296948|0.4528656239999999|0.1911041289999999|5.231762955|-451.0062644|1.0|-6.09|61.88|0.000283|4.54|2.4836|8301.0
14a_a5|1195.01|298.75|0.0|508.64|-0.2183699999999999|1.226142247|-0.056730193|2.8163|4.59511985|6.9508|0.0|0.002956745|1|1|-0.010147323|-0.078681402|0.4398855029999999|-0.0271808479999999|0.470085022|0.370216665|8.424031251|-683.6488737000001|2.0|-8.84|92.79|6.16e-07|4.3|4.1501|6.9508
47g_a18|1604.37|400.4|0.0|874.26|-0.17202|1.251175676|-0.005500039|5.9864|4.844187086|8.0458|0.0|0.0036509859999999|0|0|-0.264839041|-0.08547236|0.413435809|-0.029212072|0.4913566339999999|0.268129223|10.33698377|-1661.953709|2.0|-9.22|88.97|3.27e-07|8.13|3.0965|8.0458
8e_a12|1048.44|375.21|0.0|481.04|-0.19338|1.283834633|0.050021617|1.9327|4.727387819|6.2306|2.197856963|0.005196034|1|1|-0.079913108|-0.087795345|0.001151979|-0.031094185|0.45384745|0.2887421289999999|6.446557205|-489.392042|1.0|-7.93|55.1|4.34e-06|3.45|3.3044|6.2306
7h_a8|999.62|315.62|0.0|500.94|-0.22875|1.391840221|-0.118981425|9.1188|4.844187086|4.9788|0.0|0.00112124|1|1|0.052081992|-0.0934764819999999|0.314190914|-0.041038456|0.4346108389999999|0.107169655|7.589672923999999|-559.0612661|1.0|-8.46|61.58|1.31e-06|6.81|3.9282|4.9788
18_a4|870.74|294.88|0.0|404.27|-0.20883|1.3998285519999998|-0.181683336|3498.0|5.4161004020000005|5.5817|0.0|0.000379379|1|1|0.006968314|-0.085817825|0.269470313|-0.03479101|0.405586004|0.2305616919999999|6.133421395|-313.3082699|1.0|-5.53|50.94|0.0009109999999999|3.02|4.2045|5.5817
19f_a38|1105.62|360.19|0.0|495.68|-0.20104|1.297044434|-0.036714749|7.1655|5.351858133|7.1397|0.0|-0.002526241|1|1|-0.101303149|-0.111307609|0.488059925|-0.037844587|0.453960261|0.265562447|6.164440995|-772.2291966|3.0|-6.86|81.23|5.610000000000001e-05|3.41|3.4422|7.1397
33_a20|1174.95|318.99|0.0|563.98|-0.21788|1.4175014119999998|-0.188733405|5.0369|4.727387819|7.4685|2.0219022580000003|0.009265667|1|1|-0.036258691|-0.069838312|0.399354817|-0.0265385579999999|0.465855239|0.240643818|8.062843544|-568.84864|0.0|-9.69|67.39|8.199999999999999e-08|4.07|3.8867|7.4685
19_a47|974.59|322.68|0.0|412.31|-0.2117099999999999|1.402889494|-0.038804671|6.3247|4.727387819|7.3|1.174354482|-0.013020816|1|1|-0.046265509|-0.104459947|0.270767873|-0.037307124|0.463378097|0.362167395|7.06969105|-480.9851737|2.0|-6.92|98.72|4.59e-05|3.51|3.8423|7.3
5e_a40|802.38|333.85|0.0|390.33|-0.2201699999999999|0.604912776|-0.091305805|10282.0|6.167516491000001|7.6021|0.7768055559999999|0.009890343|2|2|0.005996234|-0.089724264|0.0499188609999999|-0.035889706|0.47779156|0.177640532|6.533857846|-243.4932098|0.0|-4.65|75.5|0.00678|4.99|3.7138|7.6021
12p_a30|1167.16|354.69|0.0|526.91|-0.19992|0.604984421|0.038440292|4.6103|5.351858133|7.7721|0.0|0.005613018|1|1|-0.053644471|-0.094870978|0.371591982|-0.0364888379999999|0.469983155|0.180044528|7.392482526|-775.6774321|1.0|-7.01|81.65|4.02e-05|4.14|3.4955|7.7721
16e_a32|1130.95|342.37|0.0|552.79|-0.2005|0.609420752|0.180914799|3.9389|5.733341277|8.1367|2.080236877|-0.0048042729999999|3|3|-0.123297852|-0.117338144|0.504569498|-0.037448344|0.458956284|0.297773438|6.573687662|-726.1554308999999|2.0|-7.38|149.27|1.73e-05|4.59|3.6214|8.1367
4b_a46|1020.9|272.4|0.0|508.79|-0.21811|1.1346370890000002|-0.155670183|3.7571|5.587248657999999|6.2612|0.0|0.012332859|1|1|-0.079238184|-0.070236212|0.27128814|-0.0229342729999999|0.428987199|0.189531974|5.76401157|-334.31474760000003|0.0|-7.2|43.6|2.12e-05|3.98|4.5515|6.2612
15_a10|1086.19|326.3|0.0|484.05|-0.20983|1.277647202|-0.166303336|6.1563|5.4161004020000005|7.4815|1.981569297|0.009882584|1|1|-0.085979341|-0.074144604|0.710970489|-0.025240716|0.434181679|0.353587352|6.35937164|-421.3416484|0.0|-8.3|52.83|1.96e-06|3.12|3.7997|7.4815
12b_a5|1149.51|857.76|0.0|505.16|-0.16607|1.189701783|-0.297319874|8.2868|4.59511985|7.3768|0.0|0.0068803119999999|0|0|-0.070406884|-0.068586754|0.350286421|-0.020455699|0.480419002|0.4696203889999999|8.398709622|-463.7323032|1.0|-7.67|50.28|8.5e-06|2.24|1.4454|7.3768
