molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|PPSA3|RPSA|FNSA4|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
IN1233_a59|0.0|0|0|3.463603867|0.0|0|0|0|1.400923654|0.1160337319999999|4.727387819|-0.12050413|2|0.0396875|0.163548857|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|-0.004071701|0.003282792|-0.597167441|2|0.809917509|0.74801464|-0.090732503|0.80310139|1|0.7613246490000001|-0.092761756|-0.095213818|0.356444983|7.208329477|0.238675351|-0.035929742|4.79704394|83.1557517|0.810795898|72.32484741|-23.91074854|68.94000009|0.483639625|2809.840422|506.6510632|1822.396842|0.1892041019999999|8.011984402000001|0.936631949|6206.818668|0.0134658889999999|-413.6607749|712.1606951|1.0|1.0|1.0|1.0|2.0|2.76|27.0|-10.0|5.54|4.69|97.55|2.06|2.0|125.07|0.0|0.0|5.0|32.0|4.0|-6.13|0.0|3.78|2.54e-06|0.00107|6.91e-06|0.0029|3.85|9.93e-11|-0.05605|5.2194|5.35|-1352.351584|-1352.326849|703.47|237.54|0.51285|0.6953699999999999|-1352.073755|0.2011|-0.14684|-1352.135303|7.6059|34.0|7.4685|7.4685
24_a20|0.0|0|0|0.0|0.0|1|0|0|1.40648755|-0.217098257|4.727387819|0.029711934|2|0.03625|0.087887688|0.009265667|-0.060940703|10.93106245|-0.04104|1|0.008780074|-0.060582944|-0.188335708|2|0.616352201|0.74131936|-0.07179846|0.802353442|1|0.952027295|-0.061437722|-0.067869875|0.531656762|8.085691548|0.047972705|-0.02714795|5.102023479|406.1522673|0.771032243|51.30386873|-17.13019562|46.85253003|0.457794721|2736.601949|600.7235847000001|1961.887639|0.228967757|6.852820269|0.844319927|6109.1040920000005|0.013436544|-342.0394805|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.21|27.0|-9.32|4.76|4.78|80.28|1.86|2.0|119.42|0.0|1.0|4.0|31.0|5.0|-6.26|0.0|3.63|1.29e-05|0.00519|1.17e-05|0.00469|3.52|4.82e-10|-0.06748|5.3396|3.74|-1291.896802|-1291.867578|685.66|232.2|0.46668|0.44916|-1291.647083|0.0108|-0.15687|-1291.706729|4.3906|318.0|6.4976|6.4976
20_a47|0.0|1|1|0.0|0.0|1|0|0|1.408721455|0.055662511|4.727387819|-0.161476442|2|0.039520202|0.031814023|-0.009220816|-0.052370531|10.95058273|0.071506228|1|-0.006342241|-0.297094867|-0.5332051720000001|2|0.61847122|0.7962508290000001|0.113432542|0.8575369009999999|1|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|12.85623208|0.311171398|-0.032859105|7.00733184|49.00609086|0.595234209|69.09296541|-17.90996366|58.53772498|0.4642647929999999|2630.63609|375.4483088|1219.306754|0.404765791|7.022502229|0.86659377|5896.060936|0.034758191|-103.815441|428.5826478|0.0|1.0|1.0|1.0|2.0|2.96|21.0|-7.31|2.56|4.54|84.73|2.75|1.0|99.68|0.0|1.0|5.0|28.0|6.0|-6.75|0.0|3.09|8.72e-05|0.0332|8.32e-05|0.0316|2.63|4.89e-08|-0.06357|3.9808|4.08|-1335.742176|-1335.708279|557.84|311.45|0.68219|0.68219|-1335.566785|0.2807|-0.16377|-1335.620783|4.3277|3.0|8.6|8.6
47o_a18|0.0|0|0|0.0|0.0|0|1|1|1.251177005|0.052875948|4.844187086|-0.055408687|0|0.037484277|-0.006238734|-0.00046896|0.011121222|10.94702017|-0.038296569|0|0.000787517|-0.156998637|-0.490807196|0|0.7452092359999999|0.7435044540000001|-0.066242713|0.781148177|0|0.806872998|-0.077288013|-0.088436375|0.261785105|6.313168526|0.193127002|-0.034545459|4.585021184|82.54478365|0.872753077|70.23090572|-25.08909125|62.44459815|0.493146875|2857.120021|586.0020642999999|1393.529823|0.127246923|9.808930716|0.972958142|6462.6049570000005|0.008265369|-541.4335917000001|931.8364349|1.0|1.0|0.0|1.0|3.0|0.0|18.0|-9.37|3.69|3.0|85.29|2.94|3.0|139.63|0.0|1.0|9.0|34.0|3.0|-6.12|0.0|2.76|2.19e-06|0.000996|8.38e-06|0.00381|4.16|4.26e-10|-0.0502|3.22|7.62|-1455.574672|-1455.547304|783.22|385.04|0.69248|0.69248|-1455.162559|0.5065|-0.13203|-1455.231246|2.8284|47.0|7.3279|7.3279
12e_a31|0.0|0|0|3.483599061|0.0|0|1|1|0.610134116|0.052663358|5.733341277|-0.044316064|0|0.037098765|0.0113193469999999|-0.002475146|-0.107630327|10.3116965|-0.015755876|2|-0.000231353|-0.142921555|-0.543945776|0|0.7968154940000001|0.7761616020000001|-0.028502695|0.82100963|0|0.721526766|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|19.38343763|0.2784732339999999|-0.036652129|14.09603901|595.9853231000001|0.725120432|95.1187282|-26.65419063|87.71292755|0.474858042|3040.353774|524.7092721|1899.851187|0.274879568|10.24381236|0.904247004|6557.418968999999|0.020841203|-327.4245209|798.7285626|1.0|1.0|1.0|1.0|2.0|3.72|22.0|-9.31|6.69|5.4|117.37|2.21|3.0|129.38|0.0|1.0|9.0|33.0|5.0|-5.93|0.0|4.5|2.16e-07|9.96e-05|3.83e-06|0.00176|4.48|4.93e-10|-0.03445|5.3264|6.33|-1809.899887|-1809.85374|781.61|232.77|0.55114|0.7006600000000001|-1809.581226|0.2627|-0.15934|-1809.650069|3.4818|0.17|6.7696|6.7696
8b_a8|0.0|0|0|3.191799887|0.0|1|1|1|1.395658149|-0.023718767|5.4161004020000005|-0.182065125|1|0.040054466|0.019958073|-0.0055544409999999|-0.0422693659999999|10.94650923|-0.03443232|1|-0.003593429|0.079250224|-0.5058761820000001|1|0.758899977|0.778853499|-0.0527918259999999|0.8354024290000001|0|0.558354653|-0.130159955|-0.11627069|0.28604765|19.87542051|0.441645347|-0.047457424|12.1771918|89.09854311|0.781454722|84.97574547|-29.07602182|99.62129245|0.4835310479999999|2863.095568|342.0904577|1821.324722|0.218545278|7.507665421|0.936224813|6471.7604200000005|0.022425382|-344.8810688|589.263087|0.0|0.0|1.0|1.0|2.0|2.93|23.0|-7.13|3.65|3.03|112.23|2.12|1.0|114.18|0.0|1.0|4.0|31.0|5.0|-6.87|0.0|2.9|1.6899999999999997e-05|7.0|3.69e-05|0.0153|2.76|7.33e-08|-0.06114|4.5819|6.41|-1407.0843|-1407.052256|640.35|270.59|0.57234|0.70195|-1406.829227|0.1515|-0.13807|-1406.887058|7.4497|5.08|5.2941|5.2941
14ad_a23|0.0|1|1|0.0|0.0|2|0|0|1.197962774|-0.1101542319999999|5.351858133|-0.028065075|2|0.0444129979999999|0.118047355|0.008996289|-0.05348283|10.31321689|-0.031279567|2|0.009675528|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|-0.050707765|0.8356326820000001|1|0.887131635|-0.059168372|-0.085840335|0.224009311|24.18091285|0.112868365|-0.029653934|17.28310144|114.237062|0.575880959|85.20135045|-21.19489662|66.47100256|0.46995189|3209.330728|634.0697778|2339.533586|0.424119041|8.661363236|0.8866211979999999|7308.229822|0.033365494|-108.4705382|770.8206617000001|0.0|0.0|1.0|1.0|1.0|3.49|26.0|-7.6|3.48|4.03|123.48|2.42|2.0|133.27|0.0|1.0|7.0|34.0|6.0|-6.68|0.0|3.39|1.6e-06|0.000753|8.22e-06|0.0038799999999999|3.52|2.49e-08|-0.06925|3.3867|2.99|-1858.957788|-1858.942973|747.83|366.09|0.6956600000000001|0.6956600000000001|-1858.668058|0.4106|-0.13734|-1858.733603|6.7584|4.0|8.3595|8.3595
13b_a5|0.0|0|0|2.948625157|0.0|0|1|1|1.338814635|-0.142746146|5.209486153|0.011339656|2|0.02468599|-0.006314305|0.0064510459999999|-0.104404004|10.94530329|-0.017963913|1|0.0066003869999999|-0.091464693|-0.357011244|2|0.6700114770000001|0.765309977|-0.0330907489999999|0.8184221559999999|0|0.831557236|-0.0694958329999999|-0.074710354|0.468748106|8.980592802|0.168442764|-0.02636836|5.806729729|46.77748445|0.654076389|62.24204745|-17.04942469|53.91565742|0.455921715|2661.597781|537.6736515|1177.571784|0.345923611|8.427551282000001|0.837970799|5678.380299|0.021552174|-199.2474147|638.8437454|0.0|1.0|1.0|1.0|1.0|2.64|23.0|-8.36|4.64|4.06|74.77|1.96|1.0|119.8|0.0|1.0|5.0|30.0|4.0|-6.58|0.0|3.26|5.69e-05|0.0225|3.75e-05|0.0148|3.01|4.36e-09|-0.05177|4.6733|4.66|-1276.066049|-1276.030896|672.43|265.31|0.32779|0.57482|-1275.806761|0.3064|-0.17274|-1275.865034|4.7964|0.11|6.9586|6.9586
6_a47|0.0|0|0|0.0|0.0|0|0|0|1.304328257|0.011739916|0.0|-0.1738997619999999|2|0.042276423|-0.14404966|-0.010708889|0.051455447|10.93671042|0.0402365489999999|0|-0.0094242819999999|-0.04324355|-0.459934519|2|0.701994505|0.786041178|0.062425042|0.84654143|1|0.8419184120000001|-0.080118846|-0.096689626|0.446564415|5.323543706000001|0.158081588|-0.036834143|2.885749555|0.0|0.7943908059999999|60.76103606|-19.96679614|48.75381069|0.4059072379999999|2431.668154|456.3812788|1577.98246|0.205609194|6.480620646|0.6832388209999999|5766.962611999999|0.0154005|-319.1626428|469.7495559|1.0|1.0|0.0|1.0|2.0|2.91|22.0|-9.06|5.24|6.27|58.04|3.48|2.0|106.47|0.0|1.0|3.0|27.0|4.0|-5.02|1.0|4.59|9.53e-07|0.000362|1.63e-06|0.000619|5.06|8.71e-10|-0.05354|5.5188|4.69|-1608.684886|-1608.652005|576.56|224.66|0.30468|0.69305|-1608.50108|0.2119|-0.1544|-1608.554019|4.2153|13.0|7.9|7.9
11f_a5|0.0|0|0|2.967866825|0.0|0|1|1|1.370797007|-0.251797205|4.59511985|0.022233547|3|0.021060606|-0.083432989|0.00722997|-0.178881726|10.94877949|-0.0080939669999999|1|0.008309782|-0.203228986|-0.230681941|2|0.785419245|0.756843253|-0.016518403|0.800575032|0|0.847356138|-0.068361657|-0.074612137|0.368815548|15.41338844|0.152643862|-0.022252743|10.72733576|13.29510896|0.5109475960000001|73.05195434|-15.48735657|62.99140465|0.463183664|2853.401015|589.7388387999999|1125.122028|0.489052404|9.683662007|0.8628345190000001|5969.213977|0.030351311|-15.23851001|753.9168511|0.0|1.0|1.0|1.0|1.0|2.87|23.0|-8.67|4.61|3.53|76.16|1.03|1.0|126.79|0.0|1.0|7.0|32.0|6.0|-6.99|0.0|2.95|0.000112|0.0477|5.479999999999999e-05|0.0234|2.7|2.12e-09|-0.03862|4.4523|2.25|-1391.7602960000002|-1391.722248|729.96|278.47|0.6593600000000001|0.64937|-1391.444853|0.1834|-0.1691|-1391.50739|2.9697|12.0|7.9208|7.9208
7_a47|0.0|0|0|0.0|0.0|0|0|0|1.304326965|0.00763426|0.0|-0.143650735|2|0.04030303|-0.128433676|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.00794321|-0.04311702|-0.46105149|2|0.6995252890000001|0.817389583|-0.124285418|0.8755534909999999|1|0.8473227320000001|-0.081264417|-0.095957591|0.427432212|5.027768049|0.152677268|-0.036250645|2.8353037860000003|0.0|0.816979353|61.47335819|-20.44278719|50.85512286|0.405265781|2491.885862|477.8297898|1968.695833|0.1830206469999999|6.485224033|0.681423344|5958.904826|0.0130514639999999|-357.5076454|526.6144628999999|1.0|1.0|0.0|1.0|2.0|3.14|22.0|-9.45|5.63|6.52|58.04|3.69|2.0|111.28|0.0|1.0|4.0|28.0|4.0|-4.8|1.0|4.89|3.41e-07|0.000134|8.75e-07|0.000345|5.49|3.52e-10|-0.05297|3.7203|5.08|-1647.996662|-1647.963177|604.84|333.26|0.69314|0.69314|-1647.7863539999998|0.2144|-0.1544|-1647.841533|4.4255|25.0|7.6|7.6
47l_a18|0.0|0|0|0.0|0.0|0|1|1|1.251176792|0.0340353029999999|4.844187086|-0.0603838109999999|0|0.035308642|-0.0057783619999999|-0.00046896|-0.010426981|10.94702063|-0.056270425|0|0.000787517|-0.156998637|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|-0.0973326269999999|0.781148177|0|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|6.543729374|0.196526687|-0.031456589|4.654446622|51.44279524|0.796109347|68.83398609|-22.37455223|63.6949231|0.4897655489999999|2852.093627|571.4972966|1427.032023|0.203890653|9.423637134|0.959883341|6572.90106|0.012890098|-421.235376|931.8364349|1.0|1.0|0.0|1.0|3.0|0.0|18.0|-9.37|3.69|3.19|85.29|2.94|3.0|139.63|0.0|1.0|9.0|34.0|3.0|-6.39|0.0|2.72|5.44e-06|0.00247|1.4499999999999998e-05|0.0066099999999999|3.78|4.26e-10|-0.0520399999999999|3.2026|7.71|-1455.5758039999998|-1455.5497369999998|764.74|387.13|0.69291|0.69291|-1455.165122|0.5019|-0.1314|-1455.233431|3.3864|32.0|7.4949|7.4949
10_a4|0.0|0|0|0.0|0.0|1|1|1|1.343863662|-0.180140166|5.4161004020000005|0.005483539|2|0.038699764|0.00941601|0.01107733|-0.122141977|10.92992762|-0.090413559|1|0.011142889|-0.132895939|-0.241683916|2|0.6990620390000001|0.810105167|-0.150288496|0.861225169|1|0.921653019|-0.051015897|-0.079432495|0.43000216|8.440134933|0.078346981|-0.027007048|4.884907049|64.26218096|0.744529685|54.09964719|-15.63090193|37.96666686|0.4858700179999999|2480.063587|533.4262268|2064.276654|0.255470315|5.759414166|0.945033425|5598.949417|0.014040792|-283.0534799|594.7358385|1.0|1.0|1.0|1.0|0.0|3.38|21.0|-8.07|4.93|4.81|52.83|2.53|2.0|111.38|0.0|1.0|4.0|28.0|4.0|-5.83|0.0|3.9|2.21e-05|0.00818|1.4e-05|0.00519|3.85|8.51e-09|-0.04689|4.9674|3.34|-1183.812875|-1183.790554|619.99|249.6|0.4662|0.7038399999999999|-1183.54701|0.0176|-0.15561|-1183.602045|2.2386|88.0|7.0555|7.0555
13d_a6|0.0|0|0|3.447870607|0.0|0|1|1|1.424214188|-0.045686501|5.351858133|-0.0122495089999999|1|0.041728395|0.077158715|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|-0.000899678|-0.174259072|-0.49314765|1|0.845481322|0.786837131|-0.187174391|0.841971795|0|0.78862121|-0.092581323|-0.110731261|0.19992155|20.96853949|0.21137879|-0.039696112|14.27820079|564.780402|0.769432845|88.02705449|-27.03045032|84.01035117|0.4128711229999999|2882.382522|536.999346|3075.022992|0.230567155|9.086171078|0.703203572|6185.117192000001|0.018542644|-366.9322097|692.8471883999999|1.0|1.0|1.0|1.0|2.0|3.03|23.0|-9.4|5.38|4.57|95.85|1.5|2.0|121.6|0.0|1.0|6.0|32.0|5.0|-5.88|0.0|3.74|1.11e-06|0.000471|5.42e-06|0.00229|4.23|3.96e-10|-0.05252|4.85|4.5|-1389.403308|-1389.374844|723.61|255.64|0.58381|0.7007399999999999|-1389.125098|0.2513|-0.14894|-1389.188211|14.0012|0.36|6.4437|6.4437
4_a27|0.0|0|0|0.0|0.0|2|0|0|1.4008954130000002|0.082486268|4.727387819|-0.058641975|2|0.0456410259999999|-0.273119343|0.00991794|0.13397347|10.93736915|-0.01660383|1|0.010329671|-0.341622797|-0.480852615|2|0.639413469|0.7853766809999999|-0.024800302|0.842039655|1|0.852604338|-0.057748369|-0.078787867|0.3485918529999999|10.43112657|0.1473956619999999|-0.0281385239999999|5.40078803|58.27512057|0.682485674|51.33640873|-14.56891559|40.33074472|0.444169714|2273.715366|441.4418013|1213.060761|0.317514326|6.01592535|0.799110312|4988.6278600000005|0.020363697|-188.9664429|424.8821143|0.0|0.0|1.0|0.0|0.0|3.08|21.0|-6.22|2.94|2.8|65.6|2.66|0.0|97.55|0.0|1.0|2.0|25.0|4.0|-6.51|0.0|2.8|0.000266|0.0882|0.000102|0.0339|2.55|6.04e-07|-0.0449899999999999|5.5485|4.63|-1083.138303|-1083.119531|555.75|223.46|0.36899|0.6089899999999999|-1082.963712|0.1741|-0.17034|-1083.01571|3.9202|4.0|8.3979|8.3979
1g_a5|0.0|0|0|2.942391606|0.0|0|0|0|1.4275159730000002|-0.203595168|4.59511985|-0.010620031|2|0.027447447|-0.011534568|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|0.006957291|-0.0178558139999999|-0.242737126|2|0.74740095|0.7778380309999999|-0.067172264|0.8393686990000001|0|0.8659209659999999|-0.070108797|-0.074361785|0.39389953|10.9506874|0.134079034|-0.027205531|5.8729303|0.589719781|0.61393343|54.34919851|-14.59051668|48.55052611|0.4713154089999999|2243.103668|464.3994751|832.7655896000001|0.38606657|7.312498266|0.891486942|4639.260975|0.02697793|-122.2065919|422.96706330000006|1.0|1.0|1.0|1.0|1.0|2.12|23.0|-8.14|4.5|4.21|63.69|1.57|0.0|96.98|0.0|1.0|4.0|25.0|4.0|-6.15|0.0|3.09|9.27e-05|0.0304|6.29e-05|0.0206|3.03|7.190000000000001e-09|-0.0393|4.7822|2.61|-1065.846194|-1065.818889|572.15|259.26|0.4386899999999999|0.66164|-1065.675316|0.0504|-0.17042|-1065.727193|5.2707|115.0|6.9393|6.9393
9r_a24|0.0|0|0|2.950959457|0.0|0|0|0|1.353642494|-0.134192489|4.59511985|0.013567512|3|0.024179894|-0.17821765|0.007861194|0.064425793|10.96129392|-0.043274854|1|0.008722018|-0.2920573039999999|-0.3018627239999999|3|0.786430472|0.7958149290000001|-0.083458647|0.841805128|0|0.8417158379999999|-0.0618978309999999|-0.082022572|0.32720212|10.4302588|0.158284162|-0.025821921|6.992734796000001|89.36724924|0.6152148279999999|70.79264457|-17.31173182|51.92828155|0.473403843|2644.462265|564.3096436000001|958.7578093|0.384785172|9.672636984|0.898988412|5501.824326|0.02357068|-154.486433|670.2247423|1.0|1.0|1.0|1.0|1.0|3.04|23.0|-8.66|4.23|3.93|79.82|1.02|2.0|116.9|0.0|1.0|8.0|30.0|6.0|-6.83|0.0|2.98|9.58e-05|0.0383|8.77e-05|0.0351|2.69|2.21e-09|-0.04313|4.4722|1.82|-1294.486221|-1294.451958|713.25|277.23|0.3398|0.6204|-1294.201456|0.0029|-0.1676099999999999|-1294.263358|3.0322|11.0|7.9586|7.9586
7d_a10|0.0|0|0|0.0|0.0|1|1|1|1.34384996|-0.117302383|5.4161004020000005|-0.017919404|2|0.041369509|-0.042667459|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|0.008513576|-0.089622042|-0.2018053139999999|2|0.531023495|0.809056885|-0.051603612|0.869684772|1|0.841052067|-0.059327943|-0.070901708|0.421731106|5.567989142999999|0.158947933|-0.024733154|2.9540236560000004|89.87999909999999|0.729585423|45.08492005|-13.12185056|37.04365163|0.484115691|2348.343588|446.2091497|1597.531619|0.270414577|6.100927672|0.938419104|5174.981962|0.014078094|-243.607074|460.1866123|1.0|1.0|1.0|1.0|0.0|3.21|21.0|-7.83|4.92|4.97|43.6|3.04|1.0|100.04|0.0|1.0|2.0|26.0|4.0|-5.83|0.0|3.95|5.98e-05|0.0206|1.9e-05|0.00654|3.62|1.46e-08|-0.05634|5.8433|3.49|-1129.198363|-1129.175857|574.87|212.18|0.32059|0.68393|-1129.003694|0.0941|-0.1633099999999999|-1129.0552810000002|3.4695|928.0|6.0325|6.0325
3a_a32|0.0|1|1|3.226454082|0.0|0|0|0|0.6094208210000001|-0.0505635059999999|5.6869753560000005|-0.045659995|0|0.03382716|-0.014365682|-0.002794182|0.102212031|10.31100283|0.125185185|3|-0.001223394|-0.1568626659999999|-0.491457345|0|0.84134255|0.844272053|0.215012723|0.921812162|1|0.817070968|-0.080607266|-0.0970820759999999|0.30031978|10.39727075|0.182929032|-0.032360692|4.811337463|0.0|0.6723099029999999|55.87310101|-14.97491147|47.69828617|0.461044711|2028.93875|378.0996237|812.930125|0.327690097|5.755284924|0.855441483|4249.04624|0.0236593529999999|-159.4728294|278.73805810000005|0.0|1.0|1.0|1.0|1.0|2.21|19.0|-6.12|5.77|4.12|110.94|1.19|0.0|83.28|0.0|1.0|2.0|20.0|3.0|-5.77|0.0|3.32|4.83e-06|0.00144|4.51e-05|0.0134|3.31|7.66e-07|-0.0558|3.6308|2.17|-1554.796165|-1554.768725|492.91|341.48|0.70229|0.70229|-1554.7020630000002|0.2719|-0.15058|-1554.748543|5.7916|3.0|8.5686|8.5686
17_a15|0.0|0|0|0.0|0.0|0|0|0|1.43568899|-0.046866421|0.0|-0.071708785|2|0.036595745|-0.033968088|0.0016674189999999|-0.032903349|10.9544604|-0.0141953639999999|0|0.0032452509999999|-0.263401148|-0.461493931|2|0.769376831|0.721188086|-0.023779626|0.76362781|0|0.880459235|-0.052869016|-0.079844675|0.605886597|9.875456386|0.119540765|-0.027065991|7.56573889|58.47512431|0.653207369|77.82445248|-20.73567196|50.37922222|0.474165158|2852.085573|674.5333498|2104.883413|0.346792631|7.967418828|0.90173781|6352.266784|0.0217385279999999|-234.74904|822.8625688|1.0|1.0|1.0|1.0|1.0|3.99|24.0|-9.72|4.89|6.0|67.35|2.53|2.0|131.36|0.0|1.0|7.0|33.0|4.0|-5.58|1.0|4.44|1.19e-06|0.00052|2.26e-06|0.00099|4.78|1.9199999999999998e-10|-0.03936|4.1461|6.89|-1413.897695|-1413.857182|752.08|299.04|0.68787|0.7045100000000001|-1413.559128|0.0377|-0.15573|-1413.624817|7.1743|12.0|7.9208|7.9208
47s_a18|0.0|0|0|0.0|0.0|0|1|1|1.251176205|0.026229332|4.844187086|-0.045792331|0|0.035632184|-0.026883417|0.002573931|0.0134295589999999|10.94702059|-0.031515152|0|0.003686393|-0.252119673|-0.46304239|0|0.724028067|0.712629555|-0.0540701129999999|0.745196689|0|0.84543779|-0.070258863|-0.08106112|0.306379663|6.394119331000001|0.15456221|-0.030108416|4.840414512|51.05656345|0.820470855|69.29837549|-22.79238258|59.58080589|0.4740142|2992.734821|640.0051571|1529.863965|0.179529145|9.811856136|0.901192009|6968.705069|0.010481057|-485.1995077|1093.725912|1.0|1.0|0.0|1.0|2.0|0.0|18.0|-9.42|4.06|3.93|76.5|3.33|3.0|149.34|0.0|1.0|10.0|36.0|3.0|-5.96|0.0|3.19|1.12e-06|0.000539|3.53e-06|0.0017|4.62|3.8199999999999997e-10|-0.0491399999999999|3218.0|8.41|-1534.196027|-1534.174077|809.4|385.29|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|-0.13195|-1533.809351|2.9991|616.0|6.2104|6.2104
12w_a30|0.0|0|0|0.0|0.0|0|2|2|0.604983445|0.063514061|5.351858133|-0.0316452179999999|2|0.044197531|-0.0999572419999999|0.002431329|0.028815747|10.31162873|-0.04950715|1|0.001805829|-0.0857954809999999|-0.477636454|1|0.8149999040000001|0.83236194|-0.080971844|0.889479916|0|0.8522163970000001|-0.076611264|-0.096032733|0.4274948739999999|10.59162334|0.147783603|-0.037237182|7.262777048999999|0.0|0.8077976990000001|75.77366969|-25.53389062|63.12469722|0.451478593|2999.810425|584.3729039|2783.769563|0.192202301|8.063690539|0.8230829059999999|6888.291006999999|0.014471302|-422.1196298|685.6665849999999|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-7.8|5.11|3.92|81.65|3.79|2.0|137.3|0.0|1.0|5.0|31.0|4.0|-5.52|0.0|3.59|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|1.58e-08|-0.05682|5.0632|5.08|-2494.966575|-2494.932002|716.83|244.87|0.31353|0.68423|-2494.743475|0.1614|-0.15073|-2494.807027|3.0068|15.0|7821.0|7821.0
30_a47|0.0|1|1|0.0|0.0|1|0|0|1.304327883|-0.069449687|4.727387819|-0.184735553|2|0.038387534|0.013114301|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|-0.008325552|-0.079370393|-0.4370608039999999|2|0.6850994429999999|0.8485444809999999|0.074217097|0.913855507|1|0.67896733|-0.108232368|-0.107296835|0.384732322|13.64937081|0.32103267|-0.0383202979999999|8.190002019|76.90733636|0.679447569|81.25550675|-22.9932445|78.59180109|0.4680850139999999|2626.927627|407.3992771|1558.731067|0.320552431|6.886726437999999|0.879999675|5852.817155|0.028122734|-215.3470619|457.1122177|1.0|1.0|1.0|1.0|2.0|2.12|21.0|-7.24|2.71|3.93|98.72|1.78|1.0|104.25|0.0|1.0|5.0|28.0|5.0|-6.95|0.0|2.61|6.05e-05|24.0|7.94e-05|0.0315|2.5|5.74e-08|-0.0564299999999999|3.7159|3.89|-1696.12008|-1696.078047|615.85|333.66|0.6944899999999999|0.6944899999999999|-1695.931037|0.3566|-0.1517|-1695.9887|3.6487|13.0|7.9|7.9
13m_a6|0.0|0|0|3.415695704|0.0|0|0|0|1.429020166|0.031719435|4.727387819|-0.135152403|2|0.0446875|0.021526267|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|1|-0.00687003|-0.118693789|-0.568024162|2|0.870730542|0.7767360059999999|-0.031564227|0.832753533|1|0.715612461|-0.0989137669999999|-0.107644789|0.429009107|12.95736535|0.2843875389999999|-0.0378750189999999|9.035018118|95.67846949|0.7362989999999999|89.65257305|-26.40980394|81.92876874|0.48094941|2951.567781|498.9881336|2574.030011|0.263701|8.435961541000001|0.926594475|6412.592679|0.020928405|-329.5370141|724.3873672999999|1.0|1.0|1.0|1.0|3.0|2.18|27.0|-9.67|4.19|3.76|122.47|0.81|1.0|127.2|0.0|1.0|6.0|33.0|5.0|-7.23|0.0|2.67|2.27e-05|0.00987|5.24e-05|0.0228|2.43|2.1499999999999998e-10|-0.07137|3.9127|4.27|-1423.762467|-1423.712909|726.28|316.88|0.66475|0.64753|-1423.448957|0.1924|-0.13817|-1423.511471|6.5243|0.01|8.0|8.0
