molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|PPSA3|RPSA|FNSA4|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12ap_a36|0.0|0|0|3.4417292610000003|0.0|0|2|2|1.2970441659999998|-0.06398791|5.351858133|-0.010732275|2|0.042739018|0.066185994|-0.000143196|-0.105824575|10.95430638|-0.042675894|1|0.001194592|-0.175397741|-0.436880644|1|0.8707354620000001|0.832758813|-0.074596774|0.893689741|0|0.830587483|-0.082622504|-0.106173763|0.27547717|14.26936622|0.1694125169999999|-0.037473093|9.36249036|0.0|0.737851886|83.16347311|-24.58703954|68.48007054|0.464588|2843.18721|544.9693552|2328.307856|0.262148114|8.766216204|0.86772056|6003.481614|0.020575639|-312.1212186|642.3830552000001|1.0|0.0|0.0|1.0|2.0|0.0|17.0|-6.66|2.75|1.76|92.99|1.38|1.0|128.47|0.0|1.0|5.0|31.0|5.0|-7.08|0.0|1.66|0.000101|0.0412|0.000113|0.0458|2.4|2.21e-07|-0.06084|4.9124|2.98|-1325.199863|-1325.159466|691.41|252.39|0.59563|0.6929|-1324.95298|0.3982|-0.15704|-1325.0127220000002|9.6512|32.0|7.4949|7.4949
14r_a23|0.0|1|1|0.0|0.0|2|0|0|1.197963203|-0.009140243|5.351858133|-0.06921746|2|0.045277778|0.014148395|0.007671236|-0.079935667|10.31321824|-0.064006338|2|0.0075222369999999|-0.17267308|-0.454010253|2|0.616699629|0.7837821840000001|-0.1050445769999999|0.846632079|1|0.8662226190000001|-0.062618931|-0.085881409|0.375360556|12.35476415|0.133777381|-0.03654528|7.956082857|55.62948521|0.7882228370000001|66.31173073|-23.53402098|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|2306.754114|0.211777163|7.555307147000001|0.873329024|6744.848704999999|0.017092103|-371.2130393|599.5697147999999|0.0|0.0|1.0|1.0|1.0|3.06|26.0|-7.67|3.78|4.58|105.02|3.4|2.0|120.24|0.0|1.0|5.0|31.0|5.0|-6.31|0.0|3.7|2.66e-06|0.00114|7.73e-06|0.00332|3.68|2.14e-08|-0.06842|5.9406|3.72|-1729.1556449999998|-1729.1326809999998|678.08|208.71|0.30482|0.68115|-1728.924789|0.0008|-0.15536|-1728.98403|8.8722|5.0|8.2684|8.2684
12z_a36|0.0|0|0|3.435113772|0.0|0|2|2|1.297044126|-0.065211069|5.351858133|-0.010732275|2|0.041767677|0.037307819|-0.000143196|-0.010881947|10.95429182|-0.030529442|1|0.001194592|-0.175397741|-0.433580807|1|0.8707354620000001|0.826316772|-0.0533649729999999|0.886776351|0|0.834790405|-0.081592361|-0.102674964|0.492335362|15.50078625|0.165209595|-0.036238222|10.28066212|15.59091678|0.712682362|83.07227002|-24.03445318|69.61568586|0.4577848329999999|2841.692299|553.6621150000001|2451.657399|0.287317638|8.016303367999999|0.844286292|6146.834385|0.0225782039999999|-282.1167226|642.3830552000001|1.0|0.0|0.0|1.0|2.0|0.0|17.0|-6.66|2.75|1.76|92.99|1.38|1.0|128.47|0.0|1.0|5.0|31.0|5.0|-7.08|0.0|1.66|0.000101|0.0412|0.000113|0.0458|2.4|2.21e-07|-0.05642|3.8969|2.98|-1325.195958|-1325.157504|686.33|318.16|0.69397|0.69397|-1324.951498|0.4423|-0.1575|-1325.010808|6.5892|5.0|8301.0|8301.0
14a_a25|0.0|0|0|0.0|0.0|1|0|0|1.420015394|-0.092005241|4.727387819|-0.05112778|2|0.038167849|0.051906412|0.006085806|-0.046802062|10.93106303|-0.019985937|1|0.006158124|-0.077269115|-0.365062041|2|0.6716839040000001|0.7385460309999999|-0.035531959|0.792935475|1|0.850426305|-0.069657015|-0.084207356|0.326595394|8.449104086|0.149573695|-0.033365179|5.546443318|58.18995584|0.8067529940000001|63.96772039|-21.90268583|54.17569023|0.492236681|2844.993903|558.2652611000001|2142.5112510000004|0.193247006|7.39139255|0.969421506|6315.975408|0.01323706|-402.7381076|712.1606951|1.0|1.0|1.0|1.0|1.0|3.06|27.0|-9.59|4.44|4.92|72.7|2.47|2.0|126.26|0.0|1.0|6.0|32.0|4.0|-5.91|0.0|3.81|4.03e-06|0.0016899999999999|5.13e-06|0.00215|4.16|2.58e-10|-0.05083|5.3631|5.79|-1352.298438|-1352.265931|689.55|231.18|0.42461|0.6714|-1352.024616|0.1756|-0.16347|-1352.086073|4.1656|207.0|6684.0|6684.0
AKLKII_a46|0.0|0|0|2.917217813|0.0|0|0|0|1.4316666480000002|-0.206312209|4.59511985|-0.030657|3|0.0386379929999999|-0.008897473|0.006821053|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.066245471|-0.270506095|3|0.718266758|0.758995484|0.064690027|0.8264237520000001|1|0.837641394|-0.071827497|-0.089369278|0.271156366|4.924591245|0.162358606|-0.033194303|2.335284369|0.0|0.7721395329999999|49.76981906|-15.74102977|38.98582025|0.47999819|2000.353437|397.2168972|792.7439217|0.2278604669999999|5.83938898|0.92307023|4110.764451|0.015584114|-258.10190780000005|314.0966684|1.0|1.0|0.0|1.0|1.0|1.6|21.0|-7.21|3.9|3.39|67.35|1.18|0.0|85.32|0.0|1.0|2.0|22.0|4.0|-6.5|0.0|2.45|0.000578|166.0|0.000266|0.0764|2.19|6.18e-08|||||||||||||||181.0|6.7423|6.7423
12b_a40|0.0|0|0|0.0|0.0|1|0|0|0.604989475|0.084915315|5.4161004020000005|-0.011794908|0|0.04020202|0.1744506639999999|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|0.004452418|0.038336814|-0.513870527|0|0.58925219|0.7137941109999999|-0.227384615|0.7818091140000001|1|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|6.17734692|0.044352844|-0.0338355829999999|3.518538455|48.17000329|0.856829717|48.54667776|-19.27231874|43.22826564|0.494842289|2462.878448|544.3244990000001|860.5059425000001|0.143170283|8.132984007000001|0.979579799|5933.385347|0.010309671|-406.4913617|370.3261123|0.0|0.0|1.0|1.0|0.0|3.87|20.0|-8.39|6.58|6.74|58.43|5.07|2.0|101.78|0.0|1.0|2.0|24.0|2.0|-4.09|1.0|5.79|1.95e-08|8.09e-06|7.82e-08|3.2500000000000004e-05|6.68|4.08e-09|-0.08279|3407.0|6.27|-3016.999329|-3016.9868100000003|576.38|363.91|0.69476|0.69476|-3016.927883|306.0|-0.14267|-3016.980996|6.3131|0.04|7.3979|7.3979
12u_a30|0.0|0|0|0.0|0.0|0|2|2|0.604983445|0.028039604|5.351858133|-0.027452346|2|0.043383838|-0.091507428|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|0.001805829|-0.0857954809999999|-0.467189145|1|0.8149999040000001|0.83236194|-0.105767484|0.889479916|0|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|10.42404292|0.15055905|-0.03794847|6.982033926000001|0.0|0.810462868|75.26051582|-25.41792137|62.26136323|0.443167712|3001.03926|568.9563615000001|2608.6452440000003|0.189537132|7.804487592999999|0.7958728709999999|7133.515802|0.014495402|-415.8966522|685.6665849999999|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-7.8|5.11|3.92|81.65|3.79|2.0|137.3|0.0|1.0|5.0|31.0|4.0|-5.52|0.0|3.59|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|1.58e-08|-0.0528299999999999|3.5003|5.08|-2494.962309|-2494.927579|705.15|354.21|0.6847|0.6847|-2494.736802|0.1502|-0.1486299999999999|-2494.7995530000003|7.0553|34.0|7.4647|7.4647
12z_a30|0.0|0|0|0.0|0.0|0|2|2|0.604983642|-0.1155022219999999|5.351858133|-0.026703371|2|0.040566449|0.034848862|0.003529389|0.018796341|10.31162784|-0.045463448|1|0.005111479|-0.207153446|-0.39205163|1|0.8397577820000001|0.809127478|-0.077335468|0.855880335|0|0.832920077|-0.071429418|-0.107776943|0.315493739|21.47520633|0.167079923|-0.034034824|14.93669572|0.0|0.630839856|95.20867045|-23.67231332|71.1566605|0.48740649|3112.622632|579.3226647000001|2435.831516|0.3691601439999999|8.071510779|0.950863559|7074.004131999999|0.029109145|-182.00664430000003|792.3440337000001|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-6.83|3.94|2.63|100.11|2.2|2.0|140.26|0.0|1.0|7.0|33.0|6.0|-6.39|0.0|2.52|2.47e-06|0.00113|9.94e-06|0.00456|3.81|1.47e-07|-0.04679|4.8063|3.34|-1804.814868|-1804.785911|739.33|257.96|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|-146.0|-1804.581882|7.2113|44.0|7.3615|7.3615
14ab_a23|0.0|1|1|0.0|0.0|2|0|0|1.197962873|0.065530542|5.351858133|-0.028841865|2|0.04314059|0.021287386|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|0.012103325|-0.13397874|-0.449699921|2|0.725358161|0.75434493|-0.05990912|0.8072028240000001|1|0.92422233|-0.051974369|-0.076243539|0.20155691|12.31039874|0.07577767|-0.031648261|8.431109267|82.79560776|0.797837067|61.60741239|-21.67516705|47.90644969|0.4695727329999999|2941.47118|632.9786397|2332.352369|0.202162933|7.83369055|0.885272615|6654.62616|0.013710439|-407.9635285|733.3886349999999|0.0|0.0|1.0|1.0|1.0|3.82|26.0|-8.16|4.4|4.63|105.02|3.45|2.0|130.22|0.0|1.0|5.0|32.0|4.0|-5.92|0.0|4.12|5.9e-07|0.000259|2.81e-06|0.00123|4.31|6.9799999999999995e-09|-0.07146|3.6587|4.1|-1708.563399|-1708.543268|719.66|338.88|0.66532|0.66532|-1708.277193|0.3893|-0.14778|-1708.3414239999995|8.4721|4.0|8.4012|8.4012
31_a47|0.0|1|1|0.0|0.0|1|0|0|1.304326813|-0.075563891|4.727387819|-0.171198936|2|0.042906977|-0.086842911|-0.007525849|0.074881792|10.9497221|0.001073537|1|-0.006265667|-0.076351692|-0.441642572|2|0.677766155|0.856640117|0.001622323|0.917597019|1|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|13.27533898|0.303979962|-0.037580665|8.234748813|81.01707367|0.70664003|80.58054906|-23.31144534|79.74238158|0.4741051329999999|2689.159869|431.7441681|1322.82831|0.29335997|8.214180216|0.901520747|6019.5391740000005|0.024209265|-256.3593656|513.2159236|1.0|1.0|1.0|1.0|2.0|2.38|21.0|-7.62|3.23|4.24|98.72|2.0|1.0|109.21|0.0|1.0|5.0|29.0|5.0|-6.78|0.0|2.94|2.56e-05|0.0105|4.03e-05|0.0166|2.86|2.42e-08|-0.0532|3.9744|4.2|-1735.435432|-1735.400941|642.11|311.96|0.68276|0.69894|-1735.225703|83.0|-0.15143|-1735.284957|8.6244|16.0|7.8|7.8
11_a1|0.0|0|0|3.3361517380000003|0.0|0|1|1|1.430935838|0.033732316|5.351858133|-0.196819043|1|0.035620155|0.08043435|-0.0127744789999999|-0.05257082|10.94957487|-0.044235537|1|-0.009578125|-0.117419838|-0.563650254|1|0.823460272|0.747358374|-0.075188762|0.8086124090000001|0|0.5955245029999999|-0.131972845|-0.126108875|0.2027328789999999|20.62225192|0.404475497|-0.048723884|12.15946748|84.40380304|0.751878145|89.80732824|-28.7289904|98.43720241|0.47723847|2697.640232|351.1382199|1885.148133|0.248121855|7.43666407|0.912918113|5798.645137|0.02620284|-297.0290662|495.0560271000001|1.0|1.0|1.0|1.0|2.0|2.31|23.0|-7.47|4.28|4.23|97.33|1.95|1.0|105.71|0.0|1.0|4.0|29.0|6.0|-6.27|0.0|3.22|8.48e-06|0.00327|2.17e-05|0.00838|3.35|3.35e-08|-0.06546|3.7383|5.26|-1312.462371|-1312.4282380000002|614.86|331.66|0.68162|0.69914|-1312.241032|0.3201|-0.12916|-1312.2963630000002|7.1743|0.17|6.7696|6.7696
12b_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984682|0.047132642|5.351858133|-0.06631353|2|0.042804233|-0.074391852|0.001139238|-0.037209579|10.31162898|-0.072247675|1|0.002064369|-0.120380857|-0.468842459|1|0.669561738|0.824373792|-0.1240820219999999|0.880943609|0|0.764737577|-0.08354129|-0.09915679|0.383979687|11.01246349|0.235262423|-0.038448551|6.99318589|0.0|0.798520682|73.02913136|-24.41577808|64.06324295|0.4676268939999999|2849.095245|485.6272203|2347.979099|0.201479318|7.393647884|0.878381889|6275.380072|0.01584525|-379.1359902|618.6004214|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-6.9|4.25|3.18|81.65|3.2|2.0|127.24|0.0|1.0|5.0|30.0|5.0|-6.02|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.00405|3.97|1.26e-07|-0.05351|5.0567|4.07|-1675.0107779999998|-1674.977262|673.18|245.19|0.3159099999999999|0.68496|-1674.7778119999998|0.1525|-0.1493799999999999|-1674.838225|4.5545|7.0|8.1543|8.1543
7g_a8|0.0|0|0|3.095238804|0.0|1|1|1|1.39137419|-0.092384028|5.4161004020000005|-0.067360394|0|0.0448526079999999|-0.030968098|-0.00087806|-0.027838247|10.9431888|-0.027717137|1|0.0002620309999999|0.046246982|-0.418049442|0|0.627990269|0.7363841520000001|-0.044866536|0.79995525|0|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|19.08352484|0.300623857|-0.045912914|11.43714084|56.75323443|0.806738465|78.41805331|-27.51653399|83.63914665|0.470618047|2802.2242920000003|419.1502102|2079.55195|0.193261535|7.588498875|0.8889952590000001|6293.364606|0.018613449|-367.6690814|509.2753308|1.0|0.0|1.0|1.0|1.0|3.32|23.0|-7.91|4.94|4.66|80.04|3.4|2.0|108.0|0.0|1.0|3.0|30.0|5.0|-5.63|0.0|4.14|1.67e-06|0.000667|3.59e-06|0.00143|4.38|1.23e-08|-0.06621|3.7874|6.26|-1374.493069|-1374.4533210000002|620.67|327.36|0.62073|0.62073|-1374.291597|0.5165|-0.15508|-1374.3479960000002|12.9547|21.03|4.6772|4.6772
17_a4|0.0|0|0|0.0|-4.533317957|1|1|1|1.219995452|-0.188642713|5.4161004020000005|-0.319716072|1|0.043084795|-0.01849014|0.001892883|-0.3948966229999999|10.94611837|-0.094767116|1|0.002155864|-0.07155304|-0.392770755|1|0.49887819|0.772721853|-0.12969185|0.8347553529999999|0|0.888791225|-0.0887214819999999|-0.08932566|0.332034943|5.472562628|0.111208775|-0.042181562|2.822041259|0.0|0.861696586|52.67753395|-21.75180355|51.22364842|0.4440629029999999|2351.601697|458.3237652|1658.726841|0.138303414|5.923504372999999|0.798764653|5322.773303|0.012827738|-373.0328031|319.5521911|1.0|0.0|0.0|1.0|0.0|2.94|17.0|-6.56|4.59|6.26|30.71|3.66|1.0|85.09|0.0|1.0|3.0|25.0|6.0|-5.56|1.0|4.29|4.39e-05|0.0152|1.5399999999999998e-05|0.00532|4.01|2.74e-07|-0.04186|4.3363|4.44|-1255.994721|-1255.968357|527.39|285.92|0.47353|0.47353|-1255.881628|0.2045|-0.17559|-1255.932407|6.3221|877.0|6057.0|6057.0
8j_a46|0.0|0|0|0.0|0.214753401|1|1|1|1.160371125|-0.13040237|5.533389489|-0.008523199|2|0.043903904|-0.129276363|0.011852046|-0.174853546|10.96391738|-0.053618988|1|0.0108603019999999|-0.133413527|-0.229679821|2|0.645146311|0.789844634|-0.074207717|0.837678812|0|0.934648421|-0.054707287|-0.068971544|0.308052557|4.658562801|0.065351579|-0.02566383|2.5024620580000003|64.83187221|0.822112519|41.80044861|-13.78596018|34.04593326|0.427798746|2121.846387|502.0694817|1888.679875|0.177887481|5.617748211|0.747636856|4759.107832|0.008843828|-346.061389|453.1959065|1.0|0.0|1.0|1.0|0.0|3.25|17.0|-7.26|4.71|4.55|43.6|2.62|1.0|96.94|0.0|1.0|2.0|24.0|3.0|-5.55|0.0|3.82|2.59e-05|0.00878|1.47e-05|0.00497|3.97|5.46e-08|-0.04068|4.9636|3.78|-1414.53151|-1414.50743|576.48|249.79|0.50703|0.70121|-1414.349865|0.1427|-0.18531|-1414.402087|6.4463|1228.0|5.9108|5.9108
18d_a25|0.0|0|0|0.0|0.0|1|0|0|1.193723212|-0.0881447869999999|4.727387819|0.024310576|2|0.042843137|-0.031867489|0.006452854|-0.070413428|10.31285314|0.016982601|1|0.0062422|-0.061965108|-0.292727912|2|0.722349659|0.780221059|0.029728702|0.838260077|1|0.937813705|-0.061527513|-0.076328248|0.278576218|8.39885106|0.062186295|-0.0281209329999999|6.3217245360000005|0.389087507|0.75793699|68.15463481|-21.166323|54.70994625|0.476833495|3113.122552|705.8822532|2625.142499|0.24206301|9.479218984|0.911437354|6876.316137000001|0.014219928|-388.2927768|883.4030667999999|1.0|1.0|1.0|1.0|1.0|3.57|27.0|-10.23|6.33|5.98|111.51|2.4|2.0|143.37|0.0|0.0|7.0|35.0|4.0|-6.21|1.0|4.5|5.47e-07|0.00026|2.86e-06|0.0013599999999999|4.21|5.92e-11|-0.07287|5.6512|4.56|-1806.848384|-1806.812778|792.79|219.39|0.41694|0.6823899999999999|-1806.514606|0.0389|-0.14723|-1806.582751|4.3658|232.0|6.6345|6.6345
12bi_a36|0.0|0|0|3.466222049|0.0|0|2|2|1.297042566|-0.088734077|5.351858133|-0.043740597|2|0.043854875|0.03474497|0.000482522|-0.067142264|10.95958518|0.041834838|1|0.002872872|-0.289604649|-0.37220074|1|0.884226781|0.812921349|0.071329141|0.858971809|0|0.7850011179999999|-0.082914301|-0.107613368|0.382000949|24.16125901|0.214998882|-0.027831043|16.87080604|0.0|0.4996603229999999|101.3899049|-19.43326441|82.05687954|0.461975362|3044.149713|548.1337538|2660.0547690000003|0.500339677|8.454426643|0.85865094|6572.410403|0.037590587|0.474365004|766.4854363|1.0|0.0|0.0|1.0|2.0|0.0|17.0|-6.79|2.83|1.9|87.66|1.42|1.0|136.74|0.0|1.0|7.0|33.0|6.0|-7.13|0.0|1.75|7.75e-05|0.0342|7.13e-05|0.0315|2.62|1.6100000000000005e-07|-0.0510199999999999|3.8855|2.68|-1461.997992|-1461.966152|742.94|319.1|0.68181|0.69207|-1461.69263|0.0252|-0.15078|-1461.75632|8.8903|14.0|7.8539|7.8539
7_a4|0.0|0|0|0.0|0.0|1|1|1|1.343865525|-0.237954652|5.4161004020000005|-0.003297033|2|0.037694444|-0.07290303|0.008409909|-0.125778587|10.92992954|0.04206117|1|0.008242591|-0.094000778|-0.174410426|2|0.527072036|0.8046449179999999|0.0707653759999999|0.87010589|1|0.825830607|-0.0650223009999999|-0.071288428|0.470973822|7.402610584|0.174169393|-0.026733161|3.726212114|79.08210981|0.7179916670000001|44.34066533|-13.45652664|40.13253521|0.437317462|2286.169166|415.6938929|1915.566579|0.282008333|5.512905888|0.7772010559999999|5022.496714|0.016800137|-219.4585767|407.1471338|1.0|1.0|0.0|1.0|0.0|2.7|21.0|-7.46|4.42|4.67|43.6|2.82|0.0|95.07|0.0|1.0|2.0|25.0|4.0|-6.03|0.0|3.56|0.000156|0.0514|3.92e-05|13.0|3.22|3.49e-08|-0.05217|4.0379|2.91|-1089.870249|-1089.847072|538.92|307.05|0.59702|0.59702|-1089705.0|0.0697|-0.16975|-1089.753885|4926.0|151.0|6821.0|6821.0
18c_a22|0.0|0|0|0.0|0.0|1|0|0|1.194229067|-0.191807441|4.727387819|0.013131848|2|0.038137255|-0.044828537|0.005449965|0.009519672|10.31286086|0.006275578|1|0.005597023|-0.143402172|-0.305378181|2|0.7290394929999999|0.7669483559999999|0.010828071|0.8287956870000001|1|0.931073539|-0.057956428|-0.076388478|0.5003904610000001|13.72808419|0.068926461|-0.028825841|9.49723261|15.22791009|0.682690024|67.73280290000001|-19.94201893|53.82294919|0.4777430589999999|3090.601885|644.1264387|2574.178324|0.317309976|7.332936064|0.914766316|7101.057047|0.0215181079999999|-252.7737494|779.8043336000001|1.0|1.0|1.0|1.0|1.0|3.3|27.0|-9.46|5.36|4.98|124.4|1.47|1.0|136.36|0.0|1.0|6.0|34.0|5.0|-6.63|0.0|3.72|1.6e-06|0.000739|7.98e-06|0.0036799999999999|3.5|3.4299999999999995e-10|-0.07207|5655.0|3.5|-1783.562578|-1783.5397829999995|707.08|219.25|0.4609|0.60449|-1783.277296|0.0817|-0.15158|-1783.340519|1.0733|26.0|7585.0|7585.0
8a_a31|0.0|0|0|3.28085223|0.0|0|1|1|0.610138387|-0.039027368|5.733341277|-0.158899731|0|0.043817204|-0.1480271209999999|-0.013230176|-0.135144546|10.31170053|-0.01861065|2|-0.009293513|-0.094359203|-0.520051508|0|0.938325481|0.837862749|-0.030149254|0.895174844|0|0.594139864|-0.122293189|-0.136459435|0.272259026|18.56711239|0.405860136|-0.0416959379999999|9.179668678|465.4559302|0.666437359|82.32407724|-20.61467025|79.02944672|0.4512945479999999|2128.209198|293.7455749|1443.955093|0.333562641|5.83708559|0.822471411|4538.505909|0.030052065|-164.57484340000002|324.7430642|0.0|1.0|0.0|1.0|2.0|2.05|16.0|-5.33|4.16|2.54|114.29|0.36|0.0|83.83|0.0|2.0|3.0|22.0|5.0|-7.11|0.0|2.13|0.000269|0.0846|0.000773|243.0|1.56|4.62e-06|-0.02993|3.8097|1.53|-1347.541429|-1347.507102|538.75|325.45|0.7027100000000001|0.7027100000000001|-1347.3959220000002|0.2604|-0.1587599999999999|-1347.446223|5.3042|0.79|6.1024|6.1024
16j_a32|0.0|1|1|3.359912013|-0.082980188|0|0|0|0.609420735|0.175152442|5.733341277|-0.086195934|0|0.046788618|-0.0667943999999999|-0.002456725|-0.135618491|10.31100263|0.021997616|3|-0.00030659|-0.202656848|-0.704356423|0|0.79965447|0.798237393|0.032797932|0.839271289|1|0.8259884120000001|-0.07651119|-0.106897203|0.509776381|16.63953228|0.174011588|-0.034287782|11.90023573|45.81893652|0.699790508|91.93816239|-24.52188465|71.35869023|0.442735754|2830.682695|590.7291534|3448.428146|0.3002094919999999|7.357962381|0.7944808170000001|6507.757122|0.021655546|-285.7717513|701.9321161|1.0|0.0|1.0|1.0|2.0|3.38|19.0|-7.77|6.49|5.24|149.27|1.57|3.0|121.3|1.0|1.0|8.0|30.0|5.0|-5.73|1.0|4.25|3.56e-08|1.57e-05|3.89e-06|0.00172|4.59|1.7e-08|-0.05016|3629.0|5.5|-2034.621888|-2034.593521|729.78|341.65|0.70207|0.70207|-2034.344833|0.2907|-0.15012|-2034.408854|4.0992|9.0|8.0315|8.0315
12an_a36|0.0|0|0|3.489959714|0.0|0|2|2|0.6294007110000001|-0.05423417|5.351858133|-0.046532211|2|0.042739018|0.0966393909999999|0.00285431|-0.131674913|10.33556631|-0.031635802|1|0.003710345|-0.133106642|-0.434819796|1|0.906423012|0.8344566859999999|-0.055405405|0.885733922|0|0.836440154|-0.073519599|-0.105145528|0.270501913|11.69727417|0.163559846|-0.036995649|7.903608682000001|0.0|0.783512615|81.70091433|-24.99720254|61.37296195|0.44576647|2881.978785|565.1654879|2399.367452|0.216487385|8.773001855|0.8042935809999999|6162.848939|0.015771136|-383.1273396|725.9470896|1.0|0.0|1.0|1.0|2.0|0.0|17.0|-7.05|3.33|2.61|94.5|2.51|1.0|135.47|0.0|1.0|6.0|31.0|4.0|-6.64|0.0|2.33|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|3.19|8.95e-08|-0.05561|5.1771|3.37|-1670.452238|-1670.417726|718.98|239.49|0.44822|0.69094|-1670.182102|0.0644|-0.15474|-1670.244686|6.2182|0.04|7.3979|7.3979
4c_a49|0.0|0|0|0.0|0.0|1|1|1|1.343847672|-0.048954892|5.4161004020000005|-0.044371138|2|0.03583878|-0.099764463|0.001379959|-0.102999091|10.92777281|0.006194124|1|0.00202792|-0.001647802|-0.412652341|2|0.7745214140000001|0.7796063109999999|0.010868461|0.826523164|1|0.76159824|-0.087753156|-0.086290519|0.407675441|7.782541015|0.23840176|-0.029809452|5.014223225|59.70585149|0.724053828|66.77901229|-19.20596967|64.32113331|0.473304159|2719.702873|490.6910965|1683.872161|0.275946172|8.474369008|0.898629005|6046.668361|0.0173567219999999|-288.71184960000005|707.2397315000001|1.0|1.0|1.0|1.0|2.0|2.97|21.0|-7.97|3.55|3.19|98.72|1.47|1.0|120.43|0.0|1.0|7.0|31.0|5.0|-7.53|0.0|2.6|0.000314|0.13|0.000265|109.0|1.81|1.07e-08|-0.0623299999999999|5.74|3.04|-1332.647233|-1332.607539|705.55|216.0|0.4164199999999999|0.67789|-1332.336755|0.0821|-0.15925|-1332.398001|4.9358|255.0|6.5935|6.5935
5e_a40|0.0|0|0|0.0|0.0|1|0|1|0.604912776|-0.091305805|6.167516491000001|0.0601021459999999|0|0.044526749|-0.106497535|0.009890343|0.158430496|10.31198323|0.029272031|2|0.008306061|0.010397494|-0.391074665|0|0.535506399|0.8092726020000001|0.0451110059999999|0.877722972|1|0.864422751|-0.076883794|-0.089724264|0.0499188609999999|9.440323938|0.135577249|-0.035889706|4.489363277|51.7148695|0.8223594679999999|48.81318333|-17.06741495|46.00255248|0.47779156|1986.384601|411.0778166|512.5703164|0.177640532|6.533857846|0.914944155|4158.984115|0.012921086|-306.597267|264.9899736|1.0|0.0|1.0|0.0|0.0|2.73|14.0|-4.65|4.3|3.74|75.5|2.37|1.0|79.16|0.0|2.0|3.0|20.0|3.0|-5.66|0.0|3.33|1.66e-05|0.00505|5.56e-05|0.0169|3.51|2.23e-05|-0.07231|3.7138|4.99|-1637.197299|-1637.180703|493.19|333.85|0.69675|0.69675|-1637.115238|0.5262|-0.14786|-1637.162552|10282.0|25.0|7.6021|7.6021
