molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|AATSC1c|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|RASA|FNSA3|FNSA5|PBF|PNSA5|RNCS|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
3c_a32|0.0|1|1|3.452148526|0.0|0|0|0|-0.006923974|-0.0522536959999999|2.224112182|-0.00017094|-0.113334836|10.31100278|3|3|-0.097512832|-0.145525719|-0.5427297289999999|0|0.831186295|-0.019130435|0.888766719|-0.0679200029999999|-0.0943910459999999|0.216289509|-48.52416391|59.72163595|-0.0288417079999999|0.0|0.693952122|-1.038301506|-17.94949454|-14.82682786|2152.627425|456.8935699|-533.7658031000001|1393.156794|-7.622115192000001|5.605165488|-274.3961469|21.36577928|0.018316536|769.1680542|370.5811396|9.416090047|1.0|1.0|1.0|1.0|1.0|3.22|0.19|4.68|110.94|1.0|93.05|0.0|1.0|3.0|-6.18|3.0|-5.35|0.00399|0.0|0.0|1.28e-07|4.18e-05|3.5169|3.02|544.22|903.81|352.54|0.5017|352.54|425.74|0.7034600000000001|0.7034600000000001|-1633.297494|3123.0|-0.1970599999999999|-1633.348356|9.0|8.0458
17_a15|0.0|0|0|0.0|0.0|0|0|0|-0.0071363569999999|-0.033968088|0.0|0.0016674189999999|-0.032903349|10.9544604|0|0|-0.052628162|-0.263401148|-0.461493931|2|0.769376831|-0.023779626|0.880459235|-0.052869016|-0.079844675|0.605886597|-61.17023228|34.35335309|-0.027065991|58.47512431|0.653207369|-1.596893495|-31.03055741|-20.73567196|2852.085573|674.5333498|-1223.4046460000002|2104.883413|-15.88591693|7.967418828|-937.2690986|31.74439379|0.0217385279999999|1872.919233|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|1.0|3.63|0.15|6.0|67.35|2.0|131.36|0.0|1.0|7.0|-5.93|4.0|-5.58|0.00099|0.0|0.0|1.9199999999999998e-10|8.43e-08|4.1461|6.89|752.08|1298.37|326.22|0.7247|299.04|663.81|0.68787|0.7045100000000001|-1413.559128|5.1268|-0.19509|-1413.624817|12.0|7.9208
17_a4|0.0|0|0|0.0|-4.533317957|1|1|1|-0.006491052|-0.01849014|0.0|0.001892883|-0.3948966229999999|10.94611837|1|1|-0.073733221|-0.07155304|-0.392770755|1|0.49887819|-0.12969185|0.888791225|-0.0887214819999999|-0.08932566|0.332034943|-46.06264282|17.08736223|-0.042181562|0.0|0.861696586|-1.5185362180000002|-23.59250328|-21.75180355|2351.601697|458.3237652|-783.0649279|1658.726841|-11.21677197|5.923504372999999|-403.8037909|25.24299609|0.012827738|908.7478594|319.5521911|6.61489113|1.0|0.0|1.0|0.0|0.0|3.31|0.11|6.26|30.71|1.0|85.09|0.0|1.0|3.0|-4.36|6.0|-5.56|0.00532|0.0|0.0|2.74e-07|9.44e-05|4.3363|4.44|527.39|873.5|285.92|0.2045|285.92|413.28|0.47353|0.47353|-1255.881628|4.8197|-0.21745|-1255.932407|877.0|6057.0
12g_a40|0.0|0|0|0.0|0.0|1|0|0|-0.01011728|0.167050952|0.726175674|-0.001011175|0.075327376|10.31197254|2|2|0.280045216|0.106286677|-0.512657141|0|0.777835705|-0.326139923|0.8702014570000001|-0.0951493559999999|-0.099521372|0.289122732|-52.24208444|130.7472028|-0.0435406|0.0|0.852031227|-1.393299206|-26.21888031|-22.85591194|2287.970776|456.7977427|-731.3891821000001|681.6778419|-11.99782981|7.692740528|-383.9305539|26.82520454|0.013442698|858.4065454|335.7078145|7.056520179|1.0|1.0|0.0|0.0|1.0|3.24|0.0|5.14|78.66|2.0|93.78|0.0|1.0|2.0|-6.46|3.0|-4.91|0.000586|0.0|0.0|2.37e-07|8.57e-05|4.0224|4.84|540.25|896.63|392.64|0.3539|308.23|429.31|0.67055|0.6988|-2172.9382|1.9175|-0.20615|-2172.988604|724.0|6.1403
16c_a32|0.0|1|1|3.329674745|0.0|0|0|0|-0.01639019|-0.03152033|2.077479142|-0.0064007569999999|-0.031087095|10.31100271|3|3|-0.057356214|-0.229450999|-0.697601261|0|0.809370315|-0.061904762|0.773043206|-0.088841599|-0.119988297|0.367322508|-71.59058881|102.2022233|-0.038178095|37.0285246|0.6846367059999999|-1.679836163|-31.62645048|-22.77882371|2649.168528|461.2334662|-1002.268243|3143.196853|-13.59090376|6.313526111|-597.9997655000001|33.27140293|0.02579269|1463.941729|513.9156315|15.38911619|1.0|1.0|1.0|1.0|2.0|3.5|0.22|4.21|149.27|1.0|107.14|1.0|1.0|7.0|-6.04|5.0|-6.44|0.0155|0.0|0.0|1.0300000000000001e-07|4.13e-05|3.6264|4.12|639.66|1069.28|341.89|0.2955|341.89|508.43|0.70198|0.70198|-1916.478107|4.0551|-0.20047|-1916.536967|5.0|8.3468
14_a15|0.0|0|0|0.0|0.0|0|0|0|-0.006678826|-0.033982971|0.0|0.001740635|-0.053931584|10.9597359|0|0|-0.051908601|-0.184255041|-0.3848940629999999|2|0.8310685940000001|-0.028227917|0.8870890459999999|-0.063809873|-0.0917424269999999|0.7461324029999999|-58.79722871|92.51564418|-0.032888795|2.923143027|0.770309725|-1.743106111|-26.20964538|-21.0782518|2612.691478|568.5306056|-1117.1473460000002|2731.841165|-13.50893838|6.040010666000001|-715.9737342999999|27.36334635|0.015286995|1450.257357|673.7288405|9.797353271|1.0|0.0|1.0|1.0|1.0|3.56|0.12|6.3|56.27|2.0|119.95|0.0|1.0|6.0|-6.22|4.0|-4.97|0.000584|0.0|0.0|1.51e-10|5.99e-08|4.4518|5.16|689.8|1177.14|342.41|0.3131|278.5|584.18|0.65079|0.7055899999999999|-1280.809256|3.3596|-0.18379|-1280.87015|0.03|7.5229
15c_a10|0.0|0|0|0.0|0.0|1|2|2|-0.002218445|-0.06400528|2.063253638|0.01143745|-0.1036030219999999|10.92970798|1|1|-0.101214571|-0.35845963|-0.1742732839999999|2|0.7655272009999999|0.022187689|0.904458517|-0.046967376|-0.072537853|0.418835517|-50.32840842|65.41494073|-0.019267867|136.2098503|0.528228415|-1.233143495|-22.60962187|-13.36848349|3012.018586|627.5338454|-855.5829431|1817.047455|-9.275357237|8.639636218|-593.6228632|25.30814911|0.023432886|1619.721543|924.9341455|16.25826809|0.0|1.0|1.0|1.0|0.0|3.85|0.37|2.97|59.31|1.0|141.96|0.0|1.0|6.0|-3.85|6.0|-6.99|0.0122|0.0|0.0|1.6100000000000002e-08|7.3e-06|5.5913|2.2|762.21|1318.35|337.75|0.3939999999999999|221.75|595.63|-0.26999|0.70511|-1450.139335|2.4256|-0.19463|-1450.201574|0.1|7.0
13f_a6|0.0|1|0|3.440154557|0.0|0|0|0|-0.006930367|0.04505613|1.651047524|-0.003356527|-0.071478789|10.95053349|1|1|0.079490516|-0.223618825|-0.466314952|2|0.841211811|-0.088948538|0.863222493|-0.073352505|-0.092939631|0.176745407|-62.41821579999999|62.42897239999999|-0.032802223|0.0|0.720711855|-1.672913351|-33.08535238|-22.02995852|2869.925064|579.7398537|-1123.527884|3253.287533|-14.79531062|9.050440345|-754.5608419|30.56694343|0.0196449239999999|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|1.0|2.0|3.56|0.08|4.53|103.17|1.0|123.82|0.0|0.0|5.0|-5.11|5.0|-6.52|0.00688|0.0|0.0|6.59e-11|2.75e-08|4.8413|3.36|711.29|1202.78|394.98|901.0|256.1|568.41|0.49643|0.70541|-1347.018087|10.8469|-0.2059099999999999|-1347.0794119999998|42.0|7.3768
27a_a34|-3.727789|0|0|0.0|0.0|1|1|1|-0.012620846|-0.082271189|0.0|-0.012495918|-0.026428049|10.319282|1|1|-0.13716603|-0.264978526|-0.53047808|1|0.8186389829999999|-0.012251785|0.600964267|-0.106669294|-0.123191967|0.4305370679999999|-86.36649751|176.4623026|-0.043345322|22.69787432|0.764921711|-2.340647376|-52.42823715|-30.38821209|3394.470264|421.319507|-1640.9634529999998|2252.433058|-21.30433911|8.960143164|-1150.434312|39.72721867|0.020552444|2145.269808|718.5861133999999|14.40875302|1.0|1.0|1.0|1.0|2.0|3.66|0.13|3.97|129.74|1.0|122.61|0.0|1.0|6.0|-4.96|7.0|-7.29|0.0159|0.0|0.0|2.44e-08|1.13e-05|5.0012|7.38|737.7|1247.85|300.73|0.2896|247.91|598.18|0.40378|0.69818|-1861.468024|10.8591|-0.20615|-1861.534743|0.24|6.6198
8b_a12|0.0|0|0|0.0|0.0|0|1|1|-0.012630509|0.028584223|0.0|-0.010117477|-0.036536396|10.95438057|0|0|0.047425677|0.006468729|-0.659952678|1|0.89481633|-0.183648492|0.740926309|-0.1053827859999999|-0.116554734|0.4384536329999999|-67.44287685|319.0086845|-0.045608374|76.80174559999999|0.888936354|-2.097985204|-35.28434152|-26.39069094|2388.888334|428.7273481000001|-1213.971783|1437.536303|-15.27062922|6.373278096|-702.4489440000001|29.68794201|0.009361504|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|1.0|2.0|4.11|0.1|1.9|80.37|1.0|110.58|0.0|1.0|4.0|-4.1|4.0|-6.51|0.0346|0.0|0.0|3.56e-08|1.26e-05|4.2263|5.11|611.93|1020.47|331.1|0.3179|293.37|460.08|0.53425|0.57773|-1159.188228|4.2554|-0.21184|-1159.2425119999998|263.0|6.58
10_a47|0.0|0|0|0.0|0.0|0|0|0|-0.008013899|-0.169242585|1.329777427|-0.008120645|0.0814897|10.93671036|0|0|-0.349569106|-0.045289209|-0.45272733|2|0.7027461220000001|0.011239977|0.841070966|-0.076311525|-0.0936757959999999|0.417511484|-50.08559665|103.41137940000002|-0.035388634|0.0|0.801882632|-1.592488524|-21.81529334|-18.9212254|2355.515804|449.6950454|-851.455143|1567.859561|-10.11660331|6.277122171|-455.247149|23.5960035|0.014051737|1061.820157|498.0016816|7.51303623|1.0|0.0|1.0|1.0|2.0|3.02|0.09|5.92|58.04|2.0|106.43|0.0|1.0|3.0|-5.75|4.0|-5.08|0.00114|0.0|0.0|1.4199999999999999e-09|5.110000000000001e-07|5.7693|4.37|579.86|997.16|332.97|231.0|214.9|426.55|0.53909|0.69212|-1188.1907199999998|1.9281|-0.20309|-1188.244739|13.0|7.9
17b_a6|0.0|1|0|3.375166525|0.0|0|1|1|-0.01272079|0.139594234|0.0|-0.00460563|-0.0385646|10.949638|1|1|0.231025646|-0.180339002|-0.563310199|1|0.850080948|-0.138423611|0.753949098|-0.095450984|-0.109195656|0.318652397|-71.65078895|155.8689396|-0.041494349|557.7093661|0.7706671740000001|-2.074717455|-41.0971443|-27.2272998|2816.0632920000003|494.7179214|-1361.36499|2207.972178|-17.86570631|8.974770742|-893.2853154999999|35.32951798|0.019915748|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|1.0|2.0|3.53|0.12|4.32|95.85|2.0|116.79|0.0|1.0|5.0|-5.81|5.0|-5.89|0.00274|0.0|0.0|9.77e-10|4e-07|3.5444|4.04|690.98|1168.62|413.78|0.3949|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|5.3385|-0.18281|-1349.892156|153.0|6.8153
12q_a36|0.0|1|0|3.453150038|0.0|0|2|2|-0.00761082|0.068040097|0.0|0.0005016269999999|-0.0651906459999999|10.9598352|1|1|0.1161527719999999|-0.177407665|-0.441747876|1|0.8941919290000001|-0.074349074|0.82911927|-0.07607684|-0.1060430969999999|0.324924033|-68.5549152|82.68142965|-0.038175515|0.0|0.768692389|-1.908775752|-31.79544084|-24.67976947|2786.514757|536.0103834|-1233.988474|2380.245597|-15.95501778|7.546533709|-797.7508892000001|32.10617123|0.017949083|1605.308562|629.5017194000001|11.60375275|1.0|0.0|1.0|0.0|2.0|4.74|0.14|2.54|69.2|1.0|128.76|0.0|1.0|5.0|-4.44|4.0|-6.49|0.0106|0.0|0.0|6.65e-08|2.77e-05|5.2375|3.79|683.51|1148.35|320.77|0.4239|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|4.6718|-0.2126199999999999|-1692.370918|6.0|8.2218
14_a4|0.0|0|0|0.0|0.0|1|1|1|-0.001935612|-0.0135414919999999|0.0|0.009588001|-0.08389836|10.94612798|1|1|-0.031578333|-0.039321879|-0.199315317|1|0.507307223|0.204594017|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|-32.31961528|12.12963775|-0.03015272|85.72299913|0.768457211|-0.995039765|-13.60128622|-13.71135194|1911.448021|386.9927769|-452.4746139|1378.961008|-6.23496557|5.304461808|-205.7538638|17.84270058|0.015779688|588.8091192|280.2639278|7.175500282000001|1.0|0.0|1.0|0.0|0.0|3.14|0.06|4.09|30.71|0.0|80.09|0.0|2.0|2.0|-3.4|3.0|-5.8|0.0295|0.0|0.0|1.95e-06|0.000539|4.5233|3.22|475.32|794.51|293.02|0.1864|274.1|353.16|0.53298|0.55975|-918.851356|2.3797|-0.2102|-918.896242|1.32|5.8794
18d_a30|0.0|0|0|0.0|0.0|0|2|2|-0.0072724869999999|-0.071608958|0.0|0.001139238|-0.053728319|10.31163881|1|1|-0.159104532|-0.120380857|-0.4624430539999999|1|0.669561738|-0.149451598|0.803280262|-0.07812727|-0.103191184|0.346980269|-65.3088221|78.23108693|-0.037906966|0.0|0.783284395|-1.85744132|-31.29400567|-23.99099587|2848.574353|508.389239|-1175.558798|2894.162522|-15.18369704|7.063141946|-744.0011548|30.62871675|0.016577694|1500.807121|618.6004214|10.49188139|1.0|1.0|1.0|0.0|1.0|4.75|0.14|3.18|81.65|2.0|127.24|0.0|1.0|5.0|-5.39|5.0|-6.02|0.00405|0.0|0.0|1.26e-07|5.260000000000001e-05|5.0125|4.07|669.66|1129.46|357.49|0.3856|247.35|508.7|0.4325|0.69017|-1674.785879|5.0115|-0.19673|-1674.8453470000002|21.0|7.6737
14f_a23|0.0|0|1|0.0|0.0|2|0|0|-0.006791105|0.056215377|0.745818086|0.010561248|-0.0555907109999999|10.3132176|2|2|0.101910723|-0.199540201|-0.399688849|2|0.756252127|-0.06885759|0.894162392|-0.059927056|-0.084419703|0.2096108239999999|-57.07376861|96.47955427|-0.031450478|96.60179161|0.665778294|-1.603974359|-27.39103254|-21.26277654|3014.916135|604.5178506|-1084.401604|2322.5224120000003|-14.37516058|8.124287407|-733.1331894|31.93672236|0.025162423|1628.77284|683.7405759|17.01160115|0.0|1.0|1.0|1.0|1.0|3.57|0.09|4.03|114.25|2.0|126.78|0.0|1.0|6.0|-5.63|5.0|-6.47|0.0042299999999999|0.0|0.0|3.11e-08|1.3699999999999998e-05|5.8184|3.23|711.98|1210.19|346.78|0.2462|213.09|572.35|0.60917|0.6733399999999999|-1744.182678|6.3534|-0.21743|-1744.2443850000002|2.0|8.6459
21_a10|0.0|0|0|0.0|0.0|1|1|1|-0.009308076|-0.032405474|1.817620533|0.001533145|-0.023060773|10.92966143|1|1|-0.051564917|-0.03765494|-0.4636733179999999|2|0.7135035209999999|-0.005970601|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|-59.80834512|240.7558768|-0.03292131|74.3822498|0.704106635|-1.777750751|-45.44837698|-23.25880088|3104.255496|547.3834282|-1255.975247|2701.142106|-16.4322688|8.388036625|-887.342515|33.03306591|0.022638817|1783.785559|746.5727327999999|15.99425187|1.0|1.0|1.0|0.0|1.0|3.5|0.11|5.6|90.13|2.0|128.59|0.0|1.0|5.0|-5.77|6.0|-6.07|0.0014|0.0|0.0|1.94e-09|8.68e-07|5.9596|5.57|716.1|1225.01|321.21|0.2574|208.04|517.44|0.4226399999999999|0.68165|-1485.216871|1.5138|-0.2226|-1485.278495|4.8|5.3188
14v_a23|0.0|0|1|0.0|-4.844615416|2|0|0|-0.014768546|0.055572317|0.636416435|-0.002390707|0.017156562|10.3132174|2|2|0.170475376|-0.2952674819999999|-0.650246427|2|0.598213287|-0.022236834|0.916605275|-0.067342061|-0.09479984|0.31419322|-62.61276875|78.86310829|-0.042752869|0.912757854|0.788328659|-2.180396311|-29.37629463|-28.23713101|3399.4261450000004|605.3933675|-1440.093681|2679.111279|-18.64987284|7.743452839|-951.143515|35.81898321|0.020908947|1826.768144|676.4530574|13.80980223|0.0|1.0|0.0|1.0|1.0|3.62|0.09|6.18|114.25|2.0|126.97|0.0|1.0|7.0|-6.89|8.0|-5.94|0.0004969999999999|0.0|0.0|1.12e-08|5.57e-06|3694.0|5.17|679.5|1206.02|335.64|348.0|335.64|533.44|0.6017100000000001|0.6017100000000001|-2041.93452|4.5506|-0.2308599999999999|-2041.998955|4.0|8.4001
8c_a12|0.0|0|0|0.0|0.0|0|1|1|-0.0104125509999999|-0.106633503|0.0|-0.004211843|-0.036504737|10.95472932|0|0|-0.1876771789999999|-0.370782022|-0.606245231|2|0.905486734|-0.130288596|0.840397446|-0.067004282|-0.101988384|0.239216075|-52.04233846|83.24714315|-0.038245644|0.0|0.764449832|-1.529825767|-17.44675795|-19.51587692|2190.852814|428.8355831|-780.6350769|1245.6132289999998|-9.958505349|5.670223821|-398.3402139|25.52931025|0.018855428|1021.17241|390.0159026|9.621493319|0.0|0.0|0.0|1.0|1.0|3.91|0.11|1.59|63.06|0.0|98.07|0.0|1.0|3.0|-3.47|5.0|-6.44|0.0598|0.0|0.0|7.24e-08|2.28e-05|4.3598|2.76|551.66|909.19|323.37|466.0|284.38|402.43|0.53657|0.67318|-1022.613451|1.7305|-0.2227699999999999|-1022.663298|0.04|7.3979
12f_a36|0.0|1|0|3.50900085|0.0|0|2|2|-0.006773586|0.10938259|0.0|0.003676818|0.012286423|10.95389399|1|1|0.182557897|-0.169994208|-0.438198895|1|0.902377067|-0.1188384119999999|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|-66.16123807|43.53853176|-0.035813075|0.835268043|0.7803018709999999|-2.00553221|-30.92312428|-23.629013600000004|2770.818472|556.5681681|-1323.224761|2380.393255|-15.59012402|7.416874811|-873.0469447999999|30.28188764|0.015685228|1695.785708|729.1873176|10.34891518|1.0|0.0|1.0|0.0|2.0|4.94|0.21|2.45|69.2|1.0|133.52|0.0|1.0|6.0|-4.61|4.0|-6.33|0.0109|0.0|0.0|4.38e-08|1.7899999999999998e-05|5.2106|3.87|699.88|1195.77|339.27|0.4374|237.95|545.55|0.37095|0.70126|-1311.285102|5.9228|-0.20046|-1311.345557|11.0|7.9586
5b_a40|0.0|0|0|0.0|0.0|1|0|1|-0.0049439079999999|-0.096549823|0.7222376540000001|0.008515162|0.179058252|10.31198309|2|2|-0.164084255|0.013573521|-0.389789991|0|0.537115914|0.029485257|0.881264402|-0.077031845|-0.091267779|0.313503463|-45.78637031|169.18694230000003|-0.036507111|49.25022097|0.829018186|-1.095213344|-19.38687321|-18.31454812|2126.9310920000003|442.1045286|-549.4364437|764.9528181|-9.187872156|6.521443259|-275.6361647|22.09185326|0.012549086|662.7555978999999|285.9136384|6.2955085660000005|1.0|1.0|0.0|0.0|0.0|3.13|0.21|4.39|75.5|1.0|84.17|0.0|2.0|3.0|-5.43|3.0|-5.42|0.00488|0.0|0.0|5.65e-06|0.00191|3.9759|5.62|515.23|847.01|311.84|0.3005|311.84|411.1|0.59928|0.59928|-2096.707754|7.2947|-0.23068|-2096.757832|64.0|7.1938
33_a47|0.0|0|1|0.0|0.0|1|0|0|-0.004263267|-0.11544858|1.688794654|0.002212256|-0.033554816|10.98214099|1|1|-0.26447859|-0.338113214|-0.270498605|3|0.63155995|0.1186944519999999|0.8197001309999999|-0.060080724|-0.083739854|0.404334141|-44.81989209|30.94680001|-0.0272154529999999|0.0|0.57681348|-1.088618103|-17.2112484|-14.56646493|2311.28828|438.726241|-582.6585971|787.797733|-7.79637597|6.979305126|-311.85503880000005|25.25333652|0.029580684|1010.133461|388.178924|15.83240237|0.0|1.0|1.0|1.0|1.0|3.08|0.11|4.04|68.52|0.0|94.28|0.0|1.0|3.0|-3.26|5.0|-6.78|0.0643|0.0|0.0|8.339999999999999e-08|2.79e-05|4.1869|2.06|566.29|934.34|296.13|0.2566|296.13|423.52|0.67508|0.67508|-1122.992964|4.5647|-0.21447|-1123.04547|4.0|8.4
3b_a49|0.0|0|0|0.0|0.0|1|1|1|-0.0057605869999999|-0.090939066|1.844602991|0.000607064|-0.010613212|10.92976559|1|1|-0.151131362|0.000850823|-0.405529602|2|0.7745859279999999|0.006213385|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|-51.77986692|325.6896751|-0.0276739079999999|81.60358988|0.656865946|-1.439043207|-33.06194987|-16.92803342|2660.339607|458.224537|-880.2577376|1796.6760370000002|-10.35481932|7.236413572000001|-538.4506046|25.77091035|0.021477952|1340.087338|641.1445234|13.13798859|1.0|1.0|1.0|1.0|2.0|3.37|0.22|3.2|98.72|1.0|116.94|0.0|1.0|6.0|-3.53|5.0|-7.42|102.0|0.0|0.0|2.64e-08|1.05e-05|4.6669|3.4|664.15|1132.92|322.72|0.1978|265.67|480.08|0.5798|0.6632|-1293.048179|3.0055|-0.21985|-1293.106236|25.0|7.6021
4d_a46|0.0|0|0|0.0|0.173086735|1|1|1|-0.001749881|-0.131948546|0.0|0.0116902869999999|-0.111025108|10.96333164|1|1|-0.206000242|-0.1271933999999999|-0.240143042|2|0.6535171|-0.103199079|0.936057958|-0.056384895|-0.070772596|0.290035518|-38.85529917|8.241078584|-0.024616555|74.62074724|0.813427965|-1.132361533|-16.99546444|-13.51488667|2181.291783|513.9109507000001|-621.6847867|2233.65548|-7.419891252999999|5.757075209|-341.3149976|16.6147308|0.0086574759999999|764.2776167999999|509.0572545|4.753094337|1.0|1.0|1.0|1.0|0.0|3.78|0.35|5.11|43.6|2.0|101.75|0.0|1.0|2.0|-4.93|3.0|-5.4|0.00275|0.0|0.0|3.88e-08|1.3699999999999998e-05|4.4265|4.18|588.18|1009.78|280.09|0.1313|280.09|503.76|0.69884|0.69884|-1453.635434|3.5318|-0.22603|-1453.688943|517.0|6.2865
8b_a31|0.0|1|0|3.37710223|0.0|0|1|1|-0.013629145|-0.130371116|0.0|-0.010300564|-0.211457443|10.31170011|2|2|-0.222667869|-0.092604362|-0.510259793|0|0.928940547|-0.1155280009999999|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|-69.24221375|129.8921115|-0.040792077|472.8995873|0.703469355|-1.590890986|-32.92631065|-21.30529654|2189.617009|317.3534883|-830.906565|1587.743824|-11.12754483|6.142377144|-433.9742484|30.28603362|0.02483711|1181.155311|372.3224834|12.97217579|0.0|1.0|1.0|1.0|2.0|3.4|0.25|2.74|114.29|0.0|88.64|0.0|2.0|4.0|-4.05|5.0|-6.87|131.0|0.0|0.0|1.86e-06|0.00061|3.8582|1.77|566.18|927.61|321.36|0.2643|321.36|439.96|0.70036|0.70036|-1386.681003|3.6945|-0.19265|-1386.734257|2.2|5.6576
12b_a32|0.0|1|1|3.477905329|0.0|0|0|0|-0.009432679|-0.044307211|2.153718992|-0.003484915|-0.031446256|10.31100269|3|3|-0.079768013|-0.1534110109999999|-0.584995111|0|0.788133615|-0.090027803|0.782593|-0.081450418|-0.097525366|0.2996018789999999|-60.93328667|90.57560878|-0.027561517|65.29222164|0.60420609|-1.267829764|-31.79562339|-17.22027667|2573.006963|488.9595947|-792.1327267000001|3148.185476|-10.75912958|7.076348793999999|-494.9199607|28.50066715|0.025166975|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|2.0|3.47|0.26|4.19|140.04|1.0|110.47|1.0|1.0|7.0|-5.9|4.0|-6.4|0.0148|0.0|0.0|2.23e-08|8.86e-06|3.5703|4.12|663.89|1109.93|347.27|0.2865|347.27|541.49|0.70258|0.70258|-1880.537231|3208.0|-0.19976|-1880.599158|26.0|7585.0
9d_a40|0.0|0|0|0.0|0.0|1|0|0|-0.003961493|0.153818743|0.89023715|0.011823978|0.15723868|10.3119722|2|2|0.259969752|0.019621984|-0.4887998529999999|0|0.601831605|-0.223631751|0.941627612|-0.060319196|-0.071656839|0.002088915|-36.92750973|108.1468558|-0.031613312|50.47044708|0.8664205709999999|-1.074852592|-16.01918037|-16.29154841|2109.570685|485.2567189|-553.912646|336.6614768|-8.395657932|8.023385851|-285.4523697|18.80327978|0.0087217999999999|639.3115126|346.9019309|4.49467719|1.0|1.0|0.0|0.0|0.0|3.25|0.06|5.09|58.43|1.0|91.71|0.0|1.0|2.0|-6.13|2.0|-4.62|0.000727|0.0|0.0|1.01e-07|3.3e-05|4.6073|4.7|542.19|892.69|370.51|0.4888|269.1|446.84|0.4557199999999999|0.69986|-1677.429981|6.2032|-0.20781|-1677.48058|107.0|6.9706
3i_a32|0.0|1|1|2.417426304|-4.547725143|0|0|0|-0.012358668|-0.21362765|1.711001131|-0.0131506889999999|-0.26785886|10.3110028|3|3|-0.8373173840000001|-0.212967423|-0.537667101|0|0.565740817|0.030060554|0.893827987|-0.093279684|-0.1132851459999999|0.259644227|-59.72706743|60.99385995|-0.044627482|0.201037767|0.77072347|-1.472706897|-25.92886531|-23.52884474|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|-12.4050588|5.826629089|-409.3669403|30.52825775|0.021905206|1007.432506|318.0257595|11.54903146|1.0|1.0|1.0|1.0|1.0|3.1|0.13|6.29|110.94|2.0|88.28|0.0|1.0|3.0|-6.27|6.0|-5.53|0.00251|0.0|0.0|1.0900000000000001e-07|4.01e-05|3642.0|3.38|530.5|876.0|340.43|0.4765|340.43|418.24|0.70322|0.70322|-1891.738614|2494.0|-0.21278|-1891.790935|6.0|8.2366
2_a4|0.0|0|0|0.0|0.0|0|1|1|-0.00708265|0.08246129|0.0|-0.001386521|0.090707854|10.95268469|0|0|0.127695325|0.228655117|-0.3881618|1|0.930871261|0.1355918559999999|0.742518847|-0.117395215|-0.105102755|0.442778552|-44.27948986|166.102249|-0.0379537729999999|0.0|0.843107708|-1.366335816|-20.83662681|-15.98981578|1623.668791|312.82106489999995|-575.6333682|910.3327882|-6.736463618999999|4.710383035|-242.5126903|18.96532986|0.011054731|682.7518749|284.26458360000004|4.657326379|0.0|0.0|1.0|0.0|2.0|3.33|0.27|0.83|45.15|0.0|79.59|0.0|2.0|2.0|-2.18|4.0|-6.69|434.0|0.0|0.0|1.4800000000000002e-05|0.00374|5.8961|2.46|458.73|764.77|384.69|0.1315|210.28|333.36|0.4682|0.6885600000000001|-819.771754|1.7717|-0.16226|-819.8174190000001|31.0|7.5086
