molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|AATSC1c|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|RASA|FNSA3|FNSA5|PBF|PNSA5|RNCS|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
18_a47|0.0|1|1|2.969619451|0.0|0|0|0|-0.004337918|-0.026357805|1.5913490630000002|0.0008454789999999|0.018164141|10.93838451|1|1|-0.056674151|-0.053119347|-0.322800033|3|0.646771311|-0.027351545|0.777824025|-0.078937385|-0.084415066|0.454324931|-52.88049505|70.55642796|-0.0303894239999999|3.684585007|0.7327484470000001|-1.5194711930000002|-30.97660579|-19.03697822|2800.3745940000003|487.2556678|-951.8489108|2184.962887|-11.9254166|7.018342267|-596.2708299|25.98023687|0.017318402|1299.011844|628.5247532999999|10.84884165|1.0|0.0|1.0|1.0|2.0|3.47|0.08|6.0|79.38|2.0|119.78|0.0|0.0|4.0|-5.5|5.0|-5.87|0.00176|0.0|0.0|4.34e-11|1.78e-08|4.2668|3.32|652.12|1130.76|293.65|0.4335|290.58|487.81|0.4659|0.63359|-1353.979194|3.4464|-0.22313|-1354.037606|3.0|8.6
1k_a5|0.0|1|0|2.9020229360000003|0.0|0|0|0|-0.0030192829999999|-0.095857885|0.0|0.003886035|-0.145151027|10.9489659|1|1|-0.220946861|0.045204303|-0.254495542|2|0.567806811|-0.022280685|0.7836926809999999|-0.078995018|-0.074297856|0.425724957|-38.00629774|165.11680719999998|-0.0301207529999999|0.498979532|0.724954458|-1.114467843|-20.67084672|-15.40795854|2171.394196|400.8898627|-570.0944662|824.0133397999999|-7.881781385|6.710535795|-291.6259112|21.25369168|0.019219352|786.3865923|357.34245360000006|9.83146028|1.0|0.0|1.0|1.0|1.0|2.71|0.0|4.76|54.46|0.0|90.44|0.0|1.0|3.0|-3.97|4.0|-5.99|0.0157|0.0|0.0|4.99e-09|1.58e-06|4.7221|3.1|533.8|890.76|281.38|0.6242|262.56|398.63|0.53086|0.5282|-1050.418953|1.5911|-0.22504|-1050.468159|48.0|7.3188
12be_a36|0.0|1|0|3.466734143|0.0|0|2|2|-0.009368126|0.118420241|0.0|0.000482522|-0.08981965|10.95957887|1|1|0.19405344|-0.289604649|-0.3825349939999999|1|0.884226781|0.00734728|0.798015877|-0.0780531429999999|-0.108962668|0.330453338|-75.59805505|63.31681179|-0.031937334|0.0|0.5660743979999999|-1.852365352|-37.57129686|-22.15805062|3039.9167260000004|553.6616295|-1285.166936|2552.721046|-15.37320593|8.773114043|-891.645944|39.14335412|0.034632557|2270.314539|766.4854363|24.02799032|1.0|0.0|1.0|1.0|2.0|4.96|0.21|1.9|87.66|1.0|136.74|0.0|1.0|7.0|-4.11|6.0|-7.13|0.0315|1.0|0.0|1.6100000000000005e-07|7.11e-05|5.2184|2.68|739.48|1256.67|370.25|0.7034|237.59|594.44|0.40844|0.70465|-1461.68274|7.7861|-0.18969|-1461.747501|44.0|7.3565
7b_a8|0.0|1|0|3.213855584|0.0|1|1|1|-0.009659873|-0.024156447|0.0|0.002074537|-0.052309137|10.9465091|1|1|-0.039357491|-0.035044152|-0.415894017|1|0.710658316|-0.040994467|0.7223476129999999|-0.101439013|-0.1000685009999999|0.282366236|-59.93853201|145.0783004|-0.041332642|75.93423425|0.753935657|-1.901301524|-36.39338307|-24.75721974|2776.185773|432.6681725|-1138.832108|1780.952171|-14.82895606|7.698000901|-682.1319788|32.83731114|0.022982731|1510.516312|545.9267515|13.76608164|0.0|1.0|1.0|1.0|1.0|3.49|0.09|3.8|92.93|2.0|110.8|0.0|1.0|3.0|-5.25|5.0|-6.15|0.00454|0.0|0.0|2.25e-08|8.94e-06|4.5945|5.51|621.4|1067.73|380.32|0.2517|269.85|506.21|0.44725|0.7025100000000001|-1330.392289|9.9463|-0.20472|-1330.448193|13.53|4.8687
21_a47|0.0|0|1|0.0|0.0|1|0|0|-0.010650348|-0.034419528|1.028199909|-0.006808306|-0.004063946|10.95058272|1|1|-0.090969103|-0.277479519|-0.5406500129999999|2|0.612295986|0.0927058819999999|0.70582155|-0.082614966|-0.095249919|0.3188717339999999|-53.76411184|34.75044485|-0.033866638|47.95893876|0.6448452960000001|-1.5239986980000002|-26.32173133|-19.11612865|2691.697803|398.4031618|-860.2257893999999|1402.202743|-10.79015808|7.071346534|-485.55711339999993|29.64451905|0.028943339|1334.003357|482.9384172|16.33715751|0.0|1.0|1.0|1.0|2.0|3.29|0.1|4.93|84.73|1.0|104.49|0.0|1.0|6.0|-4.44|6.0|-6.58|0.0191|0.0|0.0|1.98e-08|7.8e-06|3917.0|4.43|583.37|1014.33|316.53|0.2249|316.53|441.93|0.68296|0.68296|-1374.858663|3.6767|-0.2249699999999999|-1374.914223|5.0|8.3
15d_a10|0.0|0|0|0.0|0.0|1|2|2|-0.002831383|-0.059217023|2.04092658|0.010215823|-0.140487312|10.92970801|1|1|-0.092884337|-0.280243276|-0.1945202089999999|2|0.74726683|0.0131101969999999|0.87609771|-0.057588609|-0.070612242|0.565801561|-47.58559595|67.59624856|-0.018829931|141.0919598|0.471900166|-1.129795872|-26.15336742|-12.68949225|2967.522813|590.402322|-761.3695352999999|2036.192049|-8.551449923|8.429169102000001|-513.0869954|26.89020509|0.028735133|1613.412305|825.4425942|19.36460841|0.0|1.0|1.0|1.0|0.0|3.71|0.35|3.44|65.3|1.0|131.43|0.0|1.0|6.0|-3.78|6.0|-7.04|0.0182|0.0|0.0|1.5e-08|6.62e-06|5.6004|2.05|737.09|1266.87|321.28|312.0|221.39|565.91|0.3685|0.6814100000000001|-1430.733658|3.3831|-0.20918|-1430.795367|69.0|7.1612
9c_a31|0.0|1|0|3.410619646|0.0|0|1|1|-0.013082561|-0.0384827639999999|0.0|-0.003618466|-0.1047269419999999|10.311698300000002|2|2|-0.062065125|-0.223856622|-0.546598398|0|0.8083148840000001|-0.108617754|0.6746901059999999|-0.103325018|-0.128097622|0.287455956|-81.63444414|153.5739377|-0.035867334|552.8237349999999|0.670716706|-1.7933667130000002|-41.96335759|-22.85764436|2592.448925|429.9685721|-1142.882218|2242.189942|-14.56678943|8.188627935|-728.3394714|34.07943198|0.024456662|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|1.0|2.0|3.66|0.35|3.7|117.37|2.0|108.16|0.0|1.0|8.0|-5.23|5.0|-6.53|0.0277|0.0|0.0|5.79e-08|2.31e-05|3849.0|4.94|691.3|1147.93|322.12|0.2554|322.12|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|1.3617|-0.19224|-1617.9568470000002|0.42|6.3768
4i_a46|0.0|0|0|0.0|0.19654443|1|1|1|-0.002360192|-0.088884176|0.0|0.012211602|-0.160741899|10.94638684|1|1|-0.133434195|-0.091288438|-0.22302552|1|0.7204791309999999|-0.17856753|0.940780437|-0.058565229|-0.075208437|0.263514985|-42.48203383|67.51603424|-0.025069479|70.55661087|0.763831778|-1.278543436|-18.68604171|-14.16067794|2200.19132|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|6.218233741000001|-407.9368676|18.53900079|0.011626803|945.4890404|579.2365607|6.567484272000001|1.0|1.0|1.0|1.0|0.0|3.88|0.36|5.07|39.94|1.0|105.43|0.0|1.0|3.0|-4.94|3.0|-5.31|0.00317|0.0|0.0|5.04e-08|1.75e-05|5.3987|4.46|611.74|1058.5|280.31|0.2805|229.66|546.24|0.41877|0.69035|-1092.473422|2.8538|-0.20084|-1092.528145|612.0|6.2132
12n_a36|-3.404662145|1|0|3.400581499|0.0|0|2|2|-0.0099988159999999|0.027627601|0.0|-0.006862238|-0.035989956|10.31810354|1|1|0.048110172|-0.261631709|-0.5181211520000001|1|0.8183043390000001|-0.000421339|0.720111143|-0.089275906|-0.115872034|0.239018516|-78.42650015|67.52548352|-0.039955874|26.74179417|0.741751453|-2.317440678|-40.89805687|-27.04362074|3482.18259|487.397992|-1568.530003|3465.537153|-18.30412788|6.863551112000001|-1061.639417|36.45914091|0.021232665|2114.630173|805.2286932|14.3710571|0.0|0.0|1.0|0.0|3.0|5.03|0.17|2.15|123.75|1.0|142.02|0.0|1.0|7.0|-3.85|6.0|-8.03|0.0897|0.0|0.0|1.36e-07|6.45e-05|5.3573|6.24|714.14|1256.83|340.78|0.3921|231.43|566.87|0.32172|0.7046600000000001|-1875.89723|10.8395|-0.19984|-1875.961945|15.0|7.8239
4_a18 (SD-208)|0.0|0|0|0.0|0.0|0|2|2|-0.012457606|-0.020226647|0.0|-0.018723101|-0.009648044|10.95382003|0|0|-0.047745689|-0.3630339729999999|-0.564165402|1|0.773173718|-0.098971722|0.77909674|-0.077885485|-0.099573708|0.115284206|-51.27494074|103.6318511|-0.034985357|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|-18.01551972|2395.526727|401.1916387|-666.5742296|1822.914738|-9.276994128|6.239898178|-343.2487827|29.9246699|0.035654206|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|1.0|2.77|0.0|4.44|76.48|1.0|92.87|0.0|1.0|3.0|-4.29|6.0|-6.31|0.0146|0.0|0.0|7.06e-09|2.49e-06|5.1755|2.58|537.47|895.83|378.26|0.2761|239.56|396.17|0.4646|0.69028|-1542.15786|3.4629|-0.2358|-1542.207472|0.08|7.0969
8d_a32|0.0|1|1|3.474433107|0.0|0|0|0|-0.010604502|0.062782795|2.146260246|-0.006974711|-0.044765977|10.31100269|3|3|0.113030335|0.002805572|-0.629535754|0|0.825020753|-0.11492754|0.7107041559999999|-0.109612139|-0.109968322|0.261692269|-69.11005922|321.2496412|-0.03346862|89.20994250000001|0.708567136|-1.539556512|-43.2918338|-21.03349629|2556.198518|446.6450457|-967.5408291|2371.595484|-13.21859008|8.106843676|-608.0551435|29.684549600000004|0.019788058|1365.489282|557.1050635|12.43588915|1.0|1.0|1.0|1.0|2.0|3.5|0.26|4.32|154.03|1.0|110.38|1.0|1.0|7.0|-6.08|4.0|-6.47|0.0173|0.0|0.0|5.51e-08|2.19e-05|3.5588|4.26|671.71|111.16|348.39|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|-1880.540067|1.0269|-0.20115|-1880.602038|8.0|8.0809
15b_a50|0.0|0|1|0.0|0.0|2|1|1|-0.0045393|-0.103807905|2.018777006|0.004641091|-0.06083723|10.94501702|2|2|-0.17223348|-0.2185722769999999|-0.310946931|1|0.79846758|-0.216393362|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|-46.13641893|274.85729960000003|-0.028069672|0.0|0.639017342|-1.291204916|-26.98929785|-16.04745006|2441.264256|469.3167805|-738.1827030000001|1692.3273379999998|-9.174337796|6.89125222|-422.0195386|25.11269883|0.024313507|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|1.0|3.56|0.19|3.26|68.76|1.0|105.46|0.0|2.0|5.0|-3.18|4.0|-6.98|0.0891|0.0|0.0|1.92e-06|0.000687|4.0561|2.08|613.37|1035.3|305.67|0.1796|305.67|475.99|0.65917|0.65917|-1160.275856|6.9054|-0.20071|-1160.330621|79.0|7.1024
13n_a6|0.0|1|0|3.425442623|0.0|0|0|0|-0.010884884|0.058267173|1.628408574|-0.0093684169999999|-0.06507689|10.95053349|1|1|0.100294804|-0.118693789|-0.57091314|2|0.870730542|-0.056293641|0.70890216|-0.100363599|-0.109392959|0.307384948|-75.07706271|90.97854097|-0.038490115|103.012404|0.748967057|-2.078466222|-47.27287681|-26.41600355|2952.259627|486.5239262|-1426.464192|2535.307313|-18.12946621|8.872063579|-978.9911754|35.2699138|0.019904118|1904.575345|724.3873672999999|13.66031867|1.0|1.0|1.0|1.0|3.0|3.55|0.08|3.76|122.47|1.0|127.2|0.0|1.0|6.0|-4.64|5.0|-7.23|0.0228|0.0|0.0|2.1499999999999998e-10|9.35e-08|4.8185|4.27|727.69|1232.6|369.99|0.9117|257.31|548.09|0.55028|0.64027|-1423.451366|7.1946|-0.20994|-1423.514154|75.0|7.1249
14c_a23|0.0|0|1|0.0|0.0|2|0|0|-0.005822256|0.04174584|0.743546646|0.010682694|-0.047853455|10.31321813|2|2|0.077009731|-0.13187015|-0.4589840189999999|2|0.722187957|-0.077808321|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|-53.17009158|38.43627129|-0.034046252|81.41541733|0.7834075309999999|-1.600173862|-25.07982076|-22.62557089|2955.304496|613.3401089|-1063.401832|2379.221378|-15.0359121|7.832948614|-706.6878684999999|28.88097191|0.016385474|1357.40568|633.3278634|10.88903141|0.0|1.0|0.0|1.0|1.0|3.4|0.05|4.67|105.02|2.0|125.29|0.0|1.0|5.0|-6.13|4.0|-6.03|0.00126|0.0|0.0|1.02e-08|4.55e-06|3.7031|4.1|693.64|1177.63|334.81|356.0|334.81|549.86|0.56781|0.56781|-2089.293299|7.2704|-0.23096|-2089.354057|2.0|8.6253
12a_a50|0.0|0|1|0.0|0.0|2|1|1|-0.002936355|-0.111689174|2.112397566|0.01164808|0.014596049|10.94501645|2|2|-0.193999688|-0.291865836|-0.247407423|1|0.699597776|-0.2018898489999999|0.904119689|-0.05075501|-0.0663902|0.29507467|-33.44733598|7.457998037999999|-0.02383238|69.83817338|0.575218972|-0.929462803|-12.88231829|-12.00673599|2223.666558|455.4948605000001|-468.2627037|1462.827156|-6.048985111|5.116970861|-235.9104193|20.873331|0.027455156|814.0599092|388.171611|13.83188822|1.0|0.0|1.0|1.0|0.0|3.3|0.11|3.42|48.53|0.0|94.69|0.0|2.0|2.0|-3.16|3.0|-6.44|45.0|0.0|0.0|3.22e-06|0.00101|4.0783|2.47|545.54|908.22|304.01|0.1807|304.01|394.52|0.65267|0.65267|-1006.498352|5.7662|-0.20172|-1006.546706|75.0|7.1249
47a_a18|0.0|0|0|0.0|0.0|0|1|1|-0.006027559|0.043161338|0.0|-0.005483379|-0.025401815|10.35082811|0|0|0.066507683|-0.358939392|-0.369841706|0|0.842412605|0.089156939|0.778790861|-0.082855697|-0.099310031|0.371382587|-81.42570819|100.7293848|-0.036234741|110.0917322|0.7936193709999999|-2.681370849|-55.70051708|-29.70938001|3612.105567|638.5417107999999|-2198.494121|2250.179086|-24.3591435|10.20255289|-1802.576619|37.435301|0.014835962|2770.212274|1225.939287|12.16421601|1.0|1.0|1.0|1.0|3.0|4.97|0.28|3.35|123.06|3.0|158.24|1.0|1.0|12.0|-6.74|5.0|-6.49|0.00143|0.0|1.0|5.4e-09|2.95e-06|3.1947|8.82|874.47|1536.87|388.09|0.6094|388.09|813.01|0.69508|0.69508|2098.280307|2.6271|-0.18291|-2098.359766|1.0|9.0
8a_a8|0.0|1|0|3.150966553|0.0|1|1|1|-0.014658222|0.027531877|0.0|-0.0075336219999999|0.010118884|10.94671414|1|1|0.044579097|0.089375589|-0.5028388229999999|1|0.76592324|-0.048064085|0.550829475|-0.131795179|-0.118763303|0.22299265|-71.12928513|170.9592896|-0.049054408|84.91322996|0.76420633|-2.256502762|-47.27503672|-29.37948733|2802.374154|329.9007832|-1351.456417|1746.6927010000002|-17.59585557|7.533378788999999|-809.4093564|38.44444383|0.025786572|1768.444416|529.053307|15.44399996|0.0|1.0|1.0|0.0|2.0|3.37|0.05|2.72|112.23|1.0|109.21|0.0|1.0|4.0|-4.4|5.0|-7.04|0.0292|0.0|0.0|1.74e-07|6.96e-05|4.6017|6.1|620.68|1061.5|399.45|0.2035|269.43|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|5.4201|-0.19937|-1367.595683|11.34|4.9454
4m_a46|0.0|0|0|0.0|0.16407746|1|1|1|-0.000686578|-0.302054595|0.0|0.011122528|-0.142061192|10.94319657|1|1|-0.487230027|-0.029022201|-0.098201489|1|0.615482006|0.011235955|0.948973877|-0.067320375|-0.0672468|0.373463876|-35.43866734|6.161736337000001|-0.0224155999999999|35.77391986|0.733236381|-1.008702005|-18.69640205|-11.81288911|2133.331634|500.1036387|-531.5800101|1639.260563|-6.225322922999999|5.329061873000001|-280.1395315|16.11061509|0.012232753|724.9776792|486.9589609|6.446588969|1.0|1.0|1.0|1.0|0.0|3.59|0.29|4.63|54.5|1.0|98.69|0.0|1.0|2.0|-4.52|3.0|-5.68|0.0088|0.0|0.0|1.31e-07|4.31e-05|6.0419|3.45|558.63|975.72|285.18|0.2465|205.21|468.63|0.38389|0.68505|-1030.929791|3.9226|-0.23116|-1030.980844|1288.0|5.8901
3l_a32|0.0|1|1|3.672194822|0.0|0|0|1|-0.0054004|-0.039331295|2.259257465|0.0016954029999999|-0.09393062|10.31100268|3|3|-0.068876714|-0.087213805|-0.524711546|0|0.820540279|-0.184582641|0.8855584879999999|-0.069304303|-0.088417589|0.270668623|-51.41835077|61.72183119|-0.028831823|0.0|0.788236719|-1.326263838|-23.43792428|-16.76685351|2453.759435|514.9875423000001|-771.2752615|2415.340446|-9.750593329|6.414825717|-448.5272931|21.27134288|0.011493763|978.4817724|565.7000781|6.6840809960000005|1.0|1.0|1.0|1.0|1.0|3.58|0.35|6.17|110.94|2.0|110.16|0.0|1.0|3.0|-7.6|3.0|-4.71|0.0003689999999999|0.0|0.0|3.16e-08|1.2e-05|3.5319|4.21|629.26|1062.47|351.04|0.2876|351.04|468.81|0.70282|0.70282|-1789.242839|3.3955|-0.19962|-1789.298086|12.0|7.9208
9n_a24|0.0|1|0|2.961528903|0.0|0|0|0|-0.003323852|-0.141205159|0.0|0.008307337|-0.036651001|10.94875265|1|1|-0.22754075|-0.200646773|-0.225226606|2|0.786587307|-0.058520736|0.904556598|-0.052106597|-0.0777274979999999|0.331008994|-52.53031811|48.691073|-0.026905672|24.72120326|0.652126509|-1.399094961|-23.79925701|-18.18357165|2542.730334|611.3234977000001|-945.545726|1361.307012|-12.28894317|8.232847909|-639.0250449|27.88350328|0.021951174|1449.942171|631.9206508|14.83518955|1.0|1.0|1.0|1.0|1.0|3.17|0.17|4.14|66.93|1.0|114.29|0.0|1.0|7.0|-4.14|5.0|-6.47|0.0198|0.0|0.0|2.31e-09|8.909999999999999e-07|4.9139|2.59|686.19|1155.03|302.2|0.2522|252.31|587.05|0.44042|0.63085|-1238.856882|2.8552|-0.20399|-1238.917278|19.0|7.7212
14b_a25|0.0|0|0|0.0|0.0|1|0|0|-0.004720915|0.001683506|1.929508048|0.004725325|-0.012989126|10.93106299|1|1|0.0028569959999999|-0.074541111|-0.3691494039999999|2|0.6524261960000001|0.001715854|0.859628015|-0.076156512|-0.084160084|0.329662946|-58.29440389|112.49583529999998|-0.032728922|57.85340824|0.772789587|-1.767361771|-36.53830946|-22.67004596|3038.600508|595.4307570000001|-1224.182482|2118.281186|-15.70265555|8.690235527|-847.9433995999999|29.33534086|0.015746299|1584.108407|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|1.0|3.51|0.07|4.79|96.49|2.0|130.97|0.0|1.0|6.0|-5.6|5.0|-6.26|0.00261|0.0|0.0|2.23e-10|9.93e-08|5.4239|5.61|716.14|1257.11|304.7|0.3614|228.59|603.27|0.34735|0.64983|-1444.266358|2.7037|-0.22149|-1444.330251|22.0|7.6576
10_a4|0.0|0|0|0.0|0.0|1|1|1|-0.002959121|0.00941601|2.149387791|0.01107733|-0.122141977|10.92992762|1|1|0.014917047|-0.132895939|-0.241683916|2|0.6990620390000001|-0.150288496|0.921653019|-0.051015897|-0.079432495|0.43000216|-45.97324097|39.48408698|-0.027007048|64.26218096|0.744529685|-1.350352423|-17.08910641|-15.63090193|2480.063587|533.4262268|-781.5450965|2064.276654|-9.046715915|5.759414166|-452.3357957|20.99433004|0.014040792|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|1.0|0.0|3.46|0.26|4.81|52.83|2.0|111.38|0.0|1.0|4.0|-4.66|4.0|-5.83|0.00519|0.0|0.0|8.51e-09|3.15e-06|4.9674|3.34|619.99|1083.65|340.01|0.1792|249.6|470.02|0.4662|0.7038399999999999|-1183.54701|1.4517|-0.2025|-1183.602045|88.0|7.0555
12ar_a36|0.0|1|0|3.46014932|0.0|0|2|2|-0.007046017|0.083451772|0.0|0.000939229|-0.1073795209999999|10.95407427|1|1|0.145909555|-0.169341326|-0.4194638229999999|1|0.86559137|-0.064014394|0.8365428659999999|-0.080760277|-0.098732471|0.317338373|-66.9989409|86.85924228|-0.0347392029999999|0.0|0.705591187|-1.875916952|-37.18892821|-23.57370143|2902.67985|567.6702443|-1272.979877|2404.999137|-15.99689556|8.770514183|-863.83236|33.4098581|0.0223636779999999|1804.132337|708.5476357999999|15.17578458|1.0|0.0|1.0|0.0|2.0|4.86|0.17|1.95|92.99|1.0|133.27|0.0|1.0|6.0|-3.92|5.0|-7.21|0.0515|0.0|0.0|8.95e-08|3.76e-05|5225.0|3.23|717.19|1211.1|322.13|0.5586|237.29|580.53|0.41433|0.67174|-1364.235126|6.4688|-0.21291|-1364.2977050000002|25.0|7.6021
12d_a40|0.0|0|0|0.0|0.0|1|0|0|-0.008004393|0.209157499|0.794852923|-0.000134504|0.087954209|10.31197256|2|2|0.3683138529999999|0.224167029|-0.552689736|0|0.809398262|-0.254735308|0.840431415|-0.095675903|-0.091630294|0.0913543|-48.54239742|207.39648|-0.038873458|60.80168183|0.844283549|-1.282824111|-26.85139526|-20.59374436|2270.596857|445.2300015|-679.5935638999999|643.5166227999999|-10.90981687|7.877041626|-360.0239567|24.39197636|0.01245259|804.9352200000001|350.9435025|6.596929268999999|1.0|1.0|1.0|1.0|1.0|3.23|0.0|5.02|84.45|2.0|96.16|0.0|1.0|2.0|-6.25|2.0|-5.13|0.000942|0.0|0.0|1.44e-07|5.2e-05|4.3959|4.14|552.57|910.58|443.4|0.2584|282.05|435.41|0.55983|0.70435|-2153.071733|1.2683|-0.19369|-2153.123107|19.0|7.7212
12m_a36|0.0|1|0|3.40403699|0.0|0|2|2|-0.011502861|0.14264424|0.0|-0.006653538|-0.025127218|10.95440733|1|1|0.245908938|-0.090926893|-0.52644768|1|0.892815402|-0.064035403|0.711961428|-0.10031651|-0.121074678|0.4493096629999999|-81.19927925|42.78660249|-0.04260035|107.233999|0.7471181240000001|-2.300418875|-45.120107|-28.57011677|2925.315028|477.48014630000006|-1542.786306|2637.948424|-19.16067782|7.312794835|-1034.676602|38.24042793|0.0222467879999999|2064.983108|689.2886595|14.91990864|0.0|0.0|1.0|0.0|3.0|4.83|0.13|0.98|112.29|1.0|131.85|0.0|1.0|6.0|-4.1|5.0|-7.39|0.0676|0.0|0.0|7.19e-07|0.000305|3.8658|3.88|692.4|1177.15|320.72|0.4718|320.72|505.51|0.69382|0.69382|-1401.385923|6.5789|-0.20993|-1401.446557|0.03|7.5229
12h_a30|0.0|0|0|0.0|0.0|0|2|2|-0.00737961|-0.074988669|0.0|0.001139238|0.001698966|10.31162898|1|1|-0.166613751|-0.120380857|-0.4708582289999999|1|0.669561738|-0.1240820219999999|0.763568404|-0.083127678|-0.09907575|0.353607682|-63.03519645|89.66095835|-0.038417127|0.0|0.7979748729999999|-1.882439244|-33.64938551|-24.44221903|2848.98238|485.8069155|-1197.668733|2268.811589|-15.55093031|8.066818026|-761.9955851|30.63031164|0.015886049|1500.88527|618.6004214|10.10721793|1.0|1.0|1.0|0.0|1.0|4.63|0.14|3.18|81.65|2.0|127.24|0.0|1.0|5.0|-5.39|5.0|-6.02|0.00405|0.0|0.0|1.26e-07|5.260000000000001e-05|5.0289|4.07|672.54|1132.06|353.22|0.1878|246.54|518.06|-0.26697|0.68543|-1674.777786|2.9684|-0.2023599999999999|-1674.838376|9.0|8065.0
13b_a50|0.0|0|1|0.0|0.0|2|2|2|-0.003876697|-0.0204949039999999|2.117002752|0.010435712|-0.042022102|10.94500743|2|2|-0.03182432|-0.269353185|-0.319215353|1|0.749187803|-0.097736369|0.906164013|-0.051509874|-0.080785633|0.435064196|-57.74541064|104.0753113|-0.026928544|150.45293569999998|0.700410304|-1.696498291|-26.31826007|-19.24847021|3036.874979|647.7242444|-1212.6536230000002|2147.355856|-13.75876844|9.514897025|-866.8024118999999|27.48170624|0.017277404|1731.347493|900.2031356000001|12.34985404|1.0|1.0|1.0|1.0|0.0|4.78|0.37|5.12|66.99|2.0|133.36|0.0|1.0|7.0|-5.02|5.0|-6.3|0.00361|0.0|0.0|5.87e-08|2.68e-05|4.2315|3.63|780.4|1339.39|301.22|0.1589|293.0|617.26|0.65332|0.63872|-1470.039226|5.5271|-0.19622|1470.104535|1.83|5.7375
13p_a6|0.0|1|0|3.449535594|0.0|0|0|0|-0.010395243|0.072850973|1.633493259|-0.008008339|-0.014153926|10.95053423|1|1|0.123575608|-0.116250572|-0.573014008|2|0.865935935|-0.125636943|0.7265205579999999|-0.099405155|-0.107371897|0.196002517|-76.17631587|80.30786544|-0.03767435|107.5669533|0.76005742|-2.14743793|-50.03427239|-26.72853188|3016.078786|515.4389679999999|-1523.526317|3833.042283|-18.9628865|8.760340755|-1080.8845310000002|35.16646396|0.018322293|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|1.0|3.0|3.64|0.12|4.01|122.47|1.0|132.01|0.0|0.0|7.0|-5.09|5.0|-7.01|0.0125|0.0|0.0|8.73e-11|3.92e-08|4.7973|4.73|752.82|1283.98|415.53|0.4132|258.45|573.39|0.47508|0.7056600000000001|-1462.740542|9.0546|-0.1971099999999999|-1462.804694|92.0|7.0362
12e_a31|0.0|1|0|3.483599061|0.0|0|1|1|-0.011519192|0.0113193469999999|0.0|-0.002475146|-0.107630327|10.3116965|2|2|0.01824365|-0.142921555|-0.543945776|0|0.7968154940000001|-0.028502695|0.721526766|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|-79.96257188|166.1479229|-0.036652129|595.9853231000001|0.725120432|-2.089171358|-49.6906263|-26.65419063|3040.353774|524.7092721|-1519.288866|1899.851187|-19.38348182|10.24381236|-1104.858464|36.75829484|0.020841203|2095.222806|798.7285626|15.15615632|1.0|1.0|1.0|1.0|2.0|3.87|0.24|5.4|117.37|3.0|129.38|0.0|1.0|9.0|-6.66|5.0|-5.93|0.00176|0.0|0.0|4.93e-10|2.27e-07|5.3264|6.33|781.61|1308.13|322.95|0.3831|232.77|640.03|0.55114|0.7006600000000001|-1809.581226|2.6024|-0.19379|-1809.650069|0.17|6.7696
