molecula|Fraction Csp3|MATS8s|GeomRadius|SssssC|SRW09|nFaHRing|FNSA3|PBF|Dipole (water)|AATSC1c|CYP2D6 inhibitor|CYP3A4 inhibitor|Lipinski|Synthetic Accessibility|WNSA5|AATSC8d|Absorption Energy (HOMO-LUMO transition) (eV)|DPSA3|pIC50
12bh_a36|0.21|-0.211972014|7.545637217999999|0.0|7.412764017000001|0|-0.070687668|0.317612728|7.7975|-0.006687484|0.0|0.0|0.0|4.95|-44.11115058|-0.035747988|3.6255|58.77476595|7.8539
12b_a30|0.14|-0.009146339|7.393647884|0.0|7.412764017000001|0|-0.08354129|0.383979687|4.5545|-0.007353271|0.0|0.0|0.0|4.63|-39.98560202|-0.072247675|3.5207|64.06324295|8.1543
8a_a32|0.26|-0.184419911|7.420041446|0.0|7.773594467000001|1|-0.083474428|0.221908108|7.6703|-0.010151321|1.0|1.0|0.0|3.48|-43.03057598|-0.128684642|3562.0|63.83886888|7.3468
12p_a36|0.14|-0.035871448|7.546742977|0.0|7.412764017000001|0|-0.082569108|0.315548061|6.7199|-0.008017607|0.0|0.0|0.0|4.72|-42.95260501|-0.0433009009999999|3.8372|64.698131|8.0458
11a_a31|0.13|0.022073976|5.791411901|0.0|7.773594467000001|0|-0.151872243|0.271818874|8.9667|-0.02376325|0.0|1.0|0.0|3.26|-41.01552988|-0.019865299|3.8042|97.560141|6.7212
12aa_a36|0.13|0.156337925|8.05947774|0.0|7.412764017000001|0|-0.1066659309999999|0.4679233379999999|4.7433|-0.011588438|0.0|0.0|0.0|4.83|-54.83906299|-0.013898809|3.8899|89.09222754|8.0458
3d_a12|0.11|-0.097468573|5.786006004|0.0|0.0|0|-0.066850425|0.2443206489999999|3.0037|-0.008186708|1.0|1.0|0.0|3.98|-25.2986621|-0.058191686|3.7719|40.06333231|7.6021
17a_a6|0.12|0.08716369|8.337470517|0.0|7.412764017000001|0|-0.096082495|0.350977745|5604.0|-0.012704951|1.0|1.0|0.0|3.52|-47.07146289|-0.060774312|2.9753|83.46070738|7.6198
4R4l_a46|0.36|-0.001318857|5.669819400000001|0.171853072|7.825245291|0|-0.090505744|0.208818132|2.3035|-0.004736212|1.0|1.0|0.0|3.92|-24.94818681|-0.161358058|4.1152|52.96512128|6.8633
9g_a40|0.06|-0.384131901|8.180261533|0.0|7.515889085|1|-0.063539055|0.002717414|5063.0|-0.0054957819999999|1.0|1.0|0.0|2.8|-21.93596333|-0.145879501|3.0778|44.73159432|5.45
9g_a24|0.06|0.13372961|6.124370267000001|0.0|7.273092596000001|0|-0.064835725|0.383340003|4.4131|-0.00106361|1.0|1.0|0.0|2.8|-16.07665151|-0.02471184|4.2802|41.36311977|7.1675
8b_a32|0.26|0.060636167|8.10555784|0.0|7.765993078999999|1|-0.0850068559999999|0.253018806|1.2797|-0.009362305|1.0|1.0|0.0|3.46|-42.94454179|-0.0684566009999999|3.5442|63.85535908|7.9208
12v_a36|0.17|0.024751559|8.456596706000001|0.0|7.412764017000001|0|-0.078158778|0.334379501|7.9237|-0.008411281|0.0|0.0|0.0|4.82|-45.52806671|-0.023932402|3.7035|69.27488156|7.8539
12d_a31|0.38|-0.00658148|9.445278138|0.0|7.765993078999999|0|-0.0938723509999999|0.3996192999999999|3.3585|-0.012448252|1.0|1.0|0.0|3.76|-57.85220856|-0.032270224|3.8477|87.64629597|6.2924
16_a20|0.08|-0.085041518|8.166385503999999|0.0|6.842683282|1|-0.066137353|0.382481746|6.5609|-0.004705049|1.0|1.0|0.0|3.5|-33.67420774|-0.062750442|3.5704|51.14820251|7.585
4_a27|0.16|-0.07759915|6.01592535|0.0|6.823286122000001|1|-0.057748369|0.3485918529999999|3.9202|-0.006181204|0.0|1.0|0.0|3.11|-21.12083948|-0.01660383|4.1288|40.33074472|8.3979
20_a31|0.26|0.028036914|8.289864307|0.0|7.765993078999999|1|-0.085849869|0.246878555|4.9218|-0.009722467|1.0|1.0|0.0|3.46|-43.27297051|-0.078213611|3.5381|65.91404723|8.0862
9_a15|0.19|0.088615068|5.485176331|0.0|0.0|0|-0.073701648|0.416635119|2188.0|-0.009923019|1.0|1.0|0.0|3.16|-36.29225274|0.005692073|3.7487|59.20930631|6.9706
12r_a30|0.14|-0.007140234|7.467190577999999|0.0|7.412764017000001|0|-0.090229387|0.451652492|6.5511|-0.007553813|0.0|0.0|0.0|4.66|-45.9515743|-0.0646674999999999|3.5111|70.6903535|7.5317
24_a47|0.05|-0.005097239|7.024694045|0.0|6.86171134|1|-0.075894947|0.214985826|3.6008|-0.010774404|1.0|1.0|0.0|3.14|-28.82156035|0.071506228|3.9675|54.82626523|8.5
12a_a40|0.0|0.023863832|7.563170499|0.0|7.515889085|1|-0.064340227|0.000279043|3.8054|-0.00431394|0.0|0.0|1.0|3.2|-19.46913691|-0.226763788|3.0966|38.81741016|5.7501
12_a4|0.23|-0.036425699|6.223583758999999|0.0|7.535296702|1|-0.070256284|0.636722126|10.1971|-0.0021497879999999|0.0|1.0|0.0|3.41|-26.30835499|0.028152112|3.8083|48.6306683|5.032
12ak_a36|0.24|0.051506104|7.98672125|0.0|7.412764017000001|0|-0.069176342|0.537460657|8.5394|-0.006465433|0.0|1.0|0.0|5.05|-47.69888026|-0.015708652|3.6895|64.24490364|7.3372
12_a15|0.12|0.049877871|5.448223888999999|0.0|0.0|0|-0.061084417|0.738437971|6.0547|-0.006620824|1.0|1.0|0.0|3.56|-38.40979933|-0.01062828|3.8538|48.59303169|8.3979
15b_a50|0.19|0.000882622|6.89125222|0.0|7.934155233999999|1|-0.082576068|0.447220762|9.3788|-0.0045393|1.0|1.0|0.0|3.56|-26.37622116|-0.124047802|4.0561|58.69070955|7.1024
6a_a31|0.05|-0.07385392|7.516549303|0.0|7.703007682000001|0|-0.132158278|0.259133072|11.2387|-0.01694403|1.0|1.0|0.0|3.42|-43.59027182|-0.026103465|3.5428|97.68889243|5.9586
14h_a23|0.04|0.143102066|7.833334036|0.0|7.423568444|1|-0.063825076|0.223157991|13.4823|-0.005921293|0.0|1.0|0.0|3.47|-36.84086528|-0.034313725|3.6689|57.84834575|8.3468
19_a47|0.05|-0.024256505|7.06969105|0.0|6.842683282|1|-0.105205489|0.270767873|6.3247|-0.00973456|1.0|1.0|0.0|3.13|-32.06567824|0.0604168609999999|3.8423|73.14028211|7.3
16a_a32|0.22|0.039965071|7.183246604|0.0|7.765993078999999|1|-0.090389538|0.283324612|1.8274|-0.014399612|0.0|1.0|0.0|3.53|-46.27170107|-0.058518519|3.6314|69.11326055|7.9586
43_a18|0.34|-0.023109314|10.01438533|0.0|7.03438793|0|-0.070166168|0.3439906129999999|3.6943|-0.005099385|1.0|1.0|1.0|4.54|-49.60799696|-0.032429984|3.2233|59.84418608|6.2041
9_a1|0.05|-0.053460262|7.61577077|0.0|6.86171134|0|-0.080888063|0.166794384|6.4447|-0.00614716|1.0|1.0|0.0|2.78|-28.49439431|0.016589221|3343.0|53.13133578|5.2218
14j_a23|0.05|0.143567854|7.83426417|0.0|7.423568444|1|-0.062203032|0.226990358|8.3233|-0.006327927|0.0|1.0|0.0|3.39|-34.60325668|-0.055708465|3.6671|53.64097592|8.3883
8_a20 (IN-1130)|0.08|-0.1221465319999999|8.005662608|0.0|6.842683282|1|-0.09623672|0.354945501|5.4751|-0.009430196|1.0|1.0|0.0|3.49|-42.88223811|-0.0574882679999999|3.2329|74.19702161|7.4437
14c_a23|0.05|0.1114214519999999|7.832948614|0.0|7.423568444|1|-0.0567889659999999|0.2273163289999999|10.369000000000002|-0.005822256|0.0|1.0|0.0|3.4|-35.33439343|-0.047410593|3.7031|50.26125234|8.6253
12ay_a36|0.21|-0.109624825|6.466730436000001|0.0|7.412764017000001|0|-0.074251203|0.419950383|9.1844|-0.006733838|0.0|0.0|0.0|4.96|-41.57269314|-0.06756661|3.6561|59.80790901|7.7447
4b_a49|0.22|0.005818676|7.588962922|0.0|7.535296702|1|-0.091725536|0.438784865|2.2306|-0.0074627159999999|1.0|1.0|0.0|3.37|-34.19753462|0.02907541|3.7413|71.30114509|7.1024
9n_a24|0.17|0.048359202|8.232847909|0.0|6.605297921|0|-0.052106597|0.331008994|4.8123|-0.003323852|1.0|1.0|0.0|3.17|-35.50139138|-0.03088354|4.1028|47.11530904|7.7212
12e_a31|0.24|-0.039273975|10.24381236|0.0|7.765993078999999|0|-0.0939597569999999|0.2642991189999999|3.4818|-0.011519192|1.0|1.0|0.0|3.87|-58.15044546|-0.015755876|3.8391|87.71292755|6.7696
22_a20|0.08|-0.044184455|7.408914181|0.0|6.842683282|1|-0.059893667|0.425968568|6141.0|-0.00147607|1.0|1.0|0.0|3.36|-28.7463017|-0.038668966|3.9732|47.00134116|6.6364
8f_a8|0.0|-0.016217844|7.504290616|0.0|7.05012252|0|-0.122135295|0.308621017|7.8014|-0.01032134|0.0|0.0|0.0|3.14|-36.18904175|0.007079485|3.4876|79.13157981|4.6428
9s_a24|0.04|0.030228027|9.124394347|0.0|6.605297921|0|-0.049825449|0.483170382|7.0312|-0.003599664|1.0|1.0|0.0|3.43|-24.51900941|0.013901071|2.6707|41.36694069|7.4949
5g_a40|0.21|0.006643696|6.193485364|0.0|8.149890544|1|-0.153687065|0.245639795|6.7957|-0.016033575|0.0|0.0|0.0|3.13|-32.29667648|-0.091116241|3.48|84.77514603|6.9101
3q_a32|0.3|0.010109949|6.428518903|0.0|7.765993078999999|1|-0.067604132|0.34156046|5.2657|-0.008072705|0.0|1.0|0.0|3.57|-37.3203761|-0.098400506|3.6236|53.16288420000001|7.5528
13p_a6|0.12|-0.059663359|8.760340755|0.0|6.842683282|1|-0.099405155|0.196002517|12163.0|-0.010395243|1.0|1.0|0.0|3.64|-54.04422654|-0.072853186|2.9837|82.79893305|7.0362
12au_a36|0.17|-0.021932444|8.963940512999999|0.0|7.412764017000001|0|-0.090166553|0.284342092|8.0814|-0.009897048|0.0|0.0|0.0|5.0|-57.09017539|-0.03802163|3.7105|80.38496714|7.3279
LY580276_a4|0.22|0.035666446|5.456603642999999|0.0|7.535296702|0|-0.057317455|0.243350596|3.2891|-0.001543874|1.0|1.0|0.0|3.01|-16.49563923|0.011772853|4.4918|31.83019528|6.757
12ae_a36|0.17|-0.0931249669999999|8.676756505|0.0|7.412764017000001|0|-0.085851235|0.439268891|8.9297|-0.009867085|0.0|0.0|0.0|5.03|-58.64180087|0.006615826|3.8664|81.74750345|7.8239
12g_a30|0.13|-0.0430471959999999|8.694447089|0.0|7.412764017000001|0|-0.086195758|0.487608738|5.3027|-0.010447128|0.0|0.0|0.0|4.67|-47.51931027|-0.049719762|3.5592|77.01461557|8.0334
15_a15|0.07|0.007958332|6.673906339|0.0|0.0|0|-0.061884697|0.7028760070000001|2.9566|-0.006378587|1.0|0.0|0.0|4.04|-40.20430373|0.0020555079999999|2582.0|54.83651811|6.9626
4a_a46|0.35|-0.215877982|5.613813876|0.210988875|7.825245291|0|-0.05488948|0.264863483|3.7138|-0.001042349|1.0|1.0|0.0|3.76|-18.30276019|-0.0466186959999999|4.5454|33.36433008|6.7423
14_a4|0.06|0.158051825|5.304461808|0.0|7.535296702|0|-0.065776751|0.218112446|3.3312|-0.001935612|0.0|0.0|0.0|3.14|-14.69670456|0.117232935|4.2312|35.84371234|5.8794
12s_a36|0.17|-0.118671653|7.545963801|0.0|7.412764017000001|0|-0.07216709|0.4314309979999999|8.7738|-0.007059109|0.0|0.0|0.0|4.85|-41.6829437|-0.050363149|3.7604|59.13914165|8.0458
5d_a40|0.21|0.145024458|6.288958592999999|0.0|8.149890544|1|-0.086193996|0.049855551|9.2439|-0.005662681|0.0|0.0|0.0|3.02|-19.85450535|0.029272031|3.7374|49.66367051|7.7212
12c_a31|0.35|0.066071056|8.091269314|0.0|7.765993078999999|0|-0.104643824|0.343619017|2.2908|-0.013026643|1.0|1.0|0.0|3.69|-52.25551342|-0.056866055|3.8328|85.79638585|6.4202
16b_a32|0.28|0.056127969|6.466656381|0.0|7.765993078999999|1|-0.088716278|0.559199331|7.0093|-0.008469352|0.0|1.0|0.0|3.71|-44.4669946|-0.0657820279999999|3.6211|66.97508778|7.7696
46_a18|0.3|-0.015124585|8.980343774|0.0|7.03438793|0|-0.069742249|0.30524999|3.2533|-0.005378956|1.0|1.0|0.0|4.27|-38.60388092|-0.052591109|3225.0|55.92367899|6.7305
14w_a23|0.05|0.059273664|7.833745658|0.0|7.423568444|1|-0.070714528|0.228641034|9.8981|-0.006481882|0.0|0.0|0.0|3.42|-38.70975831|-0.031435038|3.6632|61.60607046|8.6737
18_a47|0.08|-0.059779939|7.018342267|0.0|6.605297921|1|-0.078937385|0.454324931|5.3433|-0.004337918|1.0|1.0|0.0|3.47|-33.12615721|-0.016728205|4.2222|58.68383399|8.6
14f_a23|0.09|0.070514687|8.124287407|0.0|7.423568444|1|-0.059927056|0.2096108239999999|9.1089|-0.006791105|0.0|1.0|0.0|3.57|-38.58595734|-0.041351617|3.5753|58.85981824|8.6459
12be_a36|0.21|0.132962547|8.773114043|0.0|7.412764017000001|0|-0.0780531429999999|0.330453338|10.3044|-0.009368126|0.0|1.0|0.0|4.96|-52.44976141|0.00430921|3.3487|77.57811183|7.3565
11a_a5|0.3|-0.037220974|9.740948724|0.0|6.605297921|0|-0.064565402|0.369563711|3.6525|-0.002894726|1.0|1.0|0.0|3.53|-36.51058972|-0.02394636|4.0938|54.60662289|7.0915
5b_a40|0.21|-0.400500595|6.521443259|0.0|8.149890544|1|-0.077031845|0.313503463|9.3069|-0.0049439079999999|0.0|0.0|0.0|3.13|-22.96968039|0.020344828|3.9759|48.2348504|7.1938
47c_a18|0.3|-0.027873485|9.566965871|0.0|7.03438793|0|-0.0715759629999999|0.246894346|3.8573|-0.007068829|1.0|1.0|1.0|4.61|-60.75445536|0.028947131|3.1096|70.29678191|8.5229
12x_a36|0.17|0.056034339|8.770758009|0.0|7.412764017000001|0|-0.0737521679999999|0.3403819629999999|7.2812|-0.007008724|0.0|1.0|0.0|4.87|-47.22198284|-0.023932402|3.7364|61.46507585|8.1549
13_a4|0.16|-0.215746851|5.663493161|0.0|7.535296702|0|-0.050017793|0.229685203|3.7228|-0.000990136|0.0|0.0|0.0|3.39|-16.36114989|-0.0963182119999999|4.1733|28.77218157|5.3979
6_a3|0.0|-0.155862559|5.498222293|0.0|6.823286122000001|1|-0.1042506469999999|0.556539611|3.7185|-0.008934536|1.0|1.0|0.0|3.05|-24.56680878|0.032782484|3.3963|57.46859326|5.7501
14a_a3|0.06|0.164994144|5.308770254|0.0|6.823286122000001|1|-0.091731577|0.21389849|4.6689|-0.009312773|1.0|1.0|0.0|3.27|-22.89086827|-0.172643335|3.2363|52.02624107|7.5229
21_a10|0.11|0.057775125|8.388036625|0.0|7.535296702|1|-0.091053776|0.8663152820000001|1.1872|-0.009308076|1.0|0.0|0.0|3.5|-42.25440548|-0.003554514|3.8599|77.676969|5.3188
12o_a36|0.17|0.141570244|7.322888607|0.0|7.412764017000001|0|-0.082048664|0.514457955|6.6471|-0.0100574069999999|0.0|0.0|0.0|4.97|-55.10596064|-0.010904454|3.8726|75.94332024|7.3979
1b_a5|0.0|0.122747292|6.11909445|0.0|6.605297921|0|-0.07823203|0.341795323|4.3687|-0.00279809|1.0|1.0|0.0|2.75|-19.56938257|-0.028797464|4.6481|44.82086533|7.2291
4_a4|0.19|-0.168712277|5.326452915|0.0|7.535296702|1|-0.049768752|0.456474074|3.1195|-0.001234337|1.0|1.0|0.0|3.15|-18.24679326|-0.037623601|4.0261|30.05764711|7.1079
14q_a23|0.04|0.067394607|8.732265278|0.0|7.423568444|1|-0.08960718|0.227948491|12.0503|-0.0101981219999999|0.0|0.0|0.0|3.52|-45.42467289|-0.056324491|3.6431|76.3369885|7.8069
15a_a22|0.08|-0.09744639|8.157552588|0.0|6.842683282|1|-0.061755825|0.410151945|6.8666|-0.0050042229999999|1.0|1.0|0.0|3.42|-37.6479704|-0.015194063|3.6496|56.35672103|6.8447
18_a34|0.21|0.0468829359999999|6.282442545|0.0|7.423568444|0|-0.090328365|0.295523326|6.7806|-0.014733513|1.0|1.0|0.0|3.28|-39.55742812|-0.136990511|4.1234|72.41862911|5.6144
24_a20|0.08|0.070857143|6.852820269|0.0|6.842683282|1|-0.061437722|0.531656762|4.3906|-0.001547029|1.0|1.0|0.0|3.4|-27.02262995|-0.04104|3.5876|46.85253003|6.4976
12bi_a36|0.21|0.0997949019999999|8.454426643|0.0|7.412764017000001|0|-0.082914301|0.382000949|8.8903|-0.00902707|0.0|1.0|0.0|4.97|-52.46851415|0.041834838|3.6851|82.05687954|7.8539
5_a47|0.0|0.065981732|5.861037845|0.0|0.0|1|-0.087763105|0.526509524|3.8816|-0.009295857|1.0|1.0|0.0|2.67|-27.93318665|0.045246333|3.7083|51.58499074|7.7
25b_a34|0.29|0.08214612|6.383564979|0.0|7.412764017000001|0|-0.1030760719999999|0.5020264870000001|9.0174|-0.015658012|1.0|1.0|0.0|3.53|-53.79083879|-0.061390533|4.2253|83.19266998|5.6819
12e_a40|0.0|0.047011204|8.014314957|0.0|7.515889085|1|-0.132226452|0.284429447|3.7268|-0.015461694|0.0|0.0|0.0|3.27|-36.19867792|-0.192362496|3.0253|79.97685498|5.9318
3p_a32|0.26|0.058054833|6.243062200000001|0.0|8.02059915|1|-0.070907174|0.366898545|5.4496|-0.008735261|0.0|1.0|0.0|3.38|-34.21384146|-0.074544773|3.6436|54.24719019|7.585
11g_a5|0.08|-0.075382189|9.342496899|0.0|7.139660336|0|-0.067247149|0.396049407|4314.0|-0.004593347|1.0|1.0|0.0|3.17|-32.96383785|-0.007175378|4.2083|59.4498014|7.5229
26_a47|0.05|-0.11288313|6.945070057000001|0.0|6.86171134|1|-0.098127284|0.549740398|4.8242|-0.012090143|1.0|1.0|0.0|3.13|-34.3326642|0.0081426509999999|3992.0|69.15552111|7.9
12n_a30|0.14|-0.015189554|7.385790169|0.0|7.412764017000001|0|-0.083120674|0.390449649|6.32|-0.007311044|0.0|0.0|0.0|4.66|-41.97990569|-0.087019298|3.4859|63.2630417|7.983
14i_a23|0.04|0.158023239|8.107659819|0.0|7.423568444|1|-0.0889593869999999|0.266320368|8.3755|-0.010148243|0.0|0.0|0.0|3.56|-45.14777443|-0.026731172|3.6931|75.47917433|8.4622
8k_a46|0.24|0.095179795|8.070811215|0.1337610719999999|7.727094485|0|-0.08638304|0.400181795|3.8107|-0.006208399|0.0|1.0|0.0|3.94|-44.45419269|-0.038125|4.1034|68.75557551|6.8327
9d_a31|0.38|-0.030275712|9.436176796|0.0|7.765993078999999|0|-0.098210975|0.3655337879999999|3.5077|-0.012442213|1.0|1.0|0.0|3.8|-55.58917047|-0.021171445|3.8478|86.75457645|6.2218
2_a1|0.18|0.079586368|5.2823820260000005|0.0|7.535296702|0|-0.0622285999999999|0.220315042|5.2754|-0.004621682|1.0|1.0|0.0|2.91|-16.00805425|0.101798469|4.0877|33.45925305|5.2366
12h_a40|0.0|0.116873629|7.989299324|0.0|7.515889085|1|-0.0954337969999999|0.006997021|3.5425|-0.008044548|0.0|1.0|0.0|3.19|-25.56004046|-0.21893421|2.6436|56.64687411|6.0846
SB431542_a8|0.05|0.229470029|7.360028263999999|0.0|7.535296702|0|-0.128342313|0.274152231||-0.014434378|0.0|0.0|0.0|3.35|-44.6389196|-0.0453332859999999||97.60813043|4.1019
28_a34|0.12|0.092890802|5.613534285|0.0|7.423568444|0|-0.1306693569999999|0.316156689|8.5886|-0.016942875|1.0|1.0|0.0|3.02|-36.91879876|-0.0500053959999999|4.2857|86.18702382|5.4179
3f_a32|0.28|-0.110248899|6.153728636|0.0|7.773594467000001|1|-0.073433055|0.3217719189999999|5.7161|-0.00611496|1.0|1.0|0.0|3.9|-30.95210106|-0.110286539|3.5569|48.1093075|8.0458
3m_a32|0.3|-0.0067207069999999|7.0752395770000005|0.0|7.773594467000001|1|-0.084626325|0.317009723|8.0755|-0.006290106|0.0|1.0|0.0|3.51|-33.57626169|-0.078038283|3.5749|58.63348955|7.6383
12ax_a36|0.14|-0.0394369539999999|7.563197245|0.0|7.412764017000001|0|-0.073739612|0.375647684|6.0402|-0.007681676|0.0|0.0|0.0|4.74|-48.23849712|-0.034663063|3.8889|62.11847297|7.9208
14a_a23|0.05|0.114693804|7.668841725|0.0|7.423568444|1|-0.055677662|0.225448915|8.3962|-0.0056795759999999|0.0|1.0|0.0|3.41|-32.12331106|-0.071842463|3.7119|47.54437201|8.5498
47u_a18|0.19|-0.0112778039999999|9.18142206|0.0|7.03438793|0|-0.090364489|0.33777918|5.8058|-0.010219187|0.0|0.0|0.0|3.98|-44.84707106|-0.033209663|3.1186|77.42251040000001|5.7055
47n_a18|0.31|-0.09714337|10.43689152|0.0|7.03438793|0|-0.079299822|0.288989992|3.3568|-0.007614955|1.0|1.0|1.0|4.69|-62.09468789|-0.048404296|3.2028|74.19865731|7.1938
18a_a25|0.08|-0.039007784|7.39539242|0.0|6.842683282|1|-0.055926422|0.341320954|4.3839|-0.0029953159999999|1.0|1.0|0.0|3.5|-34.36707071|-0.019985937|3.1711|43.39683067|7.0269
8b_a8|0.09|0.097555876|7.507665421|0.0|7.535296702|0|-0.130159955|0.28604765|7.4497|-0.013834266|0.0|0.0|0.0|3.52|-43.64473805|-0.03443232|3.2992|99.62129245|5.2941
4R4k_a46|0.33|-0.003017362|5.522208638|0.173180233|7.825245291|0|-0.089699228|0.237621572|1.9753|-0.0049602|1.0|1.0|0.0|3.8|-24.33134018|-0.1032662209999999|4.1392|51.92513282|7.0132
14g_a23|0.09|0.010202051|8.788027188|-4.794439428|7.423568444|1|-0.072819606|0.297855753|10245.0|-0.014609495|0.0|1.0|0.0|3.61|-48.76552945|-0.030586527|3.7042|64.87554405|8.0
21_a4|0.16|0.090847781|5.961506745|0.0|7.535296702|0|-0.0571545999999999|0.239652988|2.9409|-0.003068098|1.0|1.0|0.0|3.37|-19.67444009|-0.104638158|4.0245|39.22285963|6.9172
12a_a5|0.21|0.1121034509999999|8.741980056000001|0.0|7.139660336|0|-0.058605038|0.337539208|3.9457|-0.00166971|1.0|1.0|0.0|3.06|-25.55893402|-0.032601907|4.1610000000000005|41.04680832|7.7212
47s_a18|0.3|0.0109557919999999|9.811856136|0.0|7.03438793|0|-0.070258863|0.306379663|2.9991|-0.0054038509999999|1.0|1.0|0.0|4.41|-46.45326408|-0.031515152|3218.0|59.58080589|6.2104
2_a4|0.27|0.11821091|4.710383035|0.0|6.605297921|0|-0.117395215|0.442778552|3.0946|-0.00708265|1.0|0.0|0.0|3.33|-18.65482233|0.076479666|3.2230000000000003|52.12536246|7.5086
7f_a8|0.0|-0.048917705|7.704280774|0.0|7.05012252|0|-0.091890536|0.3155671539999999|11.6137|-0.005338193|0.0|0.0|1.0|3.14|-28.45850692|0.0260356679999999|3.4810000000000003|60.14140162|4.4479
13b_a30|0.13|-0.045844862|8.804739699999999|0.0|7.412764017000001|0|-0.109962789|0.3529073379999999|5.3762|-0.011016128|0.0|0.0|0.0|4.76|-51.76819834|-0.0463169629999999|3.5056|86.77473353|7.5901
12u_a30|0.14|-0.055829439|7.804487592999999|0.0|7.412764017000001|0|-0.0773921259999999|0.477056017|7.0553|-0.006935447|0.0|0.0|0.0|4.63|-43.90644499|-0.0646674999999999|3.5003|62.26136323|7.4647
1i_a5|0.05|-0.058385936|7.314842247|-4.358943904|6.605297921|0|-0.091178745|0.4729402929999999|2.8939|-0.006494891|1.0|1.0|0.0|2.83|-26.09853285|-0.003198529|4.3799|55.43870932|7.6198
16b_a23|0.07|0.14319927|9.472884487|0.0|7.423568444|1|-0.050637391|0.2256448969999999|14.8849|-0.005139233|0.0|0.0|0.0|4.19|-43.49333918|-0.05237763|1.6041|51.31875369|7.0191
12k_a36|0.12|-0.09344781|7.241602627000001|0.0|7.412764017000001|0|-0.075717305|0.367754573|7.3988|-0.0071232019999999|0.0|0.0|0.0|4.89|-44.22843899|-0.058284869|3.6631|61.7723974|7.8539
16a_a23|0.14|0.154144584|8.024409307|0.0|7.423568444|1|-0.041095401|0.181301571|18.4446|-0.0054940769999999|0.0|0.0|0.0|3.94|-30.39361398|-0.071458049|1.6239|40.34319246|7.4037
18c_a25|0.11|0.084188427|7.553051762000001|0.0|6.842683282|1|-0.048636087|0.385593349|7.9283|-0.002704524|1.0|1.0|0.0|3.58|-31.07074762|0.006360768|3.3396|38.26446885|7.0555
7s_a46|0.26|-0.036284605|5.565371272|0.218897825|7.727094485|0|-0.096723151|0.249893305|3.6655|-0.005351046|1.0|1.0|0.0|3.08|-20.9694955|-0.020953253|4293.0|53.07188519|5.7022
19_a15|0.11|0.042424078|6.10227122|0.0|0.0|0|-0.0946599869999999|0.355677322|9326.0|-0.009832375|1.0|1.0|0.0|2.99|-37.44217335|-0.032407407|4.1742|57.75275299|7.1427
12ac_a36|0.17|0.135371136|8.126831024|0.0|7.412764017000001|0|-0.080202334|0.4712820929999999|5.4387|-0.007639626|0.0|0.0|0.0|4.86|-50.32319912|-0.0121300989999999|3.8594|70.61872461|7.8861
7g_a8|0.04|0.098510683|7.588498875|0.0|7.535296702|0|-0.107714754|0.306360885|12.9547|-0.01002363|0.0|0.0|0.0|3.29|-40.31185423|-0.027717137|3.7874|83.63914665|4.6772
12f_a30|0.17|-0.043091382|8.366190175|-4.734662095|7.412764017000001|0|-0.090450992|0.56363596|4.6865|-0.015345198|0.0|0.0|0.0|4.73|-54.21787616|-0.046588557|3.5298|74.88972286|7.7144
8j_a46|0.32|-0.223292257|5.617748211|0.214753401|7.727094485|0|-0.054707287|0.308052557|6.4463|-0.0017688329999999|0.0|1.0|0.0|3.23|-19.90219786|-0.053618988|4.4107|34.04593326|5.9108
47g_a18|0.34|-0.009917608|10.33698377|0.0|7.03438793|0|-0.065225536|0.413435809|5.9864|-0.005817448|1.0|1.0|1.0|4.87|-61.55384106|-0.008224928|3.0965|66.72693367|8.0458
2_a27|0.11|0.137868605|5.312170441|0.0|6.605297921|1|-0.058444848|0.408120957|6.8854|-0.0065894809999999|0.0|1.0|0.0|2.9|-20.65736087|0.017751479|4.1624|39.39404027|7.8861
17b_a50|0.35|-0.1585336269999999|8.324966952|0.0|7.934155233999999|1|-0.047785496|0.4220781729999999|8.4096|-0.002181823|1.0|1.0|0.0|4.17|-36.59177249|-0.15040528|4.0418|42.23167946|6.9136
9h_a24|0.0|0.183289617|5.805547147|0.0|7.153833802|0|-0.060337884|0.4016070679999999|7.7741|-0.002864393|0.0|1.0|0.0|2.84|-15.35662744|-0.002471577|4.3437|37.24443236|7.1135
14z_a23|0.05|0.10796308|7.834464959|0.0|7.423568444|1|-0.0582387179999999|0.228957475|7.9877|-0.005892861|0.0|1.0|0.0|3.42|-38.68856944|-0.0229244|3.6632|53.33438253|8.2941
4_a38 (LY-2157299)|0.18|-0.041794304|6.54753874|0.0|7.535296702|1|-0.092570349|0.459041332|7.6529|-0.00638266|1.0|1.0|0.0|3.27|-29.21101111|-0.020954339|3.78|60.00582329|7.1586
13_a47|0.06|0.030290722|7.038683428|0.0|6.605297921|1|-0.081148294|0.244975411|4.8308|-0.0049262279999999|1.0|1.0|0.0|2.9|-23.38063458|0.038682232|4.0302|50.9329486|7.8
14u_a23|0.09|-0.001778422|7.392527755|0.0|7.423568444|1|-0.055259924|0.445665682|8.1549|-0.007017844|0.0|1.0|0.0|3.59|-38.57404134|-0.0569153009999999|3.1819|53.88349042|8.2449
11_a15|0.07|0.0234789439999999|6.233494755|0.0|0.0|0|-0.064429158|0.632319408|1.3581|-0.0064953419999999|1.0|0.0|0.0|4.1|-45.76619542|0.023543401|2.9595|56.84224275|6.1314
