molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1i|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
21_a12|0|0|0|0.0|1|0.609915045|0.0|0.04375233|4.59511985|-0.058516436|-0.362168355|-0.003879878|10.31140747|-0.0546514309999999|1|1|-0.211367878|-0.061915124|0.89838263|0.859899236|0|0.84827776|-0.100098765|0.012230115|-34.60932333|-50.37198585|6.154473157000001|0.15172224|76.35009799|-0.036878492|3.097071518|0.770818357|-17.416202300000002|59.10840872|-18.55810005|2185.835701|426.8727514|0.229181643|11.18947411|0.8993077970000001|4652.242111|115.3294396|-354.8766794|24.07584081|-272.5639702|914.8819508|380.2468615|8.736422872|1.0|1.0|1.0|4.05|0.12|-6.78|4.01|0.0|98.16|1.0|3.0|-3.82|4.0|-6.45|319.38|0.0|1.0|2.68|0.000173|0.0551|0.0|0.0|-0.0546899999999999|4.6851|3.9971|-1327.451966|893.17|0.3665|397.31|0.59386|0.57644|-1327.347724|0.1668|-0.16784|2327.0|-0.22253|0.02758166|22.0|7.6576|7.6576
14ad_a23|0|1|1|0.0|0|1.197962774|3.3437482860000003|-0.1101542319999999|5.351858133|-0.028065075|-0.4663820279999999|0.008996289|10.31321689|-0.031279567|2|2|-0.253318853|0.165157698|0.8356326820000001|0.7317531540000001|1|0.887131635|-0.085840335|0.033831691|-42.29008971|-61.35364811|24.18091285|0.112868365|80.67170209999999|-0.029653934|17.28310144|0.575880959|-30.226481300000003|85.20135045|-21.19489662|3209.330728|634.0697778|0.424119041|16.34071148|0.8866211979999999|7308.229822|303.1354708|-833.1879476|36.80430179|-108.4705382|2024.236598|770.8206617000001|23.84770234|0.0|1.0|1.0|3.73|0.12|-7.6|3.48|2.0|133.27|1.0|7.0|-5.8|6.0|-6.68|471.53|0.0|0.0|3.39|8.22e-06|0.0038799999999999|0.0|0.0|-0.06925|3.3867|3.3867|-1858.942973|1287.26|0.4106|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|0.4106|-0.13734|5.2331|-0.20659|0.01481488|4.0|8.3595|8.3595
9_a47|0|0|0|0.0|0|1.3818994059999998|0.0|0.00410268|0.0|-0.1789147139999999|-0.382556052|-0.009607222|10.93671087|0.045804989|0|0|-0.045757939|0.046690958|0.853035126|0.689770023|1|0.805149969|-0.0969292319999999|0.009540986|-44.13640712|-50.70744657|4.991260197|0.194850031|101.9336202|-0.036925422|2.611122094|0.790651977|-23.08946904|58.96976407|-19.3171225|2292.652212|421.2052248|0.209348023|10.93281031|0.93384951|5212.504394|109.5180831|-424.4325604|24.43189048|-304.1026787|1026.1394|442.7664664|8.262317504|1.0|1.0|2.0|2.87|0.05|-8.47|4.61|1.0|101.46|1.0|3.0|-5.37|4.0|-5.26|345.37|0.0|1.0|4.09|6.3e-06|0.00218|0.0|0.0|-0.05037|5.7429|3.7183|-1149.055456|959.59|0.2294|406.35|0.3885099999999999|0.69084|-1148.896866|0.2208|-0.1545099999999999|2.2966|-0.20488|0.03463008|25.0|7.6|7.6
12al_a36|1|0|0|3.469383582|2|1.297043737|0.0|-0.06777947|5.351858133|-0.04314418|-0.4908576189999999|0.00127667|10.96020817|-0.031635802|1|1|-0.239932418|0.125005134|0.885733922|0.84179881|0|0.801179217|-0.105915949|0.026927826|-51.22331485|-69.69632923|17.71943397|0.198820783|130.8308989|-0.035305316|11.65999569|0.671084645|-33.70669917|86.77628559|-23.23210974|2843.740855|527.2034213000001|0.328915355|16.15533063|0.841133748|6049.668466|216.4375922|-825.5263792000001|34.61874732|-225.1591357|1869.412355|679.7230552999999|17.07995636|0.0|0.0|2.0|4.81|0.17|-6.69|2.77|1.0|130.24|1.0|6.0|-3.95|5.0|-6.93|411.46|0.0|0.0|1.81|8.499999999999999e-05|35.0|1.0|0.0|-0.04998|3878.0|3.5511|-1347.445127|1181.84|0.4466|554.23|0.6945399999999999|0.70417|-1347.196501|0.0095|-0.14558|6.4473|-0.1955599999999999|0.03469224|48.0|7.3188|7.3188
12o_a30|0|0|0|0.0|2|0.604984133|0.0|0.036331447|5.351858133|-0.028326022|-0.364378536|0.00372838|10.31162888|-0.087019298|1|1|-0.090173435|-0.054392357|0.870930234|0.7463962120000001|0|0.844344883|-0.0975052409999999|0.015460222|-49.48891079|-62.74209511|9.948252054|0.1556551169999999|100.1600333|-0.037808155|6.401442327000001|0.8131344979999999|-31.84483128|71.87393121|-24.32856749|2860.371518|543.3140456|0.186865502|13.95467208|0.885533983|6542.77337|120.2431068|-767.0853252|29.91948755|-402.9878652|1466.05489|652.8825454|9.131836103|0.0|0.0|1.0|4.63|0.14|-7.22|4.47|2.0|132.29|1.0|5.0|-5.93|4.0|-5.75|432.93|0.0|1.0|3.11|3.61e-06|0.00156|0.0|0.0|-0.05085|5.1935|3.4817|-2035.338699|1162.63|0.1967|528.25|0.3493699999999999|0.6854399999999999|-2035.139147|149.0|-0.1478799999999999|5559.0|-0.19873|0.03392126|16.0|7.8097|7.8097
12bb_a36|1|0|0|3.3296932480000003|2|1.29704416|0.0|-0.07834963|5.351858133|-0.117921811|-0.444923056|-0.006877664|10.96022185|-0.027636036|1|1|-0.250781298|0.0534307559999999|0.892249657|0.632625562|0|0.6888482109999999|-0.114330726|0.022069757|-58.19935506|-73.39466247|14.16769093|0.311151789|199.7440352|-0.038872447|9.094955748|0.719294078|-37.36110291|88.14984373|-24.95418524|2902.055617|442.2064275|0.280705922|15.13083401|0.926384521|6285.088971|180.1992964|-800.967538|34.69260487|-281.5518699|1734.6302440000002|593.6088758|14.75518126|0.0|0.0|2.0|4.72|0.14|-7.12|3.55|1.0|123.67|1.0|5.0|-3.99|6.0|-6.8|417.41|0.0|0.0|2.44|4.81e-05|0.0201|0.0|0.0|-0.0566799999999999|5.2382|3.8001|-1431.374881|1120.72|0.4172|515.92|0.38838|688.0|-1431.178978|0.0736|-0.15507|6251.0|-0.21175|0.03421884|0.01|8.0|8.0
17b_a25|0|0|0|0.0|0|1.3732004619999998|1.785120622|0.001256821|4.727387819|-0.002108117|-0.266456625|0.005120507|10.93106294|0.016982601|1|1|-0.073994564|0.068812225|0.838260077|0.636746066|1|0.882170399|-0.079392561|0.015879547|-51.71860811|-60.19950116|12.04068508|0.1178296009999999|89.34443096|-0.029249891|9.129863339|0.724866184|-39.21569422|73.52844745|-22.17876359|3100.8813760000003|668.9067217|0.275133816|18.52147096|0.909403632|6674.061446|208.6205329|-958.573164|30.59704545|-341.0100868|1744.031591|832.226697|13.32894629|1.0|1.0|1.0|3.56|0.11|-10.04|4.88|2.0|135.78|0.0|7.0|-5.32|5.0|-6.53|458.51|0.0|1.0|3.78|8.59e-06|0.00394|0.0|0.0|-0.05531|5.4236|3961.0|-1483.830524|1329.35|0.4635|654.18|0.31395|0.6594800000000001|-1483.563965|0.1741|-0.16408|3.5074|-0.21939|0.04272963|101.0|6.9957|6.9957
19a_a22|0|0|0|0.0|0|1.422917238|1.572240489|-0.000989685|4.727387819|-0.144269652|-0.548716971|-0.002607064|10.9464374|0.016501913|1|1|-0.0611158559999999|-0.155892259|0.834033833|0.699744887|1|0.744354735|-0.09370213|0.024839714|-67.26339083|-69.91748544|18.53458775|0.255645265|190.7541925|-0.035138299|13.82990734|0.684706189|-50.18975739|89.23486638|-26.21905704|3167.140147|555.4133255|0.315293811|15.30120355|0.76919701|7095.27723|235.2620007|-1095.573288|38.29242013|-275.6435167|2144.375527|781.8210659|19.31738094|1.0|1.0|2.0|3.61|0.08|-8.76|3.08|1.0|132.15|1.0|7.0|-4.38|6.0|-7.67|463.49|0.0|0.0|2.36|7.69e-05|0.0356|0.0|0.0|-0.06398|5.0397|3.5809|-1537.0241640000002|1277.14|0.2218|567.03|0.34556|0.66605|-1536.756515|0.0623|-0.1508|4.5288|-0.21478|0.04718381|48.0|7.3188|7.3188
26_a47|0|1|1|0.0|0|1.304328272|1.06819297|0.11828578|4.727387819|-0.200192886|-0.544056455|-0.0098410169999999|10.94972213|0.0081426509999999|1|1|-0.079370393|-0.11288313|0.910081385|0.651797437|1|0.7104381999999999|-0.101679756|0.020884606|-57.01987795|-59.08415114|12.13564316|0.2895618|168.2587945|-0.038735145|7.0517889060000005|0.717639177|-33.13315474|73.39007585|-22.50824805|2625.572598|412.8219782|0.282360823|13.22794532|0.90465254|5994.406615|164.0744453|-549.3226272|31.36429668|-252.9318822|1317.300461|457.1122177|14.3059247|1.0|1.0|2.0|3.13|0.05|-7.22|2.84|1.0|104.8|1.0|4.0|-4.86|5.0|-6.51|396.81|0.0|1.0|3.18|2.77e-05|11.0|0.0|0.0|-0.06279|4.7963|3992.0|-1696.075481|1006.59|0.3197|443.78|0.50921|0.68707|-1695.9387359999998|77.0|-0.16642|3.6825|-0.22921|0.02111593|13.0|7.9|7.9
9i_a40|0|0|0|0.0|0|0.604992808|1.841293462|0.074116257|5.4161004020000005|-0.105556952|-0.279092262|0.004532692|10.31197226|-0.1788455119999999|2|2|0.187399127|-0.154977678|0.824009442|0.7947633409999999|1|0.830980762|-0.088485615|0.011010661|-46.80087537|-44.58600513|5.548036224|0.169019238|85.16517222|-0.036869006|2.795536563|0.8590224540000001|-23.58195819|49.81256531|-18.57750214|2056.370683|418.7133986|0.140977546|14.74203307|0.91433781|4201.058793|71.03556427|-336.98898810000003|21.62632891|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|3.25|0.06|-6.03|3.84|1.0|91.11|1.0|2.0|-5.32|2.0|-5.44|306.38|0.0|1.0|3.52|1.97e-05|0.00603|0.0|0.0|-0.05989|4.3611|2.8936|-1273.31399|883.84|0.5012|417.75|0.56118|0.70339|-1273.167389|0.3362|-0.11967|2.0895|-0.17956|0.02072395|1.25|5.9031|5.9031
6c_a31|1|0|0|3.423005244|1|0.6101347220000001|0.0|0.047405064|5.733341277|-0.151732713|-0.790027307|-0.009477764|10.31169965|-0.107687565|2|2|-0.009333123|-0.078059285|0.846458013|0.7905201209999999|0|0.641197273|-0.126324613|0.03173578|-76.54198229|-79.97295595|20.09112958|0.358802727|227.1490414|-0.044739967|12.71919216|0.7653239190000001|-48.45681657|93.4208388|-28.32375523|2837.949799|405.9259734|0.234676081|14.63492011|0.8061548709999999|6283.091868|148.5675636|-860.6909647|37.00884624|-335.9398876|1776.424619|597.3075924999999|13.44788285|1.0|1.0|2.0|3.67|0.14|-7.72|5.58|2.0|114.5|1.0|5.0|-6.09|5.0|-6.27|418.47|0.0|1.0|3.64|1.15e-05|0.0048|0.0|0.0|-0.0581799999999999|3.2974|3.2974|-1691.948653|1125.85|0.5028|524.56|0.7014699999999999|0.7014699999999999|-1691.734564|0.5028|-0.13351|5.9253|-0.19169|0.03620884|0.34|6.4685|6.4685
16a_a10|0|0|0|0.0|1|1.325756911|2.041062372|-0.187414728|5.4161004020000005|0.023926176|-0.152205915|0.011207938|10.92947902|-0.0048530629999999|1|1|-0.254024476|-0.068377262|0.813036304|0.72613292|1|0.916148686|-0.076950669|0.013872737|-36.408063|-53.28817038|9.606840334|0.083851314|58.06685151|-0.026063936|6.652715932|0.7270593190000001|-25.21250404|63.53441386|-18.049219|2862.681038|634.4309626|0.272940681|15.88633689|0.862035195|6366.0631060000005|189.0108247|-774.9407716|24.82496066|-314.4761648|1539.147561|879.8636987|10.24624348|1.0|1.0|0.0|4.11|0.3|-8.5|4.73|3.0|133.66|1.0|9.0|-5.22|5.0|-5.91|439.55|0.0|1.0|4.24|6.76e-06|0.00297|0.0|0.0|-0.04647|5.6019|3.8718|-1395.13019|1310.44|0.3843|629.65|332.0|0.6852199999999999|-1394.797092|0.0841|-0.1605|3.8323|-0.20697|0.02819643|47.0|7.3279|7.3279
47n_a18|0|0|0|0.0|1|1.251175627|0.0|0.0487694459999999|4.844187086|-0.057061805|-0.609196374|0.000271488|10.94702025|-0.048404296|0|0|-0.258092915|-0.09714337|0.726888951|0.711628292|0|0.792429396|-0.091185806|0.0106152389999999|-65.43887366|-75.24728669|8.759783644|0.207570604|171.2889916|-0.031974244|7.228646444|0.783921929|-54.00070374|86.44740177|-26.38541222|3349.802294|653.9193397999999|0.216078071|20.17045476|0.932611327|7909.580851999999|178.30942439999998|-1676.556573|33.65821422|-468.58948260000005|2591.682495|1306.125688|11.20011508|1.0|1.0|3.0|4.69|0.31|-9.76|3.67|3.0|162.18|1.0|13.0|-6.02|4.0|-6.68|539.67|0.0|0.0|2.76|5.7e-06|0.00308|0.0|1.0|-0.0525299999999999|3.2028|3.2028|-1743.299948|1565.37|0.5056|799.02|0.6914600000000001|0.6914600000000001|-1740.5852670000002|0.5056|-0.13138|2.4754|-0.18391|0.02839695|64.0|7.1938|7.1938
35_a18|0|0|0|0.0|2|1.251175948|0.0|0.068150325|4.844187086|-0.020425504|-0.44784362|-7.44e-05|10.94702087|-0.0098863069999999|0|0|-0.117857059|-0.032017257|0.774007861|0.7277482059999999|0|0.800765945|-0.084219749|0.008853796|-60.302584200000005|-62.06945887|6.525195505|0.199234055|146.8343246|-0.033440195|4.809030636|0.874573807|-44.44264921|67.9315105|-24.64522632|3038.429834|590.1597827|0.125426193|17.18442554|0.87101708|6995.248058|92.43836482|-1235.110287|28.17969862|-552.1173777|1916.219506|1056.535856|5.862051629|1.0|1.0|3.0|4.3|0.3|-9.55|4.13|3.0|151.05|1.0|8.0|-6.06|3.0|-6.0|480.6|0.0|1.0|3.07|2.96e-06|0.0014199999999999|0.0|0.0|-0.04879|3.2146|3.2146|-1532.976969|1400.62|0.4981|657.07|0.69279|0.69279|-1532.557542|0.4981|-132.0|2.0432|-0.18079|0.02600607|24.0|7.6198|7.6198
12u_a36|1|0|0|3.508898495|2|1.270259304|0.0|-0.054501792|5.351858133|-0.0407717229999999|-0.407105926|0.0042553209999999|10.95266014|-0.010669561|1|1|-0.163978382|0.080270195|0.855176759|0.860667615|0|0.842227829|-0.0969881059999999|0.017639065|-50.53295452|-67.50289394|12.27663887|0.157772171|109.8080843|-0.03452119|8.544435884|0.77938748|-35.17050511|78.06218646|-24.02645378|2831.106839|586.1833819|0.22061252|14.90088936|0.946117173|6127.402572|153.5444314|-986.6102007|30.82735404|-388.9026034|1818.813889|799.5563855|10.55929252|0.0|1.0|2.0|5.05|0.24|-7.38|3.85|2.0|138.33|1.0|6.0|-4.95|4.0|-6.19|423.51|0.0|1.0|2.66|1.39e-05|0.00589|0.0|0.0|-53.0|3.8847|3675.0|-1350.865506|1254.5|0.4267|590.18|0.69258|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|0.03260752|16.0|7.7959|7.7959
12a_a50|0|1|1|0.0|1|1.397770359|4.075037557|-0.199881787|5.82008293|-0.0016330379999999|-0.126263256|0.01164808|10.94501645|-0.122912558|2|2|-0.291865836|-0.030758487|0.862192416|0.660148928|1|0.904119689|-0.0663902|0.021013336|-25.57033815|-33.44733598|10.58650394|0.095880311|48.30443297|-0.02383238|5.333473207|0.575218972|-12.88231829|47.2792242|-12.00673599|2223.666558|455.4948605000001|0.4247810279999999|9.648744341|0.885635975|4665.239724|214.004382|-235.9104193|20.873331|-75.79052945|814.0599092|388.171611|13.83188822|1.0|1.0|0.0|3.3|0.11|-5.49|2.59|0.0|94.69|2.0|2.0|-3.16|3.0|-6.44|313.36|0.0|1.0|2.55|0.000144|45.0|0.0|0.0|-0.03366|4.0783|4.0783|-1006.632973|908.22|0.1807|394.52|0.65267|0.65267|-1006.498352|0.1807|-0.16806|5.7662|-0.20172|0.02648238|75.0|7.1249|7.1249
7a_a8|1|0|0|3.1730222510000003|1|1.4000287219999998|1.4494883790000002|-0.11821781|5.4161004020000005|-0.0407248439999999|-0.482688615|0.000736369|10.94671402|-0.019054799|1|1|-0.032195997|0.033708575|0.831914523|0.681200974|0|0.718410375|-0.101880506|0.035405618|-60.00793116|-59.83546383|20.79408196|0.281589625|165.38046830000002|-0.042647654|12.2125771|0.733884399|-35.24327197|75.4573633|-25.04740346|2715.360649|421.9297638000001|0.266115601|14.73814865|0.914283468|5907.9340090000005|156.2924154|-632.5556427|34.12990316|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|1.0|1.0|3.34|0.05|-7.27|3.96|1.0|105.83|1.0|3.0|-4.86|5.0|-6.33|382.37|0.0|1.0|3.15|2.29e-05|0.00874|0.0|0.0|-0.07616|4.5808|3.0704|-1291.287017|1031.61|315.0|494.48|0.61257|0.70367|-1291.10235|0.1575|-0.12889|9.9646|-0.20505|0.0269461|24.73|4.6068|4.6068
12z_a30|0|0|0|0.0|2|0.604983642|0.0|-0.1155022219999999|5.351858133|-0.026703371|-0.537984876|0.003529389|10.31162784|-0.045463448|1|1|-0.207153446|-0.02232319|0.855880335|0.794193541|0|0.832920077|-0.107776943|0.030875938|-49.68145417|-74.96232552|21.47520633|0.167079923|116.2094523|-0.034034824|14.93669572|0.630839856|-34.55504699|95.20867045|-23.67231332|3112.622632|579.3226647000001|0.3691601439999999|15.74641625|0.950863559|7074.004131999999|256.7627363|-938.4966892|37.52507564|-182.00664430000003|2138.929312|792.3440337000001|20.24634493|0.0|1.0|1.0|4.86|0.21|-6.83|3.94|2.0|140.26|1.0|7.0|-5.61|6.0|-6.39|458.54|0.0|0.0|2.52|9.94e-06|0.00456|0.0|0.0|-0.04679|4.8063|3.4438|-1804.785911|1266.9|0.1855|580.6|0.5513100000000001|0.6853199999999999|-1804.51674|0.1441|-146.0|7.0446|-0.19279|0.02895763|44.0|7.3615|7.3615
4e_a49|0|0|0|0.0|1|1.343847746|2.085628989|-0.076526919|5.4161004020000005|-0.074495823|-0.3631108529999999|-1.8100000000000003e-05|10.92777282|0.018857363|1|1|-0.060391347|0.0063958109999999|0.856023531|0.731643066|1|0.757062331|-0.087866673|0.017142176|-57.79309816|-53.89448633|10.51443916|0.242937669|149.0098632|-0.029288891|6.449206277999999|0.650328475|-35.44835874|68.38360061|-17.96482878|2675.626006|464.3567821|0.349671525|15.01788083|0.892633982|5950.361470000001|214.47685|-561.9703647000001|27.6242383|-184.4129453|1408.836153|620.5697596|14.48911428|1.0|1.0|2.0|3.35|0.22|-7.36|3.4|1.0|114.08|1.0|6.0|-3.28|5.0|-7.52|399.45|0.0|1.0|2.42|0.000305|122.0|0.0|0.0|-0.06461|5.7301|3.7876|-1313.158118|1128.64|0.2273|504.63|0.4078199999999999|0.68043|-1312.924353|0.0789|-0.1585099999999999|3.9718|-0.2231199999999999|0.04133034|34.0|7.4685|7.4685
9a_a31|1|0|0|3.348289714|1|0.6101356720000001|0.0|-0.009086485|5.733341277|-0.093457477|-0.723734943|-0.006189303|10.31169772|-0.0007638889999999|2|2|-0.15653721|0.045292529|0.837697452|0.76226755|0|0.691768132|-0.122626525|0.033245595|-64.75697831|-78.6954713|21.33533299|0.308231868|197.8075471|-0.043430228|13.69193237|0.737758755|-41.55773748|94.03540892|-27.87131275|2855.751316|443.941629|0.262241245|15.15483138|0.939873412|6273.506211999999|168.29310269999996|-858.5468158|37.77835579999999|-305.16297060000005|1813.361078|597.3075924999999|15.33993762|1.0|1.0|2.0|3.6|0.14|-8.13|5.51|1.0|113.64|1.0|6.0|-5.62|5.0|-6.39|418.47|0.0|1.0|3.47|1.7100000000000002e-05|0.00715|0.0|0.0|-0.04275|3.7892|3.7892|-1691.9137670000002|1145.99|0.7028|540.01|0.7028|0.7028|-1691.716118|0.7028|-0.15757|5.0244|-0.20032|0.03885662|0.15|6.8239|6.8239
9c_a31|1|0|0|3.410619646|1|0.610135804|0.0|0.031715924|5.733341277|-0.055520387|-0.6933757159999999|-0.003618466|10.311698300000002|-0.062737615|2|2|-0.223856622|-0.000533581|0.8856644770000001|0.770283733|0|0.6746901059999999|-0.128097622|0.030296721|-65.84728287|-81.63444414|19.30758668|0.325309894|207.3144829|-0.035867334|12.30439782|0.670716706|-41.96335759|97.22026028|-22.85764436|2592.448925|429.9685721|0.329283294|15.04941978|0.837843885|5658.985169|209.8466636|-728.3394714|34.07943198|-217.5897278|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|2.0|3.66|0.35|-7.24|5.64|2.0|108.16|1.0|8.0|-5.23|5.0|-6.53|398.48|0.0|1.0|3.32|6.94e-05|0.0277|0.0|0.0|-0.03249|3849.0|3849.0|-1618.115927|1147.93|0.2554|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|0.2554|-0.15975|1.3617|-0.19224|0.04177078|0.42|6.3768|6.3768
7f_a10|0|0|0|0.0|1|1.240141822|1.924772416|0.103083789|5.4161004020000005|-0.2347037789999999|-0.5663456689999999|0.00189949|10.92948443|-0.0971900919999999|1|1|-0.172751862|-0.009545801|0.8499946070000001|0.5209683970000001|1|0.931773786|-0.095196098|0.00797443|-35.78096407|-53.02456669|4.441786155|0.068226214|38.0022453|-0.03645808|2.474090768|0.8217865520000001|-19.93012491|60.16185231|-20.30728086|2803.359424|519.0013298|0.178213448|10.23679556|0.6738319429999999|7070.755931000001|99.26552746|-531.6277179|24.71113795|-358.4725202|1161.423484|527.8079877|7.137285626000001|0.0|1.0|0.0|3.37|0.23|-8.13|5.07|2.0|106.77|1.0|4.0|-5.54|7.0|-5.47|410.39|1.0|0.0|4.39|2.52e-06|0.00103|0.0|0.0|-0.0613|5.7757|3.6256|-1442.200124|1034.38|348.0|426.07|0.34467|0.6833600000000001|-1442.001311|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|141.0|6.8508|6.8508
3_a47|0|0|0|0.0|0|1.304465159|0.0|0.013076203|0.0|-0.130414103|-0.367098851|-0.008828261|10.93671092|0.013073797|0|0|-0.024240921|0.104873188|0.780628097|0.815682427|1|0.854727481|-0.0948001|0.008609292|-43.59237092|-49.71258151|4.514659074|0.145272519|76.18000386|-0.036461577|2.367459086|0.7849694909999999|-22.85956767|58.22383723|-19.12022366|2243.894237|448.2137648|0.2150305089999999|10.84023999|0.67722658|5022.029588|112.7606591|-391.0345195|24.35791949|-298.8724505|949.95886|418.022895|8.511255722000001|1.0|1.0|2.0|2.59|0.0|-8.42|4.32|1.0|101.55|1.0|3.0|-5.54|3.0|-5.16|347.8|0.0|1.0|4.02|4.49e-06|0.00156|0.0|0.0|-0.05717|5.6998|3.7284|-1470.101469|941.44|0.2342|402.58|0.52977|0.69138|-1469.969304|0.2182|-0.15473|4.0226|-0.2119|0.03619487|316.0|6.5|6.5
2_a33|1|1|1|3.396444161|0|0.609420748|0.0|0.047294725|5.733341277|-0.064926835|-0.476784502|-0.002514803|10.31100266|-0.05997501|3|3|-0.148024156|-0.0212158239999999|0.8799816220000001|0.753434785|1|0.8195154109999999|-0.104047115|0.018451635|-49.13901703|-63.57699532|11.27469555|0.1804845889999999|110.28338390000002|-0.031851158|6.889294995|0.702597735|-30.02592687|75.44970552|-19.46234551|2632.195388|500.7570617|0.297402265|11.60906093|0.8867875909999999|6067.635829|181.7248125|-582.7217333|27.70055258|-247.5908207|1357.327077|618.9134881|11.8727102|0.0|1.0|2.0|3.57|0.3|-7.67|6.7|2.0|115.28|1.0|7.0|-6.35|4.0|-6.17|411.54|1.0|1.0|3.98|1.6800000000000002e-05|0.0069|0.0|0.0|-0.04967|3.6281|3.6281|-1920.049452|1128.98|0.2911|525.38|0.70205|0.70205|-1919.830424|0.2911|-0.15012|4.2519|-0.19979|0.02972182|6.0|8.2596|8.2596
14h_a23|0|1|1|0.0|0|1.197963488|3.309480899|0.043538466|5.351858133|0.006191846|-0.307907256|0.009895793|10.31321773|-0.034313725|2|2|-0.131709531|0.143102066|0.860920386|0.669357479|1|0.923430574|-0.081058742|0.021982565|-43.02851162|-54.6468131|14.81983413|0.076569426|51.620282|-0.033774476|9.990985411|0.753100584|-29.00823506|67.44368679|-22.76950546|3010.418229|622.5428245|0.246899416|15.0735214|0.924279155|6722.809649|166.45047749999998|-736.8173055999999|30.23434844|-341.2621515|1451.248725|646.2584547|12.79687369|0.0|1.0|1.0|3.47|0.04|-7.47|3.4|1.0|125.0|1.0|5.0|-5.68|5.0|-6.62|436.49|0.0|0.0|3.23|1.27e-05|0.00554|0.0|0.0|-0.08532|4.0506|3.6689|-1722.148272|1190.62|0.3424|569.53|0.67365|0.69933|-1721.9314420000003|0.2727|-0.15209|9.7146|-0.2374099999999999|0.02796857|5.0|8.3468|8.3468
4d_a46|0|0|0|0.0|1|1.134637067|2.146507937|-0.1397563859999999|5.587248657999999|-0.017469934|-0.085744171|0.0116902869999999|10.96333164|-0.076521434|1|1|-0.1271933999999999|-0.213089038|0.8075680409999999|0.623144956|0|0.936057958|-0.070772596|0.008652238|-30.95621863|-38.85529917|4.750218646|0.063942042|35.10521457|-0.024616555|2.607946825|0.813427965|-16.99546444|43.60839351|-13.51488667|2181.291783|513.9109507000001|0.186572035|10.30138878|0.7893441379999999|4993.774007|102.4310631|-341.3149976|16.6147308|-344.15403910000003|764.2776167999999|509.0572545|4.753094337|0.0|1.0|0.0|3.78|0.35|-7.41|4.81|2.0|101.75|1.0|2.0|-4.93|3.0|-5.4|352.86|0.0|1.0|4.11|7.8e-06|0.00275|0.0|0.0|-0.0396399999999999|4.4265|4.4265|-1453.817782|1009.78|0.1313|503.76|0.69884|0.69884|-1453.635434|0.1313|-0.18639|3.5318|-0.22603|0.02292966|517.0|6.2865|6.2865
18_a31|1|0|0|3.281949877|0|0.610137226|0.0|0.0690370959999999|5.351858133|-0.138136629|-0.640807491|-0.009923585|10.31169929|-0.096301845|2|2|-0.107017926|0.022160691|0.904870098|0.838968212|0|0.72588713|-0.129469649|0.014467496|-69.19879619|-75.99442464|8.49194438|0.27411287|160.8952371|-0.040279446|4.984491996|0.7774768320000001|-40.61741697|85.81723707|-23.64270989|2241.561812|426.0718665|0.222523168|12.84812443|0.8155571290000001|4856.251645|130.6137795|-624.4871824|30.40953623|-325.73954460000004|1368.42913|477.1857166|9.822812434|1.0|1.0|3.0|3.41|0.28|-6.54|4.9|1.0|99.32|1.0|7.0|-4.62|4.0|-6.72|356.44|0.0|1.0|2.89|0.000241|86.0|0.0|0.0|-0.03702|5.0092|3.9105|-1465.4803960000002|1041.21|444.0|541.33|0.51842|0.70058|-1465.300904|0.2457|-0.16212|3.0607|-0.19914|0.04825999|0.13|6.8861|6.8861
