molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1i|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
7d_a10|0|0|0|0.0|1|1.34384996|2.087763133|-0.117302383|5.4161004020000005|-0.017919404|-0.0845736919999999|0.00870171|10.929819300000002|-0.0325418129999999|1|1|-0.089622042|0.0658971929999999|0.869684772|0.525816226|1|0.841052067|-0.070901708|0.010495008|-31.47566249|-37.61597161|5.567989142999999|0.158947933|84.32774259|-0.024733154|2.9540236560000004|0.729585423|-16.69900016|45.08492005|-13.12185056|2348.343588|446.2091497|0.270414577|11.82615475|0.938419104|5174.981962|143.4649092|-299.34991010000005|17.98535187|-243.607074|773.3701306|460.1866123|7.468948447000001|1.0|1.0|0.0|3.21|0.19|-7.83|4.92|1.0|100.04|1.0|2.0|-4.22|4.0|-5.83|344.38|0.0|1.0|3.95|1.9e-05|0.00654|0.0|0.0|-0.05634|5.8433|3.8856|-1129.175857|970.29|0.2593|417.68|0.32059|0.68393|-1129.003694|0.0941|-0.1633099999999999|3.0178|-0.21965|0.02250617|928.0|6.0325|6.0325
12ac_a36|1|0|0|3.4419617660000004|2|1.297043188|0.0|-0.050997272|5.351858133|-0.073735973|-0.450737917|0.000584134|10.95345846|-0.0121300989999999|1|1|-0.166354116|0.135371136|0.863165958|0.770400825|0|0.779673368|-0.104391657|0.021508835|-55.68500110000001|-72.4798052|14.93372351|0.220326632|152.9742102|-0.036062573|10.36858115|0.7316461470000001|-38.66245764|86.51036063|-25.03847816|2902.588755|541.3322795|0.268353853|14.63702516|0.801074136|6378.288017|186.3198219|-956.1407834|34.22211444|-321.66684580000003|1882.216294|716.9974499|14.03055543|0.0|0.0|2.0|4.86|0.17|-6.89|3.16|1.0|133.95|1.0|6.0|-3.81|5.0|-7.21|423.47|0.0|0.0|1.84|0.000112|0.0476|0.0|0.0|-0.0527399999999999|3.8843|3.8594|-1385.566143|1200.61|0.3302|554.84|0.56186|0.56357|-1385.3211789999998|0.0249|-0.15675|4.0208|-0.20949|0.03998989|13.0|7.8861|7.8861
8b_a50|1|1|1|3.1324050960000003|1|1.398299046|2.021915391|-0.115740384|5.777652323|-0.009597908|-0.1812055289999999|0.006841944|10.945024|-0.0180233089999999|2|2|-0.116174481|-0.027207307|0.8836675340000001|0.71043578|1|0.845349082|-0.078068703|0.021513107|-34.79187329|-37.39727879|10.30543157|0.154650918|74.08248511|-0.030360051|4.93661461|0.6717097959999999|-16.66636363|49.02840043|-14.54338619|2143.807599|404.9478761|0.328290204|9.26652151|0.75095166|4446.001554|157.2609748|-250.8020475|21.65129387|-164.5084115|779.4465792000001|339.5806858|11.63112165|1.0|1.0|1.0|3.21|0.06|-5.94|3.14|0.0|89.78|2.0|2.0|-3.44|3.0|-6.32|299.33|0.0|1.0|2.51|0.000154|46.0|0.0|0.0|-0.02903|4.5256|4.1804|-967.3160428|857.53|0.1717|353.17|0.5533|0.59283|-967.212701|121.0|-0.1724099999999999|3.8213|-0.20144|0.036701907|68.0|7.1675|7.1675
1c_a5|1|0|0|2.955525321|0|1.424607938|0.0|-0.268536978|4.59511985|-0.006491037|-0.085301064|0.008031558|10.9433337|-0.058823529|1|1|0.0578378779999999|0.128385959|0.821309592|0.6977404359999999|0|0.88631419|-0.070346332|0.008349498|-34.82350689|-35.99212225|4.27195187|0.11368581|58.16640976|-0.0281385329999999|2.185709046|0.753027268|-17.81716094|43.86175561|-14.3968489|2105.8969850000003|453.4753671|0.246972732|11.580409800000002|0.909902834|4387.398857|126.3615674|-294.64117410000006|19.11862892|-258.918642|764.7451566000001|409.0289917|7.869633359|1.0|1.0|1.0|2.78|0.05|-8.41|4.99|0.0|95.45|1.0|3.0|-4.25|3.0|-5.77|312.37|0.0|1.0|3.43|3.5600000000000005e-05|0.0111|0.0|0.0|-0.03965|4.8783|4.5088|-990.5931502|929.31|271.0|410.52|0.4444899999999999|0.53838|-990.467026|0.1076|-0.18719|1.7105|-0.22684|0.029157178|3981.0|5.4|5.4
47i_a18|0|0|0|0.0|1|1.251177255|0.0|0.053794607|4.844187086|-0.066917145|-0.440488042|-0.000919158|10.94702091|-0.040514277|0|0|-0.162274487|-0.064085904|0.7842882870000001|0.727767462|0|0.8030751740000001|-0.089609068|0.009745543|-54.34379065|-62.41153158|6.787641686000001|0.196924826|137.1555392|-0.035256027|4.727502734|0.8608685909999999|-37.84973202|68.954317|-24.55535669|2795.907966|559.3312455|0.139131409|18.67881257|0.951017454|6353.6617320000005|96.90318745|-1043.251367|28.52393145|-502.6804099|1739.959818|855.7438937000001|6.542785417999999|1.0|1.0|3.0|4.05|0.22|-8.98|3.28|3.0|134.83|1.0|8.0|-5.18|3.0|-6.36|440.54|0.0|1.0|2.5|1.67e-05|0.00735|0.0|0.0|-0.05062|3.2321|3.2321|-1416.233978|1297.7|0.5085|664.78|0.69175|0.69175|-1415.875678|0.5085|-0.13237|2.7749|-0.18299|0.02671774|19.0|7.7212|7.7212
3_a4|0|0|0|0.0|1|1.343866299|2.147369615|-0.241609351|5.4161004020000005|0.03287721|-0.0502208409999999|0.011825591|10.92992985|0.050638298|1|1|-0.08121207|-0.0862461019999999|0.8367373309999999|0.623172012|1|0.919804716|-0.06572153|0.010568144|-25.5405205|-31.92506825|5.133610255|0.080195284|38.95587796|-0.024645574|2.493716402|0.7196876640000001|-12.40663231|39.38579676|-11.97190059|2159.04913|446.8068266|0.280312336|8.486341272999999|0.7560922609999999|4677.30755|136.1652785|-232.6201124|16.63485592|-213.4321476|665.3942366|409.0289917|7.460728516|1.0|1.0|0.0|2.99|0.15|-7.19|4.02|0.0|95.12|1.0|2.0|-3.7|3.0|-5.99|312.37|0.0|1.0|3.31|5.520000000000001e-05|0.0173|0.0|0.0|-0.04964|4.9088|4.0639|-990.6149055|905.23|0.1415|350.36|0.58445|0.58615|-990.467184|0.0871|-0.17005|2681.0|-0.21969|0.024645265|104.0|6983.0|6983.0
19d_a38|1|0|0|3.314284769|2|1.297043205|0.0|0.013465335|5.351858133|-0.17467835|-0.6999264340000001|-0.011156837|10.95446448|-0.024688524|1|1|-0.128079012|0.111104525|0.908591797|0.730686013|0|0.63167949|-0.1248815919999999|0.024158903|-74.84120843|-80.2776536|15.53007152|0.36832051|236.7675313|-0.04393982|9.98319831|0.7494816990000001|-48.11018574|94.84426896|-28.24584108|3055.168373|406.0626253|0.250518301|13.52121974|0.916264002|6934.7619620000005|161.0407189|-980.493036|37.68716585|-320.7487188|2035.106956|686.8472757999999|14.56661536|0.0|0.0|4.0|4.91|0.13|-6.41|2.34|1.0|133.79|1.0|6.0|-3.87|5.0|-7.84|444.46|0.0|0.0|1.94|0.0002399999999999|107.0|0.0|0.0|-0.05091|5.3771|3.6586|-1500.850957|1171.77|0.3167|517.77|0.3356699999999999|0.6957800000000001|-1500.621723|0.0699|-0.15054|7.9959|-0.20145|0.04735828|11.0|7.9586|7.9586
46_a18|0|0|0|0.0|2|1.251088279|0.0|-0.001181461|4.844187086|-0.018808538|-0.3872848129999999|0.002300582|10.94680484|-0.052591109|0|0|-0.224171123|-0.015124585|0.76616843|0.699483099|0|0.8265445990000001|-0.076485888|0.008975181|-49.54738918|-54.33831169|6.376289807000001|0.173455401|123.2289237|-0.029244604|4.5299444310000005|0.782232748|-35.20023815|63.70285871|-20.77641329|3052.94234|587.2068577|0.217767252|16.47206875|0.8342358790000001|7150.333139|154.7096476|-1003.700904|26.56039822|-401.0164861|1806.107079|1056.535856|9.36454702|1.0|1.0|2.0|4.27|0.3|-8.82|3.68|2.0|151.14|1.0|7.0|-5.68|3.0|-6.14|480.6|0.0|0.0|2.93|3.35e-06|0.00161|0.0|0.0|-0.04995|3225.0|3225.0|-1532.968527|1380.79|0.4249|635.89|0.69181|0.69181|-1532.493789|0.4249|-0.13224|2656.0|-0.18219|0.0239301|186.0|6.7305|6.7305
12b_a5|0|0|0|0.0|2|1.189701783|0.0|-0.297319874|4.59511985|0.023224044|-0.1214831359999999|0.0068803119999999|10.94620104|-0.016614746|0|0|-0.110182753|0.066588785|0.819417554|0.8121510009999999|0|0.827613693|-0.068586754|0.016556707|-41.76622313|-43.25430513|10.44150403|0.172386307|108.7155967|-0.020455699|6.584944956|0.530379611|-26.33991037|59.53145615|-12.90040679|2602.046823|521.9354031|0.4696203889999999|16.16438947|0.924627734|5501.255679|296.16656780000005|-463.7323032|24.32296891|-38.31786425|1386.409228|727.8586176|16.27715102|1.0|1.0|1.0|4.05|0.33|-7.67|3.29|1.0|123.46|1.0|5.0|-2.3|6.0|-7.57|397.47|0.0|0.0|1.44|0.000359|143.0|0.0|0.0|-0.10395|4.6156|1.4454|-1276.8943800000002|1149.51|0.2345|505.16|0.42949|0.70615|-1276.940335|0.0001|-0.06212|5.7174|-0.16607|0.03447919|42.0|7.3768|7.3768
26_a20|0|0|0|0.0|0|1.4165417530000002|1.877209467|-0.000846851|4.727387819|-0.104520106|-0.3297182369999999|0.003085806|10.93106273|-0.033102079|1|1|0.057022334|-0.070815554|0.8096894440000001|0.690530489|1|0.79337253|-0.082729415|0.012753218|-58.21621279|-55.81998701|8.604974082|0.20662747|139.417676|-0.0327795789999999|5.806030949|0.7848887259999999|-39.28020352|65.85953426|-22.11735334|2825.254798|535.3119506|0.215111274|14.40103379|0.8952138340000001|6221.067002000001|145.1419493|-790.9313788|28.17896678|-384.4457279|1493.485239|712.1606951|10.03954725|1.0|1.0|1.0|3.42|0.08|-9.18|4.5|2.0|125.0|1.0|5.0|-5.14|4.0|-6.28|419.48|0.0|1.0|3.66|9.51e-06|0.00399|0.0|0.0|-0.05097|4.8421|3.8894|-1352.277633|1211.34|0.2081|543.96|0.50878|0.68167|-1352.036122|0.0814|-0.16129|3.8173|-0.21226|0.03774288|131.0|6.8827|6.8827
17_a12|0|0|0|0.0|1|0.610029543|0.0|0.132275232|4.727387819|-0.058347964|-0.38018419|-0.002523977|10.31157659|-0.070249784|1|1|-0.202276514|-0.043392747|0.87653892|0.859088647|0|0.858119365|-0.096209886|0.011226177|-36.25249721|-50.13411606|5.849860887999999|0.141880635|73.93273708|-0.035198739|3.048310481|0.786701219|-18.89085387|57.97616997|-18.34174978|2246.161353|447.1583691000001|0.213298781|10.61752641|0.8728564259999999|4866.339908|111.1480977|-391.8666299|23.31475957|-298.7949107|955.9051425|431.5987143|7.842053909|1.0|1.0|1.0|4.13|0.17|-7.16|4.51|0.0|103.12|1.0|3.0|-4.51|4.0|-6.07|333.41|0.0|1.0|3.14|5.7100000000000006e-05|0.0191|0.0|0.0|-0.06322|4.4014|3.7723|-1366.776169|933.62|0.2213|419.49|0.39539|0.62783|-1366.638303|148.0|-0.15459|2128.0|-0.21781|0.02800938|16.0|7.7959|7.7959
12c_a30|0|0|0|0.0|2|0.604984133|0.0|0.045997203|5.351858133|-0.030422458|-0.3657134279999999|0.00372838|10.31162888|-0.072247675|1|1|-0.090173435|-0.031986012|0.880943609|0.7463962120000001|0|0.8439327120000001|-0.096482247|0.01588025|-50.12643041|-62.99109515|10.36785909|0.156067288|101.8928318|-0.037411484|6.768942632999999|0.8061287690000001|-32.72642202|72.5855533|-24.42511853|2860.640481|550.9847369|0.193871231|13.9883503|0.828040991|6403.739746|126.574178|-781.3839879|30.29927658|-399.7292126|1484.664552|652.8825454|9.594458155|0.0|0.0|1.0|4.62|0.14|-7.22|4.47|2.0|132.29|1.0|5.0|-5.93|4.0|-5.75|432.93|0.0|1.0|3.11|3.61e-06|0.00156|0.0|0.0|-0.0542299999999999|5.0582|3.5286|-2035.339256|1168.62|0.2155|541.39|0.32037|0.68457|-2035.141497|0.1568|-0.1496299999999999|3.7377|-0.2038599999999999|0.03433522|0.01|7.9914|7.9914
13h_a6|1|0|0|3.464247528|0|1.424099498|0.0|-0.094781725|4.727387819|0.004767264|-0.3839567379999999|-0.002407131|10.95053423|-0.090944829|1|1|-0.215607882|-0.0256002129999999|0.8391892870000001|0.789769968|1|0.867910741|-0.091977068|0.017441348|-51.85624128|-64.32173453|12.1971464|0.132089259|92.37313621|-0.032362302|8.529752344|0.736918588|-36.26429338|76.78735663|-22.63172141|2926.745635|606.9504647000001|0.263081412|16.928040300000003|0.8575863490000001|6302.785260000001|183.9790404|-854.6524332|30.71129129|-331.36552|1658.40973|744.1359788|12.4656221|1.0|1.0|2.0|3.64|0.12|-10.57|5.41|2.0|128.63|0.0|6.0|-5.56|5.0|-6.31|431.49|0.0|1.0|3.61|8.8e-06|0.0038|0.0|0.0|-0.07435|4.8701|3392.0|-1386.569017|1253.92|1.0978|591.53|0.50716|0.69001|-1386.302668|0.2121|-0.14097|7.2872|-0.2153199999999999|0.04469058|47.0|7.3279|7.3279
3l_a32|1|1|1|3.672194822|1|0.609420748|0.0|-0.003342759|5.733341277|0.0043645509999999|-0.270019992|0.0016954029999999|10.31100268|-0.107818594|3|3|-0.087213805|-0.136589369|0.7973741999999999|0.776480242|1|0.8855584879999999|-0.088417589|0.012244965|-40.30321333|-51.41835077|7.120934925|0.114441512|66.55229892|-0.028831823|4.141107366|0.788236719|-23.43792428|58.10243176|-16.76685351|2453.759435|514.9875423000001|0.211763281|11.74082324|0.8302637909999999|5429.531532999999|123.148785|-448.5272931|21.27134288|-335.2422712|978.4817724|565.7000781|6.6840809960000005|0.0|1.0|1.0|3.58|0.35|-7.5|7.34|2.0|110.16|1.0|3.0|-7.6|3.0|-4.71|380.53|1.0|1.0|5.04|9.7e-07|0.0003689999999999|0.0|0.0|-0.0529799999999999|3.5319|3.5319|-1789.4501510000002|1062.47|0.2876|468.81|0.70282|0.70282|-1789.242839|0.2876|-0.14664|3.3955|-0.19962|0.02547484|12.0|7.9208|7.9208
5b_a50|0|1|1|0.0|1|1.397278957|4.190114953|-0.253064589|5.82008293|-0.003549558|-0.062071259|0.012641727|10.9325725|-0.113846154|2|2|-0.175158017|0.019856551|0.855527513|0.6642694929999999|1|0.958606481|-0.061164973|0.012204641|-20.90908698|-31.07327358|6.200250541|0.041393519|21.02890062|-0.02140774|3.149876031|0.5887490470000001|-10.62231784|42.76068675|-10.87564575|2183.545404|486.9950914|0.411250953|10.01036188|0.8058479690000001|4577.809819|208.925351|-221.0035589|18.47246431|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|1.0|0.0|3.37|0.1|-5.86|3.15|0.0|96.89|2.0|2.0|-3.48|2.0|-6.03|312.37|0.0|1.0|3.11|6.47e-05|0.0202|0.0|0.0|-0.0256899999999999|5.6332|4.0222|-990.5849031|922.49|0.2749|411.9|0.4270899999999999|0.66968|-990.43875|0.1094|-0.16683|4.4181|-0.19252|0.02651535|12.23|4.9126|4.9126
12az_a36|1|0|0|3.465535084|2|1.297042831|0.0|-0.196183836|5.351858133|-0.040156368|-0.593399474|0.000482522|10.95957115|-0.012800556|1|1|-0.289604649|-0.061924322|0.858971809|0.8350231859999999|0|0.819163613|-0.10786263|0.034771534|-50.28669997|-75.58351856|24.36575918|0.180836387|126.71905359999998|-0.033474609|17.0740303|0.583865006|-35.23783652|99.82512582|-23.45695404|3039.528467|574.0196415|0.416134994|15.73229538|0.861843195|6700.839465|291.60189260000004|-953.3573311|40.17530387|-117.53490990000002|2330.167624|766.4854363|24.24160725|0.0|1.0|2.0|4.96|0.21|-6.79|2.83|1.0|136.74|1.0|7.0|-4.11|6.0|-7.13|441.49|0.0|0.0|1.75|7.13e-05|0.0315|0.0|0.0|-0.04967|3.8863|3.6095|-1461.962459|1252.18|0.4383|576.54|0.69385|0.70333|-1461.686269|0.0146|-0.14879|6.3778|-0.19846|0.02800521|58.0|7.2366|7.2366
17_a20|1|0|0|3.445659565|0|1.4012598180000002|0.0|-0.064380628|4.727387819|0.00038506|-0.28924577|-0.000495713|10.94884838|-0.072863159|1|1|-0.202695123|-0.131511077|0.812578598|0.71987165|1|0.912053544|-0.081404237|0.015032258|-41.75129828|-53.38406095|9.857999796|0.0879464559999999|57.67438055|-0.0315649079999999|6.4647747870000005|0.75430388|-27.38007162|64.39681425|-20.699942|2761.976599|598.1153253|0.24569612|15.05121151|0.83582343|6012.640572|161.12498630000002|-665.1656349|27.44244402|-333.5397332|1344.679757|637.7803874|11.012753300000002|1.0|1.0|1.0|3.5|0.08|-10.14|5.8|2.0|119.48|0.0|4.0|-5.36|5.0|-6.09|402.45|0.0|1.0|3.74|8.35e-06|0.00336|0.0|0.0|-0.0706799999999999|3.3926|3.3926|-1291.918735|1157.26|0.2977|543.09|0.69839|0.69839|-1291.692325|0.2977|-0.14021|3.9703|-0.21089|0.03030655|2.25|5.6478|5.6478
47r_a18|0|0|0|0.0|1|0.403924645|0.0|0.029358241|4.844187086|-0.216996268|-0.40455848|-0.005176133|10.35082951|-0.030106257|0|0|-0.362261236|0.017110504|0.8075001|0.7554975009999999|0|0.769578222|-0.087091542|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|0.230421778|172.30927739999998|-0.031669652|8.669825595|0.688074851|-46.92606587|81.99788849|-23.68254797|3389.050097|575.4901675|0.311925149|19.40516312|0.976088187|7727.455993|233.2574532|-1168.846551|34.41856352|-281.2845386|2271.625192|1005.982493|16.87088158|1.0|1.0|2.0|4.55|0.22|-7.46|0.43|3.0|145.82|1.0|9.0|-6.65|4.0|-6.12|504.6|0.0|0.0|2.2|2.31e-06|0.00117|0.0|1.0|-0.0522799999999999|3.1705|3.1705|-1964.813473|1387.23|0.6007|729.75|0.69545|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|0.02805567|231.0|6.6364|6.6364
3c_a32|1|1|1|3.452148526|0|0.6094207970000001|0.0|0.025890116|5.733341277|-0.048337951|-0.270034997|-0.00017094|10.31100278|-0.01180891|3|3|-0.145525719|-0.003205869|0.901864778|0.774363061|1|0.888766719|-0.0943910459999999|0.015118975|-34.91603827|-48.52416391|7.772301225|0.1112332809999999|57.18235134|-0.0288417079999999|3.995552912|0.693952122|-17.94949454|57.94025396|-14.82682786|2152.627425|456.8935699|0.306047878|9.717148607|0.733606015|4598.027604999999|157.331845|-274.3961469|21.36577928|-199.4122311|769.1680542|370.5811396|9.416090047|1.0|1.0|1.0|3.22|0.19|-6.89|6.61|1.0|93.05|1.0|3.0|-6.18|3.0|-5.35|326.44|0.0|1.0|4.02|1.22e-05|0.00399|0.0|0.0|-0.05487|3.5169|3.5169|-1633.419633|903.81|0.5017|425.74|0.7034600000000001|0.7034600000000001|-1633.297494|0.5017|-0.14219|3123.0|-0.1970599999999999|0.02415856|9.0|8.0458|8.0458
12t_a36|1|0|0|3.500121488|2|1.297042607|0.0|-0.058770337|5.351858133|-0.034194893|-0.404180985|0.003676818|10.95395385|-0.0288761339999999|1|1|-0.169994208|-0.009662203|0.878510663|0.857993338|0|0.8337556420000001|-0.100615514|0.017627553|-48.97252784|-67.01551397|11.7409283|0.166244358|110.727965|-0.035934112|7.820109571000001|0.78316808|-32.61842026|77.32343502|-23.93411213|2771.211293|555.3275093999999|0.21683192|15.36435856|0.930112292|5936.009091|144.422087|-892.7209991000001|30.56063281|-377.2113003|1711.395437|729.1873176|10.30792105|0.0|0.0|2.0|4.94|0.21|-7.36|3.62|1.0|133.52|1.0|6.0|-4.61|4.0|-6.33|409.49|0.0|0.0|2.4|2.6600000000000003e-05|0.0109|0.0|0.0|-0.05302|3.8844|3.6694|-1311.552739|1208.04|0.4297|562.72|0.69297|0.70313|-1311.287803|0.0155|-0.15088|5.9081|-0.2039|0.03230976|8.0|8.0969|8.0969
6d_a40|0|0|0|0.0|2|0.604893491|1.695192271|0.12627602|6.401917197|-0.091548968|-0.722057579|-0.005066797|10.30179973|-0.205140551|2|2|-0.0603134|-0.039077432|0.8988141140000001|0.604211552|1|0.663670372|-0.119563634|0.017359149|-73.59650182|-76.51205671|11.10859664|0.336329628|215.22657540000003|-0.050049893|7.108696385|0.86005241|-47.09642482|85.47607798|-32.02830281|3063.227702|424.7009165|0.13994759|12.08146906|0.7486635420000001|7436.576348|89.55631|-881.3190339|37.23994308|-460.8148719|1601.317552|555.2010623|8.964021265|0.0|1.0|1.0|3.98|0.21|-4.31|4.8|2.0|120.09|2.0|5.0|-7.21|6.0|-6.36|460.52|1.0|1.0|3.43|7.1e-06|0.00327|1.0|0.0|-0.09462|2.9559|2.9559|-2470.793925|1111.69|0.3518|511.88|0.6624800000000001|0.6624800000000001|-2470.62267|0.3518|-0.11938|7.8884|-214.0|0.03556489|1.0|8.9208|8.9208
12w_a30|0|0|0|0.0|2|0.604983445|0.0|0.063514061|5.351858133|-0.0316452179999999|-0.372029919|0.002431329|10.31162873|-0.04950715|1|1|-0.0857954809999999|-0.032835151|0.889479916|0.711738503|0|0.8522163970000001|-0.096032733|0.015446225|-52.53307388|-65.85056003|10.59162334|0.147783603|101.3366249|-0.037237182|7.262777048999999|0.8077976990000001|-36.02242934|75.77366969|-25.53389062|2999.810425|584.3729039|0.192202301|14.70077638|0.8230829059999999|6888.291006999999|131.7949495|-857.9327732|31.60926388|-422.1196298|1548.85393|685.6665849999999|9.923109661|0.0|0.0|1.0|4.63|0.14|-7.8|5.11|2.0|137.3|1.0|5.0|-6.58|4.0|-5.52|467.37|0.0|1.0|3.59|9.14e-07|0.0004269999999999|0.0|0.0|-0.05682|5.0632|3.5585|-2494.932002|1211.28|0.2639|577.06|0.31353|0.68423|-2494.743475|0.1614|-0.15073|2.4229|-0.20755|0.0345723|15.0|7821.0|7821.0
4n_a46|0|0|0|0.0|1|1.13463699|2.093595994|-0.061148449|5.587248657999999|-0.036492128|-0.234842682|0.004988019|10.94021058|-0.064683066|1|1|0.109017734|-0.06655165|0.7681452190000001|0.7427183759999999|0|0.903145407|-0.085838139|0.008424451|-56.80797266|-47.16810275|4.629240193|0.096854593|53.22165035|-0.031047837|2.543769935|0.863203663|-31.21601103|51.4039205|-17.06080312|2195.786424|496.2788787|0.136796337|9.921794991|0.750996215|4955.374473|75.1696593|-440.621256|19.76451658|-399.1612105|928.9322794|525.8291956999999|4.235817757|0.0|1.0|1.0|3.75|0.27|-6.67|4.33|1.0|102.92|1.0|2.0|-5.43|3.0|-5.26|343.42|0.0|1.0|3.9|7.95e-06|0.00273|0.0|0.0|-0.04044|5.7448|3953.0|-1090.302556|1011.66|253.0|502.02|0.41625|0.7025|-1090.098769|0.0711|-0.16641|6.2318|-0.20685|0.04131598|5194.0|5.2845|5.2845
14t_a23|0|1|1|0.0|0|1.197962538|3.410065804|0.04919958|5.351858133|-0.024472753|-0.290708696|0.01269616|10.31321779|-0.093434862|2|2|-0.136106024|0.113493155|0.820002545|0.6906097959999999|1|0.920956836|-0.079253435|0.017433037|-36.09926385|-51.65035498|11.36130649|0.079043164|51.51331913|-0.033286443|7.404291213|0.799945841|-23.52629623|61.0040156|-21.69314909|2878.4071670000003|600.1979272000001|0.2000541589999999|14.13931199|0.872595673|6523.656379|130.3775455|-706.8834616|27.11827225|-390.9561553|1355.9136119999998|666.0036144999999|9.353660614|0.0|1.0|1.0|3.52|0.09|-7.78|3.88|2.0|125.25|1.0|5.0|-5.85|4.0|-6.1|425.51|0.0|0.0|3.78|5.61e-06|0.0023899999999999|0.0|0.0|-0.06666|3.9855|3.2060000000000004|-1669.21916|1184.43|0.2061|534.86|0.5824199999999999|0.68886|-1668.980578|0.0003|-0.15625|5.8672|-0.22291|0.02135191|4.0|8.3979|8.3979
13_a1|1|0|0|3.409865599|1|1.430073963|0.0|-0.046530797|5.351858133|-0.144782061|-0.597786194|-0.008672236|10.94989555|-0.084271845|1|1|-0.120034915|-0.051729721|0.825117597|0.833702788|0|0.6794604670000001|-0.10668313|0.033737733|-64.94184903|-62.04288975|19.62059449|0.320539533|186.4137189|-0.040302516|11.41059871|0.7082629840000001|-37.76773325|77.55889436|-23.43842502|2555.623166|395.1486144|0.291737016|14.33466671|0.912824292|5456.353212|169.6632599|-613.3907313999999|33.09282789|-242.2358135|1489.177255|505.2124255|15.51600461|1.0|1.0|2.0|3.35|0.09|-7.94|4.75|1.0|104.88|1.0|4.0|-4.29|5.0|-6.48|371.39|0.0|1.0|3.23|4.58e-05|17.0|0.0|0.0|-0.04962|4.0783|3.4483|-1238.367298|1035.04|0.5339|472.52|0.65363|0.69782|-1238.174491|0.3535|-0.13921|2.7595|-0.18883|0.0284695999999999|0.26|6585.0|6585.0
9h_a40|0|0|0|0.0|0|0.604992856|1.7679629630000002|0.014753178|5.4161004020000005|-0.126968715|-0.343593366|0.003782277|10.31197223|-185.0|2|2|0.08305063|-0.160855189|0.8022014000000001|0.7528137909999999|1|0.864310149|-0.095803029|0.012390387|-46.04148264|-47.93581245|6.199629554|0.135689851|67.89350333|-0.041058441|3.102034287|0.863884935|-23.03722449|53.60044379|-20.54391962|2073.354193|432.46450360000006|0.136115065|13.366649|0.930966649|4322.734135|68.10626265|-359.7760137|23.78085181|-364.1454816|832.3298135|336.23227030000004|5.664631335|1.0|1.0|0.0|3.3|0.11|-6.51|4.59|1.0|93.19|1.0|3.0|-5.65|3.0|-5.06|321.4|0.0|1.0|4.06|7.6e-06|0.00244|0.0|0.0|-0.05991|4.2372|3.3675|-1293.151333|868.84|0.3851|410.18|0.64952|0.69809|-1293.033723|0.2721|-0.14047|2.1413|-0.20038|0.02291279|3.98|5.4001|5.4001
27b_a34|0|0|0|0.0|1|1.4335271040000002|2.013418486|-0.056026127|5.351858133|-0.016803292|-0.549928192|-0.001438963|10.95430634|-0.027175221|1|1|-0.322091086|0.00102838|0.8299950709999999|0.770240631|0|0.783431788|-0.109683855|0.031021066|-57.66200309|-72.21552354|20.42417736|0.2165682119999999|142.58786569999998|-0.037292511|13.44721755|0.712312759|-37.9644911|87.24055613|-24.553278|2835.31543|515.8091561000001|0.287687241|15.39406063|0.687123753|6032.666081|189.4124225|-808.2902556|34.46979951|-279.5721769|1723.489976|627.4287311|15.02503259|1.0|1.0|1.0|3.54|0.12|-8.19|3.94|2.0|116.33|1.0|5.0|-5.23|5.0|-6.14|409.44|0.0|1.0|3.46|1.1e-05|0.00449|0.0|0.0|-0.04121|4.8168|4.0935|-1350.018975|1174.68|0.3621|577.39|0.47412|0.70001|-1349.811401|0.0252|-0.1652799999999999|11.8546|-0.20649|0.03640275|0.65|6.1871|6.1871
