molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|MATS2c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|MATS8s|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
13i_a6|0.0|1|0|0|3.399318783|0.0359494989999999|5.351858133|1|0.035242754|0.0|-0.852681372|-0.011017781|0.034304189|-0.032549318|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|0.145878803|-0.129526268|0.221116773|0.031178586|-80.75190740000001|-86.83156133|181.1128483|0.375953882|252.0312146|-58.20996912|14.01186473|116.5456632|0.783597763|-54.13430283|-31.12829557|101.6533459|0.429711323|2906.257489|-1649.799665|0.216402237|14.54375165|0.753497905|6306.951561999999|145.07130039999998|-1105.989413|39.72483975|0.019989461|13.40049533|1.0|1.0|1.0|3.0|3.59|0.12|4.16|3.54|115.15|1.18|1.0|0.0|120.17|1.0|6.0|32.0|5.0|427.46|0.0|1.0|9.32e-06|0.00398|3.28e-05|2.95|0.0|0.0|3.18e-09|1.36e-06|-0.0481399999999999|3.5614|703.43|1196.21|348.14|0.2903|338.12|553.67|0.7004600000000001|0.70517|-1426.269916|-0.1464|7.8342|0.03191957|10.1375|21.0|7.6778|7.6778
13c_a5|0.0|1|0|0|2.944180713|-0.2071929139999999|4.59511985|3|-0.010689086|0.0|-0.284610951|0.005288472|-0.098760742|-0.018055556|0.006110714|-0.017427549|-0.092592608|-0.150963534|-0.324868153|0.003545487|-0.076591149|0.4148662979999999|0.023143526|-50.97293525|-50.50012762|158.67712230000004|0.19980328|131.7396496|-33.29709668|10.06137448|51.93687546|0.551328235|-33.60884086|-16.50965711|66.23254483|0.46617977|2793.480751|-858.5021696|0.448671765|15.90846721|0.873289814|5989.714507|295.8302846|-566.0506435|29.94524142|0.0302745689999999|19.96143955|0.0|1.0|1.0|1.0|3.13|0.17|4.23|3.29|84.0|1.16|1.0|0.0|120.88|1.0|5.0|31.0|5.0|411.46|0.0|1.0|0.0002839999999999|0.1169999999999999|0.000109|2.15|0.0|0.0|8.170000000000001e-09|3.36e-06|-0.05615|4.2145|676.53|1153.36|294.18|509.0|263.46|513.33|0.41594|0.51479|-1351.008469|-0.17324|2.3276|0.03747691|2.9732|123.0|6.9101|6.9101
22_a47|0.0|0|1|1|0.0|0.048272293|4.727387819|2|-0.029311184|1.016903613|-0.507802654|-0.006808306|-0.075111395|0.002716049|-0.004332497|-0.077468004|-0.1049885469999999|-0.277479519|-0.538310301|-0.077787113|-0.089280419|0.573087958|0.022154032|-47.64347429|-52.67991531|12.19999546|0.301350868|177.81209280000002|-31.08378631|7.713126784|54.21581266|0.6096864479999999|-28.11203407|-18.73063655|60.71546178|0.4614909829999999|2692.510471|-842.8786448999999|0.390313552|12.91589555|0.8569791179999999|6107.923371|230.3045281|-497.3405809|30.72175314|0.031534452|18.60690504|0.0|1.0|1.0|2.0|3.31|0.1|3.07|4.85|84.73|2.97|1.0|0.0|104.64|1.0|5.0|29.0|6.0|394.38|0.0|1.0|3.6e-05|0.0142|4.16e-05|3.0|0.0|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4017.0|605.12|1027.32|308.65|0.3367|258.55|466.95|0.50316|0.68312|-1374.857521|-0.16704|4.2485|0.02840507|5.7009|1.0|9.0|9.0
25d_a34|0.0|0|0|0|0.0|0.128783829|5.351858133|1|-0.163072107|0.0|-0.8576484190000001|-0.005017781|-0.1266965|0.00670464|-0.001685762|-0.263924686|-0.211368416|-0.342090037|-0.605891389|0.14554928|-0.124111479|0.631894475|0.0292772039999999|-66.52770588|-82.09024497|174.9700398|0.325717647|215.4372954|-54.29641443|12.8082206|69.64131956|0.7772035959999999|-44.00298587|-29.42857839|85.89233572|0.478308897|2939.671168|-1559.714654|0.2227964039999999|13.29135354|0.916843118|6513.063805|147.36277019999997|-1031.631874|37.86469665|0.019881997|13.15041965|1.0|1.0|1.0|2.0|3.58|0.12|3.05|3.95|90.3|2.26|1.0|0.0|119.81|1.0|7.0|32.0|5.0|427.46|0.0|1.0|2.44e-05|0.0104|3.3e-05|3.05|0.0|0.0|8.26e-09|3.53e-06|-0.03521|4.2732|706.21|1198.19|290.15|0.2106|290.15|554.05|0.6764600000000001|0.6764600000000001|-1426.243341|-0.1771299999999999|6.1995|0.02807001|8.0068|0.95|6.0223|6.0223
4_a38 (LY-2157299)|0.0|0|0|0|0.0|0.050460026|5.4161004020000005|2|-0.0501467259999999|1.721297609|-0.325515636|0.002865697|-0.159241692|-0.020954339|0.003107816|-0.083399128|0.028964355|0.0481706809999999|-0.463575124|-0.041794304|-0.089446059|0.459041332|0.01243241|-52.90108631|-51.11565158|260.7739337|0.2456862269999999|140.40206619999998|-29.21101111|4.060137052|71.22674185|0.7861170609999999|-30.23133173|-18.48863993|60.00582329|0.487041509|2501.945802|-868.9660769|0.213882939|12.76426621|0.949475478|5566.495502000001|122.2274724|-496.5871888|23.51893991|0.01379043|7.880803302999999|0.0|1.0|1.0|1.0|3.27|0.18|3.69|3.51|86.69|1.84|1.0|0.0|108.18|1.0|3.0|28.0|4.0|369.42|0.0|1.0|0.0001409999999999|52.0|0.000102|2.39|0.0|0.0|7.45e-08|2.75e-05|-0.06|3.78|617.61|1048.31|327.69|0.2|266.68|449.44|0.4|0.68|-1198.442536|-0.16|5.9043|0.03652312|7.6529|69.0|7.1586|7.1586
25b_a34|0.0|0|0|0|0.0|0.133975789|5.351858133|1|-0.150946163|0.0|-0.861190687|-0.00378755|-0.112970844|-0.061390533|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|0.08214612|-0.137924163|0.5020264870000001|0.030138301|-64.37123451|-86.13394472|165.2408865|0.343426892|214.470853|-53.79083879|11.75402804|49.2835599|0.76274549|-40.19997818|-26.50275222|83.19266998|0.419904835|2611.55928|-1378.143115|0.23725451|11.00434095|0.723855085|5786.015654|148.1659658|-860.6534206|34.74652105|0.019067452|11.90766609|0.0|1.0|1.0|2.0|3.53|0.29|2.63|3.03|90.3|1.56|1.0|0.0|108.21|1.0|7.0|29.0|5.0|393.44|0.0|0.0|0.00015|59.0|0.000202|2.29|0.0|0.0|3.8100000000000004e-07|0.00015|-0.03539|4.2253|668.48|1136.16|293.43|0.2259|293.43|562.84|0.6925600000000001|0.6925600000000001|-1313.132261|-0.17564|7.0586|0.02655501|9.0174|2.08|5.6819|5.6819
7f_a8|0.0|1|0|0|2.961566988|-0.139912829|4.844187086|0|0.034392285|0.0|-0.234880498|0.00112124|-0.087673259|0.0260356679999999|0.00084936|0.09329746|0.052081992|0.141285105|-0.381574707|-0.048917705|-0.08790841|0.3155671539999999|0.0138113419999999|-52.28313554|-50.01741803|53.09327646|0.229770733|130.7330978|-28.45850692|4.471132824|55.49953831|0.880922225|-29.74763659|-23.17880348|60.14140162|0.4513917389999999|2534.956113|-950.3309426|0.119077775|14.04331892|0.822794279|5662.145174|67.75191165|-540.7116315000001|26.31197491|0.010262531|5.839092213|1.0|0.0|1.0|1.0|3.14|0.0|5.52|5.49|61.58|4.27|2.0|0.0|101.89|1.0|3.0|28.0|4.0|373.35|0.0|1.0|2.09e-06|0.00078|3.16e-06|4.66|0.0|1.0|3.5e-09|1.31e-06|-0.07492|3.4810000000000003|584.99|991.61|356.17|0.3536|324.68|495.55|0.7024199999999999|0.6987399999999999|-1285.017838|-0.14506|8.7098|0.02809022|11.6137|35.65|4.4479|4.4479
IN1166_a11|0.0|1|0|0|3.433539068|-0.089778965|4.727387819|2|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|0.102257199|-0.0896538619999999|0.551933595|0.0200246639999999|-51.07061499|-61.90325275|112.0066065|0.136726441|94.40543077|-42.74230509|9.546719887|20.83871871|0.694302821|-35.26269962|-21.84820685|64.89703387|0.463497159|2865.055175|-1114.258549|0.305697179|12.63334911|0.8639230290000001|6310.825439|211.0745642|-769.3614916|31.46783535|0.021531291|14.86669859|1.0|1.0|1.0|2.0|3.51|0.08|5.01|4.53|103.17|0.92|1.0|0.0|123.82|0.0|5.0|32.0|5.0|417.47|0.0|1.0|7.74e-06|0.00323|1.65e-05|3.27|0.0|0.0|6.59e-11|2.75e-08|-0.07275|3.2827|704.48|1198.36|377.7|0.3425|248.68|554.63|0.4358399999999999|0.6998300000000001|-1347.012407|-0.13823|3365.0|0.04189898|4.3481|12.0|7.9318|7.9318
7c_a8|0.0|1|0|0|3.17138259|-0.244222944|4.844187086|1|0.0493777859999999|0.0|-0.382994379|0.00325576|-0.0450662909999999|-0.118915929|0.004301963|0.079425146|-0.047874|-0.077006275|-0.328286221|0.0092411059999999|-0.089778346|0.292274414|0.0306012339999999|-50.34151168|-56.2991566|49.43944876|0.151076042|94.73836511|-35.30467154|12.03370912|75.43825735|0.626902145|-31.56868845|-21.11218373|69.53125754|0.492823119|2716.5013510000003|-1013.384819|0.373097855|15.18314943|0.971698707|6013.168519|233.9661552|-635.4840877|33.67700028|0.032058696|20.10370648|0.0|1.0|1.0|1.0|3.44|0.09|4.22|3.78|92.93|1.82|1.0|0.0|112.76|1.0|5.0|30.0|5.0|398.41|0.0|0.0|1e-05|0.00399|2.14e-05|3.37|0.0|0.0|1.73e-08|6.91e-06|-0.07472|3.1406|662.05|1116.53|394.78|275.0|269.17|579.97|0.62361|0.70321|-1331.567632|-0.1318599999999999|12.0073|0.02732536|15.7056|18.59|4.7307|4.7307
15c_a10|0.0|0|0|0|0.0|-0.236118846|5.4161004020000005|3|-0.06400528|2.063253638|-0.153072705|0.01143745|-0.1036030219999999|0.0123939039999999|0.012271987|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|-0.03167553|-0.072537853|0.418835517|0.014703076|-32.5870313|-50.32840842|65.41494073|0.095541483|66.28884934|-34.91899195|7.077912953999999|136.2098503|0.528228415|-22.60962187|-13.36848349|42.7883594|0.449308156|3012.018586|-855.5829431|0.471771585|15.6886947|0.8158976029999999|6673.826433|327.3258326|-593.6228632|25.30814911|0.023432886|16.25826809|0.0|1.0|1.0|0.0|3.85|0.37|3.77|2.97|59.31|1.74|1.0|0.0|141.96|1.0|6.0|34.0|6.0|454.57|1.0|0.0|0.0001419999999999|0.0646|2.68e-05|2.94|0.0|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|3.6709|762.21|1318.35|337.75|0.3939999999999999|221.75|595.63|-0.26999|0.70511|-1450.139335|-0.14739|2.4256|-0.25919486|4.8283|0.1|7.0|7.0
12ab_a36|0.0|1|0|0|3.458948649|-0.064515677|5.351858133|2|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|-0.029080933|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|-0.0852411419999999|-0.095025338|0.452078227|0.024102201|-54.63243106|-65.54680623|116.6804416|0.158944244|109.6369437|-45.21303385|11.46782191|15.55386871|0.679025324|-37.68448987|-23.06276515|71.2577056|0.484987413|2902.39241|-1245.389318|0.320974676|15.18764075|0.941700118|6314.697413|221.4026852|-859.0476432|33.96451406|0.024384271|16.81984117|1.0|0.0|0.0|2.0|4.86|0.17|3.14|1.95|92.99|1.59|1.0|0.0|133.27|1.0|6.0|32.0|5.0|420.47|0.0|0.0|0.0001199999999999|0.0503|0.000122|2.33|0.0|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|712.73|1201.64|319.17|0.4451|319.17|564.58|0.69294|0.69294|-1364.236757|-0.15699|3.6976|0.04167456|5.3228|11.0|7.9586|7.9586
19_a47|0.0|0|1|1|0.0|-0.038804671|4.727387819|2|0.027033021|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|0.0604168609999999|-0.010153352|0.074201869|-0.046265509|-0.126992366|-0.439165562|-0.024256505|-0.104459947|0.270767873|0.026805875|-58.28861174|-57.87554797|335.10989930000005|0.360357109|199.6541807|-32.06567824|8.228498913|66.13355777|0.637832605|-32.2945343|-20.66983856|73.14028211|0.463378097|2612.978054|-868.1332196000001|0.362167395|13.17443625|0.8635094740000001|5846.960345|200.6571609|-480.9851737|32.40636867|0.03295186|18.25682461|0.0|1.0|1.0|2.0|3.13|0.05|2.49|3.84|98.72|1.67|1.0|0.0|99.2|1.0|5.0|28.0|6.0|380.35|0.0|1.0|0.000214|0.0816|0.000217|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|571.23|974.59|322.68|0.3243|322.68|412.31|0.68924|0.68924|-1335.580357|-0.15845|5.1151|0.03178118|6.3247|0.05|7.3|7.3
6_a15|0.0|0|0|0|0.0|-0.199979249|0.0|1|0.106485923|0.0|-0.513693384|0.001080419|0.011857945|-0.009025163|0.003942615|0.153430865|-0.195267558|-0.281352401|-0.35221474|0.0371776429999999|-0.123000073|0.398681391|0.02948637|-41.14459066|-71.76572566|105.4415725|0.140691569|82.0880213|-41.87249058|10.03794313|55.65697829|0.581974721|-24.00625743|-17.94143141|58.34873264|0.3902945579999999|2454.904173|-932.9544335|0.4180252789999999|10.02135591|0.640136254|5589.043165|243.9013805|-544.3423775|30.82854077|0.029449813|17.18281248|1.0|1.0|1.0|1.0|3.29|0.23|4.43|5.26|61.84|2.18|2.0|0.0|109.7|1.0|7.0|28.0|5.0|380.44|1.0|1.0|2.16e-06|0.000823|7.32e-06|4.64|0.0|0.0|1.13e-08|4.3e-06|-0.02419|3.7696|612.22|1092.02|328.9|0.2616|285.52|545.21|0.65191|0.70554|-1262.75978|-0.15714|1.3789|0.01711539|1.9421|35.0|7.4559|7.4559
17e_a50|0.0|0|1|1|0.0|-0.153175103|5.82008293|2|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|-0.086639125|-0.114420412|0.012372059|-0.017965698|-0.1949741189999999|-0.310566368|-0.229030473|-0.1710526319999999|-0.073011385|0.4239465089999999|0.012865274|-32.24487658|-50.7956915|10.68364489|0.069891795|48.62532158|-35.33972521|6.227183052000001|86.98647608|0.803671114|-22.43349867|-18.5444588|41.19554236|0.489797496|2883.936138|-1168.300905|0.196328886|16.70124474|0.960006062|6301.28046|136.5904997|-812.8136797000001|23.07468625|0.010255676|7.135108233|0.0|1.0|1.0|0.0|4.18|0.37|4.23|4.68|51.77|2.91|2.0|0.0|138.0|1.0|6.0|33.0|4.0|438.57|1.0|0.0|1.34e-05|0.00589|6.58e-06|4.08|0.0|0.0|4.63e-08|2.03e-05|-0.03156|4.0298|757.34|1312.91|307.67|0.1809|292.6|602.89|0.6322800000000001|0.66478|-1374.927998|-0.16649|6.7175|0.02761851|8.8326|155.0|6.8097|6.8097
7s_a46|0.0|0|0|0|0.0|-0.0778653109999999|5.533389489|1|-0.210750635|0.0|-0.240797051|0.0060802|-0.005405515|-0.020953253|0.005577925|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|-0.036284605|-0.083011849|0.249893305|0.008871171|-48.61321955|-41.72189594|166.3052939|0.141211538|70.97315818|-20.9694955|2.240932895|0.0|0.8198874559999999|-24.43308641|-15.894055599999998|53.07188519|0.433822088|1982.695462|-667.5503351|0.1801125439999999|9.829721631|0.7662292690000001|4245.390306|90.5248694|-335.5119279|19.38565529|0.01122216|5.640276426000001|0.0|1.0|0.0|1.0|3.08|0.26|3.65|3.9|50.94|2.39|0.0|0.0|91.19|1.0|2.0|23.0|3.0|305.37|1.0|1.0|8.590000000000001e-05|0.0262|5.76e-05|3.32|0.0|0.0|8.39e-07|0.000256|-0.02024|4293.0|539.99|916.7|288.81|0.4164|234.06|446.63|0.44692|0.69976|-974.615216|-0.17923|2.4286|0.036050328|3.6655|1985.0|5.7022|5.7022
LY580276_a4|0.0|0|0|0|0.0|-0.156842923|5.4161004020000005|1|0.0295482979999999|0.0|-0.063298854|0.010217376|-0.172607392|0.011772853|0.009622161|0.064209689|-0.019747846|-0.042912895|-0.191806286|0.035666446|-0.071023484|0.243350596|0.008729943|-27.6229776|-34.22831819|11.22286434|0.131473004|63.36073061|-16.49563923|2.027582675|82.46094409|0.8478469959999999|-13.31233017|-13.51117823|31.83019528|0.437093506|1948.220005|-513.4247728|0.152153004|9.693623538|0.7764939829999999|4098.640927|73.32703409|-247.4345884|15.93586849|0.008312438|4.0060099860000005|1.0|1.0|0.0|0.0|3.01|0.22|4.49|4.43|30.71|3.13|0.0|0.0|84.74|1.0|2.0|22.0|3.0|293.34|1.0|1.0|0.000213|0.0624|6.18e-05|3.35|0.0|0.0|2.75e-07|8.08e-05|-0.0225|4.4918|519.23|865.23|276.03|0.1905|234.01|402.99|0.36903|0.68002|-959.356125|-0.18746|2.5355|0.023546627|3.2891|175.0|6757.0|6757.0
14b_a23|0.0|0|1|1|0.0|0.065240838|5.351858133|2|0.0519489729999999|0.716540473|-0.318684138|0.007671236|-0.0644978|-0.047410593|0.0075222369999999|0.121308009|-0.073945564|-0.17267308|-0.4557487779999999|-0.00399443|-0.082441268|0.228282196|0.020454632|-41.01458464|-53.44429544|40.76245006|0.153740341|99.66542762|-34.64639496|8.596171261|84.36242964|0.774359705|-26.58857202|-22.74225338|54.274732400000005|0.450973737|2943.803333|-1068.885909|0.225640295|14.26820636|0.821406493|6622.129837|146.2760938|-692.9278992000001|29.36910744|0.01779446|11.53563485|0.0|0.0|1.0|1.0|3.42|0.05|3.78|4.58|105.02|3.4|2.0|1.0|120.24|1.0|5.0|31.0|5.0|429.47|0.0|0.0|2.66e-06|0.00114|7.73e-06|3.68|0.0|0.0|2.14e-08|9.18e-06|-0.07803|3706.0|673.05|1142.37|334.55|0.3603|334.55|525.66|0.58097|0.58097|-1728.9300010000002|-0.15064|6.8752|0.02188578|9.7544|4.0|8.3536|8.3536
8f_a12|0.0|0|1|1|0.0|0.110310585|4.59511985|2|-0.013400998|2.177023629|-0.3981937339999999|-0.002596875|0.028505422|-0.024023866|-0.00094279|-0.023769395|-0.070713228|-0.125424286|-0.560548116|-0.13747286|-0.098932601|0.285353468|0.013287637|-41.27611074|-56.220383|83.13642146|0.130176823|73.97552223|-31.9483307|4.290980116|0.0|0.8381234340000001|-23.45595611|-21.72151161|48.82707007|0.460344828|2541.921472|-955.746511|0.161876566|13.00131176|0.853035146|5481.952981|91.98952021|-543.1216218999999|25.9168408|0.012030968|6.836832748|1.0|1.0|1.0|1.0|4.09|0.1|4.99|3.41|78.41|3.1|2.0|0.0|115.66|1.0|3.0|27.0|4.0|369.44|1.0|1.0|1.99e-06|0.000735|5.72e-06|4.34|0.0|0.0|3.79e-09|1.4e-06|-0.06179|3.6536|606.97|1020.81|339.35|312.0|297.01|441.97|0.59107|0.65098|-1480.955408|-0.15061|0.9092|0.03056355|1.4701|646.0|6.1898|6.1898
12_a47|0.0|1|1|1|2.903215905|-0.155854903|4.59511985|2|0.001435849|1.555521837|-0.209845277|-0.0047488359999999|-0.018573056|0.0295267039999999|-0.004332024|0.003417588|-0.006318684|-0.015039637|-0.326846977|0.055943216|-0.091853238|0.266995634|0.018014416|-44.18983348|-47.83891561|63.89392714|0.2159289589999999|112.4599133|-24.91541818|4.886454935|0.0|0.680723821|-23.01490672|-17.76874008|53.5720844|0.4792593739999999|2266.78114|-621.9059029|0.319276179|13.52358352|0.920341815|4816.005822|166.28511369999998|-323.9004363|26.10271529|0.025457205|13.25859692|1.0|1.0|0.0|2.0|2.73|0.0|4.19|4.98|66.49|2.6|0.0|0.0|91.63|1.0|3.0|24.0|4.0|339.75|1.0|1.0|3.11e-05|0.0106|2.77e-05|3.43|0.0|0.0|7.69e-09|2.61e-06|-0.0623|3.9538|537.79|886.46|313.58|0.2306|288.96|400.09|0.66387|0.68557|-1487.974738|-0.1633|2.1019|0.03721125|3.5884|6.0|8.2|8.2
12ac_a36|0.0|1|0|0|3.4419617660000004|-0.050997272|5.351858133|2|0.03586247|0.0|-0.450737917|0.000584134|-0.046730704|-0.0121300989999999|0.0018565629999999|0.060445359|-0.098698552|-0.166354116|-0.433636165|0.135371136|-0.104391657|0.4712820929999999|0.021508835|-55.68500110000001|-72.4798052|118.0445703|0.220326632|152.9742102|-50.32319912|10.36858115|20.70356046|0.7316461470000001|-38.66245764|-25.03847816|70.61872461|0.44477577|2902.588755|-1377.116299|0.268353853|14.63702516|0.801074136|6378.288017|186.3198219|-956.1407834|34.22211444|0.020208014|14.03055543|1.0|0.0|0.0|2.0|4.86|0.17|3.16|2.09|86.27|1.59|1.0|0.0|133.95|1.0|6.0|32.0|5.0|423.47|0.0|0.0|0.000154|0.0653|0.000112|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|3.8594|711.77|1200.61|321.25|0.3302|319.2|554.84|0.56186|0.56357|-1385.3211789999998|-0.15675|4.0208|0.03998989|5.4387|13.0|7.8861|7.8861
12bg_a36|0.0|1|0|0|3.434779148|-0.040957653|5.351858133|2|0.057879142|0.0|-0.414822602|-0.001012333|-0.060117593|-0.0206090089999999|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|-0.4459167329999999|-0.023460562|-0.102664465|0.543472602|0.019606406|-51.74990566|-70.42534258|107.3347739|0.159389648|109.3374477|-48.31008346|9.22604612|14.85588272|0.747867728|-35.49918495|-25.35312333|65.19942617|0.46245521|2925.402039|-1267.656166|0.252132272|14.04434294|0.860310096|6753.439903|172.9566471|-869.5815023|33.900544700000005|0.01946912|13.35534589|1.0|0.0|1.0|2.0|4.75|0.14|3.99|3.19|69.2|2.99|2.0|0.0|133.77|1.0|5.0|31.0|4.0|450.32|1.0|1.0|8.27e-06|0.00372|6.55e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|703.94|1186.75|318.36|0.4409|318.36|554.7|0.69395|0.69395|-2151.914954|-0.15743|6.6844|0.03334656|9.3601|15.0|7.8239|7.8239
12p_a30|0.0|0|0|0|0.0|0.038440292|5.351858133|2|-0.062956958|0.0|-0.3550576729999999|0.005613018|0.000321545|-0.128484994|0.005965451|-0.109773594|-0.053644471|-0.09353607|-0.456474815|-0.051402518|-0.094870978|0.371591982|0.015107947|-47.54197452|-60.65858419|75.21136863|0.156618406|100.1386407|-38.78387161|6.176226649|0.0|0.8199554720000001|-30.39737673|-23.33022469|57.20168999|0.469983155|2783.628159|-1213.171684|0.180044528|13.94763694|0.886732486|6166.812731|115.116829|-775.6774321|28.4530386|0.0130197619999999|8.3245726|1.0|0.0|1.0|1.0|4.76|0.17|4.35|2.93|81.65|3.04|2.0|0.0|132.24|1.0|5.0|30.0|4.0|412.51|0.0|1.0|2.21e-06|0.0009119999999999|7.05e-06|4.23|0.0|0.0|9.75e-08|4.02e-05|-0.05169|3.4955|685.08|1167.16|354.69|0.1768|238.79|526.91|0.33929|0.68561|-1614.830085|-0.14823|4.0456|0.03198743|4.6103|17.0|7.7721|7.7721
9g_a24|0.0|1|0|0|2.931798469|-0.318471716|5.283203728999999|2|-0.162313932|0.0|-0.0425444|0.0144065739999999|0.070915465|-0.02471184|0.013119312|-0.292600863|-0.0273623029999999|-0.049325609|-0.079421802|0.13372961|-0.065668047|0.383340003|0.01876163|-32.080056199999994|-32.49188065|174.88817269999998|0.132863247|65.73938109|-16.07665151|4.593165278|0.0|0.4819264479999999|-15.87288497|-10.53790724|41.36311977|0.427531635|2123.257348|-389.9025677|0.518073552|10.69818114|0.746821416|4355.725609|256.3375151|-192.9198181|21.8662148|0.033884884|16.76589519|0.0|1.0|0.0|1.0|2.8|0.06|2.91|2.93|72.28|0.64|0.0|0.0|87.53|1.0|3.0|23.0|4.0|302.33|1.0|0.0|0.00323|977.0|0.0008179999999999|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.03585|4.2802|524.03|879.99|289.67|0.2444|236.07|400.47|0.4227399999999999|0.64993|-984.447764|-0.17806|2.9691|0.032630457|4.4131|68.0|7.1675|7.1675
14f_a23|0.0|0|1|1|0.0|-0.002304087|5.351858133|2|0.056215377|0.745818086|-0.373510774|0.010561248|-0.0555907109999999|-0.041351617|0.010508236|0.101910723|-0.110069159|-0.199540201|-0.399688849|0.070514687|-0.084419703|0.2096108239999999|0.027134452|-40.51498423|-57.07376861|96.47955427|0.105837608|71.55380685|-38.58595734|12.40242234|96.60179161|0.665778294|-27.39103254|-21.26277654|58.85981824|0.478733036|3014.916135|-1084.401604|0.334221706|15.58565565|0.918402793|6768.918745|225.9578225|-733.1331894|31.93672236|0.025162423|17.01160115|0.0|0.0|1.0|1.0|3.57|0.09|3.42|4.03|114.25|2.72|2.0|1.0|126.78|1.0|6.0|32.0|5.0|441.51|0.0|0.0|2.32e-06|0.0010199999999999|9.57e-06|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|3.5753|711.98|1210.19|346.78|0.2462|213.09|572.35|0.60917|0.6733399999999999|-1744.182678|-0.1458|6.3534|0.02255331|9.1089|2.0|8.6459|8.6459
46_a18|0.0|0|0|0|0.0|-0.001181461|4.844187086|1|-0.046124025|0.0|-0.3872848129999999|0.002300582|-0.0669031009999999|-0.052591109|0.003512954|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|-0.015124585|-0.076485888|0.30524999|0.008975181|-49.54738918|-54.33831169|0.946462387|0.173455401|123.2289237|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-35.20023815|-20.77641329|55.92367899|0.4548138479999999|3052.94234|-1412.796104|0.217767252|16.47206875|0.8342358790000001|7150.333139|154.7096476|-1003.700904|26.56039822|0.013181412|9.36454702|0.0|1.0|0.0|2.0|4.27|0.3|3.68|3.3|76.5|3.33|2.0|1.0|151.14|1.0|7.0|36.0|3.0|480.6|1.0|0.0|2.08e-06|0.000999|3.35e-06|4.36|0.0|0.0|1.51e-09|7.27e-07|-0.04995|3225.0|765.33|1380.79|384.45|0.4249|384.45|635.89|0.69181|0.69181|-1532.493789|-0.13224|2656.0|0.0239301|3.2533|186.0|6.7305|6.7305
