molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|MATS2c|SRW07|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|MATS8s|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
12b_a30|0.0|0|0|0|0.0|0.047132642|5.351858133|2|-0.074391852|0.0|-0.3897233479999999|0.001139238|-0.037209579|-0.072247675|0.002064369|-0.165287712|-0.0541804029999999|-0.120380857|-0.468842459|-0.009146339|-0.09915679|0.383979687|0.017341789|-53.05077947|-62.96700664|86.84905288|0.235262423|149.39744040000002|-39.98560202|6.99318589|0.0|0.798520682|-33.68855323|-24.41577808|64.06324295|0.4676268939999999|2849.095245|-1196.373126|0.201479318|13.88809428|0.878381889|6275.380072|127.9443353|-759.7264385|30.57626261|0.01584525|10.06212472|1.0|0.0|1.0|1.0|4.63|0.14|4.25|3.18|81.65|3.2|2.0|0.0|127.24|1.0|5.0|30.0|5.0|416.47|0.0|0.0|4.12e-06|0.00171|9.71e-06|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05351|3.5207|673.18|1130.68|352.16|0.2079|245.19|516.78|0.3159099999999999|0.68496|-1674.7778119999998|-0.1493799999999999|3.7327|0.03351603|4.5545|7.0|8.1543|8.1543
3c_a32|0.0|1|1|1|3.452148526|0.025890116|5.733341277|0|-0.0522536959999999|2.224112182|-0.270034997|-0.00017094|-0.113334836|-0.01180891|0.00124359|-0.097512832|-0.0779821129999999|-0.145525719|-0.5427297289999999|-0.003205869|-0.0943910459999999|0.216289509|0.015118975|-34.91603827|-48.52416391|59.72163595|0.1112332809999999|57.18235134|-24.94510426|3.995552912|0.0|0.693952122|-17.94949454|-14.82682786|42.68833949|0.423167668|2152.627425|-533.7658031000001|0.306047878|9.717148607|0.733606015|4598.027604999999|157.331845|-274.3961469|21.36577928|0.018316536|9.416090047|1.0|1.0|1.0|1.0|3.22|0.19|6.61|4.68|110.94|1.7|1.0|0.0|93.05|1.0|3.0|22.0|3.0|326.44|0.0|1.0|6.65e-07|0.000217|1.22e-05|4.14|0.0|0.0|1.28e-07|4.18e-05|-0.05487|3.5169|544.22|903.81|352.54|0.5017|352.54|425.74|0.7034600000000001|0.7034600000000001|-1633.297494|-0.14219|3123.0|0.02415856|5.0659|9.0|8.0458|8.0458
LY364947_a10|0.0|1|0|0|2.949609552|-0.278922508|4.59511985|2|0.0938628109999999|2.084955541|-0.084940213|0.007575|0.010202602|-0.006198347|0.006909045|0.1625645369999999|0.04209715|0.072909639|-0.204644982|-0.072740964|-0.075303751|0.449473391|0.009678082|-34.01613475|-33.26705198|144.7228349|0.156895451|69.31194102|-14.69643595|1.88879448|0.0|0.7234846559999999|-15.02735938|-13.10520229|38.29163558|0.486715511|1896.845282|-432.4716757000001|0.276515344|9.161732895|0.948237326|3903.496845|122.1566022|-191.05366730000003|18.1140017|0.018707677|8.264519015|1.0|1.0|0.0|1.0|2.46|0.0|3.97|3.69|54.46|1.74|0.0|0.0|82.56|1.0|2.0|21.0|3.0|272.3|1.0|1.0|0.00029|0.0789|0.000137|2.74|0.0|0.0|6.31e-08|1.7199999999999998e-05||||||||||||||||59.0|7.2291|7.2291
8_a15|0.0|0|0|0|0.0|-0.208657545|0.0|1|0.155304204|0.0|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|-0.014489333|0.003160815|0.225620047|-0.203104439|-0.295062413|-0.342749125|0.0937475619999999|-0.118293578|0.381651497|0.0336657729999999|-41.7821007|-69.07571287|104.8781037|0.146103518|85.31489861|-40.33569847|11.47934212|55.99586988|0.519427411|-24.39801408|-16.91650111|61.44071008|0.389723411|2393.276181|-828.9085544|0.480572589|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|0.035495625|20.72712321|1.0|1.0|1.0|1.0|3.14|0.19|3.9|4.95|61.84|1.96|2.0|0.0|104.74|1.0|7.0|27.0|5.0|366.41|1.0|1.0|5.63e-06|0.00206|1.53e-05|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.02723|3.7426|598.84|1050.15|331.28|251.0|279.58|538.51|0.5128|0.70524|-1223.463981|-0.1558|1.1415|0.01719864|1.4589|108.0|6.9666|6.9666
13d_a6|0.0|1|0|0|3.447870607|-0.045686501|5.351858133|1|0.077158715|0.0|-0.607917822|-0.003346018|-0.042531782|-0.10528143|-0.000899678|0.126028544|-0.106686991|-0.174259072|-0.49314765|-0.027209556|-0.110731261|0.19992155|0.030793771|-63.04181168|-75.40072983|156.67194009999997|0.21137879|143.9350986|-51.34295409|14.27820079|564.780402|0.769432845|-42.92734103|-27.03045032|84.01035117|0.4128711229999999|2882.382522|-1432.613867|0.230567155|15.47559904|0.703203572|6185.117192000001|157.0011174|-975.5161277|35.13035671|0.018542644|12.62632467|1.0|1.0|1.0|2.0|3.64|0.16|5.38|4.57|95.85|1.5|2.0|0.0|121.6|1.0|6.0|32.0|5.0|423.47|0.0|1.0|1.11e-06|0.000471|5.42e-06|4.23|0.0|0.0|3.96e-10|1.68e-07|-0.05252|3.6298|723.61|1219.11|341.57|0.7905|255.64|598.06|0.58381|0.7007399999999999|-1389.125098|-0.14894|11.0994|0.02846332|14.0012|0.36|6.4437|6.4437
3f_a32|0.0|1|1|1|3.553167045|0.0067550119999999|5.733341277|0|-0.062954205|2.227330929|-0.275173181|0.001276735|-0.113189563|-0.110286539|0.002565215|-0.112493266|-0.074808287|-0.133675401|-0.5487283829999999|-0.110248899|-0.097374443|0.3217719189999999|0.011897886|-41.40131823|-54.8993954|47.97543149|0.125973316|71.02334697|-30.95210106|3.78194259|0.0|0.78919828|-23.34192893|-16.99267001|48.1093075|0.435176082|2273.466801|-713.6921402|0.21080172|10.89495051|0.770463268|4993.667711|118.8493262|-402.3773138|21.53155987|0.011659458|6.573564628|1.0|1.0|1.0|1.0|3.9|0.28|7.18|5.63|110.94|2.18|2.0|0.0|102.66|1.0|4.0|24.0|3.0|354.49|0.0|1.0|1.28e-07|4.53e-05|3.96e-06|4.83|0.0|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|604.9|1006.92|348.58|293.0|348.58|488.74|0.70255|0.70255|-1711.863611|-0.1474599999999999|3.4678|0.02606687|5.7161|9.0|8.0458|8.0458
16_a47|0.0|1|1|1|2.890539668|-0.134455235|4.59511985|2|-0.08282926|1.491023983|-0.23280014|-0.005688938|0.001426202|0.0506476009999999|-0.004153659|-0.236994128|-0.02006804|-0.0574194159999999|-0.3379683979999999|-0.113476605|-0.092995116|0.421094692|0.0186711289999999|-48.30620628|-48.19609034|63.13219447|0.308139547|159.6978638|-24.97833451|5.0150344780000005|0.0|0.697929921|-25.03540372|-17.75645434|57.9827944|0.473257697|2315.178558|-674.7452647999999|0.302070079|13.01476838|0.898461533|4952.972679|156.55227280000005|-349.69668310000003|25.44160067|0.0234786339999999|12.16814835|1.0|1.0|0.0|2.0|2.93|0.06|4.47|5.19|66.49|2.72|0.0|0.0|91.55|1.0|3.0|25.0|5.0|337.33|0.0|1.0|4.56e-05|0.0154|3.84e-05|3.27|0.0|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|4.0806|534.69|894.43|303.84|0.3182|279.29|395.28|0.59209|0.6743899999999999|-1166.901251|-0.16851|2.3795|0.03384512|3.8601|1.0|9.0|9.0
14l_a23|0.0|0|1|1|0.0|0.060717916|5.351858133|2|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|-0.061788679|0.01180744|0.07815878|-0.074441567|-0.136106024|-0.448622017|0.156652778|-0.078204688|0.215920645|0.018669073|-35.3275485|-51.59307331|40.34135162|0.078732333|51.94117061|-34.03690099|8.125310915|81.90812552|0.7896261940000001|-23.306234600000003|-21.66909079|47.64388017|0.492922575|2879.181064|-1083.45454|0.210373806|15.78926563|0.972085426|6444.7098240000005|138.7874759|-714.7749208|27.44221375|0.01508774|9.953660282|0.0|0.0|1.0|1.0|3.51|0.09|3.88|4.33|105.02|3.24|2.0|1.0|125.25|1.0|5.0|31.0|4.0|425.51|0.0|0.0|1.43e-06|0.000608|5.61e-06|3.94|0.0|0.0|1.65e-08|7.03e-06|-0.07191|3.6274|694.65|1185.79|341.8|0.4239|341.8|560.51|0.67242|0.67242|-1668.983787|-0.14639|6.0563|0.01168219|8.2422|7.0|8.1798|8.1798
12au_a36|-3.3109381210000004|1|0|0|3.422314661|0.074839187|5.351858133|2|0.075815782|0.0|-0.613616984|-0.006862238|-0.023640632|-0.03802163|-0.001160331|0.1320241419999999|-0.15024383|-0.261631709|-0.515924985|-0.021932444|-0.110305773|0.284342092|0.021569487|-64.86748076|-79.35600767|102.3999102|0.301003019|216.5471227|-57.09017539|11.16356587|26.04051569|0.7160586109999999|-46.66686194|-27.36414058|80.38496714|0.492871181|3484.987058|-1587.1201529999998|0.283941389|17.67586495|0.97188557|7239.100414|204.2726719|-1141.803508|38.21494522|0.023021031|16.56175445|0.0|0.0|0.0|3.0|5.0|0.17|1.28|2.15|123.75|0.84|1.0|0.0|142.02|1.0|7.0|34.0|6.0|474.54|0.0|0.0|0.0001409999999999|0.0668|0.0001889999999999|1.64|0.0|0.0|1.36e-07|6.45e-05|-0.0570899999999999|3.7105|752.27|1283.4|334.15|809.0|241.65|618.65|0.58518|0.70395|-1875.89525|-0.15162|6.1367|0.05174058|8.0814|47.0|7.3279|7.3279
14a_a22|0.0|0|0|0|0.0|-0.136588366|4.727387819|2|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|-0.015194063|0.005757758|0.036467904|-0.097476465|-0.165471815|-0.360663314|-0.09744639|-0.081479363|0.490491034|0.021268761|-42.39063895|-55.51601021|93.21042936|0.135922381|92.61079081|-37.82586486|9.873779458|60.38977977|0.7007904070000001|-28.88288575|-21.35231162|56.88212098|0.446584227|2885.858295|-1110.320204|0.299209593|14.55117701|0.8069597009999999|6348.976909|203.8666248|-756.5172972|30.46889826|0.021742777|14.81445329|1.0|1.0|1.0|1.0|3.42|0.08|3.87|4.31|85.59|1.73|1.0|0.0|124.05|1.0|6.0|32.0|5.0|420.47|0.0|1.0|2.25e-05|0.00945|2.1e-05|3.18|0.0|0.0|6.1e-10|2.56e-07|-0.06145|3.5707|695.62|1191.81|347.23|0.3051|244.77|534.87|0.45928|0.63156|-1368.075682|-0.15029|4.9775|0.03539365|6603.0|38.0|7.4202|7.4202
35_a18|0.0|0|0|0|0.0|0.068150325|4.844187086|1|-0.069149293|0.0|-0.44784362|-7.44e-05|0.027469086|-0.0098863069999999|0.00113101|-0.104482176|-0.078001173|-0.117857059|-0.5009599889999999|-0.032017257|-0.084219749|0.3888901179999999|0.008853796|-60.302584200000005|-62.06945887|118.7214377|0.199234055|146.8343246|-45.74482543|4.809030636|74.92670772|0.874573807|-44.44264921|-24.64522632|66.82777970000001|0.465531336|3038.429834|-1675.875389|0.125426193|17.18442554|0.87101708|6995.248058|92.43836482|-1235.110287|28.17969862|0.007954001|5.862051629|1.0|1.0|0.0|3.0|4.3|0.3|4.13|3.35|85.29|3.33|3.0|1.0|151.05|1.0|8.0|36.0|3.0|480.6|0.0|1.0|8.629999999999999e-07|0.000415|2.96e-06|4.55|0.0|0.0|2.81e-10|1.35e-07|-0.04879|3.2146|796.47|1400.62|385.69|0.4981|385.69|657.07|0.69279|0.69279|-1532.557542|-132.0|2.0432|0.02600607|2.7788|24.0|7.6198|7.6198
17a_a6|0.0|1|0|0|3.3685510360000004|0.101940358|5.351858133|1|0.04129257|0.0|-0.686067347|-0.00460563|0.078798543|-0.060774312|-0.00194781|0.068338372|-0.10896749|-0.180339002|-0.5624663560000001|0.08716369|-0.109388399|0.350977745|0.031147305|-63.02857512|-71.75703418|157.13173490000003|0.2469173469999999|161.9738174|-47.07146289|13.40315088|554.1936506|0.77193498|-41.34573382|-27.26767299|83.46070738|0.483320982|2816.084228|-1363.383649|0.22806502|16.13665395|0.935437602|5996.580489|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|12.99374518|1.0|1.0|1.0|2.0|3.52|0.12|4.98|4.32|95.85|1.7|2.0|0.0|116.79|1.0|5.0|31.0|5.0|409.44|0.0|1.0|1.56e-06|0.000637|6.69e-06|4.09|0.0|0.0|9.77e-10|4e-07|-0.05753|2.9753|696.96|1167.16|416.71|0.3933|350.03|574.02|0.69627|0.7024|-1349.830672|-0.12425|4.1627|0.02379552|5604.0|24.0|7.6198|7.6198
15c_a22|0.0|0|0|0|0.0|-0.134137693|4.727387819|2|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|0.006275578|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|-0.096749121|-0.080088202|0.615901609|0.024561528|-48.58045253|-57.66130245|36.22825261|0.133414786|96.05497587|-41.51455167|12.731723|78.22334636|0.661775114|-34.97658951|-21.75898206|66.26407672|0.462157867|3079.491787|-1153.226049|0.338224886|16.03890406|0.859281634|6882.442370999999|243.5126145|-830.2910335|32.87972244|0.0248073129999999|17.86058304|0.0|1.0|1.0|1.0|3.49|0.08|3.9|4.18|109.38|1.08|1.0|0.0|128.77|1.0|6.0|34.0|6.0|445.48|0.0|0.0|1.39e-05|0.00618|2.4e-05|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|-0.07399|3674.0|715.42|1241.07|337.46|0.5082|216.15|575.8|0.30831|0.69113|-1460.324493|-0.15408|7.382000000000001|0.03150096|9.0393|737.0|6.1325|6.1325
3c_a49|0.0|0|0|0|0.0|0.034009672|5.4161004020000005|2|-0.04696024|1.879769411|-0.248722888|0.006218639|-0.05815918|0.0127926339999999|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.101919761|-0.384874446|0.005559828|-0.074135885|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|89.34479838|0.203663616|116.4686425|-24.24485565|4.8479546860000005|77.29181095|0.637222556|-23.47658531|-14.4326528|49.52988301|0.4791465279999999|2521.794855|-678.3346816000001|0.362777444|12.60874968|0.919925763|5544.351498|207.4607002|-387.9176903|22.64931248|0.021783913|12.45751629|0.0|1.0|1.0|1.0|3.18|0.18|3.63|3.87|72.7|1.84|1.0|0.0|109.43|1.0|4.0|28.0|4.0|369.42|1.0|1.0|0.0003509999999999|0.13|0.000137|2.29|0.0|0.0|2.89e-08|1.07e-05|-0.0606|3842.0|613.33|1046.53|322.71|0.4321|240.36|456.22|0.32539|0.6692100000000001|-1198.430306|-0.15853|3.6122|0.03394942|3.7789|87.0|7.0605|7.0605
27a_a34|-3.727789|0|0|0|0.0|0.0257175079999999|5.351858133|1|-0.082271189|0.0|-0.7320090459999999|-0.012495918|-0.026428049|-0.008138446|-0.005234221|-0.13716603|-0.158932197|-0.264978526|-0.53047808|-0.07177581|-0.123191967|0.4305370679999999|0.026573385|-74.78290605|-86.36649751|176.4623026|0.3990357329999999|279.75296960000003|-60.54917431|13.06088842|22.69787432|0.764921711|-52.42823715|-30.38821209|93.41277507|0.436895447|3394.470264|-1640.9634529999998|0.235078289|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|39.72721867|0.020552444|14.40875302|1.0|1.0|1.0|2.0|3.66|0.13|2.01|3.97|129.74|1.06|1.0|0.0|122.61|1.0|6.0|33.0|7.0|463.51|0.0|0.0|1.09e-05|0.00504|3.43e-05|2.59|0.0|0.0|2.44e-08|1.13e-05|-0.03924|4.1228|737.7|1247.85|300.73|0.2896|247.91|598.18|0.40378|0.69818|-1861.468024|-0.16691|10.8591|0.04629882|13.9023|0.24|6.6198|6.6198
25_a47|0.0|0|1|1|0.0|0.037667531|4.727387819|2|-0.055724653|1.087932079|-0.486951604|-0.003963349|-0.035030495|0.002716049|-0.00269275|-0.120903298|-0.108691353|-0.235822787|-0.545763902|-0.077710529|-0.08797211|0.574771479|0.020224271|-44.52300552|-53.40631957|11.20142696|0.213041681|129.3338553|-32.42203672|7.453635586|51.5831002|0.6238742279999999|-27.0291331|-18.98891362|56.80080434|0.4760601829999999|2704.5905190000003|-854.5011131000001|0.376125772|13.26689626|0.908616158|6236.813862|228.3393366|-518.7525876|30.43708613|0.029261935|17.76440561|0.0|1.0|1.0|2.0|3.26|0.1|3.29|4.95|84.73|3.08|2.0|0.0|109.7|1.0|5.0|29.0|5.0|410.83|0.0|1.0|1.01e-05|0.00417|1.52e-05|3.53|0.0|0.0|9.79e-09|4.02e-06|-0.06331|3.9878|626.55|1062.81|310.91|287.0|258.29|491.7|0.53663|0.68761|-1735.2218059999998|-0.16588|3.8832|0.0285712999999999|5.1625|16.0|7.8|7.8
21_a34|0.0|0|0|0|0.0|0.026135784|5.860786223|1|-0.125881566|0.0|-0.7020096440000001|-0.001643445|-0.004734657|-0.009996155|0.00130996|-0.201539853|-0.254686357|-0.407759867|-0.514364527|0.116926272|-0.117789944|0.527371706|0.034163186|-63.96857813|-79.03896823|168.9671187|0.323609157|217.1470086|-53.03643341|15.38241267|77.34839362|0.728260094|-42.9239565|-27.89610644|86.89263143|0.4688149339999999|3115.110331|-1422.701428|0.271739906|13.65523159|0.882583047|7048.305909000001|182.341897|-954.6558014|38.30514214|0.023973624|16.08669155|0.0|0.0|1.0|0.0|3.43|0.12|3.64|3.23|86.55|1.72|1.0|1.0|122.59|1.0|4.0|33.0|6.0|438.43|0.0|0.0|3.14e-05|0.0138|1.94e-05|3.02|0.0|0.0|2.07e-08|9.06e-06|-0.07534|3091.0|698.17|1182.6|401.11|0.2174|288.26|530.93|0.6893199999999999|0.69292|-1483.057743|-0.13338|5.3432|0.03023936|7.9399|3.36|5.4737|5.4737
12az_a36|0.0|1|0|0|3.465535084|-0.196183836|5.351858133|2|0.078817323|0.0|-0.593399474|0.000482522|-0.024018255|-0.012800556|0.002872872|0.129156742|-0.176729938|-0.289604649|-0.387734368|-0.061924322|-0.10786263|0.411597359|0.034771534|-50.28669997|-75.58351856|60.11023222|0.180836387|126.71905359999998|-52.96429617|17.0740303|8.104966044|0.583865006|-35.23783652|-23.45695404|74.65245915|0.462897841|3039.528467|-1360.503334|0.416134994|15.73229538|0.861843195|6700.839465|291.60189260000004|-953.3573311|40.17530387|0.034594361|24.24160725|1.0|0.0|0.0|2.0|4.96|0.21|2.83|1.9|87.66|1.42|1.0|0.0|136.74|1.0|7.0|33.0|6.0|441.49|0.0|0.0|7.75e-05|0.0342|7.13e-05|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.6095|737.12|1252.18|343.5|0.4383|319.03|576.54|0.69385|0.70333|-1461.686269|-0.14879|6.3778|0.02800521|7.821000000000001|58.0|7.2366|7.2366
12be_a36|0.0|1|0|0|3.466734143|-0.148313814|5.351858133|2|0.118420241|0.0|-0.580823835|0.000482522|-0.08981965|0.00430921|0.002872872|0.19405344|-0.176729938|-0.289604649|-0.3825349939999999|0.132962547|-0.108962668|0.330453338|0.033763464|-54.15309606|-75.59805505|63.31681179|0.201984123|140.1361326|-52.44976141|16.25222352|0.0|0.5660743979999999|-37.57129686|-22.15805062|77.57811183|0.4564615729999999|3039.9167260000004|-1285.166936|0.433925602|16.14074295|0.839796323|6592.168374|301.05661160000005|-891.645944|39.14335412|0.034632557|24.02799032|1.0|0.0|0.0|2.0|4.96|0.21|2.83|1.9|87.66|1.42|1.0|0.0|136.74|1.0|7.0|33.0|6.0|441.49|0.0|0.0|7.75e-05|0.0342|7.13e-05|2.62|1.0|0.0|1.6100000000000005e-07|7.11e-05|-0.0518799999999999|3.3487|739.48|1256.67|370.25|0.7034|237.59|594.44|0.40844|0.70465|-1461.68274|-0.13781|7.7861|0.03245204|10.3044|44.0|7.3565|7.3565
12bb_a36|0.0|1|0|0|3.3296932480000003|-0.07834963|5.351858133|2|0.096309833|0.0|-0.444923056|-0.006877664|-0.018516159|-0.027636036|-0.004358975|0.2463876689999999|-0.098027247|-0.250781298|-0.421445726|0.0534307559999999|-0.114330726|0.314702945|0.022069757|-58.19935506|-73.39466247|88.91215764|0.311151789|199.7440352|-47.11573753|9.094955748|0.0|0.719294078|-37.36110291|-24.95418524|72.36704599|0.4808928389999999|2902.055617|-1247.709262|0.280705922|15.13083401|0.926384521|6285.088971|180.1992964|-800.967538|34.69260487|0.022984922|14.75518126|1.0|0.0|0.0|2.0|4.72|0.14|3.55|3.0|69.2|2.78|1.0|0.0|123.67|1.0|5.0|31.0|6.0|417.41|1.0|0.0|0.000102|0.0424|4.81e-05|2.88|0.0|0.0|7.599999999999999e-08|3.17e-05|-0.0566799999999999|3.8001|667.88|1120.72|326.27|0.4172|236.69|515.92|0.38838|688.0|-1431.178978|-0.15507|6251.0|0.03421884|8657.0|0.01|8.0|8.0
13_a10|0.0|0|0|0|0.0|-0.059862024|5.4161004020000005|2|-0.093280469|1.794073077|-0.259721373|0.00384732|-0.002128014|-0.001592366|0.003791547|-0.154121136|-0.017015286|-0.02811323|-0.345108701|0.00746881|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|-41.62089688|174.7319717|0.181972309|91.99711608|-21.04167667|3.118282386|0.0|0.7144943490000001|-24.21093442|-15.22715739|54.05778885|0.449563457|2261.82488|-624.3134531000001|0.285505651|9.209972585|0.816739845|4941.066161|144.338975|-315.62515|21.31179541|0.018979132|9.595006108|1.0|1.0|0.0|1.0|3.02|0.15|3.52|3.81|63.83|1.88|0.0|0.0|97.14|1.0|2.0|25.0|4.0|328.37|1.0|1.0|0.000176|0.0576|7.87e-05|2.76|0.0|0.0|2.49e-07|8.170000000000001e-05|-0.05022|3.8419|550.83|926.41|322.72|0.3905|212.63|376.77|0.34881|0.68386|-1065.68351|-0.15937|3.6904|0.0346535|5.3726|0.16|6.7959|6.7959
9_a27|0.0|1|0|0|2.627701427|0.164227115|4.727387819|2|-0.152086653|1.233610009|-0.331842668|0.00611794|-0.051160217|-0.0447599329999999|0.00651856|-0.2559122789999999|-0.101933162|-0.171520296|-0.541535578|0.017503266|-0.088404481|0.36853691|0.019589991|-40.3551562|-45.58003501|128.27738490000002|0.2011355289999999|103.702486|-23.50038785|5.20756849|65.12542467|0.7892801540000001|-20.80651808|-17.36382286|50.45546414|0.466349763|2256.4955670000004|-729.2805601|0.210719846|9.442988795|0.873886547|4962.727436|108.6440173|-376.0062056|21.99956856|0.014524299|7.488512291|1.0|0.0|1.0|1.0|3.12|0.16|3.85|3.04|76.46|2.66|0.0|0.0|97.46|1.0|3.0|25.0|4.0|331.37|1.0|1.0|8.66e-05|0.0287|8.28e-05|2.8|0.0|0.0|8.69e-08|2.88e-05|-0.0471|4.1673|549.64|945.35|297.52|0.1982|223.71|425.08|0.35593|0.59444|-1082.965434|-0.1716|2.7456|0.02461151|4.0436|2.0|8699.0|8699.0
4S4k_a46|0.0|0|0|0|0.0|-0.050636784|5.587248657999999|1|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|-0.1032662209999999|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|-0.003017362|-0.0860536609999999|0.199356973|0.007749296|-47.49082053|-45.61628327|172.7607401|0.1082655419999999|57.39060501|-24.18078772|2.177526049|0.0|0.8679099640000001|-25.17446332|-16.15576699|51.59865384|0.461984953|2105.538282|-775.4768155|0.132090036|10.26616763|0.858684076|4719.2906570000005|70.01975807|-411.0733912|18.61456563|0.007182108|3.807172093|1.0|1.0|0.0|1.0|3.8|0.33|4.26|4.77|50.94|2.84|1.0|0.0|100.96|1.0|2.0|25.0|3.0|333.43|1.0|1.0|1.5e-05|5.0|1.4800000000000002e-05|4.05|0.0|0.0|2.48e-07|8.28e-05|-0.02074|4.0774|566.82|997.07|304.07|0.2623|234.58|487.43|0.5716|0.67893|-1053.202208|-0.17396|2.2655|0.02628818|2.5693|197.0|6.7055|6.7055
10_a15|0.0|0|0|0|0.0|-0.137104477|0.0|2|-0.0869138469999999|0.0|-0.384887119|0.001740635|-0.077096984|0.010152859|0.0034254209999999|-0.132759909|-0.120626133|-0.184255041|-0.391156537|0.0107135269999999|-0.101494566|0.640780603|0.010485777|-30.73805622|-59.05618983|6.497096666|0.066863055|38.90530741|-34.36276159|3.550143186|0.0|0.8301726490000001|-17.88541558|-21.17108692|36.83936823|0.449323734|2605.82709|-1122.067607|0.169827351|10.08767698|0.815948972|6204.37804|98.81668286|-652.8924702|25.50202895|0.0116026369999999|6.751174337|1.0|1.0|1.0|1.0|3.58|0.12|5.32|6.3|56.27|2.87|2.0|0.0|119.95|1.0|6.0|30.0|4.0|397.47|0.0|1.0|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|0.0|1.51e-10|5.99e-08|-0.03581|3.6448|631.2|1136.48|340.17|0.1412|277.48|487.16|0.66799|0.70313|-1280.804272|-0.15377|1.6654|0.02738146|3.1460000000000004|7.0|8.1549|8.1549
6e_a40|0.0|0|0|0|0.0|0.128035402|6.401917197|0|-0.15110197|0.744550501|-0.69771706|-0.0026177839999999|0.103594243|-0.205140551|-0.002992481|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|-0.011405885|-0.1164147119999999|0.376602018|0.015875595|-70.52033811|-76.50178121|185.1473293|0.25379524|166.7812216|-50.27304895|6.85578763|35.33106374|0.866991176|-46.34235117|-32.02400144|80.95296505|0.441911406|3075.060648|-1377.032062|0.133008824|12.49434084|0.791830204|7585.605268000001|87.40658058|-904.9148811|36.93694043|0.012858969|8.450255075|1.0|0.0|1.0|1.0|3.98|0.21|5.02|3.72|173.43|2.12|2.0|2.0|125.15|2.0|5.0|30.0|5.0|476.98|0.0|1.0|1.74e-08|8.31e-06|2.6e-06|4.4|1.0|0.0|2.35e-05|0.0112|-0.09682|2.9549|671.95|1149.77|419.59|0.3625|419.59|537.07|0.67187|0.67187|-2830.986514|-0.1195799999999999|8.3311|0.03482243|11.5248|18.0|7.7447|7.7447
